"Indicator","Time","Value (USD/IRR)"
"Currency","2018/06/09",42190.00
"Currency","2018/06/07",42190.00
"Currency","2018/06/06",42165.00
"Currency","2018/06/05",42165.00
"Currency","2018/06/04",42165.00
"Currency","2018/06/03",42155.00
"Currency","2018/06/02",42155.00
"Currency","2018/05/31",42155.00
"Currency","2018/05/30",42143.00
"Currency","2018/05/29",42135.00
"Currency","2018/05/28",42125.00
"Currency","2018/05/27",42090.00
"Currency","2018/05/26",42090.00
"Currency","2018/05/24",42090.00
"Currency","2018/05/23",42080.00
"Currency","2018/05/21",42050.00
"Currency","2018/05/20",42000.00
"Currency","2018/05/19",42000.00
"Currency","2018/05/18",42000.00
"Currency","2018/05/17",42000.00
"Currency","2018/05/16",42000.00
"Currency","2018/05/15",42000.00
"Currency","2018/05/14",42000.00
"Currency","2018/05/13",42000.00
"Currency","2018/05/12",42000.00
"Currency","2018/05/11",42000.00
"Currency","2018/05/10",42000.00
"Currency","2018/05/09",42000.00
"Currency","2018/05/08",42000.00
"Currency","2018/05/07",42000.00
"Currency","2018/05/06",42000.00
"Currency","2018/05/05",42000.00
"Currency","2018/05/04",42000.00
"Currency","2018/05/03",42000.00
"Currency","2018/05/02",42000.00
"Currency","2018/05/01",42000.00
"Currency","2018/04/30",42000.00
"Currency","2018/04/29",42000.00
"Currency","2018/04/28",42000.00
"Currency","2018/04/27",42000.00
"Currency","2018/04/26",42000.00
"Currency","2018/04/25",42000.00
"Currency","2018/04/24",42000.00
"Currency","2018/04/23",42000.00
"Currency","2018/04/22",42000.00
"Currency","2018/04/21",42000.00
"Currency","2018/04/20",42000.00
"Currency","2018/04/19",42000.00
"Currency","2018/04/18",42000.00
"Currency","2018/04/17",42000.00
"Currency","2018/04/16",42000.00
"Currency","2018/04/15",42000.00
"Currency","2018/04/14",42000.00
"Currency","2018/04/13",42000.00
"Currency","2018/04/12",42000.00
"Currency","2018/04/11",42000.00
"Currency","2018/04/10",42000.00
"Currency","2018/04/09",37830.00
"Currency","2018/04/08",37819.00
"Currency","2018/04/07",37819.00
"Currency","2018/04/06",37819.00
"Currency","2018/04/05",37819.00
"Currency","2018/04/04",37820.00
"Currency","2018/04/03",37776.00
"Currency","2018/04/02",37743.00
"Currency","2018/04/01",37743.00
"Currency","2018/03/31",37743.00
"Currency","2018/03/30",37743.00
"Currency","2018/03/29",37743.00
"Currency","2018/03/28",37694.00
"Currency","2018/03/27",37685.00
"Currency","2018/03/26",37686.00
"Currency","2018/03/25",37690.00
"Currency","2018/03/24",37690.00
"Currency","2018/03/23",37690.00
"Currency","2018/03/22",37690.00
"Currency","2018/03/21",37690.00
"Currency","2018/03/20",37690.00
"Currency","2018/03/19",37690.00
"Currency","2018/03/18",37693.00
"Currency","2018/03/17",37693.00
"Currency","2018/03/16",37693.00
"Currency","2018/03/15",37693.00
"Currency","2018/03/14",37695.00
"Currency","2018/03/13",37610.00
"Currency","2018/03/12",37534.00
"Currency","2018/03/11",37440.00
"Currency","2018/03/10",37440.00
"Currency","2018/03/09",37440.00
"Currency","2018/03/08",37440.00
"Currency","2018/03/07",37415.00
"Currency","2018/03/06",37383.00
"Currency","2018/03/05",37350.00
"Currency","2018/03/04",37330.00
"Currency","2018/03/03",37330.00
"Currency","2018/03/02",37330.00
"Currency","2018/03/01",37330.00
"Currency","2018/02/28",37299.00
"Currency","2018/02/27",37264.00
"Currency","2018/02/26",37235.00
"Currency","2018/02/25",37210.00
"Currency","2018/02/24",37210.00
"Currency","2018/02/23",37210.00
"Currency","2018/02/22",37210.00
"Currency","2018/02/21",37175.00
"Currency","2018/02/20",37150.00
"Currency","2018/02/19",37150.00
"Currency","2018/02/18",37054.00
"Currency","2018/02/17",37054.00
"Currency","2018/02/16",37054.00
"Currency","2018/02/15",37054.00
"Currency","2018/02/14",37054.00
"Currency","2018/02/13",36998.00
"Currency","2018/02/12",36998.00
"Currency","2018/02/11",36955.00
"Currency","2018/02/10",36955.00
"Currency","2018/02/09",36955.00
"Currency","2018/02/08",36955.00
"Currency","2018/02/07",36954.00
"Currency","2018/02/06",36948.00
"Currency","2018/02/05",36948.00
"Currency","2018/02/04",36952.00
"Currency","2018/02/03",36952.00
"Currency","2018/02/02",36952.00
"Currency","2018/02/01",36952.00
"Currency","2018/01/31",36952.00
"Currency","2018/01/30",36905.00
"Currency","2018/01/29",36898.00
"Currency","2018/01/28",36775.00
"Currency","2018/01/27",36775.00
"Currency","2018/01/26",36775.00
"Currency","2018/01/25",36775.00
"Currency","2018/01/24",36721.00
"Currency","2018/01/23",36670.00
"Currency","2018/01/22",36635.00
"Currency","2018/01/21",36609.00
"Currency","2018/01/20",36609.00
"Currency","2018/01/19",36609.00
"Currency","2018/01/18",36609.00
"Currency","2018/01/17",36554.00
"Currency","2018/01/16",36559.00
"Currency","2018/01/15",36511.00
"Currency","2018/01/14",36374.00
"Currency","2018/01/13",36374.00
"Currency","2018/01/12",36374.00
"Currency","2018/01/11",36374.00
"Currency","2018/01/10",36289.00
"Currency","2018/01/09",36219.00
"Currency","2018/01/08",36129.00
"Currency","2018/01/07",36091.00
"Currency","2018/01/06",36091.00
"Currency","2018/01/05",36091.00
"Currency","2018/01/04",36091.00
"Currency","2018/01/03",36056.00
"Currency","2018/01/02",36057.00
"Currency","2017/12/31",36074.00
"Currency","2017/12/29",36074.00
"Currency","2017/12/28",36074.00
"Currency","2017/12/27",36039.00
"Currency","2017/12/26",35998.00
"Currency","2017/12/24",35859.00
"Currency","2017/12/22",35859.00
"Currency","2017/12/21",35859.00
"Currency","2017/12/20",35760.00
"Currency","2017/12/19",35750.00
"Currency","2017/12/18",35699.00
"Currency","2017/12/15",35599.00
"Currency","2017/12/14",35599.00
"Currency","2017/12/13",35589.00
"Currency","2017/12/12",35539.00
"Currency","2017/12/11",35499.00
"Currency","2017/12/10",35374.00
"Currency","2017/12/08",35374.00
"Currency","2017/12/07",35374.00
"Currency","2017/12/06",35304.00
"Currency","2017/12/05",35304.00
"Currency","2017/12/04",35291.00
"Currency","2017/12/03",35265.00
"Currency","2017/12/01",35265.00
"Currency","2017/11/30",35265.00
"Currency","2017/11/29",35251.00
"Currency","2017/11/28",35240.00
"Currency","2017/11/27",35230.00
"Currency","2017/11/26",35235.00
"Currency","2017/11/24",31751.00
"Currency","2017/11/23",35235.00
"Currency","2017/11/22",35238.00
"Currency","2017/11/21",35240.00
"Currency","2017/11/20",35232.00
"Currency","2017/11/19",35237.00
"Currency","2017/11/17",35237.00
"Currency","2017/11/16",35237.00
"Currency","2017/11/15",35240.00
"Currency","2017/11/14",35245.00
"Currency","2017/11/13",35249.00
"Currency","2017/11/12",35149.00
"Currency","2017/11/10",35149.00
"Currency","2017/11/09",35149.00
"Currency","2017/11/08",35149.00
"Currency","2017/11/07",35099.00
"Currency","2017/11/06",35057.00
"Currency","2017/11/05",34950.00
"Currency","2017/11/03",34950.00
"Currency","2017/11/02",34950.00
"Currency","2017/11/01",34965.00
"Currency","2017/10/31",34954.00
"Currency","2017/10/30",34879.00
"Currency","2017/10/29",34489.00
"Currency","2017/10/27",31751.00
"Currency","2017/10/26",34489.00
"Currency","2017/10/25",34422.00
"Currency","2017/10/24",34363.00
"Currency","2017/10/23",34341.00
"Currency","2017/10/22",34299.00
"Currency","2017/10/20",34299.00
"Currency","2017/10/19",34299.00
"Currency","2017/10/18",34273.00
"Currency","2017/10/17",34244.00
"Currency","2017/10/16",34209.00
"Currency","2017/10/15",34149.00
"Currency","2017/10/13",34149.00
"Currency","2017/10/12",34149.00
"Currency","2017/10/11",34115.00
"Currency","2017/10/10",34117.00
"Currency","2017/10/09",34084.00
"Currency","2017/10/08",34002.00
"Currency","2017/10/06",34002.00
"Currency","2017/10/05",34002.00
"Currency","2017/10/04",33942.00
"Currency","2017/10/03",33889.00
"Currency","2017/10/02",33834.00
"Currency","2017/10/01",33805.00
"Currency","2017/09/29",33805.00
"Currency","2017/09/28",33805.00
"Currency","2017/09/27",33757.00
"Currency","2017/09/26",33670.00
"Currency","2017/09/25",33645.00
"Currency","2017/09/24",33570.00
"Currency","2017/09/22",33570.00
"Currency","2017/09/21",33570.00
"Currency","2017/09/20",33530.00
"Currency","2017/09/19",33515.00
"Currency","2017/09/18",33485.00
"Currency","2017/09/16",33460.00
"Currency","2017/09/15",33460.00
"Currency","2017/09/14",33460.00
"Currency","2017/09/13",33420.00
"Currency","2017/09/12",33393.00
"Currency","2017/09/11",33354.00
"Currency","2017/09/08",33330.00
"Currency","2017/09/07",33330.00
"Currency","2017/09/06",33291.00
"Currency","2017/09/05",33266.00
"Currency","2017/09/04",33255.00
"Currency","2017/09/03",33208.00
"Currency","2017/09/01",33208.00
"Currency","2017/08/31",33208.00
"Currency","2017/08/30",33169.00
"Currency","2017/08/29",33160.00
"Currency","2017/08/28",33127.00
"Currency","2017/08/27",33075.00
"Currency","2017/08/25",33075.00
"Currency","2017/08/24",33075.00
"Currency","2017/08/23",33040.00
"Currency","2017/08/22",33003.00
"Currency","2017/08/21",32980.00
"Currency","2017/08/18",32931.00
"Currency","2017/08/17",32931.00
"Currency","2017/08/16",32911.00
"Currency","2017/08/15",32884.00
"Currency","2017/08/14",32859.00
"Currency","2017/08/12",32837.00
"Currency","2017/08/11",32837.00
"Currency","2017/08/10",32837.00
"Currency","2017/08/09",32822.00
"Currency","2017/08/08",32811.00
"Currency","2017/08/07",32700.00
"Currency","2017/08/04",32771.00
"Currency","2017/08/03",32771.00
"Currency","2017/08/02",32759.00
"Currency","2017/08/01",32745.00
"Currency","2017/07/31",32735.00
"Currency","2017/07/30",32715.00
"Currency","2017/07/28",32715.00
"Currency","2017/07/27",32715.00
"Currency","2017/07/26",32705.00
"Currency","2017/07/25",32693.00
"Currency","2017/07/24",32678.00
"Currency","2017/07/23",32659.00
"Currency","2017/07/21",31751.00
"Currency","2017/07/20",32659.00
"Currency","2017/07/19",32659.00
"Currency","2017/07/18",32649.00
"Currency","2017/07/17",32638.00
"Currency","2017/07/14",32609.00
"Currency","2017/07/13",32609.00
"Currency","2017/07/12",32595.00
"Currency","2017/07/11",32585.00
"Currency","2017/07/10",32560.00
"Currency","2017/07/07",32560.00
"Currency","2017/07/06",32560.00
"Currency","2017/07/05",32545.00
"Currency","2017/07/04",32534.00
"Currency","2017/07/03",32519.00
"Currency","2017/07/02",32489.00
"Currency","2017/06/30",32489.00
"Currency","2017/06/29",32489.00
"Currency","2017/06/28",32493.00
"Currency","2017/06/27",32493.00
"Currency","2017/06/26",32493.00
"Currency","2017/06/25",32493.00
"Currency","2017/06/24",32493.00
"Currency","2017/06/23",32493.00
"Currency","2017/06/22",32495.00
"Currency","2017/06/21",32482.00
"Currency","2017/06/20",32468.00
"Currency","2017/06/19",32457.00
"Currency","2017/06/16",32457.00
"Currency","2017/06/15",32457.00
"Currency","2017/06/14",32458.00
"Currency","2017/06/13",32456.00
"Currency","2017/06/12",32454.00
"Currency","2017/06/10",32454.00
"Currency","2017/06/09",32454.00
"Currency","2017/06/08",32451.00
"Currency","2017/06/07",32449.00
"Currency","2017/06/06",32446.00
"Currency","2017/06/05",32447.00
"Currency","2017/06/02",32447.00
"Currency","2017/06/01",32450.00
"Currency","2017/05/31",32452.00
"Currency","2017/05/30",32449.00
"Currency","2017/05/29",32442.00
"Currency","2017/05/26",32442.00
"Currency","2017/05/25",32444.00
"Currency","2017/05/24",32440.00
"Currency","2017/05/23",32443.00
"Currency","2017/05/22",32442.00
"Currency","2017/05/20",32442.00
"Currency","2017/05/19",32442.00
"Currency","2017/05/18",32442.00
"Currency","2017/05/17",32444.00
"Currency","2017/05/16",31751.00
"Currency","2017/05/15",31751.00
"Currency","2017/05/12",31751.00
"Currency","2017/05/11",31751.00
"Currency","2017/05/10",32449.00
"Currency","2017/05/09",32446.00
"Currency","2017/05/08",32444.00
"Currency","2017/05/07",32443.00
"Currency","2017/05/05",32443.00
"Currency","2017/05/04",32443.00
"Currency","2017/05/03",32439.00
"Currency","2017/05/02",32440.00
"Currency","2017/05/01",32441.00
"Currency","2017/04/28",31751.00
"Currency","2017/04/27",31751.00
"Currency","2017/04/26",32435.00
"Currency","2017/04/25",31751.00
"Currency","2017/04/24",31751.00
"Currency","2017/04/21",31751.00
"Currency","2017/04/20",31751.00
"Currency","2017/04/19",32437.00
"Currency","2017/04/18",32438.00
"Currency","2017/04/17",32439.00
"Currency","2017/04/15",32425.00
"Currency","2017/04/14",32425.00
"Currency","2017/04/13",32436.00
"Currency","2017/04/12",32438.00
"Currency","2017/04/11",32420.00
"Currency","2017/04/10",32439.00
"Currency","2017/04/07",32425.00
"Currency","2017/04/06",32431.00
"Currency","2017/04/05",32428.00
"Currency","2017/04/04",32429.00
"Currency","2017/04/03",32425.00
"Currency","2017/03/31",32425.00
"Currency","2017/03/30",32422.00
"Currency","2017/03/29",32418.00
"Currency","2017/03/28",32415.00
"Currency","2017/03/27",32416.00
"Currency","2017/03/24",32420.00
"Currency","2017/03/23",32420.00
"Currency","2017/03/22",32420.00
"Currency","2017/03/21",32420.00
"Currency","2017/03/20",32420.00
"Currency","2017/03/17",32425.00
"Currency","2017/03/16",32422.00
"Currency","2017/03/15",32424.00
"Currency","2017/03/14",32400.00
"Currency","2017/03/13",32417.00
"Currency","2017/03/10",32420.00
"Currency","2017/03/09",32420.00
"Currency","2017/03/08",32416.00
"Currency","2017/03/07",32412.00
"Currency","2017/03/06",32409.00
"Currency","2017/03/03",32407.00
"Currency","2017/03/02",32407.00
"Currency","2017/03/01",32407.00
"Currency","2017/02/28",32375.00
"Currency","2017/02/27",32404.00
"Currency","2017/02/24",32401.00
"Currency","2017/02/23",32401.00
"Currency","2017/02/22",32402.00
"Currency","2017/02/21",32397.00
"Currency","2017/02/20",32394.00
"Currency","2017/02/17",32370.00
"Currency","2017/02/16",32390.00
"Currency","2017/02/15",32392.00
"Currency","2017/02/14",32370.00
"Currency","2017/02/13",32384.00
"Currency","2017/02/10",32370.00
"Currency","2017/02/09",32376.00
"Currency","2017/02/08",32370.00
"Currency","2017/02/07",32375.00
"Currency","2017/02/06",32371.00
"Currency","2017/02/03",32350.00
"Currency","2017/02/02",32363.00
"Currency","2017/02/01",32364.00
"Currency","2017/01/31",32366.00
"Currency","2017/01/30",32355.00
"Currency","2017/01/27",32360.00
"Currency","2017/01/26",32360.00
"Currency","2017/01/25",32362.00
"Currency","2017/01/24",32355.00
"Currency","2017/01/23",32360.00
"Currency","2017/01/20",32366.00
"Currency","2017/01/19",32366.00
"Currency","2017/01/18",32365.00
"Currency","2017/01/17",32369.00
"Currency","2017/01/16",32370.00
"Currency","2017/01/13",32355.00
"Currency","2017/01/12",32368.00
"Currency","2017/01/11",32369.00
"Currency","2017/01/10",32370.00
"Currency","2017/01/09",32371.00
"Currency","2017/01/06",32370.00
"Currency","2017/01/05",32371.00
"Currency","2017/01/04",32374.00
"Currency","2017/01/03",32374.00
"Currency","2017/01/02",32399.00
"Currency","2016/12/30",32376.00
"Currency","2016/12/29",32376.00
"Currency","2016/12/28",32348.00
"Currency","2016/12/27",32349.00
"Currency","2016/12/26",32317.00
"Currency","2016/12/23",32319.00
"Currency","2016/12/22",32319.00
"Currency","2016/12/21",32320.00
"Currency","2016/12/20",32321.00
"Currency","2016/12/19",32288.00
"Currency","2016/12/18",32255.00
"Currency","2016/12/16",32215.00
"Currency","2016/12/15",32255.00
"Currency","2016/12/14",32226.00
"Currency","2016/12/13",32227.00
"Currency","2016/12/12",32229.00
"Currency","2016/12/09",32150.00
"Currency","2016/12/08",32150.00
"Currency","2016/12/07",32151.00
"Currency","2016/12/06",32119.00
"Currency","2016/12/05",32120.00
"Currency","2016/12/02",32090.00
"Currency","2016/12/01",32090.00
"Currency","2016/11/30",32080.00
"Currency","2016/11/29",32091.00
"Currency","2016/11/28",32095.00
"Currency","2016/11/26",32055.00
"Currency","2016/11/25",32055.00
"Currency","2016/11/24",32070.00
"Currency","2016/11/23",32070.00
"Currency","2016/11/22",32056.00
"Currency","2016/11/21",32059.00
"Currency","2016/11/19",32040.00
"Currency","2016/11/18",31751.00
"Currency","2016/11/17",32041.00
"Currency","2016/11/16",32037.00
"Currency","2016/11/15",32005.00
"Currency","2016/11/14",31999.00
"Currency","2016/11/11",31930.00
"Currency","2016/11/10",31930.00
"Currency","2016/11/09",31863.00
"Currency","2016/11/08",31865.00
"Currency","2016/11/07",31834.00
"Currency","2016/11/04",31795.00
"Currency","2016/11/03",31796.00
"Currency","2016/11/02",31755.00
"Currency","2016/11/01",31799.00
"Currency","2016/10/31",31778.00
"Currency","2016/10/28",31751.00
"Currency","2016/10/27",31751.00
"Currency","2016/10/26",31752.00
"Currency","2016/10/25",31753.00
"Currency","2016/10/24",31633.00
"Currency","2016/10/21",31687.00
"Currency","2016/10/20",31634.00
"Currency","2016/10/19",31633.00
"Currency","2016/10/18",31633.00
"Currency","2016/10/17",30055.00
"Currency","2016/10/14",30055.00
"Currency","2016/10/13",30055.00
"Currency","2016/10/12",30055.00
"Currency","2016/10/11",30055.00
"Currency","2016/10/10",30055.00
"Currency","2016/10/07",30055.00
"Currency","2016/10/06",30055.00
"Currency","2016/10/05",30055.00
"Currency","2016/10/04",30055.00
"Currency","2016/10/03",30057.00
"Currency","2016/10/01",30058.00
"Currency","2016/09/30",30058.00
"Currency","2016/09/29",30060.00
"Currency","2016/09/28",30065.00
"Currency","2016/09/27",30065.00
"Currency","2016/09/26",30068.00
"Currency","2016/09/24",30069.00
"Currency","2016/09/23",30069.00
"Currency","2016/09/22",30070.00
"Currency","2016/09/21",30072.00
"Currency","2016/09/20",30075.00
"Currency","2016/09/19",30078.00
"Currency","2016/09/17",30080.00
"Currency","2016/09/16",30080.00
"Currency","2016/09/15",30085.00
"Currency","2016/09/14",30085.00
"Currency","2016/09/13",30086.00
"Currency","2016/09/12",30087.00
"Currency","2016/09/10",30087.00
"Currency","2016/09/09",30087.00
"Currency","2016/09/08",30088.00
"Currency","2016/09/07",30090.00
"Currency","2016/09/06",30092.00
"Currency","2016/09/05",30065.00
"Currency","2016/09/03",30093.00
"Currency","2016/09/02",30093.00
"Currency","2016/09/01",30093.00
"Currency","2016/08/31",30095.00
"Currency","2016/08/30",30095.00
"Currency","2016/08/29",30097.00
"Currency","2016/08/26",30052.00
"Currency","2016/08/25",30052.00
"Currency","2016/08/24",30052.00
"Currency","2016/08/23",30052.00
"Currency","2016/08/22",30052.00
"Currency","2016/08/19",30052.00
"Currency","2016/08/18",30052.00
"Currency","2016/08/17",30052.00
"Currency","2016/08/16",30053.00
"Currency","2016/08/15",30054.00
"Currency","2016/08/12",30055.00
"Currency","2016/08/11",30056.00
"Currency","2016/08/10",30057.00
"Currency","2016/08/09",30058.00
"Currency","2016/08/08",30060.00
"Currency","2016/08/05",30062.00
"Currency","2016/08/04",30063.00
"Currency","2016/08/03",30063.00
"Currency","2016/08/02",30065.00
"Currency","2016/08/01",30065.00
"Currency","2016/07/29",30065.00
"Currency","2016/07/28",30065.00
"Currency","2016/07/27",30065.00
"Currency","2016/07/26",30065.00
"Currency","2016/07/25",30065.00
"Currency","2016/07/22",30066.00
"Currency","2016/07/21",30067.00
"Currency","2016/07/20",30069.00
"Currency","2016/07/19",30073.00
"Currency","2016/07/18",30075.00
"Currency","2016/07/15",30077.00
"Currency","2016/07/14",30078.00
"Currency","2016/07/13",30080.00
"Currency","2016/07/12",30080.00
"Currency","2016/07/11",30080.00
"Currency","2016/07/08",30090.00
"Currency","2016/07/07",30070.00
"Currency","2016/07/06",30098.00
"Currency","2016/07/05",30700.00
"Currency","2016/07/04",30700.00
"Currency","2016/07/01",30700.00
"Currency","2016/06/30",30650.00
"Currency","2016/06/29",30680.00
"Currency","2016/06/28",30680.00
"Currency","2016/06/27",30640.00
"Currency","2016/06/24",30589.00
"Currency","2016/06/23",30589.00
"Currency","2016/06/22",30550.00
"Currency","2016/06/21",30528.00
"Currency","2016/06/20",30528.00
"Currency","2016/06/17",30529.00
"Currency","2016/06/16",30529.00
"Currency","2016/06/15",30509.00
"Currency","2016/06/14",30510.00
"Currency","2016/06/13",30500.00
"Currency","2016/06/10",30485.00
"Currency","2016/06/09",30485.00
"Currency","2016/06/08",30486.00
"Currency","2016/06/07",30488.00
"Currency","2016/06/06",30479.00
"Currency","2016/06/04",30479.00
"Currency","2016/06/03",30479.00
"Currency","2016/06/02",30460.00
"Currency","2016/06/01",30460.00
"Currency","2016/05/31",30460.00
"Currency","2016/05/30",30135.50
"Currency","2016/05/27",30449.00
"Currency","2016/05/26",30449.00
"Currency","2016/05/25",30420.00
"Currency","2016/05/24",30398.00
"Currency","2016/05/23",30379.00
"Currency","2016/05/20",30372.00
"Currency","2016/05/19",30370.00
"Currency","2016/05/18",30370.00
"Currency","2016/05/17",30364.00
"Currency","2016/05/16",30360.00
"Currency","2016/05/13",30353.00
"Currency","2016/05/12",30349.00
"Currency","2016/05/11",30350.00
"Currency","2016/05/10",30341.00
"Currency","2016/05/09",30333.00
"Currency","2016/05/06",30327.00
"Currency","2016/05/05",30327.00
"Currency","2016/05/04",30327.00
"Currency","2016/05/03",30321.00
"Currency","2016/05/02",30310.00
"Currency","2016/04/30",30310.00
"Currency","2016/04/29",30310.00
"Currency","2016/04/28",30310.00
"Currency","2016/04/27",30309.00
"Currency","2016/04/26",30301.00
"Currency","2016/04/25",30301.00
"Currency","2016/04/23",30296.00
"Currency","2016/04/22",30296.00
"Currency","2016/04/21",30296.00
"Currency","2016/04/20",30296.00
"Currency","2016/04/19",30293.00
"Currency","2016/04/18",30293.00
"Currency","2016/04/16",30290.00
"Currency","2016/04/15",30290.00
"Currency","2016/04/14",30290.00
"Currency","2016/04/13",30281.00
"Currency","2016/04/12",30277.00
"Currency","2016/04/11",30277.00
"Currency","2016/04/09",30274.00
"Currency","2016/04/08",30274.00
"Currency","2016/04/07",30274.00
"Currency","2016/04/06",30275.00
"Currency","2016/04/05",30269.00
"Currency","2016/04/04",30269.00
"Currency","2016/04/01",30260.00
"Currency","2016/03/31",30260.00
"Currency","2016/03/30",30254.00
"Currency","2016/03/29",30255.00
"Currency","2016/03/28",30252.00
"Currency","2016/03/25",30247.00
"Currency","2016/03/24",30247.00
"Currency","2016/03/23",30240.00
"Currency","2016/03/22",30240.00
"Currency","2016/03/21",30240.00
"Currency","2016/03/18",30240.00
"Currency","2016/03/17",30235.00
"Currency","2016/03/16",30220.00
"Currency","2016/03/15",30220.00
"Currency","2016/03/14",30220.00
"Currency","2016/03/13",30212.00
"Currency","2016/03/11",30212.00
"Currency","2016/03/10",30212.00
"Currency","2016/03/09",30201.00
"Currency","2016/03/08",30201.00
"Currency","2016/03/07",30201.00
"Currency","2016/03/06",30201.00
"Currency","2016/03/04",30201.00
"Currency","2016/03/03",30201.00
"Currency","2016/03/02",30202.00
"Currency","2016/03/01",30195.00
"Currency","2016/02/29",30195.00
"Currency","2016/02/28",30192.00
"Currency","2016/02/26",30192.00
"Currency","2016/02/25",30193.00
"Currency","2016/02/24",30193.00
"Currency","2016/02/23",30191.00
"Currency","2016/02/22",30189.00
"Currency","2016/02/19",30186.00
"Currency","2016/02/18",30184.00
"Currency","2016/02/17",30184.00
"Currency","2016/02/16",30185.00
"Currency","2016/02/15",30180.00
"Currency","2016/02/12",30179.00
"Currency","2016/02/11",30179.00
"Currency","2016/02/10",30179.00
"Currency","2016/02/09",30180.00
"Currency","2016/02/08",30180.00
"Currency","2016/02/05",30181.00
"Currency","2016/02/04",30181.00
"Currency","2016/02/03",30184.00
"Currency","2016/02/02",30184.00
"Currency","2016/02/01",30185.00
"Currency","2016/01/29",30183.00
"Currency","2016/01/28",30183.00
"Currency","2016/01/27",30185.00
"Currency","2016/01/26",30185.00
"Currency","2016/01/25",30189.00
"Currency","2016/01/22",30185.00
"Currency","2016/01/21",30181.00
"Currency","2016/01/20",30183.00
"Currency","2016/01/19",30183.00
"Currency","2016/01/18",30178.00
"Currency","2016/01/15",30179.00
"Currency","2016/01/14",30180.00
"Currency","2016/01/13",30180.00
"Currency","2016/01/12",30165.00
"Currency","2016/01/11",30165.00
"Currency","2016/01/08",30158.00
"Currency","2016/01/07",30159.00
"Currency","2016/01/06",30159.00
"Currency","2016/01/05",30141.00
"Currency","2016/01/04",30141.00
"Currency","2016/01/03",30130.00
"Currency","2016/01/01",30130.00
"Currency","2015/12/31",30128.00
"Currency","2015/12/30",30128.00
"Currency","2015/12/29",30118.00
"Currency","2015/12/28",30118.00
"Currency","2015/12/25",30120.00
"Currency","2015/12/24",30116.00
"Currency","2015/12/23",30117.00
"Currency","2015/12/22",30117.00
"Currency","2015/12/21",30118.00
"Currency","2015/12/18",30120.00
"Currency","2015/12/17",30120.00
"Currency","2015/12/16",30107.00
"Currency","2015/12/15",30107.00
"Currency","2015/12/14",30103.00
"Currency","2015/12/11",30105.00
"Currency","2015/12/10",30105.00
"Currency","2015/12/09",30105.00
"Currency","2015/12/08",30106.00
"Currency","2015/12/07",30093.00
"Currency","2015/12/06",30095.00
"Currency","2015/12/04",30095.00
"Currency","2015/12/03",30096.00
"Currency","2015/12/02",30096.00
"Currency","2015/12/01",30096.00
"Currency","2015/11/30",30086.00
"Currency","2015/11/29",30027.00
"Currency","2015/11/28",30027.00
"Currency","2015/11/27",29887.50
"Currency","2015/11/26",30027.00
"Currency","2015/11/25",29977.00
"Currency","2015/11/24",29980.00
"Currency","2015/11/23",29980.00
"Currency","2015/11/20",29967.00
"Currency","2015/11/19",29967.00
"Currency","2015/11/18",29970.00
"Currency","2015/11/17",29965.00
"Currency","2015/11/16",29965.00
"Currency","2015/11/13",29964.00
"Currency","2015/11/12",29964.00
"Currency","2015/11/11",29966.00
"Currency","2015/11/10",29966.00
"Currency","2015/11/09",29965.00
"Currency","2015/11/08",29963.00
"Currency","2015/11/06",29963.00
"Currency","2015/11/05",29963.00
"Currency","2015/11/04",29958.00
"Currency","2015/11/03",29958.00
"Currency","2015/11/02",29947.50
"Currency","2015/11/01",29960.00
"Currency","2015/10/30",29960.00
"Currency","2015/10/29",29960.00
"Currency","2015/10/28",29957.00
"Currency","2015/10/27",29955.00
"Currency","2015/10/26",29955.00
"Currency","2015/10/25",29953.00
"Currency","2015/10/23",29953.00
"Currency","2015/10/22",29953.00
"Currency","2015/10/21",29952.00
"Currency","2015/10/20",29950.00
"Currency","2015/10/19",28155.00
"Currency","2015/10/18",29950.00
"Currency","2015/10/16",29950.00
"Currency","2015/10/15",29950.00
"Currency","2015/10/14",29952.00
"Currency","2015/10/13",29954.00
"Currency","2015/10/12",29955.00
"Currency","2015/10/09",29957.00
"Currency","2015/10/08",29954.00
"Currency","2015/10/07",29954.00
"Currency","2015/10/06",29954.00
"Currency","2015/10/05",29954.00
"Currency","2015/10/04",29955.00
"Currency","2015/10/02",29957.00
"Currency","2015/10/01",29957.00
"Currency","2015/09/30",29956.00
"Currency","2015/09/29",29955.00
"Currency","2015/09/28",29957.00
"Currency","2015/09/27",29957.00
"Currency","2015/09/26",29957.00
"Currency","2015/09/25",29957.00
"Currency","2015/09/24",29957.00
"Currency","2015/09/23",29956.00
"Currency","2015/09/22",29954.00
"Currency","2015/09/21",29955.00
"Currency","2015/09/20",29605.00
"Currency","2015/09/18",29605.00
"Currency","2015/09/17",29955.00
"Currency","2015/09/16",29956.00
"Currency","2015/09/15",29953.00
"Currency","2015/09/14",29953.00
"Currency","2015/09/13",29955.00
"Currency","2015/09/11",29955.00
"Currency","2015/09/10",29955.00
"Currency","2015/09/09",29956.00
"Currency","2015/09/08",29957.00
"Currency","2015/09/07",29958.00
"Currency","2015/09/06",29957.00
"Currency","2015/09/04",29957.00
"Currency","2015/09/03",29957.00
"Currency","2015/09/02",29955.00
"Currency","2015/09/01",29956.00
"Currency","2015/08/31",29958.00
"Currency","2015/08/30",29930.00
