"Indicator","Time","Value (USD/IRR)"
"Currency","2011/07/19",10600.00
"Currency","2011/07/18",10600.00
"Currency","2011/07/15",10605.00
"Currency","2011/07/14",10600.00
"Currency","2011/07/13",10600.00
"Currency","2011/07/12",10605.00
"Currency","2011/07/11",10595.00
"Currency","2011/07/08",10590.50
"Currency","2011/07/07",10590.50
"Currency","2011/07/06",10609.00
"Currency","2011/07/05",10616.00
"Currency","2011/07/04",10618.00
"Currency","2011/07/01",10668.50
"Currency","2011/06/30",10668.50
"Currency","2011/06/29",10668.50
"Currency","2011/06/28",10775.00
"Currency","2011/06/27",11000.00
"Currency","2011/06/24",10957.50
"Currency","2011/06/23",10957.50
"Currency","2011/06/22",11072.00
"Currency","2011/06/21",11072.00
"Currency","2011/06/20",11240.00
"Currency","2011/06/17",11508.00
"Currency","2011/06/16",11508.00
"Currency","2011/06/15",11508.00
"Currency","2011/06/14",11624.50
"Currency","2011/06/13",11732.00
"Currency","2011/06/10",10600.00
"Currency","2011/06/09",10605.00
"Currency","2011/06/08",10605.00
"Currency","2011/06/07",10600.00
"Currency","2011/06/06",10602.50
"Currency","2011/06/03",10602.50
"Currency","2011/06/02",10600.00
"Currency","2011/06/01",10580.00
"Currency","2011/05/31",10600.00
"Currency","2011/05/30",10633.00
"Currency","2011/05/27",10605.00
"Currency","2011/05/26",10600.00
"Currency","2011/05/25",10600.00
"Currency","2011/05/24",10605.00
"Currency","2011/05/23",10605.00
"Currency","2011/05/20",10600.00
"Currency","2011/05/19",10600.00
"Currency","2011/05/18",10600.00
"Currency","2011/05/17",10590.00
"Currency","2011/05/16",10590.00
"Currency","2011/05/13",10500.00
"Currency","2011/05/12",10500.00
"Currency","2011/05/11",10505.00
"Currency","2011/05/10",10500.00
"Currency","2011/05/09",10500.00
"Currency","2011/05/06",10475.00
"Currency","2011/05/05",10465.00
"Currency","2011/05/04",10475.00
"Currency","2011/05/03",10480.00
"Currency","2011/05/02",10467.00
"Currency","2011/04/29",10500.00
"Currency","2011/04/28",10500.00
"Currency","2011/04/27",10500.00
"Currency","2011/04/26",10500.00
"Currency","2011/04/25",10500.00
"Currency","2011/04/22",10440.00
"Currency","2011/04/21",10440.00
"Currency","2011/04/20",10440.00
"Currency","2011/04/19",10440.00
"Currency","2011/04/18",10430.00
"Currency","2011/04/15",10420.00
"Currency","2011/04/14",10420.00
"Currency","2011/04/13",10420.00
"Currency","2011/04/12",10425.00
"Currency","2011/04/11",10420.00
"Currency","2011/04/08",10425.00
"Currency","2011/04/07",10420.00
"Currency","2011/04/06",10425.00
"Currency","2011/04/05",10425.00
"Currency","2011/04/04",10420.00
"Currency","2011/04/01",10420.00
"Currency","2011/03/31",10420.00
"Currency","2011/03/30",10420.00
"Currency","2011/03/29",10375.00
"Currency","2011/03/28",10370.00
"Currency","2011/03/25",10375.00
"Currency","2011/03/24",10375.00
"Currency","2011/03/23",10375.00
"Currency","2011/03/22",10375.00
"Currency","2011/03/21",10370.00
"Currency","2011/03/18",10300.00
"Currency","2011/03/17",10305.00
"Currency","2011/03/16",10300.00
"Currency","2011/03/15",10300.00
"Currency","2011/03/14",10300.00
"Currency","2011/03/11",10300.00
"Currency","2011/03/10",10300.00
"Currency","2011/03/09",10300.00
"Currency","2011/03/08",10320.00
"Currency","2011/03/07",10325.00
"Currency","2011/03/04",10325.00
"Currency","2011/03/03",10320.00
"Currency","2011/03/02",10320.00
"Currency","2011/03/01",10320.00
"Currency","2011/02/28",10325.00
"Currency","2011/02/25",10320.00
"Currency","2011/02/24",10320.00
"Currency","2011/02/23",10320.00
"Currency","2011/02/22",10325.00
"Currency","2011/02/21",10330.00
"Currency","2011/02/18",10375.00
"Currency","2011/02/17",10370.00
"Currency","2011/02/16",10375.00
"Currency","2011/02/15",10370.00
"Currency","2011/02/14",10375.00
"Currency","2011/02/11",10370.00
"Currency","2011/02/10",10370.00
"Currency","2011/02/09",10370.00
"Currency","2011/02/08",10375.00
"Currency","2011/02/07",10365.00
"Currency","2011/02/04",10370.00
"Currency","2011/02/03",10375.00
"Currency","2011/02/02",10370.00
"Currency","2011/02/01",10375.00
"Currency","2011/01/31",10385.00
"Currency","2011/01/28",10347.50
"Currency","2011/01/27",10347.50
"Currency","2011/01/26",10387.50
"Currency","2011/01/25",10387.50
"Currency","2011/01/24",10387.50
"Currency","2011/01/21",10385.00
"Currency","2011/01/20",10390.00
"Currency","2011/01/19",10370.00
"Currency","2011/01/18",10385.00
"Currency","2011/01/17",10387.50
"Currency","2011/01/14",10385.00
"Currency","2011/01/13",10405.00
"Currency","2011/01/12",10402.50
"Currency","2011/01/11",10405.00
"Currency","2011/01/10",10400.00
"Currency","2011/01/07",10350.00
"Currency","2011/01/06",10350.00
"Currency","2011/01/05",10350.00
"Currency","2011/01/04",10355.00
"Currency","2011/01/03",10350.00
"Currency","2010/12/31",10350.00
"Currency","2010/12/30",10355.00
"Currency","2010/12/29",10375.00
"Currency","2010/12/28",10370.00
"Currency","2010/12/27",10375.00
"Currency","2010/12/24",10370.00
"Currency","2010/12/23",10375.00
"Currency","2010/12/22",10370.00
"Currency","2010/12/21",10400.00
"Currency","2010/12/20",10400.00
"Currency","2010/12/17",10405.00
"Currency","2010/12/16",10400.00
"Currency","2010/12/15",10400.00
"Currency","2010/12/14",10405.00
"Currency","2010/12/13",10385.00
"Currency","2010/12/10",10400.00
"Currency","2010/12/09",10400.00
"Currency","2010/12/08",10402.50
"Currency","2010/12/07",10405.00
"Currency","2010/12/06",10405.00
"Currency","2010/12/03",10402.50
"Currency","2010/12/02",10405.00
"Currency","2010/12/01",10400.00
"Currency","2010/11/30",10405.00
"Currency","2010/11/29",10400.00
"Currency","2010/11/26",10405.00
"Currency","2010/11/25",10400.00
"Currency","2010/11/24",10400.00
"Currency","2010/11/23",10400.00
"Currency","2010/11/22",10405.00
"Currency","2010/11/19",10405.00
"Currency","2010/11/18",10405.00
"Currency","2010/11/17",10400.00
"Currency","2010/11/16",10350.00
"Currency","2010/11/15",10400.00
"Currency","2010/11/12",10405.00
"Currency","2010/11/11",10405.00
"Currency","2010/11/10",10405.00
"Currency","2010/11/09",10405.00
"Currency","2010/11/08",10400.00
"Currency","2010/11/05",10400.00
"Currency","2010/11/04",10405.00
"Currency","2010/11/03",10400.00
"Currency","2010/11/02",10400.00
"Currency","2010/11/01",10400.00
"Currency","2010/10/29",10425.00
"Currency","2010/10/28",10430.00
"Currency","2010/10/27",10422.50
"Currency","2010/10/26",10424.00
"Currency","2010/10/25",10425.00
"Currency","2010/10/22",10475.00
"Currency","2010/10/21",10470.00
"Currency","2010/10/20",10470.00
"Currency","2010/10/19",10475.00
"Currency","2010/10/18",10475.00
"Currency","2010/10/15",10500.00
"Currency","2010/10/14",10500.00
"Currency","2010/10/13",10502.50
"Currency","2010/10/12",10505.00
"Currency","2010/10/11",10502.50
"Currency","2010/10/08",10500.00
"Currency","2010/10/07",10500.00
"Currency","2010/10/06",10630.00
"Currency","2010/10/05",10250.00
"Currency","2010/10/04",10250.00
"Currency","2010/10/01",10255.00
"Currency","2010/09/30",10240.00
"Currency","2010/09/29",10250.00
"Currency","2010/09/28",10275.00
"Currency","2010/09/27",10270.00
"Currency","2010/09/24",10275.00
"Currency","2010/09/23",10285.00
"Currency","2010/09/22",10150.00
"Currency","2010/09/21",10002.50
"Currency","2010/09/20",10005.00
"Currency","2010/09/17",10000.00
"Currency","2010/09/16",10000.00
"Currency","2010/09/15",10005.00
"Currency","2010/09/14",10005.00
"Currency","2010/09/13",10000.00
"Currency","2010/09/10",10000.00
"Currency","2010/09/09",10000.00
"Currency","2010/09/08",10000.00
"Currency","2010/09/07",10005.00
"Currency","2010/09/06",10000.00
"Currency","2010/09/03",10000.00
"Currency","2010/09/02",10002.50
"Currency","2010/09/01",10005.00
"Currency","2010/08/31",10000.00
"Currency","2010/08/30",10000.00
"Currency","2010/08/27",10000.00
"Currency","2010/08/26",10000.00
"Currency","2010/08/25",10000.00
"Currency","2010/08/24",10000.00
"Currency","2010/08/23",10000.00
"Currency","2010/08/20",10000.00
"Currency","2010/08/19",10000.00
"Currency","2010/08/18",10000.00
"Currency","2010/08/17",10000.00
"Currency","2010/08/16",10000.00
"Currency","2010/08/13",10000.00
"Currency","2010/08/12",10000.00
"Currency","2010/08/11",10000.00
"Currency","2010/08/10",10000.00
"Currency","2010/08/09",10005.00
"Currency","2010/08/06",10000.00
"Currency","2010/08/05",10000.00
"Currency","2010/08/04",10000.00
"Currency","2010/08/03",10000.00
"Currency","2010/08/02",10000.00
"Currency","2010/07/30",10000.00
"Currency","2010/07/29",10005.00
"Currency","2010/07/28",10000.00
"Currency","2010/07/27",10000.00
"Currency","2010/07/26",10000.00
"Currency","2010/07/23",10000.00
"Currency","2010/07/22",10000.00
"Currency","2010/07/21",10000.00
"Currency","2010/07/20",10000.00
"Currency","2010/07/19",10005.00
"Currency","2010/07/16",10000.00
"Currency","2010/07/15",10005.00
"Currency","2010/07/14",10005.00
"Currency","2010/07/13",10000.00
"Currency","2010/07/12",10000.00
"Currency","2010/07/09",10000.00
"Currency","2010/07/08",10000.00
"Currency","2010/07/07",10005.00
"Currency","2010/07/06",10000.00
"Currency","2010/07/05",10000.00
"Currency","2010/07/02",10000.00
"Currency","2010/07/01",10005.00
"Currency","2010/06/30",10000.00
"Currency","2010/06/29",10005.00
"Currency","2010/06/28",10000.00
"Currency","2010/06/25",10002.50
"Currency","2010/06/24",10002.50
"Currency","2010/06/23",10002.50
"Currency","2010/06/22",10000.00
"Currency","2010/06/21",10000.00
"Currency","2010/06/18",10005.00
"Currency","2010/06/17",10000.00
"Currency","2010/06/16",10005.00
"Currency","2010/06/15",10025.00
"Currency","2010/06/14",10012.50
"Currency","2010/06/11",10010.00
"Currency","2010/06/10",10015.00
"Currency","2010/06/09",10015.00
"Currency","2010/06/08",10020.00
"Currency","2010/06/07",10025.00
"Currency","2010/06/04",10020.00
"Currency","2010/06/03",10020.00
"Currency","2010/06/02",10022.50
"Currency","2010/06/01",10020.00
"Currency","2010/05/31",10020.00
"Currency","2010/05/28",10020.00
"Currency","2010/05/27",10025.00
"Currency","2010/05/26",10010.00
"Currency","2010/05/25",10000.00
"Currency","2010/05/24",10000.00
"Currency","2010/05/21",9975.00
"Currency","2010/05/20",9970.00
"Currency","2010/05/19",9950.00
"Currency","2010/05/18",9950.00
"Currency","2010/05/17",9955.00
"Currency","2010/05/14",9950.00
"Currency","2010/05/13",9945.00
"Currency","2010/05/12",9950.00
"Currency","2010/05/11",9945.00
"Currency","2010/05/10",9925.00
"Currency","2010/05/07",9925.00
"Currency","2010/05/06",9910.00
"Currency","2010/05/05",9905.00
"Currency","2010/05/04",9900.00
"Currency","2010/05/03",9900.00
"Currency","2010/04/30",9895.00
"Currency","2010/04/29",9900.00
"Currency","2010/04/28",9895.00
"Currency","2010/04/27",9900.00
"Currency","2010/04/26",9900.00
"Currency","2010/04/23",9895.00
"Currency","2010/04/22",9900.00
"Currency","2010/04/21",9902.50
"Currency","2010/04/20",9900.00
"Currency","2010/04/19",9895.00
"Currency","2010/04/16",9900.00
"Currency","2010/04/15",9900.00
"Currency","2010/04/14",9905.00
"Currency","2010/04/13",9902.00
"Currency","2010/04/12",9900.00
"Currency","2010/04/09",9900.00
"Currency","2010/04/08",9902.00
"Currency","2010/04/07",9900.00
"Currency","2010/04/06",9900.00
"Currency","2010/04/05",9900.00
"Currency","2010/04/02",9900.00
"Currency","2010/04/01",9900.00
"Currency","2010/03/31",9900.00
"Currency","2010/03/30",9895.00
"Currency","2010/03/29",9900.00
"Currency","2010/03/26",9900.00
"Currency","2010/03/25",9895.00
"Currency","2010/03/24",9900.00
"Currency","2010/03/23",9900.00
"Currency","2010/03/22",9895.00
"Currency","2010/03/19",9887.50
"Currency","2010/03/18",9887.50
"Currency","2010/03/17",9892.50
"Currency","2010/03/16",9887.50
"Currency","2010/03/15",9887.50
"Currency","2010/03/12",9887.50
"Currency","2010/03/11",9890.00
"Currency","2010/03/10",9890.00
"Currency","2010/03/09",9890.00
"Currency","2010/03/08",9890.00
"Currency","2010/03/05",9892.50
"Currency","2010/03/04",9892.50
"Currency","2010/03/03",9895.00
"Currency","2010/03/02",9895.00
"Currency","2010/03/01",9900.00
"Currency","2010/02/26",9887.50
"Currency","2010/02/25",9887.50
"Currency","2010/02/24",9890.50
"Currency","2010/02/23",9890.00
"Currency","2010/02/22",9895.00
"Currency","2010/02/19",9890.00
"Currency","2010/02/18",9890.00
"Currency","2010/02/17",9890.00
"Currency","2010/02/16",9890.00
"Currency","2010/02/15",9890.00
"Currency","2010/02/12",9890.00
"Currency","2010/02/11",9885.00
"Currency","2010/02/10",9890.00
"Currency","2010/02/09",9885.00
"Currency","2010/02/08",9890.00
"Currency","2010/02/05",9895.00
"Currency","2010/02/04",9900.00
"Currency","2010/02/03",9900.00
"Currency","2010/02/02",9900.00
"Currency","2010/02/01",9900.00
"Currency","2010/01/29",9900.00
"Currency","2010/01/28",9905.00
"Currency","2010/01/27",9905.00
"Currency","2010/01/26",9905.00
"Currency","2010/01/25",9906.00
"Currency","2010/01/22",9905.00
"Currency","2010/01/21",9900.00
"Currency","2010/01/20",9905.00
"Currency","2010/01/19",9900.00
"Currency","2010/01/18",9900.00
"Currency","2010/01/15",9900.00
"Currency","2010/01/14",9905.00
"Currency","2010/01/13",9900.00
"Currency","2010/01/12",9890.00
"Currency","2010/01/11",9885.00
"Currency","2010/01/08",9890.00
"Currency","2010/01/07",9890.00
"Currency","2010/01/06",9895.00
"Currency","2010/01/05",9895.00
"Currency","2010/01/04",9900.00
"Currency","2010/01/01",9902.00
"Currency","2009/12/31",9902.00
"Currency","2009/12/30",9900.00
"Currency","2009/12/29",9900.00
"Currency","2009/12/28",9901.00
"Currency","2009/12/25",9900.00
"Currency","2009/12/24",9900.00
"Currency","2009/12/23",9900.00
"Currency","2009/12/22",9900.00
"Currency","2009/12/21",9902.00
"Currency","2009/12/18",9900.00
"Currency","2009/12/17",9905.00
"Currency","2009/12/16",9900.00
"Currency","2009/12/15",9905.00
"Currency","2009/12/14",9900.00
"Currency","2009/12/11",9902.00
"Currency","2009/12/10",9901.00
"Currency","2009/12/09",9900.00
"Currency","2009/12/08",9902.00
"Currency","2009/12/07",9900.00
"Currency","2009/12/04",9900.00
"Currency","2009/12/03",9900.00
"Currency","2009/12/02",9910.00
"Currency","2009/12/01",9910.00
"Currency","2009/11/30",9920.00
"Currency","2009/11/27",9920.00
"Currency","2009/11/26",9915.00
"Currency","2009/11/25",9915.00
"Currency","2009/11/24",9915.00
"Currency","2009/11/23",9915.00
"Currency","2009/11/20",9914.00
"Currency","2009/11/19",9913.50
"Currency","2009/11/18",9912.50
"Currency","2009/11/17",9917.50
"Currency","2009/11/16",9912.50
"Currency","2009/11/13",9914.00
"Currency","2009/11/12",9907.00
"Currency","2009/11/11",9905.00
"Currency","2009/11/10",9905.00
"Currency","2009/11/09",9900.00
"Currency","2009/11/06",9900.00
"Currency","2009/11/05",9907.00
"Currency","2009/11/04",9907.00
"Currency","2009/11/03",9905.00
"Currency","2009/11/02",9907.00
"Currency","2009/10/30",9905.00
"Currency","2009/10/29",9910.00
"Currency","2009/10/28",9910.00
"Currency","2009/10/27",9896.00
"Currency","2009/10/26",9880.00
"Currency","2009/10/23",9885.00
"Currency","2009/10/22",9880.00
"Currency","2009/10/21",9885.00
"Currency","2009/10/20",9880.00
"Currency","2009/10/19",9880.00
"Currency","2009/10/16",9885.00
"Currency","2009/10/15",9875.00
"Currency","2009/10/14",9875.00
"Currency","2009/10/13",9885.00
"Currency","2009/10/12",9907.50
"Currency","2009/10/09",9907.50
"Currency","2009/10/08",9907.50
"Currency","2009/10/07",9907.50
"Currency","2009/10/06",9907.50
"Currency","2009/10/05",9902.50
"Currency","2009/10/02",9902.50
"Currency","2009/10/01",9902.50
"Currency","2009/09/30",9902.50
"Currency","2009/09/29",9907.50
"Currency","2009/09/28",9912.50
"Currency","2009/09/25",9850.00
"Currency","2009/09/24",9853.00
"Currency","2009/09/23",9850.00
"Currency","2009/09/22",9855.00
"Currency","2009/09/21",9860.00
"Currency","2009/09/18",9880.00
"Currency","2009/09/17",9885.00
"Currency","2009/09/16",9887.50
"Currency","2009/09/15",9890.00
"Currency","2009/09/14",9950.00
"Currency","2009/09/11",9950.00
"Currency","2009/09/10",9955.00
"Currency","2009/09/09",9925.00
"Currency","2009/09/08",9940.00
"Currency","2009/09/07",9940.00
"Currency","2009/09/04",9950.00
"Currency","2009/09/03",9945.00
"Currency","2009/09/02",9950.00
"Currency","2009/09/01",9915.00
"Currency","2009/08/31",9905.00
"Currency","2009/08/28",9910.00
"Currency","2009/08/27",9910.00
"Currency","2009/08/26",9910.00
"Currency","2009/08/25",9927.00
"Currency","2009/08/24",9910.00
"Currency","2009/08/21",9935.00
"Currency","2009/08/20",9935.00
"Currency","2009/08/19",9965.00
"Currency","2009/08/18",9975.00
"Currency","2009/08/17",9976.00
"Currency","2009/08/14",9976.00
"Currency","2009/08/13",9976.00
"Currency","2009/08/12",9975.00
"Currency","2009/08/11",9975.00
"Currency","2009/08/10",9975.00
"Currency","2009/08/07",9926.00
"Currency","2009/08/06",9925.00
"Currency","2009/08/05",9942.00
"Currency","2009/08/04",9940.00
"Currency","2009/08/03",9950.00
"Currency","2009/07/31",9955.00
"Currency","2009/07/30",9955.00
"Currency","2009/07/29",9960.00
"Currency","2009/07/28",9955.00
"Currency","2009/07/27",9950.00
"Currency","2009/07/24",9950.00
"Currency","2009/07/23",9950.00
"Currency","2009/07/22",9945.00
"Currency","2009/07/21",9960.00
"Currency","2009/07/20",9961.50
"Currency","2009/07/17",9963.50
"Currency","2009/07/16",9963.50
"Currency","2009/07/15",9979.50
"Currency","2009/07/14",9979.50
"Currency","2009/07/13",9998.50
"Currency","2009/07/10",10012.50
"Currency","2009/07/09",10012.50
"Currency","2009/07/08",9978.50
"Currency","2009/07/07",9978.50
"Currency","2009/07/06",9978.50
"Currency","2009/07/03",9942.50
"Currency","2009/07/02",9942.50
"Currency","2009/07/01",9955.00
"Currency","2009/06/30",9955.00
"Currency","2009/06/29",9950.00
"Currency","2009/06/26",9925.00
"Currency","2009/06/25",9947.50
"Currency","2009/06/24",9895.00
"Currency","2009/06/23",9950.00
"Currency","2009/06/22",9925.00
"Currency","2009/06/19",9902.00
"Currency","2009/06/18",9900.00
"Currency","2009/06/17",9920.00
"Currency","2009/06/16",9915.00
"Currency","2009/06/15",9830.00
"Currency","2009/06/12",9812.50
"Currency","2009/06/11",9750.00
"Currency","2009/06/10",9745.00
"Currency","2009/06/09",9750.00
"Currency","2009/06/08",9750.00
"Currency","2009/06/05",9745.00
"Currency","2009/06/04",9750.00
"Currency","2009/06/03",9607.50
"Currency","2009/06/02",9755.00
"Currency","2009/06/01",9750.00
"Currency","2009/05/29",9680.50
"Currency","2009/05/28",9680.50
"Currency","2009/05/27",9680.50
"Currency","2009/05/26",9745.00
"Currency","2009/05/25",9800.00
"Currency","2009/05/22",9800.00
"Currency","2009/05/21",9800.00
"Currency","2009/05/20",9800.00
"Currency","2009/05/19",9805.00
"Currency","2009/05/18",9825.00
"Currency","2009/05/15",9825.00
"Currency","2009/05/14",9855.00
"Currency","2009/05/13",9855.00
"Currency","2009/05/12",9850.00
"Currency","2009/05/11",9851.00
"Currency","2009/05/08",9850.00
"Currency","2009/05/07",9850.00
"Currency","2009/05/06",9850.00
"Currency","2009/05/05",9850.00
"Currency","2009/05/04",9850.00
"Currency","2009/05/01",9880.00
"Currency","2009/04/30",9875.00
"Currency","2009/04/29",9914.50
"Currency","2009/04/28",10075.00
"Currency","2009/04/27",10075.00
"Currency","2009/04/24",10075.00
"Currency","2009/04/23",10075.00
"Currency","2009/04/22",10110.00
"Currency","2009/04/21",10105.00
"Currency","2009/04/20",10075.00
"Currency","2009/04/17",10000.00
"Currency","2009/04/16",10000.00
"Currency","2009/04/15",10000.00
"Currency","2009/04/14",10000.00
"Currency","2009/04/13",10015.50
"Currency","2009/04/10",9970.50
"Currency","2009/04/09",9975.00
"Currency","2009/04/08",10000.00
"Currency","2009/04/07",9895.00
"Currency","2009/04/06",9900.00
"Currency","2009/04/03",9950.00
"Currency","2009/04/02",9951.00
"Currency","2009/04/01",9952.50
"Currency","2009/03/31",9735.00
"Currency","2009/03/30",9726.00
"Currency","2009/03/27",9726.00
"Currency","2009/03/26",9735.00
"Currency","2009/03/25",9730.00
"Currency","2009/03/24",9730.00
"Currency","2009/03/23",9725.00
"Currency","2009/03/20",9735.00
"Currency","2009/03/19",9726.00
"Currency","2009/03/18",9732.50
"Currency","2009/03/17",9800.00
"Currency","2009/03/16",9830.00
"Currency","2009/03/13",9830.00
"Currency","2009/03/12",9825.00
"Currency","2009/03/11",9900.00
"Currency","2009/03/10",9900.00
"Currency","2009/03/09",9908.50
"Currency","2009/03/06",9910.00
"Currency","2009/03/05",9912.50
"Currency","2009/03/04",9950.00
"Currency","2009/03/03",9700.00
"Currency","2009/03/02",9895.00
"Currency","2009/02/27",9700.00
"Currency","2009/02/26",9701.00
"Currency","2009/02/25",9695.00
"Currency","2009/02/24",9695.00
"Currency","2009/02/23",9695.00
"Currency","2009/02/20",9690.00
"Currency","2009/02/19",9690.00
"Currency","2009/02/18",9695.00
"Currency","2009/02/17",9663.50
"Currency","2009/02/16",9590.00
"Currency","2009/02/13",9590.00
"Currency","2009/02/12",9600.00
"Currency","2009/02/11",9600.00
"Currency","2009/02/10",9590.00
"Currency","2009/02/09",9595.00
"Currency","2009/02/06",9592.50
"Currency","2009/02/05",9592.50
"Currency","2009/02/04",9567.50
"Currency","2009/02/03",9700.00
"Currency","2009/02/02",9700.00
"Currency","2009/01/30",9700.00
"Currency","2009/01/29",9692.50
"Currency","2009/01/28",9700.00
"Currency","2009/01/27",9871.00
"Currency","2009/01/26",9819.50
"Currency","2009/01/23",9871.00
"Currency","2009/01/22",9866.50
"Currency","2009/01/21",9975.00
"Currency","2009/01/20",9975.00
"Currency","2009/01/19",10050.00
"Currency","2009/01/16",10050.00
"Currency","2009/01/15",10044.50
"Currency","2009/01/14",10005.00
"Currency","2009/01/13",10005.00
"Currency","2009/01/12",10000.00
"Currency","2009/01/09",9925.00
"Currency","2009/01/08",9926.00
"Currency","2009/01/07",9925.00
"Currency","2009/01/06",9928.50
"Currency","2009/01/05",9925.00
"Currency","2009/01/02",9912.50
"Currency","2009/01/01",9891.00
"Currency","2008/12/31",9825.00
"Currency","2008/12/30",9825.00
"Currency","2008/12/29",9810.00
"Currency","2008/12/26",9834.00
"Currency","2008/12/25",9834.00
"Currency","2008/12/24",9825.00
"Currency","2008/12/23",9897.50
"Currency","2008/12/22",9902.50
"Currency","2008/12/19",9910.00
"Currency","2008/12/18",9915.00
"Currency","2008/12/17",9910.00
"Currency","2008/12/16",9905.00
"Currency","2008/12/15",10055.00
"Currency","2008/12/12",10055.00
"Currency","2008/12/11",10050.00
"Currency","2008/12/10",10046.00
"Currency","2008/12/09",10155.00
"Currency","2008/12/08",10150.00
"Currency","2008/12/05",10145.00
"Currency","2008/12/04",10160.00
"Currency","2008/12/03",10150.00
"Currency","2008/12/02",10107.00
"Currency","2008/12/01",10105.00
"Currency","2008/11/28",10105.00
"Currency","2008/11/27",10102.50
"Currency","2008/11/26",10120.00
"Currency","2008/11/25",10175.00
"Currency","2008/11/24",10175.00
"Currency","2008/11/21",10150.00
"Currency","2008/11/20",10150.00
"Currency","2008/11/19",10200.00
"Currency","2008/11/18",10183.50
"Currency","2008/11/17",10120.00
"Currency","2008/11/14",10120.00
"Currency","2008/11/13",10120.00
"Currency","2008/11/12",10125.00
"Currency","2008/11/11",10135.00
"Currency","2008/11/10",10022.50
"Currency","2008/11/07",10022.50
"Currency","2008/11/06",10022.50
"Currency","2008/11/05",10022.50
"Currency","2008/11/04",10022.50
"Currency","2008/11/03",9925.00
"Currency","2008/10/31",9922.50
"Currency","2008/10/30",10020.00
"Currency","2008/10/29",10034.00
"Currency","2008/10/28",9830.00
"Currency","2008/10/27",9835.00
"Currency","2008/10/24",9835.00
"Currency","2008/10/23",9835.00
"Currency","2008/10/22",9835.00
"Currency","2008/10/21",9822.50
"Currency","2008/10/20",9822.50
"Currency","2008/10/17",9824.50
"Currency","2008/10/16",9825.00
"Currency","2008/10/15",9912.50
"Currency","2008/10/14",9925.00
"Currency","2008/10/13",9925.00
"Currency","2008/10/10",9925.00
"Currency","2008/10/09",9925.00
"Currency","2008/10/08",9897.50
"Currency","2008/10/07",9895.00
"Currency","2008/10/06",9705.00
"Currency","2008/10/03",9700.00
"Currency","2008/10/02",9700.00
"Currency","2008/10/01",9602.50
"Currency","2008/09/30",9602.50
"Currency","2008/09/29",9607.50
"Currency","2008/09/26",9612.50
"Currency","2008/09/25",9608.00
"Currency","2008/09/24",9618.00
"Currency","2008/09/23",9675.00
"Currency","2008/09/22",9700.00
"Currency","2008/09/19",9700.00
"Currency","2008/09/18",9699.00
"Currency","2008/09/17",9790.00
"Currency","2008/09/16",9824.00
"Currency","2008/09/15",9825.00
"Currency","2008/09/12",9839.00
"Currency","2008/09/11",9775.00
"Currency","2008/09/10",9775.00
"Currency","2008/09/09",9784.00
"Currency","2008/09/08",9665.00
"Currency","2008/09/05",9665.00
"Currency","2008/09/04",9650.00
"Currency","2008/09/03",9592.00
"Currency","2008/09/02",9592.00
"Currency","2008/09/01",9631.00
"Currency","2008/08/29",9572.00
"Currency","2008/08/28",9572.00
"Currency","2008/08/27",9585.00
"Currency","2008/08/26",9592.00
"Currency","2008/08/25",9575.00
"Currency","2008/08/22",9538.00
"Currency","2008/08/21",9538.00
"Currency","2008/08/20",9575.00
"Currency","2008/08/19",9570.00
"Currency","2008/08/18",9512.50
"Currency","2008/08/15",9388.00
"Currency","2008/08/14",9388.00
"Currency","2008/08/13",9388.00
"Currency","2008/08/12",9540.00
"Currency","2008/08/11",9388.00
"Currency","2008/08/08",9387.50
"Currency","2008/08/07",9384.00
"Currency","2008/08/06",9337.00
"Currency","2008/08/05",9337.00
"Currency","2008/08/04",9318.00
"Currency","2008/08/01",9310.00
"Currency","2008/07/31",9310.00
"Currency","2008/07/30",9225.00
"Currency","2008/07/29",9236.00
"Currency","2008/07/28",9256.00
"Currency","2008/07/25",9215.00
"Currency","2008/07/24",9215.00
"Currency","2008/07/23",9207.00
"Currency","2008/07/22",9215.00
"Currency","2008/07/21",9175.00
"Currency","2008/07/18",9130.00
"Currency","2008/07/17",9125.00
"Currency","2008/07/16",9135.00
"Currency","2008/07/15",9135.00
"Currency","2008/07/14",9130.00
"Currency","2008/07/11",9225.00
"Currency","2008/07/10",9190.00
"Currency","2008/07/09",9230.00
"Currency","2008/07/08",9238.00
"Currency","2008/07/07",9260.00
"Currency","2008/07/04",9190.00
"Currency","2008/07/03",9190.00
"Currency","2008/07/02",9185.00
"Currency","2008/07/01",9210.00
"Currency","2008/06/30",9193.00
"Currency","2008/06/27",9240.00
"Currency","2008/06/26",9240.00
"Currency","2008/06/25",9275.00
"Currency","2008/06/24",9263.00
"Currency","2008/06/23",9255.00
"Currency","2008/06/20",9300.00
"Currency","2008/06/19",9305.00
"Currency","2008/06/18",9304.00
"Currency","2008/06/17",9290.00
"Currency","2008/06/16",9310.00
"Currency","2008/06/13",9310.00
"Currency","2008/06/12",9304.00
"Currency","2008/06/11",9313.00
"Currency","2008/06/10",9165.00
"Currency","2008/06/09",9170.00
"Currency","2008/06/06",9315.00
"Currency","2008/06/05",9317.00
"Currency","2008/06/04",9255.00
"Currency","2008/06/03",9255.00
"Currency","2008/06/02",9255.00
"Currency","2008/05/30",9185.00
"Currency","2008/05/29",9213.00
"Currency","2008/05/28",9185.00
"Currency","2008/05/27",9152.00
"Currency","2008/05/26",9153.00
