"Indicator","Time","Value (USD/LSL)"
"Currency","2007/11/05",6.58
"Currency","2007/11/02",6.56
"Currency","2007/11/01",6.56
"Currency","2007/10/31",6.54
"Currency","2007/10/30",6.57
"Currency","2007/10/29",6.54
"Currency","2007/10/26",6.49
"Currency","2007/10/25",6.59
"Currency","2007/10/24",6.66
"Currency","2007/10/23",6.72
"Currency","2007/10/22",6.87
"Currency","2007/10/19",6.80
"Currency","2007/10/18",6.80
"Currency","2007/10/17",6.81
"Currency","2007/10/16",6.88
"Currency","2007/10/15",6.79
"Currency","2007/10/12",6.76
"Currency","2007/10/11",6.73
"Currency","2007/10/10",6.86
"Currency","2007/10/09",6.86
"Currency","2007/10/08",6.86
"Currency","2007/10/05",6.83
"Currency","2007/10/04",6.92
"Currency","2007/10/03",6.89
"Currency","2007/10/02",6.91
"Currency","2007/10/01",6.87
"Currency","2007/09/28",6.88
"Currency","2007/09/27",6.89
"Currency","2007/09/26",6.93
"Currency","2007/09/25",6.99
"Currency","2007/09/24",6.97
"Currency","2007/09/21",7.00
"Currency","2007/09/20",7.03
"Currency","2007/09/19",7.08
"Currency","2007/09/18",7.18
"Currency","2007/09/17",7.20
"Currency","2007/09/14",7.16
"Currency","2007/09/13",7.13
"Currency","2007/09/12",7.14
"Currency","2007/09/11",7.18
"Currency","2007/09/10",7.24
"Currency","2007/09/07",7.24
"Currency","2007/09/06",7.19
"Currency","2007/09/05",7.25
"Currency","2007/09/04",7.21
"Currency","2007/09/03",7.20
"Currency","2007/08/31",7.17
"Currency","2007/08/30",7.13
"Currency","2007/08/29",7.21
"Currency","2007/08/28",7.28
"Currency","2007/08/27",7.22
"Currency","2007/08/24",7.25
"Currency","2007/08/23",7.28
"Currency","2007/08/22",7.25
"Currency","2007/08/21",7.37
"Currency","2007/08/20",7.39
"Currency","2007/08/17",7.39
"Currency","2007/08/16",7.50
"Currency","2007/08/15",7.37
"Currency","2007/08/14",7.27
"Currency","2007/08/13",7.16
"Currency","2007/08/10",7.18
"Currency","2007/08/09",7.14
"Currency","2007/08/08",7.03
"Currency","2007/08/07",7.07
"Currency","2007/08/06",7.11
"Currency","2007/08/03",7.08
"Currency","2007/08/02",7.10
"Currency","2007/08/01",7.13
"Currency","2007/07/31",7.09
"Currency","2007/07/30",7.15
"Currency","2007/07/27",7.12
"Currency","2007/07/26",7.03
"Currency","2007/07/25",6.90
"Currency","2007/07/24",6.83
"Currency","2007/07/23",6.81
"Currency","2007/07/20",6.89
"Currency","2007/07/19",6.87
"Currency","2007/07/18",6.97
"Currency","2007/07/17",6.97
"Currency","2007/07/16",6.96
"Currency","2007/07/13",6.98
"Currency","2007/07/12",6.97
"Currency","2007/07/11",7.03
"Currency","2007/07/10",6.99
"Currency","2007/07/09",6.96
"Currency","2007/07/06",7.00
"Currency","2007/07/05",7.02
"Currency","2007/07/04",6.96
"Currency","2007/07/03",6.97
"Currency","2007/07/02",6.97
"Currency","2007/06/29",7.04
"Currency","2007/06/28",7.08
"Currency","2007/06/27",7.18
"Currency","2007/06/26",7.17
"Currency","2007/06/25",7.15
"Currency","2007/06/22",7.12
"Currency","2007/06/21",7.16
"Currency","2007/06/20",7.10
"Currency","2007/06/19",7.08
"Currency","2007/06/18",7.09
"Currency","2007/06/15",7.12
"Currency","2007/06/14",7.20
"Currency","2007/06/13",7.25
"Currency","2007/06/12",7.22
"Currency","2007/06/11",7.22
"Currency","2007/06/08",7.27
"Currency","2007/06/07",7.20
"Currency","2007/06/06",7.21
"Currency","2007/06/05",7.13
"Currency","2007/06/04",7.12
"Currency","2007/06/01",7.10
"Currency","2007/05/31",7.12
"Currency","2007/05/30",7.18
"Currency","2007/05/29",7.13
"Currency","2007/05/28",7.10
"Currency","2007/05/25",7.11
"Currency","2007/05/24",7.15
"Currency","2007/05/23",7.04
"Currency","2007/05/22",7.05
"Currency","2007/05/21",7.03
"Currency","2007/05/18",7.04
"Currency","2007/05/17",7.04
"Currency","2007/05/16",6.97
"Currency","2007/05/15",6.91
"Currency","2007/05/14",6.94
"Currency","2007/05/11",6.98
"Currency","2007/05/10",6.91
"Currency","2007/05/09",6.91
"Currency","2007/05/08",6.98
"Currency","2007/05/07",6.98
"Currency","2007/05/04",6.98
"Currency","2007/05/03",6.98
"Currency","2007/05/02",7.06
"Currency","2007/05/01",7.06
"Currency","2007/04/30",7.06
"Currency","2007/04/27",7.06
"Currency","2007/04/26",6.96
"Currency","2007/04/25",7.05
"Currency","2007/04/24",7.05
"Currency","2007/04/23",7.05
"Currency","2007/04/20",7.05
"Currency","2007/04/19",7.16
"Currency","2007/04/18",7.06
"Currency","2007/04/17",7.12
"Currency","2007/04/16",7.13
"Currency","2007/04/13",7.16
"Currency","2007/04/12",7.16
"Currency","2007/04/11",7.16
"Currency","2007/04/10",7.16
"Currency","2007/04/09",7.16
"Currency","2007/04/06",7.16
"Currency","2007/04/05",7.16
"Currency","2007/04/04",7.18
"Currency","2007/04/03",7.28
"Currency","2007/04/02",7.28
"Currency","2007/03/30",7.32
"Currency","2007/03/29",7.32
"Currency","2007/03/28",7.32
"Currency","2007/03/27",7.20
"Currency","2007/03/26",7.20
"Currency","2007/03/23",7.20
"Currency","2007/03/22",7.32
"Currency","2007/03/21",7.40
"Currency","2007/03/20",7.41
"Currency","2007/03/19",7.42
"Currency","2007/03/16",7.42
"Currency","2007/03/15",7.48
"Currency","2007/03/14",7.48
"Currency","2007/03/13",7.33
"Currency","2007/03/12",7.33
"Currency","2007/03/09",7.33
"Currency","2007/03/08",7.44
"Currency","2007/03/07",7.44
"Currency","2007/03/06",7.44
"Currency","2007/03/05",7.48
"Currency","2007/03/02",7.26
"Currency","2007/03/01",7.26
"Currency","2007/02/28",7.26
"Currency","2007/02/27",7.21
"Currency","2007/02/26",7.20
"Currency","2007/02/23",7.20
"Currency","2007/02/22",7.20
"Currency","2007/02/21",7.20
"Currency","2007/02/20",7.20
"Currency","2007/02/19",7.20
"Currency","2007/02/16",7.20
"Currency","2007/02/15",7.20
"Currency","2007/02/14",7.24
"Currency","2007/02/13",7.26
"Currency","2007/02/12",7.21
"Currency","2007/02/09",7.17
"Currency","2007/02/08",7.18
"Currency","2007/02/07",7.21
"Currency","2007/02/06",7.21
"Currency","2007/02/05",7.21
"Currency","2007/02/02",7.21
"Currency","2007/02/01",7.21
"Currency","2007/01/31",7.23
"Currency","2007/01/30",7.23
"Currency","2007/01/29",7.23
"Currency","2007/01/26",7.23
"Currency","2007/01/25",7.11
"Currency","2007/01/24",7.11
"Currency","2007/01/23",7.11
"Currency","2007/01/22",7.11
"Currency","2007/01/19",7.15
"Currency","2007/01/18",7.21
"Currency","2007/01/17",7.21
"Currency","2007/01/16",7.21
"Currency","2007/01/15",7.28
"Currency","2007/01/12",7.28
"Currency","2007/01/11",7.28
"Currency","2007/01/10",7.31
