"Indicator","Time","Value (USD/LSL)"
"Currency","2004/07/27",6.30
"Currency","2004/07/26",6.20
"Currency","2004/07/23",6.17
"Currency","2004/07/22",6.00
"Currency","2004/07/21",6.00
"Currency","2004/07/20",5.95
"Currency","2004/07/19",5.95
"Currency","2004/07/16",6.10
"Currency","2004/07/15",6.10
"Currency","2004/07/14",6.10
"Currency","2004/07/13",6.10
"Currency","2004/07/12",6.10
"Currency","2004/07/09",6.10
"Currency","2004/07/08",6.10
"Currency","2004/07/07",6.10
"Currency","2004/07/06",6.15
"Currency","2004/07/05",6.15
"Currency","2004/07/02",6.15
"Currency","2004/07/01",6.22
"Currency","2004/06/30",6.25
"Currency","2004/06/29",6.19
"Currency","2004/06/28",6.19
"Currency","2004/06/25",6.31
"Currency","2004/06/24",6.31
"Currency","2004/06/23",6.43
"Currency","2004/06/22",6.43
"Currency","2004/06/21",6.43
"Currency","2004/06/18",6.50
"Currency","2004/06/17",6.47
"Currency","2004/06/16",6.47
"Currency","2004/06/15",6.58
"Currency","2004/06/14",6.53
"Currency","2004/06/11",6.53
"Currency","2004/06/10",6.58
"Currency","2004/06/09",6.59
"Currency","2004/06/08",6.46
"Currency","2004/06/07",6.46
"Currency","2004/06/04",6.46
"Currency","2004/06/03",6.53
"Currency","2004/06/02",6.50
"Currency","2004/06/01",6.50
"Currency","2004/05/31",6.50
"Currency","2004/05/28",6.50
"Currency","2004/05/27",6.58
"Currency","2004/05/26",6.58
"Currency","2004/05/25",6.78
"Currency","2004/05/24",6.78
"Currency","2004/05/21",6.78
"Currency","2004/05/20",6.78
"Currency","2004/05/19",6.70
"Currency","2004/05/18",6.70
"Currency","2004/05/17",6.70
"Currency","2004/05/14",6.95
"Currency","2004/05/13",6.95
"Currency","2004/05/12",6.88
"Currency","2004/05/11",7.00
"Currency","2004/05/10",7.10
"Currency","2004/05/07",6.73
"Currency","2004/05/06",6.73
"Currency","2004/05/05",6.73
"Currency","2004/05/04",6.73
"Currency","2004/05/03",6.73
"Currency","2004/04/30",6.73
"Currency","2004/04/29",6.73
"Currency","2004/04/28",6.73
"Currency","2004/04/27",6.73
"Currency","2004/04/26",6.73
"Currency","2004/04/23",6.73
"Currency","2004/04/22",6.73
"Currency","2004/04/21",6.70
"Currency","2004/04/20",6.53
"Currency","2004/04/19",6.47
"Currency","2004/04/16",6.47
"Currency","2004/04/15",6.63
"Currency","2004/04/14",6.60
"Currency","2004/04/13",6.48
"Currency","2004/04/12",6.35
"Currency","2004/04/09",6.35
"Currency","2004/04/08",6.35
"Currency","2004/04/07",6.35
"Currency","2004/04/06",6.35
"Currency","2004/04/05",6.43
"Currency","2004/04/02",6.40
"Currency","2004/04/01",6.33
"Currency","2004/03/31",6.33
"Currency","2004/03/30",6.40
"Currency","2004/03/29",6.43
"Currency","2004/03/26",6.60
"Currency","2004/03/25",6.60
"Currency","2004/03/24",6.60
"Currency","2004/03/23",6.60
"Currency","2004/03/22",6.60
"Currency","2004/03/19",6.63
"Currency","2004/03/18",6.63
"Currency","2004/03/17",6.63
"Currency","2004/03/16",6.63
"Currency","2004/03/15",6.63
"Currency","2004/03/12",6.63
"Currency","2004/03/11",6.63
"Currency","2004/03/10",6.63
"Currency","2004/03/09",6.53
"Currency","2004/03/08",6.65
"Currency","2004/03/05",6.65
"Currency","2004/03/04",6.85
"Currency","2004/03/03",6.90
"Currency","2004/03/02",6.69
"Currency","2004/03/01",6.61
"Currency","2004/02/27",6.55
"Currency","2004/02/26",6.55
"Currency","2004/02/25",6.55
"Currency","2004/02/24",6.55
"Currency","2004/02/23",6.80
"Currency","2004/02/20",6.54
"Currency","2004/02/19",6.54
"Currency","2004/02/18",6.54
"Currency","2004/02/17",6.63
"Currency","2004/02/16",6.63
"Currency","2004/02/13",6.63
"Currency","2004/02/12",6.73
"Currency","2004/02/11",6.90
"Currency","2004/02/10",6.90
"Currency","2004/02/09",6.95
"Currency","2004/02/06",6.95
"Currency","2004/02/05",6.93
"Currency","2004/02/04",6.93
"Currency","2004/02/03",6.93
"Currency","2004/02/02",7.09
"Currency","2004/01/30",7.05
"Currency","2004/01/29",7.08
"Currency","2004/01/28",7.08
"Currency","2004/01/27",7.19
"Currency","2004/01/26",7.19
"Currency","2004/01/23",7.09
"Currency","2004/01/22",7.09
"Currency","2004/01/21",7.09
"Currency","2004/01/20",7.25
"Currency","2004/01/19",7.25
"Currency","2004/01/16",7.40
"Currency","2004/01/15",7.25
"Currency","2004/01/14",7.10
"Currency","2004/01/13",6.85
"Currency","2004/01/12",6.78
"Currency","2004/01/09",6.70
"Currency","2004/01/08",6.55
"Currency","2004/01/07",6.52
"Currency","2004/01/06",6.25
"Currency","2004/01/05",6.38
"Currency","2004/01/02",6.65
"Currency","2004/01/01",6.60
"Currency","2003/12/31",6.60
"Currency","2003/12/30",6.73
"Currency","2003/12/29",6.73
"Currency","2003/12/26",6.73
"Currency","2003/12/25",6.73
"Currency","2003/12/24",6.73
"Currency","2003/12/23",6.85
"Currency","2003/12/22",6.85
"Currency","2003/12/19",6.60
"Currency","2003/12/18",6.60
"Currency","2003/12/17",6.47
"Currency","2003/12/16",6.32
"Currency","2003/12/15",6.32
"Currency","2003/12/12",6.32
"Currency","2003/12/11",6.30
"Currency","2003/12/10",6.45
"Currency","2003/12/09",6.40
"Currency","2003/12/08",6.30
"Currency","2003/12/05",6.30
"Currency","2003/12/04",6.22
"Currency","2003/12/03",6.15
"Currency","2003/12/02",6.40
"Currency","2003/12/01",6.40
"Currency","2003/11/28",6.40
"Currency","2003/11/27",6.45
"Currency","2003/11/26",6.45
"Currency","2003/11/25",6.58
"Currency","2003/11/24",6.70
"Currency","2003/11/21",6.70
"Currency","2003/11/20",6.70
"Currency","2003/11/19",6.70
"Currency","2003/11/18",6.70
"Currency","2003/11/17",6.70
"Currency","2003/11/14",6.70
"Currency","2003/11/13",6.80
"Currency","2003/11/12",6.93
"Currency","2003/11/11",6.97
"Currency","2003/11/10",6.97
"Currency","2003/11/07",6.97
"Currency","2003/11/06",6.97
"Currency","2003/11/05",6.93
"Currency","2003/11/04",6.95
"Currency","2003/11/03",6.88
"Currency","2003/10/31",6.95
"Currency","2003/10/30",6.95
"Currency","2003/10/29",6.95
"Currency","2003/10/28",6.95
"Currency","2003/10/27",7.00
"Currency","2003/10/24",7.00
"Currency","2003/10/23",7.00
"Currency","2003/10/22",7.00
"Currency","2003/10/21",7.15
"Currency","2003/10/20",7.20
"Currency","2003/10/17",7.20
"Currency","2003/10/16",7.00
"Currency","2003/10/15",7.00
"Currency","2003/10/14",7.00
"Currency","2003/10/13",6.92
"Currency","2003/10/10",6.92
"Currency","2003/10/09",6.83
"Currency","2003/10/08",6.83
"Currency","2003/10/07",6.83
"Currency","2003/10/06",6.93
"Currency","2003/10/03",6.88
"Currency","2003/10/02",6.93
"Currency","2003/10/01",6.93
"Currency","2003/09/30",6.93
"Currency","2003/09/29",7.15
"Currency","2003/09/26",7.15
"Currency","2003/09/25",7.13
"Currency","2003/09/24",7.25
"Currency","2003/09/23",7.25
"Currency","2003/09/22",7.25
"Currency","2003/09/19",7.35
"Currency","2003/09/18",7.40
"Currency","2003/09/17",7.50
"Currency","2003/09/16",7.50
"Currency","2003/09/15",7.35
"Currency","2003/09/12",7.40
"Currency","2003/09/11",7.40
"Currency","2003/09/10",7.55
"Currency","2003/09/09",7.55
"Currency","2003/09/08",7.45
"Currency","2003/09/05",7.43
"Currency","2003/09/04",7.27
"Currency","2003/09/03",7.30
"Currency","2003/09/02",7.30
"Currency","2003/09/01",7.35
"Currency","2003/08/29",7.35
"Currency","2003/08/28",7.38
"Currency","2003/08/27",7.32
"Currency","2003/08/26",7.48
"Currency","2003/08/25",7.50
"Currency","2003/08/22",7.50
"Currency","2003/08/21",7.35
"Currency","2003/08/20",7.35
"Currency","2003/08/19",7.35
"Currency","2003/08/18",7.35
"Currency","2003/08/15",7.40
"Currency","2003/08/14",7.40
"Currency","2003/08/13",7.40
"Currency","2003/08/12",7.40
"Currency","2003/08/11",7.40
"Currency","2003/08/08",7.25
"Currency","2003/08/07",7.28
"Currency","2003/08/06",7.40
"Currency","2003/08/05",7.40
"Currency","2003/08/04",7.40
"Currency","2003/08/01",7.40
"Currency","2003/07/31",7.40
"Currency","2003/07/30",7.40
"Currency","2003/07/29",7.25
"Currency","2003/07/28",7.43
"Currency","2003/07/25",7.53
"Currency","2003/07/24",7.50
"Currency","2003/07/23",7.58
"Currency","2003/07/22",7.58
"Currency","2003/07/21",7.65
"Currency","2003/07/18",7.75
"Currency","2003/07/17",7.75
"Currency","2003/07/16",7.75
"Currency","2003/07/15",7.68
"Currency","2003/07/14",7.60
"Currency","2003/07/11",7.60
"Currency","2003/07/10",7.46
"Currency","2003/07/09",7.63
"Currency","2003/07/08",7.63
"Currency","2003/07/07",7.50
"Currency","2003/07/04",7.50
"Currency","2003/07/03",7.50
"Currency","2003/07/02",7.50
"Currency","2003/07/01",7.50
"Currency","2003/06/30",7.50
"Currency","2003/06/27",7.50
"Currency","2003/06/26",7.68
"Currency","2003/06/25",7.75
"Currency","2003/06/24",7.80
"Currency","2003/06/23",7.93
"Currency","2003/06/20",7.93
"Currency","2003/06/19",8.00
"Currency","2003/06/18",7.86
"Currency","2003/06/17",7.85
"Currency","2003/06/16",7.78
"Currency","2003/06/13",7.78
"Currency","2003/06/12",7.78
"Currency","2003/06/11",7.95
"Currency","2003/06/10",7.95
"Currency","2003/06/09",7.90
"Currency","2003/06/06",8.22
"Currency","2003/06/05",8.22
"Currency","2003/06/04",7.88
"Currency","2003/06/03",7.88
"Currency","2003/06/02",7.88
"Currency","2003/05/30",7.88
"Currency","2003/05/29",7.88
"Currency","2003/05/28",7.88
"Currency","2003/05/27",7.88
"Currency","2003/05/26",7.88
"Currency","2003/05/23",7.88
"Currency","2003/05/22",7.88
"Currency","2003/05/21",7.75
"Currency","2003/05/20",7.75
"Currency","2003/05/19",7.80
"Currency","2003/05/16",7.65
"Currency","2003/05/15",7.35
"Currency","2003/05/14",7.35
"Currency","2003/05/13",7.35
"Currency","2003/05/12",7.35
"Currency","2003/05/09",7.23
"Currency","2003/05/08",7.23
"Currency","2003/05/07",7.23
"Currency","2003/05/06",7.23
"Currency","2003/05/05",7.50
"Currency","2003/05/02",7.50
"Currency","2003/05/01",7.23
"Currency","2003/04/30",7.23
"Currency","2003/04/29",7.23
"Currency","2003/04/28",7.23
"Currency","2003/04/25",7.30
"Currency","2003/04/24",7.30
"Currency","2003/04/23",7.65
"Currency","2003/04/22",7.65
"Currency","2003/04/21",7.65
"Currency","2003/04/18",7.65
"Currency","2003/04/17",7.65
"Currency","2003/04/16",7.65
"Currency","2003/04/15",7.75
"Currency","2003/04/14",7.75
"Currency","2003/04/11",7.75
"Currency","2003/04/10",7.75
"Currency","2003/04/09",7.98
"Currency","2003/04/08",7.98
"Currency","2003/04/07",8.00
"Currency","2003/04/04",7.97
"Currency","2003/04/03",7.97
"Currency","2003/04/02",7.93
"Currency","2003/04/01",7.93
"Currency","2003/03/31",7.93
"Currency","2003/03/28",7.93
"Currency","2003/03/27",7.93
"Currency","2003/03/26",7.98
"Currency","2003/03/25",8.05
"Currency","2003/03/24",8.15
"Currency","2003/03/21",8.15
"Currency","2003/03/20",8.20
"Currency","2003/03/19",8.23
"Currency","2003/03/18",8.23
"Currency","2003/03/17",8.23
"Currency","2003/03/14",8.20
"Currency","2003/03/13",8.10
"Currency","2003/03/12",7.90
"Currency","2003/03/11",7.90
"Currency","2003/03/10",7.90
"Currency","2003/03/07",8.00
"Currency","2003/03/06",8.00
"Currency","2003/03/05",8.00
"Currency","2003/03/04",8.00
"Currency","2003/03/03",8.00
"Currency","2003/02/28",8.00
"Currency","2003/02/27",8.10
"Currency","2003/02/26",8.07
"Currency","2003/02/25",8.07
"Currency","2003/02/24",8.07
"Currency","2003/02/21",8.07
"Currency","2003/02/20",8.15
"Currency","2003/02/19",8.40
"Currency","2003/02/18",8.53
"Currency","2003/02/17",8.53
"Currency","2003/02/14",8.53
"Currency","2003/02/13",8.53
"Currency","2003/02/12",8.53
"Currency","2003/02/11",8.53
"Currency","2003/02/10",8.53
"Currency","2003/02/07",8.53
"Currency","2003/02/06",8.53
"Currency","2003/02/05",8.53
"Currency","2003/02/04",8.53
"Currency","2003/02/03",8.53
"Currency","2003/01/31",8.53
"Currency","2003/01/30",8.53
"Currency","2003/01/29",8.75
"Currency","2003/01/28",8.75
"Currency","2003/01/27",8.75
"Currency","2003/01/24",8.75
"Currency","2003/01/23",9.00
"Currency","2003/01/22",9.00
"Currency","2003/01/21",9.03
"Currency","2003/01/20",8.80
"Currency","2003/01/17",8.80
"Currency","2003/01/16",8.80
"Currency","2003/01/15",8.92
"Currency","2003/01/14",8.62
"Currency","2003/01/13",8.53
"Currency","2003/01/10",8.53
"Currency","2003/01/09",8.60
"Currency","2003/01/08",8.60
"Currency","2003/01/07",8.50
"Currency","2003/01/06",8.40
"Currency","2003/01/03",8.45
"Currency","2003/01/02",8.60
"Currency","2003/01/01",8.60
"Currency","2002/12/31",8.60
"Currency","2002/12/30",8.60
"Currency","2002/12/27",8.80
"Currency","2002/12/26",8.80
"Currency","2002/12/25",8.80
"Currency","2002/12/24",8.80
"Currency","2002/12/23",8.85
"Currency","2002/12/20",8.85
"Currency","2002/12/19",8.85
"Currency","2002/12/18",9.10
"Currency","2002/12/17",8.75
"Currency","2002/12/16",8.75
"Currency","2002/12/13",8.80
"Currency","2002/12/12",8.91
"Currency","2002/12/11",9.00
"Currency","2002/12/10",9.00
"Currency","2002/12/09",9.20
"Currency","2002/12/06",9.15
"Currency","2002/12/05",9.25
"Currency","2002/12/04",9.25
"Currency","2002/12/03",9.25
"Currency","2002/12/02",9.25
"Currency","2002/11/29",9.25
"Currency","2002/11/28",9.25
"Currency","2002/11/27",9.20
"Currency","2002/11/26",9.20
"Currency","2002/11/25",9.30
"Currency","2002/11/22",9.55
"Currency","2002/11/21",9.66
"Currency","2002/11/20",9.66
"Currency","2002/11/19",9.93
"Currency","2002/11/18",9.93
"Currency","2002/11/15",9.93
"Currency","2002/11/14",9.93
"Currency","2002/11/13",9.93
"Currency","2002/11/12",9.93
"Currency","2002/11/11",9.75
"Currency","2002/11/08",9.75
"Currency","2002/11/07",9.83
"Currency","2002/11/06",10.00
"Currency","2002/11/05",10.00
"Currency","2002/11/04",10.00
"Currency","2002/11/01",10.00
"Currency","2002/10/31",10.00
"Currency","2002/10/30",10.18
"Currency","2002/10/29",10.05
"Currency","2002/10/28",10.13
"Currency","2002/10/25",10.18
"Currency","2002/10/24",10.18
"Currency","2002/10/23",10.33
"Currency","2002/10/22",10.33
"Currency","2002/10/21",10.33
"Currency","2002/10/18",10.33
"Currency","2002/10/17",10.40
"Currency","2002/10/16",10.45
"Currency","2002/10/15",10.45
"Currency","2002/10/14",10.40
"Currency","2002/10/11",10.40
"Currency","2002/10/10",10.50
"Currency","2002/10/09",10.50
"Currency","2002/10/08",10.50
"Currency","2002/10/07",10.43
"Currency","2002/10/04",10.43
"Currency","2002/10/03",10.43
"Currency","2002/10/02",10.43
"Currency","2002/10/01",10.58
"Currency","2002/09/30",10.58
"Currency","2002/09/27",10.60
"Currency","2002/09/26",10.60
"Currency","2002/09/25",10.60
"Currency","2002/09/24",10.62
"Currency","2002/09/23",10.62
"Currency","2002/09/20",10.55
"Currency","2002/09/19",10.55
"Currency","2002/09/18",10.55
"Currency","2002/09/17",10.73
"Currency","2002/09/16",10.70
"Currency","2002/09/13",10.47
"Currency","2002/09/12",10.55
"Currency","2002/09/11",10.55
"Currency","2002/09/10",10.55
"Currency","2002/09/09",10.55
"Currency","2002/09/06",10.55
"Currency","2002/09/05",10.58
"Currency","2002/09/04",10.68
"Currency","2002/09/03",10.72
"Currency","2002/09/02",10.60
"Currency","2002/08/30",10.53
"Currency","2002/08/29",10.60
"Currency","2002/08/28",10.50
"Currency","2002/08/27",10.90
"Currency","2002/08/26",10.90
"Currency","2002/08/23",10.90
"Currency","2002/08/22",10.90
"Currency","2002/08/21",10.90
"Currency","2002/08/20",10.65
"Currency","2002/08/19",10.60
"Currency","2002/08/16",10.60
"Currency","2002/08/15",10.58
"Currency","2002/08/14",10.50
"Currency","2002/08/13",10.50
"Currency","2002/08/12",10.40
"Currency","2002/08/09",10.40
"Currency","2002/08/08",10.40
"Currency","2002/08/07",10.55
"Currency","2002/08/06",10.55
"Currency","2002/08/05",10.50
"Currency","2002/08/02",10.20
"Currency","2002/08/01",10.23
"Currency","2002/07/31",10.23
"Currency","2002/07/30",10.23
"Currency","2002/07/29",10.23
"Currency","2002/07/26",10.23
"Currency","2002/07/25",10.30
"Currency","2002/07/24",10.30
"Currency","2002/07/23",10.07
"Currency","2002/07/22",10.07
"Currency","2002/07/19",10.07
"Currency","2002/07/18",10.07
"Currency","2002/07/17",10.07
"Currency","2002/07/16",10.07
"Currency","2002/07/15",9.90
"Currency","2002/07/12",10.08
"Currency","2002/07/11",10.00
"Currency","2002/07/10",10.00
"Currency","2002/07/09",10.06
"Currency","2002/07/08",10.16
"Currency","2002/07/05",10.20
"Currency","2002/07/04",10.20
"Currency","2002/07/03",10.20
"Currency","2002/07/02",10.08
"Currency","2002/07/01",10.00
"Currency","2002/06/28",10.30
"Currency","2002/06/27",10.30
"Currency","2002/06/26",10.30
"Currency","2002/06/25",10.30
"Currency","2002/06/24",10.40
"Currency","2002/06/21",10.23
"Currency","2002/06/20",10.30
"Currency","2002/06/19",10.25
"Currency","2002/06/18",10.27
"Currency","2002/06/17",10.65
"Currency","2002/06/14",10.15
"Currency","2002/06/13",10.15
"Currency","2002/06/12",10.15
"Currency","2002/06/11",10.05
"Currency","2002/06/10",9.95
"Currency","2002/06/07",9.93
"Currency","2002/06/06",9.93
"Currency","2002/06/05",9.85
"Currency","2002/06/04",9.68
"Currency","2002/06/03",9.68
"Currency","2002/05/31",9.68
"Currency","2002/05/30",9.68
"Currency","2002/05/29",9.83
"Currency","2002/05/28",9.90
"Currency","2002/05/27",9.98
"Currency","2002/05/24",9.98
"Currency","2002/05/23",10.15
"Currency","2002/05/22",10.15
"Currency","2002/05/21",10.08
"Currency","2002/05/20",10.08
"Currency","2002/05/17",10.01
"Currency","2002/05/16",10.16
"Currency","2002/05/15",10.20
"Currency","2002/05/14",10.13
"Currency","2002/05/13",10.16
"Currency","2002/05/10",10.35
"Currency","2002/05/09",10.29
"Currency","2002/05/08",10.29
"Currency","2002/05/07",10.23
"Currency","2002/05/06",10.43
"Currency","2002/05/03",10.43
"Currency","2002/05/02",10.50
"Currency","2002/05/01",10.61
"Currency","2002/04/30",10.61
"Currency","2002/04/29",10.61
"Currency","2002/04/26",10.68
"Currency","2002/04/25",10.86
"Currency","2002/04/24",10.98
"Currency","2002/04/23",10.98
"Currency","2002/04/22",11.00
"Currency","2002/04/19",11.13
"Currency","2002/04/18",11.13
"Currency","2002/04/17",11.23
"Currency","2002/04/16",11.20
"Currency","2002/04/15",11.23
"Currency","2002/04/12",11.23
"Currency","2002/04/11",11.23
"Currency","2002/04/10",11.23
"Currency","2002/04/09",11.20
"Currency","2002/04/08",11.20
"Currency","2002/04/05",11.15
"Currency","2002/04/04",11.25
"Currency","2002/04/03",11.15
"Currency","2002/04/02",11.27
"Currency","2002/04/01",11.37
"Currency","2002/03/29",11.40
"Currency","2002/03/28",11.40
"Currency","2002/03/27",11.43
"Currency","2002/03/26",11.50
"Currency","2002/03/25",11.55
"Currency","2002/03/22",11.53
"Currency","2002/03/21",11.61
"Currency","2002/03/20",11.53
"Currency","2002/03/19",11.80
"Currency","2002/03/18",12.03
"Currency","2002/03/15",11.80
"Currency","2002/03/14",11.67
"Currency","2002/03/13",11.58
"Currency","2002/03/12",11.48
"Currency","2002/03/11",11.55
"Currency","2002/03/08",11.80
"Currency","2002/03/07",11.60
"Currency","2002/03/06",11.03
"Currency","2002/03/05",11.00
"Currency","2002/03/04",11.93
"Currency","2002/03/01",11.43
"Currency","2002/02/28",11.43
"Currency","2002/02/27",11.43
"Currency","2002/02/26",11.43
"Currency","2002/02/25",11.43
"Currency","2002/02/22",11.43
"Currency","2002/02/21",11.43
"Currency","2002/02/20",11.47
"Currency","2002/02/19",11.53
"Currency","2002/02/18",11.35
"Currency","2002/02/15",11.43
"Currency","2002/02/14",11.50
"Currency","2002/02/13",11.45
"Currency","2002/02/12",11.57
"Currency","2002/02/11",11.53
"Currency","2002/02/08",11.43
"Currency","2002/02/07",11.52
"Currency","2002/02/06",11.48
"Currency","2002/02/05",11.58
"Currency","2002/02/04",11.58
"Currency","2002/02/01",11.33
"Currency","2002/01/31",11.33
"Currency","2002/01/30",11.33
"Currency","2002/01/29",11.33
"Currency","2002/01/28",11.33
"Currency","2002/01/25",11.33
"Currency","2002/01/24",11.33
"Currency","2002/01/23",11.35
"Currency","2002/01/22",11.40
"Currency","2002/01/21",11.47
"Currency","2002/01/18",11.35
"Currency","2002/01/17",11.45
"Currency","2002/01/16",11.66
"Currency","2002/01/15",11.70
"Currency","2002/01/14",11.45
"Currency","2002/01/11",11.65
"Currency","2002/01/10",11.40
"Currency","2002/01/09",11.40
"Currency","2002/01/08",11.45
"Currency","2002/01/07",11.83
"Currency","2002/01/04",12.10
"Currency","2002/01/03",12.30
"Currency","2002/01/02",12.25
"Currency","2002/01/01",12.00
"Currency","2001/12/31",12.00
"Currency","2001/12/28",12.00
"Currency","2001/12/27",12.00
"Currency","2001/12/26",12.00
"Currency","2001/12/25",12.00
"Currency","2001/12/24",12.00
"Currency","2001/12/21",12.30
"Currency","2001/12/20",13.43
"Currency","2001/12/19",12.53
"Currency","2001/12/18",12.15
"Currency","2001/12/17",12.15
"Currency","2001/12/14",12.15
"Currency","2001/12/13",11.45
"Currency","2001/12/12",11.10
"Currency","2001/12/11",11.10
"Currency","2001/12/10",11.10
"Currency","2001/12/07",10.90
"Currency","2001/12/06",11.08
"Currency","2001/12/05",10.65
"Currency","2001/12/04",10.60
"Currency","2001/12/03",10.40
"Currency","2001/11/30",10.35
"Currency","2001/11/29",9.83
"Currency","2001/11/28",9.83
"Currency","2001/11/27",9.83
"Currency","2001/11/26",9.93
"Currency","2001/11/23",9.93
"Currency","2001/11/22",9.93
"Currency","2001/11/21",9.73
"Currency","2001/11/20",9.73
"Currency","2001/11/19",9.70
"Currency","2001/11/16",9.70
"Currency","2001/11/15",9.70
"Currency","2001/11/14",9.70
"Currency","2001/11/13",9.70
"Currency","2001/11/12",9.63
"Currency","2001/11/09",9.55
"Currency","2001/11/08",9.42
"Currency","2001/11/07",9.42
"Currency","2001/11/06",9.40
"Currency","2001/11/05",9.40
"Currency","2001/11/02",9.40
"Currency","2001/11/01",9.40
"Currency","2001/10/31",9.40
"Currency","2001/10/30",9.40
"Currency","2001/10/29",9.40
"Currency","2001/10/26",9.40
"Currency","2001/10/25",9.50
"Currency","2001/10/24",9.50
"Currency","2001/10/23",9.50
"Currency","2001/10/22",9.42
"Currency","2001/10/19",9.18
"Currency","2001/10/18",9.23
"Currency","2001/10/17",9.07
"Currency","2001/10/16",9.07
"Currency","2001/10/15",9.07
"Currency","2001/10/12",9.18
"Currency","2001/10/11",9.18
"Currency","2001/10/10",9.29
"Currency","2001/10/09",9.29
"Currency","2001/10/08",9.29
"Currency","2001/10/05",9.20
"Currency","2001/10/04",9.20
"Currency","2001/10/03",9.20
"Currency","2001/10/02",9.00
"Currency","2001/10/01",9.00
"Currency","2001/09/28",9.00
"Currency","2001/09/27",8.73
"Currency","2001/09/26",8.73
"Currency","2001/09/25",8.73
"Currency","2001/09/24",8.73
"Currency","2001/09/21",8.45
"Currency","2001/09/20",8.45
"Currency","2001/09/19",8.45
"Currency","2001/09/18",8.45
"Currency","2001/09/17",8.45
"Currency","2001/09/14",8.45
"Currency","2001/09/13",8.45
"Currency","2001/09/12",8.45
"Currency","2001/09/11",8.45
"Currency","2001/09/10",8.45
"Currency","2001/09/07",8.45
"Currency","2001/09/06",8.45
"Currency","2001/09/05",8.45
"Currency","2001/09/04",8.45
"Currency","2001/09/03",8.40
"Currency","2001/08/31",8.35
"Currency","2001/08/30",8.35
"Currency","2001/08/29",8.35
"Currency","2001/08/28",8.43
"Currency","2001/08/27",8.38
"Currency","2001/08/24",8.38
"Currency","2001/08/23",8.38
"Currency","2001/08/22",8.43
"Currency","2001/08/21",8.30
"Currency","2001/08/20",8.30
"Currency","2001/08/17",8.22
"Currency","2001/08/16",8.22
"Currency","2001/08/15",8.27
"Currency","2001/08/14",8.27
"Currency","2001/08/13",8.23
"Currency","2001/08/10",8.23
"Currency","2001/08/09",8.30
"Currency","2001/08/08",8.30
"Currency","2001/08/07",8.30
"Currency","2001/08/06",8.20
"Currency","2001/08/03",8.20
"Currency","2001/08/02",8.20
"Currency","2001/08/01",8.20
"Currency","2001/07/31",8.20
"Currency","2001/07/30",8.20
"Currency","2001/07/27",8.20
"Currency","2001/07/26",8.20
"Currency","2001/07/25",8.23
"Currency","2001/07/24",8.23
"Currency","2001/07/23",8.23
"Currency","2001/07/20",8.23
"Currency","2001/07/19",8.23
"Currency","2001/07/18",8.23
"Currency","2001/07/17",8.28
"Currency","2001/07/16",8.27
"Currency","2001/07/13",8.27
"Currency","2001/07/12",8.27
"Currency","2001/07/11",8.29
"Currency","2001/07/10",8.20
"Currency","2001/07/09",8.20
"Currency","2001/07/06",8.20
"Currency","2001/07/05",8.12
"Currency","2001/07/04",8.03
"Currency","2001/07/03",8.03
"Currency","2001/07/02",8.08
"Currency","2001/06/29",8.08
"Currency","2001/06/28",8.05
"Currency","2001/06/27",8.03
"Currency","2001/06/26",8.05
"Currency","2001/06/25",8.05
"Currency","2001/06/22",8.08
"Currency","2001/06/21",8.10
"Currency","2001/06/20",8.10
"Currency","2001/06/19",8.08
"Currency","2001/06/18",8.03
"Currency","2001/06/15",8.07
"Currency","2001/06/14",8.10
"Currency","2001/06/13",8.11
"Currency","2001/06/12",8.13
"Currency","2001/06/11",8.07
"Currency","2001/06/08",8.12
"Currency","2001/06/07",8.08
"Currency","2001/06/06",8.03
"Currency","2001/06/05",8.05
"Currency","2001/06/04",8.03
"Currency","2001/06/01",8.02
"Currency","2001/05/31",8.00
"Currency","2001/05/30",7.96
"Currency","2001/05/29",7.92
"Currency","2001/05/28",7.89
"Currency","2001/05/25",7.95
"Currency","2001/05/24",7.92
"Currency","2001/05/23",7.93
"Currency","2001/05/22",7.90
"Currency","2001/05/21",7.90
"Currency","2001/05/18",7.95
"Currency","2001/05/17",8.06
"Currency","2001/05/16",8.02
"Currency","2001/05/15",7.98
"Currency","2001/05/14",7.98
"Currency","2001/05/11",7.97
"Currency","2001/05/10",7.96
"Currency","2001/05/09",7.97
"Currency","2001/05/08",8.02
"Currency","2001/05/07",8.10
"Currency","2001/05/04",8.10
"Currency","2001/05/03",8.06
"Currency","2001/05/02",8.02
"Currency","2001/05/01",8.06
"Currency","2001/04/30",8.00
"Currency","2001/04/27",8.03
"Currency","2001/04/26",8.10
"Currency","2001/04/25",8.10
"Currency","2001/04/24",8.19
"Currency","2001/04/23",8.18
"Currency","2001/04/20",8.13
"Currency","2001/04/19",8.15
"Currency","2001/04/18",8.15
"Currency","2001/04/17",8.10
"Currency","2001/04/16",8.02
"Currency","2001/04/13",8.03
"Currency","2001/04/12",8.03
"Currency","2001/04/11",8.02
"Currency","2001/04/10",8.08
"Currency","2001/04/09",8.07
"Currency","2001/04/06",8.15
"Currency","2001/04/05",8.05
"Currency","2001/04/04",8.15
"Currency","2001/04/03",8.13
"Currency","2001/04/02",8.05
"Currency","2001/03/30",8.07
"Currency","2001/03/29",8.07
"Currency","2001/03/28",8.00
"Currency","2001/03/27",7.97
"Currency","2001/03/26",7.98
"Currency","2001/03/23",7.99
