"Indicator","Time","Value (USD/MGA)"
"Currency","2012/10/24",2213.00
"Currency","2012/10/23",2209.00
"Currency","2012/10/22",2205.00
"Currency","2012/10/19",2204.00
"Currency","2012/10/18",2200.00
"Currency","2012/10/17",2191.00
"Currency","2012/10/16",2198.00
"Currency","2012/10/15",2198.00
"Currency","2012/10/12",2198.00
"Currency","2012/10/11",2201.00
"Currency","2012/10/10",2201.00
"Currency","2012/10/09",2189.00
"Currency","2012/10/08",2193.00
"Currency","2012/10/05",2188.00
"Currency","2012/10/04",2200.00
"Currency","2012/10/03",2204.00
"Currency","2012/10/02",2203.00
"Currency","2012/10/01",2214.00
"Currency","2012/09/28",2209.00
"Currency","2012/09/27",2212.50
"Currency","2012/09/26",2212.00
"Currency","2012/09/25",2216.00
"Currency","2012/09/24",2213.00
"Currency","2012/09/21",2206.00
"Currency","2012/09/20",2206.00
"Currency","2012/09/19",2199.00
"Currency","2012/09/18",2200.00
"Currency","2012/09/17",2202.00
"Currency","2012/09/14",2217.00
"Currency","2012/09/13",2233.00
"Currency","2012/09/12",2242.00
"Currency","2012/09/11",2245.00
"Currency","2012/09/10",2241.00
"Currency","2012/09/07",2248.00
"Currency","2012/09/06",2252.00
"Currency","2012/09/05",2254.00
"Currency","2012/09/04",2253.00
"Currency","2012/09/03",2251.00
"Currency","2012/08/31",2251.50
"Currency","2012/08/30",2253.50
"Currency","2012/08/29",2252.50
"Currency","2012/08/28",2250.00
"Currency","2012/08/27",2247.50
"Currency","2012/08/24",2245.00
"Currency","2012/08/23",2242.50
"Currency","2012/08/22",2246.50
"Currency","2012/08/21",2251.00
"Currency","2012/08/20",2257.50
"Currency","2012/08/17",2254.50
"Currency","2012/08/16",2269.25
"Currency","2012/08/15",2257.50
"Currency","2012/08/14",2257.50
"Currency","2012/08/13",2265.00
"Currency","2012/08/10",2262.50
"Currency","2012/08/09",2249.00
"Currency","2012/08/08",2255.50
"Currency","2012/08/07",2252.50
"Currency","2012/08/06",2265.00
"Currency","2012/08/03",2278.50
"Currency","2012/08/02",2272.50
"Currency","2012/08/01",2263.50
"Currency","2012/07/31",2271.00
"Currency","2012/07/30",2275.00
"Currency","2012/07/27",2265.00
"Currency","2012/07/26",2275.00
"Currency","2012/07/25",2290.00
"Currency","2012/07/24",2298.00
"Currency","2012/07/23",2296.01
"Currency","2012/07/20",2286.00
"Currency","2012/07/19",2282.50
"Currency","2012/07/18",2291.50
"Currency","2012/07/17",2285.50
"Currency","2012/07/16",2291.50
"Currency","2012/07/13",2291.00
"Currency","2012/07/12",2271.50
"Currency","2012/07/11",2258.00
"Currency","2012/07/10",2249.00
"Currency","2012/07/09",2247.50
"Currency","2012/07/06",2240.00
"Currency","2012/07/05",2222.50
"Currency","2012/07/04",2210.00
"Currency","2012/07/03",2207.50
"Currency","2012/07/02",2207.50
"Currency","2012/06/29",2200.00
"Currency","2012/06/28",2210.00
"Currency","2012/06/27",2169.50
"Currency","2012/06/26",2169.50
"Currency","2012/06/25",2169.50
"Currency","2012/06/22",2169.50
"Currency","2012/06/21",2176.50
"Currency","2012/06/20",2165.00
"Currency","2012/06/19",2179.00
"Currency","2012/06/18",2158.50
"Currency","2012/06/15",2165.50
"Currency","2012/06/14",2170.00
"Currency","2012/06/13",2169.50
"Currency","2012/06/12",2165.00
"Currency","2012/06/11",2143.00
"Currency","2012/06/08",2165.00
"Currency","2012/06/07",2148.00
"Currency","2012/06/06",2145.00
"Currency","2012/06/05",2143.00
"Currency","2012/06/04",2139.07
"Currency","2012/06/01",2136.50
"Currency","2012/05/31",2139.00
"Currency","2012/05/30",2143.50
"Currency","2012/05/29",2130.00
"Currency","2012/05/28",2119.01
"Currency","2012/05/25",2120.00
"Currency","2012/05/24",2122.50
"Currency","2012/05/23",2112.50
"Currency","2012/05/22",2106.00
"Currency","2012/05/21",2110.00
"Currency","2012/05/18",2110.50
"Currency","2012/05/17",2119.01
"Currency","2012/05/16",2105.01
"Currency","2012/05/15",2119.01
"Currency","2012/05/14",2092.50
"Currency","2012/05/11",2087.50
"Currency","2012/05/10",2086.50
"Currency","2012/05/09",2079.00
"Currency","2012/05/08",2081.50
"Currency","2012/05/07",2082.50
"Currency","2012/05/04",2079.00
"Currency","2012/05/03",2077.50
"Currency","2012/05/02",2081.00
"Currency","2012/05/01",2119.75
"Currency","2012/04/30",2121.25
"Currency","2012/04/27",2083.00
"Currency","2012/04/26",2076.00
"Currency","2012/04/25",2080.00
"Currency","2012/04/24",2119.13
"Currency","2012/04/23",2121.25
"Currency","2012/04/20",2119.38
"Currency","2012/04/19",2121.25
"Currency","2012/04/18",2121.25
"Currency","2012/04/17",2108.00
"Currency","2012/04/16",2121.25
"Currency","2012/04/13",2121.25
"Currency","2012/04/12",2121.25
"Currency","2012/04/11",2104.63
"Currency","2012/04/10",2109.00
"Currency","2012/04/09",2116.75
"Currency","2012/04/06",2116.75
"Currency","2012/04/05",2121.25
"Currency","2012/04/04",2121.25
"Currency","2012/04/03",2111.25
"Currency","2012/04/02",2111.25
"Currency","2012/03/30",2111.25
"Currency","2012/03/29",2120.25
"Currency","2012/03/28",2120.25
"Currency","2012/03/27",2118.00
"Currency","2012/03/26",2132.50
"Currency","2012/03/23",2133.50
"Currency","2012/03/22",2136.00
"Currency","2012/03/21",2134.00
"Currency","2012/03/20",2141.50
"Currency","2012/03/19",2150.00
"Currency","2012/03/16",2160.00
"Currency","2012/03/15",2158.50
"Currency","2012/03/14",2159.00
"Currency","2012/03/13",2157.50
"Currency","2012/03/12",2166.50
"Currency","2012/03/09",2159.00
"Currency","2012/03/08",2167.00
"Currency","2012/03/07",2168.00
"Currency","2012/03/06",2158.00
"Currency","2012/03/05",2167.00
"Currency","2012/03/02",2171.50
"Currency","2012/03/01",2153.50
"Currency","2012/02/29",2164.50
"Currency","2012/02/28",2168.00
"Currency","2012/02/27",2172.50
"Currency","2012/02/24",2189.00
"Currency","2012/02/23",2185.00
"Currency","2012/02/22",2181.00
"Currency","2012/02/21",2190.00
"Currency","2012/02/20",2180.50
"Currency","2012/02/17",2197.50
"Currency","2012/02/16",2181.00
"Currency","2012/02/15",2192.50
"Currency","2012/02/14",2173.00
"Currency","2012/02/13",2187.50
"Currency","2012/02/10",2172.50
"Currency","2012/02/09",2165.00
"Currency","2012/02/08",2170.50
"Currency","2012/02/07",2177.50
"Currency","2012/02/06",2183.00
"Currency","2012/02/03",2183.50
"Currency","2012/02/02",2177.00
"Currency","2012/02/01",2182.50
"Currency","2012/01/31",2183.50
"Currency","2012/01/30",2189.00
"Currency","2012/01/27",2195.00
"Currency","2012/01/26",2187.00
"Currency","2012/01/25",2192.50
"Currency","2012/01/24",2192.50
"Currency","2012/01/23",2214.50
"Currency","2012/01/20",2221.50
"Currency","2012/01/19",2229.00
"Currency","2012/01/18",2247.00
"Currency","2012/01/17",2242.50
"Currency","2012/01/16",2252.50
"Currency","2012/01/13",2231.50
"Currency","2012/01/12",2250.00
"Currency","2012/01/11",2256.50
"Currency","2012/01/10",2252.50
"Currency","2012/01/09",2260.00
"Currency","2012/01/06",2257.50
"Currency","2012/01/05",2248.50
"Currency","2012/01/04",2250.00
"Currency","2012/01/03",2231.00
"Currency","2012/01/02",2240.00
"Currency","2011/12/30",2245.00
"Currency","2011/12/29",2237.50
"Currency","2011/12/28",2209.00
"Currency","2011/12/27",2215.00
"Currency","2011/12/26",2193.50
"Currency","2011/12/23",2168.00
"Currency","2011/12/22",2162.50
"Currency","2011/12/21",2164.00
"Currency","2011/12/20",2161.50
"Currency","2011/12/19",2162.50
"Currency","2011/12/16",2155.00
"Currency","2011/12/15",2157.50
"Currency","2011/12/14",2152.50
"Currency","2011/12/13",2123.00
"Currency","2011/12/12",2102.00
"Currency","2011/12/09",2100.50
"Currency","2011/12/08",2091.50
"Currency","2011/12/07",2095.00
"Currency","2011/12/06",2094.50
"Currency","2011/12/05",2095.00
"Currency","2011/12/02",2095.00
"Currency","2011/12/01",2102.00
"Currency","2011/11/30",2117.00
"Currency","2011/11/29",2117.50
"Currency","2011/11/28",2122.50
"Currency","2011/11/25",2121.00
"Currency","2011/11/24",2115.00
"Currency","2011/11/23",2117.00
"Currency","2011/11/22",2115.00
"Currency","2011/11/21",2110.50
"Currency","2011/11/18",2115.00
"Currency","2011/11/17",2115.00
"Currency","2011/11/16",2116.50
"Currency","2011/11/15",2122.00
"Currency","2011/11/14",2104.00
"Currency","2011/11/11",2112.50
"Currency","2011/11/10",2117.50
"Currency","2011/11/09",2115.00
"Currency","2011/11/08",2107.00
"Currency","2011/11/07",2111.00
"Currency","2011/11/04",2113.50
"Currency","2011/11/03",2121.50
"Currency","2011/11/02",2125.00
"Currency","2011/11/01",2107.50
"Currency","2011/10/31",2107.50
"Currency","2011/10/28",2090.00
"Currency","2011/10/27",2107.50
"Currency","2011/10/26",2110.00
"Currency","2011/10/25",2105.00
"Currency","2011/10/24",2103.50
"Currency","2011/10/21",2117.00
"Currency","2011/10/20",2100.00
"Currency","2011/10/19",2112.50
"Currency","2011/10/18",2120.00
"Currency","2011/10/17",2106.00
"Currency","2011/10/14",2111.00
"Currency","2011/10/13",2095.00
"Currency","2011/10/12",2117.50
"Currency","2011/10/11",2120.00
"Currency","2011/10/10",2120.00
"Currency","2011/10/07",2117.50
"Currency","2011/10/06",2090.00
"Currency","2011/10/05",2105.00
"Currency","2011/10/04",2108.50
"Currency","2011/10/03",2018.00
"Currency","2011/09/30",2080.50
"Currency","2011/09/29",2063.50
"Currency","2011/09/28",2055.00
"Currency","2011/09/27",2017.00
"Currency","2011/09/26",2055.00
"Currency","2011/09/23",2047.00
"Currency","2011/09/22",2034.00
"Currency","2011/09/21",2026.50
"Currency","2011/09/20",2020.50
"Currency","2011/09/19",2010.00
"Currency","2011/09/16",2015.00
"Currency","2011/09/15",2007.50
"Currency","2011/09/14",2017.50
"Currency","2011/09/13",1981.50
"Currency","2011/09/12",2034.00
"Currency","2011/09/09",2007.50
"Currency","2011/09/08",1998.00
"Currency","2011/09/07",1992.50
"Currency","2011/09/06",1986.50
"Currency","2011/09/05",1965.00
"Currency","2011/09/02",1951.00
"Currency","2011/09/01",1972.00
"Currency","2011/08/31",1964.00
"Currency","2011/08/30",1955.00
"Currency","2011/08/29",1956.00
"Currency","2011/08/26",1955.00
"Currency","2011/08/25",1960.00
"Currency","2011/08/24",1980.00
"Currency","2011/08/23",1980.00
"Currency","2011/08/22",1958.00
"Currency","2011/08/19",1957.00
"Currency","2011/08/18",1953.00
"Currency","2011/08/17",1950.00
"Currency","2011/08/16",1958.00
"Currency","2011/08/15",1978.50
"Currency","2011/08/12",1967.50
"Currency","2011/08/11",1972.50
"Currency","2011/08/10",1960.50
"Currency","2011/08/09",1978.50
"Currency","2011/08/08",1982.00
"Currency","2011/08/05",1980.00
"Currency","2011/08/04",1974.00
"Currency","2011/08/03",1980.00
"Currency","2011/08/02",1978.50
"Currency","2011/08/01",1978.50
"Currency","2011/07/29",1978.50
"Currency","2011/07/28",1973.50
"Currency","2011/07/27",1977.50
"Currency","2011/07/26",1978.50
"Currency","2011/07/25",1978.50
"Currency","2011/07/22",1960.50
"Currency","2011/07/21",1960.00
"Currency","2011/07/20",1973.00
"Currency","2011/07/19",1978.50
"Currency","2011/07/18",1984.00
"Currency","2011/07/15",1977.50
"Currency","2011/07/14",1967.50
"Currency","2011/07/13",1971.00
"Currency","2011/07/12",1977.50
"Currency","2011/07/11",1959.50
"Currency","2011/07/08",1951.00
"Currency","2011/07/07",1957.50
"Currency","2011/07/06",1950.00
"Currency","2011/07/05",1946.00
"Currency","2011/07/04",1950.00
"Currency","2011/07/01",1943.50
"Currency","2011/06/30",1942.50
"Currency","2011/06/29",1951.00
"Currency","2011/06/28",1958.50
"Currency","2011/06/27",1954.00
"Currency","2011/06/24",1948.00
"Currency","2011/06/23",1948.50
"Currency","2011/06/22",1937.00
"Currency","2011/06/21",1941.00
"Currency","2011/06/20",1948.50
"Currency","2011/06/17",1975.00
"Currency","2011/06/16",1954.50
"Currency","2011/06/15",1941.50
"Currency","2011/06/14",1940.00
"Currency","2011/06/13",1935.50
"Currency","2011/06/10",1935.50
"Currency","2011/06/09",1927.50
"Currency","2011/06/08",1930.00
"Currency","2011/06/07",1933.50
"Currency","2011/06/06",1937.00
"Currency","2011/06/03",1952.50
"Currency","2011/06/02",1952.50
"Currency","2011/06/01",1952.50
"Currency","2011/05/31",1958.50
"Currency","2011/05/30",1971.00
"Currency","2011/05/27",1968.50
"Currency","2011/05/26",1979.50
"Currency","2011/05/25",1981.50
"Currency","2011/05/24",1982.50
"Currency","2011/05/23",1984.00
"Currency","2011/05/20",1968.50
"Currency","2011/05/19",1972.50
"Currency","2011/05/18",1966.50
"Currency","2011/05/17",1971.50
"Currency","2011/05/16",1984.00
"Currency","2011/05/13",1969.00
"Currency","2011/05/12",1980.00
"Currency","2011/05/11",1974.50
"Currency","2011/05/10",1977.50
"Currency","2011/05/09",1975.00
"Currency","2011/05/06",1965.00
"Currency","2011/05/05",1947.50
"Currency","2011/05/04",1947.50
"Currency","2011/05/03",1945.00
"Currency","2011/05/02",1944.00
"Currency","2011/04/29",1942.50
"Currency","2011/04/28",1944.50
"Currency","2011/04/27",1957.50
"Currency","2011/04/26",1972.50
"Currency","2011/04/25",1952.00
"Currency","2011/04/22",1952.00
"Currency","2011/04/21",1952.00
"Currency","2011/04/20",1963.50
"Currency","2011/04/19",1970.00
"Currency","2011/04/18",1969.50
"Currency","2011/04/15",1970.00
"Currency","2011/04/14",1961.50
"Currency","2011/04/13",1962.50
"Currency","2011/04/12",1965.50
"Currency","2011/04/11",1977.50
"Currency","2011/04/08",1980.00
"Currency","2011/04/07",1993.50
"Currency","2011/04/06",1997.50
"Currency","2011/04/05",2005.00
"Currency","2011/04/04",1999.00
"Currency","2011/04/01",2008.50
"Currency","2011/03/31",1998.50
"Currency","2011/03/30",2007.00
"Currency","2011/03/29",2015.00
"Currency","2011/03/28",2015.00
"Currency","2011/03/25",2010.00
"Currency","2011/03/24",2011.00
"Currency","2011/03/23",2011.00
"Currency","2011/03/22",2004.50
"Currency","2011/03/21",2005.00
"Currency","2011/03/18",2002.50
"Currency","2011/03/17",2007.00
"Currency","2011/03/16",2002.50
"Currency","2011/03/15",2008.00
"Currency","2011/03/14",2005.50
"Currency","2011/03/11",2011.00
"Currency","2011/03/10",2010.00
"Currency","2011/03/09",2001.00
"Currency","2011/03/08",2005.00
"Currency","2011/03/07",2001.50
"Currency","2011/03/04",1997.50
"Currency","2011/03/03",2002.00
"Currency","2011/03/02",2010.50
"Currency","2011/03/01",2007.00
"Currency","2011/02/28",2007.50
"Currency","2011/02/25",2002.50
"Currency","2011/02/24",2002.50
"Currency","2011/02/23",2003.50
"Currency","2011/02/22",2009.00
"Currency","2011/02/21",2007.50
"Currency","2011/02/18",2012.50
"Currency","2011/02/17",2010.00
"Currency","2011/02/16",2025.00
"Currency","2011/02/15",2027.50
"Currency","2011/02/14",2038.50
"Currency","2011/02/11",2030.00
"Currency","2011/02/10",2026.00
"Currency","2011/02/09",2033.50
"Currency","2011/02/08",2030.00
"Currency","2011/02/07",2040.00
"Currency","2011/02/04",2037.50
"Currency","2011/02/03",2035.00
"Currency","2011/02/02",2033.50
"Currency","2011/02/01",2042.50
"Currency","2011/01/31",2060.00
"Currency","2011/01/28",2051.50
"Currency","2011/01/27",2050.00
"Currency","2011/01/26",2057.50
"Currency","2011/01/25",2060.00
"Currency","2011/01/24",2067.50
"Currency","2011/01/21",2072.50
"Currency","2011/01/20",2077.50
"Currency","2011/01/19",2070.00
"Currency","2011/01/18",2084.00
"Currency","2011/01/17",2082.50
"Currency","2011/01/14",2087.50
"Currency","2011/01/13",2122.50
"Currency","2011/01/12",2137.00
"Currency","2011/01/11",2145.00
"Currency","2011/01/10",2143.50
"Currency","2011/01/07",2127.50
"Currency","2011/01/06",2140.00
"Currency","2011/01/05",2139.50
"Currency","2011/01/04",2125.11
"Currency","2011/01/03",2143.50
"Currency","2010/12/31",2137.50
"Currency","2010/12/30",2137.50
"Currency","2010/12/29",2145.00
"Currency","2010/12/28",2146.50
"Currency","2010/12/27",2151.50
"Currency","2010/12/24",2145.00
"Currency","2010/12/23",2153.50
"Currency","2010/12/22",2150.00
"Currency","2010/12/21",2135.00
"Currency","2010/12/20",2127.50
"Currency","2010/12/17",2135.00
"Currency","2010/12/16",2127.00
"Currency","2010/12/15",2125.00
"Currency","2010/12/14",2110.50
"Currency","2010/12/13",2122.00
"Currency","2010/12/10",2106.50
"Currency","2010/12/09",2104.50
"Currency","2010/12/08",2109.00
"Currency","2010/12/07",2097.50
"Currency","2010/12/06",2086.00
"Currency","2010/12/03",2089.50
"Currency","2010/12/02",2076.00
"Currency","2010/12/01",2070.00
"Currency","2010/11/30",2037.50
"Currency","2010/11/29",2030.50
"Currency","2010/11/26",2008.50
"Currency","2010/11/25",2005.50
"Currency","2010/11/24",2000.00
"Currency","2010/11/23",1995.00
"Currency","2010/11/22",1990.00
"Currency","2010/11/19",1987.00
"Currency","2010/11/18",1998.00
"Currency","2010/11/17",1998.00
"Currency","2010/11/16",1998.00
"Currency","2010/11/15",1999.00
"Currency","2010/11/12",2007.50
"Currency","2010/11/11",2002.50
"Currency","2010/11/10",1999.00
"Currency","2010/11/09",1995.00
"Currency","2010/11/08",1990.00
"Currency","2010/11/05",1972.50
"Currency","2010/11/04",1980.00
"Currency","2010/11/03",1978.50
"Currency","2010/11/02",1995.00
"Currency","2010/11/01",2001.00
"Currency","2010/10/29",2001.00
"Currency","2010/10/28",2002.50
"Currency","2010/10/27",2005.00
"Currency","2010/10/26",1998.00
"Currency","2010/10/25",1990.00
"Currency","2010/10/22",2001.50
"Currency","2010/10/21",1995.00
"Currency","2010/10/20",2005.00
"Currency","2010/10/19",2002.50
"Currency","2010/10/18",2004.00
"Currency","2010/10/15",1998.50
"Currency","2010/10/14",2002.50
"Currency","2010/10/13",2005.00
"Currency","2010/10/12",1997.50
"Currency","2010/10/11",2002.50
"Currency","2010/10/08",2010.00
"Currency","2010/10/07",2005.00
"Currency","2010/10/06",2002.50
"Currency","2010/10/05",2017.50
"Currency","2010/10/04",2025.00
"Currency","2010/10/01",2025.00
"Currency","2010/09/30",2021.50
"Currency","2010/09/29",2015.00
"Currency","2010/09/28",2002.50
"Currency","2010/09/27",2002.50
"Currency","2010/09/24",2025.00
"Currency","2010/09/23",2027.50
"Currency","2010/09/22",2027.50
"Currency","2010/09/21",2040.00
"Currency","2010/09/20",2022.00
"Currency","2010/09/17",2037.50
"Currency","2010/09/16",2002.50
"Currency","2010/09/15",2025.00
"Currency","2010/09/14",2029.00
"Currency","2010/09/13",2007.50
"Currency","2010/09/10",2007.50
"Currency","2010/09/09",2042.50
"Currency","2010/09/08",2037.50
"Currency","2010/09/07",2045.00
"Currency","2010/09/06",2037.50
"Currency","2010/09/03",2075.00
"Currency","2010/09/02",2045.00
"Currency","2010/09/01",2055.00
"Currency","2010/08/31",2060.00
"Currency","2010/08/30",2046.50
"Currency","2010/08/27",2032.50
"Currency","2010/08/26",2185.00
"Currency","2010/08/25",2185.00
"Currency","2010/08/24",2185.00
"Currency","2010/08/23",2185.00
"Currency","2010/08/20",2207.50
"Currency","2010/08/19",2185.00
"Currency","2010/08/18",2185.00
"Currency","2010/08/17",2192.50
"Currency","2010/08/16",2190.00
"Currency","2010/08/13",2185.00
"Currency","2010/08/12",2165.00
"Currency","2010/08/11",2156.00
"Currency","2010/08/10",2155.00
"Currency","2010/08/09",2146.00
"Currency","2010/08/06",2153.50
"Currency","2010/08/05",2155.00
"Currency","2010/08/04",2157.50
"Currency","2010/08/03",2169.00
"Currency","2010/08/02",2171.00
"Currency","2010/07/30",2180.00
"Currency","2010/07/29",2180.00
"Currency","2010/07/28",2192.50
"Currency","2010/07/27",2180.00
"Currency","2010/07/26",2182.50
"Currency","2010/07/23",2180.00
"Currency","2010/07/22",2183.50
"Currency","2010/07/21",2185.00
"Currency","2010/07/20",2185.00
"Currency","2010/07/19",2180.00
"Currency","2010/07/16",2189.00
"Currency","2010/07/15",2196.50
"Currency","2010/07/14",2202.50
"Currency","2010/07/13",2231.50
"Currency","2010/07/12",2212.50
"Currency","2010/07/09",2215.00
"Currency","2010/07/08",2240.00
"Currency","2010/07/07",2251.00
"Currency","2010/07/06",2242.50
"Currency","2010/07/05",2255.00
"Currency","2010/07/02",2255.00
"Currency","2010/07/01",2260.00
"Currency","2010/06/30",2259.50
"Currency","2010/06/29",2260.00
"Currency","2010/06/28",2250.00
"Currency","2010/06/25",2250.00
"Currency","2010/06/24",2250.00
"Currency","2010/06/23",2232.50
"Currency","2010/06/22",2237.50
"Currency","2010/06/21",2227.50
"Currency","2010/06/18",2211.00
"Currency","2010/06/17",2225.00
"Currency","2010/06/16",2202.50
"Currency","2010/06/15",2202.50
"Currency","2010/06/14",2202.50
"Currency","2010/06/11",2200.50
"Currency","2010/06/10",2205.00
"Currency","2010/06/09",2179.50
"Currency","2010/06/08",2179.50
"Currency","2010/06/07",2179.50
"Currency","2010/06/04",2155.00
"Currency","2010/06/03",2142.50
"Currency","2010/06/02",2154.00
"Currency","2010/06/01",2155.00
"Currency","2010/05/31",2142.50
"Currency","2010/05/28",2138.50
"Currency","2010/05/27",2122.50
"Currency","2010/05/26",2136.50
"Currency","2010/05/25",2130.00
"Currency","2010/05/24",2105.00
"Currency","2010/05/21",2103.00
"Currency","2010/05/20",2120.00
"Currency","2010/05/19",2119.50
"Currency","2010/05/18",2087.50
"Currency","2010/05/17",2079.50
"Currency","2010/05/14",2066.50
"Currency","2010/05/13",2066.50
"Currency","2010/05/12",2066.50
"Currency","2010/05/11",2052.50
"Currency","2010/05/10",2045.00
"Currency","2010/05/07",2073.00
"Currency","2010/05/06",2067.50
"Currency","2010/05/05",2062.50
"Currency","2010/05/04",2046.00
"Currency","2010/05/03",2049.00
"Currency","2010/04/30",2050.00
"Currency","2010/04/29",2050.00
"Currency","2010/04/28",2045.50
"Currency","2010/04/27",2039.50
"Currency","2010/04/26",2037.00
"Currency","2010/04/23",2038.00
"Currency","2010/04/22",2041.00
"Currency","2010/04/21",2043.00
"Currency","2010/04/20",2036.00
"Currency","2010/04/19",2035.00
"Currency","2010/04/16",2037.00
"Currency","2010/04/15",2037.50
"Currency","2010/04/14",2060.00
"Currency","2010/04/13",2052.50
"Currency","2010/04/12",2071.50
"Currency","2010/04/09",2080.00
"Currency","2010/04/08",2084.00
"Currency","2010/04/07",2102.50
"Currency","2010/04/06",2092.50
"Currency","2010/04/05",2092.50
"Currency","2010/04/02",2092.50
"Currency","2010/04/01",2131.00
"Currency","2010/03/31",2110.00
"Currency","2010/03/30",2116.00
"Currency","2010/03/29",2126.50
"Currency","2010/03/26",2126.50
"Currency","2010/03/25",2140.00
"Currency","2010/03/24",2131.00
"Currency","2010/03/23",2132.50
"Currency","2010/03/22",2131.00
"Currency","2010/03/19",2131.00
"Currency","2010/03/18",2135.00
"Currency","2010/03/17",2133.50
"Currency","2010/03/16",2127.50
"Currency","2010/03/15",2130.00
"Currency","2010/03/12",2148.50
"Currency","2010/03/11",2145.00
"Currency","2010/03/10",2156.50
"Currency","2010/03/09",2161.00
"Currency","2010/03/08",2152.00
"Currency","2010/03/05",2155.00
"Currency","2010/03/04",2155.00
"Currency","2010/03/03",2160.00
"Currency","2010/03/02",2157.50
"Currency","2010/03/01",2187.50
"Currency","2010/02/26",2182.50
"Currency","2010/02/25",2223.00
"Currency","2010/02/24",2219.00
"Currency","2010/02/23",2180.50
"Currency","2010/02/22",2175.00
"Currency","2010/02/19",2192.50
"Currency","2010/02/18",2187.50
"Currency","2010/02/17",2175.00
"Currency","2010/02/16",2178.00
"Currency","2010/02/15",2177.50
"Currency","2010/02/12",2175.00
"Currency","2010/02/11",2165.00
"Currency","2010/02/10",2157.50
"Currency","2010/02/09",2149.00
"Currency","2010/02/08",2142.50
"Currency","2010/02/05",2140.50
"Currency","2010/02/04",2147.50
"Currency","2010/02/03",2145.00
"Currency","2010/02/02",2148.00
"Currency","2010/02/01",2142.50
"Currency","2010/01/29",2137.50
"Currency","2010/01/28",2141.00
"Currency","2010/01/27",2117.50
"Currency","2010/01/26",2117.50
"Currency","2010/01/25",2102.50
"Currency","2010/01/22",2087.50
"Currency","2010/01/21",2085.00
"Currency","2010/01/20",2082.50
"Currency","2010/01/19",2047.50
"Currency","2010/01/18",2027.50
"Currency","2010/01/15",2028.50
"Currency","2010/01/14",2020.00
"Currency","2010/01/13",2007.50
"Currency","2010/01/12",2009.00
"Currency","2010/01/11",1998.50
"Currency","2010/01/08",1996.50
"Currency","2010/01/07",1991.00
"Currency","2010/01/06",1986.00
"Currency","2010/01/05",1982.50
"Currency","2010/01/04",1975.00
"Currency","2010/01/01",1960.00
"Currency","2009/12/31",1960.00
"Currency","2009/12/30",1962.50
"Currency","2009/12/29",1947.50
"Currency","2009/12/28",1938.00
"Currency","2009/12/25",1939.00
"Currency","2009/12/24",1939.00
"Currency","2009/12/23",1941.00
"Currency","2009/12/22",1950.00
"Currency","2009/12/21",1950.00
"Currency","2009/12/18",1949.00
"Currency","2009/12/17",1955.00
"Currency","2009/12/16",1957.50
"Currency","2009/12/15",1945.50
"Currency","2009/12/14",1935.00
"Currency","2009/12/11",1933.50
"Currency","2009/12/10",1932.50
"Currency","2009/12/09",1933.50
"Currency","2009/12/08",1935.00
"Currency","2009/12/07",1932.50
"Currency","2009/12/04",1930.00
"Currency","2009/12/03",1930.00
"Currency","2009/12/02",1930.00
"Currency","2009/12/01",1934.50
"Currency","2009/11/30",1934.50
"Currency","2009/11/27",1934.50
"Currency","2009/11/26",1934.50
"Currency","2009/11/25",1938.50
"Currency","2009/11/24",1941.00
"Currency","2009/11/23",1942.50
"Currency","2009/11/20",1949.50
"Currency","2009/11/19",1955.00
"Currency","2009/11/18",1964.50
"Currency","2009/11/17",1960.00
"Currency","2009/11/16",1957.50
"Currency","2009/11/13",1967.50
"Currency","2009/11/12",1962.50
"Currency","2009/11/11",1960.50
"Currency","2009/11/10",1960.00
"Currency","2009/11/09",1961.50
"Currency","2009/11/06",1957.50
"Currency","2009/11/05",1970.00
"Currency","2009/11/04",1973.00
"Currency","2009/11/03",1976.50
"Currency","2009/11/02",2007.50
"Currency","2009/10/30",2005.00
"Currency","2009/10/29",2014.00
"Currency","2009/10/28",2025.00
"Currency","2009/10/27",2020.00
"Currency","2009/10/26",2020.00
"Currency","2009/10/23",2026.00
"Currency","2009/10/22",2020.00
"Currency","2009/10/21",2030.00
"Currency","2009/10/20",2032.00
"Currency","2009/10/19",2031.50
"Currency","2009/10/16",2031.50
"Currency","2009/10/15",2023.50
"Currency","2009/10/14",2021.00
"Currency","2009/10/13",2029.00
"Currency","2009/10/12",2025.00
"Currency","2009/10/09",2013.50
"Currency","2009/10/08",2032.50
"Currency","2009/10/07",2018.00
"Currency","2009/10/06",2010.00
"Currency","2009/10/05",2020.00
"Currency","2009/10/02",2023.50
"Currency","2009/10/01",2010.00
"Currency","2009/09/30",2007.50
"Currency","2009/09/29",1998.00
"Currency","2009/09/28",1985.50
"Currency","2009/09/25",1982.50
"Currency","2009/09/24",1970.00
"Currency","2009/09/23",1968.50
"Currency","2009/09/22",1955.00
"Currency","2009/09/21",1973.00
"Currency","2009/09/18",1970.00
"Currency","2009/09/17",1956.00
"Currency","2009/09/16",1950.00
"Currency","2009/09/15",1945.00
"Currency","2009/09/14",1950.00
"Currency","2009/09/11",1945.00
"Currency","2009/09/10",1941.00
"Currency","2009/09/09",1935.00
"Currency","2009/09/08",1932.50
"Currency","2009/09/07",1930.00
"Currency","2009/09/04",1929.00
"Currency","2009/09/03",1923.50
"Currency","2009/09/02",1926.50
"Currency","2009/09/01",1919.00
