"Indicator","Time","Value (USD/MGA)"
"Currency","2009/08/31",1927.00
"Currency","2009/08/28",1923.50
"Currency","2009/08/27",1928.50
"Currency","2009/08/26",1928.50
"Currency","2009/08/25",1932.50
"Currency","2009/08/24",1930.00
"Currency","2009/08/21",1935.00
"Currency","2009/08/20",1942.50
"Currency","2009/08/19",1930.00
"Currency","2009/08/18",1930.00
"Currency","2009/08/17",1935.00
"Currency","2009/08/14",1920.00
"Currency","2009/08/13",1925.00
"Currency","2009/08/12",1930.00
"Currency","2009/08/11",1932.50
"Currency","2009/08/10",1925.00
"Currency","2009/08/07",1915.00
"Currency","2009/08/06",1909.00
"Currency","2009/08/05",1910.50
"Currency","2009/08/04",1917.50
"Currency","2009/08/03",1926.50
"Currency","2009/07/31",1927.50
"Currency","2009/07/30",1937.50
"Currency","2009/07/29",1930.50
"Currency","2009/07/28",1921.50
"Currency","2009/07/27",1933.50
"Currency","2009/07/24",1933.50
"Currency","2009/07/23",1928.50
"Currency","2009/07/22",1931.50
"Currency","2009/07/21",1931.50
"Currency","2009/07/20",1932.50
"Currency","2009/07/17",1940.00
"Currency","2009/07/16",1928.50
"Currency","2009/07/15",1935.00
"Currency","2009/07/14",1934.50
"Currency","2009/07/13",1946.50
"Currency","2009/07/10",1945.00
"Currency","2009/07/09",1950.00
"Currency","2009/07/08",1953.00
"Currency","2009/07/07",1930.00
"Currency","2009/07/06",1945.50
"Currency","2009/07/03",1950.00
"Currency","2009/07/02",1946.00
"Currency","2009/07/01",1942.50
"Currency","2009/06/30",1925.00
"Currency","2009/06/29",1922.50
"Currency","2009/06/26",1922.50
"Currency","2009/06/25",1922.50
"Currency","2009/06/24",1920.00
"Currency","2009/06/23",1937.50
"Currency","2009/06/22",1936.00
"Currency","2009/06/19",1932.00
"Currency","2009/06/18",1927.50
"Currency","2009/06/17",1927.50
"Currency","2009/06/16",1943.00
"Currency","2009/06/15",1922.50
"Currency","2009/06/12",1917.50
"Currency","2009/06/11",1917.50
"Currency","2009/06/10",1912.50
"Currency","2009/06/09",1922.50
"Currency","2009/06/08",1924.00
"Currency","2009/06/05",1917.50
"Currency","2009/06/04",1908.00
"Currency","2009/06/03",1927.50
"Currency","2009/06/02",1933.50
"Currency","2009/06/01",1936.50
"Currency","2009/05/29",1936.50
"Currency","2009/05/28",1938.50
"Currency","2009/05/27",1934.00
"Currency","2009/05/26",1934.00
"Currency","2009/05/25",1927.50
"Currency","2009/05/22",1979.00
"Currency","2009/05/21",1979.00
"Currency","2009/05/20",1983.00
"Currency","2009/05/19",1967.50
"Currency","2009/05/18",1982.50
"Currency","2009/05/15",2002.50
"Currency","2009/05/14",2022.50
"Currency","2009/05/13",2000.00
"Currency","2009/05/12",2054.00
"Currency","2009/05/11",2055.00
"Currency","2009/05/08",2120.00
"Currency","2009/05/07",2083.50
"Currency","2009/05/06",2082.50
"Currency","2009/05/05",2083.50
"Currency","2009/05/04",2083.50
"Currency","2009/05/01",2077.50
"Currency","2009/04/30",2085.00
"Currency","2009/04/29",2085.00
"Currency","2009/04/28",2068.00
"Currency","2009/04/27",2050.00
"Currency","2009/04/24",2045.00
"Currency","2009/04/23",2050.00
"Currency","2009/04/22",2050.00
"Currency","2009/04/21",2027.50
"Currency","2009/04/20",2007.50
"Currency","2009/04/17",1997.50
"Currency","2009/04/16",1997.50
"Currency","2009/04/15",1996.00
"Currency","2009/04/14",1996.00
"Currency","2009/04/13",1996.00
"Currency","2009/04/10",2020.50
"Currency","2009/04/09",1996.00
"Currency","2009/04/08",1980.00
"Currency","2009/04/07",1980.00
"Currency","2009/04/06",1955.00
"Currency","2009/04/03",1955.00
"Currency","2009/04/02",1955.00
"Currency","2009/04/01",1956.00
"Currency","2009/03/31",1950.00
"Currency","2009/03/30",1940.50
"Currency","2009/03/27",1926.00
"Currency","2009/03/26",1920.00
"Currency","2009/03/25",1917.50
"Currency","2009/03/24",1915.00
"Currency","2009/03/23",1909.50
"Currency","2009/03/20",1909.50
"Currency","2009/03/19",1910.50
"Currency","2009/03/18",1935.00
"Currency","2009/03/17",1935.00
"Currency","2009/03/16",1932.50
"Currency","2009/03/13",1932.50
"Currency","2009/03/12",1936.50
"Currency","2009/03/11",1941.50
"Currency","2009/03/10",1947.50
"Currency","2009/03/09",1947.50
"Currency","2009/03/06",1935.00
"Currency","2009/03/05",1941.50
"Currency","2009/03/04",1942.50
"Currency","2009/03/03",1936.00
"Currency","2009/03/02",1935.00
"Currency","2009/02/27",1935.00
"Currency","2009/02/26",1919.50
"Currency","2009/02/25",1910.00
"Currency","2009/02/24",1930.00
"Currency","2009/02/23",1937.50
"Currency","2009/02/20",1982.00
"Currency","2009/02/19",1982.00
"Currency","2009/02/18",1982.00
"Currency","2009/02/17",1982.00
"Currency","2009/02/16",1977.50
"Currency","2009/02/13",1975.00
"Currency","2009/02/12",1977.50
"Currency","2009/02/11",1995.00
"Currency","2009/02/10",1970.00
"Currency","2009/02/09",1966.50
"Currency","2009/02/06",1965.00
"Currency","2009/02/05",1967.50
"Currency","2009/02/04",1937.50
"Currency","2009/02/03",1942.50
"Currency","2009/02/02",1937.50
"Currency","2009/01/30",1935.00
"Currency","2009/01/29",1922.50
"Currency","2009/01/28",1887.50
"Currency","2009/01/27",1892.50
"Currency","2009/01/26",1918.50
"Currency","2009/01/23",1920.00
"Currency","2009/01/22",1901.00
"Currency","2009/01/21",1917.50
"Currency","2009/01/20",1901.00
"Currency","2009/01/19",1907.00
"Currency","2009/01/16",1891.50
"Currency","2009/01/15",1892.50
"Currency","2009/01/14",1892.50
"Currency","2009/01/13",1885.50
"Currency","2009/01/12",1877.50
"Currency","2009/01/09",1881.50
"Currency","2009/01/08",1877.50
"Currency","2009/01/07",1885.00
"Currency","2009/01/06",1875.00
"Currency","2009/01/05",1875.00
"Currency","2009/01/02",1860.00
"Currency","2009/01/01",1840.00
"Currency","2008/12/31",1840.00
"Currency","2008/12/30",1847.50
"Currency","2008/12/29",1840.00
"Currency","2008/12/26",1832.50
"Currency","2008/12/25",1832.50
"Currency","2008/12/24",1832.50
"Currency","2008/12/23",1850.00
"Currency","2008/12/22",1847.50
"Currency","2008/12/19",1787.50
"Currency","2008/12/18",1785.00
"Currency","2008/12/17",1800.00
"Currency","2008/12/16",1800.00
"Currency","2008/12/15",1800.00
"Currency","2008/12/12",1812.50
"Currency","2008/12/11",1828.00
"Currency","2008/12/10",1840.00
"Currency","2008/12/09",1843.00
"Currency","2008/12/08",1840.10
"Currency","2008/12/05",1840.10
"Currency","2008/12/04",1844.00
"Currency","2008/12/03",1844.00
"Currency","2008/12/02",1837.00
"Currency","2008/12/01",1826.00
"Currency","2008/11/28",1820.00
"Currency","2008/11/27",1820.00
"Currency","2008/11/26",1811.50
"Currency","2008/11/25",1831.50
"Currency","2008/11/24",1842.00
"Currency","2008/11/21",1850.50
"Currency","2008/11/20",1850.50
"Currency","2008/11/19",1846.00
"Currency","2008/11/18",1844.00
"Currency","2008/11/17",1840.00
"Currency","2008/11/14",1838.00
"Currency","2008/11/13",1853.00
"Currency","2008/11/12",1834.00
"Currency","2008/11/11",1834.00
"Currency","2008/11/10",1828.00
"Currency","2008/11/07",1831.50
"Currency","2008/11/06",1822.50
"Currency","2008/11/05",1824.00
"Currency","2008/11/04",1827.50
"Currency","2008/11/03",1820.00
"Currency","2008/10/31",1813.00
"Currency","2008/10/30",1813.00
"Currency","2008/10/29",1837.50
"Currency","2008/10/28",1850.00
"Currency","2008/10/27",1830.00
"Currency","2008/10/24",1817.50
"Currency","2008/10/23",1816.00
"Currency","2008/10/22",1788.50
"Currency","2008/10/21",1772.50
"Currency","2008/10/20",1745.00
"Currency","2008/10/17",1745.50
"Currency","2008/10/16",1728.50
"Currency","2008/10/15",1722.00
"Currency","2008/10/14",1722.50
"Currency","2008/10/13",1732.50
"Currency","2008/10/10",1691.00
"Currency","2008/10/09",1693.50
"Currency","2008/10/08",1696.00
"Currency","2008/10/07",1693.50
"Currency","2008/10/06",1669.00
"Currency","2008/10/03",1670.00
"Currency","2008/10/02",1670.00
"Currency","2008/10/01",1650.00
"Currency","2008/09/30",1646.00
"Currency","2008/09/29",1645.00
"Currency","2008/09/26",1645.00
"Currency","2008/09/25",1645.00
"Currency","2008/09/24",1645.00
"Currency","2008/09/23",1637.50
"Currency","2008/09/22",1648.50
"Currency","2008/09/19",1645.00
"Currency","2008/09/18",1640.00
"Currency","2008/09/17",1645.00
"Currency","2008/09/16",1631.50
"Currency","2008/09/15",1635.00
"Currency","2008/09/12",1632.50
"Currency","2008/09/11",1632.50
"Currency","2008/09/10",1625.00
"Currency","2008/09/09",1625.00
"Currency","2008/09/08",1612.50
"Currency","2008/09/05",1612.50
"Currency","2008/09/04",1612.50
"Currency","2008/09/03",1612.50
"Currency","2008/09/02",1612.50
"Currency","2008/09/01",1615.00
"Currency","2008/08/29",1610.00
"Currency","2008/08/28",1610.00
"Currency","2008/08/27",1611.50
"Currency","2008/08/26",1621.50
"Currency","2008/08/25",1615.00
"Currency","2008/08/22",1613.00
"Currency","2008/08/21",1623.00
"Currency","2008/08/20",1623.00
"Currency","2008/08/19",1640.00
"Currency","2008/08/18",1628.00
"Currency","2008/08/15",1615.00
"Currency","2008/08/14",1619.92
"Currency","2008/08/13",1615.50
"Currency","2008/08/12",1600.00
"Currency","2008/08/11",1590.00
"Currency","2008/08/08",1575.00
"Currency","2008/08/07",1588.00
"Currency","2008/08/06",1574.00
"Currency","2008/08/05",1577.00
"Currency","2008/08/04",1567.50
"Currency","2008/08/01",1554.00
"Currency","2008/07/31",1552.00
"Currency","2008/07/30",1565.00
"Currency","2008/07/29",1552.00
"Currency","2008/07/28",1562.00
"Currency","2008/07/25",1560.00
"Currency","2008/07/24",1570.00
"Currency","2008/07/23",1548.00
"Currency","2008/07/22",1548.00
"Currency","2008/07/21",1547.00
"Currency","2008/07/18",1552.00
"Currency","2008/07/17",1548.00
"Currency","2008/07/16",1555.00
"Currency","2008/07/15",1560.00
"Currency","2008/07/14",1560.00
"Currency","2008/07/11",1570.00
"Currency","2008/07/10",1570.00
"Currency","2008/07/09",1570.00
"Currency","2008/07/08",1570.00
"Currency","2008/07/07",1600.00
"Currency","2008/07/04",1590.00
"Currency","2008/07/03",1567.00
"Currency","2008/07/02",1567.00
"Currency","2008/07/01",1567.00
"Currency","2008/06/30",1567.00
"Currency","2008/06/27",1595.00
"Currency","2008/06/26",1600.00
"Currency","2008/06/25",1600.00
"Currency","2008/06/24",1607.50
"Currency","2008/06/23",1600.50
"Currency","2008/06/20",1608.50
"Currency","2008/06/19",1609.00
"Currency","2008/06/18",1605.00
"Currency","2008/06/17",1613.50
"Currency","2008/06/16",1620.00
"Currency","2008/06/13",1615.00
"Currency","2008/06/12",1614.00
"Currency","2008/06/11",1617.50
"Currency","2008/06/10",1611.00
"Currency","2008/06/09",1607.50
"Currency","2008/06/06",1617.50
"Currency","2008/06/05",1631.00
"Currency","2008/06/04",1620.00
"Currency","2008/06/03",1607.50
"Currency","2008/06/02",1607.50
"Currency","2008/05/30",1607.50
"Currency","2008/05/29",1607.50
"Currency","2008/05/28",1607.50
"Currency","2008/05/27",1605.00
"Currency","2008/05/26",1605.00
"Currency","2008/05/23",1605.00
"Currency","2008/05/22",1605.00
"Currency","2008/05/21",1605.00
"Currency","2008/05/20",1621.00
"Currency","2008/05/19",1627.50
"Currency","2008/05/16",1640.00
"Currency","2008/05/15",1637.50
"Currency","2008/05/14",1635.00
"Currency","2008/05/13",1645.00
"Currency","2008/05/12",1648.37
"Currency","2008/05/09",1644.69
"Currency","2008/05/08",1650.00
"Currency","2008/05/07",1642.50
"Currency","2008/05/06",1644.50
"Currency","2008/05/05",1633.50
"Currency","2008/05/02",1636.00
"Currency","2008/05/01",1630.00
"Currency","2008/04/30",1625.00
"Currency","2008/04/29",1633.50
"Currency","2008/04/28",1635.00
"Currency","2008/04/25",1627.50
"Currency","2008/04/24",1638.00
"Currency","2008/04/23",1630.00
"Currency","2008/04/22",1637.50
"Currency","2008/04/21",1645.00
"Currency","2008/04/18",1649.00
"Currency","2008/04/17",1653.50
"Currency","2008/04/16",1661.00
"Currency","2008/04/15",1665.00
"Currency","2008/04/14",1670.00
"Currency","2008/04/11",1665.00
"Currency","2008/04/10",1663.00
"Currency","2008/04/09",1673.00
"Currency","2008/04/08",1669.00
"Currency","2008/04/07",1673.50
"Currency","2008/04/04",1669.00
"Currency","2008/04/03",1674.50
"Currency","2008/04/02",1674.00
"Currency","2008/04/01",1667.00
"Currency","2008/03/31",1669.00
"Currency","2008/03/28",1666.00
"Currency","2008/03/27",1676.00
"Currency","2008/03/26",1671.50
"Currency","2008/03/25",1685.00
"Currency","2008/03/24",1681.00
"Currency","2008/03/21",1681.00
"Currency","2008/03/20",1691.00
"Currency","2008/03/19",1691.00
"Currency","2008/03/18",1686.50
"Currency","2008/03/17",1685.00
"Currency","2008/03/14",1710.00
"Currency","2008/03/13",1711.50
"Currency","2008/03/12",1732.50
"Currency","2008/03/11",1732.50
"Currency","2008/03/10",1732.50
"Currency","2008/03/07",1747.84
"Currency","2008/03/06",1787.50
"Currency","2008/03/05",1810.00
"Currency","2008/03/04",1838.50
"Currency","2008/03/03",1827.50
"Currency","2008/02/29",1826.50
"Currency","2008/02/28",1827.50
"Currency","2008/02/27",1838.50
"Currency","2008/02/26",1847.50
"Currency","2008/02/25",1839.00
"Currency","2008/02/22",1849.50
"Currency","2008/02/21",1853.00
"Currency","2008/02/20",1854.00
"Currency","2008/02/19",1846.00
"Currency","2008/02/18",1855.00
"Currency","2008/02/15",1843.00
"Currency","2008/02/14",1837.50
"Currency","2008/02/13",1835.00
"Currency","2008/02/12",1820.00
"Currency","2008/02/11",1814.00
"Currency","2008/02/08",1801.89
"Currency","2008/02/07",1804.50
"Currency","2008/02/06",1790.00
"Currency","2008/02/05",1790.00
"Currency","2008/02/04",1780.00
"Currency","2008/02/01",1783.50
"Currency","2008/01/31",1776.00
"Currency","2008/01/30",1782.00
"Currency","2008/01/29",1775.00
"Currency","2008/01/28",1775.00
"Currency","2008/01/25",1772.00
"Currency","2008/01/24",1785.00
"Currency","2008/01/23",1785.00
"Currency","2008/01/22",1805.00
"Currency","2008/01/21",1800.50
"Currency","2008/01/18",1790.26
"Currency","2008/01/17",1788.00
"Currency","2008/01/16",1777.00
"Currency","2008/01/15",1782.00
"Currency","2008/01/14",1775.00
"Currency","2008/01/11",1784.50
"Currency","2008/01/10",1789.00
"Currency","2008/01/09",1784.41
"Currency","2008/01/08",1778.50
"Currency","2008/01/07",1775.66
"Currency","2008/01/04",1776.87
"Currency","2008/01/03",1781.00
"Currency","2008/01/02",1784.00
"Currency","2008/01/01",1795.00
"Currency","2007/12/31",1793.50
"Currency","2007/12/28",1784.35
"Currency","2007/12/27",1810.00
"Currency","2007/12/26",1810.00
"Currency","2007/12/25",1804.00
"Currency","2007/12/24",1803.00
"Currency","2007/12/21",1802.07
"Currency","2007/12/20",1810.00
"Currency","2007/12/19",1810.50
"Currency","2007/12/18",1805.00
"Currency","2007/12/17",1800.00
"Currency","2007/12/14",1783.34
"Currency","2007/12/13",1782.50
"Currency","2007/12/12",1787.00
"Currency","2007/12/11",1787.00
"Currency","2007/12/10",1780.00
"Currency","2007/12/07",1778.09
"Currency","2007/12/06",1780.00
"Currency","2007/12/05",1779.00
"Currency","2007/12/04",1772.50
"Currency","2007/12/03",1771.00
"Currency","2007/11/30",1767.00
"Currency","2007/11/29",1763.71
"Currency","2007/11/28",1758.00
"Currency","2007/11/27",1758.00
"Currency","2007/11/26",1758.00
"Currency","2007/11/23",1751.15
"Currency","2007/11/22",1760.19
"Currency","2007/11/21",1776.00
"Currency","2007/11/20",1776.00
"Currency","2007/11/19",1776.00
"Currency","2007/11/16",1787.00
"Currency","2007/11/15",1780.00
"Currency","2007/11/14",1780.00
"Currency","2007/11/13",1780.00
"Currency","2007/11/12",1780.00
"Currency","2007/11/09",1770.00
"Currency","2007/11/08",1780.00
"Currency","2007/11/07",1780.00
"Currency","2007/11/06",1789.00
"Currency","2007/11/05",1789.00
"Currency","2007/11/02",1815.00
"Currency","2007/11/01",1797.00
"Currency","2007/10/31",1797.00
"Currency","2007/10/30",1822.00
"Currency","2007/10/29",1820.50
"Currency","2007/10/26",1824.00
"Currency","2007/10/25",1824.00
"Currency","2007/10/24",1825.00
"Currency","2007/10/23",1825.00
"Currency","2007/10/22",1812.50
"Currency","2007/10/19",1817.00
"Currency","2007/10/18",1817.00
"Currency","2007/10/17",1818.00
"Currency","2007/10/16",1818.00
"Currency","2007/10/15",1818.00
"Currency","2007/10/12",1828.00
"Currency","2007/10/11",1828.00
"Currency","2007/10/10",1828.00
"Currency","2007/10/09",1828.00
"Currency","2007/10/08",1825.00
"Currency","2007/10/05",1828.00
"Currency","2007/10/04",1834.00
"Currency","2007/10/03",1838.00
"Currency","2007/10/02",1832.00
"Currency","2007/10/01",1832.00
"Currency","2007/09/28",1832.00
"Currency","2007/09/27",1832.00
"Currency","2007/09/26",1840.00
"Currency","2007/09/25",1838.00
"Currency","2007/09/24",1830.00
"Currency","2007/09/21",1845.00
"Currency","2007/09/20",1842.00
"Currency","2007/09/19",1849.00
"Currency","2007/09/18",1847.50
"Currency","2007/09/17",1848.50
"Currency","2007/09/14",1845.50
"Currency","2007/09/13",1848.00
"Currency","2007/09/12",1848.00
"Currency","2007/09/11",1843.00
"Currency","2007/09/10",1843.00
"Currency","2007/09/07",1843.00
"Currency","2007/09/06",1849.00
"Currency","2007/09/05",1854.00
"Currency","2007/09/04",1842.00
"Currency","2007/09/03",1843.55
"Currency","2007/08/31",1840.50
"Currency","2007/08/30",1846.00
"Currency","2007/08/29",1845.00
"Currency","2007/08/28",1841.00
"Currency","2007/08/27",1837.00
"Currency","2007/08/24",1850.00
"Currency","2007/08/23",1845.00
"Currency","2007/08/22",1848.00
"Currency","2007/08/21",1838.00
"Currency","2007/08/20",1856.00
"Currency","2007/08/17",1852.00
"Currency","2007/08/16",1832.50
"Currency","2007/08/15",1830.00
"Currency","2007/08/14",1836.50
"Currency","2007/08/13",1831.00
"Currency","2007/08/10",1835.50
"Currency","2007/08/09",1830.00
"Currency","2007/08/08",1832.50
"Currency","2007/08/07",1830.00
"Currency","2007/08/06",1830.00
"Currency","2007/08/03",1834.00
