"Indicator","Time","Value (USD/MRO)"
"Currency","2018/06/09",355.00
"Currency","2018/06/08",355.00
"Currency","2018/06/07",355.00
"Currency","2018/06/06",353.60
"Currency","2018/06/05",355.00
"Currency","2018/06/04",354.35
"Currency","2018/06/02",355.00
"Currency","2018/06/01",355.00
"Currency","2018/05/31",355.00
"Currency","2018/05/30",355.00
"Currency","2018/05/29",355.00
"Currency","2018/05/28",353.60
"Currency","2018/05/26",355.00
"Currency","2018/05/25",355.00
"Currency","2018/05/24",354.00
"Currency","2018/05/23",355.00
"Currency","2018/05/22",355.00
"Currency","2018/05/21",355.00
"Currency","2018/05/19",355.00
"Currency","2018/05/18",355.00
"Currency","2018/05/17",355.00
"Currency","2018/05/16",355.00
"Currency","2018/05/15",355.00
"Currency","2018/05/14",355.00
"Currency","2018/05/11",355.00
"Currency","2018/05/10",355.00
"Currency","2018/05/09",355.00
"Currency","2018/05/08",354.00
"Currency","2018/05/07",354.00
"Currency","2018/05/05",354.00
"Currency","2018/05/04",354.00
"Currency","2018/05/03",354.00
"Currency","2018/05/02",354.00
"Currency","2018/05/01",354.00
"Currency","2018/04/30",355.30
"Currency","2018/04/27",355.30
"Currency","2018/04/26",354.00
"Currency","2018/04/25",353.00
"Currency","2018/04/24",353.00
"Currency","2018/04/23",353.00
"Currency","2018/04/22",353.00
"Currency","2018/04/21",353.00
"Currency","2018/04/20",353.00
"Currency","2018/04/19",353.00
"Currency","2018/04/18",353.00
"Currency","2018/04/17",353.00
"Currency","2018/04/16",353.00
"Currency","2018/04/14",353.00
"Currency","2018/04/13",353.85
"Currency","2018/04/12",353.00
"Currency","2018/04/11",353.00
"Currency","2018/04/10",353.00
"Currency","2018/04/09",353.00
"Currency","2018/04/07",353.00
"Currency","2018/04/06",353.00
"Currency","2018/04/05",353.00
"Currency","2018/04/04",353.00
"Currency","2018/04/03",352.00
"Currency","2018/04/02",352.00
"Currency","2018/03/31",352.00
"Currency","2018/03/30",353.85
"Currency","2018/03/29",352.00
"Currency","2018/03/28",352.00
"Currency","2018/03/27",352.00
"Currency","2018/03/26",352.00
"Currency","2018/03/24",352.00
"Currency","2018/03/23",352.00
"Currency","2018/03/22",352.00
"Currency","2018/03/21",352.00
"Currency","2018/03/20",352.00
"Currency","2018/03/19",352.00
"Currency","2018/03/17",352.00
"Currency","2018/03/16",353.65
"Currency","2018/03/15",352.00
"Currency","2018/03/14",352.00
"Currency","2018/03/13",352.00
"Currency","2018/03/12",351.00
"Currency","2018/03/10",351.00
"Currency","2018/03/09",351.00
"Currency","2018/03/08",351.00
"Currency","2018/03/07",351.00
"Currency","2018/03/06",351.00
"Currency","2018/03/05",351.00
"Currency","2018/03/03",351.00
"Currency","2018/03/02",351.00
"Currency","2018/03/01",351.00
"Currency","2018/02/28",351.00
"Currency","2018/02/27",351.00
"Currency","2018/02/26",351.00
"Currency","2018/02/24",351.00
"Currency","2018/02/23",351.00
"Currency","2018/02/22",351.00
"Currency","2018/02/21",351.00
"Currency","2018/02/20",352.75
"Currency","2018/02/19",351.65
"Currency","2018/02/17",350.00
"Currency","2018/02/16",350.00
"Currency","2018/02/15",351.00
"Currency","2018/02/14",351.00
"Currency","2018/02/13",351.00
"Currency","2018/02/12",353.87
"Currency","2018/02/09",351.00
"Currency","2018/02/08",351.00
"Currency","2018/02/07",351.00
"Currency","2018/02/06",350.00
"Currency","2018/02/05",350.00
"Currency","2018/02/03",350.00
"Currency","2018/02/02",352.00
"Currency","2018/02/01",352.00
"Currency","2018/01/30",353.85
"Currency","2018/01/29",353.85
"Currency","2018/01/27",353.00
"Currency","2018/01/26",353.00
"Currency","2018/01/25",353.00
"Currency","2018/01/24",353.00
"Currency","2018/01/23",353.00
"Currency","2018/01/22",353.00
"Currency","2018/01/19",353.00
"Currency","2018/01/18",353.00
"Currency","2018/01/17",353.00
"Currency","2018/01/16",353.00
"Currency","2018/01/15",353.00
"Currency","2018/01/12",352.00
"Currency","2018/01/11",352.00
"Currency","2018/01/10",352.00
"Currency","2018/01/09",352.00
"Currency","2018/01/08",352.00
"Currency","2018/01/05",352.00
"Currency","2018/01/04",352.00
"Currency","2018/01/03",352.00
"Currency","2018/01/02",352.00
"Currency","2017/12/29",352.00
"Currency","2017/12/28",352.60
"Currency","2017/12/27",353.00
"Currency","2017/12/26",352.60
"Currency","2017/12/24",353.00
"Currency","2017/12/22",354.37
"Currency","2017/12/21",352.00
"Currency","2017/12/20",352.00
"Currency","2017/12/19",352.32
"Currency","2017/12/18",352.60
"Currency","2017/12/15",353.00
"Currency","2017/12/14",353.00
"Currency","2017/12/13",353.00
"Currency","2017/12/12",353.00
"Currency","2017/12/11",353.00
"Currency","2017/12/08",353.00
"Currency","2017/12/07",353.00
"Currency","2017/12/06",352.00
"Currency","2017/12/05",353.00
"Currency","2017/12/04",352.41
"Currency","2017/12/01",352.00
"Currency","2017/11/30",352.00
"Currency","2017/11/29",352.00
"Currency","2017/11/28",352.11
"Currency","2017/11/27",352.11
"Currency","2017/11/24",351.00
"Currency","2017/11/23",352.11
"Currency","2017/11/22",352.11
"Currency","2017/11/21",352.11
"Currency","2017/11/20",352.00
"Currency","2017/11/17",352.00
"Currency","2017/11/16",352.00
"Currency","2017/11/15",352.32
"Currency","2017/11/14",352.32
"Currency","2017/11/13",352.00
"Currency","2017/11/10",352.00
"Currency","2017/11/09",352.00
"Currency","2017/11/08",352.00
"Currency","2017/11/07",352.00
"Currency","2017/11/06",352.32
"Currency","2017/11/03",352.32
"Currency","2017/11/02",352.08
"Currency","2017/11/01",351.69
"Currency","2017/10/31",351.32
"Currency","2017/10/30",351.32
"Currency","2017/10/27",351.32
"Currency","2017/10/26",351.00
"Currency","2017/10/25",351.32
"Currency","2017/10/24",351.00
"Currency","2017/10/23",351.32
"Currency","2017/10/21",351.32
"Currency","2017/10/20",351.32
"Currency","2017/10/19",352.42
"Currency","2017/10/18",352.42
"Currency","2017/10/17",361.00
"Currency","2017/10/16",361.00
"Currency","2017/10/13",361.00
"Currency","2017/10/12",361.00
"Currency","2017/10/11",362.00
"Currency","2017/10/10",361.00
"Currency","2017/10/09",361.00
"Currency","2017/10/06",361.00
"Currency","2017/10/05",361.00
"Currency","2017/10/04",361.00
"Currency","2017/10/03",361.00
"Currency","2017/10/02",361.00
"Currency","2017/09/30",361.00
"Currency","2017/09/29",361.00
"Currency","2017/09/28",361.00
"Currency","2017/09/27",361.00
"Currency","2017/09/26",361.00
"Currency","2017/09/25",361.00
"Currency","2017/09/22",361.00
"Currency","2017/09/21",361.00
"Currency","2017/09/20",361.00
"Currency","2017/09/19",361.00
"Currency","2017/09/18",361.00
"Currency","2017/09/16",361.00
"Currency","2017/09/15",361.00
"Currency","2017/09/14",361.00
"Currency","2017/09/13",361.00
"Currency","2017/09/12",361.00
"Currency","2017/09/11",361.00
"Currency","2017/09/08",361.00
"Currency","2017/09/07",361.00
"Currency","2017/09/06",361.00
"Currency","2017/09/05",361.00
"Currency","2017/09/04",361.00
"Currency","2017/09/01",362.00
"Currency","2017/08/31",362.00
"Currency","2017/08/30",361.00
"Currency","2017/08/29",361.00
"Currency","2017/08/28",362.00
"Currency","2017/08/25",361.00
"Currency","2017/08/24",361.00
"Currency","2017/08/23",361.00
"Currency","2017/08/22",361.00
"Currency","2017/08/21",361.00
"Currency","2017/08/19",361.00
"Currency","2017/08/18",361.00
"Currency","2017/08/17",360.00
"Currency","2017/08/16",361.00
"Currency","2017/08/15",361.00
"Currency","2017/08/14",360.00
"Currency","2017/08/11",360.00
"Currency","2017/08/10",360.00
"Currency","2017/08/09",360.00
"Currency","2017/08/08",360.00
"Currency","2017/08/07",360.00
"Currency","2017/08/05",359.00
"Currency","2017/08/04",359.00
"Currency","2017/08/03",359.00
"Currency","2017/08/02",360.00
"Currency","2017/08/01",360.00
"Currency","2017/07/31",359.00
"Currency","2017/07/28",360.00
"Currency","2017/07/27",359.37
"Currency","2017/07/26",360.00
"Currency","2017/07/25",360.00
"Currency","2017/07/24",360.00
"Currency","2017/07/21",360.00
"Currency","2017/07/20",360.00
"Currency","2017/07/19",359.00
"Currency","2017/07/18",359.00
"Currency","2017/07/17",359.00
"Currency","2017/07/14",360.00
"Currency","2017/07/13",359.00
"Currency","2017/07/12",359.00
"Currency","2017/07/11",360.00
"Currency","2017/07/10",357.00
"Currency","2017/07/08",357.00
"Currency","2017/07/07",357.00
"Currency","2017/07/06",356.85
"Currency","2017/07/05",358.00
"Currency","2017/07/04",358.00
"Currency","2017/07/03",360.20
"Currency","2017/06/30",357.49
"Currency","2017/06/29",357.49
"Currency","2017/06/28",357.11
"Currency","2017/06/27",358.11
"Currency","2017/06/26",358.00
"Currency","2017/06/24",358.00
"Currency","2017/06/23",358.00
"Currency","2017/06/22",358.00
"Currency","2017/06/21",358.00
"Currency","2017/06/20",358.00
"Currency","2017/06/19",357.41
"Currency","2017/06/16",358.00
"Currency","2017/06/15",357.68
"Currency","2017/06/14",359.85
"Currency","2017/06/13",358.00
"Currency","2017/06/12",358.00
"Currency","2017/06/10",357.07
"Currency","2017/06/09",357.07
"Currency","2017/06/08",358.00
"Currency","2017/06/07",358.00
"Currency","2017/06/06",357.00
"Currency","2017/06/05",358.00
"Currency","2017/06/03",357.06
"Currency","2017/06/02",357.06
"Currency","2017/06/01",358.00
"Currency","2017/05/31",358.00
"Currency","2017/05/30",358.00
"Currency","2017/05/29",358.00
"Currency","2017/05/27",357.58
"Currency","2017/05/26",358.00
"Currency","2017/05/25",357.58
"Currency","2017/05/24",358.00
"Currency","2017/05/23",358.00
"Currency","2017/05/22",358.00
"Currency","2017/05/20",358.00
"Currency","2017/05/19",358.00
"Currency","2017/05/18",357.00
"Currency","2017/05/17",358.00
"Currency","2017/05/16",359.71
"Currency","2017/05/15",359.71
"Currency","2017/05/12",358.50
"Currency","2017/05/11",357.99
"Currency","2017/05/10",357.54
"Currency","2017/05/09",358.00
"Currency","2017/05/08",358.00
"Currency","2017/05/05",358.00
"Currency","2017/05/04",358.00
"Currency","2017/05/03",358.00
"Currency","2017/05/02",358.00
"Currency","2017/05/01",358.00
"Currency","2017/04/28",358.00
"Currency","2017/04/27",358.00
"Currency","2017/04/26",358.00
"Currency","2017/04/25",359.58
"Currency","2017/04/24",359.58
"Currency","2017/04/21",359.56
"Currency","2017/04/20",358.00
"Currency","2017/04/19",358.00
"Currency","2017/04/18",356.44
"Currency","2017/04/17",356.60
"Currency","2017/04/14",357.00
"Currency","2017/04/13",357.00
"Currency","2017/04/12",356.40
"Currency","2017/04/11",357.00
"Currency","2017/04/10",358.00
"Currency","2017/04/07",357.00
"Currency","2017/04/06",356.40
"Currency","2017/04/05",357.00
"Currency","2017/04/04",358.00
"Currency","2017/04/03",357.00
"Currency","2017/03/31",357.00
"Currency","2017/03/30",358.00
"Currency","2017/03/29",357.60
"Currency","2017/03/28",357.00
"Currency","2017/03/27",357.00
"Currency","2017/03/24",357.00
"Currency","2017/03/23",356.38
"Currency","2017/03/22",356.00
"Currency","2017/03/21",356.00
"Currency","2017/03/20",355.70
"Currency","2017/03/17",355.00
"Currency","2017/03/16",356.00
"Currency","2017/03/15",356.00
"Currency","2017/03/14",356.00
"Currency","2017/03/13",355.66
"Currency","2017/03/10",356.00
"Currency","2017/03/09",354.10
"Currency","2017/03/08",356.00
"Currency","2017/03/07",355.00
"Currency","2017/03/06",356.00
"Currency","2017/03/03",355.00
"Currency","2017/03/02",356.00
"Currency","2017/03/01",355.00
"Currency","2017/02/28",356.00
"Currency","2017/02/27",355.00
"Currency","2017/02/24",356.00
"Currency","2017/02/23",355.00
"Currency","2017/02/22",356.00
"Currency","2017/02/21",355.00
"Currency","2017/02/20",356.00
"Currency","2017/02/17",355.00
"Currency","2017/02/16",355.19
"Currency","2017/02/15",355.00
"Currency","2017/02/14",355.06
"Currency","2017/02/13",355.00
"Currency","2017/02/10",355.06
"Currency","2017/02/09",355.00
"Currency","2017/02/08",355.00
"Currency","2017/02/07",355.00
"Currency","2017/02/06",354.66
"Currency","2017/02/04",355.00
"Currency","2017/02/03",355.00
"Currency","2017/02/02",355.01
"Currency","2017/02/01",355.00
"Currency","2017/01/31",355.00
"Currency","2017/01/30",354.50
"Currency","2017/01/28",355.00
"Currency","2017/01/27",355.00
"Currency","2017/01/26",356.00
"Currency","2017/01/25",355.00
"Currency","2017/01/24",354.96
"Currency","2017/01/23",355.00
"Currency","2017/01/21",356.00
"Currency","2017/01/20",355.00
"Currency","2017/01/19",354.00
"Currency","2017/01/18",355.00
"Currency","2017/01/17",355.00
"Currency","2017/01/16",355.00
"Currency","2017/01/13",355.00
"Currency","2017/01/12",356.00
"Currency","2017/01/11",355.00
"Currency","2017/01/10",354.84
"Currency","2017/01/09",355.00
"Currency","2017/01/06",355.00
"Currency","2017/01/05",354.84
"Currency","2017/01/04",355.00
"Currency","2017/01/03",355.00
"Currency","2017/01/02",356.02
"Currency","2016/12/30",354.00
"Currency","2016/12/29",353.00
"Currency","2016/12/28",355.00
"Currency","2016/12/27",352.77
"Currency","2016/12/26",355.00
"Currency","2016/12/24",354.50
"Currency","2016/12/23",354.50
"Currency","2016/12/22",354.77
"Currency","2016/12/21",355.00
"Currency","2016/12/20",354.77
"Currency","2016/12/19",353.00
"Currency","2016/12/16",355.00
"Currency","2016/12/15",355.00
"Currency","2016/12/14",355.00
"Currency","2016/12/13",353.00
"Currency","2016/12/12",354.50
"Currency","2016/12/10",354.00
"Currency","2016/12/09",358.75
"Currency","2016/12/08",355.66
"Currency","2016/12/07",354.00
"Currency","2016/12/06",353.66
"Currency","2016/12/05",354.00
"Currency","2016/12/01",358.58
"Currency","2016/11/30",358.58
"Currency","2016/11/29",355.00
"Currency","2016/11/28",354.00
"Currency","2016/11/25",354.58
"Currency","2016/11/24",355.00
"Currency","2016/11/23",355.00
"Currency","2016/11/22",355.00
"Currency","2016/11/21",355.00
"Currency","2016/11/18",355.00
"Currency","2016/11/17",355.00
"Currency","2016/11/14",355.00
"Currency","2016/11/11",355.00
"Currency","2016/11/10",355.00
"Currency","2016/11/09",355.00
"Currency","2016/11/08",355.00
"Currency","2016/11/07",354.50
"Currency","2016/11/04",355.00
"Currency","2016/11/03",358.00
"Currency","2016/11/02",359.00
"Currency","2016/11/01",355.00
"Currency","2016/10/31",355.00
"Currency","2016/10/28",359.00
"Currency","2016/10/27",355.00
"Currency","2016/10/26",355.00
"Currency","2016/10/25",355.00
"Currency","2016/10/24",355.00
"Currency","2016/10/21",355.00
"Currency","2016/10/20",358.00
"Currency","2016/10/19",358.00
"Currency","2016/10/18",354.00
"Currency","2016/10/17",354.00
"Currency","2016/10/14",354.00
"Currency","2016/10/13",354.00
"Currency","2016/10/12",354.00
"Currency","2016/10/11",353.00
"Currency","2016/10/10",353.00
"Currency","2016/10/07",353.00
"Currency","2016/10/06",353.00
"Currency","2016/10/05",353.00
"Currency","2016/10/04",353.00
"Currency","2016/10/03",353.00
"Currency","2016/09/30",353.00
"Currency","2016/09/29",353.00
"Currency","2016/09/28",353.00
"Currency","2016/09/27",353.00
"Currency","2016/09/26",353.00
"Currency","2016/09/24",353.00
"Currency","2016/09/23",353.00
"Currency","2016/09/22",353.00
"Currency","2016/09/21",353.00
"Currency","2016/09/20",353.00
"Currency","2016/09/19",353.00
"Currency","2016/09/17",353.00
"Currency","2016/09/16",353.00
"Currency","2016/09/15",353.00
"Currency","2016/09/14",353.00
"Currency","2016/09/13",353.24
"Currency","2016/09/12",353.00
"Currency","2016/09/10",353.00
"Currency","2016/09/09",353.00
"Currency","2016/09/08",353.00
"Currency","2016/09/07",353.00
"Currency","2016/09/06",353.00
"Currency","2016/09/05",351.00
"Currency","2016/09/03",353.00
"Currency","2016/09/02",353.00
"Currency","2016/09/01",353.00
"Currency","2016/08/31",353.00
"Currency","2016/08/30",353.00
"Currency","2016/08/29",353.00
"Currency","2016/08/26",353.00
"Currency","2016/08/25",353.00
"Currency","2016/08/24",353.00
"Currency","2016/08/23",353.00
"Currency","2016/08/22",352.00
"Currency","2016/08/19",353.00
"Currency","2016/08/18",353.00
"Currency","2016/08/17",353.00
"Currency","2016/08/16",353.00
"Currency","2016/08/15",353.00
"Currency","2016/08/12",353.00
"Currency","2016/08/11",353.00
"Currency","2016/08/10",353.00
"Currency","2016/08/09",353.00
"Currency","2016/08/08",353.00
"Currency","2016/08/05",353.00
"Currency","2016/08/04",353.00
"Currency","2016/08/03",353.00
"Currency","2016/08/02",351.00
"Currency","2016/08/01",351.00
"Currency","2016/07/29",353.00
"Currency","2016/07/28",353.00
"Currency","2016/07/27",353.00
"Currency","2016/07/26",353.00
"Currency","2016/07/25",353.00
"Currency","2016/07/22",353.00
"Currency","2016/07/21",351.00
"Currency","2016/07/20",352.00
"Currency","2016/07/19",352.00
"Currency","2016/07/18",350.00
"Currency","2016/07/15",352.00
"Currency","2016/07/14",352.00
"Currency","2016/07/13",352.00
"Currency","2016/07/12",352.00
"Currency","2016/07/11",352.00
"Currency","2016/07/08",352.00
"Currency","2016/07/07",352.00
"Currency","2016/07/06",352.00
"Currency","2016/07/05",353.00
"Currency","2016/07/04",353.00
"Currency","2016/07/01",353.00
"Currency","2016/06/30",352.00
"Currency","2016/06/29",357.00
"Currency","2016/06/28",355.00
"Currency","2016/06/27",357.00
"Currency","2016/06/24",357.00
"Currency","2016/06/23",356.00
"Currency","2016/06/22",354.89
"Currency","2016/06/21",356.60
"Currency","2016/06/20",356.85
"Currency","2016/06/17",356.00
"Currency","2016/06/16",356.00
"Currency","2016/06/15",355.20
"Currency","2016/06/14",356.00
"Currency","2016/06/13",356.00
"Currency","2016/06/10",357.37
"Currency","2016/06/09",356.00
"Currency","2016/06/08",356.00
"Currency","2016/06/07",356.00
"Currency","2016/06/06",356.00
"Currency","2016/06/04",356.00
"Currency","2016/06/03",356.00
"Currency","2016/06/02",354.00
"Currency","2016/06/01",354.00
"Currency","2016/05/31",356.00
"Currency","2016/05/30",356.12
"Currency","2016/05/27",355.50
"Currency","2016/05/26",356.00
"Currency","2016/05/25",356.00
"Currency","2016/05/24",356.00
"Currency","2016/05/23",354.00
"Currency","2016/05/20",355.00
"Currency","2016/05/19",355.00
"Currency","2016/05/18",355.00
"Currency","2016/05/17",356.00
"Currency","2016/05/16",356.00
"Currency","2016/05/13",352.50
"Currency","2016/05/12",356.00
"Currency","2016/05/11",356.00
"Currency","2016/05/10",344.00
"Currency","2016/05/09",346.00
"Currency","2016/05/06",345.00
"Currency","2016/05/05",345.00
"Currency","2016/05/04",345.00
"Currency","2016/05/03",345.00
"Currency","2016/05/02",343.00
"Currency","2016/04/30",344.00
"Currency","2016/04/29",344.00
"Currency","2016/04/28",344.00
"Currency","2016/04/27",345.00
"Currency","2016/04/26",346.00
"Currency","2016/04/25",347.00
"Currency","2016/04/23",348.00
"Currency","2016/04/22",347.00
"Currency","2016/04/21",347.00
"Currency","2016/04/20",347.00
"Currency","2016/04/19",345.00
"Currency","2016/04/18",346.00
"Currency","2016/04/16",346.00
"Currency","2016/04/15",346.00
"Currency","2016/04/14",343.00
"Currency","2016/04/13",343.00
"Currency","2016/04/12",344.00
"Currency","2016/04/11",343.00
"Currency","2016/04/09",343.00
"Currency","2016/04/08",343.00
"Currency","2016/04/07",343.00
"Currency","2016/04/06",343.00
"Currency","2016/04/05",343.00
"Currency","2016/04/04",343.00
"Currency","2016/04/01",343.00
"Currency","2016/03/31",343.00
"Currency","2016/03/30",343.00
"Currency","2016/03/29",343.00
"Currency","2016/03/28",343.00
"Currency","2016/03/25",343.00
"Currency","2016/03/24",343.00
"Currency","2016/03/23",343.00
"Currency","2016/03/22",343.00
"Currency","2016/03/21",343.00
"Currency","2016/03/18",342.00
"Currency","2016/03/17",342.00
"Currency","2016/03/16",342.00
"Currency","2016/03/15",342.00
"Currency","2016/03/14",342.00
"Currency","2016/03/13",343.00
"Currency","2016/03/11",343.00
"Currency","2016/03/10",343.00
"Currency","2016/03/09",343.00
"Currency","2016/03/08",343.00
"Currency","2016/03/07",343.00
"Currency","2016/03/06",343.00
"Currency","2016/03/04",343.00
"Currency","2016/03/03",343.00
"Currency","2016/03/02",343.00
"Currency","2016/03/01",343.00
"Currency","2016/02/29",343.00
"Currency","2016/02/28",343.00
"Currency","2016/02/26",343.00
"Currency","2016/02/25",343.25
"Currency","2016/02/24",343.00
"Currency","2016/02/23",343.00
"Currency","2016/02/22",342.00
"Currency","2016/02/19",342.00
"Currency","2016/02/18",343.00
"Currency","2016/02/17",343.00
"Currency","2016/02/16",343.00
"Currency","2016/02/15",343.00
"Currency","2016/02/12",343.00
"Currency","2016/02/11",343.00
"Currency","2016/02/10",343.00
"Currency","2016/02/09",343.00
"Currency","2016/02/08",343.00
"Currency","2016/02/05",343.00
"Currency","2016/02/04",343.00
"Currency","2016/02/03",343.00
"Currency","2016/02/02",343.00
"Currency","2016/02/01",343.00
"Currency","2016/01/29",344.00
"Currency","2016/01/28",344.00
"Currency","2016/01/27",344.00
"Currency","2016/01/26",343.00
"Currency","2016/01/25",343.00
"Currency","2016/01/22",344.00
"Currency","2016/01/21",343.00
"Currency","2016/01/20",343.00
"Currency","2016/01/19",340.00
"Currency","2016/01/18",341.00
"Currency","2016/01/15",344.00
"Currency","2016/01/14",343.00
"Currency","2016/01/13",344.00
"Currency","2016/01/12",339.00
"Currency","2016/01/11",339.00
"Currency","2016/01/10",340.00
"Currency","2016/01/08",340.00
"Currency","2016/01/07",341.00
"Currency","2016/01/06",342.00
"Currency","2016/01/05",319.00
"Currency","2016/01/04",312.00
"Currency","2016/01/01",312.00
"Currency","2015/12/31",312.00
"Currency","2015/12/30",305.00
"Currency","2015/12/29",305.00
"Currency","2015/12/28",305.00
"Currency","2015/12/25",304.00
"Currency","2015/12/24",304.00
"Currency","2015/12/23",305.00
"Currency","2015/12/22",303.00
"Currency","2015/12/21",304.00
"Currency","2015/12/20",303.00
"Currency","2015/12/18",303.00
"Currency","2015/12/17",300.00
"Currency","2015/12/16",302.00
"Currency","2015/12/15",301.00
"Currency","2015/12/14",304.00
"Currency","2015/12/11",304.00
"Currency","2015/12/10",307.00
"Currency","2015/12/09",304.00
"Currency","2015/12/08",304.00
"Currency","2015/12/07",304.00
"Currency","2015/12/06",293.00
"Currency","2015/12/04",293.00
"Currency","2015/12/03",305.00
"Currency","2015/12/02",309.00
"Currency","2015/12/01",309.00
"Currency","2015/11/30",317.00
"Currency","2015/11/28",317.00
"Currency","2015/11/27",317.00
"Currency","2015/11/26",317.00
"Currency","2015/11/25",317.00
"Currency","2015/11/24",318.00
"Currency","2015/11/23",318.00
"Currency","2015/11/20",320.00
"Currency","2015/11/19",322.00
"Currency","2015/11/18",323.00
"Currency","2015/11/17",324.00
"Currency","2015/11/16",319.00
"Currency","2015/11/13",314.62
"Currency","2015/11/12",315.00
"Currency","2015/11/11",325.50
"Currency","2015/11/10",325.50
"Currency","2015/11/09",342.50
"Currency","2015/11/08",334.00
"Currency","2015/11/06",334.00
"Currency","2015/11/05",320.00
"Currency","2015/11/04",321.00
"Currency","2015/11/03",321.00
"Currency","2015/11/02",322.00
"Currency","2015/11/01",326.00
"Currency","2015/10/30",325.00
"Currency","2015/10/29",326.00
"Currency","2015/10/28",324.00
"Currency","2015/10/27",327.00
"Currency","2015/10/26",326.00
"Currency","2015/10/25",340.00
"Currency","2015/10/23",340.00
"Currency","2015/10/22",340.00
"Currency","2015/10/21",326.00
"Currency","2015/10/20",326.00
"Currency","2015/10/19",326.00
"Currency","2015/10/18",327.00
"Currency","2015/10/16",327.00
"Currency","2015/10/15",327.00
"Currency","2015/10/14",327.50
"Currency","2015/10/13",292.00
"Currency","2015/10/12",290.00
"Currency","2015/10/09",290.00
"Currency","2015/10/08",292.00
"Currency","2015/10/07",292.00
"Currency","2015/10/06",292.00
"Currency","2015/10/05",294.00
"Currency","2015/10/04",289.00
"Currency","2015/10/02",289.00
"Currency","2015/10/01",288.00
"Currency","2015/09/30",292.00
"Currency","2015/09/29",292.00
"Currency","2015/09/28",291.00
"Currency","2015/09/27",292.00
"Currency","2015/09/26",292.00
"Currency","2015/09/25",292.00
"Currency","2015/09/24",292.00
"Currency","2015/09/23",292.00
"Currency","2015/09/22",292.00
"Currency","2015/09/21",292.50
"Currency","2015/09/20",315.00
"Currency","2015/09/18",315.00
"Currency","2015/09/17",315.00
"Currency","2015/09/16",314.00
"Currency","2015/09/15",315.00
"Currency","2015/09/14",317.00
"Currency","2015/09/13",318.00
"Currency","2015/09/11",318.00
"Currency","2015/09/10",318.00
"Currency","2015/09/09",315.00
"Currency","2015/09/08",319.50
"Currency","2015/09/07",318.00
"Currency","2015/09/06",318.00
"Currency","2015/09/04",318.00
"Currency","2015/09/03",316.00
"Currency","2015/09/02",315.00
"Currency","2015/09/01",315.00
"Currency","2015/08/31",316.00
"Currency","2015/08/30",314.00
"Currency","2015/08/28",314.00
"Currency","2015/08/27",312.00
"Currency","2015/08/26",312.00
"Currency","2015/08/25",312.00
"Currency","2015/08/24",314.00
"Currency","2015/08/21",319.00
"Currency","2015/08/20",320.00
"Currency","2015/08/19",324.50
"Currency","2015/08/18",320.00
"Currency","2015/08/17",320.00
"Currency","2015/08/14",323.00
"Currency","2015/08/13",319.00
"Currency","2015/08/12",319.00
"Currency","2015/08/11",322.00
"Currency","2015/08/10",321.00
"Currency","2015/08/07",324.00
"Currency","2015/08/06",323.00
"Currency","2015/08/05",328.00
"Currency","2015/08/04",325.00
"Currency","2015/08/03",326.00
"Currency","2015/07/31",325.00
"Currency","2015/07/30",325.00
"Currency","2015/07/29",325.00
"Currency","2015/07/28",325.00
"Currency","2015/07/27",325.00
"Currency","2015/07/24",326.00
"Currency","2015/07/23",324.00
"Currency","2015/07/22",326.00
"Currency","2015/07/21",326.00
"Currency","2015/07/20",326.00
"Currency","2015/07/17",326.00
"Currency","2015/07/16",326.00
"Currency","2015/07/15",326.00
"Currency","2015/07/14",327.00
"Currency","2015/07/13",327.00
"Currency","2015/07/10",327.00
"Currency","2015/07/09",327.00
"Currency","2015/07/08",326.00
"Currency","2015/07/07",326.00
"Currency","2015/07/06",326.00
"Currency","2015/07/03",327.00
"Currency","2015/07/02",327.00
"Currency","2015/07/01",327.00
"Currency","2015/06/30",327.00
"Currency","2015/06/29",327.00
"Currency","2015/06/26",326.00
"Currency","2015/06/25",327.00
"Currency","2015/06/24",326.00
"Currency","2015/06/23",323.00
"Currency","2015/06/22",323.00
"Currency","2015/06/19",323.00
"Currency","2015/06/18",324.00
"Currency","2015/06/17",323.00
"Currency","2015/06/16",324.00
"Currency","2015/06/15",324.00
"Currency","2015/06/12",323.00
"Currency","2015/06/11",323.00
"Currency","2015/06/10",321.00
"Currency","2015/06/09",319.00
"Currency","2015/06/08",321.00
"Currency","2015/06/05",312.00
"Currency","2015/06/04",310.00
"Currency","2015/06/03",312.00
"Currency","2015/06/02",312.00
"Currency","2015/06/01",313.00
"Currency","2015/05/29",315.00
"Currency","2015/05/28",316.00
"Currency","2015/05/27",318.00
"Currency","2015/05/26",318.00
"Currency","2015/05/25",312.00
"Currency","2015/05/22",312.00
"Currency","2015/05/21",314.00
"Currency","2015/05/20",314.00
"Currency","2015/05/19",311.00
"Currency","2015/05/18",311.00
"Currency","2015/05/15",314.00
"Currency","2015/05/14",315.00
"Currency","2015/05/13",315.00
"Currency","2015/05/12",317.00
"Currency","2015/05/11",318.00
"Currency","2015/05/08",320.00
"Currency","2015/05/07",322.00
"Currency","2015/05/06",310.50
"Currency","2015/05/05",307.00
"Currency","2015/05/04",307.00
"Currency","2015/05/01",309.00
"Currency","2015/04/30",306.00
"Currency","2015/04/29",310.00
"Currency","2015/04/28",311.00
"Currency","2015/04/27",311.00
"Currency","2015/04/24",314.00
"Currency","2015/04/23",314.00
