"Indicator","Time","Value (USD/UAH)"
"Currency","2012/04/18",7.92
"Currency","2012/04/17",7.91
"Currency","2012/04/16",7.97
"Currency","2012/04/13",7.91
"Currency","2012/04/12",7.92
"Currency","2012/04/11",7.91
"Currency","2012/04/10",7.91
"Currency","2012/04/09",7.93
"Currency","2012/04/06",7.93
"Currency","2012/04/05",7.93
"Currency","2012/04/04",7.94
"Currency","2012/04/03",7.93
"Currency","2012/04/02",7.92
"Currency","2012/03/30",7.93
"Currency","2012/03/29",7.92
"Currency","2012/03/28",7.92
"Currency","2012/03/27",7.87
"Currency","2012/03/26",7.89
"Currency","2012/03/23",7.92
"Currency","2012/03/22",7.92
"Currency","2012/03/21",7.92
"Currency","2012/03/20",7.92
"Currency","2012/03/19",7.86
"Currency","2012/03/16",7.93
"Currency","2012/03/15",7.91
"Currency","2012/03/14",7.91
"Currency","2012/03/13",7.92
"Currency","2012/03/12",7.92
"Currency","2012/03/09",7.92
"Currency","2012/03/08",7.92
"Currency","2012/03/07",7.93
"Currency","2012/03/06",7.93
"Currency","2012/03/05",7.95
"Currency","2012/03/02",7.92
"Currency","2012/03/01",7.90
"Currency","2012/02/29",7.90
"Currency","2012/02/28",7.89
"Currency","2012/02/27",7.88
"Currency","2012/02/24",7.90
"Currency","2012/02/23",7.91
"Currency","2012/02/22",7.90
"Currency","2012/02/21",7.93
"Currency","2012/02/20",7.91
"Currency","2012/02/17",7.92
"Currency","2012/02/16",7.92
"Currency","2012/02/15",7.93
"Currency","2012/02/14",7.93
"Currency","2012/02/13",7.95
"Currency","2012/02/10",7.92
"Currency","2012/02/09",7.94
"Currency","2012/02/08",7.93
"Currency","2012/02/07",7.93
"Currency","2012/02/06",7.94
"Currency","2012/02/03",7.95
"Currency","2012/02/02",7.94
"Currency","2012/02/01",7.92
"Currency","2012/01/31",7.90
"Currency","2012/01/30",7.88
"Currency","2012/01/27",7.90
"Currency","2012/01/26",7.92
"Currency","2012/01/25",7.92
"Currency","2012/01/24",7.91
"Currency","2012/01/23",7.90
"Currency","2012/01/20",7.94
"Currency","2012/01/19",7.94
"Currency","2012/01/18",7.94
"Currency","2012/01/17",7.91
"Currency","2012/01/16",7.98
"Currency","2012/01/13",7.89
"Currency","2012/01/12",7.94
"Currency","2012/01/11",7.93
"Currency","2012/01/10",7.92
"Currency","2012/01/09",7.98
"Currency","2012/01/06",7.93
"Currency","2012/01/05",7.94
"Currency","2012/01/04",7.90
"Currency","2012/01/03",7.90
"Currency","2012/01/02",7.89
"Currency","2011/12/30",7.89
"Currency","2011/12/29",7.92
"Currency","2011/12/28",7.91
"Currency","2011/12/27",7.93
"Currency","2011/12/26",7.92
"Currency","2011/12/23",7.92
"Currency","2011/12/22",7.92
"Currency","2011/12/21",7.91
"Currency","2011/12/20",7.90
"Currency","2011/12/19",7.89
"Currency","2011/12/16",7.90
"Currency","2011/12/15",7.91
"Currency","2011/12/14",7.99
"Currency","2011/12/13",7.95
"Currency","2011/12/12",7.92
"Currency","2011/12/09",7.90
"Currency","2011/12/08",7.90
"Currency","2011/12/07",7.91
"Currency","2011/12/06",7.91
"Currency","2011/12/05",7.99
"Currency","2011/12/02",7.93
"Currency","2011/12/01",7.91
"Currency","2011/11/30",7.93
"Currency","2011/11/29",7.95
"Currency","2011/11/28",7.92
"Currency","2011/11/25",7.91
"Currency","2011/11/24",7.91
"Currency","2011/11/23",7.89
"Currency","2011/11/22",7.90
"Currency","2011/11/21",7.95
"Currency","2011/11/18",7.93
"Currency","2011/11/17",7.90
"Currency","2011/11/16",7.90
"Currency","2011/11/15",7.91
"Currency","2011/11/14",7.84
"Currency","2011/11/11",7.91
"Currency","2011/11/10",7.92
"Currency","2011/11/09",7.91
"Currency","2011/11/08",7.91
"Currency","2011/11/07",7.93
"Currency","2011/11/04",7.91
"Currency","2011/11/03",7.92
"Currency","2011/11/02",7.91
"Currency","2011/11/01",7.91
"Currency","2011/10/31",7.91
"Currency","2011/10/28",7.91
"Currency","2011/10/27",7.90
"Currency","2011/10/26",7.90
"Currency","2011/10/25",7.89
"Currency","2011/10/24",7.82
"Currency","2011/10/21",7.91
"Currency","2011/10/20",7.90
"Currency","2011/10/19",7.90
"Currency","2011/10/18",7.90
"Currency","2011/10/17",7.86
"Currency","2011/10/14",7.91
"Currency","2011/10/13",7.90
"Currency","2011/10/12",7.87
"Currency","2011/10/11",7.89
"Currency","2011/10/10",7.85
"Currency","2011/10/07",7.90
"Currency","2011/10/06",7.95
"Currency","2011/10/05",7.80
"Currency","2011/10/04",7.90
"Currency","2011/10/03",7.91
"Currency","2011/09/30",7.89
"Currency","2011/09/29",7.90
"Currency","2011/09/28",7.88
"Currency","2011/09/27",7.89
"Currency","2011/09/26",7.87
"Currency","2011/09/23",7.89
"Currency","2011/09/22",7.89
"Currency","2011/09/21",7.90
"Currency","2011/09/20",7.90
"Currency","2011/09/19",7.90
"Currency","2011/09/16",7.91
"Currency","2011/09/15",7.89
"Currency","2011/09/14",7.90
"Currency","2011/09/13",7.90
"Currency","2011/09/12",7.99
"Currency","2011/09/09",7.89
"Currency","2011/09/08",7.89
"Currency","2011/09/07",7.90
"Currency","2011/09/06",7.91
"Currency","2011/09/05",7.93
"Currency","2011/09/02",7.90
"Currency","2011/09/01",7.91
"Currency","2011/08/31",7.90
"Currency","2011/08/30",7.90
"Currency","2011/08/29",7.86
"Currency","2011/08/26",7.90
"Currency","2011/08/25",7.90
"Currency","2011/08/24",7.90
"Currency","2011/08/23",7.90
"Currency","2011/08/22",7.85
"Currency","2011/08/19",7.90
"Currency","2011/08/18",7.91
"Currency","2011/08/17",7.89
"Currency","2011/08/16",7.82
"Currency","2011/08/15",7.90
"Currency","2011/08/12",7.91
"Currency","2011/08/11",7.89
"Currency","2011/08/10",7.89
"Currency","2011/08/09",7.89
"Currency","2011/08/08",7.83
"Currency","2011/08/05",7.96
"Currency","2011/08/04",7.90
"Currency","2011/08/03",7.88
"Currency","2011/08/02",7.90
"Currency","2011/08/01",7.82
"Currency","2011/07/29",7.91
"Currency","2011/07/28",7.90
"Currency","2011/07/27",7.90
"Currency","2011/07/26",7.90
"Currency","2011/07/25",7.92
"Currency","2011/07/22",7.90
"Currency","2011/07/21",7.92
"Currency","2011/07/20",7.90
"Currency","2011/07/19",7.89
"Currency","2011/07/18",7.89
"Currency","2011/07/15",7.89
"Currency","2011/07/14",7.90
"Currency","2011/07/13",7.89
"Currency","2011/07/12",7.89
"Currency","2011/07/11",7.89
"Currency","2011/07/08",7.89
"Currency","2011/07/07",7.89
"Currency","2011/07/06",7.90
"Currency","2011/07/05",7.90
"Currency","2011/07/04",7.87
"Currency","2011/07/01",7.86
"Currency","2011/06/30",7.89
"Currency","2011/06/29",7.89
"Currency","2011/06/28",7.86
"Currency","2011/06/27",7.91
"Currency","2011/06/24",7.89
"Currency","2011/06/23",7.90
"Currency","2011/06/22",7.90
"Currency","2011/06/21",7.90
"Currency","2011/06/20",7.88
"Currency","2011/06/17",7.89
"Currency","2011/06/16",7.89
"Currency","2011/06/15",7.89
"Currency","2011/06/14",7.89
"Currency","2011/06/13",7.94
"Currency","2011/06/10",7.89
"Currency","2011/06/09",7.89
"Currency","2011/06/08",7.89
"Currency","2011/06/07",7.89
"Currency","2011/06/06",7.81
"Currency","2011/06/03",7.89
"Currency","2011/06/02",7.89
"Currency","2011/06/01",7.88
"Currency","2011/05/31",7.88
"Currency","2011/05/30",7.83
"Currency","2011/05/27",7.89
"Currency","2011/05/26",7.89
"Currency","2011/05/25",7.91
"Currency","2011/05/24",7.89
"Currency","2011/05/23",7.94
"Currency","2011/05/20",7.89
"Currency","2011/05/19",7.89
"Currency","2011/05/18",7.89
"Currency","2011/05/17",7.90
"Currency","2011/05/16",7.98
"Currency","2011/05/13",7.89
"Currency","2011/05/12",7.89
"Currency","2011/05/11",7.89
"Currency","2011/05/10",7.88
"Currency","2011/05/09",7.99
"Currency","2011/05/06",7.87
"Currency","2011/05/05",7.87
"Currency","2011/05/04",7.87
"Currency","2011/05/03",7.88
"Currency","2011/05/02",7.91
"Currency","2011/04/29",7.87
"Currency","2011/04/28",7.88
"Currency","2011/04/27",7.88
"Currency","2011/04/26",7.91
"Currency","2011/04/25",7.88
"Currency","2011/04/22",7.89
"Currency","2011/04/21",7.89
"Currency","2011/04/20",7.89
"Currency","2011/04/19",7.88
"Currency","2011/04/18",7.89
"Currency","2011/04/15",7.96
"Currency","2011/04/14",7.88
"Currency","2011/04/13",7.86
"Currency","2011/04/12",7.88
"Currency","2011/04/11",7.83
"Currency","2011/04/08",7.87
"Currency","2011/04/07",7.87
"Currency","2011/04/06",7.88
"Currency","2011/04/05",7.88
"Currency","2011/04/04",7.83
"Currency","2011/04/01",7.86
"Currency","2011/03/31",7.87
"Currency","2011/03/30",7.87
"Currency","2011/03/29",7.87
"Currency","2011/03/28",7.91
"Currency","2011/03/25",7.86
"Currency","2011/03/24",7.88
"Currency","2011/03/23",7.89
"Currency","2011/03/22",7.83
"Currency","2011/03/21",7.83
"Currency","2011/03/18",7.86
"Currency","2011/03/17",7.86
"Currency","2011/03/16",7.86
"Currency","2011/03/15",7.85
"Currency","2011/03/14",7.76
"Currency","2011/03/13",7.86
"Currency","2011/03/11",7.83
"Currency","2011/03/10",7.84
"Currency","2011/03/09",7.84
"Currency","2011/03/08",7.84
"Currency","2011/03/07",7.83
"Currency","2011/03/06",7.93
"Currency","2011/03/04",7.84
"Currency","2011/03/03",7.84
"Currency","2011/03/02",7.85
"Currency","2011/03/01",7.84
"Currency","2011/02/28",7.83
"Currency","2011/02/27",7.93
"Currency","2011/02/25",7.84
"Currency","2011/02/24",7.85
"Currency","2011/02/23",7.84
"Currency","2011/02/22",7.85
"Currency","2011/02/21",7.77
"Currency","2011/02/20",7.87
"Currency","2011/02/18",7.85
"Currency","2011/02/17",7.86
"Currency","2011/02/16",7.85
"Currency","2011/02/15",7.86
"Currency","2011/02/14",7.84
"Currency","2011/02/13",7.94
"Currency","2011/02/11",7.86
"Currency","2011/02/10",7.85
"Currency","2011/02/09",7.86
"Currency","2011/02/08",7.83
"Currency","2011/02/07",7.88
"Currency","2011/02/06",7.98
"Currency","2011/02/04",7.85
"Currency","2011/02/03",7.85
"Currency","2011/02/02",7.85
"Currency","2011/02/01",7.85
"Currency","2011/01/31",7.90
"Currency","2011/01/30",8.01
"Currency","2011/01/28",7.83
"Currency","2011/01/27",7.85
"Currency","2011/01/26",7.83
"Currency","2011/01/25",7.83
"Currency","2011/01/24",7.81
"Currency","2011/01/23",7.91
"Currency","2011/01/21",7.86
"Currency","2011/01/20",7.84
"Currency","2011/01/19",7.85
"Currency","2011/01/18",7.85
"Currency","2011/01/17",7.86
"Currency","2011/01/16",7.97
"Currency","2011/01/14",7.85
"Currency","2011/01/13",7.77
"Currency","2011/01/12",7.87
"Currency","2011/01/11",7.86
"Currency","2011/01/10",7.89
"Currency","2011/01/09",8.00
"Currency","2011/01/07",7.85
"Currency","2011/01/06",7.86
"Currency","2011/01/05",7.86
"Currency","2011/01/04",7.86
"Currency","2011/01/03",7.86
"Currency","2011/01/02",7.96
"Currency","2010/12/31",7.86
"Currency","2010/12/30",7.85
"Currency","2010/12/29",7.86
"Currency","2010/12/28",7.85
"Currency","2010/12/27",7.84
"Currency","2010/12/26",7.94
"Currency","2010/12/24",7.86
"Currency","2010/12/23",7.86
"Currency","2010/12/22",7.87
"Currency","2010/12/21",7.88
"Currency","2010/12/20",7.93
"Currency","2010/12/19",8.03
"Currency","2010/12/17",7.88
"Currency","2010/12/16",7.89
"Currency","2010/12/15",7.87
"Currency","2010/12/14",7.84
"Currency","2010/12/13",7.85
"Currency","2010/12/12",7.96
"Currency","2010/12/10",7.87
"Currency","2010/12/09",7.86
"Currency","2010/12/08",7.84
"Currency","2010/12/07",7.84
"Currency","2010/12/06",7.77
"Currency","2010/12/05",7.87
"Currency","2010/12/03",7.87
"Currency","2010/12/02",7.87
"Currency","2010/12/01",7.87
"Currency","2010/11/30",7.86
"Currency","2010/11/29",7.86
"Currency","2010/11/28",7.97
"Currency","2010/11/26",7.86
"Currency","2010/11/25",7.85
"Currency","2010/11/24",7.86
"Currency","2010/11/23",7.86
"Currency","2010/11/22",7.84
"Currency","2010/11/21",7.94
"Currency","2010/11/19",7.85
"Currency","2010/11/18",7.92
"Currency","2010/11/17",7.85
"Currency","2010/11/16",7.85
"Currency","2010/11/15",7.85
"Currency","2010/11/14",7.95
"Currency","2010/11/12",7.85
"Currency","2010/11/11",7.85
"Currency","2010/11/10",7.85
"Currency","2010/11/09",7.85
"Currency","2010/11/08",7.87
"Currency","2010/11/07",7.97
"Currency","2010/11/05",7.86
"Currency","2010/11/04",7.86
"Currency","2010/11/03",7.86
"Currency","2010/11/02",7.86
"Currency","2010/11/01",7.80
"Currency","2010/10/31",7.90
"Currency","2010/10/29",7.85
"Currency","2010/10/28",7.85
"Currency","2010/10/27",7.85
"Currency","2010/10/26",7.52
"Currency","2010/10/25",7.82
"Currency","2010/10/24",7.92
"Currency","2010/10/22",7.85
"Currency","2010/10/21",7.85
"Currency","2010/10/20",7.85
"Currency","2010/10/19",7.81
"Currency","2010/10/18",7.91
"Currency","2010/10/17",8.01
"Currency","2010/10/15",7.84
"Currency","2010/10/14",7.85
"Currency","2010/10/13",7.85
"Currency","2010/10/12",7.87
"Currency","2010/10/11",7.82
"Currency","2010/10/10",7.92
"Currency","2010/10/08",7.85
"Currency","2010/10/07",7.85
"Currency","2010/10/06",7.85
"Currency","2010/10/05",7.84
"Currency","2010/10/04",7.79
"Currency","2010/10/03",7.90
"Currency","2010/10/01",7.83
"Currency","2010/09/30",7.84
"Currency","2010/09/29",7.83
"Currency","2010/09/28",7.83
"Currency","2010/09/27",7.78
"Currency","2010/09/26",7.89
"Currency","2010/09/24",7.83
"Currency","2010/09/23",7.83
"Currency","2010/09/22",7.84
"Currency","2010/09/21",7.83
"Currency","2010/09/20",7.85
"Currency","2010/09/19",7.96
"Currency","2010/09/17",7.81
"Currency","2010/09/16",7.80
"Currency","2010/09/15",7.82
"Currency","2010/09/14",7.81
"Currency","2010/09/13",7.83
"Currency","2010/09/12",7.94
"Currency","2010/09/10",7.81
"Currency","2010/09/09",7.81
"Currency","2010/09/08",7.84
"Currency","2010/09/07",7.82
"Currency","2010/09/06",7.78
"Currency","2010/09/05",7.89
"Currency","2010/09/03",7.79
"Currency","2010/09/02",7.79
"Currency","2010/09/01",7.78
"Currency","2010/08/31",7.77
"Currency","2010/08/30",7.75
"Currency","2010/08/29",7.86
"Currency","2010/08/27",7.78
"Currency","2010/08/26",7.78
"Currency","2010/08/25",7.78
"Currency","2010/08/24",7.79
"Currency","2010/08/23",7.77
"Currency","2010/08/22",7.88
"Currency","2010/08/20",7.78
"Currency","2010/08/19",7.78
"Currency","2010/08/18",7.78
"Currency","2010/08/17",7.78
"Currency","2010/08/16",7.80
"Currency","2010/08/15",7.91
"Currency","2010/08/13",7.78
"Currency","2010/08/12",7.78
"Currency","2010/08/11",7.78
"Currency","2010/08/10",7.78
"Currency","2010/08/09",7.71
"Currency","2010/08/08",7.82
"Currency","2010/08/06",7.78
"Currency","2010/08/05",7.79
"Currency","2010/08/04",7.79
"Currency","2010/08/03",7.79
"Currency","2010/08/02",7.79
"Currency","2010/08/01",7.87
"Currency","2010/07/30",7.79
"Currency","2010/07/29",7.79
"Currency","2010/07/28",7.78
"Currency","2010/07/27",7.79
"Currency","2010/07/26",7.79
"Currency","2010/07/25",7.94
"Currency","2010/07/23",7.79
"Currency","2010/07/22",7.80
"Currency","2010/07/21",7.79
"Currency","2010/07/20",7.79
"Currency","2010/07/19",7.79
"Currency","2010/07/18",7.92
"Currency","2010/07/16",7.78
"Currency","2010/07/15",7.79
"Currency","2010/07/14",7.77
"Currency","2010/07/13",7.79
"Currency","2010/07/12",7.79
"Currency","2010/07/11",7.92
"Currency","2010/07/09",7.79
"Currency","2010/07/08",7.80
"Currency","2010/07/07",7.79
"Currency","2010/07/06",7.80
"Currency","2010/07/05",7.81
"Currency","2010/07/04",7.87
"Currency","2010/07/02",7.80
"Currency","2010/07/01",7.81
"Currency","2010/06/30",7.79
"Currency","2010/06/29",7.79
"Currency","2010/06/28",7.84
"Currency","2010/06/27",7.85
"Currency","2010/06/25",7.80
"Currency","2010/06/24",7.79
"Currency","2010/06/23",7.79
"Currency","2010/06/22",7.79
"Currency","2010/06/21",7.82
"Currency","2010/06/20",7.90
"Currency","2010/06/18",7.80
"Currency","2010/06/17",7.79
"Currency","2010/06/16",7.79
"Currency","2010/06/15",7.79
"Currency","2010/06/14",7.80
"Currency","2010/06/13",7.92
"Currency","2010/06/11",7.80
"Currency","2010/06/10",7.80
"Currency","2010/06/09",7.80
"Currency","2010/06/08",7.80
"Currency","2010/06/07",7.80
"Currency","2010/06/06",8.04
"Currency","2010/06/04",7.86
"Currency","2010/06/03",7.81
"Currency","2010/06/02",7.81
"Currency","2010/06/01",7.82
"Currency","2010/05/31",7.81
"Currency","2010/05/30",8.01
"Currency","2010/05/28",7.82
"Currency","2010/05/27",7.81
"Currency","2010/05/26",7.81
"Currency","2010/05/25",7.81
"Currency","2010/05/24",7.86
"Currency","2010/05/21",7.81
"Currency","2010/05/20",7.81
"Currency","2010/05/19",7.66
"Currency","2010/05/18",7.81
"Currency","2010/05/17",7.77
"Currency","2010/05/16",8.00
"Currency","2010/05/14",7.81
"Currency","2010/05/13",7.81
"Currency","2010/05/12",7.81
"Currency","2010/05/11",7.85
"Currency","2010/05/10",7.86
"Currency","2010/05/09",7.96
"Currency","2010/05/07",7.82
"Currency","2010/05/06",7.82
"Currency","2010/05/05",7.82
"Currency","2010/05/04",7.86
"Currency","2010/05/03",7.87
"Currency","2010/05/02",7.93
"Currency","2010/04/30",7.82
"Currency","2010/04/29",7.82
"Currency","2010/04/28",7.82
"Currency","2010/04/27",7.82
"Currency","2010/04/26",7.82
"Currency","2010/04/25",7.93
"Currency","2010/04/23",7.82
"Currency","2010/04/22",7.81
"Currency","2010/04/21",7.82
"Currency","2010/04/20",7.82
"Currency","2010/04/19",7.82
"Currency","2010/04/16",7.89
"Currency","2010/04/15",7.81
"Currency","2010/04/14",7.81
"Currency","2010/04/13",7.80
"Currency","2010/04/12",7.83
"Currency","2010/04/09",7.82
"Currency","2010/04/08",7.81
"Currency","2010/04/07",7.79
"Currency","2010/04/06",7.82
"Currency","2010/04/05",7.82
"Currency","2010/04/02",7.79
"Currency","2010/04/01",7.82
"Currency","2010/03/31",7.82
"Currency","2010/03/30",7.82
"Currency","2010/03/29",7.82
"Currency","2010/03/26",7.81
"Currency","2010/03/25",7.82
"Currency","2010/03/24",7.86
"Currency","2010/03/23",7.84
"Currency","2010/03/22",7.84
"Currency","2010/03/19",7.86
"Currency","2010/03/18",7.86
"Currency","2010/03/17",7.92
"Currency","2010/03/16",7.92
"Currency","2010/03/15",7.92
"Currency","2010/03/12",7.88
"Currency","2010/03/11",7.87
"Currency","2010/03/10",7.87
"Currency","2010/03/09",7.88
"Currency","2010/03/08",7.92
"Currency","2010/03/07",7.97
"Currency","2010/03/05",7.88
"Currency","2010/03/04",7.87
"Currency","2010/03/03",7.92
"Currency","2010/03/02",7.84
"Currency","2010/03/01",7.91
"Currency","2010/02/28",7.93
"Currency","2010/02/26",7.87
"Currency","2010/02/25",7.88
"Currency","2010/02/24",7.87
"Currency","2010/02/23",7.88
"Currency","2010/02/22",7.86
"Currency","2010/02/21",7.97
"Currency","2010/02/19",7.89
"Currency","2010/02/18",7.89
"Currency","2010/02/17",7.91
"Currency","2010/02/16",7.92
"Currency","2010/02/15",7.92
"Currency","2010/02/14",8.01
"Currency","2010/02/12",7.91
"Currency","2010/02/11",7.93
"Currency","2010/02/10",7.97
"Currency","2010/02/09",7.98
"Currency","2010/02/08",7.97
"Currency","2010/02/07",8.09
"Currency","2010/02/05",7.92
"Currency","2010/02/04",7.94
"Currency","2010/02/03",7.97
"Currency","2010/02/02",7.97
"Currency","2010/02/01",7.94
"Currency","2010/01/31",8.07
"Currency","2010/01/29",7.91
"Currency","2010/01/28",7.90
"Currency","2010/01/27",7.97
"Currency","2010/01/26",7.99
"Currency","2010/01/25",7.99
"Currency","2010/01/24",8.05
"Currency","2010/01/22",7.98
"Currency","2010/01/21",8.03
"Currency","2010/01/20",8.04
"Currency","2010/01/19",8.00
"Currency","2010/01/18",8.03
"Currency","2010/01/17",8.08
"Currency","2010/01/15",7.99
"Currency","2010/01/14",7.96
"Currency","2010/01/13",8.04
"Currency","2010/01/12",7.99
"Currency","2010/01/11",7.91
"Currency","2010/01/10",8.08
"Currency","2010/01/08",7.98
"Currency","2010/01/07",7.97
"Currency","2010/01/06",7.93
"Currency","2010/01/05",7.89
"Currency","2010/01/04",7.94
"Currency","2010/01/03",8.05
"Currency","2010/01/01",8.05
"Currency","2009/12/31",7.95
"Currency","2009/12/30",7.91
"Currency","2009/12/29",7.90
"Currency","2009/12/28",7.87
"Currency","2009/12/27",7.96
"Currency","2009/12/25",7.97
"Currency","2009/12/24",7.87
"Currency","2009/12/23",7.86
"Currency","2009/12/22",7.87
"Currency","2009/12/21",7.87
"Currency","2009/12/20",7.97
"Currency","2009/12/18",7.87
"Currency","2009/12/17",7.88
"Currency","2009/12/16",7.88
"Currency","2009/12/15",7.88
"Currency","2009/12/14",7.90
"Currency","2009/12/13",8.08
"Currency","2009/12/11",7.97
"Currency","2009/12/10",7.90
"Currency","2009/12/09",7.90
"Currency","2009/12/08",7.91
"Currency","2009/12/07",7.90
"Currency","2009/12/06",8.10
"Currency","2009/12/04",7.91
"Currency","2009/12/03",7.90
"Currency","2009/12/02",7.93
"Currency","2009/12/01",7.91
"Currency","2009/11/30",7.91
"Currency","2009/11/29",8.00
"Currency","2009/11/27",7.94
"Currency","2009/11/26",7.87
"Currency","2009/11/25",7.91
"Currency","2009/11/24",7.96
"Currency","2009/11/23",8.01
"Currency","2009/11/22",8.11
"Currency","2009/11/20",8.02
"Currency","2009/11/19",8.05
"Currency","2009/11/18",8.04
"Currency","2009/11/17",8.08
"Currency","2009/11/16",8.02
"Currency","2009/11/15",8.12
"Currency","2009/11/13",8.02
"Currency","2009/11/12",8.06
"Currency","2009/11/11",8.03
"Currency","2009/11/10",8.05
"Currency","2009/11/09",8.10
"Currency","2009/11/08",8.15
"Currency","2009/11/06",8.05
"Currency","2009/11/05",8.07
"Currency","2009/11/04",8.08
"Currency","2009/11/03",8.14
"Currency","2009/11/02",8.08
"Currency","2009/11/01",8.19
"Currency","2009/10/30",8.10
"Currency","2009/10/29",7.99
"Currency","2009/10/28",8.08
"Currency","2009/10/27",8.08
"Currency","2009/10/26",8.06
"Currency","2009/10/25",8.19
"Currency","2009/10/23",8.10
"Currency","2009/10/22",8.12
"Currency","2009/10/21",8.13
"Currency","2009/10/20",8.15
"Currency","2009/10/19",8.12
"Currency","2009/10/18",8.09
"Currency","2009/10/16",8.00
"Currency","2009/10/15",8.03
"Currency","2009/10/14",8.10
"Currency","2009/10/13",8.14
"Currency","2009/10/12",8.20
"Currency","2009/10/11",8.26
"Currency","2009/10/09",8.14
"Currency","2009/10/08",8.24
"Currency","2009/10/07",8.25
"Currency","2009/10/06",8.21
"Currency","2009/10/05",8.26
"Currency","2009/10/04",8.45
"Currency","2009/10/02",8.36
"Currency","2009/10/01",8.27
"Currency","2009/09/30",8.15
"Currency","2009/09/29",8.23
"Currency","2009/09/28",8.33
"Currency","2009/09/27",8.43
"Currency","2009/09/25",8.34
"Currency","2009/09/24",8.45
"Currency","2009/09/23",8.37
"Currency","2009/09/22",8.37
"Currency","2009/09/21",8.39
"Currency","2009/09/20",8.57
"Currency","2009/09/18",8.47
"Currency","2009/09/17",8.43
"Currency","2009/09/16",8.43
"Currency","2009/09/15",8.35
"Currency","2009/09/14",8.48
"Currency","2009/09/13",8.52
"Currency","2009/09/11",8.43
"Currency","2009/09/10",8.29
"Currency","2009/09/09",8.34
"Currency","2009/09/08",8.72
"Currency","2009/09/07",8.65
"Currency","2009/09/06",8.79
"Currency","2009/09/04",8.70
"Currency","2009/09/03",8.70
"Currency","2009/09/02",8.54
"Currency","2009/09/01",8.35
"Currency","2009/08/31",8.34
"Currency","2009/08/30",8.29
"Currency","2009/08/28",8.32
"Currency","2009/08/27",8.45
"Currency","2009/08/26",8.38
"Currency","2009/08/25",8.07
"Currency","2009/08/24",8.40
"Currency","2009/08/23",8.40
"Currency","2009/08/21",8.39
"Currency","2009/08/20",8.32
"Currency","2009/08/19",8.18
"Currency","2009/08/18",8.22
"Currency","2009/08/17",8.23
"Currency","2009/08/16",7.97
"Currency","2009/08/14",7.92
"Currency","2009/08/13",8.25
"Currency","2009/08/12",8.17
"Currency","2009/08/11",8.06
"Currency","2009/08/10",8.01
"Currency","2009/08/09",7.99
"Currency","2009/08/07",7.89
"Currency","2009/08/06",7.95
"Currency","2009/08/05",7.77
"Currency","2009/08/04",7.79
"Currency","2009/08/03",7.78
"Currency","2009/07/31",7.78
"Currency","2009/07/30",7.92
"Currency","2009/07/29",7.74
"Currency","2009/07/28",7.71
"Currency","2009/07/27",7.88
"Currency","2009/07/26",7.86
"Currency","2009/07/24",7.84
"Currency","2009/07/23",7.81
"Currency","2009/07/22",7.56
"Currency","2009/07/21",7.56
"Currency","2009/07/20",7.60
"Currency","2009/07/19",7.55
"Currency","2009/07/17",7.57
"Currency","2009/07/16",7.55
"Currency","2009/07/15",7.61
"Currency","2009/07/14",7.59
"Currency","2009/07/13",7.61
"Currency","2009/07/12",7.56
"Currency","2009/07/10",7.57
"Currency","2009/07/09",7.54
"Currency","2009/07/08",7.56
"Currency","2009/07/07",7.56
"Currency","2009/07/06",7.53
"Currency","2009/07/05",7.53
"Currency","2009/07/03",7.53
"Currency","2009/07/02",7.53
"Currency","2009/07/01",7.57
"Currency","2009/06/30",7.62
"Currency","2009/06/29",7.57
"Currency","2009/06/28",7.57
"Currency","2009/06/26",7.54
"Currency","2009/06/25",7.57
"Currency","2009/06/24",7.56
"Currency","2009/06/23",7.55
"Currency","2009/06/22",7.52
"Currency","2009/06/21",7.48
"Currency","2009/06/19",7.51
"Currency","2009/06/18",7.56
"Currency","2009/06/17",7.53
"Currency","2009/06/16",7.54
"Currency","2009/06/15",7.54
"Currency","2009/06/14",7.55
"Currency","2009/06/12",7.55
"Currency","2009/06/11",7.53
"Currency","2009/06/10",7.51
"Currency","2009/06/09",7.51
"Currency","2009/06/08",7.56
"Currency","2009/06/07",7.63
"Currency","2009/06/05",7.52
"Currency","2009/06/04",7.53
"Currency","2009/06/03",7.51
"Currency","2009/06/02",7.53
"Currency","2009/06/01",7.62
"Currency","2009/05/31",7.50
"Currency","2009/05/29",7.50
"Currency","2009/05/28",7.57
"Currency","2009/05/27",7.56
"Currency","2009/05/26",7.55
"Currency","2009/05/25",7.52
"Currency","2009/05/24",7.53
"Currency","2009/05/22",7.53
"Currency","2009/05/21",7.46
"Currency","2009/05/20",7.53
"Currency","2009/05/19",7.50
"Currency","2009/05/18",7.51
"Currency","2009/05/15",7.53
"Currency","2009/05/14",7.56
"Currency","2009/05/13",7.66
"Currency","2009/05/12",7.76
"Currency","2009/05/11",7.70
"Currency","2009/05/08",7.69
"Currency","2009/05/07",7.89
"Currency","2009/05/06",7.91
"Currency","2009/05/05",7.87
"Currency","2009/05/04",7.84
"Currency","2009/05/01",7.83
"Currency","2009/04/30",7.82
"Currency","2009/04/29",7.98
"Currency","2009/04/28",7.86
"Currency","2009/04/27",7.86
"Currency","2009/04/24",7.92
"Currency","2009/04/23",7.99
"Currency","2009/04/22",7.96
"Currency","2009/04/21",7.86
"Currency","2009/04/20",7.94
"Currency","2009/04/17",7.95
"Currency","2009/04/16",7.93
"Currency","2009/04/15",7.94
