"Indicator","Time","Value (USD/MZN)"
"Currency","2018/06/08",58.80
"Currency","2018/06/07",58.97
"Currency","2018/06/06",58.92
"Currency","2018/06/05",58.92
"Currency","2018/06/04",59.19
"Currency","2018/06/01",59.53
"Currency","2018/05/31",60.00
"Currency","2018/05/30",59.31
"Currency","2018/05/29",59.40
"Currency","2018/05/28",60.35
"Currency","2018/05/25",59.30
"Currency","2018/05/24",60.30
"Currency","2018/05/23",59.34
"Currency","2018/05/22",59.40
"Currency","2018/05/21",60.00
"Currency","2018/05/18",60.00
"Currency","2018/05/17",59.46
"Currency","2018/05/16",59.95
"Currency","2018/05/15",59.32
"Currency","2018/05/14",59.47
"Currency","2018/05/11",59.49
"Currency","2018/05/10",59.37
"Currency","2018/05/09",59.20
"Currency","2018/05/08",59.20
"Currency","2018/05/07",59.20
"Currency","2018/05/04",59.13
"Currency","2018/05/03",58.90
"Currency","2018/05/02",58.90
"Currency","2018/05/01",58.90
"Currency","2018/04/30",59.10
"Currency","2018/04/27",58.90
"Currency","2018/04/26",59.07
"Currency","2018/04/25",58.95
"Currency","2018/04/24",59.00
"Currency","2018/04/23",59.10
"Currency","2018/04/20",59.69
"Currency","2018/04/19",60.10
"Currency","2018/04/18",60.10
"Currency","2018/04/17",60.15
"Currency","2018/04/16",60.10
"Currency","2018/04/13",60.00
"Currency","2018/04/12",60.10
"Currency","2018/04/11",60.40
"Currency","2018/04/10",60.70
"Currency","2018/04/09",60.80
"Currency","2018/04/06",60.20
"Currency","2018/04/05",61.00
"Currency","2018/04/04",60.90
"Currency","2018/04/03",61.20
"Currency","2018/04/02",61.25
"Currency","2018/03/30",61.25
"Currency","2018/03/29",61.25
"Currency","2018/03/28",61.50
"Currency","2018/03/27",61.80
"Currency","2018/03/26",61.29
"Currency","2018/03/23",62.20
"Currency","2018/03/22",62.20
"Currency","2018/03/21",62.25
"Currency","2018/03/20",61.65
"Currency","2018/03/19",61.65
"Currency","2018/03/16",62.70
"Currency","2018/03/15",61.65
"Currency","2018/03/14",62.50
"Currency","2018/03/13",61.58
"Currency","2018/03/12",62.40
"Currency","2018/03/09",62.20
"Currency","2018/03/08",62.90
"Currency","2018/03/07",62.80
"Currency","2018/03/06",61.55
"Currency","2018/03/05",62.50
"Currency","2018/03/02",61.00
"Currency","2018/03/01",61.25
"Currency","2018/02/28",61.70
"Currency","2018/02/27",61.70
"Currency","2018/02/26",60.92
"Currency","2018/02/23",60.73
"Currency","2018/02/22",61.45
"Currency","2018/02/21",61.40
"Currency","2018/02/20",61.35
"Currency","2018/02/19",60.90
"Currency","2018/02/16",60.36
"Currency","2018/02/15",60.24
"Currency","2018/02/14",60.30
"Currency","2018/02/13",61.30
"Currency","2018/02/12",60.30
"Currency","2018/02/09",60.29
"Currency","2018/02/08",60.30
"Currency","2018/02/07",61.30
"Currency","2018/02/06",60.34
"Currency","2018/02/05",60.30
"Currency","2018/02/02",60.17
"Currency","2018/02/01",60.30
"Currency","2018/01/31",59.83
"Currency","2018/01/30",59.90
"Currency","2018/01/29",59.50
"Currency","2018/01/26",59.13
"Currency","2018/01/25",59.15
"Currency","2018/01/24",59.00
"Currency","2018/01/23",58.85
"Currency","2018/01/22",58.58
"Currency","2018/01/19",58.39
"Currency","2018/01/18",58.20
"Currency","2018/01/17",58.20
"Currency","2018/01/16",58.15
"Currency","2018/01/15",58.32
"Currency","2018/01/12",58.25
"Currency","2018/01/11",58.25
"Currency","2018/01/10",58.00
"Currency","2018/01/09",58.00
"Currency","2018/01/08",58.00
"Currency","2018/01/05",58.33
"Currency","2018/01/04",58.00
"Currency","2018/01/03",58.10
"Currency","2018/01/02",58.10
"Currency","2017/12/29",58.43
"Currency","2017/12/28",58.45
"Currency","2017/12/27",58.49
"Currency","2017/12/26",58.54
"Currency","2017/12/25",58.63
"Currency","2017/12/22",58.63
"Currency","2017/12/21",58.74
"Currency","2017/12/20",58.00
"Currency","2017/12/19",59.00
"Currency","2017/12/18",59.10
"Currency","2017/12/15",59.12
"Currency","2017/12/14",59.19
"Currency","2017/12/13",59.27
"Currency","2017/12/12",59.35
"Currency","2017/12/11",59.43
"Currency","2017/12/08",59.53
"Currency","2017/12/07",59.65
"Currency","2017/12/06",60.04
"Currency","2017/12/05",59.83
"Currency","2017/12/04",60.00
"Currency","2017/12/01",60.04
"Currency","2017/11/30",60.05
"Currency","2017/11/29",60.22
"Currency","2017/11/28",60.08
"Currency","2017/11/27",60.40
"Currency","2017/11/24",60.27
"Currency","2017/11/23",60.50
"Currency","2017/11/22",60.27
"Currency","2017/11/21",60.00
"Currency","2017/11/20",60.23
"Currency","2017/11/17",60.22
"Currency","2017/11/16",60.19
"Currency","2017/11/15",60.10
"Currency","2017/11/14",60.50
"Currency","2017/11/13",60.44
"Currency","2017/11/10",60.29
"Currency","2017/11/09",60.07
"Currency","2017/11/08",60.29
"Currency","2017/11/07",60.10
"Currency","2017/11/06",60.30
"Currency","2017/11/03",60.27
"Currency","2017/11/02",60.50
"Currency","2017/11/01",60.19
"Currency","2017/10/31",60.20
"Currency","2017/10/30",60.30
"Currency","2017/10/27",60.18
"Currency","2017/10/26",60.23
"Currency","2017/10/25",60.00
"Currency","2017/10/24",60.42
"Currency","2017/10/23",60.46
"Currency","2017/10/20",60.49
"Currency","2017/10/19",60.80
"Currency","2017/10/18",60.63
"Currency","2017/10/17",60.63
"Currency","2017/10/16",61.00
"Currency","2017/10/13",60.64
"Currency","2017/10/12",60.70
"Currency","2017/10/11",60.61
"Currency","2017/10/10",60.69
"Currency","2017/10/09",60.68
"Currency","2017/10/07",60.70
"Currency","2017/10/06",60.70
"Currency","2017/10/05",60.67
"Currency","2017/10/04",60.67
"Currency","2017/10/03",60.29
"Currency","2017/10/02",60.68
"Currency","2017/09/30",60.73
"Currency","2017/09/29",60.73
"Currency","2017/09/28",60.67
"Currency","2017/09/27",60.68
"Currency","2017/09/26",60.00
"Currency","2017/09/25",60.73
"Currency","2017/09/22",60.64
"Currency","2017/09/21",60.69
"Currency","2017/09/20",60.71
"Currency","2017/09/19",60.70
"Currency","2017/09/18",60.70
"Currency","2017/09/16",60.73
"Currency","2017/09/15",60.73
"Currency","2017/09/14",60.72
"Currency","2017/09/13",60.60
"Currency","2017/09/12",60.82
"Currency","2017/09/11",60.70
"Currency","2017/09/08",60.83
"Currency","2017/09/07",60.80
"Currency","2017/09/06",60.70
"Currency","2017/09/05",60.85
"Currency","2017/09/04",60.86
"Currency","2017/09/01",60.86
"Currency","2017/08/31",60.80
"Currency","2017/08/30",60.80
"Currency","2017/08/29",60.70
"Currency","2017/08/28",60.70
"Currency","2017/08/25",60.60
"Currency","2017/08/24",60.60
"Currency","2017/08/23",60.77
"Currency","2017/08/22",60.50
"Currency","2017/08/21",60.74
"Currency","2017/08/18",60.78
"Currency","2017/08/17",60.70
"Currency","2017/08/16",60.68
"Currency","2017/08/15",60.68
"Currency","2017/08/14",60.68
"Currency","2017/08/12",60.65
"Currency","2017/08/11",60.65
"Currency","2017/08/10",60.66
"Currency","2017/08/09",60.67
"Currency","2017/08/08",60.55
"Currency","2017/08/07",60.71
"Currency","2017/08/04",60.68
"Currency","2017/08/03",60.66
"Currency","2017/08/02",60.65
"Currency","2017/08/01",60.63
"Currency","2017/07/31",60.00
"Currency","2017/07/28",60.55
"Currency","2017/07/27",60.94
"Currency","2017/07/26",60.10
"Currency","2017/07/25",60.50
"Currency","2017/07/24",60.34
"Currency","2017/07/21",60.50
"Currency","2017/07/20",60.28
"Currency","2017/07/19",60.35
"Currency","2017/07/18",60.27
"Currency","2017/07/17",60.14
"Currency","2017/07/14",60.01
"Currency","2017/07/13",60.07
"Currency","2017/07/12",60.09
"Currency","2017/07/11",59.98
"Currency","2017/07/10",59.99
"Currency","2017/07/07",59.80
"Currency","2017/07/06",59.96
"Currency","2017/07/05",59.50
"Currency","2017/07/04",59.50
"Currency","2017/07/03",59.60
"Currency","2017/06/30",59.85
"Currency","2017/06/29",59.60
"Currency","2017/06/28",59.00
"Currency","2017/06/27",59.87
"Currency","2017/06/26",59.69
"Currency","2017/06/23",59.80
"Currency","2017/06/22",59.68
"Currency","2017/06/21",59.78
"Currency","2017/06/20",59.70
"Currency","2017/06/19",59.87
"Currency","2017/06/17",59.78
"Currency","2017/06/16",59.78
"Currency","2017/06/15",60.20
"Currency","2017/06/14",59.86
"Currency","2017/06/13",59.95
"Currency","2017/06/12",59.98
"Currency","2017/06/09",59.95
"Currency","2017/06/08",60.02
"Currency","2017/06/07",60.03
"Currency","2017/06/06",59.85
"Currency","2017/06/05",59.49
"Currency","2017/06/02",59.50
"Currency","2017/06/01",59.50
"Currency","2017/05/31",58.70
"Currency","2017/05/30",58.70
"Currency","2017/05/29",59.06
"Currency","2017/05/26",59.15
"Currency","2017/05/25",59.59
"Currency","2017/05/24",59.30
"Currency","2017/05/23",59.50
"Currency","2017/05/22",70.44
"Currency","2017/05/20",70.44
"Currency","2017/05/19",70.44
"Currency","2017/05/18",70.44
"Currency","2017/05/17",70.44
"Currency","2017/05/15",61.00
"Currency","2017/05/12",61.63
"Currency","2017/05/11",62.21
"Currency","2017/05/10",62.21
"Currency","2017/05/09",62.76
"Currency","2017/05/08",62.94
"Currency","2017/05/05",63.03
"Currency","2017/05/04",63.00
"Currency","2017/05/03",63.90
"Currency","2017/05/02",63.83
"Currency","2017/05/01",64.05
"Currency","2017/04/28",64.05
"Currency","2017/04/27",65.00
"Currency","2017/04/26",65.00
"Currency","2017/04/21",64.86
"Currency","2017/04/20",65.05
"Currency","2017/04/19",70.44
"Currency","2017/04/18",70.44
"Currency","2017/04/17",65.37
"Currency","2017/04/15",70.44
"Currency","2017/04/14",70.44
"Currency","2017/04/13",70.44
"Currency","2017/04/12",70.44
"Currency","2017/04/11",70.44
"Currency","2017/04/10",65.82
"Currency","2017/04/07",66.50
"Currency","2017/04/04",66.12
"Currency","2017/04/03",66.40
"Currency","2017/03/31",70.44
"Currency","2017/03/30",70.44
"Currency","2017/03/29",70.44
"Currency","2017/03/28",70.44
"Currency","2017/03/27",67.26
"Currency","2017/03/24",70.44
"Currency","2017/03/23",70.44
"Currency","2017/03/22",70.44
"Currency","2017/03/20",70.44
"Currency","2017/03/17",70.44
"Currency","2017/03/16",70.44
"Currency","2017/03/15",70.44
"Currency","2017/03/14",69.00
"Currency","2017/03/13",69.00
"Currency","2017/03/10",68.17
"Currency","2017/03/09",70.44
"Currency","2017/03/08",69.00
"Currency","2017/03/07",70.44
"Currency","2017/03/06",70.00
"Currency","2017/03/03",70.00
"Currency","2017/03/02",70.44
"Currency","2017/03/01",70.00
"Currency","2017/02/28",70.00
"Currency","2017/02/27",70.00
"Currency","2017/02/24",70.44
"Currency","2017/02/23",70.21
"Currency","2017/02/22",70.44
"Currency","2017/02/21",69.21
"Currency","2017/02/20",70.44
"Currency","2017/02/17",70.00
"Currency","2017/02/16",70.40
"Currency","2017/02/15",70.44
"Currency","2017/02/14",70.00
"Currency","2017/02/13",70.44
"Currency","2017/02/10",70.00
"Currency","2017/02/09",70.44
"Currency","2017/02/08",70.44
"Currency","2017/02/07",70.44
"Currency","2017/02/06",70.44
"Currency","2017/02/03",70.00
"Currency","2017/02/02",70.44
"Currency","2017/02/01",69.89
"Currency","2017/01/31",70.31
"Currency","2017/01/30",69.87
"Currency","2017/01/28",70.34
"Currency","2017/01/27",70.34
"Currency","2017/01/26",70.15
"Currency","2017/01/25",70.16
"Currency","2017/01/24",70.44
"Currency","2017/01/23",70.39
"Currency","2017/01/21",70.67
"Currency","2017/01/20",70.08
"Currency","2017/01/19",69.73
"Currency","2017/01/18",70.62
"Currency","2017/01/17",70.72
"Currency","2017/01/16",70.63
"Currency","2017/01/13",69.73
"Currency","2017/01/12",70.69
"Currency","2017/01/11",70.77
"Currency","2017/01/10",70.80
"Currency","2017/01/09",70.05
"Currency","2017/01/06",70.85
"Currency","2017/01/05",71.13
"Currency","2017/01/04",71.08
"Currency","2017/01/03",71.11
"Currency","2017/01/02",71.24
"Currency","2016/12/30",71.23
"Currency","2016/12/29",71.00
"Currency","2016/12/28",70.91
"Currency","2016/12/27",73.73
"Currency","2016/12/26",72.04
"Currency","2016/12/23",72.03
"Currency","2016/12/22",71.77
"Currency","2016/12/21",71.95
"Currency","2016/12/20",73.73
"Currency","2016/12/19",72.28
"Currency","2016/12/16",72.45
"Currency","2016/12/15",72.57
"Currency","2016/12/14",72.74
"Currency","2016/12/13",72.00
"Currency","2016/12/12",72.85
"Currency","2016/12/10",73.43
"Currency","2016/12/09",73.43
"Currency","2016/12/08",72.68
"Currency","2016/12/07",73.58
"Currency","2016/12/06",73.80
"Currency","2016/12/05",72.76
"Currency","2016/12/02",73.96
"Currency","2016/12/01",74.16
"Currency","2016/11/30",74.05
"Currency","2016/11/29",74.44
"Currency","2016/11/28",74.77
"Currency","2016/11/25",74.85
"Currency","2016/11/24",75.20
"Currency","2016/11/23",75.20
"Currency","2016/11/22",75.21
"Currency","2016/11/21",75.73
"Currency","2016/11/19",75.90
"Currency","2016/11/18",75.90
"Currency","2016/11/17",76.11
"Currency","2016/11/16",76.23
"Currency","2016/11/15",76.36
"Currency","2016/11/14",77.57
"Currency","2016/11/11",76.77
"Currency","2016/11/10",76.82
"Currency","2016/11/09",76.83
"Currency","2016/11/08",76.53
"Currency","2016/11/07",77.12
"Currency","2016/11/04",76.54
"Currency","2016/11/03",77.12
"Currency","2016/11/02",77.09
"Currency","2016/11/01",77.28
"Currency","2016/10/31",76.98
"Currency","2016/10/28",76.82
"Currency","2016/10/27",77.13
"Currency","2016/10/26",77.19
"Currency","2016/10/25",77.35
"Currency","2016/10/24",77.68
"Currency","2016/10/21",78.25
"Currency","2016/10/20",78.31
"Currency","2016/10/19",77.00
"Currency","2016/10/18",77.25
"Currency","2016/10/17",77.93
"Currency","2016/10/14",77.87
"Currency","2016/10/13",77.23
"Currency","2016/10/12",78.39
"Currency","2016/10/11",78.39
"Currency","2016/10/10",77.39
"Currency","2016/10/07",77.24
"Currency","2016/10/06",77.44
"Currency","2016/10/05",77.28
"Currency","2016/10/04",78.45
"Currency","2016/10/03",78.00
"Currency","2016/10/01",77.98
"Currency","2016/09/30",77.98
"Currency","2016/09/29",77.42
"Currency","2016/09/28",77.18
"Currency","2016/09/27",77.18
"Currency","2016/09/26",76.81
"Currency","2016/09/24",76.80
"Currency","2016/09/23",76.80
"Currency","2016/09/22",76.57
"Currency","2016/09/21",76.57
"Currency","2016/09/20",76.81
"Currency","2016/09/19",77.31
"Currency","2016/09/17",76.78
"Currency","2016/09/16",76.78
"Currency","2016/09/15",75.88
"Currency","2016/09/14",77.12
"Currency","2016/09/13",75.92
"Currency","2016/09/12",76.79
"Currency","2016/09/10",75.54
"Currency","2016/09/09",75.54
"Currency","2016/09/08",75.54
"Currency","2016/09/07",73.50
"Currency","2016/09/06",73.51
"Currency","2016/09/05",68.96
"Currency","2016/09/03",73.13
"Currency","2016/09/02",73.13
"Currency","2016/09/01",73.01
"Currency","2016/08/31",72.91
"Currency","2016/08/30",73.06
"Currency","2016/08/29",72.47
"Currency","2016/08/26",72.27
"Currency","2016/08/25",73.09
"Currency","2016/08/24",72.04
"Currency","2016/08/23",76.50
"Currency","2016/08/22",71.84
"Currency","2016/08/19",72.16
"Currency","2016/08/18",71.66
"Currency","2016/08/17",71.66
"Currency","2016/08/16",70.65
"Currency","2016/08/15",71.65
"Currency","2016/08/12",72.18
"Currency","2016/08/11",69.00
"Currency","2016/08/10",69.46
"Currency","2016/08/09",69.17
"Currency","2016/08/08",69.05
"Currency","2016/08/05",68.68
"Currency","2016/08/04",68.68
"Currency","2016/08/03",68.63
"Currency","2016/08/02",68.96
"Currency","2016/08/01",69.12
"Currency","2016/07/29",68.26
"Currency","2016/07/28",67.94
"Currency","2016/07/27",67.65
"Currency","2016/07/26",66.25
"Currency","2016/07/25",67.46
"Currency","2016/07/22",66.55
"Currency","2016/07/21",66.26
"Currency","2016/07/20",65.53
"Currency","2016/07/19",65.75
"Currency","2016/07/18",65.62
"Currency","2016/07/15",66.00
"Currency","2016/07/14",65.60
"Currency","2016/07/13",65.00
"Currency","2016/07/12",65.60
"Currency","2016/07/11",63.44
"Currency","2016/07/08",64.21
"Currency","2016/07/07",64.27
"Currency","2016/07/06",63.91
"Currency","2016/07/05",64.35
"Currency","2016/07/04",63.45
"Currency","2016/07/01",63.45
"Currency","2016/06/30",63.24
"Currency","2016/06/29",63.54
"Currency","2016/06/28",62.67
"Currency","2016/06/27",62.67
"Currency","2016/06/24",62.55
"Currency","2016/06/23",61.96
"Currency","2016/06/22",62.33
"Currency","2016/06/21",63.00
"Currency","2016/06/20",62.18
"Currency","2016/06/17",60.94
"Currency","2016/06/16",61.12
"Currency","2016/06/15",60.22
"Currency","2016/06/14",61.13
"Currency","2016/06/13",59.65
"Currency","2016/06/10",60.21
"Currency","2016/06/09",59.20
"Currency","2016/06/08",59.21
"Currency","2016/06/07",58.60
"Currency","2016/06/06",57.93
"Currency","2016/06/04",58.50
"Currency","2016/06/03",58.50
"Currency","2016/06/02",58.35
"Currency","2016/06/01",58.22
"Currency","2016/05/31",58.32
"Currency","2016/05/30",56.66
"Currency","2016/05/27",56.66
"Currency","2016/05/26",56.66
"Currency","2016/05/25",56.66
"Currency","2016/05/24",55.98
"Currency","2016/05/23",55.69
"Currency","2016/05/20",55.26
"Currency","2016/05/19",54.70
"Currency","2016/05/18",54.90
"Currency","2016/05/17",54.61
"Currency","2016/05/16",54.23
"Currency","2016/05/13",54.23
"Currency","2016/05/12",53.51
"Currency","2016/05/11",53.53
"Currency","2016/05/10",54.42
"Currency","2016/05/09",54.49
"Currency","2016/05/06",54.02
"Currency","2016/05/05",53.99
"Currency","2016/05/04",53.71
"Currency","2016/05/03",53.49
"Currency","2016/05/02",53.49
"Currency","2016/04/29",53.07
"Currency","2016/04/28",53.70
"Currency","2016/04/27",52.80
"Currency","2016/04/26",52.80
"Currency","2016/04/25",53.05
"Currency","2016/04/23",52.72
"Currency","2016/04/22",52.72
"Currency","2016/04/21",52.65
"Currency","2016/04/20",52.65
"Currency","2016/04/19",52.52
"Currency","2016/04/18",51.67
"Currency","2016/04/15",52.33
"Currency","2016/04/14",51.41
"Currency","2016/04/13",51.85
"Currency","2016/04/12",52.45
"Currency","2016/04/11",52.47
"Currency","2016/04/09",51.56
"Currency","2016/04/08",51.56
"Currency","2016/04/07",50.75
"Currency","2016/04/06",50.79
"Currency","2016/04/05",50.50
"Currency","2016/04/04",50.45
"Currency","2016/04/01",50.54
"Currency","2016/03/31",51.66
"Currency","2016/03/30",51.95
"Currency","2016/03/29",51.54
"Currency","2016/03/28",51.50
"Currency","2016/03/25",51.99
"Currency","2016/03/24",51.99
"Currency","2016/03/23",52.00
"Currency","2016/03/22",50.90
"Currency","2016/03/21",51.13
"Currency","2016/03/18",51.11
"Currency","2016/03/17",50.58
"Currency","2016/03/16",49.80
"Currency","2016/03/15",51.08
"Currency","2016/03/14",50.97
"Currency","2016/03/13",50.46
"Currency","2016/03/11",50.50
"Currency","2016/03/10",50.71
"Currency","2016/03/09",50.55
"Currency","2016/03/08",50.21
"Currency","2016/03/07",49.17
"Currency","2016/03/06",50.30
"Currency","2016/03/04",50.30
"Currency","2016/03/03",49.89
"Currency","2016/03/02",49.95
"Currency","2016/03/01",48.69
"Currency","2016/02/29",48.69
"Currency","2016/02/28",48.35
"Currency","2016/02/26",48.35
"Currency","2016/02/25",49.10
"Currency","2016/02/24",48.55
"Currency","2016/02/23",48.23
"Currency","2016/02/22",48.43
"Currency","2016/02/19",49.28
"Currency","2016/02/18",48.07
"Currency","2016/02/17",47.69
"Currency","2016/02/16",48.60
"Currency","2016/02/15",48.37
"Currency","2016/02/12",48.39
"Currency","2016/02/11",49.93
"Currency","2016/02/10",49.08
"Currency","2016/02/09",49.23
"Currency","2016/02/08",48.73
"Currency","2016/02/05",48.51
"Currency","2016/02/04",47.93
"Currency","2016/02/03",47.86
"Currency","2016/02/02",47.84
"Currency","2016/02/01",47.63
"Currency","2016/01/29",45.23
"Currency","2016/01/28",45.50
"Currency","2016/01/27",47.39
"Currency","2016/01/26",45.43
"Currency","2016/01/25",47.32
"Currency","2016/01/22",46.20
"Currency","2016/01/21",45.45
"Currency","2016/01/20",44.48
"Currency","2016/01/19",46.50
"Currency","2016/01/18",46.50
"Currency","2016/01/15",46.50
"Currency","2016/01/14",47.26
"Currency","2016/01/13",47.26
"Currency","2016/01/12",47.31
"Currency","2016/01/11",46.46
"Currency","2016/01/10",46.83
"Currency","2016/01/08",46.83
"Currency","2016/01/07",46.63
"Currency","2016/01/06",46.63
"Currency","2016/01/05",45.05
"Currency","2016/01/04",45.30
"Currency","2016/01/01",48.00
"Currency","2015/12/31",48.00
"Currency","2015/12/30",48.00
"Currency","2015/12/29",48.50
"Currency","2015/12/28",48.42
"Currency","2015/12/25",48.42
"Currency","2015/12/24",48.42
"Currency","2015/12/23",48.75
"Currency","2015/12/22",48.40
"Currency","2015/12/21",49.19
"Currency","2015/12/20",48.80
"Currency","2015/12/18",48.80
"Currency","2015/12/17",49.91
"Currency","2015/12/16",50.03
"Currency","2015/12/15",51.27
"Currency","2015/12/14",51.27
"Currency","2015/12/11",51.27
"Currency","2015/12/10",50.50
"Currency","2015/12/09",51.00
"Currency","2015/12/08",51.50
"Currency","2015/12/07",51.50
"Currency","2015/12/06",52.50
"Currency","2015/12/04",52.50
"Currency","2015/12/03",53.03
"Currency","2015/12/02",53.50
"Currency","2015/12/01",54.25
"Currency","2015/11/30",54.24
"Currency","2015/11/28",56.38
"Currency","2015/11/27",56.38
"Currency","2015/11/26",56.38
"Currency","2015/11/25",56.48
"Currency","2015/11/24",53.80
"Currency","2015/11/23",45.12
"Currency","2015/11/20",45.12
"Currency","2015/11/19",45.23
"Currency","2015/11/18",45.23
"Currency","2015/11/17",45.23
"Currency","2015/11/16",45.23
"Currency","2015/11/13",45.25
"Currency","2015/11/12",45.25
"Currency","2015/11/11",45.25
"Currency","2015/11/10",44.32
"Currency","2015/11/09",44.44
"Currency","2015/11/08",44.54
"Currency","2015/11/06",44.54
"Currency","2015/11/05",44.35
"Currency","2015/11/04",43.84
"Currency","2015/11/03",43.84
"Currency","2015/11/02",43.13
"Currency","2015/11/01",42.65
"Currency","2015/10/30",42.65
"Currency","2015/10/29",42.73
"Currency","2015/10/28",42.85
"Currency","2015/10/27",42.80
"Currency","2015/10/26",42.74
"Currency","2015/10/25",42.73
"Currency","2015/10/23",42.73
"Currency","2015/10/22",42.75
"Currency","2015/10/21",42.82
"Currency","2015/10/20",42.82
"Currency","2015/10/19",42.73
"Currency","2015/10/18",42.73
"Currency","2015/10/16",42.73
"Currency","2015/10/15",42.74
"Currency","2015/10/14",42.73
"Currency","2015/10/13",42.42
"Currency","2015/10/12",42.42
"Currency","2015/10/09",42.42
"Currency","2015/10/08",42.45
"Currency","2015/10/07",42.53
"Currency","2015/10/06",42.40
"Currency","2015/10/05",42.50
"Currency","2015/10/04",42.50
"Currency","2015/10/02",42.50
"Currency","2015/10/01",42.50
"Currency","2015/09/30",42.50
"Currency","2015/09/29",42.73
"Currency","2015/09/28",42.50
"Currency","2015/09/27",42.50
"Currency","2015/09/26",42.50
"Currency","2015/09/25",42.50
"Currency","2015/09/24",42.50
"Currency","2015/09/23",42.75
"Currency","2015/09/22",43.43
"Currency","2015/09/21",43.43
"Currency","2015/09/20",43.17
"Currency","2015/09/18",43.17
"Currency","2015/09/17",43.17
"Currency","2015/09/16",43.17
"Currency","2015/09/15",43.00
"Currency","2015/09/14",43.17
"Currency","2015/09/13",43.09
"Currency","2015/09/11",43.09
"Currency","2015/09/10",43.08
"Currency","2015/09/09",43.00
"Currency","2015/09/08",42.91
"Currency","2015/09/07",42.80
"Currency","2015/09/06",42.61
"Currency","2015/09/04",42.61
"Currency","2015/09/03",42.59
"Currency","2015/09/02",41.11
"Currency","2015/09/01",41.33
"Currency","2015/08/31",41.28
"Currency","2015/08/30",41.26
"Currency","2015/08/28",41.26
"Currency","2015/08/27",41.26
"Currency","2015/08/26",40.86
"Currency","2015/08/25",40.46
"Currency","2015/08/24",40.46
"Currency","2015/08/21",39.90
"Currency","2015/08/20",39.63
"Currency","2015/08/19",39.18
"Currency","2015/08/18",39.18
"Currency","2015/08/17",39.23
"Currency","2015/08/14",39.25
"Currency","2015/08/13",39.08
"Currency","2015/08/12",38.95
"Currency","2015/08/11",38.80
"Currency","2015/08/10",38.78
"Currency","2015/08/07",38.83
"Currency","2015/08/05",38.05
"Currency","2015/08/04",38.05
"Currency","2015/08/03",37.75
"Currency","2015/07/31",37.75
"Currency","2015/07/30",37.81
"Currency","2015/07/29",38.01
"Currency","2015/07/28",37.81
"Currency","2015/07/27",37.90
"Currency","2015/07/24",37.90
"Currency","2015/07/23",37.90
"Currency","2015/07/22",37.85
"Currency","2015/07/21",37.85
"Currency","2015/07/20",37.75
"Currency","2015/07/17",37.75
"Currency","2015/07/16",38.20
"Currency","2015/07/15",38.15
"Currency","2015/07/14",38.00
"Currency","2015/07/13",38.10
"Currency","2015/07/12",38.45
"Currency","2015/07/10",38.00
"Currency","2015/07/09",38.20
"Currency","2015/07/08",38.25
"Currency","2015/07/07",38.25
"Currency","2015/07/06",38.05
"Currency","2015/07/04",38.55
"Currency","2015/07/03",38.05
"Currency","2015/07/02",38.05
"Currency","2015/07/01",38.05
"Currency","2015/06/30",38.05
"Currency","2015/06/29",38.00
"Currency","2015/06/26",37.95
"Currency","2015/06/25",37.80
"Currency","2015/06/24",37.75
"Currency","2015/06/23",37.75
"Currency","2015/06/22",38.00
"Currency","2015/06/19",37.95
"Currency","2015/06/18",37.75
"Currency","2015/06/17",37.25
"Currency","2015/06/16",37.20
"Currency","2015/06/15",37.25
"Currency","2015/06/12",37.20
"Currency","2015/06/11",36.85
"Currency","2015/06/10",36.75
"Currency","2015/06/09",36.90
"Currency","2015/06/08",37.00
"Currency","2015/06/05",36.65
"Currency","2015/06/04",37.55
"Currency","2015/06/03",36.85
"Currency","2015/06/02",36.80
"Currency","2015/06/01",37.00
"Currency","2015/05/29",36.85
"Currency","2015/05/28",36.00
"Currency","2015/05/27",37.05
"Currency","2015/05/26",37.00
"Currency","2015/05/25",37.00
"Currency","2015/05/22",37.00
"Currency","2015/05/21",36.95
"Currency","2015/05/20",35.57
"Currency","2015/05/19",35.50
"Currency","2015/05/18",35.50
"Currency","2015/05/15",35.40
"Currency","2015/05/14",35.41
"Currency","2015/05/13",35.41
"Currency","2015/05/12",35.35
"Currency","2015/05/11",34.70
"Currency","2015/05/08",35.21
"Currency","2015/05/07",35.10
"Currency","2015/05/06",35.20
"Currency","2015/05/05",35.00
"Currency","2015/05/04",34.60
"Currency","2015/05/01",32.10
"Currency","2015/04/30",35.05
"Currency","2015/04/29",34.70
"Currency","2015/04/28",35.10
"Currency","2015/04/27",34.90
"Currency","2015/04/24",34.80
"Currency","2015/04/23",34.85
"Currency","2015/04/22",34.61
"Currency","2015/04/21",34.20
"Currency","2015/04/20",34.31
"Currency","2015/04/17",34.35
"Currency","2015/04/16",34.50
"Currency","2015/04/15",34.75
"Currency","2015/04/14",34.80
"Currency","2015/04/13",35.35
"Currency","2015/04/10",35.65
"Currency","2015/04/09",35.40
"Currency","2015/04/08",35.53
"Currency","2015/04/07",35.80
"Currency","2015/04/06",36.00
"Currency","2015/04/03",36.50
"Currency","2015/04/02",36.50
"Currency","2015/04/01",35.75
"Currency","2015/03/31",36.50
"Currency","2015/03/30",34.20
"Currency","2015/03/27",34.20
"Currency","2015/03/26",34.43
"Currency","2015/03/25",33.77
"Currency","2015/03/24",34.65
"Currency","2015/03/23",34.50
"Currency","2015/03/20",34.47
"Currency","2015/03/19",34.03
