"Indicator","Time","Value (USD/IDR)"
"Currency","2009/07/22",9987.30
"Currency","2009/07/21",9990.80
"Currency","2009/07/20",10150.00
"Currency","2009/07/17",10045.00
"Currency","2009/07/16",9990.00
"Currency","2009/07/15",10048.00
"Currency","2009/07/14",10185.00
"Currency","2009/07/13",10125.00
"Currency","2009/07/10",10035.00
"Currency","2009/07/09",10187.00
"Currency","2009/07/08",10297.00
"Currency","2009/07/07",10269.00
"Currency","2009/07/06",10225.00
"Currency","2009/07/03",10237.00
"Currency","2009/07/02",10239.00
"Currency","2009/07/01",10105.00
"Currency","2009/06/30",10179.00
"Currency","2009/06/29",10238.00
"Currency","2009/06/26",10262.00
"Currency","2009/06/25",10297.00
"Currency","2009/06/24",10331.00
"Currency","2009/06/23",10341.00
"Currency","2009/06/22",10185.00
"Currency","2009/06/19",10426.00
"Currency","2009/06/18",10450.00
"Currency","2009/06/17",10179.00
"Currency","2009/06/16",10203.00
"Currency","2009/06/15",10175.00
"Currency","2009/06/12",10104.00
"Currency","2009/06/11",10024.00
"Currency","2009/06/10",10013.00
"Currency","2009/06/09",10012.00
"Currency","2009/06/08",10006.00
"Currency","2009/06/05",9949.50
"Currency","2009/06/04",10070.00
"Currency","2009/06/03",10125.00
"Currency","2009/06/02",10229.00
"Currency","2009/06/01",10151.00
"Currency","2009/05/29",10155.00
"Currency","2009/05/28",10321.00
"Currency","2009/05/27",10684.00
"Currency","2009/05/26",10300.00
"Currency","2009/05/25",10177.00
"Currency","2009/05/22",10181.00
"Currency","2009/05/21",10252.00
"Currency","2009/05/20",10337.00
"Currency","2009/05/19",10271.00
"Currency","2009/05/18",10251.00
"Currency","2009/05/15",10326.00
"Currency","2009/05/14",10338.00
"Currency","2009/05/13",10362.00
"Currency","2009/05/12",10318.00
"Currency","2009/05/11",10296.00
"Currency","2009/05/08",10258.00
"Currency","2009/05/07",10366.00
"Currency","2009/05/06",10420.00
"Currency","2009/05/05",10410.00
"Currency","2009/05/04",10477.00
"Currency","2009/05/01",10598.00
"Currency","2009/04/30",10713.00
"Currency","2009/04/29",10686.00
"Currency","2009/04/28",10796.00
"Currency","2009/04/27",10889.00
"Currency","2009/04/24",10693.00
"Currency","2009/04/23",10787.00
"Currency","2009/04/22",10824.00
"Currency","2009/04/21",10828.00
"Currency","2009/04/20",10684.00
"Currency","2009/04/17",11083.00
"Currency","2009/04/16",10969.00
"Currency","2009/04/15",10851.00
"Currency","2009/04/14",10892.00
"Currency","2009/04/13",11178.00
"Currency","2009/04/10",11336.00
"Currency","2009/04/09",11354.00
"Currency","2009/04/08",11320.00
"Currency","2009/04/07",11294.00
"Currency","2009/04/06",11467.00
"Currency","2009/04/03",11396.00
"Currency","2009/04/02",11459.00
"Currency","2009/04/01",11538.00
"Currency","2009/03/31",11590.00
"Currency","2009/03/30",11548.00
"Currency","2009/03/27",11456.00
"Currency","2009/03/26",11505.00
"Currency","2009/03/25",11585.00
"Currency","2009/03/24",11814.00
"Currency","2009/03/23",11694.00
"Currency","2009/03/20",11726.00
"Currency","2009/03/19",11930.00
"Currency","2009/03/18",11624.00
"Currency","2009/03/17",11936.00
"Currency","2009/03/16",11988.00
"Currency","2009/03/13",11950.00
"Currency","2009/03/12",11901.00
"Currency","2009/03/11",11842.00
"Currency","2009/03/10",11925.00
"Currency","2009/03/09",12064.00
"Currency","2009/03/06",12048.00
"Currency","2009/03/05",11995.00
"Currency","2009/03/04",12043.00
"Currency","2009/03/03",12029.00
"Currency","2009/03/02",12145.00
"Currency","2009/02/27",12041.00
"Currency","2009/02/26",12045.00
"Currency","2009/02/25",11935.00
"Currency","2009/02/24",11786.00
"Currency","2009/02/23",12031.00
"Currency","2009/02/20",11650.00
"Currency","2009/02/19",11982.00
"Currency","2009/02/18",11869.00
"Currency","2009/02/17",12075.00
"Currency","2009/02/16",11873.00
"Currency","2009/02/13",11812.00
"Currency","2009/02/12",11689.00
"Currency","2009/02/11",11878.00
"Currency","2009/02/10",11838.00
"Currency","2009/02/09",11793.00
"Currency","2009/02/06",11559.00
"Currency","2009/02/05",11681.00
"Currency","2009/02/04",11622.00
"Currency","2009/02/03",11667.00
"Currency","2009/02/02",11725.00
"Currency","2009/01/30",11328.00
"Currency","2009/01/29",11414.00
"Currency","2009/01/28",11369.00
"Currency","2009/01/27",11043.00
"Currency","2009/01/26",11060.00
"Currency","2009/01/23",11255.00
"Currency","2009/01/22",11160.00
"Currency","2009/01/21",11129.00
"Currency","2009/01/20",11308.00
"Currency","2009/01/19",11128.00
"Currency","2009/01/16",10964.00
"Currency","2009/01/15",11087.00
"Currency","2009/01/14",11101.00
"Currency","2009/01/13",11076.00
"Currency","2009/01/12",11109.00
"Currency","2009/01/09",11001.00
"Currency","2009/01/08",11005.00
"Currency","2009/01/07",10852.00
"Currency","2009/01/06",10992.00
"Currency","2009/01/05",10929.00
"Currency","2009/01/02",10991.00
"Currency","2009/01/01",11142.00
"Currency","2008/12/31",11160.00
"Currency","2008/12/30",11032.00
"Currency","2008/12/29",11111.00
"Currency","2008/12/26",11148.00
"Currency","2008/12/25",11158.00
"Currency","2008/12/24",11165.00
"Currency","2008/12/23",11179.00
"Currency","2008/12/22",10934.00
"Currency","2008/12/19",11244.00
"Currency","2008/12/18",10953.00
"Currency","2008/12/17",10863.00
"Currency","2008/12/16",10853.00
"Currency","2008/12/15",11100.00
"Currency","2008/12/12",10909.00
"Currency","2008/12/11",10926.00
"Currency","2008/12/10",10889.00
"Currency","2008/12/09",10856.00
"Currency","2008/12/08",11430.00
"Currency","2008/12/05",12002.00
"Currency","2008/12/04",11949.00
"Currency","2008/12/03",11961.00
"Currency","2008/12/02",12313.00
"Currency","2008/12/01",12233.00
"Currency","2008/11/28",12749.00
"Currency","2008/11/27",12552.00
"Currency","2008/11/26",12549.00
"Currency","2008/11/25",12416.00
"Currency","2008/11/24",12407.00
"Currency","2008/11/21",11955.00
"Currency","2008/11/20",12372.00
"Currency","2008/11/19",12000.00
"Currency","2008/11/18",12009.00
"Currency","2008/11/17",11865.00
"Currency","2008/11/14",11493.00
"Currency","2008/11/13",11314.00
"Currency","2008/11/12",11218.00
"Currency","2008/11/11",11171.00
"Currency","2008/11/10",11124.00
"Currency","2008/11/07",11155.00
"Currency","2008/11/06",11100.00
"Currency","2008/11/05",10453.00
"Currency","2008/11/04",10749.00
"Currency","2008/11/03",11065.00
"Currency","2008/10/31",11024.00
"Currency","2008/10/30",10782.00
"Currency","2008/10/29",10700.00
"Currency","2008/10/28",10542.00
"Currency","2008/10/27",10832.00
"Currency","2008/10/24",9993.70
"Currency","2008/10/23",9854.00
"Currency","2008/10/22",9954.00
"Currency","2008/10/21",9858.10
"Currency","2008/10/20",9953.70
"Currency","2008/10/17",9868.90
"Currency","2008/10/16",9838.00
"Currency","2008/10/15",9823.70
"Currency","2008/10/14",9715.40
"Currency","2008/10/13",9713.70
"Currency","2008/10/10",9876.10
"Currency","2008/10/09",9634.90
"Currency","2008/10/08",9572.40
"Currency","2008/10/07",9605.10
"Currency","2008/10/06",9572.10
"Currency","2008/10/03",9453.70
"Currency","2008/10/02",9431.00
"Currency","2008/10/01",9536.20
"Currency","2008/09/30",9481.70
"Currency","2008/09/29",9442.70
"Currency","2008/09/26",9393.00
"Currency","2008/09/25",9360.40
"Currency","2008/09/24",9367.10
"Currency","2008/09/23",9327.30
"Currency","2008/09/22",9277.70
"Currency","2008/09/19",9389.20
"Currency","2008/09/18",9385.00
"Currency","2008/09/17",9367.70
"Currency","2008/09/16",9468.20
"Currency","2008/09/15",9118.90
"Currency","2008/09/12",9299.10
"Currency","2008/09/11",9461.20
"Currency","2008/09/10",9470.20
"Currency","2008/09/09",9357.60
"Currency","2008/09/08",9377.80
"Currency","2008/09/05",9318.90
"Currency","2008/09/04",9330.40
"Currency","2008/09/03",9521.10
"Currency","2008/09/02",9500.50
"Currency","2008/09/01",9253.20
"Currency","2008/08/29",9193.50
"Currency","2008/08/28",9165.70
"Currency","2008/08/27",9159.40
"Currency","2008/08/26",9312.80
"Currency","2008/08/25",9265.00
"Currency","2008/08/22",9265.00
"Currency","2008/08/21",9265.00
"Currency","2008/08/20",9265.00
"Currency","2008/08/19",9265.00
"Currency","2008/08/18",9265.00
"Currency","2008/08/15",9265.00
"Currency","2008/08/14",9265.00
"Currency","2008/08/13",9265.00
"Currency","2008/08/12",9265.00
"Currency","2008/08/11",9265.00
"Currency","2008/08/08",9265.00
"Currency","2008/08/07",9265.00
"Currency","2008/08/06",9265.00
"Currency","2008/08/05",9265.00
"Currency","2008/08/04",9265.00
"Currency","2008/08/01",9265.00
"Currency","2008/07/31",9108.10
"Currency","2008/07/30",9118.60
"Currency","2008/07/29",9106.90
"Currency","2008/07/28",9120.40
"Currency","2008/07/25",9140.50
"Currency","2008/07/24",9110.30
"Currency","2008/07/23",9210.00
"Currency","2008/07/22",9151.10
"Currency","2008/07/21",9150.30
"Currency","2008/07/18",9137.10
"Currency","2008/07/17",9158.70
"Currency","2008/07/16",9184.30
"Currency","2008/07/15",9140.30
"Currency","2008/07/14",9141.50
"Currency","2008/07/11",9058.10
"Currency","2008/07/10",9152.00
"Currency","2008/07/09",9157.10
"Currency","2008/07/08",9208.30
"Currency","2008/07/07",9189.20
"Currency","2008/07/04",9194.20
"Currency","2008/07/03",9202.20
"Currency","2008/07/02",9203.40
"Currency","2008/07/01",9265.00
"Currency","2008/06/30",9194.50
"Currency","2008/06/27",9193.70
"Currency","2008/06/26",9192.30
"Currency","2008/06/25",9188.40
"Currency","2008/06/24",9269.00
"Currency","2008/06/23",9311.70
"Currency","2008/06/20",9251.20
"Currency","2008/06/19",9266.20
"Currency","2008/06/18",9277.60
"Currency","2008/06/17",9286.80
"Currency","2008/06/16",9303.60
"Currency","2008/06/13",9423.10
"Currency","2008/06/12",9365.20
"Currency","2008/06/11",9308.10
"Currency","2008/06/10",9317.00
"Currency","2008/06/09",9341.00
"Currency","2008/06/06",9161.80
"Currency","2008/06/05",9276.10
"Currency","2008/06/04",9412.60
"Currency","2008/06/03",9401.90
"Currency","2008/06/02",9343.80
"Currency","2008/05/30",9346.80
"Currency","2008/05/29",9361.60
"Currency","2008/05/28",9278.80
"Currency","2008/05/27",9340.00
"Currency","2008/05/26",9297.80
"Currency","2008/05/23",9295.40
"Currency","2008/05/22",9408.50
"Currency","2008/05/21",9375.20
"Currency","2008/05/20",9183.80
"Currency","2008/05/19",9257.80
"Currency","2008/05/16",9228.20
"Currency","2008/05/15",9313.90
"Currency","2008/05/14",9290.50
"Currency","2008/05/13",9239.90
"Currency","2008/05/12",9183.80
"Currency","2008/05/09",9213.60
"Currency","2008/05/08",9207.60
"Currency","2008/05/07",9218.30
"Currency","2008/05/06",9207.60
"Currency","2008/05/05",9195.70
"Currency","2008/05/02",9212.00
"Currency","2008/05/01",9265.00
"Currency","2008/04/30",9354.50
"Currency","2008/04/29",9210.10
"Currency","2008/04/28",9338.30
"Currency","2008/04/25",9220.30
"Currency","2008/04/24",9191.20
"Currency","2008/04/23",9204.30
"Currency","2008/04/22",9120.80
"Currency","2008/04/21",9163.20
"Currency","2008/04/18",9175.00
"Currency","2008/04/17",9191.50
"Currency","2008/04/16",9187.50
"Currency","2008/04/15",9183.60
"Currency","2008/04/14",9181.70
"Currency","2008/04/11",9180.80
"Currency","2008/04/10",9179.60
"Currency","2008/04/09",9221.60
"Currency","2008/04/08",9198.70
"Currency","2008/04/07",9185.90
"Currency","2008/04/04",9158.50
"Currency","2008/04/03",9199.10
"Currency","2008/04/02",9185.70
"Currency","2008/04/01",9265.00
"Currency","2008/03/31",9223.60
"Currency","2008/03/28",9220.70
"Currency","2008/03/27",9182.90
"Currency","2008/03/26",9146.40
"Currency","2008/03/25",9169.20
"Currency","2008/03/24",9168.10
"Currency","2008/03/21",9031.30
"Currency","2008/03/20",9161.00
"Currency","2008/03/19",9188.60
"Currency","2008/03/18",9259.30
"Currency","2008/03/17",9151.80
"Currency","2008/03/14",9228.30
"Currency","2008/03/13",9183.20
"Currency","2008/03/12",9119.00
"Currency","2008/03/11",9151.60
"Currency","2008/03/10",9180.10
"Currency","2008/03/07",9036.40
"Currency","2008/03/06",9016.20
"Currency","2008/03/05",9078.70
"Currency","2008/03/04",9093.60
"Currency","2008/03/03",9092.40
"Currency","2008/02/29",9039.40
"Currency","2008/02/28",9059.20
"Currency","2008/02/27",9036.80
"Currency","2008/02/26",9037.20
"Currency","2008/02/25",9158.30
"Currency","2008/02/22",9164.80
"Currency","2008/02/21",9082.60
"Currency","2008/02/20",9139.10
"Currency","2008/02/19",9154.10
"Currency","2008/02/18",9187.70
"Currency","2008/02/15",9173.30
"Currency","2008/02/14",9202.70
"Currency","2008/02/13",9264.50
"Currency","2008/02/12",9227.40
"Currency","2008/02/11",9278.70
"Currency","2008/02/08",9231.90
"Currency","2008/02/07",9336.50
"Currency","2008/02/06",9247.00
"Currency","2008/02/05",9210.20
"Currency","2008/02/04",9219.40
"Currency","2008/02/01",9210.40
"Currency","2008/01/31",9209.90
"Currency","2008/01/30",9252.50
"Currency","2008/01/29",9346.60
"Currency","2008/01/28",9336.90
"Currency","2008/01/25",9337.50
"Currency","2008/01/24",9338.60
"Currency","2008/01/23",9340.40
"Currency","2008/01/22",9455.50
"Currency","2008/01/21",9574.50
"Currency","2008/01/18",9444.80
"Currency","2008/01/17",9457.90
"Currency","2008/01/16",9515.40
"Currency","2008/01/15",9442.90
"Currency","2008/01/14",9370.10
"Currency","2008/01/11",9420.40
"Currency","2008/01/10",9425.40
"Currency","2008/01/09",9426.40
"Currency","2008/01/08",9424.70
"Currency","2008/01/07",9439.50
"Currency","2008/01/04",9441.80
"Currency","2008/01/03",9417.10
"Currency","2008/01/02",9390.80
"Currency","2008/01/01",9445.60
"Currency","2007/12/31",9459.90
"Currency","2007/12/28",9385.00
"Currency","2007/12/27",9416.90
"Currency","2007/12/26",9347.00
"Currency","2007/12/25",9406.00
"Currency","2007/12/24",9405.70
"Currency","2007/12/21",9405.00
"Currency","2007/12/20",9444.20
"Currency","2007/12/19",9410.70
"Currency","2007/12/18",9265.00
"Currency","2007/12/17",9329.00
"Currency","2007/12/14",9314.80
"Currency","2007/12/13",9298.20
"Currency","2007/12/12",9258.10
"Currency","2007/12/11",9287.70
"Currency","2007/12/10",9259.00
"Currency","2007/12/07",9270.20
"Currency","2007/12/06",9247.80
"Currency","2007/12/05",9297.10
"Currency","2007/12/04",9286.10
"Currency","2007/12/03",9319.60
"Currency","2007/11/30",9370.50
"Currency","2007/11/29",9370.60
"Currency","2007/11/28",9383.70
"Currency","2007/11/27",9386.60
"Currency","2007/11/26",9265.00
"Currency","2007/11/23",9408.80
"Currency","2007/11/22",9374.90
"Currency","2007/11/21",9372.40
"Currency","2007/11/20",9310.60
"Currency","2007/11/19",9313.70
"Currency","2007/11/16",9013.90
"Currency","2007/11/15",9241.10
"Currency","2007/11/14",9223.40
"Currency","2007/11/13",9141.30
"Currency","2007/11/12",9203.30
"Currency","2007/11/09",9107.90
"Currency","2007/11/08",9125.60
"Currency","2007/11/07",9133.50
"Currency","2007/11/06",9102.80
"Currency","2007/11/05",9135.50
"Currency","2007/11/02",9049.50
"Currency","2007/11/01",9087.80
"Currency","2007/10/31",9087.80
"Currency","2007/10/30",9090.30
"Currency","2007/10/29",9063.20
"Currency","2007/10/26",9112.70
"Currency","2007/10/25",9117.20
"Currency","2007/10/24",9158.80
"Currency","2007/10/23",9135.50
"Currency","2007/10/22",9131.00
"Currency","2007/10/19",9055.60
"Currency","2007/10/18",9000.00
"Currency","2007/10/17",9050.30
"Currency","2007/10/16",9075.80
"Currency","2007/10/15",9057.30
"Currency","2007/10/12",9042.90
"Currency","2007/10/11",9041.90
"Currency","2007/10/10",9081.60
"Currency","2007/10/09",9057.10
"Currency","2007/10/08",9106.10
"Currency","2007/10/05",9050.40
"Currency","2007/10/04",9123.40
"Currency","2007/10/03",9125.10
"Currency","2007/10/02",9077.40
"Currency","2007/10/01",9112.00
"Currency","2007/09/28",9093.50
"Currency","2007/09/27",9126.90
"Currency","2007/09/26",9142.70
"Currency","2007/09/25",9148.10
"Currency","2007/09/24",9127.70
"Currency","2007/09/21",9155.10
"Currency","2007/09/20",9144.20
"Currency","2007/09/19",9207.10
"Currency","2007/09/18",9307.50
"Currency","2007/09/17",9383.70
"Currency","2007/09/14",9357.90
"Currency","2007/09/13",9403.30
"Currency","2007/09/12",9355.70
"Currency","2007/09/11",9401.60
"Currency","2007/09/10",9265.00
"Currency","2007/09/07",9395.90
"Currency","2007/09/06",9383.30
"Currency","2007/09/05",9396.90
"Currency","2007/09/04",9370.00
"Currency","2007/09/03",9471.20
"Currency","2007/08/31",9454.50
"Currency","2007/08/30",9420.50
"Currency","2007/08/29",9376.50
"Currency","2007/08/28",9427.50
"Currency","2007/08/27",9401.60
"Currency","2007/08/24",9381.60
"Currency","2007/08/23",9351.60
"Currency","2007/08/22",9378.80
"Currency","2007/08/21",9441.50
"Currency","2007/08/20",9383.70
"Currency","2007/08/17",9464.50
"Currency","2007/08/16",9457.30
"Currency","2007/08/15",9437.30
"Currency","2007/08/14",9402.60
"Currency","2007/08/13",9350.10
"Currency","2007/08/10",9286.90
"Currency","2007/08/09",9296.00
"Currency","2007/08/08",9209.10
"Currency","2007/08/07",9250.00
"Currency","2007/08/06",9213.10
"Currency","2007/08/03",9220.80
"Currency","2007/08/02",9273.60
"Currency","2007/08/01",9294.00
"Currency","2007/07/31",9213.60
"Currency","2007/07/30",9187.10
"Currency","2007/07/27",9138.60
"Currency","2007/07/26",9062.80
"Currency","2007/07/25",9082.30
"Currency","2007/07/24",9028.80
"Currency","2007/07/23",9078.10
"Currency","2007/07/20",9070.20
"Currency","2007/07/19",9092.90
"Currency","2007/07/18",9087.00
"Currency","2007/07/17",9032.20
"Currency","2007/07/16",9038.10
"Currency","2007/07/13",9014.70
"Currency","2007/07/12",9049.00
"Currency","2007/07/11",9031.40
"Currency","2007/07/10",8963.00
"Currency","2007/07/09",9014.20
"Currency","2007/07/06",9037.20
"Currency","2007/07/05",9005.30
"Currency","2007/07/04",8998.40
