"Indicator","Time","Value (USD/IDR)"
"Currency","2012/05/24",9255.00
"Currency","2012/05/23",9210.00
"Currency","2012/05/22",9243.00
"Currency","2012/05/21",8995.20
"Currency","2012/05/18",9350.00
"Currency","2012/05/17",9238.00
"Currency","2012/05/16",9238.00
"Currency","2012/05/15",9238.00
"Currency","2012/05/14",9165.00
"Currency","2012/05/11",9218.00
"Currency","2012/05/10",9213.00
"Currency","2012/05/09",9166.00
"Currency","2012/05/08",9170.00
"Currency","2012/05/07",9047.60
"Currency","2012/05/04",9214.00
"Currency","2012/05/03",9165.00
"Currency","2012/05/02",9181.30
"Currency","2012/05/01",9168.00
"Currency","2012/04/30",9188.95
"Currency","2012/04/27",9189.00
"Currency","2012/04/26",9163.00
"Currency","2012/04/25",9163.00
"Currency","2012/04/24",9163.00
"Currency","2012/04/23",9143.70
"Currency","2012/04/20",9184.00
"Currency","2012/04/19",9155.00
"Currency","2012/04/18",9155.00
"Currency","2012/04/17",9155.00
"Currency","2012/04/16",9139.95
"Currency","2012/04/13",9177.00
"Currency","2012/04/12",9149.00
"Currency","2012/04/11",9149.00
"Currency","2012/04/10",9151.50
"Currency","2012/04/09",9085.00
"Currency","2012/04/06",9169.00
"Currency","2012/04/05",9133.00
"Currency","2012/04/04",9136.00
"Currency","2012/04/03",9118.00
"Currency","2012/04/02",9112.00
"Currency","2012/03/30",9146.00
"Currency","2012/03/29",9150.00
"Currency","2012/03/28",9150.00
"Currency","2012/03/27",9150.00
"Currency","2012/03/26",9150.00
"Currency","2012/03/23",9197.00
"Currency","2012/03/22",9145.00
"Currency","2012/03/21",9145.00
"Currency","2012/03/20",9110.00
"Currency","2012/03/19",9120.00
"Currency","2012/03/16",9133.00
"Currency","2012/03/15",9163.00
"Currency","2012/03/14",9133.00
"Currency","2012/03/13",9133.00
"Currency","2012/03/12",9132.45
"Currency","2012/03/09",9136.00
"Currency","2012/03/08",9085.00
"Currency","2012/03/07",9115.00
"Currency","2012/03/06",9113.00
"Currency","2012/03/05",9055.00
"Currency","2012/03/02",9088.00
"Currency","2012/03/01",9010.00
"Currency","2012/02/29",9005.00
"Currency","2012/02/28",9105.00
"Currency","2012/02/27",9020.90
"Currency","2012/02/24",9048.00
"Currency","2012/02/23",9040.00
"Currency","2012/02/22",9030.00
"Currency","2012/02/21",8971.60
"Currency","2012/02/20",8983.20
"Currency","2012/02/17",9030.00
"Currency","2012/02/16",8930.00
"Currency","2012/02/15",8998.00
"Currency","2012/02/14",8971.50
"Currency","2012/02/13",8965.00
"Currency","2012/02/10",8985.00
"Currency","2012/02/09",8851.50
"Currency","2012/02/08",8930.00
"Currency","2012/02/07",8920.00
"Currency","2012/02/06",8928.10
"Currency","2012/02/03",8983.00
"Currency","2012/02/02",8980.00
"Currency","2012/02/01",8981.90
"Currency","2012/01/31",9074.00
"Currency","2012/01/30",8952.00
"Currency","2012/01/27",8976.00
"Currency","2012/01/26",9050.60
"Currency","2012/01/25",8958.00
"Currency","2012/01/24",8920.00
"Currency","2012/01/23",8920.00
"Currency","2012/01/20",8948.00
"Currency","2012/01/19",9008.10
"Currency","2012/01/18",9070.00
"Currency","2012/01/17",9099.90
"Currency","2012/01/16",9052.90
"Currency","2012/01/13",9180.00
"Currency","2012/01/12",9190.00
"Currency","2012/01/11",9145.00
"Currency","2012/01/10",9146.00
"Currency","2012/01/09",9058.40
"Currency","2012/01/06",9098.00
"Currency","2012/01/05",9115.80
"Currency","2012/01/04",9115.00
"Currency","2012/01/03",8903.80
"Currency","2012/01/02",9055.00
"Currency","2011/12/30",9069.00
"Currency","2011/12/29",9044.40
"Currency","2011/12/28",9062.00
"Currency","2011/12/27",9038.40
"Currency","2011/12/26",9040.00
"Currency","2011/12/23",9100.00
"Currency","2011/12/22",9043.50
"Currency","2011/12/21",9047.60
"Currency","2011/12/20",9114.30
"Currency","2011/12/19",9016.50
"Currency","2011/12/16",9035.00
"Currency","2011/12/15",9100.00
"Currency","2011/12/14",9112.10
"Currency","2011/12/13",9049.95
"Currency","2011/12/12",9035.70
"Currency","2011/12/09",9050.00
"Currency","2011/12/08",9027.40
"Currency","2011/12/07",9034.95
"Currency","2011/12/06",9016.60
"Currency","2011/12/05",9014.95
"Currency","2011/12/02",9025.00
"Currency","2011/12/01",9076.70
"Currency","2011/11/30",9120.50
"Currency","2011/11/29",9114.95
"Currency","2011/11/28",9054.95
"Currency","2011/11/25",9058.00
"Currency","2011/11/24",9016.90
"Currency","2011/11/23",9044.95
"Currency","2011/11/22",9024.95
"Currency","2011/11/21",9019.95
"Currency","2011/11/18",9020.00
"Currency","2011/11/17",8993.45
"Currency","2011/11/16",8994.95
"Currency","2011/11/15",8964.95
"Currency","2011/11/14",8967.95
"Currency","2011/11/11",8967.00
"Currency","2011/11/10",8889.95
"Currency","2011/11/09",8915.00
"Currency","2011/11/08",8954.95
"Currency","2011/11/07",8949.95
"Currency","2011/11/04",8938.00
"Currency","2011/11/03",8900.70
"Currency","2011/11/02",8866.50
"Currency","2011/11/01",8825.60
"Currency","2011/10/31",8624.20
"Currency","2011/10/28",8815.00
"Currency","2011/10/27",8872.95
"Currency","2011/10/26",8849.95
"Currency","2011/10/25",8839.95
"Currency","2011/10/24",8859.95
"Currency","2011/10/21",8908.00
"Currency","2011/10/20",8840.80
"Currency","2011/10/19",8880.00
"Currency","2011/10/18",8880.20
"Currency","2011/10/17",8637.60
"Currency","2011/10/14",8846.00
"Currency","2011/10/13",8857.60
"Currency","2011/10/12",8717.00
"Currency","2011/10/11",8892.45
"Currency","2011/10/10",8897.45
"Currency","2011/10/07",8965.00
"Currency","2011/10/06",8956.30
"Currency","2011/10/05",8622.00
"Currency","2011/10/04",8897.45
"Currency","2011/10/03",8789.95
"Currency","2011/09/30",8875.00
"Currency","2011/09/29",8889.95
"Currency","2011/09/28",8904.95
"Currency","2011/09/27",9080.00
"Currency","2011/09/26",8779.95
"Currency","2011/09/23",8762.95
"Currency","2011/09/22",8840.90
"Currency","2011/09/21",8812.70
"Currency","2011/09/20",8822.40
"Currency","2011/09/19",8764.95
"Currency","2011/09/16",8809.00
"Currency","2011/09/15",8719.95
"Currency","2011/09/14",8631.00
"Currency","2011/09/13",8572.30
"Currency","2011/09/12",8491.70
"Currency","2011/09/09",8567.95
"Currency","2011/09/08",8535.00
"Currency","2011/09/07",8552.95
"Currency","2011/09/06",8379.50
"Currency","2011/09/05",8402.00
"Currency","2011/09/02",8490.00
"Currency","2011/09/01",8532.95
"Currency","2011/08/31",8532.95
"Currency","2011/08/30",8520.00
"Currency","2011/08/29",8532.95
"Currency","2011/08/26",8600.00
"Currency","2011/08/25",8550.00
"Currency","2011/08/24",8543.00
"Currency","2011/08/23",8537.00
"Currency","2011/08/22",8339.30
"Currency","2011/08/19",8560.00
"Currency","2011/08/18",8374.20
"Currency","2011/08/17",8358.70
"Currency","2011/08/16",8292.70
"Currency","2011/08/15",8542.95
"Currency","2011/08/12",8509.30
"Currency","2011/08/11",8500.30
"Currency","2011/08/10",8517.60
"Currency","2011/08/09",8478.30
"Currency","2011/08/08",8514.95
"Currency","2011/08/05",8472.40
"Currency","2011/08/04",8325.20
"Currency","2011/08/03",8467.45
"Currency","2011/08/02",8433.60
"Currency","2011/08/01",8499.95
"Currency","2011/07/29",8495.00
"Currency","2011/07/28",8482.00
"Currency","2011/07/27",8500.00
"Currency","2011/07/26",8522.95
"Currency","2011/07/25",8526.95
"Currency","2011/07/22",8537.00
"Currency","2011/07/21",8530.00
"Currency","2011/07/20",8540.00
"Currency","2011/07/19",8563.60
"Currency","2011/07/18",8366.10
"Currency","2011/07/15",8531.95
"Currency","2011/07/14",8550.00
"Currency","2011/07/13",8566.95
"Currency","2011/07/12",8525.95
"Currency","2011/07/11",8512.45
"Currency","2011/07/08",8533.45
"Currency","2011/07/07",8535.30
"Currency","2011/07/06",8537.45
"Currency","2011/07/05",8522.45
"Currency","2011/07/04",8545.45
"Currency","2011/07/01",8568.00
"Currency","2011/06/30",8616.95
"Currency","2011/06/29",8620.00
"Currency","2011/06/28",8625.00
"Currency","2011/06/27",8599.95
"Currency","2011/06/24",8599.95
"Currency","2011/06/23",8580.00
"Currency","2011/06/22",8600.00
"Currency","2011/06/21",8611.40
"Currency","2011/06/20",8386.80
"Currency","2011/06/17",8610.00
"Currency","2011/06/16",8521.60
"Currency","2011/06/15",8533.95
"Currency","2011/06/14",8539.45
"Currency","2011/06/13",8517.45
"Currency","2011/06/10",8520.00
"Currency","2011/06/09",8490.60
"Currency","2011/06/08",8515.45
"Currency","2011/06/07",8500.00
"Currency","2011/06/06",8520.45
"Currency","2011/06/03",8540.10
"Currency","2011/06/02",8540.00
"Currency","2011/06/01",8537.90
"Currency","2011/05/31",8544.45
"Currency","2011/05/30",8559.95
"Currency","2011/05/27",8575.00
"Currency","2011/05/26",8591.95
"Currency","2011/05/25",8405.80
"Currency","2011/05/24",8600.00
"Currency","2011/05/23",8419.50
"Currency","2011/05/20",8552.00
"Currency","2011/05/19",8540.90
"Currency","2011/05/18",8372.70
"Currency","2011/05/17",8592.40
"Currency","2011/05/16",8553.00
"Currency","2011/05/15",8613.26
"Currency","2011/05/14",8598.45
"Currency","2011/05/13",8549.10
"Currency","2011/05/12",8586.20
"Currency","2011/05/11",8530.90
"Currency","2011/05/10",8522.00
"Currency","2011/05/09",8618.30
"Currency","2011/05/08",8650.52
"Currency","2011/05/07",8635.58
"Currency","2011/05/06",8580.10
"Currency","2011/05/05",8535.60
"Currency","2011/05/04",8558.90
"Currency","2011/05/03",8561.40
"Currency","2011/05/02",8568.40
"Currency","2011/05/01",8591.07
"Currency","2011/04/30",8628.13
"Currency","2011/04/29",8553.30
"Currency","2011/04/28",8566.30
"Currency","2011/04/27",8616.40
"Currency","2011/04/26",8623.50
"Currency","2011/04/25",8622.90
"Currency","2011/04/24",8643.04
"Currency","2011/04/23",8650.52
"Currency","2011/04/22",8640.50
"Currency","2011/04/21",8633.60
"Currency","2011/04/20",8667.40
"Currency","2011/04/19",8657.70
"Currency","2011/04/18",8637.90
"Currency","2011/04/17",8680.56
"Currency","2011/04/16",8680.56
"Currency","2011/04/15",8667.50
"Currency","2011/04/14",8668.50
"Currency","2011/04/13",8617.10
"Currency","2011/04/12",8655.40
"Currency","2011/04/11",8616.70
"Currency","2011/04/10",8620.69
"Currency","2011/04/09",8650.52
"Currency","2011/04/08",8643.10
"Currency","2011/04/07",8636.70
"Currency","2011/04/06",8653.30
"Currency","2011/04/05",8645.90
"Currency","2011/04/04",8665.90
"Currency","2011/04/03",8673.03
"Currency","2011/04/02",8726.00
"Currency","2011/04/01",8718.50
"Currency","2011/03/31",8700.00
"Currency","2011/03/30",8688.90
"Currency","2011/03/29",8718.20
"Currency","2011/03/28",8633.80
"Currency","2011/03/27",8733.62
"Currency","2011/03/26",8748.91
"Currency","2011/03/25",8710.00
"Currency","2011/03/24",8721.45
"Currency","2011/03/23",8721.00
"Currency","2011/03/22",8720.00
"Currency","2011/03/21",8584.20
"Currency","2011/03/20",8787.35
"Currency","2011/03/19",8795.07
"Currency","2011/03/18",8770.00
"Currency","2011/03/17",8760.50
"Currency","2011/03/16",8775.00
"Currency","2011/03/15",8762.45
"Currency","2011/03/14",8776.95
"Currency","2011/03/13",8771.93
"Currency","2011/03/12",8795.07
"Currency","2011/03/11",8783.45
"Currency","2011/03/10",8760.00
"Currency","2011/03/09",8786.00
"Currency","2011/03/08",8785.95
"Currency","2011/03/07",8616.30
"Currency","2011/03/06",8779.63
"Currency","2011/03/05",8818.34
"Currency","2011/03/04",8805.45
"Currency","2011/03/03",8812.45
"Currency","2011/03/02",8798.00
"Currency","2011/03/01",8821.45
"Currency","2011/02/28",8841.45
"Currency","2011/02/27",8849.56
"Currency","2011/02/26",8865.25
"Currency","2011/02/25",8865.00
"Currency","2011/02/24",8872.00
"Currency","2011/02/23",8876.45
"Currency","2011/02/22",8750.00
"Currency","2011/02/21",8610.20
"Currency","2011/02/20",8944.54
"Currency","2011/02/19",8968.61
"Currency","2011/02/18",8780.00
"Currency","2011/02/17",8894.95
"Currency","2011/02/16",8815.00
"Currency","2011/02/15",8914.45
"Currency","2011/02/14",8763.70
"Currency","2011/02/13",8944.54
"Currency","2011/02/12",9025.27
"Currency","2011/02/11",8925.00
"Currency","2011/02/10",8929.95
"Currency","2011/02/09",8900.00
"Currency","2011/02/08",8823.60
"Currency","2011/02/07",8852.30
"Currency","2011/02/06",9099.18
"Currency","2011/02/05",9107.47
"Currency","2011/02/04",8921.00
"Currency","2011/02/03",9020.95
"Currency","2011/02/02",9000.00
"Currency","2011/02/01",8958.00
"Currency","2011/01/31",8935.60
"Currency","2011/01/30",9140.77
"Currency","2011/01/29",9140.77
"Currency","2011/01/28",9026.95
"Currency","2011/01/27",8920.60
"Currency","2011/01/26",9036.45
"Currency","2011/01/25",9050.00
"Currency","2011/01/24",8947.60
"Currency","2011/01/23",9174.31
"Currency","2011/01/22",9191.18
"Currency","2011/01/21",8911.20
"Currency","2011/01/20",8948.00
"Currency","2011/01/19",9053.95
"Currency","2011/01/18",9060.00
"Currency","2011/01/17",8901.80
"Currency","2011/01/16",9247.00
"Currency","2011/01/15",9165.90
"Currency","2011/01/14",9049.95
"Currency","2011/01/13",9040.00
"Currency","2011/01/12",8935.70
"Currency","2011/01/11",9050.95
"Currency","2011/01/10",9027.45
"Currency","2011/01/09",9140.77
"Currency","2011/01/08",9132.42
"Currency","2011/01/07",9015.80
"Currency","2011/01/06",8983.95
"Currency","2011/01/05",8886.00
"Currency","2011/01/04",8989.95
"Currency","2011/01/03",9009.95
"Currency","2011/01/02",8992.81
"Currency","2011/01/01",9099.18
"Currency","2010/12/31",8886.00
"Currency","2010/12/30",9001.45
"Currency","2010/12/29",9017.45
"Currency","2010/12/28",8939.00
"Currency","2010/12/27",9041.95
"Currency","2010/12/26",9082.65
"Currency","2010/12/25",9149.13
"Currency","2010/12/24",9038.90
"Currency","2010/12/23",9041.60
"Currency","2010/12/22",9041.95
"Currency","2010/12/21",8943.00
"Currency","2010/12/20",9034.45
"Currency","2010/12/19",9115.77
"Currency","2010/12/18",9140.77
"Currency","2010/12/17",8938.00
"Currency","2010/12/16",9022.45
"Currency","2010/12/15",9009.45
"Currency","2010/12/14",9015.00
"Currency","2010/12/13",9021.95
"Currency","2010/12/12",9124.09
"Currency","2010/12/11",9124.09
"Currency","2010/12/10",9018.00
"Currency","2010/12/09",9020.00
"Currency","2010/12/08",8990.00
"Currency","2010/12/07",9009.95
"Currency","2010/12/06",9017.45
"Currency","2010/12/05",9107.47
"Currency","2010/12/04",9124.09
"Currency","2010/12/03",8916.00
"Currency","2010/12/02",9018.45
"Currency","2010/12/01",9033.95
"Currency","2010/11/30",9015.45
"Currency","2010/11/29",9000.00
"Currency","2010/11/28",9124.09
"Currency","2010/11/27",9115.77
"Currency","2010/11/26",8967.45
"Currency","2010/11/25",8962.45
"Currency","2010/11/24",8966.30
"Currency","2010/11/23",8929.45
"Currency","2010/11/22",8748.20
"Currency","2010/11/21",9041.59
"Currency","2010/11/20",9041.59
"Currency","2010/11/19",8843.00
"Currency","2010/11/18",8846.00
"Currency","2010/11/17",8856.00
"Currency","2010/11/16",8967.45
"Currency","2010/11/15",8924.45
"Currency","2010/11/14",9009.01
"Currency","2010/11/13",9041.59
"Currency","2010/11/12",8798.00
"Currency","2010/11/11",8779.60
"Currency","2010/11/10",8805.00
"Currency","2010/11/09",8904.45
"Currency","2010/11/08",8900.00
"Currency","2010/11/07",8910.00
"Currency","2010/11/06",8910.00
"Currency","2010/11/05",8909.95
"Currency","2010/11/04",8772.60
"Currency","2010/11/03",8827.90
"Currency","2010/11/02",8906.70
"Currency","2010/11/01",8921.00
"Currency","2010/10/31",8937.00
"Currency","2010/10/30",8940.00
"Currency","2010/10/29",8923.80
"Currency","2010/10/28",8923.80
"Currency","2010/10/27",8913.70
"Currency","2010/10/26",8933.60
"Currency","2010/10/25",8908.30
"Currency","2010/10/24",8936.55
"Currency","2010/10/23",8865.25
"Currency","2010/10/22",8849.50
"Currency","2010/10/21",8820.00
"Currency","2010/10/20",8965.40
"Currency","2010/10/19",8948.80
"Currency","2010/10/18",8949.00
"Currency","2010/10/17",8968.61
"Currency","2010/10/16",8928.57
"Currency","2010/10/15",8904.20
"Currency","2010/10/14",8878.10
"Currency","2010/10/13",8910.30
"Currency","2010/10/12",8995.30
"Currency","2010/10/11",8887.00
"Currency","2010/10/10",9033.00
"Currency","2010/10/09",9028.71
"Currency","2010/10/08",8912.90
"Currency","2010/10/07",8871.50
"Currency","2010/10/06",8829.70
"Currency","2010/10/05",8933.00
"Currency","2010/10/04",8920.10
"Currency","2010/10/03",9012.24
"Currency","2010/10/02",9012.24
"Currency","2010/10/01",8934.70
"Currency","2010/09/30",8931.80
"Currency","2010/09/29",8952.20
"Currency","2010/09/28",8971.40
"Currency","2010/09/27",8859.40
"Currency","2010/09/26",8945.00
"Currency","2010/09/25",9008.51
"Currency","2010/09/24",8965.60
"Currency","2010/09/23",8918.40
"Currency","2010/09/22",8875.30
"Currency","2010/09/21",8982.40
"Currency","2010/09/20",8970.70
"Currency","2010/09/19",9082.00
"Currency","2010/09/18",9082.00
"Currency","2010/09/17",8931.00
"Currency","2010/09/16",8974.60
"Currency","2010/09/15",8987.30
"Currency","2010/09/14",8997.70
"Currency","2010/09/13",9016.90
"Currency","2010/09/12",9040.00
"Currency","2010/09/11",9040.00
"Currency","2010/09/10",9032.90
"Currency","2010/09/09",9005.90
"Currency","2010/09/08",9032.00
"Currency","2010/09/07",8999.20
"Currency","2010/09/06",8982.30
"Currency","2010/09/05",9040.00
"Currency","2010/09/04",9040.00
"Currency","2010/09/03",8991.00
"Currency","2010/09/02",9004.90
"Currency","2010/09/01",9014.20
"Currency","2010/08/31",8918.00
"Currency","2010/08/30",9014.95
"Currency","2010/08/29",9020.00
"Currency","2010/08/28",9020.00
"Currency","2010/08/27",8987.45
"Currency","2010/08/26",8878.00
"Currency","2010/08/25",8977.45
"Currency","2010/08/24",8867.00
"Currency","2010/08/23",8997.90
"Currency","2010/08/22",9124.09
"Currency","2010/08/21",9107.47
"Currency","2010/08/20",8928.60
"Currency","2010/08/19",8896.10
"Currency","2010/08/18",8880.20
"Currency","2010/08/17",8924.60
"Currency","2010/08/16",8954.70
"Currency","2010/08/15",9082.65
"Currency","2010/08/14",9041.59
"Currency","2010/08/13",9026.80
"Currency","2010/08/12",9005.70
"Currency","2010/08/11",8883.30
"Currency","2010/08/10",8935.60
"Currency","2010/08/09",8863.50
"Currency","2010/08/08",8873.11
"Currency","2010/08/07",8920.61
"Currency","2010/08/06",8925.80
"Currency","2010/08/05",8942.10
"Currency","2010/08/04",8798.10
"Currency","2010/08/03",8798.30
"Currency","2010/08/02",8831.80
"Currency","2010/07/30",8923.60
"Currency","2010/07/29",8970.60
"Currency","2010/07/28",9025.00
"Currency","2010/07/27",8921.90
"Currency","2010/07/26",8917.10
"Currency","2010/07/23",8977.50
"Currency","2010/07/22",8995.50
"Currency","2010/07/21",9090.60
"Currency","2010/07/20",9037.70
"Currency","2010/07/19",9079.50
"Currency","2010/07/16",9034.00
"Currency","2010/07/15",9037.40
"Currency","2010/07/14",9018.80
"Currency","2010/07/13",8977.90
"Currency","2010/07/12",9072.10
"Currency","2010/07/09",9034.10
"Currency","2010/07/08",9044.90
"Currency","2010/07/07",9060.30
"Currency","2010/07/06",9023.60
"Currency","2010/07/05",9085.10
"Currency","2010/07/02",9062.70
"Currency","2010/07/01",9035.70
"Currency","2010/06/30",9044.80
"Currency","2010/06/29",9077.10
"Currency","2010/06/28",9059.10
"Currency","2010/06/25",9065.60
"Currency","2010/06/24",9065.50
"Currency","2010/06/23",8979.50
"Currency","2010/06/22",9012.00
"Currency","2010/06/21",8997.90
"Currency","2010/06/18",9071.50
"Currency","2010/06/17",9142.90
"Currency","2010/06/16",9163.30
"Currency","2010/06/15",9141.00
"Currency","2010/06/14",9205.20
"Currency","2010/06/11",9196.60
"Currency","2010/06/10",9193.40
"Currency","2010/06/09",9281.20
"Currency","2010/06/08",9223.40
"Currency","2010/06/07",9318.10
"Currency","2010/06/04",9282.70
"Currency","2010/06/03",9237.50
"Currency","2010/06/02",9242.10
"Currency","2010/06/01",9245.10
"Currency","2010/05/31",9284.60
"Currency","2010/05/28",9295.60
"Currency","2010/05/27",9215.00
"Currency","2010/05/26",9376.20
"Currency","2010/05/25",9283.90
"Currency","2010/05/24",9282.40
"Currency","2010/05/21",9260.60
"Currency","2010/05/20",9121.10
"Currency","2010/05/19",9123.90
"Currency","2010/05/18",9283.50
"Currency","2010/05/17",9078.80
"Currency","2010/05/14",9104.20
"Currency","2010/05/13",9103.70
"Currency","2010/05/12",9179.00
"Currency","2010/05/11",9186.70
"Currency","2010/05/10",9203.20
"Currency","2010/05/07",9220.30
"Currency","2010/05/06",9273.40
"Currency","2010/05/05",9116.50
"Currency","2010/05/04",9069.70
"Currency","2010/05/03",9021.10
"Currency","2010/04/30",9028.70
"Currency","2010/04/29",9002.50
"Currency","2010/04/28",9022.40
"Currency","2010/04/27",9096.10
"Currency","2010/04/26",8961.90
"Currency","2010/04/23",9004.00
"Currency","2010/04/22",9104.30
"Currency","2010/04/21",9023.30
"Currency","2010/04/20",9017.80
"Currency","2010/04/19",9016.40
"Currency","2010/04/16",9006.10
"Currency","2010/04/15",9001.10
"Currency","2010/04/14",9011.40
"Currency","2010/04/13",9009.50
"Currency","2010/04/12",9011.00
"Currency","2010/04/09",8992.90
"Currency","2010/04/08",9057.70
"Currency","2010/04/07",9054.50
"Currency","2010/04/06",9037.30
"Currency","2010/04/05",9052.80
"Currency","2010/04/02",9094.90
"Currency","2010/04/01",9041.40
"Currency","2010/03/31",9103.00
"Currency","2010/03/30",9075.40
"Currency","2010/03/29",9073.00
"Currency","2010/03/26",9112.90
"Currency","2010/03/25",9132.60
"Currency","2010/03/24",9114.70
"Currency","2010/03/23",9144.60
"Currency","2010/03/22",9115.40
"Currency","2010/03/19",9110.40
"Currency","2010/03/18",9120.30
"Currency","2010/03/17",9099.50
"Currency","2010/03/16",9151.80
"Currency","2010/03/15",9205.90
"Currency","2010/03/12",9144.70
"Currency","2010/03/11",9152.90
"Currency","2010/03/10",9169.90
"Currency","2010/03/09",9173.10
"Currency","2010/03/08",9180.00
"Currency","2010/03/05",8898.40
"Currency","2010/03/04",9328.90
"Currency","2010/03/03",9149.30
"Currency","2010/03/02",9184.40
"Currency","2010/03/01",9385.10
"Currency","2010/02/26",9340.00
"Currency","2010/02/25",9335.20
"Currency","2010/02/24",9352.30
"Currency","2010/02/23",9341.80
"Currency","2010/02/22",9281.70
"Currency","2010/02/19",9292.20
"Currency","2010/02/18",9499.80
"Currency","2010/02/17",9400.60
"Currency","2010/02/16",9292.90
"Currency","2010/02/15",9344.80
"Currency","2010/02/12",9323.70
"Currency","2010/02/11",9330.10
"Currency","2010/02/10",9314.40
"Currency","2010/02/09",9339.30
"Currency","2010/02/08",9484.50
"Currency","2010/02/05",9468.10
"Currency","2010/02/04",9386.90
"Currency","2010/02/03",9364.60
"Currency","2010/02/02",9313.70
"Currency","2010/02/01",9256.40
"Currency","2010/01/29",9250.00
"Currency","2010/01/28",9324.95
"Currency","2010/01/27",9399.95
"Currency","2010/01/26",9379.95
"Currency","2010/01/25",9319.95
"Currency","2010/01/22",9240.00
"Currency","2010/01/21",9183.00
"Currency","2010/01/20",9294.95
"Currency","2010/01/19",9229.95
"Currency","2010/01/18",9130.00
"Currency","2010/01/15",9226.10
"Currency","2010/01/14",9155.80
"Currency","2010/01/13",9141.00
"Currency","2010/01/12",9171.00
"Currency","2010/01/11",9148.10
"Currency","2010/01/08",9212.70
"Currency","2010/01/07",9272.50
"Currency","2010/01/06",9218.10
"Currency","2010/01/05",9305.20
"Currency","2010/01/04",9364.20
"Currency","2009/12/31",9427.20
"Currency","2009/12/30",9417.40
"Currency","2009/12/29",9388.20
"Currency","2009/12/28",9447.90
"Currency","2009/12/25",9431.90
"Currency","2009/12/24",9443.70
"Currency","2009/12/23",9474.30
"Currency","2009/12/22",9509.30
"Currency","2009/12/21",9673.80
"Currency","2009/12/18",9633.00
"Currency","2009/12/17",9633.00
"Currency","2009/12/16",9515.00
"Currency","2009/12/15",9504.50
"Currency","2009/12/14",9449.95
"Currency","2009/12/11",9717.80
"Currency","2009/12/10",9644.80
"Currency","2009/12/09",9638.70
"Currency","2009/12/08",9670.80
"Currency","2009/12/07",9572.10
"Currency","2009/12/04",9562.10
"Currency","2009/12/03",9430.10
"Currency","2009/12/02",9423.90
"Currency","2009/12/01",9321.40
"Currency","2009/11/30",9353.60
"Currency","2009/11/27",9383.20
"Currency","2009/11/26",9471.70
"Currency","2009/11/25",9374.60
"Currency","2009/11/24",9419.30
"Currency","2009/11/23",9455.30
"Currency","2009/11/20",9497.70
"Currency","2009/11/19",9540.00
"Currency","2009/11/18",9439.30
"Currency","2009/11/17",9386.70
"Currency","2009/11/16",9317.30
"Currency","2009/11/13",9318.40
"Currency","2009/11/12",9430.90
"Currency","2009/11/11",9377.60
"Currency","2009/11/10",9372.30
"Currency","2009/11/09",9356.80
"Currency","2009/11/06",9456.10
"Currency","2009/11/05",9470.40
"Currency","2009/11/04",9504.30
"Currency","2009/11/03",9565.50
"Currency","2009/11/02",9568.50
"Currency","2009/10/30",9605.60
"Currency","2009/10/29",9573.10
"Currency","2009/10/28",9652.40
"Currency","2009/10/27",9539.40
"Currency","2009/10/26",9513.10
"Currency","2009/10/23",9418.90
"Currency","2009/10/22",9398.60
"Currency","2009/10/21",9315.70
"Currency","2009/10/20",9360.90
"Currency","2009/10/19",9385.90
"Currency","2009/10/16",9379.40
"Currency","2009/10/15",9307.30
"Currency","2009/10/14",9350.60
"Currency","2009/10/13",9330.10
"Currency","2009/10/12",9364.10
"Currency","2009/10/09",9401.90
"Currency","2009/10/08",9389.40
"Currency","2009/10/07",9414.70
"Currency","2009/10/06",9537.70
"Currency","2009/10/05",9577.70
"Currency","2009/10/02",9540.00
"Currency","2009/10/01",9729.00
"Currency","2009/09/30",9622.50
"Currency","2009/09/29",9680.70
"Currency","2009/09/28",9705.30
"Currency","2009/09/25",9671.00
"Currency","2009/09/24",9690.50
"Currency","2009/09/23",9641.50
"Currency","2009/09/22",9679.30
"Currency","2009/09/21",9719.40
"Currency","2009/09/18",9688.70
"Currency","2009/09/17",9459.00
"Currency","2009/09/16",9697.80
"Currency","2009/09/15",9833.30
"Currency","2009/09/14",9850.80
"Currency","2009/09/11",9894.00
"Currency","2009/09/10",9893.00
"Currency","2009/09/09",9916.10
"Currency","2009/09/08",9880.70
"Currency","2009/09/07",10083.00
"Currency","2009/09/04",10110.00
"Currency","2009/09/03",10133.00
"Currency","2009/09/02",10090.00
"Currency","2009/09/01",10124.00
"Currency","2009/08/31",10101.00
"Currency","2009/08/28",10006.00
"Currency","2009/08/27",10048.00
"Currency","2009/08/26",10046.00
"Currency","2009/08/25",10011.00
"Currency","2009/08/24",10006.00
"Currency","2009/08/21",9986.00
"Currency","2009/08/20",10050.00
"Currency","2009/08/19",9926.70
"Currency","2009/08/18",10023.00
"Currency","2009/08/17",10030.00
"Currency","2009/08/14",9965.50
"Currency","2009/08/13",9944.70
"Currency","2009/08/12",9952.90
"Currency","2009/08/11",9926.80
"Currency","2009/08/10",9919.00
"Currency","2009/08/07",9941.50
"Currency","2009/08/06",9896.20
"Currency","2009/08/05",9867.10
"Currency","2009/08/04",9664.40
"Currency","2009/08/03",9671.00
"Currency","2009/07/31",9774.10
"Currency","2009/07/30",9894.20
"Currency","2009/07/29",9983.70
"Currency","2009/07/28",9982.40
"Currency","2009/07/27",10010.00
"Currency","2009/07/24",10035.00
"Currency","2009/07/23",10070.00
