"Indicator","Time","Value (USD/AFN)"
"Currency","2011/03/28",43.04
"Currency","2011/03/25",43.04
"Currency","2011/03/24",43.04
"Currency","2011/03/23",43.04
"Currency","2011/03/21",43.00
"Currency","2011/03/18",43.04
"Currency","2011/03/17",43.04
"Currency","2011/03/16",43.00
"Currency","2011/03/15",43.00
"Currency","2011/03/14",43.04
"Currency","2011/03/11",43.04
"Currency","2011/03/10",43.00
"Currency","2011/03/09",43.04
"Currency","2011/03/08",43.00
"Currency","2011/03/07",43.00
"Currency","2011/03/04",43.14
"Currency","2011/03/03",43.04
"Currency","2011/03/02",43.00
"Currency","2011/03/01",43.04
"Currency","2011/02/28",42.99
"Currency","2011/02/25",43.00
"Currency","2011/02/24",43.04
"Currency","2011/02/23",43.00
"Currency","2011/02/22",43.00
"Currency","2011/02/21",43.04
"Currency","2011/02/18",43.00
"Currency","2011/02/17",43.04
"Currency","2011/02/16",43.04
"Currency","2011/02/15",43.00
"Currency","2011/02/14",43.04
"Currency","2011/02/11",43.04
"Currency","2011/02/10",43.00
"Currency","2011/02/09",43.04
"Currency","2011/02/08",43.00
"Currency","2011/02/07",43.04
"Currency","2011/02/04",43.04
"Currency","2011/02/03",43.04
"Currency","2011/02/02",43.04
"Currency","2011/02/01",43.04
"Currency","2011/01/31",43.04
"Currency","2011/01/26",43.00
"Currency","2011/01/25",43.04
"Currency","2011/01/24",42.99
"Currency","2011/01/21",43.04
"Currency","2011/01/20",43.00
"Currency","2011/01/19",43.00
"Currency","2011/01/18",43.04
"Currency","2011/01/14",43.26
"Currency","2011/01/13",43.04
"Currency","2011/01/12",43.04
"Currency","2011/01/11",43.00
"Currency","2011/01/10",43.00
"Currency","2011/01/07",43.00
"Currency","2011/01/06",43.05
"Currency","2011/01/05",43.00
"Currency","2011/01/04",42.99
"Currency","2011/01/03",43.04
"Currency","2010/12/31",43.00
"Currency","2010/12/30",43.04
"Currency","2010/12/29",43.00
"Currency","2010/12/28",43.00
"Currency","2010/12/27",43.04
"Currency","2010/12/24",43.00
"Currency","2010/12/23",43.04
"Currency","2010/12/22",43.03
"Currency","2010/12/21",42.99
"Currency","2010/12/20",43.00
"Currency","2010/12/17",43.04
"Currency","2010/12/16",43.04
"Currency","2010/12/15",43.03
"Currency","2010/12/14",42.99
"Currency","2010/12/13",42.99
"Currency","2010/12/10",43.04
"Currency","2010/12/09",43.00
"Currency","2010/12/08",42.99
"Currency","2010/12/07",43.03
"Currency","2010/12/06",43.03
"Currency","2010/12/03",43.03
"Currency","2010/12/02",43.04
"Currency","2010/12/01",43.00
"Currency","2010/11/30",43.03
"Currency","2010/11/29",43.03
"Currency","2010/11/26",43.03
"Currency","2010/11/25",43.00
"Currency","2010/11/24",43.03
"Currency","2010/11/23",43.00
"Currency","2010/11/22",43.03
"Currency","2010/11/19",43.03
"Currency","2010/11/18",43.03
"Currency","2010/11/17",43.03
"Currency","2010/11/16",43.04
"Currency","2010/11/15",43.03
"Currency","2010/11/12",43.04
"Currency","2010/11/11",43.04
"Currency","2010/11/10",43.03
"Currency","2010/11/09",43.03
"Currency","2010/11/08",43.00
"Currency","2010/11/05",43.00
"Currency","2010/11/04",42.99
"Currency","2010/11/03",43.00
"Currency","2010/11/02",43.03
"Currency","2010/11/01",43.00
"Currency","2010/10/29",43.03
"Currency","2010/10/28",43.03
"Currency","2010/10/27",43.02
"Currency","2010/10/26",43.02
"Currency","2010/10/25",43.02
"Currency","2010/10/22",43.04
"Currency","2010/10/21",43.02
"Currency","2010/10/20",43.03
"Currency","2010/10/19",43.03
"Currency","2010/10/18",43.03
"Currency","2010/10/15",43.02
"Currency","2010/10/14",43.02
"Currency","2010/10/13",43.05
"Currency","2010/10/12",43.03
"Currency","2010/10/11",43.03
"Currency","2010/10/08",43.06
"Currency","2010/10/07",43.78
"Currency","2010/10/06",43.73
"Currency","2010/10/05",43.79
"Currency","2010/10/04",43.78
"Currency","2010/10/01",43.87
"Currency","2010/09/30",43.87
"Currency","2010/09/29",43.88
"Currency","2010/09/28",43.86
"Currency","2010/09/27",43.87
"Currency","2010/09/24",43.93
"Currency","2010/09/23",43.96
"Currency","2010/09/22",43.96
"Currency","2010/09/21",43.88
"Currency","2010/09/20",43.93
"Currency","2010/09/17",44.01
"Currency","2010/09/16",44.13
"Currency","2010/09/15",44.28
"Currency","2010/09/14",44.31
"Currency","2010/09/13",44.30
"Currency","2010/09/10",44.31
"Currency","2010/09/09",44.31
"Currency","2010/09/08",44.31
"Currency","2010/09/07",44.30
"Currency","2010/09/06",44.22
"Currency","2010/09/03",44.22
"Currency","2010/09/02",44.00
"Currency","2010/09/01",44.05
"Currency","2010/08/31",45.08
"Currency","2010/08/30",45.08
"Currency","2010/08/27",45.08
"Currency","2010/08/26",45.08
"Currency","2010/08/25",45.08
"Currency","2010/08/24",45.08
"Currency","2010/08/23",45.08
"Currency","2010/08/20",44.62
"Currency","2010/08/19",44.62
"Currency","2010/08/18",44.62
"Currency","2010/08/17",45.08
"Currency","2010/08/16",45.08
"Currency","2010/08/13",45.08
"Currency","2010/08/12",45.46
"Currency","2010/08/11",45.48
"Currency","2010/08/10",43.50
"Currency","2010/08/09",43.50
"Currency","2010/08/06",43.49
"Currency","2010/08/05",43.53
"Currency","2010/08/04",43.50
"Currency","2010/08/03",43.53
"Currency","2010/08/02",43.53
"Currency","2010/07/30",43.48
"Currency","2010/07/29",43.50
"Currency","2010/07/28",43.50
"Currency","2010/07/27",43.53
"Currency","2010/07/26",43.53
"Currency","2010/07/23",43.64
"Currency","2010/07/22",43.58
"Currency","2010/07/21",45.53
"Currency","2010/07/20",45.53
"Currency","2010/07/19",45.53
"Currency","2010/07/16",45.50
"Currency","2010/07/15",45.43
"Currency","2010/07/14",45.53
"Currency","2010/07/13",45.50
"Currency","2010/07/12",45.50
"Currency","2010/07/09",45.50
"Currency","2010/07/08",45.50
"Currency","2010/07/07",45.53
"Currency","2010/07/06",45.53
"Currency","2010/07/05",45.53
"Currency","2010/07/02",45.50
"Currency","2010/07/01",44.40
"Currency","2010/06/30",45.50
"Currency","2010/06/29",45.50
"Currency","2010/06/28",45.53
"Currency","2010/06/25",45.50
"Currency","2010/06/24",45.53
"Currency","2010/06/23",45.53
"Currency","2010/06/22",45.53
"Currency","2010/06/21",45.53
"Currency","2010/06/18",45.53
"Currency","2010/06/17",45.50
"Currency","2010/06/16",45.53
"Currency","2010/06/15",45.53
"Currency","2010/06/14",45.53
"Currency","2010/06/11",45.50
"Currency","2010/06/10",45.53
"Currency","2010/06/09",45.50
"Currency","2010/06/08",45.51
"Currency","2010/06/07",45.50
"Currency","2010/06/04",45.53
"Currency","2010/06/03",45.53
"Currency","2010/06/02",45.53
"Currency","2010/06/01",45.50
"Currency","2010/05/31",45.53
"Currency","2010/05/28",45.53
"Currency","2010/05/27",45.53
"Currency","2010/05/26",45.50
"Currency","2010/05/25",45.48
"Currency","2010/05/24",45.50
"Currency","2010/05/21",45.50
"Currency","2010/05/20",46.13
"Currency","2010/05/19",46.03
"Currency","2010/05/18",46.03
"Currency","2010/05/17",46.13
"Currency","2010/05/14",46.03
"Currency","2010/05/13",46.13
"Currency","2010/05/12",46.13
"Currency","2010/05/11",46.13
"Currency","2010/05/10",46.08
"Currency","2010/05/07",46.13
"Currency","2010/05/06",46.03
"Currency","2010/05/05",46.15
"Currency","2010/05/04",46.03
"Currency","2010/05/03",46.08
"Currency","2010/04/30",46.03
"Currency","2010/04/29",46.13
"Currency","2010/04/28",46.13
"Currency","2010/04/27",46.13
"Currency","2010/04/26",46.15
"Currency","2010/04/23",46.10
"Currency","2010/04/22",46.03
"Currency","2010/04/21",46.03
"Currency","2010/04/20",46.08
"Currency","2010/04/19",46.03
"Currency","2010/04/16",46.13
"Currency","2010/04/15",46.13
"Currency","2010/04/14",46.13
"Currency","2010/04/13",46.03
"Currency","2010/04/12",46.13
"Currency","2010/04/09",46.13
"Currency","2010/04/08",46.03
"Currency","2010/04/07",46.03
"Currency","2010/04/06",46.03
"Currency","2010/04/05",46.03
"Currency","2010/04/02",46.03
"Currency","2010/04/01",46.00
"Currency","2010/03/31",46.08
"Currency","2010/03/30",46.01
"Currency","2010/03/29",46.03
"Currency","2010/03/26",46.06
"Currency","2010/03/25",46.01
"Currency","2010/03/24",46.00
"Currency","2010/03/23",46.16
"Currency","2010/03/22",46.00
"Currency","2010/03/19",46.03
"Currency","2010/03/18",46.23
"Currency","2010/03/17",46.13
"Currency","2010/03/16",46.03
"Currency","2010/03/15",46.06
"Currency","2010/03/12",46.06
"Currency","2010/03/11",46.28
"Currency","2010/03/10",46.28
"Currency","2010/03/09",46.28
"Currency","2010/03/08",46.21
"Currency","2010/03/05",46.23
"Currency","2010/03/04",46.23
"Currency","2010/03/03",46.28
"Currency","2010/03/02",46.30
"Currency","2010/03/01",46.38
"Currency","2010/02/26",46.36
"Currency","2010/02/25",46.20
"Currency","2010/02/24",47.83
"Currency","2010/02/23",45.78
"Currency","2010/02/22",45.88
"Currency","2010/02/19",45.98
"Currency","2010/02/18",45.58
"Currency","2010/02/17",44.78
"Currency","2010/02/16",44.74
"Currency","2010/02/15",44.78
"Currency","2010/02/12",44.78
"Currency","2010/02/11",44.75
"Currency","2010/02/10",44.50
"Currency","2010/02/09",45.33
"Currency","2010/02/08",45.35
"Currency","2010/02/05",45.33
"Currency","2010/02/04",45.33
"Currency","2010/02/03",45.32
"Currency","2010/02/02",45.33
"Currency","2010/02/01",45.37
"Currency","2010/01/29",45.33
"Currency","2010/01/28",45.33
"Currency","2010/01/27",45.33
"Currency","2010/01/26",45.33
"Currency","2010/01/25",45.33
"Currency","2010/01/22",45.32
"Currency","2010/01/21",45.33
"Currency","2010/01/20",45.34
"Currency","2010/01/19",45.36
"Currency","2010/01/18",45.37
"Currency","2010/01/15",45.36
"Currency","2010/01/14",45.38
"Currency","2010/01/13",45.40
"Currency","2010/01/12",45.41
"Currency","2010/01/11",45.40
"Currency","2010/01/08",45.42
"Currency","2010/01/07",45.46
"Currency","2010/01/06",45.48
"Currency","2010/01/05",45.46
"Currency","2010/01/04",45.48
"Currency","2010/01/01",45.53
"Currency","2009/12/31",45.53
"Currency","2009/12/30",45.50
"Currency","2009/12/29",45.53
"Currency","2009/12/28",45.50
"Currency","2009/12/25",45.50
"Currency","2009/12/24",45.50
"Currency","2009/12/23",45.53
"Currency","2009/12/22",45.50
"Currency","2009/12/21",45.50
"Currency","2009/12/18",45.50
"Currency","2009/12/17",45.53
"Currency","2009/12/16",45.56
"Currency","2009/12/15",45.53
"Currency","2009/12/14",45.50
"Currency","2009/12/11",45.50
"Currency","2009/12/10",45.53
"Currency","2009/12/09",45.53
"Currency","2009/12/08",45.53
"Currency","2009/12/07",45.53
"Currency","2009/12/04",45.53
"Currency","2009/12/03",45.53
"Currency","2009/12/02",45.53
"Currency","2009/12/01",45.50
"Currency","2009/11/30",45.53
"Currency","2009/11/27",45.50
"Currency","2009/11/26",47.53
"Currency","2009/11/25",45.53
"Currency","2009/11/24",47.00
"Currency","2009/11/23",47.50
"Currency","2009/11/20",47.53
"Currency","2009/11/19",47.53
"Currency","2009/11/18",47.50
"Currency","2009/11/17",47.50
"Currency","2009/11/16",47.50
"Currency","2009/11/13",47.53
"Currency","2009/11/12",47.50
"Currency","2009/11/11",47.53
"Currency","2009/11/10",47.53
"Currency","2009/11/09",47.50
"Currency","2009/11/06",47.50
"Currency","2009/11/05",47.53
"Currency","2009/11/04",47.50
"Currency","2009/11/03",47.50
"Currency","2009/11/02",47.50
"Currency","2009/10/30",47.50
"Currency","2009/10/29",47.50
"Currency","2009/10/28",47.50
"Currency","2009/10/27",47.53
"Currency","2009/10/26",47.53
"Currency","2009/10/23",47.50
"Currency","2009/10/22",47.53
"Currency","2009/10/21",47.53
"Currency","2009/10/20",47.46
"Currency","2009/10/19",47.53
"Currency","2009/10/16",47.53
"Currency","2009/10/15",47.50
"Currency","2009/10/14",47.53
"Currency","2009/10/13",47.53
"Currency","2009/10/12",47.53
"Currency","2009/10/09",47.53
"Currency","2009/10/08",47.53
"Currency","2009/10/07",47.48
"Currency","2009/10/06",47.53
"Currency","2009/10/05",47.53
"Currency","2009/10/02",47.50
"Currency","2009/10/01",47.53
"Currency","2009/09/30",47.50
"Currency","2009/09/29",47.53
"Currency","2009/09/28",47.53
"Currency","2009/09/25",47.53
"Currency","2009/09/24",47.53
"Currency","2009/09/23",47.50
"Currency","2009/09/22",47.53
"Currency","2009/09/21",47.50
"Currency","2009/09/18",47.50
"Currency","2009/09/17",47.50
"Currency","2009/09/16",47.53
"Currency","2009/09/15",47.53
"Currency","2009/09/14",47.50
"Currency","2009/09/11",47.50
"Currency","2009/09/10",47.50
"Currency","2009/09/09",47.50
"Currency","2009/09/08",47.50
"Currency","2009/09/07",47.53
"Currency","2009/09/04",47.53
"Currency","2009/09/03",47.50
"Currency","2009/09/02",47.50
"Currency","2009/09/01",47.53
"Currency","2009/08/31",47.53
"Currency","2009/08/28",47.50
"Currency","2009/08/27",47.53
"Currency","2009/08/26",47.50
"Currency","2009/08/25",47.53
"Currency","2009/08/24",47.53
"Currency","2009/08/21",47.53
"Currency","2009/08/20",47.50
"Currency","2009/08/19",47.50
"Currency","2009/08/18",47.50
"Currency","2009/08/17",47.53
"Currency","2009/08/14",47.53
"Currency","2009/08/13",47.50
"Currency","2009/08/12",47.50
"Currency","2009/08/11",47.53
"Currency","2009/08/10",47.50
"Currency","2009/08/07",47.53
"Currency","2009/08/06",47.53
"Currency","2009/08/05",47.50
"Currency","2009/08/04",47.53
"Currency","2009/08/03",47.53
"Currency","2009/07/31",47.50
"Currency","2009/07/30",47.48
"Currency","2009/07/29",47.53
"Currency","2009/07/28",47.50
"Currency","2009/07/27",47.53
"Currency","2009/07/24",47.50
"Currency","2009/07/23",47.50
"Currency","2009/07/22",47.53
"Currency","2009/07/21",47.50
"Currency","2009/07/20",47.50
"Currency","2009/07/17",47.50
"Currency","2009/07/16",47.50
"Currency","2009/07/15",47.50
"Currency","2009/07/14",47.50
"Currency","2009/07/13",47.50
"Currency","2009/07/10",47.50
"Currency","2009/07/09",47.50
"Currency","2009/07/08",47.50
"Currency","2009/07/07",47.50
"Currency","2009/07/06",47.50
"Currency","2009/07/03",47.50
"Currency","2009/07/02",47.50
"Currency","2009/07/01",47.50
"Currency","2009/06/30",47.50
"Currency","2009/06/29",47.50
"Currency","2009/06/26",47.53
"Currency","2009/06/25",47.53
"Currency","2009/06/24",47.53
"Currency","2009/06/23",47.50
"Currency","2009/06/22",47.53
"Currency","2009/06/19",47.53
"Currency","2009/06/18",47.56
"Currency","2009/06/17",47.50
"Currency","2009/06/16",47.53
"Currency","2009/06/15",47.50
"Currency","2009/06/12",47.53
"Currency","2009/06/11",47.50
"Currency","2009/06/10",47.53
"Currency","2009/06/09",47.53
"Currency","2009/06/08",47.50
"Currency","2009/06/05",47.53
"Currency","2009/06/04",47.53
"Currency","2009/06/03",47.50
"Currency","2009/06/02",47.50
"Currency","2009/06/01",47.50
"Currency","2009/05/29",47.50
"Currency","2009/05/28",47.50
"Currency","2009/05/27",47.53
"Currency","2009/05/26",47.53
"Currency","2009/05/25",47.53
"Currency","2009/05/22",47.57
"Currency","2009/05/21",47.57
"Currency","2009/05/20",47.55
"Currency","2009/05/19",47.55
"Currency","2009/05/18",47.57
"Currency","2009/05/15",47.55
"Currency","2009/05/14",47.55
"Currency","2009/05/13",47.61
"Currency","2009/05/12",47.57
"Currency","2009/05/11",47.57
"Currency","2009/05/08",47.57
"Currency","2009/05/07",47.57
"Currency","2009/05/06",47.57
"Currency","2009/05/05",47.57
"Currency","2009/05/04",47.53
"Currency","2009/05/01",47.57
"Currency","2009/04/30",47.53
"Currency","2009/04/29",47.56
"Currency","2009/04/28",47.56
"Currency","2009/04/27",47.56
"Currency","2009/04/24",47.56
"Currency","2009/04/23",47.56
"Currency","2009/04/22",47.55
"Currency","2009/04/21",47.57
"Currency","2009/04/20",47.28
"Currency","2009/04/17",47.28
"Currency","2009/04/16",47.28
"Currency","2009/04/15",47.35
"Currency","2009/04/14",47.28
"Currency","2009/04/13",47.35
"Currency","2009/04/10",47.34
"Currency","2009/04/09",47.34
"Currency","2009/04/08",47.27
"Currency","2009/04/07",47.35
"Currency","2009/04/06",47.27
"Currency","2009/04/03",47.35
"Currency","2009/04/02",47.35
"Currency","2009/04/01",47.32
"Currency","2009/03/31",47.35
"Currency","2009/03/30",47.28
"Currency","2009/03/27",47.34
"Currency","2009/03/26",47.35
"Currency","2009/03/25",47.27
"Currency","2009/03/24",47.34
"Currency","2009/03/23",47.35
"Currency","2009/03/20",47.28
"Currency","2009/03/19",47.35
"Currency","2009/03/18",47.32
"Currency","2009/03/17",47.34
"Currency","2009/03/16",47.35
"Currency","2009/03/13",47.35
"Currency","2009/03/12",47.28
"Currency","2009/03/11",47.28
"Currency","2009/03/10",47.30
"Currency","2009/03/09",47.32
"Currency","2009/03/06",47.32
"Currency","2009/03/05",47.30
"Currency","2009/03/04",47.32
"Currency","2009/03/03",47.35
"Currency","2009/03/02",47.31
"Currency","2009/02/27",47.34
"Currency","2009/02/26",47.35
"Currency","2009/02/25",47.28
"Currency","2009/02/24",47.34
"Currency","2009/02/23",47.35
"Currency","2009/02/20",47.30
"Currency","2009/02/19",47.30
"Currency","2009/02/18",47.35
"Currency","2009/02/17",47.32
"Currency","2009/02/16",47.32
"Currency","2009/02/13",47.32
"Currency","2009/02/12",47.31
"Currency","2009/02/11",47.28
"Currency","2009/02/10",47.32
"Currency","2009/02/09",47.32
"Currency","2009/02/06",47.25
"Currency","2009/02/05",47.25
"Currency","2009/02/04",47.35
"Currency","2009/02/03",47.32
"Currency","2009/02/02",47.32
"Currency","2009/01/30",47.55
"Currency","2009/01/29",47.28
"Currency","2009/01/28",47.27
"Currency","2009/01/27",47.31
"Currency","2009/01/26",47.31
"Currency","2009/01/23",47.31
"Currency","2009/01/22",47.22
"Currency","2009/01/21",47.22
"Currency","2009/01/20",47.25
"Currency","2009/01/19",47.25
"Currency","2009/01/16",47.25
"Currency","2009/01/15",47.10
"Currency","2009/01/14",47.11
"Currency","2009/01/13",47.22
"Currency","2009/01/12",48.04
"Currency","2009/01/09",47.04
"Currency","2009/01/08",47.07
"Currency","2009/01/07",47.17
"Currency","2009/01/06",47.17
"Currency","2009/01/05",47.11
"Currency","2009/01/02",47.07
"Currency","2009/01/01",47.04
"Currency","2008/12/31",47.04
"Currency","2008/12/30",47.06
"Currency","2008/12/29",47.04
"Currency","2008/12/26",47.06
"Currency","2008/12/25",47.06
"Currency","2008/12/24",47.06
"Currency","2008/12/23",47.04
"Currency","2008/12/22",47.04
"Currency","2008/12/19",47.04
"Currency","2008/12/18",47.04
"Currency","2008/12/17",47.06
"Currency","2008/12/16",47.04
"Currency","2008/12/15",47.04
"Currency","2008/12/12",47.04
"Currency","2008/12/11",47.04
"Currency","2008/12/10",47.06
"Currency","2008/12/09",47.06
"Currency","2008/12/08",47.05
"Currency","2008/12/05",47.04
"Currency","2008/12/04",47.04
"Currency","2008/12/03",47.15
"Currency","2008/12/02",47.04
"Currency","2008/12/01",47.06
"Currency","2008/11/28",47.07
"Currency","2008/11/27",47.05
"Currency","2008/11/26",47.05
"Currency","2008/11/25",47.04
"Currency","2008/11/24",47.06
"Currency","2008/11/21",47.04
"Currency","2008/11/20",47.04
"Currency","2008/11/19",47.07
"Currency","2008/11/18",47.04
"Currency","2008/11/17",47.04
"Currency","2008/11/14",47.10
"Currency","2008/11/13",47.18
"Currency","2008/11/12",47.06
"Currency","2008/11/11",47.11
"Currency","2008/11/10",47.04
"Currency","2008/11/07",47.11
"Currency","2008/11/06",47.13
"Currency","2008/11/05",47.18
"Currency","2008/11/04",47.04
"Currency","2008/11/03",47.07
"Currency","2008/10/31",47.18
"Currency","2008/10/30",47.06
"Currency","2008/10/29",46.25
"Currency","2008/10/28",47.08
"Currency","2008/10/27",47.11
"Currency","2008/10/24",47.05
"Currency","2008/10/23",47.11
"Currency","2008/10/22",47.04
"Currency","2008/10/21",47.04
"Currency","2008/10/20",47.07
"Currency","2008/10/17",47.21
"Currency","2008/10/16",47.21
"Currency","2008/10/15",47.07
"Currency","2008/10/14",47.17
"Currency","2008/10/13",47.17
"Currency","2008/10/10",47.17
"Currency","2008/10/09",47.07
"Currency","2008/10/08",47.04
"Currency","2008/10/07",47.11
"Currency","2008/10/06",47.06
"Currency","2008/10/03",47.05
"Currency","2008/10/02",47.08
"Currency","2008/10/01",47.04
"Currency","2008/09/30",47.14
"Currency","2008/09/29",47.04
"Currency","2008/09/26",47.06
"Currency","2008/09/25",46.77
"Currency","2008/09/24",46.75
"Currency","2008/09/23",46.75
"Currency","2008/09/22",46.77
"Currency","2008/09/19",46.77
"Currency","2008/09/18",46.77
"Currency","2008/09/17",46.72
"Currency","2008/09/16",46.82
"Currency","2008/09/15",46.72
"Currency","2008/09/12",46.67
"Currency","2008/09/11",46.77
"Currency","2008/09/10",46.72
"Currency","2008/09/09",46.72
"Currency","2008/09/08",46.78
"Currency","2008/09/05",46.77
"Currency","2008/09/04",46.74
"Currency","2008/09/03",46.77
"Currency","2008/09/02",46.81
"Currency","2008/09/01",46.83
"Currency","2008/08/29",46.83
"Currency","2008/08/28",46.78
"Currency","2008/08/27",46.83
"Currency","2008/08/26",46.82
"Currency","2008/08/25",46.82
"Currency","2008/08/22",46.82
"Currency","2008/08/21",46.82
"Currency","2008/08/20",46.82
"Currency","2008/08/19",46.82
"Currency","2008/08/18",46.82
"Currency","2008/08/15",46.75
"Currency","2008/08/14",46.75
"Currency","2008/08/13",46.81
"Currency","2008/08/12",46.72
"Currency","2008/08/11",46.57
"Currency","2008/08/08",46.78
"Currency","2008/08/07",46.82
"Currency","2008/08/06",46.82
"Currency","2008/08/05",46.82
"Currency","2008/08/04",46.82
"Currency","2008/08/01",46.82
"Currency","2008/07/31",46.82
"Currency","2008/07/30",46.82
"Currency","2008/07/29",46.82
"Currency","2008/07/28",46.80
"Currency","2008/07/25",46.80
"Currency","2008/07/24",46.30
"Currency","2008/07/23",46.24
"Currency","2008/07/22",46.21
"Currency","2008/07/21",46.25
"Currency","2008/07/18",46.21
"Currency","2008/07/17",46.22
"Currency","2008/07/16",46.21
"Currency","2008/07/15",46.21
"Currency","2008/07/14",46.18
"Currency","2008/07/11",46.22
"Currency","2008/07/10",46.22
"Currency","2008/07/09",46.18
"Currency","2008/07/08",46.21
"Currency","2008/07/07",46.21
"Currency","2008/07/04",46.22
"Currency","2008/07/03",46.22
"Currency","2008/07/02",46.18
"Currency","2008/07/01",46.28
"Currency","2008/06/30",46.28
"Currency","2008/06/27",46.21
"Currency","2008/06/26",46.21
"Currency","2008/06/25",46.20
"Currency","2008/06/24",46.22
"Currency","2008/06/23",46.22
"Currency","2008/06/20",46.18
"Currency","2008/06/19",46.07
"Currency","2008/06/18",46.21
"Currency","2008/06/17",46.20
"Currency","2008/06/16",46.18
"Currency","2008/06/13",46.18
"Currency","2008/06/12",46.17
"Currency","2008/06/11",46.17
"Currency","2008/06/10",46.07
"Currency","2008/06/09",46.18
"Currency","2008/06/06",46.17
"Currency","2008/06/05",46.07
"Currency","2008/06/04",46.07
"Currency","2008/06/03",46.07
"Currency","2008/06/02",46.07
"Currency","2008/05/30",46.11
"Currency","2008/05/29",46.18
"Currency","2008/05/28",46.18
"Currency","2008/05/27",46.10
"Currency","2008/05/26",46.11
"Currency","2008/05/23",46.11
"Currency","2008/05/22",46.15
"Currency","2008/05/21",46.11
"Currency","2008/05/20",46.06
"Currency","2008/05/19",46.06
"Currency","2008/05/16",46.06
"Currency","2008/05/15",46.06
"Currency","2008/05/14",46.06
"Currency","2008/05/13",46.07
"Currency","2008/05/12",46.20
"Currency","2008/05/09",46.06
"Currency","2008/05/08",46.13
"Currency","2008/05/07",46.20
"Currency","2008/05/06",46.07
"Currency","2008/05/05",46.00
"Currency","2008/05/02",45.96
"Currency","2008/05/01",48.04
"Currency","2008/04/30",48.04
"Currency","2008/04/29",47.82
"Currency","2008/04/28",48.04
"Currency","2008/04/25",48.05
"Currency","2008/04/24",48.17
"Currency","2008/04/23",48.17
"Currency","2008/04/22",48.17
"Currency","2008/04/21",48.17
"Currency","2008/04/18",48.17
"Currency","2008/04/17",48.20
"Currency","2008/04/16",48.76
"Currency","2008/04/15",48.80
"Currency","2008/04/14",48.70
"Currency","2008/04/11",48.80
"Currency","2008/04/10",49.67
"Currency","2008/04/09",49.67
"Currency","2008/04/08",49.60
"Currency","2008/04/07",49.60
"Currency","2008/04/04",49.44
"Currency","2008/04/03",49.44
"Currency","2008/04/02",49.60
"Currency","2008/04/01",49.44
"Currency","2008/03/31",49.45
"Currency","2008/03/28",49.44
"Currency","2008/03/27",49.50
"Currency","2008/03/26",49.44
"Currency","2008/03/25",49.47
"Currency","2008/03/24",49.42
"Currency","2008/03/21",49.40
"Currency","2008/03/20",49.40
"Currency","2008/03/19",49.40
"Currency","2008/03/18",49.45
"Currency","2008/03/17",49.45
"Currency","2008/03/14",49.45
"Currency","2008/03/13",49.47
"Currency","2008/03/12",49.40
"Currency","2008/03/11",49.40
"Currency","2008/03/10",49.40
"Currency","2008/03/07",49.45
"Currency","2008/03/06",49.45
"Currency","2008/03/05",49.45
"Currency","2008/03/04",49.37
"Currency","2008/03/03",49.37
"Currency","2008/02/29",49.37
"Currency","2008/02/28",49.37
"Currency","2008/02/27",49.37
"Currency","2008/02/26",49.37
"Currency","2008/02/25",49.34
"Currency","2008/02/22",49.34
"Currency","2008/02/21",49.34
"Currency","2008/02/20",49.34
"Currency","2008/02/19",49.37
"Currency","2008/02/18",49.37
"Currency","2008/02/15",49.37
"Currency","2008/02/14",49.37
"Currency","2008/02/13",49.40
"Currency","2008/02/12",49.35
"Currency","2008/02/11",49.34
"Currency","2008/02/08",49.30
"Currency","2008/02/07",49.30
"Currency","2008/02/06",49.30
"Currency","2008/02/05",49.37
"Currency","2008/02/04",49.37
"Currency","2008/02/01",49.30
"Currency","2008/01/31",49.30
"Currency","2008/01/30",49.30
"Currency","2008/01/29",49.30
"Currency","2008/01/28",49.30
"Currency","2008/01/25",49.30
"Currency","2008/01/24",49.30
"Currency","2008/01/23",49.37
"Currency","2008/01/22",49.40
"Currency","2008/01/21",49.40
"Currency","2008/01/18",49.40
"Currency","2008/01/17",49.44
"Currency","2008/01/16",49.44
"Currency","2008/01/15",49.44
"Currency","2008/01/14",49.54
"Currency","2008/01/11",49.54
"Currency","2008/01/10",49.54
"Currency","2008/01/09",49.54
"Currency","2008/01/08",49.54
"Currency","2008/01/07",49.54
"Currency","2008/01/04",49.54
"Currency","2008/01/03",49.55
"Currency","2008/01/02",49.55
"Currency","2008/01/01",49.54
"Currency","2007/12/31",49.54
"Currency","2007/12/28",49.54
"Currency","2007/12/27",49.54
"Currency","2007/12/26",49.54
"Currency","2007/12/25",49.52
"Currency","2007/12/24",49.52
"Currency","2007/12/21",49.59
"Currency","2007/12/20",49.59
"Currency","2007/12/19",49.59
"Currency","2007/12/18",49.59
"Currency","2007/12/17",49.62
"Currency","2007/12/14",49.62
"Currency","2007/12/13",49.65
"Currency","2007/12/12",49.65
"Currency","2007/12/11",49.68
"Currency","2007/12/10",49.68
"Currency","2007/12/07",49.69
"Currency","2007/12/06",49.85
"Currency","2007/12/05",49.85
"Currency","2007/12/04",49.85
"Currency","2007/12/03",49.85
"Currency","2007/11/30",49.85
"Currency","2007/11/29",49.84
"Currency","2007/11/28",49.84
"Currency","2007/11/27",49.84
"Currency","2007/11/26",49.85
"Currency","2007/11/23",49.85
"Currency","2007/11/22",49.85
"Currency","2007/11/21",49.85
"Currency","2007/11/20",49.85
"Currency","2007/11/19",49.82
"Currency","2007/11/16",49.82
