"Indicator","Time","Value (USD/TJS)"
"Currency","2001/06/30",2.35
"Currency","2001/05/31",2.35
"Currency","2001/04/30",2.35
"Currency","2001/03/31",2.35
"Currency","2001/02/28",2.35
"Currency","2001/01/31",2.35
"Currency","2000/12/31",2.20
"Currency","2000/11/30",2.20
"Currency","2000/10/31",2.20
"Currency","2000/09/30",2.05
"Currency","2000/08/31",1.96
"Currency","2000/07/31",1.90
"Currency","2000/06/30",1.70
"Currency","2000/05/31",1.70
"Currency","2000/04/30",1.63
"Currency","2000/03/31",1.63
"Currency","2000/02/29",1.59
"Currency","2000/01/31",1.55
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
