"Indicator","Time","Value (USD/XAF)"
"Currency","1997/09/18",599.30
"Currency","1997/09/17",599.30
"Currency","1997/09/16",599.30
"Currency","1997/09/15",599.30
"Currency","1997/09/12",599.30
"Currency","1997/09/11",611.37
"Currency","1997/09/10",611.37
"Currency","1997/09/09",611.37
"Currency","1997/09/08",611.37
"Currency","1997/09/05",611.37
"Currency","1997/09/04",603.48
"Currency","1997/09/03",603.48
"Currency","1997/09/02",603.48
"Currency","1997/09/01",603.48
"Currency","1997/08/29",612.87
"Currency","1997/08/28",612.87
"Currency","1997/08/27",612.87
"Currency","1997/08/26",612.87
"Currency","1997/08/25",612.87
"Currency","1997/08/22",612.87
"Currency","1997/08/21",620.58
"Currency","1997/08/20",620.58
"Currency","1997/08/19",620.58
"Currency","1997/08/18",620.58
"Currency","1997/08/15",629.85
"Currency","1997/08/14",629.85
"Currency","1997/08/13",629.85
"Currency","1997/08/12",629.85
"Currency","1997/08/11",629.85
"Currency","1997/08/08",622.10
"Currency","1997/08/07",622.09
"Currency","1997/08/06",622.09
"Currency","1997/08/05",622.09
"Currency","1997/08/04",622.09
"Currency","1997/08/01",618.47
"Currency","1997/07/31",618.47
"Currency","1997/07/30",618.47
"Currency","1997/07/29",618.47
"Currency","1997/07/28",618.47
"Currency","1997/07/25",618.47
"Currency","1997/07/24",607.84
"Currency","1997/07/23",607.84
"Currency","1997/07/22",607.84
"Currency","1997/07/21",607.84
"Currency","1997/07/18",595.20
"Currency","1997/07/17",595.20
"Currency","1997/07/16",595.20
"Currency","1997/07/15",595.20
"Currency","1997/07/14",595.20
"Currency","1997/07/11",595.20
"Currency","1997/07/10",590.12
"Currency","1997/07/09",590.12
"Currency","1997/07/08",590.12
"Currency","1997/07/07",590.12
"Currency","1997/07/04",590.12
"Currency","1997/07/03",583.60
"Currency","1997/07/02",583.60
"Currency","1997/07/01",583.60
"Currency","1997/06/30",583.60
"Currency","1997/06/27",583.60
"Currency","1997/06/26",583.38
"Currency","1997/06/25",583.38
"Currency","1997/06/24",583.38
"Currency","1997/06/23",583.38
"Currency","1997/06/20",583.38
"Currency","1997/06/19",582.93
"Currency","1997/06/18",582.93
"Currency","1997/06/17",582.93
"Currency","1997/06/16",582.93
"Currency","1997/06/13",584.30
"Currency","1997/06/12",584.30
"Currency","1997/06/11",584.30
"Currency","1997/06/10",584.30
"Currency","1997/06/09",584.30
"Currency","1997/06/06",584.30
"Currency","1997/06/05",574.73
"Currency","1997/06/04",574.73
"Currency","1997/06/03",574.72
"Currency","1997/06/02",574.72
"Currency","1997/05/30",569.19
"Currency","1997/05/29",569.19
"Currency","1997/05/28",569.19
"Currency","1997/05/27",569.19
"Currency","1997/05/26",569.20
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
