"Indicator","Time","Value (USD/SOS)"
"Currency","2018/06/09",575.00
"Currency","2018/06/08",575.00
"Currency","2018/06/07",575.00
"Currency","2018/06/06",575.00
"Currency","2018/06/05",575.00
"Currency","2018/06/04",575.00
"Currency","2018/06/02",575.00
"Currency","2018/06/01",575.00
"Currency","2018/05/31",575.00
"Currency","2018/05/30",575.00
"Currency","2018/05/29",575.00
"Currency","2018/05/28",575.00
"Currency","2018/05/26",575.00
"Currency","2018/05/25",575.00
"Currency","2018/05/24",575.00
"Currency","2018/05/23",575.00
"Currency","2018/05/22",575.00
"Currency","2018/05/21",575.00
"Currency","2018/05/20",575.00
"Currency","2018/05/19",575.00
"Currency","2018/05/18",575.00
"Currency","2018/05/17",575.00
"Currency","2018/05/16",575.00
"Currency","2018/05/15",575.00
"Currency","2018/05/14",575.00
"Currency","2018/05/13",575.00
"Currency","2018/05/12",575.00
"Currency","2018/05/11",575.00
"Currency","2018/05/10",575.00
"Currency","2018/05/09",575.00
"Currency","2018/05/08",575.00
"Currency","2018/05/07",575.00
"Currency","2018/05/06",575.00
"Currency","2018/05/05",575.00
"Currency","2018/05/04",575.00
"Currency","2018/05/03",575.00
"Currency","2018/05/02",576.00
"Currency","2018/05/01",575.00
"Currency","2018/04/30",575.00
"Currency","2018/04/29",575.00
"Currency","2018/04/28",575.00
"Currency","2018/04/27",575.00
"Currency","2018/04/26",575.00
"Currency","2018/04/25",575.00
"Currency","2018/04/24",575.00
"Currency","2018/04/23",575.00
"Currency","2018/04/22",575.00
"Currency","2018/04/21",575.00
"Currency","2018/04/20",575.00
"Currency","2018/04/19",575.00
"Currency","2018/04/18",575.00
"Currency","2018/04/17",575.00
"Currency","2018/04/16",575.00
"Currency","2018/04/15",575.00
"Currency","2018/04/14",575.00
"Currency","2018/04/13",575.00
"Currency","2018/04/12",575.00
"Currency","2018/04/11",575.00
"Currency","2018/04/10",575.00
"Currency","2018/04/09",575.00
"Currency","2018/04/08",575.00
"Currency","2018/04/07",575.00
"Currency","2018/04/06",575.00
"Currency","2018/04/05",575.00
"Currency","2018/04/04",575.00
"Currency","2018/04/03",575.00
"Currency","2018/04/02",575.00
"Currency","2018/04/01",575.00
"Currency","2018/03/31",575.00
"Currency","2018/03/30",575.00
"Currency","2018/03/29",575.00
"Currency","2018/03/28",575.00
"Currency","2018/03/27",575.00
"Currency","2018/03/26",575.00
"Currency","2018/03/25",575.00
"Currency","2018/03/24",575.00
"Currency","2018/03/23",575.00
"Currency","2018/03/22",575.00
"Currency","2018/03/21",575.00
"Currency","2018/03/20",575.00
"Currency","2018/03/19",575.00
"Currency","2018/03/18",575.00
"Currency","2018/03/17",575.00
"Currency","2018/03/16",575.00
"Currency","2018/03/15",575.00
"Currency","2018/03/14",575.00
"Currency","2018/03/13",575.00
"Currency","2018/03/12",575.00
"Currency","2018/03/11",575.00
"Currency","2018/03/10",575.00
"Currency","2018/03/09",575.00
"Currency","2018/03/08",575.00
"Currency","2018/03/07",575.00
"Currency","2018/03/06",575.00
"Currency","2018/03/05",575.00
"Currency","2018/03/04",575.00
"Currency","2018/03/03",575.00
"Currency","2018/03/02",575.00
"Currency","2018/03/01",575.00
"Currency","2018/02/28",575.00
"Currency","2018/02/27",575.00
"Currency","2018/02/26",575.00
"Currency","2018/02/25",575.00
"Currency","2018/02/24",575.00
"Currency","2018/02/23",575.00
"Currency","2018/02/22",575.00
"Currency","2018/02/21",575.00
"Currency","2018/02/20",575.00
"Currency","2018/02/19",575.00
"Currency","2018/02/18",575.00
"Currency","2018/02/17",575.00
"Currency","2018/02/16",575.00
"Currency","2018/02/15",575.00
"Currency","2018/02/14",575.00
"Currency","2018/02/13",575.00
"Currency","2018/02/12",575.00
"Currency","2018/02/11",575.00
"Currency","2018/02/10",575.00
"Currency","2018/02/09",575.00
"Currency","2018/02/08",575.00
"Currency","2018/02/07",575.00
"Currency","2018/02/06",575.00
"Currency","2018/02/05",575.00
"Currency","2018/02/04",575.00
"Currency","2018/02/03",575.00
"Currency","2018/02/02",575.00
"Currency","2018/02/01",575.00
"Currency","2018/01/31",575.00
"Currency","2018/01/30",575.00
"Currency","2018/01/29",575.00
"Currency","2018/01/28",575.00
"Currency","2018/01/27",575.00
"Currency","2018/01/26",575.00
"Currency","2018/01/25",575.00
"Currency","2018/01/24",575.00
"Currency","2018/01/23",575.00
"Currency","2018/01/22",575.00
"Currency","2018/01/21",575.00
"Currency","2018/01/20",575.00
"Currency","2018/01/19",575.00
"Currency","2018/01/18",575.00
"Currency","2018/01/17",575.00
"Currency","2018/01/16",575.00
"Currency","2018/01/15",575.00
"Currency","2018/01/14",575.00
"Currency","2018/01/13",575.00
"Currency","2018/01/12",575.00
"Currency","2018/01/11",575.00
"Currency","2018/01/10",575.00
"Currency","2018/01/09",575.00
"Currency","2018/01/08",575.00
"Currency","2018/01/07",575.00
"Currency","2018/01/06",575.00
"Currency","2018/01/05",575.00
"Currency","2018/01/04",575.00
"Currency","2018/01/03",575.00
"Currency","2018/01/02",575.00
"Currency","2017/12/29",575.00
"Currency","2017/12/28",575.00
"Currency","2017/12/27",575.00
"Currency","2017/12/26",575.00
"Currency","2017/12/24",575.00
"Currency","2017/12/22",578.50
"Currency","2017/12/21",575.00
"Currency","2017/12/20",575.00
"Currency","2017/12/19",575.00
"Currency","2017/12/18",575.00
"Currency","2017/12/15",575.00
"Currency","2017/12/14",575.00
"Currency","2017/12/13",575.00
"Currency","2017/12/12",575.00
"Currency","2017/12/11",575.00
"Currency","2017/12/08",575.00
"Currency","2017/12/07",575.00
"Currency","2017/12/06",575.00
"Currency","2017/12/05",575.00
"Currency","2017/12/04",575.00
"Currency","2017/12/01",575.00
"Currency","2017/11/30",575.00
"Currency","2017/11/29",575.00
"Currency","2017/11/28",575.00
"Currency","2017/11/27",575.00
"Currency","2017/11/24",575.00
"Currency","2017/11/23",575.00
"Currency","2017/11/22",575.00
"Currency","2017/11/21",575.00
"Currency","2017/11/20",575.00
"Currency","2017/11/17",575.00
"Currency","2017/11/16",575.00
"Currency","2017/11/15",575.00
"Currency","2017/11/14",575.00
"Currency","2017/11/13",575.00
"Currency","2017/11/10",575.00
"Currency","2017/11/09",575.00
"Currency","2017/11/08",575.00
"Currency","2017/11/07",575.00
"Currency","2017/11/06",575.00
"Currency","2017/11/03",575.00
"Currency","2017/11/02",575.00
"Currency","2017/11/01",557.00
"Currency","2017/10/31",559.00
"Currency","2017/10/30",559.00
"Currency","2017/10/27",559.00
"Currency","2017/10/26",559.00
"Currency","2017/10/25",557.00
"Currency","2017/10/24",559.00
"Currency","2017/10/23",557.00
"Currency","2017/10/21",559.00
"Currency","2017/10/20",559.00
"Currency","2017/10/19",557.00
"Currency","2017/10/18",557.00
"Currency","2017/10/17",557.00
"Currency","2017/10/16",557.00
"Currency","2017/10/13",559.00
"Currency","2017/10/12",559.00
"Currency","2017/10/11",575.00
"Currency","2017/10/10",559.00
"Currency","2017/10/09",557.00
"Currency","2017/10/07",557.00
"Currency","2017/10/06",557.00
"Currency","2017/10/05",557.00
"Currency","2017/10/04",559.00
"Currency","2017/10/03",559.00
"Currency","2017/10/02",559.00
"Currency","2017/09/30",557.00
"Currency","2017/09/29",557.00
"Currency","2017/09/28",559.00
"Currency","2017/09/27",553.00
"Currency","2017/09/26",557.00
"Currency","2017/09/25",557.00
"Currency","2017/09/22",559.00
"Currency","2017/09/21",557.00
"Currency","2017/09/20",559.00
"Currency","2017/09/19",559.00
"Currency","2017/09/18",557.00
"Currency","2017/09/16",557.00
"Currency","2017/09/15",557.00
"Currency","2017/09/14",557.00
"Currency","2017/09/13",557.00
"Currency","2017/09/12",559.00
"Currency","2017/09/11",557.00
"Currency","2017/09/08",559.00
"Currency","2017/09/07",557.00
"Currency","2017/09/06",557.00
"Currency","2017/09/05",559.00
"Currency","2017/09/04",559.00
"Currency","2017/09/01",559.00
"Currency","2017/08/31",575.00
"Currency","2017/08/30",575.00
"Currency","2017/08/29",557.00
"Currency","2017/08/28",575.00
"Currency","2017/08/25",575.00
"Currency","2017/08/24",575.00
"Currency","2017/08/23",557.00
"Currency","2017/08/22",559.00
"Currency","2017/08/21",559.00
"Currency","2017/08/19",559.00
"Currency","2017/08/18",559.00
"Currency","2017/08/17",559.00
"Currency","2017/08/16",559.00
"Currency","2017/08/15",559.00
"Currency","2017/08/14",559.00
"Currency","2017/08/12",559.00
"Currency","2017/08/11",559.00
"Currency","2017/08/10",559.00
"Currency","2017/08/09",559.00
"Currency","2017/08/08",557.00
"Currency","2017/08/07",557.00
"Currency","2017/08/05",557.00
"Currency","2017/08/04",557.00
"Currency","2017/08/03",559.00
"Currency","2017/08/02",575.00
"Currency","2017/08/01",575.00
"Currency","2017/07/31",575.00
"Currency","2017/07/28",575.00
"Currency","2017/07/27",578.50
"Currency","2017/07/26",575.00
"Currency","2017/07/25",575.00
"Currency","2017/07/24",575.00
"Currency","2017/07/21",575.00
"Currency","2017/07/20",575.00
"Currency","2017/07/19",547.00
"Currency","2017/07/18",549.00
"Currency","2017/07/17",547.00
"Currency","2017/07/14",575.00
"Currency","2017/07/13",549.00
"Currency","2017/07/12",549.00
"Currency","2017/07/11",547.00
"Currency","2017/07/10",547.00
"Currency","2017/07/07",547.00
"Currency","2017/07/06",549.00
"Currency","2017/07/05",574.00
"Currency","2017/07/04",574.00
"Currency","2017/07/03",547.00
"Currency","2017/07/02",575.00
"Currency","2017/06/30",547.00
"Currency","2017/06/29",547.00
"Currency","2017/06/28",547.00
"Currency","2017/06/27",575.00
"Currency","2017/06/26",547.00
"Currency","2017/06/23",547.00
"Currency","2017/06/22",547.00
"Currency","2017/06/21",549.00
"Currency","2017/06/20",549.00
"Currency","2017/06/19",547.00
"Currency","2017/06/17",547.00
"Currency","2017/06/16",547.00
"Currency","2017/06/15",546.00
"Currency","2017/06/14",578.50
"Currency","2017/06/13",547.00
"Currency","2017/06/12",549.00
"Currency","2017/06/10",549.00
"Currency","2017/06/09",549.00
"Currency","2017/06/08",549.00
"Currency","2017/06/07",547.00
"Currency","2017/06/06",547.00
"Currency","2017/06/05",547.00
"Currency","2017/06/03",547.00
"Currency","2017/06/02",547.00
"Currency","2017/06/01",547.00
"Currency","2017/05/31",549.00
"Currency","2017/05/30",547.00
"Currency","2017/05/29",547.00
"Currency","2017/05/26",547.00
"Currency","2017/05/25",547.00
"Currency","2017/05/24",547.00
"Currency","2017/05/23",549.00
"Currency","2017/05/22",549.00
"Currency","2017/05/20",547.00
"Currency","2017/05/19",547.00
"Currency","2017/05/18",547.00
"Currency","2017/05/17",547.00
"Currency","2017/05/16",578.50
"Currency","2017/05/15",578.50
"Currency","2017/05/12",578.50
"Currency","2017/05/11",575.00
"Currency","2017/05/10",575.00
"Currency","2017/05/09",575.00
"Currency","2017/05/08",575.00
"Currency","2017/05/05",575.00
"Currency","2017/05/04",575.00
"Currency","2017/05/03",575.00
"Currency","2017/05/02",575.00
"Currency","2017/05/01",575.00
"Currency","2017/04/28",575.00
"Currency","2017/04/27",575.00
"Currency","2017/04/26",575.00
"Currency","2017/04/25",578.50
"Currency","2017/04/24",578.50
"Currency","2017/04/21",578.50
"Currency","2017/04/20",575.00
"Currency","2017/04/19",547.00
"Currency","2017/04/18",547.00
"Currency","2017/04/17",547.00
"Currency","2017/04/14",547.00
"Currency","2017/04/13",549.00
"Currency","2017/04/12",549.00
"Currency","2017/04/11",549.00
"Currency","2017/04/10",546.00
"Currency","2017/04/07",547.00
"Currency","2017/04/06",546.00
"Currency","2017/04/05",549.00
"Currency","2017/04/04",575.00
"Currency","2017/04/03",547.00
"Currency","2017/03/31",549.00
"Currency","2017/03/30",549.00
"Currency","2017/03/29",547.00
"Currency","2017/03/28",547.00
"Currency","2017/03/27",549.00
"Currency","2017/03/24",545.00
"Currency","2017/03/23",549.00
"Currency","2017/03/22",549.00
"Currency","2017/03/21",549.00
"Currency","2017/03/20",547.00
"Currency","2017/03/17",549.00
"Currency","2017/03/16",547.00
"Currency","2017/03/15",549.00
"Currency","2017/03/14",547.00
"Currency","2017/03/13",547.00
"Currency","2017/03/10",575.00
"Currency","2017/03/09",547.00
"Currency","2017/03/08",549.00
"Currency","2017/03/07",547.00
"Currency","2017/03/06",547.00
"Currency","2017/03/04",549.00
"Currency","2017/03/03",549.00
"Currency","2017/03/02",547.00
"Currency","2017/03/01",547.00
"Currency","2017/02/28",545.00
"Currency","2017/02/27",547.00
"Currency","2017/02/24",549.00
"Currency","2017/02/23",547.00
"Currency","2017/02/22",549.00
"Currency","2017/02/21",547.00
"Currency","2017/02/20",575.00
"Currency","2017/02/17",547.00
"Currency","2017/02/16",547.00
"Currency","2017/02/15",549.00
"Currency","2017/02/14",547.00
"Currency","2017/02/13",547.00
"Currency","2017/02/10",549.00
"Currency","2017/02/09",547.00
"Currency","2017/02/08",549.00
"Currency","2017/02/07",547.00
"Currency","2017/02/06",548.00
"Currency","2017/02/04",547.00
"Currency","2017/02/03",578.50
"Currency","2017/02/02",547.00
"Currency","2017/02/01",549.00
"Currency","2017/01/31",547.00
"Currency","2017/01/30",549.00
"Currency","2017/01/27",547.00
"Currency","2017/01/26",549.00
"Currency","2017/01/25",547.00
"Currency","2017/01/24",549.00
"Currency","2017/01/23",547.00
"Currency","2017/01/21",575.00
"Currency","2017/01/20",549.00
"Currency","2017/01/19",549.00
"Currency","2017/01/18",549.00
"Currency","2017/01/17",547.00
"Currency","2017/01/16",547.00
"Currency","2017/01/13",546.00
"Currency","2017/01/12",574.00
"Currency","2017/01/11",548.00
"Currency","2017/01/10",548.00
"Currency","2017/01/09",548.00
"Currency","2017/01/06",528.00
"Currency","2017/01/05",529.00
"Currency","2017/01/04",529.00
"Currency","2017/01/03",529.00
"Currency","2017/01/02",529.00
"Currency","2016/12/30",529.00
"Currency","2016/12/29",529.00
"Currency","2016/12/28",578.50
"Currency","2016/12/27",578.50
"Currency","2016/12/26",578.50
"Currency","2016/12/24",527.00
"Currency","2016/12/23",578.50
"Currency","2016/12/22",525.00
"Currency","2016/12/21",527.00
"Currency","2016/12/20",529.00
"Currency","2016/12/19",527.00
"Currency","2016/12/16",527.00
"Currency","2016/12/15",528.00
"Currency","2016/12/14",529.00
"Currency","2016/12/13",528.00
"Currency","2016/12/12",529.00
"Currency","2016/12/10",526.00
"Currency","2016/12/09",576.50
"Currency","2016/12/08",525.00
"Currency","2016/12/07",525.00
"Currency","2016/12/06",549.00
"Currency","2016/12/05",549.00
"Currency","2016/12/02",547.00
"Currency","2016/12/01",548.00
"Currency","2016/11/30",548.00
"Currency","2016/11/29",517.00
"Currency","2016/11/28",515.00
"Currency","2016/11/25",512.00
"Currency","2016/11/24",510.00
"Currency","2016/11/23",510.00
"Currency","2016/11/22",545.00
"Currency","2016/11/21",509.00
"Currency","2016/11/19",505.00
"Currency","2016/11/18",576.50
"Currency","2016/11/17",490.00
"Currency","2016/11/16",551.00
"Currency","2016/11/15",550.00
"Currency","2016/11/14",553.00
"Currency","2016/11/11",550.00
"Currency","2016/11/10",550.00
"Currency","2016/11/09",551.00
"Currency","2016/11/08",551.00
"Currency","2016/11/07",558.00
"Currency","2016/11/04",557.00
"Currency","2016/11/03",558.00
"Currency","2016/11/02",558.00
"Currency","2016/11/01",555.00
"Currency","2016/10/31",556.00
"Currency","2016/10/28",559.00
"Currency","2016/10/27",559.00
"Currency","2016/10/26",559.00
"Currency","2016/10/25",559.00
"Currency","2016/10/24",559.00
"Currency","2016/10/21",559.00
"Currency","2016/10/20",559.00
"Currency","2016/10/19",559.00
"Currency","2016/10/18",555.00
"Currency","2016/10/17",556.00
"Currency","2016/10/14",556.00
"Currency","2016/10/13",555.00
"Currency","2016/10/12",555.00
"Currency","2016/10/11",557.00
"Currency","2016/10/10",555.00
"Currency","2016/10/07",555.00
"Currency","2016/10/06",558.00
"Currency","2016/10/05",557.00
"Currency","2016/10/04",558.00
"Currency","2016/10/03",559.00
"Currency","2016/09/30",555.00
"Currency","2016/09/29",559.00
"Currency","2016/09/28",557.00
"Currency","2016/09/27",557.00
"Currency","2016/09/26",559.00
"Currency","2016/09/24",550.00
"Currency","2016/09/23",553.00
"Currency","2016/09/22",550.00
"Currency","2016/09/21",551.00
"Currency","2016/09/20",550.00
"Currency","2016/09/19",548.00
"Currency","2016/09/17",548.00
"Currency","2016/09/16",548.00
"Currency","2016/09/15",548.00
"Currency","2016/09/14",546.00
"Currency","2016/09/13",548.00
"Currency","2016/09/12",549.00
"Currency","2016/09/10",548.00
"Currency","2016/09/09",548.00
"Currency","2016/09/08",547.00
"Currency","2016/09/07",548.00
"Currency","2016/09/06",548.00
"Currency","2016/09/05",548.00
"Currency","2016/09/03",549.00
"Currency","2016/09/02",549.00
"Currency","2016/09/01",549.00
"Currency","2016/08/31",549.00
"Currency","2016/08/30",549.00
"Currency","2016/08/29",549.00
"Currency","2016/08/26",547.00
"Currency","2016/08/25",549.00
"Currency","2016/08/24",547.00
"Currency","2016/08/23",547.00
"Currency","2016/08/22",547.00
"Currency","2016/08/19",548.00
"Currency","2016/08/18",545.00
"Currency","2016/08/17",550.00
"Currency","2016/08/16",549.00
"Currency","2016/08/15",550.00
"Currency","2016/08/12",546.00
"Currency","2016/08/11",548.00
"Currency","2016/08/10",547.00
"Currency","2016/08/09",546.00
"Currency","2016/08/08",546.00
"Currency","2016/08/05",547.00
"Currency","2016/08/04",550.00
"Currency","2016/08/03",555.00
"Currency","2016/08/02",546.00
"Currency","2016/08/01",545.00
"Currency","2016/07/29",546.00
"Currency","2016/07/28",556.00
"Currency","2016/07/27",550.00
"Currency","2016/07/26",557.00
"Currency","2016/07/25",546.00
"Currency","2016/07/22",556.00
"Currency","2016/07/21",549.00
"Currency","2016/07/20",545.00
"Currency","2016/07/19",540.00
"Currency","2016/07/18",540.00
"Currency","2016/07/15",540.00
"Currency","2016/07/14",541.00
"Currency","2016/07/13",540.00
"Currency","2016/07/12",540.00
"Currency","2016/07/11",541.00
"Currency","2016/07/08",558.00
"Currency","2016/07/07",555.00
"Currency","2016/07/06",550.00
"Currency","2016/07/05",558.00
"Currency","2016/07/04",557.00
"Currency","2016/07/01",557.00
"Currency","2016/06/30",551.00
"Currency","2016/06/29",587.40
"Currency","2016/06/28",587.40
"Currency","2016/06/27",587.25
"Currency","2016/06/24",579.95
"Currency","2016/06/23",585.85
"Currency","2016/06/22",584.70
"Currency","2016/06/21",576.95
"Currency","2016/06/20",574.95
"Currency","2016/06/17",585.95
"Currency","2016/06/16",585.95
"Currency","2016/06/15",584.95
"Currency","2016/06/14",584.95
"Currency","2016/06/13",591.20
"Currency","2016/06/10",590.15
"Currency","2016/06/09",586.95
"Currency","2016/06/08",586.95
"Currency","2016/06/07",589.95
"Currency","2016/06/06",587.45
"Currency","2016/06/03",599.95
"Currency","2016/06/02",600.95
"Currency","2016/06/01",594.95
"Currency","2016/05/31",590.05
"Currency","2016/05/30",590.50
"Currency","2016/05/27",592.45
"Currency","2016/05/26",605.95
"Currency","2016/05/25",605.95
"Currency","2016/05/24",604.95
"Currency","2016/05/23",615.45
"Currency","2016/05/20",594.65
"Currency","2016/05/19",617.95
"Currency","2016/05/18",615.95
"Currency","2016/05/17",602.55
"Currency","2016/05/16",599.00
"Currency","2016/05/13",602.50
"Currency","2016/05/12",598.75
"Currency","2016/05/11",602.10
"Currency","2016/05/10",606.95
"Currency","2016/05/09",608.95
"Currency","2016/05/06",606.95
"Currency","2016/05/05",606.95
"Currency","2016/05/04",604.95
"Currency","2016/05/03",605.25
"Currency","2016/05/02",607.70
"Currency","2016/04/30",606.95
"Currency","2016/04/29",606.95
"Currency","2016/04/28",606.65
"Currency","2016/04/27",602.45
"Currency","2016/04/26",610.95
"Currency","2016/04/25",605.95
"Currency","2016/04/23",607.45
"Currency","2016/04/22",604.95
"Currency","2016/04/21",603.60
"Currency","2016/04/20",607.45
"Currency","2016/04/19",609.95
"Currency","2016/04/18",610.95
"Currency","2016/04/16",612.45
"Currency","2016/04/15",612.95
"Currency","2016/04/14",612.95
"Currency","2016/04/13",617.95
"Currency","2016/04/12",614.95
"Currency","2016/04/11",615.95
"Currency","2016/04/09",613.95
"Currency","2016/04/08",609.95
"Currency","2016/04/07",613.95
"Currency","2016/04/06",609.95
"Currency","2016/04/05",607.45
"Currency","2016/04/04",605.95
"Currency","2016/04/01",610.80
"Currency","2016/03/31",611.10
"Currency","2016/03/30",620.65
"Currency","2016/03/29",606.65
"Currency","2016/03/28",606.40
"Currency","2016/03/25",606.40
"Currency","2016/03/24",606.50
"Currency","2016/03/23",612.45
"Currency","2016/03/22",609.95
"Currency","2016/03/21",614.30
"Currency","2016/03/18",614.95
"Currency","2016/03/17",615.00
"Currency","2016/03/16",613.95
"Currency","2016/03/15",612.45
"Currency","2016/03/14",614.15
"Currency","2016/03/13",612.25
"Currency","2016/03/11",613.95
"Currency","2016/03/10",614.30
"Currency","2016/03/09",614.50
"Currency","2016/03/08",610.65
"Currency","2016/03/07",614.20
"Currency","2016/03/06",608.95
"Currency","2016/03/04",613.45
"Currency","2016/03/03",610.95
"Currency","2016/03/02",617.45
"Currency","2016/03/01",607.55
"Currency","2016/02/29",606.95
"Currency","2016/02/28",609.50
"Currency","2016/02/26",610.95
"Currency","2016/02/25",607.30
"Currency","2016/02/24",611.40
"Currency","2016/02/23",610.95
"Currency","2016/02/22",607.30
"Currency","2016/02/19",609.50
"Currency","2016/02/18",613.90
"Currency","2016/02/17",607.80
"Currency","2016/02/16",610.95
"Currency","2016/02/15",610.80
"Currency","2016/02/12",609.95
"Currency","2016/02/11",609.95
"Currency","2016/02/10",610.95
"Currency","2016/02/09",614.30
"Currency","2016/02/08",609.95
"Currency","2016/02/05",614.95
"Currency","2016/02/04",613.95
"Currency","2016/02/03",614.95
"Currency","2016/02/02",620.55
"Currency","2016/02/01",611.10
"Currency","2016/01/29",617.45
"Currency","2016/01/28",614.95
"Currency","2016/01/27",611.75
"Currency","2016/01/26",619.95
"Currency","2016/01/25",620.70
"Currency","2016/01/22",611.45
"Currency","2016/01/21",616.80
"Currency","2016/01/20",625.60
"Currency","2016/01/19",621.85
"Currency","2016/01/18",624.60
"Currency","2016/01/15",625.10
"Currency","2016/01/14",625.90
"Currency","2016/01/13",622.35
"Currency","2016/01/12",625.35
"Currency","2016/01/11",628.70
"Currency","2016/01/08",618.45
"Currency","2016/01/07",611.95
"Currency","2016/01/06",611.45
"Currency","2016/01/05",617.95
"Currency","2016/01/04",617.95
"Currency","2016/01/03",621.20
"Currency","2016/01/01",621.15
"Currency","2015/12/31",621.30
"Currency","2015/12/30",616.95
"Currency","2015/12/29",616.95
"Currency","2015/12/28",629.50
"Currency","2015/12/25",627.45
"Currency","2015/12/24",627.45
"Currency","2015/12/23",628.75
"Currency","2015/12/22",610.95
"Currency","2015/12/21",625.70
"Currency","2015/12/18",622.05
"Currency","2015/12/17",629.00
"Currency","2015/12/16",629.45
"Currency","2015/12/15",633.15
"Currency","2015/12/14",628.30
"Currency","2015/12/11",609.95
"Currency","2015/12/10",604.95
"Currency","2015/12/09",622.85
"Currency","2015/12/08",626.45
"Currency","2015/12/07",628.05
"Currency","2015/12/06",629.80
"Currency","2015/12/04",629.80
"Currency","2015/12/03",630.00
"Currency","2015/12/02",629.80
"Currency","2015/12/01",604.95
"Currency","2015/11/30",609.95
"Currency","2015/11/28",629.60
"Currency","2015/11/27",630.50
"Currency","2015/11/26",630.85
"Currency","2015/11/25",629.30
"Currency","2015/11/24",632.35
"Currency","2015/11/23",632.75
"Currency","2015/11/20",636.40
"Currency","2015/11/19",634.60
"Currency","2015/11/18",613.95
"Currency","2015/11/17",636.55
"Currency","2015/11/16",605.95
"Currency","2015/11/13",607.45
"Currency","2015/11/12",628.75
"Currency","2015/11/11",633.75
"Currency","2015/11/10",614.45
"Currency","2015/11/09",627.35
"Currency","2015/11/08",615.95
"Currency","2015/11/06",615.95
"Currency","2015/11/05",619.95
"Currency","2015/11/04",625.95
"Currency","2015/11/03",624.95
"Currency","2015/11/02",639.50
"Currency","2015/11/01",622.45
"Currency","2015/10/30",622.45
"Currency","2015/10/29",622.45
"Currency","2015/10/28",625.95
"Currency","2015/10/27",639.95
"Currency","2015/10/26",640.95
"Currency","2015/10/25",640.95
"Currency","2015/10/23",640.95
"Currency","2015/10/22",640.95
"Currency","2015/10/21",640.95
"Currency","2015/10/20",640.95
"Currency","2015/10/19",640.50
"Currency","2015/10/18",640.95
"Currency","2015/10/16",640.95
"Currency","2015/10/15",639.95
"Currency","2015/10/14",639.95
"Currency","2015/10/13",639.95
"Currency","2015/10/12",641.35
"Currency","2015/10/09",640.95
"Currency","2015/10/08",639.95
"Currency","2015/10/07",639.95
"Currency","2015/10/06",640.95
"Currency","2015/10/05",639.95
"Currency","2015/10/04",639.95
"Currency","2015/10/02",639.95
"Currency","2015/10/01",639.95
"Currency","2015/09/30",644.95
"Currency","2015/09/29",644.95
"Currency","2015/09/28",649.95
"Currency","2015/09/27",645.95
"Currency","2015/09/26",645.95
"Currency","2015/09/25",645.95
"Currency","2015/09/24",640.95
"Currency","2015/09/23",634.95
"Currency","2015/09/22",634.95
"Currency","2015/09/21",634.95
"Currency","2015/09/20",639.95
"Currency","2015/09/18",639.95
"Currency","2015/09/17",649.95
"Currency","2015/09/16",644.95
"Currency","2015/09/15",650.95
"Currency","2015/09/14",654.95
"Currency","2015/09/13",654.95
"Currency","2015/09/11",654.95
"Currency","2015/09/10",649.95
"Currency","2015/09/09",654.90
"Currency","2015/09/08",654.95
"Currency","2015/09/07",649.95
"Currency","2015/09/06",655.45
"Currency","2015/09/04",655.45
"Currency","2015/09/03",655.90
"Currency","2015/09/02",656.80
"Currency","2015/09/01",657.85
"Currency","2015/08/31",658.70
"Currency","2015/08/30",658.50
"Currency","2015/08/28",658.50
"Currency","2015/08/27",658.50
"Currency","2015/08/26",658.30
"Currency","2015/08/25",657.80
"Currency","2015/08/24",658.15
"Currency","2015/08/21",659.70
"Currency","2015/08/20",660.95
"Currency","2015/08/19",661.50
"Currency","2015/08/18",662.60
"Currency","2015/08/17",663.65
"Currency","2015/08/14",669.95
"Currency","2015/08/13",669.95
"Currency","2015/08/12",669.95
"Currency","2015/08/11",670.95
"Currency","2015/08/10",669.95
"Currency","2015/08/07",664.50
"Currency","2015/08/06",665.50
"Currency","2015/08/05",666.50
"Currency","2015/08/04",667.50
"Currency","2015/08/03",668.50
"Currency","2015/07/31",668.50
"Currency","2015/07/30",668.50
"Currency","2015/07/29",668.50
"Currency","2015/07/28",668.50
"Currency","2015/07/27",670.50
"Currency","2015/07/24",670.50
"Currency","2015/07/23",670.50
"Currency","2015/07/22",670.50
"Currency","2015/07/21",670.50
"Currency","2015/07/20",671.50
"Currency","2015/07/17",671.50
"Currency","2015/07/16",672.50
"Currency","2015/07/15",672.50
"Currency","2015/07/14",673.50
"Currency","2015/07/13",673.50
"Currency","2015/07/10",673.50
"Currency","2015/07/09",673.50
"Currency","2015/07/08",673.50
"Currency","2015/07/07",673.50
"Currency","2015/07/06",691.00
"Currency","2015/07/03",688.50
"Currency","2015/07/02",690.00
"Currency","2015/07/01",688.50
"Currency","2015/06/30",688.50
"Currency","2015/06/29",688.50
"Currency","2015/06/26",688.50
"Currency","2015/06/25",688.50
"Currency","2015/06/24",688.50
"Currency","2015/06/23",688.50
"Currency","2015/06/22",710.00
"Currency","2015/06/19",688.50
"Currency","2015/06/18",689.50
"Currency","2015/06/17",706.00
"Currency","2015/06/16",692.50
"Currency","2015/06/15",704.50
"Currency","2015/06/12",705.50
"Currency","2015/06/11",705.50
"Currency","2015/06/10",705.50
"Currency","2015/06/09",704.50
"Currency","2015/06/08",705.50
"Currency","2015/06/05",706.50
"Currency","2015/06/04",706.50
"Currency","2015/06/03",706.50
