"Indicator","Time","Value (USD/CRC)"
"Currency","2003/08/07",402.48
"Currency","2003/08/06",402.30
"Currency","2003/08/05",402.15
"Currency","2003/08/04",401.83
"Currency","2003/08/01",401.83
"Currency","2003/07/31",401.67
"Currency","2003/07/30",401.53
"Currency","2003/07/29",401.38
"Currency","2003/07/28",401.25
"Currency","2003/07/25",401.20
"Currency","2003/07/24",401.04
"Currency","2003/07/23",400.86
"Currency","2003/07/22",400.74
"Currency","2003/07/21",400.54
"Currency","2003/07/18",400.41
"Currency","2003/07/17",400.25
"Currency","2003/07/16",400.09
"Currency","2003/07/15",399.93
"Currency","2003/07/14",399.76
"Currency","2003/07/11",399.61
"Currency","2003/07/10",399.45
"Currency","2003/07/09",399.29
"Currency","2003/07/08",399.15
"Currency","2003/07/07",398.99
"Currency","2003/07/04",398.64
"Currency","2003/07/03",398.64
"Currency","2003/07/02",398.49
"Currency","2003/07/01",398.31
"Currency","2003/06/30",398.14
"Currency","2003/06/27",398.00
"Currency","2003/06/26",397.83
"Currency","2003/06/25",397.66
"Currency","2003/06/24",397.50
"Currency","2003/06/23",397.33
"Currency","2003/06/20",397.18
"Currency","2003/06/19",397.02
"Currency","2003/06/18",396.85
"Currency","2003/06/17",396.70
"Currency","2003/06/16",396.54
"Currency","2003/06/13",396.39
"Currency","2003/06/12",396.24
"Currency","2003/06/11",395.91
"Currency","2003/06/10",395.91
"Currency","2003/06/09",395.77
"Currency","2003/06/06",395.60
"Currency","2003/06/05",395.46
"Currency","2003/06/04",395.28
"Currency","2003/06/03",395.12
"Currency","2003/06/02",394.96
"Currency","2003/05/30",394.78
"Currency","2003/05/29",394.63
"Currency","2003/05/28",394.39
"Currency","2003/05/27",394.14
"Currency","2003/05/26",393.99
"Currency","2003/05/23",393.99
"Currency","2003/05/22",393.81
"Currency","2003/05/21",393.66
"Currency","2003/05/20",393.50
"Currency","2003/05/19",393.35
"Currency","2003/05/16",393.21
"Currency","2003/05/15",393.03
"Currency","2003/05/14",392.88
"Currency","2003/05/13",392.73
"Currency","2003/05/12",392.57
"Currency","2003/05/09",392.40
"Currency","2003/05/08",392.25
"Currency","2003/05/07",392.09
"Currency","2003/05/06",391.93
"Currency","2003/05/05",391.76
"Currency","2003/05/02",391.59
"Currency","2003/05/01",391.59
"Currency","2003/04/30",391.45
"Currency","2003/04/29",391.28
"Currency","2003/04/28",391.11
"Currency","2003/04/25",390.97
"Currency","2003/04/24",390.79
"Currency","2003/04/23",390.63
"Currency","2003/04/22",390.47
"Currency","2003/04/21",390.32
"Currency","2003/04/18",390.14
"Currency","2003/04/17",390.14
"Currency","2003/04/16",390.14
"Currency","2003/04/15",389.99
"Currency","2003/04/14",389.85
"Currency","2003/04/11",389.85
"Currency","2003/04/10",389.68
"Currency","2003/04/09",389.53
"Currency","2003/04/08",389.36
"Currency","2003/04/07",388.20
"Currency","2003/04/04",388.77
"Currency","2003/04/03",388.72
"Currency","2003/04/02",388.72
"Currency","2003/04/01",388.45
"Currency","2003/03/31",388.38
"Currency","2003/03/28",388.21
"Currency","2003/03/27",387.90
"Currency","2003/03/26",387.90
"Currency","2003/03/25",387.76
"Currency","2003/03/24",387.59
"Currency","2003/03/21",387.43
"Currency","2003/03/20",387.26
"Currency","2003/03/19",387.10
"Currency","2003/03/18",386.97
"Currency","2003/03/17",386.79
"Currency","2003/03/14",386.61
"Currency","2003/03/13",386.47
"Currency","2003/03/12",386.31
"Currency","2003/03/11",386.15
"Currency","2003/03/10",386.00
"Currency","2003/03/07",385.83
"Currency","2003/03/06",385.68
"Currency","2003/03/05",385.52
"Currency","2003/03/04",385.35
"Currency","2003/03/03",385.20
"Currency","2003/02/28",385.04
"Currency","2003/02/27",384.87
"Currency","2003/02/26",384.72
"Currency","2003/02/25",384.56
"Currency","2003/02/24",384.39
"Currency","2003/02/21",384.23
"Currency","2003/02/20",384.07
"Currency","2003/02/19",383.91
"Currency","2003/02/18",383.75
"Currency","2003/02/17",383.14
"Currency","2003/02/14",383.14
"Currency","2003/02/13",383.14
"Currency","2003/02/12",383.10
"Currency","2003/02/11",382.97
"Currency","2003/02/10",382.79
"Currency","2003/02/07",382.64
"Currency","2003/02/06",382.48
"Currency","2003/02/05",382.31
"Currency","2003/02/04",382.16
"Currency","2003/02/03",382.00
"Currency","2003/01/31",381.85
"Currency","2003/01/30",381.70
"Currency","2003/01/29",381.53
"Currency","2003/01/28",381.36
"Currency","2003/01/27",381.21
"Currency","2003/01/24",381.03
"Currency","2003/01/23",380.89
"Currency","2003/01/22",380.73
"Currency","2003/01/21",380.58
"Currency","2003/01/20",380.42
"Currency","2003/01/17",380.25
"Currency","2003/01/16",380.09
"Currency","2003/01/15",379.92
"Currency","2003/01/14",379.77
"Currency","2003/01/13",379.60
"Currency","2003/01/10",379.45
"Currency","2003/01/09",379.29
"Currency","2003/01/08",379.13
"Currency","2003/01/07",378.97
"Currency","2003/01/06",378.80
"Currency","2003/01/03",378.65
"Currency","2003/01/02",378.50
"Currency","2003/01/01",378.32
"Currency","2002/12/31",378.32
"Currency","2002/12/30",378.32
"Currency","2002/12/27",378.32
"Currency","2002/12/26",378.16
"Currency","2002/12/25",378.00
"Currency","2002/12/24",378.00
"Currency","2002/12/23",377.85
"Currency","2002/12/20",377.70
"Currency","2002/12/19",377.54
"Currency","2002/12/18",377.36
"Currency","2002/12/17",377.22
"Currency","2002/12/16",377.05
"Currency","2002/12/13",376.88
"Currency","2002/12/12",376.73
"Currency","2002/12/11",376.55
"Currency","2002/12/10",376.39
"Currency","2002/12/09",376.23
"Currency","2002/12/06",376.06
"Currency","2002/12/05",375.91
"Currency","2002/12/04",375.75
"Currency","2002/12/03",375.58
"Currency","2002/12/02",375.45
"Currency","2002/11/29",375.29
"Currency","2002/11/28",374.98
"Currency","2002/11/27",374.98
"Currency","2002/11/26",374.81
"Currency","2002/11/25",374.65
"Currency","2002/11/22",374.50
"Currency","2002/11/21",374.34
"Currency","2002/11/20",374.20
"Currency","2002/11/19",374.05
"Currency","2002/11/18",373.90
"Currency","2002/11/15",373.75
"Currency","2002/11/14",373.59
"Currency","2002/11/13",373.30
"Currency","2002/11/12",373.30
"Currency","2002/11/11",373.14
"Currency","2002/11/08",373.00
"Currency","2002/11/07",372.85
"Currency","2002/11/06",372.71
"Currency","2002/11/05",372.56
"Currency","2002/11/04",372.41
"Currency","2002/11/01",372.27
"Currency","2002/10/31",372.11
"Currency","2002/10/30",371.97
"Currency","2002/10/29",371.80
"Currency","2002/10/28",371.65
"Currency","2002/10/25",371.50
"Currency","2002/10/24",371.34
"Currency","2002/10/23",371.18
"Currency","2002/10/22",370.89
"Currency","2002/10/21",370.89
"Currency","2002/10/18",370.59
"Currency","2002/10/17",370.59
"Currency","2002/10/16",370.45
"Currency","2002/10/15",370.28
"Currency","2002/10/14",370.00
"Currency","2002/10/11",370.00
"Currency","2002/10/10",369.85
"Currency","2002/10/09",369.71
"Currency","2002/10/08",369.56
"Currency","2002/10/07",369.40
"Currency","2002/10/04",369.25
"Currency","2002/10/03",369.11
"Currency","2002/10/02",368.97
"Currency","2002/10/01",368.82
"Currency","2002/09/30",368.68
"Currency","2002/09/27",368.52
"Currency","2002/09/26",368.38
"Currency","2002/09/25",368.23
"Currency","2002/09/24",368.07
"Currency","2002/09/23",367.91
"Currency","2002/09/20",367.77
"Currency","2002/09/19",367.62
"Currency","2002/09/18",367.47
"Currency","2002/09/17",367.32
"Currency","2002/09/16",367.16
"Currency","2002/09/13",367.02
"Currency","2002/09/12",366.87
"Currency","2002/09/11",366.74
"Currency","2002/09/10",366.58
"Currency","2002/09/09",366.45
"Currency","2002/09/06",366.28
"Currency","2002/09/05",366.13
"Currency","2002/09/04",365.98
"Currency","2002/09/03",365.83
"Currency","2002/09/02",365.67
"Currency","2002/08/30",365.53
"Currency","2002/08/29",365.37
"Currency","2002/08/28",365.23
"Currency","2002/08/27",365.08
"Currency","2002/08/26",364.92
"Currency","2002/08/23",364.77
"Currency","2002/08/22",364.61
"Currency","2002/08/21",364.48
"Currency","2002/08/20",364.32
"Currency","2002/08/19",364.16
"Currency","2002/08/16",364.07
"Currency","2002/08/15",364.02
"Currency","2002/08/14",363.87
"Currency","2002/08/13",363.72
"Currency","2002/08/12",363.57
"Currency","2002/08/09",363.42
"Currency","2002/08/08",363.31
"Currency","2002/08/07",362.99
"Currency","2002/08/06",362.99
"Currency","2002/08/05",362.82
"Currency","2002/08/02",362.82
"Currency","2002/08/01",362.67
"Currency","2002/07/31",362.52
"Currency","2002/07/30",362.36
"Currency","2002/07/29",362.22
"Currency","2002/07/26",362.05
"Currency","2002/07/25",362.05
"Currency","2002/07/24",361.90
"Currency","2002/07/23",361.75
"Currency","2002/07/22",361.59
"Currency","2002/07/19",361.46
"Currency","2002/07/18",361.29
"Currency","2002/07/17",361.14
"Currency","2002/07/16",361.00
"Currency","2002/07/15",360.85
"Currency","2002/07/12",358.48
"Currency","2002/07/11",358.48
"Currency","2002/07/10",360.40
"Currency","2002/07/09",358.48
"Currency","2002/07/08",360.11
"Currency","2002/07/05",358.48
"Currency","2002/07/04",359.64
"Currency","2002/07/03",359.64
"Currency","2002/07/02",359.34
"Currency","2002/07/01",358.48
"Currency","2002/06/28",359.24
"Currency","2002/06/27",358.48
"Currency","2002/06/26",358.48
"Currency","2002/06/25",358.75
"Currency","2002/06/24",358.62
"Currency","2002/06/21",358.48
"Currency","2002/06/20",358.31
"Currency","2002/06/19",358.16
"Currency","2002/06/18",358.00
"Currency","2002/06/17",357.86
"Currency","2002/06/14",357.71
"Currency","2002/06/13",357.56
"Currency","2002/06/12",357.41
"Currency","2002/06/11",357.25
"Currency","2002/06/10",357.11
"Currency","2002/06/07",356.97
"Currency","2002/06/06",356.80
"Currency","2002/06/05",356.66
"Currency","2002/06/04",356.51
"Currency","2002/06/03",356.37
"Currency","2002/05/31",356.24
"Currency","2002/05/30",356.07
"Currency","2002/05/29",355.92
"Currency","2002/05/28",355.78
"Currency","2002/05/27",355.48
"Currency","2002/05/24",355.48
"Currency","2002/05/23",355.31
"Currency","2002/05/22",355.16
"Currency","2002/05/21",355.00
"Currency","2002/05/20",354.85
"Currency","2002/05/17",354.72
"Currency","2002/05/16",354.56
"Currency","2002/05/15",354.40
"Currency","2002/05/14",354.26
"Currency","2002/05/13",354.10
"Currency","2002/05/10",353.96
"Currency","2002/05/09",353.81
"Currency","2002/05/08",353.65
"Currency","2002/05/07",353.51
"Currency","2002/05/06",353.36
"Currency","2002/05/03",353.23
"Currency","2002/05/02",353.07
"Currency","2002/05/01",353.07
"Currency","2002/04/30",352.92
"Currency","2002/04/29",352.75
"Currency","2002/04/26",352.61
"Currency","2002/04/25",352.46
"Currency","2002/04/24",352.31
"Currency","2002/04/23",352.15
"Currency","2002/04/22",352.00
"Currency","2002/04/19",351.84
"Currency","2002/04/18",351.72
"Currency","2002/04/17",351.55
"Currency","2002/04/16",351.42
"Currency","2002/04/15",351.26
"Currency","2002/04/12",351.12
"Currency","2002/04/11",351.12
"Currency","2002/04/10",350.97
"Currency","2002/04/09",350.81
"Currency","2002/04/08",350.65
"Currency","2002/04/05",350.50
"Currency","2002/04/04",350.34
"Currency","2002/04/03",350.21
"Currency","2002/04/02",350.04
"Currency","2002/04/01",349.90
"Currency","2002/03/29",349.75
"Currency","2002/03/28",349.75
"Currency","2002/03/27",349.75
"Currency","2002/03/26",349.46
"Currency","2002/03/25",349.46
"Currency","2002/03/22",349.29
"Currency","2002/03/21",349.15
"Currency","2002/03/20",349.00
"Currency","2002/03/19",348.87
"Currency","2002/03/18",348.74
"Currency","2002/03/15",348.60
"Currency","2002/03/14",348.18
"Currency","2002/03/13",348.18
"Currency","2002/03/12",348.18
"Currency","2002/03/11",348.05
"Currency","2002/03/08",347.90
"Currency","2002/03/07",347.76
"Currency","2002/03/06",347.61
"Currency","2002/03/05",347.48
"Currency","2002/03/04",347.04
"Currency","2002/03/01",347.04
"Currency","2002/02/28",347.04
"Currency","2002/02/27",346.90
"Currency","2002/02/26",346.77
"Currency","2002/02/25",346.62
"Currency","2002/02/22",346.43
"Currency","2002/02/21",346.33
"Currency","2002/02/20",346.20
"Currency","2002/02/19",346.06
"Currency","2002/02/18",345.91
"Currency","2002/02/15",345.77
"Currency","2002/02/14",345.64
"Currency","2002/02/13",345.50
"Currency","2002/02/12",345.32
"Currency","2002/02/11",345.17
"Currency","2002/02/08",345.03
"Currency","2002/02/07",344.88
"Currency","2002/02/06",344.75
"Currency","2002/02/05",344.61
"Currency","2002/02/04",344.48
"Currency","2002/02/01",344.34
"Currency","2002/01/31",344.21
"Currency","2002/01/30",344.07
"Currency","2002/01/29",343.92
"Currency","2002/01/28",343.79
"Currency","2002/01/25",343.64
"Currency","2002/01/24",343.51
"Currency","2002/01/23",343.13
"Currency","2002/01/22",343.13
"Currency","2002/01/21",343.13
"Currency","2002/01/18",343.00
"Currency","2002/01/17",342.87
"Currency","2002/01/16",342.73
"Currency","2002/01/15",342.59
"Currency","2002/01/14",342.45
"Currency","2002/01/11",342.31
"Currency","2002/01/10",342.17
"Currency","2002/01/09",342.04
"Currency","2002/01/08",341.92
"Currency","2002/01/07",341.81
"Currency","2002/01/04",341.68
"Currency","2002/01/03",341.57
"Currency","2002/01/02",341.46
"Currency","2002/01/01",341.29
"Currency","2001/12/31",341.29
"Currency","2001/12/28",341.29
"Currency","2001/12/27",341.14
"Currency","2001/12/26",341.04
"Currency","2001/12/25",340.95
"Currency","2001/12/24",340.95
"Currency","2001/12/21",340.84
"Currency","2001/12/20",340.70
"Currency","2001/12/19",340.59
"Currency","2001/12/18",340.48
"Currency","2001/12/17",340.34
"Currency","2001/12/14",340.20
"Currency","2001/12/13",340.11
"Currency","2001/12/12",339.99
"Currency","2001/12/11",339.86
"Currency","2001/12/10",339.75
"Currency","2001/12/07",339.52
"Currency","2001/12/06",339.42
"Currency","2001/12/05",339.32
"Currency","2001/12/04",339.29
"Currency","2001/12/03",339.04
"Currency","2001/11/30",339.04
"Currency","2001/11/29",338.82
"Currency","2001/11/28",338.73
"Currency","2001/11/27",338.70
