"Indicator","Time","Value (USD/CRC)"
"Currency","2013/05/17",487.85
"Currency","2013/05/16",487.63
"Currency","2013/05/15",488.04
"Currency","2013/05/14",489.89
"Currency","2013/05/13",489.94
"Currency","2013/05/10",494.85
"Currency","2013/05/09",489.57
"Currency","2013/05/08",490.92
"Currency","2013/05/07",490.39
"Currency","2013/05/06",489.88
"Currency","2013/05/03",493.39
"Currency","2013/05/02",490.77
"Currency","2013/05/01",486.11
"Currency","2013/04/30",488.96
"Currency","2013/04/29",487.62
"Currency","2013/04/26",491.00
"Currency","2013/04/25",488.96
"Currency","2013/04/24",488.00
"Currency","2013/04/23",488.46
"Currency","2013/04/22",489.67
"Currency","2013/04/19",492.01
"Currency","2013/04/18",492.75
"Currency","2013/04/17",485.88
"Currency","2013/04/16",490.02
"Currency","2013/04/15",487.01
"Currency","2013/04/12",490.08
"Currency","2013/04/11",490.42
"Currency","2013/04/10",488.55
"Currency","2013/04/09",490.67
"Currency","2013/04/08",490.57
"Currency","2013/04/05",486.44
"Currency","2013/04/04",487.55
"Currency","2013/04/03",488.88
"Currency","2013/04/02",488.77
"Currency","2013/04/01",488.77
"Currency","2013/03/29",488.91
"Currency","2013/03/28",488.91
"Currency","2013/03/27",489.08
"Currency","2013/03/26",493.90
"Currency","2013/03/25",487.86
"Currency","2013/03/22",490.19
"Currency","2013/03/21",488.45
"Currency","2013/03/20",492.40
"Currency","2013/03/19",489.15
"Currency","2013/03/18",488.79
"Currency","2013/03/15",486.07
"Currency","2013/03/14",491.18
"Currency","2013/03/13",488.01
"Currency","2013/03/12",487.92
"Currency","2013/03/11",492.56
"Currency","2013/03/08",485.32
"Currency","2013/03/07",491.02
"Currency","2013/03/06",488.82
"Currency","2013/03/05",488.45
"Currency","2013/03/04",488.25
"Currency","2013/03/01",490.85
"Currency","2013/02/28",487.73
"Currency","2013/02/27",489.17
"Currency","2013/02/26",496.46
"Currency","2013/02/25",488.11
"Currency","2013/02/22",488.74
"Currency","2013/02/21",492.41
"Currency","2013/02/20",487.14
"Currency","2013/02/19",489.90
"Currency","2013/02/18",488.77
"Currency","2013/02/15",488.73
"Currency","2013/02/14",490.66
"Currency","2013/02/13",488.65
"Currency","2013/02/12",489.07
"Currency","2013/02/11",490.45
"Currency","2013/02/08",497.11
"Currency","2013/02/07",490.15
"Currency","2013/02/06",489.04
"Currency","2013/02/05",492.96
"Currency","2013/02/04",491.18
"Currency","2013/02/01",491.83
"Currency","2013/01/31",488.83
"Currency","2013/01/30",485.66
"Currency","2013/01/29",488.37
"Currency","2013/01/28",492.58
"Currency","2013/01/25",488.66
"Currency","2013/01/24",488.93
"Currency","2013/01/23",490.42
"Currency","2013/01/22",488.75
"Currency","2013/01/21",489.24
"Currency","2013/01/18",487.46
"Currency","2013/01/17",489.08
"Currency","2013/01/16",489.85
"Currency","2013/01/15",487.51
"Currency","2013/01/14",484.65
"Currency","2013/01/11",481.36
"Currency","2013/01/10",488.73
"Currency","2013/01/09",490.40
"Currency","2013/01/08",490.99
"Currency","2013/01/07",488.24
"Currency","2013/01/04",494.47
"Currency","2013/01/03",504.34
"Currency","2013/01/02",499.04
"Currency","2013/01/01",499.55
"Currency","2012/12/31",495.45
"Currency","2012/12/28",494.29
"Currency","2012/12/27",489.85
"Currency","2012/12/26",491.37
"Currency","2012/12/25",489.81
"Currency","2012/12/24",489.81
"Currency","2012/12/21",489.23
"Currency","2012/12/20",491.97
"Currency","2012/12/19",487.91
"Currency","2012/12/18",488.57
"Currency","2012/12/17",487.60
"Currency","2012/12/14",488.64
"Currency","2012/12/13",487.39
"Currency","2012/12/12",488.56
"Currency","2012/12/11",487.47
"Currency","2012/12/10",488.85
"Currency","2012/12/07",492.41
"Currency","2012/12/06",489.24
"Currency","2012/12/05",488.41
"Currency","2012/12/04",487.91
"Currency","2012/12/03",490.38
"Currency","2012/11/30",489.19
"Currency","2012/11/29",486.21
"Currency","2012/11/28",489.16
"Currency","2012/11/27",487.24
"Currency","2012/11/26",485.78
"Currency","2012/11/23",488.44
"Currency","2012/11/22",487.68
"Currency","2012/11/21",488.42
"Currency","2012/11/20",488.46
"Currency","2012/11/19",488.26
"Currency","2012/11/16",488.22
"Currency","2012/11/15",488.86
"Currency","2012/11/14",489.19
"Currency","2012/11/13",488.73
"Currency","2012/11/12",488.82
"Currency","2012/11/09",489.50
"Currency","2012/11/08",490.40
"Currency","2012/11/07",488.59
"Currency","2012/11/06",489.23
"Currency","2012/11/05",491.28
"Currency","2012/11/02",490.49
"Currency","2012/11/01",490.56
"Currency","2012/10/31",487.87
"Currency","2012/10/30",488.38
"Currency","2012/10/29",487.92
"Currency","2012/10/26",490.88
"Currency","2012/10/25",487.51
"Currency","2012/10/24",489.56
"Currency","2012/10/23",489.02
"Currency","2012/10/22",489.84
"Currency","2012/10/19",491.39
"Currency","2012/10/18",489.01
"Currency","2012/10/17",485.89
"Currency","2012/10/16",489.30
"Currency","2012/10/15",490.26
"Currency","2012/10/12",487.59
"Currency","2012/10/11",487.92
"Currency","2012/10/10",490.98
"Currency","2012/10/09",488.10
"Currency","2012/10/08",487.58
"Currency","2012/10/05",486.12
"Currency","2012/10/04",488.64
"Currency","2012/10/03",488.68
"Currency","2012/10/02",490.02
"Currency","2012/10/01",491.12
"Currency","2012/09/28",486.99
"Currency","2012/09/27",488.27
"Currency","2012/09/26",488.84
"Currency","2012/09/25",487.71
"Currency","2012/09/24",489.92
"Currency","2012/09/21",488.13
"Currency","2012/09/20",487.18
"Currency","2012/09/19",489.52
"Currency","2012/09/18",489.02
"Currency","2012/09/17",487.17
"Currency","2012/09/14",486.64
"Currency","2012/09/13",489.42
"Currency","2012/09/12",489.62
"Currency","2012/09/11",489.62
"Currency","2012/09/10",483.68
"Currency","2012/09/07",488.60
"Currency","2012/09/06",486.21
"Currency","2012/09/05",489.27
"Currency","2012/09/04",487.65
"Currency","2012/09/03",488.68
"Currency","2012/08/31",489.67
"Currency","2012/08/30",489.38
"Currency","2012/08/29",488.43
"Currency","2012/08/28",490.36
"Currency","2012/08/27",488.81
"Currency","2012/08/24",488.81
"Currency","2012/08/23",485.46
"Currency","2012/08/22",486.23
"Currency","2012/08/21",487.18
"Currency","2012/08/20",489.22
"Currency","2012/08/17",486.00
"Currency","2012/08/16",488.17
"Currency","2012/08/15",489.52
"Currency","2012/08/14",487.90
"Currency","2012/08/13",487.34
"Currency","2012/08/10",490.49
"Currency","2012/08/09",490.78
"Currency","2012/08/08",488.43
"Currency","2012/08/07",486.04
"Currency","2012/08/06",485.13
"Currency","2012/08/03",492.55
"Currency","2012/08/02",492.32
"Currency","2012/08/01",488.37
"Currency","2012/07/31",489.18
"Currency","2012/07/30",487.93
"Currency","2012/07/27",485.90
"Currency","2012/07/26",491.45
"Currency","2012/07/25",492.00
"Currency","2012/07/24",488.72
"Currency","2012/07/23",491.23
"Currency","2012/07/20",489.18
"Currency","2012/07/19",486.20
"Currency","2012/07/18",487.89
"Currency","2012/07/17",484.70
"Currency","2012/07/16",486.29
"Currency","2012/07/13",492.12
"Currency","2012/07/12",494.60
"Currency","2012/07/11",496.41
"Currency","2012/07/10",491.70
"Currency","2012/07/09",496.69
"Currency","2012/07/06",493.35
"Currency","2012/07/05",489.92
"Currency","2012/07/04",488.29
"Currency","2012/07/03",490.09
"Currency","2012/07/02",486.08
"Currency","2012/06/29",488.64
"Currency","2012/06/28",489.20
"Currency","2012/06/27",489.27
"Currency","2012/06/26",487.16
"Currency","2012/06/25",488.00
"Currency","2012/06/22",492.89
"Currency","2012/06/21",487.29
"Currency","2012/06/20",483.93
"Currency","2012/06/19",488.81
"Currency","2012/06/18",486.03
"Currency","2012/06/15",485.47
"Currency","2012/06/14",489.10
"Currency","2012/06/13",491.79
"Currency","2012/06/12",495.53
"Currency","2012/06/11",491.06
"Currency","2012/06/08",494.66
"Currency","2012/06/07",491.22
"Currency","2012/06/06",490.50
"Currency","2012/06/05",487.95
"Currency","2012/06/04",486.09
"Currency","2012/06/01",490.52
"Currency","2012/05/31",493.62
"Currency","2012/05/30",495.76
"Currency","2012/05/29",495.71
"Currency","2012/05/28",496.16
"Currency","2012/05/25",492.96
"Currency","2012/05/24",495.38
"Currency","2012/05/23",494.52
"Currency","2012/05/22",489.89
"Currency","2012/05/21",488.85
"Currency","2012/05/18",492.66
"Currency","2012/05/17",492.57
"Currency","2012/05/16",492.65
"Currency","2012/05/15",492.76
"Currency","2012/05/14",493.46
"Currency","2012/05/11",499.84
"Currency","2012/05/10",497.91
"Currency","2012/05/09",497.09
"Currency","2012/05/08",499.30
"Currency","2012/05/07",498.85
"Currency","2012/05/04",494.13
"Currency","2012/05/03",494.72
"Currency","2012/05/02",494.03
"Currency","2012/05/01",493.00
"Currency","2012/04/30",493.00
"Currency","2012/04/27",495.92
"Currency","2012/04/26",494.98
"Currency","2012/04/25",491.01
"Currency","2012/04/24",491.14
"Currency","2012/04/23",491.91
"Currency","2012/04/20",492.19
"Currency","2012/04/19",494.33
"Currency","2012/04/18",493.96
"Currency","2012/04/17",494.67
"Currency","2012/04/16",498.00
"Currency","2012/04/13",496.84
"Currency","2012/04/12",498.08
"Currency","2012/04/11",495.71
"Currency","2012/04/10",496.38
"Currency","2012/04/09",496.38
"Currency","2012/04/06",495.41
"Currency","2012/04/05",495.41
"Currency","2012/04/04",495.59
"Currency","2012/04/03",495.38
"Currency","2012/04/02",492.72
"Currency","2012/03/30",493.95
"Currency","2012/03/29",499.69
"Currency","2012/03/28",495.17
"Currency","2012/03/27",492.26
"Currency","2012/03/26",494.35
"Currency","2012/03/23",499.25
"Currency","2012/03/22",499.26
"Currency","2012/03/21",495.99
"Currency","2012/03/20",496.74
"Currency","2012/03/19",493.94
"Currency","2012/03/16",497.93
"Currency","2012/03/15",496.44
"Currency","2012/03/14",497.28
"Currency","2012/03/13",499.56
"Currency","2012/03/12",500.44
"Currency","2012/03/09",502.03
"Currency","2012/03/08",502.73
"Currency","2012/03/07",502.61
"Currency","2012/03/06",502.79
"Currency","2012/03/05",504.17
"Currency","2012/03/02",502.87
"Currency","2012/03/01",502.63
"Currency","2012/02/29",502.96
"Currency","2012/02/28",501.95
"Currency","2012/02/27",501.55
"Currency","2012/02/24",502.85
"Currency","2012/02/23",502.95
"Currency","2012/02/22",498.37
"Currency","2012/02/21",499.40
"Currency","2012/02/20",498.07
"Currency","2012/02/17",498.66
"Currency","2012/02/16",499.25
"Currency","2012/02/15",499.11
"Currency","2012/02/14",499.89
"Currency","2012/02/13",501.64
"Currency","2012/02/10",501.20
"Currency","2012/02/09",498.40
"Currency","2012/02/08",497.79
"Currency","2012/02/07",499.37
"Currency","2012/02/06",502.47
"Currency","2012/02/03",504.75
"Currency","2012/02/02",495.79
"Currency","2012/02/01",495.23
"Currency","2012/01/31",493.29
"Currency","2012/01/30",496.90
"Currency","2012/01/27",493.29
"Currency","2012/01/26",502.83
"Currency","2012/01/25",498.43
"Currency","2012/01/24",496.50
"Currency","2012/01/23",494.60
"Currency","2012/01/20",495.27
"Currency","2012/01/19",495.27
"Currency","2012/01/18",493.69
"Currency","2012/01/17",493.56
"Currency","2012/01/16",498.98
"Currency","2012/01/13",495.51
"Currency","2012/01/12",499.73
"Currency","2012/01/11",500.76
"Currency","2012/01/10",502.03
"Currency","2012/01/09",503.59
"Currency","2012/01/06",498.40
"Currency","2012/01/05",494.80
"Currency","2012/01/04",495.01
"Currency","2012/01/03",494.97
"Currency","2012/01/02",490.47
"Currency","2011/12/30",489.69
"Currency","2011/12/29",492.00
"Currency","2011/12/28",493.87
"Currency","2011/12/27",492.37
"Currency","2011/12/26",491.37
"Currency","2011/12/23",490.91
"Currency","2011/12/22",489.48
"Currency","2011/12/21",491.01
"Currency","2011/12/20",487.52
"Currency","2011/12/19",493.59
"Currency","2011/12/16",493.49
"Currency","2011/12/15",491.22
"Currency","2011/12/14",494.99
"Currency","2011/12/13",494.92
"Currency","2011/12/12",493.60
"Currency","2011/12/09",490.28
"Currency","2011/12/08",491.46
"Currency","2011/12/07",489.77
"Currency","2011/12/06",490.16
"Currency","2011/12/05",495.79
"Currency","2011/12/02",492.10
"Currency","2011/12/01",490.06
"Currency","2011/11/30",490.05
"Currency","2011/11/29",490.05
"Currency","2011/11/28",490.05
"Currency","2011/11/25",490.49
"Currency","2011/11/24",489.49
"Currency","2011/11/23",490.69
"Currency","2011/11/22",491.90
"Currency","2011/11/21",495.91
"Currency","2011/11/18",495.10
"Currency","2011/11/17",493.16
"Currency","2011/11/16",495.14
"Currency","2011/11/15",498.54
"Currency","2011/11/14",495.50
"Currency","2011/11/11",501.01
"Currency","2011/11/10",502.00
"Currency","2011/11/09",500.11
"Currency","2011/11/08",501.68
"Currency","2011/11/07",507.86
"Currency","2011/11/04",502.31
"Currency","2011/11/03",502.84
"Currency","2011/11/02",502.85
"Currency","2011/11/01",498.15
"Currency","2011/10/31",496.62
"Currency","2011/10/28",498.19
"Currency","2011/10/27",497.98
"Currency","2011/10/26",500.46
"Currency","2011/10/25",500.04
"Currency","2011/10/24",496.07
"Currency","2011/10/21",501.09
"Currency","2011/10/20",500.41
"Currency","2011/10/19",500.43
"Currency","2011/10/18",500.73
"Currency","2011/10/17",498.05
"Currency","2011/10/14",502.94
"Currency","2011/10/13",507.82
"Currency","2011/10/12",506.38
"Currency","2011/10/11",505.35
"Currency","2011/10/10",502.55
"Currency","2011/10/07",503.14
"Currency","2011/10/06",505.34
"Currency","2011/10/05",497.56
"Currency","2011/10/04",498.14
"Currency","2011/10/03",498.66
"Currency","2011/09/30",499.72
"Currency","2011/09/29",501.42
"Currency","2011/09/28",497.96
"Currency","2011/09/27",499.97
"Currency","2011/09/26",492.87
"Currency","2011/09/23",490.99
"Currency","2011/09/22",491.42
"Currency","2011/09/21",491.31
"Currency","2011/09/20",492.65
"Currency","2011/09/19",491.47
"Currency","2011/09/16",493.14
"Currency","2011/09/15",499.84
"Currency","2011/09/14",500.65
"Currency","2011/09/13",501.65
"Currency","2011/09/12",505.82
"Currency","2011/09/09",498.91
"Currency","2011/09/08",498.10
"Currency","2011/09/07",499.84
"Currency","2011/09/06",497.42
"Currency","2011/09/05",499.08
"Currency","2011/09/02",497.52
"Currency","2011/09/01",494.39
"Currency","2011/08/31",494.43
"Currency","2011/08/30",494.61
"Currency","2011/08/29",494.90
"Currency","2011/08/26",495.78
"Currency","2011/08/25",492.96
"Currency","2011/08/24",494.25
"Currency","2011/08/23",493.11
"Currency","2011/08/22",489.98
"Currency","2011/08/19",494.21
"Currency","2011/08/18",493.32
"Currency","2011/08/17",492.25
"Currency","2011/08/16",489.24
"Currency","2011/08/15",495.48
"Currency","2011/08/12",494.75
"Currency","2011/08/11",494.54
"Currency","2011/08/10",494.47
"Currency","2011/08/09",494.86
"Currency","2011/08/08",492.86
"Currency","2011/08/05",496.66
"Currency","2011/08/04",493.27
"Currency","2011/08/03",492.68
"Currency","2011/08/02",493.01
"Currency","2011/08/01",486.04
"Currency","2011/07/29",491.21
"Currency","2011/07/28",491.07
"Currency","2011/07/27",493.05
"Currency","2011/07/26",492.94
"Currency","2011/07/25",494.35
"Currency","2011/07/22",492.75
"Currency","2011/07/21",493.49
"Currency","2011/07/20",494.01
"Currency","2011/07/19",493.45
"Currency","2011/07/18",492.74
"Currency","2011/07/15",495.54
"Currency","2011/07/14",495.78
"Currency","2011/07/13",495.50
"Currency","2011/07/12",492.59
"Currency","2011/07/11",497.10
"Currency","2011/07/08",493.09
"Currency","2011/07/07",493.03
"Currency","2011/07/06",493.15
"Currency","2011/07/05",493.09
"Currency","2011/07/04",491.84
"Currency","2011/07/01",489.64
"Currency","2011/06/30",490.63
"Currency","2011/06/29",493.48
"Currency","2011/06/28",491.40
"Currency","2011/06/27",494.90
"Currency","2011/06/24",495.30
"Currency","2011/06/23",492.92
"Currency","2011/06/22",492.92
"Currency","2011/06/21",493.04
"Currency","2011/06/20",492.75
"Currency","2011/06/17",492.79
"Currency","2011/06/16",493.75
"Currency","2011/06/15",494.01
"Currency","2011/06/14",495.26
"Currency","2011/06/13",497.27
"Currency","2011/06/10",494.12
"Currency","2011/06/09",494.13
"Currency","2011/06/08",495.42
"Currency","2011/06/07",496.98
"Currency","2011/06/06",489.98
"Currency","2011/06/03",497.08
"Currency","2011/06/02",486.41
"Currency","2011/06/01",486.35
"Currency","2011/05/31",486.13
"Currency","2011/05/30",483.96
"Currency","2011/05/27",486.25
"Currency","2011/05/26",486.16
"Currency","2011/05/25",486.19
"Currency","2011/05/24",486.02
"Currency","2011/05/23",488.70
"Currency","2011/05/20",486.09
"Currency","2011/05/19",487.21
"Currency","2011/05/18",486.78
"Currency","2011/05/17",487.17
"Currency","2011/05/16",493.22
"Currency","2011/05/13",486.97
"Currency","2011/05/12",487.51
"Currency","2011/05/11",487.36
"Currency","2011/05/10",487.52
"Currency","2011/05/09",489.05
"Currency","2011/05/06",487.99
"Currency","2011/05/05",488.01
"Currency","2011/05/04",487.66
"Currency","2011/05/03",488.24
"Currency","2011/05/02",489.43
"Currency","2011/04/29",488.45
"Currency","2011/04/28",488.10
"Currency","2011/04/27",488.11
"Currency","2011/04/26",486.94
"Currency","2011/04/25",485.32
"Currency","2011/04/22",485.00
"Currency","2011/04/21",485.00
"Currency","2011/04/20",486.88
"Currency","2011/04/19",486.91
"Currency","2011/04/18",487.27
"Currency","2011/04/15",496.70
"Currency","2011/04/14",488.95
"Currency","2011/04/13",490.01
"Currency","2011/04/12",490.24
"Currency","2011/04/11",489.78
"Currency","2011/04/08",490.36
"Currency","2011/04/07",486.22
"Currency","2011/04/06",485.98
"Currency","2011/04/05",485.11
"Currency","2011/04/04",486.13
"Currency","2011/04/01",485.63
"Currency","2011/03/31",490.16
"Currency","2011/03/30",489.92
"Currency","2011/03/29",488.31
"Currency","2011/03/28",491.60
"Currency","2011/03/25",487.91
"Currency","2011/03/24",488.85
"Currency","2011/03/23",489.42
"Currency","2011/03/22",487.75
"Currency","2011/03/21",489.73
"Currency","2011/03/18",491.06
"Currency","2011/03/17",491.10
"Currency","2011/03/16",488.02
"Currency","2011/03/15",488.37
"Currency","2011/03/14",482.53
"Currency","2011/03/11",487.37
"Currency","2011/03/10",487.42
"Currency","2011/03/09",490.52
"Currency","2011/03/08",489.42
"Currency","2011/03/07",487.43
"Currency","2011/03/04",488.03
"Currency","2011/03/03",487.93
"Currency","2011/03/02",491.05
"Currency","2011/03/01",486.50
"Currency","2011/02/28",486.29
"Currency","2011/02/25",486.64
"Currency","2011/02/24",486.65
"Currency","2011/02/23",485.91
"Currency","2011/02/22",486.28
"Currency","2011/02/21",485.25
"Currency","2011/02/18",486.97
"Currency","2011/02/17",491.49
"Currency","2011/02/16",488.92
"Currency","2011/02/15",489.01
"Currency","2011/02/14",495.61
"Currency","2011/02/11",496.07
"Currency","2011/02/10",487.55
"Currency","2011/02/09",488.98
"Currency","2011/02/08",487.64
"Currency","2011/02/07",491.11
"Currency","2011/02/04",495.47
"Currency","2011/02/03",489.93
"Currency","2011/02/02",491.59
"Currency","2011/02/01",495.21
"Currency","2011/01/31",493.70
"Currency","2011/01/28",489.79
"Currency","2011/01/27",491.06
"Currency","2011/01/26",488.92
"Currency","2011/01/25",492.96
"Currency","2011/01/24",486.59
"Currency","2011/01/21",490.12
"Currency","2011/01/20",489.37
"Currency","2011/01/19",491.14
"Currency","2011/01/18",491.28
"Currency","2011/01/17",495.24
"Currency","2011/01/14",496.69
"Currency","2011/01/13",488.92
"Currency","2011/01/12",494.77
"Currency","2011/01/11",496.05
"Currency","2011/01/10",495.77
"Currency","2011/01/07",497.24
"Currency","2011/01/06",497.02
"Currency","2011/01/05",493.40
"Currency","2011/01/04",493.56
"Currency","2011/01/03",501.68
"Currency","2010/12/31",494.21
"Currency","2010/12/30",493.44
"Currency","2010/12/29",495.98
"Currency","2010/12/28",498.01
"Currency","2010/12/27",493.92
"Currency","2010/12/24",492.29
"Currency","2010/12/23",492.40
"Currency","2010/12/22",490.06
"Currency","2010/12/21",486.64
"Currency","2010/12/20",491.62
"Currency","2010/12/17",488.76
"Currency","2010/12/16",489.28
"Currency","2010/12/15",489.90
"Currency","2010/12/14",489.79
"Currency","2010/12/13",492.06
"Currency","2010/12/10",506.14
"Currency","2010/12/09",491.16
"Currency","2010/12/08",490.81
"Currency","2010/12/07",489.17
"Currency","2010/12/06",485.96
"Currency","2010/12/03",492.87
"Currency","2010/12/02",493.45
"Currency","2010/12/01",492.58
"Currency","2010/11/30",494.81
"Currency","2010/11/29",495.85
"Currency","2010/11/26",495.17
"Currency","2010/11/25",491.84
"Currency","2010/11/24",498.35
"Currency","2010/11/23",499.54
"Currency","2010/11/22",500.33
"Currency","2010/11/19",498.30
"Currency","2010/11/18",499.54
"Currency","2010/11/17",495.45
"Currency","2010/11/16",499.02
"Currency","2010/11/15",502.97
"Currency","2010/11/12",506.47
"Currency","2010/11/11",504.97
"Currency","2010/11/10",504.11
"Currency","2010/11/09",506.76
"Currency","2010/11/08",507.98
"Currency","2010/11/05",501.74
"Currency","2010/11/04",505.04
"Currency","2010/11/03",504.81
"Currency","2010/11/02",502.20
"Currency","2010/11/01",500.71
"Currency","2010/10/29",495.64
"Currency","2010/10/28",495.51
"Currency","2010/10/27",495.79
"Currency","2010/10/26",475.82
"Currency","2010/10/25",498.91
"Currency","2010/10/22",491.18
"Currency","2010/10/21",488.75
"Currency","2010/10/20",491.74
"Currency","2010/10/19",489.28
"Currency","2010/10/18",503.38
"Currency","2010/10/15",499.59
"Currency","2010/10/14",499.89
"Currency","2010/10/13",502.24
"Currency","2010/10/12",496.28
"Currency","2010/10/11",495.17
"Currency","2010/10/08",497.43
"Currency","2010/10/07",498.36
"Currency","2010/10/06",500.29
"Currency","2010/10/05",500.16
"Currency","2010/10/04",489.20
"Currency","2010/10/01",490.25
"Currency","2010/09/30",495.21
"Currency","2010/09/29",497.84
"Currency","2010/09/28",495.23
"Currency","2010/09/27",495.63
"Currency","2010/09/24",489.05
"Currency","2010/09/23",490.03
"Currency","2010/09/22",490.08
"Currency","2010/09/21",489.93
"Currency","2010/09/20",491.65
"Currency","2010/09/17",492.99
"Currency","2010/09/16",491.61
"Currency","2010/09/15",494.70
"Currency","2010/09/14",496.79
"Currency","2010/09/13",501.28
"Currency","2010/09/10",502.72
"Currency","2010/09/09",502.62
"Currency","2010/09/08",494.14
"Currency","2010/09/07",494.22
"Currency","2010/09/06",492.14
"Currency","2010/09/03",493.36
"Currency","2010/09/02",493.78
"Currency","2010/09/01",493.99
"Currency","2010/08/31",493.81
"Currency","2010/08/30",492.11
"Currency","2010/08/27",496.58
"Currency","2010/08/26",496.65
"Currency","2010/08/25",496.42
"Currency","2010/08/24",496.91
"Currency","2010/08/23",496.70
"Currency","2010/08/20",498.56
"Currency","2010/08/19",496.55
"Currency","2010/08/18",496.73
"Currency","2010/08/17",496.44
"Currency","2010/08/16",497.63
"Currency","2010/08/13",497.47
"Currency","2010/08/12",507.32
"Currency","2010/08/11",507.26
"Currency","2010/08/10",503.27
"Currency","2010/08/09",502.99
"Currency","2010/08/06",499.39
"Currency","2010/08/05",499.46
"Currency","2010/08/04",504.25
"Currency","2010/08/03",504.25
"Currency","2010/08/02",509.25
"Currency","2010/07/30",509.82
"Currency","2010/07/29",507.96
"Currency","2010/07/28",507.51
"Currency","2010/07/27",507.61
"Currency","2010/07/26",507.69
"Currency","2010/07/23",505.31
"Currency","2010/07/22",505.22
"Currency","2010/07/21",504.96
"Currency","2010/07/20",507.44
"Currency","2010/07/19",499.98
"Currency","2010/07/16",502.98
"Currency","2010/07/15",511.95
"Currency","2010/07/14",507.18
"Currency","2010/07/13",509.35
"Currency","2010/07/12",506.75
"Currency","2010/07/09",518.74
"Currency","2010/07/08",518.77
"Currency","2010/07/07",521.65
"Currency","2010/07/06",520.11
"Currency","2010/07/05",520.17
"Currency","2010/07/02",519.24
"Currency","2010/07/01",519.21
"Currency","2010/06/30",506.69
"Currency","2010/06/29",509.33
"Currency","2010/06/28",509.16
"Currency","2010/06/25",513.38
"Currency","2010/06/24",507.93
"Currency","2010/06/23",522.50
"Currency","2010/06/22",522.75
"Currency","2010/06/21",524.33
"Currency","2010/06/18",523.22
"Currency","2010/06/17",522.20
"Currency","2010/06/16",525.65
"Currency","2010/06/15",517.36
"Currency","2010/06/14",517.96
"Currency","2010/06/11",528.01
"Currency","2010/06/10",530.87
"Currency","2010/06/09",532.06
"Currency","2010/06/08",533.67
"Currency","2010/06/07",531.87
"Currency","2010/06/04",538.06
"Currency","2010/06/03",526.00
"Currency","2010/06/02",522.71
"Currency","2010/06/01",522.24
"Currency","2010/05/31",523.02
"Currency","2010/05/28",523.90
"Currency","2010/05/27",521.28
"Currency","2010/05/26",521.05
"Currency","2010/05/25",521.33
"Currency","2010/05/24",520.96
"Currency","2010/05/21",520.99
"Currency","2010/05/20",514.10
"Currency","2010/05/19",489.17
"Currency","2010/05/18",502.20
"Currency","2010/05/17",496.25
"Currency","2010/05/14",501.88
"Currency","2010/05/13",511.10
"Currency","2010/05/12",518.08
"Currency","2010/05/11",499.04
"Currency","2010/05/10",499.75
"Currency","2010/05/07",501.28
"Currency","2010/05/06",495.81
"Currency","2010/05/05",495.98
"Currency","2010/05/04",492.62
"Currency","2010/05/03",498.14
"Currency","2010/04/30",494.87
"Currency","2010/04/29",495.22
"Currency","2010/04/28",496.89
"Currency","2010/04/27",496.75
"Currency","2010/04/26",497.25
"Currency","2010/04/23",502.06
"Currency","2010/04/22",496.78
"Currency","2010/04/21",497.52
"Currency","2010/04/20",502.02
"Currency","2010/04/19",499.13
"Currency","2010/04/16",504.70
"Currency","2010/04/15",506.03
"Currency","2010/04/14",505.05
"Currency","2010/04/13",505.16
"Currency","2010/04/12",505.60
"Currency","2010/04/09",501.94
"Currency","2010/04/08",503.95
"Currency","2010/04/07",506.62
"Currency","2010/04/06",510.23
"Currency","2010/04/05",509.59
"Currency","2010/04/02",506.33
"Currency","2010/04/01",509.32
"Currency","2010/03/31",510.55
"Currency","2010/03/30",510.63
"Currency","2010/03/29",515.50
"Currency","2010/03/26",515.72
"Currency","2010/03/25",515.72
"Currency","2010/03/24",515.61
"Currency","2010/03/23",522.46
"Currency","2010/03/22",525.06
"Currency","2010/03/19",525.47
"Currency","2010/03/18",525.13
"Currency","2010/03/17",511.29
"Currency","2010/03/16",522.44
"Currency","2010/03/15",528.33
"Currency","2010/03/12",528.45
"Currency","2010/03/11",527.99
"Currency","2010/03/10",532.56
"Currency","2010/03/09",534.02
"Currency","2010/03/08",534.11
"Currency","2010/03/05",534.31
"Currency","2010/03/04",533.65
"Currency","2010/03/03",537.22
"Currency","2010/03/02",537.08
"Currency","2010/03/01",539.98
"Currency","2010/02/26",536.62
"Currency","2010/02/25",537.08
"Currency","2010/02/24",536.23
"Currency","2010/02/23",539.19
"Currency","2010/02/22",543.18
"Currency","2010/02/19",540.38
"Currency","2010/02/18",545.95
"Currency","2010/02/17",546.44
"Currency","2010/02/16",545.93
"Currency","2010/02/15",535.59
"Currency","2010/02/12",540.77
"Currency","2010/02/11",542.34
"Currency","2010/02/10",541.80
"Currency","2010/02/09",542.86
"Currency","2010/02/08",542.83
"Currency","2010/02/05",543.41
"Currency","2010/02/04",543.32
"Currency","2010/02/03",544.95
"Currency","2010/02/02",545.69
"Currency","2010/02/01",546.95
"Currency","2010/01/29",548.54
"Currency","2010/01/28",545.70
"Currency","2010/01/27",538.58
"Currency","2010/01/26",538.92
"Currency","2010/01/25",539.44
"Currency","2010/01/22",543.16
"Currency","2010/01/21",550.84
"Currency","2010/01/20",547.55
"Currency","2010/01/19",545.54
"Currency","2010/01/18",548.05
"Currency","2010/01/15",554.87
"Currency","2010/01/14",559.07
"Currency","2010/01/13",559.64
