"Indicator","Time","Value (USD/KES)"
"Currency","2018/06/08",100.75
"Currency","2018/06/07",100.80
"Currency","2018/06/06",100.90
"Currency","2018/06/05",101.00
"Currency","2018/06/04",100.80
"Currency","2018/06/01",101.30
"Currency","2018/05/31",101.20
"Currency","2018/05/30",101.30
"Currency","2018/05/29",101.42
"Currency","2018/05/28",101.45
"Currency","2018/05/25",101.10
"Currency","2018/05/24",101.00
"Currency","2018/05/23",100.85
"Currency","2018/05/22",100.70
"Currency","2018/05/21",100.35
"Currency","2018/05/18",100.35
"Currency","2018/05/17",100.30
"Currency","2018/05/16",100.20
"Currency","2018/05/15",100.30
"Currency","2018/05/14",100.20
"Currency","2018/05/11",100.30
"Currency","2018/05/10",100.30
"Currency","2018/05/09",100.45
"Currency","2018/05/08",100.40
"Currency","2018/05/07",100.20
"Currency","2018/05/04",100.20
"Currency","2018/05/03",100.10
"Currency","2018/05/02",100.30
"Currency","2018/05/01",100.30
"Currency","2018/04/30",100.20
"Currency","2018/04/27",100.30
"Currency","2018/04/26",100.15
"Currency","2018/04/25",100.00
"Currency","2018/04/24",99.90
"Currency","2018/04/23",99.79
"Currency","2018/04/20",99.95
"Currency","2018/04/19",100.20
"Currency","2018/04/18",100.30
"Currency","2018/04/17",100.30
"Currency","2018/04/16",100.50
"Currency","2018/04/13",100.60
"Currency","2018/04/12",100.80
"Currency","2018/04/11",100.85
"Currency","2018/04/10",101.00
"Currency","2018/04/09",100.95
"Currency","2018/04/06",100.90
"Currency","2018/04/05",100.90
"Currency","2018/04/04",101.00
"Currency","2018/04/03",101.00
"Currency","2018/04/02",101.00
"Currency","2018/03/30",100.90
"Currency","2018/03/29",100.85
"Currency","2018/03/28",100.75
"Currency","2018/03/27",100.70
"Currency","2018/03/26",100.80
"Currency","2018/03/23",100.85
"Currency","2018/03/22",100.85
"Currency","2018/03/21",101.00
"Currency","2018/03/20",101.10
"Currency","2018/03/19",101.20
"Currency","2018/03/16",101.20
"Currency","2018/03/15",101.20
"Currency","2018/03/14",101.20
"Currency","2018/03/13",101.20
"Currency","2018/03/12",101.20
"Currency","2018/03/09",101.05
"Currency","2018/03/08",101.05
"Currency","2018/03/07",101.20
"Currency","2018/03/06",101.20
"Currency","2018/03/05",101.30
"Currency","2018/03/02",101.30
"Currency","2018/03/01",101.20
"Currency","2018/02/28",101.30
"Currency","2018/02/27",101.50
"Currency","2018/02/26",101.70
"Currency","2018/02/23",101.80
"Currency","2018/02/22",101.70
"Currency","2018/02/21",101.40
"Currency","2018/02/20",101.20
"Currency","2018/02/19",101.15
"Currency","2018/02/16",101.30
"Currency","2018/02/15",101.20
"Currency","2018/02/14",101.20
"Currency","2018/02/13",101.20
"Currency","2018/02/12",101.00
"Currency","2018/02/09",100.70
"Currency","2018/02/08",100.70
"Currency","2018/02/07",100.90
"Currency","2018/02/06",101.20
"Currency","2018/02/05",101.40
"Currency","2018/02/02",101.70
"Currency","2018/02/01",101.80
"Currency","2018/01/31",102.00
"Currency","2018/01/30",102.30
"Currency","2018/01/29",102.30
"Currency","2018/01/26",102.20
"Currency","2018/01/25",102.30
"Currency","2018/01/24",102.20
"Currency","2018/01/23",102.35
"Currency","2018/01/22",102.60
"Currency","2018/01/19",102.70
"Currency","2018/01/18",102.80
"Currency","2018/01/17",102.80
"Currency","2018/01/16",102.90
"Currency","2018/01/15",102.90
"Currency","2018/01/12",102.95
"Currency","2018/01/11",103.00
"Currency","2018/01/10",103.00
"Currency","2018/01/09",103.10
"Currency","2018/01/08",103.10
"Currency","2018/01/05",103.20
"Currency","2018/01/04",103.30
"Currency","2018/01/03",103.40
"Currency","2018/01/02",103.20
"Currency","2017/12/29",103.10
"Currency","2017/12/28",103.20
"Currency","2017/12/27",103.20
"Currency","2017/12/26",102.90
"Currency","2017/12/25",102.90
"Currency","2017/12/22",102.90
"Currency","2017/12/21",102.95
"Currency","2017/12/20",103.00
"Currency","2017/12/19",103.00
"Currency","2017/12/18",103.05
"Currency","2017/12/15",103.10
"Currency","2017/12/14",103.20
"Currency","2017/12/13",103.10
"Currency","2017/12/12",103.00
"Currency","2017/12/11",103.00
"Currency","2017/12/08",103.10
"Currency","2017/12/07",102.80
"Currency","2017/12/06",102.80
"Currency","2017/12/05",103.00
"Currency","2017/12/04",103.10
"Currency","2017/12/01",102.90
"Currency","2017/11/30",102.95
"Currency","2017/11/29",103.15
"Currency","2017/11/28",103.30
"Currency","2017/11/27",103.30
"Currency","2017/11/24",103.20
"Currency","2017/11/23",103.20
"Currency","2017/11/22",103.35
"Currency","2017/11/21",103.25
"Currency","2017/11/20",103.45
"Currency","2017/11/17",103.60
"Currency","2017/11/16",103.70
"Currency","2017/11/15",103.65
"Currency","2017/11/14",103.60
"Currency","2017/11/13",103.60
"Currency","2017/11/10",103.50
"Currency","2017/11/09",103.50
"Currency","2017/11/08",103.42
"Currency","2017/11/07",103.55
"Currency","2017/11/06",103.50
"Currency","2017/11/03",103.60
"Currency","2017/11/02",103.65
"Currency","2017/11/01",103.55
"Currency","2017/10/31",103.45
"Currency","2017/10/30",103.70
"Currency","2017/10/27",103.55
"Currency","2017/10/26",103.55
"Currency","2017/10/25",103.55
"Currency","2017/10/24",103.55
"Currency","2017/10/23",103.45
"Currency","2017/10/20",103.25
"Currency","2017/10/19",103.05
"Currency","2017/10/18",103.05
"Currency","2017/10/17",103.05
"Currency","2017/10/16",103.15
"Currency","2017/10/13",103.05
"Currency","2017/10/12",103.05
"Currency","2017/10/11",103.30
"Currency","2017/10/10",102.95
"Currency","2017/10/09",103.00
"Currency","2017/10/06",102.95
"Currency","2017/10/05",102.95
"Currency","2017/10/04",102.95
"Currency","2017/10/03",102.95
"Currency","2017/10/02",103.05
"Currency","2017/09/29",102.95
"Currency","2017/09/28",103.00
"Currency","2017/09/27",103.15
"Currency","2017/09/26",103.15
"Currency","2017/09/25",102.70
"Currency","2017/09/22",103.00
"Currency","2017/09/21",103.05
"Currency","2017/09/20",103.15
"Currency","2017/09/19",103.05
"Currency","2017/09/18",102.70
"Currency","2017/09/16",102.85
"Currency","2017/09/15",102.85
"Currency","2017/09/14",102.70
"Currency","2017/09/13",102.70
"Currency","2017/09/12",102.65
"Currency","2017/09/11",102.55
"Currency","2017/09/08",102.65
"Currency","2017/09/07",103.05
"Currency","2017/09/06",103.05
"Currency","2017/09/05",103.05
"Currency","2017/09/04",102.93
"Currency","2017/09/01",102.85
"Currency","2017/08/31",102.80
"Currency","2017/08/30",102.95
"Currency","2017/08/29",102.95
"Currency","2017/08/28",102.98
"Currency","2017/08/25",103.13
"Currency","2017/08/24",103.10
"Currency","2017/08/23",102.98
"Currency","2017/08/22",102.98
"Currency","2017/08/21",102.98
"Currency","2017/08/18",102.90
"Currency","2017/08/17",103.20
"Currency","2017/08/16",103.50
"Currency","2017/08/15",103.45
"Currency","2017/08/14",103.55
"Currency","2017/08/12",103.60
"Currency","2017/08/11",103.60
"Currency","2017/08/10",103.75
"Currency","2017/08/09",103.60
"Currency","2017/08/08",103.85
"Currency","2017/08/07",103.65
"Currency","2017/08/04",103.65
"Currency","2017/08/03",103.60
"Currency","2017/08/02",103.80
"Currency","2017/08/01",103.77
"Currency","2017/07/31",103.90
"Currency","2017/07/28",103.85
"Currency","2017/07/27",103.80
"Currency","2017/07/26",103.80
"Currency","2017/07/25",103.80
"Currency","2017/07/24",103.80
"Currency","2017/07/21",103.70
"Currency","2017/07/20",103.75
"Currency","2017/07/19",103.75
"Currency","2017/07/18",103.70
"Currency","2017/07/17",103.70
"Currency","2017/07/14",103.90
"Currency","2017/07/13",103.60
"Currency","2017/07/12",103.90
"Currency","2017/07/11",103.80
"Currency","2017/07/10",103.50
"Currency","2017/07/07",103.55
"Currency","2017/07/06",103.45
"Currency","2017/07/05",103.55
"Currency","2017/07/04",103.70
"Currency","2017/07/03",103.54
"Currency","2017/06/30",103.55
"Currency","2017/06/29",103.45
"Currency","2017/06/28",103.45
"Currency","2017/06/27",103.60
"Currency","2017/06/26",103.45
"Currency","2017/06/24",103.45
"Currency","2017/06/23",103.45
"Currency","2017/06/22",103.20
"Currency","2017/06/21",103.20
"Currency","2017/06/20",103.20
"Currency","2017/06/19",103.20
"Currency","2017/06/17",103.40
"Currency","2017/06/16",103.40
"Currency","2017/06/15",103.15
"Currency","2017/06/14",103.05
"Currency","2017/06/13",103.10
"Currency","2017/06/12",103.10
"Currency","2017/06/09",103.10
"Currency","2017/06/08",103.03
"Currency","2017/06/07",103.10
"Currency","2017/06/06",103.10
"Currency","2017/06/05",103.15
"Currency","2017/06/03",103.15
"Currency","2017/06/02",103.15
"Currency","2017/06/01",103.05
"Currency","2017/05/31",103.05
"Currency","2017/05/30",103.05
"Currency","2017/05/29",103.05
"Currency","2017/05/26",103.10
"Currency","2017/05/25",102.99
"Currency","2017/05/24",103.05
"Currency","2017/05/23",103.05
"Currency","2017/05/22",103.05
"Currency","2017/05/20",103.15
"Currency","2017/05/19",103.02
"Currency","2017/05/18",103.05
"Currency","2017/05/17",103.10
"Currency","2017/05/15",103.10
"Currency","2017/05/12",103.42
"Currency","2017/05/11",103.30
"Currency","2017/05/10",103.30
"Currency","2017/05/09",103.10
"Currency","2017/05/08",103.10
"Currency","2017/05/05",103.00
"Currency","2017/05/04",103.00
"Currency","2017/05/03",103.00
"Currency","2017/05/02",102.95
"Currency","2017/05/01",103.10
"Currency","2017/04/28",103.10
"Currency","2017/04/27",103.20
"Currency","2017/04/26",103.20
"Currency","2017/04/21",103.30
"Currency","2017/04/20",103.30
"Currency","2017/04/19",103.15
"Currency","2017/04/18",103.15
"Currency","2017/04/17",103.25
"Currency","2017/04/15",103.15
"Currency","2017/04/14",103.15
"Currency","2017/04/13",103.15
"Currency","2017/04/12",103.15
"Currency","2017/04/11",103.25
"Currency","2017/04/10",103.35
"Currency","2017/04/07",103.15
"Currency","2017/04/06",103.15
"Currency","2017/04/05",102.96
"Currency","2017/04/04",103.10
"Currency","2017/04/03",103.00
"Currency","2017/03/31",102.95
"Currency","2017/03/30",102.75
"Currency","2017/03/29",102.85
"Currency","2017/03/28",102.75
"Currency","2017/03/27",102.55
"Currency","2017/03/24",102.65
"Currency","2017/03/23",102.75
"Currency","2017/03/22",102.65
"Currency","2017/03/21",102.85
"Currency","2017/03/20",102.95
"Currency","2017/03/17",102.75
"Currency","2017/03/16",102.75
"Currency","2017/03/15",102.55
"Currency","2017/03/14",102.45
"Currency","2017/03/13",102.40
"Currency","2017/03/11",102.35
"Currency","2017/03/10",102.35
"Currency","2017/03/09",102.50
"Currency","2017/03/08",102.35
"Currency","2017/03/07",102.35
"Currency","2017/03/06",102.40
"Currency","2017/03/03",102.35
"Currency","2017/03/02",102.60
"Currency","2017/03/01",102.50
"Currency","2017/02/28",102.65
"Currency","2017/02/27",103.10
"Currency","2017/02/24",103.35
"Currency","2017/02/23",103.35
"Currency","2017/02/22",103.48
"Currency","2017/02/21",103.48
"Currency","2017/02/20",103.30
"Currency","2017/02/17",103.35
"Currency","2017/02/16",103.45
"Currency","2017/02/15",103.36
"Currency","2017/02/14",103.45
"Currency","2017/02/13",103.45
"Currency","2017/02/10",103.25
"Currency","2017/02/09",103.25
"Currency","2017/02/08",103.45
"Currency","2017/02/07",103.45
"Currency","2017/02/06",103.45
"Currency","2017/02/03",103.55
"Currency","2017/02/02",103.65
"Currency","2017/02/01",103.65
"Currency","2017/01/31",103.55
"Currency","2017/01/30",103.85
"Currency","2017/01/27",103.75
"Currency","2017/01/26",103.75
"Currency","2017/01/25",103.75
"Currency","2017/01/24",103.65
"Currency","2017/01/23",103.70
"Currency","2017/01/21",103.65
"Currency","2017/01/20",103.55
"Currency","2017/01/19",103.55
"Currency","2017/01/18",103.65
"Currency","2017/01/17",103.75
"Currency","2017/01/16",103.80
"Currency","2017/01/13",103.65
"Currency","2017/01/12",103.85
"Currency","2017/01/11",103.55
"Currency","2017/01/10",103.55
"Currency","2017/01/09",103.65
"Currency","2017/01/06",103.45
"Currency","2017/01/05",103.55
"Currency","2017/01/04",103.30
"Currency","2017/01/03",102.55
"Currency","2017/01/02",102.37
"Currency","2016/12/30",102.22
"Currency","2016/12/29",102.25
"Currency","2016/12/28",102.20
"Currency","2016/12/23",102.15
"Currency","2016/12/22",102.15
"Currency","2016/12/21",102.15
"Currency","2016/12/20",102.05
"Currency","2016/12/19",102.05
"Currency","2016/12/16",101.95
"Currency","2016/12/15",102.00
"Currency","2016/12/14",101.95
"Currency","2016/12/13",101.85
"Currency","2016/12/12",101.75
"Currency","2016/12/09",102.00
"Currency","2016/12/08",101.95
"Currency","2016/12/07",102.00
"Currency","2016/12/06",101.86
"Currency","2016/12/05",101.80
"Currency","2016/12/02",101.75
"Currency","2016/12/01",101.05
"Currency","2016/11/30",101.70
"Currency","2016/11/29",101.75
"Currency","2016/11/28",101.78
"Currency","2016/11/25",101.85
"Currency","2016/11/24",101.78
"Currency","2016/11/23",101.77
"Currency","2016/11/22",101.73
"Currency","2016/11/21",101.77
"Currency","2016/11/18",101.80
"Currency","2016/11/17",101.75
"Currency","2016/11/16",101.70
"Currency","2016/11/15",101.70
"Currency","2016/11/14",101.75
"Currency","2016/11/12",101.65
"Currency","2016/11/11",101.65
"Currency","2016/11/10",101.60
"Currency","2016/11/09",101.55
"Currency","2016/11/08",101.60
"Currency","2016/11/07",101.50
"Currency","2016/11/04",101.60
"Currency","2016/11/03",101.50
"Currency","2016/11/02",101.45
"Currency","2016/11/01",101.38
"Currency","2016/10/31",101.38
"Currency","2016/10/28",101.35
"Currency","2016/10/27",101.32
"Currency","2016/10/26",101.28
"Currency","2016/10/25",101.38
"Currency","2016/10/21",101.25
"Currency","2016/10/20",101.30
"Currency","2016/10/19",101.43
"Currency","2016/10/18",101.32
"Currency","2016/10/17",101.34
"Currency","2016/10/14",101.40
"Currency","2016/10/13",101.20
"Currency","2016/10/12",101.27
"Currency","2016/10/11",101.29
"Currency","2016/10/10",101.29
"Currency","2016/10/07",101.29
"Currency","2016/10/06",101.25
"Currency","2016/10/05",101.25
"Currency","2016/10/04",101.25
"Currency","2016/10/03",101.25
"Currency","2016/09/30",101.27
"Currency","2016/09/29",101.35
"Currency","2016/09/28",101.28
"Currency","2016/09/27",101.30
"Currency","2016/09/26",101.32
"Currency","2016/09/24",100.80
"Currency","2016/09/23",101.20
"Currency","2016/09/22",101.24
"Currency","2016/09/21",101.28
"Currency","2016/09/20",101.30
"Currency","2016/09/19",101.29
"Currency","2016/09/17",101.20
"Currency","2016/09/16",101.35
"Currency","2016/09/15",101.36
"Currency","2016/09/14",101.22
"Currency","2016/09/13",101.15
"Currency","2016/09/12",101.30
"Currency","2016/09/10",101.25
"Currency","2016/09/09",101.20
"Currency","2016/09/08",101.35
"Currency","2016/09/07",101.35
"Currency","2016/09/06",101.35
"Currency","2016/09/05",101.30
"Currency","2016/09/03",101.15
"Currency","2016/09/02",101.15
"Currency","2016/09/01",101.20
"Currency","2016/08/31",101.25
"Currency","2016/08/30",101.25
"Currency","2016/08/29",101.25
"Currency","2016/08/26",101.28
"Currency","2016/08/25",101.35
"Currency","2016/08/24",101.44
"Currency","2016/08/23",101.43
"Currency","2016/08/22",101.45
"Currency","2016/08/19",101.37
"Currency","2016/08/18",101.25
"Currency","2016/08/17",101.40
"Currency","2016/08/16",101.50
"Currency","2016/08/15",101.48
"Currency","2016/08/12",101.40
"Currency","2016/08/11",101.48
"Currency","2016/08/10",101.50
"Currency","2016/08/09",101.55
"Currency","2016/08/08",101.50
"Currency","2016/08/05",101.35
"Currency","2016/08/04",101.40
"Currency","2016/08/03",101.40
"Currency","2016/08/02",101.45
"Currency","2016/08/01",101.40
"Currency","2016/07/29",101.40
"Currency","2016/07/28",101.41
"Currency","2016/07/27",101.40
"Currency","2016/07/26",101.32
"Currency","2016/07/25",101.35
"Currency","2016/07/22",101.55
"Currency","2016/07/21",101.55
"Currency","2016/07/20",101.60
"Currency","2016/07/19",101.55
"Currency","2016/07/18",101.40
"Currency","2016/07/15",101.40
"Currency","2016/07/14",101.37
"Currency","2016/07/13",101.40
"Currency","2016/07/12",101.32
"Currency","2016/07/11",101.30
"Currency","2016/07/08",101.30
"Currency","2016/07/07",101.20
"Currency","2016/07/06",101.22
"Currency","2016/07/05",101.15
"Currency","2016/07/04",101.15
"Currency","2016/07/01",101.10
"Currency","2016/06/30",101.10
"Currency","2016/06/29",101.25
"Currency","2016/06/28",101.27
"Currency","2016/06/27",101.25
"Currency","2016/06/24",101.20
"Currency","2016/06/23",101.30
"Currency","2016/06/22",101.25
"Currency","2016/06/21",101.21
"Currency","2016/06/20",101.29
"Currency","2016/06/17",101.25
"Currency","2016/06/16",101.35
"Currency","2016/06/15",101.30
"Currency","2016/06/14",101.15
"Currency","2016/06/13",101.20
"Currency","2016/06/10",101.15
"Currency","2016/06/09",101.10
"Currency","2016/06/08",101.04
"Currency","2016/06/07",101.18
"Currency","2016/06/06",101.30
"Currency","2016/06/04",101.00
"Currency","2016/06/03",100.91
"Currency","2016/06/02",100.89
"Currency","2016/06/01",100.96
"Currency","2016/05/31",100.85
"Currency","2016/05/30",100.80
"Currency","2016/05/27",100.76
"Currency","2016/05/26",100.89
"Currency","2016/05/25",100.96
"Currency","2016/05/24",100.77
"Currency","2016/05/23",100.90
"Currency","2016/05/20",100.94
"Currency","2016/05/19",100.75
"Currency","2016/05/18",101.11
"Currency","2016/05/17",100.83
"Currency","2016/05/16",100.62
"Currency","2016/05/13",100.68
"Currency","2016/05/12",100.70
"Currency","2016/05/11",100.68
"Currency","2016/05/10",100.70
"Currency","2016/05/09",100.55
"Currency","2016/05/06",100.39
"Currency","2016/05/05",100.60
"Currency","2016/05/04",100.75
"Currency","2016/05/03",101.09
"Currency","2016/05/02",101.09
"Currency","2016/04/29",100.95
"Currency","2016/04/28",101.20
"Currency","2016/04/27",101.19
"Currency","2016/04/26",101.17
"Currency","2016/04/25",101.24
"Currency","2016/04/23",101.20
"Currency","2016/04/22",101.25
"Currency","2016/04/21",101.09
"Currency","2016/04/20",101.19
"Currency","2016/04/19",101.19
"Currency","2016/04/18",101.18
"Currency","2016/04/15",101.24
"Currency","2016/04/14",101.21
"Currency","2016/04/13",101.19
"Currency","2016/04/12",101.10
"Currency","2016/04/11",101.13
"Currency","2016/04/09",101.11
"Currency","2016/04/08",101.10
"Currency","2016/04/07",101.29
"Currency","2016/04/06",101.38
"Currency","2016/04/05",101.39
"Currency","2016/04/04",101.47
"Currency","2016/04/01",101.60
"Currency","2016/03/31",101.42
"Currency","2016/03/30",101.30
"Currency","2016/03/29",101.45
"Currency","2016/03/28",101.57
"Currency","2016/03/25",101.57
"Currency","2016/03/24",101.60
"Currency","2016/03/23",101.50
"Currency","2016/03/22",101.71
"Currency","2016/03/21",101.59
"Currency","2016/03/18",101.48
"Currency","2016/03/17",101.49
"Currency","2016/03/16",101.49
"Currency","2016/03/15",101.53
"Currency","2016/03/14",101.59
"Currency","2016/03/13",100.97
"Currency","2016/03/11",101.40
"Currency","2016/03/10",101.69
"Currency","2016/03/09",101.60
"Currency","2016/03/08",101.69
"Currency","2016/03/07",101.54
"Currency","2016/03/06",101.19
"Currency","2016/03/04",101.35
"Currency","2016/03/03",101.29
"Currency","2016/03/02",101.47
"Currency","2016/03/01",101.60
"Currency","2016/02/29",101.90
"Currency","2016/02/28",102.56
"Currency","2016/02/26",101.79
"Currency","2016/02/25",101.81
"Currency","2016/02/24",101.27
"Currency","2016/02/23",101.84
"Currency","2016/02/22",101.70
"Currency","2016/02/19",101.79
"Currency","2016/02/18",101.75
"Currency","2016/02/17",101.79
"Currency","2016/02/16",101.79
"Currency","2016/02/15",102.13
"Currency","2016/02/12",101.80
"Currency","2016/02/11",101.84
"Currency","2016/02/10",101.76
"Currency","2016/02/09",101.27
"Currency","2016/02/08",101.90
"Currency","2016/02/05",102.20
"Currency","2016/02/04",102.10
"Currency","2016/02/03",102.23
"Currency","2016/02/02",102.34
"Currency","2016/02/01",101.91
"Currency","2016/01/29",102.40
"Currency","2016/01/28",102.06
"Currency","2016/01/27",102.20
"Currency","2016/01/26",101.90
"Currency","2016/01/25",102.05
"Currency","2016/01/22",102.38
"Currency","2016/01/21",102.30
"Currency","2016/01/20",102.57
"Currency","2016/01/19",102.38
"Currency","2016/01/18",102.45
"Currency","2016/01/15",102.41
"Currency","2016/01/14",102.40
"Currency","2016/01/13",102.41
"Currency","2016/01/12",102.40
"Currency","2016/01/11",102.40
"Currency","2016/01/08",102.25
"Currency","2016/01/07",101.56
"Currency","2016/01/06",102.20
"Currency","2016/01/05",102.27
"Currency","2016/01/04",103.07
"Currency","2016/01/01",102.24
"Currency","2015/12/31",102.61
"Currency","2015/12/30",102.38
"Currency","2015/12/29",102.29
"Currency","2015/12/28",102.43
"Currency","2015/12/25",102.34
"Currency","2015/12/24",102.18
"Currency","2015/12/23",102.35
"Currency","2015/12/22",102.09
"Currency","2015/12/21",101.69
"Currency","2015/12/20",102.33
"Currency","2015/12/18",102.33
"Currency","2015/12/17",102.40
"Currency","2015/12/16",102.49
"Currency","2015/12/15",102.25
"Currency","2015/12/14",102.10
"Currency","2015/12/11",102.03
"Currency","2015/12/10",101.93
"Currency","2015/12/09",101.97
"Currency","2015/12/08",102.05
"Currency","2015/12/07",102.10
"Currency","2015/12/06",102.25
"Currency","2015/12/04",102.10
"Currency","2015/12/03",102.20
"Currency","2015/12/02",102.25
"Currency","2015/12/01",101.95
"Currency","2015/11/30",102.30
"Currency","2015/11/28",102.02
"Currency","2015/11/27",102.10
"Currency","2015/11/26",102.05
"Currency","2015/11/25",102.15
"Currency","2015/11/24",102.16
"Currency","2015/11/23",102.05
"Currency","2015/11/20",102.18
"Currency","2015/11/19",102.20
"Currency","2015/11/18",102.20
"Currency","2015/11/17",102.25
"Currency","2015/11/16",102.30
"Currency","2015/11/13",102.43
"Currency","2015/11/12",102.35
"Currency","2015/11/11",102.27
"Currency","2015/11/10",102.25
"Currency","2015/11/09",102.30
"Currency","2015/11/08",102.30
"Currency","2015/11/06",102.30
"Currency","2015/11/05",102.18
"Currency","2015/11/04",101.93
"Currency","2015/11/03",102.00
"Currency","2015/11/02",102.05
"Currency","2015/11/01",101.84
"Currency","2015/10/30",102.05
"Currency","2015/10/29",101.85
"Currency","2015/10/28",101.50
"Currency","2015/10/27",101.50
"Currency","2015/10/26",101.92
"Currency","2015/10/25",102.30
"Currency","2015/10/23",102.20
"Currency","2015/10/22",102.13
"Currency","2015/10/21",102.10
"Currency","2015/10/20",102.06
"Currency","2015/10/19",102.10
"Currency","2015/10/18",102.50
"Currency","2015/10/16",102.50
"Currency","2015/10/15",103.15
"Currency","2015/10/14",103.00
"Currency","2015/10/13",103.22
"Currency","2015/10/12",102.97
"Currency","2015/10/09",103.00
"Currency","2015/10/08",103.20
"Currency","2015/10/07",103.40
"Currency","2015/10/06",103.07
"Currency","2015/10/05",103.05
"Currency","2015/10/04",104.30
"Currency","2015/10/02",104.30
"Currency","2015/10/01",104.40
"Currency","2015/09/30",104.70
"Currency","2015/09/29",105.35
"Currency","2015/09/28",105.40
"Currency","2015/09/27",105.60
"Currency","2015/09/26",105.60
"Currency","2015/09/25",105.60
"Currency","2015/09/24",105.50
"Currency","2015/09/23",105.62
"Currency","2015/09/22",105.60
"Currency","2015/09/21",105.35
"Currency","2015/09/20",105.19
"Currency","2015/09/18",105.19
"Currency","2015/09/17",105.53
"Currency","2015/09/16",106.00
"Currency","2015/09/15",105.70
"Currency","2015/09/14",105.49
"Currency","2015/09/13",105.46
"Currency","2015/09/11",105.46
"Currency","2015/09/10",105.64
"Currency","2015/09/09",105.52
"Currency","2015/09/08",105.45
"Currency","2015/09/07",106.15
"Currency","2015/09/06",105.61
"Currency","2015/09/04",105.61
"Currency","2015/09/03",104.86
"Currency","2015/09/02",104.57
"Currency","2015/09/01",104.05
"Currency","2015/08/31",103.82
"Currency","2015/08/30",103.93
"Currency","2015/08/28",103.93
"Currency","2015/08/27",103.71
"Currency","2015/08/26",103.59
"Currency","2015/08/25",103.79
"Currency","2015/08/24",103.72
"Currency","2015/08/21",103.46
"Currency","2015/08/20",103.50
"Currency","2015/08/19",103.35
"Currency","2015/08/18",103.08
"Currency","2015/08/17",102.69
"Currency","2015/08/14",102.27
"Currency","2015/08/13",101.81
"Currency","2015/08/12",101.25
"Currency","2015/08/11",100.98
"Currency","2015/08/10",101.09
"Currency","2015/08/07",101.20
"Currency","2015/08/06",101.10
"Currency","2015/08/05",99.05
"Currency","2015/08/04",99.63
"Currency","2015/08/03",100.57
"Currency","2015/07/31",100.27
