"Indicator","Time","Value (USD/KES)"
"Currency","2009/04/15",79.60
"Currency","2009/04/14",79.60
"Currency","2009/04/13",79.45
"Currency","2009/04/10",79.52
"Currency","2009/04/09",76.24
"Currency","2009/04/08",79.80
"Currency","2009/04/07",76.92
"Currency","2009/04/06",79.55
"Currency","2009/04/03",76.13
"Currency","2009/04/02",79.55
"Currency","2009/04/01",80.00
"Currency","2009/03/31",80.00
"Currency","2009/03/30",80.10
"Currency","2009/03/27",76.29
"Currency","2009/03/26",79.47
"Currency","2009/03/25",79.50
"Currency","2009/03/24",76.82
"Currency","2009/03/23",76.81
"Currency","2009/03/20",76.92
"Currency","2009/03/19",80.65
"Currency","2009/03/18",81.00
"Currency","2009/03/17",79.95
"Currency","2009/03/16",79.03
"Currency","2009/03/13",76.18
"Currency","2009/03/12",76.36
"Currency","2009/03/11",79.80
"Currency","2009/03/10",76.45
"Currency","2009/03/09",79.90
"Currency","2009/03/06",75.93
"Currency","2009/03/05",79.65
"Currency","2009/03/04",79.60
"Currency","2009/03/03",80.00
"Currency","2009/03/02",79.50
"Currency","2009/02/28",79.53
"Currency","2009/02/27",75.74
"Currency","2009/02/26",79.25
"Currency","2009/02/25",75.85
"Currency","2009/02/24",79.30
"Currency","2009/02/23",79.45
"Currency","2009/02/20",75.68
"Currency","2009/02/19",79.05
"Currency","2009/02/18",75.54
"Currency","2009/02/17",75.68
"Currency","2009/02/16",79.25
"Currency","2009/02/13",75.72
"Currency","2009/02/12",79.30
"Currency","2009/02/11",78.55
"Currency","2009/02/10",78.65
"Currency","2009/02/09",75.47
"Currency","2009/02/06",75.56
"Currency","2009/02/05",75.51
"Currency","2009/02/04",78.90
"Currency","2009/02/03",79.00
"Currency","2009/02/02",79.25
"Currency","2009/01/31",78.95
"Currency","2009/01/30",77.94
"Currency","2009/01/29",79.02
"Currency","2009/01/28",78.86
"Currency","2009/01/27",78.07
"Currency","2009/01/26",77.02
"Currency","2009/01/23",77.16
"Currency","2009/01/22",78.07
"Currency","2009/01/21",77.37
"Currency","2009/01/20",78.70
"Currency","2009/01/19",78.47
"Currency","2009/01/16",77.88
"Currency","2009/01/15",77.94
"Currency","2009/01/14",78.45
"Currency","2009/01/13",77.46
"Currency","2009/01/12",76.88
"Currency","2009/01/09",77.96
"Currency","2009/01/08",77.05
"Currency","2009/01/07",77.90
"Currency","2009/01/06",78.40
"Currency","2009/01/05",78.85
"Currency","2009/01/02",77.28
"Currency","2009/01/01",77.80
"Currency","2008/12/31",77.80
"Currency","2008/12/30",77.23
"Currency","2008/12/29",78.43
"Currency","2008/12/26",76.00
"Currency","2008/12/25",76.05
"Currency","2008/12/24",76.50
"Currency","2008/12/23",76.95
"Currency","2008/12/22",76.50
"Currency","2008/12/19",74.89
"Currency","2008/12/18",76.00
"Currency","2008/12/17",73.92
"Currency","2008/12/16",77.00
"Currency","2008/12/15",74.68
"Currency","2008/12/12",76.37
"Currency","2008/12/11",77.55
"Currency","2008/12/10",77.75
"Currency","2008/12/09",78.13
"Currency","2008/12/08",78.90
"Currency","2008/12/05",77.43
"Currency","2008/12/04",78.70
"Currency","2008/12/03",77.64
"Currency","2008/12/02",77.87
"Currency","2008/12/01",79.40
"Currency","2008/11/30",78.18
"Currency","2008/11/28",78.18
"Currency","2008/11/27",77.50
"Currency","2008/11/26",78.05
"Currency","2008/11/25",78.40
"Currency","2008/11/24",78.55
"Currency","2008/11/21",77.12
"Currency","2008/11/20",78.25
"Currency","2008/11/19",78.00
"Currency","2008/11/18",77.07
"Currency","2008/11/17",76.87
"Currency","2008/11/14",77.13
"Currency","2008/11/13",76.54
"Currency","2008/11/12",78.55
"Currency","2008/11/11",76.73
"Currency","2008/11/10",75.74
"Currency","2008/11/07",75.71
"Currency","2008/11/06",76.30
"Currency","2008/11/05",76.00
"Currency","2008/11/04",76.85
"Currency","2008/11/03",78.49
"Currency","2008/10/31",78.03
"Currency","2008/10/30",79.35
"Currency","2008/10/29",77.79
"Currency","2008/10/28",76.62
"Currency","2008/10/27",77.93
"Currency","2008/10/24",78.38
"Currency","2008/10/23",77.42
"Currency","2008/10/22",77.92
"Currency","2008/10/21",77.76
"Currency","2008/10/20",75.98
"Currency","2008/10/17",76.40
"Currency","2008/10/16",75.86
"Currency","2008/10/15",75.65
"Currency","2008/10/14",75.41
"Currency","2008/10/13",73.69
"Currency","2008/10/10",73.85
"Currency","2008/10/09",73.58
"Currency","2008/10/08",73.80
"Currency","2008/10/07",72.12
"Currency","2008/10/06",72.60
"Currency","2008/10/03",72.61
"Currency","2008/10/02",72.61
"Currency","2008/10/01",72.44
"Currency","2008/09/30",72.88
"Currency","2008/09/29",71.66
"Currency","2008/09/26",73.36
"Currency","2008/09/25",73.61
"Currency","2008/09/24",73.51
"Currency","2008/09/23",72.76
"Currency","2008/09/22",72.36
"Currency","2008/09/19",69.41
"Currency","2008/09/18",72.56
"Currency","2008/09/17",72.51
"Currency","2008/09/16",70.50
"Currency","2008/09/15",70.70
"Currency","2008/09/12",67.16
"Currency","2008/09/11",69.28
"Currency","2008/09/10",69.94
"Currency","2008/09/09",70.30
"Currency","2008/09/08",69.85
"Currency","2008/09/05",69.81
"Currency","2008/09/04",70.31
"Currency","2008/09/03",68.09
"Currency","2008/09/02",68.55
"Currency","2008/09/01",67.49
"Currency","2008/08/31",67.68
"Currency","2008/08/29",67.65
"Currency","2008/08/28",68.45
"Currency","2008/08/27",67.41
"Currency","2008/08/26",69.00
"Currency","2008/07/31",66.85
"Currency","2008/07/30",67.00
"Currency","2008/07/29",66.99
"Currency","2008/07/28",66.42
"Currency","2008/07/25",64.61
"Currency","2008/07/24",67.00
"Currency","2008/07/23",67.05
"Currency","2008/07/22",67.30
"Currency","2008/07/21",66.90
"Currency","2008/07/18",64.98
"Currency","2008/07/17",66.25
"Currency","2008/07/16",66.75
"Currency","2008/07/15",67.00
"Currency","2008/07/14",67.02
"Currency","2008/07/11",66.60
"Currency","2008/07/10",63.56
"Currency","2008/07/09",66.05
"Currency","2008/07/08",65.35
"Currency","2008/07/07",63.81
"Currency","2008/07/04",64.09
"Currency","2008/07/03",65.66
"Currency","2008/07/02",64.16
"Currency","2008/06/30",64.85
"Currency","2008/06/27",63.34
"Currency","2008/06/26",62.96
"Currency","2008/06/25",62.95
"Currency","2008/06/24",63.04
"Currency","2008/06/23",63.95
"Currency","2008/06/20",63.11
"Currency","2008/06/19",64.00
"Currency","2008/06/18",63.90
"Currency","2008/06/17",62.43
"Currency","2008/06/16",63.42
"Currency","2008/06/13",61.89
"Currency","2008/06/12",62.78
"Currency","2008/06/11",63.90
"Currency","2008/06/10",62.48
"Currency","2008/06/09",63.20
"Currency","2008/06/06",60.64
"Currency","2008/06/05",62.20
"Currency","2008/06/04",60.51
"Currency","2008/06/03",61.59
"Currency","2008/06/02",60.74
"Currency","2008/05/31",61.90
"Currency","2008/05/30",58.96
"Currency","2008/05/29",61.62
"Currency","2008/05/28",61.65
"Currency","2008/05/27",61.60
"Currency","2008/05/26",62.15
"Currency","2008/05/23",60.53
"Currency","2008/05/22",60.72
"Currency","2008/05/21",61.60
"Currency","2008/05/20",59.09
"Currency","2008/05/19",62.00
"Currency","2008/05/16",63.65
"Currency","2008/05/15",60.55
"Currency","2008/05/14",60.27
"Currency","2008/05/13",60.18
"Currency","2008/05/12",61.10
"Currency","2008/05/09",58.53
"Currency","2008/05/08",60.14
"Currency","2008/05/07",61.45
"Currency","2008/05/06",60.27
"Currency","2008/05/05",61.36
"Currency","2008/05/02",61.61
"Currency","2008/04/30",60.65
"Currency","2008/04/29",61.21
"Currency","2008/04/28",60.96
"Currency","2008/04/25",60.79
"Currency","2008/04/24",60.83
"Currency","2008/04/23",58.63
"Currency","2008/04/22",60.13
"Currency","2008/04/21",58.54
"Currency","2008/04/18",61.36
"Currency","2008/04/17",60.58
"Currency","2008/04/16",60.34
"Currency","2008/04/15",60.57
"Currency","2008/04/14",60.34
"Currency","2008/04/11",61.11
"Currency","2008/04/10",61.91
"Currency","2008/04/09",61.93
"Currency","2008/04/08",62.23
"Currency","2008/04/07",61.80
"Currency","2008/04/04",60.68
"Currency","2008/04/03",61.80
"Currency","2008/04/02",62.66
"Currency","2008/03/31",61.66
"Currency","2008/03/28",61.84
"Currency","2008/03/27",62.16
"Currency","2008/03/26",63.83
"Currency","2008/03/25",61.40
"Currency","2008/03/24",61.75
"Currency","2008/03/21",60.66
"Currency","2008/03/20",61.62
"Currency","2008/03/19",62.11
"Currency","2008/03/18",63.65
"Currency","2008/03/17",64.80
"Currency","2008/03/14",63.90
"Currency","2008/03/13",62.69
"Currency","2008/03/12",64.29
"Currency","2008/03/11",65.45
"Currency","2008/03/10",64.43
"Currency","2008/03/07",62.65
"Currency","2008/03/06",63.50
"Currency","2008/03/05",61.76
"Currency","2008/03/04",65.29
"Currency","2008/03/03",66.32
"Currency","2008/02/29",66.78
"Currency","2008/02/28",67.86
"Currency","2008/02/27",68.99
"Currency","2008/02/26",68.28
"Currency","2008/02/25",68.05
"Currency","2008/02/22",68.32
"Currency","2008/02/21",67.96
"Currency","2008/02/20",68.02
"Currency","2008/02/19",68.69
"Currency","2008/02/18",68.59
"Currency","2008/02/15",68.34
"Currency","2008/02/14",68.29
"Currency","2008/02/13",68.65
"Currency","2008/02/12",68.30
"Currency","2008/02/11",69.14
"Currency","2008/02/08",70.85
"Currency","2008/02/07",71.15
"Currency","2008/02/06",70.19
"Currency","2008/02/05",69.53
"Currency","2008/02/04",69.54
"Currency","2008/02/01",66.77
"Currency","2008/01/31",69.34
"Currency","2008/01/30",69.57
"Currency","2008/01/29",72.73
"Currency","2008/01/28",70.71
"Currency","2008/01/25",68.90
"Currency","2008/01/24",70.05
"Currency","2008/01/23",72.05
"Currency","2008/01/22",68.07
"Currency","2008/01/21",68.33
"Currency","2008/01/18",68.14
"Currency","2008/01/17",66.64
"Currency","2008/01/16",66.70
"Currency","2008/01/15",66.74
"Currency","2008/01/14",66.00
"Currency","2008/01/11",64.90
"Currency","2008/01/10",63.40
"Currency","2008/01/09",64.38
"Currency","2008/01/08",63.74
"Currency","2008/01/07",65.77
"Currency","2008/01/04",66.32
"Currency","2008/01/03",66.51
"Currency","2008/01/02",62.19
"Currency","2008/01/01",62.94
"Currency","2007/12/31",62.94
"Currency","2007/12/28",63.35
"Currency","2007/12/27",61.80
"Currency","2007/12/25",61.10
"Currency","2007/12/24",61.13
"Currency","2007/12/21",61.16
"Currency","2007/12/20",61.00
"Currency","2007/12/19",61.37
"Currency","2007/12/17",61.25
"Currency","2007/12/14",61.82
"Currency","2007/12/13",61.74
"Currency","2007/12/12",61.52
"Currency","2007/12/11",61.98
"Currency","2007/12/10",62.36
"Currency","2007/12/07",63.90
"Currency","2007/12/06",62.51
"Currency","2007/12/05",63.16
"Currency","2007/12/04",62.42
"Currency","2007/12/03",60.74
"Currency","2007/11/30",63.46
"Currency","2007/11/29",63.16
"Currency","2007/11/28",63.25
"Currency","2007/11/27",61.83
"Currency","2007/11/23",63.95
"Currency","2007/11/22",64.45
"Currency","2007/11/21",63.10
"Currency","2007/11/20",64.36
"Currency","2007/11/19",65.04
"Currency","2007/11/16",65.41
"Currency","2007/11/15",66.09
"Currency","2007/11/14",66.32
"Currency","2007/11/13",66.45
"Currency","2007/11/12",65.35
"Currency","2007/11/09",65.20
"Currency","2007/11/08",65.32
"Currency","2007/11/07",65.54
"Currency","2007/11/06",65.19
"Currency","2007/11/05",65.12
"Currency","2007/11/02",66.25
"Currency","2007/11/01",65.50
"Currency","2007/10/31",65.39
"Currency","2007/10/30",65.46
"Currency","2007/10/29",65.62
"Currency","2007/10/26",65.59
"Currency","2007/10/25",65.50
"Currency","2007/10/24",65.34
"Currency","2007/10/23",65.44
"Currency","2007/10/22",65.78
"Currency","2007/10/19",65.46
"Currency","2007/10/18",65.07
"Currency","2007/10/17",65.20
"Currency","2007/10/16",65.11
"Currency","2007/10/15",65.28
"Currency","2007/10/12",65.13
"Currency","2007/10/11",65.29
"Currency","2007/10/10",65.25
"Currency","2007/10/09",64.91
"Currency","2007/10/08",65.38
"Currency","2007/10/05",65.28
"Currency","2007/10/04",65.19
"Currency","2007/10/03",65.74
"Currency","2007/10/02",65.47
"Currency","2007/10/01",65.63
"Currency","2007/09/30",67.02
"Currency","2007/09/28",65.28
"Currency","2007/09/27",65.59
"Currency","2007/09/26",65.70
"Currency","2007/09/25",65.45
"Currency","2007/09/24",65.83
"Currency","2007/09/21",65.54
"Currency","2007/09/20",65.56
"Currency","2007/09/19",65.60
"Currency","2007/09/18",65.15
"Currency","2007/09/17",65.74
"Currency","2007/09/14",65.55
"Currency","2007/09/13",65.49
"Currency","2007/09/12",65.41
"Currency","2007/09/11",65.58
"Currency","2007/09/07",65.19
"Currency","2007/09/06",65.42
"Currency","2007/09/05",65.22
"Currency","2007/09/04",65.13
"Currency","2007/09/03",65.41
"Currency","2007/08/31",65.60
"Currency","2007/08/30",65.43
"Currency","2007/08/29",65.31
"Currency","2007/08/28",65.91
"Currency","2007/08/27",65.79
"Currency","2007/08/24",65.39
"Currency","2007/08/23",66.01
"Currency","2007/08/22",65.06
"Currency","2007/08/21",65.75
"Currency","2007/08/20",65.98
"Currency","2007/08/17",66.43
"Currency","2007/08/16",65.68
"Currency","2007/08/15",65.45
"Currency","2007/08/14",65.29
"Currency","2007/08/13",65.35
"Currency","2007/08/10",64.90
"Currency","2007/08/09",65.42
"Currency","2007/08/08",64.94
"Currency","2007/08/07",65.26
"Currency","2007/08/06",64.89
"Currency","2007/08/03",64.42
"Currency","2007/08/02",64.98
"Currency","2007/08/01",65.63
"Currency","2007/07/31",66.03
"Currency","2007/07/30",65.95
"Currency","2007/07/27",66.21
"Currency","2007/07/26",66.45
"Currency","2007/07/25",66.58
"Currency","2007/07/24",66.19
"Currency","2007/07/23",65.72
"Currency","2007/07/20",65.38
"Currency","2007/07/19",65.74
"Currency","2007/07/18",65.54
"Currency","2007/07/17",65.50
"Currency","2007/07/16",65.49
"Currency","2007/07/13",65.25
"Currency","2007/07/12",65.41
"Currency","2007/07/11",65.39
"Currency","2007/07/10",64.71
"Currency","2007/07/09",65.37
"Currency","2007/07/06",65.20
"Currency","2007/07/05",65.57
"Currency","2007/07/04",65.28
"Currency","2007/07/03",65.07
"Currency","2007/07/02",64.97
"Currency","2007/06/30",66.58
"Currency","2007/06/29",64.79
"Currency","2007/06/28",64.80
"Currency","2007/06/27",64.70
"Currency","2007/06/26",64.76
"Currency","2007/06/25",65.03
"Currency","2007/06/22",64.95
"Currency","2007/06/21",64.91
"Currency","2007/06/20",65.12
"Currency","2007/06/19",64.93
"Currency","2007/06/18",65.19
"Currency","2007/06/15",64.37
"Currency","2007/06/14",65.02
"Currency","2007/06/13",64.87
"Currency","2007/06/12",65.59
"Currency","2007/06/11",65.52
"Currency","2007/06/08",64.81
"Currency","2007/06/07",65.24
"Currency","2007/06/06",65.41
"Currency","2007/06/05",65.35
"Currency","2007/06/04",65.27
"Currency","2007/06/01",65.36
"Currency","2007/05/31",65.50
"Currency","2007/05/30",65.50
"Currency","2007/05/29",65.65
"Currency","2007/05/28",65.27
"Currency","2007/05/25",65.25
"Currency","2007/05/24",65.31
"Currency","2007/05/23",63.77
"Currency","2007/05/22",63.67
"Currency","2007/05/21",63.63
"Currency","2007/05/18",63.57
"Currency","2007/05/17",64.51
"Currency","2007/05/16",64.41
"Currency","2007/05/15",63.73
"Currency","2007/05/14",64.07
"Currency","2007/05/11",63.72
"Currency","2007/05/10",64.34
"Currency","2007/05/09",64.17
"Currency","2007/05/08",64.14
"Currency","2007/05/07",64.53
"Currency","2007/05/04",64.47
"Currency","2007/05/03",64.89
"Currency","2007/05/02",64.59
"Currency","2007/05/01",65.06
"Currency","2007/04/30",64.89
"Currency","2007/04/27",65.07
"Currency","2007/04/26",65.35
"Currency","2007/04/25",65.31
"Currency","2007/04/24",64.97
"Currency","2007/04/23",65.13
"Currency","2007/04/20",65.31
"Currency","2007/04/19",65.26
"Currency","2007/04/18",65.45
"Currency","2007/04/17",65.30
"Currency","2007/04/16",65.65
"Currency","2007/04/13",65.75
"Currency","2007/04/12",65.19
"Currency","2007/04/11",65.37
"Currency","2007/04/10",65.50
"Currency","2007/04/09",65.94
"Currency","2007/04/06",65.74
"Currency","2007/04/05",65.60
"Currency","2007/04/04",65.84
"Currency","2007/04/03",65.52
"Currency","2007/04/02",65.34
"Currency","2007/03/31",69.29
"Currency","2007/03/30",65.21
"Currency","2007/03/29",65.74
"Currency","2007/03/28",65.67
"Currency","2007/03/27",65.65
"Currency","2007/03/26",65.34
"Currency","2007/03/23",66.21
"Currency","2007/03/22",66.04
"Currency","2007/03/21",65.73
"Currency","2007/03/20",66.02
"Currency","2007/03/19",69.23
"Currency","2007/03/16",69.33
"Currency","2007/03/15",66.21
"Currency","2007/03/14",66.18
"Currency","2007/03/13",66.24
"Currency","2007/03/12",66.15
"Currency","2007/03/09",66.50
"Currency","2007/03/08",66.55
"Currency","2007/03/07",66.07
"Currency","2007/03/06",66.20
"Currency","2007/03/05",69.21
"Currency","2007/03/02",66.25
"Currency","2007/03/01",66.21
"Currency","2007/02/28",66.17
"Currency","2007/02/27",66.43
"Currency","2007/02/26",66.90
"Currency","2007/02/23",66.31
"Currency","2007/02/22",66.17
"Currency","2007/02/21",66.07
"Currency","2007/02/20",66.13
"Currency","2007/02/19",66.15
"Currency","2007/02/16",65.69
"Currency","2007/02/15",65.89
"Currency","2007/02/14",65.39
"Currency","2007/02/13",65.52
"Currency","2007/02/12",65.90
"Currency","2007/02/09",66.51
"Currency","2007/02/08",66.23
"Currency","2007/02/07",66.38
"Currency","2007/02/06",66.59
"Currency","2007/02/05",69.80
"Currency","2007/02/02",67.37
"Currency","2007/02/01",66.98
"Currency","2007/01/31",66.48
"Currency","2007/01/30",67.38
"Currency","2007/01/29",67.10
"Currency","2007/01/26",67.28
"Currency","2007/01/25",67.59
"Currency","2007/01/24",67.29
"Currency","2007/01/23",66.94
"Currency","2007/01/22",66.80
"Currency","2007/01/19",66.71
"Currency","2007/01/18",66.57
"Currency","2007/01/17",66.72
"Currency","2007/01/16",66.89
"Currency","2007/01/15",66.33
"Currency","2007/01/12",66.23
"Currency","2007/01/11",66.53
"Currency","2007/01/10",66.64
"Currency","2007/01/09",66.45
"Currency","2007/01/08",66.26
"Currency","2007/01/05",66.75
"Currency","2007/01/04",66.37
"Currency","2007/01/03",66.45
"Currency","2007/01/02",66.37
"Currency","2007/01/01",66.21
"Currency","2006/12/31",69.63
"Currency","2006/12/29",66.27
"Currency","2006/12/28",66.21
"Currency","2006/12/27",66.33
"Currency","2006/12/26",66.54
"Currency","2006/12/25",66.35
"Currency","2006/12/22",66.47
"Currency","2006/12/21",66.20
"Currency","2006/12/20",66.62
"Currency","2006/12/19",66.24
"Currency","2006/12/18",66.47
"Currency","2006/12/15",66.44
"Currency","2006/12/14",66.52
"Currency","2006/12/13",66.62
"Currency","2006/12/12",66.13
"Currency","2006/12/11",66.14
"Currency","2006/12/08",66.93
"Currency","2006/12/07",66.82
"Currency","2006/12/06",66.61
"Currency","2006/12/05",66.73
"Currency","2006/12/04",66.49
"Currency","2006/12/01",66.35
"Currency","2006/11/30",66.56
"Currency","2006/11/29",66.53
"Currency","2006/11/28",66.78
"Currency","2006/11/27",67.26
"Currency","2006/11/24",67.80
"Currency","2006/11/23",67.66
"Currency","2006/11/22",67.37
"Currency","2006/11/21",67.54
"Currency","2006/11/20",67.88
"Currency","2006/11/17",67.26
"Currency","2006/11/16",67.85
"Currency","2006/11/15",67.52
"Currency","2006/11/14",67.88
"Currency","2006/11/13",67.75
"Currency","2006/11/10",67.75
"Currency","2006/11/09",67.51
"Currency","2006/11/08",68.45
"Currency","2006/11/07",68.32
"Currency","2006/11/06",68.34
"Currency","2006/11/03",68.79
"Currency","2006/11/02",68.57
"Currency","2006/11/01",68.69
"Currency","2006/10/31",68.18
"Currency","2006/10/30",71.75
"Currency","2006/10/27",68.23
"Currency","2006/10/26",68.55
"Currency","2006/10/25",68.45
"Currency","2006/10/24",68.60
"Currency","2006/10/23",68.73
"Currency","2006/10/20",68.78
"Currency","2006/10/19",68.43
"Currency","2006/10/18",68.72
"Currency","2006/10/17",68.48
"Currency","2006/10/16",68.85
"Currency","2006/10/13",69.11
"Currency","2006/10/12",72.20
"Currency","2006/10/11",69.26
"Currency","2006/10/10",69.44
"Currency","2006/10/09",69.12
"Currency","2006/10/06",69.53
"Currency","2006/10/05",69.55
"Currency","2006/10/04",69.15
"Currency","2006/10/03",69.04
"Currency","2006/10/02",69.01
"Currency","2006/09/30",72.87
"Currency","2006/09/29",72.34
"Currency","2006/09/28",69.58
"Currency","2006/09/27",69.17
"Currency","2006/09/26",69.50
"Currency","2006/09/25",69.52
"Currency","2006/09/22",72.60
"Currency","2006/09/21",69.28
"Currency","2006/09/20",69.60
"Currency","2006/09/19",69.53
"Currency","2006/09/18",69.64
"Currency","2006/09/15",70.06
"Currency","2006/09/14",70.09
"Currency","2006/09/13",69.92
"Currency","2006/09/12",69.96
"Currency","2006/09/11",69.63
"Currency","2006/09/08",72.43
"Currency","2006/09/07",72.31
"Currency","2006/09/06",72.33
"Currency","2006/09/05",72.31
"Currency","2006/09/04",72.39
"Currency","2006/09/01",72.35
"Currency","2006/08/31",72.17
"Currency","2006/08/30",72.12
"Currency","2006/08/29",72.33
"Currency","2006/08/28",72.38
"Currency","2006/08/25",72.42
"Currency","2006/08/24",72.35
"Currency","2006/08/23",72.30
"Currency","2006/08/22",72.41
"Currency","2006/08/21",72.42
"Currency","2006/08/18",72.30
"Currency","2006/08/17",72.40
"Currency","2006/08/16",72.40
"Currency","2006/08/15",72.45
"Currency","2006/08/14",72.50
"Currency","2006/08/11",70.04
"Currency","2006/08/10",72.60
"Currency","2006/08/09",72.60
"Currency","2006/08/08",72.60
"Currency","2006/08/07",72.25
"Currency","2006/08/04",68.83
"Currency","2006/08/03",72.55
"Currency","2006/08/02",69.95
"Currency","2006/08/01",73.25
"Currency","2006/07/31",73.25
"Currency","2006/07/28",69.92
"Currency","2006/07/27",70.57
"Currency","2006/07/26",73.70
"Currency","2006/07/25",73.70
"Currency","2006/07/24",70.79
"Currency","2006/07/21",70.57
"Currency","2006/07/20",73.25
"Currency","2006/07/19",73.25
"Currency","2006/07/18",73.25
"Currency","2006/07/17",73.25
"Currency","2006/07/14",70.51
"Currency","2006/07/13",70.19
"Currency","2006/07/12",70.31
"Currency","2006/07/11",73.25
"Currency","2006/07/10",73.74
"Currency","2006/07/07",70.16
"Currency","2006/07/06",69.83
"Currency","2006/07/05",69.92
"Currency","2006/07/04",69.71
"Currency","2006/07/03",70.44
"Currency","2006/06/30",69.94
"Currency","2006/06/29",69.67
"Currency","2006/06/28",70.93
"Currency","2006/06/27",70.97
"Currency","2006/06/26",71.20
"Currency","2006/06/23",71.26
"Currency","2006/06/22",70.71
"Currency","2006/06/21",70.15
"Currency","2006/06/20",70.16
"Currency","2006/06/19",70.36
"Currency","2006/06/16",70.42
"Currency","2006/06/15",70.17
"Currency","2006/06/14",70.39
"Currency","2006/06/13",71.04
"Currency","2006/06/12",69.91
"Currency","2006/06/09",69.59
"Currency","2006/06/08",69.96
"Currency","2006/06/07",69.37
"Currency","2006/06/06",69.35
"Currency","2006/06/05",68.38
"Currency","2006/06/02",68.28
"Currency","2006/06/01",68.68
"Currency","2006/05/31",69.19
"Currency","2006/05/30",69.01
"Currency","2006/05/29",69.27
"Currency","2006/05/26",69.55
"Currency","2006/05/25",69.27
"Currency","2006/05/24",69.59
"Currency","2006/05/23",69.66
"Currency","2006/05/22",68.81
"Currency","2006/05/19",69.19
"Currency","2006/05/18",68.69
"Currency","2006/05/17",69.79
"Currency","2006/05/16",68.58
"Currency","2006/05/15",68.34
"Currency","2006/05/12",68.23
"Currency","2006/05/11",67.46
"Currency","2006/05/10",70.95
"Currency","2006/05/09",70.56
"Currency","2006/05/08",70.60
"Currency","2006/05/05",70.59
"Currency","2006/05/04",67.05
"Currency","2006/05/03",70.77
"Currency","2006/05/02",70.73
"Currency","2006/05/01",70.75
"Currency","2006/04/30",71.30
"Currency","2006/04/28",70.71
"Currency","2006/04/27",70.85
"Currency","2006/04/26",71.00
"Currency","2006/04/25",70.95
"Currency","2006/04/24",71.00
"Currency","2006/04/21",70.97
"Currency","2006/04/20",70.80
"Currency","2006/04/19",70.63
"Currency","2006/04/18",70.63
"Currency","2006/04/17",70.83
"Currency","2006/04/14",70.67
"Currency","2006/04/13",70.70
"Currency","2006/04/12",71.00
"Currency","2006/04/11",71.00
"Currency","2006/04/10",70.70
"Currency","2006/04/07",70.65
"Currency","2006/04/06",70.70
"Currency","2006/04/05",70.70
"Currency","2006/04/04",71.28
"Currency","2006/04/03",71.28
"Currency","2006/03/31",71.18
"Currency","2006/03/30",71.40
"Currency","2006/03/29",71.74
"Currency","2006/03/28",72.00
"Currency","2006/03/27",71.95
"Currency","2006/03/24",72.00
"Currency","2006/03/23",71.85
"Currency","2006/03/22",71.88
"Currency","2006/03/21",72.30
"Currency","2006/03/20",72.30
"Currency","2006/03/17",72.05
"Currency","2006/03/16",72.12
"Currency","2006/03/15",71.96
"Currency","2006/03/14",71.95
"Currency","2006/03/13",72.28
"Currency","2006/03/10",72.40
"Currency","2006/03/09",72.25
"Currency","2006/03/08",71.80
"Currency","2006/03/07",71.78
"Currency","2006/03/06",71.50
"Currency","2006/03/03",72.05
"Currency","2006/03/02",72.25
"Currency","2006/03/01",71.97
"Currency","2006/02/28",72.30
"Currency","2006/02/27",72.90
"Currency","2006/02/24",73.00
"Currency","2006/02/23",72.60
"Currency","2006/02/22",71.90
"Currency","2006/02/21",71.50
"Currency","2006/02/20",71.40
"Currency","2006/02/17",71.25
"Currency","2006/02/16",71.35
"Currency","2006/02/15",71.35
"Currency","2006/02/14",71.55
"Currency","2006/02/13",71.05
"Currency","2006/02/10",71.20
"Currency","2006/02/09",71.40
"Currency","2006/02/08",71.50
"Currency","2006/02/07",70.95
"Currency","2006/02/06",70.85
"Currency","2006/02/03",71.00
"Currency","2006/02/02",71.00
"Currency","2006/02/01",71.32
"Currency","2006/01/31",71.45
"Currency","2006/01/30",71.90
"Currency","2006/01/27",71.75
"Currency","2006/01/26",71.70
"Currency","2006/01/25",71.12
"Currency","2006/01/24",71.35
"Currency","2006/01/23",71.90
"Currency","2006/01/20",72.00
"Currency","2006/01/19",71.85
"Currency","2006/01/18",71.65
"Currency","2006/01/17",71.55
"Currency","2006/01/16",71.75
"Currency","2006/01/13",72.10
"Currency","2006/01/12",71.75
"Currency","2006/01/11",71.75
"Currency","2006/01/10",72.12
"Currency","2006/01/09",72.55
"Currency","2006/01/06",72.80
"Currency","2006/01/05",72.90
"Currency","2006/01/04",72.75
"Currency","2006/01/03",72.00
"Currency","2006/01/02",72.00
"Currency","2005/12/31",73.11
"Currency","2005/12/30",72.35
"Currency","2005/12/29",72.00
"Currency","2005/12/28",71.95
"Currency","2005/12/27",72.20
"Currency","2005/12/26",72.20
"Currency","2005/12/23",72.35
"Currency","2005/12/22",72.67
"Currency","2005/12/21",72.35
"Currency","2005/12/20",72.10
"Currency","2005/12/19",72.55
"Currency","2005/12/16",72.53
"Currency","2005/12/15",72.96
"Currency","2005/12/14",72.90
"Currency","2005/12/13",73.28
"Currency","2005/12/12",72.60
"Currency","2005/12/09",73.68
"Currency","2005/12/08",73.50
"Currency","2005/12/07",73.20
"Currency","2005/12/06",73.05
"Currency","2005/12/05",73.30
"Currency","2005/12/02",73.65
"Currency","2005/12/01",73.40
"Currency","2005/11/30",73.75
"Currency","2005/11/29",74.43
"Currency","2005/11/28",74.45
"Currency","2005/11/25",74.95
"Currency","2005/11/24",74.70
