"Indicator","Time","Value (USD/EGP)"
"Currency","2008/03/06",5.44
"Currency","2008/03/05",5.44
"Currency","2008/03/04",5.45
"Currency","2008/03/03",5.44
"Currency","2008/02/29",5.46
"Currency","2008/02/28",5.45
"Currency","2008/02/27",5.47
"Currency","2008/02/26",5.42
"Currency","2008/02/25",5.45
"Currency","2008/02/22",5.46
"Currency","2008/02/21",5.46
"Currency","2008/02/20",5.43
"Currency","2008/02/19",5.46
"Currency","2008/02/18",5.47
"Currency","2008/02/15",5.46
"Currency","2008/02/14",5.46
"Currency","2008/02/13",5.49
"Currency","2008/02/12",5.48
"Currency","2008/02/11",5.48
"Currency","2008/02/08",5.51
"Currency","2008/02/07",5.50
"Currency","2008/02/06",5.51
"Currency","2008/02/05",5.52
"Currency","2008/02/04",5.52
"Currency","2008/02/01",5.54
"Currency","2008/01/31",5.51
"Currency","2008/01/30",5.52
"Currency","2008/01/29",5.53
"Currency","2008/01/28",5.54
"Currency","2008/01/25",5.51
"Currency","2008/01/24",5.48
"Currency","2008/01/23",5.48
"Currency","2008/01/22",5.50
"Currency","2008/01/21",5.51
"Currency","2008/01/18",5.46
"Currency","2008/01/17",5.48
"Currency","2008/01/16",5.43
"Currency","2008/01/15",5.43
"Currency","2008/01/14",5.43
"Currency","2008/01/11",5.45
"Currency","2008/01/10",5.42
"Currency","2008/01/09",5.45
"Currency","2008/01/08",5.45
"Currency","2008/01/07",5.46
"Currency","2008/01/04",5.49
"Currency","2008/01/03",5.46
"Currency","2008/01/02",5.49
"Currency","2008/01/01",5.53
"Currency","2007/12/31",5.46
"Currency","2007/12/28",5.49
"Currency","2007/12/27",5.49
"Currency","2007/12/26",5.45
"Currency","2007/12/25",5.49
"Currency","2007/12/24",5.42
"Currency","2007/12/21",5.49
"Currency","2007/12/20",5.50
"Currency","2007/12/19",5.48
"Currency","2007/12/18",5.53
"Currency","2007/12/17",5.48
"Currency","2007/12/14",5.50
"Currency","2007/12/13",5.49
"Currency","2007/12/12",5.49
"Currency","2007/12/11",5.51
"Currency","2007/12/10",5.49
"Currency","2007/12/07",5.50
"Currency","2007/12/06",5.49
"Currency","2007/12/05",5.51
"Currency","2007/12/04",5.50
"Currency","2007/12/03",5.49
"Currency","2007/11/30",5.50
"Currency","2007/11/29",5.42
"Currency","2007/11/28",5.47
"Currency","2007/11/27",5.49
"Currency","2007/11/26",5.53
"Currency","2007/11/23",5.50
"Currency","2007/11/22",5.49
"Currency","2007/11/21",5.48
"Currency","2007/11/20",5.47
"Currency","2007/11/19",5.48
"Currency","2007/11/16",5.49
"Currency","2007/11/15",5.50
"Currency","2007/11/14",5.49
"Currency","2007/11/13",5.46
"Currency","2007/11/12",5.41
"Currency","2007/11/09",5.40
"Currency","2007/11/08",5.47
"Currency","2007/11/07",5.47
"Currency","2007/11/06",5.45
"Currency","2007/11/05",5.37
"Currency","2007/11/02",5.45
"Currency","2007/11/01",5.47
"Currency","2007/10/31",5.48
"Currency","2007/10/30",5.48
"Currency","2007/10/29",5.49
"Currency","2007/10/26",5.48
"Currency","2007/10/25",5.48
"Currency","2007/10/24",5.48
"Currency","2007/10/23",5.48
"Currency","2007/10/22",5.48
"Currency","2007/10/19",5.49
"Currency","2007/10/18",5.50
"Currency","2007/10/17",5.51
"Currency","2007/10/16",5.50
"Currency","2007/10/15",5.52
"Currency","2007/10/12",5.51
"Currency","2007/10/11",5.53
"Currency","2007/10/10",5.52
"Currency","2007/10/09",5.51
"Currency","2007/10/08",5.53
"Currency","2007/10/05",5.52
"Currency","2007/10/04",5.51
"Currency","2007/10/03",5.49
"Currency","2007/10/02",5.54
"Currency","2007/10/01",5.56
"Currency","2007/09/28",5.54
"Currency","2007/09/27",5.55
"Currency","2007/09/26",5.55
"Currency","2007/09/25",5.55
"Currency","2007/09/24",5.56
"Currency","2007/09/21",5.57
"Currency","2007/09/20",5.58
"Currency","2007/09/19",5.58
"Currency","2007/09/18",5.55
"Currency","2007/09/17",5.60
"Currency","2007/09/14",5.60
"Currency","2007/09/13",5.62
"Currency","2007/09/12",5.62
"Currency","2007/09/11",5.64
"Currency","2007/09/10",5.66
"Currency","2007/09/07",5.61
"Currency","2007/09/06",5.62
"Currency","2007/09/05",5.62
"Currency","2007/09/04",5.61
"Currency","2007/09/03",5.62
"Currency","2007/08/31",5.62
"Currency","2007/08/30",5.63
"Currency","2007/08/29",5.62
"Currency","2007/08/28",5.63
"Currency","2007/08/27",5.64
"Currency","2007/08/24",5.62
"Currency","2007/08/23",5.64
"Currency","2007/08/22",5.63
"Currency","2007/08/21",5.66
"Currency","2007/08/20",5.64
"Currency","2007/08/17",5.63
"Currency","2007/08/16",5.62
"Currency","2007/08/15",5.64
"Currency","2007/08/14",5.62
"Currency","2007/08/13",5.62
"Currency","2007/08/10",5.60
"Currency","2007/08/09",5.61
"Currency","2007/08/08",5.61
"Currency","2007/08/07",5.60
"Currency","2007/08/06",5.61
"Currency","2007/08/03",5.62
"Currency","2007/08/02",5.61
"Currency","2007/08/01",5.62
"Currency","2007/07/31",5.63
"Currency","2007/07/30",5.61
"Currency","2007/07/27",5.62
"Currency","2007/07/26",5.61
"Currency","2007/07/25",5.62
"Currency","2007/07/24",5.63
"Currency","2007/07/23",5.64
"Currency","2007/07/20",5.64
"Currency","2007/07/19",5.64
"Currency","2007/07/18",5.64
"Currency","2007/07/17",5.65
"Currency","2007/07/16",5.66
"Currency","2007/07/13",5.66
"Currency","2007/07/12",5.66
"Currency","2007/07/11",5.66
"Currency","2007/07/10",5.64
"Currency","2007/07/09",5.66
"Currency","2007/07/06",5.66
"Currency","2007/07/05",5.66
"Currency","2007/07/04",5.67
"Currency","2007/07/03",5.66
"Currency","2007/07/02",5.65
"Currency","2007/06/29",5.65
"Currency","2007/06/28",5.67
"Currency","2007/06/27",5.65
"Currency","2007/06/26",5.67
"Currency","2007/06/25",5.65
"Currency","2007/06/22",5.64
"Currency","2007/06/21",5.66
"Currency","2007/06/20",5.67
"Currency","2007/06/19",5.65
"Currency","2007/06/18",5.65
"Currency","2007/06/15",5.66
"Currency","2007/06/14",5.67
"Currency","2007/06/13",5.65
"Currency","2007/06/12",5.67
"Currency","2007/06/11",5.66
"Currency","2007/06/08",5.65
"Currency","2007/06/07",5.68
"Currency","2007/06/06",5.66
"Currency","2007/06/05",5.66
"Currency","2007/06/04",5.65
"Currency","2007/06/01",5.66
"Currency","2007/05/31",5.66
"Currency","2007/05/30",5.66
"Currency","2007/05/29",5.67
"Currency","2007/05/28",5.57
"Currency","2007/05/25",5.66
"Currency","2007/05/24",5.66
"Currency","2007/05/23",5.67
"Currency","2007/05/22",5.66
"Currency","2007/05/21",5.44
"Currency","2007/05/18",5.66
"Currency","2007/05/17",5.48
"Currency","2007/05/16",5.65
"Currency","2007/05/15",5.65
"Currency","2007/05/14",5.65
"Currency","2007/05/11",5.66
"Currency","2007/05/10",5.67
"Currency","2007/05/09",5.67
"Currency","2007/05/08",5.65
"Currency","2007/05/07",5.66
"Currency","2007/05/04",5.65
"Currency","2007/05/03",5.64
"Currency","2007/05/02",5.65
"Currency","2007/05/01",5.44
"Currency","2007/04/30",5.65
"Currency","2007/04/27",5.63
"Currency","2007/04/26",5.65
"Currency","2007/04/25",5.65
"Currency","2007/04/24",5.64
"Currency","2007/04/23",5.64
"Currency","2007/04/20",5.65
"Currency","2007/04/19",5.65
"Currency","2007/04/18",5.64
"Currency","2007/04/17",5.66
"Currency","2007/04/16",5.67
"Currency","2007/04/13",5.66
"Currency","2007/04/12",5.66
"Currency","2007/04/11",5.66
"Currency","2007/04/10",5.66
"Currency","2007/04/09",5.45
"Currency","2007/04/06",5.43
"Currency","2007/04/05",5.66
"Currency","2007/04/04",5.66
"Currency","2007/04/03",5.68
"Currency","2007/04/02",5.66
"Currency","2007/03/30",5.66
"Currency","2007/03/29",5.67
"Currency","2007/03/28",5.68
"Currency","2007/03/27",5.66
"Currency","2007/03/26",5.67
"Currency","2007/03/23",5.67
"Currency","2007/03/22",5.66
"Currency","2007/03/21",5.62
"Currency","2007/03/20",5.65
"Currency","2007/03/19",5.66
"Currency","2007/03/16",5.66
"Currency","2007/03/15",5.64
"Currency","2007/03/14",5.67
"Currency","2007/03/13",5.67
"Currency","2007/03/12",5.67
"Currency","2007/03/09",5.67
"Currency","2007/03/08",5.66
"Currency","2007/03/07",5.65
"Currency","2007/03/06",5.65
"Currency","2007/03/05",5.67
"Currency","2007/03/02",5.67
"Currency","2007/03/01",5.66
"Currency","2007/02/28",5.65
"Currency","2007/02/27",5.66
"Currency","2007/02/26",5.65
"Currency","2007/02/23",5.65
"Currency","2007/02/22",5.66
"Currency","2007/02/21",5.66
"Currency","2007/02/20",5.66
"Currency","2007/02/19",5.66
"Currency","2007/02/16",5.66
"Currency","2007/02/15",5.66
"Currency","2007/02/14",5.65
"Currency","2007/02/13",5.66
"Currency","2007/02/12",5.66
"Currency","2007/02/09",5.66
"Currency","2007/02/08",5.66
"Currency","2007/02/07",5.66
"Currency","2007/02/06",5.65
"Currency","2007/02/05",5.66
"Currency","2007/02/02",5.66
"Currency","2007/02/01",5.67
"Currency","2007/01/31",5.65
"Currency","2007/01/30",5.65
"Currency","2007/01/29",5.65
"Currency","2007/01/26",5.66
"Currency","2007/01/25",5.68
"Currency","2007/01/24",5.67
"Currency","2007/01/23",5.67
"Currency","2007/01/22",5.66
"Currency","2007/01/19",5.66
"Currency","2007/01/18",5.66
"Currency","2007/01/17",5.67
"Currency","2007/01/16",5.67
"Currency","2007/01/15",5.66
"Currency","2007/01/12",5.67
"Currency","2007/01/11",5.67
"Currency","2007/01/10",5.66
"Currency","2007/01/09",5.67
"Currency","2007/01/08",5.66
"Currency","2007/01/05",5.67
"Currency","2007/01/04",5.67
"Currency","2007/01/03",5.67
"Currency","2007/01/02",5.68
"Currency","2007/01/01",5.66
"Currency","2006/12/29",5.67
"Currency","2006/12/28",5.68
"Currency","2006/12/27",5.68
"Currency","2006/12/26",5.50
"Currency","2006/12/25",5.49
"Currency","2006/12/22",5.68
"Currency","2006/12/21",5.68
"Currency","2006/12/20",5.68
"Currency","2006/12/19",5.67
"Currency","2006/12/18",5.67
"Currency","2006/12/15",5.68
"Currency","2006/12/14",5.68
"Currency","2006/12/13",5.69
"Currency","2006/12/12",5.66
"Currency","2006/12/11",5.67
"Currency","2006/12/08",5.60
"Currency","2006/12/07",5.68
"Currency","2006/12/06",5.69
"Currency","2006/12/05",5.68
"Currency","2006/12/04",5.68
"Currency","2006/12/01",5.67
"Currency","2006/11/30",5.68
"Currency","2006/11/29",5.68
"Currency","2006/11/28",5.66
"Currency","2006/11/27",5.68
"Currency","2006/11/24",5.68
"Currency","2006/11/23",5.68
"Currency","2006/11/22",5.68
"Currency","2006/11/21",5.68
"Currency","2006/11/20",5.69
"Currency","2006/11/17",5.67
"Currency","2006/11/16",5.69
"Currency","2006/11/15",5.68
"Currency","2006/11/14",5.68
"Currency","2006/11/13",5.67
"Currency","2006/11/10",5.69
"Currency","2006/11/09",5.69
"Currency","2006/11/08",5.69
"Currency","2006/11/07",5.70
"Currency","2006/11/06",5.45
"Currency","2006/11/03",5.69
"Currency","2006/11/02",5.69
"Currency","2006/11/01",5.70
"Currency","2006/10/31",5.70
"Currency","2006/10/30",5.69
"Currency","2006/10/27",5.69
"Currency","2006/10/26",5.68
"Currency","2006/10/25",5.45
"Currency","2006/10/24",5.70
"Currency","2006/10/23",5.47
"Currency","2006/10/20",5.69
"Currency","2006/10/19",5.68
"Currency","2006/10/18",5.69
"Currency","2006/10/17",5.70
"Currency","2006/10/16",5.69
"Currency","2006/10/13",5.69
"Currency","2006/10/12",5.69
"Currency","2006/10/11",5.71
"Currency","2006/10/10",5.70
"Currency","2006/10/09",5.70
"Currency","2006/10/06",5.70
"Currency","2006/10/05",5.70
"Currency","2006/10/04",5.69
"Currency","2006/10/03",5.71
"Currency","2006/10/02",5.70
"Currency","2006/09/29",5.72
"Currency","2006/09/28",5.69
"Currency","2006/09/27",5.70
"Currency","2006/09/26",5.47
"Currency","2006/09/25",5.70
"Currency","2006/09/22",5.70
"Currency","2006/09/21",5.67
"Currency","2006/09/20",5.71
"Currency","2006/09/19",5.70
"Currency","2006/09/18",5.69
"Currency","2006/09/15",5.70
"Currency","2006/09/14",5.71
"Currency","2006/09/13",5.71
"Currency","2006/09/12",5.70
"Currency","2006/09/11",5.69
"Currency","2006/09/08",5.70
"Currency","2006/09/07",5.71
"Currency","2006/09/06",5.69
"Currency","2006/09/05",5.69
"Currency","2006/09/04",5.70
"Currency","2006/09/01",5.68
"Currency","2006/08/31",5.70
"Currency","2006/08/30",5.69
"Currency","2006/08/29",5.67
"Currency","2006/08/28",5.70
"Currency","2006/08/25",5.71
"Currency","2006/08/24",5.71
"Currency","2006/08/23",5.71
"Currency","2006/08/22",5.70
"Currency","2006/08/21",5.72
"Currency","2006/08/18",5.70
"Currency","2006/08/17",5.72
"Currency","2006/08/16",5.71
"Currency","2006/08/15",5.70
"Currency","2006/08/14",5.71
"Currency","2006/08/11",5.72
"Currency","2006/08/10",5.69
"Currency","2006/08/09",5.71
"Currency","2006/08/08",5.51
"Currency","2006/08/07",5.72
"Currency","2006/08/04",5.71
"Currency","2006/08/03",5.69
"Currency","2006/08/02",5.71
"Currency","2006/08/01",5.69
"Currency","2006/07/31",5.70
"Currency","2006/07/28",5.72
"Currency","2006/07/27",5.73
"Currency","2006/07/26",5.66
"Currency","2006/07/25",5.70
"Currency","2006/07/24",5.70
"Currency","2006/07/21",5.70
"Currency","2006/07/20",5.71
"Currency","2006/07/19",5.68
"Currency","2006/07/18",5.70
"Currency","2006/07/17",5.71
"Currency","2006/07/14",5.49
"Currency","2006/07/13",5.70
"Currency","2006/07/12",5.70
"Currency","2006/07/11",5.70
"Currency","2006/07/10",5.72
"Currency","2006/07/07",5.71
"Currency","2006/07/06",5.71
"Currency","2006/07/05",5.72
"Currency","2006/07/04",5.72
"Currency","2006/07/03",5.72
"Currency","2006/06/30",5.71
"Currency","2006/06/29",5.67
"Currency","2006/06/28",5.72
"Currency","2006/06/27",5.73
"Currency","2006/06/26",5.48
"Currency","2006/06/23",5.72
"Currency","2006/06/22",5.72
"Currency","2006/06/21",5.72
"Currency","2006/06/20",5.71
"Currency","2006/06/19",5.72
"Currency","2006/06/16",5.50
"Currency","2006/06/15",5.71
"Currency","2006/06/14",5.73
"Currency","2006/06/13",5.73
"Currency","2006/06/12",5.72
"Currency","2006/06/09",5.72
"Currency","2006/06/08",5.72
"Currency","2006/06/07",5.72
"Currency","2006/06/06",5.73
"Currency","2006/06/05",5.73
"Currency","2006/06/02",5.72
"Currency","2006/06/01",5.72
"Currency","2006/05/31",5.73
"Currency","2006/05/30",5.73
"Currency","2006/05/29",5.51
"Currency","2006/05/26",5.73
"Currency","2006/05/25",5.54
"Currency","2006/05/24",5.72
"Currency","2006/05/23",5.76
"Currency","2006/05/22",5.47
"Currency","2006/05/19",5.72
"Currency","2006/05/18",5.71
"Currency","2006/05/17",5.72
"Currency","2006/05/16",5.48
"Currency","2006/05/15",5.74
"Currency","2006/05/12",5.50
"Currency","2006/05/11",5.72
"Currency","2006/05/10",5.74
"Currency","2006/05/09",5.70
"Currency","2006/05/08",5.72
"Currency","2006/05/05",5.72
"Currency","2006/05/04",5.71
"Currency","2006/05/03",5.73
"Currency","2006/05/02",5.73
"Currency","2006/05/01",5.73
"Currency","2006/04/28",5.70
"Currency","2006/04/27",5.71
"Currency","2006/04/26",5.71
"Currency","2006/04/25",5.70
"Currency","2006/04/24",5.70
"Currency","2006/04/21",5.72
"Currency","2006/04/20",5.72
"Currency","2006/04/19",5.69
"Currency","2006/04/18",5.67
"Currency","2006/04/17",5.40
"Currency","2006/04/14",5.46
"Currency","2006/04/13",5.70
"Currency","2006/04/12",5.70
"Currency","2006/04/11",5.69
"Currency","2006/04/10",5.70
"Currency","2006/04/07",5.72
"Currency","2006/04/06",5.70
"Currency","2006/04/05",5.69
"Currency","2006/04/04",5.70
"Currency","2006/04/03",5.70
"Currency","2006/03/31",5.71
"Currency","2006/03/30",5.68
"Currency","2006/03/29",5.69
"Currency","2006/03/28",5.72
"Currency","2006/03/27",5.71
"Currency","2006/03/24",5.70
"Currency","2006/03/23",5.70
"Currency","2006/03/22",5.71
"Currency","2006/03/21",5.69
"Currency","2006/03/20",5.70
"Currency","2006/03/17",5.47
"Currency","2006/03/16",5.71
"Currency","2006/03/15",5.69
"Currency","2006/03/14",5.73
"Currency","2006/03/13",5.69
"Currency","2006/03/10",5.69
"Currency","2006/03/09",5.73
"Currency","2006/03/08",5.73
"Currency","2006/03/07",5.68
"Currency","2006/03/06",5.73
"Currency","2006/03/03",5.68
"Currency","2006/03/02",5.68
"Currency","2006/03/01",5.68
"Currency","2006/02/28",5.69
"Currency","2006/02/27",5.71
"Currency","2006/02/24",5.70
"Currency","2006/02/23",5.73
"Currency","2006/02/22",5.69
"Currency","2006/02/21",5.69
"Currency","2006/02/20",5.72
"Currency","2006/02/17",5.68
"Currency","2006/02/16",5.68
"Currency","2006/02/15",5.68
"Currency","2006/02/14",5.68
"Currency","2006/02/13",5.73
"Currency","2006/02/10",5.70
"Currency","2006/02/09",5.73
"Currency","2006/02/08",5.73
"Currency","2006/02/07",5.72
"Currency","2006/02/06",5.72
"Currency","2006/02/03",5.69
"Currency","2006/02/02",5.70
"Currency","2006/02/01",5.73
"Currency","2006/01/31",5.69
"Currency","2006/01/30",5.69
"Currency","2006/01/27",5.71
"Currency","2006/01/26",5.73
"Currency","2006/01/25",5.70
"Currency","2006/01/24",5.73
"Currency","2006/01/23",5.73
"Currency","2006/01/20",5.67
"Currency","2006/01/19",5.70
"Currency","2006/01/18",5.73
"Currency","2006/01/17",5.68
"Currency","2006/01/16",5.72
"Currency","2006/01/13",5.68
"Currency","2006/01/12",5.69
"Currency","2006/01/11",5.73
"Currency","2006/01/10",5.73
"Currency","2006/01/09",5.69
"Currency","2006/01/06",5.70
"Currency","2006/01/05",5.70
"Currency","2006/01/04",5.73
"Currency","2006/01/03",5.67
"Currency","2006/01/02",5.73
"Currency","2005/12/30",5.70
"Currency","2005/12/29",5.69
"Currency","2005/12/28",5.71
"Currency","2005/12/27",5.73
"Currency","2005/12/26",5.46
"Currency","2005/12/23",5.69
"Currency","2005/12/22",5.73
"Currency","2005/12/21",5.70
"Currency","2005/12/20",5.73
"Currency","2005/12/19",5.70
"Currency","2005/12/16",5.69
"Currency","2005/12/15",5.70
"Currency","2005/12/14",5.74
"Currency","2005/12/13",5.69
"Currency","2005/12/12",5.74
"Currency","2005/12/09",5.72
"Currency","2005/12/08",5.72
"Currency","2005/12/07",5.74
"Currency","2005/12/06",5.75
"Currency","2005/12/05",5.72
"Currency","2005/12/02",5.71
"Currency","2005/12/01",5.70
"Currency","2005/11/30",5.76
"Currency","2005/11/29",5.75
"Currency","2005/11/28",5.70
"Currency","2005/11/25",5.72
"Currency","2005/11/24",5.72
"Currency","2005/11/23",5.71
"Currency","2005/11/22",5.68
"Currency","2005/11/21",5.72
"Currency","2005/11/18",5.71
"Currency","2005/11/17",5.70
"Currency","2005/11/16",5.75
"Currency","2005/11/15",5.70
"Currency","2005/11/14",5.70
"Currency","2005/11/11",5.70
"Currency","2005/11/10",5.75
"Currency","2005/11/09",5.70
"Currency","2005/11/08",5.75
"Currency","2005/11/07",5.73
"Currency","2005/11/04",5.73
"Currency","2005/11/03",5.73
"Currency","2005/11/02",5.72
"Currency","2005/11/01",5.71
"Currency","2005/10/31",5.72
"Currency","2005/10/28",5.74
"Currency","2005/10/27",5.75
"Currency","2005/10/26",5.73
"Currency","2005/10/25",5.75
"Currency","2005/10/24",5.46
"Currency","2005/10/21",5.73
"Currency","2005/10/20",5.70
"Currency","2005/10/19",5.75
"Currency","2005/10/18",5.75
"Currency","2005/10/17",5.74
"Currency","2005/10/14",5.72
"Currency","2005/10/13",5.68
"Currency","2005/10/12",5.72
"Currency","2005/10/11",5.75
"Currency","2005/10/10",5.75
"Currency","2005/10/07",5.71
"Currency","2005/10/06",5.70
"Currency","2005/10/05",5.70
"Currency","2005/10/04",5.73
"Currency","2005/10/03",5.54
"Currency","2005/09/30",5.73
"Currency","2005/09/29",5.75
"Currency","2005/09/28",5.69
"Currency","2005/09/27",5.72
"Currency","2005/09/26",5.75
"Currency","2005/09/23",5.73
"Currency","2005/09/22",5.72
"Currency","2005/09/21",5.77
"Currency","2005/09/20",5.75
"Currency","2005/09/19",5.76
"Currency","2005/09/16",5.72
"Currency","2005/09/15",5.72
"Currency","2005/09/14",5.73
"Currency","2005/09/13",5.76
"Currency","2005/09/12",5.73
"Currency","2005/09/09",5.74
"Currency","2005/09/08",5.76
"Currency","2005/09/07",5.74
"Currency","2005/09/06",5.74
"Currency","2005/09/05",5.73
"Currency","2005/09/02",5.73
"Currency","2005/09/01",5.71
"Currency","2005/08/31",5.72
"Currency","2005/08/30",5.73
"Currency","2005/08/29",5.76
"Currency","2005/08/26",5.75
"Currency","2005/08/25",5.74
"Currency","2005/08/24",5.71
"Currency","2005/08/23",5.72
"Currency","2005/08/22",5.49
"Currency","2005/08/19",5.73
"Currency","2005/08/18",5.73
"Currency","2005/08/17",5.76
"Currency","2005/08/16",5.76
"Currency","2005/08/15",5.76
"Currency","2005/08/12",5.73
"Currency","2005/08/11",5.77
"Currency","2005/08/10",5.71
"Currency","2005/08/09",5.76
"Currency","2005/08/08",5.74
"Currency","2005/08/05",5.71
"Currency","2005/08/04",5.73
"Currency","2005/08/03",5.73
"Currency","2005/08/02",5.74
"Currency","2005/08/01",5.76
"Currency","2005/07/29",5.74
"Currency","2005/07/28",5.73
"Currency","2005/07/27",5.76
"Currency","2005/07/26",5.73
"Currency","2005/07/25",5.77
"Currency","2005/07/22",5.74
"Currency","2005/07/21",5.72
"Currency","2005/07/20",5.67
"Currency","2005/07/19",5.71
"Currency","2005/07/18",5.76
"Currency","2005/07/15",5.73
"Currency","2005/07/14",5.77
"Currency","2005/07/13",5.74
"Currency","2005/07/12",5.77
"Currency","2005/07/11",5.74
"Currency","2005/07/08",5.73
"Currency","2005/07/07",5.75
"Currency","2005/07/06",5.77
"Currency","2005/07/05",5.78
"Currency","2005/07/04",5.77
"Currency","2005/07/01",5.77
"Currency","2005/06/30",5.78
"Currency","2005/06/29",5.76
"Currency","2005/06/28",5.75
"Currency","2005/06/27",5.75
"Currency","2005/06/24",5.75
"Currency","2005/06/23",5.77
"Currency","2005/06/22",5.79
"Currency","2005/06/21",5.78
"Currency","2005/06/20",5.75
"Currency","2005/06/17",5.74
"Currency","2005/06/16",5.76
"Currency","2005/06/15",5.78
"Currency","2005/06/14",5.79
"Currency","2005/06/13",5.72
"Currency","2005/06/10",5.75
"Currency","2005/06/09",5.79
"Currency","2005/06/08",5.80
"Currency","2005/06/07",5.75
"Currency","2005/06/06",5.76
"Currency","2005/06/03",5.76
"Currency","2005/06/02",5.78
"Currency","2005/06/01",5.77
"Currency","2005/05/31",5.78
"Currency","2005/05/30",5.75
"Currency","2005/05/27",5.76
"Currency","2005/05/26",5.76
"Currency","2005/05/25",5.76
"Currency","2005/05/24",5.78
"Currency","2005/05/23",5.78
"Currency","2005/05/20",5.75
"Currency","2005/05/19",5.75
"Currency","2005/05/18",5.75
"Currency","2005/05/17",5.79
"Currency","2005/05/16",5.53
"Currency","2005/05/13",5.77
"Currency","2005/05/12",5.79
"Currency","2005/05/11",5.76
"Currency","2005/05/10",5.79
"Currency","2005/05/09",5.78
"Currency","2005/05/06",5.76
"Currency","2005/05/05",5.75
"Currency","2005/05/04",5.79
"Currency","2005/05/03",5.75
"Currency","2005/05/02",5.76
"Currency","2005/04/29",5.79
"Currency","2005/04/28",5.77
"Currency","2005/04/27",5.77
"Currency","2005/04/26",5.75
"Currency","2005/04/25",5.79
"Currency","2005/04/22",5.76
"Currency","2005/04/21",5.79
"Currency","2005/04/20",5.79
"Currency","2005/04/19",5.79
"Currency","2005/04/18",5.78
"Currency","2005/04/15",5.79
"Currency","2005/04/14",5.76
"Currency","2005/04/13",5.76
"Currency","2005/04/12",5.79
"Currency","2005/04/11",5.79
"Currency","2005/04/08",5.75
"Currency","2005/04/07",5.79
"Currency","2005/04/06",5.76
"Currency","2005/04/05",5.76
"Currency","2005/04/04",5.75
"Currency","2005/04/01",5.75
"Currency","2005/03/31",5.79
"Currency","2005/03/30",5.79
"Currency","2005/03/29",5.79
"Currency","2005/03/28",5.80
"Currency","2005/03/25",5.77
"Currency","2005/03/24",5.78
"Currency","2005/03/23",5.79
"Currency","2005/03/22",5.82
"Currency","2005/03/21",5.79
"Currency","2005/03/18",5.75
"Currency","2005/03/17",5.79
"Currency","2005/03/16",5.77
"Currency","2005/03/15",5.76
"Currency","2005/03/14",5.76
"Currency","2005/03/11",5.76
"Currency","2005/03/10",5.75
"Currency","2005/03/09",5.76
"Currency","2005/03/08",5.76
"Currency","2005/03/07",5.77
"Currency","2005/03/04",5.49
"Currency","2005/03/03",5.78
"Currency","2005/03/02",5.76
"Currency","2005/03/01",5.78
"Currency","2005/02/28",5.78
"Currency","2005/02/25",5.74
"Currency","2005/02/24",5.78
"Currency","2005/02/23",5.76
"Currency","2005/02/22",5.75
"Currency","2005/02/21",5.77
"Currency","2005/02/18",5.77
"Currency","2005/02/17",5.78
"Currency","2005/02/16",5.77
"Currency","2005/02/15",5.76
"Currency","2005/02/14",5.77
"Currency","2005/02/11",5.78
"Currency","2005/02/10",5.78
"Currency","2005/02/09",5.76
"Currency","2005/02/08",5.78
"Currency","2005/02/07",5.79
"Currency","2005/02/04",5.81
"Currency","2005/02/03",5.77
"Currency","2005/02/02",5.77
"Currency","2005/02/01",5.77
"Currency","2005/01/31",5.79
"Currency","2005/01/28",5.79
"Currency","2005/01/27",5.79
"Currency","2005/01/26",5.81
"Currency","2005/01/25",5.81
"Currency","2005/01/24",5.82
"Currency","2005/01/21",5.86
"Currency","2005/01/20",5.83
"Currency","2005/01/19",5.85
"Currency","2005/01/18",5.85
"Currency","2005/01/17",5.86
"Currency","2005/01/14",5.86
"Currency","2005/01/13",5.87
"Currency","2005/01/12",5.89
"Currency","2005/01/11",5.90
"Currency","2005/01/10",5.89
"Currency","2005/01/07",5.90
"Currency","2005/01/06",5.84
"Currency","2005/01/05",5.82
"Currency","2005/01/04",5.93
"Currency","2005/01/03",5.91
"Currency","2004/12/31",6.00
"Currency","2004/12/30",6.07
"Currency","2004/12/29",6.09
"Currency","2004/12/28",6.20
"Currency","2004/12/27",6.19
"Currency","2004/12/24",6.16
"Currency","2004/12/23",6.18
"Currency","2004/12/22",6.19
"Currency","2004/12/21",6.20
"Currency","2004/12/20",6.21
"Currency","2004/12/17",6.17
"Currency","2004/12/16",6.20
"Currency","2004/12/15",6.19
"Currency","2004/12/14",6.15
"Currency","2004/12/13",6.18
"Currency","2004/12/10",6.19
"Currency","2004/12/09",6.18
"Currency","2004/12/08",6.15
"Currency","2004/12/07",6.20
"Currency","2004/12/06",6.22
"Currency","2004/12/03",6.17
"Currency","2004/12/02",6.21
"Currency","2004/12/01",6.19
"Currency","2004/11/30",6.17
"Currency","2004/11/29",6.20
"Currency","2004/11/26",6.20
"Currency","2004/11/25",6.19
"Currency","2004/11/24",6.20
"Currency","2004/11/23",6.20
"Currency","2004/11/22",6.21
"Currency","2004/11/19",6.18
"Currency","2004/11/18",6.20
"Currency","2004/11/17",6.20
"Currency","2004/11/16",6.23
"Currency","2004/11/15",6.16
"Currency","2004/11/12",6.15
"Currency","2004/11/11",6.15
"Currency","2004/11/10",6.18
"Currency","2004/11/09",6.20
"Currency","2004/11/08",6.23
"Currency","2004/11/05",6.17
"Currency","2004/11/04",6.18
"Currency","2004/11/03",6.19
"Currency","2004/11/02",6.17
