"Indicator","Time","Value (USD/EGP)"
"Currency","2018/06/09",17.82
"Currency","2018/06/08",17.85
"Currency","2018/06/07",17.82
"Currency","2018/06/06",17.84
"Currency","2018/06/05",17.85
"Currency","2018/06/04",17.85
"Currency","2018/06/03",17.85
"Currency","2018/06/02",17.85
"Currency","2018/06/01",17.90
"Currency","2018/05/31",17.86
"Currency","2018/05/30",17.87
"Currency","2018/05/29",17.87
"Currency","2018/05/28",17.86
"Currency","2018/05/27",17.87
"Currency","2018/05/26",17.87
"Currency","2018/05/25",17.92
"Currency","2018/05/24",17.87
"Currency","2018/05/23",17.86
"Currency","2018/05/22",17.87
"Currency","2018/05/21",17.86
"Currency","2018/05/20",17.76
"Currency","2018/05/19",17.76
"Currency","2018/05/18",17.76
"Currency","2018/05/17",17.76
"Currency","2018/05/16",17.83
"Currency","2018/05/15",17.78
"Currency","2018/05/14",17.78
"Currency","2018/05/13",17.76
"Currency","2018/05/12",17.75
"Currency","2018/05/11",17.65
"Currency","2018/05/10",17.65
"Currency","2018/05/09",17.74
"Currency","2018/05/08",17.66
"Currency","2018/05/07",17.67
"Currency","2018/05/06",17.63
"Currency","2018/05/05",17.58
"Currency","2018/05/04",17.58
"Currency","2018/05/03",17.58
"Currency","2018/05/02",17.60
"Currency","2018/05/01",17.63
"Currency","2018/04/30",17.63
"Currency","2018/04/29",17.63
"Currency","2018/04/28",17.66
"Currency","2018/04/27",17.66
"Currency","2018/04/26",17.66
"Currency","2018/04/25",17.67
"Currency","2018/04/24",17.67
"Currency","2018/04/23",17.64
"Currency","2018/04/22",17.64
"Currency","2018/04/21",17.66
"Currency","2018/04/20",17.66
"Currency","2018/04/19",17.63
"Currency","2018/04/18",17.66
"Currency","2018/04/17",17.66
"Currency","2018/04/16",17.65
"Currency","2018/04/15",17.64
"Currency","2018/04/14",17.56
"Currency","2018/04/13",17.56
"Currency","2018/04/12",17.56
"Currency","2018/04/11",17.60
"Currency","2018/04/10",17.63
"Currency","2018/04/09",17.64
"Currency","2018/04/08",17.64
"Currency","2018/04/07",17.64
"Currency","2018/04/06",17.64
"Currency","2018/04/05",17.64
"Currency","2018/04/04",17.64
"Currency","2018/04/03",17.55
"Currency","2018/04/02",17.60
"Currency","2018/04/01",17.64
"Currency","2018/03/31",17.58
"Currency","2018/03/30",17.58
"Currency","2018/03/29",17.58
"Currency","2018/03/28",17.60
"Currency","2018/03/27",17.59
"Currency","2018/03/26",17.62
"Currency","2018/03/25",17.58
"Currency","2018/03/24",17.59
"Currency","2018/03/23",17.59
"Currency","2018/03/22",17.59
"Currency","2018/03/21",17.58
"Currency","2018/03/20",17.58
"Currency","2018/03/19",17.58
"Currency","2018/03/18",17.58
"Currency","2018/03/17",17.58
"Currency","2018/03/16",17.54
"Currency","2018/03/15",17.58
"Currency","2018/03/14",17.59
"Currency","2018/03/13",17.59
"Currency","2018/03/12",17.58
"Currency","2018/03/11",17.56
"Currency","2018/03/10",17.58
"Currency","2018/03/09",17.58
"Currency","2018/03/08",17.58
"Currency","2018/03/07",17.58
"Currency","2018/03/06",17.58
"Currency","2018/03/05",17.57
"Currency","2018/03/04",17.59
"Currency","2018/03/03",17.59
"Currency","2018/03/02",17.59
"Currency","2018/03/01",17.59
"Currency","2018/02/28",17.61
"Currency","2018/02/27",17.61
"Currency","2018/02/26",17.64
"Currency","2018/02/25",17.58
"Currency","2018/02/24",17.64
"Currency","2018/02/23",17.64
"Currency","2018/02/22",17.64
"Currency","2018/02/21",17.65
"Currency","2018/02/20",17.66
"Currency","2018/02/19",17.59
"Currency","2018/02/18",17.60
"Currency","2018/02/17",17.60
"Currency","2018/02/16",17.60
"Currency","2018/02/15",17.60
"Currency","2018/02/14",17.66
"Currency","2018/02/13",17.66
"Currency","2018/02/12",17.69
"Currency","2018/02/11",17.65
"Currency","2018/02/10",17.65
"Currency","2018/02/09",17.65
"Currency","2018/02/08",17.65
"Currency","2018/02/07",17.63
"Currency","2018/02/06",17.60
"Currency","2018/02/05",17.62
"Currency","2018/02/04",17.62
"Currency","2018/02/03",17.63
"Currency","2018/02/02",17.63
"Currency","2018/02/01",17.63
"Currency","2018/01/31",17.63
"Currency","2018/01/30",17.63
"Currency","2018/01/29",17.63
"Currency","2018/01/28",17.66
"Currency","2018/01/27",17.66
"Currency","2018/01/26",17.64
"Currency","2018/01/25",17.64
"Currency","2018/01/24",17.64
"Currency","2018/01/23",17.67
"Currency","2018/01/22",17.70
"Currency","2018/01/21",17.69
"Currency","2018/01/20",17.67
"Currency","2018/01/19",17.67
"Currency","2018/01/18",17.67
"Currency","2018/01/17",17.67
"Currency","2018/01/16",17.69
"Currency","2018/01/15",17.68
"Currency","2018/01/14",17.67
"Currency","2018/01/13",17.66
"Currency","2018/01/12",17.66
"Currency","2018/01/11",17.66
"Currency","2018/01/10",17.68
"Currency","2018/01/09",17.65
"Currency","2018/01/08",17.64
"Currency","2018/01/07",17.66
"Currency","2018/01/06",17.66
"Currency","2018/01/05",17.66
"Currency","2018/01/04",17.66
"Currency","2018/01/03",17.66
"Currency","2018/01/02",17.69
"Currency","2017/12/29",17.78
"Currency","2017/12/28",17.81
"Currency","2017/12/27",17.82
"Currency","2017/12/26",17.81
"Currency","2017/12/25",17.85
"Currency","2017/12/24",17.85
"Currency","2017/12/22",17.86
"Currency","2017/12/21",17.87
"Currency","2017/12/20",17.87
"Currency","2017/12/19",17.87
"Currency","2017/12/18",17.86
"Currency","2017/12/15",17.87
"Currency","2017/12/14",17.86
"Currency","2017/12/13",17.87
"Currency","2017/12/12",17.86
"Currency","2017/12/11",17.76
"Currency","2017/12/10",17.77
"Currency","2017/12/08",17.76
"Currency","2017/12/07",17.79
"Currency","2017/12/06",17.76
"Currency","2017/12/05",17.74
"Currency","2017/12/04",17.75
"Currency","2017/12/03",17.69
"Currency","2017/12/01",17.65
"Currency","2017/11/30",17.65
"Currency","2017/11/29",17.75
"Currency","2017/11/28",17.75
"Currency","2017/11/27",17.72
"Currency","2017/11/24",17.64
"Currency","2017/11/23",17.72
"Currency","2017/11/22",17.67
"Currency","2017/11/21",17.67
"Currency","2017/11/20",17.60
"Currency","2017/11/17",17.64
"Currency","2017/11/16",17.66
"Currency","2017/11/15",17.66
"Currency","2017/11/14",17.64
"Currency","2017/11/13",17.61
"Currency","2017/11/12",17.65
"Currency","2017/11/10",17.64
"Currency","2017/11/09",17.64
"Currency","2017/11/08",17.64
"Currency","2017/11/07",17.63
"Currency","2017/11/06",17.64
"Currency","2017/11/05",17.61
"Currency","2017/11/03",17.65
"Currency","2017/11/02",17.60
"Currency","2017/10/31",17.60
"Currency","2017/10/30",17.60
"Currency","2017/10/29",17.60
"Currency","2017/10/27",17.64
"Currency","2017/10/26",17.64
"Currency","2017/10/25",17.65
"Currency","2017/10/24",17.60
"Currency","2017/10/23",17.63
"Currency","2017/10/22",17.64
"Currency","2017/10/20",17.64
"Currency","2017/10/19",17.64
"Currency","2017/10/18",17.63
"Currency","2017/10/17",17.60
"Currency","2017/10/16",17.63
"Currency","2017/10/15",17.63
"Currency","2017/10/13",17.61
"Currency","2017/10/12",17.61
"Currency","2017/10/11",17.61
"Currency","2017/10/10",17.60
"Currency","2017/10/09",17.60
"Currency","2017/10/08",17.60
"Currency","2017/10/06",17.64
"Currency","2017/10/05",17.64
"Currency","2017/10/04",17.62
"Currency","2017/10/03",17.63
"Currency","2017/10/02",17.60
"Currency","2017/10/01",17.61
"Currency","2017/09/29",17.63
"Currency","2017/09/28",17.63
"Currency","2017/09/27",17.64
"Currency","2017/09/26",17.63
"Currency","2017/09/25",17.64
"Currency","2017/09/24",17.63
"Currency","2017/09/22",17.61
"Currency","2017/09/21",17.63
"Currency","2017/09/20",17.63
"Currency","2017/09/19",17.61
"Currency","2017/09/18",17.62
"Currency","2017/09/17",17.64
"Currency","2017/09/15",17.64
"Currency","2017/09/14",17.64
"Currency","2017/09/13",17.61
"Currency","2017/09/12",17.64
"Currency","2017/09/11",17.64
"Currency","2017/09/10",17.60
"Currency","2017/09/08",17.63
"Currency","2017/09/07",17.63
"Currency","2017/09/06",17.63
"Currency","2017/09/05",17.63
"Currency","2017/09/04",17.63
"Currency","2017/09/03",17.63
"Currency","2017/09/01",17.59
"Currency","2017/08/31",17.59
"Currency","2017/08/30",17.59
"Currency","2017/08/29",17.64
"Currency","2017/08/28",17.63
"Currency","2017/08/27",17.67
"Currency","2017/08/25",17.68
"Currency","2017/08/24",17.68
"Currency","2017/08/23",17.69
"Currency","2017/08/22",17.71
"Currency","2017/08/21",17.70
"Currency","2017/08/20",17.71
"Currency","2017/08/18",17.72
"Currency","2017/08/17",17.72
"Currency","2017/08/16",17.74
"Currency","2017/08/15",17.74
"Currency","2017/08/14",17.72
"Currency","2017/08/11",17.75
"Currency","2017/08/10",17.75
"Currency","2017/08/09",17.75
"Currency","2017/08/08",17.75
"Currency","2017/08/07",17.75
"Currency","2017/08/06",17.75
"Currency","2017/08/04",17.75
"Currency","2017/08/03",17.75
"Currency","2017/08/02",17.80
"Currency","2017/08/01",17.81
"Currency","2017/07/31",17.88
"Currency","2017/07/30",17.87
"Currency","2017/07/28",17.83
"Currency","2017/07/27",17.83
"Currency","2017/07/26",17.92
"Currency","2017/07/25",17.87
"Currency","2017/07/24",17.85
"Currency","2017/07/23",17.82
"Currency","2017/07/21",17.82
"Currency","2017/07/20",17.84
"Currency","2017/07/19",17.89
"Currency","2017/07/18",17.82
"Currency","2017/07/17",17.89
"Currency","2017/07/16",17.96
"Currency","2017/07/14",17.93
"Currency","2017/07/13",17.93
"Currency","2017/07/12",17.92
"Currency","2017/07/11",17.88
"Currency","2017/07/10",17.83
"Currency","2017/07/07",17.85
"Currency","2017/07/06",17.85
"Currency","2017/07/05",17.86
"Currency","2017/07/04",17.80
"Currency","2017/07/03",17.90
"Currency","2017/07/02",18.12
"Currency","2017/06/30",18.07
"Currency","2017/06/29",18.07
"Currency","2017/06/28",18.07
"Currency","2017/06/26",18.14
"Currency","2017/06/25",18.14
"Currency","2017/06/23",18.14
"Currency","2017/06/22",18.14
"Currency","2017/06/21",18.14
"Currency","2017/06/20",18.15
"Currency","2017/06/19",17.95
"Currency","2017/06/18",18.14
"Currency","2017/06/16",18.13
"Currency","2017/06/15",18.13
"Currency","2017/06/14",17.95
"Currency","2017/06/12",18.05
"Currency","2017/06/09",18.11
"Currency","2017/06/08",18.11
"Currency","2017/06/07",18.11
"Currency","2017/06/06",18.10
"Currency","2017/06/05",18.10
"Currency","2017/06/04",18.08
"Currency","2017/06/02",17.95
"Currency","2017/06/01",17.95
"Currency","2017/05/31",18.05
"Currency","2017/05/30",17.95
"Currency","2017/05/29",18.08
"Currency","2017/05/26",18.07
"Currency","2017/05/25",18.07
"Currency","2017/05/24",18.08
"Currency","2017/05/23",18.00
"Currency","2017/05/22",18.05
"Currency","2017/05/21",18.11
"Currency","2017/05/19",18.00
"Currency","2017/05/18",18.09
"Currency","2017/05/17",18.05
"Currency","2017/05/16",18.12
"Currency","2017/05/15",18.10
"Currency","2017/05/12",18.00
"Currency","2017/05/11",18.00
"Currency","2017/05/10",18.07
"Currency","2017/05/09",18.12
"Currency","2017/05/08",18.12
"Currency","2017/05/07",18.06
"Currency","2017/05/05",18.13
"Currency","2017/05/04",18.05
"Currency","2017/05/03",18.10
"Currency","2017/05/02",18.09
"Currency","2017/05/01",18.12
"Currency","2017/04/28",18.05
"Currency","2017/04/27",18.00
"Currency","2017/04/26",17.95
"Currency","2017/04/25",18.05
"Currency","2017/04/24",18.18
"Currency","2017/04/21",18.09
"Currency","2017/04/20",18.18
"Currency","2017/04/19",18.10
"Currency","2017/04/18",18.14
"Currency","2017/04/17",18.12
"Currency","2017/04/14",18.10
"Currency","2017/04/13",18.14
"Currency","2017/04/12",18.13
"Currency","2017/04/11",18.09
"Currency","2017/04/10",18.08
"Currency","2017/04/07",18.05
"Currency","2017/04/06",18.00
"Currency","2017/04/05",18.06
"Currency","2017/04/04",18.02
"Currency","2017/04/03",18.07
"Currency","2017/03/31",18.00
"Currency","2017/03/30",18.20
"Currency","2017/03/29",18.25
"Currency","2017/03/28",18.26
"Currency","2017/03/27",18.19
"Currency","2017/03/24",18.15
"Currency","2017/03/23",18.06
"Currency","2017/03/22",17.95
"Currency","2017/03/21",18.16
"Currency","2017/03/20",18.29
"Currency","2017/03/17",18.00
"Currency","2017/03/16",18.11
"Currency","2017/03/15",18.05
"Currency","2017/03/14",18.03
"Currency","2017/03/13",18.03
"Currency","2017/03/10",17.60
"Currency","2017/03/09",17.50
"Currency","2017/03/08",17.85
"Currency","2017/03/07",17.40
"Currency","2017/03/06",16.80
"Currency","2017/03/03",16.15
"Currency","2017/03/02",16.32
"Currency","2017/03/01",16.15
"Currency","2017/02/28",15.81
"Currency","2017/02/27",15.95
"Currency","2017/02/24",15.75
"Currency","2017/02/23",15.90
"Currency","2017/02/22",15.75
"Currency","2017/02/21",15.70
"Currency","2017/02/20",15.75
"Currency","2017/02/17",15.95
"Currency","2017/02/16",16.06
"Currency","2017/02/15",16.45
"Currency","2017/02/14",16.45
"Currency","2017/02/13",16.95
"Currency","2017/02/10",17.80
"Currency","2017/02/09",17.60
"Currency","2017/02/08",18.15
"Currency","2017/02/07",18.36
"Currency","2017/02/06",18.50
"Currency","2017/02/03",18.64
"Currency","2017/02/02",18.56
"Currency","2017/02/01",18.90
"Currency","2017/01/31",18.85
"Currency","2017/01/30",18.85
"Currency","2017/01/27",18.72
"Currency","2017/01/26",18.96
"Currency","2017/01/25",18.90
"Currency","2017/01/24",19.01
"Currency","2017/01/23",18.87
"Currency","2017/01/20",18.78
"Currency","2017/01/19",18.85
"Currency","2017/01/18",18.85
"Currency","2017/01/17",18.65
"Currency","2017/01/16",18.79
"Currency","2017/01/13",18.73
"Currency","2017/01/12",18.90
"Currency","2017/01/11",18.65
"Currency","2017/01/10",18.65
"Currency","2017/01/09",18.12
"Currency","2017/01/06",17.86
"Currency","2017/01/05",18.21
"Currency","2017/01/04",18.15
"Currency","2017/01/03",18.48
"Currency","2017/01/02",17.95
"Currency","2016/12/30",18.00
"Currency","2016/12/29",18.00
"Currency","2016/12/28",19.09
"Currency","2016/12/27",19.07
"Currency","2016/12/26",18.97
"Currency","2016/12/23",18.75
"Currency","2016/12/22",18.79
"Currency","2016/12/21",19.22
"Currency","2016/12/20",19.67
"Currency","2016/12/19",18.92
"Currency","2016/12/18",18.45
"Currency","2016/12/16",18.59
"Currency","2016/12/15",18.33
"Currency","2016/12/14",18.71
"Currency","2016/12/13",18.52
"Currency","2016/12/12",18.29
"Currency","2016/12/09",18.10
"Currency","2016/12/08",18.19
"Currency","2016/12/07",18.10
"Currency","2016/12/06",17.76
"Currency","2016/12/05",17.90
"Currency","2016/12/02",17.68
"Currency","2016/12/01",17.90
"Currency","2016/11/30",17.95
"Currency","2016/11/29",17.89
"Currency","2016/11/28",17.80
"Currency","2016/11/25",17.58
"Currency","2016/11/24",17.58
"Currency","2016/11/23",17.63
"Currency","2016/11/22",17.55
"Currency","2016/11/21",17.57
"Currency","2016/11/18",15.95
"Currency","2016/11/17",15.93
"Currency","2016/11/16",15.64
"Currency","2016/11/15",15.38
"Currency","2016/11/14",15.58
"Currency","2016/11/11",16.54
"Currency","2016/11/10",16.50
"Currency","2016/11/09",17.42
"Currency","2016/11/08",17.38
"Currency","2016/11/07",16.53
"Currency","2016/11/04",15.38
"Currency","2016/11/03",13.89
"Currency","2016/11/02",8.86
"Currency","2016/11/01",8.86
"Currency","2016/10/31",8.86
"Currency","2016/10/28",8.86
"Currency","2016/10/27",8.86
"Currency","2016/10/26",8.86
"Currency","2016/10/25",8.86
"Currency","2016/10/24",8.86
"Currency","2016/10/21",8.86
"Currency","2016/10/20",8.88
"Currency","2016/10/19",8.88
"Currency","2016/10/18",8.88
"Currency","2016/10/17",8.88
"Currency","2016/10/14",8.88
"Currency","2016/10/13",8.86
"Currency","2016/10/12",8.88
"Currency","2016/10/11",8.88
"Currency","2016/10/10",8.88
"Currency","2016/10/07",8.88
"Currency","2016/10/06",8.88
"Currency","2016/10/05",8.88
"Currency","2016/10/04",8.88
"Currency","2016/10/03",8.88
"Currency","2016/10/01",8.86
"Currency","2016/09/30",8.88
"Currency","2016/09/29",8.88
"Currency","2016/09/28",8.88
"Currency","2016/09/27",8.88
"Currency","2016/09/26",8.88
"Currency","2016/09/24",8.86
"Currency","2016/09/23",8.88
"Currency","2016/09/22",8.88
"Currency","2016/09/21",8.88
"Currency","2016/09/20",8.88
"Currency","2016/09/19",8.88
"Currency","2016/09/17",8.86
"Currency","2016/09/16",8.88
"Currency","2016/09/15",8.88
"Currency","2016/09/14",8.88
"Currency","2016/09/13",8.89
"Currency","2016/09/12",8.88
"Currency","2016/09/10",8.86
"Currency","2016/09/09",8.88
"Currency","2016/09/08",8.88
"Currency","2016/09/07",8.83
"Currency","2016/09/06",8.88
"Currency","2016/09/05",8.88
"Currency","2016/09/03",8.86
"Currency","2016/09/02",8.86
"Currency","2016/09/01",8.86
"Currency","2016/08/31",8.86
"Currency","2016/08/30",8.77
"Currency","2016/08/29",8.86
"Currency","2016/08/26",8.85
"Currency","2016/08/25",8.86
"Currency","2016/08/24",8.88
"Currency","2016/08/23",8.88
"Currency","2016/08/22",8.88
"Currency","2016/08/19",8.88
"Currency","2016/08/18",8.88
"Currency","2016/08/17",8.88
"Currency","2016/08/16",8.89
"Currency","2016/08/15",8.88
"Currency","2016/08/12",8.88
"Currency","2016/08/11",8.83
"Currency","2016/08/10",8.88
"Currency","2016/08/09",8.88
"Currency","2016/08/08",8.86
"Currency","2016/08/05",8.88
"Currency","2016/08/04",8.88
"Currency","2016/08/03",8.88
"Currency","2016/08/02",8.83
"Currency","2016/08/01",8.88
"Currency","2016/07/29",8.89
"Currency","2016/07/28",8.88
"Currency","2016/07/27",8.88
"Currency","2016/07/26",8.89
"Currency","2016/07/25",8.88
"Currency","2016/07/22",8.88
"Currency","2016/07/21",8.87
"Currency","2016/07/20",8.88
"Currency","2016/07/19",8.88
"Currency","2016/07/18",8.88
"Currency","2016/07/15",8.88
"Currency","2016/07/14",8.88
"Currency","2016/07/13",8.88
"Currency","2016/07/12",8.77
"Currency","2016/07/11",8.88
"Currency","2016/07/08",8.87
"Currency","2016/07/07",8.88
"Currency","2016/07/06",8.88
"Currency","2016/07/05",8.89
"Currency","2016/07/04",8.88
"Currency","2016/07/01",8.87
"Currency","2016/06/30",8.89
"Currency","2016/06/29",8.88
"Currency","2016/06/28",8.83
"Currency","2016/06/27",8.88
"Currency","2016/06/24",8.87
"Currency","2016/06/23",8.88
"Currency","2016/06/22",8.87
"Currency","2016/06/21",8.88
"Currency","2016/06/20",8.88
"Currency","2016/06/17",8.87
"Currency","2016/06/16",8.87
"Currency","2016/06/15",8.88
"Currency","2016/06/14",8.87
"Currency","2016/06/13",8.83
"Currency","2016/06/10",8.83
"Currency","2016/06/09",8.87
"Currency","2016/06/08",8.87
"Currency","2016/06/07",8.87
"Currency","2016/06/06",8.87
"Currency","2016/06/04",8.89
"Currency","2016/06/03",8.88
"Currency","2016/06/02",8.88
"Currency","2016/06/01",8.88
"Currency","2016/05/31",8.88
"Currency","2016/05/30",8.88
"Currency","2016/05/27",8.89
"Currency","2016/05/26",8.88
"Currency","2016/05/25",8.88
"Currency","2016/05/24",8.88
"Currency","2016/05/23",8.88
"Currency","2016/05/20",8.88
"Currency","2016/05/19",8.88
"Currency","2016/05/18",8.88
"Currency","2016/05/17",8.88
"Currency","2016/05/16",8.88
"Currency","2016/05/13",8.88
"Currency","2016/05/12",8.88
"Currency","2016/05/11",8.87
"Currency","2016/05/10",8.88
"Currency","2016/05/09",8.88
"Currency","2016/05/06",8.88
"Currency","2016/05/05",8.88
"Currency","2016/05/04",8.88
"Currency","2016/05/03",8.88
"Currency","2016/05/02",8.88
"Currency","2016/04/29",8.89
"Currency","2016/04/28",8.87
"Currency","2016/04/27",8.87
"Currency","2016/04/26",8.88
"Currency","2016/04/25",8.88
"Currency","2016/04/23",8.88
"Currency","2016/04/22",8.88
"Currency","2016/04/21",8.88
"Currency","2016/04/20",8.88
"Currency","2016/04/19",8.88
"Currency","2016/04/18",8.88
"Currency","2016/04/15",8.88
"Currency","2016/04/14",8.87
"Currency","2016/04/13",8.88
"Currency","2016/04/12",8.88
"Currency","2016/04/11",8.88
"Currency","2016/04/08",8.88
"Currency","2016/04/07",8.88
"Currency","2016/04/06",8.89
"Currency","2016/04/05",8.88
"Currency","2016/04/04",8.88
"Currency","2016/04/01",8.88
"Currency","2016/03/31",8.88
"Currency","2016/03/30",8.88
"Currency","2016/03/29",8.88
"Currency","2016/03/28",8.88
"Currency","2016/03/25",8.87
"Currency","2016/03/24",8.88
"Currency","2016/03/23",8.88
"Currency","2016/03/22",8.88
"Currency","2016/03/21",8.88
"Currency","2016/03/18",8.89
"Currency","2016/03/17",8.88
"Currency","2016/03/16",8.88
"Currency","2016/03/14",8.85
"Currency","2016/03/13",7.83
"Currency","2016/03/11",7.83
"Currency","2016/03/10",7.82
"Currency","2016/03/09",7.83
"Currency","2016/03/08",7.82
"Currency","2016/03/07",7.83
"Currency","2016/03/06",7.83
"Currency","2016/03/04",7.84
"Currency","2016/03/03",7.82
"Currency","2016/03/02",7.83
"Currency","2016/03/01",7.82
"Currency","2016/02/29",7.83
"Currency","2016/02/28",7.83
"Currency","2016/02/26",7.82
"Currency","2016/02/25",7.83
"Currency","2016/02/24",7.82
"Currency","2016/02/23",7.82
"Currency","2016/02/22",7.83
"Currency","2016/02/19",7.82
"Currency","2016/02/18",7.82
"Currency","2016/02/17",7.83
"Currency","2016/02/16",7.82
"Currency","2016/02/15",7.82
"Currency","2016/02/12",7.83
"Currency","2016/02/11",7.83
"Currency","2016/02/10",7.83
"Currency","2016/02/09",7.83
"Currency","2016/02/08",7.83
"Currency","2016/02/05",7.83
"Currency","2016/02/04",7.83
"Currency","2016/02/03",7.83
"Currency","2016/02/02",7.83
"Currency","2016/02/01",7.83
"Currency","2016/01/29",7.83
"Currency","2016/01/28",7.83
"Currency","2016/01/27",7.81
"Currency","2016/01/26",7.83
"Currency","2016/01/25",7.83
"Currency","2016/01/22",7.82
"Currency","2016/01/21",7.83
"Currency","2016/01/20",7.83
"Currency","2016/01/19",7.83
"Currency","2016/01/18",7.83
"Currency","2016/01/15",7.83
"Currency","2016/01/14",7.83
"Currency","2016/01/13",7.83
"Currency","2016/01/12",7.83
"Currency","2016/01/11",7.83
"Currency","2016/01/08",7.83
"Currency","2016/01/07",7.83
"Currency","2016/01/06",7.81
"Currency","2016/01/05",7.83
"Currency","2016/01/04",7.83
"Currency","2016/01/01",7.83
"Currency","2015/12/31",7.83
"Currency","2015/12/30",7.83
"Currency","2015/12/29",7.83
"Currency","2015/12/28",7.83
"Currency","2015/12/25",7.82
"Currency","2015/12/24",7.82
"Currency","2015/12/23",7.83
"Currency","2015/12/22",7.83
"Currency","2015/12/21",7.83
"Currency","2015/12/20",7.83
"Currency","2015/12/18",7.84
"Currency","2015/12/17",7.83
"Currency","2015/12/16",7.83
"Currency","2015/12/15",7.82
"Currency","2015/12/14",7.83
"Currency","2015/12/11",7.83
"Currency","2015/12/10",7.83
"Currency","2015/12/09",7.82
"Currency","2015/12/08",7.82
"Currency","2015/12/07",7.83
"Currency","2015/12/06",7.83
"Currency","2015/12/04",7.82
"Currency","2015/12/03",7.82
"Currency","2015/12/02",7.83
"Currency","2015/12/01",7.83
"Currency","2015/11/30",7.83
"Currency","2015/11/28",7.83
"Currency","2015/11/27",7.83
"Currency","2015/11/26",7.83
"Currency","2015/11/25",7.83
"Currency","2015/11/24",7.83
"Currency","2015/11/23",7.83
"Currency","2015/11/20",7.83
"Currency","2015/11/19",7.83
"Currency","2015/11/18",7.83
"Currency","2015/11/17",7.83
"Currency","2015/11/16",7.83
"Currency","2015/11/13",7.83
"Currency","2015/11/12",7.83
"Currency","2015/11/11",8.04
"Currency","2015/11/10",8.03
"Currency","2015/11/09",8.03
"Currency","2015/11/08",8.03
"Currency","2015/11/06",8.03
"Currency","2015/11/05",8.03
"Currency","2015/11/04",8.03
"Currency","2015/11/03",8.02
"Currency","2015/11/02",8.02
"Currency","2015/11/01",8.03
"Currency","2015/10/30",8.02
"Currency","2015/10/29",8.03
"Currency","2015/10/28",8.03
"Currency","2015/10/27",8.02
"Currency","2015/10/26",8.03
"Currency","2015/10/25",8.03
"Currency","2015/10/23",8.03
"Currency","2015/10/22",8.03
"Currency","2015/10/21",8.03
"Currency","2015/10/20",8.04
"Currency","2015/10/19",8.03
"Currency","2015/10/18",7.93
"Currency","2015/10/16",7.93
"Currency","2015/10/15",7.92
"Currency","2015/10/14",7.83
"Currency","2015/10/13",7.83
"Currency","2015/10/12",7.83
"Currency","2015/10/09",7.82
"Currency","2015/10/08",7.83
"Currency","2015/10/07",7.83
"Currency","2015/10/06",7.83
"Currency","2015/10/05",7.83
"Currency","2015/10/04",7.84
"Currency","2015/10/02",7.84
"Currency","2015/10/01",7.83
"Currency","2015/09/30",7.83
"Currency","2015/09/29",7.83
"Currency","2015/09/28",7.83
"Currency","2015/09/27",7.83
"Currency","2015/09/26",7.83
"Currency","2015/09/25",7.83
"Currency","2015/09/24",7.83
"Currency","2015/09/23",7.83
"Currency","2015/09/22",7.83
"Currency","2015/09/21",7.83
"Currency","2015/09/20",7.83
"Currency","2015/09/18",7.83
"Currency","2015/09/17",7.83
"Currency","2015/09/16",7.83
"Currency","2015/09/15",7.83
"Currency","2015/09/14",7.83
"Currency","2015/09/13",7.83
"Currency","2015/09/11",7.83
"Currency","2015/09/10",7.83
"Currency","2015/09/09",7.83
"Currency","2015/09/08",7.83
"Currency","2015/09/07",7.83
"Currency","2015/09/06",7.83
"Currency","2015/09/04",7.83
"Currency","2015/09/03",7.83
"Currency","2015/09/02",7.83
"Currency","2015/09/01",7.83
"Currency","2015/08/31",7.83
"Currency","2015/08/30",7.84
"Currency","2015/08/28",7.84
"Currency","2015/08/27",7.83
"Currency","2015/08/26",7.83
"Currency","2015/08/25",7.83
"Currency","2015/08/24",7.83
"Currency","2015/08/21",7.83
"Currency","2015/08/20",7.83
"Currency","2015/08/19",7.83
"Currency","2015/08/18",7.83
"Currency","2015/08/17",7.83
"Currency","2015/08/14",7.83
"Currency","2015/08/13",7.83
"Currency","2015/08/12",7.83
"Currency","2015/08/11",7.83
"Currency","2015/08/10",7.83
"Currency","2015/08/07",7.83
"Currency","2015/08/06",7.83
"Currency","2015/08/05",7.81
"Currency","2015/08/04",7.80
"Currency","2015/08/03",7.82
"Currency","2015/07/31",7.81
"Currency","2015/07/30",7.81
"Currency","2015/07/29",7.81
"Currency","2015/07/28",7.81
"Currency","2015/07/27",7.81
"Currency","2015/07/24",7.81
"Currency","2015/07/23",7.81
"Currency","2015/07/22",7.81
"Currency","2015/07/21",7.81
"Currency","2015/07/20",7.81
"Currency","2015/07/17",7.80
"Currency","2015/07/16",7.81
"Currency","2015/07/15",7.81
"Currency","2015/07/14",7.81
"Currency","2015/07/13",7.83
"Currency","2015/07/12",7.83
"Currency","2015/07/10",7.81
"Currency","2015/07/09",7.81
"Currency","2015/07/08",7.81
"Currency","2015/07/07",7.71
"Currency","2015/07/06",7.78
"Currency","2015/07/04",7.72
"Currency","2015/07/03",7.70
"Currency","2015/07/02",7.61
"Currency","2015/07/01",7.62
"Currency","2015/06/30",7.60
"Currency","2015/06/29",7.74
"Currency","2015/06/26",7.61
"Currency","2015/06/25",7.61
"Currency","2015/06/24",7.60
"Currency","2015/06/23",7.61
"Currency","2015/06/22",7.59
"Currency","2015/06/19",7.61
"Currency","2015/06/18",7.61
"Currency","2015/06/17",7.61
"Currency","2015/06/16",7.61
"Currency","2015/06/15",7.64
