"Indicator","Time","Value (USD/GMD)"
"Currency","2003/11/05",31.75
"Currency","2003/11/04",31.75
"Currency","2003/11/03",31.75
"Currency","2003/10/31",31.75
"Currency","2003/10/30",31.75
"Currency","2003/10/29",29.75
"Currency","2003/10/28",29.75
"Currency","2003/10/27",29.75
"Currency","2003/10/24",29.75
"Currency","2003/10/23",29.75
"Currency","2003/10/22",29.75
"Currency","2003/10/21",29.75
"Currency","2003/10/20",29.75
"Currency","2003/10/17",29.75
"Currency","2003/10/16",29.75
"Currency","2003/10/15",29.75
"Currency","2003/10/14",29.75
"Currency","2003/10/13",29.75
"Currency","2003/10/10",29.75
"Currency","2003/10/09",29.75
"Currency","2003/10/08",29.75
"Currency","2003/10/07",29.75
"Currency","2003/10/06",29.75
"Currency","2003/10/03",29.75
"Currency","2003/10/02",29.75
"Currency","2003/10/01",29.75
"Currency","2003/09/30",29.75
"Currency","2003/09/29",29.75
"Currency","2003/09/26",29.75
"Currency","2003/09/25",29.75
"Currency","2003/09/24",29.75
"Currency","2003/09/23",29.75
"Currency","2003/09/22",29.75
"Currency","2003/09/19",29.75
"Currency","2003/09/18",29.75
"Currency","2003/09/17",29.75
"Currency","2003/09/16",29.75
"Currency","2003/09/15",29.75
"Currency","2003/09/12",29.00
"Currency","2003/09/11",29.00
"Currency","2003/09/10",29.00
"Currency","2003/09/09",29.50
"Currency","2003/09/08",29.50
"Currency","2003/09/05",29.50
"Currency","2003/09/04",29.50
"Currency","2003/09/03",29.50
"Currency","2003/09/02",29.50
"Currency","2003/09/01",29.50
"Currency","2003/08/29",29.50
"Currency","2003/08/28",29.50
"Currency","2003/08/27",29.50
"Currency","2003/08/26",29.50
"Currency","2003/08/25",29.50
"Currency","2003/08/22",29.50
"Currency","2003/08/21",29.50
"Currency","2003/08/20",29.50
"Currency","2003/08/19",29.50
"Currency","2003/08/18",29.50
"Currency","2003/08/15",29.50
"Currency","2003/08/14",29.50
"Currency","2003/08/13",29.50
"Currency","2003/08/12",27.50
"Currency","2003/08/11",28.63
"Currency","2003/08/08",28.75
"Currency","2003/08/07",28.50
"Currency","2003/08/06",29.00
"Currency","2003/08/05",26.75
"Currency","2003/08/04",26.75
"Currency","2003/08/01",27.00
"Currency","2003/07/31",26.50
"Currency","2003/07/30",26.25
"Currency","2003/07/29",26.50
"Currency","2003/07/28",26.25
"Currency","2003/07/25",26.25
"Currency","2003/07/24",26.25
"Currency","2003/07/23",26.25
"Currency","2003/07/22",26.75
"Currency","2003/07/21",26.75
"Currency","2003/07/18",26.00
"Currency","2003/07/17",26.00
"Currency","2003/07/16",26.00
"Currency","2003/07/15",26.00
"Currency","2003/07/14",26.50
"Currency","2003/07/11",26.50
"Currency","2003/07/10",26.50
"Currency","2003/07/09",26.75
"Currency","2003/07/08",26.75
"Currency","2003/07/07",26.75
"Currency","2003/07/04",26.75
"Currency","2003/07/03",26.75
"Currency","2003/07/02",25.75
"Currency","2003/07/01",25.75
"Currency","2003/06/30",26.00
"Currency","2003/06/27",26.00
"Currency","2003/06/26",26.00
"Currency","2003/06/25",26.00
"Currency","2003/06/24",26.00
"Currency","2003/06/23",26.00
"Currency","2003/06/20",26.00
"Currency","2003/06/19",26.00
"Currency","2003/06/18",26.00
"Currency","2003/06/17",26.00
"Currency","2003/06/16",26.00
"Currency","2003/06/13",26.00
"Currency","2003/06/12",26.00
"Currency","2003/06/11",26.50
"Currency","2003/06/10",26.50
"Currency","2003/06/09",25.00
"Currency","2003/06/06",25.00
"Currency","2003/06/05",25.00
"Currency","2003/06/04",25.00
"Currency","2003/06/03",25.00
"Currency","2003/06/02",25.00
"Currency","2003/05/30",25.00
"Currency","2003/05/29",25.00
"Currency","2003/05/28",25.00
"Currency","2003/05/27",25.00
"Currency","2003/05/26",25.00
"Currency","2003/05/23",25.00
"Currency","2003/05/22",25.00
"Currency","2003/05/21",25.00
"Currency","2003/05/20",25.00
"Currency","2003/05/19",25.00
"Currency","2003/05/16",25.00
"Currency","2003/05/15",25.00
"Currency","2003/05/14",25.00
"Currency","2003/05/13",25.00
"Currency","2003/05/12",24.50
"Currency","2003/05/09",24.50
"Currency","2003/05/08",24.50
"Currency","2003/05/07",24.50
"Currency","2003/05/06",24.50
"Currency","2003/05/05",24.50
"Currency","2003/05/02",24.50
"Currency","2003/05/01",24.50
"Currency","2003/04/30",26.50
"Currency","2003/04/29",24.50
"Currency","2003/04/28",24.50
"Currency","2003/04/25",24.50
"Currency","2003/04/24",24.50
"Currency","2003/04/23",24.50
"Currency","2003/04/22",24.50
"Currency","2003/04/21",26.50
"Currency","2003/04/18",26.50
"Currency","2003/04/17",26.50
"Currency","2003/04/16",25.00
"Currency","2003/04/15",25.00
"Currency","2003/04/14",25.00
"Currency","2003/04/11",25.00
"Currency","2003/04/10",25.00
"Currency","2003/04/09",25.00
"Currency","2003/04/08",25.00
"Currency","2003/04/07",25.00
"Currency","2003/04/04",25.00
"Currency","2003/04/03",25.00
"Currency","2003/04/02",25.00
"Currency","2003/04/01",25.00
"Currency","2003/03/31",25.00
"Currency","2003/03/28",25.00
"Currency","2003/03/27",25.00
"Currency","2003/03/26",25.00
"Currency","2003/03/25",25.00
"Currency","2003/03/24",25.00
"Currency","2003/03/21",25.00
"Currency","2003/03/20",25.00
"Currency","2003/03/19",25.00
"Currency","2003/03/18",24.50
"Currency","2003/03/17",24.50
"Currency","2003/03/14",24.50
"Currency","2003/03/13",24.50
"Currency","2003/03/12",26.50
"Currency","2003/03/11",25.50
"Currency","2003/03/10",25.50
"Currency","2003/03/07",26.00
"Currency","2003/03/06",24.50
"Currency","2003/03/05",24.13
"Currency","2003/03/04",24.13
"Currency","2003/03/03",24.13
"Currency","2003/02/28",24.13
"Currency","2003/02/27",24.50
"Currency","2003/02/26",24.50
"Currency","2003/02/25",24.50
"Currency","2003/02/24",24.50
"Currency","2003/02/21",24.50
"Currency","2003/02/20",24.50
"Currency","2003/02/19",24.50
"Currency","2003/02/18",24.50
"Currency","2003/02/17",24.50
"Currency","2003/02/14",24.50
"Currency","2003/02/13",24.50
"Currency","2003/02/12",24.50
"Currency","2003/02/11",24.50
"Currency","2003/02/10",24.00
"Currency","2003/02/07",24.00
"Currency","2003/02/06",24.00
"Currency","2003/02/05",24.00
"Currency","2003/02/04",24.00
"Currency","2003/02/03",24.00
"Currency","2003/01/31",24.00
"Currency","2003/01/30",24.00
"Currency","2003/01/29",24.00
"Currency","2003/01/28",24.00
"Currency","2003/01/27",24.00
"Currency","2003/01/24",24.00
"Currency","2003/01/23",24.00
"Currency","2003/01/22",24.00
"Currency","2003/01/21",24.00
"Currency","2003/01/20",24.00
"Currency","2003/01/17",24.00
"Currency","2003/01/16",24.00
"Currency","2003/01/15",24.00
"Currency","2003/01/14",24.00
"Currency","2003/01/13",24.00
"Currency","2003/01/10",24.00
"Currency","2003/01/09",24.50
"Currency","2003/01/08",24.50
"Currency","2003/01/07",22.38
"Currency","2003/01/06",22.38
"Currency","2003/01/03",22.38
"Currency","2003/01/02",22.38
"Currency","2003/01/01",22.38
"Currency","2002/12/31",22.38
"Currency","2002/12/30",22.38
"Currency","2002/12/27",22.38
"Currency","2002/12/26",22.38
"Currency","2002/12/25",22.38
"Currency","2002/12/24",22.38
"Currency","2002/12/23",22.38
"Currency","2002/12/20",22.38
"Currency","2002/12/19",22.38
"Currency","2002/12/18",22.38
"Currency","2002/12/17",23.00
"Currency","2002/12/16",23.00
"Currency","2002/12/13",23.00
"Currency","2002/12/12",23.00
"Currency","2002/12/11",23.00
"Currency","2002/12/10",23.00
"Currency","2002/12/09",23.00
"Currency","2002/12/06",23.00
"Currency","2002/12/05",23.00
"Currency","2002/12/04",23.00
"Currency","2002/12/03",23.00
"Currency","2002/12/02",23.00
"Currency","2002/11/29",23.00
"Currency","2002/11/28",22.99
"Currency","2002/11/27",22.98
"Currency","2002/11/26",23.00
"Currency","2002/11/25",23.00
"Currency","2002/11/22",22.95
"Currency","2002/11/21",22.95
"Currency","2002/11/20",22.78
"Currency","2002/11/19",22.68
"Currency","2002/11/18",22.68
"Currency","2002/11/15",22.75
"Currency","2002/11/14",22.75
"Currency","2002/11/13",22.75
"Currency","2002/11/12",22.75
"Currency","2002/11/11",22.75
"Currency","2002/11/08",22.75
"Currency","2002/11/07",22.75
"Currency","2002/11/06",22.75
"Currency","2002/11/05",22.78
"Currency","2002/11/04",22.78
"Currency","2002/11/01",22.78
"Currency","2002/10/31",22.78
"Currency","2002/10/30",22.83
"Currency","2002/10/29",22.88
"Currency","2002/10/28",22.88
"Currency","2002/10/25",22.88
"Currency","2002/10/24",22.88
"Currency","2002/10/23",22.88
"Currency","2002/10/22",22.88
"Currency","2002/10/21",22.83
"Currency","2002/10/18",22.83
"Currency","2002/10/17",22.83
"Currency","2002/10/16",22.78
"Currency","2002/10/15",22.78
"Currency","2002/10/14",22.70
"Currency","2002/10/11",22.70
"Currency","2002/10/10",22.70
"Currency","2002/10/09",22.68
"Currency","2002/10/08",22.68
"Currency","2002/10/07",22.68
"Currency","2002/10/04",22.63
"Currency","2002/10/03",22.50
"Currency","2002/10/02",22.63
"Currency","2002/10/01",22.25
"Currency","2002/09/30",22.25
"Currency","2002/09/27",22.25
"Currency","2002/09/26",22.25
"Currency","2002/09/25",22.25
"Currency","2002/09/24",22.25
"Currency","2002/09/23",22.25
"Currency","2002/09/20",22.25
"Currency","2002/09/19",22.25
"Currency","2002/09/18",20.75
"Currency","2002/09/17",20.15
"Currency","2002/09/16",20.15
"Currency","2002/09/13",20.15
"Currency","2002/09/12",20.15
"Currency","2002/09/11",19.70
"Currency","2002/09/10",19.70
"Currency","2002/09/09",19.70
"Currency","2002/09/06",19.70
"Currency","2002/09/05",19.70
"Currency","2002/09/04",19.70
"Currency","2002/09/03",19.70
"Currency","2002/09/02",19.70
"Currency","2002/08/30",20.20
"Currency","2002/08/29",20.20
"Currency","2002/08/28",20.20
"Currency","2002/08/27",20.03
"Currency","2002/08/26",20.03
"Currency","2002/08/23",20.03
"Currency","2002/08/22",20.03
"Currency","2002/08/21",20.00
"Currency","2002/08/20",19.75
"Currency","2002/08/19",19.75
"Currency","2002/08/16",19.75
"Currency","2002/08/15",20.00
"Currency","2002/08/14",19.98
"Currency","2002/08/13",19.65
"Currency","2002/08/12",20.00
"Currency","2002/08/09",19.69
"Currency","2002/08/08",19.69
"Currency","2002/08/07",19.69
"Currency","2002/08/06",19.63
"Currency","2002/08/05",19.25
"Currency","2002/08/02",19.10
"Currency","2002/08/01",19.10
"Currency","2002/07/31",19.10
"Currency","2002/07/30",19.10
"Currency","2002/07/29",18.73
"Currency","2002/07/26",18.73
"Currency","2002/07/25",18.73
"Currency","2002/07/24",18.73
"Currency","2002/07/23",18.73
"Currency","2002/07/22",18.73
"Currency","2002/07/19",18.83
"Currency","2002/07/18",18.83
"Currency","2002/07/17",18.85
"Currency","2002/07/16",18.85
"Currency","2002/07/15",18.85
"Currency","2002/07/12",18.84
"Currency","2002/07/11",18.84
"Currency","2002/07/10",18.84
"Currency","2002/07/09",18.83
"Currency","2002/07/08",18.83
"Currency","2002/07/05",18.83
"Currency","2002/07/04",18.83
"Currency","2002/07/03",18.83
"Currency","2002/07/02",18.83
"Currency","2002/07/01",18.83
"Currency","2002/06/28",18.83
"Currency","2002/06/27",18.83
"Currency","2002/06/26",18.83
"Currency","2002/06/25",18.83
"Currency","2002/06/24",18.83
"Currency","2002/06/21",18.83
"Currency","2002/06/20",18.83
"Currency","2002/06/19",18.83
"Currency","2002/06/18",18.83
"Currency","2002/06/17",18.83
"Currency","2002/06/14",18.75
"Currency","2002/06/13",19.10
"Currency","2002/06/12",18.73
"Currency","2002/06/11",18.73
"Currency","2002/06/10",18.73
"Currency","2002/06/07",18.73
"Currency","2002/06/06",18.73
"Currency","2002/06/05",18.71
"Currency","2002/06/04",18.71
"Currency","2002/06/03",18.71
"Currency","2002/05/31",18.70
"Currency","2002/05/30",19.00
"Currency","2002/05/29",19.00
"Currency","2002/05/28",18.50
"Currency","2002/05/27",18.50
"Currency","2002/05/24",18.51
"Currency","2002/05/23",18.50
"Currency","2002/05/22",18.50
"Currency","2002/05/21",18.50
"Currency","2002/05/20",18.50
"Currency","2002/05/17",18.53
"Currency","2002/05/16",18.53
"Currency","2002/05/15",18.53
"Currency","2002/05/14",18.53
"Currency","2002/05/13",18.53
"Currency","2002/05/10",18.53
"Currency","2002/05/09",18.53
"Currency","2002/05/08",18.53
"Currency","2002/05/07",18.53
"Currency","2002/05/06",18.53
"Currency","2002/05/03",18.53
"Currency","2002/05/02",18.53
"Currency","2002/05/01",18.53
"Currency","2002/04/30",18.53
"Currency","2002/04/29",18.51
"Currency","2002/04/26",18.50
"Currency","2002/04/25",18.53
"Currency","2002/04/24",18.53
"Currency","2002/04/23",18.53
"Currency","2002/04/22",18.50
"Currency","2002/04/19",18.50
"Currency","2002/04/18",18.45
"Currency","2002/04/17",18.45
"Currency","2002/04/16",18.36
"Currency","2002/04/15",18.36
"Currency","2002/04/12",18.30
"Currency","2002/04/11",18.30
"Currency","2002/04/10",18.30
"Currency","2002/04/09",18.30
"Currency","2002/04/08",18.35
"Currency","2002/04/05",18.40
"Currency","2002/04/04",18.43
"Currency","2002/04/03",18.43
"Currency","2002/04/02",18.43
"Currency","2002/04/01",18.43
"Currency","2002/03/29",18.43
"Currency","2002/03/28",18.43
"Currency","2002/03/27",17.83
"Currency","2002/03/26",17.80
"Currency","2002/03/25",17.80
"Currency","2002/03/22",17.80
"Currency","2002/03/21",17.80
"Currency","2002/03/20",17.90
"Currency","2002/03/19",17.80
"Currency","2002/03/18",17.80
"Currency","2002/03/15",17.80
"Currency","2002/03/14",17.80
"Currency","2002/03/13",17.80
"Currency","2002/03/12",17.78
"Currency","2002/03/11",17.90
"Currency","2002/03/08",17.90
"Currency","2002/03/07",17.73
"Currency","2002/03/06",17.73
"Currency","2002/03/05",17.78
"Currency","2002/03/04",17.78
"Currency","2002/03/01",18.00
"Currency","2002/02/28",18.14
"Currency","2002/02/27",18.14
"Currency","2002/02/26",18.14
"Currency","2002/02/25",18.13
"Currency","2002/02/22",18.12
"Currency","2002/02/21",18.05
"Currency","2002/02/20",18.08
"Currency","2002/02/19",18.08
"Currency","2002/02/18",17.90
"Currency","2002/02/15",17.88
"Currency","2002/02/14",17.88
"Currency","2002/02/13",17.88
"Currency","2002/02/12",17.88
"Currency","2002/02/11",17.88
"Currency","2002/02/08",17.88
"Currency","2002/02/07",17.88
"Currency","2002/02/06",17.88
"Currency","2002/02/05",17.86
"Currency","2002/02/04",17.85
"Currency","2002/02/01",17.65
"Currency","2002/01/31",17.65
"Currency","2002/01/30",17.80
"Currency","2002/01/29",17.70
"Currency","2002/01/28",17.70
"Currency","2002/01/25",17.43
"Currency","2002/01/24",17.45
"Currency","2002/01/23",17.45
"Currency","2002/01/22",17.45
"Currency","2002/01/21",17.45
"Currency","2002/01/18",17.45
"Currency","2002/01/17",17.45
"Currency","2002/01/16",17.45
"Currency","2002/01/15",17.50
"Currency","2002/01/14",17.50
"Currency","2002/01/11",17.51
"Currency","2002/01/10",17.50
"Currency","2002/01/09",17.50
"Currency","2002/01/08",17.48
"Currency","2002/01/07",17.48
"Currency","2002/01/04",17.48
"Currency","2002/01/03",17.51
"Currency","2002/01/02",17.54
"Currency","2002/01/01",17.54
"Currency","2001/12/31",17.54
"Currency","2001/12/28",17.54
"Currency","2001/12/27",17.54
"Currency","2001/12/26",17.54
"Currency","2001/12/25",17.54
"Currency","2001/12/24",17.54
"Currency","2001/12/21",17.54
"Currency","2001/12/20",17.57
"Currency","2001/12/19",17.57
"Currency","2001/12/18",17.53
"Currency","2001/12/17",17.53
"Currency","2001/12/14",17.53
"Currency","2001/12/13",17.56
"Currency","2001/12/12",17.56
"Currency","2001/12/11",17.53
"Currency","2001/12/10",17.53
"Currency","2001/12/07",17.53
"Currency","2001/12/06",17.53
"Currency","2001/12/05",17.53
"Currency","2001/12/04",17.53
"Currency","2001/12/03",17.50
"Currency","2001/11/30",17.55
"Currency","2001/11/29",17.48
"Currency","2001/11/28",17.48
"Currency","2001/11/27",17.25
"Currency","2001/11/26",17.25
"Currency","2001/11/23",17.25
"Currency","2001/11/22",17.45
"Currency","2001/11/21",17.45
"Currency","2001/11/20",17.41
"Currency","2001/11/19",17.41
"Currency","2001/11/16",17.39
"Currency","2001/11/15",17.30
"Currency","2001/11/14",17.35
"Currency","2001/11/13",17.31
"Currency","2001/11/12",17.31
"Currency","2001/11/09",17.28
"Currency","2001/11/08",17.20
"Currency","2001/11/07",16.93
"Currency","2001/11/06",16.93
"Currency","2001/11/05",16.85
"Currency","2001/11/02",16.80
"Currency","2001/11/01",16.80
"Currency","2001/10/31",16.43
"Currency","2001/10/30",16.90
"Currency","2001/10/29",16.90
"Currency","2001/10/26",16.90
"Currency","2001/10/25",16.90
"Currency","2001/10/24",16.90
"Currency","2001/10/23",16.65
"Currency","2001/10/22",16.67
"Currency","2001/10/19",16.67
"Currency","2001/10/18",16.67
"Currency","2001/10/17",16.67
"Currency","2001/10/16",16.67
"Currency","2001/10/15",16.65
"Currency","2001/10/12",16.66
"Currency","2001/10/11",16.60
"Currency","2001/10/10",16.63
"Currency","2001/10/09",16.60
"Currency","2001/10/08",16.60
"Currency","2001/10/05",16.60
"Currency","2001/10/04",16.60
"Currency","2001/10/03",16.58
"Currency","2001/10/02",16.58
"Currency","2001/10/01",16.55
"Currency","2001/09/28",16.55
"Currency","2001/09/27",16.70
"Currency","2001/09/26",16.70
"Currency","2001/09/25",16.70
"Currency","2001/09/24",17.05
"Currency","2001/09/21",17.05
"Currency","2001/09/20",17.05
"Currency","2001/09/19",17.03
"Currency","2001/09/18",17.03
"Currency","2001/09/17",17.03
"Currency","2001/09/14",17.03
"Currency","2001/09/13",17.03
"Currency","2001/09/12",17.03
"Currency","2001/09/11",17.03
"Currency","2001/09/10",17.03
"Currency","2001/09/07",17.03
"Currency","2001/09/06",17.03
"Currency","2001/09/05",17.00
"Currency","2001/09/04",17.25
"Currency","2001/09/03",16.83
"Currency","2001/08/31",16.83
"Currency","2001/08/30",16.73
"Currency","2001/08/29",16.73
"Currency","2001/08/28",16.70
"Currency","2001/08/27",16.70
"Currency","2001/08/24",16.70
"Currency","2001/08/23",16.70
"Currency","2001/08/22",16.60
"Currency","2001/08/21",16.60
"Currency","2001/08/20",16.60
"Currency","2001/08/17",16.50
"Currency","2001/08/16",16.50
"Currency","2001/08/15",16.50
"Currency","2001/08/14",16.50
"Currency","2001/08/13",16.50
"Currency","2001/08/10",16.50
"Currency","2001/08/09",16.50
"Currency","2001/08/08",16.50
"Currency","2001/08/07",16.50
"Currency","2001/08/06",16.60
"Currency","2001/08/03",16.60
"Currency","2001/08/02",16.60
"Currency","2001/08/01",16.65
"Currency","2001/07/31",16.65
"Currency","2001/07/30",16.55
"Currency","2001/07/27",16.55
"Currency","2001/07/26",16.55
"Currency","2001/07/25",16.48
"Currency","2001/07/24",16.48
"Currency","2001/07/23",16.48
"Currency","2001/07/20",16.10
"Currency","2001/07/19",16.10
"Currency","2001/07/18",16.15
"Currency","2001/07/17",16.15
"Currency","2001/07/16",16.15
"Currency","2001/07/13",16.13
"Currency","2001/07/12",16.13
"Currency","2001/07/11",16.13
"Currency","2001/07/10",16.13
"Currency","2001/07/09",16.25
"Currency","2001/07/06",16.25
"Currency","2001/07/05",16.28
"Currency","2001/07/04",16.28
"Currency","2001/07/03",16.35
"Currency","2001/07/02",16.20
"Currency","2001/06/29",16.20
"Currency","2001/06/28",16.20
"Currency","2001/06/27",16.13
"Currency","2001/06/26",16.13
"Currency","2001/06/25",16.13
"Currency","2001/06/22",16.10
"Currency","2001/06/21",16.10
"Currency","2001/06/20",16.10
"Currency","2001/06/19",16.08
"Currency","2001/06/18",15.98
"Currency","2001/06/15",15.98
"Currency","2001/06/14",15.98
"Currency","2001/06/13",15.98
"Currency","2001/06/12",16.10
"Currency","2001/06/11",16.10
"Currency","2001/06/08",16.10
"Currency","2001/06/07",16.10
"Currency","2001/06/06",15.90
"Currency","2001/06/05",15.90
"Currency","2001/06/04",16.05
"Currency","2001/06/01",15.93
"Currency","2001/05/31",15.93
"Currency","2001/05/30",15.75
"Currency","2001/05/29",15.73
"Currency","2001/05/28",15.73
"Currency","2001/05/25",15.73
"Currency","2001/05/24",15.73
"Currency","2001/05/23",15.73
"Currency","2001/05/22",15.70
"Currency","2001/05/21",15.70
"Currency","2001/05/18",15.68
"Currency","2001/05/17",15.68
"Currency","2001/05/16",15.60
"Currency","2001/05/15",15.58
"Currency","2001/05/14",15.58
"Currency","2001/05/11",15.50
"Currency","2001/05/10",15.55
"Currency","2001/05/09",15.50
"Currency","2001/05/08",15.50
"Currency","2001/05/07",15.50
"Currency","2001/05/04",15.50
"Currency","2001/05/03",15.50
"Currency","2001/05/02",15.63
"Currency","2001/05/01",15.65
"Currency","2001/04/30",15.65
"Currency","2001/04/27",15.63
"Currency","2001/04/26",15.63
"Currency","2001/04/25",15.68
"Currency","2001/04/24",15.68
"Currency","2001/04/23",15.60
"Currency","2001/04/20",15.60
"Currency","2001/04/19",15.60
"Currency","2001/04/18",15.60
"Currency","2001/04/17",15.23
"Currency","2001/04/16",15.23
"Currency","2001/04/13",15.23
"Currency","2001/04/12",15.23
"Currency","2001/04/11",15.23
"Currency","2001/04/10",15.23
"Currency","2001/04/09",15.23
"Currency","2001/04/06",15.23
"Currency","2001/04/05",15.30
"Currency","2001/04/04",15.30
"Currency","2001/04/03",15.30
"Currency","2001/04/02",15.30
"Currency","2001/03/30",15.30
"Currency","2001/03/29",15.30
"Currency","2001/03/28",15.35
"Currency","2001/03/27",15.25
"Currency","2001/03/26",15.25
"Currency","2001/03/23",15.25
"Currency","2001/03/22",15.25
"Currency","2001/03/21",15.10
"Currency","2001/03/20",15.10
"Currency","2001/03/19",15.40
"Currency","2001/03/16",15.40
"Currency","2001/03/15",15.10
"Currency","2001/03/14",15.10
"Currency","2001/03/13",15.10
"Currency","2001/03/12",15.10
"Currency","2001/03/09",15.10
"Currency","2001/03/08",15.10
"Currency","2001/03/07",15.45
"Currency","2001/03/06",15.50
"Currency","2001/03/05",15.50
"Currency","2001/03/02",15.45
"Currency","2001/03/01",15.50
"Currency","2001/02/28",15.50
"Currency","2001/02/27",15.50
"Currency","2001/02/26",15.20
"Currency","2001/02/23",15.40
"Currency","2001/02/22",15.40
"Currency","2001/02/21",15.40
"Currency","2001/02/20",15.40
"Currency","2001/02/19",15.50
"Currency","2001/02/16",15.40
"Currency","2001/02/15",15.40
"Currency","2001/02/14",15.40
"Currency","2001/02/13",15.40
"Currency","2001/02/12",15.40
"Currency","2001/02/09",15.40
"Currency","2001/02/08",15.40
"Currency","2001/02/07",15.40
"Currency","2001/02/06",15.40
"Currency","2001/02/05",15.30
"Currency","2001/02/02",15.28
"Currency","2001/02/01",15.28
"Currency","2001/01/31",15.28
"Currency","2001/01/30",15.65
"Currency","2001/01/29",15.65
"Currency","2001/01/26",15.65
"Currency","2001/01/25",15.65
"Currency","2001/01/24",15.65
"Currency","2001/01/23",15.65
"Currency","2001/01/22",15.63
"Currency","2001/01/19",15.65
"Currency","2001/01/18",15.65
"Currency","2001/01/17",15.65
"Currency","2001/01/16",15.61
"Currency","2001/01/15",15.60
"Currency","2001/01/12",15.58
"Currency","2001/01/11",15.58
"Currency","2001/01/10",15.40
"Currency","2001/01/09",15.40
"Currency","2001/01/08",15.40
"Currency","2001/01/05",15.40
"Currency","2001/01/04",15.40
"Currency","2001/01/03",15.30
"Currency","2001/01/02",15.28
"Currency","2001/01/01",15.28
"Currency","2000/12/29",15.28
"Currency","2000/12/28",15.30
"Currency","2000/12/27",15.32
"Currency","2000/12/26",15.40
"Currency","2000/12/25",15.40
"Currency","2000/12/22",15.40
"Currency","2000/12/21",15.40
"Currency","2000/12/20",15.30
"Currency","2000/12/19",15.41
"Currency","2000/12/18",15.42
"Currency","2000/12/15",15.33
"Currency","2000/12/14",15.40
"Currency","2000/12/13",15.33
"Currency","2000/12/12",15.28
"Currency","2000/12/11",15.25
"Currency","2000/12/08",15.25
"Currency","2000/12/07",15.25
"Currency","2000/12/06",15.25
"Currency","2000/12/05",15.10
"Currency","2000/12/04",14.80
"Currency","2000/12/01",14.80
"Currency","2000/11/30",14.80
"Currency","2000/11/29",14.75
"Currency","2000/11/28",14.65
"Currency","2000/11/27",14.60
"Currency","2000/11/24",14.60
"Currency","2000/11/23",14.53
"Currency","2000/11/22",14.53
"Currency","2000/11/21",14.53
"Currency","2000/11/20",14.53
"Currency","2000/11/17",14.53
"Currency","2000/11/16",14.53
"Currency","2000/11/15",14.50
"Currency","2000/11/14",14.50
"Currency","2000/11/13",14.53
"Currency","2000/11/10",14.53
"Currency","2000/11/09",14.53
"Currency","2000/11/08",14.53
"Currency","2000/11/07",14.51
"Currency","2000/11/06",14.50
"Currency","2000/11/03",14.50
"Currency","2000/11/02",14.48
"Currency","2000/11/01",14.48
"Currency","2000/10/31",14.45
"Currency","2000/10/30",14.43
"Currency","2000/10/27",14.43
"Currency","2000/10/26",14.43
"Currency","2000/10/25",14.43
"Currency","2000/10/24",14.43
"Currency","2000/10/23",14.43
"Currency","2000/10/20",14.45
"Currency","2000/10/19",14.43
"Currency","2000/10/18",14.43
"Currency","2000/10/17",14.40
"Currency","2000/10/16",14.50
"Currency","2000/10/13",14.43
"Currency","2000/10/12",14.43
"Currency","2000/10/11",14.43
"Currency","2000/10/10",14.38
"Currency","2000/10/09",14.38
"Currency","2000/10/06",13.93
"Currency","2000/10/05",13.93
"Currency","2000/10/04",13.93
"Currency","2000/10/03",13.93
"Currency","2000/10/02",13.36
"Currency","2000/09/29",13.36
"Currency","2000/09/28",13.36
"Currency","2000/09/27",13.36
"Currency","2000/09/26",13.36
"Currency","2000/09/25",13.35
"Currency","2000/09/22",13.35
"Currency","2000/09/21",13.30
"Currency","2000/09/20",13.28
"Currency","2000/09/19",13.30
"Currency","2000/09/18",13.30
"Currency","2000/09/15",13.30
"Currency","2000/09/14",13.25
"Currency","2000/09/13",13.20
"Currency","2000/09/12",13.20
"Currency","2000/09/11",13.17
"Currency","2000/09/08",13.15
"Currency","2000/09/07",13.15
"Currency","2000/09/06",13.13
"Currency","2000/09/05",13.13
"Currency","2000/09/04",13.11
"Currency","2000/09/01",13.10
"Currency","2000/08/31",13.10
"Currency","2000/08/30",13.10
"Currency","2000/08/29",13.10
"Currency","2000/08/28",13.00
"Currency","2000/08/25",13.10
"Currency","2000/08/24",13.10
"Currency","2000/08/23",13.10
"Currency","2000/08/22",12.95
"Currency","2000/08/21",12.95
"Currency","2000/08/18",12.95
"Currency","2000/08/17",13.00
"Currency","2000/08/16",13.00
"Currency","2000/08/15",13.00
"Currency","2000/08/14",13.00
"Currency","2000/08/11",13.00
"Currency","2000/08/10",12.95
"Currency","2000/08/09",12.95
"Currency","2000/08/08",12.98
"Currency","2000/08/07",12.98
"Currency","2000/08/04",12.98
"Currency","2000/08/03",12.98
"Currency","2000/08/02",12.98
"Currency","2000/08/01",13.00
"Currency","2000/07/31",13.00
"Currency","2000/07/28",12.95
"Currency","2000/07/27",12.95
"Currency","2000/07/26",12.95
"Currency","2000/07/25",12.95
"Currency","2000/07/24",12.95
"Currency","2000/07/21",12.93
"Currency","2000/07/20",12.93
"Currency","2000/07/19",12.93
"Currency","2000/07/18",12.93
"Currency","2000/07/17",12.95
"Currency","2000/07/14",12.95
"Currency","2000/07/13",12.95
"Currency","2000/07/12",13.05
"Currency","2000/07/11",12.86
"Currency","2000/07/10",12.86
"Currency","2000/07/07",12.86
"Currency","2000/07/06",12.86
"Currency","2000/07/05",12.86
"Currency","2000/07/04",12.80
"Currency","2000/07/03",12.80
