"Indicator","Time","Value (USD/DZD)"
"Currency","2012/04/13",73.80
"Currency","2012/04/12",73.63
"Currency","2012/04/11",73.67
"Currency","2012/04/10",74.75
"Currency","2012/04/09",74.10
"Currency","2012/04/06",73.99
"Currency","2012/04/05",73.94
"Currency","2012/04/04",73.58
"Currency","2012/04/03",73.64
"Currency","2012/04/02",73.52
"Currency","2012/03/30",73.70
"Currency","2012/03/29",73.60
"Currency","2012/03/28",73.70
"Currency","2012/03/27",73.74
"Currency","2012/03/26",72.51
"Currency","2012/03/23",73.90
"Currency","2012/03/22",73.93
"Currency","2012/03/21",73.93
"Currency","2012/03/20",73.80
"Currency","2012/03/19",74.11
"Currency","2012/03/16",74.11
"Currency","2012/03/15",74.04
"Currency","2012/03/14",74.07
"Currency","2012/03/13",73.98
"Currency","2012/03/12",73.81
"Currency","2012/03/09",73.74
"Currency","2012/03/08",73.99
"Currency","2012/03/07",73.99
"Currency","2012/03/06",74.03
"Currency","2012/03/05",74.11
"Currency","2012/03/02",74.17
"Currency","2012/03/01",73.84
"Currency","2012/02/29",73.92
"Currency","2012/02/28",74.03
"Currency","2012/02/27",73.66
"Currency","2012/02/24",73.84
"Currency","2012/02/23",73.85
"Currency","2012/02/22",73.84
"Currency","2012/02/21",73.90
"Currency","2012/02/20",74.41
"Currency","2012/02/17",74.55
"Currency","2012/02/16",74.59
"Currency","2012/02/15",74.43
"Currency","2012/02/14",74.26
"Currency","2012/02/13",74.36
"Currency","2012/02/10",74.16
"Currency","2012/02/09",74.22
"Currency","2012/02/08",74.35
"Currency","2012/02/07",74.70
"Currency","2012/02/06",74.37
"Currency","2012/02/03",74.85
"Currency","2012/02/02",74.90
"Currency","2012/02/01",75.25
"Currency","2012/01/31",74.11
"Currency","2012/01/30",74.90
"Currency","2012/01/27",74.11
"Currency","2012/01/26",76.25
"Currency","2012/01/25",75.75
"Currency","2012/01/24",76.30
"Currency","2012/01/23",75.87
"Currency","2012/01/20",74.46
"Currency","2012/01/19",76.10
"Currency","2012/01/18",76.15
"Currency","2012/01/17",76.20
"Currency","2012/01/16",75.12
"Currency","2012/01/13",75.60
"Currency","2012/01/12",75.50
"Currency","2012/01/11",75.50
"Currency","2012/01/10",75.80
"Currency","2012/01/09",75.72
"Currency","2012/01/06",75.75
"Currency","2012/01/05",75.42
"Currency","2012/01/04",75.25
"Currency","2012/01/03",75.53
"Currency","2012/01/02",75.61
"Currency","2011/12/30",75.57
"Currency","2011/12/29",74.80
"Currency","2011/12/28",74.85
"Currency","2011/12/27",74.65
"Currency","2011/12/26",74.90
"Currency","2011/12/23",74.75
"Currency","2011/12/22",74.53
"Currency","2011/12/21",74.00
"Currency","2011/12/20",74.20
"Currency","2011/12/19",74.12
"Currency","2011/12/16",74.50
"Currency","2011/12/15",74.55
"Currency","2011/12/14",74.38
"Currency","2011/12/13",73.87
"Currency","2011/12/12",73.26
"Currency","2011/12/09",74.05
"Currency","2011/12/08",74.00
"Currency","2011/12/07",74.00
"Currency","2011/12/06",74.00
"Currency","2011/12/05",73.69
"Currency","2011/12/02",73.85
"Currency","2011/12/01",73.89
"Currency","2011/11/30",73.99
"Currency","2011/11/29",74.04
"Currency","2011/11/28",74.22
"Currency","2011/11/25",74.18
"Currency","2011/11/24",74.12
"Currency","2011/11/23",73.85
"Currency","2011/11/22",73.88
"Currency","2011/11/21",73.17
"Currency","2011/11/18",73.82
"Currency","2011/11/17",74.24
"Currency","2011/11/16",74.16
"Currency","2011/11/15",73.96
"Currency","2011/11/14",72.42
"Currency","2011/11/11",73.40
"Currency","2011/11/10",73.72
"Currency","2011/11/09",73.25
"Currency","2011/11/08",73.50
"Currency","2011/11/07",72.83
"Currency","2011/11/04",73.16
"Currency","2011/11/03",73.69
"Currency","2011/11/02",73.53
"Currency","2011/11/01",73.13
"Currency","2011/10/31",71.71
"Currency","2011/10/28",72.97
"Currency","2011/10/27",73.05
"Currency","2011/10/26",73.00
"Currency","2011/10/25",73.00
"Currency","2011/10/24",71.86
"Currency","2011/10/21",73.63
"Currency","2011/10/20",73.08
"Currency","2011/10/19",73.50
"Currency","2011/10/18",73.25
"Currency","2011/10/17",71.89
"Currency","2011/10/14",72.98
"Currency","2011/10/13",73.50
"Currency","2011/10/12",73.82
"Currency","2011/10/11",73.92
"Currency","2011/10/10",74.20
"Currency","2011/10/07",74.05
"Currency","2011/10/06",74.00
"Currency","2011/10/05",72.95
"Currency","2011/10/04",74.25
"Currency","2011/10/03",73.75
"Currency","2011/09/30",73.15
"Currency","2011/09/29",73.70
"Currency","2011/09/28",73.75
"Currency","2011/09/27",73.80
"Currency","2011/09/26",72.89
"Currency","2011/09/23",73.89
"Currency","2011/09/22",73.00
"Currency","2011/09/21",73.00
"Currency","2011/09/20",73.24
"Currency","2011/09/19",73.05
"Currency","2011/09/16",73.00
"Currency","2011/09/15",73.50
"Currency","2011/09/14",73.77
"Currency","2011/09/13",73.50
"Currency","2011/09/12",73.35
"Currency","2011/09/09",72.33
"Currency","2011/09/08",72.05
"Currency","2011/09/07",72.00
"Currency","2011/09/06",72.31
"Currency","2011/09/05",71.85
"Currency","2011/09/02",71.85
"Currency","2011/09/01",71.80
"Currency","2011/08/31",71.90
"Currency","2011/08/30",71.70
"Currency","2011/08/29",70.47
"Currency","2011/08/26",71.63
"Currency","2011/08/25",71.20
"Currency","2011/08/24",72.21
"Currency","2011/08/23",72.00
"Currency","2011/08/22",71.05
"Currency","2011/08/19",71.63
"Currency","2011/08/18",70.77
"Currency","2011/08/17",72.14
"Currency","2011/08/16",70.84
"Currency","2011/08/15",70.91
"Currency","2011/08/12",72.53
"Currency","2011/08/11",72.49
"Currency","2011/08/10",72.48
"Currency","2011/08/09",71.44
"Currency","2011/08/08",70.59
"Currency","2011/08/05",72.14
"Currency","2011/08/04",72.49
"Currency","2011/08/03",71.60
"Currency","2011/08/02",72.60
"Currency","2011/08/01",70.86
"Currency","2011/07/29",72.00
"Currency","2011/07/28",71.75
"Currency","2011/07/27",71.70
"Currency","2011/07/26",71.75
"Currency","2011/07/25",71.58
"Currency","2011/07/22",72.01
"Currency","2011/07/21",72.00
"Currency","2011/07/20",72.25
"Currency","2011/07/19",72.70
"Currency","2011/07/18",71.70
"Currency","2011/07/15",72.70
"Currency","2011/07/14",72.75
"Currency","2011/07/13",72.80
"Currency","2011/07/12",72.05
"Currency","2011/07/11",71.42
"Currency","2011/07/08",71.90
"Currency","2011/07/07",71.75
"Currency","2011/07/06",71.50
"Currency","2011/07/05",71.25
"Currency","2011/07/04",70.42
"Currency","2011/07/01",71.29
"Currency","2011/06/30",71.75
"Currency","2011/06/29",71.90
"Currency","2011/06/28",72.05
"Currency","2011/06/27",71.35
"Currency","2011/06/24",72.00
"Currency","2011/06/23",71.85
"Currency","2011/06/22",71.90
"Currency","2011/06/21",71.95
"Currency","2011/06/20",70.55
"Currency","2011/06/17",72.00
"Currency","2011/06/16",72.23
"Currency","2011/06/15",71.36
"Currency","2011/06/14",71.55
"Currency","2011/06/13",70.92
"Currency","2011/06/10",71.55
"Currency","2011/06/09",71.55
"Currency","2011/06/08",71.50
"Currency","2011/06/07",71.50
"Currency","2011/06/06",69.73
"Currency","2011/06/03",71.80
"Currency","2011/06/02",72.05
"Currency","2011/06/01",71.62
"Currency","2011/05/31",71.85
"Currency","2011/05/30",70.44
"Currency","2011/05/27",72.55
"Currency","2011/05/26",72.50
"Currency","2011/05/25",71.93
"Currency","2011/05/24",72.70
"Currency","2011/05/23",71.29
"Currency","2011/05/20",72.25
"Currency","2011/05/19",72.45
"Currency","2011/05/18",72.40
"Currency","2011/05/17",72.50
"Currency","2011/05/16",71.68
"Currency","2011/05/13",71.90
"Currency","2011/05/12",72.00
"Currency","2011/05/11",72.01
"Currency","2011/05/10",72.00
"Currency","2011/05/09",71.56
"Currency","2011/05/06",71.23
"Currency","2011/05/05",71.25
"Currency","2011/05/04",71.30
"Currency","2011/05/03",71.02
"Currency","2011/05/02",70.09
"Currency","2011/04/29",71.25
"Currency","2011/04/28",71.00
"Currency","2011/04/27",71.05
"Currency","2011/04/26",71.25
"Currency","2011/04/25",71.08
"Currency","2011/04/22",71.50
"Currency","2011/04/21",71.50
"Currency","2011/04/20",71.70
"Currency","2011/04/19",72.01
"Currency","2011/04/18",70.53
"Currency","2011/04/15",71.43
"Currency","2011/04/14",71.50
"Currency","2011/04/13",71.60
"Currency","2011/04/12",71.60
"Currency","2011/04/11",70.14
"Currency","2011/04/08",72.00
"Currency","2011/04/07",71.70
"Currency","2011/04/06",71.75
"Currency","2011/04/05",70.56
"Currency","2011/04/04",70.56
"Currency","2011/04/01",72.00
"Currency","2011/03/31",72.05
"Currency","2011/03/30",72.05
"Currency","2011/03/29",71.67
"Currency","2011/03/28",71.00
"Currency","2011/03/25",71.70
"Currency","2011/03/24",71.75
"Currency","2011/03/23",70.72
"Currency","2011/03/22",70.42
"Currency","2011/03/21",70.31
"Currency","2011/03/18",72.01
"Currency","2011/03/17",72.00
"Currency","2011/03/16",72.05
"Currency","2011/03/15",72.00
"Currency","2011/03/14",70.29
"Currency","2011/03/11",71.91
"Currency","2011/03/10",71.66
"Currency","2011/03/09",71.58
"Currency","2011/03/08",71.70
"Currency","2011/03/07",70.87
"Currency","2011/03/04",71.95
"Currency","2011/03/03",72.01
"Currency","2011/03/02",71.99
"Currency","2011/03/01",72.15
"Currency","2011/02/28",72.00
"Currency","2011/02/25",72.00
"Currency","2011/02/24",71.11
"Currency","2011/02/23",72.00
"Currency","2011/02/22",70.32
"Currency","2011/02/21",70.98
"Currency","2011/02/18",73.05
"Currency","2011/02/17",73.00
"Currency","2011/02/16",73.00
"Currency","2011/02/15",73.25
"Currency","2011/02/14",71.32
"Currency","2011/02/11",73.00
"Currency","2011/02/10",72.95
"Currency","2011/02/09",70.31
"Currency","2011/02/08",71.74
"Currency","2011/02/07",71.99
"Currency","2011/02/04",72.95
"Currency","2011/02/03",70.67
"Currency","2011/02/02",71.21
"Currency","2011/02/01",72.90
"Currency","2011/01/31",72.07
"Currency","2011/01/28",70.50
"Currency","2011/01/27",71.77
"Currency","2011/01/26",72.95
"Currency","2011/01/25",72.90
"Currency","2011/01/24",71.61
"Currency","2011/01/21",72.15
"Currency","2011/01/20",72.95
"Currency","2011/01/19",73.00
"Currency","2011/01/18",73.80
"Currency","2011/01/17",72.34
"Currency","2011/01/14",72.01
"Currency","2011/01/13",71.75
"Currency","2011/01/12",72.60
"Currency","2011/01/11",73.85
"Currency","2011/01/10",72.97
"Currency","2011/01/07",73.80
"Currency","2011/01/06",73.75
"Currency","2011/01/05",73.70
"Currency","2011/01/04",73.85
"Currency","2011/01/03",73.11
"Currency","2010/12/31",74.00
"Currency","2010/12/30",74.10
"Currency","2010/12/29",74.00
"Currency","2010/12/28",74.05
"Currency","2010/12/27",74.00
"Currency","2010/12/24",74.05
"Currency","2010/12/23",74.00
"Currency","2010/12/22",74.00
"Currency","2010/12/21",74.05
"Currency","2010/12/20",73.57
"Currency","2010/12/17",74.20
"Currency","2010/12/16",74.25
"Currency","2010/12/15",74.35
"Currency","2010/12/14",74.40
"Currency","2010/12/13",74.50
"Currency","2010/12/10",74.45
"Currency","2010/12/09",74.40
"Currency","2010/12/08",74.20
"Currency","2010/12/07",74.35
"Currency","2010/12/06",72.10
"Currency","2010/12/03",74.40
"Currency","2010/12/02",74.55
"Currency","2010/12/01",74.55
"Currency","2010/11/30",74.50
"Currency","2010/11/29",74.50
"Currency","2010/11/26",73.00
"Currency","2010/11/25",71.74
"Currency","2010/11/24",74.25
"Currency","2010/11/23",74.10
"Currency","2010/11/22",72.35
"Currency","2010/11/19",73.75
"Currency","2010/11/18",71.48
"Currency","2010/11/17",71.52
"Currency","2010/11/16",74.25
"Currency","2010/11/15",72.54
"Currency","2010/11/12",73.75
"Currency","2010/11/11",72.68
"Currency","2010/11/10",74.00
"Currency","2010/11/09",73.85
"Currency","2010/11/08",72.04
"Currency","2010/11/05",73.85
"Currency","2010/11/04",73.80
"Currency","2010/11/03",73.75
"Currency","2010/11/02",74.10
"Currency","2010/11/01",71.95
"Currency","2010/10/31",73.66
"Currency","2010/10/29",74.00
"Currency","2010/10/28",73.75
"Currency","2010/10/27",73.75
"Currency","2010/10/26",73.00
"Currency","2010/10/25",72.04
"Currency","2010/10/22",73.75
"Currency","2010/10/21",73.80
"Currency","2010/10/20",73.75
"Currency","2010/10/19",72.05
"Currency","2010/10/18",72.84
"Currency","2010/10/15",72.22
"Currency","2010/10/14",74.00
"Currency","2010/10/13",74.00
"Currency","2010/10/12",72.73
"Currency","2010/10/11",72.33
"Currency","2010/10/08",73.80
"Currency","2010/10/07",74.25
"Currency","2010/10/06",71.51
"Currency","2010/10/05",74.25
"Currency","2010/10/04",72.34
"Currency","2010/10/01",73.00
"Currency","2010/09/30",75.20
"Currency","2010/09/29",75.25
"Currency","2010/09/28",75.30
"Currency","2010/09/27",72.60
"Currency","2010/09/24",75.25
"Currency","2010/09/23",75.30
"Currency","2010/09/22",75.40
"Currency","2010/09/21",75.20
"Currency","2010/09/20",74.06
"Currency","2010/09/17",72.63
"Currency","2010/09/16",74.02
"Currency","2010/09/15",75.30
"Currency","2010/09/14",75.55
"Currency","2010/09/13",74.26
"Currency","2010/09/10",73.74
"Currency","2010/09/09",72.81
"Currency","2010/09/08",75.30
"Currency","2010/09/07",73.52
"Currency","2010/09/06",73.43
"Currency","2010/09/03",75.70
"Currency","2010/09/02",75.75
"Currency","2010/09/01",72.70
"Currency","2010/08/31",73.68
"Currency","2010/08/30",73.84
"Currency","2010/08/27",73.98
"Currency","2010/08/26",74.22
"Currency","2010/08/25",72.70
"Currency","2010/08/24",73.63
"Currency","2010/08/23",73.61
"Currency","2010/08/20",72.35
"Currency","2010/08/19",73.61
"Currency","2010/08/18",73.58
"Currency","2010/08/17",73.68
"Currency","2010/08/16",74.06
"Currency","2010/08/13",75.50
"Currency","2010/08/12",75.00
"Currency","2010/08/11",74.55
"Currency","2010/08/10",71.09
"Currency","2010/08/09",71.62
"Currency","2010/08/06",71.15
"Currency","2010/08/05",71.07
"Currency","2010/08/04",72.03
"Currency","2010/08/03",72.03
"Currency","2010/08/02",71.21
"Currency","2010/07/31",73.81
"Currency","2010/07/30",74.55
"Currency","2010/07/29",74.55
"Currency","2010/07/28",71.38
"Currency","2010/07/27",71.42
"Currency","2010/07/26",72.14
"Currency","2010/07/23",74.50
"Currency","2010/07/22",71.52
"Currency","2010/07/21",73.27
"Currency","2010/07/20",74.55
"Currency","2010/07/19",74.50
"Currency","2010/07/16",72.28
"Currency","2010/07/15",74.70
"Currency","2010/07/14",74.75
"Currency","2010/07/13",74.80
"Currency","2010/07/12",71.64
"Currency","2010/07/09",71.44
"Currency","2010/07/08",74.65
"Currency","2010/07/07",74.70
"Currency","2010/07/06",74.70
"Currency","2010/07/05",72.55
"Currency","2010/07/02",72.48
"Currency","2010/07/01",75.05
"Currency","2010/06/30",72.07
"Currency","2010/06/29",75.25
"Currency","2010/06/28",75.30
"Currency","2010/06/25",75.30
"Currency","2010/06/24",75.25
"Currency","2010/06/23",72.04
"Currency","2010/06/22",75.25
"Currency","2010/06/21",75.20
"Currency","2010/06/18",74.35
"Currency","2010/06/17",75.75
"Currency","2010/06/16",75.65
"Currency","2010/06/15",75.50
"Currency","2010/06/14",75.55
"Currency","2010/06/11",76.00
"Currency","2010/06/10",74.11
"Currency","2010/06/09",76.00
"Currency","2010/06/08",76.00
"Currency","2010/06/07",75.25
"Currency","2010/06/04",72.36
"Currency","2010/06/03",75.05
"Currency","2010/06/02",73.78
"Currency","2010/06/01",75.05
"Currency","2010/05/31",71.94
"Currency","2010/05/28",75.25
"Currency","2010/05/27",75.50
"Currency","2010/05/26",75.30
"Currency","2010/05/25",75.05
"Currency","2010/05/24",75.00
"Currency","2010/05/21",75.00
"Currency","2010/05/20",75.00
"Currency","2010/05/19",71.87
"Currency","2010/05/18",75.00
"Currency","2010/05/17",72.29
"Currency","2010/05/14",74.00
"Currency","2010/05/13",74.10
"Currency","2010/05/12",74.15
"Currency","2010/05/11",74.20
"Currency","2010/05/10",72.73
"Currency","2010/05/07",73.45
"Currency","2010/05/06",73.50
"Currency","2010/05/05",73.50
"Currency","2010/05/04",71.28
"Currency","2010/05/03",73.50
"Currency","2010/04/30",73.40
"Currency","2010/04/29",73.40
"Currency","2010/04/28",73.45
"Currency","2010/04/27",73.50
"Currency","2010/04/26",73.45
"Currency","2010/04/23",73.50
"Currency","2010/04/22",71.59
"Currency","2010/04/21",71.44
"Currency","2010/04/20",70.22
"Currency","2010/04/19",70.35
"Currency","2010/04/16",71.49
"Currency","2010/04/15",73.00
"Currency","2010/04/14",73.50
"Currency","2010/04/13",71.40
"Currency","2010/04/12",73.49
"Currency","2010/04/09",73.45
"Currency","2010/04/08",73.55
"Currency","2010/04/07",73.45
"Currency","2010/04/06",71.57
"Currency","2010/04/05",73.35
"Currency","2010/04/02",73.40
"Currency","2010/04/01",71.54
"Currency","2010/03/31",73.50
"Currency","2010/03/30",73.50
"Currency","2010/03/29",70.63
"Currency","2010/03/26",70.63
"Currency","2010/03/25",70.70
"Currency","2010/03/24",72.00
"Currency","2010/03/23",70.50
"Currency","2010/03/22",71.61
"Currency","2010/03/19",71.38
"Currency","2010/03/18",71.51
"Currency","2010/03/17",71.24
"Currency","2010/03/16",70.16
"Currency","2010/03/15",71.30
"Currency","2010/03/12",71.22
"Currency","2010/03/11",70.28
"Currency","2010/03/10",70.36
"Currency","2010/03/09",71.40
"Currency","2010/03/08",70.30
"Currency","2010/03/05",70.43
"Currency","2010/03/04",70.32
"Currency","2010/03/03",70.36
"Currency","2010/03/02",71.26
"Currency","2010/03/01",70.36
"Currency","2010/02/28",73.52
"Currency","2010/02/26",70.52
"Currency","2010/02/25",70.62
"Currency","2010/02/24",70.51
"Currency","2010/02/23",71.24
"Currency","2010/02/22",70.43
"Currency","2010/02/19",70.63
"Currency","2010/02/18",70.65
"Currency","2010/02/17",70.41
"Currency","2010/02/16",70.56
"Currency","2010/02/15",70.62
"Currency","2010/02/12",70.59
"Currency","2010/02/11",70.51
"Currency","2010/02/10",71.50
"Currency","2010/02/09",70.46
"Currency","2010/02/08",71.93
"Currency","2010/02/05",70.67
"Currency","2010/02/04",70.49
"Currency","2010/02/03",70.19
"Currency","2010/02/02",70.89
"Currency","2010/02/01",70.12
"Currency","2010/01/31",72.92
"Currency","2010/01/29",70.02
"Currency","2010/01/28",69.94
"Currency","2010/01/27",69.78
"Currency","2010/01/26",69.78
"Currency","2010/01/25",70.99
"Currency","2010/01/22",71.70
"Currency","2010/01/21",70.84
"Currency","2010/01/20",69.71
"Currency","2010/01/19",69.23
"Currency","2010/01/18",69.20
"Currency","2010/01/15",70.37
"Currency","2010/01/14",70.21
"Currency","2010/01/13",71.17
"Currency","2010/01/12",71.12
"Currency","2010/01/11",69.06
"Currency","2010/01/08",69.38
"Currency","2010/01/07",71.44
"Currency","2010/01/06",69.36
"Currency","2010/01/05",70.43
"Currency","2010/01/04",69.42
"Currency","2009/12/31",70.65
"Currency","2009/12/30",71.49
"Currency","2009/12/29",69.58
"Currency","2009/12/28",69.70
"Currency","2009/12/24",71.23
"Currency","2009/12/23",70.05
"Currency","2009/12/22",70.06
"Currency","2009/12/21",72.14
"Currency","2009/12/18",72.24
"Currency","2009/12/17",69.94
"Currency","2009/12/16",69.68
"Currency","2009/12/15",70.85
"Currency","2009/12/14",71.57
"Currency","2009/12/11",71.28
"Currency","2009/12/10",71.34
"Currency","2009/12/09",69.55
"Currency","2009/12/08",69.72
"Currency","2009/12/07",70.07
"Currency","2009/12/04",71.16
"Currency","2009/12/03",70.84
"Currency","2009/12/02",71.14
"Currency","2009/12/01",69.67
"Currency","2009/11/30",69.63
"Currency","2009/11/27",69.70
"Currency","2009/11/26",70.84
"Currency","2009/11/25",70.68
"Currency","2009/11/24",69.75
"Currency","2009/11/23",69.60
"Currency","2009/11/20",69.75
"Currency","2009/11/19",69.67
"Currency","2009/11/18",69.69
"Currency","2009/11/17",69.62
"Currency","2009/11/16",70.58
"Currency","2009/11/13",70.97
"Currency","2009/11/12",70.76
"Currency","2009/11/11",70.76
"Currency","2009/11/10",70.79
"Currency","2009/11/09",70.75
"Currency","2009/11/06",69.82
"Currency","2009/11/05",69.82
"Currency","2009/11/04",69.99
"Currency","2009/11/03",71.25
"Currency","2009/11/02",71.04
"Currency","2009/10/31",72.27
"Currency","2009/10/30",69.90
"Currency","2009/10/29",71.01
"Currency","2009/10/28",71.48
"Currency","2009/10/27",69.67
"Currency","2009/10/26",69.53
"Currency","2009/10/23",69.46
"Currency","2009/10/22",70.46
"Currency","2009/10/21",69.50
"Currency","2009/10/20",69.40
"Currency","2009/10/19",69.56
"Currency","2009/10/16",69.66
"Currency","2009/10/15",69.58
"Currency","2009/10/14",69.64
"Currency","2009/10/13",69.76
"Currency","2009/10/12",69.86
"Currency","2009/10/09",69.86
"Currency","2009/10/08",69.81
"Currency","2009/10/07",69.93
"Currency","2009/10/06",69.90
"Currency","2009/10/05",70.02
"Currency","2009/10/02",71.20
"Currency","2009/10/01",70.13
"Currency","2009/09/30",70.00
"Currency","2009/09/29",71.01
"Currency","2009/09/28",69.97
"Currency","2009/09/25",69.75
"Currency","2009/09/24",71.36
"Currency","2009/09/23",69.81
"Currency","2009/09/22",69.49
"Currency","2009/09/21",69.71
"Currency","2009/09/18",70.75
"Currency","2009/09/17",69.57
"Currency","2009/09/16",69.93
"Currency","2009/09/15",70.04
"Currency","2009/09/14",69.88
"Currency","2009/09/11",70.30
"Currency","2009/09/10",71.14
"Currency","2009/09/09",70.15
"Currency","2009/09/08",70.18
"Currency","2009/09/07",71.46
"Currency","2009/09/04",71.32
"Currency","2009/09/03",71.60
"Currency","2009/09/02",70.27
"Currency","2009/09/01",71.65
"Currency","2009/08/31",70.13
"Currency","2009/08/28",71.49
"Currency","2009/08/27",71.60
"Currency","2009/08/26",71.63
"Currency","2009/08/25",70.24
"Currency","2009/08/24",71.47
"Currency","2009/08/21",70.42
"Currency","2009/08/20",71.63
"Currency","2009/08/19",71.11
"Currency","2009/08/18",70.75
"Currency","2009/08/17",70.82
"Currency","2009/08/14",70.34
"Currency","2009/08/13",71.62
"Currency","2009/08/12",71.72
"Currency","2009/08/11",70.72
"Currency","2009/08/10",70.64
"Currency","2009/08/07",70.47
"Currency","2009/08/06",72.03
"Currency","2009/08/05",70.11
"Currency","2009/08/04",70.05
"Currency","2009/08/03",71.12
"Currency","2009/07/31",70.37
"Currency","2009/07/30",70.59
"Currency","2009/07/29",70.62
"Currency","2009/07/28",70.24
"Currency","2009/07/27",70.27
"Currency","2009/07/24",71.45
"Currency","2009/07/23",70.40
"Currency","2009/07/22",70.41
"Currency","2009/07/21",70.35
"Currency","2009/07/20",70.30
"Currency","2009/07/17",71.64
"Currency","2009/07/16",71.56
"Currency","2009/07/15",70.65
"Currency","2009/07/14",70.93
"Currency","2009/07/13",70.78
"Currency","2009/07/10",71.82
"Currency","2009/07/09",71.93
"Currency","2009/07/08",71.98
"Currency","2009/07/07",70.70
"Currency","2009/07/06",71.98
"Currency","2009/07/03",70.65
"Currency","2009/07/02",71.72
"Currency","2009/07/01",71.62
"Currency","2009/06/30",70.56
"Currency","2009/06/29",70.77
"Currency","2009/06/26",70.47
"Currency","2009/06/25",71.75
"Currency","2009/06/24",70.73
"Currency","2009/06/23",70.78
"Currency","2009/06/22",71.02
"Currency","2009/06/19",70.51
"Currency","2009/06/18",72.00
"Currency","2009/06/17",72.07
"Currency","2009/06/16",70.72
"Currency","2009/06/15",72.06
"Currency","2009/06/12",70.40
"Currency","2009/06/11",71.35
"Currency","2009/06/10",71.57
"Currency","2009/06/09",71.83
"Currency","2009/06/08",70.57
"Currency","2009/06/05",70.60
"Currency","2009/06/04",70.14
"Currency","2009/06/03",70.12
"Currency","2009/06/02",70.74
"Currency","2009/05/31",72.63
"Currency","2009/05/29",70.71
"Currency","2009/05/28",71.15
"Currency","2009/05/27",71.02
"Currency","2009/05/26",71.00
"Currency","2009/05/25",70.90
"Currency","2009/05/22",70.89
"Currency","2009/05/21",70.04
"Currency","2009/05/20",71.09
"Currency","2009/05/19",69.79
"Currency","2009/05/18",70.00
"Currency","2009/05/15",70.18
"Currency","2009/05/14",70.18
"Currency","2009/05/13",71.51
"Currency","2009/05/12",69.46
"Currency","2009/05/11",69.38
"Currency","2009/05/08",69.81
"Currency","2009/05/07",71.23
"Currency","2009/05/06",70.34
"Currency","2009/05/05",70.40
"Currency","2009/05/04",70.18
"Currency","2009/05/01",69.88
"Currency","2009/04/30",70.86
"Currency","2009/04/29",70.94
"Currency","2009/04/28",69.47
"Currency","2009/04/27",71.32
"Currency","2009/04/24",70.06
"Currency","2009/04/23",71.45
"Currency","2009/04/22",70.58
"Currency","2009/04/21",71.58
"Currency","2009/04/20",70.77
"Currency","2009/04/17",71.72
"Currency","2009/04/16",71.41
"Currency","2009/04/15",70.45
"Currency","2009/04/14",70.28
"Currency","2009/04/10",70.77
"Currency","2009/04/09",71.72
"Currency","2009/04/08",71.48
"Currency","2009/04/07",71.82
"Currency","2009/04/06",71.54
"Currency","2009/04/03",70.30
"Currency","2009/04/02",70.86
"Currency","2009/04/01",70.91
"Currency","2009/03/31",73.68
"Currency","2009/03/30",72.98
"Currency","2009/03/27",72.41
"Currency","2009/03/26",72.53
"Currency","2009/03/25",70.28
"Currency","2009/03/24",71.43
"Currency","2009/03/23",71.43
"Currency","2009/03/20",70.39
"Currency","2009/03/19",69.80
"Currency","2009/03/18",71.11
"Currency","2009/03/17",70.33
"Currency","2009/03/16",70.49
"Currency","2009/03/13",70.08
"Currency","2009/03/12",70.33
"Currency","2009/03/11",69.39
"Currency","2009/03/10",71.34
"Currency","2009/03/09",70.98
"Currency","2009/03/06",70.74
"Currency","2009/03/05",70.64
"Currency","2009/03/04",69.98
"Currency","2009/03/03",71.23
"Currency","2009/03/02",70.11
"Currency","2009/02/28",72.22
"Currency","2009/02/27",70.00
"Currency","2009/02/26",70.74
"Currency","2009/02/25",70.00
"Currency","2009/02/24",69.96
"Currency","2009/02/23",70.05
"Currency","2009/02/20",69.40
"Currency","2009/02/19",70.80
"Currency","2009/02/18",70.13
"Currency","2009/02/17",69.65
"Currency","2009/02/16",69.94
"Currency","2009/02/13",68.33
"Currency","2009/02/12",70.46
"Currency","2009/02/11",70.37
"Currency","2009/02/10",70.06
"Currency","2009/02/09",69.60
"Currency","2009/02/06",70.31
"Currency","2009/02/05",69.98
"Currency","2009/02/04",70.33
"Currency","2009/02/03",68.82
"Currency","2009/02/02",70.37
"Currency","2009/01/31",71.39
"Currency","2009/01/30",70.54
"Currency","2009/01/29",71.11
"Currency","2009/01/28",71.35
"Currency","2009/01/27",69.93
"Currency","2009/01/26",69.08
"Currency","2009/01/23",69.74
"Currency","2009/01/22",70.20
"Currency","2009/01/21",69.77
"Currency","2009/01/20",70.90
"Currency","2009/01/19",70.71
"Currency","2009/01/16",69.65
"Currency","2009/01/15",70.01
"Currency","2009/01/14",71.58
"Currency","2009/01/13",71.70
"Currency","2009/01/12",70.99
"Currency","2009/01/09",71.29
"Currency","2009/01/08",69.58
"Currency","2009/01/07",68.39
"Currency","2009/01/06",69.83
"Currency","2009/01/05",69.98
"Currency","2009/01/02",69.35
"Currency","2009/01/01",69.12
"Currency","2008/12/31",69.19
"Currency","2008/12/30",70.03
"Currency","2008/12/29",71.70
"Currency","2008/12/26",69.74
"Currency","2008/12/25",69.79
"Currency","2008/12/24",69.84
"Currency","2008/12/23",70.24
"Currency","2008/12/22",70.20
"Currency","2008/12/19",70.36
"Currency","2008/12/18",71.40
"Currency","2008/12/17",68.29
"Currency","2008/12/16",66.87
