"Indicator","Time","Value (USD/COP)"
"Currency","2006/03/20",2257.00
"Currency","2006/03/17",2257.00
"Currency","2006/03/16",2256.00
"Currency","2006/03/15",2260.40
"Currency","2006/03/14",2258.80
"Currency","2006/03/13",2261.50
"Currency","2006/03/10",2265.90
"Currency","2006/03/09",2261.00
"Currency","2006/03/08",2258.50
"Currency","2006/03/07",2258.00
"Currency","2006/03/06",2255.00
"Currency","2006/03/03",2254.00
"Currency","2006/03/02",2256.00
"Currency","2006/03/01",2248.00
"Currency","2006/02/28",2244.00
"Currency","2006/02/27",2247.40
"Currency","2006/02/24",2245.20
"Currency","2006/02/23",2248.40
"Currency","2006/02/22",2249.00
"Currency","2006/02/21",2252.41
"Currency","2006/02/20",2251.00
"Currency","2006/02/17",2252.00
"Currency","2006/02/16",2252.10
"Currency","2006/02/15",2253.00
"Currency","2006/02/14",2254.00
"Currency","2006/02/13",2251.00
"Currency","2006/02/10",2254.10
"Currency","2006/02/09",2253.00
"Currency","2006/02/08",2258.41
"Currency","2006/02/07",2256.40
"Currency","2006/02/06",2259.50
"Currency","2006/02/03",2261.10
"Currency","2006/02/02",2263.10
"Currency","2006/02/01",2268.60
"Currency","2006/01/31",2265.00
"Currency","2006/01/30",2265.40
"Currency","2006/01/27",2267.40
"Currency","2006/01/26",2272.40
"Currency","2006/01/25",2271.41
"Currency","2006/01/24",2272.40
"Currency","2006/01/23",2255.40
"Currency","2006/01/20",2269.05
"Currency","2006/01/19",2268.40
"Currency","2006/01/18",2270.00
"Currency","2006/01/17",2269.05
"Currency","2006/01/16",2271.50
"Currency","2006/01/13",2271.31
"Currency","2006/01/12",2274.55
"Currency","2006/01/11",2273.00
"Currency","2006/01/10",2276.40
"Currency","2006/01/09",2277.00
"Currency","2006/01/06",2278.10
"Currency","2006/01/05",2277.55
"Currency","2006/01/04",2281.40
"Currency","2006/01/03",2281.40
"Currency","2006/01/02",2283.05
"Currency","2005/12/30",2285.00
"Currency","2005/12/29",2285.05
"Currency","2005/12/28",2282.40
"Currency","2005/12/27",2283.10
"Currency","2005/12/26",2282.05
"Currency","2005/12/23",2279.50
"Currency","2005/12/22",2282.40
"Currency","2005/12/21",2285.40
"Currency","2005/12/20",2286.60
"Currency","2005/12/19",2287.10
"Currency","2005/12/16",2279.00
"Currency","2005/12/15",2276.40
"Currency","2005/12/14",2276.40
"Currency","2005/12/13",2274.55
"Currency","2005/12/12",2275.60
"Currency","2005/12/09",2274.40
"Currency","2005/12/08",2274.40
"Currency","2005/12/07",2274.40
"Currency","2005/12/06",2274.40
"Currency","2005/12/05",2274.40
"Currency","2005/12/02",2274.40
"Currency","2005/12/01",2273.40
"Currency","2005/11/30",2273.50
"Currency","2005/11/29",2275.05
"Currency","2005/11/28",2272.30
"Currency","2005/11/25",2271.60
"Currency","2005/11/24",2277.40
"Currency","2005/11/23",2278.45
"Currency","2005/11/22",2277.40
"Currency","2005/11/21",2276.40
"Currency","2005/11/18",2276.90
"Currency","2005/11/17",2277.10
"Currency","2005/11/16",2277.00
"Currency","2005/11/15",2278.40
"Currency","2005/11/14",2284.00
"Currency","2005/11/11",2281.00
"Currency","2005/11/10",2284.40
"Currency","2005/11/09",2283.00
"Currency","2005/11/08",2281.40
"Currency","2005/11/07",2284.00
"Currency","2005/11/04",2281.10
"Currency","2005/11/03",2282.40
"Currency","2005/11/02",2283.25
"Currency","2005/11/01",2286.00
"Currency","2005/10/31",2288.00
"Currency","2005/10/28",2290.40
"Currency","2005/10/27",2291.15
"Currency","2005/10/26",2289.50
"Currency","2005/10/25",2286.15
"Currency","2005/10/24",2284.00
"Currency","2005/10/21",2288.10
"Currency","2005/10/20",2289.50
"Currency","2005/10/19",2281.40
"Currency","2005/10/18",2280.35
"Currency","2005/10/17",2298.00
"Currency","2005/10/14",2298.00
"Currency","2005/10/13",2293.10
"Currency","2005/10/12",2299.10
"Currency","2005/10/11",2295.40
"Currency","2005/10/10",2300.40
"Currency","2005/10/07",2290.40
"Currency","2005/10/06",2309.50
"Currency","2005/10/05",2294.10
"Currency","2005/10/04",2291.10
"Currency","2005/10/03",2288.45
"Currency","2005/09/30",2287.00
"Currency","2005/09/29",2290.50
"Currency","2005/09/28",2290.45
"Currency","2005/09/27",2289.70
"Currency","2005/09/26",2288.20
"Currency","2005/09/23",2287.00
"Currency","2005/09/22",2291.00
"Currency","2005/09/21",2291.50
"Currency","2005/09/20",2296.00
"Currency","2005/09/19",2291.00
"Currency","2005/09/16",2300.00
"Currency","2005/09/15",2296.00
"Currency","2005/09/14",2295.00
"Currency","2005/09/13",2292.50
"Currency","2005/09/12",2306.00
"Currency","2005/09/09",2302.00
"Currency","2005/09/08",2302.00
"Currency","2005/09/07",2278.00
"Currency","2005/09/06",2283.50
"Currency","2005/09/05",2292.00
"Currency","2005/09/02",2293.00
"Currency","2005/09/01",2180.20
"Currency","2005/08/31",2302.00
"Currency","2005/08/30",2197.10
"Currency","2005/08/29",2304.00
"Currency","2005/08/26",2305.00
"Currency","2005/08/25",2306.00
"Currency","2005/08/24",2307.00
"Currency","2005/08/23",2304.00
"Currency","2005/08/22",2302.00
"Currency","2005/08/19",2307.00
"Currency","2005/08/18",2307.00
"Currency","2005/08/17",2305.40
"Currency","2005/08/16",2298.45
"Currency","2005/08/15",2306.00
"Currency","2005/08/12",2305.05
"Currency","2005/08/11",2304.50
"Currency","2005/08/10",2312.55
"Currency","2005/08/09",2302.00
"Currency","2005/08/08",2308.75
"Currency","2005/08/05",2306.55
"Currency","2005/08/04",2307.50
"Currency","2005/08/03",2308.45
"Currency","2005/08/02",2308.00
"Currency","2005/08/01",2307.00
"Currency","2005/07/29",2316.90
"Currency","2005/07/28",2309.00
"Currency","2005/07/27",2316.90
"Currency","2005/07/26",2316.95
"Currency","2005/07/25",2317.55
"Currency","2005/07/22",2312.50
"Currency","2005/07/21",2315.00
"Currency","2005/07/20",2312.00
"Currency","2005/07/19",2310.90
"Currency","2005/07/18",2321.10
"Currency","2005/07/15",2331.35
"Currency","2005/07/14",2330.50
"Currency","2005/07/13",2328.10
"Currency","2005/07/12",2325.50
"Currency","2005/07/11",2320.40
"Currency","2005/07/08",2328.00
"Currency","2005/07/07",2333.00
"Currency","2005/07/06",2334.05
"Currency","2005/07/05",2338.50
"Currency","2005/07/04",2325.00
"Currency","2005/07/01",2325.00
"Currency","2005/06/30",2326.00
"Currency","2005/06/29",2327.00
"Currency","2005/06/28",2236.40
"Currency","2005/06/27",2322.00
"Currency","2005/06/24",2321.00
"Currency","2005/06/23",2318.30
"Currency","2005/06/22",2318.50
"Currency","2005/06/21",2314.40
"Currency","2005/06/20",2312.30
"Currency","2005/06/17",2322.00
"Currency","2005/06/16",2319.00
"Currency","2005/06/15",2328.25
"Currency","2005/06/14",2335.00
"Currency","2005/06/13",2345.00
"Currency","2005/06/10",2343.00
"Currency","2005/06/09",2355.00
"Currency","2005/06/08",2355.00
"Currency","2005/06/07",2329.00
"Currency","2005/06/06",2338.00
"Currency","2005/06/03",2333.00
"Currency","2005/06/02",2334.00
"Currency","2005/06/01",2337.00
"Currency","2005/05/31",2337.51
"Currency","2005/05/30",2335.00
"Currency","2005/05/27",2337.00
"Currency","2005/05/26",2330.00
"Currency","2005/05/25",2335.00
"Currency","2005/05/24",2330.00
"Currency","2005/05/23",2324.00
"Currency","2005/05/20",2334.00
"Currency","2005/05/19",2333.00
"Currency","2005/05/18",2338.00
"Currency","2005/05/17",2340.00
"Currency","2005/05/16",2341.00
"Currency","2005/05/13",2345.00
"Currency","2005/05/12",2346.70
"Currency","2005/05/11",2337.00
"Currency","2005/05/10",2338.00
"Currency","2005/05/09",2333.00
"Currency","2005/05/06",2342.00
"Currency","2005/05/05",2341.00
"Currency","2005/05/04",2335.00
"Currency","2005/05/03",2344.00
"Currency","2005/05/02",2349.10
"Currency","2005/04/29",2346.00
"Currency","2005/04/28",2346.50
"Currency","2005/04/27",2337.70
"Currency","2005/04/26",2336.00
"Currency","2005/04/25",2336.00
"Currency","2005/04/22",2343.00
"Currency","2005/04/21",2334.00
"Currency","2005/04/20",2345.50
"Currency","2005/04/19",2350.00
"Currency","2005/04/18",2363.00
"Currency","2005/04/15",2361.00
"Currency","2005/04/14",2350.00
"Currency","2005/04/13",2337.00
"Currency","2005/04/12",2339.00
"Currency","2005/04/11",2330.00
"Currency","2005/04/08",2343.00
"Currency","2005/04/07",2351.00
"Currency","2005/04/06",2359.00
"Currency","2005/04/05",2371.00
"Currency","2005/04/04",2371.00
"Currency","2005/04/01",2373.00
"Currency","2005/03/31",2369.00
"Currency","2005/03/30",2366.00
"Currency","2005/03/29",2398.00
"Currency","2005/03/28",2399.00
"Currency","2005/03/25",2385.00
"Currency","2005/03/24",2385.00
"Currency","2005/03/23",2384.00
"Currency","2005/03/22",2365.00
"Currency","2005/03/21",2365.00
"Currency","2005/03/18",2365.00
"Currency","2005/03/17",2373.50
"Currency","2005/03/16",2291.20
"Currency","2005/03/15",2256.60
"Currency","2005/03/14",2240.10
"Currency","2005/03/11",2240.70
"Currency","2005/03/10",2239.40
"Currency","2005/03/09",2235.20
"Currency","2005/03/08",2222.30
"Currency","2005/03/07",2219.70
"Currency","2005/03/04",2224.10
"Currency","2005/03/03",2343.00
"Currency","2005/03/02",2325.00
"Currency","2005/03/01",2325.00
"Currency","2005/02/28",2328.00
"Currency","2005/02/25",2317.00
"Currency","2005/02/24",2317.00
"Currency","2005/02/23",2311.00
"Currency","2005/02/22",2311.00
"Currency","2005/02/21",2309.00
"Currency","2005/02/18",2318.00
"Currency","2005/02/17",2316.00
"Currency","2005/02/16",2333.00
"Currency","2005/02/15",2330.00
"Currency","2005/02/14",2241.10
"Currency","2005/02/11",2340.00
"Currency","2005/02/10",2341.00
"Currency","2005/02/09",2350.00
"Currency","2005/02/08",2362.00
"Currency","2005/02/07",2363.00
"Currency","2005/02/04",2361.00
"Currency","2005/02/03",2365.00
"Currency","2005/02/02",2363.00
"Currency","2005/02/01",2360.00
"Currency","2005/01/31",2362.00
"Currency","2005/01/28",2369.00
"Currency","2005/01/27",2366.00
"Currency","2005/01/26",2374.00
"Currency","2005/01/25",2374.00
"Currency","2005/01/24",2368.00
"Currency","2005/01/21",2374.00
"Currency","2005/01/20",2376.00
"Currency","2005/01/19",2376.00
"Currency","2005/01/18",2363.00
"Currency","2005/01/17",2394.00
"Currency","2005/01/14",2365.00
"Currency","2005/01/13",2342.00
"Currency","2005/01/12",2333.00
"Currency","2005/01/11",2374.00
"Currency","2005/01/10",2379.00
"Currency","2005/01/07",2379.00
"Currency","2005/01/06",2368.00
"Currency","2005/01/05",2355.00
"Currency","2005/01/04",2310.00
"Currency","2005/01/03",2338.00
"Currency","2004/12/31",2344.30
"Currency","2004/12/30",2350.00
"Currency","2004/12/29",2395.00
"Currency","2004/12/28",2418.00
"Currency","2004/12/27",2397.00
"Currency","2004/12/24",2406.50
"Currency","2004/12/23",2404.00
"Currency","2004/12/22",2402.00
"Currency","2004/12/21",2338.00
"Currency","2004/12/20",2310.00
"Currency","2004/12/17",2354.00
"Currency","2004/12/16",2349.00
"Currency","2004/12/15",2377.00
"Currency","2004/12/14",2378.00
"Currency","2004/12/13",2398.00
"Currency","2004/12/10",2424.00
"Currency","2004/12/09",2454.00
"Currency","2004/12/08",2456.00
"Currency","2004/12/07",2456.00
"Currency","2004/12/06",2453.00
"Currency","2004/12/03",2468.00
"Currency","2004/12/02",2487.00
"Currency","2004/12/01",2473.00
"Currency","2004/11/30",2477.00
"Currency","2004/11/29",2480.00
"Currency","2004/11/26",2474.00
"Currency","2004/11/25",2452.70
"Currency","2004/11/24",2503.00
"Currency","2004/11/23",2503.00
"Currency","2004/11/22",2517.50
"Currency","2004/11/19",2524.00
"Currency","2004/11/18",2517.00
"Currency","2004/11/17",2519.00
"Currency","2004/11/16",2531.00
"Currency","2004/11/15",2483.20
"Currency","2004/11/12",2535.00
"Currency","2004/11/11",2542.00
"Currency","2004/11/10",2547.00
"Currency","2004/11/09",2541.00
"Currency","2004/11/08",2547.00
"Currency","2004/11/05",2535.00
"Currency","2004/11/04",2545.00
"Currency","2004/11/03",2556.00
"Currency","2004/11/02",2566.00
"Currency","2004/11/01",2565.00
"Currency","2004/10/29",2565.00
"Currency","2004/10/28",2586.50
"Currency","2004/10/27",2579.00
"Currency","2004/10/26",2577.00
"Currency","2004/10/25",2580.00
"Currency","2004/10/22",2555.00
"Currency","2004/10/21",2555.00
"Currency","2004/10/20",2560.00
"Currency","2004/10/19",2546.00
"Currency","2004/10/18",2508.00
"Currency","2004/10/15",2503.80
"Currency","2004/10/14",2480.00
"Currency","2004/10/13",2498.30
"Currency","2004/10/12",2498.00
"Currency","2004/10/11",2513.10
"Currency","2004/10/08",2542.90
"Currency","2004/10/07",2540.50
"Currency","2004/10/06",2543.20
"Currency","2004/10/05",2559.20
"Currency","2004/10/04",2575.20
"Currency","2004/10/01",2559.40
"Currency","2004/09/30",2536.30
"Currency","2004/09/29",2539.30
"Currency","2004/09/28",2539.90
"Currency","2004/09/27",2538.50
"Currency","2004/09/24",2526.70
"Currency","2004/09/23",2502.60
"Currency","2004/09/22",2504.70
"Currency","2004/09/21",2481.50
"Currency","2004/09/20",2490.50
"Currency","2004/09/17",2464.40
"Currency","2004/09/16",2480.30
"Currency","2004/09/15",2467.70
"Currency","2004/09/14",2462.80
"Currency","2004/09/13",2483.20
"Currency","2004/09/10",2472.70
"Currency","2004/09/09",2472.30
"Currency","2004/09/08",2485.00
"Currency","2004/09/07",2497.10
"Currency","2004/09/06",2499.40
"Currency","2004/09/03",2503.30
"Currency","2004/09/02",2484.90
"Currency","2004/09/01",2485.70
"Currency","2004/08/31",2482.90
"Currency","2004/08/30",2513.00
"Currency","2004/08/27",2508.00
"Currency","2004/08/26",2509.60
"Currency","2004/08/25",2531.10
"Currency","2004/08/24",2536.80
"Currency","2004/08/23",2540.20
"Currency","2004/08/20",2551.50
"Currency","2004/08/19",2552.10
"Currency","2004/08/18",2552.00
"Currency","2004/08/17",2557.60
"Currency","2004/08/16",2556.10
"Currency","2004/08/13",2555.10
"Currency","2004/08/12",2550.60
"Currency","2004/08/11",2545.40
"Currency","2004/08/10",2538.10
"Currency","2004/08/09",2544.10
"Currency","2004/08/06",2557.00
"Currency","2004/08/05",2556.30
"Currency","2004/08/04",2546.20
"Currency","2004/08/03",2546.70
"Currency","2004/08/02",2556.30
"Currency","2004/07/30",2559.60
"Currency","2004/07/29",2565.80
"Currency","2004/07/28",2580.40
"Currency","2004/07/27",2587.70
"Currency","2004/07/26",2569.20
"Currency","2004/07/23",2564.70
"Currency","2004/07/22",2564.10
"Currency","2004/07/21",2577.30
"Currency","2004/07/20",2580.90
"Currency","2004/07/19",2574.20
"Currency","2004/07/16",2577.30
"Currency","2004/07/15",2602.50
"Currency","2004/07/14",2614.70
"Currency","2004/07/13",2616.80
"Currency","2004/07/12",2613.50
"Currency","2004/07/09",2618.30
"Currency","2004/07/08",2620.50
"Currency","2004/07/07",2616.70
"Currency","2004/07/06",2612.10
"Currency","2004/07/05",2611.70
"Currency","2004/07/02",2621.60
"Currency","2004/07/01",2636.10
"Currency","2004/06/30",2641.20
"Currency","2004/06/29",2642.20
"Currency","2004/06/28",2636.10
"Currency","2004/06/25",2638.70
"Currency","2004/06/24",2650.30
"Currency","2004/06/23",2656.10
"Currency","2004/06/22",2651.70
"Currency","2004/06/21",2652.70
"Currency","2004/06/18",2650.80
"Currency","2004/06/17",2661.70
"Currency","2004/06/16",2670.40
"Currency","2004/06/15",2673.10
"Currency","2004/06/14",2679.90
"Currency","2004/06/11",2673.50
"Currency","2004/06/10",2675.10
"Currency","2004/06/09",2660.30
"Currency","2004/06/08",2660.30
"Currency","2004/06/07",2659.70
"Currency","2004/06/04",2667.70
"Currency","2004/06/03",2666.70
"Currency","2004/06/02",2678.70
"Currency","2004/06/01",2681.20
"Currency","2004/05/31",2727.02
"Currency","2004/05/28",2673.80
"Currency","2004/05/27",2708.10
"Currency","2004/05/26",2690.00
"Currency","2004/05/25",2708.20
"Currency","2004/05/24",2707.60
"Currency","2004/05/21",2711.00
"Currency","2004/05/20",2768.25
"Currency","2004/05/19",2678.90
"Currency","2004/05/18",2662.60
"Currency","2004/05/17",2641.40
"Currency","2004/05/14",2685.50
"Currency","2004/05/13",2672.20
"Currency","2004/05/12",2667.30
"Currency","2004/05/11",2674.40
"Currency","2004/05/10",2654.70
"Currency","2004/05/07",2630.10
"Currency","2004/05/06",2620.40
"Currency","2004/05/05",2604.90
"Currency","2004/05/04",2618.90
"Currency","2004/05/03",2597.30
"Currency","2004/04/30",2597.10
"Currency","2004/04/29",2590.00
"Currency","2004/04/28",2569.10
"Currency","2004/04/27",2560.20
"Currency","2004/04/26",2562.10
"Currency","2004/04/23",2563.80
"Currency","2004/04/22",2565.70
"Currency","2004/04/21",2570.50
"Currency","2004/04/20",2564.60
"Currency","2004/04/19",2561.20
"Currency","2004/04/16",2563.10
"Currency","2004/04/15",2561.70
"Currency","2004/04/14",2582.20
"Currency","2004/04/13",2587.40
"Currency","2004/04/12",2645.05
"Currency","2004/04/09",2656.00
"Currency","2004/04/08",2599.00
"Currency","2004/04/07",2601.40
"Currency","2004/04/06",2610.30
"Currency","2004/04/05",2605.50
"Currency","2004/04/02",2606.50
"Currency","2004/04/01",2621.70
"Currency","2004/03/31",2620.20
"Currency","2004/03/30",2624.70
"Currency","2004/03/29",2620.20
"Currency","2004/03/26",2614.10
"Currency","2004/03/25",2616.00
"Currency","2004/03/24",2607.20
"Currency","2004/03/23",2617.50
"Currency","2004/03/22",2612.80
"Currency","2004/03/19",2609.20
"Currency","2004/03/18",2611.20
"Currency","2004/03/17",2591.00
"Currency","2004/03/16",2590.70
"Currency","2004/03/15",2615.10
"Currency","2004/03/12",2624.40
"Currency","2004/03/11",2629.10
"Currency","2004/03/10",2622.20
"Currency","2004/03/09",2622.70
"Currency","2004/03/08",2614.60
"Currency","2004/03/05",2625.10
"Currency","2004/03/04",2612.50
"Currency","2004/03/03",2612.50
"Currency","2004/03/02",2603.40
"Currency","2004/03/01",2625.70
"Currency","2004/02/27",2641.20
"Currency","2004/02/26",2601.20
"Currency","2004/02/25",2611.80
"Currency","2004/02/24",2597.90
"Currency","2004/02/23",2629.00
"Currency","2004/02/20",2648.20
"Currency","2004/02/19",2638.70
"Currency","2004/02/18",2667.80
"Currency","2004/02/17",2661.90
"Currency","2004/02/16",2666.10
"Currency","2004/02/13",2674.30
"Currency","2004/02/12",2682.80
"Currency","2004/02/11",2683.80
"Currency","2004/02/10",2682.40
"Currency","2004/02/09",2715.40
"Currency","2004/02/06",2698.70
"Currency","2004/02/05",2690.80
"Currency","2004/02/04",2701.80
"Currency","2004/02/03",2701.80
"Currency","2004/02/02",2678.70
"Currency","2004/01/30",2688.30
"Currency","2004/01/29",2690.60
"Currency","2004/01/28",2674.20
"Currency","2004/01/27",2692.20
"Currency","2004/01/26",2710.70
"Currency","2004/01/23",2698.10
"Currency","2004/01/22",2687.00
"Currency","2004/01/21",2676.90
"Currency","2004/01/20",2677.80
"Currency","2004/01/19",2678.10
"Currency","2004/01/16",2680.50
"Currency","2004/01/15",2682.80
"Currency","2004/01/14",2692.80
"Currency","2004/01/13",2714.30
"Currency","2004/01/12",2714.30
"Currency","2004/01/09",2697.70
"Currency","2004/01/08",2702.10
"Currency","2004/01/07",2693.40
"Currency","2004/01/06",2713.00
"Currency","2004/01/05",2718.50
"Currency","2004/01/02",2724.00
"Currency","2004/01/01",2779.70
"Currency","2003/12/31",2693.00
"Currency","2003/12/30",2719.20
"Currency","2003/12/29",2733.50
"Currency","2003/12/26",2795.90
"Currency","2003/12/25",2794.30
"Currency","2003/12/24",2794.30
"Currency","2003/12/23",2752.30
"Currency","2003/12/22",2754.70
"Currency","2003/12/19",2747.50
"Currency","2003/12/18",2741.70
"Currency","2003/12/17",2737.70
"Currency","2003/12/16",2739.00
"Currency","2003/12/15",2754.10
"Currency","2003/12/12",2760.20
"Currency","2003/12/11",2749.50
"Currency","2003/12/10",2763.70
"Currency","2003/12/09",2755.40
"Currency","2003/12/08",2750.60
"Currency","2003/12/05",2751.30
"Currency","2003/12/04",2765.60
"Currency","2003/12/03",2751.80
"Currency","2003/12/02",2765.00
"Currency","2003/12/01",2777.50
"Currency","2003/11/28",2834.40
"Currency","2003/11/27",2834.65
"Currency","2003/11/26",2838.80
"Currency","2003/11/25",2837.50
"Currency","2003/11/24",2843.90
"Currency","2003/11/21",2835.95
"Currency","2003/11/20",2845.50
"Currency","2003/11/19",2826.55
"Currency","2003/11/18",2833.35
"Currency","2003/11/17",2837.50
"Currency","2003/11/14",2836.15
"Currency","2003/11/13",2845.25
"Currency","2003/11/12",2853.50
"Currency","2003/11/11",2839.85
"Currency","2003/11/10",2837.95
"Currency","2003/11/07",2843.75
"Currency","2003/11/06",2850.10
"Currency","2003/11/05",2858.55
"Currency","2003/11/04",2864.50
"Currency","2003/11/03",2876.10
"Currency","2003/10/31",2876.10
"Currency","2003/10/30",2886.00
"Currency","2003/10/29",2880.40
"Currency","2003/10/28",2875.95
"Currency","2003/10/27",2885.60
"Currency","2003/10/24",2862.00
"Currency","2003/10/23",2865.00
"Currency","2003/10/22",2877.85
"Currency","2003/10/21",2862.35
"Currency","2003/10/20",2867.90
"Currency","2003/10/17",2860.90
"Currency","2003/10/16",2861.90
"Currency","2003/10/15",2874.05
"Currency","2003/10/14",2877.40
"Currency","2003/10/13",2865.00
"Currency","2003/10/10",2865.90
"Currency","2003/10/09",2867.90
"Currency","2003/10/08",2887.85
"Currency","2003/10/07",2884.50
"Currency","2003/10/06",2864.85
"Currency","2003/10/03",2882.02
"Currency","2003/10/02",2901.50
"Currency","2003/10/01",2907.10
"Currency","2003/09/30",2899.75
"Currency","2003/09/29",2884.50
"Currency","2003/09/26",2887.50
"Currency","2003/09/25",2873.05
"Currency","2003/09/24",2873.80
"Currency","2003/09/23",2867.05
"Currency","2003/09/22",2867.85
"Currency","2003/09/19",2852.50
"Currency","2003/09/18",2843.50
"Currency","2003/09/17",2824.25
"Currency","2003/09/16",2824.00
"Currency","2003/09/15",2825.65
"Currency","2003/09/12",2824.85
"Currency","2003/09/11",2828.20
"Currency","2003/09/10",2829.55
"Currency","2003/09/09",2827.50
"Currency","2003/09/08",2813.75
"Currency","2003/09/05",2828.65
"Currency","2003/09/04",2817.30
"Currency","2003/09/03",2824.55
"Currency","2003/09/02",2836.02
"Currency","2003/09/01",2830.75
"Currency","2003/08/29",2828.35
"Currency","2003/08/28",2848.00
"Currency","2003/08/27",2847.00
"Currency","2003/08/26",2854.50
"Currency","2003/08/25",2851.35
"Currency","2003/08/22",2841.80
"Currency","2003/08/21",2847.05
"Currency","2003/08/20",2853.35
"Currency","2003/08/19",2863.50
"Currency","2003/08/18",2861.50
"Currency","2003/08/15",2861.50
"Currency","2003/08/14",2859.60
"Currency","2003/08/13",2869.55
"Currency","2003/08/12",2868.07
"Currency","2003/08/11",2867.00
"Currency","2003/08/08",2877.00
"Currency","2003/08/07",2876.00
"Currency","2003/08/06",2876.80
"Currency","2003/08/05",2894.57
"Currency","2003/08/04",2904.10
"Currency","2003/08/01",2893.95
"Currency","2003/07/31",2884.00
"Currency","2003/07/30",2877.85
"Currency","2003/07/29",2881.00
"Currency","2003/07/28",2873.02
"Currency","2003/07/25",2893.10
"Currency","2003/07/24",2892.35
"Currency","2003/07/23",2884.30
"Currency","2003/07/22",2883.60
"Currency","2003/07/21",2876.00
"Currency","2003/07/18",2883.00
"Currency","2003/07/17",2878.75
"Currency","2003/07/16",2895.00
"Currency","2003/07/15",2887.10
"Currency","2003/07/14",2871.50
"Currency","2003/07/11",2862.00
"Currency","2003/07/10",2854.50
"Currency","2003/07/09",2849.75
"Currency","2003/07/08",2853.75
"Currency","2003/07/07",2834.50
"Currency","2003/07/04",2817.30
"Currency","2003/07/03",2818.00
"Currency","2003/07/02",2816.15
"Currency","2003/07/01",2814.30
"Currency","2003/06/30",2817.00
"Currency","2003/06/27",2817.50
"Currency","2003/06/26",2812.55
"Currency","2003/06/25",2807.25
"Currency","2003/06/24",2808.50
"Currency","2003/06/23",2817.00
"Currency","2003/06/20",2820.00
"Currency","2003/06/19",2829.00
"Currency","2003/06/18",2828.50
"Currency","2003/06/17",2826.05
"Currency","2003/06/16",2829.00
"Currency","2003/06/13",2817.35
"Currency","2003/06/12",2822.50
"Currency","2003/06/11",2829.75
"Currency","2003/06/10",2821.65
"Currency","2003/06/09",2814.05
"Currency","2003/06/06",2817.05
"Currency","2003/06/05",2832.05
"Currency","2003/06/04",2843.50
"Currency","2003/06/03",2852.00
"Currency","2003/06/02",2846.00
"Currency","2003/05/30",2847.50
"Currency","2003/05/29",2860.50
"Currency","2003/05/28",2854.80
"Currency","2003/05/27",2867.50
"Currency","2003/05/26",2852.50
"Currency","2003/05/23",2853.10
"Currency","2003/05/22",2889.25
"Currency","2003/05/21",2912.00
"Currency","2003/05/20",2910.50
"Currency","2003/05/19",2884.50
"Currency","2003/05/16",2854.40
"Currency","2003/05/15",2806.50
"Currency","2003/05/14",2842.00
"Currency","2003/05/13",2797.10
"Currency","2003/05/12",2826.25
"Currency","2003/05/09",2842.00
"Currency","2003/05/08",2846.00
"Currency","2003/05/07",2860.25
"Currency","2003/05/06",2863.90
"Currency","2003/05/05",2858.75
"Currency","2003/05/02",2863.00
"Currency","2003/05/01",2870.50
"Currency","2003/04/30",2869.55
"Currency","2003/04/29",2874.00
"Currency","2003/04/28",2883.40
"Currency","2003/04/25",2911.25
"Currency","2003/04/24",2911.00
"Currency","2003/04/23",2911.00
"Currency","2003/04/22",2916.35
"Currency","2003/04/21",2919.40
"Currency","2003/04/18",2919.00
"Currency","2003/04/17",2919.00
"Currency","2003/04/16",2919.00
"Currency","2003/04/15",2917.25
"Currency","2003/04/14",2923.65
"Currency","2003/04/11",2931.75
"Currency","2003/04/10",2914.95
"Currency","2003/04/09",2915.75
"Currency","2003/04/08",2934.02
"Currency","2003/04/07",2941.57
"Currency","2003/04/04",2942.50
"Currency","2003/04/03",2945.75
"Currency","2003/04/02",2953.35
"Currency","2003/04/01",2958.30
"Currency","2003/03/31",2958.75
"Currency","2003/03/28",2958.00
"Currency","2003/03/27",2958.00
"Currency","2003/03/26",2958.75
"Currency","2003/03/25",2962.00
"Currency","2003/03/24",2961.00
"Currency","2003/03/21",2958.25
"Currency","2003/03/20",2955.30
"Currency","2003/03/19",2955.00
"Currency","2003/03/18",2957.25
"Currency","2003/03/17",2955.55
"Currency","2003/03/14",2958.00
"Currency","2003/03/13",2957.60
"Currency","2003/03/12",2959.70
"Currency","2003/03/11",2963.50
"Currency","2003/03/10",2963.20
"Currency","2003/03/07",2961.95
"Currency","2003/03/06",2959.70
"Currency","2003/03/05",2960.25
"Currency","2003/03/04",2958.25
"Currency","2003/03/03",2962.45
"Currency","2003/02/28",2962.55
"Currency","2003/02/27",2957.50
"Currency","2003/02/26",2952.00
"Currency","2003/02/25",2945.00
"Currency","2003/02/24",2949.70
"Currency","2003/02/21",2943.50
"Currency","2003/02/20",2937.30
"Currency","2003/02/19",2935.50
"Currency","2003/02/18",2941.00
"Currency","2003/02/17",2922.50
"Currency","2003/02/14",2933.00
"Currency","2003/02/13",2962.50
"Currency","2003/02/12",2962.50
"Currency","2003/02/11",2958.05
"Currency","2003/02/10",2968.00
"Currency","2003/02/07",2962.75
"Currency","2003/02/06",2958.00
"Currency","2003/02/05",2963.05
"Currency","2003/02/04",2959.25
"Currency","2003/02/03",2964.00
"Currency","2003/01/31",2947.50
"Currency","2003/01/30",2938.75
"Currency","2003/01/29",2936.45
"Currency","2003/01/28",2935.45
"Currency","2003/01/27",2977.95
"Currency","2003/01/24",2933.50
