"Indicator","Time","Value (USD/BIF)"
"Currency","2010/02/26",1225.00
"Currency","2010/02/25",1224.50
"Currency","2010/02/24",1228.50
"Currency","2010/02/23",1227.50
"Currency","2010/02/22",1227.50
"Currency","2010/02/19",1225.00
"Currency","2010/02/18",1225.00
"Currency","2010/02/17",1225.00
"Currency","2010/02/16",1225.00
"Currency","2010/02/15",1226.00
"Currency","2010/02/12",1226.00
"Currency","2010/02/11",1226.00
"Currency","2010/02/10",1225.00
"Currency","2010/02/09",1225.00
"Currency","2010/02/08",1224.50
"Currency","2010/02/05",1228.50
"Currency","2010/02/04",1227.50
"Currency","2010/02/03",1228.50
"Currency","2010/02/02",1227.50
"Currency","2010/02/01",1228.50
"Currency","2010/01/29",1227.50
"Currency","2010/01/28",1224.50
"Currency","2010/01/27",1234.50
"Currency","2010/01/26",1240.50
"Currency","2010/01/25",1240.50
"Currency","2010/01/22",1240.50
"Currency","2010/01/21",1240.50
"Currency","2010/01/20",1240.50
"Currency","2010/01/19",1240.50
"Currency","2010/01/18",1240.50
"Currency","2010/01/15",1240.50
"Currency","2010/01/14",1240.50
"Currency","2010/01/13",1240.50
"Currency","2010/01/12",1240.50
"Currency","2010/01/11",1240.50
"Currency","2010/01/08",1240.50
"Currency","2010/01/07",1240.50
"Currency","2010/01/06",1240.50
"Currency","2010/01/05",1241.00
"Currency","2010/01/04",1240.00
"Currency","2010/01/01",1240.50
"Currency","2009/12/31",1241.00
"Currency","2009/12/30",1240.00
"Currency","2009/12/29",1240.00
"Currency","2009/12/28",1241.00
"Currency","2009/12/25",1239.50
"Currency","2009/12/24",1239.50
"Currency","2009/12/23",1239.50
"Currency","2009/12/22",1240.00
"Currency","2009/12/21",1240.00
"Currency","2009/12/18",1241.00
"Currency","2009/12/17",1241.00
"Currency","2009/12/16",1240.00
"Currency","2009/12/15",1240.00
"Currency","2009/12/14",1240.00
"Currency","2009/12/11",1241.00
"Currency","2009/12/10",1241.00
"Currency","2009/12/09",1240.00
"Currency","2009/12/08",1240.00
"Currency","2009/12/07",1240.00
"Currency","2009/12/04",1239.50
"Currency","2009/12/03",1241.00
"Currency","2009/12/02",1235.00
"Currency","2009/12/01",1235.00
"Currency","2009/11/30",1236.00
"Currency","2009/11/27",1235.00
"Currency","2009/11/26",1236.00
"Currency","2009/11/25",1235.00
"Currency","2009/11/24",1236.00
"Currency","2009/11/23",1236.00
"Currency","2009/11/20",1225.00
"Currency","2009/11/19",1226.00
"Currency","2009/11/18",1226.00
"Currency","2009/11/17",1225.00
"Currency","2009/11/16",1225.00
"Currency","2009/11/13",1225.00
"Currency","2009/11/12",1225.00
"Currency","2009/11/11",1226.00
"Currency","2009/11/10",1224.50
"Currency","2009/11/09",1224.50
"Currency","2009/11/06",1224.50
"Currency","2009/11/05",1224.50
"Currency","2009/11/04",1224.50
"Currency","2009/11/03",1224.50
"Currency","2009/11/02",1224.50
"Currency","2009/10/30",1224.50
"Currency","2009/10/29",1224.50
"Currency","2009/10/28",1224.50
"Currency","2009/10/27",1224.50
"Currency","2009/10/26",1224.50
"Currency","2009/10/23",1224.50
"Currency","2009/10/22",1224.50
"Currency","2009/10/21",1224.50
"Currency","2009/10/20",1224.50
"Currency","2009/10/19",1224.50
"Currency","2009/10/16",1224.50
"Currency","2009/10/15",1224.50
"Currency","2009/10/14",1224.50
"Currency","2009/10/13",1224.50
"Currency","2009/10/12",1224.50
"Currency","2009/10/09",1224.50
"Currency","2009/10/08",1225.00
"Currency","2009/10/07",1240.00
"Currency","2009/10/06",1240.00
"Currency","2009/10/05",1240.00
"Currency","2009/10/02",1240.00
"Currency","2009/10/01",1241.00
"Currency","2009/09/30",1240.00
"Currency","2009/09/29",1241.00
"Currency","2009/09/28",1240.00
"Currency","2009/09/25",1241.00
"Currency","2009/09/24",1240.00
"Currency","2009/09/23",1241.00
"Currency","2009/09/22",1240.00
"Currency","2009/09/21",1231.00
"Currency","2009/09/18",1231.00
"Currency","2009/09/17",1230.00
"Currency","2009/09/16",1230.00
"Currency","2009/09/15",1230.00
"Currency","2009/09/14",1230.00
"Currency","2009/09/11",1231.00
"Currency","2009/09/10",1231.00
"Currency","2009/09/09",1230.00
"Currency","2009/09/08",1230.00
"Currency","2009/09/07",1231.00
"Currency","2009/09/04",1231.00
"Currency","2009/09/03",1230.00
"Currency","2009/09/02",1231.00
"Currency","2009/09/01",1230.00
"Currency","2009/08/31",1236.00
"Currency","2009/08/28",1236.00
"Currency","2009/08/27",1235.00
"Currency","2009/08/26",1236.00
"Currency","2009/08/25",1235.00
"Currency","2009/08/24",1235.00
"Currency","2009/08/21",1235.00
"Currency","2009/08/20",1235.00
"Currency","2009/08/19",1236.00
"Currency","2009/08/18",1230.00
"Currency","2009/08/17",1230.00
"Currency","2009/08/14",1206.50
"Currency","2009/08/13",1207.00
"Currency","2009/08/12",1207.00
"Currency","2009/08/11",1207.00
"Currency","2009/08/10",1207.00
"Currency","2009/08/07",1206.50
"Currency","2009/08/06",1232.50
"Currency","2009/08/05",1232.50
"Currency","2009/08/04",1232.50
"Currency","2009/08/03",1232.50
"Currency","2009/07/31",1232.50
"Currency","2009/07/30",1232.50
"Currency","2009/07/29",1232.50
"Currency","2009/07/28",1232.50
"Currency","2009/07/27",1232.50
"Currency","2009/07/24",1232.50
"Currency","2009/07/23",1232.50
"Currency","2009/07/22",1232.50
"Currency","2009/07/21",1229.50
"Currency","2009/07/20",1208.50
"Currency","2009/07/17",1208.50
"Currency","2009/07/16",1208.50
"Currency","2009/07/15",1208.50
"Currency","2009/07/14",1208.50
"Currency","2009/07/13",1208.50
"Currency","2009/07/10",1208.50
"Currency","2009/07/09",1208.50
"Currency","2009/07/08",1208.50
"Currency","2009/07/07",1209.00
"Currency","2009/07/06",1211.00
"Currency","2009/07/03",1211.00
"Currency","2009/07/02",1213.10
"Currency","2009/07/01",1213.10
"Currency","2009/06/30",1212.50
"Currency","2009/06/29",1213.10
"Currency","2009/06/26",1213.10
"Currency","2009/06/25",1213.10
"Currency","2009/06/24",1224.50
"Currency","2009/06/23",1225.50
"Currency","2009/06/22",1225.00
"Currency","2009/06/19",1213.10
"Currency","2009/06/18",1213.10
"Currency","2009/06/17",1213.10
"Currency","2009/06/16",1226.00
"Currency","2009/06/15",1213.10
"Currency","2009/06/12",1226.00
"Currency","2009/06/11",1213.10
"Currency","2009/06/10",1213.10
"Currency","2009/06/09",1212.50
"Currency","2009/06/08",1213.10
"Currency","2009/06/05",1224.50
"Currency","2009/06/04",1212.50
"Currency","2009/06/03",1212.50
"Currency","2009/06/02",1226.00
"Currency","2009/06/01",1225.00
"Currency","2009/05/29",1212.50
"Currency","2009/05/28",1212.50
"Currency","2009/05/27",1225.00
"Currency","2009/05/26",1225.00
"Currency","2009/05/25",1224.50
"Currency","2009/05/22",1212.50
"Currency","2009/05/21",1212.50
"Currency","2009/05/20",1224.50
"Currency","2009/05/19",1212.50
"Currency","2009/05/18",1225.00
"Currency","2009/05/15",1212.50
"Currency","2009/05/14",1212.50
"Currency","2009/05/13",1226.00
"Currency","2009/05/12",1212.50
"Currency","2009/05/11",1212.50
"Currency","2009/05/08",1212.50
"Currency","2009/05/07",1241.00
"Currency","2009/05/06",1212.50
"Currency","2009/05/05",1239.50
"Currency","2009/05/04",1212.50
"Currency","2009/05/01",1239.50
"Currency","2009/04/30",1212.50
"Currency","2009/04/29",1212.50
"Currency","2009/04/28",1212.50
"Currency","2009/04/27",1212.45
"Currency","2009/04/24",1212.45
"Currency","2009/04/23",1240.50
"Currency","2009/04/22",1212.50
"Currency","2009/04/21",1240.50
"Currency","2009/04/20",1212.45
"Currency","2009/04/17",1212.45
"Currency","2009/04/16",1240.00
"Currency","2009/04/15",1212.45
"Currency","2009/04/14",1241.00
"Currency","2009/04/13",1214.25
"Currency","2009/04/10",1216.25
"Currency","2009/04/09",1216.25
"Currency","2009/04/08",1216.25
"Currency","2009/04/07",1216.25
"Currency","2009/04/06",1240.00
"Currency","2009/04/03",1216.25
"Currency","2009/04/02",1216.25
"Currency","2009/04/01",1216.25
"Currency","2009/03/31",1216.25
"Currency","2009/03/30",1240.00
"Currency","2009/03/27",1240.00
"Currency","2009/03/26",1240.00
"Currency","2009/03/25",1240.50
"Currency","2009/03/24",1227.50
"Currency","2009/03/23",1216.50
"Currency","2009/03/20",1216.50
"Currency","2009/03/19",1216.50
"Currency","2009/03/18",1216.50
"Currency","2009/03/17",1225.00
"Currency","2009/03/16",1217.50
"Currency","2009/03/13",1217.50
"Currency","2009/03/12",1224.50
"Currency","2009/03/11",1230.50
"Currency","2009/03/10",1229.50
"Currency","2009/03/09",1217.50
"Currency","2009/03/06",1217.50
"Currency","2009/03/05",1231.00
"Currency","2009/03/04",1217.50
"Currency","2009/03/03",1214.50
"Currency","2009/03/02",1215.00
"Currency","2009/02/27",1215.00
"Currency","2009/02/26",1230.00
"Currency","2009/02/25",1230.00
"Currency","2009/02/24",1215.00
"Currency","2009/02/23",1221.00
"Currency","2009/02/20",1214.50
"Currency","2009/02/19",1221.00
"Currency","2009/02/18",1211.00
"Currency","2009/02/17",1211.00
"Currency","2009/02/16",1211.00
"Currency","2009/02/13",1228.50
"Currency","2009/02/12",1211.00
"Currency","2009/02/11",1210.50
"Currency","2009/02/10",1211.50
"Currency","2009/02/09",1211.50
"Currency","2009/02/06",1211.50
"Currency","2009/02/05",1211.50
"Currency","2009/02/04",1220.00
"Currency","2009/02/03",1235.00
"Currency","2009/02/02",1235.00
"Currency","2009/01/30",1220.00
"Currency","2009/01/29",1220.00
"Currency","2009/01/28",1220.00
"Currency","2009/01/27",1220.00
"Currency","2009/01/26",1220.00
"Currency","2009/01/23",1233.50
"Currency","2009/01/22",1232.50
"Currency","2009/01/21",1235.50
"Currency","2009/01/20",1216.50
"Currency","2009/01/19",1216.50
"Currency","2009/01/16",1216.50
"Currency","2009/01/15",1216.50
"Currency","2009/01/14",1217.00
"Currency","2009/01/13",1232.50
"Currency","2009/01/12",1216.50
"Currency","2009/01/09",1235.00
"Currency","2009/01/08",1233.50
"Currency","2009/01/07",1232.50
"Currency","2009/01/06",1216.50
"Currency","2009/01/05",1216.50
"Currency","2009/01/02",1236.00
"Currency","2009/01/01",1213.00
"Currency","2008/12/31",1213.00
"Currency","2008/12/30",1236.00
"Currency","2008/12/29",1235.00
"Currency","2008/12/26",1213.00
"Currency","2008/12/25",1233.00
"Currency","2008/12/24",1233.00
"Currency","2008/12/23",1213.00
"Currency","2008/12/22",1235.00
"Currency","2008/12/19",1213.00
"Currency","2008/12/18",1217.10
"Currency","2008/12/17",1217.10
"Currency","2008/12/16",1217.10
"Currency","2008/12/15",1216.10
"Currency","2008/12/12",1210.50
"Currency","2008/12/11",1227.50
"Currency","2008/12/10",1230.00
"Currency","2008/12/09",1250.00
"Currency","2008/12/08",1220.10
"Currency","2008/12/05",1250.00
"Currency","2008/12/04",1220.15
"Currency","2008/12/03",1220.15
"Currency","2008/12/02",1201.00
"Currency","2008/12/01",1228.00
"Currency","2008/11/28",1225.00
"Currency","2008/11/27",1201.00
"Currency","2008/11/26",1201.00
"Currency","2008/11/25",1201.00
"Currency","2008/11/24",1201.00
"Currency","2008/11/21",1219.00
"Currency","2008/11/20",1220.00
"Currency","2008/11/19",1200.75
"Currency","2008/11/18",1200.50
"Currency","2008/11/17",1196.00
"Currency","2008/11/14",1196.00
"Currency","2008/11/13",1196.00
"Currency","2008/11/12",1196.00
"Currency","2008/11/11",1195.50
"Currency","2008/11/10",1196.00
"Currency","2008/11/07",1196.00
"Currency","2008/11/06",1196.00
"Currency","2008/11/05",1193.00
"Currency","2008/11/04",1193.00
"Currency","2008/11/03",1193.00
"Currency","2008/10/31",1193.00
"Currency","2008/10/30",1174.00
"Currency","2008/10/29",1202.00
"Currency","2008/10/28",1174.00
"Currency","2008/10/27",1174.00
"Currency","2008/10/24",1174.00
"Currency","2008/10/23",1174.00
"Currency","2008/10/22",1174.00
"Currency","2008/10/21",1170.75
"Currency","2008/10/20",1200.00
"Currency","2008/10/17",1199.50
"Currency","2008/10/16",1201.00
"Currency","2008/10/15",1170.75
"Currency","2008/10/14",1170.75
"Currency","2008/10/13",1196.50
"Currency","2008/10/10",1170.75
"Currency","2008/10/09",1170.75
"Currency","2008/10/08",1200.00
"Currency","2008/10/07",1169.50
"Currency","2008/10/06",1170.25
"Currency","2008/10/03",1170.25
"Currency","2008/10/02",1170.25
"Currency","2008/10/01",1166.25
"Currency","2008/09/30",1166.25
"Currency","2008/09/29",1165.50
"Currency","2008/09/26",1166.25
"Currency","2008/09/25",1200.00
"Currency","2008/09/24",1200.00
"Currency","2008/09/23",1166.25
"Currency","2008/09/22",1173.00
"Currency","2008/09/19",1173.00
"Currency","2008/09/18",1166.25
"Currency","2008/09/17",1162.25
"Currency","2008/09/16",1162.25
"Currency","2008/09/15",1177.00
"Currency","2008/09/12",1177.00
"Currency","2008/09/11",1160.25
"Currency","2008/09/10",1177.00
"Currency","2008/09/09",1165.50
"Currency","2008/09/08",1179.50
"Currency","2008/09/05",1174.50
"Currency","2008/09/04",1178.00
"Currency","2008/09/03",1186.50
"Currency","2008/09/02",1185.00
"Currency","2008/09/01",1166.25
"Currency","2008/08/29",1165.50
"Currency","2008/08/28",1166.25
"Currency","2008/08/27",1185.00
"Currency","2008/08/26",1166.25
"Currency","2008/08/25",1170.25
"Currency","2008/08/22",1170.25
"Currency","2008/08/21",1170.25
"Currency","2008/08/20",1188.00
"Currency","2008/08/19",1170.25
"Currency","2008/08/18",1188.00
"Currency","2008/08/15",1170.25
"Currency","2008/08/14",1186.50
"Currency","2008/08/13",1170.25
"Currency","2008/08/12",1189.00
"Currency","2008/08/11",1199.00
"Currency","2008/08/08",1199.50
"Currency","2008/08/07",1196.50
"Currency","2008/08/06",1183.00
"Currency","2008/08/05",1183.00
"Currency","2008/08/04",1185.00
"Currency","2008/08/01",1169.50
"Currency","2008/07/31",1185.00
"Currency","2008/07/30",1185.00
"Currency","2008/07/29",1186.00
"Currency","2008/07/28",1186.00
"Currency","2008/07/25",1180.00
"Currency","2008/07/24",1180.00
"Currency","2008/07/23",1182.00
"Currency","2008/07/22",1170.25
"Currency","2008/07/21",1187.50
"Currency","2008/07/18",1185.00
"Currency","2008/07/17",1170.25
"Currency","2008/07/16",1186.00
"Currency","2008/07/15",1190.00
"Currency","2008/07/14",1171.00
"Currency","2008/07/11",1167.00
"Currency","2008/07/10",1166.50
"Currency","2008/07/09",1187.00
"Currency","2008/07/08",1167.00
"Currency","2008/07/07",1195.00
"Currency","2008/07/04",1189.50
"Currency","2008/07/03",1200.00
"Currency","2008/07/02",1176.80
"Currency","2008/07/01",1176.80
"Currency","2008/06/30",1200.00
"Currency","2008/06/27",1197.50
"Currency","2008/06/26",1190.00
"Currency","2008/06/25",1180.50
"Currency","2008/06/24",1180.00
"Currency","2008/06/23",1180.00
"Currency","2008/06/20",1183.00
"Currency","2008/06/19",1184.50
"Currency","2008/06/18",1163.00
"Currency","2008/06/17",1185.00
"Currency","2008/06/16",1185.00
"Currency","2008/06/13",1190.00
"Currency","2008/06/12",1184.50
"Currency","2008/06/11",1180.00
"Currency","2008/06/10",1180.00
"Currency","2008/06/09",1181.00
"Currency","2008/06/06",1182.00
"Currency","2008/06/05",1181.00
"Currency","2008/06/04",1181.32
"Currency","2008/06/03",1173.53
"Currency","2008/06/02",1175.00
"Currency","2008/05/30",1179.45
"Currency","2008/05/29",1173.99
"Currency","2008/05/28",1194.00
"Currency","2008/05/27",1196.00
"Currency","2008/05/26",1200.00
"Currency","2008/05/23",1200.00
"Currency","2008/05/22",1182.00
"Currency","2008/05/21",1185.00
"Currency","2008/05/20",1187.82
"Currency","2008/05/19",1175.00
"Currency","2008/05/16",1180.00
"Currency","2008/05/15",1178.00
"Currency","2008/05/14",1181.50
"Currency","2008/05/13",1183.50
"Currency","2008/05/12",1171.00
"Currency","2008/05/09",1159.50
"Currency","2008/05/08",1162.50
"Currency","2008/05/07",1163.00
"Currency","2008/05/06",1167.00
"Currency","2008/05/05",1152.00
"Currency","2008/05/02",1160.50
"Currency","2008/05/01",1167.50
"Currency","2008/04/30",1168.00
"Currency","2008/04/29",1167.50
"Currency","2008/04/28",1169.50
"Currency","2008/04/25",1158.00
"Currency","2008/04/24",1160.00
"Currency","2008/04/23",1160.00
"Currency","2008/04/22",1174.06
"Currency","2008/04/21",1162.50
"Currency","2008/04/18",1165.00
"Currency","2008/04/17",1170.00
"Currency","2008/04/16",1165.00
"Currency","2008/04/15",1167.50
"Currency","2008/04/14",1167.50
"Currency","2008/04/11",1172.50
"Currency","2008/04/10",1173.50
"Currency","2008/04/09",1173.50
"Currency","2008/04/08",1178.50
"Currency","2008/04/07",1179.27
"Currency","2008/04/04",1178.36
"Currency","2008/04/03",1177.65
"Currency","2008/04/02",1178.50
"Currency","2008/04/01",1179.17
"Currency","2008/03/31",1177.50
"Currency","2008/03/28",1178.15
"Currency","2008/03/27",1178.50
"Currency","2008/03/26",1178.50
"Currency","2008/03/25",1178.50
"Currency","2008/03/24",1183.50
"Currency","2008/03/21",1183.50
"Currency","2008/03/20",1184.40
"Currency","2008/03/19",1182.50
"Currency","2008/03/18",1179.50
"Currency","2008/03/17",1180.65
"Currency","2008/03/14",1181.50
"Currency","2008/03/13",1175.50
"Currency","2008/03/12",1139.50
"Currency","2008/03/11",1139.50
"Currency","2008/03/10",1140.00
"Currency","2008/03/07",1169.44
"Currency","2008/03/06",1169.44
"Currency","2008/03/05",1140.00
"Currency","2008/03/04",1140.00
"Currency","2008/03/03",1140.00
"Currency","2008/02/29",1140.00
"Currency","2008/02/28",1140.00
"Currency","2008/02/27",1140.00
"Currency","2008/02/26",1163.28
"Currency","2008/02/25",1140.00
"Currency","2008/02/22",1140.00
"Currency","2008/02/21",1140.00
"Currency","2008/02/20",1140.00
"Currency","2008/02/19",1140.00
"Currency","2008/02/18",1162.75
"Currency","2008/02/15",1140.00
"Currency","2008/02/14",1140.00
"Currency","2008/02/13",1140.00
"Currency","2008/02/12",1140.00
"Currency","2008/02/11",1140.00
"Currency","2008/02/08",1140.00
"Currency","2008/02/07",1140.00
"Currency","2008/02/06",1140.00
"Currency","2008/02/05",1140.00
"Currency","2008/02/04",1140.00
"Currency","2008/02/01",1140.00
"Currency","2008/01/31",1154.50
