"Indicator","Time","Value (USD/BIF)"
"Currency","2013/04/23",1557.54
"Currency","2013/04/22",1558.23
"Currency","2013/04/19",1559.36
"Currency","2013/04/18",1576.00
"Currency","2013/04/17",1576.00
"Currency","2013/04/16",1576.00
"Currency","2013/04/15",1576.00
"Currency","2013/04/12",1576.00
"Currency","2013/04/11",1577.00
"Currency","2013/04/10",1576.00
"Currency","2013/04/09",1576.00
"Currency","2013/04/08",1576.00
"Currency","2013/04/05",1576.00
"Currency","2013/04/04",1570.50
"Currency","2013/04/03",1580.00
"Currency","2013/04/02",1576.00
"Currency","2013/04/01",1576.00
"Currency","2013/03/29",1576.00
"Currency","2013/03/28",1576.00
"Currency","2013/03/27",1576.00
"Currency","2013/03/26",1576.00
"Currency","2013/03/25",1576.00
"Currency","2013/03/22",1576.00
"Currency","2013/03/21",1576.00
"Currency","2013/03/20",1576.00
"Currency","2013/03/19",1576.00
"Currency","2013/03/18",1589.00
"Currency","2013/03/15",1575.00
"Currency","2013/03/14",1576.00
"Currency","2013/03/13",1572.98
"Currency","2013/03/12",1612.39
"Currency","2013/03/11",1612.39
"Currency","2013/03/08",1572.98
"Currency","2013/03/07",1572.68
"Currency","2013/03/06",1572.17
"Currency","2013/03/05",1571.41
"Currency","2013/03/04",1569.20
"Currency","2013/03/01",1520.00
"Currency","2013/02/28",1528.00
"Currency","2013/02/27",1535.00
"Currency","2013/02/26",1543.00
"Currency","2013/02/25",1575.00
"Currency","2013/02/22",1555.00
"Currency","2013/02/21",1576.00
"Currency","2013/02/20",1576.00
"Currency","2013/02/19",1583.00
"Currency","2013/02/18",1576.00
"Currency","2013/02/15",1555.00
"Currency","2013/02/14",1555.00
"Currency","2013/02/13",1555.00
"Currency","2013/02/12",1576.00
"Currency","2013/02/11",1576.00
"Currency","2013/02/08",1555.00
"Currency","2013/02/07",1576.00
"Currency","2013/02/06",1583.00
"Currency","2013/02/05",1555.00
"Currency","2013/02/04",1570.00
"Currency","2013/02/01",1576.00
"Currency","2013/01/31",1576.00
"Currency","2013/01/30",1576.00
"Currency","2013/01/29",1576.00
"Currency","2013/01/28",1529.61
"Currency","2013/01/25",1515.01
"Currency","2013/01/24",1510.00
"Currency","2013/01/23",1495.00
"Currency","2013/01/22",1515.07
"Currency","2013/01/21",1515.01
"Currency","2013/01/18",1493.00
"Currency","2013/01/17",1515.03
"Currency","2013/01/16",1515.97
"Currency","2013/01/15",1524.61
"Currency","2013/01/14",1516.90
"Currency","2013/01/11",1517.50
"Currency","2013/01/10",1515.01
"Currency","2013/01/09",1515.01
"Currency","2013/01/08",1492.00
"Currency","2013/01/07",1498.00
"Currency","2013/01/04",1505.00
"Currency","2013/01/03",1510.00
"Currency","2013/01/02",1517.00
"Currency","2013/01/01",1530.00
"Currency","2012/12/31",1530.00
"Currency","2012/12/28",1537.00
"Currency","2012/12/27",1538.00
"Currency","2012/12/26",1533.00
"Currency","2012/12/25",1538.00
"Currency","2012/12/24",1538.00
"Currency","2012/12/21",1535.00
"Currency","2012/12/20",1535.00
"Currency","2012/12/19",1525.00
"Currency","2012/12/18",1516.00
"Currency","2012/12/17",1522.00
"Currency","2012/12/14",1529.00
"Currency","2012/12/13",1504.00
"Currency","2012/12/12",1480.00
"Currency","2012/12/11",1486.00
"Currency","2012/12/10",1520.75
"Currency","2012/12/07",1488.00
"Currency","2012/12/06",1515.01
"Currency","2012/12/05",1515.02
"Currency","2012/12/04",1519.11
"Currency","2012/12/03",1515.01
"Currency","2012/11/30",1495.00
"Currency","2012/11/29",1515.01
"Currency","2012/11/28",1515.01
"Currency","2012/11/27",1516.00
"Currency","2012/11/26",1535.50
"Currency","2012/11/23",1516.12
"Currency","2012/11/22",1516.00
"Currency","2012/11/21",1515.01
"Currency","2012/11/20",1514.10
"Currency","2012/11/19",1460.00
"Currency","2012/11/16",1486.89
"Currency","2012/11/15",1485.24
"Currency","2012/11/14",1485.01
"Currency","2012/11/13",1485.01
"Currency","2012/11/12",1485.01
"Currency","2012/11/09",1485.95
"Currency","2012/11/08",1485.01
"Currency","2012/11/07",1484.95
"Currency","2012/11/06",1485.24
"Currency","2012/11/05",1486.00
"Currency","2012/11/02",1492.99
"Currency","2012/11/01",1485.01
"Currency","2012/10/31",1485.01
"Currency","2012/10/30",1475.00
"Currency","2012/10/29",1482.00
"Currency","2012/10/26",1501.00
"Currency","2012/10/25",1480.00
"Currency","2012/10/24",1488.95
"Currency","2012/10/23",1485.01
"Currency","2012/10/22",1485.01
"Currency","2012/10/19",1465.00
"Currency","2012/10/18",1492.54
"Currency","2012/10/17",1485.02
"Currency","2012/10/16",1485.07
"Currency","2012/10/15",1485.01
"Currency","2012/10/12",1485.95
"Currency","2012/10/11",1485.01
"Currency","2012/10/10",1485.01
"Currency","2012/10/09",1487.00
"Currency","2012/10/08",1485.01
"Currency","2012/10/05",1480.00
"Currency","2012/10/04",1477.00
"Currency","2012/10/03",1474.00
"Currency","2012/10/02",1474.00
"Currency","2012/10/01",1460.00
"Currency","2012/09/28",1465.00
"Currency","2012/09/27",1470.00
"Currency","2012/09/26",1477.00
"Currency","2012/09/25",1477.00
"Currency","2012/09/24",1467.00
"Currency","2012/09/21",1468.00
"Currency","2012/09/20",1470.50
"Currency","2012/09/19",1468.00
"Currency","2012/09/18",1475.50
"Currency","2012/09/17",1470.32
"Currency","2012/09/14",1466.00
"Currency","2012/09/13",1425.00
"Currency","2012/09/12",1445.01
"Currency","2012/09/11",1440.00
"Currency","2012/09/10",1425.00
"Currency","2012/09/07",1445.49
"Currency","2012/09/06",1445.01
"Currency","2012/09/05",1445.01
"Currency","2012/09/04",1425.00
"Currency","2012/09/03",1440.00
"Currency","2012/08/31",1420.00
"Currency","2012/08/30",1425.00
"Currency","2012/08/29",1425.00
"Currency","2012/08/28",1425.00
"Currency","2012/08/27",1425.00
"Currency","2012/08/24",1448.99
"Currency","2012/08/23",1446.00
"Currency","2012/08/22",1445.01
"Currency","2012/08/21",1425.00
"Currency","2012/08/20",1460.50
"Currency","2012/08/17",1445.00
"Currency","2012/08/16",1451.50
"Currency","2012/08/15",1433.00
"Currency","2012/08/14",1440.00
"Currency","2012/08/13",1425.00
"Currency","2012/08/10",1452.52
"Currency","2012/08/09",1446.00
"Currency","2012/08/08",1445.01
"Currency","2012/08/07",1445.01
"Currency","2012/08/06",1445.01
"Currency","2012/08/03",1445.01
"Currency","2012/08/02",1427.00
"Currency","2012/08/01",1432.00
"Currency","2012/07/31",1448.83
"Currency","2012/07/30",1452.00
"Currency","2012/07/27",1445.97
"Currency","2012/07/26",1425.00
"Currency","2012/07/25",1460.00
"Currency","2012/07/24",1455.00
"Currency","2012/07/23",1440.00
"Currency","2012/07/20",1435.00
"Currency","2012/07/19",1440.00
"Currency","2012/07/18",1405.00
"Currency","2012/07/17",1418.00
"Currency","2012/07/16",1428.13
"Currency","2012/07/13",1398.00
"Currency","2012/07/12",1424.97
"Currency","2012/07/11",1425.01
"Currency","2012/07/10",1425.00
"Currency","2012/07/09",1405.00
"Currency","2012/07/06",1405.00
"Currency","2012/07/05",1405.00
"Currency","2012/07/04",1425.00
"Currency","2012/07/03",1425.01
"Currency","2012/07/02",1425.00
"Currency","2012/06/29",1426.50
"Currency","2012/06/28",1425.01
"Currency","2012/06/27",1405.00
"Currency","2012/06/26",1425.01
"Currency","2012/06/25",1425.00
"Currency","2012/06/22",1405.00
"Currency","2012/06/21",1426.00
"Currency","2012/06/20",1395.00
"Currency","2012/06/19",1395.00
"Currency","2012/06/18",1389.00
"Currency","2012/06/15",1395.00
"Currency","2012/06/14",1415.00
"Currency","2012/06/13",1415.01
"Currency","2012/06/12",1415.00
"Currency","2012/06/11",1415.01
"Currency","2012/06/08",1415.01
"Currency","2012/06/07",1415.01
"Currency","2012/06/06",1415.01
"Currency","2012/06/05",1428.38
"Currency","2012/06/04",1440.00
"Currency","2012/06/01",1419.00
"Currency","2012/05/31",1415.01
"Currency","2012/05/30",1412.00
"Currency","2012/05/29",1388.00
"Currency","2012/05/28",1403.00
"Currency","2012/05/25",1403.00
"Currency","2012/05/24",1395.00
"Currency","2012/05/23",1410.50
"Currency","2012/05/22",1393.00
"Currency","2012/05/21",1410.50
"Currency","2012/05/18",1393.00
"Currency","2012/05/17",1403.00
"Currency","2012/05/16",1411.00
"Currency","2012/05/15",1387.00
"Currency","2012/05/14",1393.00
"Currency","2012/05/11",1378.00
"Currency","2012/05/10",1398.00
"Currency","2012/05/09",1350.00
"Currency","2012/05/08",1357.00
"Currency","2012/05/07",1402.50
"Currency","2012/05/04",1370.00
"Currency","2012/05/03",1380.00
"Currency","2012/05/02",1395.00
"Currency","2012/05/01",1367.00
"Currency","2012/04/30",1373.00
"Currency","2012/04/27",1379.00
"Currency","2012/04/26",1391.00
"Currency","2012/04/25",1387.00
"Currency","2012/04/24",1385.00
"Currency","2012/04/23",1378.00
"Currency","2012/04/20",1401.00
"Currency","2012/04/19",1363.00
"Currency","2012/04/18",1305.01
"Currency","2012/04/17",1288.00
"Currency","2012/04/16",1289.00
"Currency","2012/04/13",1295.00
"Currency","2012/04/12",1305.01
"Currency","2012/04/11",1305.01
"Currency","2012/04/10",1305.01
"Currency","2012/04/09",1305.01
"Currency","2012/04/06",1280.00
"Currency","2012/04/05",1286.00
"Currency","2012/04/04",1292.00
"Currency","2012/04/03",1298.00
"Currency","2012/04/02",1305.00
"Currency","2012/03/30",1277.00
"Currency","2012/03/29",1283.00
"Currency","2012/03/28",1289.00
"Currency","2012/03/27",1311.00
"Currency","2012/03/26",1295.00
"Currency","2012/03/23",1305.01
"Currency","2012/03/22",1305.01
"Currency","2012/03/21",1305.01
"Currency","2012/03/20",1294.00
"Currency","2012/03/19",1299.00
"Currency","2012/03/16",1305.00
"Currency","2012/03/15",1293.00
"Currency","2012/03/14",1299.00
"Currency","2012/03/13",1304.00
"Currency","2012/03/12",1296.00
"Currency","2012/03/09",1303.00
"Currency","2012/03/08",1282.00
"Currency","2012/03/07",1310.00
"Currency","2012/03/06",1311.00
"Currency","2012/03/05",1311.00
"Currency","2012/03/02",1311.00
"Currency","2012/03/01",1311.00
"Currency","2012/02/29",1340.50
"Currency","2012/02/28",1310.00
"Currency","2012/02/27",1340.50
"Currency","2012/02/24",1310.50
"Currency","2012/02/23",1310.00
"Currency","2012/02/22",1311.00
"Currency","2012/02/21",1311.00
"Currency","2012/02/20",1310.50
"Currency","2012/02/17",1311.00
"Currency","2012/02/16",1310.00
"Currency","2012/02/15",1310.00
"Currency","2012/02/14",1311.00
"Currency","2012/02/13",1311.00
"Currency","2012/02/10",1311.00
"Currency","2012/02/09",1312.00
"Currency","2012/02/08",1310.00
"Currency","2012/02/07",1310.00
"Currency","2012/02/06",1311.00
"Currency","2012/02/03",1300.50
"Currency","2012/02/02",1300.00
"Currency","2012/02/01",1300.00
"Currency","2012/01/31",1300.00
"Currency","2012/01/30",1300.50
"Currency","2012/01/27",1301.00
"Currency","2012/01/26",1300.00
"Currency","2012/01/25",1300.00
"Currency","2012/01/24",1300.00
"Currency","2012/01/23",1300.50
"Currency","2012/01/20",1295.00
"Currency","2012/01/19",1294.50
"Currency","2012/01/18",1294.50
"Currency","2012/01/17",1294.50
"Currency","2012/01/16",1294.50
"Currency","2012/01/13",1326.50
"Currency","2012/01/12",1329.00
"Currency","2012/01/11",1329.00
"Currency","2012/01/10",1295.00
"Currency","2012/01/09",1327.00
"Currency","2012/01/06",1329.00
"Currency","2012/01/05",1327.00
"Currency","2012/01/04",1326.50
"Currency","2012/01/03",1328.00
"Currency","2012/01/02",1328.50
"Currency","2011/12/30",1329.00
"Currency","2011/12/29",1327.00
"Currency","2011/12/28",1328.00
"Currency","2011/12/27",1328.00
"Currency","2011/12/26",1328.00
"Currency","2011/12/23",1329.00
"Currency","2011/12/22",1329.00
"Currency","2011/12/21",1295.00
"Currency","2011/12/20",1327.00
"Currency","2011/12/19",1327.00
"Currency","2011/12/16",1328.00
"Currency","2011/12/15",1329.00
"Currency","2011/12/14",1328.00
"Currency","2011/12/13",1329.00
"Currency","2011/12/12",1327.00
"Currency","2011/12/09",1328.00
"Currency","2011/12/08",1327.00
"Currency","2011/12/07",1290.00
"Currency","2011/12/06",1290.00
"Currency","2011/12/05",1290.00
"Currency","2011/12/02",1240.00
"Currency","2011/12/01",1240.00
"Currency","2011/11/30",1240.00
"Currency","2011/11/29",1239.50
"Currency","2011/11/28",1239.50
"Currency","2011/11/25",1239.50
"Currency","2011/11/24",1239.50
"Currency","2011/11/23",1245.50
"Currency","2011/11/22",1245.50
"Currency","2011/11/21",1245.00
"Currency","2011/11/18",1246.00
"Currency","2011/11/17",1245.50
"Currency","2011/11/16",1237.50
"Currency","2011/11/15",1247.50
"Currency","2011/11/14",1247.00
"Currency","2011/11/11",1243.00
"Currency","2011/11/10",1242.00
"Currency","2011/11/09",1242.50
"Currency","2011/11/08",1242.00
"Currency","2011/11/07",1247.00
"Currency","2011/11/04",1285.00
"Currency","2011/11/03",1233.00
"Currency","2011/11/02",1236.50
"Currency","2011/11/01",1236.50
"Currency","2011/10/31",1234.00
"Currency","2011/10/28",1235.00
"Currency","2011/10/27",1235.00
"Currency","2011/10/26",1233.00
"Currency","2011/10/25",1233.00
"Currency","2011/10/24",1233.00
"Currency","2011/10/21",1233.00
"Currency","2011/10/20",1233.00
"Currency","2011/10/19",1233.00
"Currency","2011/10/18",1230.00
"Currency","2011/10/17",1230.00
"Currency","2011/10/14",1230.00
"Currency","2011/10/13",1230.00
"Currency","2011/10/12",1230.00
"Currency","2011/10/11",1232.00
"Currency","2011/10/10",1229.50
"Currency","2011/10/07",1230.00
"Currency","2011/10/06",1231.00
"Currency","2011/10/05",1230.00
"Currency","2011/10/04",1230.00
"Currency","2011/10/03",1235.00
"Currency","2011/09/30",1235.00
"Currency","2011/09/29",1235.00
"Currency","2011/09/28",1235.50
"Currency","2011/09/27",1235.00
"Currency","2011/09/26",1236.00
"Currency","2011/09/23",1237.00
"Currency","2011/09/22",1234.50
"Currency","2011/09/21",1235.00
"Currency","2011/09/20",1237.00
"Currency","2011/09/19",1234.00
"Currency","2011/09/16",1232.50
"Currency","2011/09/15",1232.50
"Currency","2011/09/14",1233.50
"Currency","2011/09/13",1234.50
"Currency","2011/09/12",1233.50
"Currency","2011/09/09",1232.00
"Currency","2011/09/08",1230.00
"Currency","2011/09/07",1232.00
"Currency","2011/09/06",1233.00
"Currency","2011/09/05",1233.50
"Currency","2011/09/02",1230.00
"Currency","2011/09/01",1230.00
"Currency","2011/08/31",1230.50
"Currency","2011/08/30",1229.50
"Currency","2011/08/29",1234.00
"Currency","2011/08/26",1229.50
"Currency","2011/08/25",1230.00
"Currency","2011/08/24",1230.00
"Currency","2011/08/23",1230.00
"Currency","2011/08/22",1230.00
"Currency","2011/08/19",1233.00
"Currency","2011/08/18",1230.00
"Currency","2011/08/17",1234.00
"Currency","2011/08/16",1234.00
"Currency","2011/08/15",1234.00
"Currency","2011/08/12",1234.00
"Currency","2011/08/11",1234.00
"Currency","2011/08/10",1234.00
"Currency","2011/08/09",1234.00
"Currency","2011/08/08",1234.00
"Currency","2011/08/05",1233.50
"Currency","2011/08/04",1234.00
"Currency","2011/08/03",1234.00
"Currency","2011/08/02",1233.50
"Currency","2011/08/01",1233.50
"Currency","2011/07/29",1228.00
"Currency","2011/07/28",1230.00
"Currency","2011/07/27",1228.00
"Currency","2011/07/26",1225.50
"Currency","2011/07/25",1225.50
"Currency","2011/07/22",1235.00
"Currency","2011/07/21",1236.00
"Currency","2011/07/20",1230.00
"Currency","2011/07/19",1230.00
"Currency","2011/07/18",1230.00
"Currency","2011/07/15",1230.00
"Currency","2011/07/14",1230.00
"Currency","2011/07/13",1230.00
"Currency","2011/07/12",1228.50
"Currency","2011/07/11",1232.50
"Currency","2011/07/08",1232.50
"Currency","2011/07/07",1232.50
"Currency","2011/07/06",1233.00
"Currency","2011/07/05",1232.50
"Currency","2011/07/04",1234.00
"Currency","2011/07/01",1232.50
"Currency","2011/06/30",1232.50
"Currency","2011/06/29",1233.00
"Currency","2011/06/28",1233.00
"Currency","2011/06/27",1233.00
"Currency","2011/06/24",1232.00
"Currency","2011/06/23",1230.00
"Currency","2011/06/22",1235.00
"Currency","2011/06/21",1235.00
"Currency","2011/06/20",1236.00
"Currency","2011/06/17",1235.00
"Currency","2011/06/16",1235.00
"Currency","2011/06/15",1235.00
"Currency","2011/06/14",1233.50
"Currency","2011/06/13",1228.00
"Currency","2011/06/10",1230.00
"Currency","2011/06/09",1230.00
"Currency","2011/06/08",1230.00
"Currency","2011/06/07",1230.00
"Currency","2011/06/06",1230.50
"Currency","2011/06/03",1230.00
"Currency","2011/06/02",1230.00
"Currency","2011/06/01",1230.00
"Currency","2011/05/31",1230.00
"Currency","2011/05/30",1229.50
"Currency","2011/05/27",1230.00
"Currency","2011/05/26",1230.00
"Currency","2011/05/25",1230.00
"Currency","2011/05/24",1230.00
"Currency","2011/05/23",1230.00
"Currency","2011/05/20",1230.00
"Currency","2011/05/19",1230.00
"Currency","2011/05/18",1230.00
"Currency","2011/05/17",1230.00
"Currency","2011/05/16",1230.00
"Currency","2011/05/13",1225.00
"Currency","2011/05/12",1225.00
"Currency","2011/05/11",1225.00
"Currency","2011/05/10",1225.00
"Currency","2011/05/09",1225.00
"Currency","2011/05/06",1227.00
"Currency","2011/05/05",1227.00
"Currency","2011/05/04",1224.50
"Currency","2011/05/03",1229.50
"Currency","2011/05/02",1230.00
"Currency","2011/04/29",1228.00
"Currency","2011/04/28",1227.50
"Currency","2011/04/27",1230.00
"Currency","2011/04/26",1230.00
"Currency","2011/04/25",1232.00
"Currency","2011/04/22",1232.50
"Currency","2011/04/21",1233.00
"Currency","2011/04/20",1231.00
"Currency","2011/04/19",1230.00
"Currency","2011/04/18",1230.00
"Currency","2011/04/15",1231.00
"Currency","2011/04/14",1230.00
"Currency","2011/04/13",1230.00
"Currency","2011/04/12",1230.50
"Currency","2011/04/11",1230.00
"Currency","2011/04/08",1230.00
"Currency","2011/04/07",1230.00
"Currency","2011/04/06",1230.00
"Currency","2011/04/05",1230.00
"Currency","2011/04/04",1229.00
"Currency","2011/04/01",1226.00
"Currency","2011/03/31",1230.00
"Currency","2011/03/30",1230.00
"Currency","2011/03/29",1234.00
"Currency","2011/03/28",1230.00
"Currency","2011/03/25",1235.00
"Currency","2011/03/24",1235.00
"Currency","2011/03/23",1235.00
"Currency","2011/03/22",1234.00
"Currency","2011/03/21",1234.00
"Currency","2011/03/18",1234.00
"Currency","2011/03/17",1235.00
"Currency","2011/03/16",1235.00
"Currency","2011/03/15",1235.00
"Currency","2011/03/14",1235.00
"Currency","2011/03/11",1235.00
"Currency","2011/03/10",1235.00
"Currency","2011/03/09",1236.00
"Currency","2011/03/08",1236.00
"Currency","2011/03/07",1236.00
"Currency","2011/03/04",1235.00
"Currency","2011/03/03",1235.00
"Currency","2011/03/02",1235.00
"Currency","2011/03/01",1234.00
"Currency","2011/02/28",1231.00
"Currency","2011/02/25",1230.00
"Currency","2011/02/24",1231.00
"Currency","2011/02/23",1230.00
"Currency","2011/02/22",1230.00
"Currency","2011/02/21",1231.00
"Currency","2011/02/18",1230.00
"Currency","2011/02/17",1234.00
"Currency","2011/02/16",1230.50
"Currency","2011/02/15",1231.00
"Currency","2011/02/14",1230.00
"Currency","2011/02/11",1234.00
"Currency","2011/02/10",1230.50
"Currency","2011/02/09",1230.00
"Currency","2011/02/08",1230.00
"Currency","2011/02/07",1232.00
"Currency","2011/02/04",1233.00
"Currency","2011/02/03",1230.00
"Currency","2011/02/02",1232.00
"Currency","2011/02/01",1234.00
"Currency","2011/01/31",1228.00
"Currency","2011/01/28",1234.00
"Currency","2011/01/27",1231.50
"Currency","2011/01/26",1232.00
"Currency","2011/01/25",1224.50
"Currency","2011/01/24",1227.50
"Currency","2011/01/21",1225.00
"Currency","2011/01/20",1225.00
"Currency","2011/01/19",1225.00
"Currency","2011/01/18",1224.50
"Currency","2011/01/17",1224.50
"Currency","2011/01/14",1230.00
"Currency","2011/01/13",1227.50
"Currency","2011/01/12",1219.50
"Currency","2011/01/11",1222.50
"Currency","2011/01/10",1219.50
"Currency","2011/01/07",1234.00
"Currency","2011/01/06",1220.00
"Currency","2011/01/05",1220.00
"Currency","2011/01/04",1220.00
"Currency","2011/01/03",1234.00
"Currency","2010/12/31",1222.50
"Currency","2010/12/30",1220.00
"Currency","2010/12/29",1235.00
"Currency","2010/12/28",1233.00
"Currency","2010/12/27",1235.00
"Currency","2010/12/24",1229.50
"Currency","2010/12/23",1234.00
"Currency","2010/12/22",1235.00
"Currency","2010/12/21",1232.50
"Currency","2010/12/20",1235.00
"Currency","2010/12/17",1232.50
"Currency","2010/12/16",1229.50
"Currency","2010/12/15",1225.00
"Currency","2010/12/14",1224.50
"Currency","2010/12/13",1230.00
"Currency","2010/12/10",1230.00
"Currency","2010/12/09",1231.00
"Currency","2010/12/08",1232.50
"Currency","2010/12/07",1232.50
"Currency","2010/12/06",1232.50
"Currency","2010/12/03",1230.00
"Currency","2010/12/02",1230.00
"Currency","2010/12/01",1233.50
"Currency","2010/11/30",1233.00
"Currency","2010/11/29",1232.50
"Currency","2010/11/26",1233.00
"Currency","2010/11/25",1232.50
"Currency","2010/11/24",1232.50
"Currency","2010/11/23",1233.00
"Currency","2010/11/22",1232.00
"Currency","2010/11/19",1232.50
"Currency","2010/11/18",1230.50
"Currency","2010/11/17",1230.00
"Currency","2010/11/16",1230.00
"Currency","2010/11/15",1230.00
"Currency","2010/11/12",1231.00
"Currency","2010/11/11",1230.00
"Currency","2010/11/10",1231.50
"Currency","2010/11/09",1230.00
"Currency","2010/11/08",1232.50
"Currency","2010/11/05",1232.50
"Currency","2010/11/04",1230.00
"Currency","2010/11/03",1230.00
"Currency","2010/11/02",1231.00
"Currency","2010/11/01",1231.00
"Currency","2010/10/29",1230.50
"Currency","2010/10/28",1230.00
"Currency","2010/10/27",1225.50
"Currency","2010/10/26",1228.50
"Currency","2010/10/25",1228.00
"Currency","2010/10/22",1227.50
"Currency","2010/10/21",1228.00
"Currency","2010/10/20",1228.00
"Currency","2010/10/19",1228.00
"Currency","2010/10/18",1228.00
"Currency","2010/10/15",1227.50
"Currency","2010/10/14",1227.50
"Currency","2010/10/13",1227.50
"Currency","2010/10/12",1228.00
"Currency","2010/10/11",1224.50
"Currency","2010/10/08",1225.50
"Currency","2010/10/07",1225.50
"Currency","2010/10/06",1225.50
"Currency","2010/10/05",1226.00
"Currency","2010/10/04",1225.50
"Currency","2010/10/01",1226.00
"Currency","2010/09/30",1225.00
"Currency","2010/09/29",1225.00
"Currency","2010/09/28",1224.50
"Currency","2010/09/27",1220.50
"Currency","2010/09/24",1221.00
"Currency","2010/09/23",1228.00
"Currency","2010/09/22",1227.50
"Currency","2010/09/21",1227.50
"Currency","2010/09/20",1227.50
"Currency","2010/09/17",1227.50
"Currency","2010/09/16",1227.50
"Currency","2010/09/15",1227.50
"Currency","2010/09/14",1228.00
"Currency","2010/09/13",1227.50
"Currency","2010/09/10",1227.50
"Currency","2010/09/09",1228.00
"Currency","2010/09/08",1228.00
"Currency","2010/09/07",1227.50
"Currency","2010/09/06",1228.00
"Currency","2010/09/03",1228.00
"Currency","2010/09/02",1227.50
"Currency","2010/09/01",1227.50
"Currency","2010/08/31",1227.50
"Currency","2010/08/30",1227.50
"Currency","2010/08/27",1227.50
"Currency","2010/08/26",1227.50
"Currency","2010/08/25",1227.50
"Currency","2010/08/24",1227.50
"Currency","2010/08/23",1227.50
"Currency","2010/08/20",1227.50
"Currency","2010/08/19",1227.50
"Currency","2010/08/18",1227.50
"Currency","2010/08/17",1227.50
"Currency","2010/08/16",1227.50
"Currency","2010/08/13",1227.50
"Currency","2010/08/12",1227.50
"Currency","2010/08/11",1228.00
"Currency","2010/08/10",1227.50
"Currency","2010/08/09",1227.50
"Currency","2010/08/06",1228.00
"Currency","2010/08/05",1228.00
"Currency","2010/08/04",1228.00
"Currency","2010/08/03",1227.50
"Currency","2010/08/02",1228.00
"Currency","2010/07/30",1228.00
"Currency","2010/07/29",1228.50
"Currency","2010/07/28",1228.50
"Currency","2010/07/27",1230.50
"Currency","2010/07/26",1227.50
"Currency","2010/07/23",1227.50
"Currency","2010/07/22",1227.50
"Currency","2010/07/21",1227.50
"Currency","2010/07/20",1227.50
"Currency","2010/07/19",1227.50
"Currency","2010/07/16",1228.50
"Currency","2010/07/15",1227.50
"Currency","2010/07/14",1227.50
"Currency","2010/07/13",1227.50
"Currency","2010/07/12",1227.50
"Currency","2010/07/09",1228.50
"Currency","2010/07/08",1228.50
"Currency","2010/07/07",1227.50
"Currency","2010/07/06",1228.50
"Currency","2010/07/05",1228.50
"Currency","2010/07/02",1228.50
"Currency","2010/07/01",1228.50
"Currency","2010/06/30",1227.50
"Currency","2010/06/29",1228.50
"Currency","2010/06/28",1228.00
"Currency","2010/06/25",1231.00
"Currency","2010/06/24",1230.00
"Currency","2010/06/23",1231.00
"Currency","2010/06/22",1231.00
"Currency","2010/06/21",1235.00
"Currency","2010/06/18",1235.00
"Currency","2010/06/17",1233.00
"Currency","2010/06/16",1236.00
"Currency","2010/06/15",1237.50
"Currency","2010/06/14",1236.00
"Currency","2010/06/11",1234.50
"Currency","2010/06/10",1230.10
"Currency","2010/06/09",1234.50
"Currency","2010/06/08",1230.00
"Currency","2010/06/07",1232.50
"Currency","2010/06/04",1230.00
"Currency","2010/06/03",1231.00
"Currency","2010/06/02",1235.00
"Currency","2010/06/01",1235.50
"Currency","2010/05/31",1229.50
"Currency","2010/05/28",1232.50
"Currency","2010/05/27",1233.00
"Currency","2010/05/26",1232.00
"Currency","2010/05/25",1230.00
"Currency","2010/05/24",1231.00
"Currency","2010/05/21",1235.00
"Currency","2010/05/20",1231.00
"Currency","2010/05/19",1231.00
"Currency","2010/05/18",1230.00
"Currency","2010/05/17",1230.00
"Currency","2010/05/14",1235.00
"Currency","2010/05/13",1235.00
"Currency","2010/05/12",1235.00
"Currency","2010/05/11",1236.00
"Currency","2010/05/10",1235.50
"Currency","2010/05/07",1237.00
"Currency","2010/05/06",1229.50
"Currency","2010/05/05",1236.00
"Currency","2010/05/04",1232.50
"Currency","2010/05/03",1235.00
"Currency","2010/04/30",1230.00
"Currency","2010/04/29",1227.50
"Currency","2010/04/28",1236.00
"Currency","2010/04/27",1239.00
"Currency","2010/04/26",1235.00
"Currency","2010/04/23",1229.50
"Currency","2010/04/22",1235.00
"Currency","2010/04/21",1235.00
"Currency","2010/04/20",1235.00
"Currency","2010/04/19",1236.00
"Currency","2010/04/16",1236.00
"Currency","2010/04/15",1236.00
"Currency","2010/04/14",1235.50
"Currency","2010/04/13",1232.50
"Currency","2010/04/12",1230.00
"Currency","2010/04/09",1231.00
"Currency","2010/04/08",1230.00
"Currency","2010/04/07",1225.00
"Currency","2010/04/06",1225.00
"Currency","2010/04/05",1224.50
"Currency","2010/04/02",1229.50
"Currency","2010/04/01",1224.50
"Currency","2010/03/31",1230.00
"Currency","2010/03/30",1230.00
"Currency","2010/03/29",1230.00
"Currency","2010/03/26",1229.50
"Currency","2010/03/25",1224.50
"Currency","2010/03/24",1229.50
"Currency","2010/03/23",1229.50
"Currency","2010/03/22",1225.00
"Currency","2010/03/19",1224.50
"Currency","2010/03/18",1226.00
"Currency","2010/03/17",1224.50
"Currency","2010/03/16",1224.50
"Currency","2010/03/15",1224.50
"Currency","2010/03/12",1224.50
"Currency","2010/03/11",1230.50
"Currency","2010/03/10",1230.50
"Currency","2010/03/09",1230.50
"Currency","2010/03/08",1231.00
"Currency","2010/03/05",1225.00
"Currency","2010/03/04",1225.00
"Currency","2010/03/03",1225.00
"Currency","2010/03/02",1226.00
"Currency","2010/03/01",1225.00
