"Indicator","Time","Value (USD/HTG)"
"Currency","2003/06/13",38.15
"Currency","2003/06/12",38.15
"Currency","2003/06/11",38.15
"Currency","2003/06/10",38.15
"Currency","2003/06/09",39.25
"Currency","2003/06/06",39.35
"Currency","2003/06/05",39.35
"Currency","2003/06/04",38.25
"Currency","2003/06/03",38.25
"Currency","2003/06/02",37.25
"Currency","2003/05/30",37.25
"Currency","2003/05/29",37.25
"Currency","2003/05/28",37.15
"Currency","2003/05/27",40.00
"Currency","2003/05/26",37.75
"Currency","2003/05/23",37.75
"Currency","2003/05/22",37.75
"Currency","2003/05/21",37.75
"Currency","2003/05/20",38.75
"Currency","2003/05/19",38.75
"Currency","2003/05/16",38.75
"Currency","2003/05/15",38.75
"Currency","2003/05/14",39.00
"Currency","2003/05/13",39.00
"Currency","2003/05/12",39.25
"Currency","2003/05/09",39.50
"Currency","2003/05/08",40.50
"Currency","2003/05/07",40.50
"Currency","2003/05/06",40.50
"Currency","2003/05/05",40.50
"Currency","2003/05/02",40.50
"Currency","2003/05/01",40.50
"Currency","2003/04/30",40.50
"Currency","2003/04/29",40.50
"Currency","2003/04/28",40.50
"Currency","2003/04/25",40.50
"Currency","2003/04/24",40.50
"Currency","2003/04/23",40.50
"Currency","2003/04/22",40.50
"Currency","2003/04/21",40.50
"Currency","2003/04/18",40.50
"Currency","2003/04/17",40.50
"Currency","2003/04/16",40.50
"Currency","2003/04/15",40.50
"Currency","2003/04/14",40.50
"Currency","2003/04/11",40.50
"Currency","2003/04/10",40.00
"Currency","2003/04/09",40.00
"Currency","2003/04/08",40.00
"Currency","2003/04/07",40.00
"Currency","2003/04/04",40.00
"Currency","2003/04/03",40.00
"Currency","2003/04/02",40.00
"Currency","2003/04/01",40.00
"Currency","2003/03/31",40.00
"Currency","2003/03/28",40.50
"Currency","2003/03/27",40.50
"Currency","2003/03/26",40.50
"Currency","2003/03/25",41.00
"Currency","2003/03/24",41.00
"Currency","2003/03/21",40.50
"Currency","2003/03/20",40.50
"Currency","2003/03/19",41.00
"Currency","2003/03/18",41.00
"Currency","2003/03/17",41.00
"Currency","2003/03/14",40.50
"Currency","2003/03/13",41.75
"Currency","2003/03/12",43.50
"Currency","2003/03/11",43.50
"Currency","2003/03/10",45.00
"Currency","2003/03/07",44.50
"Currency","2003/03/06",41.00
"Currency","2003/03/05",41.00
"Currency","2003/03/04",41.00
"Currency","2003/03/03",41.00
"Currency","2003/02/28",41.00
"Currency","2003/02/27",41.00
"Currency","2003/02/26",41.00
"Currency","2003/02/25",41.00
"Currency","2003/02/24",41.00
"Currency","2003/02/21",42.50
"Currency","2003/02/20",43.00
"Currency","2003/02/19",44.50
"Currency","2003/02/18",46.50
"Currency","2003/02/17",48.00
"Currency","2003/02/14",49.00
"Currency","2003/02/13",50.00
"Currency","2003/02/12",48.00
"Currency","2003/02/11",46.50
"Currency","2003/02/10",43.50
"Currency","2003/02/07",43.20
"Currency","2003/02/06",42.00
"Currency","2003/02/05",42.00
"Currency","2003/02/04",41.50
"Currency","2003/02/03",41.00
"Currency","2003/01/31",40.00
"Currency","2003/01/30",40.00
"Currency","2003/01/29",39.50
"Currency","2003/01/28",39.10
"Currency","2003/01/27",38.75
"Currency","2003/01/24",38.75
"Currency","2003/01/23",38.75
"Currency","2003/01/22",38.75
"Currency","2003/01/21",39.00
"Currency","2003/01/20",39.00
"Currency","2003/01/17",39.00
"Currency","2003/01/16",39.00
"Currency","2003/01/15",38.50
"Currency","2003/01/14",37.50
"Currency","2003/01/13",36.50
"Currency","2003/01/10",36.50
"Currency","2003/01/09",36.50
"Currency","2003/01/08",36.00
"Currency","2003/01/07",36.00
"Currency","2003/01/06",36.50
"Currency","2003/01/03",36.00
"Currency","2003/01/02",36.00
"Currency","2003/01/01",36.00
"Currency","2002/12/31",36.00
"Currency","2002/12/30",36.00
"Currency","2002/12/27",36.00
"Currency","2002/12/26",36.00
"Currency","2002/12/25",36.00
"Currency","2002/12/24",36.00
"Currency","2002/12/23",36.00
"Currency","2002/12/20",36.00
"Currency","2002/12/19",36.00
"Currency","2002/12/18",36.00
"Currency","2002/12/17",36.00
"Currency","2002/12/16",36.30
"Currency","2002/12/13",36.30
"Currency","2002/12/12",36.30
"Currency","2002/12/11",36.50
"Currency","2002/12/10",36.50
"Currency","2002/12/09",36.50
"Currency","2002/12/06",36.50
"Currency","2002/12/05",36.50
"Currency","2002/12/04",36.50
"Currency","2002/12/03",36.50
"Currency","2002/12/02",36.06
"Currency","2002/11/29",36.06
"Currency","2002/11/28",36.06
"Currency","2002/11/27",36.06
"Currency","2002/11/26",36.06
"Currency","2002/11/25",36.06
"Currency","2002/11/22",36.06
"Currency","2002/11/21",36.06
"Currency","2002/11/20",36.06
"Currency","2002/11/19",35.50
"Currency","2002/11/18",34.00
"Currency","2002/11/15",34.00
"Currency","2002/11/14",34.00
"Currency","2002/11/13",34.50
"Currency","2002/11/12",36.50
"Currency","2002/11/11",36.50
"Currency","2002/11/08",36.50
"Currency","2002/11/07",33.75
"Currency","2002/11/06",33.75
"Currency","2002/11/05",32.85
"Currency","2002/11/04",31.50
"Currency","2002/11/01",32.00
"Currency","2002/10/31",32.00
"Currency","2002/10/30",33.00
"Currency","2002/10/29",33.00
"Currency","2002/10/28",35.00
"Currency","2002/10/25",32.00
"Currency","2002/10/24",31.50
"Currency","2002/10/23",31.50
"Currency","2002/10/22",31.50
"Currency","2002/10/21",31.50
"Currency","2002/10/18",31.50
"Currency","2002/10/17",31.50
"Currency","2002/10/16",31.50
"Currency","2002/10/15",30.50
"Currency","2002/10/14",29.00
"Currency","2002/10/11",29.00
"Currency","2002/10/10",29.00
"Currency","2002/10/09",29.00
"Currency","2002/10/08",29.00
"Currency","2002/10/07",29.00
"Currency","2002/10/04",29.00
"Currency","2002/10/03",29.00
"Currency","2002/10/02",29.00
"Currency","2002/10/01",28.50
"Currency","2002/09/30",28.50
"Currency","2002/09/27",28.50
"Currency","2002/09/26",28.50
"Currency","2002/09/25",28.50
"Currency","2002/09/24",28.00
"Currency","2002/09/23",28.00
"Currency","2002/09/20",28.00
"Currency","2002/09/19",28.00
"Currency","2002/09/18",28.00
"Currency","2002/09/17",28.00
"Currency","2002/09/16",28.00
"Currency","2002/09/13",28.00
"Currency","2002/09/12",28.00
"Currency","2002/09/11",28.00
"Currency","2002/09/10",28.00
"Currency","2002/09/09",28.00
"Currency","2002/09/06",28.00
"Currency","2002/09/05",28.00
"Currency","2002/09/04",28.00
"Currency","2002/09/03",28.00
"Currency","2002/09/02",28.00
"Currency","2002/08/30",28.00
"Currency","2002/08/29",28.00
"Currency","2002/08/28",28.00
"Currency","2002/08/27",28.00
"Currency","2002/08/26",28.00
"Currency","2002/08/23",27.20
"Currency","2002/08/22",28.75
"Currency","2002/08/21",28.75
"Currency","2002/08/20",28.75
"Currency","2002/08/19",28.75
"Currency","2002/08/16",28.75
"Currency","2002/08/15",28.75
"Currency","2002/08/14",28.75
"Currency","2002/08/13",28.75
"Currency","2002/08/12",28.75
"Currency","2002/08/09",28.75
"Currency","2002/08/08",28.75
"Currency","2002/08/07",28.75
"Currency","2002/08/06",28.75
"Currency","2002/08/05",29.15
"Currency","2002/08/02",29.15
"Currency","2002/08/01",29.15
"Currency","2002/07/31",29.15
"Currency","2002/07/30",28.60
"Currency","2002/07/29",28.60
"Currency","2002/07/26",28.60
"Currency","2002/07/25",28.60
"Currency","2002/07/24",29.00
"Currency","2002/07/23",29.00
"Currency","2002/07/22",29.00
"Currency","2002/07/19",29.00
"Currency","2002/07/18",29.50
"Currency","2002/07/17",27.50
"Currency","2002/07/16",27.50
"Currency","2002/07/15",27.50
"Currency","2002/07/12",27.50
"Currency","2002/07/11",27.50
"Currency","2002/07/10",27.50
"Currency","2002/07/09",27.50
"Currency","2002/07/08",27.50
"Currency","2002/07/05",27.50
"Currency","2002/07/04",27.50
"Currency","2002/07/03",27.50
"Currency","2002/07/02",27.50
"Currency","2002/07/01",27.50
"Currency","2002/06/28",27.50
"Currency","2002/06/27",27.50
"Currency","2002/06/26",27.50
"Currency","2002/06/25",27.50
"Currency","2002/06/24",27.50
"Currency","2002/06/21",27.50
"Currency","2002/06/20",27.50
"Currency","2002/06/19",27.50
"Currency","2002/06/18",27.50
"Currency","2002/06/17",27.50
"Currency","2002/06/14",27.20
"Currency","2002/06/13",27.20
"Currency","2002/06/12",27.20
"Currency","2002/06/11",27.20
"Currency","2002/06/10",27.20
"Currency","2002/06/07",27.20
"Currency","2002/06/06",27.20
"Currency","2002/06/05",27.20
"Currency","2002/06/04",27.20
"Currency","2002/06/03",27.15
"Currency","2002/05/31",27.15
"Currency","2002/05/30",27.10
"Currency","2002/05/29",27.10
"Currency","2002/05/28",27.10
"Currency","2002/05/27",27.15
"Currency","2002/05/24",27.15
"Currency","2002/05/23",27.15
"Currency","2002/05/22",27.15
"Currency","2002/05/21",27.15
"Currency","2002/05/20",27.15
"Currency","2002/05/17",27.15
"Currency","2002/05/16",27.10
"Currency","2002/05/15",27.10
"Currency","2002/05/14",27.00
"Currency","2002/05/13",27.00
"Currency","2002/05/10",27.00
"Currency","2002/05/09",26.95
"Currency","2002/05/08",26.90
"Currency","2002/05/07",26.90
"Currency","2002/05/06",26.95
"Currency","2002/05/03",26.95
"Currency","2002/05/02",26.95
"Currency","2002/05/01",26.95
"Currency","2002/04/30",26.95
"Currency","2002/04/29",26.95
"Currency","2002/04/26",26.95
"Currency","2002/04/25",26.95
"Currency","2002/04/24",27.00
"Currency","2002/04/23",27.00
"Currency","2002/04/22",27.00
"Currency","2002/04/19",27.00
"Currency","2002/04/18",27.00
"Currency","2002/04/17",27.00
"Currency","2002/04/16",27.00
"Currency","2002/04/15",27.00
"Currency","2002/04/12",26.80
"Currency","2002/04/11",26.80
"Currency","2002/04/10",26.80
"Currency","2002/04/09",26.80
"Currency","2002/04/08",26.90
"Currency","2002/04/05",26.90
"Currency","2002/04/04",27.05
"Currency","2002/04/03",27.20
"Currency","2002/04/02",27.20
"Currency","2002/04/01",27.20
"Currency","2002/03/29",27.20
"Currency","2002/03/28",27.20
"Currency","2002/03/27",27.20
"Currency","2002/03/26",27.20
"Currency","2002/03/25",27.20
"Currency","2002/03/22",27.20
"Currency","2002/03/21",27.20
"Currency","2002/03/20",27.25
"Currency","2002/03/19",27.25
"Currency","2002/03/18",27.25
"Currency","2002/03/15",27.25
"Currency","2002/03/14",27.25
"Currency","2002/03/13",27.25
"Currency","2002/03/12",27.25
"Currency","2002/03/11",27.25
"Currency","2002/03/08",27.25
"Currency","2002/03/07",27.25
"Currency","2002/03/06",27.25
"Currency","2002/03/05",27.25
"Currency","2002/03/04",27.15
"Currency","2002/03/01",27.15
"Currency","2002/02/28",27.10
"Currency","2002/02/27",26.90
"Currency","2002/02/26",26.90
"Currency","2002/02/25",26.90
"Currency","2002/02/22",26.90
"Currency","2002/02/21",26.90
"Currency","2002/02/20",26.50
"Currency","2002/02/19",26.50
"Currency","2002/02/18",26.50
"Currency","2002/02/15",26.50
"Currency","2002/02/14",26.50
"Currency","2002/02/13",26.30
"Currency","2002/02/12",26.30
"Currency","2002/02/11",26.30
"Currency","2002/02/08",26.30
"Currency","2002/02/07",26.30
"Currency","2002/02/06",26.20
"Currency","2002/02/05",26.20
"Currency","2002/02/04",26.20
"Currency","2002/02/01",26.20
"Currency","2002/01/31",26.20
"Currency","2002/01/30",26.20
"Currency","2002/01/29",26.20
"Currency","2002/01/28",26.20
"Currency","2002/01/25",26.20
"Currency","2002/01/24",26.20
"Currency","2002/01/23",26.20
"Currency","2002/01/22",26.20
"Currency","2002/01/21",26.20
"Currency","2002/01/18",26.20
"Currency","2002/01/17",26.20
"Currency","2002/01/16",26.35
"Currency","2002/01/15",26.25
"Currency","2002/01/14",26.25
"Currency","2002/01/11",26.25
"Currency","2002/01/10",26.25
"Currency","2002/01/09",26.00
"Currency","2002/01/08",26.00
"Currency","2002/01/07",26.00
"Currency","2002/01/04",26.00
"Currency","2002/01/03",26.00
"Currency","2002/01/02",25.74
"Currency","2002/01/01",25.74
"Currency","2001/12/31",25.74
"Currency","2001/12/28",25.74
"Currency","2001/12/27",25.74
"Currency","2001/12/26",25.70
"Currency","2001/12/25",26.20
"Currency","2001/12/24",26.20
"Currency","2001/12/21",25.50
"Currency","2001/12/20",25.50
"Currency","2001/12/19",25.50
"Currency","2001/12/18",25.50
"Currency","2001/12/17",25.50
"Currency","2001/12/14",25.50
"Currency","2001/12/13",25.70
"Currency","2001/12/12",26.20
"Currency","2001/12/11",26.85
"Currency","2001/12/10",26.85
"Currency","2001/12/07",25.96
"Currency","2001/12/06",25.96
"Currency","2001/12/05",25.96
"Currency","2001/12/04",25.96
"Currency","2001/12/03",25.60
"Currency","2001/11/30",25.60
"Currency","2001/11/29",26.50
"Currency","2001/11/28",26.50
"Currency","2001/11/27",27.15
"Currency","2001/11/26",27.65
"Currency","2001/11/23",27.65
"Currency","2001/11/22",27.65
"Currency","2001/11/21",27.65
"Currency","2001/11/20",27.65
"Currency","2001/11/19",27.65
"Currency","2001/11/16",26.15
"Currency","2001/11/15",26.15
"Currency","2001/11/14",25.25
"Currency","2001/11/13",25.25
"Currency","2001/11/12",25.25
"Currency","2001/11/09",25.25
"Currency","2001/11/08",25.25
"Currency","2001/11/07",25.25
"Currency","2001/11/06",25.25
"Currency","2001/11/05",25.25
"Currency","2001/11/02",25.25
"Currency","2001/11/01",25.25
"Currency","2001/10/31",25.25
"Currency","2001/10/30",25.25
"Currency","2001/10/29",25.25
"Currency","2001/10/26",25.25
"Currency","2001/10/25",25.25
"Currency","2001/10/24",25.25
"Currency","2001/10/23",25.25
"Currency","2001/10/22",25.25
"Currency","2001/10/19",25.25
"Currency","2001/10/18",25.00
"Currency","2001/10/17",25.00
"Currency","2001/10/16",25.00
"Currency","2001/10/15",25.50
"Currency","2001/10/12",25.50
"Currency","2001/10/11",25.25
"Currency","2001/10/10",25.25
"Currency","2001/10/09",25.00
"Currency","2001/10/08",24.75
"Currency","2001/10/05",24.75
"Currency","2001/10/04",24.75
"Currency","2001/10/03",24.75
"Currency","2001/10/02",24.75
"Currency","2001/10/01",25.00
"Currency","2001/09/28",25.00
"Currency","2001/09/27",25.00
"Currency","2001/09/26",25.00
"Currency","2001/09/25",24.50
"Currency","2001/09/24",24.50
"Currency","2001/09/21",24.50
"Currency","2001/09/20",24.50
"Currency","2001/09/19",24.50
"Currency","2001/09/18",23.75
"Currency","2001/09/17",23.75
"Currency","2001/09/14",23.75
"Currency","2001/09/13",23.75
"Currency","2001/09/12",23.75
"Currency","2001/09/11",23.75
"Currency","2001/09/10",23.75
"Currency","2001/09/07",23.75
"Currency","2001/09/06",23.75
"Currency","2001/09/05",23.50
"Currency","2001/09/04",23.50
"Currency","2001/09/03",23.50
"Currency","2001/08/31",23.50
"Currency","2001/08/30",23.50
"Currency","2001/08/29",23.50
"Currency","2001/08/28",23.75
"Currency","2001/08/27",23.50
"Currency","2001/08/24",23.50
"Currency","2001/08/23",23.50
"Currency","2001/08/22",23.50
"Currency","2001/08/21",23.50
"Currency","2001/08/20",24.00
"Currency","2001/08/17",24.00
"Currency","2001/08/16",24.00
"Currency","2001/08/15",24.00
"Currency","2001/08/14",24.00
"Currency","2001/08/13",24.00
"Currency","2001/08/10",24.00
"Currency","2001/08/09",24.00
"Currency","2001/08/08",24.00
"Currency","2001/08/07",23.50
"Currency","2001/08/06",23.50
"Currency","2001/08/03",23.50
"Currency","2001/08/02",23.50
"Currency","2001/08/01",23.50
"Currency","2001/07/31",23.50
"Currency","2001/07/30",23.50
"Currency","2001/07/27",23.50
"Currency","2001/07/26",23.50
"Currency","2001/07/25",23.25
"Currency","2001/07/24",23.25
"Currency","2001/07/23",23.25
"Currency","2001/07/20",23.25
"Currency","2001/07/19",23.25
"Currency","2001/07/18",23.25
"Currency","2001/07/17",23.25
"Currency","2001/07/16",23.00
"Currency","2001/07/13",23.00
"Currency","2001/07/12",22.75
"Currency","2001/07/11",22.75
"Currency","2001/07/10",22.75
"Currency","2001/07/09",22.75
"Currency","2001/07/06",22.75
"Currency","2001/07/05",22.75
"Currency","2001/07/04",23.00
"Currency","2001/07/03",23.00
"Currency","2001/07/02",23.50
"Currency","2001/06/29",23.50
"Currency","2001/06/28",23.50
"Currency","2001/06/27",23.50
"Currency","2001/06/26",23.50
"Currency","2001/06/25",23.50
"Currency","2001/06/22",24.35
"Currency","2001/06/21",24.35
"Currency","2001/06/20",24.35
"Currency","2001/06/19",24.35
"Currency","2001/06/18",24.35
"Currency","2001/06/15",24.35
"Currency","2001/06/14",24.35
"Currency","2001/06/13",24.35
"Currency","2001/06/12",24.35
"Currency","2001/06/11",24.35
"Currency","2001/06/08",24.35
"Currency","2001/06/07",23.75
"Currency","2001/06/06",23.75
"Currency","2001/06/05",23.75
"Currency","2001/06/04",23.75
"Currency","2001/06/01",23.75
"Currency","2001/05/31",23.75
"Currency","2001/05/30",23.75
"Currency","2001/05/29",23.75
"Currency","2001/05/28",23.75
"Currency","2001/05/25",23.75
"Currency","2001/05/24",23.75
"Currency","2001/05/23",23.75
"Currency","2001/05/22",23.75
"Currency","2001/05/21",23.75
"Currency","2001/05/18",23.75
"Currency","2001/05/17",23.75
"Currency","2001/05/16",23.75
"Currency","2001/05/15",23.75
"Currency","2001/05/14",23.75
"Currency","2001/05/11",23.75
"Currency","2001/05/10",23.75
"Currency","2001/05/09",23.75
"Currency","2001/05/08",24.00
"Currency","2001/05/07",24.00
"Currency","2001/05/04",24.00
"Currency","2001/05/03",24.00
"Currency","2001/05/02",24.00
"Currency","2001/05/01",24.00
"Currency","2001/04/30",24.00
"Currency","2001/04/27",24.00
"Currency","2001/04/26",24.00
"Currency","2001/04/25",24.00
"Currency","2001/04/24",24.00
"Currency","2001/04/23",24.00
"Currency","2001/04/20",24.00
"Currency","2001/04/19",24.00
"Currency","2001/04/18",24.00
"Currency","2001/04/17",24.00
"Currency","2001/04/16",24.00
"Currency","2001/04/13",24.00
"Currency","2001/04/12",24.00
"Currency","2001/04/11",24.00
"Currency","2001/04/10",24.00
"Currency","2001/04/09",24.00
"Currency","2001/04/06",24.00
"Currency","2001/04/05",24.00
"Currency","2001/04/04",24.00
"Currency","2001/04/03",24.00
"Currency","2001/04/02",24.00
"Currency","2001/03/30",24.00
"Currency","2001/03/29",24.00
"Currency","2001/03/28",24.00
"Currency","2001/03/27",24.00
