"Indicator","Time","Value (USD/HTG)"
"Currency","2006/10/18",38.40
"Currency","2006/10/17",38.40
"Currency","2006/10/16",38.40
"Currency","2006/10/13",38.40
"Currency","2006/10/12",38.40
"Currency","2006/10/11",38.10
"Currency","2006/10/10",38.10
"Currency","2006/10/09",38.10
"Currency","2006/10/06",38.10
"Currency","2006/10/05",38.10
"Currency","2006/10/04",38.10
"Currency","2006/10/03",38.10
"Currency","2006/10/02",38.10
"Currency","2006/09/29",38.10
"Currency","2006/09/28",38.10
"Currency","2006/09/27",38.10
"Currency","2006/09/26",38.10
"Currency","2006/09/25",38.10
"Currency","2006/09/22",38.10
"Currency","2006/09/21",38.10
"Currency","2006/09/20",38.10
"Currency","2006/09/19",38.10
"Currency","2006/09/18",38.10
"Currency","2006/09/15",38.10
"Currency","2006/09/14",38.10
"Currency","2006/09/13",38.40
"Currency","2006/09/12",38.40
"Currency","2006/09/11",38.40
"Currency","2006/09/08",38.40
"Currency","2006/09/07",38.40
"Currency","2006/09/06",38.40
"Currency","2006/09/05",38.40
"Currency","2006/09/04",38.40
"Currency","2006/09/01",38.40
"Currency","2006/08/31",38.40
"Currency","2006/08/30",38.40
"Currency","2006/08/29",38.40
"Currency","2006/08/28",38.40
"Currency","2006/08/25",38.40
"Currency","2006/08/24",38.40
"Currency","2006/08/23",38.40
"Currency","2006/08/22",38.40
"Currency","2006/08/21",38.40
"Currency","2006/08/18",38.40
"Currency","2006/08/17",38.40
"Currency","2006/08/16",38.40
"Currency","2006/08/15",38.40
"Currency","2006/08/14",38.40
"Currency","2006/08/11",38.40
"Currency","2006/08/10",38.40
"Currency","2006/08/09",38.40
"Currency","2006/08/08",38.65
"Currency","2006/08/07",38.65
"Currency","2006/08/04",38.65
"Currency","2006/08/03",38.65
"Currency","2006/08/02",38.90
"Currency","2006/08/01",38.90
"Currency","2006/07/31",39.05
"Currency","2006/07/28",39.05
"Currency","2006/07/27",39.05
"Currency","2006/07/26",39.05
"Currency","2006/07/25",39.05
"Currency","2006/07/24",39.05
"Currency","2006/07/21",39.05
"Currency","2006/07/20",39.05
"Currency","2006/07/19",39.05
"Currency","2006/07/18",39.05
"Currency","2006/07/17",39.05
"Currency","2006/07/14",39.05
"Currency","2006/07/13",39.05
"Currency","2006/07/12",39.05
"Currency","2006/07/11",39.05
"Currency","2006/07/10",39.05
"Currency","2006/07/07",39.05
"Currency","2006/07/06",39.05
"Currency","2006/07/05",39.05
"Currency","2006/07/04",39.05
"Currency","2006/07/03",39.05
"Currency","2006/06/30",39.05
"Currency","2006/06/29",39.05
"Currency","2006/06/28",39.05
"Currency","2006/06/27",39.05
"Currency","2006/06/26",39.05
"Currency","2006/06/23",39.05
"Currency","2006/06/22",39.05
"Currency","2006/06/21",39.05
"Currency","2006/06/20",39.05
"Currency","2006/06/19",38.65
"Currency","2006/06/16",38.65
"Currency","2006/06/15",38.65
"Currency","2006/06/14",38.65
"Currency","2006/06/13",38.65
"Currency","2006/06/12",38.40
"Currency","2006/06/09",38.40
"Currency","2006/06/08",38.40
"Currency","2006/06/07",38.40
"Currency","2006/06/06",38.40
"Currency","2006/06/05",38.40
"Currency","2006/06/02",37.90
"Currency","2006/06/01",37.90
"Currency","2006/05/31",37.90
"Currency","2006/05/30",37.90
"Currency","2006/05/29",37.65
"Currency","2006/05/26",37.65
"Currency","2006/05/25",37.65
"Currency","2006/05/24",37.65
"Currency","2006/05/23",37.65
"Currency","2006/05/22",37.65
"Currency","2006/05/19",37.65
"Currency","2006/05/18",37.90
"Currency","2006/05/17",37.90
"Currency","2006/05/16",37.90
"Currency","2006/05/15",37.90
"Currency","2006/05/12",38.40
"Currency","2006/05/11",38.65
"Currency","2006/05/10",39.65
"Currency","2006/05/09",39.65
"Currency","2006/05/08",39.65
"Currency","2006/05/05",39.65
"Currency","2006/05/04",39.65
"Currency","2006/05/03",39.90
"Currency","2006/05/02",39.90
"Currency","2006/05/01",39.90
"Currency","2006/04/28",39.90
"Currency","2006/04/27",40.90
"Currency","2006/04/26",40.90
"Currency","2006/04/25",40.90
"Currency","2006/04/24",40.90
"Currency","2006/04/21",40.90
"Currency","2006/04/20",40.90
"Currency","2006/04/19",40.90
"Currency","2006/04/18",40.90
"Currency","2006/04/17",40.90
"Currency","2006/04/14",41.15
"Currency","2006/04/13",41.15
"Currency","2006/04/12",41.15
"Currency","2006/04/11",41.65
"Currency","2006/04/10",41.65
"Currency","2006/04/07",41.65
"Currency","2006/04/06",41.65
"Currency","2006/04/05",41.65
"Currency","2006/04/04",41.65
"Currency","2006/04/03",41.65
"Currency","2006/03/31",41.65
"Currency","2006/03/30",41.65
"Currency","2006/03/29",41.65
"Currency","2006/03/28",41.65
"Currency","2006/03/27",41.65
"Currency","2006/03/24",41.65
"Currency","2006/03/23",41.65
"Currency","2006/03/22",41.65
"Currency","2006/03/21",41.65
"Currency","2006/03/20",41.65
"Currency","2006/03/17",41.65
"Currency","2006/03/16",41.65
"Currency","2006/03/15",41.65
"Currency","2006/03/14",41.90
"Currency","2006/03/13",41.90
"Currency","2006/03/10",41.90
"Currency","2006/03/09",41.90
"Currency","2006/03/08",41.90
"Currency","2006/03/07",41.90
"Currency","2006/03/06",41.90
"Currency","2006/03/03",41.90
"Currency","2006/03/02",41.90
"Currency","2006/03/01",42.15
"Currency","2006/02/28",42.15
"Currency","2006/02/27",42.15
"Currency","2006/02/24",41.90
"Currency","2006/02/23",42.15
"Currency","2006/02/22",42.15
"Currency","2006/02/21",42.15
"Currency","2006/02/20",42.15
"Currency","2006/02/17",41.90
"Currency","2006/02/16",41.90
"Currency","2006/02/15",41.90
"Currency","2006/02/14",41.90
"Currency","2006/02/13",41.90
"Currency","2006/02/10",41.90
"Currency","2006/02/09",41.90
"Currency","2006/02/08",41.90
"Currency","2006/02/07",41.90
"Currency","2006/02/06",41.90
"Currency","2006/02/03",41.90
"Currency","2006/02/02",41.90
"Currency","2006/02/01",42.15
"Currency","2006/01/31",42.40
"Currency","2006/01/30",43.65
"Currency","2006/01/27",43.65
"Currency","2006/01/26",44.15
"Currency","2006/01/25",44.15
"Currency","2006/01/24",43.90
"Currency","2006/01/23",43.15
"Currency","2006/01/20",43.15
"Currency","2006/01/19",42.90
"Currency","2006/01/18",42.90
"Currency","2006/01/17",42.90
"Currency","2006/01/16",42.40
"Currency","2006/01/13",42.40
"Currency","2006/01/12",42.40
"Currency","2006/01/11",42.40
"Currency","2006/01/10",42.40
"Currency","2006/01/09",42.40
"Currency","2006/01/06",42.40
"Currency","2006/01/05",42.40
"Currency","2006/01/04",42.40
"Currency","2006/01/03",42.15
"Currency","2006/01/02",42.15
"Currency","2005/12/30",42.15
"Currency","2005/12/29",42.15
"Currency","2005/12/28",42.15
"Currency","2005/12/27",42.15
"Currency","2005/12/26",42.15
"Currency","2005/12/23",42.15
"Currency","2005/12/22",42.15
"Currency","2005/12/21",42.15
"Currency","2005/12/20",42.15
"Currency","2005/12/19",42.15
"Currency","2005/12/16",42.15
"Currency","2005/12/15",42.15
"Currency","2005/12/14",42.15
"Currency","2005/12/13",42.15
"Currency","2005/12/12",42.15
"Currency","2005/12/09",42.15
"Currency","2005/12/08",42.15
"Currency","2005/12/07",42.15
"Currency","2005/12/06",42.15
"Currency","2005/12/05",42.15
"Currency","2005/12/02",42.15
"Currency","2005/12/01",42.15
"Currency","2005/11/30",42.15
"Currency","2005/11/29",42.15
"Currency","2005/11/28",42.15
"Currency","2005/11/25",42.15
"Currency","2005/11/24",42.15
"Currency","2005/11/23",42.15
"Currency","2005/11/22",42.15
"Currency","2005/11/21",42.15
"Currency","2005/11/18",42.15
"Currency","2005/11/17",42.15
"Currency","2005/11/16",42.15
"Currency","2005/11/15",42.15
"Currency","2005/11/14",42.15
"Currency","2005/11/11",42.15
"Currency","2005/11/10",42.15
"Currency","2005/11/09",42.15
"Currency","2005/11/08",42.15
"Currency","2005/11/07",42.15
"Currency","2005/11/04",42.15
"Currency","2005/11/03",42.15
"Currency","2005/11/02",42.15
"Currency","2005/11/01",42.15
"Currency","2005/10/31",42.15
"Currency","2005/10/28",42.15
"Currency","2005/10/27",42.15
"Currency","2005/10/26",42.15
"Currency","2005/10/25",42.15
"Currency","2005/10/24",42.15
"Currency","2005/10/21",42.15
"Currency","2005/10/20",42.15
"Currency","2005/10/19",42.15
"Currency","2005/10/18",42.15
"Currency","2005/10/17",42.15
"Currency","2005/10/14",42.15
"Currency","2005/10/13",42.15
"Currency","2005/10/12",42.15
"Currency","2005/10/11",42.15
"Currency","2005/10/10",42.15
"Currency","2005/10/07",42.15
"Currency","2005/10/06",42.40
"Currency","2005/10/05",42.40
"Currency","2005/10/04",42.15
"Currency","2005/10/03",42.15
"Currency","2005/09/30",42.15
"Currency","2005/09/29",42.15
"Currency","2005/09/28",42.15
"Currency","2005/09/27",42.15
"Currency","2005/09/26",41.90
"Currency","2005/09/23",41.90
"Currency","2005/09/22",41.90
"Currency","2005/09/21",41.65
"Currency","2005/09/20",41.40
"Currency","2005/09/19",41.40
"Currency","2005/09/16",41.40
"Currency","2005/09/15",41.40
"Currency","2005/09/14",41.40
"Currency","2005/09/13",41.40
"Currency","2005/09/12",41.40
"Currency","2005/09/09",41.40
"Currency","2005/09/08",41.40
"Currency","2005/09/07",41.40
"Currency","2005/09/06",41.40
"Currency","2005/09/05",41.40
"Currency","2005/09/02",41.40
"Currency","2005/09/01",41.65
"Currency","2005/08/31",41.65
"Currency","2005/08/30",41.90
"Currency","2005/08/29",41.90
"Currency","2005/08/26",41.90
"Currency","2005/08/25",41.90
"Currency","2005/08/24",41.90
"Currency","2005/08/23",41.90
"Currency","2005/08/22",41.90
"Currency","2005/08/19",41.90
"Currency","2005/08/18",41.90
"Currency","2005/08/17",41.90
"Currency","2005/08/16",41.90
"Currency","2005/08/15",41.90
"Currency","2005/08/12",41.90
"Currency","2005/08/11",41.90
"Currency","2005/08/10",41.65
"Currency","2005/08/09",41.65
"Currency","2005/08/08",41.65
"Currency","2005/08/05",41.65
"Currency","2005/08/04",41.65
"Currency","2005/08/03",41.40
"Currency","2005/08/02",41.40
"Currency","2005/08/01",41.40
"Currency","2005/07/29",41.40
"Currency","2005/07/28",41.40
"Currency","2005/07/27",41.40
"Currency","2005/07/26",41.40
"Currency","2005/07/25",41.40
"Currency","2005/07/22",41.40
"Currency","2005/07/21",41.15
"Currency","2005/07/20",41.65
"Currency","2005/07/19",41.65
"Currency","2005/07/18",41.65
"Currency","2005/07/15",41.65
"Currency","2005/07/14",41.65
"Currency","2005/07/13",41.40
"Currency","2005/07/12",40.90
"Currency","2005/07/11",40.65
"Currency","2005/07/08",40.40
"Currency","2005/07/07",40.15
"Currency","2005/07/06",40.15
"Currency","2005/07/05",39.90
"Currency","2005/07/04",39.40
"Currency","2005/07/01",39.40
"Currency","2005/06/30",39.40
"Currency","2005/06/29",39.40
"Currency","2005/06/28",38.90
"Currency","2005/06/27",38.90
"Currency","2005/06/24",38.90
"Currency","2005/06/23",38.90
"Currency","2005/06/22",38.90
"Currency","2005/06/21",38.90
"Currency","2005/06/20",38.65
"Currency","2005/06/17",38.65
"Currency","2005/06/16",38.65
"Currency","2005/06/15",38.65
"Currency","2005/06/14",38.65
"Currency","2005/06/13",38.65
"Currency","2005/06/10",38.65
"Currency","2005/06/09",38.65
"Currency","2005/06/08",38.40
"Currency","2005/06/07",38.40
"Currency","2005/06/06",38.40
"Currency","2005/06/03",38.40
"Currency","2005/06/02",38.40
"Currency","2005/06/01",38.15
"Currency","2005/05/31",38.15
"Currency","2005/05/30",38.15
"Currency","2005/05/27",38.15
"Currency","2005/05/26",38.15
"Currency","2005/05/25",38.15
"Currency","2005/05/24",38.00
"Currency","2005/05/23",38.00
"Currency","2005/05/20",38.00
"Currency","2005/05/19",38.00
"Currency","2005/05/18",38.00
"Currency","2005/05/17",38.00
"Currency","2005/05/16",38.00
"Currency","2005/05/13",38.00
"Currency","2005/05/12",38.00
"Currency","2005/05/11",38.00
"Currency","2005/05/10",38.00
"Currency","2005/05/09",38.05
"Currency","2005/05/06",38.05
"Currency","2005/05/05",38.00
"Currency","2005/05/04",38.15
"Currency","2005/05/03",38.15
"Currency","2005/05/02",38.40
"Currency","2005/04/29",38.40
"Currency","2005/04/28",38.55
"Currency","2005/04/27",38.90
"Currency","2005/04/26",38.65
"Currency","2005/04/25",38.40
"Currency","2005/04/22",38.40
"Currency","2005/04/21",38.40
"Currency","2005/04/20",38.15
"Currency","2005/04/19",38.15
"Currency","2005/04/18",38.05
"Currency","2005/04/15",38.15
"Currency","2005/04/14",38.15
"Currency","2005/04/13",38.15
"Currency","2005/04/12",38.15
"Currency","2005/04/11",37.90
"Currency","2005/04/08",36.75
"Currency","2005/04/07",36.75
"Currency","2005/04/06",36.75
"Currency","2005/04/05",36.75
"Currency","2005/04/04",36.75
"Currency","2005/04/01",36.75
"Currency","2005/03/31",36.75
"Currency","2005/03/30",36.75
"Currency","2005/03/29",36.75
"Currency","2005/03/28",36.75
"Currency","2005/03/25",36.75
"Currency","2005/03/24",36.75
"Currency","2005/03/23",36.75
"Currency","2005/03/22",36.75
"Currency","2005/03/21",36.75
"Currency","2005/03/18",36.25
"Currency","2005/03/17",36.25
"Currency","2005/03/16",36.25
"Currency","2005/03/15",36.25
"Currency","2005/03/14",36.25
"Currency","2005/03/11",36.25
"Currency","2005/03/10",36.25
"Currency","2005/03/09",36.25
"Currency","2005/03/08",36.25
"Currency","2005/03/07",36.25
"Currency","2005/03/04",36.25
"Currency","2005/03/03",36.25
"Currency","2005/03/02",36.25
"Currency","2005/03/01",36.25
"Currency","2005/02/28",36.25
"Currency","2005/02/25",36.25
"Currency","2005/02/24",36.25
"Currency","2005/02/23",36.25
"Currency","2005/02/22",36.25
"Currency","2005/02/21",36.25
"Currency","2005/02/18",36.25
"Currency","2005/02/17",36.50
"Currency","2005/02/16",36.50
"Currency","2005/02/15",36.50
"Currency","2005/02/14",36.50
"Currency","2005/02/11",36.25
"Currency","2005/02/10",36.25
"Currency","2005/02/09",36.25
"Currency","2005/02/08",36.25
"Currency","2005/02/07",36.25
"Currency","2005/02/04",36.25
"Currency","2005/02/03",36.25
"Currency","2005/02/02",36.25
"Currency","2005/02/01",36.25
"Currency","2005/01/31",36.25
"Currency","2005/01/28",36.25
"Currency","2005/01/27",36.25
"Currency","2005/01/26",36.25
"Currency","2005/01/25",36.25
"Currency","2005/01/24",36.25
"Currency","2005/01/21",36.25
"Currency","2005/01/20",36.25
"Currency","2005/01/19",36.25
"Currency","2005/01/18",36.25
"Currency","2005/01/17",36.25
"Currency","2005/01/14",36.25
"Currency","2005/01/13",36.25
"Currency","2005/01/12",36.25
"Currency","2005/01/11",36.25
"Currency","2005/01/10",36.25
"Currency","2005/01/07",36.25
"Currency","2005/01/06",36.25
"Currency","2005/01/05",36.00
"Currency","2005/01/04",36.00
"Currency","2005/01/03",36.00
"Currency","2004/12/31",36.00
"Currency","2004/12/30",36.00
"Currency","2004/12/29",36.00
"Currency","2004/12/28",36.00
"Currency","2004/12/27",36.00
"Currency","2004/12/24",35.75
"Currency","2004/12/23",35.75
"Currency","2004/12/22",35.75
"Currency","2004/12/21",35.75
"Currency","2004/12/20",35.75
"Currency","2004/12/17",35.75
"Currency","2004/12/16",35.75
"Currency","2004/12/15",35.75
"Currency","2004/12/14",35.75
"Currency","2004/12/13",35.75
"Currency","2004/12/10",35.75
"Currency","2004/12/09",35.75
"Currency","2004/12/08",35.75
"Currency","2004/12/07",35.75
"Currency","2004/12/06",35.75
"Currency","2004/12/03",36.00
"Currency","2004/12/02",36.00
"Currency","2004/12/01",36.00
"Currency","2004/11/30",36.00
"Currency","2004/11/29",36.00
"Currency","2004/11/26",36.00
"Currency","2004/11/25",35.00
"Currency","2004/11/24",35.00
"Currency","2004/11/23",35.00
"Currency","2004/11/22",35.00
"Currency","2004/11/19",35.00
"Currency","2004/11/18",35.00
"Currency","2004/11/17",35.00
"Currency","2004/11/16",35.00
"Currency","2004/11/15",35.00
"Currency","2004/11/12",35.00
"Currency","2004/11/11",35.00
"Currency","2004/11/10",35.00
"Currency","2004/11/09",35.00
"Currency","2004/11/08",35.00
"Currency","2004/11/05",35.00
"Currency","2004/11/04",35.00
"Currency","2004/11/03",35.00
"Currency","2004/11/02",35.00
"Currency","2004/11/01",35.00
"Currency","2004/10/29",35.00
"Currency","2004/10/28",35.00
"Currency","2004/10/27",35.00
"Currency","2004/10/26",35.00
"Currency","2004/10/25",35.00
"Currency","2004/10/22",35.00
"Currency","2004/10/21",35.00
"Currency","2004/10/20",35.00
"Currency","2004/10/19",35.00
"Currency","2004/10/18",35.00
"Currency","2004/10/15",35.00
"Currency","2004/10/14",35.00
"Currency","2004/10/13",35.00
"Currency","2004/10/12",35.00
"Currency","2004/10/11",35.00
"Currency","2004/10/08",35.00
"Currency","2004/10/07",35.25
"Currency","2004/10/06",35.25
"Currency","2004/10/05",35.25
"Currency","2004/10/04",35.25
"Currency","2004/10/01",35.25
"Currency","2004/09/30",35.25
"Currency","2004/09/29",35.25
"Currency","2004/09/28",35.25
"Currency","2004/09/27",35.25
"Currency","2004/09/24",35.25
"Currency","2004/09/23",35.25
"Currency","2004/09/22",35.00
"Currency","2004/09/21",35.00
"Currency","2004/09/20",35.00
"Currency","2004/09/17",35.00
"Currency","2004/09/16",35.00
"Currency","2004/09/15",35.25
"Currency","2004/09/14",35.25
"Currency","2004/09/13",35.25
"Currency","2004/09/10",35.00
"Currency","2004/09/09",35.00
"Currency","2004/09/08",34.25
"Currency","2004/09/07",34.25
"Currency","2004/09/06",34.25
"Currency","2004/09/03",34.25
"Currency","2004/09/02",34.25
"Currency","2004/09/01",34.25
"Currency","2004/08/31",35.00
"Currency","2004/08/30",34.00
"Currency","2004/08/27",34.00
"Currency","2004/08/26",34.00
"Currency","2004/08/25",34.00
"Currency","2004/08/24",34.00
"Currency","2004/08/23",34.00
"Currency","2004/08/20",34.00
"Currency","2004/08/19",34.00
"Currency","2004/08/18",35.50
"Currency","2004/08/17",35.50
"Currency","2004/08/16",35.50
"Currency","2004/08/13",35.25
"Currency","2004/08/12",35.25
"Currency","2004/08/11",35.25
"Currency","2004/08/10",34.50
"Currency","2004/08/09",34.50
"Currency","2004/08/06",34.00
"Currency","2004/08/05",34.00
"Currency","2004/08/04",34.00
"Currency","2004/08/03",34.00
"Currency","2004/08/02",34.00
"Currency","2004/07/30",34.00
"Currency","2004/07/29",34.25
"Currency","2004/07/28",34.25
"Currency","2004/07/27",34.25
"Currency","2004/07/26",34.25
"Currency","2004/07/23",34.25
"Currency","2004/07/22",34.25
"Currency","2004/07/21",34.25
"Currency","2004/07/20",34.25
"Currency","2004/07/19",34.25
"Currency","2004/07/16",34.25
"Currency","2004/07/15",34.25
"Currency","2004/07/14",34.25
"Currency","2004/07/13",34.25
"Currency","2004/07/12",34.25
"Currency","2004/07/09",34.25
"Currency","2004/07/08",34.25
"Currency","2004/07/07",34.25
"Currency","2004/07/06",34.25
"Currency","2004/07/05",32.50
"Currency","2004/07/02",32.50
"Currency","2004/07/01",32.35
"Currency","2004/06/30",32.35
"Currency","2004/06/29",32.35
"Currency","2004/06/28",32.35
"Currency","2004/06/25",32.35
"Currency","2004/06/24",32.50
"Currency","2004/06/23",32.50
"Currency","2004/06/22",32.50
"Currency","2004/06/21",32.75
"Currency","2004/06/18",32.75
"Currency","2004/06/17",33.00
"Currency","2004/06/16",33.25
"Currency","2004/06/15",33.25
"Currency","2004/06/14",33.25
"Currency","2004/06/11",33.15
"Currency","2004/06/10",33.15
"Currency","2004/06/09",33.15
"Currency","2004/06/08",33.15
"Currency","2004/06/07",33.15
"Currency","2004/06/04",33.15
"Currency","2004/06/03",33.10
"Currency","2004/06/02",33.35
"Currency","2004/06/01",33.50
"Currency","2004/05/31",33.75
"Currency","2004/05/28",33.75
"Currency","2004/05/27",34.00
"Currency","2004/05/26",34.00
"Currency","2004/05/25",34.25
"Currency","2004/05/24",34.00
"Currency","2004/05/21",34.00
"Currency","2004/05/20",34.00
"Currency","2004/05/19",34.00
"Currency","2004/05/18",34.00
"Currency","2004/05/17",34.00
"Currency","2004/05/14",34.15
"Currency","2004/05/13",34.15
"Currency","2004/05/12",34.25
"Currency","2004/05/11",34.50
"Currency","2004/05/10",34.50
"Currency","2004/05/07",34.50
"Currency","2004/05/06",37.25
"Currency","2004/05/05",35.00
"Currency","2004/05/04",34.50
"Currency","2004/05/03",34.50
"Currency","2004/04/30",34.50
"Currency","2004/04/29",34.50
"Currency","2004/04/28",35.00
"Currency","2004/04/27",35.00
"Currency","2004/04/26",35.00
"Currency","2004/04/23",35.00
"Currency","2004/04/22",36.00
"Currency","2004/04/21",36.00
"Currency","2004/04/20",36.00
"Currency","2004/04/19",35.00
"Currency","2004/04/16",35.00
"Currency","2004/04/15",35.00
"Currency","2004/04/14",36.00
"Currency","2004/04/13",36.00
"Currency","2004/04/12",33.00
"Currency","2004/04/09",33.00
"Currency","2004/04/08",33.00
"Currency","2004/04/07",33.00
"Currency","2004/04/06",33.00
"Currency","2004/04/05",36.00
"Currency","2004/04/02",36.00
"Currency","2004/04/01",37.00
"Currency","2004/03/31",29.00
"Currency","2004/03/30",29.00
"Currency","2004/03/29",29.00
"Currency","2004/03/26",29.00
"Currency","2004/03/25",24.00
"Currency","2004/03/24",34.00
"Currency","2004/03/23",37.50
"Currency","2004/03/22",39.50
"Currency","2004/03/19",40.00
"Currency","2004/03/18",40.50
"Currency","2004/03/17",41.00
"Currency","2004/03/16",41.00
"Currency","2004/03/15",42.00
"Currency","2004/03/12",42.00
"Currency","2004/03/11",42.00
"Currency","2004/03/10",41.75
"Currency","2004/03/09",40.91
"Currency","2004/03/08",41.75
"Currency","2004/03/05",41.75
"Currency","2004/03/04",42.50
"Currency","2004/03/03",42.50
"Currency","2004/03/02",42.50
"Currency","2004/03/01",42.50
"Currency","2004/02/27",42.50
"Currency","2004/02/26",42.50
"Currency","2004/02/25",42.50
"Currency","2004/02/24",42.50
"Currency","2004/02/23",42.50
"Currency","2004/02/20",42.50
"Currency","2004/02/19",42.50
"Currency","2004/02/18",42.50
"Currency","2004/02/17",42.50
"Currency","2004/02/16",42.50
"Currency","2004/02/13",42.50
"Currency","2004/02/12",42.50
"Currency","2004/02/11",42.50
"Currency","2004/02/10",42.50
"Currency","2004/02/09",42.50
"Currency","2004/02/06",42.50
"Currency","2004/02/05",42.50
"Currency","2004/02/04",42.25
"Currency","2004/02/03",42.25
"Currency","2004/02/02",42.50
"Currency","2004/01/30",42.75
"Currency","2004/01/29",42.75
"Currency","2004/01/28",42.75
"Currency","2004/01/27",42.75
"Currency","2004/01/26",42.75
"Currency","2004/01/23",42.25
"Currency","2004/01/22",42.25
"Currency","2004/01/21",42.15
"Currency","2004/01/20",42.15
"Currency","2004/01/19",42.25
"Currency","2004/01/16",42.50
"Currency","2004/01/15",42.50
"Currency","2004/01/14",42.75
"Currency","2004/01/13",42.50
"Currency","2004/01/12",41.75
"Currency","2004/01/09",41.75
"Currency","2004/01/08",41.75
"Currency","2004/01/07",41.75
"Currency","2004/01/06",41.00
"Currency","2004/01/05",41.00
"Currency","2004/01/02",40.00
"Currency","2004/01/01",40.00
"Currency","2003/12/31",40.00
"Currency","2003/12/30",40.00
"Currency","2003/12/29",40.00
"Currency","2003/12/26",40.15
"Currency","2003/12/25",40.15
"Currency","2003/12/24",40.15
"Currency","2003/12/23",40.50
"Currency","2003/12/22",40.50
"Currency","2003/12/19",41.00
"Currency","2003/12/18",41.00
"Currency","2003/12/17",41.00
"Currency","2003/12/16",41.25
"Currency","2003/12/15",41.25
"Currency","2003/12/12",41.25
"Currency","2003/12/11",41.25
"Currency","2003/12/10",41.25
"Currency","2003/12/09",41.25
"Currency","2003/12/08",41.00
"Currency","2003/12/05",40.75
"Currency","2003/12/04",40.75
"Currency","2003/12/03",40.75
"Currency","2003/12/02",40.50
"Currency","2003/12/01",41.00
"Currency","2003/11/28",41.00
"Currency","2003/11/27",40.15
"Currency","2003/11/26",40.15
"Currency","2003/11/25",40.25
"Currency","2003/11/24",40.00
"Currency","2003/11/21",40.00
"Currency","2003/11/20",40.00
"Currency","2003/11/19",40.00
"Currency","2003/11/18",40.00
"Currency","2003/11/17",40.00
"Currency","2003/11/14",40.00
"Currency","2003/11/13",40.00
"Currency","2003/11/12",40.00
"Currency","2003/11/11",40.15
"Currency","2003/11/10",40.70
"Currency","2003/11/07",40.70
"Currency","2003/11/06",40.40
"Currency","2003/11/05",40.20
"Currency","2003/11/04",39.75
"Currency","2003/11/03",39.75
"Currency","2003/10/31",39.75
"Currency","2003/10/30",39.75
"Currency","2003/10/29",39.75
"Currency","2003/10/28",40.00
"Currency","2003/10/27",40.00
"Currency","2003/10/24",40.00
"Currency","2003/10/23",40.50
"Currency","2003/10/22",40.50
"Currency","2003/10/21",40.00
"Currency","2003/10/20",39.75
"Currency","2003/10/17",39.25
"Currency","2003/10/16",39.25
"Currency","2003/10/15",39.25
"Currency","2003/10/14",39.15
"Currency","2003/10/13",39.15
"Currency","2003/10/10",39.15
"Currency","2003/10/09",39.15
"Currency","2003/10/08",39.15
"Currency","2003/10/07",39.15
"Currency","2003/10/06",38.25
"Currency","2003/10/03",38.25
"Currency","2003/10/02",38.50
"Currency","2003/10/01",38.50
"Currency","2003/09/30",38.75
"Currency","2003/09/29",39.00
"Currency","2003/09/26",39.15
"Currency","2003/09/25",39.15
"Currency","2003/09/24",39.00
"Currency","2003/09/23",39.00
"Currency","2003/09/22",39.00
"Currency","2003/09/19",38.50
"Currency","2003/09/18",38.50
"Currency","2003/09/17",38.50
"Currency","2003/09/16",38.25
"Currency","2003/09/15",38.25
"Currency","2003/09/12",38.00
"Currency","2003/09/11",38.00
"Currency","2003/09/10",38.00
"Currency","2003/09/09",38.00
"Currency","2003/09/08",37.75
"Currency","2003/09/05",37.75
"Currency","2003/09/04",38.00
"Currency","2003/09/03",38.00
"Currency","2003/09/02",38.00
"Currency","2003/09/01",38.60
"Currency","2003/08/29",38.60
"Currency","2003/08/28",38.60
"Currency","2003/08/27",38.60
"Currency","2003/08/26",38.60
"Currency","2003/08/25",38.60
"Currency","2003/08/22",38.60
"Currency","2003/08/21",38.60
"Currency","2003/08/20",38.60
"Currency","2003/08/19",38.60
"Currency","2003/08/18",38.50
"Currency","2003/08/15",38.50
"Currency","2003/08/14",38.50
"Currency","2003/08/13",38.50
"Currency","2003/08/12",38.00
"Currency","2003/08/11",38.00
"Currency","2003/08/08",38.00
"Currency","2003/08/07",38.00
"Currency","2003/08/06",39.50
"Currency","2003/08/05",39.50
"Currency","2003/08/04",39.50
"Currency","2003/08/01",39.50
"Currency","2003/07/31",39.50
"Currency","2003/07/30",39.50
"Currency","2003/07/29",39.90
"Currency","2003/07/28",40.00
"Currency","2003/07/25",40.00
"Currency","2003/07/24",40.00
"Currency","2003/07/23",40.20
"Currency","2003/07/22",40.10
"Currency","2003/07/21",40.00
"Currency","2003/07/18",40.00
"Currency","2003/07/17",40.00
"Currency","2003/07/16",40.00
"Currency","2003/07/15",40.00
"Currency","2003/07/14",40.00
"Currency","2003/07/11",40.25
"Currency","2003/07/10",40.25
"Currency","2003/07/09",40.25
"Currency","2003/07/08",40.25
"Currency","2003/07/07",40.15
"Currency","2003/07/04",39.15
"Currency","2003/07/03",39.15
"Currency","2003/07/02",39.15
"Currency","2003/07/01",39.15
"Currency","2003/06/30",39.15
"Currency","2003/06/27",39.15
"Currency","2003/06/26",39.00
"Currency","2003/06/25",38.15
"Currency","2003/06/24",38.15
"Currency","2003/06/23",38.15
"Currency","2003/06/20",38.15
"Currency","2003/06/19",38.15
"Currency","2003/06/18",38.15
"Currency","2003/06/17",38.15
"Currency","2003/06/16",38.15
