"Indicator","Time","Value (USD/BOB)"
"Currency","2005/05/12",8.07
"Currency","2005/05/11",8.07
"Currency","2005/05/10",8.07
"Currency","2005/05/09",8.07
"Currency","2005/05/06",8.07
"Currency","2005/05/05",8.07
"Currency","2005/05/04",8.07
"Currency","2005/05/03",8.07
"Currency","2005/05/02",8.07
"Currency","2005/04/29",8.07
"Currency","2005/04/28",8.07
"Currency","2005/04/27",8.07
"Currency","2005/04/26",8.07
"Currency","2005/04/25",8.07
"Currency","2005/04/22",8.07
"Currency","2005/04/21",8.07
"Currency","2005/04/20",8.07
"Currency","2005/04/19",8.07
"Currency","2005/04/18",8.07
"Currency","2005/04/15",8.07
"Currency","2005/04/14",8.07
"Currency","2005/04/13",8.07
"Currency","2005/04/12",8.07
"Currency","2005/04/11",8.07
"Currency","2005/04/08",8.07
"Currency","2005/04/07",8.07
"Currency","2005/04/06",8.07
"Currency","2005/04/05",8.07
"Currency","2005/04/04",8.07
"Currency","2005/04/01",8.07
"Currency","2005/03/31",8.07
"Currency","2005/03/30",8.07
"Currency","2005/03/29",8.07
"Currency","2005/03/28",8.07
"Currency","2005/03/25",8.07
"Currency","2005/03/24",8.07
"Currency","2005/03/23",8.07
"Currency","2005/03/22",7.78
"Currency","2005/03/21",8.07
"Currency","2005/03/18",8.07
"Currency","2005/03/17",8.07
"Currency","2005/03/16",7.77
"Currency","2005/03/15",7.78
"Currency","2005/03/14",7.77
"Currency","2005/03/11",7.78
"Currency","2005/03/10",7.77
"Currency","2005/03/09",7.78
"Currency","2005/03/08",7.77
"Currency","2005/03/07",7.77
"Currency","2005/03/04",7.70
"Currency","2005/03/03",7.76
"Currency","2005/03/02",7.77
"Currency","2005/03/01",7.77
"Currency","2005/02/28",7.77
"Currency","2005/02/25",7.78
"Currency","2005/02/24",7.78
"Currency","2005/02/23",7.75
"Currency","2005/02/22",7.75
"Currency","2005/02/21",7.75
"Currency","2005/02/18",7.73
"Currency","2005/02/17",7.75
"Currency","2005/02/16",7.75
"Currency","2005/02/15",7.75
"Currency","2005/02/14",7.75
"Currency","2005/02/11",7.74
"Currency","2005/02/10",7.74
"Currency","2005/02/09",7.75
"Currency","2005/02/08",7.74
"Currency","2005/02/07",7.74
"Currency","2005/02/04",7.74
"Currency","2005/02/03",7.75
"Currency","2005/02/02",7.75
"Currency","2005/02/01",7.75
"Currency","2005/01/31",7.75
"Currency","2005/01/28",7.75
"Currency","2005/01/27",7.75
"Currency","2005/01/26",7.75
"Currency","2005/01/25",7.75
"Currency","2005/01/24",7.76
"Currency","2005/01/21",7.76
"Currency","2005/01/20",7.75
"Currency","2005/01/19",7.75
"Currency","2005/01/18",7.75
"Currency","2005/01/17",7.75
"Currency","2005/01/14",7.74
"Currency","2005/01/13",7.74
"Currency","2005/01/12",7.73
"Currency","2005/01/11",7.74
"Currency","2005/01/10",7.74
"Currency","2005/01/07",7.94
"Currency","2005/01/06",7.85
"Currency","2005/01/05",7.84
"Currency","2005/01/04",7.85
"Currency","2005/01/03",7.84
"Currency","2004/12/31",7.84
"Currency","2004/12/30",7.85
"Currency","2004/12/29",7.84
"Currency","2004/12/28",7.85
"Currency","2004/12/27",7.85
"Currency","2004/12/24",8.04
"Currency","2004/12/23",7.85
"Currency","2004/12/22",7.83
"Currency","2004/12/21",7.85
"Currency","2004/12/20",7.85
"Currency","2004/12/17",7.84
"Currency","2004/12/16",7.82
"Currency","2004/12/15",7.80
"Currency","2004/12/14",7.83
"Currency","2004/12/13",7.83
"Currency","2004/12/10",7.82
"Currency","2004/12/09",7.83
"Currency","2004/12/08",7.83
"Currency","2004/12/07",7.83
"Currency","2004/12/06",7.83
"Currency","2004/12/03",7.83
"Currency","2004/12/02",7.83
"Currency","2004/12/01",7.83
"Currency","2004/11/30",7.83
"Currency","2004/11/29",7.83
"Currency","2004/11/26",7.83
"Currency","2004/11/25",7.83
"Currency","2004/11/24",7.83
"Currency","2004/11/23",7.82
"Currency","2004/11/22",7.81
"Currency","2004/11/19",7.82
"Currency","2004/11/18",7.83
"Currency","2004/11/17",7.82
"Currency","2004/11/16",7.81
"Currency","2004/11/15",7.82
"Currency","2004/11/12",7.82
"Currency","2004/11/11",7.82
"Currency","2004/11/10",7.81
"Currency","2004/11/09",7.80
"Currency","2004/11/08",6.79
"Currency","2004/11/05",7.81
"Currency","2004/11/04",7.80
"Currency","2004/11/03",7.80
"Currency","2004/11/02",7.80
"Currency","2004/11/01",7.80
"Currency","2004/10/29",7.80
"Currency","2004/10/28",8.01
"Currency","2004/10/27",7.80
"Currency","2004/10/26",7.81
"Currency","2004/10/25",7.81
"Currency","2004/10/22",7.81
"Currency","2004/10/21",7.80
"Currency","2004/10/20",7.80
"Currency","2004/10/19",7.80
"Currency","2004/10/18",7.80
"Currency","2004/10/15",7.80
"Currency","2004/10/14",7.80
"Currency","2004/10/13",7.79
"Currency","2004/10/12",7.78
"Currency","2004/10/11",7.79
"Currency","2004/10/08",7.77
"Currency","2004/10/07",7.77
"Currency","2004/10/06",7.77
"Currency","2004/10/05",7.77
"Currency","2004/10/04",7.78
"Currency","2004/10/01",7.77
"Currency","2004/09/30",7.76
"Currency","2004/09/29",7.77
"Currency","2004/09/28",7.77
"Currency","2004/09/27",7.77
"Currency","2004/09/24",7.76
"Currency","2004/09/23",7.76
"Currency","2004/09/22",7.76
"Currency","2004/09/21",7.77
"Currency","2004/09/20",7.76
"Currency","2004/09/17",7.78
"Currency","2004/09/16",7.76
"Currency","2004/09/15",7.76
"Currency","2004/09/14",7.76
"Currency","2004/09/13",7.77
"Currency","2004/09/10",7.76
"Currency","2004/09/09",7.76
"Currency","2004/09/08",7.75
"Currency","2004/09/07",7.74
"Currency","2004/09/06",7.75
"Currency","2004/09/03",7.75
"Currency","2004/09/02",7.76
"Currency","2004/09/01",7.76
"Currency","2004/08/31",7.75
"Currency","2004/08/30",7.73
"Currency","2004/08/27",7.74
"Currency","2004/08/26",7.74
"Currency","2004/08/25",7.73
"Currency","2004/08/24",7.74
"Currency","2004/08/23",7.74
"Currency","2004/08/20",7.73
"Currency","2004/08/19",7.73
"Currency","2004/08/18",7.73
"Currency","2004/08/17",7.73
"Currency","2004/08/16",7.71
"Currency","2004/08/13",7.71
"Currency","2004/08/12",7.71
"Currency","2004/08/11",7.72
"Currency","2004/08/10",7.72
"Currency","2004/08/09",7.72
"Currency","2004/08/06",7.71
"Currency","2004/08/05",7.72
"Currency","2004/08/04",7.71
"Currency","2004/08/03",7.70
"Currency","2004/08/02",7.71
"Currency","2004/07/30",7.71
"Currency","2004/07/29",7.71
"Currency","2004/07/28",7.69
"Currency","2004/07/27",7.70
"Currency","2004/07/26",7.72
"Currency","2004/07/23",7.71
"Currency","2004/07/22",7.71
"Currency","2004/07/21",7.71
"Currency","2004/07/20",7.73
"Currency","2004/07/19",7.72
"Currency","2004/07/16",7.72
"Currency","2004/07/15",7.74
"Currency","2004/07/14",7.72
"Currency","2004/07/13",7.72
"Currency","2004/07/12",7.72
"Currency","2004/07/09",7.73
"Currency","2004/07/08",7.72
"Currency","2004/07/07",7.73
"Currency","2004/07/06",7.73
"Currency","2004/07/05",7.72
"Currency","2004/07/02",7.72
"Currency","2004/07/01",7.73
"Currency","2004/06/30",7.72
"Currency","2004/06/29",7.72
"Currency","2004/06/28",7.72
"Currency","2004/06/25",7.71
"Currency","2004/06/24",7.71
"Currency","2004/06/23",7.71
"Currency","2004/06/22",7.70
"Currency","2004/06/21",7.70
"Currency","2004/06/18",7.70
"Currency","2004/06/17",7.70
"Currency","2004/06/16",7.70
"Currency","2004/06/15",7.69
"Currency","2004/06/14",7.70
"Currency","2004/06/11",7.69
"Currency","2004/06/10",7.71
"Currency","2004/06/09",7.71
"Currency","2004/06/08",7.74
"Currency","2004/06/07",7.70
"Currency","2004/06/04",7.70
"Currency","2004/06/03",7.69
"Currency","2004/06/02",7.69
"Currency","2004/06/01",7.70
"Currency","2004/05/31",7.91
"Currency","2004/05/28",7.70
"Currency","2004/05/27",7.69
"Currency","2004/05/26",7.70
"Currency","2004/05/25",7.69
"Currency","2004/05/24",7.69
"Currency","2004/05/21",7.71
"Currency","2004/05/20",7.91
"Currency","2004/05/19",7.70
"Currency","2004/05/18",7.70
"Currency","2004/05/17",7.71
"Currency","2004/05/14",7.70
"Currency","2004/05/13",7.69
"Currency","2004/05/12",7.69
"Currency","2004/05/11",7.69
"Currency","2004/05/10",7.69
"Currency","2004/05/07",7.69
"Currency","2004/05/06",7.71
"Currency","2004/05/05",7.70
"Currency","2004/05/04",7.69
"Currency","2004/05/03",7.69
"Currency","2004/04/30",7.67
"Currency","2004/04/29",7.69
"Currency","2004/04/28",7.69
"Currency","2004/04/27",7.70
"Currency","2004/04/26",7.68
"Currency","2004/04/23",7.68
"Currency","2004/04/22",7.68
"Currency","2004/04/21",7.68
"Currency","2004/04/20",7.68
"Currency","2004/04/19",7.68
"Currency","2004/04/16",7.68
"Currency","2004/04/15",7.68
"Currency","2004/04/14",7.68
"Currency","2004/04/13",7.68
"Currency","2004/04/12",7.90
"Currency","2004/04/09",7.90
"Currency","2004/04/08",7.69
"Currency","2004/04/07",7.68
"Currency","2004/04/06",7.69
"Currency","2004/04/05",7.69
"Currency","2004/04/02",7.69
"Currency","2004/04/01",7.69
"Currency","2004/03/31",7.69
"Currency","2004/03/30",7.69
"Currency","2004/03/29",7.69
"Currency","2004/03/26",7.68
"Currency","2004/03/25",7.68
"Currency","2004/03/24",7.69
"Currency","2004/03/23",7.69
"Currency","2004/03/22",7.69
"Currency","2004/03/19",7.69
"Currency","2004/03/18",7.69
"Currency","2004/03/17",7.69
"Currency","2004/03/16",7.69
"Currency","2004/03/15",7.69
"Currency","2004/03/12",7.68
"Currency","2004/03/11",7.67
"Currency","2004/03/10",7.67
"Currency","2004/03/09",7.68
"Currency","2004/03/08",7.67
"Currency","2004/03/05",7.66
"Currency","2004/03/04",7.67
"Currency","2004/03/03",7.67
"Currency","2004/03/02",7.66
"Currency","2004/03/01",7.66
"Currency","2004/02/27",7.66
"Currency","2004/02/26",7.64
"Currency","2004/02/25",7.66
"Currency","2004/02/24",7.65
"Currency","2004/02/23",7.65
"Currency","2004/02/20",7.65
"Currency","2004/02/19",7.65
"Currency","2004/02/18",7.66
"Currency","2004/02/17",7.66
"Currency","2004/02/16",7.66
"Currency","2004/02/13",7.66
"Currency","2004/02/12",7.65
"Currency","2004/02/11",7.65
"Currency","2004/02/10",7.65
"Currency","2004/02/09",7.69
"Currency","2004/02/06",7.65
"Currency","2004/02/05",7.65
"Currency","2004/02/04",7.65
"Currency","2004/02/03",7.65
"Currency","2004/02/02",7.64
"Currency","2004/01/30",7.64
"Currency","2004/01/29",7.65
"Currency","2004/01/28",7.66
"Currency","2004/01/27",7.65
"Currency","2004/01/26",7.66
"Currency","2004/01/23",7.66
"Currency","2004/01/22",7.65
"Currency","2004/01/21",7.64
"Currency","2004/01/20",7.63
"Currency","2004/01/19",7.63
"Currency","2004/01/16",7.65
"Currency","2004/01/15",7.64
"Currency","2004/01/14",7.64
"Currency","2004/01/13",7.64
"Currency","2004/01/12",7.65
"Currency","2004/01/09",7.65
"Currency","2004/01/08",7.63
"Currency","2004/01/07",7.63
"Currency","2004/01/06",7.63
"Currency","2004/01/05",7.60
"Currency","2004/01/02",7.59
"Currency","2004/01/01",7.80
"Currency","2003/12/31",7.52
"Currency","2003/12/30",7.59
"Currency","2003/12/29",7.59
"Currency","2003/12/26",7.80
"Currency","2003/12/25",7.80
"Currency","2003/12/24",7.80
"Currency","2003/12/23",7.59
"Currency","2003/12/22",7.59
"Currency","2003/12/19",7.58
"Currency","2003/12/18",7.60
"Currency","2003/12/17",7.60
"Currency","2003/12/16",7.58
"Currency","2003/12/15",7.59
"Currency","2003/12/12",7.59
"Currency","2003/12/11",7.59
"Currency","2003/12/10",7.59
"Currency","2003/12/09",7.59
"Currency","2003/12/08",7.59
"Currency","2003/12/05",7.58
"Currency","2003/12/04",7.58
"Currency","2003/12/03",7.58
"Currency","2003/12/02",7.57
"Currency","2003/12/01",7.58
"Currency","2003/11/28",7.79
"Currency","2003/11/27",7.79
"Currency","2003/11/26",7.79
"Currency","2003/11/25",7.78
"Currency","2003/11/24",7.78
"Currency","2003/11/21",7.78
"Currency","2003/11/20",7.78
"Currency","2003/11/19",7.77
"Currency","2003/11/18",7.77
"Currency","2003/11/17",7.77
"Currency","2003/11/14",7.77
"Currency","2003/11/13",7.77
"Currency","2003/11/12",7.77
"Currency","2003/11/11",7.77
"Currency","2003/11/10",7.77
"Currency","2003/11/07",7.77
"Currency","2003/11/06",7.77
"Currency","2003/11/05",7.77
"Currency","2003/11/04",7.77
"Currency","2003/11/03",7.77
"Currency","2003/10/31",7.77
"Currency","2003/10/30",7.77
"Currency","2003/10/29",7.76
"Currency","2003/10/28",7.76
"Currency","2003/10/27",7.76
"Currency","2003/10/24",7.76
"Currency","2003/10/23",7.76
"Currency","2003/10/22",7.76
"Currency","2003/10/21",7.76
"Currency","2003/10/20",7.76
"Currency","2003/10/17",7.76
"Currency","2003/10/16",7.76
"Currency","2003/10/15",7.76
"Currency","2003/10/14",7.76
"Currency","2003/10/13",7.76
"Currency","2003/10/10",7.76
"Currency","2003/10/09",7.76
"Currency","2003/10/08",7.76
"Currency","2003/10/07",7.76
"Currency","2003/10/06",7.76
"Currency","2003/10/03",7.76
"Currency","2003/10/02",7.75
"Currency","2003/10/01",7.74
"Currency","2003/09/30",7.74
"Currency","2003/09/29",7.74
"Currency","2003/09/26",7.74
"Currency","2003/09/25",7.74
"Currency","2003/09/24",7.74
"Currency","2003/09/23",7.74
"Currency","2003/09/22",7.74
"Currency","2003/09/19",7.74
"Currency","2003/09/18",7.74
"Currency","2003/09/17",7.74
"Currency","2003/09/16",7.74
"Currency","2003/09/15",7.74
"Currency","2003/09/12",7.74
"Currency","2003/09/11",7.74
"Currency","2003/09/10",7.74
"Currency","2003/09/09",7.74
"Currency","2003/09/08",7.74
"Currency","2003/09/05",7.74
"Currency","2003/09/04",7.74
"Currency","2003/09/03",7.74
"Currency","2003/09/02",7.73
"Currency","2003/09/01",7.73
"Currency","2003/08/29",7.73
"Currency","2003/08/28",7.73
"Currency","2003/08/27",7.73
"Currency","2003/08/26",7.72
"Currency","2003/08/25",7.72
"Currency","2003/08/22",7.72
"Currency","2003/08/21",7.72
"Currency","2003/08/20",7.72
"Currency","2003/08/19",7.72
"Currency","2003/08/18",7.72
"Currency","2003/08/15",7.71
"Currency","2003/08/14",7.71
"Currency","2003/08/13",7.71
"Currency","2003/08/12",7.70
"Currency","2003/08/11",7.70
"Currency","2003/08/08",7.70
"Currency","2003/08/07",7.70
"Currency","2003/08/06",7.69
"Currency","2003/08/05",7.69
"Currency","2003/08/04",7.69
"Currency","2003/08/01",7.69
"Currency","2003/07/31",7.69
"Currency","2003/07/30",7.69
"Currency","2003/07/29",7.69
"Currency","2003/07/28",7.69
"Currency","2003/07/25",7.68
"Currency","2003/07/24",7.68
"Currency","2003/07/23",7.68
"Currency","2003/07/22",7.68
"Currency","2003/07/21",7.68
"Currency","2003/07/18",7.68
"Currency","2003/07/17",7.68
"Currency","2003/07/16",7.68
"Currency","2003/07/15",7.68
"Currency","2003/07/14",7.68
"Currency","2003/07/11",7.68
"Currency","2003/07/10",7.68
"Currency","2003/07/09",7.67
"Currency","2003/07/08",7.67
"Currency","2003/07/07",7.67
"Currency","2003/07/04",7.66
"Currency","2003/07/03",7.66
"Currency","2003/07/02",7.66
"Currency","2003/07/01",7.66
"Currency","2003/06/30",7.66
"Currency","2003/06/27",7.66
"Currency","2003/06/26",7.66
"Currency","2003/06/25",7.65
"Currency","2003/06/24",7.65
"Currency","2003/06/23",7.64
"Currency","2003/06/20",7.65
"Currency","2003/06/19",7.65
"Currency","2003/06/18",7.65
"Currency","2003/06/17",7.65
"Currency","2003/06/16",7.65
"Currency","2003/06/13",7.64
"Currency","2003/06/12",7.64
"Currency","2003/06/11",7.64
"Currency","2003/06/10",7.64
"Currency","2003/06/09",7.64
"Currency","2003/06/06",7.63
"Currency","2003/06/05",7.63
"Currency","2003/06/04",7.63
"Currency","2003/06/03",7.63
"Currency","2003/06/02",7.63
"Currency","2003/05/30",7.63
"Currency","2003/05/29",7.63
"Currency","2003/05/28",7.62
"Currency","2003/05/27",7.62
"Currency","2003/05/26",7.62
"Currency","2003/05/22",7.62
"Currency","2003/05/21",7.62
"Currency","2003/05/20",7.62
"Currency","2003/05/19",7.62
"Currency","2003/05/16",7.62
"Currency","2003/05/15",7.62
"Currency","2003/05/14",7.62
"Currency","2003/05/13",7.62
"Currency","2003/05/12",7.61
"Currency","2003/05/09",7.61
"Currency","2003/05/08",7.61
"Currency","2003/05/07",7.61
"Currency","2003/05/06",7.61
"Currency","2003/05/05",7.61
"Currency","2003/05/02",7.61
"Currency","2003/05/01",7.61
"Currency","2003/04/30",7.61
"Currency","2003/04/29",7.61
"Currency","2003/04/28",7.61
"Currency","2003/04/25",7.61
"Currency","2003/04/24",7.61
"Currency","2003/04/23",7.61
"Currency","2003/04/22",7.61
"Currency","2003/04/21",7.61
"Currency","2003/04/18",7.61
"Currency","2003/04/17",7.61
"Currency","2003/04/16",7.61
"Currency","2003/04/15",7.61
"Currency","2003/04/14",7.61
"Currency","2003/04/11",7.61
"Currency","2003/04/10",7.61
"Currency","2003/04/09",7.61
"Currency","2003/04/08",7.61
"Currency","2003/04/07",7.60
"Currency","2003/04/04",7.60
"Currency","2003/04/03",7.60
"Currency","2003/04/02",7.60
"Currency","2003/04/01",7.60
"Currency","2003/03/31",7.60
"Currency","2003/03/28",7.60
"Currency","2003/03/27",7.60
"Currency","2003/03/26",7.60
"Currency","2003/03/25",7.60
"Currency","2003/03/24",7.59
"Currency","2003/03/21",7.59
"Currency","2003/03/20",7.59
"Currency","2003/03/19",7.59
"Currency","2003/03/18",7.59
"Currency","2003/03/17",7.59
"Currency","2003/03/14",7.59
"Currency","2003/03/13",7.59
"Currency","2003/03/12",7.59
"Currency","2003/03/11",7.58
"Currency","2003/03/10",7.58
"Currency","2003/03/07",7.58
"Currency","2003/03/06",7.57
"Currency","2003/03/05",7.57
"Currency","2003/03/04",7.57
"Currency","2003/03/03",7.57
"Currency","2003/02/28",7.57
"Currency","2003/02/27",7.57
"Currency","2003/02/26",7.57
"Currency","2003/02/25",7.57
"Currency","2003/02/24",7.56
"Currency","2003/02/21",7.56
"Currency","2003/02/20",7.56
"Currency","2003/02/19",7.56
"Currency","2003/02/18",7.56
"Currency","2003/02/17",7.56
"Currency","2003/02/14",7.56
"Currency","2003/02/13",7.56
"Currency","2003/02/12",7.56
"Currency","2003/02/11",7.56
"Currency","2003/02/10",7.56
"Currency","2003/02/07",7.56
"Currency","2003/02/06",7.56
"Currency","2003/02/05",7.56
"Currency","2003/02/04",7.55
"Currency","2003/02/03",7.55
"Currency","2003/01/31",7.55
"Currency","2003/01/30",7.55
"Currency","2003/01/29",7.55
"Currency","2003/01/28",7.54
"Currency","2003/01/27",7.54
"Currency","2003/01/24",7.54
"Currency","2003/01/23",7.54
"Currency","2003/01/22",7.53
"Currency","2003/01/21",7.53
"Currency","2003/01/20",7.53
"Currency","2003/01/17",7.53
"Currency","2003/01/16",7.53
"Currency","2003/01/15",7.53
"Currency","2003/01/14",7.53
"Currency","2003/01/13",7.53
"Currency","2003/01/10",7.53
"Currency","2003/01/09",7.53
"Currency","2003/01/08",7.53
"Currency","2003/01/07",7.53
"Currency","2003/01/06",7.52
"Currency","2003/01/03",7.51
"Currency","2003/01/02",7.50
"Currency","2003/01/01",7.50
"Currency","2002/12/31",7.50
"Currency","2002/12/30",7.50
"Currency","2002/12/27",7.50
"Currency","2002/12/26",7.49
"Currency","2002/12/25",7.48
"Currency","2002/12/24",7.48
"Currency","2002/12/23",7.48
"Currency","2002/12/20",7.47
"Currency","2002/12/19",7.47
"Currency","2002/12/18",7.47
"Currency","2002/12/17",7.47
"Currency","2002/12/16",7.47
"Currency","2002/12/13",7.47
"Currency","2002/12/12",7.47
"Currency","2002/12/11",7.46
"Currency","2002/12/10",7.46
"Currency","2002/12/09",7.46
"Currency","2002/12/05",7.45
"Currency","2002/12/04",7.45
"Currency","2002/12/03",7.45
"Currency","2002/12/02",7.45
"Currency","2002/11/29",7.42
"Currency","2002/11/28",7.42
"Currency","2002/11/27",7.42
"Currency","2002/11/26",7.42
"Currency","2002/11/25",7.42
"Currency","2002/11/22",7.42
"Currency","2002/11/21",7.42
"Currency","2002/11/20",7.42
"Currency","2002/11/19",7.42
"Currency","2002/11/18",7.42
"Currency","2002/11/15",7.42
"Currency","2002/11/14",7.42
"Currency","2002/11/13",7.42
"Currency","2002/11/12",7.42
"Currency","2002/11/11",7.42
"Currency","2002/11/08",7.42
"Currency","2002/11/07",7.41
"Currency","2002/11/06",7.41
"Currency","2002/11/05",7.40
"Currency","2002/11/04",7.40
"Currency","2002/11/01",7.40
"Currency","2002/10/31",7.40
"Currency","2002/10/30",7.40
"Currency","2002/10/29",7.40
"Currency","2002/10/28",7.40
"Currency","2002/10/25",7.40
"Currency","2002/10/24",7.39
"Currency","2002/10/23",7.39
"Currency","2002/10/22",7.38
"Currency","2002/10/21",7.38
"Currency","2001/12/31",6.60
"Currency","2000/12/31",6.17
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
