"Indicator","Time","Value (USD/BOB)"
"Currency","2012/01/06",6.76
"Currency","2012/01/05",6.75
"Currency","2012/01/04",6.76
"Currency","2012/01/03",6.76
"Currency","2012/01/02",6.74
"Currency","2011/12/30",6.73
"Currency","2011/12/29",6.86
"Currency","2011/12/28",6.76
"Currency","2011/12/27",6.77
"Currency","2011/12/26",6.76
"Currency","2011/12/23",6.75
"Currency","2011/12/22",6.86
"Currency","2011/12/21",6.74
"Currency","2011/12/20",6.76
"Currency","2011/12/19",6.75
"Currency","2011/12/16",6.72
"Currency","2011/12/15",6.74
"Currency","2011/12/14",6.83
"Currency","2011/12/13",6.80
"Currency","2011/12/12",6.88
"Currency","2011/12/09",6.76
"Currency","2011/12/08",6.74
"Currency","2011/12/07",6.76
"Currency","2011/12/06",6.76
"Currency","2011/12/05",6.80
"Currency","2011/12/02",6.75
"Currency","2011/12/01",6.74
"Currency","2011/11/30",6.88
"Currency","2011/11/29",6.89
"Currency","2011/11/28",6.86
"Currency","2011/11/25",6.86
"Currency","2011/11/24",6.74
"Currency","2011/11/23",6.74
"Currency","2011/11/22",6.86
"Currency","2011/11/21",6.78
"Currency","2011/11/18",6.87
"Currency","2011/11/17",6.86
"Currency","2011/11/16",6.86
"Currency","2011/11/15",6.87
"Currency","2011/11/14",6.69
"Currency","2011/11/11",6.73
"Currency","2011/11/10",6.75
"Currency","2011/11/09",6.86
"Currency","2011/11/08",6.74
"Currency","2011/11/07",6.89
"Currency","2011/11/04",6.86
"Currency","2011/11/03",6.87
"Currency","2011/11/02",6.87
"Currency","2011/11/01",6.87
"Currency","2011/10/31",6.87
"Currency","2011/10/28",6.87
"Currency","2011/10/27",6.87
"Currency","2011/10/26",6.86
"Currency","2011/10/25",6.86
"Currency","2011/10/24",6.79
"Currency","2011/10/21",6.88
"Currency","2011/10/20",6.87
"Currency","2011/10/19",6.87
"Currency","2011/10/18",6.87
"Currency","2011/10/17",6.83
"Currency","2011/10/14",6.87
"Currency","2011/10/13",6.86
"Currency","2011/10/12",6.84
"Currency","2011/10/11",6.86
"Currency","2011/10/10",6.82
"Currency","2011/10/07",6.87
"Currency","2011/10/06",6.90
"Currency","2011/10/05",6.77
"Currency","2011/10/04",6.86
"Currency","2011/10/03",6.87
"Currency","2011/09/30",6.86
"Currency","2011/09/29",6.86
"Currency","2011/09/28",6.84
"Currency","2011/09/27",6.85
"Currency","2011/09/26",6.84
"Currency","2011/09/23",6.86
"Currency","2011/09/22",6.86
"Currency","2011/09/21",6.86
"Currency","2011/09/20",6.86
"Currency","2011/09/19",6.87
"Currency","2011/09/16",6.87
"Currency","2011/09/15",6.86
"Currency","2011/09/14",6.87
"Currency","2011/09/13",6.86
"Currency","2011/09/12",6.94
"Currency","2011/09/09",6.87
"Currency","2011/09/08",6.86
"Currency","2011/09/07",6.87
"Currency","2011/09/06",6.87
"Currency","2011/09/05",6.89
"Currency","2011/09/02",6.87
"Currency","2011/09/01",6.87
"Currency","2011/08/31",6.87
"Currency","2011/08/30",6.87
"Currency","2011/08/29",6.84
"Currency","2011/08/26",6.87
"Currency","2011/08/25",6.87
"Currency","2011/08/24",6.87
"Currency","2011/08/23",6.87
"Currency","2011/08/22",6.83
"Currency","2011/08/19",6.87
"Currency","2011/08/18",6.87
"Currency","2011/08/17",6.86
"Currency","2011/08/16",6.80
"Currency","2011/08/15",6.87
"Currency","2011/08/12",6.87
"Currency","2011/08/11",6.87
"Currency","2011/08/10",6.87
"Currency","2011/08/09",6.88
"Currency","2011/08/08",6.81
"Currency","2011/08/05",6.92
"Currency","2011/08/04",6.88
"Currency","2011/08/03",6.85
"Currency","2011/08/02",6.87
"Currency","2011/08/01",6.80
"Currency","2011/07/29",6.87
"Currency","2011/07/28",6.87
"Currency","2011/07/27",6.87
"Currency","2011/07/26",6.87
"Currency","2011/07/25",6.89
"Currency","2011/07/22",6.87
"Currency","2011/07/21",6.88
"Currency","2011/07/20",6.87
"Currency","2011/07/19",6.86
"Currency","2011/07/18",6.86
"Currency","2011/07/15",6.87
"Currency","2011/07/14",6.87
"Currency","2011/07/13",6.87
"Currency","2011/07/12",6.87
"Currency","2011/07/11",6.87
"Currency","2011/07/08",6.87
"Currency","2011/07/07",6.87
"Currency","2011/07/06",6.87
"Currency","2011/07/05",6.87
"Currency","2011/07/04",6.85
"Currency","2011/07/01",6.85
"Currency","2011/06/30",6.87
"Currency","2011/06/29",6.87
"Currency","2011/06/28",6.84
"Currency","2011/06/27",6.88
"Currency","2011/06/24",6.87
"Currency","2011/06/23",6.87
"Currency","2011/06/22",6.87
"Currency","2011/06/21",6.87
"Currency","2011/06/20",6.86
"Currency","2011/06/17",6.87
"Currency","2011/06/16",6.87
"Currency","2011/06/15",6.87
"Currency","2011/06/14",6.87
"Currency","2011/06/13",6.92
"Currency","2011/06/10",6.87
"Currency","2011/06/09",6.87
"Currency","2011/06/08",6.87
"Currency","2011/06/07",6.87
"Currency","2011/06/06",6.80
"Currency","2011/06/03",6.87
"Currency","2011/06/02",6.87
"Currency","2011/06/01",6.87
"Currency","2011/05/31",6.87
"Currency","2011/05/30",6.83
"Currency","2011/05/27",6.87
"Currency","2011/05/26",6.87
"Currency","2011/05/25",6.87
"Currency","2011/05/24",6.87
"Currency","2011/05/23",6.91
"Currency","2011/05/20",6.87
"Currency","2011/05/19",6.87
"Currency","2011/05/18",6.86
"Currency","2011/05/17",6.87
"Currency","2011/05/16",6.95
"Currency","2011/05/13",6.86
"Currency","2011/05/12",6.87
"Currency","2011/05/11",6.87
"Currency","2011/05/10",6.87
"Currency","2011/05/09",6.97
"Currency","2011/05/06",6.88
"Currency","2011/05/05",6.88
"Currency","2011/05/04",6.87
"Currency","2011/05/03",6.87
"Currency","2011/05/02",6.90
"Currency","2011/04/29",6.88
"Currency","2011/04/28",6.87
"Currency","2011/04/27",6.88
"Currency","2011/04/26",6.90
"Currency","2011/04/25",6.88
"Currency","2011/04/22",6.87
"Currency","2011/04/21",6.87
"Currency","2011/04/20",6.87
"Currency","2011/04/19",6.87
"Currency","2011/04/18",6.88
"Currency","2011/04/14",6.87
"Currency","2011/04/13",6.86
"Currency","2011/04/12",6.87
"Currency","2011/04/11",6.84
"Currency","2011/04/08",6.87
"Currency","2011/04/07",6.87
"Currency","2011/04/06",6.87
"Currency","2011/04/05",6.87
"Currency","2011/04/04",6.83
"Currency","2011/04/01",6.87
"Currency","2011/03/31",6.87
"Currency","2011/03/30",6.87
"Currency","2011/03/29",6.87
"Currency","2011/03/28",6.91
"Currency","2011/03/25",6.86
"Currency","2011/03/24",6.88
"Currency","2011/03/23",6.89
"Currency","2011/03/22",6.85
"Currency","2011/03/21",6.85
"Currency","2011/03/18",6.87
"Currency","2011/03/17",6.87
"Currency","2011/03/16",6.87
"Currency","2011/03/15",6.87
"Currency","2011/03/14",6.80
"Currency","2011/03/11",6.87
"Currency","2011/03/10",6.86
"Currency","2011/03/09",6.87
"Currency","2011/03/08",6.87
"Currency","2011/03/07",6.86
"Currency","2011/03/04",6.87
"Currency","2011/03/03",6.86
"Currency","2011/03/02",6.87
"Currency","2011/03/01",6.86
"Currency","2011/02/28",6.86
"Currency","2011/02/25",6.87
"Currency","2011/02/24",6.87
"Currency","2011/02/23",6.86
"Currency","2011/02/22",6.86
"Currency","2011/02/21",6.79
"Currency","2011/02/18",6.86
"Currency","2011/02/17",6.87
"Currency","2011/02/16",6.86
"Currency","2011/02/15",6.86
"Currency","2011/02/14",6.85
"Currency","2011/02/11",6.87
"Currency","2011/02/10",6.86
"Currency","2011/02/09",6.87
"Currency","2011/02/08",6.84
"Currency","2011/02/07",6.89
"Currency","2011/02/04",6.87
"Currency","2011/02/03",6.87
"Currency","2011/02/02",6.86
"Currency","2011/02/01",6.86
"Currency","2011/01/31",6.92
"Currency","2011/01/28",6.86
"Currency","2011/01/27",6.87
"Currency","2011/01/26",6.86
"Currency","2011/01/25",6.86
"Currency","2011/01/24",6.83
"Currency","2011/01/21",6.88
"Currency","2011/01/20",6.86
"Currency","2011/01/19",6.86
"Currency","2011/01/18",6.86
"Currency","2011/01/17",6.88
"Currency","2011/01/14",6.86
"Currency","2011/01/13",6.77
"Currency","2011/01/12",6.85
"Currency","2011/01/11",6.85
"Currency","2011/01/10",6.88
"Currency","2011/01/07",6.85
"Currency","2011/01/06",6.86
"Currency","2011/01/05",6.86
"Currency","2011/01/04",6.86
"Currency","2011/01/03",6.86
"Currency","2010/12/31",6.86
"Currency","2010/12/30",6.86
"Currency","2010/12/29",6.86
"Currency","2010/12/28",6.86
"Currency","2010/12/27",6.86
"Currency","2010/12/24",6.86
"Currency","2010/12/23",6.86
"Currency","2010/12/22",6.86
"Currency","2010/12/21",6.86
"Currency","2010/12/20",6.91
"Currency","2010/12/17",6.86
"Currency","2010/12/16",6.86
"Currency","2010/12/15",6.86
"Currency","2010/12/14",6.84
"Currency","2010/12/13",6.85
"Currency","2010/12/10",6.86
"Currency","2010/12/09",6.86
"Currency","2010/12/08",6.86
"Currency","2010/12/07",6.85
"Currency","2010/12/06",6.77
"Currency","2010/12/03",6.86
"Currency","2010/12/02",6.86
"Currency","2010/12/01",6.86
"Currency","2010/11/30",6.87
"Currency","2010/11/29",6.87
"Currency","2010/11/26",6.87
"Currency","2010/11/25",6.86
"Currency","2010/11/24",6.87
"Currency","2010/11/23",6.89
"Currency","2010/11/22",6.86
"Currency","2010/11/19",6.87
"Currency","2010/11/18",6.87
"Currency","2010/11/17",6.88
"Currency","2010/11/16",6.87
"Currency","2010/11/15",6.88
"Currency","2010/11/12",6.87
"Currency","2010/11/11",6.87
"Currency","2010/11/10",6.87
"Currency","2010/11/09",6.87
"Currency","2010/11/08",6.88
"Currency","2010/11/05",6.87
"Currency","2010/11/04",6.88
"Currency","2010/11/03",6.88
"Currency","2010/11/02",6.88
"Currency","2010/11/01",6.83
"Currency","2010/10/31",6.97
"Currency","2010/10/29",6.88
"Currency","2010/10/28",6.88
"Currency","2010/10/27",6.88
"Currency","2010/10/26",6.60
"Currency","2010/10/25",6.85
"Currency","2010/10/22",6.88
"Currency","2010/10/21",6.88
"Currency","2010/10/20",6.88
"Currency","2010/10/19",6.84
"Currency","2010/10/18",6.93
"Currency","2010/10/15",6.88
"Currency","2010/10/14",6.88
"Currency","2010/10/13",6.87
"Currency","2010/10/12",6.90
"Currency","2010/10/11",6.86
"Currency","2010/10/08",6.88
"Currency","2010/10/07",6.89
"Currency","2010/10/06",6.87
"Currency","2010/10/05",6.87
"Currency","2010/10/04",6.84
"Currency","2010/10/01",6.87
"Currency","2010/09/30",6.87
"Currency","2010/09/29",6.87
"Currency","2010/09/28",6.87
"Currency","2010/09/27",6.83
"Currency","2010/09/24",6.87
"Currency","2010/09/23",6.86
"Currency","2010/09/22",6.87
"Currency","2010/09/21",6.87
"Currency","2010/09/20",6.90
"Currency","2010/09/17",6.87
"Currency","2010/09/16",6.86
"Currency","2010/09/15",6.87
"Currency","2010/09/14",6.86
"Currency","2010/09/13",6.89
"Currency","2010/09/10",6.86
"Currency","2010/09/09",6.86
"Currency","2010/09/08",6.87
"Currency","2010/09/07",6.87
"Currency","2010/09/06",6.84
"Currency","2010/09/03",6.86
"Currency","2010/09/02",6.86
"Currency","2010/09/01",6.86
"Currency","2010/08/31",6.86
"Currency","2010/08/30",6.83
"Currency","2010/08/27",6.86
"Currency","2010/08/26",6.86
"Currency","2010/08/25",6.86
"Currency","2010/08/24",6.87
"Currency","2010/08/23",6.85
"Currency","2010/08/20",6.86
"Currency","2010/08/19",6.86
"Currency","2010/08/18",6.87
"Currency","2010/08/17",6.86
"Currency","2010/08/16",6.88
"Currency","2010/08/13",6.86
"Currency","2010/08/12",6.87
"Currency","2010/08/11",6.87
"Currency","2010/08/10",6.87
"Currency","2010/08/09",6.80
"Currency","2010/08/06",6.87
"Currency","2010/08/05",6.87
"Currency","2010/08/04",6.87
"Currency","2010/08/03",6.87
"Currency","2010/08/02",6.87
"Currency","2010/07/31",6.97
"Currency","2010/07/30",6.87
"Currency","2010/07/29",6.87
"Currency","2010/07/28",6.86
"Currency","2010/07/27",6.86
"Currency","2010/07/26",6.87
"Currency","2010/07/23",6.87
"Currency","2010/07/22",6.87
"Currency","2010/07/21",6.86
"Currency","2010/07/20",6.86
"Currency","2010/07/19",6.86
"Currency","2010/07/16",6.86
"Currency","2010/07/15",6.86
"Currency","2010/07/14",6.85
"Currency","2010/07/13",6.86
"Currency","2010/07/12",6.86
"Currency","2010/07/09",6.86
"Currency","2010/07/08",6.86
"Currency","2010/07/07",6.86
"Currency","2010/07/06",6.86
"Currency","2010/07/05",6.86
"Currency","2010/07/02",6.86
"Currency","2010/07/01",6.86
"Currency","2010/06/30",6.86
"Currency","2010/06/29",6.86
"Currency","2010/06/28",6.86
"Currency","2010/06/25",6.86
"Currency","2010/06/24",6.86
"Currency","2010/06/23",6.85
"Currency","2010/06/22",6.86
"Currency","2010/06/21",6.88
"Currency","2010/06/18",6.86
"Currency","2010/06/17",6.86
"Currency","2010/06/16",6.85
"Currency","2010/06/15",6.84
"Currency","2010/06/14",6.86
"Currency","2010/06/11",6.85
"Currency","2010/06/10",6.85
"Currency","2010/06/09",6.85
"Currency","2010/06/08",6.85
"Currency","2010/06/07",6.85
"Currency","2010/06/04",6.90
"Currency","2010/06/03",6.86
"Currency","2010/06/02",6.85
"Currency","2010/06/01",6.84
"Currency","2010/05/31",6.85
"Currency","2010/05/28",6.87
"Currency","2010/05/27",6.86
"Currency","2010/05/26",6.85
"Currency","2010/05/25",6.86
"Currency","2010/05/24",6.86
"Currency","2010/05/21",6.85
"Currency","2010/05/20",6.85
"Currency","2010/05/19",6.72
"Currency","2010/05/18",6.86
"Currency","2010/05/17",6.82
"Currency","2010/05/14",6.85
"Currency","2010/05/13",6.86
"Currency","2010/05/12",6.86
"Currency","2010/05/11",6.86
"Currency","2010/05/10",6.87
"Currency","2010/05/07",6.87
"Currency","2010/05/06",6.87
"Currency","2010/05/05",6.87
"Currency","2010/05/04",6.86
"Currency","2010/05/03",6.87
"Currency","2010/04/30",6.87
"Currency","2010/04/29",6.87
"Currency","2010/04/28",6.87
"Currency","2010/04/27",6.87
"Currency","2010/04/26",6.87
"Currency","2010/04/23",6.87
"Currency","2010/04/22",6.87
"Currency","2010/04/21",6.87
"Currency","2010/04/20",6.87
"Currency","2010/04/19",6.87
"Currency","2010/04/16",6.89
"Currency","2010/04/15",6.87
"Currency","2010/04/14",6.87
"Currency","2010/04/13",6.86
"Currency","2010/04/12",6.88
"Currency","2010/04/09",6.87
"Currency","2010/04/08",6.87
"Currency","2010/04/07",6.87
"Currency","2010/04/06",6.87
"Currency","2010/04/05",6.88
"Currency","2010/04/02",6.84
"Currency","2010/04/01",6.87
"Currency","2010/03/31",6.87
"Currency","2010/03/30",6.87
"Currency","2010/03/29",6.87
"Currency","2010/03/26",6.87
"Currency","2010/03/25",6.87
"Currency","2010/03/24",6.87
"Currency","2010/03/23",6.87
"Currency","2010/03/22",6.87
"Currency","2010/03/19",6.88
"Currency","2010/03/18",6.87
"Currency","2010/03/17",6.88
"Currency","2010/03/16",6.87
"Currency","2010/03/15",6.88
"Currency","2010/03/12",6.88
"Currency","2010/03/11",6.87
"Currency","2010/03/10",6.87
"Currency","2010/03/09",6.87
"Currency","2010/03/08",6.87
"Currency","2010/03/05",6.88
"Currency","2010/03/04",6.87
"Currency","2010/03/03",6.87
"Currency","2010/03/02",6.87
"Currency","2010/03/01",6.90
"Currency","2010/02/28",6.97
"Currency","2010/02/26",6.87
"Currency","2010/02/25",6.87
"Currency","2010/02/24",6.87
"Currency","2010/02/23",6.87
"Currency","2010/02/22",6.87
"Currency","2010/02/19",6.87
"Currency","2010/02/18",6.87
"Currency","2010/02/17",6.88
"Currency","2010/02/16",6.87
"Currency","2010/02/15",6.87
"Currency","2010/02/12",6.87
"Currency","2010/02/11",6.88
"Currency","2010/02/10",6.87
"Currency","2010/02/09",6.87
"Currency","2010/02/08",6.87
"Currency","2010/02/05",6.87
"Currency","2010/02/04",6.87
"Currency","2010/02/03",6.88
"Currency","2010/02/02",6.87
"Currency","2010/02/01",6.88
"Currency","2010/01/31",6.97
"Currency","2010/01/29",6.88
"Currency","2010/01/28",6.88
"Currency","2010/01/27",6.88
"Currency","2010/01/26",6.88
"Currency","2010/01/25",6.89
"Currency","2010/01/22",6.88
"Currency","2010/01/21",6.88
"Currency","2010/01/20",6.88
"Currency","2010/01/19",6.88
"Currency","2010/01/18",6.88
"Currency","2010/01/15",6.88
"Currency","2010/01/14",6.89
"Currency","2010/01/13",6.88
"Currency","2010/01/12",6.88
"Currency","2010/01/11",6.88
"Currency","2010/01/08",6.88
"Currency","2010/01/07",6.88
"Currency","2010/01/06",6.88
"Currency","2010/01/05",6.88
"Currency","2010/01/04",6.87
"Currency","2009/12/31",6.88
"Currency","2009/12/30",6.88
"Currency","2009/12/29",6.88
"Currency","2009/12/28",6.88
"Currency","2009/12/25",8.00
"Currency","2009/12/24",6.88
"Currency","2009/12/23",6.88
"Currency","2009/12/22",6.88
"Currency","2009/12/21",6.88
"Currency","2009/12/18",6.88
"Currency","2009/12/17",6.88
"Currency","2009/12/16",6.88
"Currency","2009/12/15",6.88
"Currency","2009/12/14",6.88
"Currency","2009/12/11",6.96
"Currency","2009/12/10",6.88
"Currency","2009/12/09",6.88
"Currency","2009/12/08",6.89
"Currency","2009/12/07",6.88
"Currency","2009/12/04",6.89
"Currency","2009/12/03",6.89
"Currency","2009/12/02",6.91
"Currency","2009/12/01",6.88
"Currency","2009/11/30",6.89
"Currency","2009/11/27",6.89
"Currency","2009/11/26",6.89
"Currency","2009/11/25",6.88
"Currency","2009/11/24",6.89
"Currency","2009/11/23",6.88
"Currency","2009/11/20",6.89
"Currency","2009/11/19",6.89
"Currency","2009/11/18",6.89
"Currency","2009/11/17",6.90
"Currency","2009/11/16",6.89
"Currency","2009/11/13",6.88
"Currency","2009/11/12",6.88
"Currency","2009/11/11",6.89
"Currency","2009/11/10",6.88
"Currency","2009/11/09",6.89
"Currency","2009/11/06",6.89
"Currency","2009/11/05",6.89
"Currency","2009/11/04",6.83
"Currency","2009/11/03",6.88
"Currency","2009/11/02",6.89
"Currency","2009/10/31",6.97
"Currency","2009/10/30",6.93
"Currency","2009/10/29",6.83
"Currency","2009/10/28",6.91
"Currency","2009/10/27",6.89
"Currency","2009/10/26",6.88
"Currency","2009/10/23",6.90
"Currency","2009/10/22",6.89
"Currency","2009/10/21",6.89
"Currency","2009/10/20",6.89
"Currency","2009/10/19",6.89
"Currency","2009/10/16",6.89
"Currency","2009/10/15",6.89
"Currency","2009/10/14",6.88
"Currency","2009/10/13",6.87
"Currency","2009/10/12",6.89
"Currency","2009/10/09",6.88
"Currency","2009/10/08",6.89
"Currency","2009/10/07",6.89
"Currency","2009/10/06",6.88
"Currency","2009/10/05",6.88
"Currency","2009/10/02",6.86
"Currency","2009/10/01",6.89
"Currency","2009/09/30",6.89
"Currency","2009/09/29",6.87
"Currency","2009/09/28",6.87
"Currency","2009/09/25",6.89
"Currency","2009/09/24",6.94
"Currency","2009/09/23",6.88
"Currency","2009/09/22",6.89
"Currency","2009/09/21",6.87
"Currency","2009/09/18",6.88
"Currency","2009/09/17",6.88
"Currency","2009/09/16",6.88
"Currency","2009/09/15",6.88
"Currency","2009/09/14",6.88
"Currency","2009/09/11",6.88
"Currency","2009/09/10",6.86
"Currency","2009/09/09",6.89
"Currency","2009/09/08",6.88
"Currency","2009/09/07",6.88
"Currency","2009/09/04",6.88
"Currency","2009/09/03",6.88
"Currency","2009/09/02",6.88
"Currency","2009/09/01",6.88
"Currency","2009/08/31",6.88
"Currency","2009/08/28",6.91
"Currency","2009/08/27",6.88
"Currency","2009/08/26",6.88
"Currency","2009/08/25",6.88
"Currency","2009/08/24",6.88
"Currency","2009/08/21",6.88
"Currency","2009/08/20",6.89
"Currency","2009/08/19",6.82
"Currency","2009/08/18",6.88
"Currency","2009/08/17",6.88
"Currency","2009/08/14",6.87
"Currency","2009/08/13",6.88
"Currency","2009/08/12",6.88
"Currency","2009/08/11",6.86
"Currency","2009/08/10",6.87
"Currency","2009/08/07",6.88
"Currency","2009/08/06",6.88
"Currency","2009/08/05",6.87
"Currency","2009/08/04",6.88
"Currency","2009/08/03",6.88
"Currency","2009/07/31",6.88
"Currency","2009/07/30",6.88
"Currency","2009/07/29",6.88
"Currency","2009/07/28",6.88
"Currency","2009/07/27",6.88
"Currency","2009/07/24",6.88
"Currency","2009/07/23",6.88
"Currency","2009/07/22",6.88
"Currency","2009/07/21",6.88
"Currency","2009/07/20",6.88
"Currency","2009/07/17",6.87
"Currency","2009/07/16",6.86
"Currency","2009/07/15",6.88
"Currency","2009/07/14",6.87
"Currency","2009/07/13",6.88
"Currency","2009/07/10",6.87
"Currency","2009/07/09",6.88
"Currency","2009/07/08",6.88
"Currency","2009/07/07",6.88
"Currency","2009/07/06",6.87
"Currency","2009/07/03",6.89
"Currency","2009/07/02",6.89
"Currency","2009/07/01",6.89
"Currency","2009/06/30",6.89
"Currency","2009/06/29",6.88
"Currency","2009/06/26",6.88
"Currency","2009/06/25",6.88
"Currency","2009/06/24",6.88
"Currency","2009/06/23",6.88
"Currency","2009/06/22",6.88
"Currency","2009/06/19",6.88
"Currency","2009/06/18",6.90
"Currency","2009/06/17",6.89
"Currency","2009/06/16",6.88
"Currency","2009/06/15",6.90
"Currency","2009/06/12",6.89
"Currency","2009/06/11",6.90
"Currency","2009/06/10",6.89
"Currency","2009/06/09",6.89
"Currency","2009/06/08",6.89
"Currency","2009/06/05",6.89
"Currency","2009/06/04",6.90
"Currency","2009/06/03",6.89
"Currency","2009/06/02",6.90
"Currency","2009/06/01",8.00
"Currency","2009/05/31",6.97
"Currency","2009/05/29",6.88
"Currency","2009/05/28",6.89
"Currency","2009/05/27",6.89
"Currency","2009/05/26",6.88
"Currency","2009/05/25",6.89
"Currency","2009/05/22",6.89
"Currency","2009/05/21",6.83
"Currency","2009/05/20",6.89
"Currency","2009/05/19",6.88
"Currency","2009/05/18",6.88
"Currency","2009/05/15",6.88
"Currency","2009/05/14",6.88
"Currency","2009/05/13",6.92
"Currency","2009/05/12",6.89
"Currency","2009/05/11",6.88
"Currency","2009/05/08",6.88
"Currency","2009/05/07",6.88
"Currency","2009/05/06",6.88
"Currency","2009/05/05",6.88
"Currency","2009/05/04",6.86
"Currency","2009/05/01",6.88
"Currency","2009/04/30",6.87
"Currency","2009/04/29",6.87
"Currency","2009/04/28",6.86
"Currency","2009/04/27",6.86
"Currency","2009/04/24",6.86
"Currency","2009/04/23",6.86
"Currency","2009/04/22",6.86
"Currency","2009/04/21",6.85
"Currency","2009/04/20",6.85
"Currency","2009/04/17",6.86
"Currency","2009/04/16",6.86
"Currency","2009/04/15",6.88
"Currency","2009/04/14",6.87
"Currency","2009/04/13",8.00
"Currency","2009/04/10",6.96
"Currency","2009/04/09",6.88
"Currency","2009/04/08",6.88
"Currency","2009/04/07",6.88
"Currency","2009/04/06",6.88
"Currency","2009/04/03",6.87
"Currency","2009/04/02",6.87
"Currency","2009/04/01",6.87
"Currency","2009/03/31",6.87
"Currency","2009/03/30",6.87
"Currency","2009/03/27",6.87
"Currency","2009/03/26",6.88
"Currency","2009/03/25",6.88
"Currency","2009/03/24",6.86
"Currency","2009/03/23",6.86
"Currency","2009/03/20",6.87
"Currency","2009/03/19",6.86
"Currency","2009/03/18",6.85
"Currency","2009/03/17",6.87
"Currency","2009/03/16",6.90
"Currency","2009/03/13",6.86
"Currency","2009/03/12",6.87
"Currency","2009/03/11",6.86
"Currency","2009/03/10",6.86
"Currency","2009/03/09",6.88
"Currency","2009/03/06",6.86
"Currency","2009/03/05",6.86
"Currency","2009/03/04",6.87
"Currency","2009/03/03",6.88
"Currency","2009/03/02",6.87
"Currency","2009/02/28",6.97
"Currency","2009/02/27",6.86
"Currency","2009/02/26",6.87
"Currency","2009/02/25",6.86
"Currency","2009/02/24",6.86
"Currency","2009/02/23",6.86
"Currency","2009/02/20",6.74
"Currency","2009/02/19",6.86
"Currency","2009/02/18",6.86
"Currency","2009/02/17",6.86
"Currency","2009/02/16",6.86
"Currency","2009/02/13",6.86
"Currency","2009/02/12",6.87
"Currency","2009/02/11",6.86
"Currency","2009/02/10",6.88
"Currency","2009/02/09",6.88
"Currency","2009/02/06",6.87
"Currency","2009/02/05",6.87
"Currency","2009/02/04",6.87
"Currency","2009/02/03",6.87
"Currency","2009/02/02",6.89
"Currency","2009/01/31",6.97
"Currency","2009/01/30",6.85
"Currency","2009/01/29",6.97
"Currency","2009/01/28",6.95
"Currency","2009/01/27",6.88
"Currency","2009/01/26",6.75
"Currency","2009/01/23",6.77
"Currency","2009/01/22",6.86
"Currency","2009/01/21",6.80
"Currency","2009/01/20",6.92
"Currency","2009/01/19",6.96
"Currency","2009/01/16",6.87
"Currency","2009/01/15",6.90
"Currency","2009/01/14",6.90
"Currency","2009/01/13",6.94
"Currency","2009/01/12",6.90
"Currency","2009/01/09",7.03
"Currency","2009/01/08",6.80
"Currency","2009/01/07",6.86
"Currency","2009/01/06",6.78
"Currency","2009/01/05",6.88
"Currency","2009/01/02",6.89
"Currency","2009/01/01",6.88
"Currency","2008/12/31",6.88
"Currency","2008/12/30",6.90
"Currency","2008/12/29",7.07
"Currency","2008/12/26",6.86
"Currency","2008/12/25",6.87
"Currency","2008/12/24",6.87
"Currency","2008/12/23",6.91
"Currency","2008/12/22",6.90
"Currency","2008/12/19",6.93
"Currency","2008/12/18",7.05
"Currency","2008/12/17",6.73
"Currency","2008/12/16",6.68
"Currency","2008/12/15",6.77
"Currency","2008/12/12",6.86
"Currency","2008/12/11",6.79
"Currency","2008/12/10",6.83
"Currency","2008/12/09",6.83
"Currency","2008/12/08",6.83
"Currency","2008/12/05",6.85
"Currency","2008/12/04",6.79
"Currency","2008/12/03",6.83
"Currency","2008/12/02",6.81
"Currency","2008/12/01",6.89
"Currency","2008/11/30",6.97
"Currency","2008/11/28",6.94
"Currency","2008/11/27",6.87
"Currency","2008/11/26",6.91
"Currency","2008/11/25",6.79
"Currency","2008/11/24",6.74
"Currency","2008/11/21",6.85
"Currency","2008/11/20",6.92
"Currency","2008/11/19",6.94
"Currency","2008/11/18",6.87
"Currency","2008/11/17",6.86
"Currency","2008/11/14",6.93
"Currency","2008/11/13",6.73
"Currency","2008/11/12",6.94
"Currency","2008/11/11",7.00
"Currency","2008/11/10",6.96
"Currency","2008/11/07",6.90
"Currency","2008/11/06",6.98
"Currency","2008/11/05",6.88
"Currency","2008/11/04",6.74
"Currency","2008/11/03",6.99
"Currency","2008/10/31",6.88
"Currency","2008/10/30",6.97
"Currency","2008/10/29",6.76
"Currency","2008/10/28",6.69
"Currency","2008/10/27",6.84
"Currency","2008/10/24",6.82
"Currency","2008/10/23",6.76
"Currency","2008/10/22",6.85
"Currency","2008/10/21",6.94
"Currency","2008/10/20",6.92
"Currency","2008/10/17",6.85
"Currency","2008/10/16",6.86
"Currency","2008/10/15",6.99
"Currency","2008/10/14",6.92
"Currency","2008/10/13",6.87
"Currency","2008/10/10",6.94
"Currency","2008/10/09",6.91
"Currency","2008/10/08",6.91
"Currency","2008/10/07",6.85
"Currency","2008/10/06",6.90
"Currency","2008/10/03",6.92
"Currency","2008/10/02",6.91
"Currency","2008/10/01",6.91
"Currency","2008/09/30",6.97
"Currency","2008/09/29",6.84
"Currency","2008/09/26",6.86
"Currency","2008/09/25",6.89
"Currency","2008/09/24",6.88
"Currency","2008/09/23",6.92
"Currency","2008/09/22",6.80
"Currency","2008/09/19",6.76
"Currency","2008/09/18",6.94
"Currency","2008/09/17",6.80
"Currency","2008/09/16",6.90
"Currency","2008/09/15",6.82
"Currency","2008/09/12",6.82
