"Indicator","Time","Value (USD/GNF)"
"Currency","2000/04/20",1610.00
"Currency","2000/04/19",1615.00
"Currency","2000/04/18",1615.00
"Currency","2000/04/17",1615.00
"Currency","2000/04/14",1615.00
"Currency","2000/04/13",1615.00
"Currency","2000/04/12",1620.00
"Currency","2000/04/11",1620.00
"Currency","2000/04/10",1620.00
"Currency","2000/04/07",1630.00
"Currency","2000/04/06",1650.00
"Currency","2000/04/05",1671.00
"Currency","2000/04/04",1671.00
"Currency","2000/04/03",1671.00
"Currency","2000/03/31",1671.00
"Currency","2000/03/30",1671.00
"Currency","2000/03/29",1671.00
"Currency","2000/03/28",1671.00
"Currency","2000/03/27",1670.00
"Currency","2000/03/24",1670.00
"Currency","2000/03/23",1670.00
"Currency","2000/03/22",1670.00
"Currency","2000/03/21",1670.00
"Currency","2000/03/20",1670.00
"Currency","2000/03/17",1670.00
"Currency","2000/03/16",1630.00
"Currency","2000/03/15",1630.00
"Currency","2000/03/14",1630.00
"Currency","2000/03/13",1630.00
"Currency","2000/03/10",1625.00
"Currency","2000/03/09",1625.00
"Currency","2000/03/08",1625.00
"Currency","2000/03/07",1625.00
"Currency","2000/03/06",1625.00
"Currency","2000/03/03",1630.00
"Currency","2000/03/02",1630.00
"Currency","2000/03/01",1645.00
"Currency","2000/02/29",1640.00
"Currency","2000/02/28",1638.00
"Currency","2000/02/25",1628.00
"Currency","2000/02/24",1620.00
"Currency","2000/02/23",1605.00
"Currency","2000/02/22",1605.00
"Currency","2000/02/21",1600.00
"Currency","2000/02/18",1600.00
"Currency","2000/02/17",1600.00
"Currency","2000/02/16",1598.00
"Currency","2000/02/15",1600.00
"Currency","2000/02/14",1595.00
"Currency","2000/02/11",1600.00
"Currency","2000/02/10",1600.00
"Currency","2000/02/09",1600.00
"Currency","2000/02/08",1600.00
"Currency","2000/02/07",1600.00
"Currency","2000/02/04",1600.00
"Currency","2000/02/03",1600.00
"Currency","2000/02/02",1600.00
"Currency","2000/02/01",1590.00
"Currency","2000/01/31",1600.00
"Currency","2000/01/28",1600.00
"Currency","2000/01/27",1600.00
"Currency","2000/01/26",1600.00
"Currency","2000/01/25",1595.00
"Currency","2000/01/24",1590.00
"Currency","2000/01/21",1575.00
"Currency","2000/01/20",1575.00
"Currency","2000/01/19",1367.25
"Currency","2000/01/18",1367.25
"Currency","2000/01/17",1367.25
"Currency","2000/01/14",1367.25
"Currency","2000/01/13",1367.25
"Currency","2000/01/12",1367.25
"Currency","2000/01/11",1367.25
"Currency","2000/01/10",1367.25
"Currency","2000/01/07",1367.25
"Currency","2000/01/06",1367.25
"Currency","2000/01/05",1367.25
"Currency","2000/01/04",1367.25
"Currency","2000/01/03",1367.25
"Currency","1999/12/31",1367.25
"Currency","1999/12/30",1367.25
"Currency","1999/12/29",1367.25
"Currency","1999/12/28",1367.25
"Currency","1999/12/27",1367.25
"Currency","1999/12/24",1367.25
"Currency","1999/12/23",1367.25
"Currency","1999/12/22",1367.25
"Currency","1999/12/21",1367.25
"Currency","1999/12/20",1367.25
"Currency","1999/12/17",1367.25
"Currency","1999/12/16",1367.25
"Currency","1999/12/15",1367.25
"Currency","1999/12/14",1367.25
"Currency","1999/12/13",1367.25
"Currency","1999/12/10",1367.25
"Currency","1999/12/09",1367.25
"Currency","1999/12/08",1367.25
"Currency","1999/12/07",1367.25
"Currency","1999/12/06",1367.25
"Currency","1999/12/03",1367.25
"Currency","1999/12/02",1367.25
"Currency","1999/12/01",1367.25
"Currency","1999/11/30",1367.25
"Currency","1999/11/29",1367.25
"Currency","1999/11/26",1367.25
"Currency","1999/11/25",1367.25
"Currency","1999/11/24",1367.25
"Currency","1999/11/23",1367.25
"Currency","1999/11/22",1367.25
"Currency","1999/11/19",1367.25
"Currency","1999/11/18",1367.25
"Currency","1999/11/17",1367.25
"Currency","1999/11/16",1367.25
"Currency","1999/11/15",1367.25
"Currency","1999/11/12",1367.25
"Currency","1999/11/11",1367.25
"Currency","1999/11/10",1367.25
"Currency","1999/11/09",1367.25
"Currency","1999/11/08",1367.25
"Currency","1999/11/05",1367.25
"Currency","1999/11/04",1367.25
"Currency","1999/11/03",1367.25
"Currency","1999/11/02",1367.25
"Currency","1999/11/01",1367.25
"Currency","1999/10/29",1367.25
"Currency","1999/10/28",1367.25
"Currency","1999/10/27",1367.25
"Currency","1999/10/26",1367.25
"Currency","1999/10/25",1367.25
"Currency","1999/10/22",1367.25
"Currency","1999/10/21",1367.25
"Currency","1999/10/20",1367.25
"Currency","1999/10/19",1367.25
"Currency","1999/10/18",1367.25
"Currency","1999/10/15",1367.25
"Currency","1999/10/14",1367.25
"Currency","1999/10/13",1367.25
"Currency","1999/10/12",1367.25
"Currency","1999/10/11",1367.25
"Currency","1999/10/08",1367.25
"Currency","1999/10/07",1367.25
"Currency","1999/10/06",1367.25
"Currency","1999/10/05",1367.25
"Currency","1999/10/04",1367.25
"Currency","1999/10/01",1367.25
"Currency","1999/09/30",1367.25
"Currency","1999/09/29",1367.25
"Currency","1999/09/28",1367.25
"Currency","1999/09/27",1367.25
"Currency","1999/09/24",1394.35
"Currency","1999/09/23",1394.35
"Currency","1999/09/22",1394.35
"Currency","1999/09/21",1394.35
"Currency","1999/09/20",1394.35
"Currency","1999/09/17",1394.35
"Currency","1999/09/16",1394.35
"Currency","1999/09/15",1394.35
"Currency","1999/09/14",1394.35
"Currency","1999/09/13",1394.35
"Currency","1999/09/10",1367.23
"Currency","1999/09/09",1367.23
"Currency","1999/09/08",1367.23
"Currency","1999/09/07",1367.23
"Currency","1999/09/06",1367.23
"Currency","1999/09/03",1367.25
"Currency","1999/09/02",1364.75
"Currency","1999/09/01",1364.75
"Currency","1999/08/31",1364.75
"Currency","1999/08/30",1364.75
"Currency","1999/08/27",1364.75
"Currency","1999/08/26",1360.60
"Currency","1999/08/25",1360.60
"Currency","1999/08/24",1360.60
"Currency","1999/08/23",1360.60
"Currency","1999/08/20",1360.56
"Currency","1999/08/19",1360.56
"Currency","1999/08/18",1358.82
"Currency","1999/08/17",1358.82
"Currency","1999/08/16",1358.80
"Currency","1999/08/13",1358.80
"Currency","1999/08/12",1358.80
"Currency","1999/08/11",1358.82
"Currency","1999/08/10",1349.51
"Currency","1999/08/09",1349.51
"Currency","1999/08/06",1349.60
"Currency","1999/08/05",1349.60
"Currency","1999/08/04",1349.60
"Currency","1999/08/03",1349.60
"Currency","1999/08/02",1344.05
"Currency","1999/07/30",1347.30
"Currency","1999/07/29",1347.30
"Currency","1999/07/28",1344.05
"Currency","1999/07/27",1344.05
"Currency","1999/07/26",1344.05
"Currency","1999/07/23",1347.30
"Currency","1999/07/22",1347.30
"Currency","1999/07/21",1344.05
"Currency","1999/07/20",1344.05
"Currency","1999/07/19",1344.05
"Currency","1999/07/16",1344.07
"Currency","1999/07/15",1340.85
"Currency","1999/07/14",1340.85
"Currency","1999/07/13",1340.85
"Currency","1999/07/12",1340.85
"Currency","1999/07/09",1340.85
"Currency","1999/07/08",1340.85
"Currency","1999/07/07",1335.88
"Currency","1999/07/06",1335.88
"Currency","1999/07/05",1335.90
"Currency","1999/07/02",1335.90
"Currency","1999/07/01",1335.90
"Currency","1999/06/30",1335.90
"Currency","1999/06/29",1335.90
"Currency","1999/06/28",1335.90
"Currency","1999/06/25",1335.05
"Currency","1999/06/24",1335.05
"Currency","1999/06/23",1335.05
"Currency","1999/06/22",1335.05
"Currency","1999/06/21",1335.05
"Currency","1999/06/18",1335.05
"Currency","1999/06/17",1335.05
"Currency","1999/06/16",1332.20
"Currency","1999/06/15",1332.20
"Currency","1999/06/14",1332.20
"Currency","1999/06/11",1332.20
"Currency","1999/06/10",1332.20
"Currency","1999/06/09",1323.10
"Currency","1999/06/08",1323.10
"Currency","1999/06/07",1323.10
"Currency","1999/06/04",1323.10
"Currency","1999/06/03",1323.10
"Currency","1999/06/02",1323.10
"Currency","1999/06/01",1323.10
"Currency","1999/05/31",1323.10
"Currency","1999/05/28",1323.10
"Currency","1999/05/27",1323.10
"Currency","1999/05/26",1323.10
"Currency","1999/05/25",1323.10
"Currency","1999/05/24",1323.10
"Currency","1999/05/21",1318.80
"Currency","1999/05/20",1318.80
"Currency","1999/05/19",1318.80
"Currency","1999/05/18",1318.80
"Currency","1999/05/17",1318.80
"Currency","1999/05/14",1317.00
"Currency","1999/05/13",1317.00
"Currency","1999/05/12",1317.00
"Currency","1999/05/11",1317.00
"Currency","1999/05/10",1317.00
"Currency","1999/05/07",1316.15
"Currency","1999/05/06",1316.15
"Currency","1999/05/05",1316.15
"Currency","1999/05/04",1313.05
"Currency","1999/05/03",1313.05
"Currency","1999/04/30",1313.05
"Currency","1999/04/29",1313.05
"Currency","1999/04/28",1313.05
"Currency","1999/04/27",1313.05
"Currency","1999/04/26",1313.05
"Currency","1999/04/23",1313.05
"Currency","1999/04/22",1313.05
"Currency","1999/04/21",1313.05
"Currency","1999/04/20",1312.15
"Currency","1999/04/19",1312.15
"Currency","1999/04/16",1312.15
"Currency","1999/04/15",1312.15
"Currency","1999/04/14",1312.15
"Currency","1999/04/13",1312.05
"Currency","1999/04/12",1312.05
"Currency","1999/04/09",1312.05
"Currency","1999/04/08",1312.05
"Currency","1999/04/07",1312.05
"Currency","1999/04/06",1307.95
"Currency","1999/04/05",1307.95
"Currency","1999/04/02",1307.95
"Currency","1999/04/01",1307.95
"Currency","1999/03/31",1307.95
"Currency","1999/03/30",1307.95
"Currency","1999/03/29",1307.95
"Currency","1999/03/26",1307.95
"Currency","1999/03/25",1307.95
"Currency","1999/03/24",1307.95
"Currency","1999/03/23",1307.95
"Currency","1999/03/22",1307.95
"Currency","1999/03/19",1310.15
"Currency","1999/03/18",1310.15
"Currency","1999/03/17",1310.15
"Currency","1999/03/16",1311.50
"Currency","1999/03/15",1311.50
"Currency","1999/03/12",1311.50
"Currency","1999/03/11",1310.50
"Currency","1999/03/10",1310.50
"Currency","1999/03/09",1310.50
"Currency","1999/03/08",1310.50
"Currency","1999/03/05",1310.50
"Currency","1999/03/04",1310.50
"Currency","1999/03/03",1310.50
"Currency","1999/03/02",1310.50
"Currency","1999/03/01",1310.50
"Currency","1999/02/26",1310.50
"Currency","1999/02/25",1310.50
"Currency","1999/02/24",1310.50
"Currency","1999/02/23",1310.50
"Currency","1999/02/22",1310.50
"Currency","1999/02/19",1310.50
"Currency","1999/02/18",1310.50
"Currency","1999/02/17",1310.50
"Currency","1999/02/16",1298.50
"Currency","1999/02/15",1298.50
"Currency","1999/02/12",1298.50
"Currency","1999/02/11",1298.50
"Currency","1999/02/10",1298.50
"Currency","1999/02/09",1298.50
"Currency","1999/02/08",1298.50
"Currency","1999/02/05",1298.50
"Currency","1999/02/04",1299.00
"Currency","1999/02/03",1299.00
"Currency","1999/02/02",1299.00
"Currency","1999/02/01",1296.00
"Currency","1999/01/29",1295.00
"Currency","1999/01/28",1292.50
"Currency","1999/01/27",1292.50
"Currency","1999/01/26",1292.50
"Currency","1999/01/25",1292.50
"Currency","1999/01/22",1292.00
"Currency","1999/01/21",1291.00
"Currency","1999/01/20",1290.00
"Currency","1999/01/19",1286.00
"Currency","1999/01/18",1286.00
"Currency","1999/01/15",1286.00
"Currency","1999/01/14",1286.00
"Currency","1999/01/13",1286.00
"Currency","1999/01/12",1285.00
"Currency","1999/01/11",1285.00
"Currency","1999/01/08",1287.00
"Currency","1999/01/07",1291.50
"Currency","1999/01/06",1291.50
"Currency","1999/01/05",1291.50
"Currency","1999/01/04",1298.00
"Currency","1999/01/01",1267.50
"Currency","1998/12/31",1267.50
"Currency","1998/12/30",1267.50
"Currency","1998/12/29",1267.50
"Currency","1998/12/28",1267.50
"Currency","1998/12/25",1267.50
"Currency","1998/12/24",1267.50
"Currency","1998/12/23",1267.50
"Currency","1998/12/22",1267.50
"Currency","1998/12/21",1267.50
"Currency","1998/12/18",1267.50
"Currency","1998/12/17",1267.50
"Currency","1998/12/16",1267.50
"Currency","1998/12/15",1267.50
"Currency","1998/12/14",1267.50
"Currency","1998/12/11",1267.50
"Currency","1998/12/10",1267.50
"Currency","1998/12/09",1267.50
"Currency","1998/12/08",1267.50
"Currency","1998/12/07",1267.50
"Currency","1998/12/04",1267.50
"Currency","1998/12/03",1267.50
"Currency","1998/12/02",1295.00
"Currency","1998/12/01",1295.00
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
