"Indicator","Time","Value (USD/GNF)"
"Currency","2006/08/09",5555.00
"Currency","2006/08/08",5550.00
"Currency","2006/08/07",5551.22
"Currency","2006/08/04",5370.00
"Currency","2006/08/03",5370.00
"Currency","2006/08/02",5355.00
"Currency","2006/08/01",5350.00
"Currency","2006/07/31",5350.00
"Currency","2006/07/28",5350.00
"Currency","2006/07/27",5350.40
"Currency","2006/07/26",5007.50
"Currency","2006/07/25",5007.50
"Currency","2006/07/24",5007.50
"Currency","2006/07/21",5006.68
"Currency","2006/07/20",5006.68
"Currency","2006/07/19",5006.69
"Currency","2006/07/18",5006.68
"Currency","2006/07/17",5006.68
"Currency","2006/07/14",5006.68
"Currency","2006/07/13",5006.68
"Currency","2006/07/12",5006.68
"Currency","2006/07/11",5006.69
"Currency","2006/07/10",5006.68
"Currency","2006/07/07",5006.68
"Currency","2006/07/06",5006.68
"Currency","2006/07/05",5006.68
"Currency","2006/07/04",5006.68
"Currency","2006/07/03",5006.68
"Currency","2006/06/30",5006.68
"Currency","2006/06/29",4800.00
"Currency","2006/06/28",4800.00
"Currency","2006/06/27",4800.00
"Currency","2006/06/26",4800.00
"Currency","2006/06/23",4800.00
"Currency","2006/06/22",4800.00
"Currency","2006/06/21",4500.00
"Currency","2006/06/20",4500.00
"Currency","2006/06/19",4500.00
"Currency","2006/06/16",4500.00
"Currency","2006/06/15",4505.00
"Currency","2006/06/14",4500.00
"Currency","2006/06/13",4500.00
"Currency","2006/06/12",4500.00
"Currency","2006/06/09",4505.00
"Currency","2006/06/08",4500.00
"Currency","2006/06/07",4505.00
"Currency","2006/06/06",4500.00
"Currency","2006/06/05",4505.00
"Currency","2006/06/02",4505.00
"Currency","2006/06/01",4500.00
"Currency","2006/05/31",4500.00
"Currency","2006/05/30",4505.00
"Currency","2006/05/29",4500.00
"Currency","2006/05/26",4500.00
"Currency","2006/05/25",4500.00
"Currency","2006/05/24",4505.00
"Currency","2006/05/23",4500.00
"Currency","2006/05/22",4500.00
"Currency","2006/05/19",4500.00
"Currency","2006/05/18",4505.00
"Currency","2006/05/17",4505.00
"Currency","2006/05/16",4505.00
"Currency","2006/05/15",4495.00
"Currency","2006/05/12",4505.00
"Currency","2006/05/11",4500.00
"Currency","2006/05/10",4500.00
"Currency","2006/05/09",4505.00
"Currency","2006/05/08",4505.00
"Currency","2006/05/05",4505.00
"Currency","2006/05/04",4500.00
"Currency","2006/05/03",4505.00
"Currency","2006/05/02",4505.00
"Currency","2006/05/01",4500.00
"Currency","2006/04/28",4500.00
"Currency","2006/04/27",4500.00
"Currency","2006/04/26",4500.00
"Currency","2006/04/25",4505.00
"Currency","2006/04/24",4501.00
"Currency","2006/04/21",4500.00
"Currency","2006/04/20",4500.00
"Currency","2006/04/19",4500.00
"Currency","2006/04/18",4505.00
"Currency","2006/04/17",4505.00
"Currency","2006/04/14",4500.00
"Currency","2006/04/13",4500.00
"Currency","2006/04/12",4505.00
"Currency","2006/04/11",4505.00
"Currency","2006/04/10",4500.00
"Currency","2006/04/07",4500.00
"Currency","2006/04/06",4505.00
"Currency","2006/04/05",4505.00
"Currency","2006/04/04",4500.00
"Currency","2006/04/03",4500.00
"Currency","2006/03/31",4500.00
"Currency","2006/03/30",4515.00
"Currency","2006/03/29",4515.00
"Currency","2006/03/28",4510.00
"Currency","2006/03/27",4490.00
"Currency","2006/03/24",4490.00
"Currency","2006/03/23",4490.00
"Currency","2006/03/22",4490.00
"Currency","2006/03/21",4490.00
"Currency","2006/03/20",4500.00
"Currency","2006/03/17",4505.00
"Currency","2006/03/16",4475.00
"Currency","2006/03/15",4475.00
"Currency","2006/03/14",4475.00
"Currency","2006/03/13",4480.00
"Currency","2006/03/10",4475.00
"Currency","2006/03/09",4485.00
"Currency","2006/03/08",4485.00
"Currency","2006/03/07",4490.00
"Currency","2006/03/06",4475.00
"Currency","2006/03/03",4475.00
"Currency","2006/03/02",4435.00
"Currency","2006/03/01",4445.00
"Currency","2006/02/28",4445.00
"Currency","2006/02/27",4445.00
"Currency","2006/02/24",4445.00
"Currency","2006/02/23",4445.00
"Currency","2006/02/22",4445.00
"Currency","2006/02/21",4445.00
"Currency","2006/02/20",4445.00
"Currency","2006/02/17",4455.00
"Currency","2006/02/16",4455.00
"Currency","2006/02/15",4477.50
"Currency","2006/02/14",4445.00
"Currency","2006/02/13",4455.00
"Currency","2006/02/10",4450.00
"Currency","2006/02/09",4450.00
"Currency","2006/02/08",4460.00
"Currency","2006/02/07",4290.00
"Currency","2006/02/06",4285.00
"Currency","2006/02/03",4285.00
"Currency","2006/02/02",4285.00
"Currency","2006/02/01",4287.50
"Currency","2006/01/31",4292.50
"Currency","2006/01/30",4287.50
"Currency","2006/01/27",4287.50
"Currency","2006/01/26",4292.50
"Currency","2006/01/25",4292.50
"Currency","2006/01/24",4292.50
"Currency","2006/01/23",4302.50
"Currency","2006/01/20",4307.50
"Currency","2006/01/19",4307.50
"Currency","2006/01/18",4307.50
"Currency","2006/01/17",4307.50
"Currency","2006/01/16",4307.50
"Currency","2006/01/13",4307.50
"Currency","2006/01/12",4310.00
"Currency","2006/01/11",4310.00
"Currency","2006/01/10",4305.00
"Currency","2006/01/09",4310.00
"Currency","2006/01/06",4305.00
"Currency","2006/01/05",4305.00
"Currency","2006/01/04",4310.00
"Currency","2006/01/03",4315.00
"Currency","2006/01/02",4305.00
"Currency","2005/12/30",4305.00
"Currency","2005/12/29",4305.00
"Currency","2005/12/28",4305.00
"Currency","2005/12/27",4300.00
"Currency","2005/12/26",4312.50
"Currency","2005/12/23",4312.50
"Currency","2005/12/22",4320.00
"Currency","2005/12/21",4320.00
"Currency","2005/12/20",4305.00
"Currency","2005/12/19",4300.00
"Currency","2005/12/16",4310.00
"Currency","2005/12/15",4325.00
"Currency","2005/12/14",4325.00
"Currency","2005/12/13",4325.00
"Currency","2005/12/12",4320.00
"Currency","2005/12/09",4325.00
"Currency","2005/12/08",4330.00
"Currency","2005/12/07",4325.00
"Currency","2005/12/06",4325.00
"Currency","2005/12/05",4320.00
"Currency","2005/12/02",4320.00
"Currency","2005/12/01",4320.00
"Currency","2005/11/30",4330.00
"Currency","2005/11/29",4320.00
"Currency","2005/11/28",4320.00
"Currency","2005/11/25",4135.00
"Currency","2005/11/24",4135.00
"Currency","2005/11/23",4130.00
"Currency","2005/11/22",4125.00
"Currency","2005/11/21",4115.00
"Currency","2005/11/18",4115.00
"Currency","2005/11/17",4120.00
"Currency","2005/11/16",4110.00
"Currency","2005/11/15",4120.00
"Currency","2005/11/14",4120.00
"Currency","2005/11/11",4120.00
"Currency","2005/11/10",4120.00
"Currency","2005/11/09",4125.00
"Currency","2005/11/08",4130.00
"Currency","2005/11/07",4130.00
"Currency","2005/11/04",4115.00
"Currency","2005/11/03",4116.00
"Currency","2005/11/02",4125.00
"Currency","2005/11/01",4120.00
"Currency","2005/10/31",4130.00
"Currency","2005/10/28",4125.00
"Currency","2005/10/27",4120.00
"Currency","2005/10/26",4130.00
"Currency","2005/10/25",4130.00
"Currency","2005/10/24",4135.00
"Currency","2005/10/21",4135.00
"Currency","2005/10/20",4130.00
"Currency","2005/10/19",4130.00
"Currency","2005/10/18",4125.00
"Currency","2005/10/17",4110.00
"Currency","2005/10/14",4105.00
"Currency","2005/10/13",4105.00
"Currency","2005/10/12",4105.00
"Currency","2005/10/11",4100.00
"Currency","2005/10/10",4100.00
"Currency","2005/10/07",4115.00
"Currency","2005/10/06",4105.00
"Currency","2005/10/05",4105.00
"Currency","2005/10/04",4025.00
"Currency","2005/10/03",4025.00
"Currency","2005/09/30",4025.00
"Currency","2005/09/29",4025.00
"Currency","2005/09/28",4130.67
"Currency","2005/09/27",3925.00
"Currency","2005/09/26",3935.00
"Currency","2005/09/23",3925.00
"Currency","2005/09/22",3935.00
"Currency","2005/09/21",3935.00
"Currency","2005/09/20",3935.00
"Currency","2005/09/19",3930.00
"Currency","2005/09/16",3930.00
"Currency","2005/09/15",3935.00
"Currency","2005/09/14",3930.00
"Currency","2005/09/13",3920.00
"Currency","2005/09/12",3775.00
"Currency","2005/09/09",3780.00
"Currency","2005/09/08",3780.00
"Currency","2005/09/07",3780.00
"Currency","2005/09/06",3770.00
"Currency","2005/09/05",3775.00
"Currency","2005/09/02",3775.00
"Currency","2005/09/01",3775.00
"Currency","2005/08/31",3780.00
"Currency","2005/08/30",3780.00
"Currency","2005/08/29",3780.00
"Currency","2005/08/26",3825.00
"Currency","2005/08/25",3825.00
"Currency","2005/08/24",3825.00
"Currency","2005/08/23",3825.00
"Currency","2005/08/22",3830.00
"Currency","2005/08/19",3825.00
"Currency","2005/08/18",3820.00
"Currency","2005/08/17",3820.00
"Currency","2005/08/16",3835.00
"Currency","2005/08/15",3785.53
"Currency","2005/08/12",3800.00
"Currency","2005/08/11",3760.13
"Currency","2005/08/10",3700.00
"Currency","2005/08/09",3760.13
"Currency","2005/08/08",3705.00
"Currency","2005/08/05",3715.00
"Currency","2005/08/04",3715.00
"Currency","2005/08/03",3725.00
"Currency","2005/08/02",3712.50
"Currency","2005/08/01",3700.00
"Currency","2005/07/29",3700.00
"Currency","2005/07/28",3700.00
"Currency","2005/07/27",3700.00
"Currency","2005/07/26",3700.00
"Currency","2005/07/25",3700.00
"Currency","2005/07/22",3710.00
"Currency","2005/07/21",3710.00
"Currency","2005/07/20",3725.00
"Currency","2005/07/19",3725.00
"Currency","2005/07/18",3725.00
"Currency","2005/07/15",3725.00
"Currency","2005/07/14",3725.00
"Currency","2005/07/13",3755.05
"Currency","2005/07/12",3755.05
"Currency","2005/07/11",3755.05
"Currency","2005/07/08",3728.48
"Currency","2005/07/07",3728.48
"Currency","2005/07/06",3728.48
"Currency","2005/07/05",3728.48
"Currency","2005/07/04",3728.48
"Currency","2005/07/01",3728.48
"Currency","2005/06/30",3728.48
"Currency","2005/06/29",3728.48
"Currency","2005/06/28",3728.48
"Currency","2005/06/27",3728.48
"Currency","2005/06/24",3695.22
"Currency","2005/06/23",3695.22
"Currency","2005/06/22",3695.22
"Currency","2005/06/21",3695.22
"Currency","2005/06/20",3695.22
"Currency","2005/06/17",3695.22
"Currency","2005/06/16",3694.92
"Currency","2005/06/15",3694.92
"Currency","2005/06/14",3650.06
"Currency","2005/06/13",3650.06
"Currency","2005/06/10",3650.06
"Currency","2005/06/09",3650.06
"Currency","2005/06/08",3650.06
"Currency","2005/06/07",3650.06
"Currency","2005/06/06",3541.38
"Currency","2005/06/03",3541.38
"Currency","2005/06/02",3541.38
"Currency","2005/06/01",3541.38
"Currency","2005/05/31",3541.38
"Currency","2005/05/30",3490.00
"Currency","2005/05/27",3491.00
"Currency","2005/05/26",3490.00
"Currency","2005/05/25",3500.00
"Currency","2005/05/24",3518.83
"Currency","2005/05/23",3465.00
"Currency","2005/05/20",3470.00
"Currency","2005/05/19",3465.00
"Currency","2005/05/18",3480.00
"Currency","2005/05/17",3475.00
"Currency","2005/05/16",3470.00
"Currency","2005/05/13",3515.00
"Currency","2005/05/12",3501.40
"Currency","2005/05/11",3473.50
"Currency","2005/05/10",3472.50
"Currency","2005/05/09",3485.00
"Currency","2005/05/06",3475.00
"Currency","2005/05/05",3475.00
"Currency","2005/05/04",3494.23
"Currency","2005/05/03",3420.00
"Currency","2005/05/02",3425.00
"Currency","2005/04/29",3407.00
"Currency","2005/04/28",3410.00
"Currency","2005/04/27",3433.75
"Currency","2005/04/26",3433.75
"Currency","2005/04/25",3370.00
"Currency","2005/04/22",3370.00
"Currency","2005/04/21",3370.00
"Currency","2005/04/20",3370.00
"Currency","2005/04/19",3370.00
"Currency","2005/04/18",3370.00
"Currency","2005/04/15",3370.00
"Currency","2005/04/14",3382.50
"Currency","2005/04/13",3382.50
"Currency","2005/04/12",3212.50
"Currency","2005/04/11",3210.00
"Currency","2005/04/08",3201.00
"Currency","2005/04/07",3200.00
"Currency","2005/04/06",3191.00
"Currency","2005/04/05",3185.00
"Currency","2005/04/04",3175.00
"Currency","2005/04/01",3160.00
"Currency","2005/03/31",3150.00
"Currency","2005/03/30",3150.00
"Currency","2005/03/29",3140.00
"Currency","2005/03/28",3135.00
"Currency","2005/03/25",3120.00
"Currency","2005/03/24",3120.00
"Currency","2005/03/23",3110.00
"Currency","2005/03/22",3100.00
"Currency","2005/03/21",3093.50
"Currency","2005/03/18",3090.38
"Currency","2005/03/17",3090.38
"Currency","2005/03/16",3090.38
"Currency","2005/03/15",3090.38
"Currency","2005/03/14",2847.50
"Currency","2005/03/11",2847.50
"Currency","2005/03/10",2847.50
"Currency","2005/03/09",2847.50
"Currency","2005/03/08",2847.50
"Currency","2005/03/07",2847.50
"Currency","2005/03/04",2847.50
"Currency","2005/03/03",2847.50
"Currency","2005/03/02",2850.50
"Currency","2005/03/01",2825.00
"Currency","2005/02/28",2825.00
"Currency","2005/02/25",2825.00
"Currency","2005/02/24",2825.00
"Currency","2005/02/23",2811.00
"Currency","2005/02/22",2811.00
"Currency","2005/02/21",2811.00
"Currency","2005/02/18",2811.00
"Currency","2005/02/17",2811.00
"Currency","2005/02/16",2842.00
"Currency","2005/02/15",2791.25
"Currency","2005/02/14",2791.25
"Currency","2005/02/11",2791.25
"Currency","2005/02/10",2689.75
"Currency","2005/02/09",2689.75
"Currency","2005/02/08",2689.75
"Currency","2005/02/07",2689.75
"Currency","2005/02/04",2689.75
"Currency","2005/02/03",2689.75
"Currency","2005/02/02",2689.75
"Currency","2005/02/01",2689.75
"Currency","2005/01/31",2689.75
"Currency","2005/01/28",2689.75
"Currency","2005/01/27",2689.75
"Currency","2005/01/26",2836.00
"Currency","2005/01/25",2833.00
"Currency","2005/01/24",2831.00
"Currency","2005/01/21",2831.00
"Currency","2005/01/20",2829.00
"Currency","2005/01/19",2830.00
"Currency","2005/01/18",2828.00
"Currency","2005/01/17",2824.00
"Currency","2005/01/14",2822.00
"Currency","2005/01/13",2818.00
"Currency","2005/01/12",2819.00
"Currency","2005/01/11",2817.50
"Currency","2005/01/10",2818.00
"Currency","2005/01/07",2817.00
"Currency","2005/01/06",2812.00
"Currency","2005/01/05",2809.00
"Currency","2005/01/04",2807.00
"Currency","2005/01/03",2805.00
"Currency","2004/12/31",2805.00
"Currency","2004/12/30",2807.00
"Currency","2004/12/29",2800.00
"Currency","2004/12/28",2798.00
"Currency","2004/12/27",2795.00
"Currency","2004/12/24",2791.00
"Currency","2004/12/23",2792.00
"Currency","2004/12/22",2789.00
"Currency","2004/12/21",2785.00
"Currency","2004/12/20",2782.00
"Currency","2004/12/17",2779.00
"Currency","2004/12/16",2777.00
"Currency","2004/12/15",2772.00
"Currency","2004/12/14",2773.00
"Currency","2004/12/13",2770.00
"Currency","2004/12/10",2767.00
"Currency","2004/12/09",2765.00
"Currency","2004/12/08",2762.00
"Currency","2004/12/07",2758.00
"Currency","2004/12/06",2753.00
"Currency","2004/12/03",2749.00
"Currency","2004/12/02",2745.00
"Currency","2004/12/01",2743.00
"Currency","2004/11/30",2738.00
"Currency","2004/11/29",2735.00
"Currency","2004/11/26",2730.00
"Currency","2004/11/25",2728.00
"Currency","2004/11/24",2729.00
"Currency","2004/11/23",2724.00
"Currency","2004/11/22",2723.00
"Currency","2004/11/19",2720.00
"Currency","2004/11/18",2717.00
"Currency","2004/11/17",2716.00
"Currency","2004/11/16",2713.00
"Currency","2004/11/15",2710.00
"Currency","2004/11/12",2708.00
"Currency","2004/11/11",2703.00
"Currency","2004/11/10",2705.00
"Currency","2004/11/09",2701.00
"Currency","2004/11/08",2700.00
"Currency","2004/11/05",2700.00
"Currency","2004/11/04",2698.00
"Currency","2004/11/03",2692.00
"Currency","2004/11/02",2687.00
"Currency","2004/11/01",2680.00
"Currency","2004/10/29",2679.00
"Currency","2004/10/28",2675.00
"Currency","2004/10/27",2673.00
"Currency","2004/10/26",2668.00
"Currency","2004/10/25",2662.00
"Currency","2004/10/22",2659.00
"Currency","2004/10/21",2655.00
"Currency","2004/10/20",2655.00
"Currency","2004/10/19",2650.00
"Currency","2004/10/18",2650.00
"Currency","2004/10/15",2645.00
"Currency","2004/10/14",2641.00
"Currency","2004/10/13",2637.00
"Currency","2004/10/12",2632.00
"Currency","2004/10/11",2629.00
"Currency","2004/10/08",2630.00
"Currency","2004/10/07",2625.00
"Currency","2004/10/06",2621.00
"Currency","2004/10/05",2615.00
"Currency","2004/10/04",2613.00
"Currency","2004/10/01",2613.00
"Currency","2004/09/30",2616.00
"Currency","2004/09/29",2613.00
"Currency","2004/09/28",2611.00
"Currency","2004/09/27",2605.00
"Currency","2004/09/24",2603.00
"Currency","2004/09/23",2600.00
"Currency","2004/09/22",2600.00
"Currency","2004/09/21",2597.00
"Currency","2004/09/20",2596.00
"Currency","2004/09/17",2593.00
"Currency","2004/09/16",2591.00
"Currency","2004/09/15",2590.00
"Currency","2004/09/14",2588.00
"Currency","2004/09/13",2586.00
"Currency","2004/09/10",2586.00
"Currency","2004/09/09",2580.00
"Currency","2004/09/08",2576.00
"Currency","2004/09/07",2573.00
"Currency","2004/09/06",2571.00
"Currency","2004/09/03",2570.00
"Currency","2004/09/02",2566.00
"Currency","2004/09/01",2563.00
"Currency","2004/08/31",2560.00
"Currency","2004/08/30",2561.00
"Currency","2004/08/27",2559.00
"Currency","2004/08/26",2555.00
"Currency","2004/08/25",2551.00
"Currency","2004/08/24",2548.00
"Currency","2004/08/23",2546.00
"Currency","2004/08/20",2547.50
"Currency","2004/08/19",2545.00
"Currency","2004/08/18",2545.00
"Currency","2004/08/17",2545.00
"Currency","2004/08/16",2542.00
"Currency","2004/08/13",2540.00
"Currency","2004/08/12",2533.00
"Currency","2004/08/11",2525.00
"Currency","2004/08/10",2530.00
"Currency","2004/08/09",2525.00
"Currency","2004/08/06",2525.00
"Currency","2004/08/05",2525.00
"Currency","2004/08/04",2525.00
"Currency","2004/08/03",2525.00
"Currency","2004/08/02",2525.00
"Currency","2004/07/30",2525.00
"Currency","2004/07/29",2525.00
"Currency","2004/07/28",2525.00
"Currency","2004/07/27",2525.00
"Currency","2004/07/26",2525.00
"Currency","2004/07/23",2525.00
"Currency","2004/07/22",2568.75
"Currency","2004/07/21",2568.75
"Currency","2004/07/20",2568.75
"Currency","2004/07/19",2568.75
"Currency","2004/07/16",2568.75
"Currency","2004/07/15",2568.75
"Currency","2004/07/14",2055.00
"Currency","2004/07/13",2055.00
"Currency","2004/07/12",2055.00
"Currency","2004/07/09",2055.00
"Currency","2004/07/08",2055.00
"Currency","2004/07/07",2055.00
"Currency","2004/07/06",2055.00
"Currency","2004/07/05",2055.00
"Currency","2004/07/02",2055.00
"Currency","2004/07/01",2055.00
"Currency","2004/06/30",2055.00
"Currency","2004/06/29",2012.50
"Currency","2004/06/28",2012.50
"Currency","2004/06/25",2012.50
"Currency","2004/06/24",2012.50
"Currency","2004/06/23",2012.50
"Currency","2004/06/22",2012.50
"Currency","2004/06/21",2012.50
"Currency","2004/06/18",2012.50
"Currency","2004/06/17",2012.50
"Currency","2004/06/16",2012.50
"Currency","2004/06/15",2012.50
"Currency","2004/06/14",2012.50
"Currency","2004/06/11",2012.50
"Currency","2004/06/10",2012.50
"Currency","2004/06/09",2012.50
"Currency","2004/06/08",2012.50
"Currency","2004/06/07",2012.50
"Currency","2004/06/04",2012.50
"Currency","2004/06/03",2012.50
"Currency","2004/06/02",2012.50
"Currency","2004/06/01",2012.50
"Currency","2004/05/31",2012.50
"Currency","2004/05/28",2012.50
"Currency","2004/05/27",2012.50
"Currency","2004/05/26",2012.50
"Currency","2004/05/25",2012.50
"Currency","2004/05/24",2012.50
"Currency","2004/05/21",2012.50
"Currency","2004/05/20",2012.50
"Currency","2004/05/19",2012.50
"Currency","2004/05/18",2012.50
"Currency","2004/05/17",2012.50
"Currency","2004/05/14",2012.50
"Currency","2004/05/13",2012.50
"Currency","2004/05/12",2012.50
"Currency","2004/05/11",2012.50
"Currency","2004/05/10",2012.50
"Currency","2004/05/07",2012.50
"Currency","2004/05/06",2012.50
"Currency","2004/05/05",2012.50
"Currency","2004/05/04",2012.50
"Currency","2004/05/03",2012.50
"Currency","2004/04/30",2012.50
"Currency","2004/04/29",2012.50
"Currency","2004/04/28",2012.50
"Currency","2004/04/27",2012.50
"Currency","2004/04/26",2012.50
"Currency","2004/04/23",2012.50
"Currency","2004/04/22",2012.50
"Currency","2004/04/21",2012.50
"Currency","2004/04/20",2012.50
"Currency","2004/04/19",2012.50
"Currency","2004/04/16",2012.50
"Currency","2004/04/15",2012.50
"Currency","2004/04/14",2012.50
"Currency","2004/04/13",2012.50
"Currency","2004/04/12",2012.50
"Currency","2004/04/09",2012.50
"Currency","2004/04/08",2012.50
"Currency","2004/04/07",2012.50
"Currency","2004/04/06",2012.50
"Currency","2004/04/05",2012.50
"Currency","2004/04/02",2012.50
"Currency","2004/04/01",2012.50
"Currency","2004/03/31",2012.50
"Currency","2004/03/30",2010.00
"Currency","2004/03/29",2010.00
"Currency","2004/03/26",2010.00
"Currency","2004/03/25",2010.00
"Currency","2004/03/24",2010.00
"Currency","2004/03/23",2010.00
"Currency","2004/03/22",2010.00
"Currency","2004/03/19",2010.00
"Currency","2004/03/18",2010.00
"Currency","2004/03/17",2010.00
"Currency","2004/03/16",2010.00
"Currency","2004/03/15",2010.00
"Currency","2004/03/12",2010.00
"Currency","2004/03/11",2010.00
"Currency","2004/03/10",2010.00
"Currency","2004/03/09",2010.00
"Currency","2004/03/08",2010.00
"Currency","2004/03/05",2010.00
"Currency","2004/03/04",2010.00
"Currency","2004/03/03",2010.00
"Currency","2004/03/02",2010.00
"Currency","2004/03/01",2010.00
"Currency","2004/02/27",2010.00
"Currency","2004/02/26",2010.00
"Currency","2004/02/25",2010.00
"Currency","2004/02/24",2010.00
"Currency","2004/02/23",2010.00
"Currency","2004/02/20",2010.00
"Currency","2004/02/19",2010.00
"Currency","2004/02/18",2010.00
"Currency","2004/02/17",2005.00
"Currency","2004/02/16",2005.00
"Currency","2004/02/13",2005.00
"Currency","2004/02/12",2005.00
"Currency","2004/02/11",2005.00
"Currency","2004/02/10",2005.00
"Currency","2004/02/09",2005.00
"Currency","2004/02/06",2005.00
"Currency","2004/02/05",2005.00
"Currency","2004/02/04",2005.00
"Currency","2004/02/03",2005.00
"Currency","2004/02/02",2005.00
"Currency","2004/01/30",2005.00
"Currency","2004/01/29",2005.00
"Currency","2004/01/28",2005.00
"Currency","2004/01/27",2005.00
"Currency","2004/01/26",2005.00
"Currency","2004/01/23",2005.00
"Currency","2004/01/22",2005.00
"Currency","2004/01/21",2005.00
"Currency","2004/01/20",2005.00
"Currency","2004/01/19",2005.00
"Currency","2004/01/16",2005.00
"Currency","2004/01/15",2005.00
"Currency","2004/01/14",2005.00
"Currency","2004/01/13",2005.00
"Currency","2004/01/12",2005.00
"Currency","2004/01/09",2005.00
"Currency","2004/01/08",2005.00
"Currency","2004/01/07",2005.00
"Currency","2004/01/06",2005.00
"Currency","2004/01/05",2005.00
"Currency","2004/01/02",2005.00
"Currency","2004/01/01",2005.00
"Currency","2003/12/31",2005.00
"Currency","2003/12/30",2005.00
"Currency","2003/12/29",2005.00
"Currency","2003/12/26",2005.00
"Currency","2003/12/25",2005.00
"Currency","2003/12/24",2005.00
"Currency","2003/12/23",2005.00
"Currency","2003/12/22",2005.00
"Currency","2003/12/19",2005.00
"Currency","2003/12/18",2005.00
"Currency","2003/12/17",2005.00
"Currency","2003/12/16",2005.00
"Currency","2003/12/15",2005.00
"Currency","2003/12/12",2005.00
"Currency","2003/12/11",2005.00
"Currency","2003/12/10",2005.00
"Currency","2003/12/09",2005.00
"Currency","2003/12/08",2005.00
"Currency","2003/12/05",2005.00
"Currency","2003/12/04",2005.00
"Currency","2003/12/03",2005.00
"Currency","2003/12/02",2005.00
"Currency","2003/12/01",2005.00
"Currency","2003/11/28",2005.00
"Currency","2003/11/27",2005.00
"Currency","2003/11/26",2005.00
"Currency","2003/11/25",2005.00
"Currency","2003/11/24",2005.00
"Currency","2003/11/21",2005.00
"Currency","2003/11/20",2005.00
"Currency","2003/11/19",2005.00
"Currency","2003/11/18",1992.50
"Currency","2003/11/17",1992.50
"Currency","2003/11/14",1992.50
"Currency","2003/11/13",1992.50
"Currency","2003/11/12",1992.50
"Currency","2003/11/11",1992.50
"Currency","2003/11/10",1992.50
"Currency","2003/11/07",1992.50
"Currency","2003/11/06",1992.50
"Currency","2003/11/05",1992.50
"Currency","2003/11/04",1992.50
"Currency","2003/11/03",1992.50
"Currency","2003/10/31",1992.50
"Currency","2003/10/30",1992.50
"Currency","2003/10/29",2005.00
"Currency","2003/10/28",2005.00
"Currency","2003/10/27",2005.00
"Currency","2003/10/24",2005.00
"Currency","2003/10/23",2005.00
"Currency","2003/10/22",2005.00
"Currency","2003/10/21",2005.00
"Currency","2003/10/20",2005.00
"Currency","2003/10/17",2005.00
"Currency","2003/10/16",2005.00
"Currency","2003/10/15",1990.00
"Currency","2003/10/14",1990.00
"Currency","2003/10/13",1990.00
"Currency","2003/10/10",1990.00
"Currency","2003/10/09",1990.00
"Currency","2003/10/08",1990.00
"Currency","2003/10/07",1990.00
"Currency","2003/10/06",1990.00
"Currency","2003/10/03",1990.00
"Currency","2003/10/02",1990.00
"Currency","2003/10/01",1990.00
"Currency","2003/09/30",1990.00
"Currency","2003/09/29",1990.00
"Currency","2003/09/26",1990.00
"Currency","2003/09/25",1990.00
"Currency","2003/09/24",1990.00
"Currency","2003/09/23",1990.00
"Currency","2003/09/22",1990.00
"Currency","2003/09/19",1990.00
"Currency","2003/09/18",1992.50
"Currency","2003/09/17",1992.50
"Currency","2003/09/16",1992.50
"Currency","2003/09/15",1992.50
"Currency","2003/09/12",2000.00
"Currency","2003/09/11",2000.00
"Currency","2003/09/10",2000.00
"Currency","2003/09/09",2000.00
"Currency","2003/09/08",2000.00
"Currency","2003/09/05",2000.00
"Currency","2003/09/04",2000.00
"Currency","2003/09/03",2000.00
"Currency","2003/09/02",2000.00
"Currency","2003/09/01",2000.00
"Currency","2003/08/29",2000.00
"Currency","2003/08/28",2000.00
"Currency","2003/08/27",2000.00
"Currency","2003/08/26",2000.00
"Currency","2003/08/25",2000.00
"Currency","2003/08/22",2000.00
"Currency","2003/08/21",2000.00
"Currency","2003/08/20",2000.00
"Currency","2003/08/19",2000.00
"Currency","2003/08/18",2000.00
"Currency","2003/08/15",2000.00
"Currency","2003/08/14",2000.00
"Currency","2003/08/13",2000.00
"Currency","2003/08/12",2000.00
"Currency","2003/08/11",2003.00
"Currency","2003/08/08",2003.00
"Currency","2003/08/07",2003.00
"Currency","2003/08/06",2003.00
"Currency","2003/08/05",2003.00
"Currency","2003/08/04",2003.00
"Currency","2003/08/01",2003.00
"Currency","2003/07/31",2003.00
"Currency","2003/07/30",2003.00
"Currency","2003/07/29",2003.00
"Currency","2003/07/28",2000.00
"Currency","2003/07/25",2000.00
"Currency","2003/07/24",2000.00
"Currency","2003/07/23",1987.50
"Currency","2003/07/22",1987.50
"Currency","2003/07/21",1987.50
"Currency","2003/07/18",1987.50
"Currency","2003/07/17",1987.50
"Currency","2003/07/16",1987.50
"Currency","2003/07/15",1987.50
"Currency","2003/07/14",1995.00
"Currency","2003/07/11",1995.00
"Currency","2003/07/10",1995.00
"Currency","2003/07/09",1995.00
"Currency","2003/07/08",1995.00
"Currency","2003/07/07",1990.00
"Currency","2003/07/04",1990.00
"Currency","2003/07/03",1990.00
"Currency","2003/07/02",1990.00
"Currency","2003/07/01",1990.00
"Currency","2003/06/30",1990.00
"Currency","2003/06/27",1990.00
"Currency","2003/06/26",1990.00
"Currency","2003/06/25",1990.00
"Currency","2003/06/24",1990.00
"Currency","2003/06/23",1990.00
"Currency","2003/06/20",1990.00
"Currency","2003/06/19",1990.00
"Currency","2003/06/18",1985.00
"Currency","2003/06/17",1985.00
