"Indicator","Time","Value (USD/IQD)"
"Currency","2018/06/09",1190.00
"Currency","2018/06/08",1190.00
"Currency","2018/06/07",1186.43
"Currency","2018/06/06",1190.00
"Currency","2018/06/05",1186.43
"Currency","2018/06/04",1186.43
"Currency","2018/06/02",1190.00
"Currency","2018/06/01",1190.00
"Currency","2018/05/31",1186.43
"Currency","2018/05/30",1184.00
"Currency","2018/05/29",1182.82
"Currency","2018/05/28",1186.43
"Currency","2018/05/26",1184.00
"Currency","2018/05/25",1184.00
"Currency","2018/05/24",1186.43
"Currency","2018/05/23",1182.88
"Currency","2018/05/22",1184.00
"Currency","2018/05/21",1186.43
"Currency","2018/05/20",1184.00
"Currency","2018/05/19",1184.00
"Currency","2018/05/18",1186.43
"Currency","2018/05/17",1186.43
"Currency","2018/05/16",1185.24
"Currency","2018/05/15",1182.82
"Currency","2018/05/14",1182.82
"Currency","2018/05/13",1186.43
"Currency","2018/05/12",1184.00
"Currency","2018/05/11",1185.24
"Currency","2018/05/10",1186.43
"Currency","2018/05/09",1186.43
"Currency","2018/05/08",1186.43
"Currency","2018/05/07",1184.00
"Currency","2018/05/06",1186.43
"Currency","2018/05/05",1184.00
"Currency","2018/05/04",1186.43
"Currency","2018/05/03",1186.43
"Currency","2018/05/02",1186.43
"Currency","2018/05/01",1186.43
"Currency","2018/04/30",1185.24
"Currency","2018/04/29",1186.43
"Currency","2018/04/28",1184.00
"Currency","2018/04/27",1186.43
"Currency","2018/04/26",1186.43
"Currency","2018/04/25",1186.43
"Currency","2018/04/24",1186.43
"Currency","2018/04/23",1185.24
"Currency","2018/04/22",1186.43
"Currency","2018/04/21",1186.43
"Currency","2018/04/20",1186.43
"Currency","2018/04/19",1186.43
"Currency","2018/04/18",1186.43
"Currency","2018/04/17",1186.43
"Currency","2018/04/16",1186.43
"Currency","2018/04/15",1184.00
"Currency","2018/04/14",1186.43
"Currency","2018/04/13",1186.43
"Currency","2018/04/12",1186.43
"Currency","2018/04/11",1186.43
"Currency","2018/04/10",1186.43
"Currency","2018/04/09",1186.43
"Currency","2018/04/08",1186.43
"Currency","2018/04/07",1184.00
"Currency","2018/04/06",1186.43
"Currency","2018/04/05",1186.43
"Currency","2018/04/04",1186.43
"Currency","2018/04/03",1186.43
"Currency","2018/04/02",1186.43
"Currency","2018/04/01",1184.00
"Currency","2018/03/31",1184.00
"Currency","2018/03/30",1186.43
"Currency","2018/03/29",1186.43
"Currency","2018/03/28",1186.43
"Currency","2018/03/27",1186.43
"Currency","2018/03/26",1184.00
"Currency","2018/03/25",1184.00
"Currency","2018/03/24",1184.00
"Currency","2018/03/23",1186.43
"Currency","2018/03/22",1186.43
"Currency","2018/03/21",1186.43
"Currency","2018/03/20",1185.24
"Currency","2018/03/19",1186.43
"Currency","2018/03/18",1184.00
"Currency","2018/03/17",1184.00
"Currency","2018/03/16",1186.43
"Currency","2018/03/15",1186.43
"Currency","2018/03/14",1184.05
"Currency","2018/03/13",1184.00
"Currency","2018/03/12",1184.05
"Currency","2018/03/11",1180.00
"Currency","2018/03/10",1180.00
"Currency","2018/03/09",1184.05
"Currency","2018/03/08",1184.05
"Currency","2018/03/07",1184.05
"Currency","2018/03/06",1184.05
"Currency","2018/03/05",1184.05
"Currency","2018/03/04",1181.00
"Currency","2018/03/03",1181.00
"Currency","2018/03/02",1184.05
"Currency","2018/03/01",1184.00
"Currency","2018/02/28",1184.05
"Currency","2018/02/27",1184.05
"Currency","2018/02/26",1184.00
"Currency","2018/02/25",1184.00
"Currency","2018/02/24",1184.00
"Currency","2018/02/23",1180.00
"Currency","2018/02/22",1184.05
"Currency","2018/02/21",1184.05
"Currency","2018/02/20",1184.05
"Currency","2018/02/19",1184.00
"Currency","2018/02/18",1184.05
"Currency","2018/02/17",1184.05
"Currency","2018/02/16",1181.00
"Currency","2018/02/15",1184.05
"Currency","2018/02/14",1184.05
"Currency","2018/02/13",1184.05
"Currency","2018/02/12",1184.00
"Currency","2018/02/11",1184.00
"Currency","2018/02/10",1180.00
"Currency","2018/02/09",1184.00
"Currency","2018/02/08",1184.05
"Currency","2018/02/07",1184.05
"Currency","2018/02/06",1181.64
"Currency","2018/02/05",1184.05
"Currency","2018/02/04",1184.00
"Currency","2018/02/03",1184.00
"Currency","2018/02/02",1184.00
"Currency","2018/02/01",1184.00
"Currency","2018/01/31",1184.05
"Currency","2018/01/30",1182.87
"Currency","2018/01/29",1184.00
"Currency","2018/01/28",1184.00
"Currency","2018/01/27",1184.00
"Currency","2018/01/26",1184.00
"Currency","2018/01/25",1184.00
"Currency","2018/01/24",1181.00
"Currency","2018/01/23",1181.82
"Currency","2018/01/22",1184.05
"Currency","2018/01/21",1184.00
"Currency","2018/01/20",1184.00
"Currency","2018/01/19",1184.00
"Currency","2018/01/18",1184.05
"Currency","2018/01/17",1178.28
"Currency","2018/01/16",1184.00
"Currency","2018/01/15",1184.00
"Currency","2018/01/14",1184.00
"Currency","2018/01/13",1184.00
"Currency","2018/01/12",1181.00
"Currency","2018/01/11",1184.00
"Currency","2018/01/10",1184.00
"Currency","2018/01/09",1184.05
"Currency","2018/01/08",1184.05
"Currency","2018/01/07",1184.00
"Currency","2018/01/06",1181.00
"Currency","2018/01/05",1184.00
"Currency","2018/01/04",1184.05
"Currency","2018/01/03",1184.05
"Currency","2018/01/02",1184.05
"Currency","2017/12/29",1184.00
"Currency","2017/12/28",1184.05
"Currency","2017/12/27",1184.00
"Currency","2017/12/26",1184.05
"Currency","2017/12/24",1184.00
"Currency","2017/12/22",1185.00
"Currency","2017/12/21",1184.05
"Currency","2017/12/20",1181.00
"Currency","2017/12/19",1184.05
"Currency","2017/12/18",1184.05
"Currency","2017/12/15",1184.00
"Currency","2017/12/14",1184.00
"Currency","2017/12/13",1184.00
"Currency","2017/12/12",1184.00
"Currency","2017/12/11",1184.05
"Currency","2017/12/08",1184.00
"Currency","2017/12/07",1184.00
"Currency","2017/12/06",1178.96
"Currency","2017/12/05",1183.00
"Currency","2017/12/04",1184.05
"Currency","2017/12/01",1182.50
"Currency","2017/11/30",1182.80
"Currency","2017/11/29",1169.87
"Currency","2017/11/28",1166.00
"Currency","2017/11/27",1166.00
"Currency","2017/11/24",1166.00
"Currency","2017/11/23",1166.00
"Currency","2017/11/22",1166.00
"Currency","2017/11/21",1166.00
"Currency","2017/11/20",1167.00
"Currency","2017/11/17",1166.00
"Currency","2017/11/16",1166.00
"Currency","2017/11/15",1166.00
"Currency","2017/11/14",1166.00
"Currency","2017/11/13",1169.87
"Currency","2017/11/10",1166.00
"Currency","2017/11/09",1167.53
"Currency","2017/11/08",1166.00
"Currency","2017/11/07",1168.70
"Currency","2017/11/06",1166.00
"Currency","2017/11/03",1166.00
"Currency","2017/11/02",1171.04
"Currency","2017/11/01",1166.00
"Currency","2017/10/31",1166.00
"Currency","2017/10/30",1171.04
"Currency","2017/10/27",1166.00
"Currency","2017/10/26",1166.00
"Currency","2017/10/25",1166.00
"Currency","2017/10/24",1171.04
"Currency","2017/10/23",1167.00
"Currency","2017/10/20",1167.00
"Currency","2017/10/19",1166.00
"Currency","2017/10/18",1167.00
"Currency","2017/10/17",1167.00
"Currency","2017/10/16",1167.00
"Currency","2017/10/13",1171.04
"Currency","2017/10/12",1168.00
"Currency","2017/10/11",1167.00
"Currency","2017/10/10",1167.00
"Currency","2017/10/09",1167.00
"Currency","2017/10/06",1167.00
"Currency","2017/10/05",1167.00
"Currency","2017/10/04",1167.00
"Currency","2017/10/03",1179.02
"Currency","2017/10/02",1167.00
"Currency","2017/09/30",1166.00
"Currency","2017/09/29",1166.00
"Currency","2017/09/28",1166.00
"Currency","2017/09/27",1166.00
"Currency","2017/09/26",1181.00
"Currency","2017/09/25",1166.00
"Currency","2017/09/22",1167.00
"Currency","2017/09/21",1166.00
"Currency","2017/09/20",1166.00
"Currency","2017/09/19",1166.00
"Currency","2017/09/18",1167.00
"Currency","2017/09/16",1166.00
"Currency","2017/09/15",1166.00
"Currency","2017/09/14",1166.00
"Currency","2017/09/13",1166.00
"Currency","2017/09/12",1166.00
"Currency","2017/09/11",1166.00
"Currency","2017/09/08",1166.00
"Currency","2017/09/07",1167.00
"Currency","2017/09/06",1167.00
"Currency","2017/09/05",1167.00
"Currency","2017/09/04",1166.00
"Currency","2017/09/01",1180.00
"Currency","2017/08/31",1166.00
"Currency","2017/08/30",1166.00
"Currency","2017/08/29",1166.00
"Currency","2017/08/28",1166.00
"Currency","2017/08/25",1166.00
"Currency","2017/08/24",1166.00
"Currency","2017/08/23",1166.00
"Currency","2017/08/22",1167.00
"Currency","2017/08/21",1167.00
"Currency","2017/08/18",1167.00
"Currency","2017/08/17",1166.00
"Currency","2017/08/16",1166.00
"Currency","2017/08/15",1166.00
"Currency","2017/08/14",1166.00
"Currency","2017/08/12",1166.00
"Currency","2017/08/11",1166.00
"Currency","2017/08/10",1166.00
"Currency","2017/08/09",1167.00
"Currency","2017/08/08",1167.00
"Currency","2017/08/07",1166.00
"Currency","2017/08/04",1166.00
"Currency","2017/08/03",1166.00
"Currency","2017/08/02",1166.00
"Currency","2017/08/01",1166.00
"Currency","2017/07/31",1167.00
"Currency","2017/07/28",1167.00
"Currency","2017/07/27",1168.00
"Currency","2017/07/26",1167.00
"Currency","2017/07/25",1167.00
"Currency","2017/07/24",1166.00
"Currency","2017/07/21",1166.00
"Currency","2017/07/20",1166.00
"Currency","2017/07/19",1181.00
"Currency","2017/07/18",1181.00
"Currency","2017/07/17",1181.00
"Currency","2017/07/14",1167.00
"Currency","2017/07/13",1181.00
"Currency","2017/07/12",1180.00
"Currency","2017/07/11",1181.00
"Currency","2017/07/10",1181.00
"Currency","2017/07/08",1181.00
"Currency","2017/07/07",1181.00
"Currency","2017/07/06",1181.00
"Currency","2017/07/05",1164.83
"Currency","2017/07/04",1166.00
"Currency","2017/07/03",1181.00
"Currency","2017/07/02",1166.00
"Currency","2017/06/30",1181.00
"Currency","2017/06/29",1181.00
"Currency","2017/06/28",1181.00
"Currency","2017/06/27",1181.00
"Currency","2017/06/26",1181.00
"Currency","2017/06/24",1181.00
"Currency","2017/06/23",1181.00
"Currency","2017/06/22",1181.00
"Currency","2017/06/21",1181.00
"Currency","2017/06/20",1181.00
"Currency","2017/06/19",1181.00
"Currency","2017/06/17",1181.00
"Currency","2017/06/16",1181.00
"Currency","2017/06/15",1181.00
"Currency","2017/06/14",1181.00
"Currency","2017/06/13",1181.00
"Currency","2017/06/12",1181.00
"Currency","2017/06/10",1181.00
"Currency","2017/06/09",1181.00
"Currency","2017/06/08",1181.00
"Currency","2017/06/07",1181.00
"Currency","2017/06/06",1181.00
"Currency","2017/06/05",1180.00
"Currency","2017/06/02",1181.00
"Currency","2017/06/01",1181.00
"Currency","2017/05/31",1181.00
"Currency","2017/05/30",1181.00
"Currency","2017/05/29",1181.00
"Currency","2017/05/26",1181.00
"Currency","2017/05/25",1181.00
"Currency","2017/05/24",1179.00
"Currency","2017/05/23",1181.00
"Currency","2017/05/22",1181.00
"Currency","2017/05/20",1180.00
"Currency","2017/05/19",1180.00
"Currency","2017/05/18",1181.00
"Currency","2017/05/17",1181.00
"Currency","2017/05/16",1168.00
"Currency","2017/05/15",1167.00
"Currency","2017/05/12",1167.00
"Currency","2017/05/11",1167.00
"Currency","2017/05/10",1167.00
"Currency","2017/05/09",1166.00
"Currency","2017/05/08",1166.36
"Currency","2017/05/05",1167.00
"Currency","2017/05/04",1167.00
"Currency","2017/05/03",1167.00
"Currency","2017/05/02",1167.00
"Currency","2017/05/01",1166.00
"Currency","2017/04/28",1166.00
"Currency","2017/04/27",1166.00
"Currency","2017/04/26",1166.00
"Currency","2017/04/25",1168.00
"Currency","2017/04/24",1168.00
"Currency","2017/04/21",1167.00
"Currency","2017/04/20",1167.00
"Currency","2017/04/19",1181.00
"Currency","2017/04/18",1181.00
"Currency","2017/04/17",1181.00
"Currency","2017/04/14",1181.00
"Currency","2017/04/13",1181.00
"Currency","2017/04/12",1181.00
"Currency","2017/04/11",1181.00
"Currency","2017/04/10",1180.00
"Currency","2017/04/08",1181.00
"Currency","2017/04/07",1181.00
"Currency","2017/04/06",1181.00
"Currency","2017/04/05",1181.00
"Currency","2017/04/04",1163.67
"Currency","2017/04/03",1180.00
"Currency","2017/04/01",1181.00
"Currency","2017/03/31",1181.00
"Currency","2017/03/30",1180.00
"Currency","2017/03/29",1181.00
"Currency","2017/03/28",1181.00
"Currency","2017/03/27",1181.00
"Currency","2017/03/24",1181.00
"Currency","2017/03/23",1181.00
"Currency","2017/03/22",1181.00
"Currency","2017/03/21",1180.00
"Currency","2017/03/20",1181.00
"Currency","2017/03/17",1181.00
"Currency","2017/03/16",1181.00
"Currency","2017/03/15",1181.00
"Currency","2017/03/14",1181.00
"Currency","2017/03/13",1181.00
"Currency","2017/03/10",1177.00
"Currency","2017/03/09",1181.00
"Currency","2017/03/08",1181.00
"Currency","2017/03/07",1180.00
"Currency","2017/03/06",1181.00
"Currency","2017/03/03",1175.00
"Currency","2017/03/02",1181.00
"Currency","2017/03/01",1175.00
"Currency","2017/02/28",1181.00
"Currency","2017/02/27",1178.00
"Currency","2017/02/25",1181.00
"Currency","2017/02/24",1181.00
"Currency","2017/02/23",1174.34
"Currency","2017/02/22",1181.00
"Currency","2017/02/21",1176.70
"Currency","2017/02/20",1181.00
"Currency","2017/02/17",1178.00
"Currency","2017/02/16",1181.00
"Currency","2017/02/15",1173.92
"Currency","2017/02/14",1181.00
"Currency","2017/02/13",1179.82
"Currency","2017/02/10",1181.00
"Currency","2017/02/09",1181.00
"Currency","2017/02/08",1175.10
"Currency","2017/02/07",1181.00
"Currency","2017/02/06",1212.84
"Currency","2017/02/03",1182.00
"Currency","2017/02/02",1182.00
"Currency","2017/02/01",1182.00
"Currency","2017/01/31",1181.00
"Currency","2017/01/30",1179.82
"Currency","2017/01/27",1182.00
"Currency","2017/01/26",1211.93
"Currency","2017/01/25",1211.93
"Currency","2017/01/24",1212.40
"Currency","2017/01/23",1210.47
"Currency","2017/01/20",1181.00
"Currency","2017/01/19",1180.00
"Currency","2017/01/18",1181.00
"Currency","2017/01/17",1181.00
"Currency","2017/01/16",1180.00
"Currency","2017/01/13",1181.00
"Currency","2017/01/12",1181.00
"Currency","2017/01/11",1181.00
"Currency","2017/01/10",1178.64
"Currency","2017/01/09",1173.92
"Currency","2017/01/06",1181.00
"Currency","2017/01/05",1181.00
"Currency","2017/01/04",1180.00
"Currency","2017/01/03",1181.00
"Currency","2017/01/02",1181.00
"Currency","2016/12/30",1181.00
"Currency","2016/12/29",1181.00
"Currency","2016/12/28",1181.00
"Currency","2016/12/27",1182.00
"Currency","2016/12/26",1181.00
"Currency","2016/12/23",1182.00
"Currency","2016/12/22",1181.00
"Currency","2016/12/21",1181.00
"Currency","2016/12/20",1180.00
"Currency","2016/12/19",1181.00
"Currency","2016/12/16",1180.00
"Currency","2016/12/15",1181.00
"Currency","2016/12/14",1180.00
"Currency","2016/12/13",1181.00
"Currency","2016/12/12",1181.00
"Currency","2016/12/09",1182.00
"Currency","2016/12/08",1181.00
"Currency","2016/12/07",1163.00
"Currency","2016/12/06",1162.00
"Currency","2016/12/05",1161.00
"Currency","2016/12/02",1161.00
"Currency","2016/12/01",1160.10
"Currency","2016/11/30",1160.40
"Currency","2016/11/29",1160.50
"Currency","2016/11/28",1160.00
"Currency","2016/11/25",1161.00
"Currency","2016/11/24",1180.00
"Currency","2016/11/23",1180.00
"Currency","2016/11/22",1180.00
"Currency","2016/11/21",1155.00
"Currency","2016/11/19",1154.00
"Currency","2016/11/18",1155.00
"Currency","2016/11/17",1155.00
"Currency","2016/11/16",1155.00
"Currency","2016/11/15",1155.00
"Currency","2016/11/14",1157.00
"Currency","2016/11/11",1157.40
"Currency","2016/11/10",1158.00
"Currency","2016/11/09",1158.00
"Currency","2016/11/08",1159.00
"Currency","2016/11/07",1160.00
"Currency","2016/11/04",1160.00
"Currency","2016/11/03",1162.50
"Currency","2016/11/02",1162.50
"Currency","2016/11/01",1165.00
"Currency","2016/10/31",1165.00
"Currency","2016/10/28",1165.00
"Currency","2016/10/27",1165.00
"Currency","2016/10/26",1165.00
"Currency","2016/10/25",1165.00
"Currency","2016/10/24",1165.20
"Currency","2016/10/21",1165.40
"Currency","2016/10/20",1165.00
"Currency","2016/10/19",1167.00
"Currency","2016/10/18",1161.00
"Currency","2016/10/17",1161.00
"Currency","2016/10/14",1161.00
"Currency","2016/10/13",1161.00
"Currency","2016/10/12",1161.00
"Currency","2016/10/11",1162.00
"Currency","2016/10/10",1162.00
"Currency","2016/10/07",1162.00
"Currency","2016/10/06",1162.10
"Currency","2016/10/05",1162.20
"Currency","2016/10/04",1162.30
"Currency","2016/10/03",1162.50
"Currency","2016/10/01",1162.70
"Currency","2016/09/30",1162.70
"Currency","2016/09/29",1162.80
"Currency","2016/09/28",1164.00
"Currency","2016/09/27",1164.00
"Currency","2016/09/26",1165.00
"Currency","2016/09/24",1165.00
"Currency","2016/09/23",1165.00
"Currency","2016/09/22",1165.00
"Currency","2016/09/21",1165.00
"Currency","2016/09/20",1165.00
"Currency","2016/09/19",1165.00
"Currency","2016/09/17",1165.00
"Currency","2016/09/16",1165.00
"Currency","2016/09/15",1165.00
"Currency","2016/09/14",1165.00
"Currency","2016/09/13",1165.00
"Currency","2016/09/12",1165.00
"Currency","2016/09/10",1165.00
"Currency","2016/09/09",1165.00
"Currency","2016/09/08",1165.00
"Currency","2016/09/07",1165.00
"Currency","2016/09/06",1166.00
"Currency","2016/09/05",1168.00
"Currency","2016/09/03",1167.00
"Currency","2016/09/02",1167.00
"Currency","2016/09/01",1162.50
"Currency","2016/08/31",1162.70
"Currency","2016/08/30",1162.90
"Currency","2016/08/29",1164.00
"Currency","2016/08/26",1164.00
"Currency","2016/08/25",1164.00
"Currency","2016/08/24",1164.00
"Currency","2016/08/23",1164.00
"Currency","2016/08/22",1164.00
"Currency","2016/08/19",1165.00
"Currency","2016/08/18",1166.00
"Currency","2016/08/17",1166.00
"Currency","2016/08/16",1166.00
"Currency","2016/08/15",1166.00
"Currency","2016/08/12",1167.00
"Currency","2016/08/11",1167.00
"Currency","2016/08/10",1167.00
"Currency","2016/08/09",1167.00
"Currency","2016/08/08",1167.00
"Currency","2016/08/05",1167.00
"Currency","2016/08/04",1168.00
"Currency","2016/08/03",1168.00
"Currency","2016/08/02",1168.00
"Currency","2016/08/01",1168.10
"Currency","2016/07/29",1168.00
"Currency","2016/07/28",1168.00
"Currency","2016/07/27",1168.00
"Currency","2016/07/26",1169.00
"Currency","2016/07/25",1169.00
"Currency","2016/07/22",1169.00
"Currency","2016/07/21",1169.00
"Currency","2016/07/20",1169.20
"Currency","2016/07/19",1169.40
"Currency","2016/07/18",1169.40
"Currency","2016/07/15",1169.50
"Currency","2016/07/14",1169.70
"Currency","2016/07/13",1169.70
"Currency","2016/07/12",1169.80
"Currency","2016/07/11",1167.00
"Currency","2016/07/08",1167.00
"Currency","2016/07/07",1167.00
"Currency","2016/07/06",1167.00
"Currency","2016/07/05",1167.00
"Currency","2016/07/04",1167.20
"Currency","2016/07/01",1167.20
"Currency","2016/06/30",1167.20
"Currency","2016/06/29",1164.85
"Currency","2016/06/28",1164.85
"Currency","2016/06/27",1164.40
"Currency","2016/06/24",1180.50
"Currency","2016/06/23",1163.90
"Currency","2016/06/22",1181.00
"Currency","2016/06/21",1174.75
"Currency","2016/06/20",1181.00
"Currency","2016/06/17",1181.00
"Currency","2016/06/16",1181.00
"Currency","2016/06/15",1161.95
"Currency","2016/06/14",1181.50
"Currency","2016/06/13",1173.05
"Currency","2016/06/10",1171.40
"Currency","2016/06/09",1181.00
"Currency","2016/06/08",1181.50
"Currency","2016/06/07",1181.00
"Currency","2016/06/06",1181.00
"Currency","2016/06/04",1181.00
"Currency","2016/06/03",1181.00
"Currency","2016/06/02",1181.00
"Currency","2016/06/01",1181.00
"Currency","2016/05/31",1169.45
"Currency","2016/05/30",1170.50
"Currency","2016/05/27",1182.00
"Currency","2016/05/26",1180.50
"Currency","2016/05/25",1181.50
"Currency","2016/05/24",1181.50
"Currency","2016/05/23",1180.50
"Currency","2016/05/20",1166.15
"Currency","2016/05/19",1181.00
"Currency","2016/05/18",1181.50
"Currency","2016/05/17",1107.10
"Currency","2016/05/16",1107.10
"Currency","2016/05/13",1107.10
"Currency","2016/05/12",1107.10
"Currency","2016/05/11",1107.10
"Currency","2016/05/10",1107.10
"Currency","2016/05/09",1107.10
"Currency","2016/05/06",1107.10
"Currency","2016/05/05",1107.10
"Currency","2016/05/04",1107.10
"Currency","2016/05/03",1107.10
"Currency","2016/05/02",1107.10
"Currency","2016/04/30",1107.10
"Currency","2016/04/29",1107.10
"Currency","2016/04/28",1107.10
"Currency","2016/04/27",1107.10
"Currency","2016/04/26",1107.10
"Currency","2016/04/25",1107.10
"Currency","2016/04/23",1107.10
"Currency","2016/04/22",1107.10
"Currency","2016/04/21",1107.10
"Currency","2016/04/20",1107.10
"Currency","2016/04/19",1107.10
"Currency","2016/04/18",1107.10
"Currency","2016/04/16",1107.10
"Currency","2016/04/15",1107.10
"Currency","2016/04/14",1107.10
"Currency","2016/04/13",1107.10
"Currency","2016/04/12",1107.10
"Currency","2016/04/11",1107.10
"Currency","2016/04/09",1107.10
"Currency","2016/04/08",1107.10
"Currency","2016/04/07",1107.10
"Currency","2016/04/06",1107.10
"Currency","2016/04/05",1107.10
"Currency","2016/04/04",1107.10
"Currency","2016/04/01",1107.10
"Currency","2016/03/31",1107.10
"Currency","2016/03/30",1107.10
"Currency","2016/03/29",1107.10
"Currency","2016/03/28",1107.10
"Currency","2016/03/25",1107.10
"Currency","2016/03/24",1107.10
"Currency","2016/03/23",1107.10
"Currency","2016/03/22",1107.10
"Currency","2016/03/21",1107.10
"Currency","2016/03/18",1107.10
"Currency","2016/03/17",1107.10
"Currency","2016/03/16",1107.10
"Currency","2016/03/15",1107.10
"Currency","2016/03/14",1107.10
"Currency","2016/03/13",1107.10
"Currency","2016/03/11",1107.10
"Currency","2016/03/10",1107.10
"Currency","2016/03/09",1107.10
"Currency","2016/03/08",1107.10
"Currency","2016/03/07",1107.10
"Currency","2016/03/06",1107.10
"Currency","2016/03/04",1107.10
"Currency","2016/03/03",1107.10
"Currency","2016/03/02",1107.10
"Currency","2016/03/01",1107.10
"Currency","2016/02/29",1107.10
"Currency","2016/02/28",1107.10
"Currency","2016/02/26",1107.10
"Currency","2016/02/25",1107.10
"Currency","2016/02/24",1107.10
"Currency","2016/02/23",1107.10
"Currency","2016/02/22",1107.10
"Currency","2016/02/19",1107.10
"Currency","2016/02/18",1107.10
"Currency","2016/02/17",1107.10
"Currency","2016/02/16",1107.10
"Currency","2016/02/15",1107.10
"Currency","2016/02/12",1107.10
"Currency","2016/02/11",1107.10
"Currency","2016/02/10",1107.10
"Currency","2016/02/09",1107.10
"Currency","2016/02/08",1107.10
"Currency","2016/02/05",1107.10
