"Indicator","Time","Value (USD/PHP)"
"Currency","2015/03/26",44.64
"Currency","2015/03/25",44.59
"Currency","2015/03/24",44.54
"Currency","2015/03/23",44.73
"Currency","2015/03/20",44.81
"Currency","2015/03/19",44.55
"Currency","2015/03/18",44.60
"Currency","2015/03/17",44.33
"Currency","2015/03/16",44.19
"Currency","2015/03/13",44.16
"Currency","2015/03/12",44.28
"Currency","2015/03/11",44.29
"Currency","2015/03/10",44.16
"Currency","2015/03/09",44.21
"Currency","2015/03/06",44.07
"Currency","2015/03/05",44.04
"Currency","2015/03/04",44.06
"Currency","2015/03/03",44.09
"Currency","2015/03/02",44.00
"Currency","2015/02/27",43.95
"Currency","2015/02/26",43.88
"Currency","2015/02/25",44.01
"Currency","2015/02/24",44.13
"Currency","2015/02/23",44.15
"Currency","2015/02/20",44.05
"Currency","2015/02/19",44.01
"Currency","2015/02/18",44.12
"Currency","2015/02/17",44.12
"Currency","2015/02/16",44.21
"Currency","2015/02/13",44.23
"Currency","2015/02/12",44.34
"Currency","2015/02/11",44.31
"Currency","2015/02/10",44.28
"Currency","2015/02/09",44.11
"Currency","2015/02/06",44.02
"Currency","2015/02/05",43.98
"Currency","2015/02/04",43.88
"Currency","2015/02/03",44.03
"Currency","2015/02/02",44.10
"Currency","2015/01/30",43.89
"Currency","2015/01/29",44.04
"Currency","2015/01/28",43.94
"Currency","2015/01/27",44.08
"Currency","2015/01/26",44.01
"Currency","2015/01/23",44.09
"Currency","2015/01/22",44.23
"Currency","2015/01/21",44.44
"Currency","2015/01/20",44.43
"Currency","2015/01/19",44.51
"Currency","2015/01/16",44.52
"Currency","2015/01/15",44.51
"Currency","2015/01/14",44.54
"Currency","2015/01/13",44.76
"Currency","2015/01/12",44.75
"Currency","2015/01/09",44.74
"Currency","2015/01/08",44.99
"Currency","2015/01/07",44.92
"Currency","2015/01/06",44.96
"Currency","2015/01/05",44.76
"Currency","2015/01/02",44.65
"Currency","2015/01/01",44.67
"Currency","2014/12/31",44.64
"Currency","2014/12/30",44.59
"Currency","2014/12/29",44.63
"Currency","2014/12/26",44.48
"Currency","2014/12/25",44.69
"Currency","2014/12/24",44.56
"Currency","2014/12/23",44.50
"Currency","2014/12/22",44.74
"Currency","2014/12/19",44.64
"Currency","2014/12/18",44.66
"Currency","2014/12/17",44.57
"Currency","2014/12/16",44.58
"Currency","2014/12/15",44.47
"Currency","2014/12/12",44.33
"Currency","2014/12/11",44.50
"Currency","2014/12/10",44.41
"Currency","2014/12/09",44.54
"Currency","2014/12/08",44.59
"Currency","2014/12/05",44.47
"Currency","2014/12/04",44.50
"Currency","2014/12/03",44.69
"Currency","2014/12/02",44.73
"Currency","2014/12/01",44.80
"Currency","2014/11/28",44.87
"Currency","2014/11/27",44.83
"Currency","2014/11/26",44.82
"Currency","2014/11/25",44.85
"Currency","2014/11/24",44.81
"Currency","2014/11/23",44.93
"Currency","2014/11/22",44.93
"Currency","2014/11/21",44.91
"Currency","2014/11/20",45.03
"Currency","2014/11/19",44.87
"Currency","2014/11/18",44.84
"Currency","2014/11/17",44.81
"Currency","2014/11/16",45.05
"Currency","2014/11/15",44.97
"Currency","2014/11/14",44.72
"Currency","2014/11/13",44.78
"Currency","2014/11/12",44.94
"Currency","2014/11/11",44.77
"Currency","2014/11/10",44.75
"Currency","2014/11/09",45.01
"Currency","2014/11/08",44.90
"Currency","2014/11/07",44.90
"Currency","2014/11/06",44.90
"Currency","2014/11/05",44.88
"Currency","2014/11/04",44.88
"Currency","2014/11/03",44.12
"Currency","2014/11/02",44.98
"Currency","2014/11/01",44.99
"Currency","2014/10/31",44.75
"Currency","2014/10/30",44.58
"Currency","2014/10/29",44.64
"Currency","2014/10/28",44.69
"Currency","2014/10/27",44.70
"Currency","2014/10/26",44.79
"Currency","2014/10/25",44.79
"Currency","2014/10/24",44.68
"Currency","2014/10/23",44.80
"Currency","2014/10/22",44.66
"Currency","2014/10/21",44.73
"Currency","2014/10/20",44.73
"Currency","2014/10/19",44.85
"Currency","2014/10/18",44.84
"Currency","2014/10/17",44.85
"Currency","2014/10/16",44.76
"Currency","2014/10/15",44.70
"Currency","2014/10/14",44.64
"Currency","2014/10/13",44.64
"Currency","2014/10/12",44.80
"Currency","2014/10/11",44.80
"Currency","2014/10/10",44.63
"Currency","2014/10/09",44.83
"Currency","2014/10/08",44.51
"Currency","2014/10/07",44.71
"Currency","2014/10/06",44.88
"Currency","2014/10/05",44.83
"Currency","2014/10/04",44.91
"Currency","2014/10/03",44.73
"Currency","2014/10/02",44.83
"Currency","2014/10/01",44.85
"Currency","2014/09/30",44.94
"Currency","2014/09/29",44.82
"Currency","2014/09/28",44.94
"Currency","2014/09/27",44.93
"Currency","2014/09/26",44.66
"Currency","2014/09/25",44.45
"Currency","2014/09/24",44.51
"Currency","2014/09/23",44.47
"Currency","2014/09/22",44.45
"Currency","2014/09/21",44.50
"Currency","2014/09/20",44.52
"Currency","2014/09/19",44.45
"Currency","2014/09/18",44.21
"Currency","2014/09/17",44.22
"Currency","2014/09/16",44.16
"Currency","2014/09/15",42.86
"Currency","2014/09/14",43.97
"Currency","2014/09/13",43.97
"Currency","2014/09/12",43.83
"Currency","2014/09/11",43.84
"Currency","2014/09/10",43.71
"Currency","2014/09/09",43.47
"Currency","2014/09/08",43.46
"Currency","2014/09/05",43.46
"Currency","2014/09/04",43.48
"Currency","2014/09/03",43.56
"Currency","2014/09/02",43.39
"Currency","2014/09/01",43.57
"Currency","2014/08/29",43.64
"Currency","2014/08/28",43.54
"Currency","2014/08/27",43.77
"Currency","2014/08/26",43.75
"Currency","2014/08/25",43.76
"Currency","2014/08/22",43.77
"Currency","2014/08/21",43.77
"Currency","2014/08/20",43.64
"Currency","2014/08/19",43.61
"Currency","2014/08/18",43.56
"Currency","2014/08/15",43.53
"Currency","2014/08/14",43.71
"Currency","2014/08/13",43.88
"Currency","2014/08/12",43.76
"Currency","2014/08/11",43.88
"Currency","2014/08/08",43.96
"Currency","2014/08/07",43.70
"Currency","2014/08/06",43.61
"Currency","2014/08/05",43.57
"Currency","2014/08/04",43.61
"Currency","2014/08/01",43.50
"Currency","2014/07/31",43.31
"Currency","2014/07/30",43.34
"Currency","2014/07/29",43.34
"Currency","2014/07/28",43.23
"Currency","2014/07/25",43.34
"Currency","2014/07/24",43.23
"Currency","2014/07/23",43.17
"Currency","2014/07/22",43.23
"Currency","2014/07/21",43.40
"Currency","2014/07/19",43.53
"Currency","2014/07/18",43.51
"Currency","2014/07/17",43.51
"Currency","2014/07/16",43.57
"Currency","2014/07/15",43.41
"Currency","2014/07/14",43.38
"Currency","2014/07/13",43.57
"Currency","2014/07/12",43.47
"Currency","2014/07/11",43.31
"Currency","2014/07/10",43.21
"Currency","2014/07/09",43.31
"Currency","2014/07/08",43.42
"Currency","2014/07/07",43.40
"Currency","2014/07/06",43.49
"Currency","2014/07/05",43.52
"Currency","2014/07/04",43.59
"Currency","2014/07/03",43.54
"Currency","2014/07/02",43.52
"Currency","2014/07/01",43.65
"Currency","2014/06/30",43.64
"Currency","2014/06/29",43.77
"Currency","2014/06/28",43.77
"Currency","2014/06/27",43.76
"Currency","2014/06/26",43.86
"Currency","2014/06/25",43.75
"Currency","2014/06/24",43.73
"Currency","2014/06/23",43.80
"Currency","2014/06/22",43.83
"Currency","2014/06/21",43.85
"Currency","2014/06/20",43.78
"Currency","2014/06/19",44.01
"Currency","2014/06/18",43.75
"Currency","2014/06/17",43.78
"Currency","2014/06/16",43.79
"Currency","2014/06/15",43.88
"Currency","2014/06/14",43.88
"Currency","2014/06/13",43.68
"Currency","2014/06/12",43.71
"Currency","2014/06/11",43.66
"Currency","2014/06/10",43.58
"Currency","2014/06/09",43.41
"Currency","2014/06/08",43.51
"Currency","2014/06/07",43.65
"Currency","2014/06/06",43.80
"Currency","2014/06/05",43.88
"Currency","2014/06/04",43.82
"Currency","2014/06/03",43.79
"Currency","2014/06/02",43.76
"Currency","2014/06/01",43.83
"Currency","2014/05/31",43.84
"Currency","2014/05/30",43.87
"Currency","2014/05/29",43.86
"Currency","2014/05/28",43.77
"Currency","2014/05/27",43.57
"Currency","2014/05/26",43.53
"Currency","2014/05/24",43.65
"Currency","2014/05/23",43.49
"Currency","2014/05/22",43.59
"Currency","2014/05/21",43.65
"Currency","2014/05/20",43.52
"Currency","2014/05/19",43.63
"Currency","2014/05/18",43.73
"Currency","2014/05/17",43.80
"Currency","2014/05/16",43.65
"Currency","2014/05/15",43.55
"Currency","2014/05/14",43.61
"Currency","2014/05/13",43.72
"Currency","2014/05/12",43.63
"Currency","2014/05/11",43.65
"Currency","2014/05/10",43.63
"Currency","2014/05/09",44.17
"Currency","2014/05/08",44.12
"Currency","2014/05/07",44.21
"Currency","2014/05/06",44.34
"Currency","2014/05/05",44.50
"Currency","2014/05/04",44.51
"Currency","2014/05/03",44.52
"Currency","2014/05/02",44.60
"Currency","2014/05/01",44.60
"Currency","2014/04/30",44.37
"Currency","2014/04/29",44.39
"Currency","2014/04/28",44.52
"Currency","2014/04/27",44.62
"Currency","2014/04/26",44.63
"Currency","2014/04/25",44.68
"Currency","2014/04/24",44.72
"Currency","2014/04/23",44.37
"Currency","2014/04/22",44.42
"Currency","2014/04/21",44.43
"Currency","2014/04/20",44.32
"Currency","2014/04/19",44.32
"Currency","2014/04/18",44.43
"Currency","2014/04/17",44.43
"Currency","2014/04/16",44.42
"Currency","2014/04/15",44.45
"Currency","2014/04/14",44.29
"Currency","2014/04/13",44.33
"Currency","2014/04/12",44.33
"Currency","2014/04/11",44.31
"Currency","2014/04/10",44.84
"Currency","2014/04/09",44.49
"Currency","2014/04/08",44.78
"Currency","2014/04/07",44.93
"Currency","2014/04/06",45.01
"Currency","2014/04/05",44.96
"Currency","2014/04/04",44.94
"Currency","2014/04/03",44.84
"Currency","2014/04/02",44.75
"Currency","2014/04/01",44.81
"Currency","2014/03/31",44.88
"Currency","2014/03/30",45.05
"Currency","2014/03/29",44.79
"Currency","2014/03/28",44.87
"Currency","2014/03/27",44.87
"Currency","2014/03/26",44.98
"Currency","2014/03/25",45.11
"Currency","2014/03/24",45.29
"Currency","2014/03/23",45.21
"Currency","2014/03/22",45.25
"Currency","2014/03/21",45.12
"Currency","2014/03/20",44.76
"Currency","2014/03/19",44.57
"Currency","2014/03/18",44.68
"Currency","2014/03/17",44.58
"Currency","2014/03/16",44.67
"Currency","2014/03/15",44.67
"Currency","2014/03/14",44.49
"Currency","2014/03/13",44.65
"Currency","2014/03/12",44.38
"Currency","2014/03/11",44.55
"Currency","2014/03/10",44.39
"Currency","2014/03/09",44.32
"Currency","2014/03/08",44.35
"Currency","2014/03/07",44.53
"Currency","2014/03/06",44.68
"Currency","2014/03/05",44.67
"Currency","2014/03/04",44.71
"Currency","2014/03/03",44.63
"Currency","2014/03/02",44.65
"Currency","2014/03/01",44.65
"Currency","2014/02/28",44.67
"Currency","2014/02/27",44.54
"Currency","2014/02/26",44.63
"Currency","2014/02/25",44.48
"Currency","2014/02/24",44.46
"Currency","2014/02/23",44.58
"Currency","2014/02/22",44.58
"Currency","2014/02/21",44.75
"Currency","2014/02/20",44.59
"Currency","2014/02/19",44.50
"Currency","2014/02/18",44.32
"Currency","2014/02/17",44.50
"Currency","2014/02/16",44.60
"Currency","2014/02/15",44.60
"Currency","2014/02/14",44.86
"Currency","2014/02/13",44.71
"Currency","2014/02/12",44.85
"Currency","2014/02/11",44.96
"Currency","2014/02/10",44.90
"Currency","2014/02/09",45.09
"Currency","2014/02/08",45.05
"Currency","2014/02/07",45.09
"Currency","2014/02/06",45.19
"Currency","2014/02/05",45.25
"Currency","2014/02/04",45.30
"Currency","2014/02/03",45.26
"Currency","2014/02/02",45.38
"Currency","2014/02/01",45.38
"Currency","2014/01/31",45.23
"Currency","2014/01/30",45.17
"Currency","2014/01/29",45.13
"Currency","2014/01/28",45.27
"Currency","2014/01/27",45.31
"Currency","2014/01/25",45.45
"Currency","2014/01/24",45.21
"Currency","2014/01/23",45.20
"Currency","2014/01/22",45.32
"Currency","2014/01/21",45.03
"Currency","2014/01/20",45.01
"Currency","2014/01/19",45.06
"Currency","2014/01/18",45.08
"Currency","2014/01/17",45.12
"Currency","2014/01/16",44.98
"Currency","2014/01/15",44.72
"Currency","2014/01/14",44.49
"Currency","2014/01/13",44.71
"Currency","2014/01/12",44.58
"Currency","2014/01/11",44.57
"Currency","2014/01/10",44.67
"Currency","2014/01/09",44.60
"Currency","2014/01/08",44.81
"Currency","2014/01/07",44.46
"Currency","2014/01/06",44.64
"Currency","2014/01/05",44.68
"Currency","2014/01/04",44.70
"Currency","2014/01/03",44.45
"Currency","2014/01/02",44.24
"Currency","2014/01/01",44.27
"Currency","2013/12/31",44.29
"Currency","2013/12/30",44.26
"Currency","2013/12/29",44.41
"Currency","2013/12/28",44.36
"Currency","2013/12/27",44.26
"Currency","2013/12/26",44.31
"Currency","2013/12/25",44.28
"Currency","2013/12/24",44.26
"Currency","2013/12/23",44.38
"Currency","2013/12/22",44.51
"Currency","2013/12/21",44.50
"Currency","2013/12/20",44.44
"Currency","2013/12/19",44.27
"Currency","2013/12/18",44.19
"Currency","2013/12/17",43.94
"Currency","2013/12/16",44.03
"Currency","2013/12/15",44.18
"Currency","2013/12/14",44.16
"Currency","2013/12/13",44.02
"Currency","2013/12/12",44.10
"Currency","2013/12/11",44.29
"Currency","2013/12/10",44.02
"Currency","2013/12/09",43.95
"Currency","2013/12/08",43.95
"Currency","2013/12/07",44.00
"Currency","2013/12/06",43.84
"Currency","2013/12/05",43.77
"Currency","2013/12/04",43.72
"Currency","2013/12/03",43.65
"Currency","2013/12/02",43.55
"Currency","2013/12/01",43.76
"Currency","2013/11/30",43.76
"Currency","2013/11/29",43.61
"Currency","2013/11/28",43.56
"Currency","2013/11/27",43.65
"Currency","2013/11/26",43.76
"Currency","2013/11/25",43.79
"Currency","2013/11/24",43.89
"Currency","2013/11/23",43.86
"Currency","2013/11/22",43.74
"Currency","2013/11/21",43.68
"Currency","2013/11/20",43.42
"Currency","2013/11/19",43.49
"Currency","2013/11/18",43.45
"Currency","2013/11/17",43.55
"Currency","2013/11/16",43.55
"Currency","2013/11/15",43.46
"Currency","2013/11/14",43.61
"Currency","2013/11/13",43.66
"Currency","2013/11/12",43.49
"Currency","2013/11/11",43.19
"Currency","2013/11/10",43.28
"Currency","2013/11/09",43.25
"Currency","2013/11/08",43.14
"Currency","2013/11/07",43.28
"Currency","2013/11/06",43.19
"Currency","2013/11/05",43.21
"Currency","2013/11/04",43.25
"Currency","2013/11/03",43.21
"Currency","2013/11/02",43.36
"Currency","2013/11/01",43.11
"Currency","2013/10/31",43.10
"Currency","2013/10/30",43.04
"Currency","2013/10/29",42.94
"Currency","2013/10/28",42.96
"Currency","2013/10/27",43.05
"Currency","2013/10/26",43.05
"Currency","2013/10/25",43.08
"Currency","2013/10/24",43.01
"Currency","2013/10/23",43.16
"Currency","2013/10/22",43.14
"Currency","2013/10/21",43.07
"Currency","2013/10/20",43.07
"Currency","2013/10/19",43.10
"Currency","2013/10/18",42.95
"Currency","2013/10/17",43.09
"Currency","2013/10/16",43.15
"Currency","2013/10/15",43.03
"Currency","2013/10/14",43.12
"Currency","2013/10/13",43.02
"Currency","2013/10/11",43.05
"Currency","2013/10/10",43.13
"Currency","2013/10/09",43.04
"Currency","2013/10/08",43.13
"Currency","2013/10/07",43.07
"Currency","2013/10/04",43.01
"Currency","2013/10/03",43.13
"Currency","2013/10/02",43.30
"Currency","2013/10/01",43.36
"Currency","2013/09/30",43.35
"Currency","2013/09/29",43.40
"Currency","2013/09/27",43.23
"Currency","2013/09/26",43.44
"Currency","2013/09/25",43.37
"Currency","2013/09/24",43.16
"Currency","2013/09/23",43.02
"Currency","2013/09/20",43.08
"Currency","2013/09/19",43.29
"Currency","2013/09/18",43.41
"Currency","2013/09/17",43.41
"Currency","2013/09/16",43.41
"Currency","2013/09/13",43.59
"Currency","2013/09/12",43.51
"Currency","2013/09/11",43.58
"Currency","2013/09/10",44.23
"Currency","2013/09/09",44.27
"Currency","2013/09/06",44.53
"Currency","2013/09/05",44.16
"Currency","2013/09/04",44.37
"Currency","2013/09/03",44.20
"Currency","2013/09/02",44.60
"Currency","2013/08/30",44.42
"Currency","2013/08/29",44.46
"Currency","2013/08/28",44.50
"Currency","2013/08/27",44.11
"Currency","2013/08/26",44.11
"Currency","2013/08/23",44.06
"Currency","2013/08/22",43.86
"Currency","2013/08/21",43.65
"Currency","2013/08/20",43.65
"Currency","2013/08/19",43.65
"Currency","2013/08/16",43.79
"Currency","2013/08/15",43.66
"Currency","2013/08/14",43.71
"Currency","2013/08/13",43.68
"Currency","2013/08/12",43.57
"Currency","2013/08/09",43.57
"Currency","2013/08/08",43.69
"Currency","2013/08/07",43.31
"Currency","2013/08/06",43.39
"Currency","2013/08/05",43.61
"Currency","2013/08/02",43.50
"Currency","2013/08/01",43.34
"Currency","2013/07/31",43.29
"Currency","2013/07/30",43.18
"Currency","2013/07/29",43.30
"Currency","2013/07/26",43.34
"Currency","2013/07/25",43.14
"Currency","2013/07/24",43.08
"Currency","2013/07/23",43.11
"Currency","2013/07/22",43.25
"Currency","2013/07/19",43.30
"Currency","2013/07/18",43.21
"Currency","2013/07/17",43.22
"Currency","2013/07/16",43.34
"Currency","2013/07/15",43.27
"Currency","2013/07/12",43.19
"Currency","2013/07/11",43.34
"Currency","2013/07/10",43.31
"Currency","2013/07/09",43.59
"Currency","2013/07/08",43.36
"Currency","2013/07/05",43.28
"Currency","2013/07/04",43.36
"Currency","2013/07/03",43.16
"Currency","2013/07/02",43.03
"Currency","2013/07/01",43.00
"Currency","2013/06/28",43.21
"Currency","2013/06/27",43.27
"Currency","2013/06/26",43.22
"Currency","2013/06/25",43.76
"Currency","2013/06/24",43.80
"Currency","2013/06/23",43.96
"Currency","2013/06/21",43.65
"Currency","2013/06/20",42.94
"Currency","2013/06/19",43.12
"Currency","2013/06/18",42.77
"Currency","2013/06/17",42.71
"Currency","2013/06/14",42.89
"Currency","2013/06/13",42.93
"Currency","2013/06/12",42.04
"Currency","2013/06/11",42.04
"Currency","2013/06/10",42.04
"Currency","2013/06/07",42.04
"Currency","2013/06/06",41.92
"Currency","2013/06/05",41.67
"Currency","2013/06/04",41.69
"Currency","2013/06/03",41.25
"Currency","2013/05/31",42.18
"Currency","2013/05/30",42.38
"Currency","2013/05/29",41.81
"Currency","2013/05/28",41.53
"Currency","2013/05/27",41.51
"Currency","2013/05/24",41.61
"Currency","2013/05/23",41.17
"Currency","2013/05/22",41.11
"Currency","2013/05/21",41.09
"Currency","2013/05/20",41.09
"Currency","2013/05/17",41.13
"Currency","2013/05/16",41.16
"Currency","2013/05/15",41.03
"Currency","2013/05/14",41.06
"Currency","2013/05/13",41.01
"Currency","2013/05/10",40.71
"Currency","2013/05/09",40.67
"Currency","2013/05/08",40.74
"Currency","2013/05/07",40.82
"Currency","2013/05/06",40.83
"Currency","2013/05/03",40.86
"Currency","2013/05/02",41.05
"Currency","2013/05/01",41.06
"Currency","2013/04/30",41.03
"Currency","2013/04/29",41.15
"Currency","2013/04/26",41.15
"Currency","2013/04/25",41.17
"Currency","2013/04/24",41.28
"Currency","2013/04/23",41.16
"Currency","2013/04/22",41.01
"Currency","2013/04/19",41.14
"Currency","2013/04/18",41.13
"Currency","2013/04/17",41.26
"Currency","2013/04/16",41.10
"Currency","2013/04/15",41.25
"Currency","2013/04/12",40.87
"Currency","2013/04/11",40.80
"Currency","2013/04/10",41.08
"Currency","2013/04/09",41.19
"Currency","2013/04/08",41.32
"Currency","2013/04/05",41.16
"Currency","2013/04/04",40.82
"Currency","2013/04/03",40.70
"Currency","2013/04/02",40.80
"Currency","2013/04/01",40.71
"Currency","2013/03/29",40.70
"Currency","2013/03/28",40.70
"Currency","2013/03/27",40.93
"Currency","2013/03/26",40.73
"Currency","2013/03/25",40.77
"Currency","2013/03/22",40.64
"Currency","2013/03/21",40.65
"Currency","2013/03/20",40.53
"Currency","2013/03/19",40.50
"Currency","2013/03/18",40.45
"Currency","2013/03/15",40.51
"Currency","2013/03/14",40.49
"Currency","2013/03/13",40.51
"Currency","2013/03/12",40.58
"Currency","2013/03/11",40.58
"Currency","2013/03/08",40.56
"Currency","2013/03/07",40.63
"Currency","2013/03/06",40.66
"Currency","2013/03/05",40.65
"Currency","2013/03/04",40.57
"Currency","2013/03/01",40.53
"Currency","2013/02/28",40.64
"Currency","2013/02/27",40.64
"Currency","2013/02/26",40.57
"Currency","2013/02/25",40.61
"Currency","2013/02/22",40.66
"Currency","2013/02/21",40.54
"Currency","2013/02/20",40.52
"Currency","2013/02/19",40.56
"Currency","2013/02/18",40.48
"Currency","2013/02/15",40.54
"Currency","2013/02/14",40.56
"Currency","2013/02/13",40.59
"Currency","2013/02/12",40.59
"Currency","2013/02/11",40.60
"Currency","2013/02/08",40.61
"Currency","2013/02/07",40.63
"Currency","2013/02/06",40.54
"Currency","2013/02/05",40.49
"Currency","2013/02/04",40.56
"Currency","2013/02/01",40.59
"Currency","2013/01/31",40.55
"Currency","2013/01/30",40.61
"Currency","2013/01/29",40.84
"Currency","2013/01/28",40.60
"Currency","2013/01/25",40.51
"Currency","2013/01/24",40.53
"Currency","2013/01/23",40.49
"Currency","2013/01/22",40.57
"Currency","2013/01/21",39.75
"Currency","2013/01/18",40.48
"Currency","2013/01/17",40.58
"Currency","2013/01/16",40.47
"Currency","2013/01/15",40.54
"Currency","2013/01/14",40.50
"Currency","2013/01/11",40.60
"Currency","2013/01/10",40.64
"Currency","2013/01/09",40.70
"Currency","2013/01/08",40.80
"Currency","2013/01/07",40.82
"Currency","2013/01/04",40.62
"Currency","2013/01/03",40.77
"Currency","2013/01/02",40.94
"Currency","2013/01/01",40.94
"Currency","2012/12/31",40.97
"Currency","2012/12/28",41.01
"Currency","2012/12/27",41.03
"Currency","2012/12/26",41.02
"Currency","2012/12/25",41.03
"Currency","2012/12/24",41.02
"Currency","2012/12/21",40.99
"Currency","2012/12/20",40.89
"Currency","2012/12/19",40.96
"Currency","2012/12/18",40.89
"Currency","2012/12/17",41.03
"Currency","2012/12/14",40.93
"Currency","2012/12/13",40.88
"Currency","2012/12/12",40.78
"Currency","2012/12/11",40.83
"Currency","2012/12/10",40.86
"Currency","2012/12/07",40.82
"Currency","2012/12/06",40.75
"Currency","2012/12/05",40.80
"Currency","2012/12/04",40.89
"Currency","2012/12/03",40.64
"Currency","2012/11/30",40.77
"Currency","2012/11/29",40.73
"Currency","2012/11/28",40.69
"Currency","2012/11/27",40.88
"Currency","2012/11/26",40.95
"Currency","2012/11/23",40.95
"Currency","2012/11/22",40.98
"Currency","2012/11/21",41.06
"Currency","2012/11/20",41.06
"Currency","2012/11/19",41.17
"Currency","2012/11/16",41.06
"Currency","2012/11/15",41.04
"Currency","2012/11/14",41.01
"Currency","2012/11/13",41.01
"Currency","2012/11/12",40.09
"Currency","2012/11/09",40.94
"Currency","2012/11/08",40.83
"Currency","2012/11/07",41.09
"Currency","2012/11/06",41.15
"Currency","2012/11/05",41.00
"Currency","2012/11/02",41.01
"Currency","2012/11/01",40.98
"Currency","2012/10/31",41.07
"Currency","2012/10/30",41.16
"Currency","2012/10/29",41.17
"Currency","2012/10/26",41.10
"Currency","2012/10/25",41.36
"Currency","2012/10/24",41.28
"Currency","2012/10/23",41.26
"Currency","2012/10/22",41.20
"Currency","2012/10/19",41.17
"Currency","2012/10/18",41.05
"Currency","2012/10/17",41.26
"Currency","2012/10/16",41.33
"Currency","2012/10/15",41.31
"Currency","2012/10/12",41.47
"Currency","2012/10/11",41.45
"Currency","2012/10/10",41.35
"Currency","2012/10/09",41.41
"Currency","2012/10/08",40.35
"Currency","2012/10/05",41.33
"Currency","2012/10/04",41.49
"Currency","2012/10/03",41.49
"Currency","2012/10/02",41.61
"Currency","2012/10/01",41.56
"Currency","2012/09/28",41.70
"Currency","2012/09/27",41.93
"Currency","2012/09/26",41.56
"Currency","2012/09/25",41.63
"Currency","2012/09/24",41.56
"Currency","2012/09/21",41.61
"Currency","2012/09/20",41.51
"Currency","2012/09/19",41.69
"Currency","2012/09/18",41.47
"Currency","2012/09/17",41.30
"Currency","2012/09/14",41.64
"Currency","2012/09/13",41.43
"Currency","2012/09/12",41.42
"Currency","2012/09/11",41.45
"Currency","2012/09/10",41.43
"Currency","2012/09/07",41.63
"Currency","2012/09/06",41.83
"Currency","2012/09/05",41.79
"Currency","2012/09/04",41.82
"Currency","2012/09/03",42.03
"Currency","2012/08/31",42.17
"Currency","2012/08/30",42.24
"Currency","2012/08/29",42.21
"Currency","2012/08/28",42.12
"Currency","2012/08/27",42.11
"Currency","2012/08/24",42.04
"Currency","2012/08/23",42.22
"Currency","2012/08/22",42.15
"Currency","2012/08/21",42.22
"Currency","2012/08/20",42.29
"Currency","2012/08/17",42.21
"Currency","2012/08/16",42.11
"Currency","2012/08/15",41.88
"Currency","2012/08/14",41.73
"Currency","2012/08/13",41.73
"Currency","2012/08/10",41.64
"Currency","2012/08/09",41.62
"Currency","2012/08/08",41.76
"Currency","2012/08/07",41.75
"Currency","2012/08/06",41.68
"Currency","2012/08/03",41.70
"Currency","2012/08/02",41.64
"Currency","2012/08/01",41.62
"Currency","2012/07/31",41.75
"Currency","2012/07/30",41.83
"Currency","2012/07/27",42.04
"Currency","2012/07/26",42.00
"Currency","2012/07/25",41.93
"Currency","2012/07/24",41.85
"Currency","2012/07/23",41.80
"Currency","2012/07/20",41.60
"Currency","2012/07/19",41.61
"Currency","2012/07/18",41.63
