"Indicator","Time","Value (USD/RWF)"
"Currency","2005/05/10",548.20
"Currency","2005/05/09",548.30
"Currency","2005/05/06",548.25
"Currency","2005/05/05",548.25
"Currency","2005/05/04",548.25
"Currency","2005/05/03",548.25
"Currency","2005/05/02",548.20
"Currency","2005/04/29",548.20
"Currency","2005/04/28",548.20
"Currency","2005/04/27",548.20
"Currency","2005/04/26",548.20
"Currency","2005/04/25",548.25
"Currency","2005/04/22",548.25
"Currency","2005/04/21",548.25
"Currency","2005/04/20",548.20
"Currency","2005/04/19",548.15
"Currency","2005/04/18",548.15
"Currency","2005/04/15",548.15
"Currency","2005/04/14",548.15
"Currency","2005/04/13",548.15
"Currency","2005/04/12",548.15
"Currency","2005/04/11",548.05
"Currency","2005/04/08",548.05
"Currency","2005/04/07",548.05
"Currency","2005/04/06",548.05
"Currency","2005/04/05",548.06
"Currency","2005/04/04",548.05
"Currency","2005/04/01",548.05
"Currency","2005/03/31",548.05
"Currency","2005/03/30",548.05
"Currency","2005/03/29",548.05
"Currency","2005/03/28",548.05
"Currency","2005/03/25",548.05
"Currency","2005/03/24",548.05
"Currency","2005/03/23",548.00
"Currency","2005/03/22",547.96
"Currency","2005/03/21",547.96
"Currency","2005/03/18",547.96
"Currency","2005/03/17",547.96
"Currency","2005/03/16",547.96
"Currency","2005/03/15",547.96
"Currency","2005/03/14",547.95
"Currency","2005/03/11",547.95
"Currency","2005/03/10",547.25
"Currency","2005/03/09",549.22
"Currency","2005/03/08",549.20
"Currency","2005/03/07",549.20
"Currency","2005/03/04",549.20
"Currency","2005/03/03",549.20
"Currency","2005/03/02",549.20
"Currency","2005/03/01",549.20
"Currency","2005/02/28",549.20
"Currency","2005/02/25",549.20
"Currency","2005/02/24",549.20
"Currency","2005/02/23",551.40
"Currency","2005/02/22",551.40
"Currency","2005/02/21",551.35
"Currency","2005/02/18",551.30
"Currency","2005/02/17",551.30
"Currency","2005/02/16",551.25
"Currency","2005/02/15",551.20
"Currency","2005/02/14",554.33
"Currency","2005/02/11",554.33
"Currency","2005/02/10",555.77
"Currency","2005/02/09",555.77
"Currency","2005/02/08",555.77
"Currency","2005/02/07",555.77
"Currency","2005/02/04",555.77
"Currency","2005/02/03",555.77
"Currency","2005/02/02",555.77
"Currency","2005/02/01",555.77
"Currency","2005/01/31",555.77
"Currency","2005/01/28",555.77
"Currency","2005/01/27",555.75
"Currency","2005/01/26",555.75
"Currency","2005/01/25",555.75
"Currency","2005/01/24",555.55
"Currency","2005/01/21",555.55
"Currency","2005/01/20",555.55
"Currency","2005/01/19",555.55
"Currency","2005/01/18",555.55
"Currency","2005/01/17",555.55
"Currency","2005/01/14",555.55
"Currency","2005/01/13",555.55
"Currency","2005/01/12",555.50
"Currency","2005/01/11",555.50
"Currency","2005/01/10",555.50
"Currency","2005/01/07",555.50
"Currency","2005/01/06",555.50
"Currency","2005/01/05",555.50
"Currency","2005/01/04",554.05
"Currency","2005/01/03",554.05
"Currency","2004/12/31",554.05
"Currency","2004/12/30",554.05
"Currency","2004/12/29",554.05
"Currency","2004/12/28",554.05
"Currency","2004/12/27",554.05
"Currency","2004/12/24",554.05
"Currency","2004/12/23",554.05
"Currency","2004/12/22",554.05
"Currency","2004/12/21",554.05
"Currency","2004/12/20",554.05
"Currency","2004/12/17",554.05
"Currency","2004/12/16",554.00
"Currency","2004/12/15",554.00
"Currency","2004/12/14",552.77
"Currency","2004/12/13",552.77
"Currency","2004/12/10",552.77
"Currency","2004/12/09",552.77
"Currency","2004/12/08",552.77
"Currency","2004/12/07",552.77
"Currency","2004/12/06",552.70
"Currency","2004/12/03",552.50
"Currency","2004/12/02",552.50
"Currency","2004/12/01",552.50
"Currency","2004/11/30",553.50
"Currency","2004/11/29",557.58
"Currency","2004/11/26",557.58
"Currency","2004/11/25",557.58
"Currency","2004/11/24",557.55
"Currency","2004/11/23",557.55
"Currency","2004/11/22",555.55
"Currency","2004/11/19",555.50
"Currency","2004/11/18",555.50
"Currency","2004/11/17",555.50
"Currency","2004/11/16",555.45
"Currency","2004/11/15",555.45
"Currency","2004/11/12",555.45
"Currency","2004/11/11",555.45
"Currency","2004/11/10",555.45
"Currency","2004/11/09",555.45
"Currency","2004/11/08",555.45
"Currency","2004/11/05",555.45
"Currency","2004/11/04",560.45
"Currency","2004/11/03",560.45
"Currency","2004/11/02",560.45
"Currency","2004/11/01",560.47
"Currency","2004/10/29",560.47
"Currency","2004/10/28",560.47
"Currency","2004/10/27",560.45
"Currency","2004/10/26",560.45
"Currency","2004/10/25",560.48
"Currency","2004/10/22",560.46
"Currency","2004/10/21",560.45
"Currency","2004/10/20",561.59
"Currency","2004/10/19",561.55
"Currency","2004/10/18",561.50
"Currency","2004/10/15",561.50
"Currency","2004/10/14",561.50
"Currency","2004/10/13",561.50
"Currency","2004/10/12",561.85
"Currency","2004/10/11",561.85
"Currency","2004/10/08",561.85
"Currency","2004/10/07",561.85
"Currency","2004/10/06",561.85
"Currency","2004/10/05",561.85
"Currency","2004/10/04",561.85
"Currency","2004/10/01",561.85
"Currency","2004/09/30",561.85
"Currency","2004/09/29",561.85
"Currency","2004/09/28",561.85
"Currency","2004/09/27",561.85
"Currency","2004/09/24",561.82
"Currency","2004/09/23",561.82
"Currency","2004/09/22",561.82
"Currency","2004/09/21",561.80
"Currency","2004/09/20",561.80
"Currency","2004/09/17",561.80
"Currency","2004/09/16",561.80
"Currency","2004/09/15",563.96
"Currency","2004/09/14",563.95
"Currency","2004/09/13",563.95
"Currency","2004/09/10",563.90
"Currency","2004/09/09",563.90
"Currency","2004/09/08",563.90
"Currency","2004/09/07",563.90
"Currency","2004/09/06",563.90
"Currency","2004/09/03",563.90
"Currency","2004/09/02",563.90
"Currency","2004/09/01",563.90
"Currency","2004/08/31",563.90
"Currency","2004/08/30",563.90
"Currency","2004/08/27",563.90
"Currency","2004/08/26",563.90
"Currency","2004/08/25",563.90
"Currency","2004/08/24",563.90
"Currency","2004/08/23",563.80
"Currency","2004/08/20",563.80
"Currency","2004/08/19",563.80
"Currency","2004/08/18",563.75
"Currency","2004/08/17",563.60
"Currency","2004/08/16",563.60
"Currency","2004/08/13",563.60
"Currency","2004/08/12",563.60
"Currency","2004/08/11",563.60
"Currency","2004/08/10",563.60
"Currency","2004/08/09",563.60
"Currency","2004/08/06",563.60
"Currency","2004/08/05",563.60
"Currency","2004/08/04",563.60
"Currency","2004/08/03",563.60
"Currency","2004/08/02",565.00
"Currency","2004/07/30",565.00
"Currency","2004/07/29",562.75
"Currency","2004/07/28",562.75
"Currency","2004/07/27",562.75
"Currency","2004/07/26",562.75
"Currency","2004/07/23",562.75
"Currency","2004/07/22",562.75
"Currency","2004/07/21",562.75
"Currency","2004/07/20",562.75
"Currency","2004/07/19",562.75
"Currency","2004/07/16",563.25
"Currency","2004/07/15",563.25
"Currency","2004/07/14",563.25
"Currency","2004/07/13",563.25
"Currency","2004/07/12",563.25
"Currency","2004/07/09",563.25
"Currency","2004/07/08",563.25
"Currency","2004/07/07",563.25
"Currency","2004/07/06",563.25
"Currency","2004/07/05",562.75
"Currency","2004/07/02",562.75
"Currency","2004/07/01",562.75
"Currency","2004/06/30",562.75
"Currency","2004/06/29",562.75
"Currency","2004/06/28",562.75
"Currency","2004/06/25",571.00
"Currency","2004/06/24",571.00
"Currency","2004/06/23",571.00
"Currency","2004/06/22",571.00
"Currency","2004/06/21",571.00
"Currency","2004/06/18",571.00
"Currency","2004/06/17",571.00
"Currency","2004/06/16",571.00
"Currency","2004/06/15",571.00
"Currency","2004/06/14",571.00
"Currency","2004/06/11",571.00
"Currency","2004/06/10",572.00
"Currency","2004/06/09",572.00
"Currency","2004/06/08",572.00
"Currency","2004/06/07",572.00
"Currency","2004/06/04",572.00
"Currency","2004/06/03",572.00
"Currency","2004/06/02",559.00
"Currency","2004/06/01",559.00
"Currency","2004/05/31",559.00
"Currency","2004/05/28",559.00
"Currency","2004/05/27",559.00
"Currency","2004/05/26",559.00
"Currency","2004/05/25",559.00
"Currency","2004/05/24",559.00
"Currency","2004/05/21",559.00
"Currency","2004/05/20",559.00
"Currency","2004/05/19",559.00
"Currency","2004/05/18",559.00
"Currency","2004/05/17",559.00
"Currency","2004/05/14",559.00
"Currency","2004/05/13",558.00
"Currency","2004/05/12",558.00
"Currency","2004/05/11",558.00
"Currency","2004/05/10",558.00
"Currency","2004/05/07",558.50
"Currency","2004/05/06",558.50
"Currency","2004/05/05",558.50
"Currency","2004/05/04",558.50
"Currency","2004/05/03",558.50
"Currency","2004/04/30",558.50
"Currency","2004/04/29",558.50
"Currency","2004/04/28",558.50
"Currency","2004/04/27",558.50
"Currency","2004/04/26",558.25
"Currency","2004/04/23",558.25
"Currency","2004/04/22",558.25
"Currency","2004/04/21",558.25
"Currency","2004/04/20",558.25
"Currency","2004/04/19",558.25
"Currency","2004/04/16",558.25
"Currency","2004/04/15",559.75
"Currency","2004/04/14",559.75
"Currency","2004/04/13",559.75
"Currency","2004/04/12",559.75
"Currency","2004/04/09",559.75
"Currency","2004/04/08",559.75
"Currency","2004/04/07",557.25
"Currency","2004/04/06",557.25
"Currency","2004/04/05",557.25
"Currency","2004/04/02",557.25
"Currency","2004/04/01",557.25
"Currency","2004/03/31",557.25
"Currency","2004/03/30",557.25
"Currency","2004/03/29",557.25
"Currency","2004/03/26",557.25
"Currency","2004/03/25",558.95
"Currency","2004/03/24",558.95
"Currency","2004/03/23",558.95
"Currency","2004/03/22",559.75
"Currency","2004/03/19",559.75
"Currency","2004/03/18",559.75
"Currency","2004/03/17",559.75
"Currency","2004/03/16",559.75
"Currency","2004/03/15",559.75
"Currency","2004/03/12",559.75
"Currency","2004/03/11",559.75
"Currency","2004/03/10",559.75
"Currency","2004/03/09",559.75
"Currency","2004/03/08",559.75
"Currency","2004/03/05",559.75
"Currency","2004/03/04",559.75
"Currency","2004/03/03",559.75
"Currency","2004/03/02",559.75
"Currency","2004/03/01",559.75
"Currency","2004/02/27",559.75
"Currency","2004/02/26",559.75
"Currency","2004/02/25",559.75
"Currency","2004/02/24",559.75
"Currency","2004/02/23",559.75
"Currency","2004/02/20",559.75
"Currency","2004/02/19",559.75
"Currency","2004/02/18",559.75
"Currency","2004/02/17",559.75
"Currency","2004/02/16",559.75
"Currency","2004/02/13",559.75
"Currency","2004/02/12",559.75
"Currency","2004/02/11",559.75
"Currency","2004/02/10",559.75
"Currency","2004/02/09",559.55
"Currency","2004/02/06",559.55
"Currency","2004/02/05",559.55
"Currency","2004/02/04",559.55
"Currency","2004/02/03",559.55
"Currency","2004/02/02",559.55
"Currency","2004/01/30",559.55
"Currency","2004/01/29",559.55
"Currency","2004/01/28",559.55
"Currency","2004/01/27",559.55
"Currency","2004/01/26",556.55
"Currency","2004/01/23",556.55
"Currency","2004/01/22",556.55
"Currency","2004/01/21",556.55
"Currency","2004/01/20",556.55
"Currency","2004/01/19",556.55
"Currency","2004/01/16",556.55
"Currency","2004/01/15",556.55
"Currency","2004/01/14",556.55
"Currency","2004/01/13",556.55
"Currency","2004/01/12",557.55
"Currency","2004/01/09",546.63
"Currency","2004/01/08",544.39
"Currency","2004/01/07",545.23
"Currency","2004/01/06",544.97
"Currency","2004/01/05",545.43
"Currency","2004/01/02",545.37
"Currency","2003/12/31",540.13
"Currency","2003/12/30",545.35
"Currency","2003/12/29",545.36
"Currency","2003/12/23",545.31
"Currency","2003/12/22",545.18
"Currency","2003/12/19",544.63
"Currency","2003/12/18",545.75
"Currency","2003/12/17",545.52
"Currency","2003/12/16",544.80
"Currency","2003/12/15",545.01
"Currency","2003/12/12",545.12
"Currency","2003/12/11",544.90
"Currency","2003/12/10",544.10
"Currency","2003/12/09",546.67
"Currency","2003/12/08",546.39
"Currency","2003/12/05",546.36
"Currency","2003/12/04",546.19
"Currency","2003/12/03",546.43
"Currency","2003/12/02",545.80
"Currency","2003/12/01",546.54
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
