"Indicator","Time","Value (USD/RWF)"
"Currency","2011/09/16",599.97
"Currency","2011/09/15",599.85
"Currency","2011/09/14",600.09
"Currency","2011/09/13",599.59
"Currency","2011/09/12",600.01
"Currency","2011/09/09",600.01
"Currency","2011/09/08",600.01
"Currency","2011/09/07",600.01
"Currency","2011/09/06",600.01
"Currency","2011/09/05",600.01
"Currency","2011/09/02",599.80
"Currency","2011/09/01",599.42
"Currency","2011/08/31",599.91
"Currency","2011/08/30",599.91
"Currency","2011/08/29",599.91
"Currency","2011/08/26",599.91
"Currency","2011/08/25",599.91
"Currency","2011/08/24",599.90
"Currency","2011/08/23",599.90
"Currency","2011/08/22",599.72
"Currency","2011/08/19",599.44
"Currency","2011/08/18",599.74
"Currency","2011/08/17",599.55
"Currency","2011/08/16",599.73
"Currency","2011/08/15",599.97
"Currency","2011/08/12",599.97
"Currency","2011/08/11",599.97
"Currency","2011/08/10",599.79
"Currency","2011/08/09",600.09
"Currency","2011/08/08",599.60
"Currency","2011/08/05",599.60
"Currency","2011/08/04",599.84
"Currency","2011/08/03",600.08
"Currency","2011/08/02",599.68
"Currency","2011/08/01",599.50
"Currency","2011/07/29",599.25
"Currency","2011/07/28",599.61
"Currency","2011/07/27",599.37
"Currency","2011/07/26",599.79
"Currency","2011/07/25",599.55
"Currency","2011/07/22",599.05
"Currency","2011/07/21",599.92
"Currency","2011/07/20",600.78
"Currency","2011/07/19",600.25
"Currency","2011/07/18",600.25
"Currency","2011/07/15",600.25
"Currency","2011/07/14",600.55
"Currency","2011/07/13",600.85
"Currency","2011/07/12",600.61
"Currency","2011/07/11",600.97
"Currency","2011/07/08",600.73
"Currency","2011/07/07",601.33
"Currency","2011/07/06",601.94
"Currency","2011/07/05",602.42
"Currency","2011/07/04",602.42
"Currency","2011/07/01",602.42
"Currency","2011/06/30",602.42
"Currency","2011/06/29",602.66
"Currency","2011/06/28",602.66
"Currency","2011/06/27",601.84
"Currency","2011/06/24",601.44
"Currency","2011/06/23",601.44
"Currency","2011/06/22",601.04
"Currency","2011/06/21",600.24
"Currency","2011/06/20",600.24
"Currency","2011/06/17",600.00
"Currency","2011/06/16",599.76
"Currency","2011/06/15",599.52
"Currency","2011/06/14",599.28
"Currency","2011/06/13",599.04
"Currency","2011/06/10",598.04
"Currency","2011/06/09",598.04
"Currency","2011/06/08",598.28
"Currency","2011/06/07",598.52
"Currency","2011/06/06",598.70
"Currency","2011/06/03",598.46
"Currency","2011/06/02",598.26
"Currency","2011/06/01",598.50
"Currency","2011/05/31",598.31
"Currency","2011/05/30",597.83
"Currency","2011/05/27",597.83
"Currency","2011/05/26",598.58
"Currency","2011/05/25",598.22
"Currency","2011/05/24",598.46
"Currency","2011/05/23",598.32
"Currency","2011/05/20",598.33
"Currency","2011/05/19",598.57
"Currency","2011/05/18",598.57
"Currency","2011/05/17",598.80
"Currency","2011/05/16",599.04
"Currency","2011/05/13",599.28
"Currency","2011/05/12",599.52
"Currency","2011/05/11",600.03
"Currency","2011/05/10",600.03
"Currency","2011/05/09",600.27
"Currency","2011/05/06",600.51
"Currency","2011/05/05",600.92
"Currency","2011/05/04",600.90
"Currency","2011/05/03",600.88
"Currency","2011/05/02",601.74
"Currency","2011/04/29",601.74
"Currency","2011/04/28",601.74
"Currency","2011/04/27",601.74
"Currency","2011/04/26",601.74
"Currency","2011/04/25",601.74
"Currency","2011/04/22",601.64
"Currency","2011/04/21",601.64
"Currency","2011/04/20",601.24
"Currency","2011/04/19",600.94
"Currency","2011/04/18",600.94
"Currency","2011/04/15",601.41
"Currency","2011/04/14",601.41
"Currency","2011/04/13",601.25
"Currency","2011/04/12",601.25
"Currency","2011/04/11",601.25
"Currency","2011/04/08",601.25
"Currency","2011/04/07",601.05
"Currency","2011/04/06",601.05
"Currency","2011/04/05",600.53
"Currency","2011/04/04",600.53
"Currency","2011/04/01",600.53
"Currency","2011/03/31",600.53
"Currency","2011/03/30",600.13
"Currency","2011/03/29",600.13
"Currency","2011/03/28",600.10
"Currency","2011/03/25",600.10
"Currency","2011/03/24",600.10
"Currency","2011/03/23",600.00
"Currency","2011/03/22",600.00
"Currency","2011/03/21",599.80
"Currency","2011/03/20",597.50
"Currency","2011/03/18",599.80
"Currency","2011/03/17",599.50
"Currency","2011/03/16",599.50
"Currency","2011/03/15",599.50
"Currency","2011/03/14",599.50
"Currency","2011/03/13",593.80
"Currency","2011/03/11",599.50
"Currency","2011/03/10",599.00
"Currency","2011/03/09",599.00
"Currency","2011/03/08",599.00
"Currency","2011/03/07",598.50
"Currency","2011/03/06",598.60
"Currency","2011/03/04",598.00
"Currency","2011/03/03",600.30
"Currency","2011/03/02",600.30
"Currency","2011/03/01",600.30
"Currency","2011/02/28",600.30
"Currency","2011/02/27",600.00
"Currency","2011/02/25",600.30
"Currency","2011/02/24",600.35
"Currency","2011/02/23",600.35
"Currency","2011/02/22",600.35
"Currency","2011/02/21",600.35
"Currency","2011/02/20",593.00
"Currency","2011/02/18",600.35
"Currency","2011/02/17",600.68
"Currency","2011/02/16",600.68
"Currency","2011/02/15",600.80
"Currency","2011/02/14",600.60
"Currency","2011/02/13",599.30
"Currency","2011/02/11",600.20
"Currency","2011/02/10",600.20
"Currency","2011/02/09",600.20
"Currency","2011/02/08",600.20
"Currency","2011/02/07",600.07
"Currency","2011/02/06",601.40
"Currency","2011/02/04",600.07
"Currency","2011/02/03",599.80
"Currency","2011/02/02",599.80
"Currency","2011/02/01",599.38
"Currency","2011/01/31",599.38
"Currency","2011/01/30",604.20
"Currency","2011/01/28",599.00
"Currency","2011/01/27",599.00
"Currency","2011/01/26",598.50
"Currency","2011/01/25",598.00
"Currency","2011/01/24",597.50
"Currency","2011/01/23",597.80
"Currency","2011/01/21",597.00
"Currency","2011/01/20",597.00
"Currency","2011/01/19",596.00
"Currency","2011/01/18",596.00
"Currency","2011/01/17",596.00
"Currency","2011/01/16",598.70
"Currency","2011/01/14",596.00
"Currency","2011/01/13",596.00
"Currency","2011/01/12",596.00
"Currency","2011/01/11",596.00
"Currency","2011/01/10",596.00
"Currency","2011/01/09",598.60
"Currency","2011/01/07",595.22
"Currency","2011/01/06",595.22
"Currency","2011/01/05",595.22
"Currency","2011/01/04",594.95
"Currency","2011/01/03",594.95
"Currency","2011/01/02",591.70
"Currency","2010/12/31",594.00
"Currency","2010/12/30",594.00
"Currency","2010/12/29",594.00
"Currency","2010/12/28",594.00
"Currency","2010/12/27",594.00
"Currency","2010/12/26",592.50
"Currency","2010/12/24",593.63
"Currency","2010/12/23",593.63
"Currency","2010/12/22",593.53
"Currency","2010/12/21",593.62
"Currency","2010/12/20",593.44
"Currency","2010/12/19",600.00
"Currency","2010/12/17",593.44
"Currency","2010/12/16",593.44
"Currency","2010/12/15",593.71
"Currency","2010/12/14",593.71
"Currency","2010/12/13",593.50
"Currency","2010/12/12",594.00
"Currency","2010/12/10",593.50
"Currency","2010/12/09",593.30
"Currency","2010/12/08",594.07
"Currency","2010/12/07",594.11
"Currency","2010/12/06",594.11
"Currency","2010/12/05",587.40
"Currency","2010/12/03",594.21
"Currency","2010/12/02",592.68
"Currency","2010/12/01",592.68
"Currency","2010/11/30",592.68
"Currency","2010/11/29",592.68
"Currency","2010/11/28",587.50
"Currency","2010/11/26",592.68
"Currency","2010/11/25",593.18
"Currency","2010/11/24",593.67
"Currency","2010/11/23",593.67
"Currency","2010/11/22",593.65
"Currency","2010/11/21",593.40
"Currency","2010/11/19",592.52
"Currency","2010/11/18",592.52
"Currency","2010/11/17",592.52
"Currency","2010/11/16",592.60
"Currency","2010/11/15",592.57
"Currency","2010/11/14",594.30
"Currency","2010/11/12",592.61
"Currency","2010/11/11",592.61
"Currency","2010/11/10",592.61
"Currency","2010/11/09",591.80
"Currency","2010/11/08",591.29
"Currency","2010/11/07",586.00
"Currency","2010/11/05",591.29
"Currency","2010/11/04",590.95
"Currency","2010/11/03",590.87
"Currency","2010/11/02",590.87
"Currency","2010/11/01",590.54
"Currency","2010/10/31",587.20
"Currency","2010/10/29",590.54
"Currency","2010/10/28",590.54
"Currency","2010/10/27",590.23
"Currency","2010/10/26",590.23
"Currency","2010/10/25",590.29
"Currency","2010/10/24",589.00
"Currency","2010/10/22",590.25
"Currency","2010/10/21",590.86
"Currency","2010/10/20",590.86
"Currency","2010/10/19",590.81
"Currency","2010/10/18",590.81
"Currency","2010/10/17",595.30
"Currency","2010/10/15",589.96
"Currency","2010/10/14",590.32
"Currency","2010/10/13",589.56
"Currency","2010/10/12",589.78
"Currency","2010/10/11",590.39
"Currency","2010/10/10",589.30
"Currency","2010/10/08",590.39
"Currency","2010/10/07",590.16
"Currency","2010/10/06",590.16
"Currency","2010/10/05",589.29
"Currency","2010/10/04",589.11
"Currency","2010/10/03",581.90
"Currency","2010/10/01",589.11
"Currency","2010/09/30",589.86
"Currency","2010/09/29",589.86
"Currency","2010/09/28",589.86
"Currency","2010/09/27",589.86
"Currency","2010/09/26",586.10
"Currency","2010/09/24",589.93
"Currency","2010/09/23",589.19
"Currency","2010/09/22",588.59
"Currency","2010/09/21",588.59
"Currency","2010/09/20",588.59
"Currency","2010/09/19",590.20
"Currency","2010/09/17",588.31
"Currency","2010/09/16",588.11
"Currency","2010/09/15",588.20
"Currency","2010/09/14",588.20
"Currency","2010/09/13",588.21
"Currency","2010/09/12",589.00
"Currency","2010/09/10",588.10
"Currency","2010/09/09",588.10
"Currency","2010/09/08",586.83
"Currency","2010/09/07",586.49
"Currency","2010/09/06",586.26
"Currency","2010/09/05",584.00
"Currency","2010/09/03",586.26
"Currency","2010/09/02",586.22
"Currency","2010/09/01",585.78
"Currency","2010/08/31",587.19
"Currency","2010/08/30",586.99
"Currency","2010/08/29",587.10
"Currency","2010/08/27",586.81
"Currency","2010/08/26",588.28
"Currency","2010/08/25",588.28
"Currency","2010/08/24",588.56
"Currency","2010/08/23",589.40
"Currency","2010/08/22",588.50
"Currency","2010/08/20",589.93
"Currency","2010/08/19",590.04
"Currency","2010/08/18",589.81
"Currency","2010/08/17",589.50
"Currency","2010/08/16",589.28
"Currency","2010/08/15",591.60
"Currency","2010/08/13",589.28
"Currency","2010/08/12",589.28
"Currency","2010/08/11",589.91
"Currency","2010/08/10",589.91
"Currency","2010/08/09",589.91
"Currency","2010/08/08",584.00
"Currency","2010/08/06",589.91
"Currency","2010/08/05",589.50
"Currency","2010/08/04",589.49
"Currency","2010/08/03",589.60
"Currency","2010/08/02",589.83
"Currency","2010/08/01",586.50
"Currency","2010/07/30",588.84
"Currency","2010/07/29",588.70
"Currency","2010/07/28",588.39
"Currency","2010/07/27",588.32
"Currency","2010/07/26",588.63
"Currency","2010/07/25",595.50
"Currency","2010/07/23",588.63
"Currency","2010/07/22",588.63
"Currency","2010/07/21",589.39
"Currency","2010/07/20",588.99
"Currency","2010/07/19",589.92
"Currency","2010/07/18",593.20
"Currency","2010/07/16",589.36
"Currency","2010/07/15",589.86
"Currency","2010/07/14",590.17
"Currency","2010/07/13",590.83
"Currency","2010/07/12",590.88
"Currency","2010/07/11",579.10
"Currency","2010/07/09",591.03
"Currency","2010/07/08",590.68
"Currency","2010/07/07",589.27
"Currency","2010/07/06",589.27
"Currency","2010/07/05",588.17
"Currency","2010/07/04",574.00
"Currency","2010/07/02",588.17
"Currency","2010/07/01",588.58
"Currency","2010/06/30",588.58
"Currency","2010/06/29",587.77
"Currency","2010/06/28",587.60
"Currency","2010/06/27",571.20
"Currency","2010/06/25",586.96
"Currency","2010/06/24",587.23
"Currency","2010/06/23",586.37
"Currency","2010/06/22",586.10
"Currency","2010/06/21",585.49
"Currency","2010/06/20",570.90
"Currency","2010/06/18",585.03
"Currency","2010/06/17",584.24
"Currency","2010/06/16",583.74
"Currency","2010/06/15",583.01
"Currency","2010/06/14",582.35
"Currency","2010/06/13",570.90
"Currency","2010/06/11",583.30
"Currency","2010/06/10",582.86
"Currency","2010/06/09",582.59
"Currency","2010/06/08",582.98
"Currency","2010/06/07",582.98
"Currency","2010/06/06",577.00
"Currency","2010/06/04",582.29
"Currency","2010/06/03",581.80
"Currency","2010/06/02",581.67
"Currency","2010/06/01",581.54
"Currency","2010/05/31",580.76
"Currency","2010/05/30",573.80
"Currency","2010/05/28",579.50
"Currency","2010/05/27",579.60
"Currency","2010/05/26",579.32
"Currency","2010/05/25",579.02
"Currency","2010/05/24",579.03
"Currency","2010/05/21",578.86
"Currency","2010/05/20",578.32
"Currency","2010/05/19",578.56
"Currency","2010/05/18",578.31
"Currency","2010/05/17",578.43
"Currency","2010/05/16",571.60
"Currency","2010/05/14",579.08
"Currency","2010/05/13",579.28
"Currency","2010/05/12",578.36
"Currency","2010/05/11",578.24
"Currency","2010/05/10",577.98
"Currency","2010/05/09",569.40
"Currency","2010/05/07",577.77
"Currency","2010/05/06",577.91
"Currency","2010/05/05",578.13
"Currency","2010/05/04",577.84
"Currency","2010/05/03",576.91
"Currency","2010/05/02",562.60
"Currency","2010/04/30",576.38
"Currency","2010/04/29",575.15
"Currency","2010/04/28",574.94
"Currency","2010/04/27",574.94
"Currency","2010/04/26",574.85
"Currency","2010/04/25",573.00
"Currency","2010/04/23",574.59
"Currency","2010/04/22",574.59
"Currency","2010/04/21",574.49
"Currency","2010/04/20",574.54
"Currency","2010/04/19",572.95
"Currency","2010/04/16",572.95
"Currency","2010/04/15",572.95
"Currency","2010/04/14",572.95
"Currency","2010/04/13",572.64
"Currency","2010/04/12",573.17
"Currency","2010/04/09",573.17
"Currency","2010/04/08",573.25
"Currency","2010/04/07",573.25
"Currency","2010/04/06",573.25
"Currency","2010/04/05",573.25
"Currency","2010/04/02",573.52
"Currency","2010/04/01",573.52
"Currency","2010/03/31",573.52
"Currency","2010/03/30",573.52
"Currency","2010/03/29",573.52
"Currency","2010/03/26",573.35
"Currency","2010/03/25",573.37
"Currency","2010/03/24",573.37
"Currency","2010/03/23",571.13
"Currency","2010/03/22",571.13
"Currency","2010/03/19",571.13
"Currency","2010/03/18",571.67
"Currency","2010/03/17",571.35
"Currency","2010/03/16",571.92
"Currency","2010/03/15",572.50
"Currency","2010/03/12",573.63
"Currency","2010/03/11",573.23
"Currency","2010/03/10",572.88
"Currency","2010/03/09",572.99
"Currency","2010/03/08",572.74
"Currency","2010/03/07",571.30
"Currency","2010/03/05",572.74
"Currency","2010/03/04",571.94
"Currency","2010/03/03",571.87
"Currency","2010/03/02",572.19
"Currency","2010/03/01",572.19
"Currency","2010/02/28",569.90
"Currency","2010/02/26",572.39
"Currency","2010/02/25",573.14
"Currency","2010/02/24",573.08
"Currency","2010/02/23",573.16
"Currency","2010/02/22",572.88
"Currency","2010/02/21",571.90
"Currency","2010/02/19",572.23
"Currency","2010/02/18",571.97
"Currency","2010/02/17",572.05
"Currency","2010/02/16",572.07
"Currency","2010/02/15",572.23
"Currency","2010/02/14",573.70
"Currency","2010/02/12",572.83
"Currency","2010/02/11",573.09
"Currency","2010/02/10",573.11
"Currency","2010/02/09",572.95
"Currency","2010/02/08",573.44
"Currency","2010/02/07",577.70
"Currency","2010/02/05",572.61
"Currency","2010/02/04",572.84
"Currency","2010/02/03",573.26
"Currency","2010/02/02",573.47
"Currency","2010/02/01",572.98
"Currency","2010/01/31",577.70
"Currency","2010/01/29",572.98
"Currency","2010/01/28",573.42
"Currency","2010/01/27",573.42
"Currency","2010/01/26",572.67
"Currency","2010/01/25",572.16
"Currency","2010/01/24",569.90
"Currency","2010/01/22",572.18
"Currency","2010/01/21",571.32
"Currency","2010/01/20",571.76
"Currency","2010/01/19",571.93
"Currency","2010/01/18",572.32
"Currency","2010/01/17",572.80
"Currency","2010/01/15",572.04
"Currency","2010/01/14",572.54
"Currency","2010/01/13",572.23
"Currency","2010/01/12",572.36
"Currency","2010/01/11",571.75
"Currency","2010/01/10",571.80
"Currency","2010/01/08",571.76
"Currency","2010/01/07",571.63
"Currency","2010/01/06",571.26
"Currency","2010/01/05",571.29
"Currency","2010/01/04",571.35
"Currency","2010/01/03",570.80
"Currency","2010/01/01",571.23
"Currency","2009/12/31",571.23
"Currency","2009/12/30",570.76
"Currency","2009/12/29",570.48
"Currency","2009/12/28",570.34
"Currency","2009/12/27",569.90
"Currency","2009/12/25",570.31
"Currency","2009/12/24",570.31
"Currency","2009/12/23",570.33
"Currency","2009/12/22",568.71
"Currency","2009/12/21",570.75
"Currency","2009/12/20",570.80
"Currency","2009/12/18",570.54
"Currency","2009/12/17",570.68
"Currency","2009/12/16",570.61
"Currency","2009/12/15",570.72
"Currency","2009/12/14",570.83
"Currency","2009/12/13",577.40
"Currency","2009/12/11",570.75
"Currency","2009/12/10",570.86
"Currency","2009/12/09",570.78
"Currency","2009/12/08",570.81
"Currency","2009/12/07",570.66
"Currency","2009/12/06",577.10
"Currency","2009/12/04",570.63
"Currency","2009/12/03",570.09
"Currency","2009/12/02",570.05
"Currency","2009/12/01",570.36
"Currency","2009/11/30",570.51
"Currency","2009/11/29",568.40
"Currency","2009/11/27",570.41
"Currency","2009/11/26",570.54
"Currency","2009/11/25",570.41
"Currency","2009/11/24",570.28
"Currency","2009/11/23",569.97
"Currency","2009/11/22",570.10
"Currency","2009/11/20",570.06
"Currency","2009/11/19",570.37
"Currency","2009/11/18",570.48
"Currency","2009/11/17",570.07
"Currency","2009/11/16",569.92
"Currency","2009/11/15",568.70
"Currency","2009/11/13",569.94
"Currency","2009/11/12",569.59
"Currency","2009/11/11",569.56
"Currency","2009/11/10",569.27
"Currency","2009/11/09",569.59
"Currency","2009/11/08",569.30
"Currency","2009/11/06",569.35
"Currency","2009/11/05",569.23
"Currency","2009/11/04",569.02
"Currency","2009/11/03",569.35
"Currency","2009/11/02",569.26
"Currency","2009/11/01",572.40
"Currency","2009/10/30",569.30
"Currency","2009/10/29",569.42
"Currency","2009/10/28",569.31
"Currency","2009/10/27",569.37
"Currency","2009/10/26",569.42
"Currency","2009/10/25",571.10
"Currency","2009/10/23",569.63
"Currency","2009/10/22",569.67
"Currency","2009/10/21",569.57
"Currency","2009/10/20",569.35
"Currency","2009/10/19",569.48
"Currency","2009/10/18",570.60
"Currency","2009/10/16",569.72
"Currency","2009/10/15",569.87
"Currency","2009/10/14",569.96
"Currency","2009/10/13",569.87
"Currency","2009/10/12",569.64
"Currency","2009/10/11",570.60
"Currency","2009/10/09",569.49
"Currency","2009/10/08",569.40
"Currency","2009/10/07",569.25
"Currency","2009/10/06",569.15
"Currency","2009/10/05",569.17
"Currency","2009/10/04",566.60
"Currency","2009/10/02",568.95
"Currency","2009/10/01",568.55
"Currency","2009/09/30",568.67
"Currency","2009/09/29",568.83
"Currency","2009/09/28",568.83
"Currency","2009/09/27",569.30
"Currency","2009/09/25",568.65
"Currency","2009/09/24",568.72
"Currency","2009/09/23",568.44
"Currency","2009/09/22",568.87
"Currency","2009/09/21",569.00
"Currency","2009/09/20",569.20
"Currency","2009/09/18",569.00
"Currency","2009/09/17",568.77
"Currency","2009/09/16",569.03
"Currency","2009/09/15",569.12
"Currency","2009/09/14",569.17
"Currency","2009/09/13",569.40
"Currency","2009/09/11",569.01
"Currency","2009/09/10",569.09
"Currency","2009/09/09",568.81
"Currency","2009/09/08",569.09
"Currency","2009/09/07",568.58
"Currency","2009/09/06",567.90
"Currency","2009/09/04",568.34
"Currency","2009/09/03",568.71
"Currency","2009/09/02",568.69
"Currency","2009/09/01",568.40
"Currency","2009/08/31",568.11
"Currency","2009/08/30",558.00
"Currency","2009/08/28",567.77
"Currency","2009/08/27",567.97
"Currency","2009/08/26",568.15
"Currency","2009/08/25",568.40
"Currency","2009/08/24",568.18
"Currency","2009/08/23",558.50
"Currency","2009/08/21",568.03
"Currency","2009/08/20",567.71
"Currency","2009/08/19",567.80
"Currency","2009/08/18",568.03
"Currency","2009/08/17",568.03
"Currency","2009/08/16",560.20
"Currency","2009/08/14",568.03
"Currency","2009/08/13",567.67
"Currency","2009/08/12",567.87
"Currency","2009/08/11",567.75
"Currency","2009/08/10",568.16
"Currency","2009/08/09",566.40
"Currency","2009/08/07",568.15
"Currency","2009/08/06",567.92
"Currency","2009/08/05",568.11
"Currency","2009/08/04",568.36
"Currency","2009/08/03",569.09
"Currency","2009/07/31",569.08
"Currency","2009/07/30",569.29
"Currency","2009/07/29",569.18
"Currency","2009/07/28",569.26
"Currency","2009/07/27",569.26
"Currency","2009/07/26",560.70
"Currency","2009/07/24",569.51
"Currency","2009/07/23",569.94
"Currency","2009/07/22",569.89
"Currency","2009/07/21",570.02
"Currency","2009/07/20",569.42
"Currency","2009/07/19",557.50
"Currency","2009/07/17",569.41
"Currency","2009/07/16",569.38
"Currency","2009/07/15",569.30
"Currency","2009/07/14",569.34
"Currency","2009/07/13",569.54
"Currency","2009/07/12",557.50
"Currency","2009/07/10",569.63
"Currency","2009/07/09",569.35
"Currency","2009/07/08",569.14
"Currency","2009/07/07",568.97
"Currency","2009/07/06",568.76
"Currency","2009/07/05",558.00
"Currency","2009/07/03",568.50
"Currency","2009/07/02",568.44
"Currency","2009/07/01",568.66
"Currency","2009/06/30",568.47
"Currency","2009/06/29",568.18
"Currency","2009/06/28",559.00
"Currency","2009/06/26",568.18
"Currency","2009/06/25",567.93
"Currency","2009/06/24",568.01
"Currency","2009/06/23",568.28
"Currency","2009/06/22",568.39
"Currency","2009/06/21",555.10
"Currency","2009/06/19",568.19
"Currency","2009/06/18",568.19
"Currency","2009/06/17",568.19
"Currency","2009/06/16",568.19
"Currency","2009/06/15",568.19
"Currency","2009/06/14",557.00
"Currency","2009/06/12",568.39
"Currency","2009/06/11",568.05
"Currency","2009/06/10",567.62
"Currency","2009/06/09",567.34
"Currency","2009/06/08",567.01
"Currency","2009/06/07",564.60
"Currency","2009/06/05",567.01
"Currency","2009/06/04",567.01
"Currency","2009/06/03",567.01
"Currency","2009/06/02",567.01
"Currency","2009/06/01",567.01
"Currency","2009/05/31",555.80
"Currency","2009/05/29",567.01
"Currency","2009/05/28",567.01
"Currency","2009/05/27",567.01
"Currency","2009/05/26",567.01
"Currency","2009/05/25",567.01
"Currency","2009/05/24",557.20
"Currency","2009/05/22",567.01
"Currency","2009/05/21",567.01
"Currency","2009/05/20",567.01
"Currency","2009/05/19",567.01
"Currency","2009/05/18",567.15
"Currency","2009/05/15",567.10
"Currency","2009/05/14",568.93
"Currency","2009/05/13",568.93
"Currency","2009/05/12",568.93
"Currency","2009/05/11",568.93
"Currency","2009/05/08",568.93
"Currency","2009/05/07",568.93
"Currency","2009/05/06",568.93
"Currency","2009/05/05",568.93
"Currency","2009/05/04",568.93
"Currency","2009/05/01",568.93
"Currency","2009/04/30",568.93
"Currency","2009/04/29",568.93
"Currency","2009/04/28",568.93
"Currency","2009/04/27",568.93
"Currency","2009/04/24",568.93
"Currency","2009/04/23",568.93
"Currency","2009/04/22",568.93
"Currency","2009/04/21",568.93
"Currency","2009/04/20",568.93
"Currency","2009/04/17",568.93
"Currency","2009/04/16",568.93
"Currency","2009/04/15",568.93
"Currency","2009/04/14",568.93
"Currency","2009/04/13",568.93
"Currency","2009/04/10",568.93
"Currency","2009/04/09",568.93
"Currency","2009/04/08",568.93
"Currency","2009/04/07",568.93
"Currency","2009/04/06",569.16
"Currency","2009/04/03",568.93
"Currency","2009/04/02",569.12
"Currency","2009/04/01",569.12
"Currency","2009/03/31",569.16
"Currency","2009/03/30",569.16
"Currency","2009/03/27",569.16
"Currency","2009/03/26",569.16
"Currency","2009/03/25",568.89
"Currency","2009/03/24",569.10
"Currency","2009/03/23",568.49
"Currency","2009/03/20",568.49
"Currency","2009/03/19",568.33
"Currency","2009/03/18",568.33
"Currency","2009/03/17",568.00
"Currency","2009/03/16",568.00
"Currency","2009/03/13",568.00
"Currency","2009/03/12",568.26
"Currency","2009/03/11",567.84
"Currency","2009/03/10",567.84
"Currency","2009/03/09",567.84
"Currency","2009/03/06",567.85
"Currency","2009/03/05",567.76
"Currency","2009/03/04",567.38
"Currency","2009/03/03",567.38
"Currency","2009/03/02",567.38
"Currency","2009/02/27",567.38
"Currency","2009/02/26",567.66
"Currency","2009/02/25",567.66
"Currency","2009/02/24",567.80
"Currency","2009/02/23",567.80
"Currency","2009/02/20",567.90
"Currency","2009/02/19",567.90
"Currency","2009/02/18",567.51
"Currency","2009/02/17",567.27
"Currency","2009/02/16",567.27
"Currency","2009/02/13",568.12
"Currency","2009/02/12",566.11
"Currency","2009/02/11",566.11
"Currency","2009/02/10",566.11
"Currency","2009/02/09",566.22
"Currency","2009/02/06",566.17
"Currency","2009/02/05",566.17
"Currency","2009/02/04",566.28
"Currency","2009/02/03",566.04
"Currency","2009/02/02",565.86
"Currency","2009/01/30",565.99
"Currency","2009/01/29",565.99
"Currency","2009/01/28",565.99
"Currency","2009/01/27",565.93
"Currency","2009/01/26",565.95
"Currency","2009/01/23",565.44
"Currency","2009/01/22",565.15
"Currency","2009/01/21",565.19
"Currency","2009/01/20",565.19
"Currency","2009/01/19",564.03
"Currency","2009/01/16",564.03
"Currency","2009/01/15",564.57
"Currency","2009/01/14",564.57
"Currency","2009/01/13",557.04
"Currency","2009/01/12",563.75
"Currency","2009/01/09",562.50
"Currency","2009/01/08",562.50
"Currency","2009/01/07",562.24
"Currency","2009/01/06",557.04
"Currency","2009/01/05",558.89
"Currency","2009/01/02",558.89
"Currency","2009/01/01",558.12
"Currency","2008/12/31",558.12
"Currency","2008/12/30",557.04
"Currency","2008/12/29",557.04
"Currency","2008/12/26",557.04
"Currency","2008/12/25",557.04
"Currency","2008/12/24",557.04
"Currency","2008/12/23",557.04
"Currency","2008/12/22",557.20
"Currency","2008/12/19",556.99
"Currency","2008/12/18",555.73
"Currency","2008/12/17",555.03
"Currency","2008/12/16",554.13
"Currency","2008/12/15",553.68
"Currency","2008/12/12",553.02
"Currency","2008/12/11",553.02
"Currency","2008/12/10",553.34
"Currency","2008/12/09",553.36
"Currency","2008/12/08",553.03
"Currency","2008/12/05",553.61
"Currency","2008/12/04",553.07
"Currency","2008/12/03",553.07
"Currency","2008/12/02",551.92
"Currency","2008/12/01",553.81
"Currency","2008/11/28",553.54
"Currency","2008/11/27",553.28
"Currency","2008/11/26",553.28
"Currency","2008/11/25",552.90
"Currency","2008/11/24",552.58
"Currency","2008/11/21",552.58
"Currency","2008/11/20",552.58
"Currency","2008/11/19",552.58
"Currency","2008/11/18",552.58
"Currency","2008/11/17",552.71
"Currency","2008/11/14",552.99
"Currency","2008/11/13",552.99
"Currency","2008/11/12",552.28
"Currency","2008/11/11",552.28
"Currency","2008/11/10",552.55
"Currency","2008/11/07",552.54
"Currency","2008/11/06",552.55
"Currency","2008/11/05",552.55
"Currency","2008/11/04",552.55
"Currency","2008/11/03",552.55
"Currency","2008/10/31",552.19
"Currency","2008/10/30",552.19
"Currency","2008/10/29",552.19
"Currency","2008/10/28",550.53
"Currency","2008/10/27",552.19
"Currency","2008/10/24",551.77
"Currency","2008/10/23",551.61
"Currency","2008/10/22",551.61
"Currency","2008/10/21",551.61
"Currency","2008/10/20",551.61
"Currency","2008/10/17",551.61
"Currency","2008/10/16",551.61
"Currency","2008/10/15",551.61
"Currency","2008/10/14",551.61
"Currency","2008/10/13",550.13
"Currency","2008/10/10",550.13
"Currency","2008/10/09",550.13
"Currency","2008/10/08",550.13
"Currency","2008/10/07",550.13
"Currency","2008/10/06",550.88
"Currency","2008/10/03",550.88
"Currency","2008/10/02",550.88
"Currency","2008/10/01",550.88
"Currency","2008/09/30",550.88
"Currency","2008/09/29",550.88
"Currency","2008/09/26",549.29
"Currency","2008/09/25",549.29
"Currency","2008/09/24",549.29
"Currency","2008/09/23",549.29
"Currency","2008/09/22",549.29
"Currency","2008/09/19",549.97
"Currency","2008/09/18",549.97
"Currency","2008/09/17",549.97
"Currency","2008/09/16",549.97
"Currency","2008/09/15",549.29
