"Indicator","Time","Value (USD/NGN)"
"Currency","2005/08/29",131.65
"Currency","2005/08/26",131.05
"Currency","2005/08/25",131.00
"Currency","2005/08/24",131.25
"Currency","2005/08/23",133.70
"Currency","2005/08/22",136.00
"Currency","2005/08/19",135.50
"Currency","2005/08/18",136.00
"Currency","2005/08/17",136.05
"Currency","2005/08/16",135.00
"Currency","2005/08/15",135.00
"Currency","2005/08/12",135.50
"Currency","2005/08/11",135.50
"Currency","2005/08/10",136.00
"Currency","2005/08/09",136.20
"Currency","2005/08/08",135.50
"Currency","2005/08/05",135.00
"Currency","2005/08/04",135.00
"Currency","2005/08/03",136.30
"Currency","2005/08/02",131.02
"Currency","2005/08/01",135.00
"Currency","2005/07/31",132.87
"Currency","2005/07/29",136.00
"Currency","2005/07/28",132.50
"Currency","2005/07/27",132.50
"Currency","2005/07/26",132.25
"Currency","2005/07/25",132.75
"Currency","2005/07/22",132.50
"Currency","2005/07/21",133.75
"Currency","2005/07/20",133.25
"Currency","2005/07/19",132.75
"Currency","2005/07/18",132.25
"Currency","2005/07/15",132.00
"Currency","2005/07/14",132.00
"Currency","2005/07/13",131.25
"Currency","2005/07/12",131.75
"Currency","2005/07/11",131.50
"Currency","2005/07/08",131.75
"Currency","2005/07/07",134.00
"Currency","2005/07/06",131.25
"Currency","2005/07/05",131.50
"Currency","2005/07/04",134.80
"Currency","2005/07/01",131.50
"Currency","2005/06/30",131.10
"Currency","2005/06/29",131.25
"Currency","2005/06/28",127.96
"Currency","2005/06/27",131.25
"Currency","2005/06/24",131.50
"Currency","2005/06/23",131.70
"Currency","2005/06/22",132.75
"Currency","2005/06/21",131.00
"Currency","2005/06/20",131.25
"Currency","2005/06/17",134.00
"Currency","2005/06/16",131.00
"Currency","2005/06/15",133.00
"Currency","2005/06/14",134.30
"Currency","2005/06/13",130.25
"Currency","2005/06/10",130.50
"Currency","2005/06/09",130.25
"Currency","2005/06/08",130.50
"Currency","2005/06/07",130.50
"Currency","2005/06/06",133.30
"Currency","2005/06/03",130.25
"Currency","2005/06/02",130.50
"Currency","2005/06/01",130.25
"Currency","2005/05/31",130.25
"Currency","2005/05/30",132.00
"Currency","2005/05/27",130.25
"Currency","2005/05/26",130.25
"Currency","2005/05/25",130.25
"Currency","2005/05/24",130.25
"Currency","2005/05/23",131.90
"Currency","2005/05/20",133.15
"Currency","2005/05/19",132.50
"Currency","2005/05/18",130.75
"Currency","2005/05/17",130.50
"Currency","2005/05/16",130.50
"Currency","2005/05/13",130.25
"Currency","2005/05/12",132.85
"Currency","2005/05/11",132.80
"Currency","2005/05/10",132.75
"Currency","2005/05/09",130.50
"Currency","2005/05/06",130.25
"Currency","2005/05/05",130.25
"Currency","2005/05/04",130.25
"Currency","2005/05/03",130.25
"Currency","2005/05/02",130.25
"Currency","2005/04/30",132.85
"Currency","2005/04/29",130.25
"Currency","2005/04/28",132.75
"Currency","2005/04/27",130.25
"Currency","2005/04/26",130.25
"Currency","2005/04/25",130.25
"Currency","2005/04/22",130.25
"Currency","2005/04/21",130.25
"Currency","2005/04/20",130.50
"Currency","2005/04/19",130.25
"Currency","2005/04/18",130.50
"Currency","2005/04/15",130.25
"Currency","2005/04/14",130.50
"Currency","2005/04/13",130.20
"Currency","2005/04/12",130.50
"Currency","2005/04/11",130.25
"Currency","2005/04/08",130.25
"Currency","2005/04/07",130.25
"Currency","2005/04/06",130.25
"Currency","2005/04/05",130.50
"Currency","2005/04/04",130.35
"Currency","2005/04/01",131.25
"Currency","2005/03/31",130.30
"Currency","2005/03/30",130.25
"Currency","2005/03/29",132.75
"Currency","2005/03/28",131.10
"Currency","2005/03/25",131.10
"Currency","2005/03/24",131.10
"Currency","2005/03/23",130.50
"Currency","2005/03/22",129.50
"Currency","2005/03/21",130.25
"Currency","2005/03/18",130.25
"Currency","2005/03/17",130.25
"Currency","2005/03/16",129.50
"Currency","2005/03/15",129.50
"Currency","2005/03/14",129.50
"Currency","2005/03/11",127.28
"Currency","2005/03/10",129.50
"Currency","2005/03/09",128.17
"Currency","2005/03/08",129.50
"Currency","2005/03/07",127.10
"Currency","2005/03/04",125.96
"Currency","2005/03/03",129.50
"Currency","2005/03/02",127.15
"Currency","2005/03/01",129.50
"Currency","2005/02/28",129.50
"Currency","2005/02/25",126.79
"Currency","2005/02/24",129.50
"Currency","2005/02/23",129.50
"Currency","2005/02/22",129.50
"Currency","2005/02/21",129.50
"Currency","2005/02/18",126.27
"Currency","2005/02/17",129.50
"Currency","2005/02/16",129.50
"Currency","2005/02/15",127.47
"Currency","2005/02/14",129.50
"Currency","2005/02/11",126.99
"Currency","2005/02/10",129.50
"Currency","2005/02/09",129.50
"Currency","2005/02/08",129.50
"Currency","2005/02/07",129.50
"Currency","2005/02/04",127.04
"Currency","2005/02/03",129.50
"Currency","2005/02/02",129.50
"Currency","2005/02/01",129.50
"Currency","2005/01/31",129.50
"Currency","2005/01/28",127.25
"Currency","2005/01/27",127.26
"Currency","2005/01/26",129.50
"Currency","2005/01/25",129.50
"Currency","2005/01/24",129.50
"Currency","2005/01/21",127.70
"Currency","2005/01/20",129.50
"Currency","2005/01/19",129.50
"Currency","2005/01/18",127.61
"Currency","2005/01/17",127.60
"Currency","2005/01/14",127.03
"Currency","2005/01/13",129.50
"Currency","2005/01/12",127.02
"Currency","2005/01/11",127.09
"Currency","2005/01/10",127.09
"Currency","2005/01/07",129.50
"Currency","2005/01/06",129.00
"Currency","2005/01/05",129.50
"Currency","2005/01/04",129.50
"Currency","2005/01/03",129.50
"Currency","2004/12/31",129.50
"Currency","2004/12/30",129.50
"Currency","2004/12/29",129.50
"Currency","2004/12/28",131.25
"Currency","2004/12/27",131.25
"Currency","2004/12/24",131.25
"Currency","2004/12/23",131.25
"Currency","2004/12/22",128.46
"Currency","2004/12/21",131.25
"Currency","2004/12/20",131.25
"Currency","2004/12/17",130.04
"Currency","2004/12/16",131.25
"Currency","2004/12/15",130.00
"Currency","2004/12/14",130.00
"Currency","2004/12/13",130.00
"Currency","2004/12/10",130.00
"Currency","2004/12/09",130.00
"Currency","2004/12/08",130.00
"Currency","2004/12/07",130.00
"Currency","2004/12/06",130.00
"Currency","2004/12/03",130.00
"Currency","2004/12/02",130.00
"Currency","2004/12/01",130.00
"Currency","2004/11/30",130.00
"Currency","2004/11/29",130.00
"Currency","2004/11/26",130.00
"Currency","2004/11/25",129.99
"Currency","2004/11/24",130.00
"Currency","2004/11/23",129.96
"Currency","2004/11/22",130.00
"Currency","2004/11/19",130.00
"Currency","2004/11/18",130.00
"Currency","2004/11/17",130.00
"Currency","2004/11/16",130.00
"Currency","2004/11/15",130.00
"Currency","2004/11/12",130.00
"Currency","2004/11/11",130.00
"Currency","2004/11/10",130.00
"Currency","2004/11/09",130.00
"Currency","2004/11/08",130.00
"Currency","2004/11/05",130.00
"Currency","2004/11/04",130.00
"Currency","2004/11/03",129.82
"Currency","2004/11/02",130.00
"Currency","2004/11/01",130.00
"Currency","2004/10/31",132.86
"Currency","2004/10/29",130.00
"Currency","2004/10/28",132.90
"Currency","2004/10/27",130.00
"Currency","2004/10/26",130.00
"Currency","2004/10/25",130.00
"Currency","2004/10/22",130.00
"Currency","2004/10/21",130.00
"Currency","2004/10/20",130.00
"Currency","2004/10/19",130.00
"Currency","2004/10/18",130.00
"Currency","2004/10/15",130.00
"Currency","2004/10/14",130.00
"Currency","2004/10/13",130.00
"Currency","2004/10/12",130.00
"Currency","2004/10/11",130.00
"Currency","2004/10/08",130.00
"Currency","2004/10/07",130.00
"Currency","2004/10/06",130.00
"Currency","2004/10/05",130.00
"Currency","2004/10/04",130.00
"Currency","2004/10/01",130.00
"Currency","2004/09/30",130.00
"Currency","2004/09/29",130.00
"Currency","2004/09/28",130.00
"Currency","2004/09/27",130.00
"Currency","2004/09/24",130.00
"Currency","2004/09/23",130.00
"Currency","2004/09/22",130.00
"Currency","2004/09/21",130.00
"Currency","2004/09/20",130.00
"Currency","2004/09/17",130.00
"Currency","2004/09/16",130.00
"Currency","2004/09/15",130.00
"Currency","2004/09/14",130.00
"Currency","2004/09/13",130.00
"Currency","2004/09/10",130.09
"Currency","2004/09/09",130.00
"Currency","2004/09/08",130.00
"Currency","2004/09/07",130.00
"Currency","2004/09/06",130.00
"Currency","2004/09/03",130.00
"Currency","2004/09/02",130.00
"Currency","2004/09/01",130.00
"Currency","2004/08/31",130.00
"Currency","2004/08/30",130.00
"Currency","2004/08/27",130.00
"Currency","2004/08/26",130.00
"Currency","2004/08/25",130.00
"Currency","2004/08/24",130.00
"Currency","2004/08/23",130.00
"Currency","2004/08/20",130.00
"Currency","2004/08/19",130.00
"Currency","2004/08/18",130.00
"Currency","2004/08/17",130.00
"Currency","2004/08/16",130.00
"Currency","2004/08/13",129.16
"Currency","2004/08/12",130.00
"Currency","2004/08/11",130.00
"Currency","2004/08/10",130.00
"Currency","2004/08/09",130.00
"Currency","2004/08/06",130.00
"Currency","2004/08/05",130.00
"Currency","2004/08/04",130.00
"Currency","2004/08/03",130.00
"Currency","2004/08/02",130.00
"Currency","2004/07/31",132.80
"Currency","2004/07/30",130.00
"Currency","2004/07/29",130.00
"Currency","2004/07/28",129.83
"Currency","2004/07/27",130.00
"Currency","2004/07/26",130.00
"Currency","2004/07/23",130.00
"Currency","2004/07/22",130.00
"Currency","2004/07/21",130.00
"Currency","2004/07/20",130.00
"Currency","2004/07/19",130.00
"Currency","2004/07/16",130.00
"Currency","2004/07/15",130.00
"Currency","2004/07/14",130.00
"Currency","2004/07/13",130.00
"Currency","2004/07/12",130.00
"Currency","2004/07/09",130.29
"Currency","2004/07/08",130.00
"Currency","2004/07/07",130.00
"Currency","2004/07/06",130.00
"Currency","2004/07/05",130.00
"Currency","2004/07/02",130.00
"Currency","2004/07/01",130.00
"Currency","2004/06/30",130.00
"Currency","2004/06/29",130.00
"Currency","2004/06/28",130.00
"Currency","2004/06/25",129.86
"Currency","2004/06/24",130.00
"Currency","2004/06/23",130.00
"Currency","2004/06/22",129.77
"Currency","2004/06/21",130.00
"Currency","2004/06/18",130.00
"Currency","2004/06/17",130.00
"Currency","2004/06/16",130.00
"Currency","2004/06/15",130.00
"Currency","2004/06/14",130.00
"Currency","2004/06/11",130.00
"Currency","2004/06/10",130.00
"Currency","2004/06/09",130.00
"Currency","2004/06/08",130.38
"Currency","2004/06/07",130.00
"Currency","2004/06/04",130.00
"Currency","2004/06/03",130.00
"Currency","2004/06/02",130.00
"Currency","2004/06/01",130.00
"Currency","2004/05/31",130.00
"Currency","2004/05/28",130.00
"Currency","2004/05/27",130.00
"Currency","2004/05/26",130.00
"Currency","2004/05/25",130.00
"Currency","2004/05/24",130.00
"Currency","2004/05/21",130.00
"Currency","2004/05/20",130.00
"Currency","2004/05/19",130.18
"Currency","2004/05/18",130.00
"Currency","2004/05/17",130.00
"Currency","2004/05/14",130.00
"Currency","2004/05/13",130.00
"Currency","2004/05/12",130.00
"Currency","2004/05/11",130.00
"Currency","2004/05/10",130.00
"Currency","2004/05/07",129.58
"Currency","2004/05/06",130.00
"Currency","2004/05/05",130.00
"Currency","2004/05/04",130.00
"Currency","2004/05/03",130.00
"Currency","2004/04/30",130.00
"Currency","2004/04/29",130.00
"Currency","2004/04/28",130.00
"Currency","2004/04/27",130.00
"Currency","2004/04/26",130.00
"Currency","2004/04/23",130.00
"Currency","2004/04/22",130.00
"Currency","2004/04/21",130.00
"Currency","2004/04/20",130.00
"Currency","2004/04/19",130.00
"Currency","2004/04/16",130.00
"Currency","2004/04/15",130.00
"Currency","2004/04/14",130.00
"Currency","2004/04/13",130.00
"Currency","2004/04/09",130.00
"Currency","2004/04/08",130.00
"Currency","2004/04/07",130.00
"Currency","2004/04/06",130.00
"Currency","2004/04/05",130.00
"Currency","2004/04/02",130.00
"Currency","2004/04/01",133.00
"Currency","2004/03/31",133.00
"Currency","2004/03/30",133.00
"Currency","2004/03/29",133.00
"Currency","2004/03/26",130.53
"Currency","2004/03/25",133.00
"Currency","2004/03/24",133.00
"Currency","2004/03/23",133.00
"Currency","2004/03/22",133.00
"Currency","2004/03/19",133.00
"Currency","2004/03/18",133.00
"Currency","2004/03/17",134.00
"Currency","2004/03/16",134.00
"Currency","2004/03/15",134.00
"Currency","2004/03/12",134.00
"Currency","2004/03/11",134.00
"Currency","2004/03/10",134.00
"Currency","2004/03/09",135.00
"Currency","2004/03/08",132.05
"Currency","2004/03/05",131.88
"Currency","2004/03/04",135.00
"Currency","2004/03/03",135.00
"Currency","2004/03/02",131.99
"Currency","2004/03/01",135.00
"Currency","2004/02/29",135.16
"Currency","2004/02/27",135.50
"Currency","2004/02/26",135.50
"Currency","2004/02/25",133.21
"Currency","2004/02/24",133.12
"Currency","2004/02/23",135.50
"Currency","2004/02/20",133.14
"Currency","2004/02/19",135.50
"Currency","2004/02/18",135.50
"Currency","2004/02/17",133.35
"Currency","2004/02/16",133.50
"Currency","2004/02/13",133.50
"Currency","2004/02/12",133.07
"Currency","2004/02/11",133.50
"Currency","2004/02/10",133.50
"Currency","2004/02/09",133.50
"Currency","2004/02/06",133.50
"Currency","2004/02/05",133.50
"Currency","2004/02/04",133.50
"Currency","2004/02/03",133.50
"Currency","2004/02/02",135.00
"Currency","2004/01/31",136.08
"Currency","2004/01/30",135.00
"Currency","2004/01/29",136.50
"Currency","2004/01/28",136.50
"Currency","2004/01/27",136.50
"Currency","2004/01/26",136.50
"Currency","2004/01/23",136.50
"Currency","2004/01/22",136.50
"Currency","2004/01/21",136.50
"Currency","2004/01/20",136.50
"Currency","2004/01/19",136.50
"Currency","2004/01/16",134.50
"Currency","2004/01/15",136.50
"Currency","2004/01/14",136.50
"Currency","2004/01/13",136.50
"Currency","2004/01/12",136.50
"Currency","2004/01/09",136.50
"Currency","2004/01/08",136.50
"Currency","2004/01/07",135.23
"Currency","2004/01/06",137.75
"Currency","2004/01/05",137.75
"Currency","2004/01/02",135.31
"Currency","2004/01/01",137.00
"Currency","2003/12/31",137.00
"Currency","2003/12/30",137.00
"Currency","2003/12/29",137.00
"Currency","2003/12/26",137.00
"Currency","2003/12/25",137.00
"Currency","2003/12/24",137.00
"Currency","2003/12/23",134.13
"Currency","2003/12/22",137.00
"Currency","2003/12/19",137.00
"Currency","2003/12/18",137.00
"Currency","2003/12/17",137.00
"Currency","2003/12/16",137.10
"Currency","2003/12/15",137.50
"Currency","2003/12/12",134.40
"Currency","2003/12/11",137.50
"Currency","2003/12/10",134.88
"Currency","2003/12/09",137.50
"Currency","2003/12/08",138.50
"Currency","2003/12/05",138.50
"Currency","2003/12/04",140.00
"Currency","2003/12/03",140.00
"Currency","2003/12/02",140.00
"Currency","2003/12/01",140.00
"Currency","2003/11/30",136.61
"Currency","2003/10/31",129.79
"Currency","2003/09/30",128.58
"Currency","2003/08/31",127.90
"Currency","2003/07/31",127.77
"Currency","2003/06/30",127.83
"Currency","2003/05/31",127.67
"Currency","2003/04/30",127.37
"Currency","2003/03/31",127.16
"Currency","2003/02/28",127.32
"Currency","2003/01/31",127.07
"Currency","2002/12/31",126.88
"Currency","2002/11/30",126.83
"Currency","2002/10/31",126.56
"Currency","2002/09/30",126.45
"Currency","2002/08/31",125.75
"Currency","2002/07/31",123.72
"Currency","2002/06/30",118.49
"Currency","2002/05/31",116.55
"Currency","2002/04/30",116.13
"Currency","2002/03/31",116.04
"Currency","2002/02/28",114.28
"Currency","2002/01/31",113.96
"Currency","2001/12/31",112.99
"Currency","2001/11/30",111.99
"Currency","2001/10/31",111.60
"Currency","2001/09/30",111.60
"Currency","2001/08/31",111.70
"Currency","2001/07/31",111.85
"Currency","2001/06/30",112.48
"Currency","2001/05/31",113.57
"Currency","2001/04/30",113.70
"Currency","2001/03/31",110.66
"Currency","2001/02/28",110.71
"Currency","2001/01/31",110.50
"Currency","2000/12/31",106.71
"Currency","2000/11/30",102.52
"Currency","2000/10/31",102.48
"Currency","2000/09/30",102.36
"Currency","2000/08/31",102.88
"Currency","2000/07/31",105.33
"Currency","2000/06/30",101.83
"Currency","2000/05/31",101.15
"Currency","2000/04/30",100.38
"Currency","2000/03/31",100.93
"Currency","2000/02/29",99.91
"Currency","2000/01/31",98.78
"Currency","1999/12/31",97.60
"Currency","1999/11/30",96.45
"Currency","1999/10/31",94.90
"Currency","1999/09/30",94.88
"Currency","1999/08/31",94.88
"Currency","1999/07/31",94.88
"Currency","1999/06/30",94.88
"Currency","1999/05/31",94.88
"Currency","1999/04/30",90.00
"Currency","1999/03/31",86.97
"Currency","1999/02/28",86.00
"Currency","1999/01/31",86.00
"Currency","1998/12/31",21.89
"Currency","1998/11/30",21.89
"Currency","1998/10/31",21.89
"Currency","1998/09/30",21.89
"Currency","1998/08/31",21.89
"Currency","1998/07/31",21.89
"Currency","1998/06/30",21.89
"Currency","1998/05/31",21.89
"Currency","1998/04/30",21.89
"Currency","1998/03/31",21.89
"Currency","1998/02/28",21.89
"Currency","1998/01/31",21.89
"Currency","1997/12/31",21.89
"Currency","1997/11/30",21.89
"Currency","1997/10/31",21.89
"Currency","1997/09/30",21.89
"Currency","1997/08/31",21.89
"Currency","1997/07/31",21.89
"Currency","1997/06/30",21.89
"Currency","1997/05/31",21.89
"Currency","1997/04/30",21.89
"Currency","1997/03/31",21.89
"Currency","1997/02/28",21.89
"Currency","1997/01/31",21.89
"Currency","1996/12/31",21.89
"Currency","1996/11/30",21.89
"Currency","1996/10/31",21.89
"Currency","1996/09/30",21.89
"Currency","1996/08/31",21.89
"Currency","1996/07/31",21.89
"Currency","1996/06/30",21.89
"Currency","1996/05/31",21.89
"Currency","1996/04/30",21.89
"Currency","1996/03/31",21.89
"Currency","1996/02/29",21.89
"Currency","1996/01/31",21.89
"Currency","1995/12/31",21.89
"Currency","1995/11/30",21.89
"Currency","1995/10/31",21.89
"Currency","1995/09/30",21.89
"Currency","1995/08/31",21.89
"Currency","1995/07/31",21.89
"Currency","1995/06/30",21.89
"Currency","1995/05/31",21.89
"Currency","1995/04/30",21.89
"Currency","1995/03/31",21.89
"Currency","1995/02/28",21.89
"Currency","1995/01/31",21.89
"Currency","1994/12/31",21.89
"Currency","1994/11/30",21.89
"Currency","1994/10/31",21.89
"Currency","1994/09/30",21.89
"Currency","1994/08/31",21.89
"Currency","1994/07/31",21.89
"Currency","1994/06/30",21.89
"Currency","1994/05/31",21.89
"Currency","1994/04/30",21.89
"Currency","1994/03/31",21.89
"Currency","1994/02/28",21.89
"Currency","1994/01/31",21.89
"Currency","1993/12/31",21.89
"Currency","1993/11/30",21.89
"Currency","1993/10/31",21.89
"Currency","1993/09/30",21.89
"Currency","1993/08/31",21.89
"Currency","1993/07/31",21.89
"Currency","1993/06/30",21.89
"Currency","1993/05/31",21.89
"Currency","1993/04/30",22.54
"Currency","1993/03/31",24.88
"Currency","1993/02/28",22.00
"Currency","1993/01/31",20.11
"Currency","1992/12/31",19.66
"Currency","1992/11/30",19.44
"Currency","1992/10/31",19.39
"Currency","1992/09/30",19.35
"Currency","1992/08/31",18.48
"Currency","1992/07/31",18.44
"Currency","1992/06/30",18.46
"Currency","1992/05/31",18.46
"Currency","1992/04/30",18.51
"Currency","1992/03/31",17.61
"Currency","1992/02/29",10.23
"Currency","1992/01/31",9.56
"Currency","1991/12/31",9.87
"Currency","1991/11/30",9.87
"Currency","1991/10/31",9.88
"Currency","1991/09/30",10.24
"Currency","1991/08/31",11.33
"Currency","1991/07/31",11.05
"Currency","1991/06/30",10.17
"Currency","1991/05/31",9.37
"Currency","1991/04/30",8.87
"Currency","1991/03/31",9.45
"Currency","1991/02/28",9.61
"Currency","1991/01/31",9.21
"Currency","1990/12/31",8.71
"Currency","1990/11/30",8.32
"Currency","1990/10/31",8.01
"Currency","1990/09/30",7.97
"Currency","1990/08/31",7.96
"Currency","1990/07/31",7.95
"Currency","1990/06/30",7.94
"Currency","1990/05/31",7.94
"Currency","1990/04/30",7.94
"Currency","1990/03/31",7.94
"Currency","1990/02/28",7.90
"Currency","1990/01/31",7.86
"Currency","1989/12/31",7.62
"Currency","1989/11/30",7.50
"Currency","1989/10/31",7.39
"Currency","1989/09/30",7.34
"Currency","1989/08/31",7.26
"Currency","1989/07/31",7.14
"Currency","1989/06/30",7.35
"Currency","1989/05/31",7.51
"Currency","1989/04/30",7.58
"Currency","1989/03/31",7.59
"Currency","1989/02/28",7.38
"Currency","1989/01/31",7.04
"Currency","1988/12/31",5.35
"Currency","1988/11/30",5.15
"Currency","1988/10/31",4.77
"Currency","1988/09/30",4.72
"Currency","1988/08/31",4.58
"Currency","1988/07/31",4.61
"Currency","1988/06/30",4.19
"Currency","1988/05/31",4.11
"Currency","1988/04/30",4.20
"Currency","1988/03/31",4.32
"Currency","1988/02/29",4.26
"Currency","1988/01/31",4.17
"Currency","1987/12/31",4.17
"Currency","1987/11/30",4.29
"Currency","1987/10/31",4.28
"Currency","1987/09/30",4.21
"Currency","1987/08/31",4.08
"Currency","1987/07/31",3.81
"Currency","1987/06/30",4.05
"Currency","1987/05/31",4.16
"Currency","1987/04/30",3.91
"Currency","1987/03/31",3.92
"Currency","1987/02/28",3.70
"Currency","1987/01/31",3.65
"Currency","1986/12/31",3.18
"Currency","1986/11/30",3.53
"Currency","1986/10/31",4.12
"Currency","1986/09/30",4.64
"Currency","1986/08/31",1.33
"Currency","1986/07/31",1.27
"Currency","1986/06/30",1.12
"Currency","1986/05/31",1.03
"Currency","1986/04/30",1.01
"Currency","1986/03/31",1.00
"Currency","1986/02/28",1.00
"Currency","1986/01/31",1.00
"Currency","1985/12/31",0.96
"Currency","1985/11/30",0.92
"Currency","1985/10/31",0.92
"Currency","1985/09/30",0.92
"Currency","1985/08/31",0.90
"Currency","1985/07/31",0.90
"Currency","1985/06/30",0.90
"Currency","1985/05/31",0.89
"Currency","1985/04/30",0.88
"Currency","1985/03/31",0.87
"Currency","1985/02/28",0.85
"Currency","1985/01/31",0.82
"Currency","1984/12/31",0.81
"Currency","1984/11/30",0.80
"Currency","1984/10/31",0.77
"Currency","1984/09/30",0.77
"Currency","1984/08/31",0.77
"Currency","1984/07/31",0.77
"Currency","1984/06/30",0.75
"Currency","1984/05/31",0.75
"Currency","1984/04/30",0.75
"Currency","1984/03/31",0.75
"Currency","1984/02/29",0.75
"Currency","1984/01/31",0.75
"Currency","1983/12/31",0.75
"Currency","1983/11/30",0.75
"Currency","1983/10/31",0.75
"Currency","1983/09/30",0.75
"Currency","1983/08/31",0.75
"Currency","1983/07/31",0.74
"Currency","1983/06/30",0.73
"Currency","1983/05/31",0.70
"Currency","1983/04/30",0.70
"Currency","1983/03/31",0.70
"Currency","1983/02/28",0.69
"Currency","1983/01/31",0.67
"Currency","1982/12/31",0.67
"Currency","1982/11/30",0.69
"Currency","1982/10/31",0.69
"Currency","1982/09/30",0.68
"Currency","1982/08/31",0.68
"Currency","1982/07/31",0.68
"Currency","1982/06/30",0.68
"Currency","1982/05/31",0.67
"Currency","1982/04/30",0.67
"Currency","1982/03/31",0.66
"Currency","1982/02/28",0.66
"Currency","1982/01/31",0.64
"Currency","1981/12/31",0.64
"Currency","1981/11/30",0.65
"Currency","1981/10/31",0.66
"Currency","1981/09/30",0.67
"Currency","1981/08/31",0.67
"Currency","1981/07/31",0.60
"Currency","1981/06/30",0.59
"Currency","1981/05/31",0.60
"Currency","1981/04/30",0.60
"Currency","1981/03/31",0.57
"Currency","1981/02/28",0.55
"Currency","1981/01/31",0.53
"Currency","1980/12/31",0.54
"Currency","1980/11/30",0.53
"Currency","1980/10/31",0.53
"Currency","1980/09/30",0.53
"Currency","1980/08/31",0.54
"Currency","1980/07/31",0.54
"Currency","1980/06/30",0.54
"Currency","1980/05/31",0.56
"Currency","1980/04/30",0.56
"Currency","1980/03/31",0.56
"Currency","1980/02/29",0.55
"Currency","1980/01/31",0.56
"Currency","1979/12/31",0.57
"Currency","1979/11/30",0.58
"Currency","1979/10/31",0.58
"Currency","1979/09/30",0.57
"Currency","1979/08/31",0.58
"Currency","1979/07/31",0.59
"Currency","1979/06/30",0.61
"Currency","1979/05/31",0.62
"Currency","1979/04/30",0.62
"Currency","1979/03/31",0.64
"Currency","1979/02/28",0.55
"Currency","1979/01/31",0.65
"Currency","1978/12/31",0.58
"Currency","1978/11/30",0.58
"Currency","1978/10/31",0.57
"Currency","1978/09/30",0.59
"Currency","1978/08/31",0.59
"Currency","1978/07/31",0.61
"Currency","1978/06/30",0.62
"Currency","1978/05/31",0.61
"Currency","1978/04/30",0.61
"Currency","1978/03/31",0.62
"Currency","1978/02/28",0.65
"Currency","1978/01/31",0.64
"Currency","1977/12/31",0.65
"Currency","1977/11/30",0.65
"Currency","1977/10/31",0.65
"Currency","1977/09/30",0.65
"Currency","1977/08/31",0.65
"Currency","1977/07/31",0.65
"Currency","1977/06/30",0.65
"Currency","1977/05/31",0.65
"Currency","1977/04/30",0.65
"Currency","1977/03/31",0.64
"Currency","1977/02/28",0.63
"Currency","1977/01/31",0.63
"Currency","1976/12/31",0.63
"Currency","1976/11/30",0.63
"Currency","1976/10/31",0.63
"Currency","1976/09/30",0.63
"Currency","1976/08/31",0.63
"Currency","1976/07/31",0.63
"Currency","1976/06/30",0.63
"Currency","1976/05/31",0.63
"Currency","1976/04/30",0.63
"Currency","1976/03/31",0.62
"Currency","1976/02/29",0.62
"Currency","1976/01/31",0.62
"Currency","1975/12/31",0.63
"Currency","1975/11/30",0.63
"Currency","1975/10/31",0.63
"Currency","1975/09/30",0.62
"Currency","1975/08/31",0.61
"Currency","1975/07/31",0.61
"Currency","1975/06/30",0.61
"Currency","1975/05/31",0.61
"Currency","1975/04/30",0.61
"Currency","1975/03/31",0.61
"Currency","1975/02/28",0.61
"Currency","1975/01/31",0.62
"Currency","1974/12/31",0.62
"Currency","1974/11/30",0.62
"Currency","1974/10/31",0.62
"Currency","1974/09/30",0.62
"Currency","1974/08/31",0.62
"Currency","1974/07/31",0.62
"Currency","1974/06/30",0.62
"Currency","1974/05/31",0.61
"Currency","1974/04/30",0.66
"Currency","1974/03/31",0.66
"Currency","1974/02/28",0.66
"Currency","1974/01/31",0.66
"Currency","1973/12/31",0.66
"Currency","1973/11/30",0.66
"Currency","1973/10/31",0.66
"Currency","1973/09/30",0.66
"Currency","1973/08/31",0.66
"Currency","1973/07/31",0.66
"Currency","1973/06/30",0.66
"Currency","1973/05/31",0.66
"Currency","1973/04/30",0.66
"Currency","1973/03/31",0.66
"Currency","1973/02/28",0.66
"Currency","1973/01/31",0.66
"Currency","1972/12/31",0.66
"Currency","1972/11/30",0.66
"Currency","1972/10/31",0.66
"Currency","1972/09/30",0.66
"Currency","1972/08/31",0.66
"Currency","1972/07/31",0.66
"Currency","1972/06/30",0.66
"Currency","1972/05/31",0.66
"Currency","1972/04/30",0.66
"Currency","1972/03/31",0.66
"Currency","1972/02/29",0.66
"Currency","1972/01/31",0.66
"Currency","1971/12/31",0.66
"Currency","1971/11/30",0.66
"Currency","1971/10/31",0.66
"Currency","1971/09/30",0.66
"Currency","1971/08/31",0.71
"Currency","1971/07/31",0.71
"Currency","1971/06/30",0.71
"Currency","1971/05/31",0.71
"Currency","1971/04/30",0.71
"Currency","1971/03/31",0.71
"Currency","1971/02/28",0.71
"Currency","1971/01/31",0.71
"Currency","1970/12/31",0.71
"Currency","1970/11/30",0.71
"Currency","1970/10/31",0.71
"Currency","1970/09/30",0.71
"Currency","1970/08/31",0.71
"Currency","1970/07/31",0.71
"Currency","1970/06/30",0.71
"Currency","1970/05/31",0.71
"Currency","1970/04/30",0.71
"Currency","1970/03/31",0.71
"Currency","1970/02/28",0.71
"Currency","1970/01/31",0.71
"Currency","1969/12/31",0.71
"Currency","1969/11/30",0.71
"Currency","1969/10/31",0.71
"Currency","1969/09/30",0.71
"Currency","1969/08/31",0.71
