"Indicator","Time","Value (USD/NGN)"
"Currency","2018/06/08",305.45
"Currency","2018/06/07",305.95
"Currency","2018/06/06",305.70
"Currency","2018/06/05",305.50
"Currency","2018/06/04",305.50
"Currency","2018/06/01",305.50
"Currency","2018/05/31",305.70
"Currency","2018/05/30",314.50
"Currency","2018/05/29",305.40
"Currency","2018/05/28",305.40
"Currency","2018/05/25",305.40
"Currency","2018/05/24",315.00
"Currency","2018/05/23",305.40
"Currency","2018/05/21",305.35
"Currency","2018/05/18",305.35
"Currency","2018/05/17",314.00
"Currency","2018/05/16",305.35
"Currency","2018/05/15",305.30
"Currency","2018/05/14",305.30
"Currency","2018/05/11",305.75
"Currency","2018/05/10",305.25
"Currency","2018/05/09",305.25
"Currency","2018/05/08",305.25
"Currency","2018/05/07",305.25
"Currency","2018/05/04",305.20
"Currency","2018/05/03",305.20
"Currency","2018/05/02",305.20
"Currency","2018/05/01",305.20
"Currency","2018/04/30",305.20
"Currency","2018/04/27",305.15
"Currency","2018/04/26",305.15
"Currency","2018/04/25",305.15
"Currency","2018/04/24",305.15
"Currency","2018/04/23",305.60
"Currency","2018/04/20",305.10
"Currency","2018/04/19",305.10
"Currency","2018/04/18",305.10
"Currency","2018/04/17",305.10
"Currency","2018/04/16",305.10
"Currency","2018/04/13",305.05
"Currency","2018/04/12",305.05
"Currency","2018/04/11",305.05
"Currency","2018/04/10",305.10
"Currency","2018/04/09",305.10
"Currency","2018/04/06",305.10
"Currency","2018/04/05",305.10
"Currency","2018/04/04",305.10
"Currency","2018/04/03",305.15
"Currency","2018/04/02",305.15
"Currency","2018/03/30",305.15
"Currency","2018/03/29",305.15
"Currency","2018/03/28",305.15
"Currency","2018/03/27",305.15
"Currency","2018/03/26",305.15
"Currency","2018/03/23",305.20
"Currency","2018/03/22",314.50
"Currency","2018/03/21",305.75
"Currency","2018/03/20",305.20
"Currency","2018/03/19",305.75
"Currency","2018/03/16",305.80
"Currency","2018/03/15",305.75
"Currency","2018/03/14",314.50
"Currency","2018/03/13",314.80
"Currency","2018/03/12",314.80
"Currency","2018/03/09",305.30
"Currency","2018/03/08",305.85
"Currency","2018/03/07",305.30
"Currency","2018/03/06",305.85
"Currency","2018/03/05",315.00
"Currency","2018/03/02",305.35
"Currency","2018/03/01",305.35
"Currency","2018/02/28",305.40
"Currency","2018/02/27",305.40
"Currency","2018/02/26",314.50
"Currency","2018/02/23",305.45
"Currency","2018/02/22",305.50
"Currency","2018/02/21",306.00
"Currency","2018/02/20",305.50
"Currency","2018/02/19",305.50
"Currency","2018/02/16",305.45
"Currency","2018/02/15",305.45
"Currency","2018/02/14",305.40
"Currency","2018/02/13",305.40
"Currency","2018/02/12",305.85
"Currency","2018/02/09",305.35
"Currency","2018/02/08",305.85
"Currency","2018/02/07",305.35
"Currency","2018/02/06",305.30
"Currency","2018/02/05",305.30
"Currency","2018/02/02",305.25
"Currency","2018/02/01",315.00
"Currency","2018/01/31",305.20
"Currency","2018/01/30",305.20
"Currency","2018/01/29",305.20
"Currency","2018/01/26",315.00
"Currency","2018/01/25",305.15
"Currency","2018/01/24",305.10
"Currency","2018/01/23",305.15
"Currency","2018/01/22",305.15
"Currency","2018/01/19",305.20
"Currency","2018/01/18",305.20
"Currency","2018/01/17",305.25
"Currency","2018/01/16",305.25
"Currency","2018/01/15",305.30
"Currency","2018/01/12",305.30
"Currency","2018/01/11",305.30
"Currency","2018/01/10",332.00
"Currency","2018/01/09",305.40
"Currency","2018/01/08",305.40
"Currency","2018/01/05",305.45
"Currency","2018/01/04",305.45
"Currency","2018/01/03",305.45
"Currency","2018/01/02",305.50
"Currency","2017/12/29",306.35
"Currency","2017/12/28",306.35
"Currency","2017/12/27",306.40
"Currency","2017/12/26",306.00
"Currency","2017/12/25",306.00
"Currency","2017/12/22",306.00
"Currency","2017/12/21",306.00
"Currency","2017/12/20",306.35
"Currency","2017/12/19",306.35
"Currency","2017/12/18",306.25
"Currency","2017/12/15",314.50
"Currency","2017/12/14",306.00
"Currency","2017/12/13",306.30
"Currency","2017/12/12",314.50
"Currency","2017/12/11",314.50
"Currency","2017/12/08",306.40
"Currency","2017/12/07",306.45
"Currency","2017/12/06",306.00
"Currency","2017/12/05",306.35
"Currency","2017/12/04",306.50
"Currency","2017/12/01",305.50
"Currency","2017/11/30",305.50
"Currency","2017/11/29",305.25
"Currency","2017/11/28",305.30
"Currency","2017/11/27",305.30
"Currency","2017/11/24",306.00
"Currency","2017/11/23",306.00
"Currency","2017/11/22",306.00
"Currency","2017/11/21",305.40
"Currency","2017/11/20",305.95
"Currency","2017/11/17",305.45
"Currency","2017/11/16",306.00
"Currency","2017/11/15",305.50
"Currency","2017/11/14",305.50
"Currency","2017/11/13",305.50
"Currency","2017/11/10",314.50
"Currency","2017/11/09",305.45
"Currency","2017/11/08",305.45
"Currency","2017/11/07",305.40
"Currency","2017/11/06",305.40
"Currency","2017/11/03",305.40
"Currency","2017/11/02",305.35
"Currency","2017/11/01",353.00
"Currency","2017/10/31",356.00
"Currency","2017/10/30",357.00
"Currency","2017/10/27",353.00
"Currency","2017/10/26",352.00
"Currency","2017/10/25",354.00
"Currency","2017/10/24",353.00
"Currency","2017/10/23",356.00
"Currency","2017/10/20",357.00
"Currency","2017/10/19",352.00
"Currency","2017/10/18",352.00
"Currency","2017/10/17",353.00
"Currency","2017/10/16",353.00
"Currency","2017/10/13",353.00
"Currency","2017/10/12",353.00
"Currency","2017/10/11",305.05
"Currency","2017/10/10",353.00
"Currency","2017/10/09",305.70
"Currency","2017/10/06",353.00
"Currency","2017/10/05",353.00
"Currency","2017/10/04",353.00
"Currency","2017/10/03",353.00
"Currency","2017/10/02",353.00
"Currency","2017/09/29",353.00
"Currency","2017/09/28",305.45
"Currency","2017/09/27",353.00
"Currency","2017/09/26",353.00
"Currency","2017/09/25",314.50
"Currency","2017/09/22",353.00
"Currency","2017/09/21",353.00
"Currency","2017/09/20",358.00
"Currency","2017/09/19",358.00
"Currency","2017/09/18",358.00
"Currency","2017/09/16",352.00
"Currency","2017/09/15",352.00
"Currency","2017/09/14",352.00
"Currency","2017/09/13",360.00
"Currency","2017/09/12",360.00
"Currency","2017/09/11",360.00
"Currency","2017/09/08",360.00
"Currency","2017/09/07",360.00
"Currency","2017/09/06",360.00
"Currency","2017/09/05",357.00
"Currency","2017/09/04",305.00
"Currency","2017/09/01",305.00
"Currency","2017/08/31",305.00
"Currency","2017/08/30",365.00
"Currency","2017/08/29",365.00
"Currency","2017/08/28",305.80
"Currency","2017/08/25",305.25
"Currency","2017/08/24",305.75
"Currency","2017/08/23",361.00
"Currency","2017/08/22",364.90
"Currency","2017/08/21",364.90
"Currency","2017/08/18",364.90
"Currency","2017/08/17",364.90
"Currency","2017/08/16",364.90
"Currency","2017/08/15",364.90
"Currency","2017/08/14",364.90
"Currency","2017/08/11",364.90
"Currency","2017/08/10",361.00
"Currency","2017/08/09",361.00
"Currency","2017/08/08",361.00
"Currency","2017/08/07",363.00
"Currency","2017/08/04",361.00
"Currency","2017/08/03",362.00
"Currency","2017/08/02",364.50
"Currency","2017/08/01",364.00
"Currency","2017/07/31",349.60
"Currency","2017/07/28",304.68
"Currency","2017/07/27",318.40
"Currency","2017/07/26",304.75
"Currency","2017/07/25",319.68
"Currency","2017/07/24",319.11
"Currency","2017/07/21",304.78
"Currency","2017/07/20",319.68
"Currency","2017/07/19",347.00
"Currency","2017/07/18",347.00
"Currency","2017/07/17",347.00
"Currency","2017/07/14",304.98
"Currency","2017/07/13",347.00
"Currency","2017/07/12",348.00
"Currency","2017/07/11",324.18
"Currency","2017/07/10",349.00
"Currency","2017/07/07",349.00
"Currency","2017/07/06",349.00
"Currency","2017/07/05",324.18
"Currency","2017/07/04",304.95
"Currency","2017/07/03",349.00
"Currency","2017/07/01",349.00
"Currency","2017/06/30",349.00
"Currency","2017/06/29",348.00
"Currency","2017/06/28",322.00
"Currency","2017/06/27",322.00
"Currency","2017/06/26",322.00
"Currency","2017/06/23",322.00
"Currency","2017/06/22",322.00
"Currency","2017/06/21",322.00
"Currency","2017/06/20",322.00
"Currency","2017/06/19",322.00
"Currency","2017/06/16",322.00
"Currency","2017/06/15",322.00
"Currency","2017/06/14",321.00
"Currency","2017/06/13",321.00
"Currency","2017/06/12",322.00
"Currency","2017/06/09",322.00
"Currency","2017/06/08",323.00
"Currency","2017/06/07",323.00
"Currency","2017/06/06",323.00
"Currency","2017/06/05",322.00
"Currency","2017/06/02",324.00
"Currency","2017/06/01",324.00
"Currency","2017/05/31",324.00
"Currency","2017/05/30",321.00
"Currency","2017/05/29",321.00
"Currency","2017/05/26",321.00
"Currency","2017/05/25",321.00
"Currency","2017/05/24",315.00
"Currency","2017/05/23",315.00
"Currency","2017/05/22",315.00
"Currency","2017/05/20",315.00
"Currency","2017/05/19",315.00
"Currency","2017/05/18",315.00
"Currency","2017/05/17",315.00
"Currency","2017/05/15",306.00
"Currency","2017/05/12",304.55
"Currency","2017/05/11",304.65
"Currency","2017/05/10",304.65
"Currency","2017/05/09",324.00
"Currency","2017/05/08",313.68
"Currency","2017/05/05",304.65
"Currency","2017/05/04",304.70
"Currency","2017/05/03",304.75
"Currency","2017/05/02",305.40
"Currency","2017/05/01",304.80
"Currency","2017/04/28",304.80
"Currency","2017/04/27",304.80
"Currency","2017/04/26",305.00
"Currency","2017/04/21",305.05
"Currency","2017/04/20",305.05
"Currency","2017/04/19",315.00
"Currency","2017/04/18",315.00
"Currency","2017/04/17",313.00
"Currency","2017/04/15",314.00
"Currency","2017/04/14",314.00
"Currency","2017/04/13",314.00
"Currency","2017/04/12",314.00
"Currency","2017/04/11",315.00
"Currency","2017/04/10",314.00
"Currency","2017/04/07",315.00
"Currency","2017/04/06",314.00
"Currency","2017/04/05",315.00
"Currency","2017/04/04",305.20
"Currency","2017/04/03",314.00
"Currency","2017/03/31",315.00
"Currency","2017/03/30",315.00
"Currency","2017/03/29",314.00
"Currency","2017/03/28",315.00
"Currency","2017/03/27",314.00
"Currency","2017/03/24",315.00
"Currency","2017/03/23",315.00
"Currency","2017/03/22",314.00
"Currency","2017/03/21",315.00
"Currency","2017/03/20",314.00
"Currency","2017/03/17",315.00
"Currency","2017/03/16",315.00
"Currency","2017/03/15",315.00
"Currency","2017/03/14",315.00
"Currency","2017/03/13",314.00
"Currency","2017/03/11",315.00
"Currency","2017/03/10",314.00
"Currency","2017/03/09",315.00
"Currency","2017/03/08",314.00
"Currency","2017/03/07",315.00
"Currency","2017/03/06",304.20
"Currency","2017/03/03",315.00
"Currency","2017/03/02",304.45
"Currency","2017/03/01",315.00
"Currency","2017/02/28",304.45
"Currency","2017/02/27",315.00
"Currency","2017/02/24",304.48
"Currency","2017/02/23",315.00
"Currency","2017/02/22",304.20
"Currency","2017/02/21",315.00
"Currency","2017/02/20",304.45
"Currency","2017/02/17",315.00
"Currency","2017/02/16",304.45
"Currency","2017/02/15",315.00
"Currency","2017/02/14",304.00
"Currency","2017/02/13",315.00
"Currency","2017/02/10",304.00
"Currency","2017/02/09",315.00
"Currency","2017/02/08",315.00
"Currency","2017/02/07",315.00
"Currency","2017/02/03",315.00
"Currency","2017/02/02",315.00
"Currency","2017/02/01",315.00
"Currency","2017/01/31",315.00
"Currency","2017/01/30",311.58
"Currency","2017/01/28",315.00
"Currency","2017/01/27",315.00
"Currency","2017/01/26",304.50
"Currency","2017/01/25",315.00
"Currency","2017/01/24",306.00
"Currency","2017/01/21",315.00
"Currency","2017/01/20",315.00
"Currency","2017/01/19",315.00
"Currency","2017/01/18",314.00
"Currency","2017/01/17",315.00
"Currency","2017/01/16",314.00
"Currency","2017/01/13",315.00
"Currency","2017/01/12",304.00
"Currency","2017/01/11",315.00
"Currency","2017/01/10",304.20
"Currency","2017/01/09",315.00
"Currency","2017/01/07",304.00
"Currency","2017/01/06",315.00
"Currency","2017/01/05",304.00
"Currency","2017/01/04",304.00
"Currency","2017/01/03",304.00
"Currency","2017/01/02",304.00
"Currency","2016/12/30",304.20
"Currency","2016/12/29",304.20
"Currency","2016/12/28",304.25
"Currency","2016/12/27",304.20
"Currency","2016/12/26",304.25
"Currency","2016/12/23",315.00
"Currency","2016/12/22",314.00
"Currency","2016/12/21",315.00
"Currency","2016/12/20",315.00
"Currency","2016/12/19",315.00
"Currency","2016/12/16",315.00
"Currency","2016/12/15",315.00
"Currency","2016/12/14",315.00
"Currency","2016/12/13",315.00
"Currency","2016/12/12",314.00
"Currency","2016/12/10",315.00
"Currency","2016/12/09",315.00
"Currency","2016/12/08",314.00
"Currency","2016/12/07",314.00
"Currency","2016/12/06",314.00
"Currency","2016/12/05",304.00
"Currency","2016/12/02",314.00
"Currency","2016/12/01",315.00
"Currency","2016/11/30",314.00
"Currency","2016/11/29",314.00
"Currency","2016/11/28",314.00
"Currency","2016/11/25",313.00
"Currency","2016/11/24",315.00
"Currency","2016/11/23",315.00
"Currency","2016/11/22",315.00
"Currency","2016/11/21",315.00
"Currency","2016/11/19",304.00
"Currency","2016/11/18",304.00
"Currency","2016/11/17",304.00
"Currency","2016/11/16",304.00
"Currency","2016/11/15",304.00
"Currency","2016/11/14",315.25
"Currency","2016/11/11",304.00
"Currency","2016/11/10",304.00
"Currency","2016/11/09",304.00
"Currency","2016/11/08",304.00
"Currency","2016/11/04",304.00
"Currency","2016/11/03",304.00
"Currency","2016/11/02",304.00
"Currency","2016/11/01",304.50
"Currency","2016/10/31",304.50
"Currency","2016/10/28",304.50
"Currency","2016/10/27",317.55
"Currency","2016/10/26",304.50
"Currency","2016/10/25",304.50
"Currency","2016/10/24",304.25
"Currency","2016/10/21",304.25
"Currency","2016/10/20",313.87
"Currency","2016/10/19",315.30
"Currency","2016/10/18",315.25
"Currency","2016/10/17",315.50
"Currency","2016/10/14",309.50
"Currency","2016/10/13",304.25
"Currency","2016/10/12",304.99
"Currency","2016/10/11",315.25
"Currency","2016/10/10",314.03
"Currency","2016/10/07",305.99
"Currency","2016/10/06",310.24
"Currency","2016/10/05",304.20
"Currency","2016/10/04",315.25
"Currency","2016/10/03",315.00
"Currency","2016/10/01",304.50
"Currency","2016/09/30",315.00
"Currency","2016/09/29",315.25
"Currency","2016/09/28",315.25
"Currency","2016/09/27",315.25
"Currency","2016/09/26",314.50
"Currency","2016/09/24",304.50
"Currency","2016/09/23",315.25
"Currency","2016/09/22",314.75
"Currency","2016/09/21",315.25
"Currency","2016/09/20",314.75
"Currency","2016/09/19",315.25
"Currency","2016/09/17",304.00
"Currency","2016/09/16",315.75
"Currency","2016/09/15",315.25
"Currency","2016/09/14",315.75
"Currency","2016/09/13",315.50
"Currency","2016/09/12",310.50
"Currency","2016/09/10",304.00
"Currency","2016/09/09",325.25
"Currency","2016/09/08",314.75
"Currency","2016/09/07",315.25
"Currency","2016/09/06",314.75
"Currency","2016/09/05",317.00
"Currency","2016/09/01",314.75
"Currency","2016/08/31",314.25
"Currency","2016/08/30",315.00
"Currency","2016/08/29",314.75
"Currency","2016/08/26",315.25
"Currency","2016/08/25",315.25
"Currency","2016/08/24",314.25
"Currency","2016/08/23",328.25
"Currency","2016/08/22",329.50
"Currency","2016/08/19",344.50
"Currency","2016/08/18",347.25
"Currency","2016/08/17",326.75
"Currency","2016/08/16",324.20
"Currency","2016/08/15",310.25
"Currency","2016/08/12",322.25
"Currency","2016/08/11",313.75
"Currency","2016/08/10",320.25
"Currency","2016/08/09",311.25
"Currency","2016/08/08",317.75
"Currency","2016/08/05",319.25
"Currency","2016/08/04",316.75
"Currency","2016/08/03",315.95
"Currency","2016/08/02",317.50
"Currency","2016/08/01",316.50
"Currency","2016/07/29",319.75
"Currency","2016/07/28",315.38
"Currency","2016/07/27",315.50
"Currency","2016/07/26",310.50
"Currency","2016/07/25",296.00
"Currency","2016/07/22",305.25
"Currency","2016/07/21",293.50
"Currency","2016/07/20",295.25
"Currency","2016/07/19",293.25
"Currency","2016/07/18",283.75
"Currency","2016/07/15",284.25
"Currency","2016/07/14",283.75
"Currency","2016/07/13",282.88
"Currency","2016/07/12",283.75
"Currency","2016/07/11",282.25
"Currency","2016/07/08",282.75
"Currency","2016/07/07",282.00
"Currency","2016/07/06",282.10
"Currency","2016/07/05",282.25
"Currency","2016/07/04",282.33
"Currency","2016/07/01",282.13
"Currency","2016/06/30",280.50
"Currency","2016/06/29",282.75
"Currency","2016/06/28",282.25
"Currency","2016/06/27",282.25
"Currency","2016/06/24",281.75
"Currency","2016/06/23",281.25
"Currency","2016/06/22",282.50
"Currency","2016/06/21",284.50
"Currency","2016/06/20",282.50
"Currency","2016/06/17",199.00
"Currency","2016/06/16",198.50
"Currency","2016/06/15",198.50
"Currency","2016/06/14",199.05
"Currency","2016/06/13",199.05
"Currency","2016/06/10",199.05
"Currency","2016/06/09",199.05
"Currency","2016/06/08",199.00
"Currency","2016/06/07",199.05
"Currency","2016/06/06",199.05
"Currency","2016/06/04",199.05
"Currency","2016/06/03",198.97
"Currency","2016/06/02",199.05
"Currency","2016/06/01",199.05
"Currency","2016/05/31",199.05
"Currency","2016/05/30",199.08
"Currency","2016/05/27",199.02
"Currency","2016/05/26",199.02
"Currency","2016/05/25",199.05
"Currency","2016/05/24",199.05
"Currency","2016/05/23",199.05
"Currency","2016/05/20",199.05
"Currency","2016/05/19",199.05
"Currency","2016/05/18",199.05
"Currency","2016/05/17",199.23
"Currency","2016/05/16",199.25
"Currency","2016/05/13",199.05
"Currency","2016/05/12",199.05
"Currency","2016/05/11",199.20
"Currency","2016/05/10",199.05
"Currency","2016/05/09",198.88
"Currency","2016/05/06",198.98
"Currency","2016/05/05",198.98
"Currency","2016/05/04",198.97
"Currency","2016/05/03",198.97
"Currency","2016/05/02",199.05
"Currency","2016/04/29",199.15
"Currency","2016/04/28",198.99
"Currency","2016/04/27",198.96
"Currency","2016/04/26",199.05
"Currency","2016/04/25",199.20
"Currency","2016/04/23",199.15
"Currency","2016/04/22",199.05
"Currency","2016/04/21",199.05
"Currency","2016/04/20",198.81
"Currency","2016/04/19",199.05
"Currency","2016/04/18",198.96
"Currency","2016/04/15",198.87
"Currency","2016/04/14",198.97
"Currency","2016/04/13",199.05
"Currency","2016/04/12",199.05
"Currency","2016/04/11",199.05
"Currency","2016/04/09",199.20
"Currency","2016/04/08",199.20
"Currency","2016/04/07",199.05
"Currency","2016/04/06",199.05
"Currency","2016/04/05",199.20
"Currency","2016/04/04",199.20
"Currency","2016/04/01",199.03
"Currency","2016/03/31",199.03
"Currency","2016/03/30",199.15
"Currency","2016/03/29",199.20
"Currency","2016/03/28",199.01
"Currency","2016/03/25",199.00
"Currency","2016/03/24",199.00
"Currency","2016/03/23",198.90
"Currency","2016/03/22",199.05
"Currency","2016/03/21",198.97
"Currency","2016/03/18",199.05
"Currency","2016/03/17",199.05
"Currency","2016/03/16",199.05
"Currency","2016/03/15",199.05
"Currency","2016/03/14",199.05
"Currency","2016/03/13",198.91
"Currency","2016/03/11",199.00
"Currency","2016/03/10",199.05
"Currency","2016/03/09",199.05
"Currency","2016/03/08",199.05
"Currency","2016/03/07",199.05
"Currency","2016/03/06",199.30
"Currency","2016/03/04",199.29
"Currency","2016/03/03",199.25
"Currency","2016/03/02",199.05
"Currency","2016/03/01",199.05
"Currency","2016/02/29",199.25
"Currency","2016/02/28",199.00
"Currency","2016/02/26",198.99
"Currency","2016/02/25",198.99
"Currency","2016/02/24",198.97
"Currency","2016/02/23",198.87
"Currency","2016/02/22",198.97
"Currency","2016/02/19",199.25
"Currency","2016/02/18",198.96
"Currency","2016/02/17",199.25
"Currency","2016/02/16",199.02
"Currency","2016/02/15",198.89
"Currency","2016/02/12",198.98
"Currency","2016/02/11",198.96
"Currency","2016/02/10",198.82
"Currency","2016/02/09",198.89
"Currency","2016/02/08",199.05
"Currency","2016/02/05",198.89
"Currency","2016/02/04",199.24
"Currency","2016/02/03",198.96
"Currency","2016/02/02",199.05
"Currency","2016/02/01",199.05
"Currency","2016/01/31",198.96
"Currency","2016/01/29",198.96
"Currency","2016/01/28",198.50
"Currency","2016/01/27",199.30
"Currency","2016/01/26",199.05
"Currency","2016/01/25",198.87
"Currency","2016/01/24",198.96
"Currency","2016/01/22",198.96
"Currency","2016/01/21",198.55
"Currency","2016/01/20",199.15
"Currency","2016/01/19",199.05
"Currency","2016/01/18",198.50
"Currency","2016/01/17",199.25
"Currency","2016/01/15",198.50
"Currency","2016/01/14",199.05
"Currency","2016/01/13",198.50
"Currency","2016/01/12",198.50
"Currency","2016/01/11",199.05
"Currency","2016/01/10",199.41
"Currency","2016/01/08",199.41
"Currency","2016/01/07",199.01
"Currency","2016/01/06",199.05
"Currency","2016/01/05",199.05
"Currency","2016/01/04",199.21
"Currency","2016/01/03",199.05
"Currency","2016/01/01",199.05
"Currency","2015/12/31",199.30
"Currency","2015/12/30",199.10
"Currency","2015/12/29",199.36
"Currency","2015/12/28",199.05
"Currency","2015/12/25",199.05
"Currency","2015/12/24",199.05
"Currency","2015/12/23",199.05
"Currency","2015/12/22",197.55
"Currency","2015/12/21",199.05
"Currency","2015/12/18",199.00
"Currency","2015/12/17",199.05
"Currency","2015/12/16",199.02
"Currency","2015/12/15",199.02
"Currency","2015/12/14",197.44
"Currency","2015/12/11",199.05
"Currency","2015/12/10",198.52
"Currency","2015/12/09",199.22
"Currency","2015/12/08",199.21
"Currency","2015/12/07",198.79
"Currency","2015/12/06",199.05
"Currency","2015/12/04",199.02
"Currency","2015/12/03",199.05
"Currency","2015/12/02",199.12
"Currency","2015/12/01",199.02
"Currency","2015/11/30",198.95
"Currency","2015/11/28",199.25
"Currency","2015/11/27",199.05
"Currency","2015/11/26",197.05
"Currency","2015/11/25",199.15
"Currency","2015/11/24",199.05
"Currency","2015/11/23",199.05
"Currency","2015/11/20",199.05
"Currency","2015/11/19",197.00
"Currency","2015/11/18",197.79
"Currency","2015/11/17",198.85
"Currency","2015/11/16",198.68
"Currency","2015/11/13",197.54
"Currency","2015/11/12",199.05
"Currency","2015/11/11",198.39
"Currency","2015/11/10",199.20
"Currency","2015/11/09",199.03
"Currency","2015/11/08",199.20
"Currency","2015/11/06",198.57
"Currency","2015/11/05",199.01
"Currency","2015/11/04",199.23
"Currency","2015/11/03",198.59
"Currency","2015/11/02",199.20
"Currency","2015/11/01",199.05
"Currency","2015/10/30",199.04
"Currency","2015/10/29",198.95
"Currency","2015/10/28",199.05
"Currency","2015/10/27",199.05
"Currency","2015/10/26",198.02
"Currency","2015/10/25",199.05
"Currency","2015/10/23",199.05
"Currency","2015/10/22",198.72
"Currency","2015/10/21",199.03
"Currency","2015/10/20",198.42
"Currency","2015/10/19",199.23
"Currency","2015/10/18",199.25
"Currency","2015/10/16",199.25
"Currency","2015/10/15",198.87
"Currency","2015/10/14",198.66
"Currency","2015/10/13",199.35
"Currency","2015/10/12",199.05
"Currency","2015/10/09",199.35
"Currency","2015/10/08",199.05
"Currency","2015/10/07",199.05
"Currency","2015/10/06",198.38
"Currency","2015/10/05",199.05
"Currency","2015/10/04",199.20
"Currency","2015/10/02",199.20
"Currency","2015/10/01",199.26
"Currency","2015/09/30",199.26
"Currency","2015/09/29",198.96
"Currency","2015/09/28",199.06
"Currency","2015/09/27",199.26
"Currency","2015/09/26",199.26
"Currency","2015/09/25",199.26
"Currency","2015/09/24",199.26
"Currency","2015/09/23",199.01
"Currency","2015/09/22",199.26
"Currency","2015/09/21",199.13
"Currency","2015/09/20",199.05
"Currency","2015/09/18",199.05
"Currency","2015/09/17",199.02
"Currency","2015/09/16",199.05
"Currency","2015/09/15",199.25
"Currency","2015/09/14",199.25
"Currency","2015/09/13",199.26
"Currency","2015/09/11",199.26
"Currency","2015/09/10",199.05
"Currency","2015/09/09",199.00
"Currency","2015/09/08",199.25
"Currency","2015/09/07",199.05
"Currency","2015/09/06",199.00
"Currency","2015/09/04",199.00
"Currency","2015/09/03",199.00
"Currency","2015/09/02",199.25
"Currency","2015/09/01",199.05
"Currency","2015/08/31",199.25
"Currency","2015/08/30",199.05
"Currency","2015/08/28",199.05
"Currency","2015/08/27",199.13
"Currency","2015/08/26",198.95
"Currency","2015/08/25",199.12
"Currency","2015/08/24",199.11
"Currency","2015/08/21",199.25
"Currency","2015/08/20",199.25
"Currency","2015/08/19",199.25
"Currency","2015/08/18",199.25
"Currency","2015/08/17",199.25
"Currency","2015/08/14",199.00
"Currency","2015/08/13",199.10
"Currency","2015/08/12",198.95
"Currency","2015/08/11",199.35
"Currency","2015/08/10",199.36
"Currency","2015/08/07",199.10
"Currency","2015/08/06",199.25
"Currency","2015/08/05",198.95
"Currency","2015/08/04",198.95
"Currency","2015/08/03",198.80
"Currency","2015/07/31",198.80
"Currency","2015/07/30",198.80
"Currency","2015/07/28",198.90
"Currency","2015/07/27",198.90
"Currency","2015/07/24",198.85
"Currency","2015/07/23",198.85
"Currency","2015/07/22",198.95
"Currency","2015/07/21",198.90
"Currency","2015/07/20",197.42
"Currency","2015/07/17",198.80
"Currency","2015/07/16",198.90
"Currency","2015/07/15",198.90
"Currency","2015/07/14",198.85
"Currency","2015/07/13",198.90
"Currency","2015/07/12",198.90
"Currency","2015/07/10",198.90
"Currency","2015/07/09",198.85
"Currency","2015/07/08",198.85
"Currency","2015/07/07",199.00
"Currency","2015/07/06",198.90
"Currency","2015/07/04",198.90
"Currency","2015/07/03",196.02
"Currency","2015/07/02",198.95
"Currency","2015/07/01",198.90
"Currency","2015/06/30",198.90
"Currency","2015/06/29",198.90
"Currency","2015/06/26",198.95
"Currency","2015/06/25",198.90
"Currency","2015/06/24",198.90
"Currency","2015/06/23",198.90
"Currency","2015/06/22",195.31
"Currency","2015/06/19",198.90
"Currency","2015/06/18",198.80
"Currency","2015/06/17",198.90
"Currency","2015/06/16",198.80
"Currency","2015/06/15",198.90
"Currency","2015/06/12",198.80
"Currency","2015/06/11",198.80
"Currency","2015/06/10",198.90
"Currency","2015/06/09",198.85
"Currency","2015/06/08",198.90
"Currency","2015/06/05",198.90
"Currency","2015/06/04",199.00
"Currency","2015/06/03",198.95
"Currency","2015/06/02",198.95
"Currency","2015/06/01",199.00
"Currency","2015/05/29",199.00
"Currency","2015/05/28",199.00
"Currency","2015/05/27",199.00
"Currency","2015/05/26",195.25
"Currency","2015/05/25",199.00
"Currency","2015/05/22",198.95
"Currency","2015/05/21",198.95
"Currency","2015/05/20",199.40
"Currency","2015/05/19",198.95
"Currency","2015/05/18",198.95
"Currency","2015/05/15",195.66
"Currency","2015/05/14",198.90
"Currency","2015/05/13",199.05
"Currency","2015/05/12",200.00
"Currency","2015/05/11",198.90
"Currency","2015/05/08",198.95
"Currency","2015/05/07",198.90
"Currency","2015/05/05",198.95
"Currency","2015/05/04",198.25
"Currency","2015/05/01",198.90
"Currency","2015/04/30",198.85
"Currency","2015/04/29",198.80
"Currency","2015/04/28",198.85
"Currency","2015/04/27",195.30
"Currency","2015/04/24",198.80
"Currency","2015/04/23",198.75
"Currency","2015/04/22",198.90
"Currency","2015/04/21",198.90
"Currency","2015/04/20",196.47
"Currency","2015/04/17",195.26
"Currency","2015/04/16",198.55
"Currency","2015/04/15",199.00
"Currency","2015/04/14",199.00
"Currency","2015/04/13",198.90
"Currency","2015/04/10",199.10
"Currency","2015/04/09",199.05
"Currency","2015/04/08",199.05
"Currency","2015/04/07",199.10
"Currency","2015/04/06",199.00
"Currency","2015/04/03",195.32
"Currency","2015/04/02",199.10
"Currency","2015/04/01",196.25
"Currency","2015/03/31",199.00
"Currency","2015/03/30",199.00
"Currency","2015/03/27",199.05
"Currency","2015/03/26",199.00
"Currency","2015/03/25",199.00
"Currency","2015/03/24",198.90
"Currency","2015/03/23",198.85
"Currency","2015/03/20",198.90
"Currency","2015/03/19",198.80
"Currency","2015/03/18",198.99
"Currency","2015/03/17",199.05
