"Indicator","Time","Value (USD/PEN)"
"Currency","2006/10/18",3.10
"Currency","2006/10/17",3.10
"Currency","2006/10/16",3.10
"Currency","2006/10/13",3.11
"Currency","2006/10/12",3.10
"Currency","2006/10/11",3.11
"Currency","2006/10/10",3.12
"Currency","2006/10/09",3.11
"Currency","2006/10/06",3.13
"Currency","2006/10/05",3.11
"Currency","2006/10/04",3.10
"Currency","2006/10/03",3.10
"Currency","2006/10/02",3.09
"Currency","2006/09/29",3.11
"Currency","2006/09/28",3.12
"Currency","2006/09/27",3.10
"Currency","2006/09/26",3.11
"Currency","2006/09/25",3.11
"Currency","2006/09/22",3.12
"Currency","2006/09/21",3.09
"Currency","2006/09/20",3.10
"Currency","2006/09/19",3.10
"Currency","2006/09/18",3.10
"Currency","2006/09/15",3.12
"Currency","2006/09/14",3.11
"Currency","2006/09/13",3.11
"Currency","2006/09/12",3.12
"Currency","2006/09/11",3.11
"Currency","2006/09/08",3.11
"Currency","2006/09/07",3.24
"Currency","2006/09/06",3.24
"Currency","2006/09/05",3.24
"Currency","2006/09/04",3.10
"Currency","2006/09/01",3.11
"Currency","2006/08/31",3.24
"Currency","2006/08/30",3.24
"Currency","2006/08/29",3.25
"Currency","2006/08/28",3.23
"Currency","2006/08/25",3.24
"Currency","2006/08/24",3.23
"Currency","2006/08/23",3.23
"Currency","2006/08/22",3.23
"Currency","2006/08/21",3.23
"Currency","2006/08/18",3.23
"Currency","2006/08/17",3.22
"Currency","2006/08/16",3.07
"Currency","2006/08/15",3.23
"Currency","2006/08/14",3.23
"Currency","2006/08/11",3.10
"Currency","2006/08/10",3.11
"Currency","2006/08/09",3.10
"Currency","2006/08/08",3.10
"Currency","2006/08/07",3.11
"Currency","2006/08/04",3.08
"Currency","2006/08/03",3.09
"Currency","2006/08/02",3.11
"Currency","2006/08/01",3.09
"Currency","2006/07/31",3.10
"Currency","2006/07/28",3.08
"Currency","2006/07/27",3.11
"Currency","2006/07/26",3.10
"Currency","2006/07/25",3.11
"Currency","2006/07/24",3.10
"Currency","2006/07/21",3.10
"Currency","2006/07/20",3.10
"Currency","2006/07/19",3.07
"Currency","2006/07/18",3.10
"Currency","2006/07/17",3.12
"Currency","2006/07/14",3.10
"Currency","2006/07/13",3.10
"Currency","2006/07/12",3.11
"Currency","2006/07/11",3.09
"Currency","2006/07/10",3.11
"Currency","2006/07/07",3.10
"Currency","2006/07/06",3.11
"Currency","2006/07/05",3.13
"Currency","2006/07/04",3.12
"Currency","2006/07/03",3.12
"Currency","2006/06/30",3.10
"Currency","2006/06/29",3.08
"Currency","2006/06/28",3.13
"Currency","2006/06/27",3.12
"Currency","2006/06/26",3.12
"Currency","2006/06/23",3.13
"Currency","2006/06/22",3.12
"Currency","2006/06/21",3.11
"Currency","2006/06/20",3.12
"Currency","2006/06/19",3.12
"Currency","2006/06/16",3.13
"Currency","2006/06/15",3.12
"Currency","2006/06/14",3.11
"Currency","2006/06/13",3.13
"Currency","2006/06/12",3.12
"Currency","2006/06/09",3.13
"Currency","2006/06/08",3.15
"Currency","2006/06/07",3.12
"Currency","2006/06/06",3.12
"Currency","2006/06/05",3.10
"Currency","2006/06/02",3.10
"Currency","2006/06/01",3.15
"Currency","2006/05/31",3.17
"Currency","2006/05/30",3.15
"Currency","2006/05/29",3.13
"Currency","2006/05/26",3.14
"Currency","2006/05/25",3.14
"Currency","2006/05/24",3.15
"Currency","2006/05/23",3.14
"Currency","2006/05/22",3.09
"Currency","2006/05/19",3.12
"Currency","2006/05/18",3.10
"Currency","2006/05/17",3.17
"Currency","2006/05/16",3.12
"Currency","2006/05/15",3.13
"Currency","2006/05/12",3.14
"Currency","2006/05/11",3.11
"Currency","2006/05/10",3.28
"Currency","2006/05/09",3.28
"Currency","2006/05/08",3.17
"Currency","2006/05/05",3.29
"Currency","2006/05/04",3.13
"Currency","2006/05/03",3.30
"Currency","2006/05/02",3.30
"Currency","2006/05/01",3.16
"Currency","2006/04/28",3.32
"Currency","2006/04/27",3.32
"Currency","2006/04/26",3.32
"Currency","2006/04/25",3.32
"Currency","2006/04/24",3.32
"Currency","2006/04/21",3.31
"Currency","2006/04/20",3.17
"Currency","2006/04/19",3.31
"Currency","2006/04/18",3.31
"Currency","2006/04/17",3.32
"Currency","2006/04/14",3.17
"Currency","2006/04/13",3.17
"Currency","2006/04/12",3.32
"Currency","2006/04/11",3.33
"Currency","2006/04/10",3.21
"Currency","2006/04/07",3.36
"Currency","2006/04/06",3.37
"Currency","2006/04/05",3.21
"Currency","2006/04/04",3.36
"Currency","2006/04/03",3.37
"Currency","2006/03/31",3.35
"Currency","2006/03/30",3.17
"Currency","2006/03/29",3.32
"Currency","2006/03/28",3.21
"Currency","2006/03/27",3.36
"Currency","2006/03/24",3.37
"Currency","2006/03/23",3.36
"Currency","2006/03/22",3.34
"Currency","2006/03/21",3.35
"Currency","2006/03/20",3.35
"Currency","2006/03/17",3.33
"Currency","2006/03/16",3.32
"Currency","2006/03/15",3.33
"Currency","2006/03/14",3.34
"Currency","2006/03/13",3.36
"Currency","2006/03/10",3.33
"Currency","2006/03/09",3.33
"Currency","2006/03/08",3.33
"Currency","2006/03/07",3.33
"Currency","2006/03/06",3.33
"Currency","2006/03/03",3.32
"Currency","2006/03/02",3.35
"Currency","2006/03/01",3.31
"Currency","2006/02/28",3.29
"Currency","2006/02/27",3.29
"Currency","2006/02/24",3.28
"Currency","2006/02/23",3.28
"Currency","2006/02/22",3.28
"Currency","2006/02/21",3.28
"Currency","2006/02/20",3.28
"Currency","2006/02/17",3.28
"Currency","2006/02/16",3.28
"Currency","2006/02/15",3.29
"Currency","2006/02/14",3.29
"Currency","2006/02/13",3.29
"Currency","2006/02/10",3.29
"Currency","2006/02/09",3.29
"Currency","2006/02/08",3.28
"Currency","2006/02/07",3.28
"Currency","2006/02/06",3.29
"Currency","2006/02/03",3.31
"Currency","2006/02/02",3.31
"Currency","2006/02/01",3.31
"Currency","2006/01/31",3.31
"Currency","2006/01/30",3.31
"Currency","2006/01/27",3.32
"Currency","2006/01/26",3.31
"Currency","2006/01/25",3.35
"Currency","2006/01/24",3.33
"Currency","2006/01/23",3.35
"Currency","2006/01/20",3.36
"Currency","2006/01/19",3.36
"Currency","2006/01/18",3.37
"Currency","2006/01/17",3.41
"Currency","2006/01/16",3.43
"Currency","2006/01/13",3.45
"Currency","2006/01/12",3.44
"Currency","2006/01/11",3.44
"Currency","2006/01/10",3.44
"Currency","2006/01/09",3.44
"Currency","2006/01/06",3.44
"Currency","2006/01/05",3.44
"Currency","2006/01/04",3.43
"Currency","2006/01/03",3.43
"Currency","2006/01/02",3.42
"Currency","2005/12/30",3.42
"Currency","2005/12/29",3.43
"Currency","2005/12/28",3.43
"Currency","2005/12/27",3.42
"Currency","2005/12/26",3.41
"Currency","2005/12/23",3.41
"Currency","2005/12/22",3.41
"Currency","2005/12/21",3.43
"Currency","2005/12/20",3.44
"Currency","2005/12/19",3.44
"Currency","2005/12/16",3.44
"Currency","2005/12/15",3.44
"Currency","2005/12/14",3.44
"Currency","2005/12/13",3.43
"Currency","2005/12/12",3.44
"Currency","2005/12/09",3.41
"Currency","2005/12/08",3.41
"Currency","2005/12/07",3.41
"Currency","2005/12/06",3.41
"Currency","2005/12/05",3.41
"Currency","2005/12/02",3.41
"Currency","2005/12/01",3.41
"Currency","2005/11/30",3.41
"Currency","2005/11/29",3.41
"Currency","2005/11/28",3.42
"Currency","2005/11/25",3.40
"Currency","2005/11/24",3.40
"Currency","2005/11/23",3.39
"Currency","2005/11/22",3.39
"Currency","2005/11/21",3.39
"Currency","2005/11/18",3.38
"Currency","2005/11/17",3.37
"Currency","2005/11/16",3.36
"Currency","2005/11/15",3.36
"Currency","2005/11/14",3.36
"Currency","2005/11/11",3.36
"Currency","2005/11/10",3.36
"Currency","2005/11/09",3.36
"Currency","2005/11/08",3.36
"Currency","2005/11/07",3.36
"Currency","2005/11/04",3.36
"Currency","2005/11/03",3.35
"Currency","2005/11/02",3.36
"Currency","2005/11/01",3.37
"Currency","2005/10/31",3.39
"Currency","2005/10/28",3.38
"Currency","2005/10/27",3.38
"Currency","2005/10/26",3.39
"Currency","2005/10/25",3.39
"Currency","2005/10/24",3.39
"Currency","2005/10/21",3.39
"Currency","2005/10/20",3.39
"Currency","2005/10/19",3.39
"Currency","2005/10/18",3.39
"Currency","2005/10/17",3.39
"Currency","2005/10/14",3.38
"Currency","2005/10/13",3.40
"Currency","2005/10/12",3.39
"Currency","2005/10/11",3.39
"Currency","2005/10/10",3.36
"Currency","2005/10/07",3.37
"Currency","2005/10/06",3.38
"Currency","2005/10/05",3.36
"Currency","2005/10/04",3.35
"Currency","2005/10/03",3.34
"Currency","2005/09/30",3.34
"Currency","2005/09/29",3.34
"Currency","2005/09/28",3.34
"Currency","2005/09/27",3.32
"Currency","2005/09/26",3.32
"Currency","2005/09/23",3.31
"Currency","2005/09/22",3.32
"Currency","2005/09/21",3.31
"Currency","2005/09/20",3.30
"Currency","2005/09/19",3.30
"Currency","2005/09/16",3.29
"Currency","2005/09/15",3.29
"Currency","2005/09/14",3.29
"Currency","2005/09/13",3.29
"Currency","2005/09/12",3.28
"Currency","2005/09/09",3.29
"Currency","2005/09/08",3.29
"Currency","2005/09/07",3.29
"Currency","2005/09/06",3.30
"Currency","2005/09/05",3.33
"Currency","2005/09/02",3.31
"Currency","2005/09/01",3.09
"Currency","2005/08/31",3.27
"Currency","2005/08/30",3.14
"Currency","2005/08/29",3.29
"Currency","2005/08/26",3.27
"Currency","2005/08/25",3.27
"Currency","2005/08/24",3.26
"Currency","2005/08/23",3.26
"Currency","2005/08/22",3.26
"Currency","2005/08/19",3.25
"Currency","2005/08/18",3.25
"Currency","2005/08/17",3.25
"Currency","2005/08/16",3.25
"Currency","2005/08/15",3.25
"Currency","2005/08/12",3.25
"Currency","2005/08/11",3.25
"Currency","2005/08/10",3.25
"Currency","2005/08/09",3.25
"Currency","2005/08/08",3.25
"Currency","2005/08/05",3.25
"Currency","2005/08/04",3.25
"Currency","2005/08/03",3.25
"Currency","2005/08/02",3.26
"Currency","2005/08/01",3.25
"Currency","2005/07/29",3.25
"Currency","2005/07/28",3.25
"Currency","2005/07/27",3.25
"Currency","2005/07/26",3.25
"Currency","2005/07/25",3.25
"Currency","2005/07/22",3.25
"Currency","2005/07/21",3.25
"Currency","2005/07/20",3.25
"Currency","2005/07/19",3.25
"Currency","2005/07/18",3.25
"Currency","2005/07/15",3.25
"Currency","2005/07/14",3.25
"Currency","2005/07/13",3.25
"Currency","2005/07/12",3.25
"Currency","2005/07/11",3.25
"Currency","2005/07/08",3.25
"Currency","2005/07/07",3.25
"Currency","2005/07/06",3.25
"Currency","2005/07/05",3.25
"Currency","2005/07/04",3.25
"Currency","2005/07/01",3.25
"Currency","2005/06/30",3.25
"Currency","2005/06/29",3.25
"Currency","2005/06/28",3.11
"Currency","2005/06/27",3.25
"Currency","2005/06/24",3.25
"Currency","2005/06/23",3.25
"Currency","2005/06/22",3.25
"Currency","2005/06/21",3.25
"Currency","2005/06/20",3.25
"Currency","2005/06/17",3.25
"Currency","2005/06/16",3.25
"Currency","2005/06/15",3.25
"Currency","2005/06/14",3.25
"Currency","2005/06/13",3.25
"Currency","2005/06/10",3.25
"Currency","2005/06/09",3.25
"Currency","2005/06/08",3.25
"Currency","2005/06/07",3.25
"Currency","2005/06/06",3.25
"Currency","2005/06/03",3.25
"Currency","2005/06/02",3.25
"Currency","2005/06/01",3.25
"Currency","2005/05/31",3.25
"Currency","2005/05/30",3.25
"Currency","2005/05/27",3.25
"Currency","2005/05/26",3.26
"Currency","2005/05/25",3.25
"Currency","2005/05/24",3.25
"Currency","2005/05/23",3.25
"Currency","2005/05/20",3.25
"Currency","2005/05/19",3.25
"Currency","2005/05/18",3.25
"Currency","2005/05/17",3.25
"Currency","2005/05/16",3.25
"Currency","2005/05/13",3.25
"Currency","2005/05/12",3.25
"Currency","2005/05/11",3.25
"Currency","2005/05/10",3.25
"Currency","2005/05/09",3.25
"Currency","2005/05/06",3.26
"Currency","2005/05/05",3.26
"Currency","2005/05/04",3.26
"Currency","2005/05/03",3.26
"Currency","2005/05/02",3.26
"Currency","2005/04/29",3.26
"Currency","2005/04/28",3.26
"Currency","2005/04/27",3.26
"Currency","2005/04/26",3.26
"Currency","2005/04/25",3.25
"Currency","2005/04/22",3.26
"Currency","2005/04/21",3.26
"Currency","2005/04/20",3.26
"Currency","2005/04/19",3.26
"Currency","2005/04/18",3.26
"Currency","2005/04/15",3.26
"Currency","2005/04/14",3.26
"Currency","2005/04/13",3.26
"Currency","2005/04/12",3.26
"Currency","2005/04/11",3.26
"Currency","2005/04/08",3.26
"Currency","2005/04/07",3.26
"Currency","2005/04/06",3.26
"Currency","2005/04/05",3.26
"Currency","2005/04/04",3.26
"Currency","2005/04/01",3.26
"Currency","2005/03/31",3.26
"Currency","2005/03/30",3.26
"Currency","2005/03/29",3.26
"Currency","2005/03/28",3.26
"Currency","2005/03/25",3.26
"Currency","2005/03/24",3.26
"Currency","2005/03/23",3.26
"Currency","2005/03/22",3.26
"Currency","2005/03/21",3.26
"Currency","2005/03/18",3.26
"Currency","2005/03/17",3.26
"Currency","2005/03/16",3.12
"Currency","2005/03/15",3.12
"Currency","2005/03/14",3.12
"Currency","2005/03/11",3.12
"Currency","2005/03/10",3.12
"Currency","2005/03/09",3.13
"Currency","2005/03/08",3.12
"Currency","2005/03/07",3.12
"Currency","2005/03/04",3.10
"Currency","2005/03/03",3.26
"Currency","2005/03/02",3.26
"Currency","2005/03/01",3.26
"Currency","2005/02/28",3.26
"Currency","2005/02/25",3.26
"Currency","2005/02/24",3.26
"Currency","2005/02/23",3.26
"Currency","2005/02/22",3.26
"Currency","2005/02/21",3.26
"Currency","2005/02/18",3.26
"Currency","2005/02/17",3.26
"Currency","2005/02/16",3.26
"Currency","2005/02/15",3.26
"Currency","2005/02/14",3.12
"Currency","2005/02/11",3.26
"Currency","2005/02/10",3.26
"Currency","2005/02/09",3.26
"Currency","2005/02/08",3.26
"Currency","2005/02/07",3.26
"Currency","2005/02/04",3.26
"Currency","2005/02/03",3.26
"Currency","2005/02/02",3.26
"Currency","2005/02/01",3.26
"Currency","2005/01/31",3.27
"Currency","2005/01/28",3.26
"Currency","2005/01/27",3.26
"Currency","2005/01/26",3.26
"Currency","2005/01/25",3.27
"Currency","2005/01/24",3.27
"Currency","2005/01/21",3.27
"Currency","2005/01/20",3.27
"Currency","2005/01/19",3.27
"Currency","2005/01/18",3.27
"Currency","2005/01/17",3.26
"Currency","2005/01/14",3.26
"Currency","2005/01/13",3.26
"Currency","2005/01/12",3.27
"Currency","2005/01/11",3.27
"Currency","2005/01/10",3.27
"Currency","2005/01/07",3.27
"Currency","2005/01/06",3.28
"Currency","2005/01/05",3.27
"Currency","2005/01/04",3.24
"Currency","2005/01/03",3.28
"Currency","2004/12/31",3.17
"Currency","2004/12/30",3.28
"Currency","2004/12/29",3.28
"Currency","2004/12/28",3.28
"Currency","2004/12/27",3.27
"Currency","2004/12/24",3.27
"Currency","2004/12/23",3.27
"Currency","2004/12/22",3.27
"Currency","2004/12/21",3.26
"Currency","2004/12/20",3.27
"Currency","2004/12/17",3.27
"Currency","2004/12/16",3.27
"Currency","2004/12/15",3.27
"Currency","2004/12/14",3.27
"Currency","2004/12/13",3.28
"Currency","2004/12/10",3.29
"Currency","2004/12/09",3.30
"Currency","2004/12/08",3.32
"Currency","2004/12/07",3.30
"Currency","2004/12/06",3.30
"Currency","2004/12/03",3.30
"Currency","2004/12/02",3.30
"Currency","2004/12/01",3.30
"Currency","2004/11/30",3.31
"Currency","2004/11/29",3.30
"Currency","2004/11/26",3.31
"Currency","2004/11/25",3.20
"Currency","2004/11/24",3.31
"Currency","2004/11/23",3.31
"Currency","2004/11/22",3.31
"Currency","2004/11/19",3.32
"Currency","2004/11/18",3.31
"Currency","2004/11/17",3.31
"Currency","2004/11/16",3.30
"Currency","2004/11/15",3.19
"Currency","2004/11/12",3.30
"Currency","2004/11/11",3.31
"Currency","2004/11/10",3.31
"Currency","2004/11/09",3.31
"Currency","2004/11/08",3.31
"Currency","2004/11/05",3.31
"Currency","2004/11/04",3.31
"Currency","2004/11/03",3.32
"Currency","2004/11/02",3.32
"Currency","2004/11/01",3.32
"Currency","2004/10/29",3.33
"Currency","2004/10/28",3.33
"Currency","2004/10/27",3.32
"Currency","2004/10/26",3.32
"Currency","2004/10/25",3.32
"Currency","2004/10/22",3.31
"Currency","2004/10/21",3.31
"Currency","2004/10/20",3.32
"Currency","2004/10/19",3.21
"Currency","2004/10/18",3.20
"Currency","2004/10/15",3.21
"Currency","2004/10/14",3.21
"Currency","2004/10/13",3.19
"Currency","2004/10/12",3.19
"Currency","2004/10/11",3.21
"Currency","2004/10/08",3.21
"Currency","2004/10/07",3.22
"Currency","2004/10/06",3.22
"Currency","2004/10/05",3.22
"Currency","2004/10/04",3.24
"Currency","2004/10/01",3.22
"Currency","2004/09/30",3.22
"Currency","2004/09/29",3.23
"Currency","2004/09/28",3.24
"Currency","2004/09/27",3.24
"Currency","2004/09/24",3.23
"Currency","2004/09/23",3.24
"Currency","2004/09/22",3.24
"Currency","2004/09/21",3.24
"Currency","2004/09/20",3.23
"Currency","2004/09/17",3.24
"Currency","2004/09/16",3.23
"Currency","2004/09/15",3.23
"Currency","2004/09/14",3.24
"Currency","2004/09/13",3.25
"Currency","2004/09/10",3.25
"Currency","2004/09/09",3.25
"Currency","2004/09/08",3.25
"Currency","2004/09/07",3.26
"Currency","2004/09/06",3.28
"Currency","2004/09/03",3.26
"Currency","2004/09/02",3.25
"Currency","2004/09/01",3.25
"Currency","2004/08/31",3.24
"Currency","2004/08/30",3.24
"Currency","2004/08/27",3.24
"Currency","2004/08/26",3.26
"Currency","2004/08/25",3.26
"Currency","2004/08/24",3.27
"Currency","2004/08/23",3.27
"Currency","2004/08/20",3.26
"Currency","2004/08/19",3.27
"Currency","2004/08/18",3.28
"Currency","2004/08/17",3.30
"Currency","2004/08/16",3.29
"Currency","2004/08/13",3.29
"Currency","2004/08/12",3.29
"Currency","2004/08/11",3.30
"Currency","2004/08/10",3.30
"Currency","2004/08/09",3.30
"Currency","2004/08/06",3.30
"Currency","2004/08/05",3.31
"Currency","2004/08/04",3.30
"Currency","2004/08/03",3.29
"Currency","2004/08/02",3.30
"Currency","2004/07/30",3.31
"Currency","2004/07/29",3.31
"Currency","2004/07/28",3.30
"Currency","2004/07/27",3.31
"Currency","2004/07/26",3.32
"Currency","2004/07/23",3.31
"Currency","2004/07/22",3.31
"Currency","2004/07/21",3.31
"Currency","2004/07/20",3.31
"Currency","2004/07/19",3.36
"Currency","2004/07/16",3.32
"Currency","2004/07/15",3.33
"Currency","2004/07/14",3.32
"Currency","2004/07/13",3.33
"Currency","2004/07/12",3.36
"Currency","2004/07/09",3.34
"Currency","2004/07/08",3.35
"Currency","2004/07/07",3.35
"Currency","2004/07/06",3.35
"Currency","2004/07/05",3.35
"Currency","2004/07/02",3.35
"Currency","2004/07/01",3.36
"Currency","2004/06/30",3.36
"Currency","2004/06/29",3.36
"Currency","2004/06/28",3.35
"Currency","2004/06/25",3.35
"Currency","2004/06/24",3.37
"Currency","2004/06/23",3.35
"Currency","2004/06/22",3.37
"Currency","2004/06/21",3.36
"Currency","2004/06/18",3.37
"Currency","2004/06/17",3.37
"Currency","2004/06/16",3.36
"Currency","2004/06/15",3.37
"Currency","2004/06/14",3.36
"Currency","2004/06/11",3.37
"Currency","2004/06/10",3.37
"Currency","2004/06/09",3.37
"Currency","2004/06/08",3.38
"Currency","2004/06/07",3.37
"Currency","2004/06/04",3.37
"Currency","2004/06/03",3.37
"Currency","2004/06/02",3.37
"Currency","2004/06/01",3.37
"Currency","2004/05/31",3.49
"Currency","2004/05/28",3.37
"Currency","2004/05/27",3.37
"Currency","2004/05/26",3.37
"Currency","2004/05/25",3.37
"Currency","2004/05/24",3.37
"Currency","2004/05/21",3.38
"Currency","2004/05/20",3.49
"Currency","2004/05/19",3.37
"Currency","2004/05/18",3.37
"Currency","2004/05/17",3.37
"Currency","2004/05/14",3.37
"Currency","2004/05/13",3.37
"Currency","2004/05/12",3.36
"Currency","2004/05/11",3.36
"Currency","2004/05/10",3.37
"Currency","2004/05/07",3.37
"Currency","2004/05/06",3.38
"Currency","2004/05/05",3.37
"Currency","2004/05/04",3.37
"Currency","2004/05/03",3.37
"Currency","2004/04/30",3.36
"Currency","2004/04/29",3.37
"Currency","2004/04/28",3.36
"Currency","2004/04/27",3.37
"Currency","2004/04/26",3.36
"Currency","2004/04/23",3.36
"Currency","2004/04/22",3.35
"Currency","2004/04/21",3.35
"Currency","2004/04/20",3.35
"Currency","2004/04/19",3.35
"Currency","2004/04/16",3.35
"Currency","2004/04/15",3.35
"Currency","2004/04/14",3.35
"Currency","2004/04/13",3.34
"Currency","2004/04/12",3.46
"Currency","2004/04/09",3.46
"Currency","2004/04/08",3.35
"Currency","2004/04/07",3.34
"Currency","2004/04/06",3.34
"Currency","2004/04/05",3.34
"Currency","2004/04/02",3.34
"Currency","2004/04/01",3.35
"Currency","2004/03/31",3.34
"Currency","2004/03/30",3.35
"Currency","2004/03/29",3.35
"Currency","2004/03/26",3.34
"Currency","2004/03/25",3.34
"Currency","2004/03/24",3.34
"Currency","2004/03/23",3.35
"Currency","2004/03/22",3.35
"Currency","2004/03/19",3.35
"Currency","2004/03/18",3.37
"Currency","2004/03/17",3.35
"Currency","2004/03/16",3.35
"Currency","2004/03/15",3.35
"Currency","2004/03/12",3.35
"Currency","2004/03/11",3.35
"Currency","2004/03/10",3.35
"Currency","2004/03/09",3.35
"Currency","2004/03/08",3.36
"Currency","2004/03/05",3.36
"Currency","2004/03/04",3.36
"Currency","2004/03/03",3.37
"Currency","2004/03/02",3.36
"Currency","2004/03/01",3.36
"Currency","2004/02/27",3.36
"Currency","2004/02/26",3.36
"Currency","2004/02/25",3.36
"Currency","2004/02/24",3.36
"Currency","2004/02/23",3.36
"Currency","2004/02/20",3.36
"Currency","2004/02/19",3.36
"Currency","2004/02/18",3.37
"Currency","2004/02/17",3.37
"Currency","2004/02/16",3.38
"Currency","2004/02/13",3.38
"Currency","2004/02/12",3.38
"Currency","2004/02/11",3.37
"Currency","2004/02/10",3.38
"Currency","2004/02/09",3.40
"Currency","2004/02/06",3.38
"Currency","2004/02/05",3.38
"Currency","2004/02/04",3.39
"Currency","2004/02/03",3.39
"Currency","2004/02/02",3.38
"Currency","2004/01/30",3.39
"Currency","2004/01/29",3.38
"Currency","2004/01/28",3.37
"Currency","2004/01/27",3.36
"Currency","2004/01/26",3.36
"Currency","2004/01/23",3.37
"Currency","2004/01/22",3.36
"Currency","2004/01/21",3.35
"Currency","2004/01/20",3.34
"Currency","2004/01/19",3.34
"Currency","2004/01/16",3.34
"Currency","2004/01/15",3.34
"Currency","2004/01/14",3.35
"Currency","2004/01/13",3.35
"Currency","2004/01/12",3.35
"Currency","2004/01/09",3.35
"Currency","2004/01/08",3.36
"Currency","2004/01/07",3.35
"Currency","2004/01/06",3.37
"Currency","2004/01/05",3.35
"Currency","2004/01/02",3.36
"Currency","2004/01/01",3.46
"Currency","2003/12/31",3.34
"Currency","2003/12/30",3.37
"Currency","2003/12/29",3.36
"Currency","2003/12/26",3.47
"Currency","2003/12/25",3.46
"Currency","2003/12/24",3.46
"Currency","2003/12/23",3.37
"Currency","2003/12/22",3.35
"Currency","2003/12/19",3.35
"Currency","2003/12/18",3.37
"Currency","2003/12/17",3.36
"Currency","2003/12/16",3.36
"Currency","2003/12/15",3.36
"Currency","2003/12/12",3.37
"Currency","2003/12/11",3.36
"Currency","2003/12/10",3.36
"Currency","2003/12/09",3.37
"Currency","2003/12/08",3.36
"Currency","2003/12/05",3.36
"Currency","2003/12/04",3.36
"Currency","2003/12/03",3.36
"Currency","2003/12/02",3.36
"Currency","2003/12/01",3.36
"Currency","2003/11/28",3.48
"Currency","2003/11/27",3.48
"Currency","2003/11/26",3.48
"Currency","2003/11/25",3.48
"Currency","2003/11/24",3.48
"Currency","2003/11/21",3.48
"Currency","2003/11/20",3.48
"Currency","2003/11/19",3.48
"Currency","2003/11/18",3.48
"Currency","2003/11/17",3.48
"Currency","2003/11/14",3.48
"Currency","2003/11/13",3.48
"Currency","2003/11/12",3.48
"Currency","2003/11/11",3.48
"Currency","2003/11/10",3.48
"Currency","2003/11/07",3.48
"Currency","2003/11/06",3.48
"Currency","2003/11/05",3.48
"Currency","2003/11/04",3.47
"Currency","2003/11/03",3.47
"Currency","2003/10/31",3.47
"Currency","2003/10/30",3.47
"Currency","2003/10/29",3.47
"Currency","2003/10/28",3.48
"Currency","2003/10/27",3.48
"Currency","2003/10/24",3.48
"Currency","2003/10/23",3.48
"Currency","2003/10/22",3.48
"Currency","2003/10/21",3.48
"Currency","2003/10/20",3.48
"Currency","2003/10/17",3.48
"Currency","2003/10/16",3.48
"Currency","2003/10/15",3.48
"Currency","2003/10/14",3.48
"Currency","2003/10/13",3.48
"Currency","2003/10/10",3.48
"Currency","2003/10/09",3.48
"Currency","2003/10/08",3.48
"Currency","2003/10/07",3.48
"Currency","2003/10/06",3.48
"Currency","2003/10/03",3.48
"Currency","2003/10/02",3.48
"Currency","2003/10/01",3.48
"Currency","2003/09/30",3.48
"Currency","2003/09/29",3.48
"Currency","2003/09/26",3.48
"Currency","2003/09/25",3.48
"Currency","2003/09/24",3.48
"Currency","2003/09/23",3.48
"Currency","2003/09/22",3.48
"Currency","2003/09/19",3.48
"Currency","2003/09/18",3.48
"Currency","2003/09/17",3.48
"Currency","2003/09/16",3.48
"Currency","2003/09/15",3.48
"Currency","2003/09/12",3.48
"Currency","2003/09/11",3.48
"Currency","2003/09/10",3.48
"Currency","2003/09/09",3.48
"Currency","2003/09/08",3.48
"Currency","2003/09/05",3.48
"Currency","2003/09/04",3.49
"Currency","2003/09/03",3.48
"Currency","2003/09/02",3.48
"Currency","2003/09/01",3.48
"Currency","2003/08/29",3.48
"Currency","2003/08/28",3.48
"Currency","2003/08/27",3.48
"Currency","2003/08/26",3.48
"Currency","2003/08/25",3.48
"Currency","2003/08/22",3.48
"Currency","2003/08/21",3.48
"Currency","2003/08/20",3.48
"Currency","2003/08/19",3.48
"Currency","2003/08/18",3.48
"Currency","2003/08/15",3.48
"Currency","2003/08/14",3.48
"Currency","2003/08/13",3.48
"Currency","2003/08/12",3.48
"Currency","2003/08/11",3.48
"Currency","2003/08/08",3.48
"Currency","2003/08/07",3.48
"Currency","2003/08/06",3.48
"Currency","2003/08/05",3.48
"Currency","2003/08/04",3.48
"Currency","2003/08/01",3.47
"Currency","2003/07/31",3.47
"Currency","2003/07/30",3.47
"Currency","2003/07/29",3.47
"Currency","2003/07/28",3.47
"Currency","2003/07/25",3.47
"Currency","2003/07/24",3.47
"Currency","2003/07/23",3.47
"Currency","2003/07/22",3.47
"Currency","2003/07/21",3.47
"Currency","2003/07/18",3.47
"Currency","2003/07/17",3.47
"Currency","2003/07/16",3.47
"Currency","2003/07/15",3.47
"Currency","2003/07/14",3.47
"Currency","2003/07/11",3.47
"Currency","2003/07/10",3.47
"Currency","2003/07/09",3.47
"Currency","2003/07/08",3.47
"Currency","2003/07/07",3.47
"Currency","2003/07/04",3.47
"Currency","2003/07/03",3.47
"Currency","2003/07/02",3.47
"Currency","2003/07/01",3.47
"Currency","2003/06/30",3.47
"Currency","2003/06/27",3.48
"Currency","2003/06/26",3.47
"Currency","2003/06/25",3.48
"Currency","2003/06/24",3.48
"Currency","2003/06/23",3.47
"Currency","2003/06/20",3.47
"Currency","2003/06/19",3.47
"Currency","2003/06/18",3.47
"Currency","2003/06/17",3.47
"Currency","2003/06/16",3.47
