"Indicator","Time","Value (USD/PEN)"
"Currency","2008/08/26",2.86
"Currency","2008/08/25",2.96
"Currency","2008/08/22",2.94
"Currency","2008/08/21",2.96
"Currency","2008/08/20",2.94
"Currency","2008/08/19",2.95
"Currency","2008/08/18",2.95
"Currency","2008/08/15",2.95
"Currency","2008/08/14",2.94
"Currency","2008/08/13",2.94
"Currency","2008/08/12",2.95
"Currency","2008/08/11",3.25
"Currency","2008/08/08",2.84
"Currency","2008/08/07",2.83
"Currency","2008/08/06",2.83
"Currency","2008/08/05",2.84
"Currency","2008/08/04",2.78
"Currency","2008/08/01",2.85
"Currency","2008/07/31",2.78
"Currency","2008/07/30",2.77
"Currency","2008/07/29",2.79
"Currency","2008/07/28",2.79
"Currency","2008/07/25",2.83
"Currency","2008/07/24",2.83
"Currency","2008/07/23",2.83
"Currency","2008/07/22",2.84
"Currency","2008/07/21",2.83
"Currency","2008/07/18",2.78
"Currency","2008/07/17",2.78
"Currency","2008/07/16",2.79
"Currency","2008/07/15",2.79
"Currency","2008/07/14",2.77
"Currency","2008/07/11",2.77
"Currency","2008/07/10",2.76
"Currency","2008/07/09",2.81
"Currency","2008/07/08",2.82
"Currency","2008/07/07",2.82
"Currency","2008/07/04",2.85
"Currency","2008/07/03",2.94
"Currency","2008/07/02",2.89
"Currency","2008/07/01",2.99
"Currency","2008/06/30",2.97
"Currency","2008/06/27",2.91
"Currency","2008/06/26",2.90
"Currency","2008/06/25",2.90
"Currency","2008/06/24",2.88
"Currency","2008/06/23",2.87
"Currency","2008/06/20",2.92
"Currency","2008/06/19",2.83
"Currency","2008/06/18",2.83
"Currency","2008/06/17",2.84
"Currency","2008/06/16",2.83
"Currency","2008/06/13",2.91
"Currency","2008/06/12",2.84
"Currency","2008/06/11",2.91
"Currency","2008/06/10",2.79
"Currency","2008/06/09",2.76
"Currency","2008/06/06",2.82
"Currency","2008/06/05",2.73
"Currency","2008/06/04",2.78
"Currency","2008/06/03",2.82
"Currency","2008/06/02",2.79
"Currency","2008/05/30",2.84
"Currency","2008/05/29",2.83
"Currency","2008/05/28",2.82
"Currency","2008/05/27",2.81
"Currency","2008/05/26",2.79
"Currency","2008/05/23",2.78
"Currency","2008/05/22",2.76
"Currency","2008/05/21",2.76
"Currency","2008/05/20",2.73
"Currency","2008/05/19",2.73
"Currency","2008/05/16",2.71
"Currency","2008/05/15",2.73
"Currency","2008/05/14",2.71
"Currency","2008/05/13",2.71
"Currency","2008/05/12",2.77
"Currency","2008/05/09",2.76
"Currency","2008/05/08",2.70
"Currency","2008/05/07",2.73
"Currency","2008/05/06",2.74
"Currency","2008/05/05",2.73
"Currency","2008/05/02",2.77
"Currency","2008/05/01",2.84
"Currency","2008/04/30",2.78
"Currency","2008/04/29",2.78
"Currency","2008/04/28",2.75
"Currency","2008/04/25",2.73
"Currency","2008/04/24",2.76
"Currency","2008/04/23",2.79
"Currency","2008/04/22",2.74
"Currency","2008/04/21",2.74
"Currency","2008/04/18",2.72
"Currency","2008/04/17",2.66
"Currency","2008/04/16",2.67
"Currency","2008/04/15",2.67
"Currency","2008/04/14",2.68
"Currency","2008/04/11",2.64
"Currency","2008/04/10",2.68
"Currency","2008/04/09",2.63
"Currency","2008/04/08",2.66
"Currency","2008/04/07",2.65
"Currency","2008/04/04",2.66
"Currency","2008/04/03",2.71
"Currency","2008/04/02",2.67
"Currency","2008/04/01",2.76
"Currency","2008/03/31",2.71
"Currency","2008/03/28",2.71
"Currency","2008/03/27",2.72
"Currency","2008/03/26",2.71
"Currency","2008/03/25",2.73
"Currency","2008/03/24",2.75
"Currency","2008/03/21",2.70
"Currency","2008/03/20",2.74
"Currency","2008/03/19",2.77
"Currency","2008/03/18",2.77
"Currency","2008/03/17",2.82
"Currency","2008/03/14",2.76
"Currency","2008/03/13",2.81
"Currency","2008/03/12",2.74
"Currency","2008/03/11",2.79
"Currency","2008/03/10",2.79
"Currency","2008/03/07",2.80
"Currency","2008/03/06",2.82
"Currency","2008/03/05",2.87
"Currency","2008/03/04",2.88
"Currency","2008/03/03",2.83
"Currency","2008/02/29",2.84
"Currency","2008/02/28",2.82
"Currency","2008/02/27",2.83
"Currency","2008/02/26",2.82
"Currency","2008/02/25",2.84
"Currency","2008/02/22",2.85
"Currency","2008/02/21",2.83
"Currency","2008/02/20",2.84
"Currency","2008/02/19",2.85
"Currency","2008/02/18",2.84
"Currency","2008/02/15",2.85
"Currency","2008/02/14",2.84
"Currency","2008/02/13",2.85
"Currency","2008/02/12",2.85
"Currency","2008/02/11",2.86
"Currency","2008/02/08",2.86
"Currency","2008/02/07",2.90
"Currency","2008/02/06",2.87
"Currency","2008/02/05",2.88
"Currency","2008/02/04",2.88
"Currency","2008/02/01",2.88
"Currency","2008/01/31",2.88
"Currency","2008/01/30",2.87
"Currency","2008/01/29",2.89
"Currency","2008/01/28",2.88
"Currency","2008/01/25",2.89
"Currency","2008/01/24",2.88
"Currency","2008/01/23",2.88
"Currency","2008/01/22",2.88
"Currency","2008/01/21",2.90
"Currency","2008/01/18",2.94
"Currency","2008/01/17",2.90
"Currency","2008/01/16",2.91
"Currency","2008/01/15",2.88
"Currency","2008/01/14",2.88
"Currency","2008/01/11",2.90
"Currency","2008/01/10",2.88
"Currency","2008/01/09",2.96
"Currency","2008/01/08",2.92
"Currency","2008/01/07",2.93
"Currency","2008/01/04",2.91
"Currency","2008/01/03",2.93
"Currency","2008/01/02",2.94
"Currency","2008/01/01",2.96
"Currency","2007/12/31",2.96
"Currency","2007/12/28",2.94
"Currency","2007/12/27",2.91
"Currency","2007/12/26",2.98
"Currency","2007/12/25",2.91
"Currency","2007/12/24",2.92
"Currency","2007/12/21",2.92
"Currency","2007/12/20",2.92
"Currency","2007/12/19",2.92
"Currency","2007/12/18",3.00
"Currency","2007/12/17",2.91
"Currency","2007/12/14",2.94
"Currency","2007/12/13",2.94
"Currency","2007/12/12",2.91
"Currency","2007/12/11",2.92
"Currency","2007/12/10",2.92
"Currency","2007/12/07",2.97
"Currency","2007/12/06",2.92
"Currency","2007/12/05",2.96
"Currency","2007/12/04",2.93
"Currency","2007/12/03",2.94
"Currency","2007/11/30",2.97
"Currency","2007/11/29",2.94
"Currency","2007/11/28",2.93
"Currency","2007/11/27",2.97
"Currency","2007/11/26",3.04
"Currency","2007/11/23",2.94
"Currency","2007/11/22",2.94
"Currency","2007/11/21",2.93
"Currency","2007/11/20",2.93
"Currency","2007/11/19",2.94
"Currency","2007/11/16",2.93
"Currency","2007/11/15",2.95
"Currency","2007/11/14",2.94
"Currency","2007/11/13",2.93
"Currency","2007/11/12",2.96
"Currency","2007/11/09",2.95
"Currency","2007/11/08",2.95
"Currency","2007/11/07",2.96
"Currency","2007/11/06",2.94
"Currency","2007/11/05",2.94
"Currency","2007/11/02",2.94
"Currency","2007/11/01",2.94
"Currency","2007/10/31",2.94
"Currency","2007/10/30",2.95
"Currency","2007/10/29",2.96
"Currency","2007/10/26",2.96
"Currency","2007/10/25",2.96
"Currency","2007/10/24",2.95
"Currency","2007/10/23",2.95
"Currency","2007/10/22",2.97
"Currency","2007/10/19",2.96
"Currency","2007/10/18",2.96
"Currency","2007/10/17",2.95
"Currency","2007/10/16",2.96
"Currency","2007/10/15",2.97
"Currency","2007/10/12",2.96
"Currency","2007/10/11",2.96
"Currency","2007/10/10",2.96
"Currency","2007/10/09",2.95
"Currency","2007/10/08",2.97
"Currency","2007/10/05",2.96
"Currency","2007/10/04",3.02
"Currency","2007/10/03",3.01
"Currency","2007/10/02",3.00
"Currency","2007/10/01",3.04
"Currency","2007/09/28",3.02
"Currency","2007/09/27",3.05
"Currency","2007/09/26",3.05
"Currency","2007/09/25",3.05
"Currency","2007/09/24",3.07
"Currency","2007/09/21",3.05
"Currency","2007/09/20",3.06
"Currency","2007/09/19",3.07
"Currency","2007/09/18",3.05
"Currency","2007/09/17",3.09
"Currency","2007/09/14",3.08
"Currency","2007/09/13",3.10
"Currency","2007/09/12",3.09
"Currency","2007/09/11",3.15
"Currency","2007/09/10",3.16
"Currency","2007/09/07",3.09
"Currency","2007/09/06",3.10
"Currency","2007/09/05",3.09
"Currency","2007/09/04",3.10
"Currency","2007/09/03",3.11
"Currency","2007/08/31",3.12
"Currency","2007/08/30",3.10
"Currency","2007/08/29",3.10
"Currency","2007/08/28",3.12
"Currency","2007/08/27",3.11
"Currency","2007/08/24",3.09
"Currency","2007/08/23",3.11
"Currency","2007/08/22",3.10
"Currency","2007/08/21",3.11
"Currency","2007/08/20",3.10
"Currency","2007/08/17",3.08
"Currency","2007/08/16",3.08
"Currency","2007/08/15",3.10
"Currency","2007/08/14",3.10
"Currency","2007/08/13",3.10
"Currency","2007/08/10",3.08
"Currency","2007/08/09",3.11
"Currency","2007/08/08",3.09
"Currency","2007/08/07",3.11
"Currency","2007/08/06",3.10
"Currency","2007/08/03",3.08
"Currency","2007/08/02",3.09
"Currency","2007/08/01",3.10
"Currency","2007/07/31",3.11
"Currency","2007/07/30",3.10
"Currency","2007/07/27",3.11
"Currency","2007/07/26",3.10
"Currency","2007/07/25",3.10
"Currency","2007/07/24",3.10
"Currency","2007/07/23",3.10
"Currency","2007/07/20",3.09
"Currency","2007/07/19",3.11
"Currency","2007/07/18",3.10
"Currency","2007/07/17",3.10
"Currency","2007/07/16",3.11
"Currency","2007/07/13",3.10
"Currency","2007/07/12",3.10
"Currency","2007/07/11",3.10
"Currency","2007/07/10",3.16
"Currency","2007/07/09",3.11
"Currency","2007/07/06",3.10
"Currency","2007/07/05",3.12
"Currency","2007/07/04",3.11
"Currency","2007/07/03",3.11
"Currency","2007/07/02",3.09
"Currency","2007/06/29",3.10
"Currency","2007/06/28",3.11
"Currency","2007/06/27",3.11
"Currency","2007/06/26",3.11
"Currency","2007/06/25",3.11
"Currency","2007/06/22",3.10
"Currency","2007/06/21",3.11
"Currency","2007/06/20",3.12
"Currency","2007/06/19",3.10
"Currency","2007/06/18",3.11
"Currency","2007/06/15",3.09
"Currency","2007/06/14",3.11
"Currency","2007/06/13",3.10
"Currency","2007/06/12",3.12
"Currency","2007/06/11",3.11
"Currency","2007/06/08",3.11
"Currency","2007/06/07",3.12
"Currency","2007/06/06",3.12
"Currency","2007/06/05",3.11
"Currency","2007/06/04",3.11
"Currency","2007/06/01",3.11
"Currency","2007/05/31",3.11
"Currency","2007/05/30",3.12
"Currency","2007/05/29",3.12
"Currency","2007/05/28",3.10
"Currency","2007/05/25",3.10
"Currency","2007/05/24",3.11
"Currency","2007/05/23",3.03
"Currency","2007/05/22",3.03
"Currency","2007/05/21",3.03
"Currency","2007/05/18",3.02
"Currency","2007/05/17",3.05
"Currency","2007/05/16",3.05
"Currency","2007/05/15",3.02
"Currency","2007/05/14",3.04
"Currency","2007/05/11",3.03
"Currency","2007/05/10",3.05
"Currency","2007/05/09",3.03
"Currency","2007/05/08",3.17
"Currency","2007/05/07",3.03
"Currency","2007/05/04",3.03
"Currency","2007/05/03",3.05
"Currency","2007/05/02",3.04
"Currency","2007/05/01",3.04
"Currency","2007/04/30",3.03
"Currency","2007/04/27",3.04
"Currency","2007/04/26",3.05
"Currency","2007/04/25",3.05
"Currency","2007/04/24",3.03
