"Indicator","Time","Value (USD/BDT)"
"Currency","2005/08/11",65.45
"Currency","2005/08/10",65.16
"Currency","2005/08/09",64.95
"Currency","2005/08/08",64.96
"Currency","2005/08/05",65.01
"Currency","2005/08/04",65.01
"Currency","2005/08/03",64.96
"Currency","2005/08/02",62.59
"Currency","2005/08/01",64.95
"Currency","2005/07/29",64.65
"Currency","2005/07/28",64.91
"Currency","2005/07/27",64.50
"Currency","2005/07/26",64.51
"Currency","2005/07/25",64.65
"Currency","2005/07/22",64.00
"Currency","2005/07/21",64.25
"Currency","2005/07/20",64.21
"Currency","2005/07/19",63.98
"Currency","2005/07/18",64.37
"Currency","2005/07/15",64.28
"Currency","2005/07/14",64.28
"Currency","2005/07/13",64.00
"Currency","2005/07/12",63.76
"Currency","2005/07/11",64.28
"Currency","2005/07/08",63.99
"Currency","2005/07/07",63.99
"Currency","2005/07/06",63.94
"Currency","2005/07/05",63.72
"Currency","2005/07/04",63.78
"Currency","2005/07/01",63.65
"Currency","2005/06/30",63.79
"Currency","2005/06/29",63.76
"Currency","2005/06/28",61.44
"Currency","2005/06/27",63.74
"Currency","2005/06/24",63.74
"Currency","2005/06/23",63.74
"Currency","2005/06/22",63.68
"Currency","2005/06/21",63.73
"Currency","2005/06/20",63.40
"Currency","2005/06/17",63.45
"Currency","2005/06/16",63.45
"Currency","2005/06/15",63.40
"Currency","2005/06/14",63.30
"Currency","2005/06/13",63.72
"Currency","2005/06/10",63.71
"Currency","2005/06/09",63.71
"Currency","2005/06/08",63.72
"Currency","2005/06/07",63.30
"Currency","2005/06/06",63.38
"Currency","2005/06/03",63.68
"Currency","2005/06/02",63.72
"Currency","2005/06/01",63.72
"Currency","2005/05/31",63.72
"Currency","2005/05/30",63.72
"Currency","2005/05/27",63.45
"Currency","2005/05/26",63.72
"Currency","2005/05/25",63.35
"Currency","2005/05/24",63.65
"Currency","2005/05/23",63.45
"Currency","2005/05/20",63.50
"Currency","2005/05/19",63.50
"Currency","2005/05/18",63.30
"Currency","2005/05/17",63.25
"Currency","2005/05/16",63.30
"Currency","2005/05/13",63.30
"Currency","2005/05/12",63.30
"Currency","2005/05/11",63.30
"Currency","2005/05/10",63.30
"Currency","2005/05/09",63.50
"Currency","2005/05/06",63.20
"Currency","2005/05/05",63.20
"Currency","2005/05/04",63.50
"Currency","2005/05/03",63.40
"Currency","2005/05/02",63.50
"Currency","2005/04/29",63.40
"Currency","2005/04/28",63.40
"Currency","2005/04/27",63.25
"Currency","2005/04/26",63.20
"Currency","2005/04/25",63.25
"Currency","2005/04/22",63.25
"Currency","2005/04/21",63.25
"Currency","2005/04/20",63.30
"Currency","2005/04/19",63.25
"Currency","2005/04/18",63.20
"Currency","2005/04/15",63.40
"Currency","2005/04/14",63.40
"Currency","2005/04/13",63.55
"Currency","2005/04/12",63.35
"Currency","2005/04/11",63.20
"Currency","2005/04/08",63.00
"Currency","2005/04/07",63.00
"Currency","2005/04/06",63.10
"Currency","2005/04/05",63.20
"Currency","2005/04/04",63.25
"Currency","2005/04/01",63.30
"Currency","2005/03/31",63.30
"Currency","2005/03/30",63.29
"Currency","2005/03/29",63.30
"Currency","2005/03/28",63.30
"Currency","2005/03/25",63.00
"Currency","2005/03/24",63.00
"Currency","2005/03/23",63.20
"Currency","2005/03/22",60.95
"Currency","2005/03/21",62.80
"Currency","2005/03/18",62.70
"Currency","2005/03/17",62.80
"Currency","2005/03/16",61.01
"Currency","2005/03/15",61.29
"Currency","2005/03/14",60.89
"Currency","2005/03/11",61.04
"Currency","2005/03/10",61.03
"Currency","2005/03/09",61.24
"Currency","2005/03/08",61.08
"Currency","2005/03/07",61.06
"Currency","2005/03/04",60.32
"Currency","2005/03/03",60.85
"Currency","2005/03/02",61.12
"Currency","2005/03/01",61.10
"Currency","2005/02/28",60.82
"Currency","2005/02/25",60.90
"Currency","2005/02/24",60.91
"Currency","2005/02/23",60.96
"Currency","2005/02/22",60.05
"Currency","2005/02/21",59.83
"Currency","2005/02/18",59.65
"Currency","2005/02/17",59.82
"Currency","2005/02/16",60.84
"Currency","2005/02/15",59.65
"Currency","2005/02/14",59.67
"Currency","2005/02/11",59.69
"Currency","2005/02/10",59.64
"Currency","2005/02/09",59.65
"Currency","2005/02/08",59.61
"Currency","2005/02/07",59.62
"Currency","2005/02/04",59.63
"Currency","2005/02/03",59.71
"Currency","2005/02/02",59.67
"Currency","2005/02/01",59.38
"Currency","2005/01/31",60.67
"Currency","2005/01/28",58.68
"Currency","2005/01/27",58.69
"Currency","2005/01/26",57.65
"Currency","2005/01/25",57.68
"Currency","2005/01/24",57.72
"Currency","2005/01/21",57.73
"Currency","2005/01/20",57.67
"Currency","2005/01/19",57.67
"Currency","2005/01/18",58.64
"Currency","2005/01/17",57.65
"Currency","2005/01/14",57.66
"Currency","2005/01/13",57.69
"Currency","2005/01/12",57.65
"Currency","2005/01/11",57.61
"Currency","2005/01/10",57.66
"Currency","2005/01/07",59.11
"Currency","2005/01/06",58.43
"Currency","2005/01/05",58.56
"Currency","2005/01/04",58.46
"Currency","2005/01/03",59.50
"Currency","2004/12/31",58.13
"Currency","2004/12/30",58.22
"Currency","2004/12/29",58.15
"Currency","2004/12/28",58.17
"Currency","2004/12/27",58.18
"Currency","2004/12/24",59.65
"Currency","2004/12/23",58.14
"Currency","2004/12/22",58.02
"Currency","2004/12/21",58.16
"Currency","2004/12/20",58.14
"Currency","2004/12/17",58.54
"Currency","2004/12/16",58.08
"Currency","2004/12/15",57.88
"Currency","2004/12/14",58.15
"Currency","2004/12/13",58.12
"Currency","2004/12/10",58.03
"Currency","2004/12/09",58.12
"Currency","2004/12/08",58.75
"Currency","2004/12/07",58.50
"Currency","2004/12/06",58.41
"Currency","2004/12/03",58.42
"Currency","2004/12/02",58.41
"Currency","2004/12/01",58.49
"Currency","2004/11/30",58.47
"Currency","2004/11/29",58.47
"Currency","2004/11/26",58.12
"Currency","2004/11/25",58.12
"Currency","2004/11/24",58.06
"Currency","2004/11/23",57.98
"Currency","2004/11/22",57.99
"Currency","2004/11/19",57.96
"Currency","2004/11/18",57.98
"Currency","2004/11/17",57.98
"Currency","2004/11/16",57.74
"Currency","2004/11/15",57.85
"Currency","2004/11/12",57.83
"Currency","2004/11/11",57.83
"Currency","2004/11/10",57.80
"Currency","2004/11/09",57.90
"Currency","2004/11/08",57.95
"Currency","2004/11/05",57.95
"Currency","2004/11/04",57.85
"Currency","2004/11/03",58.13
"Currency","2004/11/02",57.99
"Currency","2004/11/01",58.01
"Currency","2004/10/29",57.89
"Currency","2004/10/28",59.92
"Currency","2004/10/27",57.99
"Currency","2004/10/26",57.93
"Currency","2004/10/25",57.99
"Currency","2004/10/22",57.79
"Currency","2004/10/21",57.85
"Currency","2004/10/20",57.75
"Currency","2004/10/19",57.75
"Currency","2004/10/18",57.77
"Currency","2004/10/15",57.73
"Currency","2004/10/14",57.73
"Currency","2004/10/13",57.81
"Currency","2004/10/12",57.71
"Currency","2004/10/11",57.82
"Currency","2004/10/08",57.91
"Currency","2004/10/07",57.83
"Currency","2004/10/06",57.70
"Currency","2004/10/05",57.82
"Currency","2004/10/04",57.87
"Currency","2004/10/01",57.71
"Currency","2004/09/30",57.72
"Currency","2004/09/29",57.78
"Currency","2004/09/28",57.73
"Currency","2004/09/27",57.71
"Currency","2004/09/24",57.77
"Currency","2004/09/23",57.79
"Currency","2004/09/22",57.85
"Currency","2004/09/21",57.83
"Currency","2004/09/20",57.58
"Currency","2004/09/17",57.75
"Currency","2004/09/16",57.60
"Currency","2004/09/15",57.62
"Currency","2004/09/14",57.65
"Currency","2004/09/13",57.76
"Currency","2004/09/10",57.65
"Currency","2004/09/09",57.68
"Currency","2004/09/08",57.80
"Currency","2004/09/07",57.61
"Currency","2004/09/06",57.78
"Currency","2004/09/03",57.87
"Currency","2004/09/02",57.88
"Currency","2004/09/01",57.81
"Currency","2004/08/31",57.65
"Currency","2004/08/30",57.63
"Currency","2004/08/27",57.59
"Currency","2004/08/26",57.67
"Currency","2004/08/25",57.53
"Currency","2004/08/24",57.68
"Currency","2004/08/23",57.63
"Currency","2004/08/20",57.61
"Currency","2004/08/19",57.62
"Currency","2004/08/18",57.68
"Currency","2004/08/17",57.71
"Currency","2004/08/16",57.68
"Currency","2004/08/13",57.53
"Currency","2004/08/12",57.63
"Currency","2004/08/11",57.72
"Currency","2004/08/10",57.67
"Currency","2004/08/09",57.57
"Currency","2004/08/06",57.54
"Currency","2004/08/05",57.68
"Currency","2004/08/04",57.78
"Currency","2004/08/03",57.77
"Currency","2004/08/02",58.05
"Currency","2004/07/30",58.05
"Currency","2004/07/29",57.99
"Currency","2004/07/28",57.69
"Currency","2004/07/27",57.62
"Currency","2004/07/26",58.10
"Currency","2004/07/23",57.75
"Currency","2004/07/22",57.78
"Currency","2004/07/21",58.51
"Currency","2004/07/20",58.06
"Currency","2004/07/19",57.66
"Currency","2004/07/16",57.62
"Currency","2004/07/15",57.90
"Currency","2004/07/14",57.65
"Currency","2004/07/13",57.64
"Currency","2004/07/12",57.65
"Currency","2004/07/09",57.56
"Currency","2004/07/08",57.49
"Currency","2004/07/07",57.51
"Currency","2004/07/06",57.62
"Currency","2004/07/05",57.65
"Currency","2004/07/02",57.60
"Currency","2004/07/01",57.74
"Currency","2004/06/30",57.69
"Currency","2004/06/29",57.56
"Currency","2004/06/28",58.57
"Currency","2004/06/25",58.53
"Currency","2004/06/24",58.56
"Currency","2004/06/23",57.54
"Currency","2004/06/22",58.56
"Currency","2004/06/21",58.54
"Currency","2004/06/18",58.54
"Currency","2004/06/17",58.56
"Currency","2004/06/16",58.46
"Currency","2004/06/15",58.51
"Currency","2004/06/14",58.55
"Currency","2004/06/11",58.42
"Currency","2004/06/10",58.55
"Currency","2004/06/09",57.62
"Currency","2004/06/08",58.82
"Currency","2004/06/07",58.53
"Currency","2004/06/04",58.50
"Currency","2004/06/03",58.48
"Currency","2004/06/02",57.52
"Currency","2004/06/01",58.71
"Currency","2004/05/31",60.15
"Currency","2004/05/28",58.58
"Currency","2004/05/27",58.51
"Currency","2004/05/26",57.76
"Currency","2004/05/25",57.82
"Currency","2004/05/24",57.41
"Currency","2004/05/21",57.94
"Currency","2004/05/20",59.58
"Currency","2004/05/19",57.76
"Currency","2004/05/18",57.69
"Currency","2004/05/17",57.72
"Currency","2004/05/14",57.49
"Currency","2004/05/13",57.49
"Currency","2004/05/12",57.41
"Currency","2004/05/11",57.43
"Currency","2004/05/10",57.46
"Currency","2004/05/07",57.54
"Currency","2004/05/06",57.69
"Currency","2004/05/05",57.56
"Currency","2004/05/04",57.31
"Currency","2004/05/03",57.38
"Currency","2004/04/30",57.22
"Currency","2004/04/29",57.32
"Currency","2004/04/28",57.29
"Currency","2004/04/27",57.44
"Currency","2004/04/26",57.35
"Currency","2004/04/23",57.35
"Currency","2004/04/22",57.29
"Currency","2004/04/21",57.43
"Currency","2004/04/20",57.22
"Currency","2004/04/19",57.22
"Currency","2004/04/16",57.21
"Currency","2004/04/15",57.20
"Currency","2004/04/14",57.22
"Currency","2004/04/13",57.30
"Currency","2004/04/12",58.97
"Currency","2004/04/09",58.99
"Currency","2004/04/08",57.35
"Currency","2004/04/07",57.27
"Currency","2004/04/06",57.19
"Currency","2004/04/05",57.20
"Currency","2004/04/02",57.24
"Currency","2004/04/01",57.34
"Currency","2004/03/31",57.30
"Currency","2004/03/30",57.40
"Currency","2004/03/29",57.29
"Currency","2004/03/26",57.26
"Currency","2004/03/25",57.21
"Currency","2004/03/24",57.31
"Currency","2004/03/23",57.31
"Currency","2004/03/22",57.12
"Currency","2004/03/19",57.14
"Currency","2004/03/18",57.16
"Currency","2004/03/17",57.29
"Currency","2004/03/16",57.10
"Currency","2004/03/15",57.23
"Currency","2004/03/12",57.21
"Currency","2004/03/11",57.12
"Currency","2004/03/10",57.29
"Currency","2004/03/09",57.19
"Currency","2004/03/08",57.22
"Currency","2004/03/05",57.19
"Currency","2004/03/04",57.29
"Currency","2004/03/03",57.27
"Currency","2004/03/02",57.21
"Currency","2004/03/01",57.26
"Currency","2004/02/27",57.22
"Currency","2004/02/26",57.35
"Currency","2004/02/25",57.43
"Currency","2004/02/24",57.29
"Currency","2004/02/23",57.30
"Currency","2004/02/20",57.14
"Currency","2004/02/19",57.29
"Currency","2004/02/18",57.33
"Currency","2004/02/17",57.10
"Currency","2004/02/16",57.28
"Currency","2004/02/13",57.08
"Currency","2004/02/12",57.28
"Currency","2004/02/11",57.06
"Currency","2004/02/10",57.08
"Currency","2004/02/09",57.31
"Currency","2004/02/06",57.10
"Currency","2004/02/05",57.03
"Currency","2004/02/04",57.01
"Currency","2004/02/03",57.01
"Currency","2004/02/02",56.97
"Currency","2004/01/30",56.98
"Currency","2004/01/29",57.09
"Currency","2004/01/28",57.08
"Currency","2004/01/27",57.03
"Currency","2004/01/26",57.30
"Currency","2004/01/23",57.17
"Currency","2004/01/22",57.12
"Currency","2004/01/21",57.23
"Currency","2004/01/20",56.82
"Currency","2004/01/19",57.18
"Currency","2004/01/16",57.01
"Currency","2004/01/15",57.23
"Currency","2004/01/14",57.25
"Currency","2004/01/13",57.33
"Currency","2004/01/12",57.28
"Currency","2004/01/09",56.99
"Currency","2004/01/08",57.10
"Currency","2004/01/07",57.24
"Currency","2004/01/06",56.92
"Currency","2004/01/05",57.23
"Currency","2004/01/02",57.22
"Currency","2004/01/01",58.88
"Currency","2003/12/31",56.46
"Currency","2003/12/30",57.01
"Currency","2003/12/29",57.23
"Currency","2003/12/26",58.72
"Currency","2003/12/25",58.72
"Currency","2003/12/24",58.72
"Currency","2003/12/23",57.04
"Currency","2003/12/22",56.68
"Currency","2003/12/19",56.57
"Currency","2003/12/18",56.68
"Currency","2003/12/17",56.90
"Currency","2003/12/16",56.59
"Currency","2003/12/15",56.60
"Currency","2003/12/12",56.62
"Currency","2003/12/11",56.59
"Currency","2003/12/10",56.64
"Currency","2003/12/09",56.82
"Currency","2003/12/08",56.65
"Currency","2003/12/05",56.76
"Currency","2003/12/04",56.73
"Currency","2003/12/03",56.78
"Currency","2003/12/02",56.71
"Currency","2003/12/01",56.61
"Currency","2003/11/28",58.43
"Currency","2003/11/27",58.43
"Currency","2003/11/26",58.43
"Currency","2003/11/25",58.43
"Currency","2003/11/24",58.43
"Currency","2003/11/21",58.43
"Currency","2003/11/20",58.43
"Currency","2003/11/19",58.43
"Currency","2003/11/18",58.44
"Currency","2003/11/17",58.44
"Currency","2003/11/14",58.46
"Currency","2003/11/13",58.46
"Currency","2003/11/12",58.44
"Currency","2003/11/11",58.44
"Currency","2003/11/10",58.44
"Currency","2003/11/07",58.43
"Currency","2003/11/06",58.46
"Currency","2003/11/05",58.45
"Currency","2003/11/04",58.45
"Currency","2003/11/03",58.44
"Currency","2003/10/31",58.44
"Currency","2003/10/30",58.44
"Currency","2003/10/29",58.42
"Currency","2003/10/28",58.44
"Currency","2003/10/27",58.43
"Currency","2003/10/24",58.43
"Currency","2003/10/23",58.43
"Currency","2003/10/22",58.42
"Currency","2003/10/21",58.42
"Currency","2003/10/20",58.42
"Currency","2003/10/17",58.42
"Currency","2003/10/16",58.42
"Currency","2003/10/15",58.42
"Currency","2003/10/14",58.42
"Currency","2003/10/13",58.41
"Currency","2003/10/10",58.41
"Currency","2003/10/09",58.41
"Currency","2003/10/08",58.42
"Currency","2003/10/07",58.42
"Currency","2003/10/06",58.42
"Currency","2003/10/03",58.42
"Currency","2003/10/02",58.42
"Currency","2003/10/01",58.42
"Currency","2003/09/30",58.42
"Currency","2003/09/29",58.42
"Currency","2003/09/26",58.41
"Currency","2003/09/25",58.41
"Currency","2003/09/24",58.42
"Currency","2003/09/23",58.42
"Currency","2003/09/22",58.42
"Currency","2003/09/19",58.42
"Currency","2003/09/18",58.42
"Currency","2003/09/17",58.42
"Currency","2003/09/16",58.42
"Currency","2003/09/15",58.42
"Currency","2003/09/12",58.43
"Currency","2003/09/11",58.43
"Currency","2003/09/10",58.42
"Currency","2003/09/09",58.42
"Currency","2003/09/08",58.42
"Currency","2003/09/05",58.42
"Currency","2003/09/04",58.42
"Currency","2003/09/03",58.42
"Currency","2003/09/02",58.43
"Currency","2003/09/01",58.43
"Currency","2003/08/29",58.40
"Currency","2003/08/28",58.42
"Currency","2003/08/27",58.40
"Currency","2003/08/26",58.37
"Currency","2003/08/25",58.40
"Currency","2003/08/22",58.40
"Currency","2003/08/21",58.39
"Currency","2003/08/20",58.40
"Currency","2003/08/19",58.39
"Currency","2003/08/18",58.40
"Currency","2003/08/15",58.39
"Currency","2003/08/14",58.39
"Currency","2003/08/13",58.39
"Currency","2003/08/12",58.39
"Currency","2003/08/11",58.40
"Currency","2003/08/08",58.40
"Currency","2003/08/07",58.40
"Currency","2003/08/06",58.42
"Currency","2003/08/05",58.42
"Currency","2003/08/04",58.45
"Currency","2003/08/01",58.47
"Currency","2003/07/31",58.47
"Currency","2003/07/30",58.46
"Currency","2003/07/29",58.44
"Currency","2003/07/28",58.44
"Currency","2003/07/25",58.38
"Currency","2003/07/24",58.38
"Currency","2003/07/23",58.38
"Currency","2003/07/22",58.38
"Currency","2003/07/21",58.38
"Currency","2003/07/18",58.37
"Currency","2003/07/17",58.35
"Currency","2003/07/16",58.40
"Currency","2003/07/15",58.42
"Currency","2003/07/14",58.42
"Currency","2003/07/11",58.40
"Currency","2003/07/10",58.40
"Currency","2003/07/09",58.41
"Currency","2003/07/08",58.40
"Currency","2003/07/07",58.40
"Currency","2003/07/04",58.40
"Currency","2003/07/03",58.42
"Currency","2003/07/02",58.40
"Currency","2003/07/01",58.42
"Currency","2003/06/30",58.41
"Currency","2003/06/27",58.35
"Currency","2003/06/26",58.33
"Currency","2003/06/25",58.40
"Currency","2003/06/24",58.25
"Currency","2003/06/23",58.33
"Currency","2003/06/20",58.35
"Currency","2003/06/19",58.35
"Currency","2003/06/18",58.35
"Currency","2003/06/17",58.40
"Currency","2003/06/16",58.40
"Currency","2003/06/13",58.28
"Currency","2003/06/12",58.42
"Currency","2003/06/11",58.47
"Currency","2003/06/10",58.45
"Currency","2003/06/09",58.49
"Currency","2003/06/06",58.43
"Currency","2003/06/05",58.45
"Currency","2003/06/04",58.54
"Currency","2003/06/03",58.56
"Currency","2003/06/02",58.55
"Currency","2003/05/30",58.15
"Currency","2003/05/29",58.15
"Currency","2003/05/28",58.15
"Currency","2003/05/27",58.15
"Currency","2003/05/26",58.15
"Currency","2003/05/22",58.15
"Currency","2003/05/21",58.15
"Currency","2003/05/20",58.15
"Currency","2003/05/19",58.10
"Currency","2003/05/16",58.10
"Currency","2003/05/15",58.10
"Currency","2003/05/14",58.10
"Currency","2003/05/13",58.10
"Currency","2003/05/12",58.10
"Currency","2003/05/09",58.10
"Currency","2003/05/08",58.20
"Currency","2003/05/07",58.20
"Currency","2003/05/06",58.20
"Currency","2003/05/05",58.20
"Currency","2003/05/02",58.20
"Currency","2003/05/01",58.20
"Currency","2003/04/30",58.20
"Currency","2003/04/29",58.20
"Currency","2003/04/28",58.20
"Currency","2003/04/25",58.20
"Currency","2003/04/24",58.20
"Currency","2003/04/23",58.20
"Currency","2003/04/22",58.20
"Currency","2003/04/21",58.20
"Currency","2003/04/18",58.20
"Currency","2003/04/17",58.20
"Currency","2003/04/16",58.20
"Currency","2003/04/15",58.20
"Currency","2003/04/14",58.20
"Currency","2003/04/11",58.20
"Currency","2003/04/10",58.20
"Currency","2003/04/09",58.20
"Currency","2003/04/08",58.20
"Currency","2003/04/07",58.20
"Currency","2003/04/04",58.20
"Currency","2003/04/03",58.20
"Currency","2003/04/02",58.20
"Currency","2003/04/01",58.20
"Currency","2003/03/31",58.20
"Currency","2003/03/28",58.20
"Currency","2003/03/27",58.20
"Currency","2003/03/26",58.20
"Currency","2003/03/25",58.20
"Currency","2003/03/24",58.20
"Currency","2003/03/21",58.20
"Currency","2003/03/20",58.20
"Currency","2003/03/19",58.20
"Currency","2003/03/18",58.20
"Currency","2003/03/17",58.20
"Currency","2003/03/14",58.20
"Currency","2003/03/13",58.20
"Currency","2003/03/12",58.20
"Currency","2003/03/11",58.20
"Currency","2003/03/10",58.20
"Currency","2003/03/07",58.20
"Currency","2003/03/06",58.20
"Currency","2003/03/05",58.20
"Currency","2003/03/04",58.20
"Currency","2003/03/03",58.20
"Currency","2003/02/28",58.20
"Currency","2003/02/27",58.20
"Currency","2003/02/26",58.20
"Currency","2003/02/25",58.20
"Currency","2003/02/24",58.20
"Currency","2003/02/21",58.20
"Currency","2003/02/20",58.20
"Currency","2003/02/19",58.20
"Currency","2003/02/18",58.20
"Currency","2003/02/17",58.20
"Currency","2003/02/14",58.20
"Currency","2003/02/13",58.20
"Currency","2003/02/12",58.20
"Currency","2003/02/11",58.20
"Currency","2003/02/10",58.20
"Currency","2003/02/07",58.20
"Currency","2003/02/06",58.20
"Currency","2003/02/05",58.20
"Currency","2003/02/04",58.20
"Currency","2003/02/03",58.20
"Currency","2003/01/31",58.20
"Currency","2003/01/30",58.20
"Currency","2003/01/29",58.20
"Currency","2003/01/28",58.20
"Currency","2003/01/27",58.20
"Currency","2003/01/24",58.20
"Currency","2003/01/23",58.25
"Currency","2003/01/22",58.25
"Currency","2003/01/21",58.25
"Currency","2003/01/20",58.25
"Currency","2003/01/17",58.25
"Currency","2003/01/16",58.25
"Currency","2003/01/15",58.25
"Currency","2003/01/14",58.25
"Currency","2003/01/13",58.25
"Currency","2003/01/10",58.25
"Currency","2003/01/09",58.25
"Currency","2003/01/08",58.20
"Currency","2003/01/07",57.90
"Currency","2003/01/06",57.90
"Currency","2003/01/03",57.90
"Currency","2003/01/02",57.90
"Currency","2003/01/01",57.90
"Currency","2002/12/31",57.90
"Currency","2002/12/30",57.90
"Currency","2002/12/27",57.90
"Currency","2002/12/26",57.90
"Currency","2002/12/25",57.90
"Currency","2002/12/24",57.90
"Currency","2002/12/23",57.90
"Currency","2002/12/20",57.90
"Currency","2002/12/19",57.90
"Currency","2002/12/18",57.90
"Currency","2002/12/17",57.90
"Currency","2002/12/16",57.90
"Currency","2002/12/13",57.90
"Currency","2002/12/12",57.90
"Currency","2002/12/11",57.90
"Currency","2002/12/10",57.90
"Currency","2002/12/09",57.90
"Currency","2002/12/05",57.90
"Currency","2002/12/04",57.90
"Currency","2002/12/03",57.90
"Currency","2002/12/02",57.90
"Currency","2002/11/29",57.90
"Currency","2002/11/28",57.90
"Currency","2002/11/27",57.90
"Currency","2002/11/26",57.90
"Currency","2002/11/25",57.90
"Currency","2002/11/22",57.85
"Currency","2002/11/21",57.85
"Currency","2002/11/20",57.85
"Currency","2002/11/19",57.85
"Currency","2002/11/18",57.85
"Currency","2002/11/15",57.85
"Currency","2002/11/14",57.85
"Currency","2002/11/13",57.85
"Currency","2002/11/12",57.85
"Currency","2002/11/11",58.15
"Currency","2002/11/08",58.15
"Currency","2002/11/07",58.15
"Currency","2002/11/06",58.15
"Currency","2002/11/05",58.15
"Currency","2002/11/04",58.15
"Currency","2002/11/01",57.85
"Currency","2002/10/31",57.85
"Currency","2002/10/30",57.85
"Currency","2002/10/29",57.85
"Currency","2002/10/28",57.85
"Currency","2002/10/25",57.85
"Currency","2002/10/24",57.85
"Currency","2002/10/23",57.85
"Currency","2002/10/22",57.85
"Currency","2002/10/21",57.85
"Currency","2002/06/30",57.90
"Currency","2001/06/30",57.00
"Currency","2000/06/30",51.00
"Currency","1999/06/30",48.50
"Currency","1998/06/30",46.30
"Currency","1997/06/30",43.65
"Currency","1996/06/30",41.75
"Currency","1995/06/30",40.10
"Currency","1994/06/30",40.25
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
