"Indicator","Time","Value (USD/BDT)"
"Currency","2012/04/13",80.40
"Currency","2012/04/12",80.45
"Currency","2012/04/11",80.62
"Currency","2012/04/10",80.26
"Currency","2012/04/09",80.43
"Currency","2012/04/06",80.46
"Currency","2012/04/05",80.46
"Currency","2012/04/04",80.63
"Currency","2012/04/03",80.41
"Currency","2012/04/02",80.61
"Currency","2012/03/30",80.44
"Currency","2012/03/29",80.45
"Currency","2012/03/28",80.46
"Currency","2012/03/27",80.17
"Currency","2012/03/26",80.39
"Currency","2012/03/23",80.40
"Currency","2012/03/22",80.40
"Currency","2012/03/21",80.65
"Currency","2012/03/20",80.40
"Currency","2012/03/19",80.01
"Currency","2012/03/16",80.43
"Currency","2012/03/15",80.41
"Currency","2012/03/14",80.39
"Currency","2012/03/13",80.63
"Currency","2012/03/12",80.45
"Currency","2012/03/09",80.32
"Currency","2012/03/08",80.31
"Currency","2012/03/07",80.31
"Currency","2012/03/06",80.32
"Currency","2012/03/05",80.83
"Currency","2012/03/02",80.41
"Currency","2012/03/01",80.37
"Currency","2012/02/29",80.40
"Currency","2012/02/28",80.35
"Currency","2012/02/27",80.35
"Currency","2012/02/24",80.35
"Currency","2012/02/23",80.72
"Currency","2012/02/22",80.94
"Currency","2012/02/21",80.87
"Currency","2012/02/20",81.71
"Currency","2012/02/17",81.91
"Currency","2012/02/16",81.86
"Currency","2012/02/15",82.26
"Currency","2012/02/14",82.41
"Currency","2012/02/13",82.73
"Currency","2012/02/10",82.62
"Currency","2012/02/09",82.94
"Currency","2012/02/08",82.89
"Currency","2012/02/07",83.01
"Currency","2012/02/06",83.05
"Currency","2012/02/03",83.16
"Currency","2012/02/02",83.15
"Currency","2012/02/01",83.07
"Currency","2012/01/31",75.64
"Currency","2012/01/30",82.58
"Currency","2012/01/27",75.64
"Currency","2012/01/26",82.97
"Currency","2012/01/25",82.98
"Currency","2012/01/24",82.94
"Currency","2012/01/23",82.11
"Currency","2012/01/20",82.34
"Currency","2012/01/19",82.41
"Currency","2012/01/18",82.48
"Currency","2012/01/17",82.24
"Currency","2012/01/16",81.83
"Currency","2012/01/13",81.16
"Currency","2012/01/12",81.60
"Currency","2012/01/11",81.18
"Currency","2012/01/10",80.12
"Currency","2012/01/09",80.66
"Currency","2012/01/06",80.17
"Currency","2012/01/05",80.62
"Currency","2012/01/04",80.62
"Currency","2012/01/03",80.45
"Currency","2012/01/02",80.30
"Currency","2011/12/30",80.09
"Currency","2011/12/29",80.50
"Currency","2011/12/28",80.16
"Currency","2011/12/27",79.28
"Currency","2011/12/26",79.16
"Currency","2011/12/23",79.68
"Currency","2011/12/22",79.84
"Currency","2011/12/21",79.49
"Currency","2011/12/20",79.43
"Currency","2011/12/19",75.56
"Currency","2011/12/16",75.48
"Currency","2011/12/15",75.67
"Currency","2011/12/14",76.49
"Currency","2011/12/13",76.14
"Currency","2011/12/12",76.11
"Currency","2011/12/09",76.17
"Currency","2011/12/08",75.83
"Currency","2011/12/07",75.68
"Currency","2011/12/06",75.72
"Currency","2011/12/05",76.26
"Currency","2011/12/02",75.70
"Currency","2011/12/01",75.49
"Currency","2011/11/30",75.66
"Currency","2011/11/29",75.72
"Currency","2011/11/28",75.40
"Currency","2011/11/25",75.39
"Currency","2011/11/24",75.33
"Currency","2011/11/23",75.32
"Currency","2011/11/22",75.24
"Currency","2011/11/21",75.67
"Currency","2011/11/18",75.36
"Currency","2011/11/17",75.13
"Currency","2011/11/16",75.12
"Currency","2011/11/15",75.15
"Currency","2011/11/14",74.45
"Currency","2011/11/11",74.95
"Currency","2011/11/10",75.05
"Currency","2011/11/09",74.96
"Currency","2011/11/08",74.96
"Currency","2011/11/07",75.19
"Currency","2011/11/04",74.89
"Currency","2011/11/03",74.95
"Currency","2011/11/02",74.99
"Currency","2011/11/01",74.52
"Currency","2011/10/31",74.93
"Currency","2011/10/28",74.88
"Currency","2011/10/27",74.82
"Currency","2011/10/26",74.70
"Currency","2011/10/25",74.59
"Currency","2011/10/24",73.86
"Currency","2011/10/21",74.73
"Currency","2011/10/20",74.58
"Currency","2011/10/19",74.49
"Currency","2011/10/18",74.44
"Currency","2011/10/17",74.04
"Currency","2011/10/14",74.32
"Currency","2011/10/13",74.22
"Currency","2011/10/12",73.94
"Currency","2011/10/11",74.17
"Currency","2011/10/10",73.76
"Currency","2011/10/07",74.22
"Currency","2011/10/06",74.51
"Currency","2011/10/05",73.11
"Currency","2011/10/04",73.95
"Currency","2011/10/03",73.76
"Currency","2011/09/30",73.91
"Currency","2011/09/29",73.88
"Currency","2011/09/28",73.62
"Currency","2011/09/27",73.70
"Currency","2011/09/26",73.47
"Currency","2011/09/23",73.65
"Currency","2011/09/22",73.63
"Currency","2011/09/21",73.69
"Currency","2011/09/20",73.77
"Currency","2011/09/19",73.65
"Currency","2011/09/16",73.70
"Currency","2011/09/15",73.23
"Currency","2011/09/14",73.08
"Currency","2011/09/13",73.05
"Currency","2011/09/12",73.38
"Currency","2011/09/09",72.82
"Currency","2011/09/08",72.75
"Currency","2011/09/07",72.87
"Currency","2011/09/06",72.40
"Currency","2011/09/05",72.63
"Currency","2011/09/02",72.42
"Currency","2011/09/01",72.39
"Currency","2011/08/31",72.60
"Currency","2011/08/30",72.61
"Currency","2011/08/29",71.95
"Currency","2011/08/26",72.25
"Currency","2011/08/25",72.42
"Currency","2011/08/24",73.00
"Currency","2011/08/23",73.36
"Currency","2011/08/22",72.91
"Currency","2011/08/19",73.37
"Currency","2011/08/18",73.37
"Currency","2011/08/17",73.40
"Currency","2011/08/16",72.79
"Currency","2011/08/15",73.50
"Currency","2011/08/12",73.53
"Currency","2011/08/11",73.49
"Currency","2011/08/10",73.46
"Currency","2011/08/09",73.49
"Currency","2011/08/08",72.82
"Currency","2011/08/05",73.97
"Currency","2011/08/04",73.49
"Currency","2011/08/03",73.24
"Currency","2011/08/02",73.48
"Currency","2011/08/01",72.65
"Currency","2011/07/29",73.49
"Currency","2011/07/28",73.43
"Currency","2011/07/27",73.43
"Currency","2011/07/26",73.32
"Currency","2011/07/25",73.66
"Currency","2011/07/22",73.42
"Currency","2011/07/21",73.45
"Currency","2011/07/20",73.24
"Currency","2011/07/19",73.15
"Currency","2011/07/18",73.24
"Currency","2011/07/15",73.25
"Currency","2011/07/14",73.23
"Currency","2011/07/13",73.10
"Currency","2011/07/12",73.13
"Currency","2011/07/11",73.09
"Currency","2011/07/08",73.06
"Currency","2011/07/07",73.03
"Currency","2011/07/06",73.02
"Currency","2011/07/05",72.99
"Currency","2011/07/04",72.81
"Currency","2011/07/01",72.67
"Currency","2011/06/30",72.81
"Currency","2011/06/29",72.83
"Currency","2011/06/28",72.52
"Currency","2011/06/27",72.71
"Currency","2011/06/24",72.59
"Currency","2011/06/23",72.76
"Currency","2011/06/22",72.75
"Currency","2011/06/21",72.67
"Currency","2011/06/20",72.53
"Currency","2011/06/17",72.59
"Currency","2011/06/16",72.62
"Currency","2011/06/15",72.68
"Currency","2011/06/14",72.66
"Currency","2011/06/13",73.08
"Currency","2011/06/10",72.59
"Currency","2011/06/09",72.55
"Currency","2011/06/08",72.58
"Currency","2011/06/07",72.42
"Currency","2011/06/06",71.63
"Currency","2011/06/03",72.36
"Currency","2011/06/02",72.30
"Currency","2011/06/01",72.22
"Currency","2011/05/31",72.16
"Currency","2011/05/30",71.80
"Currency","2011/05/27",72.12
"Currency","2011/05/26",72.01
"Currency","2011/05/25",72.02
"Currency","2011/05/24",72.04
"Currency","2011/05/23",72.32
"Currency","2011/05/20",71.86
"Currency","2011/05/19",71.89
"Currency","2011/05/18",71.88
"Currency","2011/05/17",71.90
"Currency","2011/05/16",72.77
"Currency","2011/05/13",71.83
"Currency","2011/05/12",71.87
"Currency","2011/05/11",71.89
"Currency","2011/05/10",71.89
"Currency","2011/05/09",72.91
"Currency","2011/05/06",71.92
"Currency","2011/05/05",71.77
"Currency","2011/05/04",71.70
"Currency","2011/05/03",71.66
"Currency","2011/05/02",71.96
"Currency","2011/04/29",71.69
"Currency","2011/04/28",71.72
"Currency","2011/04/27",71.66
"Currency","2011/04/26",71.91
"Currency","2011/04/25",71.67
"Currency","2011/04/22",71.60
"Currency","2011/04/21",71.60
"Currency","2011/04/20",71.59
"Currency","2011/04/19",71.61
"Currency","2011/04/18",71.71
"Currency","2011/04/15",72.73
"Currency","2011/04/14",71.49
"Currency","2011/04/13",71.45
"Currency","2011/04/12",71.61
"Currency","2011/04/11",71.24
"Currency","2011/04/08",71.42
"Currency","2011/04/07",71.55
"Currency","2011/04/06",71.48
"Currency","2011/04/05",71.49
"Currency","2011/04/04",70.87
"Currency","2011/04/01",71.24
"Currency","2011/03/31",71.46
"Currency","2011/03/30",71.24
"Currency","2011/03/29",71.43
"Currency","2011/03/28",71.67
"Currency","2011/03/25",71.19
"Currency","2011/03/24",71.41
"Currency","2011/03/23",70.90
"Currency","2011/03/22",70.50
"Currency","2011/03/21",70.45
"Currency","2011/03/18",70.68
"Currency","2011/03/17",70.67
"Currency","2011/03/16",70.27
"Currency","2011/03/15",70.30
"Currency","2011/03/14",69.59
"Currency","2011/03/11",70.35
"Currency","2011/03/10",70.24
"Currency","2011/03/09",70.27
"Currency","2011/03/08",70.18
"Currency","2011/03/07",70.20
"Currency","2011/03/04",70.20
"Currency","2011/03/03",70.09
"Currency","2011/03/02",70.06
"Currency","2011/03/01",69.71
"Currency","2011/02/28",69.68
"Currency","2011/02/25",69.74
"Currency","2011/02/24",69.74
"Currency","2011/02/23",69.67
"Currency","2011/02/22",69.71
"Currency","2011/02/21",68.96
"Currency","2011/02/18",69.71
"Currency","2011/02/17",69.76
"Currency","2011/02/16",69.73
"Currency","2011/02/15",69.75
"Currency","2011/02/14",69.60
"Currency","2011/02/11",69.71
"Currency","2011/02/10",69.82
"Currency","2011/02/09",69.96
"Currency","2011/02/08",69.67
"Currency","2011/02/07",70.13
"Currency","2011/02/04",69.80
"Currency","2011/02/03",69.78
"Currency","2011/02/02",69.66
"Currency","2011/02/01",69.51
"Currency","2011/01/31",70.05
"Currency","2011/01/28",69.51
"Currency","2011/01/27",69.75
"Currency","2011/01/26",69.77
"Currency","2011/01/25",69.73
"Currency","2011/01/24",69.41
"Currency","2011/01/21",69.81
"Currency","2011/01/20",69.78
"Currency","2011/01/19",69.66
"Currency","2011/01/18",69.64
"Currency","2011/01/17",69.90
"Currency","2011/01/14",69.69
"Currency","2011/01/13",68.71
"Currency","2011/01/12",69.55
"Currency","2011/01/11",69.63
"Currency","2011/01/10",69.92
"Currency","2011/01/07",69.50
"Currency","2011/01/06",69.72
"Currency","2011/01/05",69.58
"Currency","2011/01/04",69.12
"Currency","2011/01/03",69.20
"Currency","2010/12/31",69.18
"Currency","2010/12/30",69.10
"Currency","2010/12/29",69.40
"Currency","2010/12/28",69.30
"Currency","2010/12/27",69.21
"Currency","2010/12/24",69.18
"Currency","2010/12/23",69.20
"Currency","2010/12/22",69.11
"Currency","2010/12/21",69.29
"Currency","2010/12/20",69.69
"Currency","2010/12/17",69.19
"Currency","2010/12/16",69.22
"Currency","2010/12/15",69.13
"Currency","2010/12/14",69.09
"Currency","2010/12/13",69.25
"Currency","2010/12/10",69.28
"Currency","2010/12/09",69.24
"Currency","2010/12/08",69.22
"Currency","2010/12/07",69.11
"Currency","2010/12/06",68.33
"Currency","2010/12/03",69.12
"Currency","2010/12/02",69.07
"Currency","2010/12/01",69.15
"Currency","2010/11/30",68.99
"Currency","2010/11/29",69.09
"Currency","2010/11/26",68.97
"Currency","2010/11/25",68.95
"Currency","2010/11/24",69.02
"Currency","2010/11/23",69.25
"Currency","2010/11/22",68.99
"Currency","2010/11/19",69.11
"Currency","2010/11/18",69.07
"Currency","2010/11/17",69.12
"Currency","2010/11/16",69.01
"Currency","2010/11/15",69.25
"Currency","2010/11/12",69.11
"Currency","2010/11/11",69.19
"Currency","2010/11/10",69.06
"Currency","2010/11/09",68.97
"Currency","2010/11/08",69.31
"Currency","2010/11/05",69.05
"Currency","2010/11/04",69.16
"Currency","2010/11/03",69.23
"Currency","2010/11/02",69.36
"Currency","2010/11/01",69.08
"Currency","2010/10/31",70.79
"Currency","2010/10/29",69.44
"Currency","2010/10/28",69.28
"Currency","2010/10/27",69.54
"Currency","2010/10/26",65.41
"Currency","2010/10/25",69.00
"Currency","2010/10/22",69.14
"Currency","2010/10/21",68.95
"Currency","2010/10/20",68.85
"Currency","2010/10/19",68.49
"Currency","2010/10/18",69.45
"Currency","2010/10/15",68.85
"Currency","2010/10/14",68.85
"Currency","2010/10/13",68.82
"Currency","2010/10/12",69.23
"Currency","2010/10/11",68.43
"Currency","2010/10/08",68.64
"Currency","2010/10/07",69.27
"Currency","2010/10/06",68.92
"Currency","2010/10/05",69.20
"Currency","2010/10/04",67.66
"Currency","2010/10/01",68.17
"Currency","2010/09/30",68.08
"Currency","2010/09/29",68.06
"Currency","2010/09/28",68.08
"Currency","2010/09/27",67.79
"Currency","2010/09/24",68.05
"Currency","2010/09/23",68.29
"Currency","2010/09/22",68.35
"Currency","2010/09/21",68.25
"Currency","2010/09/20",68.62
"Currency","2010/09/17",68.25
"Currency","2010/09/16",68.16
"Currency","2010/09/15",68.20
"Currency","2010/09/14",68.19
"Currency","2010/09/13",68.03
"Currency","2010/09/10",68.17
"Currency","2010/09/09",68.00
"Currency","2010/09/08",68.13
"Currency","2010/09/07",68.04
"Currency","2010/09/06",68.08
"Currency","2010/09/03",68.12
"Currency","2010/09/02",68.12
"Currency","2010/09/01",68.01
"Currency","2010/08/31",68.16
"Currency","2010/08/30",67.98
"Currency","2010/08/27",68.28
"Currency","2010/08/26",68.18
"Currency","2010/08/25",68.14
"Currency","2010/08/24",68.19
"Currency","2010/08/23",67.64
"Currency","2010/08/20",68.10
"Currency","2010/08/19",68.12
"Currency","2010/08/18",68.15
"Currency","2010/08/17",68.04
"Currency","2010/08/16",68.31
"Currency","2010/08/13",68.00
"Currency","2010/08/12",68.05
"Currency","2010/08/11",68.06
"Currency","2010/08/10",68.15
"Currency","2010/08/09",67.51
"Currency","2010/08/06",68.06
"Currency","2010/08/05",68.07
"Currency","2010/08/04",68.04
"Currency","2010/08/03",68.04
"Currency","2010/08/02",68.05
"Currency","2010/07/31",69.41
"Currency","2010/07/30",68.15
"Currency","2010/07/29",68.07
"Currency","2010/07/28",68.11
"Currency","2010/07/27",68.12
"Currency","2010/07/26",68.03
"Currency","2010/07/23",68.16
"Currency","2010/07/22",68.04
"Currency","2010/07/21",68.01
"Currency","2010/07/20",67.99
"Currency","2010/07/19",68.01
"Currency","2010/07/16",68.04
"Currency","2010/07/15",68.00
"Currency","2010/07/14",67.98
"Currency","2010/07/13",68.15
"Currency","2010/07/12",68.01
"Currency","2010/07/09",68.09
"Currency","2010/07/08",67.99
"Currency","2010/07/07",68.00
"Currency","2010/07/06",68.02
"Currency","2010/07/05",68.00
"Currency","2010/07/02",67.90
"Currency","2010/07/01",67.81
"Currency","2010/06/30",68.05
"Currency","2010/06/29",67.97
"Currency","2010/06/28",67.78
"Currency","2010/06/25",68.06
"Currency","2010/06/24",67.78
"Currency","2010/06/23",67.93
"Currency","2010/06/22",67.91
"Currency","2010/06/21",68.09
"Currency","2010/06/18",67.92
"Currency","2010/06/17",67.77
"Currency","2010/06/16",67.73
"Currency","2010/06/15",67.67
"Currency","2010/06/14",67.88
"Currency","2010/06/11",67.89
"Currency","2010/06/10",67.77
"Currency","2010/06/09",67.72
"Currency","2010/06/08",67.78
"Currency","2010/06/07",67.83
"Currency","2010/06/04",68.37
"Currency","2010/06/03",67.93
"Currency","2010/06/02",67.78
"Currency","2010/06/01",67.72
"Currency","2010/05/31",67.86
"Currency","2010/05/28",67.67
"Currency","2010/05/27",68.01
"Currency","2010/05/26",67.87
"Currency","2010/05/25",67.80
"Currency","2010/05/24",67.84
"Currency","2010/05/21",67.87
"Currency","2010/05/20",67.76
"Currency","2010/05/19",67.06
"Currency","2010/05/18",67.82
"Currency","2010/05/17",67.52
"Currency","2010/05/14",67.88
"Currency","2010/05/13",67.92
"Currency","2010/05/12",67.79
"Currency","2010/05/11",67.81
"Currency","2010/05/10",67.92
"Currency","2010/05/07",67.88
"Currency","2010/05/06",67.91
"Currency","2010/05/05",67.97
"Currency","2010/05/04",67.87
"Currency","2010/05/03",67.92
"Currency","2010/04/30",67.72
"Currency","2010/04/29",67.92
"Currency","2010/04/28",67.90
"Currency","2010/04/27",67.89
"Currency","2010/04/26",67.94
"Currency","2010/04/23",67.89
"Currency","2010/04/22",67.89
"Currency","2010/04/21",67.94
"Currency","2010/04/20",67.89
"Currency","2010/04/19",67.89
"Currency","2010/04/16",67.89
"Currency","2010/04/15",67.88
"Currency","2010/04/14",67.74
"Currency","2010/04/13",67.83
"Currency","2010/04/12",67.99
"Currency","2010/04/09",67.72
"Currency","2010/04/08",67.91
"Currency","2010/04/07",67.91
"Currency","2010/04/06",67.87
"Currency","2010/04/05",67.98
"Currency","2010/04/02",67.65
"Currency","2010/04/01",67.96
"Currency","2010/03/31",67.89
"Currency","2010/03/30",67.90
"Currency","2010/03/29",67.88
"Currency","2010/03/26",68.03
"Currency","2010/03/25",67.93
"Currency","2010/03/24",68.04
"Currency","2010/03/23",67.90
"Currency","2010/03/22",67.91
"Currency","2010/03/19",67.97
"Currency","2010/03/18",67.92
"Currency","2010/03/17",67.83
"Currency","2010/03/16",67.80
"Currency","2010/03/15",67.83
"Currency","2010/03/12",68.06
"Currency","2010/03/11",67.90
"Currency","2010/03/10",68.02
"Currency","2010/03/09",67.79
"Currency","2010/03/08",67.95
"Currency","2010/03/05",67.84
"Currency","2010/03/04",67.79
"Currency","2010/03/03",67.82
"Currency","2010/03/02",67.88
"Currency","2010/03/01",67.97
"Currency","2010/02/28",69.25
"Currency","2010/02/26",67.74
"Currency","2010/02/25",67.89
"Currency","2010/02/24",67.93
"Currency","2010/02/23",67.93
"Currency","2010/02/22",67.97
"Currency","2010/02/19",67.75
"Currency","2010/02/18",67.90
"Currency","2010/02/17",67.96
"Currency","2010/02/16",67.90
"Currency","2010/02/15",67.92
"Currency","2010/02/12",67.79
"Currency","2010/02/11",67.83
"Currency","2010/02/10",67.95
"Currency","2010/02/09",67.93
"Currency","2010/02/08",67.93
"Currency","2010/02/05",67.65
"Currency","2010/02/04",67.94
"Currency","2010/02/03",67.99
"Currency","2010/02/02",67.94
"Currency","2010/02/01",67.70
"Currency","2010/01/31",69.17
"Currency","2010/01/29",67.70
"Currency","2010/01/28",67.86
"Currency","2010/01/27",67.86
"Currency","2010/01/26",68.02
"Currency","2010/01/25",67.83
"Currency","2010/01/22",67.59
"Currency","2010/01/21",67.84
"Currency","2010/01/20",67.92
"Currency","2010/01/19",67.97
"Currency","2010/01/18",67.60
"Currency","2010/01/15",68.01
"Currency","2010/01/14",68.03
"Currency","2010/01/13",67.95
"Currency","2010/01/12",67.99
"Currency","2010/01/11",68.00
"Currency","2010/01/08",68.02
"Currency","2010/01/07",67.59
"Currency","2010/01/06",68.00
"Currency","2010/01/05",68.02
"Currency","2010/01/04",67.50
"Currency","2009/12/31",67.95
"Currency","2009/12/30",67.97
"Currency","2009/12/29",68.03
"Currency","2009/12/28",67.90
"Currency","2009/12/25",69.03
"Currency","2009/12/24",67.90
"Currency","2009/12/23",67.50
"Currency","2009/12/22",67.86
"Currency","2009/12/21",67.93
"Currency","2009/12/18",67.75
"Currency","2009/12/17",67.53
"Currency","2009/12/16",67.77
"Currency","2009/12/15",67.93
"Currency","2009/12/14",67.54
"Currency","2009/12/11",68.51
"Currency","2009/12/10",67.97
"Currency","2009/12/09",67.96
"Currency","2009/12/08",67.72
"Currency","2009/12/07",67.90
"Currency","2009/12/04",67.56
"Currency","2009/12/03",67.90
"Currency","2009/12/02",68.01
"Currency","2009/12/01",67.71
"Currency","2009/11/30",67.71
"Currency","2009/11/27",67.57
"Currency","2009/11/26",67.85
"Currency","2009/11/25",67.78
"Currency","2009/11/24",67.57
"Currency","2009/11/23",67.81
"Currency","2009/11/20",67.70
"Currency","2009/11/19",67.82
"Currency","2009/11/18",67.59
"Currency","2009/11/17",67.79
"Currency","2009/11/16",67.62
"Currency","2009/11/13",67.52
"Currency","2009/11/12",67.65
"Currency","2009/11/11",67.93
"Currency","2009/11/10",67.66
"Currency","2009/11/09",67.94
"Currency","2009/11/06",67.63
"Currency","2009/11/05",67.65
"Currency","2009/11/04",66.99
"Currency","2009/11/03",67.52
"Currency","2009/11/02",67.94
"Currency","2009/10/31",69.15
"Currency","2009/10/30",68.19
"Currency","2009/10/29",67.26
"Currency","2009/10/28",67.93
"Currency","2009/10/27",67.56
"Currency","2009/10/26",67.78
"Currency","2009/10/23",67.57
"Currency","2009/10/22",67.42
"Currency","2009/10/21",67.95
"Currency","2009/10/20",67.93
"Currency","2009/10/19",67.96
"Currency","2009/10/16",67.73
"Currency","2009/10/15",67.68
"Currency","2009/10/14",67.96
"Currency","2009/10/13",67.74
"Currency","2009/10/12",67.86
"Currency","2009/10/09",67.59
"Currency","2009/10/08",67.87
"Currency","2009/10/07",67.43
"Currency","2009/10/06",67.95
"Currency","2009/10/05",67.85
"Currency","2009/10/02",67.34
"Currency","2009/10/01",67.81
"Currency","2009/09/30",67.85
"Currency","2009/09/29",67.70
"Currency","2009/09/28",67.38
"Currency","2009/09/25",67.40
"Currency","2009/09/24",67.92
"Currency","2009/09/23",67.65
"Currency","2009/09/22",67.67
"Currency","2009/09/21",67.30
"Currency","2009/09/18",67.77
"Currency","2009/09/17",67.75
"Currency","2009/09/16",67.82
"Currency","2009/09/15",67.75
"Currency","2009/09/14",67.63
"Currency","2009/09/11",67.76
"Currency","2009/09/10",67.58
"Currency","2009/09/09",67.92
"Currency","2009/09/08",67.81
"Currency","2009/09/07",67.75
"Currency","2009/09/04",67.70
"Currency","2009/09/03",67.80
"Currency","2009/09/02",67.63
"Currency","2009/09/01",67.32
"Currency","2009/08/31",67.79
"Currency","2009/08/28",67.63
"Currency","2009/08/27",67.74
"Currency","2009/08/26",67.74
"Currency","2009/08/25",67.89
"Currency","2009/08/24",67.68
"Currency","2009/08/21",67.63
"Currency","2009/08/20",67.42
"Currency","2009/08/19",66.75
"Currency","2009/08/18",67.82
"Currency","2009/08/17",67.36
"Currency","2009/08/14",67.54
"Currency","2009/08/13",67.62
"Currency","2009/08/12",67.60
"Currency","2009/08/11",67.31
"Currency","2009/08/10",67.75
"Currency","2009/08/07",67.65
"Currency","2009/08/06",67.64
"Currency","2009/08/05",67.66
"Currency","2009/08/04",67.79
"Currency","2009/08/03",67.72
"Currency","2009/07/31",67.75
"Currency","2009/07/30",67.73
"Currency","2009/07/29",67.59
"Currency","2009/07/28",67.73
"Currency","2009/07/27",67.72
"Currency","2009/07/24",67.60
"Currency","2009/07/23",67.73
"Currency","2009/07/22",67.78
"Currency","2009/07/21",67.78
"Currency","2009/07/20",67.78
"Currency","2009/07/17",67.56
"Currency","2009/07/16",67.43
"Currency","2009/07/15",67.78
"Currency","2009/07/14",67.67
"Currency","2009/07/13",67.58
"Currency","2009/07/10",67.56
"Currency","2009/07/09",67.71
"Currency","2009/07/08",67.76
"Currency","2009/07/07",67.87
"Currency","2009/07/06",67.73
"Currency","2009/07/03",67.73
"Currency","2009/07/02",67.74
"Currency","2009/07/01",67.76
"Currency","2009/06/30",67.58
"Currency","2009/06/29",67.64
"Currency","2009/06/26",67.54
"Currency","2009/06/25",67.57
"Currency","2009/06/24",67.55
"Currency","2009/06/23",67.70
"Currency","2009/06/22",67.73
"Currency","2009/06/19",67.55
"Currency","2009/06/18",67.89
"Currency","2009/06/17",67.73
"Currency","2009/06/16",67.69
"Currency","2009/06/15",67.97
"Currency","2009/06/12",67.58
"Currency","2009/06/11",67.78
"Currency","2009/06/10",67.73
"Currency","2009/06/09",67.71
"Currency","2009/06/08",67.69
"Currency","2009/06/05",67.54
"Currency","2009/06/04",67.71
"Currency","2009/06/03",67.73
"Currency","2009/06/02",67.64
"Currency","2009/06/01",68.88
"Currency","2009/05/29",67.49
"Currency","2009/05/28",67.76
"Currency","2009/05/27",67.78
"Currency","2009/05/26",67.66
"Currency","2009/05/25",67.60
"Currency","2009/05/22",67.64
"Currency","2009/05/21",67.15
"Currency","2009/05/20",67.74
"Currency","2009/05/19",67.69
"Currency","2009/05/18",67.79
"Currency","2009/05/15",67.52
"Currency","2009/05/14",67.68
"Currency","2009/05/13",67.82
"Currency","2009/05/12",67.74
"Currency","2009/05/11",67.67
"Currency","2009/05/08",67.48
"Currency","2009/05/07",67.67
"Currency","2009/05/06",67.68
"Currency","2009/05/05",67.48
"Currency","2009/05/04",67.64
"Currency","2009/05/01",67.80
"Currency","2009/04/30",67.69
"Currency","2009/04/29",67.59
"Currency","2009/04/28",67.62
"Currency","2009/04/27",67.56
"Currency","2009/04/24",67.53
"Currency","2009/04/23",67.64
"Currency","2009/04/22",67.62
"Currency","2009/04/21",67.60
"Currency","2009/04/20",67.56
"Currency","2009/04/17",66.99
"Currency","2009/04/16",67.65
"Currency","2009/04/15",67.67
"Currency","2009/04/14",67.66
"Currency","2009/04/13",68.38
"Currency","2009/04/10",68.49
"Currency","2009/04/09",67.66
"Currency","2009/04/08",67.67
"Currency","2009/04/07",67.67
"Currency","2009/04/06",67.67
"Currency","2009/04/03",67.64
"Currency","2009/04/02",67.63
"Currency","2009/04/01",67.63
"Currency","2009/03/31",67.64
"Currency","2009/03/30",67.63
"Currency","2009/03/27",66.87
"Currency","2009/03/26",67.69
"Currency","2009/03/25",67.71
"Currency","2009/03/24",67.52
"Currency","2009/03/23",67.08
"Currency","2009/03/20",67.45
"Currency","2009/03/19",67.71
"Currency","2009/03/18",67.64
"Currency","2009/03/17",67.66
"Currency","2009/03/16",67.84
"Currency","2009/03/13",67.44
"Currency","2009/03/12",66.74
"Currency","2009/03/11",67.50
"Currency","2009/03/10",67.49
"Currency","2009/03/09",67.44
"Currency","2009/03/06",67.57
"Currency","2009/03/05",67.60
"Currency","2009/03/04",67.47
"Currency","2009/03/03",67.45
"Currency","2009/03/02",67.06
"Currency","2009/02/27",67.49
"Currency","2009/02/26",67.52
"Currency","2009/02/25",67.50
"Currency","2009/02/24",67.50
"Currency","2009/02/23",67.47
"Currency","2009/02/20",65.86
"Currency","2009/02/19",67.46
"Currency","2009/02/18",67.48
"Currency","2009/02/17",67.41
"Currency","2009/02/16",67.45
"Currency","2009/02/13",67.48
"Currency","2009/02/12",67.45
"Currency","2009/02/11",67.50
"Currency","2009/02/10",67.55
"Currency","2009/02/09",67.50
"Currency","2009/02/06",67.52
"Currency","2009/02/05",67.37
"Currency","2009/02/04",67.55
"Currency","2009/02/03",67.43
"Currency","2009/02/02",67.66
"Currency","2009/01/30",67.41
"Currency","2009/01/29",68.54
"Currency","2009/01/28",68.16
"Currency","2009/01/27",67.53
"Currency","2009/01/26",66.25
"Currency","2009/01/23",66.50
"Currency","2009/01/22",67.34
"Currency","2009/01/21",66.62
"Currency","2009/01/20",67.89
"Currency","2009/01/19",68.26
"Currency","2009/01/16",67.48
"Currency","2009/01/15",67.71
"Currency","2009/01/14",67.76
"Currency","2009/01/13",68.13
"Currency","2009/01/12",67.79
"Currency","2009/01/09",67.63
"Currency","2009/01/08",65.64
"Currency","2009/01/07",67.38
"Currency","2009/01/06",66.63
"Currency","2009/01/05",66.87
"Currency","2009/01/02",67.33
"Currency","2009/01/01",67.62
"Currency","2008/12/31",67.65
"Currency","2008/12/30",67.92
"Currency","2008/12/29",69.56
"Currency","2008/12/26",67.47
"Currency","2008/12/25",67.52
"Currency","2008/12/24",67.57
"Currency","2008/12/23",67.95
"Currency","2008/12/22",67.85
"Currency","2008/12/19",67.52
"Currency","2008/12/18",69.22
"Currency","2008/12/17",65.67
"Currency","2008/12/16",65.11
