"Indicator","Time","Value (USD/LKR)"
"Currency","2008/11/21",107.54
"Currency","2008/11/20",108.28
"Currency","2008/11/19",108.85
"Currency","2008/11/18",107.54
"Currency","2008/11/17",109.88
"Currency","2008/11/14",108.68
"Currency","2008/11/13",105.51
"Currency","2008/11/12",108.66
"Currency","2008/11/11",109.66
"Currency","2008/11/10",109.10
"Currency","2008/11/07",108.11
"Currency","2008/11/06",109.32
"Currency","2008/11/05",107.87
"Currency","2008/11/04",105.65
"Currency","2008/11/03",109.70
"Currency","2008/10/31",108.10
"Currency","2008/10/30",109.25
"Currency","2008/10/29",104.49
"Currency","2008/10/28",103.36
"Currency","2008/10/27",105.35
"Currency","2008/10/24",105.35
"Currency","2008/10/23",104.43
"Currency","2008/10/22",105.90
"Currency","2008/10/21",107.04
"Currency","2008/10/20",106.71
"Currency","2008/10/17",105.54
"Currency","2008/10/16",105.82
"Currency","2008/10/15",107.93
"Currency","2008/10/14",106.61
"Currency","2008/10/13",105.89
"Currency","2008/10/10",107.01
"Currency","2008/10/09",106.65
"Currency","2008/10/08",106.44
"Currency","2008/10/07",105.58
"Currency","2008/10/06",106.44
"Currency","2008/10/03",106.67
"Currency","2008/10/02",106.55
"Currency","2008/10/01",107.05
"Currency","2008/09/30",107.82
"Currency","2008/09/29",105.54
"Currency","2008/09/26",105.75
"Currency","2008/09/25",106.25
"Currency","2008/09/24",106.09
"Currency","2008/09/23",106.72
"Currency","2008/09/22",104.28
"Currency","2008/09/19",104.36
"Currency","2008/09/18",107.07
"Currency","2008/09/17",104.80
"Currency","2008/09/16",106.38
"Currency","2008/09/15",105.12
"Currency","2008/09/12",107.78
"Currency","2008/09/11",105.30
"Currency","2008/09/10",106.61
"Currency","2008/09/09",106.29
"Currency","2008/09/08",106.56
"Currency","2008/09/05",105.27
"Currency","2008/09/04",107.36
"Currency","2008/09/03",105.06
"Currency","2008/09/02",105.42
"Currency","2008/09/01",105.99
"Currency","2008/08/31",107.75
"Currency","2008/08/29",106.25
"Currency","2008/08/28",106.36
"Currency","2008/08/27",106.06
"Currency","2008/08/26",105.25
"Currency","2008/07/31",105.78
"Currency","2008/07/30",105.65
"Currency","2008/07/29",106.64
"Currency","2008/07/28",105.80
"Currency","2008/07/25",107.55
"Currency","2008/07/24",107.56
"Currency","2008/07/23",107.63
"Currency","2008/07/22",107.56
"Currency","2008/07/21",107.48
"Currency","2008/07/18",105.65
"Currency","2008/07/17",105.62
"Currency","2008/07/16",106.47
"Currency","2008/07/15",106.52
"Currency","2008/07/14",105.51
"Currency","2008/07/11",107.57
"Currency","2008/07/10",107.54
"Currency","2008/07/09",107.58
"Currency","2008/07/08",107.61
"Currency","2008/07/07",105.36
"Currency","2008/07/04",105.67
"Currency","2008/07/03",107.14
"Currency","2008/07/02",105.14
"Currency","2008/06/30",107.63
"Currency","2008/06/27",105.55
"Currency","2008/06/26",105.54
"Currency","2008/06/25",107.58
"Currency","2008/06/24",105.65
"Currency","2008/06/23",105.73
"Currency","2008/06/20",105.61
"Currency","2008/06/19",105.63
"Currency","2008/06/18",105.58
"Currency","2008/06/17",105.87
"Currency","2008/06/16",105.86
"Currency","2008/06/13",107.73
"Currency","2008/06/12",105.67
"Currency","2008/06/11",107.78
"Currency","2008/06/10",106.22
"Currency","2008/06/09",107.00
"Currency","2008/06/06",107.81
"Currency","2008/06/05",104.61
"Currency","2008/06/04",106.19
"Currency","2008/06/03",106.99
"Currency","2008/06/02",105.91
"Currency","2008/05/31",107.79
"Currency","2008/05/30",107.81
"Currency","2008/05/29",106.23
"Currency","2008/05/28",106.11
"Currency","2008/05/27",106.47
"Currency","2008/05/26",105.65
"Currency","2008/05/23",105.59
"Currency","2008/05/22",107.69
"Currency","2008/05/21",105.70
"Currency","2008/05/20",107.74
"Currency","2008/05/19",106.25
"Currency","2008/05/16",107.74
"Currency","2008/05/15",106.21
"Currency","2008/05/14",105.39
"Currency","2008/05/13",105.67
"Currency","2008/05/12",105.18
"Currency","2008/05/09",107.58
"Currency","2008/05/08",105.52
"Currency","2008/05/07",106.10
"Currency","2008/05/06",105.79
"Currency","2008/05/05",105.59
"Currency","2008/05/02",106.17
"Currency","2008/04/30",107.80
"Currency","2008/04/29",106.03
"Currency","2008/04/28",106.03
"Currency","2008/04/25",105.62
"Currency","2008/04/24",106.37
"Currency","2008/04/23",107.73
"Currency","2008/04/22",105.55
"Currency","2008/04/21",107.83
"Currency","2008/04/18",107.80
"Currency","2008/04/17",106.25
"Currency","2008/04/16",105.95
"Currency","2008/04/15",106.27
"Currency","2008/04/14",105.93
"Currency","2008/04/11",105.99
"Currency","2008/04/10",106.72
"Currency","2008/04/09",104.95
"Currency","2008/04/08",106.00
"Currency","2008/04/07",105.69
"Currency","2008/04/04",105.72
"Currency","2008/04/03",105.11
"Currency","2008/04/02",105.65
"Currency","2008/03/31",106.33
"Currency","2008/03/28",106.39
"Currency","2008/03/27",105.84
"Currency","2008/03/26",105.18
"Currency","2008/03/25",105.66
"Currency","2008/03/24",105.94
"Currency","2008/03/21",104.06
"Currency","2008/03/20",105.71
"Currency","2008/03/19",106.12
"Currency","2008/03/18",107.60
"Currency","2008/03/17",107.59
"Currency","2008/03/14",105.42
"Currency","2008/03/13",107.78
"Currency","2008/03/12",105.24
"Currency","2008/03/11",107.43
"Currency","2008/03/10",105.53
"Currency","2008/03/07",107.65
"Currency","2008/03/06",107.73
"Currency","2008/03/05",107.73
"Currency","2008/03/04",105.96
"Currency","2008/03/03",105.77
"Currency","2008/02/29",106.02
"Currency","2008/02/28",105.23
"Currency","2008/02/27",105.31
"Currency","2008/02/26",104.92
"Currency","2008/02/25",105.67
"Currency","2008/02/22",105.83
"Currency","2008/02/21",105.17
"Currency","2008/02/20",105.47
"Currency","2008/02/19",105.89
"Currency","2008/02/18",105.54
"Currency","2008/02/15",105.85
"Currency","2008/02/14",105.63
"Currency","2008/02/13",105.91
"Currency","2008/02/12",105.62
"Currency","2008/02/11",106.05
"Currency","2008/02/08",105.54
"Currency","2008/02/07",106.82
"Currency","2008/02/06",105.76
"Currency","2008/02/05",105.98
"Currency","2008/02/04",105.63
"Currency","2008/02/01",107.61
"Currency","2008/01/31",105.94
"Currency","2008/01/30",107.78
"Currency","2008/01/29",106.14
"Currency","2008/01/28",105.54
"Currency","2008/01/25",106.17
"Currency","2008/01/24",107.78
"Currency","2008/01/23",105.41
"Currency","2008/01/22",107.86
"Currency","2008/01/21",106.24
"Currency","2008/01/18",107.92
"Currency","2008/01/17",106.02
"Currency","2008/01/16",106.87
"Currency","2008/01/15",106.84
"Currency","2008/01/14",106.48
"Currency","2008/01/11",106.09
"Currency","2008/01/10",105.29
"Currency","2008/01/09",106.57
"Currency","2008/01/08",106.43
"Currency","2008/01/07",106.40
"Currency","2008/01/04",106.30
"Currency","2008/01/03",106.83
"Currency","2008/01/02",106.33
"Currency","2008/01/01",107.46
"Currency","2007/12/31",107.46
"Currency","2007/12/28",108.59
"Currency","2007/12/27",105.90
"Currency","2007/12/25",106.37
"Currency","2007/12/24",106.41
"Currency","2007/12/21",106.47
"Currency","2007/12/20",106.56
"Currency","2007/12/19",107.00
"Currency","2007/12/17",106.74
"Currency","2007/12/14",107.40
"Currency","2007/12/13",107.44
"Currency","2007/12/12",106.75
"Currency","2007/12/11",107.00
"Currency","2007/12/10",106.72
"Currency","2007/12/07",108.08
"Currency","2007/12/06",105.81
"Currency","2007/12/05",107.79
"Currency","2007/12/04",107.90
"Currency","2007/12/03",108.24
"Currency","2007/11/30",109.42
"Currency","2007/11/29",108.29
"Currency","2007/11/28",107.72
"Currency","2007/11/27",108.63
"Currency","2007/11/23",108.17
"Currency","2007/11/22",108.21
"Currency","2007/11/21",107.93
"Currency","2007/11/20",108.02
"Currency","2007/11/19",108.21
"Currency","2007/11/16",107.95
"Currency","2007/11/15",108.47
"Currency","2007/11/14",108.66
"Currency","2007/11/13",108.27
"Currency","2007/11/12",108.47
"Currency","2007/11/09",108.57
"Currency","2007/11/08",108.21
"Currency","2007/11/07",108.67
"Currency","2007/11/06",108.05
"Currency","2007/11/05",108.31
"Currency","2007/11/02",108.21
"Currency","2007/11/01",108.82
"Currency","2007/10/31",108.75
"Currency","2007/10/30",108.88
"Currency","2007/10/29",109.32
"Currency","2007/10/26",109.81
"Currency","2007/10/25",110.24
"Currency","2007/10/24",109.97
"Currency","2007/10/23",109.98
"Currency","2007/10/22",110.80
"Currency","2007/10/19",110.68
"Currency","2007/10/18",110.62
"Currency","2007/10/17",110.80
"Currency","2007/10/16",111.20
"Currency","2007/10/15",111.59
"Currency","2007/10/12",111.37
"Currency","2007/10/11",111.30
"Currency","2007/10/10",111.39
"Currency","2007/10/09",110.80
"Currency","2007/10/08",111.60
"Currency","2007/10/05",111.30
"Currency","2007/10/04",111.17
"Currency","2007/10/03",111.75
"Currency","2007/10/02",111.31
"Currency","2007/10/01",111.37
"Currency","2007/09/30",113.34
"Currency","2007/09/28",110.76
"Currency","2007/09/27",111.40
"Currency","2007/09/26",111.36
"Currency","2007/09/25",110.96
"Currency","2007/09/24",111.72
"Currency","2007/09/21",111.04
"Currency","2007/09/20",111.07
"Currency","2007/09/19",111.23
"Currency","2007/09/18",110.53
"Currency","2007/09/17",111.45
"Currency","2007/09/14",111.24
"Currency","2007/09/13",111.30
"Currency","2007/09/12",110.89
"Currency","2007/09/11",112.80
"Currency","2007/09/07",110.38
"Currency","2007/09/06",110.77
"Currency","2007/09/05",110.57
"Currency","2007/09/04",112.80
"Currency","2007/09/03",110.92
"Currency","2007/08/31",111.19
"Currency","2007/08/30",110.75
"Currency","2007/08/29",112.30
"Currency","2007/08/28",112.30
"Currency","2007/08/27",110.88
"Currency","2007/08/24",110.06
"Currency","2007/08/23",110.30
"Currency","2007/08/22",111.50
"Currency","2007/08/21",111.50
"Currency","2007/08/20",109.87
"Currency","2007/08/17",109.60
"Currency","2007/08/16",109.45
"Currency","2007/08/15",110.23
"Currency","2007/08/14",110.12
"Currency","2007/08/13",110.08
"Currency","2007/08/10",109.46
"Currency","2007/08/09",110.23
"Currency","2007/08/08",109.54
"Currency","2007/08/07",110.12
"Currency","2007/08/06",109.72
"Currency","2007/08/03",108.92
"Currency","2007/08/02",109.35
"Currency","2007/08/01",109.41
"Currency","2007/07/31",109.73
"Currency","2007/07/30",109.34
"Currency","2007/07/27",109.70
"Currency","2007/07/26",109.43
"Currency","2007/07/25",109.65
"Currency","2007/07/24",109.51
"Currency","2007/07/23",109.66
"Currency","2007/07/20",109.32
"Currency","2007/07/19",109.80
"Currency","2007/07/18",109.44
"Currency","2007/07/17",109.54
"Currency","2007/07/16",109.76
"Currency","2007/07/13",109.44
"Currency","2007/07/12",109.57
"Currency","2007/07/11",109.63
"Currency","2007/07/10",108.38
"Currency","2007/07/09",109.40
"Currency","2007/07/06",109.11
"Currency","2007/07/05",109.77
"Currency","2007/07/04",109.21
"Currency","2007/07/03",109.13
"Currency","2007/07/02",108.76
"Currency","2007/06/30",110.97
"Currency","2007/06/29",108.78
"Currency","2007/06/28",109.32
"Currency","2007/06/27",109.12
"Currency","2007/06/26",109.02
"Currency","2007/06/25",108.81
"Currency","2007/06/22",108.41
"Currency","2007/06/21",108.63
"Currency","2007/06/20",109.00
"Currency","2007/06/19",108.50
"Currency","2007/06/18",108.61
"Currency","2007/06/15",107.96
"Currency","2007/06/14",108.68
"Currency","2007/06/13",108.35
"Currency","2007/06/12",108.95
"Currency","2007/06/11",108.60
"Currency","2007/06/08",108.41
"Currency","2007/06/07",108.96
"Currency","2007/06/06",108.69
"Currency","2007/06/05",108.46
"Currency","2007/06/04",108.32
"Currency","2007/06/01",108.48
"Currency","2007/05/31",108.53
"Currency","2007/05/30",108.62
"Currency","2007/05/29",109.00
"Currency","2007/05/28",108.59
"Currency","2007/05/25",108.55
"Currency","2007/05/24",108.73
"Currency","2007/05/23",106.67
"Currency","2007/05/22",106.68
"Currency","2007/05/21",106.60
"Currency","2007/05/18",106.48
"Currency","2007/05/17",107.63
"Currency","2007/05/16",107.49
"Currency","2007/05/15",106.36
"Currency","2007/05/14",106.93
"Currency","2007/05/11",106.46
"Currency","2007/05/10",107.28
"Currency","2007/05/09",106.77
"Currency","2007/05/08",106.88
"Currency","2007/05/07",106.98
"Currency","2007/05/04",106.67
"Currency","2007/05/03",107.12
"Currency","2007/05/02",106.42
"Currency","2007/05/01",106.63
"Currency","2007/04/30",106.35
"Currency","2007/04/27",105.75
"Currency","2007/04/26",106.14
"Currency","2007/04/25",106.04
"Currency","2007/04/24",105.42
"Currency","2007/04/23",109.50
"Currency","2007/04/20",105.81
"Currency","2007/04/19",105.90
"Currency","2007/04/18",105.79
"Currency","2007/04/17",105.56
"Currency","2007/04/16",105.77
"Currency","2007/04/13",105.08
"Currency","2007/04/12",104.71
"Currency","2007/04/11",104.97
"Currency","2007/04/10",104.45
"Currency","2007/04/09",104.29
"Currency","2007/04/06",103.97
"Currency","2007/04/05",103.73
"Currency","2007/04/04",104.15
"Currency","2007/04/03",104.45
"Currency","2007/04/02",104.43
"Currency","2007/03/31",109.34
"Currency","2007/03/30",104.00
"Currency","2007/03/29",105.36
"Currency","2007/03/28",105.03
"Currency","2007/03/27",104.31
"Currency","2007/03/26",104.34
"Currency","2007/03/23",105.72
"Currency","2007/03/22",105.45
"Currency","2007/03/21",109.35
"Currency","2007/03/20",109.35
"Currency","2007/03/19",109.74
"Currency","2007/03/16",109.60
"Currency","2007/03/15",109.36
"Currency","2007/03/14",105.08
"Currency","2007/03/13",105.28
"Currency","2007/03/12",105.05
"Currency","2007/03/09",105.20
"Currency","2007/03/08",105.04
"Currency","2007/03/07",104.39
"Currency","2007/03/06",104.69
"Currency","2007/03/05",108.79
"Currency","2007/03/02",105.34
"Currency","2007/03/01",105.27
"Currency","2007/02/28",104.38
"Currency","2007/02/27",104.39
"Currency","2007/02/26",104.35
"Currency","2007/02/23",104.11
"Currency","2007/02/22",104.29
"Currency","2007/02/21",104.51
"Currency","2007/02/20",104.56
"Currency","2007/02/19",104.51
"Currency","2007/02/16",104.41
"Currency","2007/02/15",104.48
"Currency","2007/02/14",108.10
"Currency","2007/02/13",104.15
"Currency","2007/02/12",104.23
"Currency","2007/02/09",104.36
"Currency","2007/02/08",103.94
"Currency","2007/02/07",104.16
"Currency","2007/02/06",104.13
"Currency","2007/02/05",108.56
"Currency","2007/02/02",104.87
"Currency","2007/02/01",104.29
"Currency","2007/01/31",103.59
"Currency","2007/01/30",104.36
"Currency","2007/01/29",104.17
"Currency","2007/01/26",104.51
"Currency","2007/01/25",104.92
"Currency","2007/01/24",104.54
"Currency","2007/01/23",104.15
"Currency","2007/01/22",104.39
"Currency","2007/01/19",104.49
"Currency","2007/01/18",104.30
"Currency","2007/01/17",108.30
"Currency","2007/01/16",105.07
"Currency","2007/01/15",104.16
"Currency","2007/01/12",104.01
"Currency","2007/01/11",104.75
"Currency","2007/01/10",104.68
"Currency","2007/01/09",104.59
"Currency","2007/01/08",104.39
"Currency","2007/01/05",105.28
"Currency","2007/01/04",104.16
"Currency","2007/01/03",103.93
"Currency","2007/01/02",103.44
"Currency","2007/01/01",103.04
"Currency","2006/12/31",107.87
"Currency","2006/12/29",103.13
"Currency","2006/12/28",103.53
"Currency","2006/12/27",107.50
"Currency","2006/12/26",104.10
"Currency","2006/12/25",103.82
"Currency","2006/12/22",103.99
"Currency","2006/12/21",103.33
"Currency","2006/12/20",103.70
"Currency","2006/12/19",103.15
"Currency","2006/12/18",103.43
"Currency","2006/12/15",103.80
"Currency","2006/12/14",104.19
"Currency","2006/12/13",104.37
"Currency","2006/12/12",103.64
"Currency","2006/12/11",103.95
"Currency","2006/12/08",104.51
"Currency","2006/12/07",103.57
"Currency","2006/12/06",103.60
"Currency","2006/12/05",103.51
"Currency","2006/12/04",103.79
"Currency","2006/12/01",103.17
"Currency","2006/11/30",103.48
"Currency","2006/11/29",103.92
"Currency","2006/11/28",103.40
"Currency","2006/11/27",103.29
"Currency","2006/11/24",103.51
"Currency","2006/11/23",103.03
"Currency","2006/11/22",106.60
"Currency","2006/11/21",102.58
"Currency","2006/11/20",104.58
"Currency","2006/11/17",103.88
"Currency","2006/11/16",104.04
"Currency","2006/11/15",103.72
"Currency","2006/11/14",103.94
"Currency","2006/11/13",103.68
"Currency","2006/11/10",103.47
"Currency","2006/11/09",102.63
"Currency","2006/11/08",103.23
"Currency","2006/11/07",102.82
"Currency","2006/11/06",102.71
"Currency","2006/11/03",102.67
"Currency","2006/11/02",102.91
"Currency","2006/11/01",103.56
"Currency","2006/10/31",102.83
"Currency","2006/10/30",107.35
"Currency","2006/10/27",102.02
"Currency","2006/10/26",101.86
"Currency","2006/10/25",102.06
"Currency","2006/10/24",101.92
"Currency","2006/10/23",102.23
"Currency","2006/10/20",100.63
"Currency","2006/10/19",100.94
"Currency","2006/10/18",102.66
"Currency","2006/10/17",102.55
"Currency","2006/10/16",102.29
"Currency","2006/10/13",101.75
"Currency","2006/10/12",105.17
"Currency","2006/10/11",101.01
"Currency","2006/10/10",101.02
"Currency","2006/10/09",100.54
"Currency","2006/10/06",100.53
"Currency","2006/10/05",100.04
"Currency","2006/10/04",99.36
"Currency","2006/10/03",99.20
"Currency","2006/10/02",99.14
"Currency","2006/09/30",102.49
"Currency","2006/09/29",103.84
"Currency","2006/09/28",99.67
"Currency","2006/09/27",99.04
"Currency","2006/09/26",98.26
"Currency","2006/09/25",98.35
"Currency","2006/09/22",102.42
"Currency","2006/09/21",97.73
"Currency","2006/09/20",98.15
"Currency","2006/09/19",98.11
"Currency","2006/09/18",97.78
"Currency","2006/09/15",98.37
"Currency","2006/09/14",98.13
"Currency","2006/09/13",98.03
"Currency","2006/09/12",98.33
"Currency","2006/09/11",98.35
"Currency","2006/09/08",102.38
"Currency","2006/09/07",102.16
"Currency","2006/09/06",102.07
"Currency","2006/09/05",102.00
"Currency","2006/09/04",102.07
"Currency","2006/09/01",102.13
"Currency","2006/08/31",102.03
"Currency","2006/08/30",102.40
"Currency","2006/08/29",102.78
"Currency","2006/08/28",103.10
"Currency","2006/08/25",103.16
"Currency","2006/08/24",103.41
"Currency","2006/08/23",103.57
"Currency","2006/08/22",103.81
"Currency","2006/08/21",103.83
"Currency","2006/08/18",103.93
"Currency","2006/08/17",103.80
"Currency","2006/08/16",103.90
"Currency","2006/08/15",103.86
"Currency","2006/08/14",103.76
"Currency","2006/08/11",100.01
"Currency","2006/08/10",100.20
"Currency","2006/08/09",99.94
"Currency","2006/08/08",99.89
"Currency","2006/08/07",100.02
"Currency","2006/08/04",98.85
"Currency","2006/08/03",99.28
"Currency","2006/08/02",99.78
"Currency","2006/08/01",99.25
"Currency","2006/07/31",103.85
"Currency","2006/07/28",99.06
"Currency","2006/07/27",103.75
"Currency","2006/07/26",103.83
"Currency","2006/07/25",103.75
"Currency","2006/07/24",99.52
"Currency","2006/07/21",99.53
"Currency","2006/07/20",99.65
"Currency","2006/07/19",103.75
"Currency","2006/07/18",99.82
"Currency","2006/07/17",103.75
"Currency","2006/07/14",99.83
"Currency","2006/07/13",99.60
"Currency","2006/07/12",99.81
"Currency","2006/07/11",103.73
"Currency","2006/07/10",103.65
"Currency","2006/07/07",99.28
"Currency","2006/07/06",103.75
"Currency","2006/07/05",103.75
"Currency","2006/07/04",103.75
"Currency","2006/07/03",99.65
"Currency","2006/06/30",99.04
"Currency","2006/06/29",98.45
"Currency","2006/06/28",103.70
"Currency","2006/06/27",99.51
"Currency","2006/06/26",99.37
"Currency","2006/06/23",99.63
"Currency","2006/06/22",99.59
"Currency","2006/06/21",103.20
"Currency","2006/06/20",103.20
"Currency","2006/06/19",103.20
"Currency","2006/06/16",99.34
"Currency","2006/06/15",99.16
"Currency","2006/06/14",102.70
"Currency","2006/06/13",99.22
"Currency","2006/06/12",102.50
"Currency","2006/06/09",99.15
"Currency","2006/06/08",102.85
"Currency","2006/06/07",102.85
"Currency","2006/06/06",102.85
"Currency","2006/06/05",102.85
"Currency","2006/06/02",98.19
"Currency","2006/06/01",102.85
"Currency","2006/05/31",99.10
"Currency","2006/05/30",102.85
"Currency","2006/05/29",102.85
"Currency","2006/05/26",99.23
"Currency","2006/05/25",99.05
"Currency","2006/05/24",102.75
"Currency","2006/05/23",102.75
"Currency","2006/05/22",102.75
"Currency","2006/05/19",98.62
"Currency","2006/05/18",102.75
"Currency","2006/05/17",99.88
"Currency","2006/05/16",98.30
"Currency","2006/05/15",102.83
"Currency","2006/05/12",98.51
"Currency","2006/05/11",102.50
"Currency","2006/05/10",102.50
"Currency","2006/05/09",102.72
"Currency","2006/05/08",102.85
"Currency","2006/05/05",102.65
"Currency","2006/05/04",102.00
"Currency","2006/05/03",102.00
"Currency","2006/05/02",102.63
"Currency","2006/05/01",102.50
"Currency","2006/04/30",102.66
"Currency","2006/04/28",102.64
"Currency","2006/04/27",102.65
"Currency","2006/04/26",102.66
"Currency","2006/04/25",102.42
"Currency","2006/04/24",102.40
"Currency","2006/04/21",102.54
"Currency","2006/04/20",102.54
"Currency","2006/04/19",101.50
"Currency","2006/04/18",102.53
"Currency","2006/04/17",102.50
"Currency","2006/04/14",102.34
"Currency","2006/04/13",102.00
"Currency","2006/04/12",102.00
"Currency","2006/04/11",102.38
"Currency","2006/04/10",102.22
"Currency","2006/04/07",102.30
"Currency","2006/04/06",102.36
"Currency","2006/04/05",102.18
"Currency","2006/04/04",102.25
"Currency","2006/04/03",102.25
"Currency","2006/03/31",102.41
"Currency","2006/03/30",102.26
"Currency","2006/03/29",102.62
"Currency","2006/03/28",102.50
"Currency","2006/03/27",102.50
"Currency","2006/03/24",102.53
"Currency","2006/03/23",102.30
"Currency","2006/03/22",102.30
"Currency","2006/03/21",102.30
"Currency","2006/03/20",102.65
"Currency","2006/03/17",102.69
"Currency","2006/03/16",102.30
"Currency","2006/03/15",102.71
"Currency","2006/03/14",102.60
"Currency","2006/03/13",102.00
"Currency","2006/03/10",102.58
"Currency","2006/03/09",102.64
"Currency","2006/03/08",102.59
"Currency","2006/03/07",102.20
"Currency","2006/03/06",102.48
"Currency","2006/03/03",102.37
"Currency","2006/03/02",102.43
"Currency","2006/03/01",102.45
"Currency","2006/02/28",102.00
"Currency","2006/02/27",102.43
"Currency","2006/02/24",102.31
"Currency","2006/02/23",102.28
"Currency","2006/02/22",102.22
"Currency","2006/02/21",102.13
"Currency","2006/02/20",101.80
"Currency","2006/02/17",102.10
"Currency","2006/02/16",102.10
"Currency","2006/02/15",102.12
"Currency","2006/02/14",102.02
"Currency","2006/02/13",101.98
"Currency","2006/02/10",102.00
"Currency","2006/02/09",102.02
"Currency","2006/02/08",102.10
"Currency","2006/02/07",101.85
"Currency","2006/02/06",102.00
"Currency","2006/02/03",102.05
"Currency","2006/02/02",102.04
"Currency","2006/02/01",102.00
"Currency","2006/01/31",102.02
"Currency","2006/01/30",102.00
"Currency","2006/01/27",102.06
"Currency","2006/01/26",101.92
"Currency","2006/01/25",102.00
"Currency","2006/01/24",102.00
"Currency","2006/01/23",102.06
"Currency","2006/01/20",102.00
"Currency","2006/01/19",101.85
"Currency","2006/01/18",101.85
"Currency","2006/01/17",102.08
"Currency","2006/01/16",101.85
"Currency","2006/01/13",102.00
"Currency","2006/01/12",101.85
"Currency","2006/01/11",101.85
"Currency","2006/01/10",101.85
"Currency","2006/01/09",101.40
"Currency","2006/01/06",102.00
"Currency","2006/01/05",102.00
"Currency","2006/01/04",102.13
"Currency","2006/01/03",102.13
"Currency","2006/01/02",102.08
"Currency","2005/12/31",102.04
"Currency","2005/12/30",102.01
"Currency","2005/12/29",102.00
"Currency","2005/12/28",102.00
"Currency","2005/12/27",101.95
"Currency","2005/12/26",101.95
"Currency","2005/12/23",101.95
"Currency","2005/12/22",101.99
"Currency","2005/12/21",101.93
"Currency","2005/12/20",101.40
"Currency","2005/12/19",101.93
"Currency","2005/12/16",101.81
"Currency","2005/12/15",101.70
"Currency","2005/12/14",101.70
"Currency","2005/12/13",101.90
"Currency","2005/12/12",101.95
"Currency","2005/12/09",101.88
"Currency","2005/12/08",101.88
"Currency","2005/12/07",101.95
"Currency","2005/12/06",101.70
"Currency","2005/12/05",101.70
"Currency","2005/12/02",101.90
"Currency","2005/12/01",101.87
"Currency","2005/11/30",101.80
"Currency","2005/11/29",101.80
"Currency","2005/11/28",101.80
"Currency","2005/11/25",101.95
"Currency","2005/11/24",101.75
"Currency","2005/11/23",101.84
"Currency","2005/11/22",101.86
"Currency","2005/11/21",101.50
"Currency","2005/11/18",101.83
"Currency","2005/11/17",101.65
"Currency","2005/11/16",101.50
"Currency","2005/11/15",101.50
"Currency","2005/11/14",101.74
"Currency","2005/11/11",101.41
"Currency","2005/11/10",101.50
"Currency","2005/11/09",101.50
"Currency","2005/11/08",101.50
"Currency","2005/11/07",101.83
"Currency","2005/11/04",101.75
"Currency","2005/11/03",101.75
"Currency","2005/11/02",101.80
"Currency","2005/11/01",101.71
"Currency","2005/10/31",101.60
"Currency","2005/10/28",101.75
"Currency","2005/10/27",101.70
"Currency","2005/10/26",101.68
"Currency","2005/10/25",101.54
"Currency","2005/10/24",101.43
"Currency","2005/10/21",101.60
"Currency","2005/10/20",101.50
"Currency","2005/10/19",101.40
"Currency","2005/10/18",101.40
"Currency","2005/10/17",101.50
"Currency","2005/10/14",101.37
"Currency","2005/10/13",101.25
"Currency","2005/10/12",101.41
"Currency","2005/10/11",101.41
"Currency","2005/10/10",101.35
"Currency","2005/10/07",101.38
"Currency","2005/10/06",101.25
"Currency","2005/10/05",101.25
"Currency","2005/10/04",101.25
"Currency","2005/10/03",101.35
"Currency","2005/09/30",101.31
"Currency","2005/09/29",101.10
"Currency","2005/09/28",101.24
"Currency","2005/09/27",101.40
"Currency","2005/09/26",101.37
"Currency","2005/09/23",101.32
"Currency","2005/09/22",101.38
"Currency","2005/09/20",101.25
"Currency","2005/09/19",101.33
"Currency","2005/09/16",101.35
"Currency","2005/09/15",101.10
"Currency","2005/09/14",101.10
"Currency","2005/09/13",101.30
"Currency","2005/09/12",101.20
"Currency","2005/09/09",101.51
"Currency","2005/09/08",101.34
"Currency","2005/09/07",101.15
"Currency","2005/09/06",101.26
"Currency","2005/09/05",101.20
"Currency","2005/09/02",101.22
"Currency","2005/09/01",101.00
"Currency","2005/08/31",101.20
"Currency","2005/08/30",101.15
"Currency","2005/08/29",100.80
"Currency","2005/08/26",100.80
"Currency","2005/08/25",100.70
"Currency","2005/08/24",100.80
"Currency","2005/08/23",100.50
"Currency","2005/08/22",100.83
"Currency","2005/08/19",100.84
"Currency","2005/08/18",100.70
"Currency","2005/08/17",100.88
"Currency","2005/08/16",100.86
"Currency","2005/08/15",100.50
"Currency","2005/08/12",100.79
"Currency","2005/08/11",100.77
"Currency","2005/08/10",100.64
"Currency","2005/08/09",100.47
"Currency","2005/08/08",100.66
"Currency","2005/08/05",100.64
"Currency","2005/08/04",100.25
"Currency","2005/08/03",100.48
"Currency","2005/08/02",100.25
"Currency","2005/08/01",100.36
"Currency","2005/07/31",100.30
"Currency","2005/07/29",100.67
"Currency","2005/07/28",100.65
"Currency","2005/07/27",100.68
"Currency","2005/07/26",100.73
"Currency","2005/07/25",100.66
"Currency","2005/07/22",100.34
"Currency","2005/07/21",100.13
"Currency","2005/07/20",100.33
"Currency","2005/07/19",100.20
"Currency","2005/07/18",100.31
"Currency","2005/07/15",100.48
"Currency","2005/07/14",100.35
"Currency","2005/07/13",100.13
"Currency","2005/07/12",99.75
"Currency","2005/07/11",100.09
"Currency","2005/07/08",100.10
"Currency","2005/07/07",99.75
"Currency","2005/07/06",99.75
"Currency","2005/07/05",100.08
"Currency","2005/07/04",99.75
"Currency","2005/07/01",100.08
"Currency","2005/06/30",99.75
"Currency","2005/06/29",99.75
