"Indicator","Time","Value (USD/LKR)"
"Currency","2005/06/28",99.75
"Currency","2005/06/27",99.75
"Currency","2005/06/24",99.74
"Currency","2005/06/23",99.75
"Currency","2005/06/22",99.75
"Currency","2005/06/21",99.75
"Currency","2005/06/20",100.00
"Currency","2005/06/17",99.90
"Currency","2005/06/16",100.25
"Currency","2005/06/15",99.75
"Currency","2005/06/14",100.20
"Currency","2005/06/13",99.75
"Currency","2005/06/10",99.92
"Currency","2005/06/09",99.85
"Currency","2005/06/08",99.75
"Currency","2005/06/07",99.75
"Currency","2005/06/06",99.75
"Currency","2005/06/03",99.92
"Currency","2005/06/02",99.75
"Currency","2005/06/01",99.75
"Currency","2005/05/31",99.75
"Currency","2005/05/30",99.75
"Currency","2005/05/27",99.95
"Currency","2005/05/26",99.90
"Currency","2005/05/25",99.50
"Currency","2005/05/24",99.50
"Currency","2005/05/23",99.80
"Currency","2005/05/20",99.80
"Currency","2005/05/19",99.50
"Currency","2005/05/18",99.50
"Currency","2005/05/17",99.68
"Currency","2005/05/16",99.60
"Currency","2005/05/13",99.85
"Currency","2005/05/12",99.50
"Currency","2005/05/11",99.50
"Currency","2005/05/10",99.50
"Currency","2005/05/09",99.85
"Currency","2005/05/06",99.85
"Currency","2005/05/05",99.50
"Currency","2005/05/04",99.79
"Currency","2005/05/03",99.50
"Currency","2005/05/02",99.50
"Currency","2005/04/30",99.72
"Currency","2005/04/29",99.75
"Currency","2005/04/28",99.85
"Currency","2005/04/27",99.50
"Currency","2005/04/26",99.50
"Currency","2005/04/25",99.80
"Currency","2005/04/22",99.80
"Currency","2005/04/21",99.80
"Currency","2005/04/20",99.74
"Currency","2005/04/19",99.50
"Currency","2005/04/18",99.68
"Currency","2005/04/15",99.60
"Currency","2005/04/14",99.58
"Currency","2005/04/13",99.50
"Currency","2005/04/12",99.58
"Currency","2005/04/11",99.60
"Currency","2005/04/08",99.40
"Currency","2005/04/07",99.50
"Currency","2005/04/06",99.50
"Currency","2005/04/05",99.82
"Currency","2005/04/04",99.60
"Currency","2005/04/01",99.68
"Currency","2005/03/31",99.45
"Currency","2005/03/30",99.00
"Currency","2005/03/29",99.00
"Currency","2005/03/28",99.00
"Currency","2005/03/25",99.40
"Currency","2005/03/24",99.00
"Currency","2005/03/23",99.40
"Currency","2005/03/22",99.00
"Currency","2005/03/21",99.44
"Currency","2005/03/18",99.30
"Currency","2005/03/17",99.00
"Currency","2005/03/16",99.00
"Currency","2005/03/15",99.00
"Currency","2005/03/14",99.00
"Currency","2005/03/11",99.17
"Currency","2005/03/10",99.25
"Currency","2005/03/09",99.25
"Currency","2005/03/08",99.25
"Currency","2005/03/07",99.53
"Currency","2005/03/04",99.65
"Currency","2005/03/03",99.15
"Currency","2005/03/02",99.15
"Currency","2005/03/01",99.15
"Currency","2005/02/28",99.15
"Currency","2005/02/25",99.25
"Currency","2005/02/24",99.15
"Currency","2005/02/23",99.00
"Currency","2005/02/22",99.00
"Currency","2005/02/21",99.00
"Currency","2005/02/18",99.15
"Currency","2005/02/17",99.00
"Currency","2005/02/16",99.00
"Currency","2005/02/15",99.00
"Currency","2005/02/14",99.00
"Currency","2005/02/11",99.27
"Currency","2005/02/10",99.00
"Currency","2005/02/09",99.00
"Currency","2005/02/08",99.00
"Currency","2005/02/07",99.00
"Currency","2005/02/04",99.14
"Currency","2005/02/03",98.75
"Currency","2005/02/02",98.75
"Currency","2005/02/01",99.09
"Currency","2005/01/31",98.25
"Currency","2005/01/28",99.28
"Currency","2005/01/27",98.25
"Currency","2005/01/26",98.25
"Currency","2005/01/25",98.25
"Currency","2005/01/24",97.75
"Currency","2005/01/21",98.20
"Currency","2005/01/20",98.05
"Currency","2005/01/19",98.05
"Currency","2005/01/18",98.05
"Currency","2005/01/17",97.35
"Currency","2005/01/14",98.24
"Currency","2005/01/13",95.75
"Currency","2005/01/12",97.89
"Currency","2005/01/11",97.97
"Currency","2005/01/10",97.94
"Currency","2005/01/07",99.00
"Currency","2005/01/06",99.00
"Currency","2005/01/05",100.25
"Currency","2005/01/04",103.35
"Currency","2005/01/03",103.35
"Currency","2004/12/31",104.35
"Currency","2004/12/30",104.35
"Currency","2004/12/29",104.35
"Currency","2004/12/28",104.35
"Currency","2004/12/27",104.35
"Currency","2004/12/23",104.35
"Currency","2004/12/22",104.35
"Currency","2004/12/21",104.75
"Currency","2004/12/20",105.00
"Currency","2004/12/17",105.00
"Currency","2004/12/16",105.00
"Currency","2004/12/15",104.50
"Currency","2004/12/14",104.50
"Currency","2004/12/13",104.50
"Currency","2004/12/10",104.50
"Currency","2004/12/09",104.25
"Currency","2004/12/08",104.25
"Currency","2004/12/07",103.90
"Currency","2004/12/06",103.90
"Currency","2004/12/03",104.49
"Currency","2004/12/02",103.90
"Currency","2004/12/01",104.58
"Currency","2004/11/30",104.58
"Currency","2004/11/29",104.58
"Currency","2004/11/26",104.58
"Currency","2004/11/25",104.83
"Currency","2004/11/24",104.58
"Currency","2004/11/23",104.79
"Currency","2004/11/22",104.58
"Currency","2004/11/19",104.58
"Currency","2004/11/18",104.58
"Currency","2004/11/17",104.58
"Currency","2004/11/16",104.58
"Currency","2004/11/15",104.58
"Currency","2004/11/12",104.20
"Currency","2004/11/11",104.30
"Currency","2004/11/10",104.20
"Currency","2004/11/09",104.00
"Currency","2004/11/08",104.00
"Currency","2004/11/05",104.00
"Currency","2004/11/04",104.00
"Currency","2004/11/03",104.00
"Currency","2004/11/02",104.00
"Currency","2004/11/01",104.00
"Currency","2004/10/31",103.82
"Currency","2004/10/29",103.90
"Currency","2004/10/27",103.50
"Currency","2004/10/26",103.50
"Currency","2004/10/25",103.50
"Currency","2004/10/22",103.50
"Currency","2004/10/21",103.50
"Currency","2004/10/20",103.50
"Currency","2004/10/19",103.50
"Currency","2004/10/18",103.50
"Currency","2004/10/15",103.50
"Currency","2004/10/14",103.50
"Currency","2004/10/13",103.50
"Currency","2004/10/12",103.30
"Currency","2004/10/11",103.30
"Currency","2004/10/08",103.51
"Currency","2004/10/07",103.30
"Currency","2004/10/06",103.30
"Currency","2004/10/05",103.30
"Currency","2004/10/04",103.30
"Currency","2004/10/01",103.34
"Currency","2004/09/30",103.30
"Currency","2004/09/29",103.30
"Currency","2004/09/28",103.30
"Currency","2004/09/27",103.30
"Currency","2004/09/24",103.30
"Currency","2004/09/23",103.30
"Currency","2004/09/22",103.30
"Currency","2004/09/21",103.25
"Currency","2004/09/20",103.25
"Currency","2004/09/17",103.25
"Currency","2004/09/16",103.25
"Currency","2004/09/15",102.73
"Currency","2004/09/14",102.73
"Currency","2004/09/13",102.73
"Currency","2004/09/10",102.73
"Currency","2004/09/09",102.73
"Currency","2004/09/08",102.70
"Currency","2004/09/07",102.65
"Currency","2004/09/06",102.65
"Currency","2004/09/03",102.82
"Currency","2004/09/02",102.88
"Currency","2004/09/01",102.90
"Currency","2004/08/31",102.90
"Currency","2004/08/30",102.72
"Currency","2004/08/27",102.72
"Currency","2004/08/26",102.72
"Currency","2004/08/25",102.75
"Currency","2004/08/24",102.78
"Currency","2004/08/23",102.75
"Currency","2004/08/20",102.75
"Currency","2004/08/19",102.75
"Currency","2004/08/18",102.75
"Currency","2004/08/17",102.60
"Currency","2004/08/16",102.60
"Currency","2004/08/13",102.77
"Currency","2004/08/12",103.65
"Currency","2004/08/11",103.65
"Currency","2004/08/10",103.65
"Currency","2004/08/09",103.65
"Currency","2004/08/06",103.65
"Currency","2004/08/05",103.65
"Currency","2004/08/04",103.50
"Currency","2004/08/03",103.50
"Currency","2004/08/02",103.50
"Currency","2004/07/31",102.85
"Currency","2004/07/30",103.44
"Currency","2004/07/29",103.00
"Currency","2004/07/28",103.00
"Currency","2004/07/27",103.00
"Currency","2004/07/26",102.40
"Currency","2004/07/23",102.68
"Currency","2004/07/22",102.40
"Currency","2004/07/21",102.40
"Currency","2004/07/20",102.77
"Currency","2004/07/19",102.77
"Currency","2004/07/16",102.82
"Currency","2004/07/15",102.70
"Currency","2004/07/14",102.75
"Currency","2004/07/13",102.70
"Currency","2004/07/12",102.55
"Currency","2004/07/09",102.50
"Currency","2004/07/08",102.25
"Currency","2004/07/07",102.25
"Currency","2004/07/06",102.25
"Currency","2004/07/05",102.25
"Currency","2004/07/02",102.19
"Currency","2004/07/01",102.00
"Currency","2004/06/30",102.00
"Currency","2004/06/29",102.00
"Currency","2004/06/28",102.00
"Currency","2004/06/25",102.00
"Currency","2004/06/24",101.75
"Currency","2004/06/23",101.50
"Currency","2004/06/22",101.25
"Currency","2004/06/21",100.25
"Currency","2004/06/18",100.88
"Currency","2004/06/17",100.25
"Currency","2004/06/16",100.25
"Currency","2004/06/15",100.25
"Currency","2004/06/14",99.75
"Currency","2004/06/11",99.60
"Currency","2004/06/10",99.60
"Currency","2004/06/09",99.60
"Currency","2004/06/08",99.60
"Currency","2004/06/07",99.50
"Currency","2004/06/04",99.45
"Currency","2004/06/03",99.20
"Currency","2004/06/02",99.00
"Currency","2004/06/01",99.00
"Currency","2004/05/31",98.88
"Currency","2004/05/28",98.96
"Currency","2004/05/27",98.75
"Currency","2004/05/26",99.04
"Currency","2004/05/25",98.75
"Currency","2004/05/24",98.75
"Currency","2004/05/21",98.75
"Currency","2004/05/20",98.75
"Currency","2004/05/19",98.75
"Currency","2004/05/18",98.75
"Currency","2004/05/17",98.47
"Currency","2004/05/14",98.72
"Currency","2004/05/13",98.45
"Currency","2004/05/12",98.45
"Currency","2004/05/11",98.32
"Currency","2004/05/10",98.32
"Currency","2004/05/07",98.31
"Currency","2004/05/06",98.25
"Currency","2004/05/05",98.25
"Currency","2004/05/04",98.25
"Currency","2004/05/03",98.15
"Currency","2004/04/30",98.12
"Currency","2004/04/29",98.08
"Currency","2004/04/28",98.08
"Currency","2004/04/27",98.15
"Currency","2004/04/26",98.00
"Currency","2004/04/23",97.80
"Currency","2004/04/22",98.00
"Currency","2004/04/21",97.70
"Currency","2004/04/20",97.70
"Currency","2004/04/19",97.70
"Currency","2004/04/16",97.74
"Currency","2004/04/15",97.45
"Currency","2004/04/14",97.35
"Currency","2004/04/13",97.15
"Currency","2004/04/09",97.50
"Currency","2004/04/08",97.50
"Currency","2004/04/07",97.50
"Currency","2004/04/06",97.25
"Currency","2004/04/05",97.43
"Currency","2004/04/02",97.44
"Currency","2004/04/01",97.58
"Currency","2004/03/31",97.25
"Currency","2004/03/30",97.25
"Currency","2004/03/29",97.40
"Currency","2004/03/26",97.40
"Currency","2004/03/25",97.40
"Currency","2004/03/24",97.40
"Currency","2004/03/23",97.40
"Currency","2004/03/22",97.40
"Currency","2004/03/19",97.50
"Currency","2004/03/18",97.30
"Currency","2004/03/17",97.30
"Currency","2004/03/16",97.30
"Currency","2004/03/15",97.30
"Currency","2004/03/12",97.25
"Currency","2004/03/11",97.05
"Currency","2004/03/10",96.50
"Currency","2004/03/09",96.50
"Currency","2004/03/08",96.50
"Currency","2004/03/05",96.52
"Currency","2004/03/04",96.60
"Currency","2004/03/03",96.80
"Currency","2004/03/02",97.50
"Currency","2004/03/01",98.53
"Currency","2004/02/29",98.55
"Currency","2004/02/27",98.53
"Currency","2004/02/26",98.68
"Currency","2004/02/25",99.00
"Currency","2004/02/24",98.50
"Currency","2004/02/23",98.67
"Currency","2004/02/20",98.85
"Currency","2004/02/19",99.00
"Currency","2004/02/18",98.70
"Currency","2004/02/17",98.90
"Currency","2004/02/16",98.40
"Currency","2004/02/13",98.50
"Currency","2004/02/12",98.40
"Currency","2004/02/11",98.40
"Currency","2004/02/10",97.50
"Currency","2004/02/09",97.50
"Currency","2004/02/06",97.49
"Currency","2004/02/05",97.10
"Currency","2004/02/04",97.10
"Currency","2004/02/03",97.33
"Currency","2004/02/02",97.10
"Currency","2004/01/31",97.86
"Currency","2004/01/30",97.21
"Currency","2004/01/29",97.10
"Currency","2004/01/28",96.95
"Currency","2004/01/27",96.95
"Currency","2004/01/26",97.85
"Currency","2004/01/23",97.85
"Currency","2004/01/22",97.85
"Currency","2004/01/21",97.85
"Currency","2004/01/20",98.43
"Currency","2004/01/19",97.85
"Currency","2004/01/16",97.85
"Currency","2004/01/15",97.85
"Currency","2004/01/14",97.85
"Currency","2004/01/13",97.75
"Currency","2004/01/12",97.75
"Currency","2004/01/09",97.58
"Currency","2004/01/08",97.68
"Currency","2004/01/07",97.50
"Currency","2004/01/06",97.50
"Currency","2004/01/05",97.25
"Currency","2004/01/02",97.04
"Currency","2004/01/01",96.65
"Currency","2003/12/31",96.65
"Currency","2003/12/30",96.40
"Currency","2003/12/29",96.00
"Currency","2003/12/25",96.00
"Currency","2003/12/24",96.00
"Currency","2003/12/23",96.00
"Currency","2003/12/22",96.00
"Currency","2003/12/19",95.60
"Currency","2003/12/18",96.30
"Currency","2003/12/17",96.30
"Currency","2003/12/16",95.95
"Currency","2003/12/15",95.85
"Currency","2003/12/12",96.20
"Currency","2003/12/11",96.20
"Currency","2003/12/10",96.15
"Currency","2003/12/09",96.15
"Currency","2003/12/08",96.15
"Currency","2003/12/05",96.28
"Currency","2003/12/04",95.90
"Currency","2003/12/03",95.90
"Currency","2003/12/02",95.90
"Currency","2003/12/01",95.70
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
