"Indicator","Time","Value (USD/INR)"
"Currency","1993/12/31",31.50
"Currency","1993/12/30",31.48
"Currency","1993/12/29",31.47
"Currency","1993/12/27",31.44
"Currency","1993/12/24",31.37
"Currency","1993/12/23",31.53
"Currency","1993/12/22",31.45
"Currency","1993/12/21",31.45
"Currency","1993/12/20",31.46
"Currency","1993/12/17",31.37
"Currency","1993/12/16",31.46
"Currency","1993/12/15",31.45
"Currency","1993/12/14",31.47
"Currency","1993/12/13",31.46
"Currency","1993/12/10",31.46
"Currency","1993/12/09",31.45
"Currency","1993/12/08",31.43
"Currency","1993/12/07",31.40
"Currency","1993/12/06",31.49
"Currency","1993/12/03",31.45
"Currency","1993/12/02",31.46
"Currency","1993/12/01",31.39
"Currency","1993/11/30",31.47
"Currency","1993/11/29",31.46
"Currency","1993/11/26",31.47
"Currency","1993/11/25",31.39
"Currency","1993/11/24",31.48
"Currency","1993/11/22",31.39
