"Indicator","Time","Value (USD/INR)"
"Currency","2010/01/26",45.85
"Currency","2010/01/25",46.08
"Currency","2010/01/22",46.22
"Currency","2010/01/21",46.11
"Currency","2010/01/20",46.12
"Currency","2010/01/19",45.85
"Currency","2010/01/18",45.64
"Currency","2010/01/15",45.80
"Currency","2010/01/14",45.56
"Currency","2010/01/13",45.49
"Currency","2010/01/12",45.62
"Currency","2010/01/11",45.36
"Currency","2010/01/08",45.52
"Currency","2010/01/07",45.69
"Currency","2010/01/06",45.72
"Currency","2010/01/05",46.12
"Currency","2010/01/04",46.29
"Currency","2010/01/01",46.61
"Currency","2009/12/31",46.40
"Currency","2009/12/30",46.50
"Currency","2009/12/29",46.56
"Currency","2009/12/28",46.45
"Currency","2009/12/24",46.65
"Currency","2009/12/23",46.75
"Currency","2009/12/22",46.80
"Currency","2009/12/21",46.82
"Currency","2009/12/18",46.70
"Currency","2009/12/17",46.87
"Currency","2009/12/16",46.59
"Currency","2009/12/15",46.72
"Currency","2009/12/14",46.67
"Currency","2009/12/11",46.47
"Currency","2009/12/10",46.52
"Currency","2009/12/09",46.53
"Currency","2009/12/08",46.62
"Currency","2009/12/07",46.47
"Currency","2009/12/04",46.12
"Currency","2009/12/03",46.00
"Currency","2009/12/02",46.20
"Currency","2009/12/01",46.23
"Currency","2009/11/30",46.46
"Currency","2009/11/27",46.45
"Currency","2009/11/26",46.67
"Currency","2009/11/25",46.01
"Currency","2009/11/24",46.30
"Currency","2009/11/23",46.36
"Currency","2009/11/20",46.54
"Currency","2009/11/19",46.55
"Currency","2009/11/18",46.10
"Currency","2009/11/17",46.23
"Currency","2009/11/16",45.99
"Currency","2009/11/13",46.26
"Currency","2009/11/12",46.66
"Currency","2009/11/11",46.41
"Currency","2009/11/10",46.32
"Currency","2009/11/09",46.37
"Currency","2009/11/06",46.74
"Currency","2009/11/05",46.94
"Currency","2009/11/04",46.80
"Currency","2009/11/03",47.25
"Currency","2009/11/02",46.80
"Currency","2009/10/30",46.92
"Currency","2009/10/29",47.18
"Currency","2009/10/28",47.18
"Currency","2009/10/27",46.94
"Currency","2009/10/26",46.55
"Currency","2009/10/23",46.43
"Currency","2009/10/22",46.55
"Currency","2009/10/21",46.40
"Currency","2009/10/20",46.26
"Currency","2009/10/19",45.95
"Currency","2009/10/16",46.20
"Currency","2009/10/15",45.95
"Currency","2009/10/14",46.02
"Currency","2009/10/13",46.28
"Currency","2009/10/12",46.34
"Currency","2009/10/09",46.46
"Currency","2009/10/08",46.22
"Currency","2009/10/07",46.60
"Currency","2009/10/06",46.79
"Currency","2009/10/05",47.41
"Currency","2009/10/02",47.63
"Currency","2009/10/01",47.74
"Currency","2009/09/30",47.81
"Currency","2009/09/29",48.07
"Currency","2009/09/28",47.75
"Currency","2009/09/25",47.94
"Currency","2009/09/24",47.91
"Currency","2009/09/23",47.95
"Currency","2009/09/22",48.05
"Currency","2009/09/21",47.99
"Currency","2009/09/18",48.04
"Currency","2009/09/17",48.02
"Currency","2009/09/16",48.15
"Currency","2009/09/15",48.47
"Currency","2009/09/14",48.64
"Currency","2009/09/11",48.39
"Currency","2009/09/10",48.57
"Currency","2009/09/09",48.44
"Currency","2009/09/08",48.45
"Currency","2009/09/07",48.57
"Currency","2009/09/04",48.82
"Currency","2009/09/03",48.83
"Currency","2009/09/02",48.89
"Currency","2009/09/01",48.81
"Currency","2009/08/31",48.75
"Currency","2009/08/28",48.53
"Currency","2009/08/27",48.89
"Currency","2009/08/26",48.77
"Currency","2009/08/25",48.67
"Currency","2009/08/24",48.41
"Currency","2009/08/21",48.43
"Currency","2009/08/20",48.62
"Currency","2009/08/19",48.67
"Currency","2009/08/18",48.69
"Currency","2009/08/17",48.57
"Currency","2009/08/14",48.21
"Currency","2009/08/13",48.05
"Currency","2009/08/12",48.29
"Currency","2009/08/11",47.91
"Currency","2009/08/10",47.71
"Currency","2009/08/07",47.87
"Currency","2009/08/06",47.61
"Currency","2009/08/05",47.57
"Currency","2009/08/04",47.47
"Currency","2009/08/03",47.62
"Currency","2009/07/31",47.63
"Currency","2009/07/30",48.28
"Currency","2009/07/29",48.39
"Currency","2009/07/28",48.13
"Currency","2009/07/27",48.09
"Currency","2009/07/24",48.13
"Currency","2009/07/23",48.37
"Currency","2009/07/22",48.44
"Currency","2009/07/21",48.35
"Currency","2009/07/20",48.17
"Currency","2009/07/17",48.64
"Currency","2009/07/16",48.47
"Currency","2009/07/15",48.29
"Currency","2009/07/14",48.75
"Currency","2009/07/13",49.33
"Currency","2009/07/10",48.87
"Currency","2009/07/09",48.69
"Currency","2009/07/08",48.84
"Currency","2009/07/07",48.11
"Currency","2009/07/06",48.44
"Currency","2009/07/03",47.87
"Currency","2009/07/02",47.86
"Currency","2009/07/01",47.85
"Currency","2009/06/30",47.80
"Currency","2009/06/29",48.03
"Currency","2009/06/26",48.04
"Currency","2009/06/25",48.51
"Currency","2009/06/24",48.35
"Currency","2009/06/23",48.59
"Currency","2009/06/22",48.27
"Currency","2009/06/19",48.11
"Currency","2009/06/18",47.96
"Currency","2009/06/17",47.99
"Currency","2009/06/16",47.69
"Currency","2009/06/15",47.81
"Currency","2009/06/12",47.31
"Currency","2009/06/11",47.37
"Currency","2009/06/10",47.15
"Currency","2009/06/09",47.25
"Currency","2009/06/08",47.32
"Currency","2009/06/05",46.97
"Currency","2009/06/04",47.13
"Currency","2009/06/03",46.89
"Currency","2009/06/02",46.93
"Currency","2009/06/01",46.90
"Currency","2009/05/29",46.97
"Currency","2009/05/28",47.51
"Currency","2009/05/27",47.51
"Currency","2009/05/26",47.53
"Currency","2009/05/25",47.28
"Currency","2009/05/22",47.15
"Currency","2009/05/21",47.23
"Currency","2009/05/20",47.23
"Currency","2009/05/19",47.43
"Currency","2009/05/18",47.59
"Currency","2009/05/15",49.41
"Currency","2009/05/14",49.76
"Currency","2009/05/13",49.53
"Currency","2009/05/12",49.27
"Currency","2009/05/11",49.29
"Currency","2009/05/08",49.15
"Currency","2009/05/07",49.19
"Currency","2009/05/06",49.31
"Currency","2009/05/05",49.31
"Currency","2009/05/04",49.61
"Currency","2009/05/01",49.19
"Currency","2009/04/30",49.19
"Currency","2009/04/29",49.87
"Currency","2009/04/28",50.44
"Currency","2009/04/27",50.09
"Currency","2009/04/24",49.61
"Currency","2009/04/23",49.85
"Currency","2009/04/22",50.29
"Currency","2009/04/21",50.27
"Currency","2009/04/20",50.05
"Currency","2009/04/17",49.63
"Currency","2009/04/16",49.76
"Currency","2009/04/15",49.60
"Currency","2009/04/14",49.73
"Currency","2009/04/13",49.74
"Currency","2009/04/10",49.63
"Currency","2009/04/09",49.83
"Currency","2009/04/08",50.09
"Currency","2009/04/07",49.85
"Currency","2009/04/06",49.91
"Currency","2009/04/03",49.85
"Currency","2009/04/02",50.24
"Currency","2009/04/01",50.54
"Currency","2009/03/31",50.78
"Currency","2009/03/30",50.97
"Currency","2009/03/27",50.92
"Currency","2009/03/26",50.35
"Currency","2009/03/25",50.40
"Currency","2009/03/24",50.33
"Currency","2009/03/23",50.30
"Currency","2009/03/20",50.59
"Currency","2009/03/19",50.31
"Currency","2009/03/18",51.23
"Currency","2009/03/17",51.29
"Currency","2009/03/16",51.29
"Currency","2009/03/13",51.49
"Currency","2009/03/12",51.63
"Currency","2009/03/11",51.09
"Currency","2009/03/10",51.52
"Currency","2009/03/09",51.79
"Currency","2009/03/06",51.56
"Currency","2009/03/05",51.69
"Currency","2009/03/04",51.43
"Currency","2009/03/03",51.89
"Currency","2009/03/02",51.55
"Currency","2009/02/27",50.65
"Currency","2009/02/26",50.19
"Currency","2009/02/25",49.75
"Currency","2009/02/24",49.77
"Currency","2009/02/23",49.30
"Currency","2009/02/20",49.07
"Currency","2009/02/19",49.60
"Currency","2009/02/18",49.90
"Currency","2009/02/17",49.45
"Currency","2009/02/16",48.72
"Currency","2009/02/13",48.76
"Currency","2009/02/12",48.75
"Currency","2009/02/11",48.61
"Currency","2009/02/10",48.59
"Currency","2009/02/09",48.54
"Currency","2009/02/06",48.09
"Currency","2009/02/05",48.72
"Currency","2009/02/04",48.55
"Currency","2009/02/03",48.74
"Currency","2009/02/02",48.92
"Currency","2009/01/30",48.73
"Currency","2009/01/29",48.87
"Currency","2009/01/28",48.79
"Currency","2009/01/27",48.79
"Currency","2009/01/26",48.47
"Currency","2009/01/23",49.02
"Currency","2009/01/22",49.08
"Currency","2009/01/21",49.13
"Currency","2009/01/20",48.91
"Currency","2009/01/19",48.54
"Currency","2009/01/16",48.64
"Currency","2009/01/15",48.67
"Currency","2009/01/14",48.65
"Currency","2009/01/13",48.87
"Currency","2009/01/12",48.49
"Currency","2009/01/09",48.47
"Currency","2009/01/08",48.37
"Currency","2009/01/07",48.55
"Currency","2009/01/06",48.51
"Currency","2009/01/05",48.23
"Currency","2009/01/02",48.24
"Currency","2009/01/01",48.06
"Currency","2008/12/31",48.06
"Currency","2008/12/30",48.45
"Currency","2008/12/29",48.02
"Currency","2008/12/26",48.68
"Currency","2008/12/25",48.68
"Currency","2008/12/24",48.07
"Currency","2008/12/23",48.63
"Currency","2008/12/22",47.93
"Currency","2008/12/19",47.04
"Currency","2008/12/18",46.65
"Currency","2008/12/17",47.57
"Currency","2008/12/16",47.77
"Currency","2008/12/15",47.49
"Currency","2008/12/12",48.23
"Currency","2008/12/11",48.39
"Currency","2008/12/10",48.97
"Currency","2008/12/09",48.89
"Currency","2008/12/08",49.42
"Currency","2008/12/05",49.56
"Currency","2008/12/04",49.58
"Currency","2008/12/03",49.85
"Currency","2008/12/02",50.09
"Currency","2008/12/01",50.19
"Currency","2008/11/28",49.87
"Currency","2008/11/27",48.99
"Currency","2008/11/26",49.29
"Currency","2008/11/25",49.58
"Currency","2008/11/24",49.79
"Currency","2008/11/21",49.55
"Currency","2008/11/20",50.40
"Currency","2008/11/19",49.65
"Currency","2008/11/18",49.58
"Currency","2008/11/17",48.79
"Currency","2008/11/14",48.78
"Currency","2008/11/13",48.99
"Currency","2008/11/12",49.28
"Currency","2008/11/11",47.89
"Currency","2008/11/10",47.29
"Currency","2008/11/07",47.56
"Currency","2008/11/06",47.48
"Currency","2008/11/05",47.23
"Currency","2008/11/04",47.65
"Currency","2008/11/03",48.37
"Currency","2008/10/31",49.40
"Currency","2008/10/30",49.37
"Currency","2008/10/29",49.48
"Currency","2008/10/28",49.17
"Currency","2008/10/27",49.72
"Currency","2008/10/24",49.76
"Currency","2008/10/23",49.58
"Currency","2008/10/22",49.21
"Currency","2008/10/21",48.90
"Currency","2008/10/20",48.69
"Currency","2008/10/17",48.82
"Currency","2008/10/16",48.65
"Currency","2008/10/15",48.40
"Currency","2008/10/14",48.00
"Currency","2008/10/13",48.14
"Currency","2008/10/10",48.42
"Currency","2008/10/09",47.59
"Currency","2008/10/08",47.95
"Currency","2008/10/07",47.72
"Currency","2008/10/06",47.56
"Currency","2008/10/03",46.97
"Currency","2008/10/02",46.40
"Currency","2008/10/01",46.57
"Currency","2008/09/30",46.60
"Currency","2008/09/29",46.49
"Currency","2008/09/26",46.50
"Currency","2008/09/25",46.17
"Currency","2008/09/24",45.90
"Currency","2008/09/23",45.77
"Currency","2008/09/22",45.24
"Currency","2008/09/19",45.71
"Currency","2008/09/18",46.53
"Currency","2008/09/17",46.09
"Currency","2008/09/16",46.69
"Currency","2008/09/15",45.83
"Currency","2008/09/12",45.61
"Currency","2008/09/11",45.39
"Currency","2008/09/10",45.06
"Currency","2008/09/09",44.79
"Currency","2008/09/08",44.18
"Currency","2008/09/05",44.57
"Currency","2008/09/04",44.39
"Currency","2008/09/03",43.89
"Currency","2008/09/02",44.26
"Currency","2008/09/01",43.97
"Currency","2008/08/29",43.62
"Currency","2008/08/28",43.65
"Currency","2008/08/27",43.65
"Currency","2008/08/26",43.67
"Currency","2008/08/25",43.79
"Currency","2008/08/22",43.43
"Currency","2008/08/21",43.53
"Currency","2008/08/20",43.71
"Currency","2008/08/19",43.58
"Currency","2008/08/18",43.60
"Currency","2008/08/14",43.05
"Currency","2008/08/13",42.65
"Currency","2008/08/12",42.38
"Currency","2008/08/11",42.17
"Currency","2008/08/08",42.06
"Currency","2008/08/06",42.07
"Currency","2008/08/05",42.24
"Currency","2008/08/04",42.49
"Currency","2008/08/01",42.35
"Currency","2008/07/31",42.43
"Currency","2008/07/30",42.41
"Currency","2008/07/29",42.52
"Currency","2008/07/28",42.19
"Currency","2008/07/25",42.28
"Currency","2008/07/24",42.00
"Currency","2008/07/23",42.00
"Currency","2008/07/22",42.65
"Currency","2008/07/21",42.65
"Currency","2008/07/18",42.72
"Currency","2008/07/17",42.73
"Currency","2008/07/16",43.09
"Currency","2008/07/15",43.11
"Currency","2008/07/14",42.68
"Currency","2008/07/11",42.83
"Currency","2008/07/10",43.09
"Currency","2008/07/09",43.07
"Currency","2008/07/08",43.29
"Currency","2008/07/07",43.15
"Currency","2008/07/04",43.08
"Currency","2008/07/03",43.20
"Currency","2008/07/02",43.11
"Currency","2008/07/01",43.33
"Currency","2008/06/30",42.85
"Currency","2008/06/27",42.72
"Currency","2008/06/26",42.65
"Currency","2008/06/25",42.69
"Currency","2008/06/24",42.85
"Currency","2008/06/23",42.90
"Currency","2008/06/20",42.80
"Currency","2008/06/19",42.85
"Currency","2008/06/18",42.84
"Currency","2008/06/17",42.71
"Currency","2008/06/16",42.81
"Currency","2008/06/13",42.83
"Currency","2008/06/12",42.75
"Currency","2008/06/11",42.59
"Currency","2008/06/10",42.83
"Currency","2008/06/09",42.81
"Currency","2008/06/06",42.72
"Currency","2008/06/05",42.79
"Currency","2008/06/04",42.51
"Currency","2008/06/03",42.24
"Currency","2008/06/02",42.19
"Currency","2008/05/30",42.53
"Currency","2008/05/29",42.68
"Currency","2008/05/28",42.77
"Currency","2008/05/27",42.81
"Currency","2008/05/26",42.54
"Currency","2008/05/23",42.61
"Currency","2008/05/22",43.08
"Currency","2008/05/21",42.62
"Currency","2008/05/20",42.61
"Currency","2008/05/19",42.35
"Currency","2008/05/16",42.37
"Currency","2008/05/15",42.37
"Currency","2008/05/14",42.37
"Currency","2008/05/13",41.97
"Currency","2008/05/12",41.83
"Currency","2008/05/09",41.41
"Currency","2008/05/08",41.70
"Currency","2008/05/07",41.32
"Currency","2008/05/06",40.67
"Currency","2008/05/05",40.52
"Currency","2008/05/02",40.49
"Currency","2008/05/01",40.57
"Currency","2008/04/30",40.39
"Currency","2008/04/29",40.30
"Currency","2008/04/28",40.03
"Currency","2008/04/25",40.06
"Currency","2008/04/24",40.03
"Currency","2008/04/23",39.86
"Currency","2008/04/22",39.83
"Currency","2008/04/21",39.82
"Currency","2008/04/18",39.65
"Currency","2008/04/17",39.87
"Currency","2008/04/16",39.83
"Currency","2008/04/15",39.86
"Currency","2008/04/14",39.87
"Currency","2008/04/11",39.78
"Currency","2008/04/10",39.89
"Currency","2008/04/09",39.82
"Currency","2008/04/08",39.83
"Currency","2008/04/07",39.87
"Currency","2008/04/04",39.81
"Currency","2008/04/03",39.88
"Currency","2008/04/02",39.92
"Currency","2008/04/01",39.95
"Currency","2008/03/31",39.89
"Currency","2008/03/28",39.62
"Currency","2008/03/27",39.94
"Currency","2008/03/26",40.06
"Currency","2008/03/25",40.05
"Currency","2008/03/24",40.19
"Currency","2008/03/21",40.19
"Currency","2008/03/20",40.28
"Currency","2008/03/19",40.13
"Currency","2008/03/18",40.15
"Currency","2008/03/17",40.37
"Currency","2008/03/14",40.08
"Currency","2008/03/13",40.12
"Currency","2008/03/12",39.98
"Currency","2008/03/11",40.17
"Currency","2008/03/10",40.31
"Currency","2008/03/07",40.24
"Currency","2008/03/06",40.04
"Currency","2008/03/05",40.17
"Currency","2008/03/04",40.21
"Currency","2008/03/03",40.25
"Currency","2008/02/29",39.91
"Currency","2008/02/28",39.82
"Currency","2008/02/27",39.69
"Currency","2008/02/26",39.81
"Currency","2008/02/25",39.91
"Currency","2008/02/22",39.97
"Currency","2008/02/21",39.92
"Currency","2008/02/20",40.13
"Currency","2008/02/19",39.69
"Currency","2008/02/18",39.64
"Currency","2008/02/15",39.58
"Currency","2008/02/14",39.58
"Currency","2008/02/13",39.63
"Currency","2008/02/12",39.58
"Currency","2008/02/11",39.53
"Currency","2008/02/08",39.53
"Currency","2008/02/07",39.46
"Currency","2008/02/06",39.54
"Currency","2008/02/05",39.45
"Currency","2008/02/04",39.27
"Currency","2008/02/01",39.27
"Currency","2008/01/31",39.31
"Currency","2008/01/30",39.35
"Currency","2008/01/29",39.21
"Currency","2008/01/28",39.29
"Currency","2008/01/25",39.28
"Currency","2008/01/24",39.37
"Currency","2008/01/23",39.47
"Currency","2008/01/22",39.31
"Currency","2008/01/21",39.48
"Currency","2008/01/18",39.28
"Currency","2008/01/17",39.19
"Currency","2008/01/16",39.17
"Currency","2008/01/15",39.19
"Currency","2008/01/14",39.22
"Currency","2008/01/11",39.10
"Currency","2008/01/10",39.22
"Currency","2008/01/09",39.21
"Currency","2008/01/08",39.20
"Currency","2008/01/07",39.21
"Currency","2008/01/04",39.10
"Currency","2008/01/03",39.35
"Currency","2008/01/02",39.38
"Currency","2008/01/01",39.24
"Currency","2007/12/31",39.24
"Currency","2007/12/28",39.24
"Currency","2007/12/27",39.20
"Currency","2007/12/26",39.39
"Currency","2007/12/25",39.24
"Currency","2007/12/24",39.25
"Currency","2007/12/21",39.24
"Currency","2007/12/20",39.49
"Currency","2007/12/19",39.49
"Currency","2007/12/18",39.54
"Currency","2007/12/17",39.37
"Currency","2007/12/14",39.24
"Currency","2007/12/13",39.31
"Currency","2007/12/12",39.29
"Currency","2007/12/11",39.29
"Currency","2007/12/10",39.34
"Currency","2007/12/07",39.36
"Currency","2007/12/06",39.39
"Currency","2007/12/05",39.40
"Currency","2007/12/04",39.35
"Currency","2007/12/03",39.49
"Currency","2007/11/30",39.46
"Currency","2007/11/29",39.57
"Currency","2007/11/28",39.63
"Currency","2007/11/27",39.72
"Currency","2007/11/26",39.79
"Currency","2007/11/23",39.60
"Currency","2007/11/22",39.46
"Currency","2007/11/21",39.26
"Currency","2007/11/20",39.16
"Currency","2007/11/19",39.15
"Currency","2007/11/16",39.17
"Currency","2007/11/15",39.21
"Currency","2007/11/14",39.26
"Currency","2007/11/13",39.35
"Currency","2007/11/12",39.27
"Currency","2007/11/09",39.04
"Currency","2007/11/08",39.25
"Currency","2007/11/07",39.13
"Currency","2007/11/06",39.22
"Currency","2007/11/05",39.26
"Currency","2007/11/02",39.19
"Currency","2007/11/01",39.26
"Currency","2007/10/31",39.17
"Currency","2007/10/30",39.31
"Currency","2007/10/29",39.22
"Currency","2007/10/26",39.24
"Currency","2007/10/25",39.47
"Currency","2007/10/24",39.38
"Currency","2007/10/23",39.42
"Currency","2007/10/22",39.65
"Currency","2007/10/19",39.45
"Currency","2007/10/18",39.56
"Currency","2007/10/17",39.47
"Currency","2007/10/16",39.15
"Currency","2007/10/15",39.24
"Currency","2007/10/12",39.10
"Currency","2007/10/11",39.24
"Currency","2007/10/10",39.17
"Currency","2007/10/09",39.15
"Currency","2007/10/08",39.35
"Currency","2007/10/05",39.40
"Currency","2007/10/04",39.22
"Currency","2007/10/03",39.32
"Currency","2007/10/02",39.57
"Currency","2007/10/01",39.67
"Currency","2007/09/28",39.58
"Currency","2007/09/27",39.65
"Currency","2007/09/26",39.63
"Currency","2007/09/25",39.66
"Currency","2007/09/24",39.43
"Currency","2007/09/21",39.77
"Currency","2007/09/20",39.62
"Currency","2007/09/19",40.03
"Currency","2007/09/18",40.22
"Currency","2007/09/17",40.38
"Currency","2007/09/14",40.28
"Currency","2007/09/13",40.36
"Currency","2007/09/12",40.27
"Currency","2007/09/11",40.35
"Currency","2007/09/10",40.68
"Currency","2007/09/07",40.34
"Currency","2007/09/06",40.58
"Currency","2007/09/05",40.83
"Currency","2007/09/04",40.72
"Currency","2007/09/03",40.79
"Currency","2007/08/31",40.58
"Currency","2007/08/30",40.99
"Currency","2007/08/29",40.90
"Currency","2007/08/28",40.89
"Currency","2007/08/27",40.90
"Currency","2007/08/24",40.84
"Currency","2007/08/23",40.78
"Currency","2007/08/22",40.96
"Currency","2007/08/21",40.96
"Currency","2007/08/20",41.02
"Currency","2007/08/17",40.99
"Currency","2007/08/16",41.09
"Currency","2007/08/15",40.88
"Currency","2007/08/14",40.65
"Currency","2007/08/13",40.35
"Currency","2007/08/10",40.40
"Currency","2007/08/09",40.44
"Currency","2007/08/08",40.23
"Currency","2007/08/07",40.34
"Currency","2007/08/06",40.19
"Currency","2007/08/03",40.19
"Currency","2007/08/02",40.15
"Currency","2007/08/01",40.37
"Currency","2007/07/31",40.40
"Currency","2007/07/30",40.45
"Currency","2007/07/27",40.32
"Currency","2007/07/26",40.18
"Currency","2007/07/25",40.23
"Currency","2007/07/24",40.22
"Currency","2007/07/23",40.05
"Currency","2007/07/20",40.12
"Currency","2007/07/19",40.19
"Currency","2007/07/18",40.33
"Currency","2007/07/17",40.29
"Currency","2007/07/16",40.17
"Currency","2007/07/13",40.20
"Currency","2007/07/12",40.45
"Currency","2007/07/11",40.31
"Currency","2007/07/10",40.17
"Currency","2007/07/09",40.23
"Currency","2007/07/06",40.31
"Currency","2007/07/05",40.40
"Currency","2007/07/04",40.41
"Currency","2007/07/03",40.35
"Currency","2007/07/02",40.53
"Currency","2007/06/29",40.53
"Currency","2007/06/28",40.71
"Currency","2007/06/27",40.82
"Currency","2007/06/26",40.75
"Currency","2007/06/25",40.65
"Currency","2007/06/22",40.49
"Currency","2007/06/21",40.53
"Currency","2007/06/20",40.48
"Currency","2007/06/19",40.65
"Currency","2007/06/18",40.44
"Currency","2007/06/15",40.46
"Currency","2007/06/14",40.56
"Currency","2007/06/13",40.55
"Currency","2007/06/12",40.57
"Currency","2007/06/11",40.51
"Currency","2007/06/08",40.76
"Currency","2007/06/07",40.45
"Currency","2007/06/06",40.49
"Currency","2007/06/05",40.16
"Currency","2007/06/04",40.13
"Currency","2007/06/01",40.22
"Currency","2007/05/31",40.55
"Currency","2007/05/30",40.53
"Currency","2007/05/29",40.37
"Currency","2007/05/28",40.51
"Currency","2007/05/25",40.22
"Currency","2007/05/24",40.49
"Currency","2007/05/23",40.49
"Currency","2007/05/22",40.54
"Currency","2007/05/21",40.53
"Currency","2007/05/18",40.31
"Currency","2007/05/17",40.53
"Currency","2007/05/16",40.76
"Currency","2007/05/15",40.88
"Currency","2007/05/14",40.65
"Currency","2007/05/11",40.67
"Currency","2007/05/10",41.22
"Currency","2007/05/09",40.61
"Currency","2007/05/08",40.69
"Currency","2007/05/07",40.70
"Currency","2007/05/04",40.51
"Currency","2007/05/03",40.93
"Currency","2007/05/02",40.98
"Currency","2007/05/01",41.11
"Currency","2007/04/30",40.97
"Currency","2007/04/27",40.72
"Currency","2007/04/26",40.73
"Currency","2007/04/25",40.85
"Currency","2007/04/24",41.01
"Currency","2007/04/23",41.58
"Currency","2007/04/20",41.52
"Currency","2007/04/19",42.08
"Currency","2007/04/18",41.83
"Currency","2007/04/17",41.85
"Currency","2007/04/16",41.78
"Currency","2007/04/13",42.37
"Currency","2007/04/12",42.55
"Currency","2007/04/11",42.61
"Currency","2007/04/10",42.59
"Currency","2007/04/09",42.87
"Currency","2007/04/06",42.69
"Currency","2007/04/05",42.70
"Currency","2007/04/04",42.81
"Currency","2007/04/03",43.01
"Currency","2007/04/02",43.17
"Currency","2007/03/30",43.04
"Currency","2007/03/29",43.58
"Currency","2007/03/28",43.09
"Currency","2007/03/27",43.05
"Currency","2007/03/26",43.15
"Currency","2007/03/23",43.31
"Currency","2007/03/22",43.43
"Currency","2007/03/21",43.44
"Currency","2007/03/20",43.45
"Currency","2007/03/19",44.02
"Currency","2007/03/16",43.89
"Currency","2007/03/15",44.15
"Currency","2007/03/14",44.23
"Currency","2007/03/13",44.01
"Currency","2007/03/12",44.05
"Currency","2007/03/09",44.01
"Currency","2007/03/08",44.11
"Currency","2007/03/07",44.44
"Currency","2007/03/06",44.11
"Currency","2007/03/05",44.51
"Currency","2007/03/02",44.03
"Currency","2007/03/01",44.20
"Currency","2007/02/28",44.02
"Currency","2007/02/27",44.11
"Currency","2007/02/26",44.10
"Currency","2007/02/23",44.01
"Currency","2007/02/22",44.17
"Currency","2007/02/21",44.08
"Currency","2007/02/20",44.12
"Currency","2007/02/19",43.99
"Currency","2007/02/16",43.81
"Currency","2007/02/15",44.01
"Currency","2007/02/14",43.87
"Currency","2007/02/13",43.96
"Currency","2007/02/12",44.07
"Currency","2007/02/09",43.87
"Currency","2007/02/08",44.05
"Currency","2007/02/07",44.01
"Currency","2007/02/06",44.05
"Currency","2007/02/05",43.97
"Currency","2007/02/02",43.94
"Currency","2007/02/01",43.94
"Currency","2007/01/31",44.01
"Currency","2007/01/30",43.97
"Currency","2007/01/29",44.07
"Currency","2007/01/26",44.01
"Currency","2007/01/25",44.08
"Currency","2007/01/24",44.08
"Currency","2007/01/23",44.08
"Currency","2007/01/22",44.04
"Currency","2007/01/19",44.08
"Currency","2007/01/18",44.08
"Currency","2007/01/17",44.03
"Currency","2007/01/16",44.12
"Currency","2007/01/15",44.13
"Currency","2007/01/12",44.26
"Currency","2007/01/11",44.42
"Currency","2007/01/10",44.38
"Currency","2007/01/09",44.21
"Currency","2007/01/08",44.26
"Currency","2007/01/05",44.14
"Currency","2007/01/04",44.10
"Currency","2007/01/03",44.11
"Currency","2007/01/02",44.12
"Currency","2007/01/01",44.22
"Currency","2006/12/29",44.04
"Currency","2006/12/28",44.28
"Currency","2006/12/27",44.26
"Currency","2006/12/26",44.31
"Currency","2006/12/25",44.31
"Currency","2006/12/22",44.31
"Currency","2006/12/21",44.53
"Currency","2006/12/20",44.67
"Currency","2006/12/19",44.69
"Currency","2006/12/18",44.72
"Currency","2006/12/15",44.47
"Currency","2006/12/14",44.67
"Currency","2006/12/13",44.73
"Currency","2006/12/12",44.77
"Currency","2006/12/11",44.69
"Currency","2006/12/08",44.47
"Currency","2006/12/07",44.57
"Currency","2006/12/06",44.62
"Currency","2006/12/05",44.49
"Currency","2006/12/04",44.54
"Currency","2006/12/01",44.44
"Currency","2006/11/30",44.55
"Currency","2006/11/29",44.61
"Currency","2006/11/28",44.60
"Currency","2006/11/27",44.59
"Currency","2006/11/24",44.53
"Currency","2006/11/23",44.63
"Currency","2006/11/22",44.57
"Currency","2006/11/21",44.90
"Currency","2006/11/20",44.94
"Currency","2006/11/17",44.77
"Currency","2006/11/16",44.77
"Currency","2006/11/15",45.19
"Currency","2006/11/14",45.09
"Currency","2006/11/13",44.80
"Currency","2006/11/10",44.61
"Currency","2006/11/09",44.45
"Currency","2006/11/08",44.61
"Currency","2006/11/07",44.76
"Currency","2006/11/06",44.81
"Currency","2006/11/03",44.80
"Currency","2006/11/02",44.82
"Currency","2006/11/01",44.71
"Currency","2006/10/31",44.83
"Currency","2006/10/30",44.83
"Currency","2006/10/27",45.01
"Currency","2006/10/26",45.17
"Currency","2006/10/25",45.29
"Currency","2006/10/24",45.15
"Currency","2006/10/23",45.33
"Currency","2006/10/20",45.23
"Currency","2006/10/19",45.21
"Currency","2006/10/18",45.21
"Currency","2006/10/17",45.13
"Currency","2006/10/16",45.35
"Currency","2006/10/13",45.24
"Currency","2006/10/12",45.51
"Currency","2006/10/11",45.55
"Currency","2006/10/10",45.67
"Currency","2006/10/09",45.63
"Currency","2006/10/06",45.49
"Currency","2006/10/05",45.59
"Currency","2006/10/04",45.63
"Currency","2006/10/03",45.72
"Currency","2006/10/02",45.71
"Currency","2006/09/29",45.72
"Currency","2006/09/28",45.83
"Currency","2006/09/27",45.83
"Currency","2006/09/26",45.89
"Currency","2006/09/25",45.79
"Currency","2006/09/22",45.82
"Currency","2006/09/21",45.79
"Currency","2006/09/20",46.03
"Currency","2006/09/19",46.03
