"Indicator","Time","Value (USD/MMK)"
"Currency","2012/08/06",871.08
"Currency","2012/08/05",867.94
"Currency","2012/08/03",874.98
"Currency","2012/08/02",881.29
"Currency","2012/08/01",880.81
"Currency","2012/07/31",873.82
"Currency","2012/07/30",874.25
"Currency","2012/07/29",872.22
"Currency","2012/07/27",873.70
"Currency","2012/07/26",868.99
"Currency","2012/07/25",870.65
"Currency","2012/07/24",873.03
"Currency","2012/07/23",873.18
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
