"Indicator","Time","Value (USD/TRY)"
"Currency","2007/04/02",1.38
"Currency","2007/03/30",1.38
"Currency","2007/03/29",1.38
"Currency","2007/03/28",1.39
"Currency","2007/03/27",1.38
"Currency","2007/03/26",1.38
"Currency","2007/03/23",1.38
"Currency","2007/03/22",1.38
"Currency","2007/03/21",1.38
"Currency","2007/03/20",1.39
"Currency","2007/03/19",1.39
"Currency","2007/03/16",1.40
"Currency","2007/03/15",1.40
"Currency","2007/03/14",1.42
"Currency","2007/03/13",1.41
"Currency","2007/03/12",1.40
"Currency","2007/03/09",1.40
"Currency","2007/03/08",1.41
"Currency","2007/03/07",1.42
"Currency","2007/03/06",1.43
"Currency","2007/03/05",1.44
"Currency","2007/03/02",1.43
"Currency","2007/03/01",1.42
"Currency","2007/02/28",1.41
"Currency","2007/02/27",1.40
"Currency","2007/02/26",1.38
"Currency","2007/02/23",1.38
"Currency","2007/02/22",1.38
"Currency","2007/02/21",1.38
"Currency","2007/02/20",1.38
"Currency","2007/02/19",1.37
"Currency","2007/02/16",1.38
"Currency","2007/02/15",1.39
"Currency","2007/02/14",1.38
"Currency","2007/02/13",1.40
"Currency","2007/02/12",1.41
"Currency","2007/02/09",1.40
"Currency","2007/02/08",1.40
"Currency","2007/02/07",1.39
"Currency","2007/02/06",1.40
"Currency","2007/02/05",1.40
"Currency","2007/02/02",1.40
"Currency","2007/02/01",1.40
"Currency","2007/01/31",1.40
"Currency","2007/01/30",1.42
"Currency","2007/01/29",1.42
"Currency","2007/01/26",1.43
"Currency","2007/01/25",1.42
"Currency","2007/01/24",1.41
"Currency","2007/01/23",1.41
"Currency","2007/01/22",1.41
"Currency","2007/01/19",1.41
"Currency","2007/01/18",1.42
"Currency","2007/01/17",1.42
"Currency","2007/01/16",1.43
"Currency","2007/01/15",1.42
"Currency","2007/01/12",1.42
"Currency","2007/01/11",1.43
"Currency","2007/01/10",1.44
"Currency","2007/01/09",1.44
"Currency","2007/01/08",1.44
"Currency","2007/01/05",1.44
"Currency","2007/01/04",1.41
"Currency","2007/01/03",1.40
"Currency","2007/01/02",1.40
"Currency","2007/01/01",1.41
"Currency","2006/12/29",1.41
"Currency","2006/12/28",1.41
"Currency","2006/12/27",1.42
"Currency","2006/12/26",1.42
"Currency","2006/12/25",1.42
"Currency","2006/12/22",1.42
"Currency","2006/12/21",1.42
"Currency","2006/12/20",1.42
"Currency","2006/12/19",1.42
"Currency","2006/12/18",1.42
"Currency","2006/12/15",1.42
"Currency","2006/12/14",1.42
"Currency","2006/12/13",1.41
"Currency","2006/12/12",1.42
"Currency","2006/12/11",1.42
"Currency","2006/12/08",1.42
"Currency","2006/12/07",1.42
"Currency","2006/12/06",1.44
"Currency","2006/12/05",1.44
"Currency","2006/12/04",1.44
"Currency","2006/12/01",1.44
"Currency","2006/11/30",1.45
"Currency","2006/11/29",1.46
"Currency","2006/11/28",1.47
"Currency","2006/11/27",1.47
"Currency","2006/11/24",1.46
"Currency","2006/11/23",1.47
"Currency","2006/11/22",1.47
"Currency","2006/11/21",1.46
"Currency","2006/11/20",1.44
"Currency","2006/11/17",1.45
"Currency","2006/11/16",1.43
"Currency","2006/11/15",1.44
"Currency","2006/11/14",1.44
"Currency","2006/11/13",1.45
"Currency","2006/11/10",1.44
"Currency","2006/11/09",1.44
"Currency","2006/11/08",1.45
"Currency","2006/11/07",1.44
"Currency","2006/11/06",1.44
"Currency","2006/11/03",1.44
"Currency","2006/11/02",1.46
"Currency","2006/11/01",1.45
"Currency","2006/10/31",1.45
"Currency","2006/10/30",1.45
"Currency","2006/10/27",1.44
"Currency","2006/10/26",1.44
"Currency","2006/10/25",1.45
"Currency","2006/10/24",1.46
"Currency","2006/10/23",1.46
"Currency","2006/10/20",1.45
"Currency","2006/10/19",1.45
"Currency","2006/10/18",1.46
"Currency","2006/10/17",1.47
"Currency","2006/10/16",1.47
"Currency","2006/10/13",1.47
"Currency","2006/10/12",1.46
"Currency","2006/10/11",1.48
"Currency","2006/10/10",1.48
"Currency","2006/10/09",1.50
"Currency","2006/10/06",1.49
"Currency","2006/10/05",1.49
"Currency","2006/10/04",1.50
"Currency","2006/10/03",1.50
"Currency","2006/10/02",1.50
"Currency","2006/09/29",1.51
"Currency","2006/09/28",1.50
"Currency","2006/09/27",1.49
"Currency","2006/09/26",1.51
"Currency","2006/09/25",1.52
"Currency","2006/09/22",1.51
"Currency","2006/09/21",1.49
"Currency","2006/09/20",1.47
"Currency","2006/09/19",1.46
"Currency","2006/09/18",1.46
"Currency","2006/09/15",1.46
"Currency","2006/09/14",1.46
"Currency","2006/09/13",1.47
"Currency","2006/09/12",1.46
"Currency","2006/09/11",1.48
"Currency","2006/09/08",1.49
"Currency","2006/09/07",1.47
"Currency","2006/09/06",1.47
"Currency","2006/09/05",1.44
"Currency","2006/09/04",1.44
"Currency","2006/09/01",1.46
"Currency","2006/08/31",1.47
"Currency","2006/08/30",1.47
"Currency","2006/08/29",1.47
"Currency","2006/08/28",1.49
"Currency","2006/08/25",1.49
"Currency","2006/08/24",1.48
"Currency","2006/08/23",1.47
"Currency","2006/08/22",1.46
"Currency","2006/08/21",1.45
"Currency","2006/08/18",1.46
"Currency","2006/08/17",1.44
"Currency","2006/08/16",1.44
"Currency","2006/08/15",1.45
"Currency","2006/08/14",1.46
"Currency","2006/08/11",1.44
"Currency","2006/08/10",1.45
"Currency","2006/08/09",1.44
"Currency","2006/08/08",1.46
"Currency","2006/08/07",1.46
"Currency","2006/08/04",1.46
"Currency","2006/08/03",1.49
"Currency","2006/08/02",1.49
"Currency","2006/08/01",1.50
"Currency","2006/07/31",1.49
"Currency","2006/07/28",1.48
"Currency","2006/07/27",1.49
"Currency","2006/07/26",1.52
"Currency","2006/07/25",1.53
"Currency","2006/07/24",1.53
"Currency","2006/07/21",1.54
"Currency","2006/07/20",1.54
"Currency","2006/07/19",1.55
"Currency","2006/07/18",1.58
"Currency","2006/07/17",1.58
"Currency","2006/07/14",1.58
"Currency","2006/07/13",1.58
"Currency","2006/07/12",1.55
"Currency","2006/07/11",1.54
"Currency","2006/07/10",1.54
"Currency","2006/07/07",1.55
"Currency","2006/07/06",1.56
"Currency","2006/07/05",1.59
"Currency","2006/07/04",1.54
"Currency","2006/07/03",1.54
"Currency","2006/06/30",1.58
"Currency","2006/06/29",1.59
"Currency","2006/06/28",1.60
"Currency","2006/06/27",1.63
"Currency","2006/06/26",1.66
"Currency","2006/06/23",1.70
"Currency","2006/06/22",1.67
"Currency","2006/06/21",1.65
"Currency","2006/06/20",1.62
"Currency","2006/06/19",1.60
"Currency","2006/06/16",1.59
"Currency","2006/06/15",1.59
"Currency","2006/06/14",1.59
"Currency","2006/06/13",1.58
"Currency","2006/06/12",1.56
"Currency","2006/06/09",1.53
"Currency","2006/06/08",1.55
"Currency","2006/06/07",1.55
"Currency","2006/06/06",1.56
"Currency","2006/06/05",1.59
"Currency","2006/06/02",1.59
"Currency","2006/06/01",1.53
"Currency","2006/05/31",1.56
"Currency","2006/05/30",1.54
"Currency","2006/05/29",1.53
"Currency","2006/05/26",1.53
"Currency","2006/05/25",1.55
"Currency","2006/05/24",1.55
"Currency","2006/05/23",1.49
"Currency","2006/05/22",1.54
"Currency","2006/05/19",1.48
"Currency","2006/05/18",1.50
"Currency","2006/05/17",1.48
"Currency","2006/05/16",1.45
"Currency","2006/05/15",1.46
"Currency","2006/05/12",1.39
"Currency","2006/05/11",1.36
"Currency","2006/05/10",1.35
"Currency","2006/05/09",1.34
"Currency","2006/05/08",1.32
"Currency","2006/05/05",1.31
"Currency","2006/05/04",1.31
"Currency","2006/05/03",1.31
"Currency","2006/05/02",1.31
"Currency","2006/05/01",1.31
"Currency","2006/04/28",1.31
"Currency","2006/04/27",1.31
"Currency","2006/04/26",1.32
"Currency","2006/04/25",1.32
"Currency","2006/04/24",1.32
"Currency","2006/04/21",1.32
"Currency","2006/04/20",1.32
"Currency","2006/04/19",1.32
"Currency","2006/04/18",1.33
"Currency","2006/04/17",1.35
"Currency","2006/04/14",1.35
"Currency","2006/04/13",1.35
"Currency","2006/04/12",1.34
"Currency","2006/04/11",1.34
"Currency","2006/04/10",1.33
"Currency","2006/04/07",1.34
"Currency","2006/04/06",1.34
"Currency","2006/04/05",1.33
"Currency","2006/04/04",1.33
"Currency","2006/04/03",1.34
"Currency","2006/03/31",1.34
"Currency","2006/03/30",1.34
"Currency","2006/03/29",1.35
"Currency","2006/03/28",1.35
"Currency","2006/03/27",1.35
"Currency","2006/03/24",1.33
"Currency","2006/03/23",1.34
"Currency","2006/03/22",1.34
"Currency","2006/03/21",1.34
"Currency","2006/03/20",1.33
"Currency","2006/03/17",1.32
"Currency","2006/03/16",1.32
"Currency","2006/03/15",1.34
"Currency","2006/03/14",1.33
"Currency","2006/03/13",1.34
"Currency","2006/03/10",1.35
"Currency","2006/03/09",1.35
"Currency","2006/03/08",1.36
"Currency","2006/03/07",1.33
"Currency","2006/03/06",1.31
"Currency","2006/03/03",1.30
"Currency","2006/03/02",1.30
"Currency","2006/03/01",1.31
"Currency","2006/02/28",1.31
"Currency","2006/02/27",1.31
"Currency","2006/02/24",1.32
"Currency","2006/02/23",1.32
"Currency","2006/02/22",1.32
"Currency","2006/02/21",1.32
"Currency","2006/02/20",1.32
"Currency","2006/02/17",1.32
"Currency","2006/02/16",1.33
"Currency","2006/02/15",1.33
"Currency","2006/02/14",1.33
"Currency","2006/02/13",1.33
"Currency","2006/02/10",1.33
"Currency","2006/02/09",1.33
"Currency","2006/02/08",1.33
"Currency","2006/02/07",1.33
"Currency","2006/02/06",1.33
"Currency","2006/02/03",1.32
"Currency","2006/02/02",1.32
"Currency","2006/02/01",1.32
"Currency","2006/01/31",1.32
"Currency","2006/01/30",1.32
"Currency","2006/01/27",1.32
"Currency","2006/01/26",1.32
"Currency","2006/01/25",1.32
"Currency","2006/01/24",1.32
"Currency","2006/01/23",1.32
"Currency","2006/01/20",1.34
"Currency","2006/01/19",1.34
"Currency","2006/01/18",1.34
"Currency","2006/01/17",1.34
"Currency","2006/01/16",1.33
"Currency","2006/01/13",1.34
"Currency","2006/01/12",1.34
"Currency","2006/01/11",1.33
"Currency","2006/01/10",1.34
"Currency","2006/01/09",1.33
"Currency","2006/01/06",1.33
"Currency","2006/01/05",1.33
"Currency","2006/01/04",1.33
"Currency","2006/01/03",1.34
"Currency","2006/01/02",1.35
"Currency","2005/12/30",1.35
"Currency","2005/12/29",1.35
"Currency","2005/12/28",1.35
"Currency","2005/12/27",1.35
"Currency","2005/12/26",1.35
"Currency","2005/12/23",1.35
"Currency","2005/12/22",1.35
"Currency","2005/12/21",1.35
"Currency","2005/12/20",1.35
"Currency","2005/12/19",1.35
"Currency","2005/12/16",1.34
"Currency","2005/12/15",1.35
"Currency","2005/12/14",1.35
"Currency","2005/12/13",1.35
"Currency","2005/12/12",1.35
"Currency","2005/12/09",1.36
"Currency","2005/12/08",1.35
"Currency","2005/12/07",1.36
"Currency","2005/12/06",1.35
"Currency","2005/12/05",1.35
"Currency","2005/12/02",1.36
"Currency","2005/12/01",1.36
"Currency","2005/11/30",1.36
"Currency","2005/11/29",1.35
"Currency","2005/11/28",1.35
"Currency","2005/11/25",1.36
"Currency","2005/11/24",1.35
"Currency","2005/11/23",1.36
"Currency","2005/11/22",1.36
"Currency","2005/11/21",1.36
"Currency","2005/11/18",1.37
"Currency","2005/11/17",1.35
"Currency","2005/11/16",1.36
"Currency","2005/11/15",1.36
"Currency","2005/11/14",1.36
"Currency","2005/11/11",1.36
"Currency","2005/11/10",1.36
"Currency","2005/11/09",1.36
"Currency","2005/11/08",1.36
"Currency","2005/11/07",1.36
"Currency","2005/11/04",1.36
"Currency","2005/11/03",1.35
"Currency","2005/11/02",1.35
"Currency","2005/11/01",1.34
"Currency","2005/10/31",1.35
"Currency","2005/10/28",1.35
"Currency","2005/10/27",1.35
"Currency","2005/10/26",1.35
"Currency","2005/10/25",1.35
"Currency","2005/10/24",1.36
"Currency","2005/10/21",1.36
"Currency","2005/10/20",1.37
"Currency","2005/10/19",1.37
"Currency","2005/10/18",1.37
"Currency","2005/10/17",1.36
"Currency","2005/10/14",1.36
"Currency","2005/10/13",1.37
"Currency","2005/10/12",1.36
"Currency","2005/10/11",1.35
"Currency","2005/10/10",1.35
"Currency","2005/10/07",1.35
"Currency","2005/10/06",1.36
"Currency","2005/10/05",1.35
"Currency","2005/10/04",1.35
"Currency","2005/10/03",1.34
"Currency","2005/09/30",1.34
"Currency","2005/09/29",1.35
"Currency","2005/09/28",1.35
"Currency","2005/09/27",1.35
"Currency","2005/09/26",1.35
"Currency","2005/09/23",1.35
"Currency","2005/09/22",1.34
"Currency","2005/09/21",1.34
"Currency","2005/09/20",1.34
"Currency","2005/09/19",1.34
"Currency","2005/09/16",1.34
"Currency","2005/09/15",1.34
"Currency","2005/09/14",1.34
"Currency","2005/09/13",1.34
"Currency","2005/09/12",1.34
"Currency","2005/09/09",1.33
"Currency","2005/09/08",1.33
"Currency","2005/09/07",1.33
"Currency","2005/09/06",1.33
"Currency","2005/09/05",1.33
"Currency","2005/09/02",1.33
"Currency","2005/09/01",1.33
"Currency","2005/08/31",1.34
"Currency","2005/08/30",1.35
"Currency","2005/08/29",1.36
"Currency","2005/08/26",1.36
"Currency","2005/08/25",1.37
"Currency","2005/08/24",1.37
"Currency","2005/08/23",1.37
"Currency","2005/08/22",1.36
"Currency","2005/08/19",1.38
"Currency","2005/08/18",1.37
"Currency","2005/08/17",1.37
"Currency","2005/08/16",1.35
"Currency","2005/08/15",1.34
"Currency","2005/08/12",1.35
"Currency","2005/08/11",1.33
"Currency","2005/08/10",1.32
"Currency","2005/08/09",1.32
"Currency","2005/08/08",1.32
"Currency","2005/08/05",1.31
"Currency","2005/08/04",1.31
"Currency","2005/08/03",1.31
"Currency","2005/08/02",1.31
"Currency","2005/08/01",1.32
"Currency","2005/07/29",1.32
"Currency","2005/07/28",1.32
"Currency","2005/07/27",1.34
"Currency","2005/07/26",1.34
"Currency","2005/07/25",1.33
"Currency","2005/07/22",1.33
"Currency","2005/07/21",1.33
"Currency","2005/07/20",1.33
"Currency","2005/07/19",1.33
"Currency","2005/07/18",1.33
"Currency","2005/07/15",1.33
"Currency","2005/07/14",1.33
"Currency","2005/07/13",1.33
"Currency","2005/07/12",1.32
"Currency","2005/07/11",1.34
"Currency","2005/07/08",1.34
"Currency","2005/07/07",1.36
"Currency","2005/07/06",1.35
"Currency","2005/07/05",1.35
"Currency","2005/07/04",1.34
"Currency","2005/07/01",1.34
"Currency","2005/06/30",1.33
"Currency","2005/06/29",1.34
"Currency","2005/06/28",1.35
"Currency","2005/06/27",1.35
"Currency","2005/06/24",1.35
"Currency","2005/06/23",1.36
"Currency","2005/06/22",1.35
"Currency","2005/06/21",1.36
"Currency","2005/06/20",1.36
"Currency","2005/06/17",1.36
"Currency","2005/06/16",1.36
"Currency","2005/06/15",1.37
"Currency","2005/06/14",1.38
"Currency","2005/06/13",1.38
"Currency","2005/06/10",1.37
"Currency","2005/06/09",1.36
"Currency","2005/06/08",1.36
"Currency","2005/06/07",1.37
"Currency","2005/06/03",1.37
"Currency","2005/06/02",1.35
"Currency","2005/06/01",1.36
"Currency","2005/05/30",1.36
"Currency","2005/05/27",1.37
"Currency","2005/05/26",1.39
"Currency","2005/05/25",1.39
"Currency","2005/05/24",1.39
"Currency","2005/05/23",1.39
"Currency","2005/05/20",1.38
"Currency","2005/05/18",1.36
"Currency","2005/05/17",1.38
"Currency","2005/05/16",1.38
"Currency","2005/05/13",1.37
"Currency","2005/05/12",1.37
"Currency","2005/05/11",1.37
"Currency","2005/05/10",1.37
"Currency","2005/05/09",1.36
"Currency","2005/05/06",1.35
"Currency","2005/05/05",1.34
"Currency","2005/05/04",1.35
"Currency","2005/05/03",1.36
"Currency","2005/05/02",1.38
"Currency","2005/04/29",1.39
"Currency","2005/04/28",1.41
"Currency","2005/04/27",1.38
"Currency","2005/04/26",1.36
"Currency","2005/04/25",1.37
"Currency","2005/04/22",1.36
"Currency","2005/04/21",1.37
"Currency","2005/04/20",1.36
"Currency","2005/04/19",1.36
"Currency","2005/04/18",1.37
"Currency","2005/04/15",1.37
"Currency","2005/04/14",1.37
"Currency","2005/04/13",1.34
"Currency","2005/04/12",1.35
"Currency","2005/04/11",1.35
"Currency","2005/04/08",1.35
"Currency","2005/04/07",1.35
"Currency","2005/04/06",1.35
"Currency","2005/04/05",1.36
"Currency","2005/04/04",1.37
"Currency","2005/04/01",1.35
"Currency","2005/03/31",1.35
"Currency","2005/03/30",1.36
"Currency","2005/03/29",1.39
"Currency","2005/03/28",1.38
"Currency","2005/03/25",1.35
"Currency","2005/03/24",1.36
"Currency","2005/03/23",1.36
"Currency","2005/03/22",1.33
"Currency","2005/03/21",1.34
"Currency","2005/03/17",1.31
"Currency","2005/03/16",1.32
"Currency","2005/03/15",1.31
"Currency","2005/03/14",1.29
"Currency","2005/03/11",1.28
"Currency","2005/03/10",1.28
"Currency","2005/03/09",1.27
"Currency","2005/03/08",1.27
"Currency","2005/03/07",1.26
"Currency","2005/03/04",1.26
"Currency","2005/03/03",1.28
"Currency","2005/03/02",1.28
"Currency","2005/03/01",1.28
"Currency","2005/02/28",1.28
"Currency","2005/02/25",1.29
"Currency","2005/02/24",1.30
"Currency","2005/02/23",1.30
"Currency","2005/02/22",1.30
"Currency","2005/02/21",1.31
"Currency","2005/02/18",1.31
"Currency","2005/02/17",1.31
"Currency","2005/02/15",1.31
"Currency","2005/02/14",1.31
"Currency","2005/02/11",1.32
"Currency","2005/02/08",1.33
"Currency","2005/02/07",1.32
"Currency","2005/02/04",1.31
"Currency","2005/02/03",1.32
"Currency","2005/02/02",1.33
"Currency","2005/02/01",1.33
"Currency","2005/01/31",1.33
"Currency","2005/01/28",1.34
"Currency","2005/01/27",1.34
"Currency","2005/01/26",1.32
"Currency","2005/01/25",1.34
"Currency","2005/01/24",1.34
"Currency","2005/01/21",1.34
"Currency","2005/01/20",1.35
"Currency","2005/01/19",1.35
"Currency","2005/01/18",1.34
"Currency","2005/01/17",1.34
"Currency","2005/01/14",1.35
"Currency","2005/01/13",1.35
"Currency","2005/01/12",1.36
"Currency","2005/01/11",1.38
"Currency","2005/01/10",1.39
"Currency","2005/01/07",1.40
"Currency","2005/01/06",1.40
"Currency","2005/01/05",1.38
"Currency","2005/01/04",1.35
"Currency","2005/01/03",1.34
"Currency","2004/12/31",1.34
"Currency","2004/12/30",1.36
"Currency","2004/12/29",1.36
"Currency","2004/12/28",1.35
"Currency","2004/12/27",1.36
"Currency","2004/12/24",1.37
"Currency","2004/12/23",1.38
"Currency","2004/12/22",1.39
"Currency","2004/12/21",1.40
"Currency","2004/12/20",1.39
"Currency","2004/12/17",1.40
"Currency","2004/12/16",1.41
"Currency","2004/12/15",1.41
"Currency","2004/12/14",1.42
"Currency","2004/12/13",1.42
"Currency","2004/12/10",1.44
"Currency","2004/12/09",1.45
"Currency","2004/12/08",1.42
"Currency","2004/12/07",1.40
"Currency","2004/12/06",1.40
"Currency","2004/12/03",1.41
"Currency","2004/12/02",1.42
"Currency","2004/12/01",1.42
"Currency","2004/11/30",1.43
"Currency","2004/11/29",1.43
"Currency","2004/11/26",1.42
"Currency","2004/11/25",1.43
"Currency","2004/11/24",1.43
"Currency","2004/11/23",1.44
"Currency","2004/11/22",1.44
"Currency","2004/11/19",1.44
"Currency","2004/11/18",1.45
"Currency","2004/11/17",1.45
"Currency","2004/11/16",1.46
"Currency","2004/11/15",1.46
"Currency","2004/11/12",1.45
"Currency","2004/11/11",1.46
"Currency","2004/11/10",1.46
"Currency","2004/11/09",1.46
"Currency","2004/11/08",1.46
"Currency","2004/11/05",1.46
"Currency","2004/11/03",1.46
"Currency","2004/11/02",1.47
"Currency","2004/11/01",1.48
"Currency","2004/10/29",1.48
"Currency","2004/10/28",1.48
"Currency","2004/10/27",1.48
"Currency","2004/10/26",1.48
"Currency","2004/10/25",1.48
"Currency","2004/10/22",1.48
"Currency","2004/10/21",1.48
"Currency","2004/10/20",1.49
"Currency","2004/10/19",1.48
"Currency","2004/10/18",1.48
"Currency","2004/10/15",1.49
"Currency","2004/10/14",1.49
"Currency","2004/10/13",1.49
"Currency","2004/10/12",1.49
"Currency","2004/10/11",1.49
"Currency","2004/10/08",1.49
"Currency","2004/10/07",1.50
"Currency","2004/10/05",1.51
"Currency","2004/10/04",1.51
"Currency","2004/10/01",1.51
"Currency","2004/09/30",1.51
"Currency","2004/09/29",1.51
"Currency","2004/09/28",1.50
"Currency","2004/09/27",1.50
"Currency","2004/09/23",1.50
"Currency","2004/09/22",1.51
"Currency","2004/09/21",1.51
"Currency","2004/09/20",1.52
"Currency","2004/09/17",1.52
"Currency","2004/09/16",1.50
"Currency","2004/09/15",1.50
"Currency","2004/09/14",1.50
"Currency","2004/09/13",1.50
"Currency","2004/09/10",1.50
"Currency","2004/09/09",1.49
"Currency","2004/09/08",1.50
"Currency","2004/09/07",1.50
"Currency","2004/09/06",1.51
"Currency","2004/09/03",1.51
"Currency","2004/09/02",1.51
"Currency","2004/09/01",1.51
"Currency","2004/08/31",1.50
"Currency","2004/08/30",1.51
"Currency","2004/08/27",1.52
"Currency","2004/08/26",1.51
"Currency","2004/08/25",1.51
"Currency","2004/08/24",1.51
"Currency","2004/08/23",1.51
"Currency","2004/08/20",1.48
"Currency","2004/08/19",1.47
"Currency","2004/08/18",1.47
"Currency","2004/08/17",1.45
"Currency","2004/08/16",1.46
"Currency","2004/08/13",1.46
"Currency","2004/08/12",1.47
"Currency","2004/08/11",1.46
"Currency","2004/08/10",1.45
"Currency","2004/08/09",1.45
"Currency","2004/08/06",1.45
"Currency","2004/08/05",1.47
"Currency","2004/08/04",1.48
"Currency","2004/08/03",1.47
"Currency","2004/08/02",1.47
"Currency","2004/07/30",1.47
"Currency","2004/07/29",1.47
"Currency","2004/07/28",1.49
"Currency","2004/07/27",1.49
"Currency","2004/07/26",1.49
"Currency","2004/07/23",1.47
"Currency","2004/07/22",1.46
"Currency","2004/07/21",1.47
"Currency","2004/07/20",1.45
"Currency","2004/07/19",1.43
"Currency","2004/07/16",1.43
"Currency","2004/07/15",1.44
"Currency","2004/07/14",1.43
"Currency","2004/07/13",1.44
"Currency","2004/07/12",1.44
"Currency","2004/07/08",1.44
"Currency","2004/07/07",1.44
"Currency","2004/07/06",1.44
"Currency","2004/07/05",1.44
"Currency","2004/07/02",1.45
"Currency","2004/07/01",1.47
"Currency","2004/06/30",1.48
"Currency","2004/06/29",1.49
"Currency","2004/06/28",1.49
"Currency","2004/06/25",1.49
"Currency","2004/06/24",1.49
"Currency","2004/06/23",1.49
"Currency","2004/06/22",1.49
"Currency","2004/06/21",1.49
"Currency","2004/06/18",1.49
"Currency","2004/06/17",1.49
"Currency","2004/06/16",1.50
"Currency","2004/06/15",1.49
"Currency","2004/06/14",1.50
"Currency","2004/06/11",1.50
"Currency","2004/06/10",1.49
"Currency","2004/06/09",1.50
"Currency","2004/06/08",1.48
"Currency","2004/06/07",1.48
"Currency","2004/06/04",1.49
"Currency","2004/06/03",1.51
"Currency","2004/06/02",1.51
"Currency","2004/06/01",1.51
"Currency","2004/05/31",1.49
"Currency","2004/05/28",1.50
"Currency","2004/05/27",1.50
"Currency","2004/05/26",1.51
"Currency","2004/05/25",1.52
"Currency","2004/05/24",1.53
"Currency","2004/05/21",1.55
"Currency","2004/05/20",1.56
"Currency","2004/05/19",1.54
"Currency","2004/05/18",1.56
"Currency","2004/05/17",1.55
"Currency","2004/05/14",1.53
"Currency","2004/05/13",1.54
"Currency","2004/05/12",1.54
"Currency","2004/05/11",1.54
"Currency","2004/05/10",1.55
"Currency","2004/05/07",1.51
"Currency","2004/05/06",1.48
"Currency","2004/05/05",1.44
"Currency","2004/05/04",1.45
"Currency","2004/05/03",1.46
"Currency","2004/04/30",1.42
"Currency","2004/04/29",1.43
"Currency","2004/04/28",1.43
"Currency","2004/04/27",1.42
"Currency","2004/04/26",1.40
"Currency","2004/04/23",1.38
"Currency","2004/04/22",1.39
"Currency","2004/04/21",1.38
"Currency","2004/04/20",1.37
"Currency","2004/04/19",1.36
"Currency","2004/04/16",1.36
"Currency","2004/04/15",1.37
"Currency","2004/04/14",1.37
"Currency","2004/04/13",1.37
"Currency","2004/04/12",1.36
"Currency","2004/04/09",1.34
"Currency","2004/04/08",1.34
"Currency","2004/04/07",1.33
"Currency","2004/04/06",1.32
"Currency","2004/04/05",1.32
"Currency","2004/04/02",1.31
"Currency","2004/04/01",1.31
"Currency","2004/03/31",1.31
"Currency","2004/03/30",1.32
"Currency","2004/03/29",1.32
"Currency","2004/03/26",1.32
"Currency","2004/03/25",1.33
"Currency","2004/03/24",1.32
"Currency","2004/03/23",1.32
"Currency","2004/03/19",1.32
"Currency","2004/03/18",1.32
"Currency","2004/03/17",1.33
"Currency","2004/03/16",1.32
"Currency","2004/03/15",1.32
"Currency","2004/03/12",1.32
"Currency","2004/03/11",1.32
"Currency","2004/03/10",1.32
"Currency","2004/03/09",1.31
"Currency","2004/03/08",1.32
"Currency","2004/03/05",1.32
"Currency","2004/03/04",1.33
"Currency","2004/03/03",1.33
"Currency","2004/03/02",1.33
"Currency","2004/03/01",1.32
"Currency","2004/02/27",1.33
"Currency","2004/02/26",1.33
"Currency","2004/02/25",1.33
"Currency","2004/02/24",1.32
"Currency","2004/02/23",1.33
"Currency","2004/02/20",1.33
"Currency","2004/02/19",1.33
"Currency","2004/02/18",1.32
"Currency","2004/02/17",1.33
"Currency","2004/02/16",1.33
"Currency","2004/02/13",1.31
"Currency","2004/02/12",1.32
"Currency","2004/02/11",1.33
"Currency","2004/02/10",1.35
"Currency","2004/02/09",1.35
"Currency","2004/02/06",1.34
"Currency","2004/02/05",1.33
"Currency","2004/02/04",1.33
"Currency","2004/02/03",1.33
"Currency","2004/02/02",1.34
"Currency","2004/01/30",1.34
"Currency","2004/01/29",1.35
"Currency","2004/01/28",1.33
"Currency","2004/01/27",1.33
"Currency","2004/01/26",1.32
"Currency","2004/01/23",1.33
"Currency","2004/01/22",1.33
"Currency","2004/01/21",1.33
"Currency","2004/01/20",1.34
"Currency","2004/01/19",1.35
"Currency","2004/01/16",1.36
"Currency","2004/01/15",1.34
"Currency","2004/01/14",1.35
"Currency","2004/01/13",1.34
"Currency","2004/01/12",1.34
"Currency","2004/01/09",1.35
"Currency","2004/01/08",1.37
"Currency","2004/01/07",1.37
"Currency","2004/01/06",1.37
"Currency","2004/01/05",1.37
"Currency","2004/01/02",1.39
"Currency","2004/01/01",1.41
"Currency","2003/12/31",1.41
"Currency","2003/12/30",1.40
"Currency","2003/12/29",1.41
"Currency","2003/12/26",1.42
"Currency","2003/12/25",1.42
"Currency","2003/12/24",1.43
"Currency","2003/12/23",1.43
"Currency","2003/12/22",1.43
"Currency","2003/12/19",1.43
"Currency","2003/12/18",1.43
"Currency","2003/12/17",1.43
"Currency","2003/12/16",1.43
"Currency","2003/12/15",1.43
"Currency","2003/12/12",1.43
"Currency","2003/12/11",1.45
"Currency","2003/12/10",1.44
"Currency","2003/12/09",1.43
"Currency","2003/12/08",1.43
"Currency","2003/12/05",1.45
"Currency","2003/12/04",1.46
"Currency","2003/12/03",1.45
"Currency","2003/12/02",1.46
"Currency","2003/12/01",1.45
"Currency","2003/11/28",1.46
"Currency","2003/11/25",1.47
"Currency","2003/11/21",1.47
"Currency","2003/11/20",1.49
"Currency","2003/11/19",1.47
"Currency","2003/11/18",1.46
"Currency","2003/11/17",1.46
"Currency","2003/11/14",1.47
"Currency","2003/11/13",1.48
"Currency","2003/11/12",1.48
"Currency","2003/11/11",1.49
"Currency","2003/11/10",1.49
"Currency","2003/11/07",1.49
"Currency","2003/11/06",1.51
