"Indicator","Time","Value (USD/TZS)"
"Currency","2018/06/08",2273.00
"Currency","2018/06/07",2270.00
"Currency","2018/06/06",2274.00
"Currency","2018/06/05",2277.00
"Currency","2018/06/04",2275.00
"Currency","2018/06/01",2277.00
"Currency","2018/05/31",2277.00
"Currency","2018/05/30",2276.00
"Currency","2018/05/29",2276.00
"Currency","2018/05/28",2277.00
"Currency","2018/05/25",2278.00
"Currency","2018/05/24",2277.00
"Currency","2018/05/23",2276.00
"Currency","2018/05/22",2277.00
"Currency","2018/05/21",2276.00
"Currency","2018/05/18",2275.00
"Currency","2018/05/17",2277.00
"Currency","2018/05/16",2277.00
"Currency","2018/05/15",2278.00
"Currency","2018/05/14",2278.00
"Currency","2018/05/11",2277.00
"Currency","2018/05/10",2278.00
"Currency","2018/05/09",2276.00
"Currency","2018/05/08",2277.00
"Currency","2018/05/07",2278.00
"Currency","2018/05/04",2278.00
"Currency","2018/05/03",2278.00
"Currency","2018/05/02",2279.00
"Currency","2018/05/01",2278.00
"Currency","2018/04/30",2278.00
"Currency","2018/04/27",2278.00
"Currency","2018/04/26",2278.00
"Currency","2018/04/25",2278.00
"Currency","2018/04/24",2285.00
"Currency","2018/04/23",2279.00
"Currency","2018/04/20",2278.00
"Currency","2018/04/19",2287.00
"Currency","2018/04/18",2282.00
"Currency","2018/04/17",2265.00
"Currency","2018/04/16",2265.00
"Currency","2018/04/13",2268.00
"Currency","2018/04/12",2261.00
"Currency","2018/04/11",2256.00
"Currency","2018/04/10",2261.00
"Currency","2018/04/09",2261.00
"Currency","2018/04/06",2255.00
"Currency","2018/04/05",2260.00
"Currency","2018/04/04",2260.00
"Currency","2018/04/03",2260.00
"Currency","2018/04/02",2253.00
"Currency","2018/03/30",2253.00
"Currency","2018/03/29",2254.00
"Currency","2018/03/28",2252.00
"Currency","2018/03/27",2260.00
"Currency","2018/03/26",2260.00
"Currency","2018/03/23",2254.00
"Currency","2018/03/22",2260.00
"Currency","2018/03/21",2252.00
"Currency","2018/03/20",2260.00
"Currency","2018/03/19",2252.00
"Currency","2018/03/16",2250.00
"Currency","2018/03/15",2251.00
"Currency","2018/03/14",2258.00
"Currency","2018/03/13",2250.00
"Currency","2018/03/12",2256.00
"Currency","2018/03/09",2250.00
"Currency","2018/03/08",2250.00
"Currency","2018/03/07",2249.00
"Currency","2018/03/06",2257.00
"Currency","2018/03/05",2247.00
"Currency","2018/03/02",2255.00
"Currency","2018/03/01",2248.00
"Currency","2018/02/28",2247.00
"Currency","2018/02/27",2246.00
"Currency","2018/02/26",2247.00
"Currency","2018/02/23",2248.00
"Currency","2018/02/22",2247.00
"Currency","2018/02/21",2248.00
"Currency","2018/02/20",2248.00
"Currency","2018/02/19",2246.00
"Currency","2018/02/16",2248.00
"Currency","2018/02/15",2247.00
"Currency","2018/02/14",2250.00
"Currency","2018/02/13",2248.00
"Currency","2018/02/12",2250.00
"Currency","2018/02/09",2250.00
"Currency","2018/02/08",2253.00
"Currency","2018/02/07",2247.00
"Currency","2018/02/06",2246.00
"Currency","2018/02/05",2244.00
"Currency","2018/02/02",2243.00
"Currency","2018/02/01",2250.80
"Currency","2018/01/31",2242.00
"Currency","2018/01/30",2249.00
"Currency","2018/01/29",2247.00
"Currency","2018/01/26",2245.00
"Currency","2018/01/25",2247.00
"Currency","2018/01/24",2247.00
"Currency","2018/01/23",2243.00
"Currency","2018/01/22",2243.00
"Currency","2018/01/19",2243.00
"Currency","2018/01/18",2242.00
"Currency","2018/01/17",2246.00
"Currency","2018/01/16",2237.00
"Currency","2018/01/15",2236.00
"Currency","2018/01/12",2241.00
"Currency","2018/01/11",2237.00
"Currency","2018/01/10",2235.00
"Currency","2018/01/09",2240.00
"Currency","2018/01/08",2234.00
"Currency","2018/01/05",2240.00
"Currency","2018/01/04",2240.00
"Currency","2018/01/03",2240.00
"Currency","2018/01/02",2240.00
"Currency","2017/12/29",2235.00
"Currency","2017/12/28",2235.00
"Currency","2017/12/27",2235.00
"Currency","2017/12/26",2232.00
"Currency","2017/12/25",2232.00
"Currency","2017/12/22",2232.00
"Currency","2017/12/21",2235.00
"Currency","2017/12/20",2235.00
"Currency","2017/12/19",2234.00
"Currency","2017/12/18",2233.00
"Currency","2017/12/15",2234.00
"Currency","2017/12/14",2235.00
"Currency","2017/12/13",2234.00
"Currency","2017/12/12",2235.00
"Currency","2017/12/11",2236.00
"Currency","2017/12/08",2236.00
"Currency","2017/12/07",2235.00
"Currency","2017/12/06",2236.00
"Currency","2017/12/05",2236.00
"Currency","2017/12/04",2236.00
"Currency","2017/12/01",2236.00
"Currency","2017/11/30",2236.00
"Currency","2017/11/29",2237.00
"Currency","2017/11/28",2236.00
"Currency","2017/11/27",2235.00
"Currency","2017/11/24",2237.00
"Currency","2017/11/23",2236.00
"Currency","2017/11/22",2236.00
"Currency","2017/11/21",2238.00
"Currency","2017/11/20",2236.00
"Currency","2017/11/17",2236.00
"Currency","2017/11/16",2240.00
"Currency","2017/11/15",2236.00
"Currency","2017/11/14",2237.00
"Currency","2017/11/13",2239.00
"Currency","2017/11/10",2240.00
"Currency","2017/11/09",2239.00
"Currency","2017/11/08",2240.00
"Currency","2017/11/07",2238.00
"Currency","2017/11/06",2240.00
"Currency","2017/11/03",2240.00
"Currency","2017/11/02",2240.00
"Currency","2017/11/01",2237.00
"Currency","2017/10/31",2239.00
"Currency","2017/10/30",2239.00
"Currency","2017/10/28",2238.00
"Currency","2017/10/27",2238.00
"Currency","2017/10/26",2237.00
"Currency","2017/10/25",2237.00
"Currency","2017/10/24",2237.00
"Currency","2017/10/23",2237.00
"Currency","2017/10/20",2239.00
"Currency","2017/10/19",2237.00
"Currency","2017/10/18",2237.00
"Currency","2017/10/17",2237.00
"Currency","2017/10/16",2237.00
"Currency","2017/10/13",2238.00
"Currency","2017/10/12",2237.00
"Currency","2017/10/11",2240.00
"Currency","2017/10/10",2238.00
"Currency","2017/10/09",2237.00
"Currency","2017/10/06",2238.00
"Currency","2017/10/05",2238.00
"Currency","2017/10/04",2238.00
"Currency","2017/10/03",2238.00
"Currency","2017/10/02",2238.00
"Currency","2017/09/30",2237.00
"Currency","2017/09/29",2237.00
"Currency","2017/09/28",2238.00
"Currency","2017/09/27",2238.00
"Currency","2017/09/26",2240.00
"Currency","2017/09/25",2236.00
"Currency","2017/09/22",2237.00
"Currency","2017/09/21",2238.00
"Currency","2017/09/20",2234.00
"Currency","2017/09/19",2238.00
"Currency","2017/09/18",2234.00
"Currency","2017/09/16",2236.00
"Currency","2017/09/15",2236.00
"Currency","2017/09/14",2234.00
"Currency","2017/09/13",2234.00
"Currency","2017/09/12",2235.00
"Currency","2017/09/11",2235.00
"Currency","2017/09/08",2234.00
"Currency","2017/09/07",2235.00
"Currency","2017/09/06",2235.00
"Currency","2017/09/05",2235.00
"Currency","2017/09/04",2234.00
"Currency","2017/09/01",2236.00
"Currency","2017/08/31",2236.00
"Currency","2017/08/30",2236.00
"Currency","2017/08/29",2236.00
"Currency","2017/08/28",2231.00
"Currency","2017/08/25",2233.00
"Currency","2017/08/24",2234.00
"Currency","2017/08/23",2231.00
"Currency","2017/08/22",2231.00
"Currency","2017/08/21",2231.00
"Currency","2017/08/19",2232.00
"Currency","2017/08/18",2232.00
"Currency","2017/08/17",2232.00
"Currency","2017/08/16",2232.00
"Currency","2017/08/15",2232.00
"Currency","2017/08/14",2232.00
"Currency","2017/08/11",2232.00
"Currency","2017/08/10",2231.00
"Currency","2017/08/09",2231.00
"Currency","2017/08/08",2231.00
"Currency","2017/08/07",2231.00
"Currency","2017/08/05",2231.00
"Currency","2017/08/04",2231.00
"Currency","2017/08/03",2232.00
"Currency","2017/08/02",2234.00
"Currency","2017/08/01",2234.00
"Currency","2017/07/31",2234.00
"Currency","2017/07/28",2234.00
"Currency","2017/07/27",2234.00
"Currency","2017/07/26",2234.00
"Currency","2017/07/25",2234.00
"Currency","2017/07/24",2234.00
"Currency","2017/07/21",2235.00
"Currency","2017/07/20",2235.00
"Currency","2017/07/19",2232.00
"Currency","2017/07/18",2232.00
"Currency","2017/07/17",2230.00
"Currency","2017/07/14",2231.00
"Currency","2017/07/13",2231.00
"Currency","2017/07/12",2231.00
"Currency","2017/07/11",2231.00
"Currency","2017/07/10",2231.00
"Currency","2017/07/07",2231.00
"Currency","2017/07/06",2230.00
"Currency","2017/07/05",2233.00
"Currency","2017/07/04",2233.00
"Currency","2017/07/03",2231.00
"Currency","2017/06/30",2232.00
"Currency","2017/06/29",2230.00
"Currency","2017/06/28",2230.00
"Currency","2017/06/27",2230.00
"Currency","2017/06/26",2230.00
"Currency","2017/06/24",2231.00
"Currency","2017/06/23",2231.00
"Currency","2017/06/22",2231.00
"Currency","2017/06/21",2231.00
"Currency","2017/06/20",2231.00
"Currency","2017/06/19",2231.00
"Currency","2017/06/17",2231.00
"Currency","2017/06/16",2231.00
"Currency","2017/06/15",2231.00
"Currency","2017/06/14",2231.00
"Currency","2017/06/13",2230.00
"Currency","2017/06/12",2230.00
"Currency","2017/06/09",2230.00
"Currency","2017/06/08",2230.00
"Currency","2017/06/07",2230.00
"Currency","2017/06/06",2230.00
"Currency","2017/06/05",2230.00
"Currency","2017/06/02",2230.00
"Currency","2017/06/01",2230.00
"Currency","2017/05/31",2230.00
"Currency","2017/05/30",2230.00
"Currency","2017/05/29",2230.00
"Currency","2017/05/26",2230.00
"Currency","2017/05/25",2230.00
"Currency","2017/05/24",2230.00
"Currency","2017/05/23",2230.00
"Currency","2017/05/22",2230.00
"Currency","2017/05/20",2230.00
"Currency","2017/05/19",2230.00
"Currency","2017/05/18",2230.00
"Currency","2017/05/17",2230.00
"Currency","2017/05/15",2230.00
"Currency","2017/05/12",2229.00
"Currency","2017/05/11",2230.00
"Currency","2017/05/10",2229.00
"Currency","2017/05/09",2230.00
"Currency","2017/05/08",2230.00
"Currency","2017/05/05",2230.00
"Currency","2017/05/04",2230.00
"Currency","2017/05/03",2230.00
"Currency","2017/05/02",2230.00
"Currency","2017/05/01",2231.00
"Currency","2017/04/28",2230.00
"Currency","2017/04/27",2232.00
"Currency","2017/04/26",2231.00
"Currency","2017/04/21",2231.00
"Currency","2017/04/20",2232.00
"Currency","2017/04/19",2227.00
"Currency","2017/04/18",2227.00
"Currency","2017/04/17",2229.00
"Currency","2017/04/14",2227.00
"Currency","2017/04/13",2227.00
"Currency","2017/04/12",2226.00
"Currency","2017/04/11",2226.00
"Currency","2017/04/10",2225.00
"Currency","2017/04/07",2226.00
"Currency","2017/04/06",2226.00
"Currency","2017/04/05",2225.00
"Currency","2017/04/04",2228.00
"Currency","2017/04/03",2228.00
"Currency","2017/03/31",2226.00
"Currency","2017/03/30",2226.00
"Currency","2017/03/29",2226.00
"Currency","2017/03/28",2225.00
"Currency","2017/03/27",2228.00
"Currency","2017/03/24",2226.00
"Currency","2017/03/23",2229.00
"Currency","2017/03/22",2228.00
"Currency","2017/03/21",2228.00
"Currency","2017/03/20",2227.00
"Currency","2017/03/17",2226.00
"Currency","2017/03/16",2227.00
"Currency","2017/03/15",2228.00
"Currency","2017/03/14",2228.00
"Currency","2017/03/13",2227.00
"Currency","2017/03/10",2226.00
"Currency","2017/03/09",2230.00
"Currency","2017/03/08",2228.00
"Currency","2017/03/07",2230.00
"Currency","2017/03/06",2228.00
"Currency","2017/03/03",2230.00
"Currency","2017/03/02",2226.00
"Currency","2017/03/01",2230.00
"Currency","2017/02/28",2228.00
"Currency","2017/02/27",2229.00
"Currency","2017/02/24",2227.00
"Currency","2017/02/23",2230.00
"Currency","2017/02/22",2228.00
"Currency","2017/02/21",2228.00
"Currency","2017/02/20",2229.00
"Currency","2017/02/18",2227.00
"Currency","2017/02/17",2227.00
"Currency","2017/02/16",2228.00
"Currency","2017/02/15",2226.00
"Currency","2017/02/14",2228.00
"Currency","2017/02/13",2230.00
"Currency","2017/02/10",2228.00
"Currency","2017/02/09",2224.00
"Currency","2017/02/08",2227.00
"Currency","2017/02/07",2228.00
"Currency","2017/02/06",2228.00
"Currency","2017/02/03",2230.00
"Currency","2017/02/02",2228.00
"Currency","2017/02/01",2228.00
"Currency","2017/01/31",2228.00
"Currency","2017/01/30",2228.00
"Currency","2017/01/28",2225.00
"Currency","2017/01/27",2225.00
"Currency","2017/01/26",2213.00
"Currency","2017/01/25",2233.00
"Currency","2017/01/24",2238.00
"Currency","2017/01/23",2255.00
"Currency","2017/01/20",2253.00
"Currency","2017/01/19",2228.00
"Currency","2017/01/18",2231.00
"Currency","2017/01/17",2227.00
"Currency","2017/01/16",2222.00
"Currency","2017/01/13",2217.00
"Currency","2017/01/12",2215.00
"Currency","2017/01/11",2213.00
"Currency","2017/01/10",2198.00
"Currency","2017/01/09",2187.00
"Currency","2017/01/06",2182.00
"Currency","2017/01/05",2181.00
"Currency","2017/01/04",2178.00
"Currency","2017/01/03",2175.00
"Currency","2017/01/02",2176.00
"Currency","2016/12/30",2174.00
"Currency","2016/12/29",2171.00
"Currency","2016/12/28",2173.00
"Currency","2016/12/27",2171.00
"Currency","2016/12/26",2171.00
"Currency","2016/12/23",2170.00
"Currency","2016/12/22",2171.00
"Currency","2016/12/21",2171.00
"Currency","2016/12/20",2171.00
"Currency","2016/12/19",2173.00
"Currency","2016/12/16",2172.00
"Currency","2016/12/15",2174.00
"Currency","2016/12/14",2171.00
"Currency","2016/12/13",2173.00
"Currency","2016/12/12",2173.00
"Currency","2016/12/10",2173.00
"Currency","2016/12/09",2173.00
"Currency","2016/12/08",2180.00
"Currency","2016/12/07",2175.00
"Currency","2016/12/06",2173.00
"Currency","2016/12/05",2174.00
"Currency","2016/12/02",2175.00
"Currency","2016/12/01",2174.00
"Currency","2016/11/30",2175.00
"Currency","2016/11/29",2175.00
"Currency","2016/11/28",2174.00
"Currency","2016/11/25",2174.00
"Currency","2016/11/24",2174.00
"Currency","2016/11/23",2174.00
"Currency","2016/11/22",2175.00
"Currency","2016/11/21",2176.00
"Currency","2016/11/19",2177.00
"Currency","2016/11/18",2177.00
"Currency","2016/11/17",2176.00
"Currency","2016/11/16",2177.00
"Currency","2016/11/15",2175.00
"Currency","2016/11/14",2175.00
"Currency","2016/11/12",2176.00
"Currency","2016/11/11",2176.00
"Currency","2016/11/10",2176.00
"Currency","2016/11/09",2175.00
"Currency","2016/11/08",2177.00
"Currency","2016/11/07",2176.00
"Currency","2016/11/04",2176.00
"Currency","2016/11/03",2177.00
"Currency","2016/11/02",2179.00
"Currency","2016/11/01",2179.00
"Currency","2016/10/31",2180.00
"Currency","2016/10/29",2179.00
"Currency","2016/10/28",2179.00
"Currency","2016/10/27",2179.00
"Currency","2016/10/26",2178.00
"Currency","2016/10/25",2180.00
"Currency","2016/10/24",2179.00
"Currency","2016/10/21",2178.00
"Currency","2016/10/20",2184.00
"Currency","2016/10/19",2182.00
"Currency","2016/10/18",2182.00
"Currency","2016/10/17",2182.00
"Currency","2016/10/14",2182.00
"Currency","2016/10/13",2177.00
"Currency","2016/10/12",2184.00
"Currency","2016/10/11",2183.00
"Currency","2016/10/10",2183.00
"Currency","2016/10/07",2184.00
"Currency","2016/10/06",2182.00
"Currency","2016/10/05",2184.00
"Currency","2016/10/04",2181.00
"Currency","2016/10/03",2184.00
"Currency","2016/10/01",2175.00
"Currency","2016/09/30",2182.00
"Currency","2016/09/29",2182.00
"Currency","2016/09/28",2182.00
"Currency","2016/09/27",2182.50
"Currency","2016/09/26",2182.00
"Currency","2016/09/24",2176.00
"Currency","2016/09/23",2182.00
"Currency","2016/09/22",2181.00
"Currency","2016/09/21",2182.00
"Currency","2016/09/20",2182.00
"Currency","2016/09/19",2182.00
"Currency","2016/09/17",2175.00
"Currency","2016/09/16",2180.00
"Currency","2016/09/15",2182.00
"Currency","2016/09/14",2182.00
"Currency","2016/09/13",2184.00
"Currency","2016/09/12",2184.00
"Currency","2016/09/10",2180.00
"Currency","2016/09/09",2187.00
"Currency","2016/09/08",2184.00
"Currency","2016/09/07",2184.00
"Currency","2016/09/06",2184.00
"Currency","2016/09/05",2183.00
"Currency","2016/09/03",2180.00
"Currency","2016/09/02",2180.00
"Currency","2016/09/01",2181.00
"Currency","2016/08/31",2181.00
"Currency","2016/08/30",2182.00
"Currency","2016/08/29",2180.00
"Currency","2016/08/26",2182.00
"Currency","2016/08/25",2181.00
"Currency","2016/08/24",2185.75
"Currency","2016/08/23",2188.00
"Currency","2016/08/22",2187.00
"Currency","2016/08/19",2186.00
"Currency","2016/08/18",2187.00
"Currency","2016/08/17",2186.00
"Currency","2016/08/16",2187.00
"Currency","2016/08/15",2186.00
"Currency","2016/08/12",2187.00
"Currency","2016/08/11",2186.50
"Currency","2016/08/10",2188.00
"Currency","2016/08/09",2188.00
"Currency","2016/08/08",2188.00
"Currency","2016/08/05",2188.00
"Currency","2016/08/04",2188.00
"Currency","2016/08/03",2188.00
"Currency","2016/08/02",2187.00
"Currency","2016/08/01",2189.00
"Currency","2016/07/29",2187.00
"Currency","2016/07/28",2189.00
"Currency","2016/07/27",2188.00
"Currency","2016/07/26",2187.00
"Currency","2016/07/25",2189.00
"Currency","2016/07/22",2190.00
"Currency","2016/07/21",2190.00
"Currency","2016/07/20",2189.00
"Currency","2016/07/19",2190.00
"Currency","2016/07/18",2190.00
"Currency","2016/07/15",2189.00
"Currency","2016/07/14",2191.00
"Currency","2016/07/13",2190.00
"Currency","2016/07/12",2191.00
"Currency","2016/07/11",2191.00
"Currency","2016/07/08",2190.00
"Currency","2016/07/07",2191.00
"Currency","2016/07/06",2191.00
"Currency","2016/07/05",2190.00
"Currency","2016/07/04",2190.00
"Currency","2016/07/01",2201.30
"Currency","2016/06/30",2190.00
"Currency","2016/06/29",2190.00
"Currency","2016/06/28",2190.00
"Currency","2016/06/27",2190.00
"Currency","2016/06/24",2191.00
"Currency","2016/06/23",2193.00
"Currency","2016/06/22",2193.00
"Currency","2016/06/21",2193.00
"Currency","2016/06/20",2193.00
"Currency","2016/06/17",2192.00
"Currency","2016/06/16",2192.00
"Currency","2016/06/15",2186.30
"Currency","2016/06/14",2193.00
"Currency","2016/06/13",2191.00
"Currency","2016/06/10",2193.00
"Currency","2016/06/09",2193.00
"Currency","2016/06/08",2192.00
"Currency","2016/06/07",2192.00
"Currency","2016/06/06",2191.00
"Currency","2016/06/03",2190.70
"Currency","2016/06/02",2200.55
"Currency","2016/06/01",2191.50
"Currency","2016/05/31",2189.10
"Currency","2016/05/30",2190.80
"Currency","2016/05/27",2190.80
"Currency","2016/05/26",2190.00
"Currency","2016/05/25",2191.10
"Currency","2016/05/24",2190.65
"Currency","2016/05/23",2190.15
"Currency","2016/05/20",2191.35
"Currency","2016/05/19",2188.70
"Currency","2016/05/18",2187.00
"Currency","2016/05/17",2189.80
"Currency","2016/05/16",2195.55
"Currency","2016/05/13",2189.10
"Currency","2016/05/12",2183.60
"Currency","2016/05/11",2188.85
"Currency","2016/05/10",2189.00
"Currency","2016/05/09",2190.60
"Currency","2016/05/06",2189.60
"Currency","2016/05/05",2193.55
"Currency","2016/05/04",2188.25
"Currency","2016/05/03",2182.75
"Currency","2016/05/02",2191.95
"Currency","2016/04/29",2185.50
"Currency","2016/04/28",2196.60
"Currency","2016/04/27",2198.50
"Currency","2016/04/26",2200.85
"Currency","2016/04/25",2200.60
"Currency","2016/04/23",2200.60
"Currency","2016/04/22",2200.60
"Currency","2016/04/21",2195.55
"Currency","2016/04/20",2193.80
"Currency","2016/04/19",2187.45
"Currency","2016/04/18",2191.55
"Currency","2016/04/15",2188.25
"Currency","2016/04/14",2187.55
"Currency","2016/04/13",2187.95
"Currency","2016/04/12",2187.10
"Currency","2016/04/11",2188.05
"Currency","2016/04/09",2187.40
"Currency","2016/04/08",2187.40
"Currency","2016/04/07",2192.25
"Currency","2016/04/06",2186.10
"Currency","2016/04/05",2187.15
"Currency","2016/04/04",2187.35
"Currency","2016/04/01",2187.30
"Currency","2016/03/31",2186.45
"Currency","2016/03/30",2188.35
"Currency","2016/03/29",2185.95
"Currency","2016/03/28",2184.35
"Currency","2016/03/25",2184.15
"Currency","2016/03/24",2184.75
"Currency","2016/03/23",2187.25
"Currency","2016/03/22",2186.60
"Currency","2016/03/21",2188.15
"Currency","2016/03/18",2185.05
"Currency","2016/03/17",2189.00
"Currency","2016/03/16",2184.50
"Currency","2016/03/15",2184.90
"Currency","2016/03/14",2185.60
"Currency","2016/03/13",2178.70
"Currency","2016/03/11",2185.35
"Currency","2016/03/10",2186.20
"Currency","2016/03/09",2186.75
"Currency","2016/03/08",2187.75
"Currency","2016/03/07",2187.70
"Currency","2016/03/06",2183.50
"Currency","2016/03/04",2183.35
"Currency","2016/03/03",2185.75
"Currency","2016/03/02",2189.05
"Currency","2016/03/01",2190.70
"Currency","2016/02/29",2189.80
"Currency","2016/02/28",2207.60
"Currency","2016/02/26",2188.60
"Currency","2016/02/25",2189.60
"Currency","2016/02/24",2176.75
"Currency","2016/02/23",2187.70
"Currency","2016/02/22",2189.40
"Currency","2016/02/19",2185.95
"Currency","2016/02/18",2186.10
"Currency","2016/02/17",2192.20
"Currency","2016/02/16",2187.55
"Currency","2016/02/15",2187.45
"Currency","2016/02/12",2186.00
"Currency","2016/02/11",2184.85
"Currency","2016/02/10",2186.35
"Currency","2016/02/09",2170.25
"Currency","2016/02/08",2184.60
"Currency","2016/02/05",2184.30
"Currency","2016/02/04",2184.00
"Currency","2016/02/03",2187.30
"Currency","2016/02/02",2183.35
"Currency","2016/02/01",2182.05
"Currency","2016/01/29",2185.40
"Currency","2016/01/28",2184.05
"Currency","2016/01/27",2184.10
"Currency","2016/01/26",2181.35
"Currency","2016/01/25",2182.85
"Currency","2016/01/22",2193.75
"Currency","2016/01/21",2194.75
"Currency","2016/01/20",2188.65
"Currency","2016/01/19",2173.90
"Currency","2016/01/18",2180.45
"Currency","2016/01/15",2173.70
"Currency","2016/01/14",2176.20
"Currency","2016/01/13",2164.00
"Currency","2016/01/12",2174.70
"Currency","2016/01/11",2192.75
"Currency","2016/01/10",2190.75
"Currency","2016/01/08",2190.75
"Currency","2016/01/07",2183.80
"Currency","2016/01/06",2178.60
"Currency","2016/01/05",2182.00
"Currency","2016/01/04",2164.55
"Currency","2016/01/01",2165.70
"Currency","2015/12/31",2166.70
"Currency","2015/12/30",2159.20
"Currency","2015/12/29",2155.00
"Currency","2015/12/28",2151.55
"Currency","2015/12/25",2136.75
"Currency","2015/12/24",2136.75
"Currency","2015/12/23",2140.75
"Currency","2015/12/22",2127.70
"Currency","2015/12/21",2120.55
"Currency","2015/12/20",2128.90
"Currency","2015/12/18",2129.00
"Currency","2015/12/17",2155.00
"Currency","2015/12/16",2160.00
"Currency","2015/12/15",2158.00
"Currency","2015/12/14",2154.10
"Currency","2015/12/11",2160.00
"Currency","2015/12/10",2160.00
"Currency","2015/12/09",2162.00
"Currency","2015/12/08",2161.00
"Currency","2015/12/07",2163.00
"Currency","2015/12/06",2164.20
"Currency","2015/12/04",2152.32
"Currency","2015/12/03",2163.00
"Currency","2015/12/02",2160.00
"Currency","2015/12/01",2163.00
"Currency","2015/11/30",2165.00
"Currency","2015/11/28",2161.35
"Currency","2015/11/27",2156.31
"Currency","2015/11/26",2167.00
"Currency","2015/11/25",2165.00
"Currency","2015/11/24",2156.30
"Currency","2015/11/23",2166.00
"Currency","2015/11/20",2165.00
"Currency","2015/11/19",2149.33
"Currency","2015/11/18",2155.00
"Currency","2015/11/17",2141.86
"Currency","2015/11/16",2158.20
"Currency","2015/11/13",2150.00
"Currency","2015/11/12",2155.00
"Currency","2015/11/11",2155.00
"Currency","2015/11/10",2150.00
"Currency","2015/11/09",2140.00
"Currency","2015/11/08",2145.35
"Currency","2015/11/06",2145.00
"Currency","2015/11/05",2174.45
"Currency","2015/11/04",2157.00
"Currency","2015/11/03",2168.00
"Currency","2015/11/02",2172.00
"Currency","2015/11/01",2174.05
"Currency","2015/10/30",2170.00
"Currency","2015/10/29",2180.00
"Currency","2015/10/28",2178.00
"Currency","2015/10/27",2172.50
"Currency","2015/10/26",2170.00
"Currency","2015/10/25",2170.85
"Currency","2015/10/23",2170.00
"Currency","2015/10/22",2180.00
"Currency","2015/10/21",2201.56
"Currency","2015/10/20",2215.00
"Currency","2015/10/19",2197.00
"Currency","2015/10/18",2182.95
"Currency","2015/10/16",2190.00
"Currency","2015/10/15",2188.00
"Currency","2015/10/14",2174.50
"Currency","2015/10/13",2180.00
"Currency","2015/10/12",2175.00
"Currency","2015/10/09",2173.00
"Currency","2015/10/08",2170.00
"Currency","2015/10/07",2170.00
"Currency","2015/10/06",2173.00
"Currency","2015/10/05",2173.00
"Currency","2015/10/04",2170.20
"Currency","2015/10/02",2170.20
"Currency","2015/10/01",2159.70
"Currency","2015/09/30",2158.60
"Currency","2015/09/29",2158.45
"Currency","2015/09/28",2160.40
"Currency","2015/09/27",2165.95
"Currency","2015/09/26",2165.95
"Currency","2015/09/25",2165.95
"Currency","2015/09/24",2164.05
"Currency","2015/09/23",2165.35
"Currency","2015/09/22",2160.95
"Currency","2015/09/21",2170.20
"Currency","2015/09/20",2169.20
"Currency","2015/09/18",2169.20
"Currency","2015/09/17",2174.60
"Currency","2015/09/16",2188.75
"Currency","2015/09/15",2185.30
"Currency","2015/09/14",2173.00
"Currency","2015/09/13",2168.75
"Currency","2015/09/11",2168.75
"Currency","2015/09/10",2166.45
"Currency","2015/09/09",2167.75
"Currency","2015/09/08",2169.75
"Currency","2015/09/07",2160.10
"Currency","2015/09/06",2147.05
"Currency","2015/09/04",2147.05
"Currency","2015/09/03",2150.00
"Currency","2015/09/02",2153.20
"Currency","2015/09/01",2146.35
"Currency","2015/08/31",2140.35
"Currency","2015/08/30",2140.00
"Currency","2015/08/28",2140.00
"Currency","2015/08/27",2145.25
"Currency","2015/08/26",2144.60
"Currency","2015/08/25",2135.90
"Currency","2015/08/24",2133.85
"Currency","2015/08/21",2141.05
"Currency","2015/08/20",2132.35
"Currency","2015/08/19",2126.25
"Currency","2015/08/18",2120.15
"Currency","2015/08/17",2108.60
"Currency","2015/08/14",2136.35
"Currency","2015/08/13",2132.20
"Currency","2015/08/12",2119.10
"Currency","2015/08/11",2107.05
"Currency","2015/08/10",2104.65
"Currency","2015/08/07",2104.60
"Currency","2015/08/05",2063.50
"Currency","2015/08/04",2079.50
"Currency","2015/08/03",2080.50
"Currency","2015/07/31",2066.00
"Currency","2015/07/30",2061.10
"Currency","2015/07/29",2048.90
"Currency","2015/07/28",2033.00
"Currency","2015/07/27",2030.00
"Currency","2015/07/24",2029.40
"Currency","2015/07/23",2066.90
"Currency","2015/07/22",2088.90
"Currency","2015/07/21",2104.00
"Currency","2015/07/20",2119.20
"Currency","2015/07/17",2113.40
"Currency","2015/07/16",2099.70
"Currency","2015/07/15",1983.10
"Currency","2015/07/14",1967.50
"Currency","2015/07/13",2127.90
"Currency","2015/07/12",2172.55
"Currency","2015/07/10",2192.70
"Currency","2015/07/09",2198.60
"Currency","2015/07/08",2182.40
"Currency","2015/07/07",2179.30
"Currency","2015/07/06",1981.50
"Currency","2015/07/04",2031.80
"Currency","2015/07/03",1957.00
"Currency","2015/07/02",1949.50
"Currency","2015/07/01",1951.20
"Currency","2015/06/30",1931.20
"Currency","2015/06/29",2121.60
"Currency","2015/06/26",2240.40
"Currency","2015/06/25",2260.80
"Currency","2015/06/24",2241.10
"Currency","2015/06/23",2238.10
"Currency","2015/06/22",2219.50
"Currency","2015/06/19",2199.50
"Currency","2015/06/18",2188.80
"Currency","2015/06/17",2178.50
"Currency","2015/06/16",2162.30
"Currency","2015/06/15",2157.50
"Currency","2015/06/12",2143.70
"Currency","2015/06/11",2140.30
"Currency","2015/06/10",2132.20
"Currency","2015/06/09",2128.80
"Currency","2015/06/08",2124.30
"Currency","2015/06/05",2111.60
