"Indicator","Time","Value (USD/TZS)"
"Currency","2012/08/27",1546.50
"Currency","2012/08/24",1549.60
"Currency","2012/08/23",1542.50
"Currency","2012/08/22",1543.20
"Currency","2012/08/21",1550.60
"Currency","2012/08/20",1550.00
"Currency","2012/08/17",1544.90
"Currency","2012/08/16",1552.80
"Currency","2012/08/15",1554.70
"Currency","2012/08/14",1551.50
"Currency","2012/08/13",1549.20
"Currency","2012/08/10",1551.70
"Currency","2012/08/09",1549.70
"Currency","2012/08/08",1552.10
"Currency","2012/08/07",1547.00
"Currency","2012/08/06",1535.00
"Currency","2012/08/03",1565.70
"Currency","2012/08/02",1561.00
"Currency","2012/08/01",1551.40
"Currency","2012/07/31",1556.00
"Currency","2012/07/30",1550.20
"Currency","2012/07/27",1548.30
"Currency","2012/07/26",1556.60
"Currency","2012/07/25",1560.90
"Currency","2012/07/24",1562.40
"Currency","2012/07/23",1570.30
"Currency","2012/07/20",1563.70
"Currency","2012/07/19",1554.20
"Currency","2012/07/18",1561.60
"Currency","2012/07/17",1548.30
"Currency","2012/07/16",1556.40
"Currency","2012/07/13",1561.00
"Currency","2012/07/12",1563.60
"Currency","2012/07/11",1568.00
"Currency","2012/07/10",1562.20
"Currency","2012/07/09",1578.00
"Currency","2012/07/06",1576.80
"Currency","2012/07/05",1564.50
"Currency","2012/07/04",1552.90
"Currency","2012/07/03",1562.90
"Currency","2012/07/02",1539.10
"Currency","2012/06/29",1546.10
"Currency","2012/06/28",1551.80
"Currency","2012/06/27",1551.10
"Currency","2012/06/26",1551.80
"Currency","2012/06/25",1552.60
"Currency","2012/06/22",1570.70
"Currency","2012/06/21",1554.40
"Currency","2012/06/20",1546.70
"Currency","2012/06/19",1561.40
"Currency","2012/06/18",1553.20
"Currency","2012/06/15",1553.60
"Currency","2012/06/14",1553.80
"Currency","2012/06/13",1559.70
"Currency","2012/06/12",1572.40
"Currency","2012/06/11",1555.70
"Currency","2012/06/08",1569.20
"Currency","2012/06/07",1551.40
"Currency","2012/06/06",1559.70
"Currency","2012/06/05",1555.20
"Currency","2012/06/04",1549.10
"Currency","2012/06/01",1567.30
"Currency","2012/05/31",1574.50
"Currency","2012/05/30",1570.90
"Currency","2012/05/29",1569.70
"Currency","2012/05/28",1571.40
"Currency","2012/05/25",1577.90
"Currency","2012/05/24",1575.80
"Currency","2012/05/23",1573.70
"Currency","2012/05/22",1560.00
"Currency","2012/05/21",1550.40
"Currency","2012/05/18",1559.20
"Currency","2012/05/17",1556.30
"Currency","2012/05/16",1558.60
"Currency","2012/05/15",1554.80
"Currency","2012/05/14",1553.00
"Currency","2012/05/11",1553.80
"Currency","2012/05/10",1552.20
"Currency","2012/05/09",1559.20
"Currency","2012/05/08",1559.30
"Currency","2012/05/07",1561.90
"Currency","2012/05/04",1558.10
"Currency","2012/05/03",1561.90
"Currency","2012/05/02",1564.40
"Currency","2012/05/01",1560.70
"Currency","2012/04/30",1560.70
"Currency","2012/04/27",1564.80
"Currency","2012/04/26",1563.70
"Currency","2012/04/25",1562.10
"Currency","2012/04/24",1565.50
"Currency","2012/04/23",1561.80
"Currency","2012/04/20",1567.80
"Currency","2012/04/19",1564.00
"Currency","2012/04/18",1563.20
"Currency","2012/04/17",1561.80
"Currency","2012/04/16",1570.20
"Currency","2012/04/13",1559.80
"Currency","2012/04/12",1560.60
"Currency","2012/04/11",1558.00
"Currency","2012/04/10",1557.00
"Currency","2012/04/09",1560.30
"Currency","2012/04/06",1564.50
"Currency","2012/04/05",1564.50
"Currency","2012/04/04",1573.20
"Currency","2012/04/03",1567.00
"Currency","2012/04/02",1569.60
"Currency","2012/03/30",1571.50
"Currency","2012/03/29",1571.60
"Currency","2012/03/28",1572.20
"Currency","2012/03/27",1560.20
"Currency","2012/03/26",1564.50
"Currency","2012/03/23",1571.00
"Currency","2012/03/22",1570.50
"Currency","2012/03/21",1569.50
"Currency","2012/03/20",1572.00
"Currency","2012/03/19",1560.10
"Currency","2012/03/16",1570.70
"Currency","2012/03/15",1573.30
"Currency","2012/03/14",1569.20
"Currency","2012/03/13",1570.10
"Currency","2012/03/12",1571.60
"Currency","2012/03/09",1570.30
"Currency","2012/03/08",1570.00
"Currency","2012/03/07",1576.80
"Currency","2012/03/06",1570.60
"Currency","2012/03/05",1576.80
"Currency","2012/03/02",1572.30
"Currency","2012/03/01",1567.40
"Currency","2012/02/29",1569.40
"Currency","2012/02/28",1567.00
"Currency","2012/02/27",1562.50
"Currency","2012/02/24",1571.20
"Currency","2012/02/23",1570.60
"Currency","2012/02/22",1570.60
"Currency","2012/02/21",1574.50
"Currency","2012/02/20",1571.30
"Currency","2012/02/17",1569.00
"Currency","2012/02/16",1571.50
"Currency","2012/02/15",1566.30
"Currency","2012/02/14",1570.90
"Currency","2012/02/13",1572.40
"Currency","2012/02/10",1565.60
"Currency","2012/02/09",1577.80
"Currency","2012/02/08",1575.80
"Currency","2012/02/07",1567.20
"Currency","2012/02/06",1568.00
"Currency","2012/02/03",1571.20
"Currency","2012/02/02",1572.10
"Currency","2012/02/01",1568.50
"Currency","2012/01/31",1581.30
"Currency","2012/01/30",1569.30
"Currency","2012/01/27",1581.30
"Currency","2012/01/26",1574.10
"Currency","2012/01/25",1571.20
"Currency","2012/01/24",1571.50
"Currency","2012/01/23",1563.50
"Currency","2012/01/20",1567.40
"Currency","2012/01/19",1567.40
"Currency","2012/01/18",1568.80
"Currency","2012/01/17",1559.00
"Currency","2012/01/16",1571.30
"Currency","2012/01/13",1554.70
"Currency","2012/01/12",1558.30
"Currency","2012/01/11",1562.30
"Currency","2012/01/10",1563.20
"Currency","2012/01/09",1577.60
"Currency","2012/01/06",1572.00
"Currency","2012/01/05",1563.60
"Currency","2012/01/04",1565.10
"Currency","2012/01/03",1559.10
"Currency","2012/01/02",1557.20
"Currency","2011/12/30",1554.90
"Currency","2011/12/29",1562.10
"Currency","2011/12/28",1574.80
"Currency","2011/12/27",1572.10
"Currency","2011/12/26",1569.70
"Currency","2011/12/23",1565.50
"Currency","2011/12/22",1564.90
"Currency","2011/12/21",1572.90
"Currency","2011/12/20",1575.50
"Currency","2011/12/19",1579.60
"Currency","2011/12/16",1576.20
"Currency","2011/12/15",1582.00
"Currency","2011/12/14",1604.60
"Currency","2011/12/13",1601.60
"Currency","2011/12/12",1595.00
"Currency","2011/12/09",1593.80
"Currency","2011/12/08",1612.70
"Currency","2011/12/07",1617.00
"Currency","2011/12/06",1640.30
"Currency","2011/12/05",1653.80
"Currency","2011/12/02",1658.70
"Currency","2011/12/01",1667.10
"Currency","2011/11/30",1667.00
"Currency","2011/11/29",1667.00
"Currency","2011/11/28",1667.00
"Currency","2011/11/25",1682.50
"Currency","2011/11/24",1677.50
"Currency","2011/11/23",1680.00
"Currency","2011/11/22",1689.00
"Currency","2011/11/21",1711.70
"Currency","2011/11/18",1700.40
"Currency","2011/11/17",1722.20
"Currency","2011/11/16",1734.40
"Currency","2011/11/15",1732.60
"Currency","2011/11/14",1718.50
"Currency","2011/11/11",1733.80
"Currency","2011/11/10",1739.10
"Currency","2011/11/09",1749.80
"Currency","2011/11/08",1739.90
"Currency","2011/11/07",1768.40
"Currency","2011/11/04",1746.60
"Currency","2011/11/03",1763.50
"Currency","2011/11/02",1769.50
"Currency","2011/11/01",1734.30
"Currency","2011/10/31",1724.90
"Currency","2011/10/28",1797.40
"Currency","2011/10/27",1760.50
"Currency","2011/10/26",1727.70
"Currency","2011/10/25",1704.90
"Currency","2011/10/24",1679.80
"Currency","2011/10/21",1700.70
"Currency","2011/10/20",1678.40
"Currency","2011/10/19",1672.50
"Currency","2011/10/18",1674.20
"Currency","2011/10/17",1669.70
"Currency","2011/10/14",1673.60
"Currency","2011/10/13",1680.00
"Currency","2011/10/12",1675.40
"Currency","2011/10/11",1683.20
"Currency","2011/10/10",1668.60
"Currency","2011/10/07",1650.90
"Currency","2011/10/06",1656.10
"Currency","2011/10/05",1632.80
"Currency","2011/10/04",1632.70
"Currency","2011/10/03",1633.70
"Currency","2011/09/30",1635.10
"Currency","2011/09/29",1638.20
"Currency","2011/09/28",1649.80
"Currency","2011/09/27",1643.60
"Currency","2011/09/26",1616.90
"Currency","2011/09/23",1612.60
"Currency","2011/09/22",1616.50
"Currency","2011/09/21",1613.10
"Currency","2011/09/20",1613.40
"Currency","2011/09/19",1613.80
"Currency","2011/09/16",1616.90
"Currency","2011/09/15",1611.70
"Currency","2011/09/14",1616.10
"Currency","2011/09/13",1613.50
"Currency","2011/09/12",1628.20
"Currency","2011/09/09",1602.80
"Currency","2011/09/08",1600.20
"Currency","2011/09/07",1601.60
"Currency","2011/09/06",1602.70
"Currency","2011/09/05",1605.80
"Currency","2011/09/02",1598.90
"Currency","2011/09/01",1598.50
"Currency","2011/08/31",1599.70
"Currency","2011/08/30",1596.90
"Currency","2011/08/29",1595.00
"Currency","2011/08/26",1603.30
"Currency","2011/08/25",1602.50
"Currency","2011/08/24",1603.70
"Currency","2011/08/23",1601.10
"Currency","2011/08/22",1595.00
"Currency","2011/08/19",1604.60
"Currency","2011/08/18",1606.70
"Currency","2011/08/17",1599.10
"Currency","2011/08/16",1585.40
"Currency","2011/08/15",1594.00
"Currency","2011/08/12",1598.10
"Currency","2011/08/11",1594.90
"Currency","2011/08/10",1590.70
"Currency","2011/08/09",1580.40
"Currency","2011/08/08",1568.30
"Currency","2011/08/05",1583.50
"Currency","2011/08/04",1569.50
"Currency","2011/08/03",1539.30
"Currency","2011/08/02",1576.70
"Currency","2011/08/01",1527.40
"Currency","2011/07/29",1568.90
"Currency","2011/07/28",1544.40
"Currency","2011/07/27",1551.30
"Currency","2011/07/26",1545.00
"Currency","2011/07/25",1540.00
"Currency","2011/07/22",1542.70
"Currency","2011/07/21",1546.50
"Currency","2011/07/20",1530.10
"Currency","2011/07/19",1533.50
"Currency","2011/07/18",1536.30
"Currency","2011/07/15",1541.20
"Currency","2011/07/14",1543.00
"Currency","2011/07/13",1556.30
"Currency","2011/07/12",1562.50
"Currency","2011/07/11",1575.30
"Currency","2011/07/08",1592.10
"Currency","2011/07/07",1585.50
"Currency","2011/07/06",1596.10
"Currency","2011/07/05",1603.40
"Currency","2011/07/04",1594.40
"Currency","2011/07/01",1587.30
"Currency","2011/06/30",1599.50
"Currency","2011/06/29",1591.80
"Currency","2011/06/28",1578.10
"Currency","2011/06/27",1580.10
"Currency","2011/06/24",1583.50
"Currency","2011/06/23",1582.30
"Currency","2011/06/22",1578.40
"Currency","2011/06/21",1572.80
"Currency","2011/06/20",1564.10
"Currency","2011/06/17",1557.50
"Currency","2011/06/16",1548.00
"Currency","2011/06/15",1541.70
"Currency","2011/06/14",1544.30
"Currency","2011/06/13",1574.00
"Currency","2011/06/10",1573.50
"Currency","2011/06/09",1554.00
"Currency","2011/06/08",1547.10
"Currency","2011/06/07",1541.50
"Currency","2011/06/06",1518.40
"Currency","2011/06/03",1532.40
"Currency","2011/06/02",1516.00
"Currency","2011/06/01",1520.90
"Currency","2011/05/31",1516.40
"Currency","2011/05/30",1522.80
"Currency","2011/05/27",1519.30
"Currency","2011/05/26",1511.50
"Currency","2011/05/25",1512.50
"Currency","2011/05/24",1513.10
"Currency","2011/05/23",1510.40
"Currency","2011/05/20",1509.20
"Currency","2011/05/19",1501.50
"Currency","2011/05/18",1503.50
"Currency","2011/05/17",1498.20
"Currency","2011/05/16",1519.40
"Currency","2011/05/13",1494.20
"Currency","2011/05/12",1494.80
"Currency","2011/05/11",1493.20
"Currency","2011/05/10",1492.50
"Currency","2011/05/09",1510.40
"Currency","2011/05/06",1496.40
"Currency","2011/05/05",1490.50
"Currency","2011/05/04",1491.40
"Currency","2011/05/03",1490.20
"Currency","2011/05/02",1493.90
"Currency","2011/04/29",1487.90
"Currency","2011/04/28",1490.70
"Currency","2011/04/27",1487.70
"Currency","2011/04/26",1494.00
"Currency","2011/04/25",1489.00
"Currency","2011/04/22",1492.00
"Currency","2011/04/21",1492.00
"Currency","2011/04/20",1491.40
"Currency","2011/04/19",1489.60
"Currency","2011/04/18",1481.30
"Currency","2011/04/15",1507.50
"Currency","2011/04/14",1490.10
"Currency","2011/04/13",1488.00
"Currency","2011/04/12",1491.40
"Currency","2011/04/11",1484.10
"Currency","2011/04/08",1482.70
"Currency","2011/04/07",1483.40
"Currency","2011/04/06",1483.90
"Currency","2011/04/05",1483.10
"Currency","2011/04/04",1475.40
"Currency","2011/04/01",1480.50
"Currency","2011/03/31",1482.50
"Currency","2011/03/30",1485.60
"Currency","2011/03/29",1483.30
"Currency","2011/03/28",1484.30
"Currency","2011/03/25",1473.10
"Currency","2011/03/24",1480.10
"Currency","2011/03/23",1490.00
"Currency","2011/03/22",1483.10
"Currency","2011/03/21",1479.50
"Currency","2011/03/20",1500.65
"Currency","2011/03/18",1488.60
"Currency","2011/03/17",1490.00
"Currency","2011/03/16",1490.20
"Currency","2011/03/15",1499.40
"Currency","2011/03/14",1478.50
"Currency","2011/03/13",1500.05
"Currency","2011/03/11",1487.80
"Currency","2011/03/10",1490.70
"Currency","2011/03/09",1492.80
"Currency","2011/03/08",1493.00
"Currency","2011/03/07",1492.30
"Currency","2011/03/06",1513.75
"Currency","2011/03/04",1496.10
"Currency","2011/03/03",1495.70
"Currency","2011/03/02",1499.50
"Currency","2011/03/01",1498.10
"Currency","2011/02/28",1494.80
"Currency","2011/02/27",1516.55
"Currency","2011/02/25",1494.70
"Currency","2011/02/24",1491.20
"Currency","2011/02/23",1485.80
"Currency","2011/02/22",1495.70
"Currency","2011/02/21",1472.10
"Currency","2011/02/20",1494.00
"Currency","2011/02/18",1485.70
"Currency","2011/02/17",1479.30
"Currency","2011/02/16",1480.20
"Currency","2011/02/15",1477.30
"Currency","2011/02/14",1474.80
"Currency","2011/02/13",1496.95
"Currency","2011/02/11",1484.20
"Currency","2011/02/10",1478.60
"Currency","2011/02/09",1486.50
"Currency","2011/02/08",1477.50
"Currency","2011/02/07",1488.30
"Currency","2011/02/06",1510.40
"Currency","2011/02/04",1483.30
"Currency","2011/02/03",1486.00
"Currency","2011/02/02",1484.40
"Currency","2011/02/01",1482.60
"Currency","2011/01/31",1489.60
"Currency","2011/01/30",1511.65
"Currency","2011/01/28",1477.10
"Currency","2011/01/27",1477.00
"Currency","2011/01/26",1492.70
"Currency","2011/01/25",1491.90
"Currency","2011/01/24",1478.30
"Currency","2011/01/23",1500.40
"Currency","2011/01/21",1479.80
"Currency","2011/01/20",1473.30
"Currency","2011/01/19",1469.80
"Currency","2011/01/18",1465.20
"Currency","2011/01/17",1459.70
"Currency","2011/01/16",1482.20
"Currency","2011/01/14",1459.30
"Currency","2011/01/13",1433.60
"Currency","2011/01/12",1460.50
"Currency","2011/01/11",1459.20
"Currency","2011/01/10",1457.70
"Currency","2011/01/09",1480.90
"Currency","2011/01/07",1443.10
"Currency","2011/01/06",1437.80
"Currency","2011/01/05",1444.40
"Currency","2011/01/04",1469.90
"Currency","2011/01/03",1481.90
"Currency","2011/01/02",1504.30
"Currency","2010/12/31",1461.70
"Currency","2010/12/30",1450.20
"Currency","2010/12/29",1436.40
"Currency","2010/12/28",1436.50
"Currency","2010/12/27",1436.70
"Currency","2010/12/26",1459.60
"Currency","2010/12/24",1446.70
"Currency","2010/12/23",1446.70
"Currency","2010/12/22",1412.20
"Currency","2010/12/21",1424.40
"Currency","2010/12/20",1414.40
"Currency","2010/12/19",1437.15
"Currency","2010/12/17",1406.40
"Currency","2010/12/16",1418.90
"Currency","2010/12/15",1427.20
"Currency","2010/12/14",1436.90
"Currency","2010/12/13",1447.00
"Currency","2010/12/12",1469.60
"Currency","2010/12/10",1453.00
"Currency","2010/12/09",1451.50
"Currency","2010/12/08",1452.60
"Currency","2010/12/07",1450.70
"Currency","2010/12/06",1440.10
"Currency","2010/12/05",1462.45
"Currency","2010/12/03",1465.00
"Currency","2010/12/02",1465.00
"Currency","2010/12/01",1463.60
"Currency","2010/11/30",1459.70
"Currency","2010/11/29",1463.30
"Currency","2010/11/28",1486.00
"Currency","2010/11/26",1459.90
"Currency","2010/11/25",1463.80
"Currency","2010/11/24",1464.40
"Currency","2010/11/23",1468.60
"Currency","2010/11/22",1462.90
"Currency","2010/11/21",1484.75
"Currency","2010/11/19",1475.70
"Currency","2010/11/18",1482.50
"Currency","2010/11/17",1475.90
"Currency","2010/11/16",1478.40
"Currency","2010/11/15",1473.40
"Currency","2010/11/14",1495.30
"Currency","2010/11/12",1470.60
"Currency","2010/11/11",1465.20
"Currency","2010/11/10",1474.50
"Currency","2010/11/09",1470.10
"Currency","2010/11/08",1471.10
"Currency","2010/11/07",1492.35
"Currency","2010/11/05",1469.30
"Currency","2010/11/04",1476.40
"Currency","2010/11/03",1476.20
"Currency","2010/11/02",1479.80
"Currency","2010/11/01",1466.40
"Currency","2010/10/31",1487.90
"Currency","2010/10/29",1476.00
"Currency","2010/10/28",1480.90
"Currency","2010/10/27",1476.40
"Currency","2010/10/26",1434.50
"Currency","2010/10/25",1475.00
"Currency","2010/10/24",1496.45
"Currency","2010/10/22",1472.50
"Currency","2010/10/21",1472.30
"Currency","2010/10/20",1474.20
"Currency","2010/10/19",1466.00
"Currency","2010/10/18",1488.10
"Currency","2010/10/17",1509.55
"Currency","2010/10/15",1496.10
"Currency","2010/10/14",1482.60
"Currency","2010/10/13",1483.10
"Currency","2010/10/12",1483.60
"Currency","2010/10/11",1465.60
"Currency","2010/10/10",1487.15
"Currency","2010/10/08",1471.20
"Currency","2010/10/07",1460.70
"Currency","2010/10/06",1460.70
"Currency","2010/10/05",1462.40
"Currency","2010/10/04",1460.00
"Currency","2010/10/03",1481.75
"Currency","2010/10/01",1475.90
"Currency","2010/09/30",1478.80
"Currency","2010/09/29",1491.60
"Currency","2010/09/28",1493.00
"Currency","2010/09/27",1488.90
"Currency","2010/09/26",1511.15
"Currency","2010/09/24",1496.50
"Currency","2010/09/23",1493.10
"Currency","2010/09/22",1491.80
"Currency","2010/09/21",1494.20
"Currency","2010/09/20",1499.90
"Currency","2010/09/19",1522.90
"Currency","2010/09/17",1498.30
"Currency","2010/09/16",1496.00
"Currency","2010/09/15",1494.90
"Currency","2010/09/14",1491.60
"Currency","2010/09/13",1499.80
"Currency","2010/09/12",1523.45
"Currency","2010/09/10",1494.00
"Currency","2010/09/09",1495.70
"Currency","2010/09/08",1497.30
"Currency","2010/09/07",1500.00
"Currency","2010/09/06",1499.10
"Currency","2010/09/05",1522.40
"Currency","2010/09/03",1498.30
"Currency","2010/09/02",1498.10
"Currency","2010/09/01",1497.90
"Currency","2010/08/31",1498.40
"Currency","2010/08/30",1490.30
"Currency","2010/08/29",1513.75
"Currency","2010/08/27",1496.40
"Currency","2010/08/26",1492.50
"Currency","2010/08/25",1502.70
"Currency","2010/08/24",1495.10
"Currency","2010/08/23",1493.80
"Currency","2010/08/22",1517.40
"Currency","2010/08/20",1497.90
"Currency","2010/08/19",1497.50
"Currency","2010/08/18",1495.60
"Currency","2010/08/17",1493.20
"Currency","2010/08/16",1489.70
"Currency","2010/08/15",1513.20
"Currency","2010/08/13",1483.90
"Currency","2010/08/12",1496.70
"Currency","2010/08/11",1501.40
"Currency","2010/08/10",1499.40
"Currency","2010/08/09",1485.60
"Currency","2010/08/08",1508.15
"Currency","2010/08/06",1497.10
"Currency","2010/08/05",1500.00
"Currency","2010/08/04",1494.60
"Currency","2010/08/03",1494.60
"Currency","2010/08/02",1494.30
"Currency","2010/08/01",1514.25
"Currency","2010/07/30",1495.70
"Currency","2010/07/29",1492.50
"Currency","2010/07/28",1493.80
"Currency","2010/07/27",1486.60
"Currency","2010/07/26",1481.80
"Currency","2010/07/25",1517.80
"Currency","2010/07/23",1486.20
"Currency","2010/07/22",1477.00
"Currency","2010/07/21",1473.80
"Currency","2010/07/20",1471.30
"Currency","2010/07/19",1471.20
"Currency","2010/07/18",1496.15
"Currency","2010/07/16",1466.60
"Currency","2010/07/15",1466.30
"Currency","2010/07/14",1469.80
"Currency","2010/07/13",1475.90
"Currency","2010/07/12",1481.40
"Currency","2010/07/11",1510.95
"Currency","2010/07/09",1484.30
"Currency","2010/07/08",1471.20
"Currency","2010/07/07",1483.90
"Currency","2010/07/06",1481.30
"Currency","2010/07/05",1466.30
"Currency","2010/07/04",1474.75
"Currency","2010/07/02",1457.80
"Currency","2010/07/01",1456.90
"Currency","2010/06/30",1440.90
"Currency","2010/06/29",1440.70
"Currency","2010/06/28",1443.10
"Currency","2010/06/27",1449.55
"Currency","2010/06/25",1435.70
"Currency","2010/06/24",1430.20
"Currency","2010/06/23",1430.00
"Currency","2010/06/22",1432.30
"Currency","2010/06/21",1437.00
"Currency","2010/06/20",1455.75
"Currency","2010/06/18",1433.90
"Currency","2010/06/17",1445.10
"Currency","2010/06/16",1444.30
"Currency","2010/06/15",1433.10
"Currency","2010/06/14",1430.50
"Currency","2010/06/13",1455.05
"Currency","2010/06/11",1429.10
"Currency","2010/06/10",1428.20
"Currency","2010/06/09",1429.00
"Currency","2010/06/08",1419.10
"Currency","2010/06/07",1429.70
"Currency","2010/06/06",1465.50
"Currency","2010/06/04",1429.50
"Currency","2010/06/03",1420.20
"Currency","2010/06/02",1404.60
"Currency","2010/06/01",1443.10
"Currency","2010/05/31",1405.10
"Currency","2010/05/30",1435.95
"Currency","2010/05/28",1397.90
"Currency","2010/05/27",1452.60
"Currency","2010/05/26",1502.80
"Currency","2010/05/25",1473.70
"Currency","2010/05/24",1450.10
"Currency","2010/05/21",1439.60
"Currency","2010/05/20",1421.90
"Currency","2010/05/19",1392.50
"Currency","2010/05/18",1400.40
"Currency","2010/05/17",1391.10
"Currency","2010/05/16",1422.00
"Currency","2010/05/14",1384.50
"Currency","2010/05/13",1383.60
"Currency","2010/05/12",1384.60
"Currency","2010/05/11",1381.60
"Currency","2010/05/10",1375.40
"Currency","2010/05/09",1402.50
"Currency","2010/05/07",1373.40
"Currency","2010/05/06",1369.40
"Currency","2010/05/05",1369.10
"Currency","2010/05/04",1370.00
"Currency","2010/05/03",1370.30
"Currency","2010/05/02",1385.45
"Currency","2010/04/30",1361.40
"Currency","2010/04/29",1358.60
"Currency","2010/04/28",1358.30
"Currency","2010/04/27",1355.60
"Currency","2010/04/26",1353.10
"Currency","2010/04/25",1377.95
"Currency","2010/04/23",1355.40
"Currency","2010/04/22",1359.70
"Currency","2010/04/21",1360.30
"Currency","2010/04/20",1350.10
"Currency","2010/04/19",1347.30
"Currency","2010/04/16",1348.50
"Currency","2010/04/15",1343.00
"Currency","2010/04/14",1346.50
"Currency","2010/04/13",1346.00
"Currency","2010/04/12",1345.50
"Currency","2010/04/09",1344.30
"Currency","2010/04/08",1344.10
"Currency","2010/04/07",1335.30
"Currency","2010/04/06",1341.00
"Currency","2010/04/05",1341.00
"Currency","2010/04/02",1334.30
"Currency","2010/04/01",1340.30
"Currency","2010/03/31",1335.10
"Currency","2010/03/30",1333.80
"Currency","2010/03/29",1333.90
"Currency","2010/03/26",1332.60
"Currency","2010/03/25",1335.60
"Currency","2010/03/24",1336.30
"Currency","2010/03/23",1337.50
"Currency","2010/03/22",1337.70
"Currency","2010/03/19",1337.20
"Currency","2010/03/18",1336.40
"Currency","2010/03/17",1338.40
"Currency","2010/03/16",1333.90
"Currency","2010/03/15",1335.40
"Currency","2010/03/12",1334.60
"Currency","2010/03/11",1333.90
"Currency","2010/03/10",1338.30
"Currency","2010/03/09",1332.20
"Currency","2010/03/08",1326.70
"Currency","2010/03/07",1349.35
"Currency","2010/03/05",1330.20
"Currency","2010/03/04",1333.30
"Currency","2010/03/03",1332.70
"Currency","2010/03/02",1329.70
"Currency","2010/03/01",1344.00
"Currency","2010/02/28",1353.05
"Currency","2010/02/26",1337.20
"Currency","2010/02/25",1337.80
"Currency","2010/02/24",1330.90
"Currency","2010/02/23",1330.50
"Currency","2010/02/22",1326.90
"Currency","2010/02/21",1340.65
"Currency","2010/02/19",1321.40
"Currency","2010/02/18",1322.90
"Currency","2010/02/17",1326.60
"Currency","2010/02/16",1327.00
"Currency","2010/02/15",1328.20
"Currency","2010/02/14",1350.25
"Currency","2010/02/12",1328.10
"Currency","2010/02/11",1331.00
"Currency","2010/02/10",1327.90
"Currency","2010/02/09",1326.80
"Currency","2010/02/08",1325.20
"Currency","2010/02/07",1360.45
"Currency","2010/02/05",1328.40
"Currency","2010/02/04",1323.20
"Currency","2010/02/03",1329.40
"Currency","2010/02/02",1322.90
"Currency","2010/02/01",1321.20
"Currency","2010/01/31",1348.75
"Currency","2010/01/29",1318.40
"Currency","2010/01/28",1324.80
"Currency","2010/01/27",1322.70
"Currency","2010/01/26",1319.40
"Currency","2010/01/25",1328.80
"Currency","2010/01/24",1345.70
"Currency","2010/01/22",1328.20
"Currency","2010/01/21",1341.30
"Currency","2010/01/20",1340.40
"Currency","2010/01/19",1327.70
"Currency","2010/01/18",1324.10
"Currency","2010/01/17",1343.35
"Currency","2010/01/15",1322.90
"Currency","2010/01/14",1319.40
"Currency","2010/01/13",1317.00
"Currency","2010/01/12",1311.70
"Currency","2010/01/11",1315.30
"Currency","2010/01/10",1334.30
"Currency","2010/01/08",1313.30
"Currency","2010/01/07",1313.50
"Currency","2010/01/06",1313.50
"Currency","2010/01/05",1306.80
"Currency","2010/01/04",1317.10
"Currency","2010/01/03",1339.25
"Currency","2010/01/01",1339.25
"Currency","2009/12/31",1318.40
"Currency","2009/12/30",1314.90
"Currency","2009/12/29",1315.20
"Currency","2009/12/28",1311.20
"Currency","2009/12/27",1316.35
"Currency","2009/12/25",1316.35
"Currency","2009/12/24",1295.50
"Currency","2009/12/23",1301.90
"Currency","2009/12/22",1307.40
"Currency","2009/12/21",1313.90
"Currency","2009/12/20",1335.10
"Currency","2009/12/18",1314.20
"Currency","2009/12/17",1315.20
"Currency","2009/12/16",1317.10
"Currency","2009/12/15",1318.70
"Currency","2009/12/14",1318.00
"Currency","2009/12/13",1354.05
"Currency","2009/12/11",1332.40
"Currency","2009/12/10",1319.30
"Currency","2009/12/09",1317.60
"Currency","2009/12/08",1318.50
"Currency","2009/12/07",1319.50
"Currency","2009/12/06",1353.45
"Currency","2009/12/04",1317.20
"Currency","2009/12/03",1319.50
"Currency","2009/12/02",1324.20
"Currency","2009/12/01",1316.60
"Currency","2009/11/30",1319.10
"Currency","2009/11/29",1328.35
"Currency","2009/11/27",1313.50
"Currency","2009/11/26",1313.20
"Currency","2009/11/25",1313.90
"Currency","2009/11/24",1317.40
"Currency","2009/11/23",1316.50
"Currency","2009/11/22",1334.65
"Currency","2009/11/20",1316.10
"Currency","2009/11/19",1318.40
"Currency","2009/11/18",1309.80
"Currency","2009/11/17",1313.80
"Currency","2009/11/16",1310.40
"Currency","2009/11/15",1326.65
"Currency","2009/11/13",1306.50
"Currency","2009/11/12",1306.60
"Currency","2009/11/11",1305.40
"Currency","2009/11/10",1306.00
"Currency","2009/11/09",1306.30
"Currency","2009/11/08",1327.75
"Currency","2009/11/06",1307.60
"Currency","2009/11/05",1306.60
"Currency","2009/11/04",1294.20
"Currency","2009/11/03",1304.40
"Currency","2009/11/02",1301.10
"Currency","2009/11/01",1313.55
"Currency","2009/10/30",1294.20
"Currency","2009/10/29",1296.20
"Currency","2009/10/28",1309.40
"Currency","2009/10/27",1304.70
"Currency","2009/10/26",1299.10
"Currency","2009/10/25",1320.00
"Currency","2009/10/23",1300.00
"Currency","2009/10/22",1297.30
"Currency","2009/10/21",1299.30
"Currency","2009/10/20",1300.00
"Currency","2009/10/19",1302.80
"Currency","2009/10/18",1324.45
"Currency","2009/10/16",1304.20
"Currency","2009/10/15",1303.10
"Currency","2009/10/14",1294.30
"Currency","2009/10/13",1297.90
"Currency","2009/10/12",1296.70
"Currency","2009/10/11",1314.10
"Currency","2009/10/09",1289.90
"Currency","2009/10/08",1295.50
