"Indicator","Time","Value (USD/KGS)"
"Currency","2018/06/08",68.25
"Currency","2018/06/07",68.25
"Currency","2018/06/06",68.35
"Currency","2018/06/05",68.25
"Currency","2018/06/04",68.30
"Currency","2018/06/01",68.35
"Currency","2018/05/31",68.30
"Currency","2018/05/30",68.40
"Currency","2018/05/29",68.25
"Currency","2018/05/28",68.08
"Currency","2018/05/25",68.09
"Currency","2018/05/24",68.10
"Currency","2018/05/23",68.20
"Currency","2018/05/22",68.35
"Currency","2018/05/21",68.42
"Currency","2018/05/18",68.25
"Currency","2018/05/17",68.35
"Currency","2018/05/16",68.39
"Currency","2018/05/15",68.25
"Currency","2018/05/14",68.29
"Currency","2018/05/11",68.30
"Currency","2018/05/10",68.67
"Currency","2018/05/09",68.60
"Currency","2018/05/08",68.60
"Currency","2018/05/07",68.75
"Currency","2018/05/04",68.75
"Currency","2018/05/03",68.70
"Currency","2018/05/02",68.70
"Currency","2018/05/01",68.77
"Currency","2018/04/30",68.78
"Currency","2018/04/27",68.55
"Currency","2018/04/26",68.60
"Currency","2018/04/25",68.50
"Currency","2018/04/24",68.35
"Currency","2018/04/23",68.40
"Currency","2018/04/20",68.40
"Currency","2018/04/19",68.42
"Currency","2018/04/18",68.50
"Currency","2018/04/17",68.60
"Currency","2018/04/16",68.70
"Currency","2018/04/13",68.50
"Currency","2018/04/12",68.80
"Currency","2018/04/11",68.35
"Currency","2018/04/10",68.35
"Currency","2018/04/09",68.35
"Currency","2018/04/06",68.35
"Currency","2018/04/05",68.35
"Currency","2018/04/04",68.30
"Currency","2018/04/03",68.30
"Currency","2018/04/02",68.30
"Currency","2018/03/30",68.30
"Currency","2018/03/29",68.37
"Currency","2018/03/28",68.35
"Currency","2018/03/27",68.07
"Currency","2018/03/26",68.07
"Currency","2018/03/23",68.07
"Currency","2018/03/22",68.07
"Currency","2018/03/21",68.15
"Currency","2018/03/20",68.15
"Currency","2018/03/19",68.10
"Currency","2018/03/16",68.10
"Currency","2018/03/15",68.10
"Currency","2018/03/14",68.09
"Currency","2018/03/13",68.10
"Currency","2018/03/12",68.09
"Currency","2018/03/09",67.79
"Currency","2018/03/08",67.79
"Currency","2018/03/07",67.80
"Currency","2018/03/06",67.80
"Currency","2018/03/05",67.80
"Currency","2018/03/02",67.90
"Currency","2018/03/01",67.95
"Currency","2018/02/28",68.10
"Currency","2018/02/27",67.93
"Currency","2018/02/26",67.94
"Currency","2018/02/23",67.94
"Currency","2018/02/22",67.95
"Currency","2018/02/21",67.85
"Currency","2018/02/20",67.90
"Currency","2018/02/19",68.05
"Currency","2018/02/16",68.05
"Currency","2018/02/15",67.95
"Currency","2018/02/14",68.08
"Currency","2018/02/13",68.08
"Currency","2018/02/12",68.34
"Currency","2018/02/09",68.43
"Currency","2018/02/08",68.54
"Currency","2018/02/07",68.29
"Currency","2018/02/06",68.30
"Currency","2018/02/05",68.40
"Currency","2018/02/02",68.40
"Currency","2018/02/01",68.34
"Currency","2018/01/31",68.30
"Currency","2018/01/30",68.30
"Currency","2018/01/29",68.10
"Currency","2018/01/26",68.10
"Currency","2018/01/25",68.17
"Currency","2018/01/24",68.33
"Currency","2018/01/23",68.69
"Currency","2018/01/22",68.69
"Currency","2018/01/19",69.08
"Currency","2018/01/18",69.09
"Currency","2018/01/17",69.35
"Currency","2018/01/16",69.26
"Currency","2018/01/15",69.28
"Currency","2018/01/12",69.30
"Currency","2018/01/11",69.28
"Currency","2018/01/10",69.04
"Currency","2018/01/09",69.05
"Currency","2018/01/08",68.77
"Currency","2018/01/05",68.73
"Currency","2018/01/04",68.74
"Currency","2018/01/03",68.84
"Currency","2018/01/02",68.84
"Currency","2017/12/29",68.85
"Currency","2017/12/28",69.22
"Currency","2017/12/27",69.23
"Currency","2017/12/26",69.24
"Currency","2017/12/22",69.35
"Currency","2017/12/21",69.35
"Currency","2017/12/20",69.60
"Currency","2017/12/19",69.60
"Currency","2017/12/18",69.60
"Currency","2017/12/15",69.59
"Currency","2017/12/14",69.60
"Currency","2017/12/13",69.59
"Currency","2017/12/12",69.59
"Currency","2017/12/11",69.59
"Currency","2017/12/08",69.67
"Currency","2017/12/07",69.67
"Currency","2017/12/06",69.67
"Currency","2017/12/05",69.67
"Currency","2017/12/04",69.68
"Currency","2017/12/01",69.65
"Currency","2017/11/30",69.55
"Currency","2017/11/29",69.55
"Currency","2017/11/28",69.55
"Currency","2017/11/27",69.55
"Currency","2017/11/24",69.55
"Currency","2017/11/23",69.60
"Currency","2017/11/22",69.60
"Currency","2017/11/21",69.55
"Currency","2017/11/20",69.55
"Currency","2017/11/17",69.56
"Currency","2017/11/16",69.58
"Currency","2017/11/15",69.58
"Currency","2017/11/14",69.58
"Currency","2017/11/13",69.58
"Currency","2017/11/10",69.59
"Currency","2017/11/09",69.48
"Currency","2017/11/08",69.49
"Currency","2017/11/07",69.14
"Currency","2017/11/06",69.14
"Currency","2017/11/03",69.15
"Currency","2017/11/02",68.45
"Currency","2017/11/01",68.93
"Currency","2017/10/31",68.72
"Currency","2017/10/30",68.70
"Currency","2017/10/27",68.60
"Currency","2017/10/26",68.53
"Currency","2017/10/25",68.50
"Currency","2017/10/24",68.43
"Currency","2017/10/23",68.42
"Currency","2017/10/21",68.56
"Currency","2017/10/20",68.56
"Currency","2017/10/19",68.62
"Currency","2017/10/18",68.59
"Currency","2017/10/17",68.54
"Currency","2017/10/16",68.49
"Currency","2017/10/13",68.41
"Currency","2017/10/12",68.40
"Currency","2017/10/11",68.29
"Currency","2017/10/10",68.38
"Currency","2017/10/09",68.31
"Currency","2017/10/06",68.37
"Currency","2017/10/05",68.55
"Currency","2017/10/04",68.58
"Currency","2017/10/03",68.50
"Currency","2017/10/02",68.51
"Currency","2017/09/30",68.63
"Currency","2017/09/29",68.63
"Currency","2017/09/28",68.58
"Currency","2017/09/27",68.42
"Currency","2017/09/26",68.42
"Currency","2017/09/25",68.40
"Currency","2017/09/22",68.44
"Currency","2017/09/21",68.47
"Currency","2017/09/20",68.48
"Currency","2017/09/19",68.44
"Currency","2017/09/18",68.41
"Currency","2017/09/16",68.59
"Currency","2017/09/15",68.59
"Currency","2017/09/14",68.71
"Currency","2017/09/13",68.63
"Currency","2017/09/12",68.58
"Currency","2017/09/11",68.53
"Currency","2017/09/09",68.53
"Currency","2017/09/08",68.53
"Currency","2017/09/07",68.53
"Currency","2017/09/06",68.45
"Currency","2017/09/05",68.45
"Currency","2017/09/04",68.83
"Currency","2017/09/02",68.66
"Currency","2017/09/01",68.66
"Currency","2017/08/31",68.83
"Currency","2017/08/30",68.66
"Currency","2017/08/29",68.64
"Currency","2017/08/28",68.85
"Currency","2017/08/25",68.85
"Currency","2017/08/24",68.85
"Currency","2017/08/23",68.57
"Currency","2017/08/22",68.64
"Currency","2017/08/21",68.71
"Currency","2017/08/19",68.72
"Currency","2017/08/18",68.72
"Currency","2017/08/17",68.69
"Currency","2017/08/16",68.69
"Currency","2017/08/15",68.71
"Currency","2017/08/14",68.90
"Currency","2017/08/11",69.13
"Currency","2017/08/10",69.36
"Currency","2017/08/09",69.38
"Currency","2017/08/08",69.32
"Currency","2017/08/07",69.29
"Currency","2017/08/05",69.36
"Currency","2017/08/04",69.36
"Currency","2017/08/03",69.30
"Currency","2017/08/02",68.98
"Currency","2017/08/01",69.00
"Currency","2017/07/31",69.00
"Currency","2017/07/28",69.00
"Currency","2017/07/27",69.17
"Currency","2017/07/26",69.05
"Currency","2017/07/25",69.05
"Currency","2017/07/24",69.06
"Currency","2017/07/21",69.06
"Currency","2017/07/20",69.06
"Currency","2017/07/19",68.83
"Currency","2017/07/18",69.21
"Currency","2017/07/17",69.41
"Currency","2017/07/14",69.08
"Currency","2017/07/13",69.56
"Currency","2017/07/12",69.56
"Currency","2017/07/11",69.12
"Currency","2017/07/10",69.61
"Currency","2017/07/08",69.61
"Currency","2017/07/07",69.61
"Currency","2017/07/06",69.58
"Currency","2017/07/05",69.15
"Currency","2017/07/04",69.35
"Currency","2017/07/03",69.21
"Currency","2017/06/30",69.03
"Currency","2017/06/29",68.88
"Currency","2017/06/28",68.88
"Currency","2017/06/27",68.83
"Currency","2017/06/26",68.83
"Currency","2017/06/23",68.80
"Currency","2017/06/22",68.80
"Currency","2017/06/21",68.48
"Currency","2017/06/20",68.48
"Currency","2017/06/19",68.48
"Currency","2017/06/17",68.46
"Currency","2017/06/16",68.48
"Currency","2017/06/15",68.47
"Currency","2017/06/14",68.45
"Currency","2017/06/13",68.40
"Currency","2017/06/12",68.34
"Currency","2017/06/10",68.30
"Currency","2017/06/09",68.30
"Currency","2017/06/08",68.27
"Currency","2017/06/07",68.23
"Currency","2017/06/06",68.22
"Currency","2017/06/05",68.15
"Currency","2017/06/03",68.09
"Currency","2017/06/02",68.09
"Currency","2017/06/01",68.04
"Currency","2017/05/31",68.02
"Currency","2017/05/30",67.99
"Currency","2017/05/29",67.93
"Currency","2017/05/26",67.93
"Currency","2017/05/25",67.91
"Currency","2017/05/24",67.83
"Currency","2017/05/23",67.89
"Currency","2017/05/22",67.89
"Currency","2017/05/20",67.89
"Currency","2017/05/19",67.89
"Currency","2017/05/18",67.82
"Currency","2017/05/17",67.67
"Currency","2017/05/16",67.77
"Currency","2017/05/15",67.77
"Currency","2017/05/12",67.65
"Currency","2017/05/11",67.80
"Currency","2017/05/10",67.48
"Currency","2017/05/09",67.50
"Currency","2017/05/08",67.52
"Currency","2017/05/05",67.54
"Currency","2017/05/04",67.55
"Currency","2017/05/03",67.47
"Currency","2017/05/02",67.57
"Currency","2017/05/01",67.24
"Currency","2017/04/28",67.24
"Currency","2017/04/27",67.13
"Currency","2017/04/26",67.14
"Currency","2017/04/24",66.98
"Currency","2017/04/21",67.23
"Currency","2017/04/20",67.78
"Currency","2017/04/19",67.78
"Currency","2017/04/18",67.85
"Currency","2017/04/17",68.26
"Currency","2017/04/14",68.33
"Currency","2017/04/13",68.40
"Currency","2017/04/12",68.43
"Currency","2017/04/11",68.44
"Currency","2017/04/10",68.43
"Currency","2017/04/08",68.43
"Currency","2017/04/07",68.43
"Currency","2017/04/06",68.43
"Currency","2017/04/05",68.50
"Currency","2017/04/04",68.60
"Currency","2017/04/03",68.51
"Currency","2017/04/01",68.55
"Currency","2017/03/31",68.55
"Currency","2017/03/30",68.58
"Currency","2017/03/29",68.56
"Currency","2017/03/28",68.64
"Currency","2017/03/27",68.78
"Currency","2017/03/24",68.84
"Currency","2017/03/23",69.11
"Currency","2017/03/22",69.13
"Currency","2017/03/21",69.27
"Currency","2017/03/20",69.31
"Currency","2017/03/17",69.27
"Currency","2017/03/16",69.29
"Currency","2017/03/15",69.25
"Currency","2017/03/14",69.24
"Currency","2017/03/13",69.22
"Currency","2017/03/10",69.17
"Currency","2017/03/09",69.14
"Currency","2017/03/08",69.19
"Currency","2017/03/07",69.17
"Currency","2017/03/06",69.22
"Currency","2017/03/03",69.19
"Currency","2017/03/02",69.18
"Currency","2017/03/01",69.17
"Currency","2017/02/28",69.15
"Currency","2017/02/27",69.11
"Currency","2017/02/24",69.09
"Currency","2017/02/23",69.11
"Currency","2017/02/22",69.08
"Currency","2017/02/21",69.10
"Currency","2017/02/20",69.08
"Currency","2017/02/17",69.08
"Currency","2017/02/16",69.08
"Currency","2017/02/15",69.16
"Currency","2017/02/14",69.30
"Currency","2017/02/13",69.40
"Currency","2017/02/10",69.42
"Currency","2017/02/09",69.42
"Currency","2017/02/08",69.40
"Currency","2017/02/07",69.40
"Currency","2017/02/06",69.40
"Currency","2017/02/04",69.42
"Currency","2017/02/03",69.42
"Currency","2017/02/02",69.29
"Currency","2017/02/01",69.16
"Currency","2017/01/31",69.09
"Currency","2017/01/30",69.11
"Currency","2017/01/27",69.20
"Currency","2017/01/26",69.40
"Currency","2017/01/25",69.43
"Currency","2017/01/24",69.46
"Currency","2017/01/23",69.50
"Currency","2017/01/21",69.47
"Currency","2017/01/20",69.47
"Currency","2017/01/19",69.47
"Currency","2017/01/18",69.47
"Currency","2017/01/17",69.47
"Currency","2017/01/16",69.30
"Currency","2017/01/13",69.47
"Currency","2017/01/12",69.37
"Currency","2017/01/11",69.46
"Currency","2017/01/10",69.46
"Currency","2017/01/09",69.26
"Currency","2017/01/06",69.19
"Currency","2017/01/05",69.17
"Currency","2017/01/04",69.11
"Currency","2017/01/03",69.21
"Currency","2017/01/02",69.41
"Currency","2016/12/30",69.21
"Currency","2016/12/29",69.38
"Currency","2016/12/28",69.39
"Currency","2016/12/27",69.39
"Currency","2016/12/26",69.39
"Currency","2016/12/23",69.39
"Currency","2016/12/22",69.39
"Currency","2016/12/21",69.38
"Currency","2016/12/20",69.33
"Currency","2016/12/19",69.30
"Currency","2016/12/16",69.26
"Currency","2016/12/15",69.20
"Currency","2016/12/14",69.16
"Currency","2016/12/13",69.16
"Currency","2016/12/12",69.21
"Currency","2016/12/10",69.22
"Currency","2016/12/09",69.38
"Currency","2016/12/08",69.22
"Currency","2016/12/07",69.16
"Currency","2016/12/06",69.14
"Currency","2016/12/05",69.09
"Currency","2016/12/02",69.07
"Currency","2016/12/01",69.09
"Currency","2016/11/30",69.13
"Currency","2016/11/29",69.13
"Currency","2016/11/28",69.13
"Currency","2016/11/25",69.04
"Currency","2016/11/24",69.00
"Currency","2016/11/23",69.03
"Currency","2016/11/22",69.10
"Currency","2016/11/21",69.17
"Currency","2016/11/19",69.18
"Currency","2016/11/18",69.29
"Currency","2016/11/17",69.10
"Currency","2016/11/16",69.12
"Currency","2016/11/15",69.11
"Currency","2016/11/14",68.93
"Currency","2016/11/11",68.84
"Currency","2016/11/10",68.80
"Currency","2016/11/09",68.76
"Currency","2016/11/08",68.73
"Currency","2016/11/07",68.72
"Currency","2016/11/04",68.72
"Currency","2016/11/03",68.73
"Currency","2016/11/02",68.73
"Currency","2016/11/01",68.72
"Currency","2016/10/31",68.65
"Currency","2016/10/28",68.63
"Currency","2016/10/27",68.49
"Currency","2016/10/26",68.30
"Currency","2016/10/25",68.27
"Currency","2016/10/24",68.11
"Currency","2016/10/21",68.08
"Currency","2016/10/20",68.21
"Currency","2016/10/19",68.24
"Currency","2016/10/18",68.33
"Currency","2016/10/17",68.37
"Currency","2016/10/14",68.41
"Currency","2016/10/13",68.43
"Currency","2016/10/12",68.43
"Currency","2016/10/11",68.43
"Currency","2016/10/10",68.37
"Currency","2016/10/07",68.24
"Currency","2016/10/06",68.06
"Currency","2016/10/05",67.89
"Currency","2016/10/04",67.91
"Currency","2016/10/03",68.00
"Currency","2016/09/30",67.89
"Currency","2016/09/29",67.91
"Currency","2016/09/28",68.27
"Currency","2016/09/27",68.27
"Currency","2016/09/26",68.41
"Currency","2016/09/24",68.51
"Currency","2016/09/23",68.51
"Currency","2016/09/22",68.71
"Currency","2016/09/21",68.75
"Currency","2016/09/20",68.78
"Currency","2016/09/19",68.58
"Currency","2016/09/17",68.62
"Currency","2016/09/16",68.62
"Currency","2016/09/15",68.53
"Currency","2016/09/14",68.68
"Currency","2016/09/13",68.93
"Currency","2016/09/12",69.00
"Currency","2016/09/10",69.00
"Currency","2016/09/09",69.00
"Currency","2016/09/08",69.05
"Currency","2016/09/07",69.09
"Currency","2016/09/06",69.03
"Currency","2016/09/05",69.07
"Currency","2016/09/03",69.02
"Currency","2016/09/02",69.02
"Currency","2016/09/01",68.88
"Currency","2016/08/31",68.87
"Currency","2016/08/30",68.87
"Currency","2016/08/29",68.80
"Currency","2016/08/26",68.76
"Currency","2016/08/25",68.62
"Currency","2016/08/24",68.61
"Currency","2016/08/23",68.38
"Currency","2016/08/22",68.28
"Currency","2016/08/19",68.38
"Currency","2016/08/18",68.61
"Currency","2016/08/17",68.70
"Currency","2016/08/16",68.73
"Currency","2016/08/15",68.76
"Currency","2016/08/12",68.82
"Currency","2016/08/11",68.83
"Currency","2016/08/10",68.74
"Currency","2016/08/09",68.70
"Currency","2016/08/08",68.63
"Currency","2016/08/05",68.60
"Currency","2016/08/04",68.49
"Currency","2016/08/03",68.25
"Currency","2016/08/02",68.08
"Currency","2016/08/01",68.16
"Currency","2016/07/29",67.95
"Currency","2016/07/28",67.55
"Currency","2016/07/27",67.13
"Currency","2016/07/26",67.13
"Currency","2016/07/25",67.11
"Currency","2016/07/22",67.07
"Currency","2016/07/21",67.06
"Currency","2016/07/20",67.07
"Currency","2016/07/19",67.11
"Currency","2016/07/18",67.19
"Currency","2016/07/15",67.22
"Currency","2016/07/14",67.23
"Currency","2016/07/13",67.23
"Currency","2016/07/12",67.28
"Currency","2016/07/11",67.28
"Currency","2016/07/08",67.27
"Currency","2016/07/07",67.28
"Currency","2016/07/06",67.37
"Currency","2016/07/05",67.38
"Currency","2016/07/04",67.38
"Currency","2016/07/01",67.39
"Currency","2016/06/30",67.44
"Currency","2016/06/29",67.45
"Currency","2016/06/28",67.40
"Currency","2016/06/27",67.36
"Currency","2016/06/24",67.39
"Currency","2016/06/23",67.49
"Currency","2016/06/22",67.60
"Currency","2016/06/21",67.69
"Currency","2016/06/20",67.75
"Currency","2016/06/17",67.85
"Currency","2016/06/16",67.85
"Currency","2016/06/15",67.90
"Currency","2016/06/14",67.90
"Currency","2016/06/13",67.90
"Currency","2016/06/10",68.01
"Currency","2016/06/09",68.13
"Currency","2016/06/08",68.38
"Currency","2016/06/07",68.38
"Currency","2016/06/06",68.44
"Currency","2016/06/04",68.37
"Currency","2016/06/03",68.37
"Currency","2016/06/02",68.30
"Currency","2016/06/01",68.30
"Currency","2016/05/31",68.30
"Currency","2016/05/30",68.47
"Currency","2016/05/27",68.32
"Currency","2016/05/26",68.37
"Currency","2016/05/25",68.09
"Currency","2016/05/24",68.09
"Currency","2016/05/23",68.08
"Currency","2016/05/20",68.24
"Currency","2016/05/19",68.33
"Currency","2016/05/18",68.35
"Currency","2016/05/17",68.35
"Currency","2016/05/16",68.39
"Currency","2016/05/13",68.39
"Currency","2016/05/12",68.70
"Currency","2016/05/11",68.45
"Currency","2016/05/10",68.45
"Currency","2016/05/09",68.54
"Currency","2016/05/06",68.26
"Currency","2016/05/05",68.52
"Currency","2016/05/04",68.52
"Currency","2016/05/03",68.52
"Currency","2016/05/02",68.52
"Currency","2016/04/30",68.52
"Currency","2016/04/29",68.52
"Currency","2016/04/28",68.70
"Currency","2016/04/27",68.56
"Currency","2016/04/26",68.40
"Currency","2016/04/25",68.43
"Currency","2016/04/23",68.43
"Currency","2016/04/22",68.43
"Currency","2016/04/21",68.47
"Currency","2016/04/20",68.74
"Currency","2016/04/19",68.27
"Currency","2016/04/18",68.59
"Currency","2016/04/16",68.59
"Currency","2016/04/15",68.59
"Currency","2016/04/14",68.69
"Currency","2016/04/13",68.90
"Currency","2016/04/12",69.25
"Currency","2016/04/11",69.98
"Currency","2016/04/09",69.98
"Currency","2016/04/08",69.98
"Currency","2016/04/07",69.98
"Currency","2016/04/06",68.87
"Currency","2016/04/05",69.00
"Currency","2016/04/04",70.00
"Currency","2016/04/01",70.00
"Currency","2016/03/31",70.02
"Currency","2016/03/30",70.20
"Currency","2016/03/29",70.85
"Currency","2016/03/28",71.94
"Currency","2016/03/25",71.94
"Currency","2016/03/24",71.94
"Currency","2016/03/23",71.94
"Currency","2016/03/22",72.06
"Currency","2016/03/21",72.06
"Currency","2016/03/18",72.06
"Currency","2016/03/17",72.16
"Currency","2016/03/16",72.16
"Currency","2016/03/15",72.23
"Currency","2016/03/14",72.60
"Currency","2016/03/13",72.60
"Currency","2016/03/11",72.60
"Currency","2016/03/10",72.71
"Currency","2016/03/09",72.71
"Currency","2016/03/08",73.03
"Currency","2016/03/07",73.03
"Currency","2016/03/06",73.03
"Currency","2016/03/04",73.03
"Currency","2016/03/03",73.02
"Currency","2016/03/02",73.47
"Currency","2016/03/01",73.89
"Currency","2016/02/29",74.42
"Currency","2016/02/28",74.42
"Currency","2016/02/26",74.42
"Currency","2016/02/25",74.46
"Currency","2016/02/24",74.39
"Currency","2016/02/23",74.39
"Currency","2016/02/22",74.46
"Currency","2016/02/19",74.46
"Currency","2016/02/18",74.64
"Currency","2016/02/17",74.66
"Currency","2016/02/16",74.51
"Currency","2016/02/15",75.44
"Currency","2016/02/12",75.44
"Currency","2016/02/11",74.30
"Currency","2016/02/10",73.48
"Currency","2016/02/09",75.35
"Currency","2016/02/08",75.35
"Currency","2016/02/05",75.35
"Currency","2016/02/04",75.46
"Currency","2016/02/03",75.38
"Currency","2016/02/02",75.59
"Currency","2016/02/01",75.89
"Currency","2016/01/29",75.89
"Currency","2016/01/28",75.88
"Currency","2016/01/27",75.89
"Currency","2016/01/26",75.89
"Currency","2016/01/25",75.88
"Currency","2016/01/22",75.88
"Currency","2016/01/21",75.88
"Currency","2016/01/20",75.89
"Currency","2016/01/19",75.87
"Currency","2016/01/18",75.88
"Currency","2016/01/15",75.88
"Currency","2016/01/14",75.90
"Currency","2016/01/13",75.90
"Currency","2016/01/12",75.86
"Currency","2016/01/11",75.90
"Currency","2016/01/08",75.90
"Currency","2016/01/07",75.90
"Currency","2016/01/06",75.90
"Currency","2016/01/05",75.90
"Currency","2016/01/04",75.90
"Currency","2016/01/01",75.90
"Currency","2015/12/31",75.90
"Currency","2015/12/30",75.88
"Currency","2015/12/29",75.84
"Currency","2015/12/28",75.87
"Currency","2015/12/25",75.87
"Currency","2015/12/24",75.87
"Currency","2015/12/23",75.89
"Currency","2015/12/22",75.87
"Currency","2015/12/21",75.88
"Currency","2015/12/20",75.88
"Currency","2015/12/18",75.88
"Currency","2015/12/17",75.87
"Currency","2015/12/16",75.87
"Currency","2015/12/15",75.87
"Currency","2015/12/14",75.87
"Currency","2015/12/11",75.87
"Currency","2015/12/10",75.87
"Currency","2015/12/09",75.87
"Currency","2015/12/08",75.89
"Currency","2015/12/07",75.89
"Currency","2015/12/06",75.89
"Currency","2015/12/04",75.89
"Currency","2015/12/03",75.73
"Currency","2015/12/02",75.81
"Currency","2015/12/01",75.86
"Currency","2015/11/30",73.44
"Currency","2015/11/28",73.44
"Currency","2015/11/27",73.05
"Currency","2015/11/26",73.44
"Currency","2015/11/25",72.91
"Currency","2015/11/24",72.86
"Currency","2015/11/23",72.49
"Currency","2015/11/20",72.49
"Currency","2015/11/19",72.43
"Currency","2015/11/18",72.04
"Currency","2015/11/17",72.03
"Currency","2015/11/16",71.93
"Currency","2015/11/13",71.93
"Currency","2015/11/12",71.54
"Currency","2015/11/11",71.09
"Currency","2015/11/10",70.38
"Currency","2015/11/09",69.79
"Currency","2015/11/08",69.79
"Currency","2015/11/06",69.79
"Currency","2015/11/05",69.79
"Currency","2015/11/04",69.73
"Currency","2015/11/03",69.71
"Currency","2015/11/02",69.17
"Currency","2015/11/01",69.38
"Currency","2015/10/30",69.38
"Currency","2015/10/29",69.32
"Currency","2015/10/28",69.15
"Currency","2015/10/27",69.15
"Currency","2015/10/26",68.85
"Currency","2015/10/25",68.85
"Currency","2015/10/23",68.85
"Currency","2015/10/22",68.84
"Currency","2015/10/21",68.85
"Currency","2015/10/20",68.84
"Currency","2015/10/19",69.20
"Currency","2015/10/18",68.81
"Currency","2015/10/16",68.81
"Currency","2015/10/15",68.57
"Currency","2015/10/14",68.57
"Currency","2015/10/13",68.61
"Currency","2015/10/12",68.72
"Currency","2015/10/09",68.72
"Currency","2015/10/08",69.11
"Currency","2015/10/07",69.19
"Currency","2015/10/06",69.08
"Currency","2015/10/05",68.86
"Currency","2015/10/04",68.86
"Currency","2015/10/02",68.86
"Currency","2015/10/01",68.82
"Currency","2015/09/30",68.84
"Currency","2015/09/29",68.71
"Currency","2015/09/28",69.11
"Currency","2015/09/27",69.11
"Currency","2015/09/26",69.11
"Currency","2015/09/25",69.11
"Currency","2015/09/24",69.11
"Currency","2015/09/23",68.68
"Currency","2015/09/22",68.58
"Currency","2015/09/21",70.49
"Currency","2015/09/20",70.49
"Currency","2015/09/18",70.49
"Currency","2015/09/17",68.81
"Currency","2015/09/16",68.80
"Currency","2015/09/15",68.34
"Currency","2015/09/14",67.13
"Currency","2015/09/13",67.13
"Currency","2015/09/11",67.13
"Currency","2015/09/10",66.97
"Currency","2015/09/09",66.50
"Currency","2015/09/08",66.15
"Currency","2015/09/07",65.63
"Currency","2015/09/06",65.63
"Currency","2015/09/04",65.63
"Currency","2015/09/03",64.53
"Currency","2015/09/02",64.28
"Currency","2015/09/01",66.00
"Currency","2015/08/31",66.00
"Currency","2015/08/30",66.00
"Currency","2015/08/28",66.00
"Currency","2015/08/27",66.07
"Currency","2015/08/26",65.31
"Currency","2015/08/25",64.93
"Currency","2015/08/24",62.15
"Currency","2015/08/21",62.15
"Currency","2015/08/20",62.07
"Currency","2015/08/19",61.32
"Currency","2015/08/18",61.12
"Currency","2015/08/17",61.40
"Currency","2015/08/14",61.40
"Currency","2015/08/13",62.08
"Currency","2015/08/12",62.18
"Currency","2015/08/11",62.44
"Currency","2015/08/10",62.75
"Currency","2015/08/07",62.75
"Currency","2015/08/06",62.75
"Currency","2015/08/05",62.75
"Currency","2015/08/04",62.76
"Currency","2015/08/03",62.78
"Currency","2015/07/31",62.79
"Currency","2015/07/30",60.92
"Currency","2015/07/29",60.93
"Currency","2015/07/28",61.02
"Currency","2015/07/27",61.37
"Currency","2015/07/24",61.37
"Currency","2015/07/23",62.62
"Currency","2015/07/22",62.75
"Currency","2015/07/21",62.96
"Currency","2015/07/20",63.01
"Currency","2015/07/17",63.01
"Currency","2015/07/16",62.89
"Currency","2015/07/15",62.77
"Currency","2015/07/14",62.72
"Currency","2015/07/13",62.37
"Currency","2015/07/12",62.37
"Currency","2015/07/10",62.37
"Currency","2015/07/09",62.15
"Currency","2015/07/08",62.15
"Currency","2015/07/07",62.29
"Currency","2015/07/06",62.23
"Currency","2015/07/04",62.09
"Currency","2015/07/03",62.24
"Currency","2015/07/02",62.11
"Currency","2015/07/01",62.14
"Currency","2015/06/30",62.22
"Currency","2015/06/29",61.31
"Currency","2015/06/26",61.32
"Currency","2015/06/25",61.03
"Currency","2015/06/24",60.88
"Currency","2015/06/23",60.85
"Currency","2015/06/22",60.59
"Currency","2015/06/19",60.58
"Currency","2015/06/18",60.40
"Currency","2015/06/17",60.21
"Currency","2015/06/16",60.16
"Currency","2015/06/15",59.85
"Currency","2015/06/12",59.87
"Currency","2015/06/11",59.65
"Currency","2015/06/10",59.50
"Currency","2015/06/09",59.38
