"Indicator","Time","Value (USD/KHR)"
"Currency","2006/04/26",3839.80
"Currency","2006/04/25",3824.30
"Currency","2006/04/24",3845.30
"Currency","2006/04/21",3854.50
"Currency","2006/04/20",3849.40
"Currency","2006/04/19",3853.90
"Currency","2006/04/18",3842.20
"Currency","2006/04/17",3823.60
"Currency","2006/04/14",3830.10
"Currency","2006/04/13",3834.70
"Currency","2006/04/12",3840.50
"Currency","2006/04/11",3833.60
"Currency","2006/04/10",3833.40
"Currency","2006/04/07",3826.80
"Currency","2006/04/06",3864.00
"Currency","2006/04/05",3829.90
"Currency","2006/04/04",3840.60
"Currency","2006/04/03",3834.20
"Currency","2006/03/31",3834.50
"Currency","2006/03/30",3805.80
"Currency","2006/03/29",3838.60
"Currency","2006/03/28",3855.70
"Currency","2006/03/27",3838.70
"Currency","2006/03/24",3833.60
"Currency","2006/03/23",3844.30
"Currency","2006/03/22",3840.10
"Currency","2006/03/21",3839.90
"Currency","2006/03/20",3839.80
"Currency","2006/03/17",3836.30
"Currency","2006/03/16",3866.70
"Currency","2006/03/15",3865.50
"Currency","2006/03/14",3848.30
"Currency","2006/03/13",3864.70
"Currency","2006/03/10",3832.10
"Currency","2006/03/09",3841.80
"Currency","2006/03/08",3838.10
"Currency","2006/03/07",3841.80
"Currency","2006/03/06",3848.60
"Currency","2006/03/03",3883.50
"Currency","2006/03/02",3877.90
"Currency","2006/03/01",3877.40
"Currency","2006/02/28",3875.60
"Currency","2006/02/27",3879.00
"Currency","2006/02/24",3876.70
"Currency","2006/02/23",3877.00
"Currency","2006/02/22",3877.30
"Currency","2006/02/21",3876.90
"Currency","2006/02/20",3869.20
"Currency","2006/02/17",3865.10
"Currency","2006/02/16",3869.70
"Currency","2006/02/15",3886.10
"Currency","2006/02/14",3887.00
"Currency","2006/02/13",3878.60
"Currency","2006/02/10",3882.20
"Currency","2006/02/09",3891.10
"Currency","2006/02/08",3892.70
"Currency","2006/02/07",3896.00
"Currency","2006/02/06",3903.30
"Currency","2006/02/03",3898.90
"Currency","2006/02/02",3900.30
"Currency","2006/02/01",3899.90
"Currency","2006/01/31",3894.70
"Currency","2006/01/30",3895.50
"Currency","2006/01/27",3927.30
"Currency","2006/01/26",3901.40
"Currency","2006/01/25",3904.10
"Currency","2006/01/24",3891.20
"Currency","2006/01/23",3893.70
"Currency","2006/01/20",3838.00
"Currency","2006/01/19",3838.10
"Currency","2006/01/18",3821.50
"Currency","2006/01/17",3841.10
"Currency","2006/01/16",3840.50
"Currency","2006/01/13",3833.50
"Currency","2006/01/12",3839.50
"Currency","2006/01/11",3833.30
"Currency","2006/01/10",3846.50
"Currency","2006/01/09",3840.10
"Currency","2006/01/06",3819.50
"Currency","2006/01/05",3832.00
"Currency","2006/01/04",3819.70
"Currency","2006/01/03",3831.70
"Currency","2006/01/02",3830.30
"Currency","2005/12/30",3833.90
"Currency","2005/12/29",3835.60
"Currency","2005/12/28",3830.30
"Currency","2005/12/27",3839.00
"Currency","2005/12/26",3834.40
"Currency","2005/12/23",3832.90
"Currency","2005/12/22",3847.20
"Currency","2005/12/21",3846.80
"Currency","2005/12/20",3849.60
"Currency","2005/12/19",3861.10
"Currency","2005/12/16",3853.50
"Currency","2005/12/15",3857.90
"Currency","2005/12/14",3860.30
"Currency","2005/12/13",3857.20
"Currency","2005/12/12",3835.70
"Currency","2005/12/09",3844.70
"Currency","2005/12/08",3831.90
"Currency","2005/12/07",3829.10
"Currency","2005/12/06",3824.30
"Currency","2005/12/05",3854.60
"Currency","2005/12/02",3882.90
"Currency","2005/12/01",3979.20
"Currency","2005/11/30",3950.70
"Currency","2005/11/29",3948.10
"Currency","2005/11/28",3889.10
"Currency","2005/11/25",3930.80
"Currency","2005/11/24",3929.10
"Currency","2005/11/23",3942.00
"Currency","2005/11/22",3914.50
"Currency","2005/11/21",3954.90
"Currency","2005/11/18",3943.30
"Currency","2005/11/17",3949.30
"Currency","2005/11/16",3950.20
"Currency","2005/11/15",3949.10
"Currency","2005/11/14",3949.50
"Currency","2005/11/11",3936.00
"Currency","2005/11/10",3954.80
"Currency","2005/11/09",3948.20
"Currency","2005/11/08",3975.90
"Currency","2005/11/07",3992.20
"Currency","2005/11/04",3988.50
"Currency","2005/11/03",3986.80
"Currency","2005/11/02",3981.60
"Currency","2005/11/01",3985.30
"Currency","2005/10/31",3989.80
"Currency","2005/10/28",3984.70
"Currency","2005/10/27",3952.20
"Currency","2005/10/26",3956.50
"Currency","2005/10/25",3959.40
"Currency","2005/10/24",3944.00
"Currency","2005/10/21",3953.10
"Currency","2005/10/20",3952.30
"Currency","2005/10/19",3959.10
"Currency","2005/10/18",3951.00
"Currency","2005/10/17",3959.70
"Currency","2005/10/14",3924.60
"Currency","2005/10/13",3954.90
"Currency","2005/10/12",3937.70
"Currency","2005/10/11",3948.40
"Currency","2005/10/10",3950.20
"Currency","2005/10/07",3949.10
"Currency","2005/10/06",3958.90
"Currency","2005/10/05",3953.40
"Currency","2005/10/04",3926.70
"Currency","2005/10/03",3992.50
"Currency","2005/09/30",3962.90
"Currency","2005/09/29",3954.80
"Currency","2005/09/28",3953.20
"Currency","2005/09/27",3958.20
"Currency","2005/09/26",3943.80
"Currency","2005/09/23",3944.50
"Currency","2005/09/22",3954.80
"Currency","2005/09/20",3944.90
"Currency","2005/09/19",3940.20
"Currency","2005/09/16",3952.80
"Currency","2005/09/15",3941.10
"Currency","2005/09/14",3946.50
"Currency","2005/09/13",3942.00
"Currency","2005/09/12",3946.80
"Currency","2005/09/09",3943.10
"Currency","2005/09/08",3946.10
"Currency","2005/09/07",3968.80
"Currency","2005/09/06",3999.70
"Currency","2005/09/05",4000.20
"Currency","2005/09/02",4005.50
"Currency","2005/09/01",3953.80
"Currency","2005/08/31",3991.60
"Currency","2005/08/30",3990.30
"Currency","2005/08/29",3970.50
"Currency","2005/08/26",3949.40
"Currency","2005/08/25",3942.00
"Currency","2005/08/24",3916.00
"Currency","2005/08/23",3881.70
"Currency","2005/08/22",3881.60
"Currency","2005/08/19",3885.90
"Currency","2005/08/18",3886.70
"Currency","2005/08/17",3868.50
"Currency","2005/08/16",3858.70
"Currency","2005/08/15",3852.60
"Currency","2005/08/12",3859.90
"Currency","2005/08/11",3991.30
"Currency","2005/08/10",3994.30
"Currency","2005/08/09",3992.90
"Currency","2005/08/08",3967.40
"Currency","2005/08/05",3979.80
"Currency","2005/08/04",3946.90
"Currency","2005/08/03",4012.80
"Currency","2005/08/02",4013.70
"Currency","2005/08/01",3955.30
"Currency","2005/07/29",3953.60
"Currency","2005/07/28",3952.20
"Currency","2005/07/27",3951.90
"Currency","2005/07/26",3954.80
"Currency","2005/07/25",3952.80
"Currency","2005/07/22",3958.80
"Currency","2005/07/21",3948.90
"Currency","2005/07/20",3944.10
"Currency","2005/07/19",3941.50
"Currency","2005/07/18",3934.00
"Currency","2005/07/15",3940.30
"Currency","2005/07/14",3936.00
"Currency","2005/07/13",3983.20
"Currency","2005/07/12",3931.40
"Currency","2005/07/11",3946.80
"Currency","2005/07/08",3942.40
"Currency","2005/07/07",3942.20
"Currency","2005/07/06",3941.50
"Currency","2005/07/05",3931.00
"Currency","2005/07/04",3931.50
"Currency","2005/07/01",3940.00
"Currency","2005/06/30",3916.10
"Currency","2005/06/29",3934.50
"Currency","2005/06/28",3951.20
"Currency","2005/06/27",3939.20
"Currency","2005/06/24",3935.60
"Currency","2005/06/23",3939.20
"Currency","2005/06/22",3944.40
"Currency","2005/06/21",3943.70
"Currency","2005/06/20",3940.00
"Currency","2005/06/17",3936.50
"Currency","2005/06/16",3934.40
"Currency","2005/06/15",3939.00
"Currency","2005/06/14",3935.10
"Currency","2005/06/13",3939.80
"Currency","2005/06/10",3974.80
"Currency","2005/06/09",3937.10
"Currency","2005/06/08",3936.30
"Currency","2005/06/07",3940.30
"Currency","2005/06/06",3926.60
"Currency","2005/06/03",3928.30
"Currency","2005/06/02",3937.30
"Currency","2005/06/01",3929.10
"Currency","2005/05/31",3932.40
"Currency","2005/05/30",3940.40
"Currency","2005/05/27",3929.30
"Currency","2005/05/26",3939.80
"Currency","2005/05/25",3922.50
"Currency","2005/05/24",3940.20
"Currency","2005/05/23",3912.40
"Currency","2005/05/20",3908.20
"Currency","2005/05/19",3901.90
"Currency","2005/05/18",3916.00
"Currency","2005/05/17",3911.00
"Currency","2005/05/13",3907.90
"Currency","2005/05/12",3944.00
"Currency","2005/05/11",3910.10
"Currency","2005/05/10",3908.30
"Currency","2005/05/09",3910.00
"Currency","2005/05/06",3911.40
"Currency","2005/05/04",3914.00
"Currency","2005/05/03",3905.80
"Currency","2005/05/02",3911.90
"Currency","2005/04/29",3920.50
"Currency","2005/04/28",3903.80
"Currency","2005/04/27",3888.80
"Currency","2005/04/26",3888.30
"Currency","2005/04/25",3896.60
"Currency","2005/04/22",3881.30
"Currency","2005/04/21",3882.30
"Currency","2005/04/20",3867.00
"Currency","2005/04/19",3878.40
"Currency","2005/04/18",3884.30
"Currency","2005/04/15",3869.30
"Currency","2005/04/14",3868.90
"Currency","2005/04/13",3868.50
"Currency","2005/04/12",3872.80
"Currency","2005/04/11",3860.00
"Currency","2005/04/08",3858.30
"Currency","2005/04/07",3862.40
"Currency","2005/04/06",3863.60
"Currency","2005/04/05",3841.70
"Currency","2005/04/04",3690.90
"Currency","2005/04/01",3690.50
"Currency","2005/03/31",3691.20
"Currency","2005/03/30",3691.40
"Currency","2005/03/29",3690.30
"Currency","2005/03/24",3688.80
"Currency","2005/03/23",3694.20
"Currency","2005/03/22",3693.40
"Currency","2005/03/21",3693.10
"Currency","2005/03/18",3696.70
"Currency","2005/03/17",3698.10
"Currency","2005/03/16",3695.20
"Currency","2005/03/15",3698.40
"Currency","2005/03/14",3694.00
"Currency","2005/03/11",3697.00
"Currency","2005/03/10",3696.10
"Currency","2005/03/09",3700.90
"Currency","2005/03/08",3696.10
"Currency","2005/03/07",3693.20
"Currency","2005/03/04",3658.50
"Currency","2005/03/03",3691.40
"Currency","2005/03/02",3692.20
"Currency","2005/03/01",3694.40
"Currency","2005/02/28",3691.80
"Currency","2005/02/25",3696.40
"Currency","2005/02/24",3696.30
"Currency","2005/02/23",3693.70
"Currency","2005/02/22",3693.30
"Currency","2005/02/21",3689.70
"Currency","2005/02/18",3680.70
"Currency","2005/02/17",3692.50
"Currency","2005/02/16",3691.60
"Currency","2005/02/15",3690.10
"Currency","2005/02/14",3691.50
"Currency","2005/02/11",3690.70
"Currency","2005/02/10",3689.50
"Currency","2005/02/09",3689.70
"Currency","2005/02/08",3688.00
"Currency","2005/02/07",3693.00
"Currency","2005/02/04",3689.10
"Currency","2005/02/03",3698.70
"Currency","2005/02/02",3696.20
"Currency","2005/02/01",3696.70
"Currency","2005/01/31",3697.30
"Currency","2005/01/28",3697.20
"Currency","2005/01/27",3695.60
"Currency","2005/01/26",3694.10
"Currency","2005/01/25",3695.70
"Currency","2005/01/24",3695.60
"Currency","2005/01/21",3700.50
"Currency","2005/01/20",3696.00
"Currency","2005/01/19",3694.40
"Currency","2005/01/18",3695.50
"Currency","2005/01/17",3694.60
"Currency","2005/01/14",3697.10
"Currency","2005/01/13",3699.20
"Currency","2005/01/12",3697.00
"Currency","2005/01/11",3698.80
"Currency","2005/01/10",3699.10
"Currency","2005/01/07",3765.40
"Currency","2005/01/06",3720.20
"Currency","2005/01/05",3717.90
"Currency","2005/01/04",3724.50
"Currency","2005/01/03",3717.20
"Currency","2004/12/31",3718.70
"Currency","2004/12/30",3724.50
"Currency","2004/12/29",3720.10
"Currency","2004/12/28",3721.30
"Currency","2004/12/27",3724.10
"Currency","2004/12/23",3719.40
"Currency","2004/12/22",3714.30
"Currency","2004/12/21",3721.30
"Currency","2004/12/20",3722.60
"Currency","2004/12/17",3751.00
"Currency","2004/12/16",3721.20
"Currency","2004/12/15",3704.30
"Currency","2004/12/14",3722.20
"Currency","2004/12/13",3717.70
"Currency","2004/12/10",3714.40
"Currency","2004/12/09",3717.20
"Currency","2004/12/08",3720.40
"Currency","2004/12/07",3724.50
"Currency","2004/12/06",3717.80
"Currency","2004/12/03",3717.30
"Currency","2004/12/02",3716.60
"Currency","2004/12/01",3725.20
"Currency","2004/11/30",3721.70
"Currency","2004/11/29",3718.70
"Currency","2004/11/26",3726.70
"Currency","2004/11/25",3726.70
"Currency","2004/11/24",3717.30
"Currency","2004/11/23",3720.50
"Currency","2004/11/22",3721.60
"Currency","2004/11/19",3715.70
"Currency","2004/11/18",3722.30
"Currency","2004/11/17",3720.70
"Currency","2004/11/16",3712.70
"Currency","2004/11/15",3714.70
"Currency","2004/11/12",3718.20
"Currency","2004/11/11",3713.20
"Currency","2004/11/10",3711.70
"Currency","2004/11/09",3711.90
"Currency","2004/11/08",3714.20
"Currency","2004/11/05",3714.70
"Currency","2004/11/04",3708.40
"Currency","2004/11/03",3719.50
"Currency","2004/11/02",3710.50
"Currency","2004/11/01",3716.80
"Currency","2004/10/29",3710.70
"Currency","2004/10/27",3715.60
"Currency","2004/10/26",3713.00
"Currency","2004/10/25",3713.60
"Currency","2004/10/22",3712.20
"Currency","2004/10/21",3716.10
"Currency","2004/10/20",3714.30
"Currency","2004/10/19",3709.20
"Currency","2004/10/18",3715.00
"Currency","2004/10/15",3708.00
"Currency","2004/10/14",3707.20
"Currency","2004/10/13",3710.60
"Currency","2004/10/12",3705.30
"Currency","2004/10/11",3712.60
"Currency","2004/10/08",3700.80
"Currency","2004/10/07",3712.90
"Currency","2004/10/06",3710.40
"Currency","2004/10/05",3706.20
"Currency","2004/10/04",3715.90
"Currency","2004/10/01",3706.00
"Currency","2004/09/30",3707.00
"Currency","2004/09/29",3699.30
"Currency","2004/09/28",3702.00
"Currency","2004/09/27",3711.30
"Currency","2004/09/24",3706.70
"Currency","2004/09/23",3707.70
"Currency","2004/09/22",3696.00
"Currency","2004/09/21",3713.40
"Currency","2004/09/20",3708.30
"Currency","2004/09/17",3716.10
"Currency","2004/09/16",3710.00
"Currency","2004/09/15",3711.10
"Currency","2004/09/14",3701.80
"Currency","2004/09/13",3709.30
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
