"Indicator","Time","Value (USD/KHR)"
"Currency","2015/06/09",4060.00
"Currency","2015/06/08",4061.00
"Currency","2015/06/05",4063.00
"Currency","2015/06/03",4063.00
"Currency","2015/06/02",4063.00
"Currency","2015/06/01",4060.00
"Currency","2015/05/29",4060.00
"Currency","2015/05/28",4061.00
"Currency","2015/05/27",4060.00
"Currency","2015/05/26",3957.60
"Currency","2015/05/25",4055.00
"Currency","2015/05/22",4060.00
"Currency","2015/05/21",4060.00
"Currency","2015/05/19",4015.00
"Currency","2015/05/18",4015.00
"Currency","2015/05/15",3937.00
"Currency","2015/05/14",4020.00
"Currency","2015/05/13",4025.00
"Currency","2015/05/12",4025.00
"Currency","2015/05/11",4029.00
"Currency","2015/05/08",4033.00
"Currency","2015/05/07",4035.00
"Currency","2015/05/05",4027.00
"Currency","2015/05/04",3985.00
"Currency","2015/05/01",3987.00
"Currency","2015/04/30",3985.00
"Currency","2015/04/29",3990.00
"Currency","2015/04/28",3991.00
"Currency","2015/04/27",3917.60
"Currency","2015/04/24",3980.00
"Currency","2015/04/23",3981.00
"Currency","2015/04/22",3985.00
"Currency","2015/04/21",3985.00
"Currency","2015/04/20",3917.40
"Currency","2015/04/17",3891.70
"Currency","2015/04/16",3993.00
"Currency","2015/04/15",3990.00
"Currency","2015/04/14",3990.00
"Currency","2015/04/13",3993.00
"Currency","2015/04/10",3995.00
"Currency","2015/04/09",3990.00
"Currency","2015/04/08",3993.00
"Currency","2015/04/07",3990.00
"Currency","2015/04/06",3990.00
"Currency","2015/04/03",3893.20
"Currency","2015/04/02",4005.00
"Currency","2015/04/01",3919.90
"Currency","2015/03/31",3991.00
"Currency","2015/03/30",3991.00
"Currency","2015/03/27",3990.00
"Currency","2015/03/26",3993.00
"Currency","2015/03/25",3995.00
"Currency","2015/03/24",3995.00
"Currency","2015/03/23",3990.00
"Currency","2015/03/20",3993.00
"Currency","2015/03/19",3990.00
"Currency","2015/03/18",3991.00
"Currency","2015/03/17",4004.00
"Currency","2015/03/16",4006.00
"Currency","2015/03/13",4003.00
"Currency","2015/03/12",4015.00
"Currency","2015/03/10",4005.00
"Currency","2015/03/09",4025.00
"Currency","2015/03/06",4011.00
"Currency","2015/03/05",4027.00
"Currency","2015/03/04",4020.00
"Currency","2015/03/03",4020.00
"Currency","2015/03/02",4020.00
"Currency","2015/02/27",4019.00
"Currency","2015/02/26",4015.00
"Currency","2015/02/25",4020.00
"Currency","2015/02/24",4010.00
"Currency","2015/02/23",4015.00
"Currency","2015/02/20",4010.00
"Currency","2015/02/19",4010.00
"Currency","2015/02/18",4035.00
"Currency","2015/02/17",3972.40
"Currency","2015/02/16",4035.00
"Currency","2015/02/13",4035.00
"Currency","2015/02/12",4040.00
"Currency","2015/02/11",4040.00
"Currency","2015/02/10",4043.00
"Currency","2015/02/09",4037.00
"Currency","2015/02/06",4025.00
"Currency","2015/02/05",4025.00
"Currency","2015/02/04",4030.00
"Currency","2015/02/03",4037.00
"Currency","2015/02/02",4037.00
"Currency","2015/01/30",4041.00
"Currency","2015/01/29",4041.00
"Currency","2015/01/28",4041.00
"Currency","2015/01/27",4040.00
"Currency","2015/01/26",3960.10
"Currency","2015/01/23",4043.00
"Currency","2015/01/22",4041.00
"Currency","2015/01/21",4035.00
"Currency","2015/01/20",3973.50
"Currency","2015/01/19",4051.00
"Currency","2015/01/16",4045.00
"Currency","2015/01/15",4047.00
"Currency","2015/01/14",4051.00
"Currency","2015/01/13",4045.00
"Currency","2015/01/12",4051.00
"Currency","2015/01/09",4055.00
"Currency","2015/01/08",4055.00
"Currency","2015/01/07",4047.00
"Currency","2015/01/06",4029.00
"Currency","2015/01/05",4027.00
"Currency","2015/01/02",3993.80
"Currency","2015/01/01",4037.00
"Currency","2014/12/31",4040.00
"Currency","2014/12/30",4039.00
"Currency","2014/12/29",4031.00
"Currency","2014/12/26",4035.00
"Currency","2014/12/25",4035.00
"Currency","2014/12/24",4035.00
"Currency","2014/12/23",4031.00
"Currency","2014/12/22",4020.00
"Currency","2014/12/19",4025.00
"Currency","2014/12/18",4030.00
"Currency","2014/12/17",4040.00
"Currency","2014/12/16",4039.00
"Currency","2014/12/15",4041.00
"Currency","2014/12/12",4040.00
"Currency","2014/12/11",4037.00
"Currency","2014/12/10",4041.00
"Currency","2014/12/09",4040.00
"Currency","2014/12/08",4043.00
"Currency","2014/12/05",4031.00
"Currency","2014/12/04",4031.00
"Currency","2014/12/03",4001.60
"Currency","2014/12/02",4017.00
"Currency","2014/12/01",3984.50
"Currency","2014/11/28",3986.10
"Currency","2014/11/27",3964.90
"Currency","2014/11/26",3965.20
"Currency","2014/11/25",3966.00
"Currency","2014/11/24",4033.00
"Currency","2014/11/23",4057.00
"Currency","2014/11/22",4060.00
"Currency","2014/11/21",3975.30
"Currency","2014/11/20",4020.00
"Currency","2014/11/19",4023.00
"Currency","2014/11/18",3993.80
"Currency","2014/11/17",3956.60
"Currency","2014/11/16",4055.00
"Currency","2014/11/15",4055.00
"Currency","2014/11/14",3981.30
"Currency","2014/11/13",3991.80
"Currency","2014/11/12",3972.40
"Currency","2014/11/11",4004.50
"Currency","2014/11/10",3964.00
"Currency","2014/11/09",4069.00
"Currency","2014/11/08",4074.50
"Currency","2014/11/07",4029.90
"Currency","2014/11/06",3989.80
"Currency","2014/11/05",3985.40
"Currency","2014/11/04",4046.00
"Currency","2014/11/03",4016.40
"Currency","2014/11/02",4075.00
"Currency","2014/11/01",4080.00
"Currency","2014/10/31",4001.00
"Currency","2014/10/30",4029.30
"Currency","2014/10/29",3987.20
"Currency","2014/10/28",3996.10
"Currency","2014/10/27",3998.10
"Currency","2014/10/26",4075.00
"Currency","2014/10/25",4075.00
"Currency","2014/10/24",4039.00
"Currency","2014/10/23",4040.00
"Currency","2014/10/22",4016.90
"Currency","2014/10/21",4045.00
"Currency","2014/10/20",4046.00
"Currency","2014/10/19",4075.00
"Currency","2014/10/18",4075.00
"Currency","2014/10/17",3984.90
"Currency","2014/10/16",3946.30
"Currency","2014/10/15",4002.40
"Currency","2014/10/14",3985.30
"Currency","2014/10/13",4016.40
"Currency","2014/10/12",4075.00
"Currency","2014/10/11",4075.00
"Currency","2014/10/10",4027.10
"Currency","2014/10/09",4051.00
"Currency","2014/10/08",3969.40
"Currency","2014/10/07",3958.60
"Currency","2014/10/06",4039.60
"Currency","2014/10/05",4078.00
"Currency","2014/10/04",4078.00
"Currency","2014/10/03",4049.00
"Currency","2014/10/02",4051.00
"Currency","2014/10/01",3994.80
"Currency","2014/09/30",4000.90
"Currency","2014/09/29",4021.60
"Currency","2014/09/28",4078.00
"Currency","2014/09/27",4078.00
"Currency","2014/09/26",3985.00
"Currency","2014/09/25",4030.50
"Currency","2014/09/24",4022.30
"Currency","2014/09/23",4007.40
"Currency","2014/09/22",4011.80
"Currency","2014/09/21",4077.00
"Currency","2014/09/20",4082.30
"Currency","2014/09/19",3981.00
"Currency","2014/09/18",4036.10
"Currency","2014/09/17",3991.60
"Currency","2014/09/16",4035.00
"Currency","2014/09/15",3990.60
"Currency","2014/09/14",4078.00
"Currency","2014/09/13",4078.00
"Currency","2014/09/12",4050.00
"Currency","2014/09/11",4055.00
"Currency","2014/09/10",3976.60
"Currency","2014/09/09",4045.00
"Currency","2014/09/08",3993.60
"Currency","2014/09/05",4052.60
"Currency","2014/09/04",3994.70
"Currency","2014/09/03",3988.80
"Currency","2014/09/02",3995.60
"Currency","2014/09/01",4011.00
"Currency","2014/08/29",3991.60
"Currency","2014/08/28",3980.00
"Currency","2014/08/27",3994.20
"Currency","2014/08/26",3985.50
"Currency","2014/08/25",3992.40
"Currency","2014/08/24",4065.00
"Currency","2014/08/23",4065.00
"Currency","2014/08/22",3982.50
"Currency","2014/08/21",3983.00
"Currency","2014/08/20",3988.30
"Currency","2014/08/19",3990.20
"Currency","2014/08/18",3977.80
"Currency","2014/08/17",4053.50
"Currency","2014/08/16",4053.50
"Currency","2014/08/15",4030.00
"Currency","2014/08/14",4030.00
"Currency","2014/08/13",4033.00
"Currency","2014/08/12",4036.00
"Currency","2014/08/11",4030.00
"Currency","2014/08/10",4060.00
"Currency","2014/08/09",4060.00
"Currency","2014/08/08",4029.00
"Currency","2014/08/07",4019.00
"Currency","2014/08/06",3986.10
"Currency","2014/08/05",4017.00
"Currency","2014/08/04",4019.00
"Currency","2014/08/03",4030.00
"Currency","2014/08/02",4039.00
"Currency","2014/08/01",4027.00
"Currency","2014/07/31",4030.00
"Currency","2014/07/30",4033.00
"Currency","2014/07/29",4030.00
"Currency","2014/07/28",4029.00
"Currency","2014/07/27",4050.00
"Currency","2014/07/26",4051.50
"Currency","2014/07/25",4020.00
"Currency","2014/07/24",4028.00
"Currency","2014/07/23",3988.40
"Currency","2014/07/22",4027.00
"Currency","2014/07/21",3976.10
"Currency","2014/07/19",4045.50
"Currency","2014/07/18",4015.00
"Currency","2014/07/17",4017.00
"Currency","2014/07/16",4009.00
"Currency","2014/07/15",4010.00
"Currency","2014/07/14",4018.00
"Currency","2014/07/13",4020.00
"Currency","2014/07/12",4020.00
"Currency","2014/07/11",4015.00
"Currency","2014/07/10",3970.50
"Currency","2014/07/09",4015.00
"Currency","2014/07/08",4021.00
"Currency","2014/07/07",3978.60
"Currency","2014/07/06",4049.00
"Currency","2014/07/05",4049.00
"Currency","2014/07/04",4009.00
"Currency","2014/07/03",4011.00
"Currency","2014/07/02",3979.50
"Currency","2014/07/01",4010.00
"Currency","2014/06/30",4006.00
"Currency","2014/06/29",4049.00
"Currency","2014/06/28",4043.80
"Currency","2014/06/27",4015.00
"Currency","2014/06/26",4010.00
"Currency","2014/06/25",4019.00
"Currency","2014/06/24",3970.70
"Currency","2014/06/23",3972.40
"Currency","2014/06/22",4047.00
"Currency","2014/06/21",4041.00
"Currency","2014/06/20",4006.00
"Currency","2014/06/19",4010.00
"Currency","2014/06/18",4006.00
"Currency","2014/06/17",4005.00
"Currency","2014/06/16",4006.00
"Currency","2014/06/15",4042.80
"Currency","2014/06/14",4042.80
"Currency","2014/06/13",4006.00
"Currency","2014/06/12",4021.00
"Currency","2014/06/11",4005.00
"Currency","2014/06/10",4010.00
"Currency","2014/06/09",3988.10
"Currency","2014/06/08",4060.00
"Currency","2014/06/07",4050.30
"Currency","2014/06/06",4006.00
"Currency","2014/06/05",4005.00
"Currency","2014/06/04",4001.00
"Currency","2014/06/03",4006.00
"Currency","2014/06/02",4006.00
"Currency","2014/06/01",4049.00
"Currency","2014/05/31",4045.00
"Currency","2014/05/30",4003.00
"Currency","2014/05/29",4003.00
"Currency","2014/05/28",3971.80
"Currency","2014/05/27",3970.00
"Currency","2014/05/26",4001.00
"Currency","2014/05/24",4001.50
"Currency","2014/05/23",3993.00
"Currency","2014/05/22",3993.00
"Currency","2014/05/21",3991.00
"Currency","2014/05/20",3995.00
"Currency","2014/05/19",3958.70
"Currency","2014/05/18",4030.00
"Currency","2014/05/17",4027.00
"Currency","2014/05/16",3993.00
"Currency","2014/05/15",3993.00
"Currency","2014/05/14",3990.00
"Currency","2014/05/13",4003.00
"Currency","2014/05/12",3975.00
"Currency","2014/05/11",4025.00
"Currency","2014/05/10",4025.00
"Currency","2014/05/09",3979.00
"Currency","2014/05/08",3977.00
"Currency","2014/05/07",3980.00
"Currency","2014/05/06",3987.00
"Currency","2014/05/05",3980.00
"Currency","2014/05/04",4015.00
"Currency","2014/05/03",4015.00
"Currency","2014/05/02",3985.00
"Currency","2014/05/01",3985.00
"Currency","2014/04/30",3987.00
"Currency","2014/04/29",3987.00
"Currency","2014/04/28",3977.00
"Currency","2014/04/27",4010.00
"Currency","2014/04/26",4010.00
"Currency","2014/04/25",3985.00
"Currency","2014/04/24",3987.00
"Currency","2014/04/23",3987.00
"Currency","2014/04/22",3987.00
"Currency","2014/04/21",3938.30
"Currency","2014/04/20",3999.00
"Currency","2014/04/19",3999.00
"Currency","2014/04/18",3881.00
"Currency","2014/04/17",3883.00
"Currency","2014/04/16",3880.00
"Currency","2014/04/15",3943.20
"Currency","2014/04/14",3947.30
"Currency","2014/04/13",4005.00
"Currency","2014/04/12",4005.00
"Currency","2014/04/11",3889.00
"Currency","2014/04/10",3985.00
"Currency","2014/04/09",3986.00
"Currency","2014/04/08",3987.00
"Currency","2014/04/07",3924.50
"Currency","2014/04/06",4004.00
"Currency","2014/04/05",4004.00
"Currency","2014/04/04",3980.00
"Currency","2014/04/03",3932.70
"Currency","2014/04/02",3985.00
"Currency","2014/04/01",3985.00
"Currency","2014/03/31",3922.30
"Currency","2014/03/30",3998.00
"Currency","2014/03/29",4008.80
"Currency","2014/03/28",3971.00
"Currency","2014/03/27",3973.00
"Currency","2014/03/26",3977.00
"Currency","2014/03/25",3977.00
"Currency","2014/03/24",3923.80
"Currency","2014/03/23",3995.00
"Currency","2014/03/22",3995.00
"Currency","2014/03/21",3973.00
"Currency","2014/03/20",3971.00
"Currency","2014/03/19",3971.00
"Currency","2014/03/18",3971.00
"Currency","2014/03/17",3914.20
"Currency","2014/03/16",3995.00
"Currency","2014/03/15",4002.50
"Currency","2014/03/14",3971.00
"Currency","2014/03/13",3975.00
"Currency","2014/03/12",3977.00
"Currency","2014/03/11",3977.00
"Currency","2014/03/10",3927.70
"Currency","2014/03/09",3990.00
"Currency","2014/03/08",3990.00
"Currency","2014/03/07",3962.00
"Currency","2014/03/06",3962.00
"Currency","2014/03/05",3963.00
"Currency","2014/03/04",3961.00
"Currency","2014/03/03",3905.40
"Currency","2014/03/02",3983.00
"Currency","2014/03/01",3987.00
"Currency","2014/02/28",3960.00
"Currency","2014/02/27",3961.00
"Currency","2014/02/26",3961.00
"Currency","2014/02/25",3961.00
"Currency","2014/02/24",3902.00
"Currency","2014/02/23",3984.00
"Currency","2014/02/22",3985.50
"Currency","2014/02/21",3950.00
"Currency","2014/02/20",3953.00
"Currency","2014/02/19",3960.00
"Currency","2014/02/18",3911.80
"Currency","2014/02/17",3882.90
"Currency","2014/02/16",3955.00
"Currency","2014/02/15",4016.00
"Currency","2014/02/14",3906.30
"Currency","2014/02/13",3953.00
"Currency","2014/02/12",3960.00
"Currency","2014/02/11",3965.00
"Currency","2014/02/10",3896.50
"Currency","2014/02/09",3987.00
"Currency","2014/02/08",3997.00
"Currency","2014/02/07",3971.00
"Currency","2014/02/06",3971.00
"Currency","2014/02/05",3979.00
"Currency","2014/02/04",3975.00
"Currency","2014/02/03",3944.00
"Currency","2014/02/02",3995.00
"Currency","2014/02/01",3998.00
"Currency","2014/01/31",3973.00
"Currency","2014/01/30",3971.00
"Currency","2014/01/29",3971.00
"Currency","2014/01/28",3973.00
"Currency","2014/01/27",3940.30
"Currency","2014/01/25",3999.50
"Currency","2014/01/24",3971.00
"Currency","2014/01/23",3971.00
"Currency","2014/01/22",3971.00
"Currency","2014/01/21",3926.40
"Currency","2014/01/20",3943.60
"Currency","2014/01/19",3998.00
"Currency","2014/01/18",4001.00
"Currency","2014/01/17",3975.00
"Currency","2014/01/16",3973.00
"Currency","2014/01/15",3973.00
"Currency","2014/01/14",3971.00
"Currency","2014/01/13",3907.90
"Currency","2014/01/12",4002.00
"Currency","2014/01/11",4001.50
"Currency","2014/01/10",3971.00
"Currency","2014/01/09",3977.00
"Currency","2014/01/08",3975.00
"Currency","2014/01/07",3971.00
"Currency","2014/01/06",3955.50
"Currency","2014/01/05",4010.00
"Currency","2014/01/04",4008.00
"Currency","2014/01/03",3973.00
"Currency","2014/01/02",3903.20
"Currency","2014/01/01",3970.00
"Currency","2013/12/31",3970.00
"Currency","2013/12/30",3971.30
"Currency","2013/12/29",4007.00
"Currency","2013/12/28",4006.00
"Currency","2013/12/27",3975.00
"Currency","2013/12/26",3977.00
"Currency","2013/12/25",3977.00
"Currency","2013/12/24",3977.00
"Currency","2013/12/23",3923.20
"Currency","2013/12/22",3982.00
"Currency","2013/12/21",3995.00
"Currency","2013/12/20",3973.00
"Currency","2013/12/19",3975.00
"Currency","2013/12/18",3973.00
"Currency","2013/12/17",3977.00
"Currency","2013/12/16",3910.90
"Currency","2013/12/15",3987.00
"Currency","2013/12/14",3993.50
"Currency","2013/12/13",3977.00
"Currency","2013/12/12",3977.00
"Currency","2013/12/11",3976.00
"Currency","2013/12/10",3975.00
"Currency","2013/12/09",3918.80
"Currency","2013/12/08",4000.00
"Currency","2013/12/07",4003.50
"Currency","2013/12/06",3975.00
"Currency","2013/12/05",3977.00
"Currency","2013/12/04",3979.00
"Currency","2013/12/03",3986.00
"Currency","2013/12/02",3942.30
"Currency","2013/12/01",4009.50
"Currency","2013/11/30",4009.50
"Currency","2013/11/29",3936.00
"Currency","2013/11/28",3981.00
"Currency","2013/11/27",3986.00
"Currency","2013/11/26",3980.00
"Currency","2013/11/25",3924.70
"Currency","2013/11/24",3955.00
"Currency","2013/11/23",3982.50
"Currency","2013/11/22",3981.00
"Currency","2013/11/21",3983.00
"Currency","2013/11/20",3981.00
"Currency","2013/11/19",3981.00
"Currency","2013/11/18",3917.00
"Currency","2013/11/17",4003.00
"Currency","2013/11/16",4006.30
"Currency","2013/11/15",3918.80
"Currency","2013/11/14",3903.40
"Currency","2013/11/13",4000.00
"Currency","2013/11/12",3923.90
"Currency","2013/11/11",3844.60
"Currency","2013/11/10",3908.00
"Currency","2013/11/09",3973.30
"Currency","2013/11/08",3949.30
"Currency","2013/11/07",3920.40
"Currency","2013/11/06",3938.40
"Currency","2013/11/05",3937.50
"Currency","2013/11/04",3962.00
"Currency","2013/11/03",4027.00
"Currency","2013/11/02",4027.00
"Currency","2013/11/01",3984.80
"Currency","2013/10/31",3975.80
"Currency","2013/10/30",4048.00
"Currency","2013/10/29",3975.70
"Currency","2013/10/28",3988.90
"Currency","2013/10/27",4030.00
"Currency","2013/10/26",4030.00
"Currency","2013/10/25",3999.40
"Currency","2013/10/24",3944.90
"Currency","2013/10/23",3969.80
"Currency","2013/10/22",4001.90
"Currency","2013/10/21",4011.80
"Currency","2013/10/20",4078.00
"Currency","2013/10/19",4078.00
"Currency","2013/10/18",3990.70
"Currency","2013/10/17",4010.10
"Currency","2013/10/16",4058.00
"Currency","2013/10/15",3997.00
"Currency","2013/10/14",4008.50
"Currency","2013/10/13",4065.00
"Currency","2013/10/11",4004.40
"Currency","2013/10/10",4001.80
"Currency","2013/10/09",4001.40
"Currency","2013/10/08",4077.00
"Currency","2013/10/07",3993.40
"Currency","2013/10/04",3978.10
"Currency","2013/10/03",4060.00
"Currency","2013/10/02",4005.90
"Currency","2013/10/01",3993.40
"Currency","2013/09/30",4004.70
"Currency","2013/09/27",4062.00
"Currency","2013/09/26",4008.40
"Currency","2013/09/25",3966.30
"Currency","2013/09/24",4015.30
"Currency","2013/09/23",4008.90
"Currency","2013/09/20",3939.80
"Currency","2013/09/19",3960.30
"Currency","2013/09/18",4008.60
"Currency","2013/09/17",4010.10
"Currency","2013/09/16",3908.20
"Currency","2013/09/13",4010.20
"Currency","2013/09/12",3986.50
"Currency","2013/09/11",3999.30
"Currency","2013/09/10",3989.50
"Currency","2013/09/09",3998.20
"Currency","2013/09/06",4049.00
"Currency","2013/09/05",4014.90
"Currency","2013/09/04",4023.30
"Currency","2013/09/03",4034.60
"Currency","2013/09/02",4033.00
"Currency","2013/08/30",4027.10
"Currency","2013/08/29",4024.00
"Currency","2013/08/28",4007.50
"Currency","2013/08/27",4020.80
"Currency","2013/08/26",4009.20
"Currency","2013/08/23",4004.10
"Currency","2013/08/22",4029.50
"Currency","2013/08/21",4008.60
"Currency","2013/08/20",4062.00
"Currency","2013/08/19",4025.00
"Currency","2013/08/16",4062.00
"Currency","2013/08/15",4018.80
"Currency","2013/08/14",4037.00
"Currency","2013/08/13",4023.00
"Currency","2013/08/12",4060.00
"Currency","2013/08/09",4022.60
"Currency","2013/08/08",4014.90
"Currency","2013/08/07",4020.30
"Currency","2013/08/06",4028.80
"Currency","2013/08/05",3997.90
"Currency","2013/08/02",4025.90
"Currency","2013/08/01",4007.10
"Currency","2013/07/31",4023.50
"Currency","2013/07/30",4027.40
"Currency","2013/07/29",4015.30
"Currency","2013/07/26",3993.40
"Currency","2013/07/25",3971.80
"Currency","2013/07/24",3948.10
"Currency","2013/07/23",3959.70
"Currency","2013/07/22",3952.20
"Currency","2013/07/19",3957.30
"Currency","2013/07/18",3970.50
"Currency","2013/07/17",3893.40
"Currency","2013/07/16",3924.50
"Currency","2013/07/15",3959.10
"Currency","2013/07/12",3953.40
"Currency","2013/07/11",3912.10
"Currency","2013/07/10",3986.50
"Currency","2013/07/09",4041.00
"Currency","2013/07/08",3920.00
"Currency","2013/07/05",3932.80
"Currency","2013/07/04",4043.00
"Currency","2013/07/03",3919.80
"Currency","2013/07/02",4041.00
"Currency","2013/07/01",4038.30
"Currency","2013/06/28",4015.00
"Currency","2013/06/27",4023.60
"Currency","2013/06/26",4035.50
"Currency","2013/06/25",4015.90
"Currency","2013/06/24",4048.80
"Currency","2013/06/21",4013.60
"Currency","2013/06/20",4052.90
"Currency","2013/06/19",3903.80
"Currency","2013/06/18",3901.40
"Currency","2013/06/17",3899.50
"Currency","2013/06/14",3896.10
"Currency","2013/06/13",3891.60
"Currency","2013/06/12",3867.60
"Currency","2013/06/11",3867.60
"Currency","2013/06/10",3867.60
"Currency","2013/06/07",3867.60
"Currency","2013/06/06",3897.90
"Currency","2013/06/05",3909.90
"Currency","2013/06/04",4057.00
"Currency","2013/06/03",3904.10
"Currency","2013/05/31",4057.00
"Currency","2013/05/30",3902.90
"Currency","2013/05/29",3927.70
"Currency","2013/05/28",3908.60
"Currency","2013/05/27",3913.90
"Currency","2013/05/24",3891.70
"Currency","2013/05/23",3929.00
"Currency","2013/05/22",3892.70
"Currency","2013/05/21",3897.50
"Currency","2013/05/20",3911.30
"Currency","2013/05/17",3899.00
"Currency","2013/05/16",3898.90
"Currency","2013/05/15",3916.60
"Currency","2013/05/14",3908.20
"Currency","2013/05/13",3906.80
"Currency","2013/05/10",3941.00
"Currency","2013/05/09",3897.60
"Currency","2013/05/08",3919.50
"Currency","2013/05/07",3914.10
"Currency","2013/05/06",3981.00
"Currency","2013/05/03",3938.80
"Currency","2013/05/02",3914.20
"Currency","2013/05/01",3879.60
"Currency","2013/04/30",3902.30
"Currency","2013/04/29",3899.10
"Currency","2013/04/26",3925.00
"Currency","2013/04/25",3907.20
"Currency","2013/04/24",3901.00
"Currency","2013/04/23",3898.50
"Currency","2013/04/22",3917.30
"Currency","2013/04/19",3932.40
"Currency","2013/04/18",3938.30
"Currency","2013/04/17",3884.00
"Currency","2013/04/16",3916.10
"Currency","2013/04/15",3892.30
"Currency","2013/04/12",3913.20
"Currency","2013/04/11",3915.50
"Currency","2013/04/10",3892.80
"Currency","2013/04/09",3908.90
"Currency","2013/04/08",3884.10
"Currency","2013/04/05",3866.60
"Currency","2013/04/04",3897.10
"Currency","2013/04/03",3908.30
"Currency","2013/04/02",3851.00
"Currency","2013/04/01",3902.90
"Currency","2013/03/29",3901.90
"Currency","2013/03/28",3901.90
"Currency","2013/03/27",3903.40
"Currency","2013/03/26",3947.40
"Currency","2013/03/25",3893.60
"Currency","2013/03/22",3912.10
"Currency","2013/03/21",3898.30
"Currency","2013/03/20",3929.90
"Currency","2013/03/19",3903.60
"Currency","2013/03/18",3900.90
"Currency","2013/03/15",3879.00
"Currency","2013/03/14",3967.00
"Currency","2013/03/13",3900.30
"Currency","2013/03/12",3894.50
"Currency","2013/03/11",3938.30
"Currency","2013/03/08",3880.40
"Currency","2013/03/07",3926.80
"Currency","2013/03/06",3901.00
"Currency","2013/03/05",3900.50
"Currency","2013/03/04",3904.50
"Currency","2013/03/01",3924.30
"Currency","2013/02/28",3898.50
"Currency","2013/02/27",3909.40
"Currency","2013/02/26",3967.50
"Currency","2013/02/25",3900.00
"Currency","2013/02/22",3904.40
"Currency","2013/02/21",3933.60
"Currency","2013/02/20",3892.10
"Currency","2013/02/19",3906.20
"Currency","2013/02/18",3897.20
"Currency","2013/02/15",3959.00
"Currency","2013/02/14",3920.90
"Currency","2013/02/13",3904.10
"Currency","2013/02/12",3901.90
"Currency","2013/02/11",3920.90
"Currency","2013/02/08",3959.60
"Currency","2013/02/07",3910.30
"Currency","2013/02/06",3900.90
"Currency","2013/02/05",3920.80
"Currency","2013/02/04",3908.30
"Currency","2013/02/01",3900.00
"Currency","2013/01/31",3901.50
"Currency","2013/01/30",3890.50
"Currency","2013/01/29",3904.60
"Currency","2013/01/28",3898.80
"Currency","2013/01/25",3892.90
"Currency","2013/01/24",3914.50
"Currency","2013/01/23",3912.70
"Currency","2013/01/22",3905.40
"Currency","2013/01/21",3917.00
"Currency","2013/01/18",3901.10
"Currency","2013/01/17",3977.00
"Currency","2013/01/16",3935.50
"Currency","2013/01/15",3916.80
"Currency","2013/01/14",3893.90
"Currency","2013/01/11",3868.30
"Currency","2013/01/10",3917.70
"Currency","2013/01/09",3932.90
"Currency","2013/01/08",3893.80
"Currency","2013/01/07",3959.00
"Currency","2013/01/04",3957.00
"Currency","2013/01/03",3939.80
"Currency","2013/01/02",3912.50
"Currency","2013/01/01",3916.50
"Currency","2012/12/31",3909.40
"Currency","2012/12/28",3951.00
"Currency","2012/12/27",3919.00
"Currency","2012/12/26",3931.60
"Currency","2012/12/25",3924.90
"Currency","2012/12/24",3924.90
"Currency","2012/12/21",3924.20
"Currency","2012/12/20",3939.60
"Currency","2012/12/19",3907.00
"Currency","2012/12/18",3918.40
"Currency","2012/12/17",3898.50
"Currency","2012/12/14",3910.60
"Currency","2012/12/13",3905.70
"Currency","2012/12/12",3915.00
"Currency","2012/12/11",3909.80
"Currency","2012/12/10",3919.80
"Currency","2012/12/07",3948.20
"Currency","2012/12/06",3922.80
"Currency","2012/12/05",3916.10
"Currency","2012/12/04",3912.10
"Currency","2012/12/03",3925.20
"Currency","2012/11/30",3921.60
"Currency","2012/11/29",3961.00
"Currency","2012/11/28",3922.30
"Currency","2012/11/27",3907.50
"Currency","2012/11/26",3896.10
"Currency","2012/11/23",3921.30
"Currency","2012/11/22",3915.30
"Currency","2012/11/21",3921.10
"Currency","2012/11/20",3922.00
"Currency","2012/11/19",3913.50
"Currency","2012/11/16",3911.50
"Currency","2012/11/15",3917.50
"Currency","2012/11/14",3925.00
"Currency","2012/11/13",3926.80
"Currency","2012/11/12",3923.20
"Currency","2012/11/09",3921.80
"Currency","2012/11/08",3936.10
"Currency","2012/11/07",4017.00
"Currency","2012/11/06",3944.70
"Currency","2012/11/05",3961.10
"Currency","2012/11/02",3954.60
"Currency","2012/11/01",3968.70
"Currency","2012/10/31",3946.90
"Currency","2012/10/30",3958.80
"Currency","2012/10/29",3947.40
"Currency","2012/10/26",4019.00
"Currency","2012/10/25",3951.70
"Currency","2012/10/24",4009.00
"Currency","2012/10/23",3959.40
"Currency","2012/10/22",3960.50
"Currency","2012/10/19",3965.40
"Currency","2012/10/18",3953.80
"Currency","2012/10/17",3928.30
"Currency","2012/10/16",3956.20
"Currency","2012/10/15",3956.30
"Currency","2012/10/12",3946.60
"Currency","2012/10/11",3947.90
"Currency","2012/10/10",4009.00
"Currency","2012/10/09",3946.40
"Currency","2012/10/08",3947.20
"Currency","2012/10/05",3934.90
"Currency","2012/10/04",3953.50
"Currency","2012/10/03",3980.80
"Currency","2012/10/02",3983.90
"Currency","2012/10/01",4000.60
"Currency","2012/09/28",3967.00
"Currency","2012/09/27",3981.30
"Currency","2012/09/26",3986.40
"Currency","2012/09/25",3976.80
"Currency","2012/09/24",3993.10
"Currency","2012/09/23",4070.10
"Currency","2012/09/21",3980.20
"Currency","2012/09/20",3972.50
"Currency","2012/09/19",3991.70
"Currency","2012/09/18",3987.50
"Currency","2012/09/17",3976.50
"Currency","2012/09/16",4052.40
"Currency","2012/09/14",3960.30
"Currency","2012/09/13",3990.80
