"Indicator","Time","Value (USD/GTQ)"
"Currency","1996/11/25",6.00
"Currency","1996/11/22",6.00
"Currency","1996/11/21",6.02
"Currency","1996/11/20",6.02
"Currency","1996/11/19",6.02
"Currency","1996/11/18",6.02
"Currency","1996/11/15",6.02
"Currency","1996/11/14",6.04
"Currency","1996/11/13",6.04
"Currency","1996/11/12",6.04
"Currency","1996/11/11",6.04
"Currency","1996/11/08",6.04
"Currency","1996/11/07",6.07
"Currency","1996/11/06",6.07
"Currency","1996/11/05",6.07
"Currency","1996/11/04",6.07
"Currency","1996/11/01",6.07
"Currency","1996/10/31",6.05
"Currency","1996/10/30",6.05
"Currency","1996/10/29",6.05
"Currency","1996/10/28",6.05
"Currency","1996/10/25",6.05
"Currency","1996/10/24",6.08
"Currency","1996/10/23",6.08
"Currency","1996/10/22",6.08
"Currency","1996/10/21",6.08
"Currency","1996/10/18",6.08
"Currency","1996/10/17",6.07
"Currency","1996/10/16",6.07
"Currency","1996/10/15",6.07
"Currency","1996/10/14",6.07
"Currency","1996/10/11",6.07
"Currency","1996/10/10",6.03
"Currency","1996/10/09",6.03
"Currency","1996/10/08",6.03
"Currency","1996/10/07",6.03
"Currency","1996/10/04",6.03
"Currency","1996/10/03",6.05
"Currency","1996/10/02",6.05
"Currency","1996/10/01",6.05
"Currency","1996/09/30",6.05
"Currency","1996/09/27",6.05
"Currency","1996/09/26",6.05
"Currency","1996/09/25",6.05
"Currency","1996/09/24",6.05
"Currency","1996/09/23",6.05
"Currency","1996/09/20",6.05
"Currency","1996/09/19",6.06
"Currency","1996/09/18",6.06
"Currency","1996/09/17",6.06
"Currency","1996/09/16",6.06
"Currency","1996/09/13",6.06
"Currency","1996/09/12",6.06
"Currency","1996/09/11",6.06
"Currency","1996/09/10",6.06
"Currency","1996/09/09",6.06
"Currency","1996/09/06",6.06
"Currency","1996/09/05",6.05
"Currency","1996/09/04",6.05
"Currency","1996/09/03",6.05
"Currency","1996/09/02",6.05
"Currency","1996/08/30",6.08
"Currency","1996/08/29",6.08
"Currency","1996/08/28",6.08
"Currency","1996/08/27",6.08
"Currency","1996/08/26",6.08
"Currency","1996/08/23",6.08
"Currency","1996/08/22",6.09
"Currency","1996/08/21",6.09
"Currency","1996/08/20",6.09
"Currency","1996/08/19",6.09
"Currency","1996/08/16",6.09
"Currency","1996/08/15",6.09
"Currency","1996/08/14",6.09
"Currency","1996/08/13",6.09
"Currency","1996/08/12",6.09
"Currency","1996/08/09",6.09
"Currency","1996/08/08",6.51
"Currency","1996/08/07",6.51
"Currency","1996/08/06",6.51
"Currency","1996/08/05",6.51
"Currency","1996/08/02",6.51
"Currency","1996/08/01",6.09
"Currency","1996/07/31",6.09
"Currency","1996/07/30",6.09
"Currency","1996/07/29",6.09
"Currency","1996/07/26",6.09
"Currency","1996/07/25",6.10
"Currency","1996/07/24",6.10
"Currency","1996/07/23",6.10
"Currency","1996/07/22",6.10
"Currency","1996/07/19",6.10
"Currency","1996/07/18",6.10
"Currency","1996/07/17",6.10
"Currency","1996/07/16",6.10
"Currency","1996/07/15",6.10
"Currency","1996/07/12",6.10
"Currency","1996/07/11",6.13
"Currency","1996/07/10",6.13
"Currency","1996/07/09",6.13
"Currency","1996/07/08",6.13
"Currency","1996/07/05",6.13
"Currency","1996/07/04",6.13
"Currency","1996/07/03",6.13
"Currency","1996/07/02",6.13
"Currency","1996/07/01",6.13
"Currency","1996/06/28",6.13
"Currency","1996/06/27",6.12
"Currency","1996/06/26",6.12
"Currency","1996/06/25",6.12
"Currency","1996/06/24",6.12
"Currency","1996/06/21",6.12
"Currency","1996/06/20",6.12
"Currency","1996/06/19",6.12
"Currency","1996/06/18",6.12
"Currency","1996/06/17",6.12
"Currency","1996/06/14",6.12
"Currency","1996/06/13",6.14
"Currency","1996/06/12",6.14
"Currency","1996/06/11",6.14
"Currency","1996/06/10",6.14
"Currency","1996/06/07",6.06
"Currency","1996/06/06",6.06
"Currency","1996/06/05",6.06
"Currency","1996/06/04",6.06
"Currency","1996/06/03",6.06
"Currency","1996/05/31",6.06
"Currency","1996/05/30",6.06
"Currency","1996/05/29",6.06
"Currency","1996/05/28",6.06
"Currency","1996/05/27",6.06
"Currency","1996/05/24",6.06
"Currency","1996/05/23",6.06
"Currency","1996/05/22",6.06
"Currency","1996/05/21",6.06
"Currency","1996/05/20",6.06
"Currency","1996/05/17",6.06
"Currency","1996/05/16",6.09
"Currency","1996/05/15",6.09
"Currency","1996/05/14",6.09
"Currency","1996/05/13",6.09
"Currency","1996/05/10",6.09
"Currency","1996/05/09",6.13
"Currency","1996/05/08",6.13
"Currency","1996/05/07",6.13
"Currency","1996/05/06",6.13
"Currency","1996/05/03",6.13
"Currency","1996/05/02",6.13
"Currency","1996/05/01",6.13
"Currency","1996/04/30",6.13
"Currency","1996/04/29",6.13
"Currency","1996/04/26",6.13
"Currency","1996/04/25",6.13
"Currency","1996/04/24",6.13
"Currency","1996/04/23",6.13
"Currency","1996/04/22",6.13
"Currency","1996/04/19",6.18
"Currency","1996/04/18",6.18
"Currency","1996/04/17",6.18
"Currency","1996/04/16",6.18
"Currency","1996/04/15",6.18
"Currency","1996/04/12",6.18
"Currency","1996/04/11",6.18
"Currency","1996/04/10",6.18
"Currency","1996/04/09",6.18
"Currency","1996/04/08",6.18
"Currency","1996/04/05",6.18
"Currency","1996/04/04",6.18
"Currency","1996/04/03",6.18
"Currency","1996/04/02",6.18
"Currency","1996/04/01",6.18
"Currency","1996/03/29",6.18
"Currency","1996/03/28",6.19
"Currency","1996/03/27",6.19
"Currency","1996/03/26",6.19
"Currency","1996/03/25",6.19
"Currency","1996/03/22",6.19
"Currency","1996/03/21",6.19
"Currency","1996/03/20",6.19
"Currency","1996/03/19",6.19
"Currency","1996/03/18",6.19
"Currency","1996/03/15",6.19
"Currency","1996/03/14",6.20
"Currency","1996/03/13",6.20
"Currency","1996/03/12",6.20
"Currency","1996/03/11",6.20
"Currency","1996/03/08",6.20
"Currency","1996/03/07",6.18
"Currency","1996/03/06",6.18
"Currency","1996/03/05",6.18
"Currency","1996/03/04",6.18
"Currency","1996/03/01",6.18
"Currency","1996/02/29",6.16
"Currency","1996/02/28",6.16
"Currency","1996/02/27",6.16
"Currency","1996/02/26",6.16
"Currency","1996/02/23",6.16
"Currency","1996/02/22",6.16
"Currency","1996/02/21",6.16
"Currency","1996/02/20",6.16
"Currency","1996/02/19",6.16
"Currency","1996/02/16",6.16
"Currency","1996/02/15",6.14
"Currency","1996/02/14",6.14
"Currency","1996/02/13",6.14
"Currency","1996/02/12",6.14
"Currency","1996/02/09",6.14
"Currency","1996/02/08",6.14
"Currency","1996/02/07",6.14
"Currency","1996/02/06",6.14
"Currency","1996/02/05",6.14
"Currency","1996/02/02",6.14
"Currency","1996/02/01",6.07
"Currency","1996/01/31",6.07
"Currency","1996/01/30",6.07
"Currency","1996/01/29",6.07
"Currency","1996/01/26",6.07
"Currency","1996/01/25",6.07
"Currency","1996/01/24",6.07
"Currency","1996/01/23",6.07
"Currency","1996/01/22",6.07
"Currency","1996/01/19",6.07
"Currency","1996/01/18",6.07
"Currency","1996/01/17",6.07
"Currency","1996/01/16",6.07
"Currency","1996/01/15",6.07
"Currency","1996/01/12",6.07
"Currency","1996/01/11",6.07
"Currency","1996/01/10",6.07
"Currency","1996/01/09",6.07
"Currency","1996/01/08",6.07
"Currency","1996/01/05",5.95
"Currency","1996/01/04",5.95
"Currency","1996/01/03",5.95
"Currency","1996/01/02",5.95
"Currency","1996/01/01",5.95
"Currency","1995/12/29",5.95
"Currency","1995/12/28",5.91
"Currency","1995/12/27",5.91
"Currency","1995/12/26",5.91
"Currency","1995/12/25",5.91
"Currency","1995/12/22",5.91
"Currency","1995/12/21",5.88
"Currency","1995/12/20",5.88
"Currency","1995/12/19",5.88
"Currency","1995/12/18",5.88
"Currency","1995/12/15",5.88
"Currency","1995/12/14",5.97
"Currency","1995/12/13",5.97
"Currency","1995/12/12",5.97
"Currency","1995/12/11",5.97
"Currency","1995/12/08",5.97
"Currency","1995/12/07",5.98
"Currency","1995/12/06",5.98
"Currency","1995/12/05",5.98
"Currency","1995/12/04",5.98
"Currency","1995/12/01",5.98
"Currency","1995/11/30",5.96
"Currency","1995/11/29",5.96
"Currency","1995/11/28",5.96
"Currency","1995/11/27",5.96
"Currency","1995/11/24",5.96
"Currency","1995/11/23",5.96
"Currency","1995/11/22",5.96
"Currency","1995/11/21",5.94
"Currency","1995/11/20",5.94
"Currency","1995/11/17",5.94
"Currency","1995/11/16",5.94
"Currency","1995/11/15",5.94
"Currency","1995/11/14",5.94
"Currency","1995/11/13",5.94
"Currency","1995/11/10",5.94
"Currency","1995/11/09",5.94
"Currency","1995/11/08",5.94
"Currency","1995/11/07",5.94
"Currency","1995/11/06",5.94
"Currency","1995/11/03",5.94
"Currency","1995/11/02",5.94
"Currency","1995/11/01",5.94
"Currency","1995/10/31",5.94
"Currency","1995/10/30",5.94
"Currency","1995/10/27",5.94
"Currency","1995/10/26",5.94
"Currency","1995/10/25",5.94
"Currency","1995/10/24",5.94
"Currency","1995/10/23",5.94
"Currency","1995/10/20",5.94
"Currency","1995/10/19",5.94
"Currency","1995/10/18",5.94
"Currency","1995/10/17",5.94
"Currency","1995/10/16",5.94
"Currency","1995/10/13",5.92
"Currency","1995/10/12",5.92
"Currency","1995/10/11",5.92
"Currency","1995/10/10",5.92
"Currency","1995/10/09",5.92
"Currency","1995/10/06",5.92
"Currency","1995/10/05",5.97
"Currency","1995/10/04",5.97
"Currency","1995/10/03",5.97
"Currency","1995/10/02",5.97
"Currency","1995/09/29",5.87
"Currency","1995/09/28",5.87
"Currency","1995/09/27",5.87
"Currency","1995/09/26",5.87
"Currency","1995/09/25",5.87
"Currency","1995/09/22",5.87
"Currency","1995/09/21",5.86
"Currency","1995/09/20",5.86
"Currency","1995/09/19",5.86
"Currency","1995/09/18",5.86
"Currency","1995/09/15",5.86
"Currency","1995/09/14",5.85
"Currency","1995/09/13",5.85
"Currency","1995/09/12",5.85
"Currency","1995/09/11",5.85
"Currency","1995/09/08",5.85
"Currency","1995/09/07",5.86
"Currency","1995/09/06",5.86
"Currency","1995/09/05",5.86
"Currency","1995/09/04",5.86
"Currency","1995/09/01",5.86
"Currency","1995/08/31",5.80
"Currency","1995/08/30",5.80
"Currency","1995/08/29",5.80
"Currency","1995/08/28",5.80
"Currency","1995/08/25",5.80
"Currency","1995/08/24",5.79
"Currency","1995/08/23",5.79
"Currency","1995/08/22",5.79
"Currency","1995/08/21",5.79
"Currency","1995/08/18",5.79
"Currency","1995/08/17",5.77
"Currency","1995/08/16",5.77
"Currency","1995/08/15",5.77
"Currency","1995/08/14",5.77
"Currency","1995/08/11",5.77
"Currency","1995/08/10",5.78
"Currency","1995/08/09",5.78
"Currency","1995/08/08",5.78
"Currency","1995/08/07",5.78
"Currency","1995/08/04",5.78
"Currency","1995/08/03",5.77
"Currency","1995/08/02",5.77
"Currency","1995/08/01",5.77
"Currency","1995/07/31",5.77
"Currency","1995/07/28",5.77
"Currency","1995/07/27",5.77
"Currency","1995/07/26",5.77
"Currency","1995/07/25",5.77
"Currency","1995/07/24",5.77
"Currency","1995/07/21",5.77
"Currency","1995/07/20",5.76
"Currency","1995/07/19",5.76
"Currency","1995/07/18",5.76
"Currency","1995/07/17",5.76
"Currency","1995/07/14",5.76
"Currency","1995/07/13",5.76
"Currency","1995/07/12",5.76
"Currency","1995/07/11",5.76
"Currency","1995/07/10",5.76
"Currency","1995/07/07",5.76
"Currency","1995/07/06",5.76
"Currency","1995/07/05",5.76
"Currency","1995/07/04",5.76
"Currency","1995/07/03",5.76
"Currency","1995/06/30",5.76
"Currency","1995/06/29",5.76
"Currency","1995/06/28",5.76
"Currency","1995/06/27",5.76
"Currency","1995/06/26",5.76
"Currency","1995/06/23",5.76
"Currency","1995/06/22",5.76
"Currency","1995/06/21",5.76
"Currency","1995/06/20",5.76
"Currency","1995/06/19",5.76
"Currency","1995/06/16",5.76
"Currency","1995/06/15",5.75
"Currency","1995/06/14",5.75
"Currency","1995/06/13",5.75
"Currency","1995/06/12",5.75
"Currency","1995/06/09",5.75
"Currency","1995/06/08",5.85
"Currency","1995/06/07",5.85
"Currency","1995/06/06",5.85
"Currency","1995/06/05",5.85
"Currency","1995/06/02",5.85
"Currency","1995/06/01",5.75
"Currency","1995/05/31",5.75
"Currency","1995/05/30",5.75
"Currency","1995/05/29",5.75
"Currency","1995/05/26",5.75
"Currency","1995/05/25",5.73
"Currency","1995/05/24",5.73
"Currency","1995/05/23",5.73
"Currency","1995/05/22",5.73
"Currency","1995/05/19",5.73
"Currency","1995/05/18",5.72
"Currency","1995/05/17",5.72
"Currency","1995/05/16",5.72
"Currency","1995/05/15",5.72
"Currency","1995/05/12",5.72
"Currency","1995/05/11",5.72
"Currency","1995/05/10",5.72
"Currency","1995/05/09",5.72
"Currency","1995/05/08",5.72
"Currency","1995/05/05",5.72
"Currency","1995/05/04",5.72
"Currency","1995/05/03",5.72
"Currency","1995/05/02",5.72
"Currency","1995/05/01",5.72
"Currency","1995/04/28",5.72
"Currency","1995/04/27",5.76
"Currency","1995/04/26",5.76
"Currency","1995/04/25",5.76
"Currency","1995/04/24",5.76
"Currency","1995/04/21",5.76
"Currency","1995/04/20",5.73
"Currency","1995/04/19",5.73
"Currency","1995/04/18",5.73
"Currency","1995/04/17",5.73
"Currency","1995/04/14",5.73
"Currency","1995/04/13",5.73
"Currency","1995/04/12",5.73
"Currency","1995/04/11",5.73
"Currency","1995/04/10",5.73
"Currency","1995/04/07",5.73
"Currency","1995/04/06",5.74
"Currency","1995/04/05",5.74
"Currency","1995/04/04",5.74
"Currency","1995/04/03",5.74
"Currency","1995/03/31",5.74
"Currency","1995/03/30",5.69
"Currency","1995/03/29",5.69
"Currency","1995/03/28",5.69
"Currency","1995/03/27",5.69
"Currency","1995/03/24",5.69
"Currency","1995/03/23",5.69
"Currency","1995/03/22",5.69
"Currency","1995/03/21",5.69
"Currency","1995/03/20",5.69
"Currency","1995/03/17",5.69
"Currency","1995/03/16",5.66
"Currency","1995/03/15",5.66
"Currency","1995/03/14",5.66
"Currency","1995/03/13",5.66
"Currency","1995/03/10",5.66
"Currency","1995/03/09",5.70
"Currency","1995/03/08",5.70
"Currency","1995/03/07",5.70
"Currency","1995/03/06",5.70
"Currency","1995/03/03",5.70
"Currency","1995/03/02",5.70
"Currency","1995/03/01",5.70
"Currency","1995/02/28",5.70
"Currency","1995/02/27",5.70
"Currency","1995/02/24",5.70
"Currency","1995/02/23",5.74
"Currency","1995/02/22",5.74
"Currency","1995/02/21",5.74
"Currency","1995/02/20",5.74
"Currency","1995/02/17",5.74
"Currency","1995/02/16",5.75
"Currency","1995/02/15",5.75
"Currency","1995/02/14",5.75
"Currency","1995/02/13",5.75
"Currency","1995/02/10",5.75
"Currency","1995/02/09",5.71
"Currency","1995/02/08",5.71
"Currency","1995/02/07",5.71
"Currency","1995/02/06",5.71
"Currency","1995/02/03",5.71
"Currency","1995/02/02",5.76
"Currency","1995/02/01",5.76
"Currency","1995/01/31",5.76
"Currency","1995/01/30",5.76
"Currency","1995/01/27",5.76
"Currency","1995/01/26",5.77
"Currency","1995/01/25",5.77
"Currency","1995/01/24",5.77
"Currency","1995/01/23",5.77
"Currency","1995/01/20",5.77
"Currency","1995/01/19",5.79
"Currency","1995/01/18",5.79
"Currency","1995/01/17",5.79
"Currency","1995/01/16",5.79
"Currency","1995/01/13",5.66
"Currency","1995/01/12",5.66
"Currency","1995/01/11",5.66
"Currency","1995/01/10",5.66
"Currency","1995/01/09",5.66
"Currency","1995/01/06",5.66
"Currency","1995/01/05",5.61
"Currency","1995/01/04",5.61
"Currency","1995/01/03",5.61
"Currency","1995/01/02",5.61
"Currency","1994/12/30",5.61
"Currency","1994/12/29",5.61
"Currency","1994/12/28",5.61
"Currency","1994/12/27",5.61
"Currency","1994/12/26",5.61
"Currency","1994/12/23",5.61
"Currency","1994/12/22",5.61
"Currency","1994/12/21",5.61
"Currency","1994/12/20",5.61
"Currency","1994/12/19",5.61
"Currency","1994/12/16",5.61
"Currency","1994/12/15",5.63
"Currency","1994/12/14",5.63
"Currency","1994/12/13",5.63
"Currency","1994/12/12",5.63
"Currency","1994/12/09",5.63
"Currency","1994/12/08",5.68
"Currency","1994/12/07",5.68
"Currency","1994/12/06",5.68
"Currency","1994/12/05",5.68
"Currency","1994/12/02",5.78
"Currency","1994/12/01",5.78
"Currency","1994/11/30",5.78
"Currency","1994/11/29",5.78
"Currency","1994/11/28",5.78
"Currency","1994/11/25",5.78
"Currency","1994/11/24",5.76
"Currency","1994/11/23",5.76
"Currency","1994/11/22",5.76
"Currency","1994/11/21",5.76
"Currency","1994/11/18",5.76
"Currency","1994/11/17",5.79
"Currency","1994/11/16",5.79
"Currency","1994/11/15",5.79
"Currency","1994/11/14",5.79
"Currency","1994/11/11",5.79
"Currency","1994/11/10",5.76
"Currency","1994/11/09",5.76
"Currency","1994/11/08",5.76
"Currency","1994/11/07",5.76
"Currency","1994/11/04",5.76
"Currency","1994/11/03",5.75
"Currency","1994/11/02",5.75
"Currency","1994/11/01",5.75
"Currency","1994/10/31",5.75
"Currency","1994/10/28",5.75
"Currency","1994/10/27",5.76
"Currency","1994/10/26",5.76
"Currency","1994/10/25",5.76
"Currency","1994/10/24",5.76
"Currency","1994/10/21",5.76
"Currency","1994/10/20",5.76
"Currency","1994/10/19",5.76
"Currency","1994/10/18",5.76
"Currency","1994/10/17",5.76
"Currency","1994/10/14",5.76
"Currency","1994/10/13",5.76
"Currency","1994/10/12",5.76
"Currency","1994/10/11",5.76
"Currency","1994/10/10",5.76
"Currency","1994/10/07",5.76
"Currency","1994/10/06",5.76
"Currency","1994/10/05",5.76
"Currency","1994/10/04",5.76
"Currency","1994/10/03",5.76
"Currency","1994/09/30",5.76
"Currency","1994/09/29",5.76
"Currency","1994/09/28",5.76
"Currency","1994/09/27",5.76
"Currency","1994/09/26",5.76
"Currency","1994/09/23",5.76
"Currency","1994/09/22",5.72
"Currency","1994/09/21",5.72
"Currency","1994/09/20",5.72
"Currency","1994/09/19",5.72
"Currency","1994/09/16",5.72
"Currency","1994/09/15",5.72
"Currency","1994/09/14",5.72
"Currency","1994/09/13",5.72
"Currency","1994/09/12",5.72
"Currency","1994/09/09",5.72
"Currency","1994/09/08",5.75
"Currency","1994/09/07",5.75
"Currency","1994/09/06",5.79
"Currency","1994/09/05",5.78
"Currency","1994/09/02",5.78
"Currency","1994/09/01",5.77
"Currency","1994/08/31",5.74
"Currency","1994/08/30",5.73
"Currency","1994/08/29",5.74
"Currency","1994/08/26",5.77
"Currency","1994/08/25",5.76
"Currency","1994/08/24",5.73
"Currency","1994/08/23",5.70
"Currency","1994/08/22",5.68
"Currency","1994/08/19",5.67
"Currency","1994/08/18",5.64
"Currency","1994/08/17",5.63
"Currency","1994/08/16",5.61
"Currency","1994/08/15",5.61
"Currency","1994/08/12",5.61
"Currency","1994/08/11",5.65
"Currency","1994/08/10",5.65
"Currency","1994/08/09",5.59
"Currency","1994/08/08",5.55
"Currency","1994/08/05",5.53
"Currency","1994/08/04",5.51
"Currency","1994/08/03",5.47
"Currency","1994/08/02",5.50
"Currency","1994/08/01",5.56
"Currency","1994/07/29",5.59
"Currency","1994/07/28",5.60
"Currency","1994/07/27",5.60
"Currency","1994/07/26",5.61
"Currency","1994/07/25",5.62
"Currency","1994/07/22",5.62
"Currency","1994/07/21",5.62
"Currency","1994/07/20",5.62
"Currency","1994/07/19",5.64
"Currency","1994/07/18",5.68
"Currency","1994/07/15",5.70
"Currency","1994/07/14",5.70
"Currency","1994/07/13",5.71
"Currency","1994/07/12",5.71
"Currency","1994/07/11",5.71
"Currency","1994/07/08",5.72
"Currency","1994/07/07",5.71
"Currency","1994/07/06",5.71
"Currency","1994/07/05",5.72
"Currency","1994/07/04",5.72
"Currency","1994/07/01",5.72
"Currency","1994/06/30",5.72
"Currency","1994/06/29",5.72
"Currency","1994/06/28",5.72
"Currency","1994/06/27",5.72
"Currency","1994/06/24",5.72
"Currency","1994/06/23",5.72
"Currency","1994/06/22",5.72
"Currency","1994/06/21",5.72
"Currency","1994/06/20",5.73
"Currency","1994/06/17",5.73
"Currency","1994/06/16",5.73
"Currency","1994/06/15",5.72
"Currency","1994/06/14",5.73
"Currency","1994/06/13",5.73
"Currency","1994/06/10",5.73
"Currency","1994/06/09",5.73
"Currency","1994/06/08",5.73
"Currency","1994/06/07",5.73
"Currency","1994/06/06",5.74
"Currency","1994/06/03",5.74
"Currency","1994/06/02",5.74
"Currency","1994/06/01",5.74
"Currency","1994/05/31",5.74
"Currency","1994/05/30",5.74
"Currency","1994/05/27",5.74
"Currency","1994/05/26",5.74
"Currency","1994/05/25",5.74
"Currency","1994/05/24",5.74
"Currency","1994/05/23",5.73
"Currency","1994/05/20",5.71
"Currency","1994/05/19",5.70
"Currency","1994/05/18",5.70
"Currency","1994/05/17",5.71
"Currency","1994/05/16",5.73
"Currency","1994/05/13",5.74
"Currency","1994/05/12",5.75
"Currency","1994/05/11",5.75
"Currency","1994/05/10",5.75
"Currency","1994/05/09",5.76
"Currency","1994/05/06",5.77
"Currency","1994/05/05",5.77
"Currency","1994/05/04",5.78
"Currency","1994/05/03",5.78
"Currency","1994/05/02",5.78
"Currency","1994/04/29",5.78
"Currency","1994/04/28",5.78
"Currency","1994/04/27",5.78
"Currency","1994/04/26",5.78
"Currency","1994/04/25",5.78
"Currency","1994/04/22",5.78
"Currency","1994/04/21",5.78
"Currency","1994/04/20",5.78
"Currency","1994/04/19",5.78
"Currency","1994/04/18",5.78
"Currency","1994/04/15",5.78
"Currency","1994/04/14",5.78
"Currency","1994/04/13",5.78
"Currency","1994/04/12",5.78
"Currency","1994/04/11",5.79
"Currency","1994/04/08",5.80
"Currency","1994/04/07",5.80
"Currency","1994/04/06",5.79
"Currency","1994/04/05",5.80
"Currency","1994/04/04",5.81
"Currency","1994/04/01",5.81
"Currency","1994/03/31",5.81
"Currency","1994/03/30",5.81
"Currency","1994/03/29",5.81
"Currency","1994/03/28",5.82
"Currency","1994/03/25",5.82
"Currency","1994/03/24",5.82
"Currency","1994/03/23",5.82
"Currency","1994/03/22",5.82
"Currency","1994/03/21",5.83
"Currency","1994/03/18",5.81
"Currency","1994/03/17",5.81
"Currency","1994/03/16",5.80
"Currency","1994/03/15",5.80
"Currency","1994/03/14",5.80
"Currency","1994/03/11",5.80
"Currency","1994/03/10",5.79
"Currency","1994/03/09",5.77
"Currency","1994/03/08",5.78
"Currency","1994/03/07",5.79
"Currency","1994/03/04",5.80
"Currency","1994/03/03",5.80
"Currency","1994/03/02",5.80
"Currency","1994/03/01",5.80
"Currency","1994/02/28",5.80
"Currency","1994/02/25",5.81
"Currency","1994/02/24",5.81
"Currency","1994/02/23",5.81
"Currency","1994/02/22",5.81
"Currency","1994/02/21",5.81
"Currency","1994/02/18",5.81
"Currency","1994/02/17",5.81
"Currency","1994/02/16",5.81
"Currency","1994/02/15",5.82
"Currency","1994/02/14",5.83
"Currency","1994/02/11",5.83
"Currency","1994/02/10",5.84
"Currency","1994/02/09",5.85
"Currency","1994/02/08",5.86
"Currency","1994/02/07",5.86
"Currency","1994/02/04",5.85
"Currency","1994/02/03",5.85
"Currency","1994/02/02",5.85
"Currency","1994/02/01",5.86
"Currency","1994/01/31",5.87
"Currency","1994/01/28",5.87
"Currency","1994/01/27",5.87
"Currency","1994/01/26",5.87
"Currency","1994/01/25",5.85
"Currency","1994/01/24",5.84
"Currency","1994/01/21",5.82
"Currency","1994/01/20",5.82
"Currency","1994/01/19",5.82
"Currency","1994/01/18",5.82
"Currency","1994/01/17",5.82
"Currency","1994/01/14",5.82
"Currency","1994/01/13",5.82
"Currency","1994/01/12",5.82
"Currency","1994/01/11",5.82
"Currency","1994/01/10",5.82
"Currency","1994/01/07",5.82
"Currency","1994/01/06",5.82
"Currency","1994/01/05",5.81
"Currency","1994/01/04",5.79
"Currency","1994/01/03",5.77
"Currency","1993/12/31",5.77
"Currency","1993/12/30",5.77
"Currency","1993/12/29",5.76
"Currency","1993/12/28",5.75
"Currency","1993/12/27",5.74
"Currency","1993/12/24",5.74
"Currency","1993/12/23",5.74
"Currency","1993/12/22",5.73
"Currency","1993/12/21",5.74
"Currency","1993/12/20",5.75
"Currency","1993/12/17",5.76
"Currency","1993/12/16",5.76
"Currency","1993/12/15",5.76
"Currency","1993/12/14",5.76
"Currency","1993/12/13",5.76
"Currency","1993/12/10",5.76
"Currency","1993/12/09",5.76
"Currency","1993/12/08",5.76
"Currency","1993/12/07",5.77
"Currency","1993/12/06",5.78
"Currency","1993/12/03",5.79
"Currency","1993/12/02",5.79
"Currency","1993/12/01",5.79
"Currency","1993/11/30",5.80
"Currency","1993/11/29",5.82
"Currency","1993/11/26",5.82
"Currency","1993/11/25",5.81
"Currency","1993/11/24",5.81
"Currency","1993/11/23",5.82
"Currency","1993/11/22",5.84
"Currency","1993/11/19",5.86
"Currency","1993/11/18",5.86
"Currency","1993/11/17",5.86
"Currency","1993/11/16",5.86
"Currency","1993/11/15",5.86
"Currency","1993/11/12",5.85
"Currency","1993/11/11",5.83
"Currency","1993/11/10",5.80
"Currency","1993/11/09",5.79
"Currency","1993/11/08",5.79
"Currency","1993/11/05",5.80
"Currency","1993/11/04",5.80
"Currency","1993/11/03",5.80
"Currency","1993/11/02",5.80
"Currency","1993/11/01",5.80
"Currency","1993/10/29",5.80
"Currency","1993/10/28",5.80
"Currency","1993/10/27",5.81
"Currency","1993/10/26",5.82
"Currency","1993/10/25",5.83
"Currency","1993/10/22",5.83
"Currency","1993/10/21",5.83
"Currency","1993/10/20",5.82
"Currency","1993/10/19",5.82
"Currency","1993/10/18",5.81
"Currency","1993/10/15",5.82
"Currency","1993/10/14",5.85
"Currency","1993/10/13",5.86
"Currency","1993/10/12",5.86
"Currency","1993/10/11",5.86
"Currency","1993/10/08",5.84
"Currency","1993/10/07",5.84
"Currency","1993/10/06",5.84
"Currency","1993/10/05",5.84
"Currency","1993/10/04",5.84
"Currency","1993/10/01",5.84
"Currency","1993/09/30",5.84
"Currency","1993/09/29",5.84
"Currency","1993/09/28",5.84
"Currency","1993/09/27",5.84
"Currency","1993/09/24",5.84
"Currency","1993/09/23",5.84
"Currency","1993/09/22",5.84
"Currency","1993/09/21",5.83
"Currency","1993/09/20",5.81
"Currency","1993/09/17",5.79
"Currency","1993/09/16",5.79
"Currency","1993/09/15",5.79
"Currency","1993/09/14",5.79
"Currency","1993/09/13",5.79
"Currency","1993/09/10",5.79
"Currency","1993/09/09",5.79
"Currency","1993/09/08",5.79
"Currency","1993/09/07",5.79
"Currency","1993/09/06",5.79
"Currency","1993/09/03",5.79
"Currency","1993/09/02",5.79
"Currency","1993/09/01",5.79
"Currency","1993/08/31",5.79
"Currency","1993/08/30",5.78
"Currency","1993/08/27",5.76
"Currency","1993/08/26",5.74
"Currency","1993/08/25",5.74
"Currency","1993/08/24",5.74
"Currency","1993/08/23",5.74
"Currency","1993/08/20",5.74
"Currency","1993/08/19",5.74
"Currency","1993/08/18",5.74
"Currency","1993/08/17",5.74
"Currency","1993/08/16",5.74
"Currency","1993/08/13",5.74
"Currency","1993/08/12",5.74
"Currency","1993/08/11",5.74
"Currency","1993/08/10",5.74
"Currency","1993/08/09",5.74
"Currency","1993/08/06",5.73
"Currency","1993/08/05",5.71
"Currency","1993/08/04",5.69
"Currency","1993/08/03",5.69
"Currency","1993/08/02",5.69
"Currency","1993/07/30",5.69
"Currency","1993/07/29",5.69
"Currency","1993/07/28",5.69
"Currency","1993/07/27",5.69
"Currency","1993/07/26",5.69
"Currency","1993/07/23",5.69
"Currency","1993/07/22",5.69
