"Indicator","Time","Value (USD/DJF)"
"Currency","2008/06/11",176.17
"Currency","2008/06/10",176.01
"Currency","2008/06/09",176.07
"Currency","2008/06/06",175.97
"Currency","2008/06/05",176.05
"Currency","2008/06/04",175.97
"Currency","2008/06/03",175.97
"Currency","2008/06/02",175.97
"Currency","2008/05/30",175.97
"Currency","2008/05/29",176.07
"Currency","2008/05/28",176.07
"Currency","2008/05/27",176.07
"Currency","2008/05/26",176.07
"Currency","2008/05/23",176.07
"Currency","2008/05/22",176.07
"Currency","2008/05/21",175.97
"Currency","2008/05/20",175.97
"Currency","2008/05/19",175.97
"Currency","2008/05/16",175.97
"Currency","2008/05/15",176.03
"Currency","2008/05/14",176.07
"Currency","2008/05/13",176.07
"Currency","2008/05/12",176.07
"Currency","2008/05/09",175.97
"Currency","2008/05/08",175.97
"Currency","2008/05/07",175.87
"Currency","2008/05/06",175.77
"Currency","2008/05/05",175.97
"Currency","2008/05/02",175.97
"Currency","2008/05/01",175.97
"Currency","2008/04/30",175.97
"Currency","2008/04/29",176.07
"Currency","2008/04/28",176.07
"Currency","2008/04/25",175.97
"Currency","2008/04/24",176.07
"Currency","2008/04/23",175.97
"Currency","2008/04/22",175.97
"Currency","2008/04/21",175.97
"Currency","2008/04/18",176.07
"Currency","2008/04/17",175.87
"Currency","2008/04/16",175.87
"Currency","2008/04/15",175.87
"Currency","2008/04/14",175.87
"Currency","2008/04/11",175.97
"Currency","2008/04/10",175.97
"Currency","2008/04/09",175.97
"Currency","2008/04/08",175.85
"Currency","2008/04/07",175.87
"Currency","2008/04/04",175.97
"Currency","2008/04/03",175.97
"Currency","2008/04/02",175.77
"Currency","2008/04/01",175.87
"Currency","2008/03/31",175.87
"Currency","2008/03/28",175.87
"Currency","2008/03/27",175.97
"Currency","2008/03/26",175.77
"Currency","2008/03/25",175.97
"Currency","2008/03/24",175.67
"Currency","2008/03/21",175.77
"Currency","2008/03/20",175.87
"Currency","2008/03/19",175.87
"Currency","2008/03/18",175.87
"Currency","2008/03/17",175.77
"Currency","2008/03/14",175.67
"Currency","2008/03/13",175.97
"Currency","2008/03/12",175.87
"Currency","2008/03/11",175.97
"Currency","2008/03/10",175.87
"Currency","2008/03/07",175.67
"Currency","2008/03/06",175.67
"Currency","2008/03/05",175.77
"Currency","2008/03/04",175.67
"Currency","2008/03/03",175.77
"Currency","2008/02/29",175.77
"Currency","2008/02/28",175.77
"Currency","2008/02/27",175.67
"Currency","2008/02/26",175.67
"Currency","2008/02/25",175.67
"Currency","2008/02/22",175.57
"Currency","2008/02/21",175.77
"Currency","2008/02/20",175.57
"Currency","2008/02/19",175.87
"Currency","2008/02/18",175.77
"Currency","2008/02/15",175.77
"Currency","2008/02/14",175.87
"Currency","2008/02/13",175.77
"Currency","2008/02/12",175.87
"Currency","2008/02/11",175.77
"Currency","2008/02/08",175.87
"Currency","2008/02/07",175.77
"Currency","2008/02/06",175.77
"Currency","2008/02/05",175.87
"Currency","2008/02/04",175.87
"Currency","2008/02/01",175.77
"Currency","2008/01/31",175.77
"Currency","2008/01/30",175.87
"Currency","2008/01/29",175.87
"Currency","2008/01/28",175.87
"Currency","2008/01/25",175.67
"Currency","2008/01/24",175.77
"Currency","2008/01/23",175.67
"Currency","2008/01/22",175.87
"Currency","2008/01/21",175.87
"Currency","2008/01/18",175.67
"Currency","2008/01/17",175.77
"Currency","2008/01/16",175.67
"Currency","2008/01/15",175.77
"Currency","2008/01/14",175.77
"Currency","2008/01/11",175.67
"Currency","2008/01/10",175.47
"Currency","2008/01/09",175.57
"Currency","2008/01/08",175.57
"Currency","2008/01/07",175.57
"Currency","2008/01/04",175.67
"Currency","2008/01/03",175.37
"Currency","2008/01/02",175.47
"Currency","2008/01/01",175.47
"Currency","2007/12/31",175.47
"Currency","2007/12/28",175.57
"Currency","2007/12/27",175.47
"Currency","2007/12/26",175.47
"Currency","2007/12/25",175.57
"Currency","2007/12/24",175.57
"Currency","2007/12/21",175.57
"Currency","2007/12/20",175.57
"Currency","2007/12/19",175.57
"Currency","2007/12/18",175.67
"Currency","2007/12/17",175.37
"Currency","2007/12/14",175.57
"Currency","2007/12/13",175.37
"Currency","2007/12/12",175.27
"Currency","2007/12/11",175.57
"Currency","2007/12/10",175.27
"Currency","2007/12/07",175.37
"Currency","2007/12/06",175.67
"Currency","2007/12/05",175.57
"Currency","2007/12/04",175.37
"Currency","2007/12/03",175.37
"Currency","2007/11/30",175.47
"Currency","2007/11/29",175.47
"Currency","2007/11/28",175.47
"Currency","2007/11/27",175.47
"Currency","2007/11/26",175.27
"Currency","2007/11/23",175.27
"Currency","2007/11/22",175.17
"Currency","2007/11/21",175.17
"Currency","2007/11/20",175.37
"Currency","2007/11/19",175.37
"Currency","2007/11/16",175.17
"Currency","2007/11/15",175.27
"Currency","2007/11/14",175.27
"Currency","2007/11/13",175.07
"Currency","2007/11/12",175.07
"Currency","2007/11/09",175.07
"Currency","2007/11/08",175.37
"Currency","2007/11/07",175.17
"Currency","2007/11/06",175.27
"Currency","2007/11/05",175.17
"Currency","2007/11/02",175.07
"Currency","2007/11/01",175.17
"Currency","2007/10/31",176.07
"Currency","2007/10/30",176.07
"Currency","2007/10/29",175.97
"Currency","2007/10/26",175.87
"Currency","2007/10/25",175.95
"Currency","2007/10/24",175.95
"Currency","2007/10/23",175.97
"Currency","2007/10/22",175.95
"Currency","2007/10/19",175.67
"Currency","2007/10/18",175.67
"Currency","2007/10/17",175.67
"Currency","2007/10/16",175.67
"Currency","2007/10/15",175.67
"Currency","2007/10/12",175.87
"Currency","2007/10/11",175.87
"Currency","2007/10/10",175.87
"Currency","2007/10/09",175.77
"Currency","2007/10/08",176.27
"Currency","2007/10/05",176.27
"Currency","2007/10/04",175.99
"Currency","2007/10/03",175.77
"Currency","2007/10/02",175.67
"Currency","2007/10/01",175.67
"Currency","2007/09/28",175.67
"Currency","2007/09/27",175.67
"Currency","2007/09/26",175.77
"Currency","2007/09/25",175.77
"Currency","2007/09/24",175.77
"Currency","2007/09/21",175.77
"Currency","2007/09/20",175.77
"Currency","2007/09/19",175.77
"Currency","2007/09/18",175.77
"Currency","2007/09/17",175.77
"Currency","2007/09/14",175.75
"Currency","2007/09/13",175.77
"Currency","2007/09/12",175.67
"Currency","2007/09/11",175.67
"Currency","2007/09/10",175.77
"Currency","2007/09/07",175.77
"Currency","2007/09/06",175.77
"Currency","2007/09/05",175.77
"Currency","2007/09/04",175.77
"Currency","2007/09/03",175.77
"Currency","2007/08/31",175.77
"Currency","2007/08/30",175.77
"Currency","2007/08/29",175.67
"Currency","2007/08/28",175.67
"Currency","2007/08/27",175.67
"Currency","2007/08/24",175.67
"Currency","2007/08/23",175.77
"Currency","2007/08/22",175.77
"Currency","2007/08/21",175.67
"Currency","2007/08/20",175.77
"Currency","2007/08/17",175.77
"Currency","2007/08/16",175.67
"Currency","2007/08/15",175.77
"Currency","2007/08/14",175.77
"Currency","2007/08/13",175.77
"Currency","2007/08/10",175.77
"Currency","2007/08/09",175.77
"Currency","2007/08/08",175.77
"Currency","2007/08/07",175.77
"Currency","2007/08/06",175.77
"Currency","2007/08/03",175.77
"Currency","2007/08/02",175.67
"Currency","2007/08/01",175.77
"Currency","2007/07/31",175.77
"Currency","2007/07/30",175.77
"Currency","2007/07/27",175.05
"Currency","2007/07/26",175.05
"Currency","2007/07/25",175.07
"Currency","2007/07/24",175.25
"Currency","2007/07/23",175.05
"Currency","2007/07/20",175.15
"Currency","2007/07/19",175.47
"Currency","2007/07/18",175.37
"Currency","2007/07/17",175.05
"Currency","2007/07/16",175.07
"Currency","2007/07/13",175.05
"Currency","2007/07/12",175.05
"Currency","2007/07/11",175.17
"Currency","2007/07/10",176.07
"Currency","2007/07/09",176.02
"Currency","2007/07/06",176.06
"Currency","2007/07/05",176.01
"Currency","2007/07/04",175.95
"Currency","2007/07/03",175.95
"Currency","2007/07/02",176.07
"Currency","2007/06/29",175.97
"Currency","2007/06/28",175.95
"Currency","2007/06/27",175.97
"Currency","2007/06/26",176.07
"Currency","2007/06/25",175.77
"Currency","2007/06/22",175.77
"Currency","2007/06/21",175.75
"Currency","2007/06/20",175.77
"Currency","2007/06/19",175.75
"Currency","2007/06/18",175.77
"Currency","2007/06/15",175.77
"Currency","2007/06/14",175.77
"Currency","2007/06/13",175.67
"Currency","2007/06/12",175.75
"Currency","2007/06/11",175.77
"Currency","2007/06/08",175.77
"Currency","2007/06/07",175.77
"Currency","2007/06/06",175.77
"Currency","2007/06/05",175.77
"Currency","2007/06/04",175.77
"Currency","2007/06/01",175.67
"Currency","2007/05/31",175.77
"Currency","2007/05/30",175.77
"Currency","2007/05/29",175.77
"Currency","2007/05/28",175.77
"Currency","2007/05/25",175.77
"Currency","2007/05/24",175.77
"Currency","2007/05/23",175.67
"Currency","2007/05/22",175.77
"Currency","2007/05/21",175.77
"Currency","2007/05/18",175.77
"Currency","2007/05/17",175.67
"Currency","2007/05/16",175.76
"Currency","2007/05/15",175.77
"Currency","2007/05/14",175.67
"Currency","2007/05/11",175.77
"Currency","2007/05/10",175.77
"Currency","2007/05/09",175.77
"Currency","2007/05/08",175.77
"Currency","2007/05/07",175.87
"Currency","2007/05/04",175.77
"Currency","2007/05/03",175.77
"Currency","2007/05/02",175.77
"Currency","2007/05/01",175.77
"Currency","2007/04/30",175.67
"Currency","2007/04/27",175.67
"Currency","2007/04/26",175.67
"Currency","2007/04/25",175.75
"Currency","2007/04/24",175.75
"Currency","2007/04/23",175.75
"Currency","2007/04/20",175.77
"Currency","2007/04/19",175.75
"Currency","2007/04/18",175.75
"Currency","2007/04/17",175.75
"Currency","2007/04/16",175.75
"Currency","2007/04/13",175.77
"Currency","2007/04/12",175.77
"Currency","2007/04/11",175.77
"Currency","2007/04/10",175.77
"Currency","2007/04/09",175.77
"Currency","2007/04/06",175.77
"Currency","2007/04/05",175.77
"Currency","2007/04/04",176.07
"Currency","2007/04/03",175.67
"Currency","2007/04/02",175.77
"Currency","2007/03/30",175.77
"Currency","2007/03/29",175.77
"Currency","2007/03/28",175.75
"Currency","2007/03/27",175.77
"Currency","2007/03/26",175.77
"Currency","2007/03/23",176.77
"Currency","2007/03/22",176.67
"Currency","2007/03/21",176.77
"Currency","2007/03/20",176.77
"Currency","2007/03/19",176.87
"Currency","2007/03/16",176.77
"Currency","2007/03/15",176.77
"Currency","2007/03/14",176.87
"Currency","2007/03/13",176.77
"Currency","2007/03/12",176.87
"Currency","2007/03/09",176.87
"Currency","2007/03/08",176.77
"Currency","2007/03/07",176.77
"Currency","2007/03/06",176.77
"Currency","2007/03/05",176.77
"Currency","2007/03/02",176.77
"Currency","2007/03/01",176.77
"Currency","2007/02/28",176.77
"Currency","2007/02/27",176.77
"Currency","2007/02/26",176.87
"Currency","2007/02/23",176.77
"Currency","2007/02/22",176.77
"Currency","2007/02/21",176.87
"Currency","2007/02/20",176.75
"Currency","2007/02/19",176.77
"Currency","2007/02/16",176.77
"Currency","2007/02/15",176.77
"Currency","2007/02/14",176.85
"Currency","2007/02/13",176.77
"Currency","2007/02/12",176.77
"Currency","2007/02/09",176.77
"Currency","2007/02/08",176.75
"Currency","2007/02/07",176.77
"Currency","2007/02/06",176.77
"Currency","2007/02/05",176.77
"Currency","2007/02/02",175.77
"Currency","2007/02/01",175.87
"Currency","2007/01/31",176.87
"Currency","2007/01/30",176.75
"Currency","2007/01/29",176.77
"Currency","2007/01/26",176.77
"Currency","2007/01/25",176.77
"Currency","2007/01/24",176.87
"Currency","2007/01/23",176.77
"Currency","2007/01/22",176.77
"Currency","2007/01/19",176.77
"Currency","2007/01/18",176.77
"Currency","2007/01/17",174.70
"Currency","2007/01/16",174.70
"Currency","2007/01/15",174.70
"Currency","2007/01/12",174.70
"Currency","2007/01/11",174.70
"Currency","2007/01/10",174.70
"Currency","2007/01/09",174.70
"Currency","2007/01/08",174.70
"Currency","2007/01/05",174.70
"Currency","2007/01/04",174.70
"Currency","2007/01/03",174.70
"Currency","2007/01/02",174.70
"Currency","2007/01/01",174.70
"Currency","2006/12/29",174.70
"Currency","2006/12/28",174.70
"Currency","2006/12/27",174.70
"Currency","2006/12/26",174.70
"Currency","2006/12/25",174.70
"Currency","2006/12/22",174.70
"Currency","2006/12/21",174.70
"Currency","2006/12/20",174.70
"Currency","2006/12/19",174.70
"Currency","2006/12/18",174.70
"Currency","2006/12/15",174.70
"Currency","2006/12/14",174.70
"Currency","2006/12/13",174.70
"Currency","2006/12/12",174.70
"Currency","2006/12/11",174.70
"Currency","2006/12/08",174.70
"Currency","2006/12/07",174.70
"Currency","2006/12/06",174.70
"Currency","2006/12/05",174.70
"Currency","2006/12/04",174.70
"Currency","2006/12/01",174.70
"Currency","2006/11/30",174.70
"Currency","2006/11/29",174.70
"Currency","2006/11/28",174.70
"Currency","2006/11/27",174.70
"Currency","2006/11/24",174.70
"Currency","2006/11/23",174.70
"Currency","2006/11/22",174.70
"Currency","2006/11/21",174.70
"Currency","2006/11/20",174.70
"Currency","2006/11/17",174.70
"Currency","2006/11/16",174.70
"Currency","2006/11/15",174.70
"Currency","2006/11/14",174.70
"Currency","2006/11/13",174.70
"Currency","2006/11/10",174.70
"Currency","2006/11/09",174.70
"Currency","2006/11/08",174.70
"Currency","2006/11/07",174.70
"Currency","2006/11/06",174.70
"Currency","2006/11/03",174.70
"Currency","2006/11/02",174.70
"Currency","2006/11/01",174.70
"Currency","2006/10/31",174.70
"Currency","2006/10/30",174.70
"Currency","2006/10/27",174.70
"Currency","2006/10/26",174.70
"Currency","2006/10/25",174.70
"Currency","2006/10/24",174.70
"Currency","2006/10/23",174.70
"Currency","2006/10/20",174.70
"Currency","2006/10/19",174.70
"Currency","2006/10/18",174.70
"Currency","2006/10/17",174.70
"Currency","2006/10/16",174.70
"Currency","2006/10/13",174.70
"Currency","2006/10/12",174.70
"Currency","2006/10/11",174.70
"Currency","2006/10/10",174.70
"Currency","2006/10/09",174.70
"Currency","2006/10/06",174.70
"Currency","2006/10/05",174.70
"Currency","2006/10/04",174.70
"Currency","2006/10/03",174.70
"Currency","2006/10/02",174.70
"Currency","2006/09/29",174.70
"Currency","2006/09/28",174.70
"Currency","2006/09/27",174.70
"Currency","2006/09/26",174.70
"Currency","2006/09/25",174.70
"Currency","2006/09/22",174.70
"Currency","2006/09/21",174.70
"Currency","2006/09/20",174.70
"Currency","2006/09/19",174.70
"Currency","2006/09/18",174.70
"Currency","2006/09/15",174.70
"Currency","2006/09/14",174.70
"Currency","2006/09/13",174.70
"Currency","2006/09/12",174.70
"Currency","2006/09/11",174.70
"Currency","2006/09/08",174.70
"Currency","2006/09/07",174.70
"Currency","2006/09/06",174.70
"Currency","2006/09/05",174.70
"Currency","2006/09/04",174.70
"Currency","2006/09/01",174.70
"Currency","2006/08/31",174.70
"Currency","2006/08/30",174.70
"Currency","2006/08/29",174.70
"Currency","2006/08/28",174.70
"Currency","2006/08/25",174.70
"Currency","2006/08/24",174.70
"Currency","2006/08/23",174.70
"Currency","2006/08/22",174.70
"Currency","2006/08/21",174.70
"Currency","2006/08/18",174.70
"Currency","2006/08/17",174.70
"Currency","2006/08/16",174.70
"Currency","2006/08/15",174.70
"Currency","2006/08/14",174.70
"Currency","2006/08/11",174.70
"Currency","2006/08/10",174.70
"Currency","2006/08/09",174.70
"Currency","2006/08/08",174.70
"Currency","2006/08/07",174.70
"Currency","2006/08/04",174.70
"Currency","2006/08/03",174.70
"Currency","2006/08/02",174.70
"Currency","2006/08/01",174.70
"Currency","2006/07/31",174.70
"Currency","2006/07/28",174.70
"Currency","2006/07/27",174.70
"Currency","2006/07/26",174.70
"Currency","2006/07/25",174.70
"Currency","2006/07/24",174.70
"Currency","2006/07/21",174.70
"Currency","2006/07/20",174.70
"Currency","2006/07/19",174.70
"Currency","2006/07/18",174.70
"Currency","2006/07/17",174.70
"Currency","2006/07/14",174.70
"Currency","2006/07/13",174.70
"Currency","2006/07/12",174.70
"Currency","2006/07/11",174.70
"Currency","2006/07/10",174.70
"Currency","2006/07/07",174.70
"Currency","2006/07/06",174.70
"Currency","2006/07/05",174.70
"Currency","2006/07/04",174.70
"Currency","2006/07/03",174.70
"Currency","2006/06/30",174.70
"Currency","2006/06/29",174.70
"Currency","2006/06/28",174.70
"Currency","2006/06/27",174.50
"Currency","2006/06/26",174.70
"Currency","2006/06/23",174.50
"Currency","2006/06/22",174.70
"Currency","2006/06/21",174.50
"Currency","2006/06/20",174.70
"Currency","2006/06/19",174.70
"Currency","2006/06/16",174.70
"Currency","2006/06/15",175.00
"Currency","2006/06/14",174.20
"Currency","2006/06/13",174.25
"Currency","2006/06/12",174.25
"Currency","2006/06/09",174.20
"Currency","2006/06/08",174.25
"Currency","2006/06/07",174.25
"Currency","2006/06/06",174.30
"Currency","2006/06/05",174.20
"Currency","2006/06/02",174.20
"Currency","2006/06/01",174.25
"Currency","2006/05/31",174.20
"Currency","2006/05/30",174.25
"Currency","2006/05/29",174.40
"Currency","2006/05/26",174.40
