"Indicator","Time","Value (USD/YER)"
"Currency","2018/06/08",249.90
"Currency","2018/06/07",249.90
"Currency","2018/06/06",249.98
"Currency","2018/06/05",249.90
"Currency","2018/06/04",249.65
"Currency","2018/06/01",249.90
"Currency","2018/05/31",249.80
"Currency","2018/05/30",249.95
"Currency","2018/05/29",249.95
"Currency","2018/05/28",249.90
"Currency","2018/05/25",249.95
"Currency","2018/05/24",249.72
"Currency","2018/05/23",249.95
"Currency","2018/05/22",249.90
"Currency","2018/05/21",249.90
"Currency","2018/05/18",249.85
"Currency","2018/05/17",249.95
"Currency","2018/05/16",249.95
"Currency","2018/05/15",249.70
"Currency","2018/05/14",249.95
"Currency","2018/05/11",249.58
"Currency","2018/05/10",249.95
"Currency","2018/05/09",249.90
"Currency","2018/05/08",249.90
"Currency","2018/05/07",249.90
"Currency","2018/05/04",249.95
"Currency","2018/05/03",249.75
"Currency","2018/05/02",249.85
"Currency","2018/05/01",249.95
"Currency","2018/04/30",249.95
"Currency","2018/04/27",249.70
"Currency","2018/04/26",249.54
"Currency","2018/04/25",249.90
"Currency","2018/04/24",249.95
"Currency","2018/04/23",249.95
"Currency","2018/04/20",249.95
"Currency","2018/04/19",249.90
"Currency","2018/04/18",249.90
"Currency","2018/04/17",249.90
"Currency","2018/04/16",249.90
"Currency","2018/04/13",249.90
"Currency","2018/04/12",249.52
"Currency","2018/04/11",249.90
"Currency","2018/04/10",249.90
"Currency","2018/04/09",249.90
"Currency","2018/04/06",249.90
"Currency","2018/04/05",249.54
"Currency","2018/04/04",249.90
"Currency","2018/04/03",249.90
"Currency","2018/04/02",249.90
"Currency","2018/03/30",249.90
"Currency","2018/03/29",249.80
"Currency","2018/03/28",249.95
"Currency","2018/03/27",249.95
"Currency","2018/03/26",249.95
"Currency","2018/03/23",249.95
"Currency","2018/03/22",249.65
"Currency","2018/03/21",249.95
"Currency","2018/03/20",249.95
"Currency","2018/03/19",249.95
"Currency","2018/03/16",249.55
"Currency","2018/03/15",249.90
"Currency","2018/03/14",249.90
"Currency","2018/03/13",249.90
"Currency","2018/03/12",249.90
"Currency","2018/03/09",249.90
"Currency","2018/03/08",249.90
"Currency","2018/03/07",249.90
"Currency","2018/03/06",249.90
"Currency","2018/03/05",249.65
"Currency","2018/03/02",249.90
"Currency","2018/03/01",249.90
"Currency","2018/02/28",249.90
"Currency","2018/02/27",249.90
"Currency","2018/02/26",250.00
"Currency","2018/02/23",249.80
"Currency","2018/02/22",249.45
"Currency","2018/02/21",249.95
"Currency","2018/02/20",250.00
"Currency","2018/02/19",250.00
"Currency","2018/02/16",250.00
"Currency","2018/02/15",249.70
"Currency","2018/02/14",249.95
"Currency","2018/02/13",249.70
"Currency","2018/02/12",249.90
"Currency","2018/02/09",250.00
"Currency","2018/02/08",250.00
"Currency","2018/02/07",250.00
"Currency","2018/02/06",250.00
"Currency","2018/02/05",250.00
"Currency","2018/02/02",249.90
"Currency","2018/02/01",250.00
"Currency","2018/01/31",250.00
"Currency","2018/01/30",249.75
"Currency","2018/01/29",250.00
"Currency","2018/01/26",250.00
"Currency","2018/01/25",249.95
"Currency","2018/01/24",249.85
"Currency","2018/01/23",249.50
"Currency","2018/01/22",250.00
"Currency","2018/01/19",250.00
"Currency","2018/01/18",249.95
"Currency","2018/01/17",249.00
"Currency","2018/01/16",250.00
"Currency","2018/01/15",249.95
"Currency","2018/01/12",250.00
"Currency","2018/01/11",250.00
"Currency","2018/01/10",250.00
"Currency","2018/01/09",250.00
"Currency","2018/01/08",249.75
"Currency","2018/01/05",250.00
"Currency","2018/01/04",250.00
"Currency","2018/01/03",249.95
"Currency","2018/01/02",249.75
"Currency","2017/12/29",250.00
"Currency","2017/12/28",249.95
"Currency","2017/12/27",249.95
"Currency","2017/12/26",249.90
"Currency","2017/12/22",249.95
"Currency","2017/12/21",249.25
"Currency","2017/12/20",249.80
"Currency","2017/12/19",249.75
"Currency","2017/12/18",249.50
"Currency","2017/12/15",250.00
"Currency","2017/12/14",250.00
"Currency","2017/12/13",250.00
"Currency","2017/12/12",250.00
"Currency","2017/12/11",250.00
"Currency","2017/12/08",250.00
"Currency","2017/12/07",250.00
"Currency","2017/12/06",249.30
"Currency","2017/12/05",250.00
"Currency","2017/12/04",249.75
"Currency","2017/12/01",250.00
"Currency","2017/11/30",249.95
"Currency","2017/11/29",249.55
"Currency","2017/11/28",250.00
"Currency","2017/11/27",249.98
"Currency","2017/11/24",249.95
"Currency","2017/11/23",249.95
"Currency","2017/11/22",249.95
"Currency","2017/11/21",249.80
"Currency","2017/11/20",249.98
"Currency","2017/11/17",250.00
"Currency","2017/11/16",250.00
"Currency","2017/11/15",250.00
"Currency","2017/11/14",248.50
"Currency","2017/11/13",249.55
"Currency","2017/11/10",250.00
"Currency","2017/11/09",249.30
"Currency","2017/11/08",250.00
"Currency","2017/11/07",249.25
"Currency","2017/11/06",250.00
"Currency","2017/11/03",249.95
"Currency","2017/11/02",249.75
"Currency","2017/11/01",249.95
"Currency","2017/10/31",249.95
"Currency","2017/10/30",249.60
"Currency","2017/10/27",249.95
"Currency","2017/10/26",249.95
"Currency","2017/10/25",249.95
"Currency","2017/10/24",249.95
"Currency","2017/10/23",250.00
"Currency","2017/10/21",249.95
"Currency","2017/10/20",249.95
"Currency","2017/10/19",249.95
"Currency","2017/10/18",249.95
"Currency","2017/10/17",249.95
"Currency","2017/10/16",249.95
"Currency","2017/10/13",249.90
"Currency","2017/10/12",249.90
"Currency","2017/10/11",249.73
"Currency","2017/10/10",249.10
"Currency","2017/10/09",249.90
"Currency","2017/10/06",249.95
"Currency","2017/10/05",249.95
"Currency","2017/10/04",249.95
"Currency","2017/10/03",249.95
"Currency","2017/10/02",249.90
"Currency","2017/09/30",249.95
"Currency","2017/09/29",249.95
"Currency","2017/09/28",250.00
"Currency","2017/09/27",249.90
"Currency","2017/09/26",249.70
"Currency","2017/09/25",249.90
"Currency","2017/09/22",249.70
"Currency","2017/09/21",249.90
"Currency","2017/09/20",249.90
"Currency","2017/09/19",249.95
"Currency","2017/09/18",249.93
"Currency","2017/09/16",249.90
"Currency","2017/09/15",249.90
"Currency","2017/09/14",249.93
"Currency","2017/09/13",249.95
"Currency","2017/09/12",249.90
"Currency","2017/09/11",249.95
"Currency","2017/09/08",249.90
"Currency","2017/09/07",249.90
"Currency","2017/09/06",249.95
"Currency","2017/09/05",249.95
"Currency","2017/09/04",249.95
"Currency","2017/09/01",249.90
"Currency","2017/08/31",249.00
"Currency","2017/08/30",249.85
"Currency","2017/08/29",250.00
"Currency","2017/08/28",249.95
"Currency","2017/08/25",249.50
"Currency","2017/08/24",249.85
"Currency","2017/08/23",249.65
"Currency","2017/08/22",249.85
"Currency","2017/08/21",249.95
"Currency","2017/08/18",249.95
"Currency","2017/08/17",249.90
"Currency","2017/08/16",249.90
"Currency","2017/08/15",249.90
"Currency","2017/08/14",249.15
"Currency","2017/08/11",249.90
"Currency","2017/08/10",249.95
"Currency","2017/08/09",249.95
"Currency","2017/08/08",249.95
"Currency","2017/08/07",249.90
"Currency","2017/08/04",249.95
"Currency","2017/08/03",249.95
"Currency","2017/08/02",249.98
"Currency","2017/08/01",249.95
"Currency","2017/07/31",249.70
"Currency","2017/07/28",250.00
"Currency","2017/07/27",249.45
"Currency","2017/07/26",250.00
"Currency","2017/07/25",249.50
"Currency","2017/07/24",249.50
"Currency","2017/07/21",250.00
"Currency","2017/07/20",249.50
"Currency","2017/07/19",249.90
"Currency","2017/07/18",249.85
"Currency","2017/07/17",249.95
"Currency","2017/07/14",249.93
"Currency","2017/07/13",249.93
"Currency","2017/07/12",249.95
"Currency","2017/07/11",249.90
"Currency","2017/07/10",249.90
"Currency","2017/07/08",249.90
"Currency","2017/07/07",249.93
"Currency","2017/07/06",249.93
"Currency","2017/07/05",249.90
"Currency","2017/07/04",249.90
"Currency","2017/07/03",250.00
"Currency","2017/07/01",249.95
"Currency","2017/06/30",249.95
"Currency","2017/06/29",249.95
"Currency","2017/06/28",249.95
"Currency","2017/06/27",249.75
"Currency","2017/06/26",249.93
"Currency","2017/06/24",249.95
"Currency","2017/06/23",249.95
"Currency","2017/06/22",249.95
"Currency","2017/06/21",249.95
"Currency","2017/06/20",249.93
"Currency","2017/06/19",249.93
"Currency","2017/06/17",249.95
"Currency","2017/06/16",249.95
"Currency","2017/06/15",249.95
"Currency","2017/06/14",249.95
"Currency","2017/06/13",249.95
"Currency","2017/06/12",249.95
"Currency","2017/06/09",249.95
"Currency","2017/06/08",249.92
"Currency","2017/06/07",249.95
"Currency","2017/06/06",249.90
"Currency","2017/06/05",249.90
"Currency","2017/06/03",249.90
"Currency","2017/06/02",249.90
"Currency","2017/06/01",249.90
"Currency","2017/05/31",249.90
"Currency","2017/05/30",249.90
"Currency","2017/05/29",249.93
"Currency","2017/05/26",249.95
"Currency","2017/05/25",249.90
"Currency","2017/05/24",249.90
"Currency","2017/05/23",249.93
"Currency","2017/05/22",249.95
"Currency","2017/05/20",249.95
"Currency","2017/05/19",249.95
"Currency","2017/05/18",249.90
"Currency","2017/05/17",249.95
"Currency","2017/05/15",249.00
"Currency","2017/05/12",249.85
"Currency","2017/05/11",250.00
"Currency","2017/05/10",250.00
"Currency","2017/05/09",250.25
"Currency","2017/05/08",249.55
"Currency","2017/05/05",250.00
"Currency","2017/05/04",249.95
"Currency","2017/05/03",250.00
"Currency","2017/05/02",250.00
"Currency","2017/05/01",250.00
"Currency","2017/04/28",250.00
"Currency","2017/04/27",249.90
"Currency","2017/04/26",249.85
"Currency","2017/04/21",249.90
"Currency","2017/04/20",250.00
"Currency","2017/04/19",249.95
"Currency","2017/04/18",249.65
"Currency","2017/04/17",249.70
"Currency","2017/04/14",249.95
"Currency","2017/04/13",249.95
"Currency","2017/04/12",249.95
"Currency","2017/04/11",249.90
"Currency","2017/04/10",249.90
"Currency","2017/04/07",249.93
"Currency","2017/04/06",249.90
"Currency","2017/04/05",249.95
"Currency","2017/04/04",249.75
"Currency","2017/04/03",250.00
"Currency","2017/03/31",249.95
"Currency","2017/03/30",249.95
"Currency","2017/03/29",249.95
"Currency","2017/03/28",249.95
"Currency","2017/03/27",250.00
"Currency","2017/03/24",249.95
"Currency","2017/03/23",249.95
"Currency","2017/03/22",249.95
"Currency","2017/03/21",249.95
"Currency","2017/03/20",248.45
"Currency","2017/03/18",249.95
"Currency","2017/03/17",249.95
"Currency","2017/03/16",249.95
"Currency","2017/03/15",249.95
"Currency","2017/03/14",249.95
"Currency","2017/03/13",249.45
"Currency","2017/03/10",249.95
"Currency","2017/03/09",249.70
"Currency","2017/03/08",249.95
"Currency","2017/03/07",249.90
"Currency","2017/03/06",249.70
"Currency","2017/03/03",249.95
"Currency","2017/03/02",249.40
"Currency","2017/03/01",249.95
"Currency","2017/02/28",249.40
"Currency","2017/02/27",249.40
"Currency","2017/02/24",249.50
"Currency","2017/02/23",249.70
"Currency","2017/02/22",249.95
"Currency","2017/02/21",250.00
"Currency","2017/02/20",249.95
"Currency","2017/02/17",249.40
"Currency","2017/02/16",249.95
"Currency","2017/02/15",249.70
"Currency","2017/02/14",249.95
"Currency","2017/02/13",249.70
"Currency","2017/02/10",249.40
"Currency","2017/02/09",249.95
"Currency","2017/02/08",249.45
"Currency","2017/02/07",249.95
"Currency","2017/02/06",249.95
"Currency","2017/02/03",249.50
"Currency","2017/02/02",249.95
"Currency","2017/02/01",249.95
"Currency","2017/01/31",249.95
"Currency","2017/01/30",249.45
"Currency","2017/01/28",249.95
"Currency","2017/01/27",249.95
"Currency","2017/01/26",249.95
"Currency","2017/01/25",249.95
"Currency","2017/01/24",249.95
"Currency","2017/01/23",249.75
"Currency","2017/01/20",249.95
"Currency","2017/01/19",249.55
"Currency","2017/01/18",249.95
"Currency","2017/01/17",249.95
"Currency","2017/01/16",250.00
"Currency","2017/01/13",249.95
"Currency","2017/01/12",250.00
"Currency","2017/01/11",249.95
"Currency","2017/01/10",249.70
"Currency","2017/01/09",249.75
"Currency","2017/01/07",249.95
"Currency","2017/01/06",249.95
"Currency","2017/01/05",249.95
"Currency","2017/01/04",249.95
"Currency","2017/01/03",249.95
"Currency","2017/01/02",249.95
"Currency","2016/12/30",249.93
"Currency","2016/12/29",249.95
"Currency","2016/12/28",249.90
"Currency","2016/12/27",249.70
"Currency","2016/12/26",249.95
"Currency","2016/12/23",249.70
"Currency","2016/12/22",249.90
"Currency","2016/12/21",249.70
"Currency","2016/12/20",249.90
"Currency","2016/12/19",249.95
"Currency","2016/12/17",249.95
"Currency","2016/12/16",249.95
"Currency","2016/12/15",249.95
"Currency","2016/12/14",249.95
"Currency","2016/12/13",249.70
"Currency","2016/12/12",249.95
"Currency","2016/12/10",249.95
"Currency","2016/12/09",249.95
"Currency","2016/12/08",250.15
"Currency","2016/12/07",249.75
"Currency","2016/12/06",250.00
"Currency","2016/12/05",249.75
"Currency","2016/12/02",250.00
"Currency","2016/12/01",250.00
"Currency","2016/11/30",250.00
"Currency","2016/11/29",250.00
"Currency","2016/11/28",249.95
"Currency","2016/11/25",249.98
"Currency","2016/11/24",249.95
"Currency","2016/11/23",249.95
"Currency","2016/11/22",249.75
"Currency","2016/11/21",250.15
"Currency","2016/11/19",249.95
"Currency","2016/11/18",249.95
"Currency","2016/11/17",249.98
"Currency","2016/11/16",249.60
"Currency","2016/11/15",249.75
"Currency","2016/11/14",249.95
"Currency","2016/11/12",249.65
"Currency","2016/11/11",249.65
"Currency","2016/11/10",249.98
"Currency","2016/11/09",250.00
"Currency","2016/11/08",249.98
"Currency","2016/11/07",249.95
"Currency","2016/11/04",249.65
"Currency","2016/11/03",249.90
"Currency","2016/11/02",249.95
"Currency","2016/11/01",249.98
"Currency","2016/10/31",249.95
"Currency","2016/10/28",249.90
"Currency","2016/10/27",249.95
"Currency","2016/10/26",249.90
"Currency","2016/10/25",249.90
"Currency","2016/10/24",249.95
"Currency","2016/10/21",249.92
"Currency","2016/10/20",250.10
"Currency","2016/10/19",250.10
"Currency","2016/10/18",250.13
"Currency","2016/10/17",250.10
"Currency","2016/10/14",249.75
"Currency","2016/10/13",249.98
"Currency","2016/10/12",250.13
"Currency","2016/10/11",250.05
"Currency","2016/10/10",250.13
"Currency","2016/10/07",250.00
"Currency","2016/10/06",250.01
"Currency","2016/10/05",250.13
"Currency","2016/10/04",250.10
"Currency","2016/10/03",250.05
"Currency","2016/10/01",249.95
"Currency","2016/09/30",250.10
"Currency","2016/09/29",250.13
"Currency","2016/09/28",250.25
"Currency","2016/09/27",250.15
"Currency","2016/09/26",249.83
"Currency","2016/09/24",249.97
"Currency","2016/09/23",250.25
"Currency","2016/09/22",250.13
"Currency","2016/09/21",250.10
"Currency","2016/09/20",250.10
"Currency","2016/09/19",250.10
"Currency","2016/09/17",249.95
"Currency","2016/09/16",250.10
"Currency","2016/09/15",250.13
"Currency","2016/09/14",249.99
"Currency","2016/09/13",250.13
"Currency","2016/09/12",250.10
"Currency","2016/09/10",249.75
"Currency","2016/09/09",250.13
"Currency","2016/09/08",250.10
"Currency","2016/09/07",250.10
"Currency","2016/09/06",250.13
"Currency","2016/09/05",249.75
"Currency","2016/09/03",249.90
"Currency","2016/09/02",249.90
"Currency","2016/09/01",249.95
"Currency","2016/08/31",249.95
"Currency","2016/08/30",249.70
"Currency","2016/08/29",249.98
"Currency","2016/08/26",249.70
"Currency","2016/08/25",249.95
"Currency","2016/08/24",250.05
"Currency","2016/08/23",250.10
"Currency","2016/08/22",249.88
"Currency","2016/08/19",250.10
"Currency","2016/08/18",250.25
"Currency","2016/08/17",250.05
"Currency","2016/08/16",250.10
"Currency","2016/08/15",250.13
"Currency","2016/08/12",250.10
"Currency","2016/08/11",250.10
"Currency","2016/08/10",250.20
"Currency","2016/08/09",250.10
"Currency","2016/08/08",249.80
"Currency","2016/08/05",249.85
"Currency","2016/08/04",250.10
"Currency","2016/08/03",250.10
"Currency","2016/08/02",250.13
"Currency","2016/08/01",249.85
"Currency","2016/07/29",250.05
"Currency","2016/07/28",250.10
"Currency","2016/07/27",249.85
"Currency","2016/07/26",250.10
"Currency","2016/07/25",250.10
"Currency","2016/07/22",249.90
"Currency","2016/07/21",250.10
"Currency","2016/07/20",249.90
"Currency","2016/07/19",250.15
"Currency","2016/07/18",250.10
"Currency","2016/07/15",250.10
"Currency","2016/07/14",250.10
"Currency","2016/07/13",250.13
"Currency","2016/07/12",249.85
"Currency","2016/07/11",250.15
"Currency","2016/07/08",250.10
"Currency","2016/07/07",250.15
"Currency","2016/07/06",250.10
"Currency","2016/07/05",250.00
"Currency","2016/07/04",250.00
"Currency","2016/07/01",250.10
"Currency","2016/06/30",250.13
"Currency","2016/06/29",250.10
"Currency","2016/06/28",249.85
"Currency","2016/06/27",249.03
"Currency","2016/06/24",249.05
"Currency","2016/06/23",249.13
"Currency","2016/06/22",249.10
"Currency","2016/06/21",249.05
"Currency","2016/06/20",249.10
"Currency","2016/06/17",249.85
"Currency","2016/06/16",249.85
"Currency","2016/06/15",249.80
"Currency","2016/06/14",249.85
"Currency","2016/06/13",250.15
"Currency","2016/06/10",250.10
"Currency","2016/06/09",250.15
"Currency","2016/06/08",250.15
"Currency","2016/06/07",250.15
"Currency","2016/06/06",250.15
"Currency","2016/06/03",250.13
"Currency","2016/06/02",250.18
"Currency","2016/06/01",249.72
"Currency","2016/05/31",250.10
"Currency","2016/05/30",248.80
"Currency","2016/05/27",248.80
"Currency","2016/05/26",249.10
"Currency","2016/05/25",249.83
"Currency","2016/05/24",249.50
"Currency","2016/05/23",249.80
"Currency","2016/05/20",249.10
"Currency","2016/05/19",249.20
"Currency","2016/05/18",249.25
"Currency","2016/05/17",250.15
"Currency","2016/05/16",249.85
"Currency","2016/05/13",249.85
"Currency","2016/05/12",250.10
"Currency","2016/05/11",249.83
"Currency","2016/05/10",250.10
"Currency","2016/05/09",249.55
"Currency","2016/05/06",249.85
"Currency","2016/05/05",249.50
"Currency","2016/05/04",250.10
"Currency","2016/05/03",249.85
"Currency","2016/05/02",250.10
"Currency","2016/04/30",249.89
"Currency","2016/04/29",249.89
"Currency","2016/04/28",250.05
"Currency","2016/04/27",249.85
"Currency","2016/04/26",250.10
"Currency","2016/04/25",250.10
"Currency","2016/04/23",249.80
"Currency","2016/04/22",249.80
"Currency","2016/04/21",249.85
"Currency","2016/04/20",249.87
"Currency","2016/04/19",250.02
"Currency","2016/04/18",249.94
"Currency","2016/04/16",249.55
"Currency","2016/04/15",249.55
"Currency","2016/04/14",249.85
"Currency","2016/04/13",249.69
"Currency","2016/04/12",249.85
"Currency","2016/04/11",249.13
"Currency","2016/04/09",250.15
"Currency","2016/04/08",250.15
"Currency","2016/04/07",250.15
"Currency","2016/04/06",249.85
"Currency","2016/04/05",249.85
"Currency","2016/04/04",215.00
"Currency","2016/04/01",215.03
"Currency","2016/03/31",214.96
"Currency","2016/03/30",214.86
"Currency","2016/03/29",215.03
"Currency","2016/03/28",214.89
"Currency","2016/03/25",214.97
"Currency","2016/03/24",215.05
"Currency","2016/03/23",215.08
"Currency","2016/03/22",215.05
"Currency","2016/03/21",214.89
"Currency","2016/03/18",215.00
"Currency","2016/03/17",214.96
"Currency","2016/03/16",215.03
"Currency","2016/03/15",215.05
"Currency","2016/03/14",215.03
"Currency","2016/03/13",214.86
"Currency","2016/03/11",215.05
"Currency","2016/03/10",215.08
"Currency","2016/03/09",215.02
"Currency","2016/03/08",215.01
"Currency","2016/03/07",215.15
"Currency","2016/03/06",214.89
"Currency","2016/03/04",215.05
"Currency","2016/03/03",215.05
"Currency","2016/03/02",215.00
"Currency","2016/03/01",215.05
"Currency","2016/02/29",214.95
"Currency","2016/02/28",215.03
"Currency","2016/02/26",214.96
"Currency","2016/02/25",214.98
"Currency","2016/02/24",214.92
"Currency","2016/02/23",214.96
"Currency","2016/02/22",214.97
"Currency","2016/02/19",214.97
"Currency","2016/02/18",214.96
"Currency","2016/02/17",215.05
"Currency","2016/02/16",214.92
"Currency","2016/02/15",214.89
"Currency","2016/02/12",215.05
"Currency","2016/02/11",214.98
"Currency","2016/02/10",215.03
"Currency","2016/02/09",214.96
"Currency","2016/02/08",215.05
"Currency","2016/02/05",215.05
"Currency","2016/02/04",215.05
"Currency","2016/02/03",215.05
"Currency","2016/02/02",214.98
"Currency","2016/02/01",215.05
"Currency","2016/01/29",215.03
"Currency","2016/01/28",215.05
"Currency","2016/01/27",215.03
"Currency","2016/01/26",215.05
"Currency","2016/01/25",214.99
"Currency","2016/01/22",215.05
"Currency","2016/01/21",215.05
"Currency","2016/01/20",214.96
"Currency","2016/01/19",214.89
"Currency","2016/01/18",215.13
"Currency","2016/01/15",214.89
"Currency","2016/01/14",214.70
"Currency","2016/01/13",214.89
"Currency","2016/01/12",214.89
"Currency","2016/01/11",215.10
"Currency","2016/01/10",215.10
"Currency","2016/01/08",215.10
"Currency","2016/01/07",214.89
"Currency","2016/01/06",215.15
"Currency","2016/01/05",214.89
"Currency","2016/01/04",215.13
"Currency","2016/01/03",214.89
"Currency","2016/01/01",215.13
"Currency","2015/12/31",215.13
"Currency","2015/12/30",215.13
"Currency","2015/12/29",215.15
"Currency","2015/12/28",215.15
"Currency","2015/12/25",215.15
"Currency","2015/12/24",215.15
"Currency","2015/12/23",214.89
"Currency","2015/12/22",215.13
"Currency","2015/12/21",215.13
"Currency","2015/12/18",215.06
"Currency","2015/12/17",215.15
"Currency","2015/12/16",215.15
"Currency","2015/12/15",215.15
"Currency","2015/12/14",215.15
"Currency","2015/12/11",215.15
"Currency","2015/12/10",215.13
"Currency","2015/12/09",215.13
"Currency","2015/12/08",215.13
"Currency","2015/12/07",215.15
"Currency","2015/12/06",215.13
"Currency","2015/12/04",215.13
"Currency","2015/12/03",214.89
"Currency","2015/12/02",215.13
"Currency","2015/12/01",215.13
"Currency","2015/11/30",215.13
"Currency","2015/11/28",215.13
"Currency","2015/11/27",215.13
"Currency","2015/11/26",214.89
"Currency","2015/11/25",214.89
"Currency","2015/11/24",214.89
"Currency","2015/11/23",214.89
"Currency","2015/11/20",214.89
"Currency","2015/11/19",214.89
"Currency","2015/11/18",215.13
"Currency","2015/11/17",215.15
"Currency","2015/11/16",215.10
"Currency","2015/11/13",215.13
"Currency","2015/11/12",215.13
"Currency","2015/11/11",214.89
"Currency","2015/11/10",215.15
"Currency","2015/11/09",215.15
"Currency","2015/11/08",214.89
"Currency","2015/11/06",215.15
"Currency","2015/11/05",215.15
"Currency","2015/11/04",215.15
"Currency","2015/11/03",215.13
"Currency","2015/11/02",215.13
"Currency","2015/11/01",215.13
"Currency","2015/10/30",215.15
"Currency","2015/10/29",215.10
"Currency","2015/10/28",215.15
"Currency","2015/10/27",215.13
"Currency","2015/10/26",215.13
"Currency","2015/10/25",215.17
"Currency","2015/10/23",215.17
"Currency","2015/10/22",215.15
"Currency","2015/10/21",215.15
"Currency","2015/10/20",215.13
"Currency","2015/10/19",215.15
"Currency","2015/10/18",215.18
"Currency","2015/10/16",215.18
"Currency","2015/10/15",215.13
"Currency","2015/10/14",215.13
"Currency","2015/10/13",215.13
"Currency","2015/10/12",214.89
"Currency","2015/10/09",214.89
"Currency","2015/10/08",214.89
"Currency","2015/10/07",214.89
"Currency","2015/10/06",215.13
"Currency","2015/10/05",215.15
"Currency","2015/10/04",215.13
"Currency","2015/10/02",215.13
"Currency","2015/10/01",215.19
"Currency","2015/09/30",215.15
"Currency","2015/09/29",215.03
"Currency","2015/09/28",215.15
"Currency","2015/09/27",215.13
"Currency","2015/09/26",215.13
"Currency","2015/09/25",215.13
"Currency","2015/09/24",215.13
"Currency","2015/09/23",215.15
"Currency","2015/09/22",215.16
"Currency","2015/09/21",215.26
"Currency","2015/09/20",215.13
"Currency","2015/09/18",215.13
"Currency","2015/09/17",215.16
"Currency","2015/09/16",215.13
"Currency","2015/09/15",215.15
"Currency","2015/09/14",214.94
"Currency","2015/09/13",215.16
"Currency","2015/09/11",215.16
"Currency","2015/09/10",215.13
"Currency","2015/09/09",215.14
"Currency","2015/09/08",215.13
"Currency","2015/09/07",215.10
"Currency","2015/09/06",214.89
"Currency","2015/09/04",214.89
"Currency","2015/09/03",214.89
"Currency","2015/09/02",214.89
"Currency","2015/09/01",214.89
"Currency","2015/08/31",214.89
"Currency","2015/08/30",214.89
"Currency","2015/08/28",214.89
"Currency","2015/08/27",214.91
"Currency","2015/08/26",214.92
"Currency","2015/08/25",214.92
"Currency","2015/08/24",214.91
"Currency","2015/08/21",214.91
"Currency","2015/08/20",214.90
"Currency","2015/08/19",214.90
"Currency","2015/08/18",215.16
"Currency","2015/08/17",215.16
"Currency","2015/08/14",215.10
"Currency","2015/08/13",215.10
"Currency","2015/08/12",215.15
"Currency","2015/08/11",215.20
"Currency","2015/08/10",215.21
"Currency","2015/08/07",215.15
"Currency","2015/08/05",214.80
"Currency","2015/08/04",214.80
"Currency","2015/08/03",214.80
"Currency","2015/07/31",214.80
"Currency","2015/07/30",214.80
"Currency","2015/07/29",214.85
"Currency","2015/07/28",214.75
"Currency","2015/07/27",214.85
"Currency","2015/07/24",214.80
"Currency","2015/07/23",214.80
"Currency","2015/07/22",214.85
"Currency","2015/07/21",214.75
"Currency","2015/07/20",214.80
"Currency","2015/07/17",214.80
"Currency","2015/07/16",214.80
"Currency","2015/07/15",214.75
"Currency","2015/07/14",214.80
"Currency","2015/07/13",214.85
"Currency","2015/07/12",215.13
"Currency","2015/07/10",214.80
"Currency","2015/07/09",214.80
"Currency","2015/07/08",214.80
"Currency","2015/07/07",214.80
"Currency","2015/07/06",214.80
"Currency","2015/07/04",215.11
"Currency","2015/07/03",214.80
"Currency","2015/07/02",214.75
"Currency","2015/07/01",214.80
"Currency","2015/06/30",214.80
"Currency","2015/06/29",214.70
"Currency","2015/06/26",214.80
"Currency","2015/06/25",214.75
"Currency","2015/06/24",214.80
"Currency","2015/06/23",214.80
"Currency","2015/06/22",214.70
"Currency","2015/06/19",214.70
"Currency","2015/06/18",214.75
"Currency","2015/06/17",214.75
"Currency","2015/06/16",214.75
"Currency","2015/06/15",214.80
"Currency","2015/06/12",214.80
"Currency","2015/06/11",214.80
"Currency","2015/06/10",214.75
"Currency","2015/06/09",214.80
"Currency","2015/06/08",214.80
"Currency","2015/06/05",214.80
"Currency","2015/06/04",214.80
"Currency","2015/06/03",214.75
"Currency","2015/06/02",214.80
"Currency","2015/06/01",214.70
"Currency","2015/05/29",214.75
"Currency","2015/05/28",214.80
"Currency","2015/05/27",214.80
"Currency","2015/05/26",214.80
"Currency","2015/05/25",214.80
"Currency","2015/05/22",214.80
"Currency","2015/05/21",214.80
"Currency","2015/05/20",214.80
"Currency","2015/05/19",214.70
"Currency","2015/05/18",214.70
"Currency","2015/05/15",214.70
"Currency","2015/05/14",214.80
"Currency","2015/05/13",214.80
"Currency","2015/05/12",214.80
"Currency","2015/05/11",214.80
"Currency","2015/05/08",214.75
"Currency","2015/05/07",214.80
"Currency","2015/05/05",214.75
"Currency","2015/05/04",214.80
"Currency","2015/05/01",214.80
"Currency","2015/04/30",214.80
"Currency","2015/04/29",214.80
"Currency","2015/04/28",214.80
"Currency","2015/04/27",214.80
"Currency","2015/04/24",214.80
"Currency","2015/04/23",214.75
"Currency","2015/04/22",214.80
"Currency","2015/04/21",214.75
"Currency","2015/04/20",214.70
"Currency","2015/04/17",214.77
"Currency","2015/04/16",214.70
"Currency","2015/04/15",214.87
"Currency","2015/04/14",214.87
"Currency","2015/04/13",214.87
"Currency","2015/04/10",214.85
"Currency","2015/04/09",214.85
"Currency","2015/04/08",214.85
"Currency","2015/04/07",214.80
"Currency","2015/04/06",214.80
"Currency","2015/04/03",214.85
"Currency","2015/04/02",214.85
"Currency","2015/04/01",214.87
"Currency","2015/03/31",214.87
"Currency","2015/03/30",214.85
