"Indicator","Time","Value (USD/YER)"
"Currency","2012/05/15",213.50
"Currency","2012/05/14",213.55
"Currency","2012/05/13",215.05
"Currency","2012/05/11",213.50
"Currency","2012/05/10",213.70
"Currency","2012/05/09",213.55
"Currency","2012/05/08",213.50
"Currency","2012/05/07",213.50
"Currency","2012/05/06",215.00
"Currency","2012/05/04",213.55
"Currency","2012/05/03",213.50
"Currency","2012/05/02",213.50
"Currency","2012/05/01",213.50
"Currency","2012/04/30",213.55
"Currency","2012/04/29",215.03
"Currency","2012/04/27",213.55
"Currency","2012/04/26",213.55
"Currency","2012/04/25",213.55
"Currency","2012/04/24",213.55
"Currency","2012/04/23",213.50
"Currency","2012/04/22",215.00
"Currency","2012/04/20",213.55
"Currency","2012/04/19",213.50
"Currency","2012/04/18",213.60
"Currency","2012/04/17",213.50
"Currency","2012/04/16",213.55
"Currency","2012/04/15",215.15
"Currency","2012/04/13",213.55
"Currency","2012/04/12",213.50
"Currency","2012/04/11",213.50
"Currency","2012/04/10",213.50
"Currency","2012/04/09",213.60
"Currency","2012/04/08",215.25
"Currency","2012/04/06",213.60
"Currency","2012/04/05",213.60
"Currency","2012/04/04",213.50
"Currency","2012/04/03",213.50
"Currency","2012/04/02",213.55
"Currency","2012/04/01",215.03
"Currency","2012/03/30",213.55
"Currency","2012/03/29",213.50
"Currency","2012/03/28",213.50
"Currency","2012/03/27",213.50
"Currency","2012/03/26",213.50
"Currency","2012/03/25",214.95
"Currency","2012/03/23",213.55
"Currency","2012/03/22",213.75
"Currency","2012/03/21",213.75
"Currency","2012/03/20",214.55
"Currency","2012/03/19",214.50
"Currency","2012/03/18",215.50
"Currency","2012/03/16",214.55
"Currency","2012/03/15",214.50
"Currency","2012/03/14",214.50
"Currency","2012/03/13",214.55
"Currency","2012/03/12",214.05
"Currency","2012/03/11",215.03
"Currency","2012/03/09",214.05
"Currency","2012/03/08",214.00
"Currency","2012/03/07",214.50
"Currency","2012/03/06",214.50
"Currency","2012/03/05",214.50
"Currency","2012/03/04",216.00
"Currency","2012/03/02",217.50
"Currency","2012/03/01",217.55
"Currency","2012/02/29",217.50
"Currency","2012/02/28",217.50
"Currency","2012/02/27",217.50
"Currency","2012/02/26",219.25
"Currency","2012/02/24",217.75
"Currency","2012/02/23",213.00
"Currency","2012/02/22",213.00
"Currency","2012/02/21",213.00
"Currency","2012/02/20",213.00
"Currency","2012/02/19",217.00
"Currency","2012/02/17",213.00
"Currency","2012/02/16",213.00
"Currency","2012/02/15",213.00
"Currency","2012/02/14",213.15
"Currency","2012/02/13",213.15
"Currency","2012/02/12",217.20
"Currency","2012/02/10",213.00
"Currency","2012/02/09",213.00
"Currency","2012/02/08",213.00
"Currency","2012/02/07",213.00
"Currency","2012/02/06",213.00
"Currency","2012/02/05",217.00
"Currency","2012/02/03",213.00
"Currency","2012/02/02",213.00
"Currency","2012/02/01",213.25
"Currency","2012/01/31",214.25
"Currency","2012/01/30",213.50
"Currency","2012/01/29",217.25
"Currency","2012/01/27",214.25
"Currency","2012/01/26",213.00
"Currency","2012/01/25",213.00
"Currency","2012/01/24",213.00
"Currency","2012/01/23",213.00
"Currency","2012/01/22",217.00
"Currency","2012/01/20",213.50
"Currency","2012/01/19",213.00
"Currency","2012/01/18",213.25
"Currency","2012/01/17",213.00
"Currency","2012/01/16",213.00
"Currency","2012/01/15",217.00
"Currency","2012/01/13",213.00
"Currency","2012/01/12",213.25
"Currency","2012/01/11",213.25
"Currency","2012/01/10",213.50
"Currency","2012/01/09",213.50
"Currency","2012/01/08",217.50
"Currency","2012/01/06",213.25
"Currency","2012/01/05",213.50
"Currency","2012/01/04",213.00
"Currency","2012/01/03",213.50
"Currency","2012/01/02",213.00
"Currency","2012/01/01",217.25
"Currency","2011/12/30",213.00
"Currency","2011/12/29",213.00
"Currency","2011/12/28",213.25
"Currency","2011/12/27",213.00
"Currency","2011/12/26",213.00
"Currency","2011/12/25",217.25
"Currency","2011/12/23",213.00
"Currency","2011/12/22",214.00
"Currency","2011/12/21",214.50
"Currency","2011/12/20",214.00
"Currency","2011/12/19",214.00
"Currency","2011/12/18",217.75
"Currency","2011/12/16",213.00
"Currency","2011/12/15",213.25
"Currency","2011/12/14",213.25
"Currency","2011/12/13",213.00
"Currency","2011/12/12",213.00
"Currency","2011/12/11",217.13
"Currency","2011/12/09",213.00
"Currency","2011/12/08",213.00
"Currency","2011/12/07",213.00
"Currency","2011/12/06",213.25
"Currency","2011/12/05",213.00
"Currency","2011/12/04",217.00
"Currency","2011/12/02",213.00
"Currency","2011/12/01",214.25
"Currency","2011/11/30",214.00
"Currency","2011/11/29",214.00
"Currency","2011/11/28",214.00
"Currency","2011/11/27",217.75
"Currency","2011/11/25",214.00
"Currency","2011/11/24",214.00
"Currency","2011/11/23",214.00
"Currency","2011/11/22",214.00
"Currency","2011/11/21",214.00
"Currency","2011/11/20",217.75
"Currency","2011/11/18",214.00
"Currency","2011/11/17",214.00
"Currency","2011/11/16",214.00
"Currency","2011/11/15",214.00
"Currency","2011/11/14",214.00
"Currency","2011/11/13",217.75
"Currency","2011/11/11",214.25
"Currency","2011/11/10",214.25
"Currency","2011/11/09",213.00
"Currency","2011/11/08",213.00
"Currency","2011/11/07",213.00
"Currency","2011/11/06",216.50
"Currency","2011/11/04",213.00
"Currency","2011/11/03",213.00
"Currency","2011/11/02",213.00
"Currency","2011/11/01",213.00
"Currency","2011/10/31",213.00
"Currency","2011/10/30",216.50
"Currency","2011/10/28",213.00
"Currency","2011/10/27",213.00
"Currency","2011/10/26",213.00
"Currency","2011/10/25",213.00
"Currency","2011/10/24",213.00
"Currency","2011/10/23",216.50
"Currency","2011/10/21",213.25
"Currency","2011/10/20",213.00
"Currency","2011/10/19",213.00
"Currency","2011/10/18",213.00
"Currency","2011/10/17",213.00
"Currency","2011/10/16",216.50
"Currency","2011/10/14",213.00
"Currency","2011/10/13",213.00
"Currency","2011/10/12",213.25
"Currency","2011/10/11",213.05
"Currency","2011/10/10",213.05
"Currency","2011/10/09",216.50
"Currency","2011/10/07",213.05
"Currency","2011/10/06",213.25
"Currency","2011/10/05",213.00
"Currency","2011/10/04",213.05
"Currency","2011/10/03",213.00
"Currency","2011/10/02",216.50
"Currency","2011/09/30",213.00
"Currency","2011/09/29",213.00
"Currency","2011/09/28",213.00
"Currency","2011/09/27",213.00
"Currency","2011/09/26",212.95
"Currency","2011/09/25",216.50
"Currency","2011/09/23",213.00
"Currency","2011/09/22",213.00
"Currency","2011/09/21",213.00
"Currency","2011/09/20",214.00
"Currency","2011/09/19",215.00
"Currency","2011/09/18",218.50
"Currency","2011/09/16",215.00
"Currency","2011/09/15",213.90
"Currency","2011/09/14",213.95
"Currency","2011/09/13",214.00
"Currency","2011/09/12",214.00
"Currency","2011/09/11",218.00
"Currency","2011/09/09",214.05
"Currency","2011/09/08",214.00
"Currency","2011/09/07",214.25
"Currency","2011/09/06",214.25
"Currency","2011/09/05",214.25
"Currency","2011/09/04",218.00
"Currency","2011/09/02",214.25
"Currency","2011/09/01",214.00
"Currency","2011/08/31",214.00
"Currency","2011/08/30",213.90
"Currency","2011/08/29",213.90
"Currency","2011/08/28",217.48
"Currency","2011/08/26",213.85
"Currency","2011/08/25",213.95
"Currency","2011/08/24",213.90
"Currency","2011/08/23",213.95
"Currency","2011/08/22",213.75
"Currency","2011/08/21",217.25
"Currency","2011/08/19",213.25
"Currency","2011/08/18",213.25
"Currency","2011/08/17",213.25
"Currency","2011/08/16",213.25
"Currency","2011/08/15",213.25
"Currency","2011/08/14",216.75
"Currency","2011/08/12",213.25
"Currency","2011/08/11",213.25
"Currency","2011/08/10",213.25
"Currency","2011/08/09",213.25
"Currency","2011/08/08",213.25
"Currency","2011/08/07",216.75
"Currency","2011/08/05",213.25
"Currency","2011/08/04",213.25
"Currency","2011/08/03",213.25
"Currency","2011/08/02",213.25
"Currency","2011/08/01",213.25
"Currency","2011/07/31",216.75
"Currency","2011/07/29",213.25
"Currency","2011/07/28",213.25
"Currency","2011/07/27",213.30
"Currency","2011/07/26",213.25
"Currency","2011/07/25",213.30
"Currency","2011/07/24",216.80
"Currency","2011/07/22",213.75
"Currency","2011/07/21",213.75
"Currency","2011/07/20",213.75
"Currency","2011/07/19",213.75
"Currency","2011/07/18",213.70
"Currency","2011/07/17",217.00
"Currency","2011/07/15",213.85
"Currency","2011/07/14",213.85
"Currency","2011/07/13",213.95
"Currency","2011/07/12",213.70
"Currency","2011/07/11",213.75
"Currency","2011/07/10",216.75
"Currency","2011/07/08",213.70
"Currency","2011/07/07",213.70
"Currency","2011/07/06",213.70
"Currency","2011/07/05",213.75
"Currency","2011/07/04",213.75
"Currency","2011/07/03",216.75
"Currency","2011/07/01",213.75
"Currency","2011/06/30",213.75
"Currency","2011/06/29",213.75
"Currency","2011/06/28",213.75
"Currency","2011/06/27",213.70
"Currency","2011/06/26",216.70
"Currency","2011/06/24",213.70
"Currency","2011/06/23",213.75
"Currency","2011/06/22",213.75
"Currency","2011/06/21",213.25
"Currency","2011/06/20",213.25
"Currency","2011/06/19",216.25
"Currency","2011/06/17",213.50
"Currency","2011/06/16",213.20
"Currency","2011/06/15",213.20
"Currency","2011/06/14",213.20
"Currency","2011/06/13",213.20
"Currency","2011/06/12",213.98
"Currency","2011/06/10",213.25
"Currency","2011/06/09",213.25
"Currency","2011/06/08",213.25
"Currency","2011/06/07",213.25
"Currency","2011/06/06",213.25
"Currency","2011/06/05",213.98
"Currency","2011/06/03",213.25
"Currency","2011/06/02",213.25
"Currency","2011/06/01",213.30
"Currency","2011/05/31",213.25
"Currency","2011/05/30",213.25
"Currency","2011/05/29",214.00
"Currency","2011/05/27",213.25
"Currency","2011/05/26",213.25
"Currency","2011/05/25",213.25
"Currency","2011/05/24",213.25
"Currency","2011/05/23",213.25
"Currency","2011/05/22",214.00
"Currency","2011/05/20",213.20
"Currency","2011/05/19",213.25
"Currency","2011/05/18",213.25
"Currency","2011/05/17",213.25
"Currency","2011/05/16",213.20
"Currency","2011/05/15",214.50
"Currency","2011/05/13",213.20
"Currency","2011/05/12",213.20
"Currency","2011/05/11",213.25
"Currency","2011/05/10",213.25
"Currency","2011/05/09",213.25
"Currency","2011/05/08",214.50
"Currency","2011/05/06",213.20
"Currency","2011/05/05",213.25
"Currency","2011/05/04",213.25
"Currency","2011/05/03",213.00
"Currency","2011/05/02",213.00
"Currency","2011/05/01",214.50
"Currency","2011/04/29",213.05
"Currency","2011/04/28",213.05
"Currency","2011/04/27",213.00
"Currency","2011/04/26",213.00
"Currency","2011/04/25",213.00
"Currency","2011/04/24",214.50
"Currency","2011/04/22",213.25
"Currency","2011/04/21",213.25
"Currency","2011/04/20",213.25
"Currency","2011/04/19",213.00
"Currency","2011/04/18",213.25
"Currency","2011/04/17",214.50
"Currency","2011/04/15",214.50
"Currency","2011/04/14",213.25
"Currency","2011/04/13",213.25
"Currency","2011/04/12",213.25
"Currency","2011/04/11",213.00
"Currency","2011/04/10",214.50
"Currency","2011/04/08",213.00
"Currency","2011/04/07",213.25
"Currency","2011/04/06",213.05
"Currency","2011/04/05",213.05
"Currency","2011/04/04",213.05
"Currency","2011/04/03",214.50
"Currency","2011/04/01",213.25
"Currency","2011/03/31",213.00
"Currency","2011/03/30",213.00
"Currency","2011/03/29",213.00
"Currency","2011/03/28",213.00
"Currency","2011/03/25",213.05
"Currency","2011/03/24",213.00
"Currency","2011/03/23",213.00
"Currency","2011/03/22",213.00
"Currency","2011/03/21",213.25
"Currency","2011/03/20",214.50
"Currency","2011/03/18",213.25
"Currency","2011/03/17",213.00
"Currency","2011/03/16",213.00
"Currency","2011/03/15",213.00
"Currency","2011/03/14",213.00
"Currency","2011/03/13",214.50
"Currency","2011/03/11",213.25
"Currency","2011/03/10",213.00
"Currency","2011/03/09",213.00
"Currency","2011/03/08",213.00
"Currency","2011/03/07",213.00
"Currency","2011/03/06",214.50
"Currency","2011/03/04",213.25
"Currency","2011/03/03",213.25
"Currency","2011/03/02",213.25
"Currency","2011/03/01",213.00
"Currency","2011/02/28",213.00
"Currency","2011/02/27",214.50
"Currency","2011/02/25",213.00
"Currency","2011/02/24",213.25
"Currency","2011/02/23",213.00
"Currency","2011/02/22",213.00
"Currency","2011/02/21",213.00
"Currency","2011/02/20",214.50
"Currency","2011/02/18",213.00
"Currency","2011/02/17",213.20
"Currency","2011/02/16",213.25
"Currency","2011/02/15",213.25
"Currency","2011/02/14",213.00
"Currency","2011/02/13",214.00
"Currency","2011/02/11",213.00
"Currency","2011/02/10",213.00
"Currency","2011/02/09",213.00
"Currency","2011/02/08",213.00
"Currency","2011/02/07",213.00
"Currency","2011/02/06",214.00
"Currency","2011/02/04",213.15
"Currency","2011/02/03",213.05
"Currency","2011/02/02",213.05
"Currency","2011/02/01",213.05
"Currency","2011/01/31",213.00
"Currency","2011/01/30",214.15
"Currency","2011/01/28",213.00
"Currency","2011/01/27",213.00
"Currency","2011/01/26",213.00
"Currency","2011/01/25",213.25
"Currency","2011/01/24",213.00
"Currency","2011/01/23",214.00
"Currency","2011/01/21",213.05
"Currency","2011/01/20",213.50
"Currency","2011/01/19",213.05
"Currency","2011/01/18",213.05
"Currency","2011/01/17",213.00
"Currency","2011/01/14",213.00
"Currency","2011/01/13",213.00
"Currency","2011/01/12",213.00
"Currency","2011/01/11",213.00
"Currency","2011/01/10",213.25
"Currency","2011/01/09",214.00
"Currency","2011/01/07",213.00
"Currency","2011/01/06",213.00
"Currency","2011/01/05",213.40
"Currency","2011/01/04",213.00
"Currency","2011/01/03",213.25
"Currency","2011/01/02",214.00
"Currency","2010/12/31",213.25
"Currency","2010/12/30",213.25
"Currency","2010/12/29",213.25
"Currency","2010/12/28",213.00
"Currency","2010/12/27",213.25
"Currency","2010/12/26",214.00
"Currency","2010/12/24",213.25
"Currency","2010/12/23",213.25
"Currency","2010/12/22",213.25
"Currency","2010/12/21",213.20
"Currency","2010/12/20",213.00
"Currency","2010/12/19",214.00
"Currency","2010/12/17",213.00
"Currency","2010/12/16",213.00
"Currency","2010/12/15",213.00
"Currency","2010/12/14",212.00
"Currency","2010/12/13",213.00
"Currency","2010/12/12",214.50
"Currency","2010/12/10",213.25
"Currency","2010/12/09",213.00
"Currency","2010/12/08",213.00
"Currency","2010/12/07",213.00
"Currency","2010/12/06",213.25
"Currency","2010/12/05",214.30
"Currency","2010/12/03",213.00
"Currency","2010/12/02",213.00
"Currency","2010/12/01",213.05
"Currency","2010/11/30",213.25
"Currency","2010/11/29",213.25
"Currency","2010/11/28",214.50
"Currency","2010/11/26",213.00
"Currency","2010/11/25",213.00
"Currency","2010/11/24",213.25
"Currency","2010/11/23",213.00
"Currency","2010/11/22",213.00
"Currency","2010/11/21",214.00
"Currency","2010/11/19",213.00
"Currency","2010/11/18",213.25
"Currency","2010/11/17",213.25
"Currency","2010/11/16",213.00
"Currency","2010/11/15",213.10
"Currency","2010/11/14",214.50
"Currency","2010/11/12",213.00
"Currency","2010/11/11",212.70
"Currency","2010/11/10",213.00
"Currency","2010/11/09",213.00
"Currency","2010/11/08",213.25
"Currency","2010/11/07",214.50
"Currency","2010/11/05",213.25
"Currency","2010/11/04",213.50
"Currency","2010/11/03",213.50
"Currency","2010/11/02",213.50
"Currency","2010/11/01",213.00
"Currency","2010/10/31",214.50
"Currency","2010/10/29",213.25
"Currency","2010/10/28",213.25
"Currency","2010/10/27",213.00
"Currency","2010/10/26",213.00
"Currency","2010/10/25",214.00
"Currency","2010/10/24",215.00
"Currency","2010/10/22",214.15
"Currency","2010/10/21",214.15
"Currency","2010/10/20",213.75
"Currency","2010/10/19",213.75
"Currency","2010/10/18",214.00
"Currency","2010/10/17",214.75
"Currency","2010/10/15",214.00
"Currency","2010/10/14",214.00
"Currency","2010/10/13",214.00
"Currency","2010/10/12",214.00
"Currency","2010/10/11",214.00
"Currency","2010/10/10",214.78
"Currency","2010/10/08",214.05
"Currency","2010/10/07",214.05
"Currency","2010/10/06",214.05
"Currency","2010/10/05",214.00
"Currency","2010/10/04",214.00
"Currency","2010/10/03",215.00
"Currency","2010/10/01",214.05
"Currency","2010/09/30",214.05
"Currency","2010/09/29",214.00
"Currency","2010/09/28",214.30
"Currency","2010/09/27",214.50
"Currency","2010/09/26",214.90
"Currency","2010/09/24",214.50
"Currency","2010/09/23",214.50
"Currency","2010/09/22",214.50
"Currency","2010/09/21",214.00
"Currency","2010/09/20",214.05
"Currency","2010/09/19",215.00
"Currency","2010/09/17",214.05
"Currency","2010/09/16",214.30
"Currency","2010/09/15",214.50
"Currency","2010/09/14",214.50
"Currency","2010/09/13",214.50
"Currency","2010/09/12",215.55
"Currency","2010/09/10",214.50
"Currency","2010/09/09",214.50
"Currency","2010/09/08",214.50
"Currency","2010/09/07",214.00
"Currency","2010/09/06",214.00
"Currency","2010/09/03",237.00
"Currency","2010/09/02",237.00
"Currency","2010/09/01",237.00
"Currency","2010/08/31",237.00
"Currency","2010/08/30",237.00
"Currency","2010/08/29",238.00
"Currency","2010/08/27",237.00
"Currency","2010/08/26",237.00
"Currency","2010/08/25",237.00
"Currency","2010/08/24",237.00
"Currency","2010/08/23",237.00
"Currency","2010/08/22",238.00
"Currency","2010/08/20",237.00
"Currency","2010/08/19",237.00
"Currency","2010/08/18",237.00
"Currency","2010/08/17",237.00
"Currency","2010/08/16",237.00
"Currency","2010/08/15",238.00
"Currency","2010/08/13",236.25
"Currency","2010/08/12",236.00
"Currency","2010/08/11",237.00
"Currency","2010/08/10",238.50
"Currency","2010/08/09",238.50
"Currency","2010/08/08",239.50
"Currency","2010/08/06",238.70
"Currency","2010/08/05",238.75
"Currency","2010/08/04",235.00
"Currency","2010/08/03",238.75
"Currency","2010/08/02",233.70
"Currency","2010/08/01",236.50
"Currency","2010/07/30",235.00
"Currency","2010/07/29",233.70
"Currency","2010/07/28",234.00
"Currency","2010/07/27",229.00
"Currency","2010/07/26",229.00
"Currency","2010/07/25",230.33
"Currency","2010/07/23",229.00
"Currency","2010/07/22",229.00
"Currency","2010/07/21",228.70
"Currency","2010/07/20",224.50
"Currency","2010/07/19",224.55
"Currency","2010/07/18",225.80
"Currency","2010/07/16",224.55
"Currency","2010/07/15",224.50
"Currency","2010/07/14",224.55
"Currency","2010/07/13",224.50
"Currency","2010/07/12",224.55
"Currency","2010/07/11",225.75
"Currency","2010/07/09",224.55
"Currency","2010/07/08",224.50
"Currency","2010/07/07",224.55
"Currency","2010/07/06",224.55
"Currency","2010/07/05",224.55
"Currency","2010/07/04",226.00
"Currency","2010/07/02",225.00
"Currency","2010/07/01",224.55
"Currency","2010/06/30",224.50
"Currency","2010/06/29",224.55
"Currency","2010/06/28",224.50
"Currency","2010/06/27",225.63
"Currency","2010/06/25",224.50
"Currency","2010/06/24",224.50
"Currency","2010/06/23",224.65
"Currency","2010/06/22",224.50
"Currency","2010/06/21",224.65
"Currency","2010/06/20",225.75
"Currency","2010/06/18",224.75
"Currency","2010/06/17",224.70
"Currency","2010/06/16",224.85
"Currency","2010/06/15",224.70
"Currency","2010/06/14",224.65
"Currency","2010/06/13",225.63
"Currency","2010/06/11",224.60
"Currency","2010/06/10",224.65
"Currency","2010/06/09",224.60
"Currency","2010/06/08",225.00
"Currency","2010/06/07",224.50
"Currency","2010/06/06",225.90
"Currency","2010/06/04",224.55
"Currency","2010/06/03",224.50
"Currency","2010/06/02",224.50
"Currency","2010/06/01",224.55
"Currency","2010/05/31",224.55
"Currency","2010/05/30",225.75
"Currency","2010/05/28",224.50
"Currency","2010/05/27",224.55
"Currency","2010/05/26",224.50
"Currency","2010/05/25",224.55
"Currency","2010/05/24",224.50
"Currency","2010/05/21",224.50
"Currency","2010/05/20",224.50
"Currency","2010/05/19",224.50
"Currency","2010/05/18",224.45
"Currency","2010/05/17",224.50
"Currency","2010/05/16",226.00
"Currency","2010/05/14",224.50
"Currency","2010/05/13",224.50
"Currency","2010/05/12",224.50
"Currency","2010/05/11",224.55
"Currency","2010/05/10",224.25
"Currency","2010/05/09",225.50
"Currency","2010/05/07",224.00
"Currency","2010/05/06",224.25
"Currency","2010/05/05",224.05
"Currency","2010/05/04",224.25
"Currency","2010/05/03",224.35
"Currency","2010/05/02",225.65
"Currency","2010/04/30",224.25
"Currency","2010/04/29",224.00
"Currency","2010/04/28",224.35
"Currency","2010/04/27",224.25
"Currency","2010/04/26",224.50
"Currency","2010/04/25",224.88
"Currency","2010/04/23",223.75
"Currency","2010/04/22",223.90
"Currency","2010/04/21",223.50
"Currency","2010/04/20",223.55
"Currency","2010/04/19",203.80
"Currency","2010/04/16",221.75
"Currency","2010/04/15",221.50
"Currency","2010/04/14",221.75
"Currency","2010/04/13",221.55
"Currency","2010/04/12",221.75
"Currency","2010/04/09",220.00
"Currency","2010/04/08",220.25
"Currency","2010/04/07",220.00
"Currency","2010/04/06",220.00
"Currency","2010/04/05",220.25
"Currency","2010/04/02",220.00
"Currency","2010/04/01",220.25
"Currency","2010/03/31",220.25
"Currency","2010/03/30",220.00
"Currency","2010/03/29",217.00
"Currency","2010/03/26",201.50
"Currency","2010/03/25",201.75
"Currency","2010/03/24",203.25
"Currency","2010/03/23",203.25
"Currency","2010/03/22",203.00
"Currency","2010/03/19",203.25
"Currency","2010/03/18",203.00
"Currency","2010/03/17",203.00
"Currency","2010/03/16",203.00
"Currency","2010/03/15",205.50
"Currency","2010/03/12",203.25
"Currency","2010/03/11",203.00
"Currency","2010/03/10",203.25
"Currency","2010/03/09",203.25
"Currency","2010/03/08",203.00
"Currency","2010/03/07",205.50
"Currency","2010/03/05",203.00
"Currency","2010/03/04",203.28
"Currency","2010/03/03",203.25
"Currency","2010/03/02",203.25
"Currency","2010/03/01",203.25
"Currency","2010/02/28",205.50
"Currency","2010/02/26",203.00
"Currency","2010/02/25",203.25
"Currency","2010/02/24",203.00
"Currency","2010/02/23",203.25
"Currency","2010/02/22",203.25
"Currency","2010/02/21",205.75
"Currency","2010/02/19",203.25
"Currency","2010/02/18",203.00
"Currency","2010/02/17",203.00
"Currency","2010/02/16",203.00
"Currency","2010/02/15",205.75
"Currency","2010/02/14",205.63
"Currency","2010/02/12",203.25
"Currency","2010/02/11",203.25
"Currency","2010/02/10",203.00
"Currency","2010/02/09",203.25
"Currency","2010/02/08",203.25
"Currency","2010/02/07",205.00
"Currency","2010/02/05",203.00
"Currency","2010/02/04",203.00
"Currency","2010/02/03",203.25
"Currency","2010/02/02",203.00
"Currency","2010/02/01",203.25
"Currency","2010/01/31",205.50
"Currency","2010/01/29",203.25
"Currency","2010/01/28",204.63
"Currency","2010/01/27",204.50
"Currency","2010/01/26",204.75
"Currency","2010/01/25",204.75
"Currency","2010/01/24",205.50
"Currency","2010/01/22",203.55
"Currency","2010/01/21",205.75
"Currency","2010/01/20",205.50
"Currency","2010/01/19",205.50
"Currency","2010/01/18",205.50
"Currency","2010/01/17",205.50
"Currency","2010/01/15",205.50
"Currency","2010/01/14",205.50
"Currency","2010/01/13",205.50
"Currency","2010/01/12",205.50
"Currency","2010/01/11",205.50
"Currency","2010/01/10",205.50
"Currency","2010/01/08",205.75
"Currency","2010/01/07",205.50
"Currency","2010/01/06",203.00
"Currency","2010/01/05",203.25
"Currency","2010/01/04",205.75
"Currency","2010/01/03",205.75
"Currency","2010/01/01",205.75
"Currency","2009/12/31",203.25
"Currency","2009/12/30",203.00
"Currency","2009/12/29",203.25
"Currency","2009/12/28",203.25
"Currency","2009/12/27",205.50
"Currency","2009/12/25",205.75
"Currency","2009/12/24",205.75
"Currency","2009/12/23",203.00
"Currency","2009/12/22",203.25
"Currency","2009/12/21",205.75
"Currency","2009/12/20",205.75
"Currency","2009/12/18",205.50
"Currency","2009/12/17",205.63
"Currency","2009/12/16",205.75
"Currency","2009/12/15",203.25
"Currency","2009/12/14",203.25
"Currency","2009/12/13",205.50
"Currency","2009/12/11",205.50
"Currency","2009/12/10",205.75
"Currency","2009/12/09",205.50
"Currency","2009/12/08",205.50
"Currency","2009/12/07",205.75
