"Indicator","Time","Value (USD/PKR)"
"Currency","2004/04/27",57.45
"Currency","2004/04/26",57.44
"Currency","2004/04/23",57.35
"Currency","2004/04/22",57.35
"Currency","2004/04/21",57.35
"Currency","2004/04/20",57.20
"Currency","2004/04/19",57.20
"Currency","2004/04/16",57.38
"Currency","2004/04/15",57.38
"Currency","2004/04/14",57.25
"Currency","2004/04/13",57.25
"Currency","2004/04/12",57.46
"Currency","2004/04/09",57.25
"Currency","2004/04/08",57.25
"Currency","2004/04/07",57.25
"Currency","2004/04/06",57.25
"Currency","2004/04/05",57.25
"Currency","2004/04/02",57.08
"Currency","2004/04/01",57.08
"Currency","2004/03/31",57.08
"Currency","2004/03/30",57.35
"Currency","2004/03/29",57.35
"Currency","2004/03/26",57.35
"Currency","2004/03/25",57.35
"Currency","2004/03/24",57.35
"Currency","2004/03/23",57.20
"Currency","2004/03/22",57.20
"Currency","2004/03/19",57.40
"Currency","2004/03/18",57.40
"Currency","2004/03/17",57.40
"Currency","2004/03/16",57.40
"Currency","2004/03/15",57.40
"Currency","2004/03/12",57.25
"Currency","2004/03/11",57.20
"Currency","2004/03/10",57.20
"Currency","2004/03/09",57.20
"Currency","2004/03/08",57.20
"Currency","2004/03/05",55.33
"Currency","2004/03/04",57.20
"Currency","2004/03/03",57.20
"Currency","2004/03/02",57.20
"Currency","2004/03/01",57.32
"Currency","2004/02/27",57.32
"Currency","2004/02/26",57.27
"Currency","2004/02/25",57.24
"Currency","2004/02/24",57.24
"Currency","2004/02/23",57.24
"Currency","2004/02/20",55.62
"Currency","2004/02/19",57.18
"Currency","2004/02/18",57.00
"Currency","2004/02/17",57.00
"Currency","2004/02/16",57.00
"Currency","2004/02/13",57.00
"Currency","2004/02/12",57.00
"Currency","2004/02/11",57.00
"Currency","2004/02/10",57.20
"Currency","2004/02/09",57.20
"Currency","2004/02/06",56.90
"Currency","2004/02/05",56.90
"Currency","2004/02/04",56.90
"Currency","2004/02/03",55.26
"Currency","2004/02/02",57.20
"Currency","2004/01/30",57.20
"Currency","2004/01/29",57.20
"Currency","2004/01/28",57.20
"Currency","2004/01/27",57.20
"Currency","2004/01/26",57.30
"Currency","2004/01/23",57.30
"Currency","2004/01/22",57.30
"Currency","2004/01/21",57.30
"Currency","2004/01/20",57.30
"Currency","2004/01/19",57.30
"Currency","2004/01/16",57.35
"Currency","2004/01/15",57.35
"Currency","2004/01/14",57.35
"Currency","2004/01/13",57.35
"Currency","2004/01/12",57.35
"Currency","2004/01/09",57.35
"Currency","2004/01/08",57.35
"Currency","2004/01/07",57.35
"Currency","2004/01/06",57.10
"Currency","2004/01/05",57.10
"Currency","2004/01/02",57.10
"Currency","2004/01/01",57.30
"Currency","2003/12/31",57.30
"Currency","2003/12/30",57.30
"Currency","2003/12/29",57.30
"Currency","2003/12/26",57.00
"Currency","2003/12/25",57.00
"Currency","2003/12/24",57.00
"Currency","2003/12/23",57.20
"Currency","2003/12/22",57.20
"Currency","2003/12/19",57.20
"Currency","2003/12/18",57.20
"Currency","2003/12/17",57.20
"Currency","2003/12/16",57.20
"Currency","2003/12/15",57.20
"Currency","2003/12/12",57.20
"Currency","2003/12/11",57.00
"Currency","2003/12/10",57.00
"Currency","2003/12/09",57.00
"Currency","2003/12/08",57.00
"Currency","2003/12/05",57.00
"Currency","2003/12/04",57.00
"Currency","2003/12/03",57.00
"Currency","2003/12/02",57.00
"Currency","2003/12/01",57.00
"Currency","2003/11/28",57.24
"Currency","2003/11/27",57.24
"Currency","2003/11/26",57.24
"Currency","2003/11/25",57.24
"Currency","2003/11/24",57.19
"Currency","2003/11/21",57.19
"Currency","2003/11/20",57.18
"Currency","2003/11/19",57.24
"Currency","2003/11/18",57.24
"Currency","2003/11/17",57.25
"Currency","2003/11/14",57.27
"Currency","2003/11/13",57.34
"Currency","2003/11/12",57.38
"Currency","2003/11/11",57.40
"Currency","2003/11/10",57.43
"Currency","2003/11/07",57.42
"Currency","2003/11/06",57.40
"Currency","2003/11/05",57.41
"Currency","2003/11/04",57.39
"Currency","2003/11/03",57.39
"Currency","2003/10/31",57.38
"Currency","2003/10/30",57.38
"Currency","2003/10/29",57.37
"Currency","2003/10/28",57.35
"Currency","2003/10/27",57.39
"Currency","2003/10/24",57.44
"Currency","2003/10/23",57.44
"Currency","2003/10/22",57.49
"Currency","2003/10/21",57.55
"Currency","2003/10/20",57.53
"Currency","2003/10/17",57.51
"Currency","2003/10/16",57.53
"Currency","2003/10/15",57.51
"Currency","2003/10/14",57.49
"Currency","2003/10/13",57.49
"Currency","2003/10/10",57.46
"Currency","2003/10/09",57.47
"Currency","2003/10/08",57.55
"Currency","2003/10/07",57.60
"Currency","2003/10/06",57.67
"Currency","2003/10/03",57.75
"Currency","2003/10/02",57.79
"Currency","2003/10/01",57.87
"Currency","2003/09/30",57.90
"Currency","2003/09/29",57.89
"Currency","2003/09/26",57.88
"Currency","2003/09/25",57.76
"Currency","2003/09/24",57.88
"Currency","2003/09/23",57.90
"Currency","2003/09/22",57.83
"Currency","2003/09/19",57.80
"Currency","2003/09/18",57.81
"Currency","2003/09/17",57.80
"Currency","2003/09/16",57.78
"Currency","2003/09/15",57.76
"Currency","2003/09/12",57.74
"Currency","2003/09/11",57.74
"Currency","2003/09/10",57.77
"Currency","2003/09/09",57.78
"Currency","2003/09/08",57.78
"Currency","2003/09/05",57.78
"Currency","2003/09/04",57.78
"Currency","2003/09/03",57.78
"Currency","2003/09/02",57.77
"Currency","2003/09/01",57.77
"Currency","2003/08/29",57.73
"Currency","2003/08/28",57.71
"Currency","2003/08/27",57.77
"Currency","2003/08/26",57.79
"Currency","2003/08/25",57.72
"Currency","2003/08/22",57.80
"Currency","2003/08/21",57.78
"Currency","2003/08/20",57.83
"Currency","2003/08/19",57.81
"Currency","2003/08/18",57.81
"Currency","2003/08/15",57.77
"Currency","2003/08/14",57.78
"Currency","2003/08/13",57.75
"Currency","2003/08/12",57.76
"Currency","2003/08/11",57.78
"Currency","2003/08/08",57.80
"Currency","2003/08/07",57.79
"Currency","2003/08/06",57.79
"Currency","2003/08/05",57.78
"Currency","2003/08/04",57.80
"Currency","2003/08/01",57.78
"Currency","2003/07/31",57.75
"Currency","2003/07/30",57.78
"Currency","2003/07/29",57.77
"Currency","2003/07/28",57.76
"Currency","2003/07/25",57.70
"Currency","2003/07/24",57.73
"Currency","2003/07/23",57.69
"Currency","2003/07/22",57.71
"Currency","2003/07/21",57.69
"Currency","2003/07/18",57.69
"Currency","2003/07/17",57.75
"Currency","2003/07/16",57.77
"Currency","2003/07/15",57.76
"Currency","2003/07/14",57.76
"Currency","2003/07/11",57.74
"Currency","2003/07/10",57.78
"Currency","2003/07/09",57.79
"Currency","2003/07/08",57.75
"Currency","2003/07/07",57.79
"Currency","2003/07/04",57.75
"Currency","2003/07/03",57.78
"Currency","2003/07/02",57.81
"Currency","2003/07/01",57.85
"Currency","2003/06/30",57.85
"Currency","2003/06/27",57.79
"Currency","2003/06/26",57.84
"Currency","2003/06/25",57.84
"Currency","2003/06/24",57.81
"Currency","2003/06/23",57.82
"Currency","2003/06/20",57.82
"Currency","2003/06/19",57.76
"Currency","2003/06/18",57.75
"Currency","2003/06/17",57.74
"Currency","2003/06/16",57.74
"Currency","2003/06/13",57.73
"Currency","2003/06/12",57.72
"Currency","2003/06/11",57.71
"Currency","2003/06/10",57.68
"Currency","2003/06/09",57.68
"Currency","2003/06/06",57.69
"Currency","2003/06/05",57.69
"Currency","2003/06/04",57.71
"Currency","2003/06/03",57.74
"Currency","2003/06/02",57.75
"Currency","2003/05/30",57.64
"Currency","2003/05/29",57.60
"Currency","2003/05/28",57.60
"Currency","2003/05/27",57.64
"Currency","2003/05/26",57.64
"Currency","2003/05/23",57.36
"Currency","2003/05/22",57.67
"Currency","2003/05/21",57.71
"Currency","2003/05/20",57.75
"Currency","2003/05/19",57.78
"Currency","2003/05/16",57.78
"Currency","2003/05/15",57.78
"Currency","2003/05/14",57.78
"Currency","2003/05/13",57.77
"Currency","2003/05/12",57.76
"Currency","2003/05/09",57.76
"Currency","2003/05/08",57.76
"Currency","2003/05/07",57.80
"Currency","2003/05/06",57.80
"Currency","2003/05/05",57.80
"Currency","2003/05/02",57.75
"Currency","2003/05/01",57.75
"Currency","2003/04/30",57.81
"Currency","2003/04/29",57.75
"Currency","2003/04/28",57.70
"Currency","2003/04/25",57.76
"Currency","2003/04/24",57.70
"Currency","2003/04/23",57.80
"Currency","2003/04/22",57.83
"Currency","2003/04/21",57.81
"Currency","2003/04/18",57.78
"Currency","2003/04/17",57.78
"Currency","2003/04/16",57.77
"Currency","2003/04/15",57.76
"Currency","2003/04/14",57.73
"Currency","2003/04/11",57.73
"Currency","2003/04/10",57.73
"Currency","2003/04/09",57.72
"Currency","2003/04/08",57.76
"Currency","2003/04/07",57.80
"Currency","2003/04/04",57.78
"Currency","2003/04/03",57.81
"Currency","2003/04/02",57.78
"Currency","2003/04/01",57.81
"Currency","2003/03/31",57.85
"Currency","2003/03/28",57.81
"Currency","2003/03/27",57.75
"Currency","2003/03/26",57.76
"Currency","2003/03/25",57.80
"Currency","2003/03/24",57.83
"Currency","2003/03/21",57.79
"Currency","2003/03/20",57.79
"Currency","2003/03/19",57.79
"Currency","2003/03/18",57.82
"Currency","2003/03/17",57.81
"Currency","2003/03/14",57.81
"Currency","2003/03/13",57.81
"Currency","2003/03/12",57.82
"Currency","2003/03/11",57.82
"Currency","2003/03/10",57.89
"Currency","2003/03/07",57.94
"Currency","2003/03/06",57.94
"Currency","2003/03/05",57.94
"Currency","2003/03/04",58.01
"Currency","2003/03/03",58.06
"Currency","2003/02/28",58.11
"Currency","2003/02/27",58.14
"Currency","2003/02/26",58.11
"Currency","2003/02/25",58.12
"Currency","2003/02/24",58.09
"Currency","2003/02/21",58.10
"Currency","2003/02/20",58.09
"Currency","2003/02/19",58.06
"Currency","2003/02/18",57.80
"Currency","2003/02/17",58.01
"Currency","2003/02/14",57.95
"Currency","2003/02/13",57.97
"Currency","2003/02/12",57.97
"Currency","2003/02/11",57.97
"Currency","2003/02/10",57.97
"Currency","2003/02/07",57.99
"Currency","2003/02/06",57.97
"Currency","2003/02/05",58.17
"Currency","2003/02/04",58.17
"Currency","2003/02/03",58.19
"Currency","2003/01/31",58.17
"Currency","2003/01/30",58.21
"Currency","2003/01/29",58.05
"Currency","2003/01/28",57.97
"Currency","2003/01/27",58.12
"Currency","2003/01/24",58.16
"Currency","2003/01/23",58.14
"Currency","2003/01/22",58.13
"Currency","2003/01/21",58.13
"Currency","2003/01/20",58.12
"Currency","2003/01/17",58.08
"Currency","2003/01/16",58.08
"Currency","2003/01/15",58.20
"Currency","2003/01/14",58.19
"Currency","2003/01/13",58.21
"Currency","2003/01/10",58.24
"Currency","2003/01/09",58.26
"Currency","2003/01/08",58.26
"Currency","2003/01/07",58.19
"Currency","2003/01/06",58.19
"Currency","2003/01/03",58.25
"Currency","2003/01/02",58.28
"Currency","2003/01/01",58.35
"Currency","2002/12/31",58.35
"Currency","2002/12/30",58.33
"Currency","2002/12/27",58.31
"Currency","2002/12/26",58.34
"Currency","2002/12/25",58.41
"Currency","2002/12/24",58.41
"Currency","2002/12/23",58.44
"Currency","2002/12/20",58.46
"Currency","2002/12/19",58.51
"Currency","2002/12/18",58.47
"Currency","2002/12/17",58.41
"Currency","2002/12/16",58.57
"Currency","2002/12/13",58.41
"Currency","2002/12/12",58.44
"Currency","2002/12/11",58.42
"Currency","2002/12/10",58.50
"Currency","2002/12/09",58.46
"Currency","2002/12/06",58.35
"Currency","2002/12/05",58.35
"Currency","2002/12/04",58.42
"Currency","2002/12/03",58.31
"Currency","2002/12/02",58.28
"Currency","2002/11/29",58.26
"Currency","2002/11/28",58.39
"Currency","2002/11/27",58.42
"Currency","2002/11/26",58.49
"Currency","2002/11/25",58.50
"Currency","2002/11/22",58.51
"Currency","2002/11/21",58.52
"Currency","2002/11/20",58.54
"Currency","2002/11/19",58.51
"Currency","2002/11/18",58.46
"Currency","2002/11/15",58.47
"Currency","2002/11/14",58.54
"Currency","2002/11/13",58.60
"Currency","2002/11/12",58.69
"Currency","2002/11/11",58.71
"Currency","2002/11/08",58.70
"Currency","2002/11/07",58.70
"Currency","2002/11/06",58.70
"Currency","2002/11/05",58.75
"Currency","2002/11/04",58.83
"Currency","2002/11/01",58.88
"Currency","2002/10/31",58.87
"Currency","2002/10/30",58.90
"Currency","2002/10/29",58.97
"Currency","2002/10/28",58.98
"Currency","2002/10/25",58.98
"Currency","2002/10/24",58.96
"Currency","2002/10/23",59.22
"Currency","2002/10/22",59.00
"Currency","2002/10/21",59.00
"Currency","2002/10/18",58.90
"Currency","2002/10/17",59.05
"Currency","2002/10/16",58.85
"Currency","2002/10/15",59.05
"Currency","2002/10/14",58.90
"Currency","2002/10/11",59.05
"Currency","2002/10/10",59.08
"Currency","2002/10/09",58.80
"Currency","2002/10/07",59.13
"Currency","2002/10/04",60.05
"Currency","2002/10/03",59.10
"Currency","2002/10/02",59.13
"Currency","2002/10/01",59.15
"Currency","2002/09/30",58.95
"Currency","2002/09/26",59.13
"Currency","2002/09/20",59.15
"Currency","2002/09/13",59.25
"Currency","2002/09/12",59.10
"Currency","2002/09/09",59.25
"Currency","2002/09/06",59.28
"Currency","2002/09/03",59.35
"Currency","2002/09/02",58.90
"Currency","2002/08/28",59.35
"Currency","2002/08/27",59.55
"Currency","2002/08/26",59.30
"Currency","2002/08/20",59.55
"Currency","2002/08/19",59.30
"Currency","2002/08/14",59.45
"Currency","2002/08/13",59.55
"Currency","2002/08/12",59.53
"Currency","2002/08/08",59.55
"Currency","2002/08/07",59.53
"Currency","2002/08/01",59.55
"Currency","2002/07/24",59.55
"Currency","2002/07/19",59.65
"Currency","2002/07/18",59.55
"Currency","2002/07/17",59.68
"Currency","2002/07/15",59.65
"Currency","2002/07/12",59.75
"Currency","2002/07/11",60.12
"Currency","2002/07/10",60.05
"Currency","2002/07/09",60.15
"Currency","2002/07/08",60.16
"Currency","2002/07/05",60.05
"Currency","2002/07/04",59.70
"Currency","2002/07/02",60.05
"Currency","2002/07/01",60.15
"Currency","2002/06/26",60.05
"Currency","2002/06/24",60.15
"Currency","2002/06/20",60.05
"Currency","2002/06/18",60.15
"Currency","2002/06/17",60.10
"Currency","2002/06/10",60.15
"Currency","2002/06/06",60.05
"Currency","2002/06/03",60.08
"Currency","2002/05/28",60.05
"Currency","2002/05/27",59.70
"Currency","2002/05/14",60.05
"Currency","2002/05/06",60.00
"Currency","2002/05/03",59.90
"Currency","2002/05/02",60.00
"Currency","2002/05/01",59.95
"Currency","2002/04/29",60.00
"Currency","2002/04/26",60.03
"Currency","2002/04/01",60.05
"Currency","2002/03/27",60.05
"Currency","2002/03/26",59.95
"Currency","2002/03/25",59.90
"Currency","2002/03/22",60.05
"Currency","2002/03/21",59.90
"Currency","2002/03/19",60.05
"Currency","2002/03/18",59.93
"Currency","2002/03/14",60.05
"Currency","2002/03/11",59.85
"Currency","2002/03/08",60.05
"Currency","2002/03/07",60.13
"Currency","2002/03/01",60.05
"Currency","2002/02/28",59.95
"Currency","2002/02/11",60.05
"Currency","2002/02/07",60.15
"Currency","2002/02/06",59.80
"Currency","2002/02/05",59.30
"Currency","2002/02/01",60.10
"Currency","2002/01/25",60.10
"Currency","2002/01/24",60.08
"Currency","2002/01/23",60.15
"Currency","2002/01/22",60.25
"Currency","2002/01/18",60.05
"Currency","2002/01/17",60.15
"Currency","2002/01/14",60.05
"Currency","2002/01/11",60.00
"Currency","2002/01/10",59.95
"Currency","2002/01/07",60.05
"Currency","2002/01/03",60.10
"Currency","2002/01/02",59.95
"Currency","2001/12/31",59.90
"Currency","2001/12/28",60.80
"Currency","2001/12/27",60.60
"Currency","2001/12/14",60.75
"Currency","2001/12/12",60.65
"Currency","2001/12/11",60.55
"Currency","2001/12/10",60.45
"Currency","2001/12/07",60.55
"Currency","2001/12/05",60.70
"Currency","2001/12/04",60.90
"Currency","2001/12/03",60.85
"Currency","2001/11/29",60.80
"Currency","2001/11/28",60.75
"Currency","2001/11/26",60.80
"Currency","2001/11/23",60.85
"Currency","2001/11/22",60.80
"Currency","2001/11/21",60.85
"Currency","2001/11/19",61.05
"Currency","2001/11/15",61.15
"Currency","2001/11/14",61.53
"Currency","2001/11/13",60.90
"Currency","2001/11/12",61.08
"Currency","2001/11/09",61.00
"Currency","2001/11/08",60.80
"Currency","2001/11/07",61.00
"Currency","2001/11/06",61.40
"Currency","2001/11/05",61.20
"Currency","2001/11/01",61.30
"Currency","2001/10/31",61.30
"Currency","2001/10/30",61.63
"Currency","2001/10/29",61.45
"Currency","2001/10/26",61.74
"Currency","2001/10/24",61.45
"Currency","2001/10/23",62.00
"Currency","2001/10/22",61.90
"Currency","2001/10/19",62.05
"Currency","2001/10/18",62.03
"Currency","2001/10/17",62.05
"Currency","2001/10/16",62.03
"Currency","2001/10/15",62.05
"Currency","2001/10/12",62.08
"Currency","2001/10/11",62.35
"Currency","2001/10/10",62.48
"Currency","2001/10/09",62.70
"Currency","2001/10/08",62.60
"Currency","2001/10/04",62.53
"Currency","2001/10/03",62.28
"Currency","2001/10/02",63.29
"Currency","2001/10/01",64.10
"Currency","2001/09/28",64.00
"Currency","2001/09/27",64.18
"Currency","2001/09/26",64.10
"Currency","2001/09/25",64.00
"Currency","2001/09/24",64.35
"Currency","2001/09/21",64.25
"Currency","2001/09/20",64.23
"Currency","2001/09/19",64.28
"Currency","2001/09/18",64.26
"Currency","2001/09/17",63.95
"Currency","2001/09/14",63.90
"Currency","2001/09/13",63.80
"Currency","2001/09/12",63.85
"Currency","2001/09/07",63.80
"Currency","2001/09/05",63.90
"Currency","2001/09/03",63.95
"Currency","2001/08/30",63.95
"Currency","2001/08/29",63.93
"Currency","2001/08/28",63.90
"Currency","2001/08/27",64.00
"Currency","2001/08/23",63.95
"Currency","2001/08/22",64.15
"Currency","2001/08/21",63.98
"Currency","2001/08/20",64.15
"Currency","2001/08/14",64.10
"Currency","2001/08/13",64.03
"Currency","2001/08/08",64.05
"Currency","2001/08/06",64.00
"Currency","2001/08/02",64.05
"Currency","2001/08/01",63.90
"Currency","2001/07/31",63.95
"Currency","2001/07/30",63.90
"Currency","2001/07/27",63.80
"Currency","2001/07/25",63.90
"Currency","2001/07/24",63.70
"Currency","2001/07/23",63.90
"Currency","2001/07/20",63.55
"Currency","2001/07/19",63.15
