"Indicator","Time","Value (USD/MWK)"
"Currency","2002/06/12",75.56
"Currency","2002/06/11",75.56
"Currency","2002/06/10",75.56
"Currency","2002/06/07",75.56
"Currency","2002/06/06",75.56
"Currency","2002/06/05",75.56
"Currency","2002/06/04",75.56
"Currency","2002/06/03",75.56
"Currency","2002/05/31",75.56
"Currency","2002/05/30",75.56
"Currency","2002/05/29",75.56
"Currency","2002/05/28",75.53
"Currency","2002/05/27",75.53
"Currency","2002/05/24",75.53
"Currency","2002/05/23",75.53
"Currency","2002/05/22",75.53
"Currency","2002/05/21",75.51
"Currency","2002/05/20",75.51
"Currency","2002/05/17",75.51
"Currency","2002/05/16",75.51
"Currency","2002/05/15",75.51
"Currency","2002/05/14",75.51
"Currency","2002/05/13",75.50
"Currency","2002/05/10",75.51
"Currency","2002/05/09",75.51
"Currency","2002/05/08",75.51
"Currency","2002/05/07",75.51
"Currency","2002/05/06",75.54
"Currency","2002/05/03",75.54
"Currency","2002/05/02",75.54
"Currency","2002/05/01",75.53
"Currency","2002/04/30",75.53
"Currency","2002/04/29",75.53
"Currency","2002/04/26",75.53
"Currency","2002/04/25",75.53
"Currency","2002/04/24",75.65
"Currency","2002/04/23",75.82
"Currency","2002/04/22",75.73
"Currency","2002/04/19",75.73
"Currency","2002/04/18",75.76
"Currency","2002/04/17",75.76
"Currency","2002/04/16",75.76
"Currency","2002/04/15",75.76
"Currency","2002/04/12",75.76
"Currency","2002/04/11",75.79
"Currency","2002/04/10",75.75
"Currency","2002/04/09",75.71
"Currency","2002/04/08",75.67
"Currency","2002/04/05",75.64
"Currency","2002/04/04",75.42
"Currency","2002/04/03",75.31
"Currency","2002/04/02",74.76
"Currency","2002/04/01",74.48
"Currency","2002/03/29",74.48
"Currency","2002/03/28",74.48
"Currency","2002/03/27",74.46
"Currency","2002/03/26",74.50
"Currency","2002/03/25",74.46
"Currency","2002/03/22",74.43
"Currency","2002/03/21",74.20
"Currency","2002/03/20",74.20
"Currency","2002/03/19",73.90
"Currency","2002/03/18",73.82
"Currency","2002/03/15",73.37
"Currency","2002/03/14",73.09
"Currency","2002/03/13",73.03
"Currency","2002/03/12",72.92
"Currency","2002/03/11",72.42
"Currency","2002/03/08",72.42
"Currency","2002/03/07",72.42
"Currency","2002/03/06",72.39
"Currency","2002/03/05",72.39
"Currency","2002/03/04",72.42
"Currency","2002/03/01",72.42
"Currency","2002/02/28",72.39
"Currency","2002/02/27",72.42
"Currency","2002/02/26",72.42
"Currency","2002/02/25",72.42
"Currency","2002/02/22",72.35
"Currency","2002/02/21",72.39
"Currency","2002/02/20",72.42
"Currency","2002/02/19",72.42
"Currency","2002/02/18",72.50
"Currency","2002/02/15",72.50
"Currency","2002/02/14",72.51
"Currency","2002/02/13",72.39
"Currency","2002/02/12",72.29
"Currency","2002/02/11",72.31
"Currency","2002/02/08",70.68
"Currency","2002/02/07",69.32
"Currency","2002/02/06",68.14
"Currency","2002/02/05",67.81
"Currency","2002/02/04",67.75
"Currency","2002/02/01",67.70
"Currency","2002/01/31",67.64
"Currency","2002/01/30",67.64
"Currency","2002/01/29",67.64
"Currency","2002/01/28",67.64
"Currency","2002/01/25",67.64
"Currency","2002/01/24",67.64
"Currency","2002/01/23",67.00
"Currency","2002/01/22",67.64
"Currency","2002/01/21",67.64
"Currency","2002/01/18",67.64
"Currency","2002/01/17",67.21
"Currency","2002/01/16",67.21
"Currency","2002/01/15",67.21
"Currency","2002/01/14",67.21
"Currency","2002/01/11",67.21
"Currency","2002/01/10",67.12
"Currency","2002/01/09",67.00
"Currency","2002/01/08",67.00
"Currency","2002/01/07",67.00
"Currency","2002/01/04",67.00
"Currency","2002/01/03",67.00
"Currency","2002/01/02",67.00
"Currency","2002/01/01",67.00
"Currency","2001/12/31",67.00
"Currency","2001/12/28",67.00
"Currency","2001/12/27",67.00
"Currency","2001/12/26",67.00
"Currency","2001/12/25",67.00
"Currency","2001/12/24",67.00
"Currency","2001/12/21",67.00
"Currency","2001/12/20",67.00
"Currency","2001/12/19",67.00
"Currency","2001/12/18",67.00
"Currency","2001/12/17",67.00
"Currency","2001/12/14",67.00
"Currency","2001/12/13",67.00
"Currency","2001/12/12",67.04
"Currency","2001/12/11",67.04
"Currency","2001/12/10",67.04
"Currency","2001/12/07",67.04
"Currency","2001/12/06",67.04
"Currency","2001/12/05",67.04
"Currency","2001/12/04",67.03
"Currency","2001/12/03",66.22
"Currency","2001/11/30",67.03
"Currency","2001/11/29",66.96
"Currency","2001/11/28",66.96
"Currency","2001/11/27",66.84
"Currency","2001/11/26",65.43
"Currency","2001/11/23",65.43
"Currency","2001/11/22",63.25
"Currency","2001/11/21",65.43
"Currency","2001/11/20",64.73
"Currency","2001/11/19",63.81
"Currency","2001/11/16",63.81
"Currency","2001/11/15",63.78
"Currency","2001/11/14",63.50
"Currency","2001/11/13",62.70
"Currency","2001/11/12",62.70
"Currency","2001/11/09",62.70
"Currency","2001/11/08",62.70
"Currency","2001/11/07",62.70
"Currency","2001/11/06",62.70
"Currency","2001/11/05",62.70
"Currency","2001/11/02",62.68
"Currency","2001/11/01",62.59
"Currency","2001/10/31",62.53
"Currency","2001/10/30",62.37
"Currency","2001/10/29",62.37
"Currency","2001/10/26",62.37
"Currency","2001/10/25",62.34
"Currency","2001/10/24",62.10
"Currency","2001/10/23",62.10
"Currency","2001/10/22",62.10
"Currency","2001/10/19",62.10
"Currency","2001/10/18",62.01
"Currency","2001/10/17",61.92
"Currency","2001/10/16",61.87
"Currency","2001/10/15",61.85
"Currency","2001/10/12",61.85
"Currency","2001/10/11",61.75
"Currency","2001/10/10",61.75
"Currency","2001/10/09",61.67
"Currency","2001/10/08",61.50
"Currency","2001/10/05",61.50
"Currency","2001/10/04",61.50
"Currency","2001/10/03",61.48
"Currency","2001/10/02",61.48
"Currency","2001/10/01",61.48
"Currency","2001/09/28",61.48
"Currency","2001/09/27",61.48
"Currency","2001/09/26",61.43
"Currency","2001/09/25",61.43
"Currency","2001/09/24",61.39
"Currency","2001/09/21",61.39
"Currency","2001/09/20",61.39
"Currency","2001/09/19",61.34
"Currency","2001/09/18",59.00
"Currency","2001/09/17",61.56
"Currency","2001/09/14",59.64
"Currency","2001/09/13",60.45
"Currency","2001/09/12",59.39
"Currency","2001/09/11",61.92
"Currency","2001/09/10",62.14
"Currency","2001/09/07",62.98
"Currency","2001/09/06",63.64
"Currency","2001/09/05",64.03
"Currency","2001/09/04",64.03
"Currency","2001/09/03",64.29
"Currency","2001/08/31",65.17
"Currency","2001/08/30",65.85
"Currency","2001/08/29",66.00
"Currency","2001/08/28",66.90
"Currency","2001/08/27",66.90
"Currency","2001/08/24",66.90
"Currency","2001/08/23",67.01
"Currency","2001/08/22",67.14
"Currency","2001/08/21",70.64
"Currency","2001/08/20",70.68
"Currency","2001/08/17",70.70
"Currency","2001/08/16",70.73
"Currency","2001/08/15",71.06
"Currency","2001/08/14",71.06
"Currency","2001/08/13",71.06
"Currency","2001/08/10",71.01
"Currency","2001/08/09",71.08
"Currency","2001/08/08",71.08
"Currency","2001/08/07",71.03
"Currency","2001/08/06",71.00
"Currency","2001/08/03",71.00
"Currency","2001/08/02",70.92
"Currency","2001/08/01",71.07
"Currency","2001/07/31",71.18
"Currency","2001/07/30",71.52
"Currency","2001/07/27",71.53
"Currency","2001/07/26",71.64
"Currency","2001/07/25",71.87
"Currency","2001/07/24",72.40
"Currency","2001/07/23",72.36
"Currency","2001/07/20",73.12
"Currency","2001/07/19",73.12
"Currency","2001/07/18",73.12
"Currency","2001/07/17",73.13
"Currency","2001/07/16",73.13
"Currency","2001/07/13",73.15
"Currency","2001/07/12",73.24
"Currency","2001/07/11",73.24
"Currency","2001/07/10",73.31
"Currency","2001/07/09",73.50
"Currency","2001/07/06",73.50
"Currency","2001/07/05",73.50
"Currency","2001/07/04",74.00
"Currency","2001/07/03",73.99
"Currency","2001/07/02",74.04
"Currency","2001/06/29",74.07
"Currency","2001/06/28",74.08
"Currency","2001/06/27",74.04
"Currency","2001/06/26",74.04
"Currency","2001/06/25",74.09
"Currency","2001/06/22",75.28
"Currency","2001/06/21",75.28
"Currency","2001/06/20",75.28
"Currency","2001/06/19",75.28
"Currency","2001/06/18",75.28
"Currency","2001/06/15",75.28
"Currency","2001/06/14",75.28
"Currency","2001/06/13",75.28
"Currency","2001/06/12",75.45
"Currency","2001/06/11",75.51
"Currency","2001/06/08",75.59
"Currency","2001/06/07",75.61
"Currency","2001/06/06",75.61
"Currency","2001/06/05",75.70
"Currency","2001/06/04",75.71
"Currency","2001/06/01",75.78
"Currency","2001/05/31",75.78
"Currency","2001/05/30",75.78
"Currency","2001/05/29",75.78
"Currency","2001/05/28",75.83
"Currency","2001/05/25",75.84
"Currency","2001/05/24",75.84
"Currency","2001/05/23",75.84
"Currency","2001/05/22",75.87
"Currency","2001/05/21",77.00
"Currency","2001/05/18",77.20
"Currency","2001/05/17",77.29
"Currency","2001/05/16",77.39
"Currency","2001/05/15",77.20
"Currency","2001/05/14",77.89
"Currency","2001/05/11",78.00
"Currency","2001/05/10",78.20
"Currency","2001/05/09",78.20
"Currency","2001/05/08",78.00
"Currency","2001/05/07",78.50
"Currency","2001/05/04",78.59
"Currency","2001/05/03",78.50
"Currency","2001/05/02",78.59
"Currency","2001/05/01",78.79
"Currency","2001/04/30",78.79
"Currency","2001/04/27",78.89
"Currency","2001/04/26",78.89
"Currency","2001/04/25",79.79
"Currency","2001/04/24",79.89
"Currency","2001/04/23",79.79
"Currency","2001/04/20",79.89
"Currency","2001/04/19",79.79
"Currency","2001/04/18",79.89
"Currency","2001/04/17",79.79
"Currency","2001/04/16",79.54
"Currency","2001/04/13",79.54
"Currency","2001/04/12",79.54
"Currency","2001/04/11",79.50
"Currency","2001/04/10",79.00
"Currency","2001/04/09",79.09
"Currency","2001/04/06",79.00
"Currency","2001/04/05",79.00
"Currency","2001/04/04",79.39
"Currency","2001/04/03",79.59
"Currency","2001/04/02",79.50
"Currency","2001/03/30",79.89
"Currency","2001/03/29",79.79
"Currency","2001/03/28",79.70
"Currency","2001/03/27",80.00
"Currency","2001/03/26",80.09
"Currency","2001/03/23",80.00
"Currency","2001/03/22",80.25
"Currency","2001/03/21",80.39
"Currency","2001/03/20",80.39
"Currency","2001/03/19",80.34
"Currency","2001/03/16",80.29
"Currency","2001/03/15",80.25
"Currency","2001/03/14",80.20
"Currency","2001/03/13",80.25
"Currency","2001/03/12",80.29
"Currency","2001/03/09",80.25
"Currency","2001/03/08",80.29
"Currency","2001/03/07",80.25
"Currency","2001/03/06",80.00
"Currency","2001/03/05",80.50
"Currency","2001/03/02",80.39
"Currency","2001/03/01",80.29
"Currency","2001/02/28",80.25
"Currency","2001/02/27",80.25
"Currency","2001/02/26",80.39
"Currency","2001/02/23",80.29
"Currency","2001/02/22",80.45
"Currency","2001/02/21",80.39
"Currency","2001/02/20",80.29
"Currency","2001/02/19",80.09
"Currency","2001/02/16",80.29
"Currency","2001/02/15",80.39
"Currency","2001/02/14",80.34
"Currency","2001/02/13",80.25
"Currency","2001/02/12",80.25
"Currency","2001/02/09",80.29
"Currency","2001/02/08",80.20
"Currency","2001/02/07",80.00
"Currency","2001/02/06",80.25
"Currency","2001/02/05",80.00
"Currency","2001/02/02",79.75
"Currency","2001/02/01",80.34
"Currency","2001/01/31",80.29
"Currency","2001/01/30",80.20
"Currency","2001/01/29",80.25
"Currency","2001/01/26",80.29
"Currency","2001/01/25",80.50
"Currency","2001/01/24",80.25
"Currency","2001/01/23",80.50
"Currency","2001/01/22",80.39
"Currency","2001/01/19",80.29
"Currency","2001/01/18",80.45
"Currency","2001/01/17",80.29
"Currency","2001/01/16",80.45
"Currency","2001/01/15",80.29
"Currency","2001/01/12",80.25
"Currency","2001/01/11",80.09
"Currency","2001/01/10",80.25
"Currency","2001/01/09",80.00
"Currency","2001/01/08",80.50
"Currency","2001/01/05",80.39
"Currency","2001/01/04",80.29
"Currency","2001/01/03",80.39
"Currency","2001/01/02",80.29
"Currency","2001/01/01",80.39
"Currency","2000/12/29",80.39
"Currency","2000/12/28",80.20
"Currency","2000/12/27",80.25
"Currency","2000/12/26",80.29
"Currency","2000/12/25",80.29
"Currency","2000/12/22",80.29
"Currency","2000/12/21",80.25
"Currency","2000/12/20",80.31
"Currency","2000/12/19",80.25
"Currency","2000/12/18",79.89
"Currency","2000/12/15",79.70
"Currency","2000/12/14",80.20
"Currency","2000/12/13",80.29
"Currency","2000/12/12",80.25
"Currency","2000/12/11",80.54
"Currency","2000/12/08",80.59
"Currency","2000/12/07",80.79
"Currency","2000/12/06",80.75
"Currency","2000/12/05",80.79
"Currency","2000/12/04",80.79
"Currency","2000/12/01",80.75
"Currency","2000/11/30",81.09
"Currency","2000/11/29",81.00
"Currency","2000/11/28",81.09
"Currency","2000/11/27",81.09
"Currency","2000/11/24",80.79
"Currency","2000/11/23",81.00
"Currency","2000/11/22",80.79
"Currency","2000/11/21",80.75
"Currency","2000/11/20",80.54
"Currency","2000/11/17",80.50
"Currency","2000/11/16",80.59
"Currency","2000/11/15",80.50
"Currency","2000/11/14",80.59
"Currency","2000/11/13",80.75
"Currency","2000/11/10",81.00
"Currency","2000/11/09",80.59
"Currency","2000/11/08",80.28
"Currency","2000/11/07",80.25
"Currency","2000/11/06",80.00
"Currency","2000/11/03",79.70
"Currency","2000/11/02",79.50
"Currency","2000/11/01",79.00
"Currency","2000/10/31",80.00
"Currency","2000/10/30",80.04
"Currency","2000/10/27",80.04
"Currency","2000/10/26",80.00
"Currency","2000/10/25",78.50
"Currency","2000/10/24",78.39
"Currency","2000/10/23",78.45
"Currency","2000/10/20",78.39
"Currency","2000/10/19",78.50
"Currency","2000/10/18",77.54
"Currency","2000/10/17",77.50
"Currency","2000/10/16",77.39
"Currency","2000/10/13",77.45
"Currency","2000/10/12",77.34
"Currency","2000/10/11",77.25
"Currency","2000/10/10",76.50
"Currency","2000/10/09",77.50
"Currency","2000/10/06",76.50
"Currency","2000/10/05",76.50
"Currency","2000/10/04",76.50
"Currency","2000/10/03",75.57
"Currency","2000/10/02",75.52
"Currency","2000/09/29",75.00
"Currency","2000/09/28",72.37
"Currency","2000/09/27",72.59
"Currency","2000/09/26",71.50
"Currency","2000/09/25",71.00
"Currency","2000/09/22",71.20
"Currency","2000/09/21",70.50
"Currency","2000/09/20",72.00
"Currency","2000/09/19",69.50
"Currency","2000/09/18",68.75
"Currency","2000/09/15",67.50
"Currency","2000/09/14",67.00
"Currency","2000/09/13",65.29
"Currency","2000/09/12",65.25
"Currency","2000/09/11",64.50
"Currency","2000/09/08",65.14
"Currency","2000/09/07",62.39
"Currency","2000/09/06",61.71
"Currency","2000/09/05",61.00
"Currency","2000/09/04",61.00
"Currency","2000/09/01",61.00
"Currency","2000/08/31",59.59
"Currency","2000/08/30",60.70
"Currency","2000/08/29",60.45
"Currency","2000/08/28",60.36
"Currency","2000/08/25",59.39
"Currency","2000/08/24",59.39
"Currency","2000/08/23",59.39
"Currency","2000/08/22",59.50
"Currency","2000/08/21",59.25
"Currency","2000/08/18",58.84
"Currency","2000/08/17",59.00
"Currency","2000/08/16",58.29
"Currency","2000/08/15",57.00
"Currency","2000/08/14",58.45
"Currency","2000/08/11",58.04
"Currency","2000/08/10",58.28
"Currency","2000/08/09",58.17
"Currency","2000/08/08",58.07
"Currency","2000/08/07",58.02
"Currency","2000/08/04",58.25
"Currency","2000/08/03",57.29
"Currency","2000/08/02",57.46
"Currency","2000/08/01",57.14
"Currency","2000/07/31",56.99
"Currency","2000/07/28",57.00
"Currency","2000/07/27",57.00
"Currency","2000/07/26",57.25
"Currency","2000/07/25",56.92
"Currency","2000/07/24",56.89
"Currency","2000/07/21",56.50
"Currency","2000/07/20",56.45
"Currency","2000/07/19",56.25
"Currency","2000/07/18",56.29
"Currency","2000/07/17",56.75
"Currency","2000/07/14",56.75
"Currency","2000/07/13",56.50
"Currency","2000/07/12",56.59
"Currency","2000/07/11",56.09
"Currency","2000/07/10",56.31
"Currency","2000/07/07",56.04
"Currency","2000/07/06",56.09
"Currency","2000/07/05",56.20
"Currency","2000/07/04",56.20
"Currency","2000/07/03",56.25
"Currency","2000/06/30",56.29
"Currency","2000/06/29",55.85
"Currency","2000/06/28",55.71
"Currency","2000/06/27",55.90
"Currency","2000/06/26",55.64
"Currency","2000/06/23",55.50
"Currency","2000/06/22",55.41
"Currency","2000/06/21",55.50
"Currency","2000/06/20",55.50
"Currency","2000/06/19",55.00
"Currency","2000/06/16",55.29
"Currency","2000/06/15",55.29
"Currency","2000/06/14",54.79
"Currency","2000/06/13",57.48
"Currency","2000/06/12",54.99
"Currency","2000/06/09",53.29
"Currency","2000/06/08",53.29
"Currency","2000/06/07",53.29
"Currency","2000/06/06",54.46
"Currency","2000/06/05",53.04
"Currency","2000/06/02",52.97
"Currency","2000/06/01",53.00
"Currency","2000/05/31",52.43
"Currency","2000/05/30",52.33
"Currency","2000/05/29",52.18
"Currency","2000/05/26",49.69
"Currency","2000/05/25",49.65
"Currency","2000/05/24",49.59
"Currency","2000/05/23",49.56
"Currency","2000/05/22",49.20
"Currency","2000/05/19",49.20
"Currency","2000/05/18",49.50
"Currency","2000/05/17",49.88
"Currency","2000/05/16",48.96
"Currency","2000/05/15",48.91
"Currency","2000/05/12",48.76
"Currency","2000/05/11",48.61
"Currency","2000/05/10",48.75
"Currency","2000/05/09",49.25
"Currency","2000/05/08",48.87
"Currency","2000/05/05",47.77
"Currency","2000/05/04",48.70
"Currency","2000/05/03",48.70
"Currency","2000/05/02",48.65
"Currency","2000/05/01",47.29
"Currency","2000/04/28",47.29
"Currency","2000/04/27",47.29
"Currency","2000/04/26",47.44
"Currency","2000/04/25",47.44
"Currency","2000/04/24",47.44
"Currency","2000/04/21",47.44
"Currency","2000/04/20",47.44
"Currency","2000/04/19",47.44
