"Indicator","Time","Value (USD/MWK)"
"Currency","2013/01/25",346.00
"Currency","2013/01/24",346.00
"Currency","2013/01/23",345.00
"Currency","2013/01/22",345.00
"Currency","2013/01/21",343.00
"Currency","2013/01/18",344.00
"Currency","2013/01/17",345.00
"Currency","2013/01/16",323.00
"Currency","2013/01/15",323.00
"Currency","2013/01/14",323.00
"Currency","2013/01/11",327.00
"Currency","2013/01/10",327.00
"Currency","2013/01/09",323.00
"Currency","2013/01/08",325.00
"Currency","2013/01/07",325.00
"Currency","2013/01/04",324.00
"Currency","2013/01/03",324.00
"Currency","2013/01/02",324.00
"Currency","2013/01/01",324.00
"Currency","2012/12/31",324.00
"Currency","2012/12/28",324.00
"Currency","2012/12/27",324.00
"Currency","2012/12/26",332.50
"Currency","2012/12/25",329.00
"Currency","2012/12/24",332.70
"Currency","2012/12/21",323.00
"Currency","2012/12/20",322.39
"Currency","2012/12/19",321.39
"Currency","2012/12/18",321.39
"Currency","2012/12/17",321.39
"Currency","2012/12/14",318.00
"Currency","2012/12/13",318.00
"Currency","2012/12/12",319.00
"Currency","2012/12/11",319.00
"Currency","2012/12/10",329.00
"Currency","2012/12/07",323.00
"Currency","2012/12/06",323.00
"Currency","2012/12/05",325.00
"Currency","2012/12/04",323.00
"Currency","2012/12/03",327.00
"Currency","2012/11/30",323.00
"Currency","2012/11/29",323.00
"Currency","2012/11/28",323.00
"Currency","2012/11/27",323.00
"Currency","2012/11/26",323.00
"Currency","2012/11/23",323.00
"Currency","2012/11/22",316.39
"Currency","2012/11/21",316.39
"Currency","2012/11/20",322.50
"Currency","2012/11/19",316.00
"Currency","2012/11/16",323.00
"Currency","2012/11/15",323.00
"Currency","2012/11/14",323.20
"Currency","2012/11/13",315.00
"Currency","2012/11/12",303.00
"Currency","2012/11/09",303.00
"Currency","2012/11/08",303.00
"Currency","2012/11/07",312.00
"Currency","2012/11/06",312.00
"Currency","2012/11/05",312.00
"Currency","2012/11/02",313.00
"Currency","2012/11/01",301.50
"Currency","2012/10/31",312.00
"Currency","2012/10/30",316.00
"Currency","2012/10/29",316.20
"Currency","2012/10/26",301.50
"Currency","2012/10/25",311.00
"Currency","2012/10/24",303.00
"Currency","2012/10/23",303.00
"Currency","2012/10/22",303.00
"Currency","2012/10/19",303.00
"Currency","2012/10/18",313.20
"Currency","2012/10/17",313.20
"Currency","2012/10/16",306.00
"Currency","2012/10/15",304.00
"Currency","2012/10/12",311.39
"Currency","2012/10/11",303.00
"Currency","2012/10/10",310.59
"Currency","2012/10/09",301.00
"Currency","2012/10/08",300.00
"Currency","2012/10/05",300.00
"Currency","2012/10/04",301.00
"Currency","2012/10/03",299.00
"Currency","2012/10/02",299.00
"Currency","2012/10/01",299.00
"Currency","2012/09/28",298.00
"Currency","2012/09/27",298.00
"Currency","2012/09/26",298.09
"Currency","2012/09/25",297.00
"Currency","2012/09/24",289.00
"Currency","2012/09/21",289.00
"Currency","2012/09/20",294.50
"Currency","2012/09/19",294.54
"Currency","2012/09/18",294.54
"Currency","2012/09/17",296.05
"Currency","2012/09/14",295.00
"Currency","2012/09/13",293.00
"Currency","2012/09/12",293.59
"Currency","2012/09/11",289.00
"Currency","2012/09/10",288.00
"Currency","2012/09/07",270.38
"Currency","2012/09/06",270.38
"Currency","2012/09/05",270.38
"Currency","2012/09/04",270.38
"Currency","2012/09/03",270.54
"Currency","2012/08/31",269.14
"Currency","2012/08/30",269.14
"Currency","2012/08/29",270.38
"Currency","2012/08/28",269.14
"Currency","2012/08/27",269.14
"Currency","2012/08/24",270.38
"Currency","2012/08/23",270.38
"Currency","2012/08/22",270.38
"Currency","2012/08/21",269.14
"Currency","2012/08/20",270.37
"Currency","2012/08/17",271.70
"Currency","2012/08/16",269.92
"Currency","2012/08/15",269.09
"Currency","2012/08/14",269.14
"Currency","2012/08/13",270.34
"Currency","2012/08/10",270.38
"Currency","2012/08/09",270.34
"Currency","2012/08/08",270.38
"Currency","2012/08/07",270.38
"Currency","2012/08/06",270.38
"Currency","2012/08/03",270.34
"Currency","2012/08/02",269.09
"Currency","2012/08/01",269.09
"Currency","2012/07/31",270.38
"Currency","2012/07/30",270.07
"Currency","2012/07/27",270.38
"Currency","2012/07/26",268.70
"Currency","2012/07/25",269.76
"Currency","2012/07/24",269.76
"Currency","2012/07/23",269.14
"Currency","2012/07/20",270.02
"Currency","2012/07/19",269.76
"Currency","2012/07/18",269.14
"Currency","2012/07/17",269.14
"Currency","2012/07/16",270.60
"Currency","2012/07/13",270.18
"Currency","2012/07/12",270.38
"Currency","2012/07/11",270.38
"Currency","2012/07/10",270.38
"Currency","2012/07/09",270.38
"Currency","2012/07/06",269.14
"Currency","2012/07/05",270.35
"Currency","2012/07/04",270.38
"Currency","2012/07/03",270.38
"Currency","2012/07/02",270.38
"Currency","2012/06/29",269.14
"Currency","2012/06/28",270.38
"Currency","2012/06/27",269.14
"Currency","2012/06/26",270.36
"Currency","2012/06/25",270.38
"Currency","2012/06/22",269.14
"Currency","2012/06/21",269.76
"Currency","2012/06/20",269.14
"Currency","2012/06/19",269.00
"Currency","2012/06/18",271.00
"Currency","2012/06/15",269.09
"Currency","2012/06/14",270.38
"Currency","2012/06/13",270.38
"Currency","2012/06/12",270.38
"Currency","2012/06/11",270.00
"Currency","2012/06/08",269.27
"Currency","2012/06/07",269.98
"Currency","2012/06/06",269.94
"Currency","2012/06/05",269.17
"Currency","2012/06/04",269.16
"Currency","2012/06/01",268.27
"Currency","2012/05/31",268.25
"Currency","2012/05/30",267.39
"Currency","2012/05/29",264.00
"Currency","2012/05/28",259.50
"Currency","2012/05/25",259.75
"Currency","2012/05/24",257.25
"Currency","2012/05/23",251.66
"Currency","2012/05/22",255.45
"Currency","2012/05/21",251.66
"Currency","2012/05/18",251.55
"Currency","2012/05/17",251.50
"Currency","2012/05/16",251.50
"Currency","2012/05/15",251.50
"Currency","2012/05/14",251.50
"Currency","2012/05/11",250.50
"Currency","2012/05/10",250.50
"Currency","2012/05/09",249.50
"Currency","2012/05/08",249.50
"Currency","2012/05/07",249.50
"Currency","2012/05/04",166.00
"Currency","2012/05/03",166.40
"Currency","2012/05/02",166.27
"Currency","2012/05/01",166.70
"Currency","2012/04/30",166.70
"Currency","2012/04/27",166.00
"Currency","2012/04/26",166.00
"Currency","2012/04/25",166.40
"Currency","2012/04/24",166.40
"Currency","2012/04/23",166.40
"Currency","2012/04/20",166.40
"Currency","2012/04/19",166.40
"Currency","2012/04/18",166.40
"Currency","2012/04/17",165.95
"Currency","2012/04/16",164.75
"Currency","2012/04/13",166.00
"Currency","2012/04/12",166.20
"Currency","2012/04/11",166.40
"Currency","2012/04/10",166.40
"Currency","2012/04/09",166.40
"Currency","2012/04/06",165.40
"Currency","2012/04/05",169.20
"Currency","2012/04/04",168.50
"Currency","2012/04/03",165.85
"Currency","2012/04/02",167.50
"Currency","2012/03/30",166.00
"Currency","2012/03/29",165.85
"Currency","2012/03/28",165.85
"Currency","2012/03/27",165.85
"Currency","2012/03/26",165.90
"Currency","2012/03/23",166.40
"Currency","2012/03/22",166.40
"Currency","2012/03/21",166.35
"Currency","2012/03/20",166.38
"Currency","2012/03/19",168.25
"Currency","2012/03/16",167.35
"Currency","2012/03/15",165.85
"Currency","2012/03/14",165.20
"Currency","2012/03/13",165.55
"Currency","2012/03/12",165.30
"Currency","2012/03/09",167.50
"Currency","2012/03/08",166.00
"Currency","2012/03/07",168.00
"Currency","2012/03/06",166.50
"Currency","2012/03/05",168.05
"Currency","2012/03/02",167.10
"Currency","2012/03/01",166.50
"Currency","2012/02/29",166.50
"Currency","2012/02/28",167.58
"Currency","2012/02/27",167.95
"Currency","2012/02/24",166.50
"Currency","2012/02/23",166.02
"Currency","2012/02/22",166.00
"Currency","2012/02/21",166.00
"Currency","2012/02/20",166.02
"Currency","2012/02/17",166.25
"Currency","2012/02/16",166.00
"Currency","2012/02/15",166.00
"Currency","2012/02/14",165.85
"Currency","2012/02/13",164.80
"Currency","2012/02/10",167.95
"Currency","2012/02/09",164.70
"Currency","2012/02/08",164.30
"Currency","2012/02/07",164.00
"Currency","2012/02/06",162.75
"Currency","2012/02/03",162.75
"Currency","2012/02/02",163.00
"Currency","2012/02/01",164.05
"Currency","2012/01/31",165.50
"Currency","2012/01/30",165.50
"Currency","2012/01/27",165.50
"Currency","2012/01/26",164.70
"Currency","2012/01/25",167.00
"Currency","2012/01/24",166.28
"Currency","2012/01/23",165.40
"Currency","2012/01/20",165.90
"Currency","2012/01/19",164.50
"Currency","2012/01/18",163.95
"Currency","2012/01/17",162.47
"Currency","2012/01/16",163.50
"Currency","2012/01/13",164.25
"Currency","2012/01/12",164.50
"Currency","2012/01/11",164.15
"Currency","2012/01/10",163.50
"Currency","2012/01/09",163.55
"Currency","2012/01/06",163.50
"Currency","2012/01/05",163.50
"Currency","2012/01/04",164.00
"Currency","2012/01/03",166.45
"Currency","2012/01/02",163.55
"Currency","2011/12/30",163.55
"Currency","2011/12/29",163.45
"Currency","2011/12/28",165.00
"Currency","2011/12/27",163.60
"Currency","2011/12/26",163.60
"Currency","2011/12/23",164.05
"Currency","2011/12/22",164.38
"Currency","2011/12/21",163.00
"Currency","2011/12/20",163.60
"Currency","2011/12/19",165.00
"Currency","2011/12/16",163.73
"Currency","2011/12/15",163.45
"Currency","2011/12/14",165.00
"Currency","2011/12/13",164.70
"Currency","2011/12/12",164.90
"Currency","2011/12/09",164.65
"Currency","2011/12/08",165.57
"Currency","2011/12/07",165.35
"Currency","2011/12/06",165.35
"Currency","2011/12/05",164.00
"Currency","2011/12/02",164.50
"Currency","2011/12/01",166.65
"Currency","2011/11/30",163.50
"Currency","2011/11/29",164.75
"Currency","2011/11/28",164.98
"Currency","2011/11/25",163.60
"Currency","2011/11/24",165.95
"Currency","2011/11/23",166.00
"Currency","2011/11/22",166.00
"Currency","2011/11/21",163.95
"Currency","2011/11/18",166.10
"Currency","2011/11/17",163.45
"Currency","2011/11/16",166.10
"Currency","2011/11/15",166.10
"Currency","2011/11/14",165.20
"Currency","2011/11/11",164.02
"Currency","2011/11/10",165.35
"Currency","2011/11/09",165.35
"Currency","2011/11/08",164.80
"Currency","2011/11/07",166.10
"Currency","2011/11/04",165.18
"Currency","2011/11/03",166.00
"Currency","2011/11/02",166.00
"Currency","2011/11/01",165.40
"Currency","2011/10/31",166.35
"Currency","2011/10/28",167.95
"Currency","2011/10/27",166.40
"Currency","2011/10/26",166.20
"Currency","2011/10/25",166.20
"Currency","2011/10/24",166.20
"Currency","2011/10/21",166.55
"Currency","2011/10/20",166.60
"Currency","2011/10/19",165.75
"Currency","2011/10/18",166.50
"Currency","2011/10/17",166.30
"Currency","2011/10/14",166.30
"Currency","2011/10/13",166.20
"Currency","2011/10/12",166.20
"Currency","2011/10/11",167.95
"Currency","2011/10/10",166.00
"Currency","2011/10/07",164.70
"Currency","2011/10/06",166.28
"Currency","2011/10/05",166.30
"Currency","2011/10/04",166.30
"Currency","2011/10/03",166.75
"Currency","2011/09/30",165.50
"Currency","2011/09/29",164.80
"Currency","2011/09/28",164.50
"Currency","2011/09/27",165.75
"Currency","2011/09/26",166.30
"Currency","2011/09/23",165.50
"Currency","2011/09/22",164.10
"Currency","2011/09/21",164.35
"Currency","2011/09/20",166.30
"Currency","2011/09/19",166.35
"Currency","2011/09/16",166.25
"Currency","2011/09/15",165.50
"Currency","2011/09/14",165.50
"Currency","2011/09/13",165.50
"Currency","2011/09/12",166.25
"Currency","2011/09/09",166.00
"Currency","2011/09/08",166.55
"Currency","2011/09/07",165.00
"Currency","2011/09/06",166.30
"Currency","2011/09/05",165.32
"Currency","2011/09/02",165.32
"Currency","2011/09/01",165.33
"Currency","2011/08/31",165.33
"Currency","2011/08/30",165.33
"Currency","2011/08/29",166.00
"Currency","2011/08/26",165.32
"Currency","2011/08/25",165.32
"Currency","2011/08/24",165.50
"Currency","2011/08/23",165.50
"Currency","2011/08/22",165.50
"Currency","2011/08/19",165.20
"Currency","2011/08/18",166.02
"Currency","2011/08/17",165.50
"Currency","2011/08/16",165.50
"Currency","2011/08/15",165.50
"Currency","2011/08/12",165.50
"Currency","2011/08/11",165.50
"Currency","2011/08/10",164.10
"Currency","2011/08/09",151.54
"Currency","2011/08/08",152.30
"Currency","2011/08/05",149.80
"Currency","2011/08/04",152.30
"Currency","2011/08/03",149.70
"Currency","2011/08/02",151.53
"Currency","2011/08/01",151.53
"Currency","2011/07/29",151.54
"Currency","2011/07/28",152.30
"Currency","2011/07/27",152.00
"Currency","2011/07/26",151.54
"Currency","2011/07/25",151.54
"Currency","2011/07/22",152.02
"Currency","2011/07/21",152.00
"Currency","2011/07/20",152.25
"Currency","2011/07/19",152.25
"Currency","2011/07/18",152.00
"Currency","2011/07/15",152.30
"Currency","2011/07/14",151.55
"Currency","2011/07/13",152.00
"Currency","2011/07/12",152.30
"Currency","2011/07/11",152.00
"Currency","2011/07/08",152.30
"Currency","2011/07/07",151.54
"Currency","2011/07/06",151.50
"Currency","2011/07/05",152.00
"Currency","2011/07/04",152.30
"Currency","2011/07/01",151.50
"Currency","2011/06/30",150.79
"Currency","2011/06/29",151.50
"Currency","2011/06/28",151.50
"Currency","2011/06/27",152.00
"Currency","2011/06/24",151.55
"Currency","2011/06/23",151.55
"Currency","2011/06/22",151.75
"Currency","2011/06/21",151.54
"Currency","2011/06/20",151.50
"Currency","2011/06/17",151.25
"Currency","2011/06/16",152.25
"Currency","2011/06/15",151.55
"Currency","2011/06/14",151.50
"Currency","2011/06/13",151.55
"Currency","2011/06/10",151.60
"Currency","2011/06/09",151.80
"Currency","2011/06/08",151.55
"Currency","2011/06/07",152.30
"Currency","2011/06/06",152.30
"Currency","2011/06/03",151.70
"Currency","2011/06/02",151.75
"Currency","2011/06/01",151.70
"Currency","2011/05/31",151.80
"Currency","2011/05/30",151.54
"Currency","2011/05/27",151.50
"Currency","2011/05/26",151.70
"Currency","2011/05/25",152.00
"Currency","2011/05/24",151.54
"Currency","2011/05/23",151.54
"Currency","2011/05/20",151.50
"Currency","2011/05/19",151.54
"Currency","2011/05/18",151.53
"Currency","2011/05/17",151.54
"Currency","2011/05/16",152.30
"Currency","2011/05/13",151.50
"Currency","2011/05/12",152.30
"Currency","2011/05/11",151.80
"Currency","2011/05/10",151.54
"Currency","2011/05/09",151.54
"Currency","2011/05/06",151.52
"Currency","2011/05/05",152.00
"Currency","2011/05/04",151.95
"Currency","2011/05/03",151.95
"Currency","2011/05/02",151.60
"Currency","2011/04/29",151.00
"Currency","2011/04/28",152.50
"Currency","2011/04/27",151.50
"Currency","2011/04/26",151.50
"Currency","2011/04/25",151.50
"Currency","2011/04/22",151.50
"Currency","2011/04/21",151.54
"Currency","2011/04/20",151.54
"Currency","2011/04/19",152.05
"Currency","2011/04/18",151.55
"Currency","2011/04/15",152.00
"Currency","2011/04/14",151.75
"Currency","2011/04/13",151.54
"Currency","2011/04/12",152.30
"Currency","2011/04/11",152.00
"Currency","2011/04/08",151.54
"Currency","2011/04/07",152.30
"Currency","2011/04/06",152.30
"Currency","2011/04/05",152.28
"Currency","2011/04/04",151.55
"Currency","2011/04/01",151.90
"Currency","2011/03/31",151.53
"Currency","2011/03/30",152.25
"Currency","2011/03/29",152.00
"Currency","2011/03/28",151.25
"Currency","2011/03/25",152.00
"Currency","2011/03/24",151.55
"Currency","2011/03/23",152.30
"Currency","2011/03/22",151.65
"Currency","2011/03/21",151.55
"Currency","2011/03/18",151.55
"Currency","2011/03/17",151.00
"Currency","2011/03/16",152.00
"Currency","2011/03/15",152.30
"Currency","2011/03/14",151.55
"Currency","2011/03/11",151.50
"Currency","2011/03/10",152.30
"Currency","2011/03/09",152.00
"Currency","2011/03/08",151.54
"Currency","2011/03/07",152.30
"Currency","2011/03/04",151.50
"Currency","2011/03/03",151.50
"Currency","2011/03/02",151.55
"Currency","2011/03/01",152.30
"Currency","2011/02/28",152.00
"Currency","2011/02/25",152.00
"Currency","2011/02/24",151.52
"Currency","2011/02/23",151.55
"Currency","2011/02/22",152.00
"Currency","2011/02/21",151.55
"Currency","2011/02/18",153.25
"Currency","2011/02/17",153.50
"Currency","2011/02/16",151.55
"Currency","2011/02/15",151.50
"Currency","2011/02/14",153.00
"Currency","2011/02/11",152.50
"Currency","2011/02/10",153.00
"Currency","2011/02/09",153.00
"Currency","2011/02/08",152.50
"Currency","2011/02/07",151.50
"Currency","2011/02/04",152.00
"Currency","2011/02/03",152.00
"Currency","2011/02/02",152.25
"Currency","2011/02/01",152.25
"Currency","2011/01/31",152.50
"Currency","2011/01/28",152.00
"Currency","2011/01/27",152.30
"Currency","2011/01/26",151.50
"Currency","2011/01/25",151.55
"Currency","2011/01/24",152.00
"Currency","2011/01/21",151.50
"Currency","2011/01/20",151.50
"Currency","2011/01/19",152.00
"Currency","2011/01/18",151.05
"Currency","2011/01/17",151.50
"Currency","2011/01/14",151.15
"Currency","2011/01/13",152.00
"Currency","2011/01/12",151.55
"Currency","2011/01/11",151.50
"Currency","2011/01/10",151.50
"Currency","2011/01/07",151.50
"Currency","2011/01/06",151.50
"Currency","2011/01/05",149.00
"Currency","2011/01/04",149.50
"Currency","2011/01/03",149.75
"Currency","2010/12/31",151.50
"Currency","2010/12/30",151.00
"Currency","2010/12/29",151.50
"Currency","2010/12/28",152.00
"Currency","2010/12/27",152.00
"Currency","2010/12/24",151.55
"Currency","2010/12/23",151.55
"Currency","2010/12/22",152.00
"Currency","2010/12/21",151.55
"Currency","2010/12/20",152.50
"Currency","2010/12/17",152.50
"Currency","2010/12/16",152.50
"Currency","2010/12/15",151.50
"Currency","2010/12/14",151.50
"Currency","2010/12/13",151.25
"Currency","2010/12/10",151.50
"Currency","2010/12/09",151.50
"Currency","2010/12/08",152.00
"Currency","2010/12/07",151.50
"Currency","2010/12/06",151.50
"Currency","2010/12/03",151.54
"Currency","2010/12/02",151.50
"Currency","2010/12/01",151.50
"Currency","2010/11/30",151.95
"Currency","2010/11/29",152.00
"Currency","2010/11/26",152.00
"Currency","2010/11/25",151.55
"Currency","2010/11/24",152.75
"Currency","2010/11/23",151.50
"Currency","2010/11/22",153.00
"Currency","2010/11/19",153.00
"Currency","2010/11/18",152.05
"Currency","2010/11/17",152.50
"Currency","2010/11/16",151.50
"Currency","2010/11/15",151.50
"Currency","2010/11/12",151.50
"Currency","2010/11/11",151.50
"Currency","2010/11/10",151.50
"Currency","2010/11/09",151.50
"Currency","2010/11/08",151.50
"Currency","2010/11/05",153.05
"Currency","2010/11/04",151.50
"Currency","2010/11/03",152.50
"Currency","2010/11/02",151.90
"Currency","2010/11/01",151.50
"Currency","2010/10/29",151.50
"Currency","2010/10/28",151.50
"Currency","2010/10/27",151.50
"Currency","2010/10/26",151.25
"Currency","2010/10/25",151.50
"Currency","2010/10/22",152.00
"Currency","2010/10/21",152.02
"Currency","2010/10/20",151.50
"Currency","2010/10/19",151.50
"Currency","2010/10/18",151.50
"Currency","2010/10/15",152.00
"Currency","2010/10/14",151.55
"Currency","2010/10/13",152.00
"Currency","2010/10/12",151.50
"Currency","2010/10/11",152.00
"Currency","2010/10/08",152.00
"Currency","2010/10/07",151.50
"Currency","2010/10/06",150.70
"Currency","2010/10/05",152.50
"Currency","2010/10/04",151.55
"Currency","2010/10/01",151.00
"Currency","2010/09/30",151.50
"Currency","2010/09/29",151.50
"Currency","2010/09/28",151.50
"Currency","2010/09/27",153.50
"Currency","2010/09/24",152.00
"Currency","2010/09/23",153.50
"Currency","2010/09/22",153.25
"Currency","2010/09/21",151.55
"Currency","2010/09/20",151.75
"Currency","2010/09/17",151.55
"Currency","2010/09/16",151.00
"Currency","2010/09/15",152.00
"Currency","2010/09/14",151.50
"Currency","2010/09/13",151.50
"Currency","2010/09/10",151.50
"Currency","2010/09/09",151.50
"Currency","2010/09/08",151.50
"Currency","2010/09/07",151.75
"Currency","2010/09/06",151.50
"Currency","2010/09/03",151.50
"Currency","2010/09/02",151.50
"Currency","2010/09/01",151.50
"Currency","2010/08/31",151.50
"Currency","2010/08/30",151.50
"Currency","2010/08/27",151.50
"Currency","2010/08/26",151.50
"Currency","2010/08/25",151.50
"Currency","2010/08/24",152.00
"Currency","2010/08/23",151.50
"Currency","2010/08/20",151.50
"Currency","2010/08/19",151.50
"Currency","2010/08/18",151.55
"Currency","2010/08/17",151.55
"Currency","2010/08/16",151.50
"Currency","2010/08/13",151.55
"Currency","2010/08/12",151.55
"Currency","2010/08/11",151.55
"Currency","2010/08/10",151.55
"Currency","2010/08/09",151.50
"Currency","2010/08/06",152.05
"Currency","2010/08/05",152.00
"Currency","2010/08/04",151.50
"Currency","2010/08/03",151.50
"Currency","2010/08/02",151.60
"Currency","2010/07/30",152.02
"Currency","2010/07/29",151.50
"Currency","2010/07/28",151.50
"Currency","2010/07/27",151.75
"Currency","2010/07/26",151.05
"Currency","2010/07/23",151.50
"Currency","2010/07/22",151.05
"Currency","2010/07/21",151.05
"Currency","2010/07/20",151.50
"Currency","2010/07/19",152.50
"Currency","2010/07/16",152.00
"Currency","2010/07/15",151.50
"Currency","2010/07/14",151.75
"Currency","2010/07/13",151.55
"Currency","2010/07/12",151.70
"Currency","2010/07/09",151.85
"Currency","2010/07/08",151.55
"Currency","2010/07/07",151.55
"Currency","2010/07/06",151.92
"Currency","2010/07/05",151.50
"Currency","2010/07/02",151.30
"Currency","2010/07/01",151.50
"Currency","2010/06/30",151.50
"Currency","2010/06/29",151.55
"Currency","2010/06/28",151.55
"Currency","2010/06/25",151.55
"Currency","2010/06/24",151.55
"Currency","2010/06/23",151.50
"Currency","2010/06/22",151.50
"Currency","2010/06/21",151.55
"Currency","2010/06/18",151.00
"Currency","2010/06/17",152.80
"Currency","2010/06/16",151.55
"Currency","2010/06/15",151.55
"Currency","2010/06/14",151.55
"Currency","2010/06/11",150.50
"Currency","2010/06/10",151.55
"Currency","2010/06/09",151.50
"Currency","2010/06/08",151.50
"Currency","2010/06/07",151.50
"Currency","2010/06/04",151.50
"Currency","2010/06/03",152.02
"Currency","2010/06/02",151.50
"Currency","2010/06/01",151.50
"Currency","2010/05/31",151.55
"Currency","2010/05/28",151.55
"Currency","2010/05/27",151.70
"Currency","2010/05/26",152.00
"Currency","2010/05/25",151.55
"Currency","2010/05/24",152.05
"Currency","2010/05/21",150.50
"Currency","2010/05/20",151.75
"Currency","2010/05/19",150.50
"Currency","2010/05/18",151.50
"Currency","2010/05/17",151.00
"Currency","2010/05/14",150.95
"Currency","2010/05/13",150.95
"Currency","2010/05/12",150.70
"Currency","2010/05/11",151.55
"Currency","2010/05/10",150.00
"Currency","2010/05/07",150.00
"Currency","2010/05/06",150.00
"Currency","2010/05/05",150.00
"Currency","2010/05/04",150.00
"Currency","2010/05/03",151.50
"Currency","2010/04/30",151.00
"Currency","2010/04/29",151.00
"Currency","2010/04/28",150.00
"Currency","2010/04/27",150.00
"Currency","2010/04/26",150.00
"Currency","2010/04/23",150.50
"Currency","2010/04/22",150.05
"Currency","2010/04/21",150.05
"Currency","2010/04/20",150.05
"Currency","2010/04/19",150.00
"Currency","2010/04/16",151.00
"Currency","2010/04/15",151.52
"Currency","2010/04/14",151.00
"Currency","2010/04/13",151.00
"Currency","2010/04/12",150.00
"Currency","2010/04/09",150.77
"Currency","2010/04/08",150.00
"Currency","2010/04/07",151.05
"Currency","2010/04/06",150.00
"Currency","2010/04/05",150.00
"Currency","2010/04/02",150.00
"Currency","2010/04/01",151.00
"Currency","2010/03/31",151.00
"Currency","2010/03/30",151.50
"Currency","2010/03/29",150.00
"Currency","2010/03/26",150.00
"Currency","2010/03/25",151.00
"Currency","2010/03/24",150.80
"Currency","2010/03/23",150.00
"Currency","2010/03/22",151.04
"Currency","2010/03/19",151.00
"Currency","2010/03/18",151.04
"Currency","2010/03/17",150.00
"Currency","2010/03/16",150.05
"Currency","2010/03/15",150.05
"Currency","2010/03/12",151.90
"Currency","2010/03/11",150.00
"Currency","2010/03/10",150.05
"Currency","2010/03/09",150.05
"Currency","2010/03/08",150.05
"Currency","2010/03/05",150.05
"Currency","2010/03/04",150.80
"Currency","2010/03/03",150.80
"Currency","2010/03/02",150.60
"Currency","2010/03/01",151.50
"Currency","2010/02/26",150.00
"Currency","2010/02/25",151.75
"Currency","2010/02/24",151.04
"Currency","2010/02/23",150.05
"Currency","2010/02/22",152.50
"Currency","2010/02/19",150.05
"Currency","2010/02/18",152.40
"Currency","2010/02/17",150.00
"Currency","2010/02/16",150.05
"Currency","2010/02/15",151.55
"Currency","2010/02/12",151.00
"Currency","2010/02/11",150.00
"Currency","2010/02/10",150.00
"Currency","2010/02/09",150.05
"Currency","2010/02/08",146.25
"Currency","2010/02/05",150.80
"Currency","2010/02/04",146.75
"Currency","2010/02/03",146.25
"Currency","2010/02/02",146.20
"Currency","2010/02/01",146.25
"Currency","2010/01/29",146.25
"Currency","2010/01/28",146.25
"Currency","2010/01/27",143.50
"Currency","2010/01/26",146.25
"Currency","2010/01/25",146.25
"Currency","2010/01/22",146.25
"Currency","2010/01/21",147.00
"Currency","2010/01/20",146.25
"Currency","2010/01/19",146.25
"Currency","2010/01/18",147.05
"Currency","2010/01/15",146.25
"Currency","2010/01/14",147.00
"Currency","2010/01/13",147.00
"Currency","2010/01/12",146.50
"Currency","2010/01/11",146.25
"Currency","2010/01/08",145.95
"Currency","2010/01/07",145.95
"Currency","2010/01/06",145.75
"Currency","2010/01/05",142.00
"Currency","2010/01/04",141.50
"Currency","2010/01/01",141.50
"Currency","2009/12/31",141.50
"Currency","2009/12/30",145.25
"Currency","2009/12/29",145.25
"Currency","2009/12/28",145.25
"Currency","2009/12/25",145.25
"Currency","2009/12/24",145.25
"Currency","2009/12/23",145.25
"Currency","2009/12/22",145.75
"Currency","2009/12/21",145.20
"Currency","2009/12/18",149.00
"Currency","2009/12/17",145.20
"Currency","2009/12/16",143.00
"Currency","2009/12/15",142.75
"Currency","2009/12/14",144.80
"Currency","2009/12/11",142.80
"Currency","2009/12/10",142.50
"Currency","2009/12/09",142.75
"Currency","2009/12/08",142.50
"Currency","2009/12/07",145.60
"Currency","2009/12/04",142.50
"Currency","2009/12/03",144.05
"Currency","2009/12/02",142.80
"Currency","2009/12/01",142.50
"Currency","2009/11/30",142.15
"Currency","2009/11/27",142.50
"Currency","2009/11/26",142.50
"Currency","2009/11/25",142.50
"Currency","2009/11/24",142.15
"Currency","2009/11/23",142.50
"Currency","2009/11/20",142.15
"Currency","2009/11/19",143.00
"Currency","2009/11/18",142.50
"Currency","2009/11/17",142.00
"Currency","2009/11/16",142.50
"Currency","2009/11/13",141.95
"Currency","2009/11/12",141.20
"Currency","2009/11/11",141.25
"Currency","2009/11/10",141.95
"Currency","2009/11/09",142.00
"Currency","2009/11/06",140.20
"Currency","2009/11/05",140.20
"Currency","2009/11/04",140.20
"Currency","2009/11/03",140.20
"Currency","2009/11/02",141.20
"Currency","2009/10/30",141.40
"Currency","2009/10/29",141.95
"Currency","2009/10/28",139.90
"Currency","2009/10/27",141.20
"Currency","2009/10/26",141.25
"Currency","2009/10/23",139.90
"Currency","2009/10/22",141.20
"Currency","2009/10/21",141.25
"Currency","2009/10/20",140.90
"Currency","2009/10/19",141.25
"Currency","2009/10/16",141.70
"Currency","2009/10/15",142.50
"Currency","2009/10/14",139.30
"Currency","2009/10/13",139.90
"Currency","2009/10/12",140.30
"Currency","2009/10/09",141.25
"Currency","2009/10/08",140.70
"Currency","2009/10/07",139.90
"Currency","2009/10/06",139.90
"Currency","2009/10/05",140.50
"Currency","2009/10/02",139.90
"Currency","2009/10/01",139.90
"Currency","2009/09/30",139.90
"Currency","2009/09/29",141.25
"Currency","2009/09/28",141.25
"Currency","2009/09/25",141.25
"Currency","2009/09/24",139.90
"Currency","2009/09/23",140.95
