"Indicator","Time","Value (USD/LBP)"
"Currency","2000/01/28",1507.50
"Currency","2000/01/27",1507.50
"Currency","2000/01/26",1507.50
"Currency","2000/01/25",1507.50
"Currency","2000/01/24",1502.00
"Currency","2000/01/21",1503.00
"Currency","2000/01/20",1504.50
"Currency","2000/01/19",1507.50
"Currency","2000/01/18",1507.50
"Currency","2000/01/17",1507.50
"Currency","2000/01/14",1507.50
"Currency","2000/01/13",1507.50
"Currency","2000/01/12",1507.50
"Currency","2000/01/11",1506.00
"Currency","2000/01/10",1505.50
"Currency","2000/01/07",1505.50
"Currency","2000/01/06",1506.50
"Currency","2000/01/05",1507.50
"Currency","2000/01/04",1507.50
"Currency","2000/01/03",1507.50
"Currency","1999/12/31",1507.50
"Currency","1999/12/30",1507.50
"Currency","1999/12/29",1507.50
"Currency","1999/12/28",1507.50
"Currency","1999/12/27",1507.50
"Currency","1999/12/24",1507.50
"Currency","1999/12/23",1507.50
"Currency","1999/12/22",1507.50
"Currency","1999/12/21",1507.50
"Currency","1999/12/20",1507.50
"Currency","1999/12/17",1507.50
"Currency","1999/12/16",1507.50
"Currency","1999/12/15",1507.50
"Currency","1999/12/14",1507.50
"Currency","1999/12/13",1507.50
"Currency","1999/12/10",1507.50
"Currency","1999/12/09",1507.00
"Currency","1999/12/08",1507.50
"Currency","1999/12/07",1507.50
"Currency","1999/12/06",1507.50
"Currency","1999/12/03",1507.50
"Currency","1999/12/02",1507.50
"Currency","1999/12/01",1507.50
"Currency","1999/11/30",1502.50
"Currency","1999/11/29",1502.50
"Currency","1999/11/26",1502.50
"Currency","1999/11/25",1502.50
"Currency","1999/11/24",1507.50
"Currency","1999/11/23",1507.50
"Currency","1999/11/22",1507.50
"Currency","1999/11/19",1507.50
"Currency","1999/11/18",1507.50
"Currency","1999/11/17",1502.00
"Currency","1999/11/16",1502.00
"Currency","1999/11/15",1507.50
"Currency","1999/11/12",1507.50
"Currency","1999/11/11",1507.50
"Currency","1999/11/10",1507.50
"Currency","1999/11/09",1502.00
"Currency","1999/11/08",1502.00
"Currency","1999/11/05",1502.00
"Currency","1999/11/04",1502.00
"Currency","1999/11/03",1502.00
"Currency","1999/11/02",1502.00
"Currency","1999/11/01",1507.50
"Currency","1999/10/29",1507.50
"Currency","1999/10/28",1507.50
"Currency","1999/10/27",1507.50
"Currency","1999/10/26",1507.50
"Currency","1999/10/25",1507.50
"Currency","1999/10/22",1502.50
"Currency","1999/10/21",1502.00
"Currency","1999/10/20",1502.50
"Currency","1999/10/19",1502.00
"Currency","1999/10/18",1502.00
"Currency","1999/10/15",1507.50
"Currency","1999/10/14",1502.50
"Currency","1999/10/13",1502.50
"Currency","1999/10/12",1502.00
"Currency","1999/10/11",1502.50
"Currency","1999/10/08",1507.50
"Currency","1999/10/07",1502.00
"Currency","1999/10/06",1507.50
"Currency","1999/10/05",1502.50
"Currency","1999/10/04",1502.50
"Currency","1999/10/01",1507.50
"Currency","1999/09/30",1507.50
"Currency","1999/09/29",1507.50
"Currency","1999/09/28",1507.50
"Currency","1999/09/27",1507.50
"Currency","1999/09/24",1507.50
"Currency","1999/09/23",1507.50
"Currency","1999/09/22",1507.50
"Currency","1999/09/21",1507.50
"Currency","1999/09/20",1507.50
"Currency","1999/09/17",1507.50
"Currency","1999/09/16",1507.50
"Currency","1999/09/15",1507.50
"Currency","1999/09/14",1507.50
"Currency","1999/09/13",1507.50
"Currency","1999/09/10",1502.00
"Currency","1999/09/09",1502.00
"Currency","1999/09/08",1508.00
"Currency","1999/09/07",1502.50
"Currency","1999/09/06",1508.00
"Currency","1999/09/03",1502.00
"Currency","1999/09/02",1508.00
"Currency","1999/09/01",1508.00
"Currency","1999/08/31",1508.00
"Currency","1999/08/30",1502.25
"Currency","1999/08/27",1502.50
"Currency","1999/08/26",1502.50
"Currency","1999/08/25",1502.50
"Currency","1999/08/24",1504.00
"Currency","1999/08/23",1503.00
"Currency","1999/08/20",1503.50
"Currency","1999/08/19",1503.50
"Currency","1999/08/18",1503.50
"Currency","1999/08/17",1503.50
"Currency","1999/08/16",1503.50
"Currency","1999/08/13",1508.00
"Currency","1999/08/12",1508.00
"Currency","1999/08/11",1503.00
"Currency","1999/08/10",1503.00
"Currency","1999/08/09",1502.25
"Currency","1999/08/06",1503.00
"Currency","1999/08/05",1502.50
"Currency","1999/08/04",1502.00
"Currency","1999/08/03",1508.00
"Currency","1999/08/02",1508.00
"Currency","1999/07/30",1508.00
"Currency","1999/07/29",1502.50
"Currency","1999/07/28",1502.50
"Currency","1999/07/27",1508.00
"Currency","1999/07/26",1503.50
"Currency","1999/07/23",1503.50
"Currency","1999/07/22",1503.00
"Currency","1999/07/21",1503.50
"Currency","1999/07/20",1503.50
"Currency","1999/07/19",1503.50
"Currency","1999/07/16",1503.50
"Currency","1999/07/15",1503.00
"Currency","1999/07/14",1503.00
"Currency","1999/07/13",1503.00
"Currency","1999/07/12",1502.50
"Currency","1999/07/09",1503.00
"Currency","1999/07/08",1502.50
"Currency","1999/07/07",1502.00
"Currency","1999/07/06",1503.00
"Currency","1999/07/05",1508.00
"Currency","1999/07/02",1503.00
"Currency","1999/07/01",1508.00
"Currency","1999/06/30",1508.00
"Currency","1999/06/29",1502.50
"Currency","1999/06/28",1502.50
"Currency","1999/06/25",1503.00
"Currency","1999/06/24",1508.00
"Currency","1999/06/23",1508.00
"Currency","1999/06/22",1504.00
"Currency","1999/06/21",1503.50
"Currency","1999/06/18",1504.00
"Currency","1999/06/17",1504.00
"Currency","1999/06/16",1504.50
"Currency","1999/06/15",1504.00
"Currency","1999/06/14",1504.50
"Currency","1999/06/11",1504.50
"Currency","1999/06/10",1508.00
"Currency","1999/06/09",1504.00
"Currency","1999/06/08",1504.00
"Currency","1999/06/07",1504.00
"Currency","1999/06/04",1508.00
"Currency","1999/06/03",1503.50
"Currency","1999/06/02",1503.50
"Currency","1999/06/01",1503.00
"Currency","1999/05/31",1502.10
"Currency","1999/05/28",1504.50
"Currency","1999/05/27",1504.00
"Currency","1999/05/26",1503.50
"Currency","1999/05/25",1504.50
"Currency","1999/05/24",1504.00
"Currency","1999/05/21",1512.00
"Currency","1999/05/20",1511.50
"Currency","1999/05/19",1512.00
"Currency","1999/05/18",1512.50
"Currency","1999/05/17",1512.50
"Currency","1999/05/14",1508.00
"Currency","1999/05/13",1508.00
"Currency","1999/05/12",1508.00
"Currency","1999/05/11",1512.50
"Currency","1999/05/10",1512.50
"Currency","1999/05/07",1508.00
"Currency","1999/05/06",1511.50
"Currency","1999/05/05",1512.50
"Currency","1999/05/04",1508.00
"Currency","1999/05/03",1508.00
"Currency","1999/04/30",1508.00
"Currency","1999/04/29",1508.00
"Currency","1999/04/28",1508.00
"Currency","1999/04/27",1508.00
"Currency","1999/04/26",1512.00
"Currency","1999/04/23",1512.00
"Currency","1999/04/22",1508.00
"Currency","1999/04/21",1512.50
"Currency","1999/04/20",1514.00
"Currency","1999/04/19",1511.50
"Currency","1999/04/16",1508.00
"Currency","1999/04/15",1508.00
"Currency","1999/04/14",1508.00
"Currency","1999/04/13",1508.00
"Currency","1999/04/12",1511.50
"Currency","1999/04/09",1511.50
"Currency","1999/04/08",1511.50
"Currency","1999/04/07",1512.50
"Currency","1999/04/06",1512.50
"Currency","1999/04/05",1512.50
"Currency","1999/04/02",1512.50
"Currency","1999/04/01",1512.50
"Currency","1999/03/31",1508.00
"Currency","1999/03/30",1511.50
"Currency","1999/03/29",1512.50
"Currency","1999/03/26",1512.50
"Currency","1999/03/25",1512.50
"Currency","1999/03/24",1508.00
"Currency","1999/03/23",1512.50
"Currency","1999/03/22",1512.00
"Currency","1999/03/19",1511.50
"Currency","1999/03/18",1508.00
"Currency","1999/03/17",1508.00
"Currency","1999/03/16",1511.50
"Currency","1999/03/15",1508.00
"Currency","1999/03/12",1507.00
"Currency","1999/03/11",1507.00
"Currency","1999/03/10",1508.00
"Currency","1999/03/09",1508.00
"Currency","1999/03/08",1511.50
"Currency","1999/03/05",1508.00
"Currency","1999/03/04",1508.00
"Currency","1999/03/03",1511.50
"Currency","1999/03/02",1511.50
"Currency","1999/03/01",1511.50
"Currency","1999/02/26",1511.50
"Currency","1999/02/25",1508.00
"Currency","1999/02/24",1508.00
"Currency","1999/02/23",1508.00
"Currency","1999/02/22",1508.00
"Currency","1999/02/19",1508.00
"Currency","1999/02/18",1508.00
"Currency","1999/02/17",1508.00
"Currency","1999/02/16",1508.00
"Currency","1999/02/15",1508.00
"Currency","1999/02/12",1508.00
"Currency","1999/02/11",1508.00
"Currency","1999/02/10",1508.00
"Currency","1999/02/09",1508.00
"Currency","1999/02/08",1508.00
"Currency","1999/02/05",1511.50
"Currency","1999/02/04",1511.50
"Currency","1999/02/03",1508.00
"Currency","1999/02/02",1508.00
"Currency","1999/02/01",1508.00
"Currency","1999/01/29",1508.00
"Currency","1999/01/28",1512.50
"Currency","1999/01/27",1511.50
"Currency","1999/01/26",1512.00
"Currency","1999/01/25",1511.50
"Currency","1999/01/22",1514.00
"Currency","1999/01/21",1511.50
"Currency","1999/01/20",1510.50
"Currency","1999/01/19",1512.50
"Currency","1999/01/18",1511.50
"Currency","1999/01/15",1510.50
"Currency","1999/01/14",1510.50
"Currency","1999/01/13",1508.00
"Currency","1999/01/12",1508.00
"Currency","1999/01/11",1512.50
"Currency","1999/01/08",1511.50
"Currency","1999/01/07",1508.00
"Currency","1999/01/06",1508.00
"Currency","1999/01/05",1510.50
"Currency","1999/01/04",1510.50
"Currency","1999/01/01",1512.50
"Currency","1998/12/31",1512.50
"Currency","1998/12/30",1511.50
"Currency","1998/12/29",1511.50
"Currency","1998/12/28",1512.50
"Currency","1998/12/25",1508.00
"Currency","1998/12/24",1508.00
"Currency","1998/12/23",1511.50
"Currency","1998/12/22",1508.00
"Currency","1998/12/21",1511.50
"Currency","1998/12/18",1513.50
"Currency","1998/12/17",1510.50
"Currency","1998/12/16",1511.50
"Currency","1998/12/15",1508.50
"Currency","1998/12/14",1512.50
"Currency","1998/12/11",1513.50
"Currency","1998/12/10",1508.50
"Currency","1998/12/09",1515.50
"Currency","1998/12/08",1506.00
"Currency","1998/12/07",1505.75
"Currency","1998/12/04",1505.75
"Currency","1998/12/03",1508.50
"Currency","1998/12/02",1508.50
"Currency","1998/12/01",1504.00
"Currency","1998/11/30",1508.50
"Currency","1998/11/27",1503.00
"Currency","1998/11/26",1503.00
"Currency","1998/11/25",1503.00
"Currency","1998/11/24",1503.00
"Currency","1998/11/23",1503.00
"Currency","1998/11/20",1503.00
"Currency","1998/11/19",1503.00
"Currency","1998/11/18",1502.50
"Currency","1998/11/17",1502.50
"Currency","1998/11/16",1502.50
"Currency","1998/11/13",1502.00
"Currency","1998/11/12",1503.00
"Currency","1998/11/11",1502.13
"Currency","1998/11/10",1502.00
"Currency","1998/11/09",1502.00
"Currency","1998/11/06",1502.00
"Currency","1998/11/05",1502.50
"Currency","1998/11/04",1502.00
"Currency","1998/11/03",1502.00
"Currency","1998/11/02",1502.50
"Currency","1998/10/30",1502.00
"Currency","1998/10/29",1502.50
"Currency","1998/10/28",1502.00
"Currency","1998/10/27",1502.50
"Currency","1998/10/26",1502.50
"Currency","1998/10/23",1502.00
"Currency","1998/10/22",1502.00
"Currency","1998/10/21",1502.00
"Currency","1998/10/20",1503.00
"Currency","1998/10/19",1502.50
"Currency","1998/10/16",1502.50
"Currency","1998/10/15",1502.50
"Currency","1998/10/14",1502.50
"Currency","1998/10/13",1502.50
"Currency","1998/10/12",1503.50
"Currency","1998/10/09",1503.00
"Currency","1998/10/08",1503.00
"Currency","1998/10/07",1503.00
"Currency","1998/10/06",1503.00
"Currency","1998/10/05",1503.00
"Currency","1998/10/02",1503.50
"Currency","1998/10/01",1504.00
"Currency","1998/09/30",1504.00
"Currency","1998/09/29",1505.00
"Currency","1998/09/28",1506.75
"Currency","1998/09/25",1512.00
"Currency","1998/09/24",1512.00
"Currency","1998/09/23",1512.50
"Currency","1998/09/22",1512.00
"Currency","1998/09/21",1512.50
"Currency","1998/09/18",1512.75
"Currency","1998/09/17",1518.00
"Currency","1998/09/16",1517.75
"Currency","1998/09/15",1517.50
"Currency","1998/09/14",1517.63
"Currency","1998/09/11",1517.50
"Currency","1998/09/10",1515.00
"Currency","1998/09/09",1518.00
"Currency","1998/09/08",1518.00
"Currency","1998/09/07",1518.00
"Currency","1998/09/04",1517.50
"Currency","1998/09/03",1519.00
"Currency","1998/09/02",1518.50
"Currency","1998/09/01",1519.00
"Currency","1998/08/31",1519.50
"Currency","1998/08/28",1520.50
"Currency","1998/08/27",1518.75
"Currency","1998/08/26",1521.50
"Currency","1998/08/25",1520.00
"Currency","1998/08/24",1520.00
"Currency","1998/08/21",1520.00
"Currency","1998/08/20",1518.50
"Currency","1998/08/19",1518.50
"Currency","1998/08/18",1520.00
"Currency","1998/08/17",1519.50
"Currency","1998/08/14",1519.00
"Currency","1998/08/13",1519.50
"Currency","1998/08/12",1518.50
"Currency","1998/08/11",1520.00
"Currency","1998/08/10",1518.50
"Currency","1998/08/07",1510.00
"Currency","1998/08/06",1511.50
"Currency","1998/08/05",1515.00
"Currency","1998/08/04",1508.00
"Currency","1998/08/03",1509.50
"Currency","1998/07/31",1509.00
"Currency","1998/07/30",1509.00
"Currency","1998/07/29",1509.75
"Currency","1998/07/28",1509.25
"Currency","1998/07/27",1509.00
"Currency","1998/07/24",1509.00
"Currency","1998/07/23",1509.00
"Currency","1998/07/22",1509.00
"Currency","1998/07/21",1509.00
"Currency","1998/07/20",1509.50
"Currency","1998/07/17",1509.75
"Currency","1998/07/16",1510.00
"Currency","1998/07/15",1509.75
"Currency","1998/07/14",1509.73
"Currency","1998/07/13",1510.00
"Currency","1998/07/10",1510.00
"Currency","1998/07/09",1509.88
"Currency","1998/07/08",1509.63
"Currency","1998/07/07",1509.63
"Currency","1998/07/06",1510.13
"Currency","1998/07/03",1510.13
"Currency","1998/07/02",1510.13
"Currency","1998/07/01",1510.13
"Currency","1998/06/30",1510.13
"Currency","1998/06/29",1510.75
"Currency","1998/06/26",1510.63
"Currency","1998/06/25",1510.75
"Currency","1998/06/24",1511.00
"Currency","1998/06/23",1510.75
"Currency","1998/06/22",1511.25
"Currency","1998/06/19",1512.00
"Currency","1998/06/18",1511.25
"Currency","1998/06/17",1511.25
"Currency","1998/06/16",1511.25
"Currency","1998/06/15",1511.75
"Currency","1998/06/12",1511.75
"Currency","1998/06/11",1511.75
"Currency","1998/06/10",1511.50
"Currency","1998/06/09",1511.50
"Currency","1998/06/08",1512.50
"Currency","1998/06/05",1512.25
"Currency","1998/06/04",1512.25
"Currency","1998/06/03",1512.70
"Currency","1998/06/02",1513.00
"Currency","1998/06/01",1512.50
"Currency","1998/05/29",1512.50
"Currency","1998/05/28",1512.75
"Currency","1998/05/27",1512.75
"Currency","1998/05/26",1512.75
"Currency","1998/05/25",1513.13
"Currency","1998/05/22",1513.13
"Currency","1998/05/21",1513.20
"Currency","1998/05/20",1513.13
"Currency","1998/05/19",1513.00
"Currency","1998/05/18",1514.10
"Currency","1998/05/15",1514.10
"Currency","1998/05/14",1514.00
"Currency","1998/05/13",1513.70
"Currency","1998/05/12",1513.30
"Currency","1998/05/11",1514.13
"Currency","1998/05/08",1514.40
"Currency","1998/05/07",1514.50
"Currency","1998/05/06",1515.00
"Currency","1998/05/05",1515.50
"Currency","1998/05/04",1516.00
"Currency","1998/05/01",1515.75
"Currency","1998/04/30",1515.50
"Currency","1998/04/29",1519.50
"Currency","1998/04/28",1521.50
"Currency","1998/04/27",1525.25
"Currency","1998/04/24",1525.70
"Currency","1998/04/23",1525.50
"Currency","1998/04/22",1525.50
"Currency","1998/04/21",1527.70
"Currency","1998/04/20",1527.50
"Currency","1998/04/17",1527.70
"Currency","1998/04/16",1527.50
"Currency","1998/04/15",1529.00
"Currency","1998/04/14",1529.00
"Currency","1998/04/13",1528.50
"Currency","1998/04/10",1529.00
"Currency","1998/04/09",1529.00
"Currency","1998/04/08",1529.00
"Currency","1998/04/07",1529.50
"Currency","1998/04/06",1529.00
"Currency","1998/04/03",1529.00
"Currency","1998/04/02",1528.50
"Currency","1998/04/01",1528.00
"Currency","1998/03/31",1528.00
"Currency","1998/03/30",1527.70
"Currency","1998/03/27",1527.80
"Currency","1998/03/26",1527.50
"Currency","1998/03/25",1527.70
"Currency","1998/03/24",1528.00
"Currency","1998/03/23",1528.00
"Currency","1998/03/20",1528.20
"Currency","1998/03/19",1528.50
"Currency","1998/03/18",1528.25
"Currency","1998/03/17",1528.00
"Currency","1998/03/16",1528.70
"Currency","1998/03/13",1528.50
"Currency","1998/03/12",1528.65
"Currency","1998/03/11",1529.00
"Currency","1998/03/10",1529.00
"Currency","1998/03/09",1528.50
"Currency","1998/03/06",1528.75
"Currency","1998/03/05",1528.50
"Currency","1998/03/04",1528.50
"Currency","1998/03/03",1529.00
"Currency","1998/03/02",1529.00
"Currency","1998/02/27",1529.00
"Currency","1998/02/26",1529.00
"Currency","1998/02/25",1529.00
"Currency","1998/02/24",1529.50
"Currency","1998/02/23",1529.00
"Currency","1998/02/20",1529.00
"Currency","1998/02/19",1529.50
"Currency","1998/02/18",1529.50
"Currency","1998/02/17",1529.00
"Currency","1998/02/16",1524.50
"Currency","1998/02/13",1530.00
"Currency","1998/02/12",1524.50
"Currency","1998/02/11",1530.00
"Currency","1998/02/10",1531.00
"Currency","1998/02/09",1530.00
"Currency","1998/02/06",1529.00
"Currency","1998/02/05",1530.00
"Currency","1998/02/04",1529.50
"Currency","1998/02/03",1529.50
"Currency","1998/02/02",1530.00
"Currency","1998/01/30",1529.00
"Currency","1998/01/29",1529.00
"Currency","1998/01/28",1530.00
"Currency","1998/01/27",1530.00
"Currency","1998/01/26",1525.50
"Currency","1998/01/23",1525.50
"Currency","1998/01/22",1528.50
"Currency","1998/01/21",1525.75
"Currency","1998/01/20",1528.50
"Currency","1998/01/19",1526.00
"Currency","1998/01/16",1528.50
"Currency","1998/01/15",1528.00
"Currency","1998/01/14",1528.00
"Currency","1998/01/13",1526.25
"Currency","1998/01/12",1529.00
"Currency","1998/01/09",1529.00
"Currency","1998/01/08",1529.50
"Currency","1998/01/07",1527.50
"Currency","1998/01/06",1526.75
"Currency","1998/01/05",1527.00
"Currency","1998/01/02",1527.00
"Currency","1998/01/01",1527.00
"Currency","1997/12/31",1527.00
"Currency","1997/12/30",1527.00
"Currency","1997/12/29",1522.50
"Currency","1997/12/26",1527.25
"Currency","1997/12/25",1527.25
"Currency","1997/12/24",1527.25
"Currency","1997/12/23",1527.25
"Currency","1997/12/22",1527.50
"Currency","1997/12/19",1527.50
"Currency","1997/12/18",1527.50
"Currency","1997/12/17",1527.75
"Currency","1997/12/16",1527.75
"Currency","1997/12/15",1532.50
"Currency","1997/12/12",1532.00
"Currency","1997/12/11",1528.00
"Currency","1997/12/10",1528.25
"Currency","1997/12/09",1532.50
"Currency","1997/12/08",1532.00
"Currency","1997/12/05",1532.00
"Currency","1997/12/04",1532.50
"Currency","1997/12/03",1528.75
"Currency","1997/12/02",1528.75
"Currency","1997/12/01",1533.50
"Currency","1997/11/28",1529.00
"Currency","1997/11/27",1528.50
"Currency","1997/11/26",1534.25
"Currency","1997/11/25",1529.50
"Currency","1997/11/24",1529.50
"Currency","1997/11/21",1524.08
"Currency","1997/11/20",1529.50
"Currency","1997/11/19",1530.00
"Currency","1997/11/18",1530.00
"Currency","1997/11/17",1530.00
"Currency","1997/11/14",1535.00
"Currency","1997/11/13",1530.00
"Currency","1997/11/12",1530.50
"Currency","1997/11/11",1530.50
"Currency","1997/11/10",1530.50
"Currency","1997/11/07",1530.50
"Currency","1997/11/06",1535.50
"Currency","1997/11/05",1535.50
"Currency","1997/11/04",1535.00
"Currency","1997/11/03",1535.50
"Currency","1997/10/31",1535.00
"Currency","1997/10/30",1531.00
"Currency","1997/10/29",1536.50
"Currency","1997/10/28",1536.50
"Currency","1997/10/27",1531.50
"Currency","1997/10/24",1536.00
"Currency","1997/10/23",1536.50
"Currency","1997/10/22",1537.00
"Currency","1997/10/21",1536.63
"Currency","1997/10/20",1537.50
"Currency","1997/10/17",1537.50
"Currency","1997/10/16",1537.50
"Currency","1997/10/15",1537.00
"Currency","1997/10/14",1537.50
"Currency","1997/10/13",1537.00
"Currency","1997/10/10",1537.25
"Currency","1997/10/09",1537.00
"Currency","1997/10/08",1537.00
"Currency","1997/10/07",1537.00
"Currency","1997/10/06",1538.00
"Currency","1997/10/03",1537.00
"Currency","1997/10/02",1537.50
"Currency","1997/10/01",1537.00
"Currency","1997/09/30",1538.00
"Currency","1997/09/29",1538.00
"Currency","1997/09/26",1538.00
"Currency","1997/09/25",1538.00
"Currency","1997/09/24",1538.00
"Currency","1997/09/23",1538.50
"Currency","1997/09/22",1538.00
"Currency","1997/09/19",1538.00
"Currency","1997/09/18",1538.00
"Currency","1997/09/17",1539.00
"Currency","1997/09/16",1538.50
"Currency","1997/09/15",1534.50
"Currency","1997/09/12",1534.50
"Currency","1997/09/11",1534.50
"Currency","1997/09/10",1534.75
"Currency","1997/09/09",1534.75
"Currency","1997/09/08",1538.50
"Currency","1997/09/05",1538.50
"Currency","1997/09/04",1538.50
"Currency","1997/09/03",1539.50
"Currency","1997/09/02",1539.00
"Currency","1997/09/01",1535.25
"Currency","1997/08/29",1538.50
"Currency","1997/08/28",1538.50
"Currency","1997/08/27",1535.75
"Currency","1997/08/26",1538.50
"Currency","1997/08/25",1538.50
"Currency","1997/08/22",1536.00
"Currency","1997/08/21",1539.50
"Currency","1997/08/20",1540.50
"Currency","1997/08/19",1540.50
"Currency","1997/08/18",1540.50
"Currency","1997/08/15",1540.50
"Currency","1997/08/14",1539.50
"Currency","1997/08/13",1540.50
"Currency","1997/08/12",1540.50
"Currency","1997/08/11",1541.00
"Currency","1997/08/08",1539.00
"Currency","1997/08/07",1540.00
"Currency","1997/08/06",1537.00
"Currency","1997/08/05",1539.00
"Currency","1997/08/04",1536.50
"Currency","1997/08/01",1538.50
"Currency","1997/07/31",1540.00
"Currency","1997/07/30",1540.50
"Currency","1997/07/29",1540.50
"Currency","1997/07/28",1540.50
"Currency","1997/07/25",1540.50
"Currency","1997/07/24",1541.00
"Currency","1997/07/23",1541.00
"Currency","1997/07/22",1542.00
"Currency","1997/07/21",1542.00
"Currency","1997/07/18",1538.50
"Currency","1997/07/17",1538.50
"Currency","1997/07/16",1538.50
"Currency","1997/07/15",1538.50
"Currency","1997/07/14",1538.75
"Currency","1997/07/11",1538.75
"Currency","1997/07/10",1538.75
"Currency","1997/07/09",1539.00
"Currency","1997/07/08",1539.00
"Currency","1997/07/07",1539.25
"Currency","1997/07/04",1539.25
"Currency","1997/07/03",1539.25
"Currency","1997/07/02",1539.50
"Currency","1997/07/01",1540.00
"Currency","1997/06/30",1539.75
"Currency","1997/06/27",1539.75
"Currency","1997/06/26",1539.75
"Currency","1997/06/25",1540.00
"Currency","1997/06/24",1540.00
"Currency","1997/06/23",1540.25
"Currency","1997/06/20",1540.25
"Currency","1997/06/19",1540.25
"Currency","1997/06/18",1540.50
"Currency","1997/06/17",1540.50
"Currency","1997/06/16",1540.75
"Currency","1997/06/13",1540.75
"Currency","1997/06/12",1540.75
"Currency","1997/06/11",1541.00
"Currency","1997/06/10",1541.00
"Currency","1997/06/09",1541.25
"Currency","1997/06/06",1541.25
"Currency","1997/06/05",1541.25
"Currency","1997/06/04",1541.50
"Currency","1997/06/03",1541.50
"Currency","1997/06/02",1541.75
"Currency","1997/05/30",1541.75
"Currency","1997/05/29",1541.75
"Currency","1997/05/28",1542.00
"Currency","1997/05/27",1542.00
"Currency","1997/05/26",1542.25
"Currency","1997/05/23",1542.25
"Currency","1997/05/22",1542.25
"Currency","1997/05/21",1542.50
"Currency","1997/05/20",1542.50
"Currency","1997/05/19",1542.75
"Currency","1997/05/16",1542.75
"Currency","1997/05/15",1542.75
"Currency","1997/05/14",1542.75
"Currency","1997/05/13",1543.00
"Currency","1997/05/12",1543.00
"Currency","1997/05/09",1543.25
"Currency","1997/05/08",1543.25
"Currency","1997/05/07",1543.50
"Currency","1997/05/06",1543.50
"Currency","1997/05/05",1543.25
"Currency","1997/05/02",1543.50
"Currency","1997/05/01",1543.50
"Currency","1997/04/30",1543.50
"Currency","1997/04/29",1543.50
"Currency","1997/04/28",1544.00
"Currency","1997/04/25",1544.00
"Currency","1997/04/24",1543.75
"Currency","1997/04/23",1544.00
"Currency","1997/04/22",1544.00
"Currency","1997/04/21",1544.25
"Currency","1997/04/18",1544.50
"Currency","1997/04/17",1544.50
"Currency","1997/04/16",1544.25
"Currency","1997/04/15",1544.50
"Currency","1997/04/14",1544.75
"Currency","1997/04/11",1544.75
"Currency","1997/04/10",1544.75
"Currency","1997/04/09",1545.00
"Currency","1997/04/08",1545.00
"Currency","1997/04/07",1545.25
"Currency","1997/04/04",1545.25
"Currency","1997/04/03",1545.25
"Currency","1997/04/02",1545.50
"Currency","1997/04/01",1545.50
"Currency","1997/03/31",1546.00
"Currency","1997/03/28",1546.00
"Currency","1997/03/27",1545.75
"Currency","1997/03/26",1546.00
"Currency","1997/03/25",1546.00
"Currency","1997/03/24",1546.25
"Currency","1997/03/21",1546.25
"Currency","1997/03/20",1546.25
"Currency","1997/03/19",1546.50
"Currency","1997/03/18",1546.50
"Currency","1997/03/17",1546.75
"Currency","1997/03/14",1546.75
"Currency","1997/03/13",1546.75
"Currency","1997/03/12",1547.00
"Currency","1997/03/11",1547.00
"Currency","1997/03/10",1547.25
"Currency","1997/03/07",1547.25
"Currency","1997/03/06",1547.25
"Currency","1997/03/05",1547.50
"Currency","1997/03/04",1547.50
"Currency","1997/03/03",1547.75
"Currency","1997/02/28",1547.75
"Currency","1997/02/27",1547.75
"Currency","1997/02/26",1548.00
"Currency","1997/02/25",1548.00
"Currency","1997/02/24",1548.25
"Currency","1997/02/21",1548.25
"Currency","1997/02/20",1548.50
"Currency","1997/02/19",1548.50
"Currency","1997/02/18",1548.50
"Currency","1997/02/17",1548.75
"Currency","1997/02/14",1548.75
"Currency","1997/02/13",1549.00
"Currency","1997/02/12",1549.00
"Currency","1997/02/11",1549.25
"Currency","1997/02/10",1549.25
"Currency","1997/02/07",1549.25
"Currency","1997/02/06",1549.25
"Currency","1997/02/05",1549.50
"Currency","1997/02/04",1549.50
"Currency","1997/02/03",1549.75
"Currency","1997/01/31",1549.75
"Currency","1997/01/30",1549.75
"Currency","1997/01/29",1550.00
"Currency","1997/01/28",1550.00
"Currency","1997/01/27",1550.25
"Currency","1997/01/24",1550.25
"Currency","1997/01/23",1550.25
"Currency","1997/01/22",1550.50
"Currency","1997/01/21",1550.50
"Currency","1997/01/20",1550.75
"Currency","1997/01/17",1550.75
"Currency","1997/01/16",1550.75
"Currency","1997/01/15",1551.00
"Currency","1997/01/14",1551.00
"Currency","1997/01/13",1551.25
"Currency","1997/01/10",1551.25
"Currency","1997/01/09",1551.25
"Currency","1997/01/08",1551.50
"Currency","1997/01/07",1551.50
"Currency","1997/01/06",1551.75
"Currency","1997/01/03",1551.75
"Currency","1997/01/02",1552.00
"Currency","1997/01/01",1552.00
"Currency","1996/12/31",1552.00
"Currency","1996/12/30",1552.00
"Currency","1996/12/27",1552.00
"Currency","1996/12/26",1552.25
"Currency","1996/12/25",1552.25
"Currency","1996/12/24",1552.25
"Currency","1996/12/23",1552.25
"Currency","1996/12/20",1552.50
"Currency","1996/12/19",1552.50
"Currency","1996/12/18",1552.75
"Currency","1996/12/17",1552.75
"Currency","1996/12/16",1552.75
"Currency","1996/12/13",1553.00
"Currency","1996/12/12",1553.00
"Currency","1996/12/11",1553.25
"Currency","1996/12/10",1553.25
"Currency","1996/12/09",1553.50
"Currency","1996/12/06",1553.50
"Currency","1996/12/05",1553.50
