,currency,year,month,value
6883,GNF,2009,04,4939.318181818182
6884,GNF,2009,05,4994.452380952381
6885,GNF,2009,06,4936.113636363636
6886,GNF,2009,07,4874.630434782609
6887,GNF,2009,08,4888.738095238095
6888,GNF,2009,09,5022.772727272727
6889,GNF,2009,10,5024.136363636364
6890,GNF,2009,11,5022.190476190476
6891,GNF,2009,12,5008.065217391304
6892,GNF,2010,01,5018.666666666667
6893,GNF,2010,02,5024.45
6894,GNF,2010,03,5024.217391304348
6895,GNF,2010,04,5023.5
6896,GNF,2010,05,5030.547619047619
6897,GNF,2010,06,5050.681818181818
6898,GNF,2010,07,5055.454545454545
6899,GNF,2010,08,5250.772727272727
6900,GNF,2010,09,5865.454545454545
6901,GNF,2010,10,7037.857142857143
6902,GNF,2010,11,6967.954545454545
6903,GNF,2010,12,6998.04347826087
6904,GNF,2011,01,7262.261904761905
6905,GNF,2011,02,7462.125
6906,GNF,2011,03,6865.652173913043
6907,GNF,2011,04,6628.690476190476
6908,GNF,2011,05,6755.909090909091
6909,GNF,2011,06,6771.931818181818
6910,GNF,2011,07,6782.261904761905
6911,GNF,2011,08,6734.782608695652
6912,GNF,2011,09,7005.909090909091
6913,GNF,2011,10,6956.547619047619
6914,GNF,2011,11,6902.954545454545
6915,GNF,2011,12,7132.045454545455
6916,GNF,2012,01,7233.227272727273
6917,GNF,2012,02,7156.666666666667
6918,GNF,2012,03,7098.522727272727
6919,GNF,2012,04,7055.833333333333
6920,GNF,2012,05,7047.869565217391
6921,GNF,2012,06,7186.004761904761
6922,GNF,2012,07,7190.882272727273
6923,GNF,2012,08,7192.575652173912
6924,GNF,2012,09,7144.3
6925,GNF,2012,10,7014.804347826087
6926,GNF,2012,11,6994.954545454545
6927,GNF,2012,12,6997.476190476191
6928,GNF,2013,01,6991.260869565217
6929,GNF,2013,02,6993.375
6930,GNF,2013,03,7041.880952380952
6931,GNF,2013,04,7084.159090909091
6932,GNF,2013,05,7073.152173913043
6933,GNF,2013,06,7011.375
6934,GNF,2013,07,6974.717391304348
6935,GNF,2013,08,6970.795454545455
6936,GNF,2013,09,7030.0
6937,GNF,2013,10,6987.152173913043
6938,GNF,2013,11,7012.142857142857
6939,GNF,2013,12,7017.272727272727
6940,GNF,2014,01,7025.434782608696
6941,GNF,2014,02,7025.5
6942,GNF,2014,03,7026.190476190476
6943,GNF,2014,04,7028.863636363636
6944,GNF,2014,05,7029.090909090909
6945,GNF,2014,06,7028.571428571428
6946,GNF,2014,07,7029.565217391304
6947,GNF,2014,08,7031.309523809524
6948,GNF,2014,09,7027.045454545455
6949,GNF,2014,10,7028.478260869565
6950,GNF,2014,11,7031.125
6951,GNF,2014,12,7027.5
6952,GNF,2015,01,7031.818181818182
6953,GNF,2015,02,7201.65
6954,GNF,2015,03,7284.898636363637
6955,GNF,2015,04,7263.956363636364
6956,GNF,2015,05,7325.333333333333
6957,GNF,2015,06,7378.318181818182
6958,GNF,2015,07,7434.391304347826
6959,GNF,2015,08,7321.727272727273
6960,GNF,2015,09,7298.827777777778
6961,GNF,2015,10,7299.6460000000025
6962,GNF,2015,11,7732.870833333337
6963,GNF,2015,12,7733.248
6964,GNF,2016,01,7729.769047619047
6965,GNF,2016,02,7700.13409090909
6966,GNF,2016,03,7625.7080000000005
6967,GNF,2016,04,7585.88043478261
6968,GNF,2016,05,7408.618181818182
6969,GNF,2016,06,7789.243181818185
6970,GNF,2016,07,8905.099999999999
6971,GNF,2016,08,8971.782608695652
6972,GNF,2016,09,9035.538461538461
6973,GNF,2016,10,9042.727272727272
6974,GNF,2016,11,9048.272727272728
6975,GNF,2016,12,9220.017391304349
6976,GNF,2017,01,9315.970833333335
6977,GNF,2017,02,9255.563636363637
6978,GNF,2017,03,9237.373913043479
6979,GNF,2017,04,9152.092380952381
6980,GNF,2017,05,9103.09
6981,GNF,2017,06,9011.6124
6982,GNF,2017,07,8953.647272727272
6983,GNF,2017,08,8862.08
6984,GNF,2017,09,8902.379166666668
6985,GNF,2017,10,8927.679166666667
6986,GNF,2017,11,8992.181363636364
6987,GNF,2017,12,8994.0
6988,GNF,2018,01,8996.955
6989,GNF,2018,02,8997.75
6990,GNF,2018,03,8997.454545454546
6991,GNF,2018,04,8998.619047619048
6992,GNF,2018,05,8992.921304347827
6993,GNF,2018,06,8994.666666666666
6994,MMK,2012,07,872.4799999999999
6995,MMK,2012,08,873.5222222222225
6996,MMK,2012,09,865.5436000000002
6997,MMK,2012,10,853.7555555555556
6998,MMK,2012,11,851.423
6999,MMK,2012,12,855.15
7000,MMK,2013,01,857.804347826087
7001,MMK,2013,02,857.6
7002,MMK,2013,03,872.7380952380952
7003,MMK,2013,04,882.5909090909091
7004,MMK,2013,05,919.5869565217391
7005,MMK,2013,06,950.9
7006,MMK,2013,07,980.8695652173913
7007,MMK,2013,08,972.9545454545455
7008,MMK,2013,09,973.0
7009,MMK,2013,10,972.6567857142857
7010,MMK,2013,11,975.5013333333334
7011,MMK,2013,12,984.9354838709677
7012,MMK,2014,01,985.9655172413793
7013,MMK,2014,02,984.3214285714286
7014,MMK,2014,03,968.9354838709677
7015,MMK,2014,04,961.8333333333334
7016,MMK,2014,05,963.8166666666667
7017,MMK,2014,06,972.7
7018,MMK,2014,07,973.1166666666667
7019,MMK,2014,08,972.0689655172414
7020,MMK,2014,09,981.2142857142857
7021,MMK,2014,10,994.6935483870968
7022,MMK,2014,11,1028.3035714285713
7023,MMK,2014,12,1030.0434782608695
7024,MMK,2015,01,1028.590909090909
7025,MMK,2015,02,1030.425
7026,MMK,2015,03,1034.7045454545455
7027,MMK,2015,04,1060.2727272727273
7028,MMK,2015,05,1088.904761904762
7029,MMK,2015,06,1111.4681818181818
7030,MMK,2015,07,1186.3
7031,MMK,2015,08,1260.8545454545456
7032,MMK,2015,09,1285.5722222222228
7033,MMK,2015,10,1284.192
7034,MMK,2015,11,1288.5500000000002
7035,MMK,2015,12,1297.1928000000005
7036,MMK,2016,01,1299.1727272727273
7037,MMK,2016,02,1245.7409090909089
7038,MMK,2016,03,1216.068
7039,MMK,2016,04,1181.6779999999999
7040,MMK,2016,05,1173.4795454545456
7041,MMK,2016,06,1188.5847826086958
7042,MMK,2016,07,1176.6190476190477
7043,MMK,2016,08,1191.0
7044,MMK,2016,09,1228.5
7045,MMK,2016,10,1271.25
7046,MMK,2016,11,1297.4545454545455
7047,MMK,2016,12,1343.9565217391305
7048,MMK,2017,01,1352.2272727272727
7049,MMK,2017,02,1365.0
7050,MMK,2017,03,1363.2173913043478
7051,MMK,2017,04,1354.85
7052,MMK,2017,05,1361.48
7053,MMK,2017,06,1358.12
7054,MMK,2017,07,1361.2619047619048
7055,MMK,2017,08,1358.64
7056,MMK,2017,09,1355.1363636363637
7057,MMK,2017,10,1360.1521739130435
7058,MMK,2017,11,1363.7727272727273
7059,MMK,2017,12,1362.2
7060,MMK,2018,01,1344.4772727272727
7061,MMK,2018,02,1329.6
7062,MMK,2018,03,1336.7045454545455
7063,MMK,2018,04,1324.095238095238
7064,MMK,2018,05,1340.0
7065,MMK,2018,06,1345.1666666666667
7066,EGP,2002,10,4.63
7067,EGP,2002,11,4.632857142857143
7068,EGP,2002,12,4.63
7069,EGP,2003,01,4.710000000000001
7070,EGP,2003,02,5.5154999999999985
7071,EGP,2003,03,5.693333333333333
7072,EGP,2003,04,5.862727272727272
7073,EGP,2003,05,5.955714285714286
7074,EGP,2003,06,5.9957142857142856
7075,EGP,2003,07,6.104347826086956
7076,EGP,2003,08,6.146666666666666
7077,EGP,2003,09,6.14181818181818
7078,EGP,2003,10,6.139130434782608
7079,EGP,2003,11,6.144
7080,EGP,2003,12,6.10608695652174
7081,EGP,2004,01,6.126818181818181
7082,EGP,2004,02,6.1395
7083,EGP,2004,03,6.148260869565218
7084,EGP,2004,04,6.1445454545454545
7085,EGP,2004,05,6.141904761904762
7086,EGP,2004,06,6.157727272727271
7087,EGP,2004,07,6.180909090909091
7088,EGP,2004,08,6.174090909090908
7089,EGP,2004,09,6.182272727272727
7090,EGP,2004,10,6.195714285714285
7091,EGP,2004,11,6.189545454545455
7092,EGP,2004,12,6.169130434782609
7093,EGP,2005,01,5.850952380952383
7094,EGP,2005,02,5.772
7095,EGP,2005,03,5.763478260869565
7096,EGP,2005,04,5.772857142857144
7097,EGP,2005,05,5.756363636363638
7098,EGP,2005,06,5.765000000000001
7099,EGP,2005,07,5.745238095238094
7100,EGP,2005,08,5.727826086956522
7101,EGP,2005,09,5.735454545454545
7102,EGP,2005,10,5.705714285714286
7103,EGP,2005,11,5.720000000000001
7104,EGP,2005,12,5.702727272727272
7105,EGP,2006,01,5.705909090909093
7106,EGP,2006,02,5.705
7107,EGP,2006,03,5.691304347826088
7108,EGP,2006,04,5.674
7109,EGP,2006,05,5.6765217391304335
7110,EGP,2006,06,5.697727272727273
7111,EGP,2006,07,5.6952380952380945
7112,EGP,2006,08,5.695652173913042
7113,EGP,2006,09,5.687142857142856
7114,EGP,2006,10,5.673636363636363
7115,EGP,2006,11,5.672727272727273
7116,EGP,2006,12,5.656190476190477
7117,EGP,2007,01,5.664782608695652
7118,EGP,2007,02,5.6579999999999995
7119,EGP,2007,03,5.660909090909091
7120,EGP,2007,04,5.633809523809522
7121,EGP,2007,05,5.627391304347827
7122,EGP,2007,06,5.658571428571429
7123,EGP,2007,07,5.644090909090909
7124,EGP,2007,08,5.6234782608695655
7125,EGP,2007,09,5.5925
7126,EGP,2007,10,5.503913043478262
7127,EGP,2007,11,5.466363636363638
7128,EGP,2007,12,5.488095238095237
7129,EGP,2008,01,5.478695652173914
7130,EGP,2008,02,5.476190476190476
7131,EGP,2008,03,5.429523809523809
7132,EGP,2008,04,5.39409090909091
7133,EGP,2008,05,5.32590909090909
7134,EGP,2008,06,5.308571428571428
7135,EGP,2008,07,5.285652173913043
7136,EGP,2008,08,5.327142857142857
7137,EGP,2008,09,5.386363636363637
7138,EGP,2008,10,5.496956521739131
7139,EGP,2008,11,5.5009999999999994
7140,EGP,2008,12,5.461739130434783
7141,EGP,2009,01,5.4804545454545455
7142,EGP,2009,02,5.5325
7143,EGP,2009,03,5.592272727272729
7144,EGP,2009,04,5.592272727272727
7145,EGP,2009,05,5.5826086956521745
7146,EGP,2009,06,5.5649999999999995
7147,EGP,2009,07,5.535555555555555
7148,EGP,2009,08,5.500799999999999
7149,EGP,2009,09,5.468076923076922
7150,EGP,2009,10,5.442692307692307
7151,EGP,2009,11,5.429999999999999
7152,EGP,2009,12,5.448148148148149
7153,EGP,2010,01,5.417307692307693
7154,EGP,2010,02,5.449583333333333
7155,EGP,2010,03,5.450000000000002
7156,EGP,2010,04,5.481739130434782
7157,EGP,2010,05,5.571600000000001
7158,EGP,2010,06,5.641153846153846
7159,EGP,2010,07,5.65076923076923
7160,EGP,2010,08,5.660740740740741
7161,EGP,2010,09,5.667692307692308
7162,EGP,2010,10,5.686153846153845
7163,EGP,2010,11,5.718461538461538
7164,EGP,2010,12,5.765555555555555
7165,EGP,2011,01,5.766153846153846
7166,EGP,2011,02,5.842083333333332
7167,EGP,2011,03,5.906666666666666
7168,EGP,2011,04,5.933809523809522
7169,EGP,2011,05,5.930909090909092
7170,EGP,2011,06,5.919090909090909
7171,EGP,2011,07,5.929047619047618
7172,EGP,2011,08,5.9173913043478255
7173,EGP,2011,09,5.954090909090908
7174,EGP,2011,10,5.95
7175,EGP,2011,11,5.961363636363637
7176,EGP,2011,12,5.988636363636365
7177,EGP,2012,01,6.005454545454546
7178,EGP,2012,02,6.005238095238094
7179,EGP,2012,03,6.00909090909091
7180,EGP,2012,04,6.004285714285714
7181,EGP,2012,05,6.014782608695653
7182,EGP,2012,06,6.004761904761903
7183,EGP,2012,07,6.022272727272729
7184,EGP,2012,08,6.040000000000001
7185,EGP,2012,09,6.0619999999999985
7186,EGP,2012,10,6.062608695652174
7187,EGP,2012,11,6.065909090909089
7188,EGP,2012,12,6.12047619047619
7189,EGP,2013,01,6.515652173913042
7190,EGP,2013,02,6.6865
7191,EGP,2013,03,6.746190476190476
7192,EGP,2013,04,6.834999999999999
7193,EGP,2013,05,6.926086956521738
7194,EGP,2013,06,6.964000000000001
7195,EGP,2013,07,6.972608695652174
7196,EGP,2013,08,6.96590909090909
7197,EGP,2013,09,6.871904761904762
7198,EGP,2013,10,6.862857142857144
7199,EGP,2013,11,6.867999999999999
7200,EGP,2013,12,6.880645161290323
7201,EGP,2014,01,6.941999999999999
7202,EGP,2014,02,6.942142857142857
7203,EGP,2014,03,6.93741935483871
7204,EGP,2014,04,6.968333333333332
7205,EGP,2014,05,7.067333333333334
7206,EGP,2014,06,7.1373333333333315
7207,EGP,2014,07,7.1310714285714285
7208,EGP,2014,08,7.131904761904759
7209,EGP,2014,09,7.12392857142857
7210,EGP,2014,10,7.128709677419354
7211,EGP,2014,11,7.1242857142857146
7212,EGP,2014,12,7.126956521739129
7213,EGP,2015,01,7.23681818181818
7214,EGP,2015,02,7.603500000000001
7215,EGP,2015,03,7.608636363636365
7216,EGP,2015,04,7.600909090909092
7217,EGP,2015,05,7.611500000000001
7218,EGP,2015,06,7.615909090909093
7219,EGP,2015,07,7.782400000000001
7220,EGP,2015,08,7.828181818181819
7221,EGP,2015,09,7.8300000000000045
7222,EGP,2015,10,7.929600000000002
7223,EGP,2015,11,7.912916666666668
7224,EGP,2015,12,7.827600000000001
7225,EGP,2016,01,7.827619047619049
7226,EGP,2016,02,7.826818181818184
7227,EGP,2016,03,8.39625
7228,EGP,2016,04,8.879545454545452
7229,EGP,2016,05,8.879999999999997
7230,EGP,2016,06,8.870434782608697
7231,EGP,2016,07,8.874761904761906
7232,EGP,2016,08,8.866521739130434
7233,EGP,2016,09,8.873846153846156
7234,EGP,2016,10,8.87181818181818
7235,EGP,2016,11,15.972272727272726
7236,EGP,2016,12,18.47826086956522
7237,EGP,2017,01,18.62636363636363
7238,EGP,2017,02,16.948999999999998
7239,EGP,2017,03,17.717391304347824
7240,EGP,2017,04,18.080000000000002
7241,EGP,2017,05,18.0672
7242,EGP,2017,06,18.083478260869565
7243,EGP,2017,07,17.878400000000003
7244,EGP,2017,08,17.713076923076926
7245,EGP,2017,09,17.627199999999995
7246,EGP,2017,10,17.62
7247,EGP,2017,11,17.65565217391304
7248,EGP,2017,12,17.8075
7249,EGP,2018,01,17.661666666666676
7250,EGP,2018,02,17.629642857142855
7251,EGP,2018,03,17.582903225806447
7252,EGP,2018,04,17.631999999999998
7253,EGP,2018,05,17.75774193548387
7254,EGP,2018,06,17.84777777777778
7255,HTG,1994,09,19.0
7256,HTG,1994,10,19.0
7257,HTG,1994,11,19.05727272727273
7258,HTG,1994,12,19.08999999999999
7259,HTG,1995,01,19.016363636363632
7260,HTG,1995,02,19.0
7261,HTG,1995,03,19.0
7262,HTG,1995,04,19.0
7263,HTG,1995,05,19.0
7264,HTG,1995,06,19.0
7265,HTG,1995,07,19.0
7266,HTG,1995,08,19.0
7267,HTG,1995,09,19.0
7268,HTG,1995,10,19.0
7269,HTG,1995,11,19.0
7270,HTG,1995,12,17.29619047619048
7271,HTG,1996,01,16.180000000000003
7272,HTG,1996,02,16.180000000000003
7273,HTG,1996,03,16.180000000000003
7274,HTG,1996,04,16.180000000000003
7275,HTG,1996,05,16.180000000000003
7276,HTG,1996,06,16.180000000000003
7277,HTG,1996,07,15.913913043478265
7278,HTG,1996,08,15.015909090909087
7279,HTG,1996,09,14.965238095238094
7280,HTG,1996,10,15.072173913043477
7281,HTG,1996,11,15.243809523809524
7282,HTG,1996,12,15.259545454545451
7283,HTG,1997,01,15.767391304347827
7284,HTG,1997,02,16.073000000000004
7285,HTG,1997,03,16.24095238095238
7286,HTG,1997,04,16.740000000000006
7287,HTG,1997,05,16.736818181818187
7288,HTG,1997,06,16.780000000000005
7289,HTG,1997,07,16.669565217391312
7290,HTG,1997,08,16.509999999999998
7291,HTG,1997,09,16.553636363636357
7292,HTG,1997,10,17.07999999999999
7293,HTG,1997,11,17.379000000000005
7294,HTG,1997,12,16.82260869565218
7295,HTG,1998,01,16.9540909090909
7296,HTG,1998,02,17.489000000000004
7297,HTG,1998,03,17.376818181818184
7298,HTG,1998,04,17.336818181818177
7299,HTG,1998,05,17.011904761904752
7300,HTG,1998,06,16.949999999999992
7301,HTG,1998,07,16.12826086956522
7302,HTG,1998,08,16.087142857142865
7303,HTG,1998,09,16.509999999999998
7304,HTG,1998,10,16.714090909090917
7305,HTG,1998,11,16.58761904761904
7306,HTG,1998,12,16.510869565217387
7307,HTG,1999,01,16.957142857142852
7308,HTG,1999,02,16.800000000000004
7309,HTG,1999,03,16.80304347826087
7310,HTG,1999,04,16.767727272727278
7311,HTG,1999,05,16.628095238095234
7312,HTG,1999,06,16.65681818181817
7313,HTG,1999,07,16.675454545454542
7314,HTG,1999,08,16.60545454545455
7315,HTG,1999,09,16.769545454545455
7316,HTG,1999,10,16.831428571428575
7317,HTG,1999,11,17.009090909090904
7318,HTG,1999,12,17.40173913043479
7319,HTG,2000,01,17.562380952380952
7320,HTG,2000,02,18.29571428571428
7321,HTG,2000,03,18.66391304347827
7322,HTG,2000,04,18.277499999999996
7323,HTG,2000,05,18.583478260869573
7324,HTG,2000,06,18.89999999999999
7325,HTG,2000,07,19.492857142857137
7326,HTG,2000,08,20.867391304347827
7327,HTG,2000,09,24.107142857142858
7328,HTG,2000,10,24.068181818181817
7329,HTG,2000,11,23.306818181818183
7330,HTG,2000,12,22.333333333333332
7331,HTG,2001,01,22.23913043478261
7332,HTG,2001,02,23.15
7333,HTG,2001,03,23.818181818181817
7334,HTG,2001,04,24.0
7335,HTG,2001,05,23.815217391304348
7336,HTG,2001,06,24.00476190476191
7337,HTG,2001,07,23.125
7338,HTG,2001,08,23.706521739130434
7339,HTG,2001,09,24.0875
7340,HTG,2001,10,25.108695652173914
7341,HTG,2001,11,26.202272727272728
7342,HTG,2001,12,25.874285714285715
7343,HTG,2002,01,26.13173913043478
7344,HTG,2002,02,26.520000000000003
7345,HTG,2002,03,27.22380952380952
7346,HTG,2002,04,26.97500000000001
7347,HTG,2002,05,27.054347826086968
7348,HTG,2002,06,27.347499999999997
7349,HTG,2002,07,28.11086956521739
7350,HTG,2002,08,28.563636363636363
7351,HTG,2002,09,28.095238095238095
7352,HTG,2002,10,30.67391304347826
7353,HTG,2002,11,34.94428571428572
7354,HTG,2002,12,36.20272727272727
7355,HTG,2003,01,37.89565217391304
7356,HTG,2003,02,43.81
7357,HTG,2003,03,41.44047619047619
7358,HTG,2003,04,40.31818181818182
7359,HTG,2003,05,38.97272727272727
7360,HTG,2003,06,38.41904761904761
7361,HTG,2003,07,39.86739130434783
7362,HTG,2003,08,38.63809523809524
7363,HTG,2003,09,38.41590909090909
7364,HTG,2003,10,39.39782608695651
7365,HTG,2003,11,40.160000000000004
7366,HTG,2003,12,40.72608695652174
7367,HTG,2004,01,42.002272727272725
7368,HTG,2004,02,42.475
7369,HTG,2004,03,38.07217391304348
7370,HTG,2004,04,34.90909090909091
7371,HTG,2004,05,34.33571428571428
7372,HTG,2004,06,32.90909090909091
7373,HTG,2004,07,33.99318181818182
7374,HTG,2004,08,34.46590909090909
7375,HTG,2004,09,34.89772727272727
7376,HTG,2004,10,35.05952380952381
7377,HTG,2004,11,35.13636363636363
7378,HTG,2004,12,35.83695652173913
7379,HTG,2005,01,36.214285714285715
7380,HTG,2005,02,36.3
7381,HTG,2005,03,36.44565217391305
7382,HTG,2005,04,37.8595238095238
7383,HTG,2005,05,38.07045454545454
7384,HTG,2005,06,38.70681818181817
7385,HTG,2005,07,40.959523809523795
7386,HTG,2005,08,41.76956521739129
7387,HTG,2005,09,41.62727272727272
7388,HTG,2005,10,42.17380952380951
7389,HTG,2005,11,42.149999999999984
7390,HTG,2005,12,42.149999999999984
7391,HTG,2006,01,42.85454545454544
7392,HTG,2006,02,41.98749999999999
7393,HTG,2006,03,41.76956521739129
7394,HTG,2006,04,41.14999999999999
7395,HTG,2006,05,38.51956521739129
7396,HTG,2006,06,38.677272727272715
7397,HTG,2006,07,39.04999999999999
7398,HTG,2006,08,38.48695652173912
7399,HTG,2006,09,38.22857142857143
7400,HTG,2006,10,38.290909090909096
7401,HTG,2006,11,38.399999999999984
7402,HTG,2006,12,37.6142857142857
7403,HTG,2007,01,37.78043478260868
7404,HTG,2007,02,37.77749999999999
7405,HTG,2007,03,37.32045454545453
7406,HTG,2007,04,36.269047619047605
7407,HTG,2007,05,36.08478260869564
7408,HTG,2007,06,35.39999999999999
7409,HTG,2007,07,34.661363636363625
7410,HTG,2007,08,34.86739130434781
7411,HTG,2007,09,35.437499999999986
7412,HTG,2007,10,35.60652173913042
7413,HTG,2007,11,36.172727272727265
7414,HTG,2007,12,36.6095238095238
7415,HTG,2008,01,36.719565217391306
7416,HTG,2008,02,37.11904761904761
7417,HTG,2008,03,37.88809523809524
7418,HTG,2008,04,38.179545454545455
7419,HTG,2008,05,38.18181818181818
7420,HTG,2008,06,38.73571428571428
7421,HTG,2008,07,38.80217391304348
7422,HTG,2008,08,38.96904761904763
7423,HTG,2008,09,39.14772727272726
7424,HTG,2008,10,39.189130434782626
7425,HTG,2008,11,39.602500000000006
7426,HTG,2008,12,39.56739130434783
7427,HTG,2009,01,39.57954545454545
7428,HTG,2009,02,39.75
7429,HTG,2009,03,39.75
7430,HTG,2009,04,39.75
7431,HTG,2009,05,39.75
7432,HTG,2009,06,39.75
7433,HTG,2009,07,39.75
7434,HTG,2009,08,39.75
7435,HTG,2009,09,39.75
7436,HTG,2009,10,39.75
7437,HTG,2009,11,39.75
7438,HTG,2009,12,39.75
7439,HTG,2010,01,39.75
7440,HTG,2010,02,39.75
7441,HTG,2010,03,39.75
7442,HTG,2010,04,39.75
7443,HTG,2010,05,39.75
7444,HTG,2010,06,39.75
7445,HTG,2010,07,39.75
7446,HTG,2010,08,39.75
7447,HTG,2010,09,39.75
7448,HTG,2010,10,39.75
7449,HTG,2010,11,39.76590909090909
7450,HTG,2010,12,39.82608695652174
7451,HTG,2011,01,39.864285714285714
7452,HTG,2011,02,40.35000000000001
7453,HTG,2011,03,40.350000000000016
7454,HTG,2011,04,40.35000000000001
7455,HTG,2011,05,40.350000000000016
7456,HTG,2011,06,40.350000000000016
7457,HTG,2011,07,40.35000000000001
7458,HTG,2011,08,40.350000000000016
7459,HTG,2011,09,40.350000000000016
7460,HTG,2011,10,40.35000000000001
7461,HTG,2011,11,40.350000000000016
7462,HTG,2011,12,40.350000000000016
7463,HTG,2012,01,40.350000000000016
7464,HTG,2012,02,40.380952380952394
7465,HTG,2012,03,41.0
7466,HTG,2012,04,41.33095238095239
7467,HTG,2012,05,41.91260869565219
7468,HTG,2012,06,41.996666666666684
7469,HTG,2012,07,42.04999999999998
7470,HTG,2012,08,42.04999999999998
7471,HTG,2012,09,42.09999999999998
7472,HTG,2012,10,42.149999999999984
7473,HTG,2012,11,42.149999999999984
7474,HTG,2012,12,42.14999999999999
7475,HTG,2013,01,42.1891304347826
7476,HTG,2013,02,42.5
7477,HTG,2013,03,42.5
7478,HTG,2013,04,42.5
7479,HTG,2013,05,42.4895652173913
7480,HTG,2013,06,42.56500000000001
7481,HTG,2013,07,43.350000000000016
7482,HTG,2013,08,43.320000000000014
7483,HTG,2013,09,43.14666666666667
7484,HTG,2013,10,43.05826086956524
7485,HTG,2013,11,42.2095238095238
7486,HTG,2013,12,43.067272727272716
7487,HTG,2014,01,42.56999999999999
7488,HTG,2014,02,41.057
7489,HTG,2014,03,44.16190476190476
7490,HTG,2014,04,43.440000000000026
7491,HTG,2014,05,43.440000000000026
7492,HTG,2014,06,43.90857142857145
7493,HTG,2014,07,44.27043478260871
7494,HTG,2014,08,44.3157142857143
7495,HTG,2014,09,44.20000000000002
7496,HTG,2014,10,44.200000000000024
7497,HTG,2014,11,45.75500000000001
7498,HTG,2014,12,46.0
7499,HTG,2015,01,46.0
7500,HTG,2015,02,46.0
7501,HTG,2015,03,46.49090909090909
7502,HTG,2015,04,47.20000000000002
7503,HTG,2015,05,46.12571428571431
7504,HTG,2015,06,48.10727272727274
7505,HTG,2015,07,54.587391304347825
7506,HTG,2015,08,51.76545454545453
7507,HTG,2015,09,51.7562962962963
7508,HTG,2015,10,52.7156
7509,HTG,2015,11,54.6525
7510,HTG,2015,12,56.524000000000015
7511,HTG,2016,01,57.83409090909092
7512,HTG,2016,02,60.316818181818185
7513,HTG,2016,03,61.66720000000001
7514,HTG,2016,04,61.836800000000004
7515,HTG,2016,05,62.11681818181818
7516,HTG,2016,06,62.5
7517,HTG,2016,07,62.915238095238095
7518,HTG,2016,08,63.60695652173914
7519,HTG,2016,09,64.48423076923079
7520,HTG,2016,10,63.92954545454547
7521,HTG,2016,11,63.408181818181816
7522,HTG,2016,12,66.46285714285716
7523,HTG,2017,01,65.91708333333335
7524,HTG,2017,02,65.52857142857142
7525,HTG,2017,03,67.0882608695652
7526,HTG,2017,04,66.56409090909091
7527,HTG,2017,05,67.07000000000001
7528,HTG,2017,06,61.63919999999998
7529,HTG,2017,07,61.398181818181804
7530,HTG,2017,08,61.179999999999986
7531,HTG,2017,09,61.41083333333332
7532,HTG,2017,10,61.55478260869563
7533,HTG,2017,11,61.79045454545454
7534,HTG,2017,12,62.52238095238094
7535,HTG,2018,01,63.15260869565219
7536,HTG,2018,02,63.481500000000004
7537,HTG,2018,03,64.12136363636363
7538,HTG,2018,04,64.49238095238096
7539,HTG,2018,05,63.87347826086956
7540,HTG,2018,06,63.65333333333333
7541,KES,1993,01,36.23
7542,KES,1993,02,36.56
7543,KES,1993,03,43.12
7544,KES,1993,04,51.88
7545,KES,1993,05,62.16
7546,KES,1993,06,64.15
7547,KES,1993,07,65.33
7548,KES,1993,08,65.42
7549,KES,1993,09,65.8
7550,KES,1993,10,67.97
7551,KES,1993,11,68.98
7552,KES,1993,12,68.41
7553,KES,1994,01,67.93
7554,KES,1994,02,67.41
7555,KES,1994,03,66.05
7556,KES,1994,04,62.78
7557,KES,1994,05,58.05
7558,KES,1994,06,56.17
7559,KES,1994,07,55.97
7560,KES,1994,08,55.53
7561,KES,1994,09,51.66
7562,KES,1994,10,42.38
7563,KES,1994,11,43.5
7564,KES,1994,12,45.18
7565,KES,1995,01,44.48
7566,KES,1995,02,44.47
7567,KES,1995,03,44.14
7568,KES,1995,04,43.99
7569,KES,1995,05,51.89
7570,KES,1995,06,53.62
7571,KES,1995,07,56.59
7572,KES,1995,08,55.7
7573,KES,1995,09,55.43
7574,KES,1995,10,55.52
7575,KES,1995,11,55.54
7576,KES,1995,12,55.8
7577,KES,1996,01,56.71
7578,KES,1996,02,58.29
7579,KES,1996,03,58.41
7580,KES,1996,04,58.37
7581,KES,1996,05,58.24
7582,KES,1996,06,57.99
7583,KES,1996,07,57.31
7584,KES,1996,08,56.99
7585,KES,1996,09,56.43
7586,KES,1996,10,55.86
7587,KES,1996,11,55.62
7588,KES,1996,12,55.15
7589,KES,1997,01,54.74
7590,KES,1997,02,54.93
7591,KES,1997,03,54.89
7592,KES,1997,04,54.38
7593,KES,1997,05,53.75
7594,KES,1997,06,54.24
7595,KES,1997,07,57.36
7596,KES,1997,08,67.12
7597,KES,1997,09,63.77
7598,KES,1997,10,62.64
7599,KES,1997,11,63.93
7600,KES,1997,12,63.05
7601,KES,1998,01,61.16
7602,KES,1998,02,60.52
7603,KES,1998,03,60.13
7604,KES,1998,04,59.61
7605,KES,1998,05,62.6
7606,KES,1998,06,60.52
7607,KES,1998,07,59.34
7608,KES,1998,08,59.37
7609,KES,1998,09,60.01
7610,KES,1998,10,59.87
7611,KES,1998,11,59.63
7612,KES,1998,12,61.82
7613,KES,1999,01,61.8
7614,KES,1999,02,62.5
7615,KES,1999,03,64.01
7616,KES,1999,04,65.65
7617,KES,1999,05,68.82
